,TNC US Equity,TNC US Equity,TNC US Equity,TNC US Equity,TNC US Equity
2022-05-30,60.5251,61.8132,60.5251,61.8035,48895.0
2022-05-31,61.1691,61.2521,60.4689,60.7398,94683.0
2022-06-01,60.73,62.2134,60.0371,62.067,76085.0
2022-06-02,62.1841,63.3064,61.5302,62.8379,49005.0
2022-06-03,62.6037,62.6037,61.1399,61.4034,42854.0
2022-06-04,62.6037,62.6037,61.1399,61.4034,42854.0
2022-06-05,62.6037,62.6037,61.1399,61.4034,42854.0
2022-06-06,62.0182,62.5842,61.4717,62.145,45531.0
2022-06-07,61.7059,61.9694,60.7983,61.5985,44149.0
2022-06-08,61.4522,61.9499,61.013,61.1691,57145.0
2022-06-09,60.2689,61.0813,60.0957,60.2128,43912.0
2022-06-10,59.5296,59.5296,58.1829,58.2122,60562.0
2022-06-11,59.5296,59.5296,58.1829,58.2122,60562.0
2022-06-12,59.5296,59.5296,58.1829,58.2122,60562.0
2022-06-13,57.3046,57.7438,55.7676,56.0847,83534.0
2022-06-14,56.1823,56.1823,54.9234,55.8505,45837.0
2022-06-15,56.4848,57.0997,55.7822,56.4165,45596.0
2022-06-16,55.8408,55.8408,53.5789,54.0256,52812.0
2022-06-17,54.6111,55.3235,54.4745,54.9527,90382.0
2022-06-18,54.6111,55.3235,54.4745,54.9527,90382.0
2022-06-19,54.6111,55.3235,54.4745,54.9527,90382.0
2022-06-20,54.6111,55.3235,54.4745,54.9527,90382.0
2022-06-21,55.6651,56.7776,54.8453,56.1628,62503.0
2022-06-22,55.3528,56.6117,55.1479,56.2506,47138.0
2022-06-23,56.2897,56.4405,55.6358,56.1042,44709.0
2022-06-24,56.3189,58.1048,56.3189,58.1048,293391.0
2022-06-25,56.3189,58.1048,56.3189,58.1048,293391.0
2022-06-26,56.3189,58.1048,56.3189,58.1048,293391.0
2022-06-27,58.5635,58.5635,56.6215,57.2753,58570.0
2022-06-28,57.773,58.0658,56.4458,56.4946,40543.0
2022-06-29,56.9826,56.9826,55.7822,56.6215,47507.0
2022-06-30,55.9286,57.8218,55.8895,57.8218,58088.0
2022-07-01,57.7828,58.1585,57.1289,57.8804,41782.0
2022-07-02,57.7828,58.1585,57.1289,57.8804,41782.0
2022-07-03,57.7828,58.1585,57.1289,57.8804,41782.0
2022-07-04,57.7828,58.1585,57.1289,57.8804,41782.0
2022-07-05,57.4217,58.1512,55.6505,57.9292,70201.0
2022-07-06,58.0658,58.1243,56.5629,57.1192,32158.0
2022-07-07,57.6169,58.7378,57.5095,58.1146,24310.0
2022-07-08,57.6462,59.1686,57.1631,57.7438,30512.0
2022-07-09,57.6462,59.1686,57.1631,57.7438,30512.0
2022-07-10,57.6462,59.1686,57.1631,57.7438,30512.0
2022-07-11,57.0606,57.7535,57.0313,57.2558,25530.0
2022-07-12,57.1777,58.583,56.9728,57.2656,30068.0
2022-07-13,56.4946,57.0313,56.1628,56.7288,20844.0
2022-07-14,56.0067,56.963,55.5089,56.9533,25992.0
2022-07-15,57.7925,58.2317,56.9045,57.8706,46683.0
2022-07-16,57.7925,58.2317,56.9045,57.8706,46683.0
2022-07-17,57.7925,58.2317,56.9045,57.8706,46683.0
2022-07-18,58.4952,58.4952,57.0704,57.3436,26865.0
2022-07-19,58.0365,59.8712,58.0365,59.6077,47849.0
2022-07-20,59.8029,61.2472,59.4906,60.974,46239.0
2022-07-21,60.5153,61.5595,60.2811,61.5595,34024.0
2022-07-22,61.3741,62.14,60.4372,61.2863,31796.0
2022-07-23,61.3741,62.14,60.4372,61.2863,31796.0
2022-07-24,61.3741,62.14,60.4372,61.2863,31796.0
2022-07-25,61.3253,61.7498,61.2889,61.4131,31967.0
2022-07-26,61.6181,62.0182,61.135,61.5302,27725.0
2022-07-27,61.9011,64.1359,61.9011,63.6674,37741.0
2022-07-28,63.443,64.9166,63.443,64.6433,19071.0
2022-07-29,64.3506,65.7754,64.3506,65.4143,29041.0
2022-07-30,64.3506,65.7754,64.3506,65.4143,29041.0
2022-07-31,64.3506,65.7754,64.3506,65.4143,29041.0
2022-08-01,64.8971,66.5073,64.3994,65.7071,36384.0
2022-08-02,65.4826,65.9218,64.1847,64.3018,35231.0
2022-08-03,64.7019,64.7019,63.4723,64.1359,37020.0
2022-08-04,64.536,64.536,62.7208,63.6382,34616.0
2022-08-05,62.8282,64.0578,62.594,63.9407,28625.0
2022-08-06,62.8282,64.0578,62.594,63.9407,28625.0
2022-08-07,62.8282,64.0578,62.594,63.9407,28625.0
2022-08-08,64.1944,64.9751,63.5601,64.0188,39085.0
2022-08-09,64.4091,66.356,62.6037,65.2289,41052.0
2022-08-10,66.3609,66.6342,64.8922,66.234,55213.0
2022-08-11,66.9074,67.4246,66.0974,67.0928,35150.0
2022-08-12,67.4832,68.7714,66.3609,68.6738,32912.0
2022-08-13,67.4832,68.7714,66.3609,68.6738,32912.0
2022-08-14,67.4832,68.7714,66.3609,68.6738,32912.0
2022-08-15,68.5567,69.962,67.7771,69.7863,45411.0
2022-08-16,69.23,69.9815,68.6738,68.8104,39426.0
2022-08-17,68.3908,68.7031,67.4637,68.0882,34127.0
2022-08-18,67.9028,69.4935,67.9028,68.8592,33791.0
2022-08-19,68.4298,68.4298,66.2926,67.0148,80201.0
2022-08-20,68.4298,68.4298,66.2926,67.0148,80201.0
2022-08-21,68.4298,68.4298,66.2926,67.0148,80201.0
2022-08-22,66.2926,66.3609,64.3115,64.331,54955.0
2022-08-23,64.2725,64.8775,64.0383,64.1651,45902.0
2022-08-24,63.9309,64.1749,63.3454,63.482,32824.0
2022-08-25,63.6382,64.4091,63.1209,64.1749,31252.0
2022-08-26,64.4384,64.4384,61.6864,61.6864,34831.0
2022-08-27,64.4384,64.4384,61.6864,61.6864,34831.0
2022-08-28,64.4384,64.4384,61.6864,61.6864,34831.0
2022-08-29,61.4814,61.8425,61.0423,61.1594,31206.0
2022-08-30,61.1888,61.1888,59.7289,59.817,40419.0
2022-08-31,60.013,60.013,58.8372,59.1312,46119.0
2022-09-01,59.141,60.1698,58.0828,60.0914,59107.0
2022-09-02,60.7675,60.7675,58.1024,58.5433,36880.0
2022-09-03,60.7675,60.7675,58.1024,58.5433,36880.0
2022-09-04,60.7675,60.7675,58.1024,58.5433,36880.0
2022-09-05,60.7675,60.7675,58.1024,58.5433,36880.0
2022-09-06,58.9646,58.9646,57.0834,57.7791,47123.0
2022-09-07,57.8378,59.3859,57.8378,59.1508,29291.0
2022-09-08,58.8274,59.4251,58.3228,59.239,24464.0
2022-09-09,59.5035,60.2776,58.9548,60.0914,37407.0
2022-09-10,59.5035,60.2776,58.9548,60.0914,37407.0
2022-09-11,59.5035,60.2776,58.9548,60.0914,37407.0
2022-09-12,60.4931,62.1098,60.258,62.0412,50758.0
2022-09-13,60.2874,60.4539,58.5335,58.5727,76831.0
2022-09-14,59.3859,59.5329,58.0828,59.5329,67166.0
2022-09-15,59.7093,61.1496,59.5427,59.7583,65591.0
2022-09-16,59.1802,59.1802,57.8378,58.945,176848.0
2022-09-17,59.1802,59.1802,57.8378,58.945,176848.0
2022-09-18,59.1802,59.1802,57.8378,58.945,176848.0
2022-09-19,58.8176,61.3014,58.8176,61.0418,71507.0
2022-09-20,60.7479,60.7479,58.9254,59.6701,53362.0
2022-09-21,60.3069,60.7968,59.0332,59.1116,34935.0
2022-09-22,58.6609,58.6609,57.3773,57.7595,47116.0
2022-09-23,57.5145,57.7595,56.3779,57.2794,47379.0
2022-09-24,57.5145,57.7595,56.3779,57.2794,47379.0
2022-09-25,57.5145,57.7595,56.3779,57.2794,47379.0
2022-09-26,57.0932,57.9652,56.6719,56.9756,48838.0
2022-09-27,57.4263,57.5782,55.6627,55.888,46898.0
2022-09-28,55.7607,57.9358,55.5622,57.4851,65554.0
2022-09-29,56.5053,56.5053,55.4912,55.9664,56368.0
2022-09-30,56.231,57.1814,55.3687,55.4177,74661.0
2022-10-01,56.231,57.1814,55.3687,55.4177,74661.0
2022-10-02,56.231,57.1814,55.3687,55.4177,74661.0
2022-10-03,56.231,57.6517,55.9958,57.1716,50153.0
2022-10-04,57.8966,59.4349,57.8966,58.945,43059.0
2022-10-05,57.8966,58.5041,57.2206,58.0436,36841.0
2022-10-06,57.7301,58.1416,57.3479,57.6811,34514.0
2022-10-07,56.8874,56.8874,55.3589,55.5353,49638.0
2022-10-08,56.8874,56.8874,55.3589,55.5353,49638.0
2022-10-09,56.8874,56.8874,55.3589,55.5353,49638.0
2022-10-10,55.9566,56.7894,55.8782,56.1134,46992.0
2022-10-11,55.8292,57.4753,55.6529,56.7209,57304.0
2022-10-12,56.956,56.956,56.0204,56.1036,58680.0
2022-10-13,55.1434,56.809,54.9082,56.2114,175435.0
2022-10-14,57.3577,57.6321,55.7509,56.133,94447.0
2022-10-15,57.3577,57.6321,55.7509,56.133,94447.0
2022-10-16,57.3577,57.6321,55.7509,56.133,94447.0
2022-10-17,57.0344,57.8084,56.4563,57.3381,116381.0
2022-10-18,58.4747,59.0185,57.6909,58.1514,97056.0
2022-10-19,57.7301,58.5237,56.9658,57.6909,74103.0
2022-10-20,57.6909,57.9143,56.0546,56.3387,65754.0
2022-10-21,56.7699,58.0925,56.28,57.5929,71344.0
2022-10-22,56.7699,58.0925,56.28,57.5929,71344.0
2022-10-23,56.7699,58.0925,56.28,57.5929,71344.0
2022-10-24,58.2886,58.7785,57.9162,58.2396,64892.0
2022-10-25,58.4061,59.6897,58.2788,58.8176,185026.0
2022-10-26,59.4643,60.0277,58.1367,58.5139,213271.0
2022-10-27,58.4551,60.2188,57.005,57.0932,142331.0
2022-10-28,58.1122,58.9842,57.3871,58.2494,219527.0
2022-10-29,58.1122,58.9842,57.3871,58.2494,219527.0
2022-10-30,58.1122,58.9842,57.3871,58.2494,219527.0
2022-10-31,57.4655,58.3963,56.907,57.0736,104341.0
2022-11-01,57.5831,57.5831,56.4857,57.4361,177795.0
2022-11-02,57.0932,60.3461,56.5984,58.2886,125599.0
2022-11-03,57.5145,59.0822,56.231,58.7393,72374.0
2022-11-04,59.5035,60.1306,58.7589,59.8856,38614.0
2022-11-05,59.5035,60.1306,58.7589,59.8856,38614.0
2022-11-06,59.5035,60.1306,58.7589,59.8856,38614.0
2022-11-07,60.0228,61.4141,59.8268,60.934,51298.0
2022-11-08,61.228,62.5752,60.836,62.2372,81134.0
2022-11-09,61.9726,62.7516,61.4533,62.4919,100517.0
2022-11-10,64.4025,65.9849,64.1772,64.9512,85150.0
2022-11-11,65.3627,65.9408,64.6441,64.8336,54339.0
2022-11-12,65.3627,65.9408,64.6441,64.8336,54339.0
2022-11-13,65.3627,65.9408,64.6441,64.8336,54339.0
2022-11-14,64.2752,64.9904,63.9714,64.0204,34148.0
2022-11-15,64.7357,65.2207,64.1576,64.2262,54960.0
2022-11-16,64.2164,64.3339,62.4233,62.7565,82791.0
2022-11-17,61.9824,62.4429,61.1025,62.3057,41701.0
2022-11-18,63.4031,63.9371,61.6199,62.6389,63220.0
2022-11-19,63.4031,63.9371,61.6199,62.6389,63220.0
2022-11-20,63.4031,63.9371,61.6199,62.6389,63220.0
2022-11-21,62.4429,62.4429,61.7179,61.9236,47170.0
2022-11-22,62.247,62.3841,61.2378,61.2672,43172.0
2022-11-23,61.6199,61.8746,60.8605,61.5807,50816.0
2022-11-24,61.6199,61.8746,60.8605,61.5807,50816.0
2022-11-25,61.9138,62.2274,61.9138,61.953,14617.0
2022-11-26,61.9138,62.2274,61.9138,61.953,14617.0
2022-11-27,61.9138,62.2274,61.9138,61.953,14617.0
2022-11-28,61.4729,61.5317,60.8458,61.1986,41197.0
2022-11-29,61.2429,61.725,61.0786,61.2232,30298.0
2022-11-30,61.0756,62.5319,60.0227,62.5122,88204.0
2022-12-01,63.0337,63.1026,62.2268,62.9058,54746.0
2022-12-02,62.2662,63.6143,62.2662,63.3191,37114.0
2022-12-03,62.2662,63.6143,62.2662,63.3191,37114.0
2022-12-04,62.2662,63.6143,62.2662,63.3191,37114.0
2022-12-05,62.9156,63.3043,62.3744,63.0239,44203.0
2022-12-06,62.9747,63.2207,62.6795,63.0534,49861.0
2022-12-07,63.3191,63.7262,61.8431,61.9218,61434.0
2022-12-08,62.1678,62.404,61.6857,61.9907,33477.0
2022-12-09,61.5381,62.0054,61.1543,61.3019,38172.0
2022-12-10,61.5381,62.0054,61.1543,61.3019,38172.0
2022-12-11,61.5381,62.0054,61.1543,61.3019,38172.0
2022-12-12,60.6623,61.4298,60.2633,61.3806,44172.0
2022-12-13,63.1321,63.6831,61.5184,62.0104,74910.0
2022-12-14,61.9021,62.4335,60.9132,61.2133,56388.0
2022-12-15,60.6426,60.7509,58.9896,59.2946,116934.0
2022-12-16,59.0388,59.4568,58.7446,59.0388,459432.0
2022-12-17,59.0388,59.4568,58.7446,59.0388,459432.0
2022-12-18,59.0388,59.4568,58.7446,59.0388,459432.0
2022-12-19,58.9797,59.698,58.4484,58.9797,105352.0
2022-12-20,58.9797,59.5849,58.8272,59.3241,53529.0
2022-12-21,59.6685,60.4754,59.4717,59.7275,66235.0
2022-12-22,59.5504,59.5504,57.6513,58.8813,78225.0
2022-12-23,58.7239,59.5553,58.5984,59.0584,29613.0
2022-12-24,58.7239,59.5553,58.5984,59.0584,29613.0
2022-12-25,58.7239,59.5553,58.5984,59.0584,29613.0
2022-12-26,58.7239,59.5553,58.5984,59.0584,29613.0
2022-12-27,59.4914,60.3376,59.0388,60.2294,71116.0
2022-12-28,60.4163,60.4163,59.0388,59.0683,56139.0
2022-12-29,59.4914,61.0854,59.4914,61.0362,60242.0
2022-12-30,60.7804,61.0559,60.1605,60.5836,36614.0
2022-12-31,60.7804,61.0559,60.1605,60.5836,36614.0
2023-01-01,60.7804,61.0559,60.1605,60.5836,36614.0
2023-01-02,60.7804,61.0559,60.1605,60.5836,36614.0
2023-01-03,61.2035,61.4397,60.6574,61.1346,53627.0
2023-01-04,61.6955,62.2564,61.2822,62.0596,85061.0
2023-01-05,62.0596,62.768,61.6463,62.0989,66700.0
2023-01-06,62.8566,64.6081,62.8566,64.303,79790.0
2023-01-07,62.8566,64.6081,62.8566,64.303,79790.0
2023-01-08,62.8566,64.6081,62.8566,64.303,79790.0
2023-01-09,64.5097,65.1001,63.8602,64.0964,57670.0
2023-01-10,63.8111,64.2637,63.4568,64.1751,57508.0
2023-01-11,64.1358,65.0853,63.8799,65.0607,69912.0
2023-01-12,65.2181,66.6351,65.1886,66.5465,54274.0
2023-01-13,66.0348,67.1467,66.0348,66.4284,78648.0
2023-01-14,66.0348,67.1467,66.0348,66.4284,78648.0
2023-01-15,66.0348,67.1467,66.0348,66.4284,78648.0
2023-01-16,66.0348,67.1467,66.0348,66.4284,78648.0
2023-01-17,66.7236,67.3927,66.6843,67.0188,36345.0
2023-01-18,67.1861,67.4911,65.779,65.8479,30624.0
2023-01-19,65.5429,66.2021,64.8737,65.5232,40793.0
2023-01-20,65.9856,67.0582,65.5871,66.3792,56540.0
2023-01-21,65.9856,67.0582,65.5871,66.3792,56540.0
2023-01-22,65.9856,67.0582,65.5871,66.3792,56540.0
2023-01-23,66.212,67.4715,66.212,66.7335,39671.0
2023-01-24,66.0742,66.8673,65.7718,66.4776,25337.0
2023-01-25,66.1136,67.1172,65.7938,66.8811,24451.0
2023-01-26,67.1861,67.1861,65.6757,66.0348,48893.0
2023-01-27,65.7987,67.0877,65.7987,66.3202,29975.0
2023-01-28,65.7987,67.0877,65.7987,66.3202,29975.0
2023-01-29,65.7987,67.0877,65.7987,66.3202,29975.0
2023-01-30,66.1824,66.7827,66.0152,66.1234,30594.0
2023-01-31,66.4186,69.1147,66.4186,69.0065,78510.0
2023-02-01,68.9179,70.7678,68.357,69.4591,59795.0
2023-02-02,69.9019,70.817,69.7248,70.0396,56631.0
2023-02-03,69.8625,70.8563,69.4886,69.528,81526.0
2023-02-04,69.8625,70.8563,69.4886,69.528,81526.0
2023-02-05,69.8625,70.8563,69.4886,69.528,81526.0
2023-02-06,69.2229,69.528,68.6325,69.1442,50941.0
2023-02-07,68.7506,69.3017,67.8749,68.7605,56901.0
2023-02-08,68.2291,68.6621,67.0975,67.1566,65676.0
2023-02-09,67.4813,67.6879,65.3461,65.4838,83667.0
2023-02-10,65.2083,66.6302,64.9918,65.7003,127711.0
2023-02-11,65.2083,66.6302,64.9918,65.7003,127711.0
2023-02-12,65.2083,66.6302,64.9918,65.7003,127711.0
2023-02-13,66.0348,67.4518,65.4346,67.068,43327.0
2023-02-14,66.5957,67.4026,66.0742,66.8614,48058.0
2023-02-15,66.6548,67.87,66.4186,67.4813,44078.0
2023-02-16,66.9696,68.1996,66.4678,67.7076,46397.0
2023-02-17,68.0815,69.1983,67.8847,68.7113,54615.0
2023-02-18,68.0815,69.1983,67.8847,68.7113,54615.0
2023-02-19,68.0815,69.1983,67.8847,68.7113,54615.0
2023-02-20,68.0815,69.1983,67.8847,68.7113,54615.0
2023-02-21,68.0126,68.4456,66.4875,66.9204,204954.0
2023-02-22,67.3337,68.79,66.9598,67.3632,185294.0
2023-02-23,68.3866,72.2339,67.7568,71.8305,191390.0
2023-02-24,70.266,71.673,69.4591,70.6497,91211.0
2023-02-25,70.266,71.673,69.4591,70.6497,91211.0
2023-02-26,70.266,71.673,69.4591,70.6497,91211.0
2023-02-27,71.2893,72.9916,71.2893,71.7124,153339.0
2023-02-28,70.6891,71.5353,69.1147,69.6854,76524.0
2023-03-01,69.6657,70.6497,69.2623,70.3742,95688.0
2023-03-02,69.9841,71.2779,69.8557,71.11,95492.0
2023-03-03,71.4458,71.5445,70.6458,71.347,128573.0
2023-03-04,71.4458,71.5445,70.6458,71.347,128573.0
2023-03-05,71.4458,71.5445,70.6458,71.347,128573.0
2023-03-06,71.2186,71.2482,69.7371,70.389,165551.0
2023-03-07,70.2803,70.8334,69.4557,69.7273,70536.0
2023-03-08,70.0038,70.0236,68.552,69.4804,69157.0
2023-03-09,69.5594,69.8359,68.5915,68.6903,61483.0
2023-03-10,68.2656,68.2656,66.0829,66.6853,80475.0
2023-03-11,68.2656,68.2656,66.0829,66.6853,80475.0
2023-03-12,68.2656,68.2656,66.0829,66.6853,80475.0
2023-03-13,65.6187,66.0236,63.7817,64.1965,101242.0
2023-03-14,65.8261,66.4582,64.7891,65.8952,59541.0
2023-03-15,64.2755,64.4039,63.1101,63.9101,81835.0
2023-03-16,63.0706,65.6384,62.6854,65.0656,77832.0
2023-03-17,64.7199,64.7199,63.2879,64.0681,308082.0
2023-03-18,64.7199,64.7199,63.2879,64.0681,308082.0
2023-03-19,64.7199,64.7199,63.2879,64.0681,308082.0
2023-03-20,64.6706,65.8903,64.2755,64.5125,76812.0
2023-03-21,65.5199,66.6162,64.9965,65.2829,83214.0
2023-03-22,65.4409,65.5496,63.6928,63.7323,58876.0
2023-03-23,63.7817,64.7693,62.8731,63.5051,62875.0
2023-03-24,62.8336,64.0385,62.5175,63.8607,62188.0
2023-03-25,62.8336,64.0385,62.5175,63.8607,62188.0
2023-03-26,62.8336,64.0385,62.5175,63.8607,62188.0
2023-03-27,64.7298,64.799,64.078,64.3644,51859.0
2023-03-28,64.0484,65.4409,64.0484,65.3817,56436.0
2023-03-29,65.836,66.0928,65.1446,65.994,78018.0
2023-03-30,66.31,66.6162,65.6088,66.152,65114.0
2023-03-31,66.6952,67.7619,66.4286,67.6829,89016.0
2023-04-01,66.6952,67.7619,66.4286,67.6829,89016.0
2023-04-02,66.6952,67.7619,66.4286,67.6829,89016.0
2023-04-03,67.5347,68.7001,67.5347,68.2458,93169.0
2023-04-04,68.5421,68.5421,64.8286,65.4903,53028.0
2023-04-05,64.957,65.4192,64.6212,64.8286,47520.0
2023-04-06,64.8385,65.0755,64.3348,64.7101,31970.0
2023-04-07,64.8385,65.0755,64.3348,64.7101,31970.0
2023-04-08,64.8385,65.0755,64.3348,64.7101,31970.0
2023-04-09,64.8385,65.0755,64.3348,64.7101,31970.0
2023-04-10,64.9041,65.915,64.9041,65.5496,52201.0
2023-04-11,66.0631,67.0211,65.8063,65.8162,83859.0
2023-04-12,66.2903,66.6557,65.6286,66.3891,27889.0
2023-04-13,66.4779,66.6063,65.6977,66.3002,32568.0
2023-04-14,66.3298,67.2391,65.6286,65.8952,52956.0
2023-04-15,66.3298,67.2391,65.6286,65.8952,52956.0
2023-04-16,66.3298,67.2391,65.6286,65.8952,52956.0
2023-04-17,65.8952,66.6952,65.8952,66.6261,33729.0
2023-04-18,66.9718,67.0508,65.7965,66.3495,35528.0
2023-04-19,65.836,66.6261,65.6977,66.3495,50563.0
2023-04-20,66.1718,66.8532,65.9545,66.6853,52673.0
2023-04-21,67.031,67.031,65.9742,66.5965,42278.0
2023-04-22,67.031,67.031,65.9742,66.5965,42278.0
2023-04-23,67.031,67.031,65.9742,66.5965,42278.0
2023-04-24,66.6656,67.3372,66.6261,66.9816,41869.0
2023-04-25,66.5668,67.0606,65.9347,66.1224,78962.0
2023-04-26,65.4804,65.6286,64.078,64.1866,114956.0
2023-04-27,64.6311,66.0631,64.6073,65.7668,131418.0
2023-04-28,69.6384,75.505,69.1347,75.4753,246106.0
2023-04-29,69.6384,75.505,69.1347,75.4753,246106.0
2023-04-30,69.6384,75.505,69.1347,75.4753,246106.0
2023-05-01,75.8704,79.5246,75.7815,79.1395,181065.0
2023-05-02,79.1197,79.337,77.0555,78.4679,214293.0
2023-05-03,78.4777,79.5246,77.6531,77.658,134595.0
2023-05-04,77.5296,77.5296,75.0951,76.1963,102888.0
2023-05-05,77.3321,77.8943,76.9914,77.342,70931.0
2023-05-06,77.3321,77.8943,76.9914,77.342,70931.0
2023-05-07,77.3321,77.8943,76.9914,77.342,70931.0
2023-05-08,77.6086,77.6284,76.7,77.3123,73110.0
2023-05-09,77.2333,77.5178,76.6111,76.8876,79270.0
2023-05-10,77.5,77.5691,76.1074,76.8975,73772.0
2023-05-11,76.1469,76.9074,75.7371,76.7494,84723.0
2023-05-12,77.0259,77.3222,76.0679,76.937,132627.0
2023-05-13,77.0259,77.3222,76.0679,76.937,132627.0
2023-05-14,77.0259,77.3222,76.0679,76.937,132627.0
2023-05-15,77.0259,77.6383,76.5617,77.2728,95497.0
2023-05-16,76.6506,76.6506,75.8704,76.2358,57041.0
2023-05-17,76.6407,77.1938,76.1667,77.016,71813.0
2023-05-18,76.6407,77.4111,76.6407,77.2234,84241.0
2023-05-19,78.0728,78.9024,76.4531,76.8086,145252.0
2023-05-20,78.0728,78.9024,76.4531,76.8086,145252.0
2023-05-21,78.0728,78.9024,76.4531,76.8086,145252.0
2023-05-22,77.2136,77.6876,76.7099,77.4704,48885.0
2023-05-23,77.1049,77.6975,76.4185,76.5321,119554.0
2023-05-24,76.4037,76.4037,74.7741,74.9716,53629.0
2023-05-25,74.6556,75.3124,74.4482,74.8432,56019.0
2023-05-26,74.6062,75.0506,74.1815,74.3099,82706.0
2023-05-27,74.6062,75.0506,74.1815,74.3099,82706.0
2023-05-28,74.6062,75.0506,74.1815,74.3099,82706.0
2023-05-29,74.6062,75.0506,74.1815,74.3099,82706.0
2023-05-30,74.305,74.3347,73.2147,73.3535,78867.0
2023-05-31,73.4228,73.4228,72.0452,72.4515,146763.0
2023-06-01,72.8975,73.5913,71.951,73.5319,109730.0
2023-06-02,74.523,76.6638,74.2158,76.6638,160880.0
2023-06-03,74.523,76.6638,74.2158,76.6638,160880.0
2023-06-04,74.523,76.6638,74.2158,76.6638,160880.0
2023-06-05,76.0692,76.2971,74.0274,74.5428,80858.0
2023-06-06,74.5527,77.5261,74.5527,77.3477,97314.0
2023-06-07,77.8135,80.4698,77.764,80.3013,85710.0
2023-06-08,80.0039,80.3211,78.6263,80.1427,70805.0
2023-06-09,79.8652,79.8652,78.4479,79.211,53394.0
2023-06-10,79.8652,79.8652,78.4479,79.211,53394.0
2023-06-11,79.8652,79.8652,78.4479,79.211,53394.0
2023-06-12,79.4687,79.9742,78.8741,79.667,59990.0
2023-06-13,79.6273,80.9653,79.6273,80.8266,84741.0
2023-06-14,81.0446,81.0446,79.1962,80.0535,81514.0
2023-06-15,79.994,80.6085,79.3399,80.6085,82491.0
2023-06-16,81.342,81.342,79.4093,80.4202,259889.0
2023-06-17,81.342,81.342,79.4093,80.4202,259889.0
2023-06-18,81.342,81.342,79.4093,80.4202,259889.0
2023-06-19,81.342,81.342,79.4093,80.4202,259889.0
2023-06-20,80.1724,80.6482,79.5282,80.1031,52855.0
2023-06-21,79.7463,81.0149,79.7463,80.896,51021.0
2023-06-22,80.8861,80.8861,78.9633,79.0426,76208.0
2023-06-23,78.2992,79.1917,77.764,78.6659,225992.0
2023-06-24,78.2992,79.1917,77.764,78.6659,225992.0
2023-06-25,78.2992,79.1917,77.764,78.6659,225992.0
2023-06-26,78.4082,79.9247,78.4082,79.0723,64905.0
2023-06-27,79.0822,79.8199,79.0723,79.4192,35178.0
2023-06-28,79.4687,79.4687,78.8542,79.1714,50047.0
2023-06-29,79.221,80.8861,79.221,80.8761,72545.0
2023-06-30,81.2726,81.2726,80.3013,80.3905,49505.0
2023-07-01,81.2726,81.2726,80.3013,80.3905,49505.0
2023-07-02,81.2726,81.2726,80.3013,80.3905,49505.0
2023-07-03,79.8751,80.9059,78.4181,80.6184,84933.0
2023-07-04,79.8751,80.9059,78.4181,80.6184,84933.0
2023-07-05,79.7463,80.6977,78.0911,78.1902,73750.0
2023-07-06,77.655,77.7986,76.3863,76.5746,69657.0
2023-07-07,76.4061,77.7442,76.4061,76.9116,51371.0
2023-07-08,76.4061,77.7442,76.4061,76.9116,51371.0
2023-07-09,76.4061,77.7442,76.4061,76.9116,51371.0
2023-07-10,76.6341,78.2001,76.6341,76.9612,67392.0
2023-07-11,77.2486,77.3081,76.4061,77.2585,198128.0
2023-07-12,78.2893,79.211,77.7392,78.1604,255807.0
2023-07-13,78.3388,78.9633,78.0911,78.9633,115956.0
2023-07-14,78.7551,79.0029,77.5559,78.7254,106685.0
2023-07-15,78.7551,79.0029,77.5559,78.7254,106685.0
2023-07-16,78.7551,79.0029,77.5559,78.7254,106685.0
2023-07-17,78.5866,79.8553,78.5533,79.0624,75899.0
2023-07-18,79.1813,80.1724,79.1813,80.0733,49305.0
2023-07-19,79.8156,80.6085,79.0963,80.0337,43984.0
2023-07-20,80.6284,80.6284,79.4985,80.1328,37909.0
2023-07-21,80.3707,80.3707,78.5619,78.7849,49303.0
2023-07-22,80.3707,80.3707,78.5619,78.7849,49303.0
2023-07-23,80.3707,80.3707,78.5619,78.7849,49303.0
2023-07-24,78.8641,79.2011,78.2298,79.1119,38991.0
2023-07-25,78.5272,79.5802,77.0206,79.3498,31185.0
2023-07-26,79.0723,79.667,78.656,78.9335,31555.0
2023-07-27,79.0128,79.0128,77.3279,77.982,68188.0
2023-07-28,78.428,79.885,78.428,79.0426,45821.0
2023-07-29,78.428,79.885,78.428,79.0426,45821.0
2023-07-30,78.428,79.885,78.428,79.0426,45821.0
2023-07-31,78.8641,79.6273,78.8641,79.5282,42906.0
2023-08-01,79.102,79.9544,78.7254,79.5579,104830.0
2023-08-02,78.9633,80.1477,78.9633,79.4588,38401.0
2023-08-03,79.0525,80.7473,78.8741,80.5094,96096.0
2023-08-04,84.246,86.03,82.125,82.9674,112996.0
2023-08-05,84.246,86.03,82.125,82.9674,112996.0
2023-08-06,84.246,86.03,82.125,82.9674,112996.0
2023-08-07,82.8782,86.7535,82.8386,86.1886,121623.0
2023-08-08,85.8219,86.0697,84.3946,86.0498,78524.0
2023-08-09,85.0686,85.6435,84.2162,85.5939,95235.0
2023-08-10,85.029,86.0399,84.1766,84.692,75879.0
2023-08-11,84.3748,85.2619,83.9883,84.1964,61726.0
2023-08-12,84.3748,85.2619,83.9883,84.1964,61726.0
2023-08-13,84.3748,85.2619,83.9883,84.1964,61726.0
