,TNC US Equity,TNC US Equity,TNC US Equity,TNC US Equity,TNC US Equity
2020-02-18,77.5113,80.6303,77.0529,79.7135,40036.0
2020-02-19,79.9403,79.9403,77.8563,78.4092,42052.0
2020-02-20,78.3336,79.8175,76.5756,78.844,73557.0
2020-02-21,78.844,78.9196,76.311,78.1729,48916.0
2020-02-22,78.844,78.9196,76.311,78.1729,48916.0
2020-02-23,78.844,78.9196,76.311,78.1729,48916.0
2020-02-24,76.2921,80.0632,76.2921,77.776,71474.0
2020-02-25,78.1635,78.1729,75.829,76.3582,84105.0
2020-02-26,77.1522,77.1522,75.6683,76.3866,54233.0
2020-02-27,74.9027,76.1881,72.4642,72.6722,104666.0
2020-02-28,70.7859,70.8997,66.4542,67.8096,107396.0
2020-02-29,70.7859,70.8997,66.4542,67.8096,107396.0
2020-03-01,70.7859,70.8997,66.4542,67.8096,107396.0
2020-03-02,68.3215,71.184,67.9044,70.5869,64639.0
2020-03-03,70.7006,71.4494,67.5253,68.2836,76302.0
2020-03-04,69.0608,73.3357,69.0608,73.2977,65980.0
2020-03-05,71.5821,71.8665,68.6248,69.5916,66552.0
2020-03-06,67.2504,69.1556,66.4637,67.7149,78233.0
2020-03-07,67.2504,69.1556,66.4637,67.7149,78233.0
2020-03-08,67.2504,69.1556,66.4637,67.7149,78233.0
2020-03-09,65.8192,66.2741,60.3311,60.4164,120978.0
2020-03-10,62.3121,62.7007,59.8383,62.7007,107874.0
2020-03-11,60.805,61.4069,57.9709,59.0988,74056.0
2020-03-12,55.2032,55.7055,50.7388,50.8241,116709.0
2020-03-13,52.7198,56.151,51.0468,56.151,115462.0
2020-03-14,52.7198,56.151,51.0468,56.151,115462.0
2020-03-15,52.7198,56.151,51.0468,56.151,115462.0
2020-03-16,49.298,53.8904,48.5018,51.753,107631.0
2020-03-17,53.0326,57.6676,50.4639,57.5918,133681.0
2020-03-18,54.4544,57.4401,53.0515,55.1273,114605.0
2020-03-19,55.0894,57.5065,48.5871,49.6772,146840.0
2020-03-20,50.1321,52.8809,47.4592,48.7672,148143.0
2020-03-21,50.1321,52.8809,47.4592,48.7672,148143.0
2020-03-22,50.1321,52.8809,47.4592,48.7672,148143.0
2020-03-23,49.0137,49.6866,44.208,46.3597,70029.0
2020-03-24,47.3075,50.6345,47.101,50.6345,112643.0
2020-03-25,50.4449,55.4022,49.5445,51.2601,151915.0
2020-03-26,51.2411,54.8525,51.2411,54.606,103332.0
2020-03-27,52.1321,52.4828,49.5918,50.6629,72815.0
2020-03-28,52.1321,52.4828,49.5918,50.6629,72815.0
2020-03-29,52.1321,52.4828,49.5918,50.6629,72815.0
2020-03-30,51.0042,55.2032,50.407,54.9946,92178.0
2020-03-31,54.2837,56.6723,52.9662,54.9283,136721.0
2020-04-01,52.2648,52.2648,48.445,49.2127,86543.0
2020-04-02,49.3833,54.8145,49.3833,53.497,92008.0
2020-04-03,52.7956,53.952,49.8762,50.862,103220.0
2020-04-04,52.7956,53.952,49.8762,50.862,103220.0
2020-04-05,52.7956,53.952,49.8762,50.862,103220.0
2020-04-06,53.2221,55.3833,52.5492,54.8051,92818.0
2020-04-07,57.2884,61.914,56.1795,56.3501,116981.0
2020-04-08,57.5823,58.9472,56.3264,57.5728,77794.0
2020-04-09,57.933,60.8145,57.3935,60.8145,59422.0
2020-04-10,57.933,60.8145,57.3935,60.8145,59422.0
2020-04-11,57.933,60.8145,57.3935,60.8145,59422.0
2020-04-12,57.933,60.8145,57.3935,60.8145,59422.0
2020-04-13,59.8477,59.9424,58.132,58.6628,50084.0
2020-04-14,60.8429,61.1841,57.9993,59.0135,48472.0
2020-04-15,56.7766,56.8382,54.1368,55.279,87954.0
2020-04-16,55.497,57.2979,53.4307,56.4733,98395.0
2020-04-17,58.0941,59.587,57.8951,59.1936,62088.0
2020-04-18,58.0941,59.587,57.8951,59.1936,62088.0
2020-04-19,58.0941,59.587,57.8951,59.1936,62088.0
2020-04-20,57.6581,59.6296,57.3738,57.9709,73001.0
2020-04-21,56.1795,57.023,55.5918,56.151,54125.0
2020-04-22,56.6818,56.8714,55.6344,56.4733,57169.0
2020-04-23,56.3595,58.4164,55.734,57.8003,69471.0
2020-04-24,57.3169,57.7434,55.3264,55.516,76114.0
2020-04-25,57.3169,57.7434,55.3264,55.516,76114.0
2020-04-26,57.3169,57.7434,55.3264,55.516,76114.0
2020-04-27,55.1652,56.5776,54.4544,56.4164,136327.0
2020-04-28,57.5823,60.4448,57.5538,58.0846,141078.0
2020-04-29,59.9709,62.5301,59.8382,61.895,136716.0
2020-04-30,60.1889,60.1984,56.0468,56.0847,127729.0
2020-05-01,54.3027,55.4212,53.6771,55.3833,114912.0
2020-05-02,54.3027,55.4212,53.6771,55.3833,114912.0
2020-05-03,54.3027,55.4212,53.6771,55.3833,114912.0
2020-05-04,54.5871,54.5871,53.2885,54.0847,83432.0
2020-05-05,55.2126,55.6392,54.7434,54.9188,77642.0
2020-05-06,55.8761,55.8761,53.1179,54.7671,116988.0
2020-05-07,55.933,56.0088,52.1511,52.3312,84049.0
2020-05-08,53.4022,54.0942,52.7387,53.3454,132270.0
2020-05-09,53.4022,54.0942,52.7387,53.3454,132270.0
2020-05-10,53.4022,54.0942,52.7387,53.3454,132270.0
2020-05-11,52.4733,53.4875,51.9142,52.606,113211.0
2020-05-12,52.7577,52.9378,49.2127,49.2127,112370.0
2020-05-13,48.8715,49.0421,47.6156,48.8051,122072.0
2020-05-14,47.7435,49.3644,46.2507,49.2127,96645.0
2020-05-15,49.099,49.8193,48.4449,49.2127,107386.0
2020-05-16,49.099,49.8193,48.4449,49.2127,107386.0
2020-05-17,49.099,49.8193,48.4449,49.2127,107386.0
2020-05-18,51.5729,53.6961,51.5729,53.4875,88797.0
2020-05-19,53.1179,54.0468,52.1226,52.1511,64833.0
2020-05-20,53.5634,55.2979,52.8904,55.042,82494.0
2020-05-21,54.6534,55.6676,54.6534,54.9852,67620.0
2020-05-22,55.4306,55.4306,53.5586,54.3122,33827.0
2020-05-23,55.4306,55.4306,53.5586,54.3122,33827.0
2020-05-24,55.4306,55.4306,53.5586,54.3122,33827.0
2020-05-25,55.4306,55.4306,53.5586,54.3122,33827.0
2020-05-26,56.824,60.7671,56.824,59.042,106400.0
2020-05-27,60.6059,61.4263,58.8145,60.786,93242.0
2020-05-28,61.604,63.2684,60.786,61.3852,196901.0
2020-05-29,60.5007,61.1046,58.7982,60.8145,133014.0
2020-05-30,60.5007,61.1046,58.7982,60.8145,133014.0
2020-05-31,60.5007,61.1046,58.7982,60.8145,133014.0
2020-06-01,60.6338,62.1937,60.4246,61.623,146357.0
2020-06-02,62.3649,62.7358,60.9382,61.5089,160813.0
2020-06-03,62.9641,66.2454,62.7643,65.3989,106361.0
2020-06-04,64.6571,65.8555,63.6298,65.1231,152809.0
2020-06-05,67.1205,69.1368,67.1205,67.6245,89163.0
2020-06-06,67.1205,69.1368,67.1205,67.6245,89163.0
2020-06-07,67.1205,69.1368,67.1205,67.6245,89163.0
2020-06-08,68.3379,69.0132,67.5389,67.8623,75037.0
2020-06-09,66.759,67.2964,65.5796,65.8079,51667.0
2020-06-10,65.6843,65.689,62.7358,62.7834,93398.0
2020-06-11,59.8254,60.9334,58.7982,59.0455,98922.0
2020-06-12,61.3947,61.4708,57.9992,59.7398,62641.0
2020-06-13,61.3947,61.4708,57.9992,59.7398,62641.0
2020-06-14,61.3947,61.4708,57.9992,59.7398,62641.0
2020-06-15,57.6758,61.5184,57.6758,61.0333,76758.0
2020-06-16,63.6489,63.6489,61.1284,61.7276,65839.0
2020-06-17,61.9083,61.9083,60.1583,60.9096,58835.0
2020-06-18,60.1012,61.4803,60.1012,60.7575,34562.0
2020-06-19,61.7276,62.1937,60.4531,60.6528,164652.0
2020-06-20,61.7276,62.1937,60.4531,60.6528,164652.0
2020-06-21,61.7276,62.1937,60.4531,60.6528,164652.0
2020-06-22,60.0632,60.5102,58.8457,60.396,64767.0
2020-06-23,61.1855,61.2425,60.1583,60.4531,46017.0
2020-06-24,59.6066,60.0964,58.5318,58.7601,71659.0
2020-06-25,58.3131,60.377,58.3131,60.2058,50451.0
2020-06-26,59.5686,59.8491,58.2085,58.2846,188356.0
2020-06-27,59.5686,59.8491,58.2085,58.2846,188356.0
2020-06-28,59.5686,59.8491,58.2085,58.2846,188356.0
2020-06-29,59.3498,61.9844,59.2927,61.642,75261.0
2020-06-30,61.0143,62.7834,61.0143,61.8322,56792.0
2020-07-01,62.4505,62.9736,60.0632,60.1773,42336.0
2020-07-02,61.8132,63.0782,61.0961,61.604,56890.0
2020-07-03,61.8132,63.0782,61.0961,61.604,56890.0
2020-07-04,61.8132,63.0782,61.0961,61.604,56890.0
2020-07-05,61.8132,63.0782,61.0961,61.604,56890.0
2020-07-06,63.1353,63.1353,60.9382,61.6705,53011.0
2020-07-07,60.8716,61.6705,60.4816,60.6053,51265.0
2020-07-08,60.2534,61.5279,59.716,61.3472,88424.0
2020-07-09,61.0808,61.5279,58.6745,59.1311,66512.0
2020-07-10,59.4259,60.5007,59.4259,60.3295,30091.0
2020-07-11,59.4259,60.5007,59.4259,60.3295,30091.0
2020-07-12,59.4259,60.5007,59.4259,60.3295,30091.0
2020-07-13,61.1664,62.3553,59.8444,61.0713,40672.0
2020-07-14,61.2425,62.945,60.32,62.8404,72825.0
2020-07-15,64.4763,65.3323,63.3112,64.2671,71266.0
2020-07-16,64.2671,65.1611,63.6679,64.2386,45913.0
2020-07-17,64.1149,64.581,63.6203,63.782,52447.0
2020-07-18,64.1149,64.581,63.6203,63.782,52447.0
2020-07-19,64.1149,64.581,63.6203,63.782,52447.0
2020-07-20,63.4111,63.7819,62.1937,62.6692,76280.0
2020-07-21,63.6584,64.0293,62.9736,63.2494,56407.0
2020-07-22,62.5551,63.4586,62.2697,63.0402,60985.0
2020-07-23,62.8119,65.1802,62.8119,64.8663,57452.0
2020-07-24,64.9424,64.9424,62.051,63.4682,90475.0
2020-07-25,64.9424,64.9424,62.051,63.4682,90475.0
2020-07-26,64.9424,64.9424,62.051,63.4682,90475.0
2020-07-27,63.7535,65.3609,63.6536,64.9519,57344.0
2020-07-28,64.9614,65.9411,64.5429,65.047,70918.0
2020-07-29,65.5987,66.5498,65.456,66.2074,70785.0
2020-07-30,65.1421,65.1421,61.8798,63.2114,113149.0
2020-07-31,62.4314,63.4491,61.1665,63.3635,113972.0
2020-08-01,62.4314,63.4491,61.1665,63.3635,113972.0
2020-08-02,62.4314,63.4491,61.1665,63.3635,113972.0
2020-08-03,63.8296,65.7128,63.5395,65.2753,102982.0
2020-08-04,64.6571,64.6571,62.6597,62.8404,78216.0
2020-08-05,62.8594,64.0578,62.7263,63.2494,154030.0
2020-08-06,63.3445,64.0198,62.8309,63.3921,87178.0
2020-08-07,63.2209,64.9804,63.2209,64.9804,111033.0
2020-08-08,63.2209,64.9804,63.2209,64.9804,111033.0
2020-08-09,63.2209,64.9804,63.2209,64.9804,111033.0
2020-08-10,65.2943,67.7862,64.8378,66.7685,65625.0
2020-08-11,67.8338,69.7074,67.8338,68.4045,96822.0
2020-08-12,69.3556,69.8407,67.9765,68.6422,51342.0
2020-08-13,68.0716,68.1952,66.8637,67.13,43918.0
2020-08-14,66.6449,67.9384,66.6449,67.5675,38735.0
2020-08-15,66.6449,67.9384,66.6449,67.5675,38735.0
2020-08-16,66.6449,67.9384,66.6449,67.5675,38735.0
2020-08-17,67.5199,67.8576,66.7971,67.6626,55336.0
2020-08-18,67.6245,67.6245,66.35,66.4547,57227.0
2020-08-19,66.4832,68.3474,66.4832,67.2441,57776.0
2020-08-20,66.4071,67.0681,66.1123,66.74,49060.0
2020-08-21,66.6068,66.6068,64.2956,65.7699,273045.0
2020-08-22,66.6068,66.6068,64.2956,65.7699,273045.0
2020-08-23,66.6068,66.6068,64.2956,65.7699,273045.0
2020-08-24,66.0647,66.4737,64.9899,65.7033,69158.0
2020-08-25,65.865,66.1408,64.8663,65.5511,43107.0
2020-08-26,65.3704,66.0552,65.066,65.5987,47061.0
2020-08-27,66.1028,66.2549,65.0851,65.2277,51405.0
2020-08-28,65.8002,65.8002,64.827,65.1609,48442.0
2020-08-29,65.8002,65.8002,64.827,65.1609,48442.0
2020-08-30,65.8002,65.8002,64.827,65.1609,48442.0
2020-08-31,64.9224,64.9224,63.3957,63.4243,85145.0
2020-09-01,63.1572,65.0751,63.1572,65.0464,48816.0
2020-09-02,65.0464,66.1056,64.8461,65.8002,51989.0
2020-09-03,65.5808,65.8241,63.6724,63.8823,49148.0
2020-09-04,64.9319,65.2182,64.14,64.3594,45347.0
2020-09-05,64.9319,65.2182,64.14,64.3594,45347.0
2020-09-06,64.9319,65.2182,64.14,64.3594,45347.0
2020-09-07,64.9319,65.2182,64.14,64.3594,45347.0
2020-09-08,63.8633,64.2068,62.7659,62.9186,44262.0
2020-09-09,63.5007,63.5007,61.5112,61.8213,74070.0
2020-09-10,61.6686,62.2125,60.7049,60.7431,51760.0
2020-09-11,60.9244,61.0007,59.4359,60.0847,53993.0
2020-09-12,60.9244,61.0007,59.4359,60.0847,53993.0
2020-09-13,60.9244,61.0007,59.4359,60.0847,53993.0
2020-09-14,60.4282,61.6973,59.8939,60.0752,64747.0
2020-09-15,60.7335,61.0866,58.8634,58.9779,56057.0
2020-09-16,58.9301,61.077,58.9111,60.371,70253.0
2020-09-17,59.7126,61.1438,59.4454,60.3423,64287.0
2020-09-18,60.7622,61.3633,60.0656,61.3347,311527.0
2020-09-19,60.7622,61.3633,60.0656,61.3347,311527.0
2020-09-20,60.7622,61.3633,60.0656,61.3347,311527.0
2020-09-21,59.932,59.932,56.2012,56.9454,83459.0
2020-09-22,57.0504,57.7851,56.6019,57.6706,54119.0
2020-09-23,57.6802,58.2002,56.7164,57.2794,71760.0
2020-09-24,57.2222,58.4435,57.1172,57.8328,33760.0
2020-09-25,57.3462,57.9,57.0027,57.2412,59515.0
2020-09-26,57.3462,57.9,57.0027,57.2412,59515.0
2020-09-27,57.3462,57.9,57.0027,57.2412,59515.0
2020-09-28,57.6038,59.2927,57.6038,58.5198,90638.0
2020-09-29,58.205,58.728,56.6878,57.3271,128781.0
2020-09-30,57.1458,58.4483,57.079,57.5943,106493.0
2020-10-01,57.4989,58.1286,56.0771,56.5542,89710.0
2020-10-02,55.6382,57.1172,55.3338,56.392,123343.0
2020-10-03,55.6382,57.1172,55.3338,56.392,123343.0
2020-10-04,55.6382,57.1172,55.3338,56.392,123343.0
2020-10-05,57.1172,57.9664,56.85,57.4225,116575.0
2020-10-06,57.4225,58.6725,57.2317,57.289,184436.0
2020-10-07,57.5466,59.6458,57.3653,59.5122,187029.0
2020-10-08,60.2278,60.6858,59.3977,59.7698,50957.0
2020-10-09,60.5236,60.9053,59.6172,60.6286,62737.0
2020-10-10,60.5236,60.9053,59.6172,60.6286,62737.0
2020-10-11,60.5236,60.9053,59.6172,60.6286,62737.0
2020-10-12,60.6668,61.9835,60.5522,61.7068,53147.0
2020-10-13,61.0198,61.411,59.5599,59.9511,67396.0
2020-10-14,60.2469,61.058,59.9225,59.9511,36731.0
2020-10-15,59.121,60.6477,58.9788,60.3614,35673.0
2020-10-16,60.2565,61.1152,60.0752,60.4091,31087.0
2020-10-17,60.2565,61.1152,60.0752,60.4091,31087.0
2020-10-18,60.2565,61.1152,60.0752,60.4091,31087.0
2020-10-19,60.8671,60.8671,59.1878,59.4645,69864.0
2020-10-20,59.9034,60.9339,59.7889,60.0561,42600.0
2020-10-21,60.0179,60.4568,59.2355,59.5885,51726.0
2020-10-22,59.7889,60.6668,58.7584,59.2832,71239.0
2020-10-23,59.6553,59.9988,58.6916,59.1782,54272.0
2020-10-24,59.6553,59.9988,58.6916,59.1782,54272.0
2020-10-25,59.6553,59.9988,58.6916,59.1782,54272.0
2020-10-26,58.1668,58.5771,56.9359,58.2718,72490.0
2020-10-27,58.2622,58.5294,57.5323,57.6325,73425.0
2020-10-28,57.0122,57.995,56.3443,57.1077,75787.0
2020-10-29,58.8634,60.619,57.1458,57.7947,140288.0
2020-10-30,57.5084,58.0714,56.3539,56.8882,101142.0
2020-10-31,57.5084,58.0714,56.3539,56.8882,101142.0
2020-11-01,57.5084,58.0714,56.3539,56.8882,101142.0
2020-11-02,57.308,57.6229,55.4235,56.4397,76765.0
2020-11-03,57.4798,58.8252,57.3367,58.3481,113755.0
2020-11-04,57.3367,57.3367,56.3014,56.5638,57084.0
2020-11-05,56.6878,59.35,56.6878,58.8443,51977.0
2020-11-06,59.1591,59.2736,57.9998,58.892,69415.0
2020-11-07,59.1591,59.2736,57.9998,58.892,69415.0
2020-11-08,59.1591,59.2736,57.9998,58.892,69415.0
2020-11-09,61.287,65.3995,60.9435,64.3403,110667.0
2020-11-10,65.1323,66.4014,64.5407,65.8193,72483.0
2020-11-11,65.8479,65.8479,61.7831,62.3938,57635.0
2020-11-12,61.5637,62.2602,59.3118,60.4855,107401.0
2020-11-13,60.9721,61.8118,60.2755,60.8862,73704.0
2020-11-14,60.9721,61.8118,60.2755,60.8862,73704.0
2020-11-15,60.9721,61.8118,60.2755,60.8862,73704.0
2020-11-16,61.2011,64.7316,61.2011,64.722,111375.0
2020-11-17,64.0923,65.1419,63.3289,64.4262,75782.0
2020-11-18,64.9415,65.5808,63.348,63.4625,54725.0
2020-11-19,63.1572,63.4148,61.9454,63.2049,80265.0
2020-11-20,62.5083,63.806,62.0503,63.4339,83214.0
2020-11-21,62.5083,63.806,62.0503,63.4339,83214.0
2020-11-22,62.5083,63.806,62.0503,63.4339,83214.0
2020-11-23,64.0636,65.5975,63.7774,65.1132,43012.0
2020-11-24,66.306,67.5034,64.8604,67.012,72922.0
2020-11-25,66.6876,66.888,65.5999,66.6781,57829.0
2020-11-26,66.6876,66.888,65.5999,66.6781,57829.0
2020-11-27,66.5249,66.5249,65.3091,65.759,29172.0
2020-11-28,66.5249,66.5249,65.3091,65.759,29172.0
2020-11-29,66.5249,66.5249,65.3091,65.759,29172.0
2020-11-30,65.3952,65.4718,63.6816,64.2943,55754.0
2020-12-01,64.6772,65.625,64.0215,64.5241,92833.0
2020-12-02,64.3039,65.0697,63.8731,64.6102,52321.0
2020-12-03,65.041,65.2229,63.6529,64.7155,49624.0
2020-12-04,65.2133,66.5249,64.5432,66.4866,30982.0
2020-12-05,65.2133,66.5249,64.5432,66.4866,30982.0
2020-12-06,65.2133,66.5249,64.5432,66.4866,30982.0
2020-12-07,66.3334,66.6589,65.7016,66.1994,48921.0
2020-12-08,65.8356,66.994,65.5484,66.9844,99303.0
2020-12-09,67.0131,68.4108,67.0131,67.8747,75659.0
2020-12-10,67.5014,67.5014,66.6685,66.9748,58157.0
2020-12-11,66.544,66.9653,65.8452,66.5345,59125.0
2020-12-12,66.544,66.9653,65.8452,66.5345,59125.0
2020-12-13,66.544,66.9653,65.8452,66.5345,59125.0
2020-12-14,67.0706,68.9278,67.0706,67.0706,107959.0
2020-12-15,67.9417,67.9417,66.0893,67.3099,121776.0
2020-12-16,67.7886,68.1332,66.8695,66.8695,100787.0
2020-12-17,67.128,67.7694,66.3526,67.3769,118501.0
2020-12-18,67.779,69.5788,67.2046,68.4587,482595.0
2020-12-19,67.779,69.5788,67.2046,68.4587,482595.0
2020-12-20,67.779,69.5788,67.2046,68.4587,482595.0
2020-12-21,67.5301,67.5588,66.477,66.8982,108624.0
2020-12-22,66.9461,66.9461,63.6816,64.9836,117982.0
2020-12-23,65.1655,67.1472,65.1655,66.7929,73944.0
2020-12-24,67.2716,67.4439,66.5536,66.5632,48170.0
2020-12-25,67.2716,67.4439,66.5536,66.5632,48170.0
2020-12-26,67.2716,67.4439,66.5536,66.5632,48170.0
2020-12-27,67.2716,67.4439,66.5536,66.5632,48170.0
2020-12-28,67.1184,67.9322,66.5057,66.7259,78598.0
2020-12-29,67.0418,67.0418,65.7782,66.0749,58668.0
2020-12-30,66.1515,67.2429,66.1515,66.927,41550.0
2020-12-31,66.9174,67.5588,66.6781,67.1759,52440.0
2021-01-01,66.9174,67.5588,66.6781,67.1759,52440.0
2021-01-02,66.9174,67.5588,66.6781,67.1759,52440.0
2021-01-03,66.9174,67.5588,66.6781,67.1759,52440.0
2021-01-04,67.0131,67.8556,65.9601,66.5632,95130.0
2021-01-05,66.9365,67.9417,66.1037,66.8982,120387.0
2021-01-06,67.8939,71.6993,67.8939,70.8233,167969.0
2021-01-07,71.0722,71.2828,69.0235,70.2585,80224.0
2021-01-08,70.3638,70.4212,67.0706,68.6406,81840.0
2021-01-09,70.3638,70.4212,67.0706,68.6406,81840.0
2021-01-10,70.3638,70.4212,67.0706,68.6406,81840.0
2021-01-11,67.9322,69.3777,67.9322,69.2341,52449.0
2021-01-12,69.5501,70.8951,69.3729,70.4499,61813.0
2021-01-13,70.2968,70.2968,69.0235,69.4065,38780.0
2021-01-14,69.799,71.57,69.1958,70.3829,59212.0
2021-01-15,69.3682,70.1819,68.6693,69.7607,41495.0
2021-01-16,69.3682,70.1819,68.6693,69.7607,41495.0
2021-01-17,69.3682,70.1819,68.6693,69.7607,41495.0
2021-01-18,69.3682,70.1819,68.6693,69.7607,41495.0
2021-01-19,70.517,70.9286,69.8085,69.8851,68750.0
2021-01-20,70.0957,71.2253,69.3203,70.5552,56950.0
2021-01-21,70.5648,71.503,69.8373,70.852,77159.0
2021-01-22,70.2298,72.2306,69.5309,72.154,58429.0
2021-01-23,70.2298,72.2306,69.5309,72.154,58429.0
2021-01-24,70.2298,72.2306,69.5309,72.154,58429.0
2021-01-25,71.57,71.57,68.6502,69.8181,110320.0
2021-01-26,70.6223,70.8137,68.7842,69.0905,92037.0
2021-01-27,67.5014,67.5588,65.1942,65.6729,97657.0
2021-01-28,66.3909,66.4674,65.1559,65.4814,66095.0
2021-01-29,65.558,66.282,64.6102,64.8591,82648.0
2021-01-30,65.558,66.282,64.6102,64.8591,82648.0
2021-01-31,65.558,66.282,64.6102,64.8591,82648.0
2021-02-01,64.9644,65.8835,63.8827,65.625,54030.0
2021-02-02,66.6781,68.2959,66.5663,68.2864,51708.0
2021-02-03,68.1428,68.8895,67.4535,68.8512,62820.0
2021-02-04,69.0139,69.6266,68.5449,68.9565,54292.0
2021-02-05,69.3777,69.9521,68.1141,69.9521,41850.0
2021-02-06,69.3777,69.9521,68.1141,69.9521,41850.0
2021-02-07,69.3777,69.9521,68.1141,69.9521,41850.0
2021-02-08,70.0766,71.4808,69.9808,71.2637,47395.0
2021-02-09,71.1967,72.5752,70.493,71.8859,45556.0
2021-02-10,72.2784,73.0635,71.7998,72.0774,75590.0
2021-02-11,72.5369,73.1305,70.2298,71.6753,94966.0
2021-02-12,71.7136,73.8963,71.0818,72.9007,131370.0
2021-02-13,71.7136,73.8963,71.0818,72.9007,131370.0
2021-02-14,71.7136,73.8963,71.0818,72.9007,131370.0
2021-02-15,71.7136,73.8963,71.0818,72.9007,131370.0
2021-02-16,73.2645,73.2693,72.2784,72.8624,37857.0
2021-02-17,72.2689,73.0252,71.9817,72.3646,54848.0
2021-02-18,72.2019,72.6709,70.986,71.369,25811.0
2021-02-19,71.6945,72.4795,71.4073,72.4316,83243.0
2021-02-20,71.6945,72.4795,71.4073,72.4316,83243.0
2021-02-21,71.6945,72.4795,71.4073,72.4316,83243.0
2021-02-22,72.2784,74.4468,72.2784,73.9442,41892.0
2021-02-23,73.9633,75.361,72.7883,74.1452,42459.0
2021-02-24,74.6813,76.3375,74.4024,75.7344,78496.0
2021-02-25,75.4855,76.0599,73.5156,75.227,90100.0
2021-02-26,76.2448,76.2448,72.9995,73.1627,118454.0
2021-02-27,76.2448,76.2448,72.9995,73.1627,118454.0
2021-02-28,76.2448,76.2448,72.9995,73.1627,118454.0
2021-03-01,73.95,75.6303,73.6236,75.1214,55920.0
2021-03-02,74.4781,74.8814,73.854,74.3149,53787.0
2021-03-03,74.7758,76.2352,74.7566,74.7566,60587.0
2021-03-04,74.8622,75.9855,72.9131,73.566,74107.0
2021-03-05,74.4109,75.4143,73.5162,75.3422,71925.0
2021-03-06,74.4109,75.4143,73.5162,75.3422,71925.0
2021-03-07,74.4109,75.4143,73.5162,75.3422,71925.0
2021-03-08,75.8319,77.3516,75.0542,76.1104,78106.0
2021-03-09,76.5616,76.5616,75.2462,75.3614,61652.0
2021-03-10,75.5055,77.7234,75.5055,77.3585,56560.0
2021-03-11,77.8674,78.3955,76.9265,77.6274,61026.0
2021-03-12,77.637,79.25,77.637,78.5779,50883.0
2021-03-13,77.637,79.25,77.637,78.5779,50883.0
2021-03-14,77.637,79.25,77.637,78.5779,50883.0
