,AMGN US Equity,AMGN US Equity,AMGN US Equity,AMGN US Equity,AMGN US Equity
2022-12-11,270.617,271.554,265.047,265.342,2205856.0
2022-12-12,259.791,266.132,259.61,263.561,3427515.0
2022-12-13,268.556,269.17,258.648,259.257,3871305.0
2022-12-14,258.981,260.314,254.525,258.181,3795025.0
2022-12-15,257.524,258.172,250.868,253.43,3200359.0
2022-12-16,252.296,255.182,251.687,254.639,8789141.0
2022-12-17,252.296,255.182,251.687,254.639,8789141.0
2022-12-18,252.296,255.182,251.687,254.639,8789141.0
2022-12-19,254.077,256.067,251.211,253.011,2679808.0
2022-12-20,253.953,254.896,250.268,252.106,1609192.0
2022-12-21,252.23,254.629,251.63,253.544,2057011.0
2022-12-22,253.106,253.453,250.62,252.592,1980107.0
2022-12-23,252.23,252.62,250.344,251.316,1465564.0
2022-12-24,252.23,252.62,250.344,251.316,1465564.0
2022-12-25,252.23,252.62,250.344,251.316,1465564.0
2022-12-26,252.23,252.62,250.344,251.316,1465564.0
2022-12-27,253.001,253.877,250.325,250.811,1604836.0
2022-12-28,251.792,252.934,248.668,248.935,1349557.0
2022-12-29,249.935,252.23,249.621,250.592,1446407.0
2022-12-30,250.182,250.659,247.116,250.097,1622035.0
2022-12-31,250.182,250.659,247.116,250.097,1622035.0
2023-01-01,250.182,250.659,247.116,250.097,1622035.0
2023-01-02,250.182,250.659,247.116,250.097,1622035.0
2023-01-03,248.411,250.059,246.502,249.154,2594803.0
2023-01-04,250.449,252.349,248.539,251.763,1773763.0
2023-01-05,251.458,255.201,249.982,254.115,2056065.0
2023-01-06,257.143,263.599,256.182,262.057,2887810.0
2023-01-07,257.143,263.599,256.182,262.057,2887810.0
2023-01-08,257.143,263.599,256.182,262.057,2887810.0
2023-01-09,262.419,262.419,255.829,257.219,2160792.0
2023-01-10,258.962,261.495,257.21,260.8,1783428.0
2023-01-11,262.79,263.619,257.277,259.876,2044437.0
2023-01-12,258.933,259.632,256.048,257.981,1454154.0
2023-01-13,258.0,259.229,257.296,258.753,1696829.0
2023-01-14,258.0,259.229,257.296,258.753,1696829.0
2023-01-15,258.0,259.229,257.296,258.753,1696829.0
2023-01-16,258.0,259.229,257.296,258.753,1696829.0
2023-01-17,259.2,260.752,255.991,256.553,2472839.0
2023-01-18,256.553,257.6,251.063,251.758,2218052.0
2023-01-19,249.487,250.935,248.464,249.516,2090476.0
2023-01-20,249.516,251.239,247.459,250.668,2574116.0
2023-01-21,249.516,251.239,247.459,250.668,2574116.0
2023-01-22,249.516,251.239,247.459,250.668,2574116.0
2023-01-23,251.392,252.087,247.397,248.506,2025049.0
2023-01-24,249.344,249.487,245.216,247.297,1596882.0
2023-01-25,247.668,249.059,243.793,244.288,1910583.0
2023-01-26,244.288,244.431,240.927,242.707,2522161.0
2023-01-27,242.698,243.298,240.479,241.536,2109859.0
2023-01-28,242.698,243.298,240.479,241.536,2109859.0
2023-01-29,242.698,243.298,240.479,241.536,2109859.0
2023-01-30,241.353,242.022,238.632,239.574,2042768.0
2023-01-31,241.736,241.736,237.956,240.346,3418303.0
2023-02-01,237.26,237.627,228.538,234.642,5344711.0
2023-02-02,232.133,234.794,225.077,234.756,5489111.0
2023-02-03,238.022,238.022,230.642,233.461,3072989.0
2023-02-04,238.022,238.022,230.642,233.461,3072989.0
2023-02-05,238.022,238.022,230.642,233.461,3072989.0
2023-02-06,233.642,235.013,231.823,232.204,2196981.0
2023-02-07,231.414,233.242,229.89,232.347,2408042.0
2023-02-08,231.385,231.928,228.157,228.728,2761223.0
2023-02-09,229.604,231.833,227.576,228.538,3056385.0
2023-02-10,230.366,232.483,228.928,230.919,2687203.0
2023-02-11,230.366,232.483,228.928,230.919,2687203.0
2023-02-12,230.366,232.483,228.928,230.919,2687203.0
2023-02-13,231.585,232.185,229.776,232.023,2321856.0
2023-02-14,233.147,233.435,229.698,231.543,2015989.0
2023-02-15,230.755,231.072,229.336,230.616,1784267.0
2023-02-16,229.074,229.602,224.828,225.001,3291755.0
2023-02-17,226.077,232.206,224.511,231.063,2978111.0
2023-02-18,226.077,232.206,224.511,231.063,2978111.0
2023-02-19,226.077,232.206,224.511,231.063,2978111.0
2023-02-20,226.077,232.206,224.511,231.063,2978111.0
2023-02-21,231.312,232.398,228.824,228.863,2524280.0
2023-02-22,230.842,231.504,226.471,226.865,2187660.0
2023-02-23,227.383,228.498,225.51,228.267,2211624.0
2023-02-24,227.508,227.729,223.939,224.463,1854085.0
2023-02-25,227.508,227.729,223.939,224.463,1854085.0
2023-02-26,227.508,227.729,223.939,224.463,1854085.0
2023-02-27,225.962,225.962,223.723,225.222,1723134.0
2023-02-28,224.434,225.241,222.484,222.542,2615773.0
2023-03-01,221.302,227.134,221.082,226.893,2441346.0
2023-03-02,226.826,227.066,224.694,225.5,1777173.0
2023-03-03,225.75,226.605,224.405,225.568,2214595.0
2023-03-04,225.75,226.605,224.405,225.568,2214595.0
2023-03-05,225.75,226.605,224.405,225.568,2214595.0
2023-03-06,225.75,226.355,224.444,225.856,2591058.0
2023-03-07,225.856,225.942,219.362,219.717,2362202.0
2023-03-08,221.101,222.676,218.421,219.439,1842360.0
2023-03-09,220.457,220.779,216.528,216.903,1737282.0
2023-03-10,217.844,221.216,216.749,218.901,2661881.0
2023-03-11,217.844,221.216,216.749,218.901,2661881.0
2023-03-12,217.844,221.216,216.749,218.901,2661881.0
2023-03-13,222.081,227.931,221.427,224.002,3145952.0
2023-03-14,224.271,224.271,220.38,221.504,3227167.0
2023-03-15,221.331,226.298,219.554,225.654,3092287.0
2023-03-16,224.54,225.424,221.005,225.337,2326444.0
2023-03-17,224.377,224.607,219.525,220.745,7817122.0
2023-03-18,224.377,224.607,219.525,220.745,7817122.0
2023-03-19,224.377,224.607,219.525,220.745,7817122.0
2023-03-20,221.504,225.904,221.082,225.481,2020810.0
2023-03-21,225.481,226.019,221.946,223.781,2128662.0
2023-03-22,224.261,224.742,220.553,220.784,1725083.0
2023-03-23,220.985,224.886,220.841,223.925,2175682.0
2023-03-24,225.001,229.115,223.839,228.661,2547681.0
2023-03-25,225.001,229.115,223.839,228.661,2547681.0
2023-03-26,225.001,229.115,223.839,228.661,2547681.0
2023-03-27,230.179,230.505,225.813,227.441,2129074.0
2023-03-28,227.672,229.285,227.585,229.093,1887856.0
2023-03-29,230.275,232.081,228.953,231.543,2743984.0
2023-03-30,232.984,233.253,230.659,231.994,2577133.0
2023-03-31,231.927,232.859,229.737,232.235,2762531.0
2023-04-01,231.927,232.859,229.737,232.235,2762531.0
2023-04-02,231.927,232.859,229.737,232.235,2762531.0
2023-04-03,232.475,235.116,231.857,234.819,2478773.0
2023-04-04,234.896,238.344,234.204,237.787,2942874.0
2023-04-05,238.786,243.724,238.455,243.397,2468029.0
2023-04-06,244.348,245.376,242.975,243.349,2047949.0
2023-04-07,244.348,245.376,242.975,243.349,2047949.0
2023-04-08,244.348,245.376,242.975,243.349,2047949.0
2023-04-09,244.348,245.376,242.975,243.349,2047949.0
2023-04-10,246.346,246.346,240.208,241.024,1595594.0
2023-04-11,241.524,243.121,241.101,241.534,1272781.0
2023-04-12,242.561,242.763,239.084,239.68,2268923.0
2023-04-13,238.815,241.985,238.498,241.543,2020959.0
2023-04-14,240.755,241.846,239.161,240.16,1866247.0
2023-04-15,240.755,241.846,239.161,240.16,1866247.0
2023-04-16,240.755,241.846,239.161,240.16,1866247.0
2023-04-17,241.015,241.601,237.835,238.306,1784851.0
2023-04-18,238.594,239.209,235.02,236.404,1638773.0
2023-04-19,235.597,237.047,234.754,236.519,1246578.0
2023-04-20,236.433,236.702,233.483,233.877,1691294.0
2023-04-21,233.877,234.319,233.099,234.262,1721442.0
2023-04-22,233.877,234.319,233.099,234.262,1721442.0
2023-04-23,233.877,234.319,233.099,234.262,1721442.0
2023-04-24,233.627,235.712,232.792,234.828,1232151.0
2023-04-25,235.472,236.826,234.694,235.232,1509677.0
2023-04-26,232.552,233.964,229.189,229.401,2002946.0
2023-04-27,229.823,231.235,226.134,230.88,2533892.0
2023-04-28,227.499,230.65,223.992,230.304,2721648.0
2023-04-29,227.499,230.65,223.992,230.304,2721648.0
2023-04-30,227.499,230.65,223.992,230.304,2721648.0
2023-05-01,230.582,231.802,228.719,229.497,1920554.0
2023-05-02,228.709,229.593,226.125,226.682,2127200.0
2023-05-03,226.682,226.999,219.967,220.284,2998048.0
2023-05-04,221.245,222.892,220.131,222.763,2228478.0
2023-05-05,223.502,227.71,222.936,227.22,2806782.0
2023-05-06,223.502,227.71,222.936,227.22,2806782.0
2023-05-07,223.502,227.71,222.936,227.22,2806782.0
2023-05-08,226.077,226.461,223.06,225.385,1667791.0
2023-05-09,225.404,226.168,224.04,225.203,1468904.0
2023-05-10,225.645,225.75,222.242,224.895,1530810.0
2023-05-11,225.414,225.741,221.336,223.147,1612380.0
2023-05-12,223.858,224.357,222.109,223.781,1295657.0
2023-05-13,223.858,224.357,222.109,223.781,1295657.0
2023-05-14,223.858,224.357,222.109,223.781,1295657.0
2023-05-15,224.088,224.713,222.984,224.338,1551281.0
2023-05-16,224.991,225.28,218.776,218.91,2648842.0
2023-05-17,219.172,219.24,213.761,218.203,3352929.0
2023-05-18,217.941,217.941,215.197,217.437,2245301.0
2023-05-19,217.64,219.032,216.026,216.651,2395662.0
2023-05-20,217.64,219.032,216.026,216.651,2395662.0
2023-05-21,217.64,219.032,216.026,216.651,2395662.0
2023-05-22,218.038,219.948,216.069,217.204,1848727.0
2023-05-23,217.417,219.948,216.05,217.64,2296721.0
2023-05-24,218.804,219.114,214.343,214.615,1764964.0
2023-05-25,213.432,213.432,208.418,210.872,2968170.0
2023-05-26,209.417,211.861,207.982,210.358,3081160.0
2023-05-27,209.417,211.861,207.982,210.358,3081160.0
2023-05-28,209.417,211.861,207.982,210.358,3081160.0
2023-05-29,209.417,211.861,207.982,210.358,3081160.0
2023-05-30,208.515,212.365,208.215,211.909,3125924.0
2023-05-31,212.927,215.129,210.605,213.965,3884681.0
2023-06-01,213.296,213.917,205.296,207.778,4831521.0
2023-06-02,207.274,212.132,205.596,211.463,3687290.0
2023-06-03,207.274,212.132,205.596,211.463,3687290.0
2023-06-04,207.274,212.132,205.596,211.463,3687290.0
2023-06-05,213.015,216.285,211.851,215.158,2498650.0
2023-06-06,216.321,216.409,212.637,214.518,1736144.0
2023-06-07,214.072,215.148,213.073,214.547,2555595.0
2023-06-08,214.557,215.163,212.714,214.072,1877405.0
2023-06-09,212.695,214.246,211.172,212.132,1708007.0
2023-06-10,212.695,214.246,211.172,212.132,1708007.0
2023-06-11,212.695,214.246,211.172,212.132,1708007.0
2023-06-12,212.607,212.607,208.796,210.775,2704388.0
2023-06-13,210.843,215.604,210.358,215.264,2318502.0
2023-06-14,216.496,216.913,214.401,215.546,2452987.0
2023-06-15,216.254,221.917,216.215,221.519,2633984.0
2023-06-16,223.071,224.923,220.85,222.702,6765098.0
2023-06-17,223.071,224.923,220.85,222.702,6765098.0
2023-06-18,223.071,224.923,220.85,222.702,6765098.0
2023-06-19,223.071,224.923,220.85,222.702,6765098.0
2023-06-20,222.091,223.841,220.307,221.664,2492750.0
2023-06-21,221.267,223.032,218.755,220.161,2282649.0
2023-06-22,220.423,222.915,219.889,222.702,1607399.0
2023-06-23,222.906,223.555,219.55,220.229,4130840.0
2023-06-24,222.906,223.555,219.55,220.229,4130840.0
2023-06-25,222.906,223.555,219.55,220.229,4130840.0
2023-06-26,219.929,219.929,213.451,217.921,2565512.0
2023-06-27,217.369,217.834,214.43,215.866,2705885.0
2023-06-28,215.507,215.609,212.026,214.605,2263388.0
2023-06-29,212.966,214.944,212.249,214.46,1860464.0
2023-06-30,215.274,216.35,214.314,215.293,2843358.0
2023-07-01,215.274,216.35,214.314,215.293,2843358.0
2023-07-02,215.274,216.35,214.314,215.293,2843358.0
2023-07-03,214.508,218.736,213.18,218.193,1479178.0
2023-07-04,214.508,218.736,213.18,218.193,1479178.0
2023-07-05,217.854,220.433,215.672,219.037,2440843.0
2023-07-06,218.106,219.143,214.983,216.224,2458165.0
2023-07-07,215.138,215.429,211.822,212.026,2841651.0
2023-07-08,215.138,215.429,211.822,212.026,2841651.0
2023-07-09,215.138,215.429,211.822,212.026,2841651.0
2023-07-10,212.52,218.086,211.987,217.921,2501725.0
2023-07-11,217.049,218.746,215.536,217.078,2022154.0
2023-07-12,218.348,220.433,217.301,218.843,2619593.0
2023-07-13,219.007,221.209,218.183,220.763,1803648.0
2023-07-14,220.937,221.732,219.114,220.54,2044668.0
2023-07-15,220.937,221.732,219.114,220.54,2044668.0
2023-07-16,220.937,221.732,219.114,220.54,2044668.0
2023-07-17,219.997,221.674,217.538,220.937,2049219.0
2023-07-18,220.889,226.978,220.51,225.524,2621335.0
2023-07-19,225.921,227.439,224.961,225.02,2047173.0
2023-07-20,226.726,231.255,225.854,226.164,3741331.0
2023-07-21,226.688,229.218,225.727,227.706,9381235.0
2023-07-22,226.688,229.218,225.727,227.706,9381235.0
2023-07-23,226.688,229.218,225.727,227.706,9381235.0
2023-07-24,227.88,228.976,226.831,228.288,1771333.0
2023-07-25,227.26,229.398,227.182,228.181,1325625.0
2023-07-26,226.862,228.598,225.393,228.084,1576833.0
2023-07-27,227.376,231.255,227.209,228.898,2439645.0
2023-07-28,229.645,230.964,227.968,229.209,1889541.0
2023-07-29,229.645,230.964,227.968,229.209,1889541.0
2023-07-30,229.645,230.964,227.968,229.209,1889541.0
2023-07-31,229.315,229.315,225.96,227.056,2826649.0
2023-08-01,227.812,228.249,223.604,225.087,1844028.0
2023-08-02,225.669,225.97,221.771,223.429,2593645.0
2023-08-03,223.798,224.097,221.296,223.711,2322976.0
2023-08-04,230.702,238.954,229.82,235.909,5181343.0
2023-08-05,230.702,238.954,229.82,235.909,5181343.0
2023-08-06,230.702,238.954,229.82,235.909,5181343.0
2023-08-07,236.85,246.13,236.079,245.277,4076772.0
2023-08-08,249.718,255.798,248.729,252.899,5321613.0
2023-08-09,252.045,255.779,251.269,251.463,2428126.0
2023-08-10,253.616,256.758,252.569,254.12,1919220.0
2023-08-11,253.771,256.108,252.928,254.557,1560638.0
2023-08-12,253.771,256.108,252.928,254.557,1560638.0
2023-08-13,253.771,256.108,252.928,254.557,1560638.0
2023-08-14,254.276,255.488,251.977,253.063,1966202.0
2023-08-15,253.403,258.552,252.084,257.951,2781236.0
2023-08-16,258.261,260.113,256.564,256.991,2243996.0
2023-08-17,257.949,260.598,257.362,257.929,2256109.0
2023-08-18,256.717,257.088,255.212,255.945,2814487.0
2023-08-19,256.717,257.088,255.212,255.945,2814487.0
2023-08-20,256.717,257.088,255.212,255.945,2814487.0
2023-08-21,255.71,256.58,253.198,254.85,2324278.0
2023-08-22,254.4,254.557,251.575,251.839,1720450.0
2023-08-23,253.677,254.019,250.236,251.585,2256755.0
2023-08-24,250.969,254.351,250.421,250.861,1889135.0
2023-08-25,251.34,251.956,249.092,250.627,1786651.0
2023-08-26,251.34,251.956,249.092,250.627,1786651.0
2023-08-27,251.34,251.956,249.092,250.627,1786651.0
2023-08-28,251.194,252.328,249.415,250.793,1661329.0
2023-08-29,251.585,254.019,251.057,253.814,2216593.0
2023-08-30,254.166,255.011,251.184,252.093,1694404.0
2023-08-31,252.425,253.188,250.539,250.588,2065177.0
2023-09-01,252.875,253.217,250.353,250.949,1350232.0
2023-09-02,252.875,253.217,250.353,250.949,1350232.0
2023-09-03,252.875,253.217,250.353,250.949,1350232.0
2023-09-04,252.875,253.217,250.353,250.949,1350232.0
2023-09-05,250.949,251.614,248.222,248.31,1763672.0
2023-09-06,248.73,248.73,242.806,243.422,1988855.0
2023-09-07,244.918,248.984,244.781,248.681,2228256.0
2023-09-08,250.011,254.498,249.248,253.608,2449115.0
2023-09-09,250.011,254.498,249.248,253.608,2449115.0
2023-09-10,250.011,254.498,249.248,253.608,2449115.0
2023-09-11,252.416,256.912,251.634,255.847,2135230.0
2023-09-12,256.785,257.113,252.074,254.469,1574044.0
2023-09-13,253.52,254.381,251.252,251.458,2182757.0
2023-09-14,253.09,257.235,252.738,256.414,3072523.0
2023-09-15,257.841,258.007,253.99,254.869,6161175.0
2023-09-16,257.841,258.007,253.99,254.869,6161175.0
2023-09-17,257.841,258.007,253.99,254.869,6161175.0
2023-09-18,257.47,259.268,256.052,257.245,1770160.0
2023-09-19,257.235,259.806,256.551,258.379,1528372.0
2023-09-20,259.053,266.947,258.046,265.368,3575956.0
2023-09-21,265.965,266.365,261.693,263.364,2437213.0
2023-09-22,261.663,263.447,260.539,261.693,1894137.0
2023-09-23,261.663,263.447,260.539,261.693,1894137.0
2023-09-24,261.663,263.447,260.539,261.693,1894137.0
2023-09-25,261.536,261.795,259.063,260.872,1705278.0
2023-09-26,260.696,263.829,259.708,263.003,2367722.0
2023-09-27,265.632,267.47,260.774,262.944,2331917.0
2023-09-28,261.781,265.29,260.558,264.743,2430682.0
2023-09-29,264.919,264.919,261.224,262.729,2118110.0
2023-09-30,264.919,264.919,261.224,262.729,2118110.0
2023-10-01,264.919,264.919,261.224,262.729,2118110.0
2023-10-02,261.703,262.465,258.447,260.334,1912279.0
2023-10-03,258.115,260.055,253.843,255.153,2797944.0
2023-10-04,256.218,260.168,255.055,259.483,2526427.0
2023-10-05,260.217,261.906,256.649,259.132,2883744.0
2023-10-06,257.245,262.564,256.346,261.468,2837982.0
2023-10-07,257.245,262.564,256.346,261.468,2837982.0
2023-10-08,257.245,262.564,256.346,261.468,2837982.0
2023-10-09,264.958,266.483,262.553,265.447,2284259.0
2023-10-10,264.811,265.984,262.102,265.163,1808724.0
2023-10-11,268.692,277.953,267.998,277.236,4523222.0
2023-10-12,277.603,281.391,277.236,278.644,3052627.0
2023-10-13,281.244,281.987,273.716,277.725,3473249.0
2023-10-14,281.244,281.987,273.716,277.725,3473249.0
2023-10-15,281.244,281.987,273.716,277.725,3473249.0
2023-10-16,278.116,281.351,277.441,280.442,2459476.0
2023-10-17,278.79,280.892,276.161,278.038,2863190.0
2023-10-18,276.943,278.849,274.685,277.216,2789064.0
2023-10-19,275.76,276.855,271.859,274.303,2536414.0
2023-10-20,274.303,274.753,269.562,272.553,2455040.0
2023-10-21,274.303,274.753,269.562,272.553,2455040.0
2023-10-22,274.303,274.753,269.562,272.553,2455040.0
2023-10-23,273.834,273.834,266.581,266.932,2433546.0
2023-10-24,265.984,270.843,265.046,269.924,2253011.0
2023-10-25,268.917,270.481,265.984,266.053,2302328.0
2023-10-26,265.407,267.304,263.1,263.658,2269903.0
2023-10-27,262.915,263.316,254.322,255.7,2874937.0
2023-10-28,262.915,263.316,254.322,255.7,2874937.0
2023-10-29,262.915,263.316,254.322,255.7,2874937.0
2023-10-30,259.053,260.368,256.609,257.284,2974599.0
2023-10-31,250.148,251.643,244.097,249.962,4885149.0
2023-11-01,250.519,255.324,249.366,254.987,2509681.0
2023-11-02,257.391,262.084,256.57,260.608,2470436.0
2023-11-03,262.494,264.479,259.542,263.804,2509963.0
2023-11-04,262.494,264.479,259.542,263.804,2509963.0
2023-11-05,262.494,264.479,259.542,263.804,2509963.0
2023-11-06,264.694,268.78,264.674,266.708,2768116.0
2023-11-07,266.844,267.851,263.335,265.026,2526674.0
2023-11-08,266.307,268.604,264.669,267.128,1916893.0
2023-11-09,266.023,267.099,257.783,258.134,2265983.0
2023-11-10,260.657,261.927,256.619,261.312,2070704.0
2023-11-11,260.657,261.927,256.619,261.312,2070704.0
2023-11-12,260.657,261.927,256.619,261.312,2070704.0
2023-11-13,259.718,261.224,257.611,260.705,1579817.0
2023-11-14,263.179,266.825,262.333,263.961,2059956.0
2023-11-15,264.215,268.448,263.961,266.903,2795245.0
2023-11-16,268.588,270.391,263.918,265.031,2366352.0
2023-11-17,265.435,265.435,260.696,261.474,2642931.0
2023-11-18,265.435,265.435,260.696,261.474,2642931.0
2023-11-19,265.435,265.435,260.696,261.474,2642931.0
2023-11-20,258.716,262.765,257.588,261.435,2214007.0
2023-11-21,261.425,262.115,256.676,258.942,2636833.0
2023-11-22,260.883,262.538,258.391,260.686,1649119.0
2023-11-23,260.883,262.538,258.391,260.686,1649119.0
2023-11-24,261.208,262.174,260.982,261.543,930804.0
2023-11-25,261.208,262.174,260.982,261.543,930804.0
2023-11-26,261.208,262.174,260.982,261.543,930804.0
2023-11-27,261.514,261.652,257.799,260.371,1846377.0
2023-11-28,260.46,262.667,259.76,261.602,1753577.0
2023-11-29,260.834,264.154,259.612,262.667,2005178.0
2023-11-30,263.76,266.568,263.396,265.662,2686388.0
2023-12-01,265.982,268.568,263.671,268.43,2303908.0
2023-12-02,265.982,268.568,263.671,268.43,2303908.0
2023-12-03,265.982,268.568,263.671,268.43,2303908.0
2023-12-04,266.883,269.396,266.115,268.519,2357389.0
2023-12-05,267.859,267.987,264.511,266.874,1853625.0
2023-12-06,267.406,267.947,265.159,265.376,1765941.0
2023-12-07,266.509,269.376,262.696,267.307,2081420.0
2023-12-08,267.169,267.957,264.854,265.149,2608218.0
2023-12-09,267.169,267.957,264.854,265.149,2608218.0
2023-12-10,267.169,267.957,264.854,265.149,2608218.0
2023-12-11,267.947,271.829,266.43,268.125,2838632.0
2023-12-12,273.041,273.159,269.228,269.947,2557058.0
2023-12-13,270.115,277.692,269.278,277.465,2379968.0
2023-12-14,277.169,278.559,270.036,272.243,2935224.0
2023-12-15,272.194,275.15,269.292,271.386,8731114.0
2023-12-16,272.194,275.15,269.292,271.386,8731114.0
2023-12-17,272.194,275.15,269.292,271.386,8731114.0
2023-12-18,272.913,273.012,270.302,271.415,2227641.0
2023-12-19,274.578,276.43,272.511,274.332,2484125.0
2023-12-20,273.731,274.687,270.952,271.12,2561239.0
2023-12-21,272.47,275.691,272.322,275.209,1850006.0
2023-12-22,275.869,281.465,275.869,279.967,1814168.0
2023-12-23,275.869,281.465,275.869,279.967,1814168.0
2023-12-24,275.869,281.465,275.869,279.967,1814168.0
2023-12-25,275.869,281.465,275.869,279.967,1814168.0
2023-12-26,279.928,280.519,277.514,279.711,1330502.0
2023-12-27,280.302,283.051,279.169,282.302,1866842.0
2023-12-28,283.633,284.775,283.386,284.204,1228453.0
2023-12-29,283.613,284.234,282.165,283.77,1766799.0
2023-12-30,283.613,284.234,282.165,283.77,1766799.0
2023-12-31,283.613,284.234,282.165,283.77,1766799.0
2024-01-01,283.613,284.234,282.165,283.77,1766799.0
2024-01-02,283.041,296.209,283.041,293.002,3375095.0
2024-01-03,295.623,298.776,292.662,296.254,2771618.0
2024-01-04,297.052,300.589,294.185,298.697,3358035.0
2024-01-05,297.741,299.052,295.337,298.529,1846201.0
2024-01-06,297.741,299.052,295.337,298.529,1846201.0
2024-01-07,297.741,299.052,295.337,298.529,1846201.0
2024-01-08,297.022,306.461,295.914,306.293,3467666.0
2024-01-09,303.475,305.397,301.426,302.727,2603714.0
2024-01-10,302.628,303.101,299.781,300.076,2210940.0
2024-01-11,298.953,300.111,295.574,298.628,2137224.0
2024-01-12,300.736,302.421,298.924,301.988,1567908.0
2024-01-13,300.736,302.421,298.924,301.988,1567908.0
2024-01-14,300.736,302.421,298.924,301.988,1567908.0
2024-01-15,300.736,302.421,298.924,301.988,1567908.0
2024-01-16,301.988,303.456,296.736,299.002,1996271.0
2024-01-17,297.997,300.135,296.657,299.594,2210523.0
2024-01-18,297.791,301.135,295.13,299.997,2357076.0
2024-01-19,300.234,304.53,296.667,303.268,2566513.0
2024-01-20,300.234,304.53,296.667,303.268,2566513.0
2024-01-21,300.234,304.53,296.667,303.268,2566513.0
2024-01-22,304.145,307.554,302.076,305.584,2599964.0
2024-01-23,304.963,306.707,304.539,305.337,1775382.0
2024-01-24,305.347,307.84,300.736,300.993,1954418.0
2024-01-25,304.165,305.741,301.19,305.682,2005410.0
2024-01-26,305.988,307.416,305.289,307.17,2035761.0
2024-01-27,305.988,307.416,305.289,307.17,2035761.0
2024-01-28,305.988,307.416,305.289,307.17,2035761.0
2024-01-29,306.845,308.993,305.318,308.825,2447608.0
2024-01-30,307.919,310.274,305.938,309.978,2636955.0
2024-01-31,311.338,311.963,308.008,309.623,3456737.0
2024-02-01,309.86,320.028,309.067,319.771,3883174.0
2024-02-02,318.865,320.968,316.018,318.422,2585923.0
2024-02-03,318.865,320.968,316.018,318.422,2585923.0
2024-02-04,318.865,320.968,316.018,318.422,2585923.0
2024-02-05,318.757,324.855,313.027,317.22,3563345.0
2024-02-06,320.599,322.136,310.106,311.407,5767390.0
2024-02-07,310.855,310.855,290.918,291.505,8411337.0
2024-02-08,292.618,293.603,284.519,290.5,5946119.0
2024-02-09,290.5,290.647,285.436,286.825,3341055.0
2024-02-10,290.5,290.647,285.436,286.825,3341055.0
2024-02-11,290.5,290.647,285.436,286.825,3341055.0
2024-02-12,285.692,290.253,284.598,290.086,3298539.0
2024-02-13,290.263,291.16,282.657,286.194,3610118.0
2024-02-14,285.603,286.578,283.302,285.79,2617288.0
2024-02-15,285.85,288.302,283.586,287.031,2901954.0
2024-02-16,285.681,285.681,281.272,281.699,3596798.0
2024-02-17,285.681,285.681,281.272,281.699,3596798.0
2024-02-18,285.681,285.681,281.272,281.699,3596798.0
2024-02-19,285.681,285.681,281.272,281.699,3596798.0
2024-02-20,281.848,283.288,278.572,281.511,3402126.0
2024-02-21,282.831,283.765,278.82,281.461,1934490.0
2024-02-22,280.488,283.705,279.316,283.169,2992891.0
2024-02-23,284.499,290.179,283.993,287.141,2462555.0
2024-02-24,284.499,290.179,283.993,287.141,2462555.0
2024-02-25,284.499,290.179,283.993,287.141,2462555.0
2024-02-26,286.247,287.826,283.412,284.351,2448935.0
2024-02-27,277.132,279.233,275.136,276.526,3353933.0
2024-02-28,277.023,278.452,275.136,275.503,3026971.0
2024-02-29,276.556,277.852,271.502,271.899,5863428.0
2024-03-01,274.55,279.937,272.942,278.353,3772930.0
2024-03-02,274.55,279.937,272.942,278.353,3772930.0
2024-03-03,274.55,279.937,272.942,278.353,3772930.0
2024-03-04,281.262,283.874,275.692,277.42,2470317.0
2024-03-05,277.648,277.777,273.078,274.699,3064004.0
2024-03-06,273.438,277.001,272.614,274.639,2240153.0
2024-03-07,274.352,274.858,267.679,270.936,4066261.0
2024-03-08,270.886,274.61,270.092,271.82,2251117.0
2024-03-09,270.886,274.61,270.092,271.82,2251117.0
2024-03-10,270.886,274.61,270.092,271.82,2251117.0
2024-03-11,272.574,276.228,271.065,273.418,1851124.0
2024-03-12,274.898,276.188,272.207,274.59,1738941.0
2024-03-13,276.218,276.596,273.269,274.044,1641024.0
2024-03-14,274.888,275.275,268.543,269.625,2370492.0
2024-03-15,270.171,273.239,266.279,266.974,8795786.0
2024-03-16,270.171,273.239,266.279,266.974,8795786.0
2024-03-17,270.171,273.239,266.279,266.974,8795786.0
2024-03-18,268.096,271.651,267.316,268.99,3608491.0
2024-03-19,268.275,271.234,267.609,269.814,3037584.0
2024-03-20,269.297,271.154,267.341,271.124,2564622.0
2024-03-21,272.693,275.96,272.455,274.997,2489645.0
2024-03-22,275.434,276.327,273.16,274.222,2303249.0
2024-03-23,275.434,276.327,273.16,274.222,2303249.0
2024-03-24,275.434,276.327,273.16,274.222,2303249.0
2024-03-25,274.481,279.346,273.468,278.84,2954416.0
2024-03-26,280.16,282.494,278.721,279.783,3343181.0
2024-03-27,282.216,284.797,280.557,284.281,2256315.0
2024-03-28,285.83,286.53,282.206,282.315,2289919.0
2024-03-29,285.83,286.53,282.206,282.315,2289919.0
2024-03-30,285.83,286.53,282.206,282.315,2289919.0
2024-03-31,285.83,286.53,282.206,282.315,2289919.0
2024-04-01,280.121,281.828,277.032,281.044,1868570.0
2024-04-02,281.342,281.908,274.093,274.262,2220528.0
2024-04-03,273.746,274.52,271.75,272.485,1669239.0
2024-04-04,274.103,274.778,265.863,266.199,2451166.0
