,MRO US Equity,MRO US Equity,MRO US Equity,MRO US Equity,MRO US Equity
2020-06-14,6.4278,6.4657,5.987,6.2382,37745050.0
2020-06-15,5.8969,6.3495,5.8021,6.2572,30214820.0
2020-06-16,6.6079,6.6364,6.2293,6.3899,37950695.0
2020-06-17,6.3614,6.3614,6.0296,6.0391,32768601.0
2020-06-18,5.9822,6.2287,5.9064,6.1529,19947751.0
2020-06-19,6.352,6.352,5.9443,6.0296,44425607.0
2020-06-20,6.352,6.352,5.9443,6.0296,44425607.0
2020-06-21,6.352,6.352,5.9443,6.0296,44425607.0
2020-06-22,5.9348,5.9727,5.7547,5.9443,25006150.0
2020-06-23,6.0675,6.1055,5.9348,6.0012,24071937.0
2020-06-24,5.84,5.8779,5.4323,5.4892,32388609.0
2020-06-25,5.3565,5.6788,5.2617,5.6694,25389200.0
2020-06-26,5.5651,5.584,5.3281,5.4418,28808288.0
2020-06-27,5.5651,5.584,5.3281,5.4418,28808288.0
2020-06-28,5.5651,5.584,5.3281,5.4418,28808288.0
2020-06-29,5.4892,5.6788,5.366,5.6504,24802815.0
2020-06-30,5.603,5.8305,5.4987,5.8021,23412118.0
2020-07-01,5.8495,5.9064,5.584,5.6409,24093766.0
2020-07-02,5.8116,5.9443,5.6883,5.8021,28868050.0
2020-07-03,5.8116,5.9443,5.6883,5.8021,28868050.0
2020-07-04,5.8116,5.9443,5.6883,5.8021,28868050.0
2020-07-05,5.8116,5.9443,5.6883,5.8021,28868050.0
2020-07-06,5.8969,5.8969,5.4134,5.5556,36221872.0
2020-07-07,5.4797,5.4892,5.2712,5.2807,25392509.0
2020-07-08,5.3091,5.4229,5.1859,5.3755,24066222.0
2020-07-09,5.366,5.4229,4.9962,4.9962,24227948.0
2020-07-10,4.9394,5.129,4.854,5.0721,32454199.0
2020-07-11,4.9394,5.129,4.854,5.0721,32454199.0
2020-07-12,4.9394,5.129,4.854,5.0721,32454199.0
2020-07-13,5.1005,5.129,4.8635,4.8635,32414779.0
2020-07-14,4.8256,5.1147,4.7118,5.091,32180874.0
2020-07-15,5.2901,5.4134,5.129,5.3944,30837805.0
2020-07-16,5.2807,5.5556,5.1953,5.4229,20631040.0
2020-07-17,5.4418,5.5366,5.1859,5.2238,24785359.0
2020-07-18,5.4418,5.5366,5.1859,5.2238,24785359.0
2020-07-19,5.4418,5.5366,5.1859,5.2238,24785359.0
2020-07-20,5.2143,5.3262,5.129,5.2048,20886538.0
2020-07-21,5.3186,5.6504,5.3186,5.5556,37245147.0
2020-07-22,5.4892,5.5224,5.3091,5.4892,23132023.0
2020-07-23,5.4987,5.5746,5.3944,5.4608,20648208.0
2020-07-24,5.4608,5.6125,5.4039,5.4229,18246830.0
2020-07-25,5.4608,5.6125,5.4039,5.4229,18246830.0
2020-07-26,5.4608,5.6125,5.4039,5.4229,18246830.0
2020-07-27,5.4323,5.4323,5.1953,5.3375,21472920.0
2020-07-28,5.2522,5.3944,5.2333,5.2427,14634031.0
2020-07-29,5.2901,5.4418,5.2238,5.4418,16081217.0
2020-07-30,5.2807,5.3186,5.1195,5.2238,20415714.0
2020-07-31,5.1953,5.2475,5.0816,5.2048,21249455.0
2020-08-01,5.1953,5.2475,5.0816,5.2048,21249455.0
2020-08-02,5.1953,5.2475,5.0816,5.2048,21249455.0
2020-08-03,5.2048,5.2996,5.0626,5.2333,22435659.0
2020-08-04,5.1953,5.5461,5.1953,5.4797,24005277.0
2020-08-05,5.6314,5.7642,5.5461,5.6694,33060129.0
2020-08-06,5.5461,5.5793,5.3281,5.3849,31515125.0
2020-08-07,5.3281,5.4513,5.1716,5.4418,28780715.0
2020-08-08,5.3281,5.4513,5.1716,5.4418,28780715.0
2020-08-09,5.3281,5.4513,5.1716,5.4418,28780715.0
2020-08-10,5.4703,5.7547,5.4229,5.7262,25702967.0
2020-08-11,5.8874,6.0296,5.603,5.6314,28332668.0
2020-08-12,5.821,5.8305,5.5461,5.6694,20526994.0
2020-08-13,5.622,5.7073,5.5082,5.584,16856163.0
2020-08-14,5.4987,5.7357,5.4797,5.7357,16328599.0
2020-08-15,5.4987,5.7357,5.4797,5.7357,16328599.0
2020-08-16,5.4987,5.7357,5.4797,5.7357,16328599.0
2020-08-17,5.7073,5.7357,5.5082,5.6125,22005501.0
2020-08-18,5.5366,5.7168,5.4892,5.6409,26614689.0
2020-08-19,5.5935,5.6125,5.4039,5.4323,24296108.0
2020-08-20,5.3375,5.3849,5.1764,5.2238,23007640.0
2020-08-21,5.1764,5.1859,4.9773,4.9962,27861279.0
2020-08-22,5.1764,5.1859,4.9773,4.9962,27861279.0
2020-08-23,5.1764,5.1859,4.9773,4.9962,27861279.0
2020-08-24,5.0721,5.2617,4.9962,5.1669,21120747.0
2020-08-25,5.2427,5.2996,5.091,5.2048,17781848.0
2020-08-26,5.1764,5.2143,5.0057,5.0247,15400135.0
2020-08-27,5.091,5.1005,4.9488,5.0816,19257373.0
2020-08-28,5.0816,5.1574,5.0057,5.11,18881423.0
2020-08-29,5.0816,5.1574,5.0057,5.11,18881423.0
2020-08-30,5.0816,5.1574,5.0057,5.11,18881423.0
2020-08-31,5.11,5.1195,4.9678,5.0057,24298754.0
2020-09-01,4.9868,5.0626,4.892,5.0436,17461065.0
2020-09-02,4.9962,5.0436,4.8351,4.854,24820900.0
2020-09-03,4.8351,4.9583,4.6929,4.7308,27732797.0
2020-09-04,4.7687,4.8446,4.5981,4.6739,30189233.0
2020-09-05,4.7687,4.8446,4.5981,4.6739,30189233.0
2020-09-06,4.7687,4.8446,4.5981,4.6739,30189233.0
2020-09-07,4.7687,4.8446,4.5981,4.6739,30189233.0
2020-09-08,4.5222,4.5412,4.2662,4.2662,35070664.0
2020-09-09,4.3231,4.3231,4.1809,4.3042,27643914.0
2020-09-10,4.2757,4.3231,4.1335,4.1335,35742163.0
2020-09-11,4.162,4.2473,4.1146,4.2378,30568174.0
2020-09-12,4.162,4.2473,4.1146,4.2378,30568174.0
2020-09-13,4.162,4.2473,4.1146,4.2378,30568174.0
2020-09-14,4.2378,4.2548,4.1335,4.1714,22333008.0
2020-09-15,4.1714,4.264,4.0956,4.1146,22956325.0
2020-09-16,4.1904,4.4274,4.124,4.3231,35222200.0
2020-09-17,4.2473,4.4559,4.2331,4.4369,22619995.0
2020-09-18,4.4181,4.617,4.4084,4.5696,49201583.0
2020-09-19,4.4181,4.617,4.4084,4.5696,49201583.0
2020-09-20,4.4181,4.617,4.4084,4.5696,49201583.0
2020-09-21,4.399,4.4084,4.2568,4.3231,23009037.0
2020-09-22,4.3516,4.4464,4.2094,4.2378,17571431.0
2020-09-23,4.2662,4.2947,3.9913,3.9913,20822221.0
2020-09-24,3.9723,4.1714,3.8112,4.0861,28672830.0
2020-09-25,4.0103,4.0577,3.8681,3.9249,24451436.0
2020-09-26,4.0103,4.0577,3.8681,3.9249,24451436.0
2020-09-27,4.0103,4.0577,3.8681,3.9249,24451436.0
2020-09-28,3.9913,4.143,3.9155,4.0671,25052276.0
2020-09-29,4.0387,4.0482,3.8301,3.9439,23584779.0
2020-09-30,3.9344,3.9913,3.8491,3.8775,24668526.0
2020-10-01,3.8396,3.8681,3.7259,3.7448,25383247.0
2020-10-02,3.6216,3.9155,3.5931,3.906,33777365.0
2020-10-03,3.6216,3.9155,3.5931,3.906,33777365.0
2020-10-04,3.6216,3.9155,3.5931,3.906,33777365.0
2020-10-05,3.9913,4.0197,3.8775,4.0103,26467172.0
2020-10-06,4.0671,4.1525,3.8207,3.8301,29787736.0
2020-10-07,3.887,3.9344,3.8207,3.9155,21641171.0
2020-10-08,3.8965,4.1525,3.8491,4.1525,25876336.0
2020-10-09,4.1809,4.2425,3.9818,4.0387,23129938.0
2020-10-10,4.1809,4.2425,3.9818,4.0387,23129938.0
2020-10-11,4.1809,4.2425,3.9818,4.0387,23129938.0
2020-10-12,4.0197,4.0956,3.9629,4.0671,24537299.0
2020-10-13,3.9913,4.1034,3.9723,4.0103,21208534.0
2020-10-14,4.0387,4.2378,3.9818,3.9818,23466306.0
2020-10-15,3.9344,4.0482,3.8491,4.0482,21728163.0
2020-10-16,4.0103,4.0103,3.8586,3.8586,25005833.0
2020-10-17,4.0103,4.0103,3.8586,3.8586,25005833.0
2020-10-18,4.0103,4.0103,3.8586,3.8586,25005833.0
2020-10-19,3.887,3.9249,3.7733,3.7733,28806284.0
2020-10-20,3.8017,3.9723,3.7922,3.9344,27770559.0
2020-10-21,3.8965,4.0055,3.8491,3.887,27318510.0
2020-10-22,3.8965,4.1714,3.8775,4.143,29831560.0
2020-10-23,4.1714,4.3231,4.143,4.2094,30662123.0
2020-10-24,4.1714,4.3231,4.143,4.2094,30662123.0
2020-10-25,4.1714,4.3231,4.143,4.2094,30662123.0
2020-10-26,4.0671,4.0766,3.887,3.9155,27976581.0
2020-10-27,3.8965,3.9723,3.8301,3.9155,29113804.0
2020-10-28,3.7733,3.7922,3.6216,3.65,35781593.0
2020-10-29,3.6121,3.7827,3.5362,3.7827,33146254.0
2020-10-30,3.7353,3.8017,3.631,3.7543,28399618.0
2020-10-31,3.7353,3.8017,3.631,3.7543,28399618.0
2020-11-01,3.7353,3.8017,3.631,3.7543,28399618.0
2020-11-02,3.7733,4.0008,3.6595,3.9344,28883791.0
2020-11-03,4.0292,4.0766,3.887,3.9249,27651058.0
2020-11-04,3.906,4.1146,3.7875,4.0482,48596152.0
2020-11-05,4.0671,4.2757,3.9913,4.0671,51484419.0
2020-11-06,4.0387,4.1904,3.887,3.9155,33393281.0
2020-11-07,4.0387,4.1904,3.887,3.9155,33393281.0
2020-11-08,4.0387,4.1904,3.887,3.9155,33393281.0
2020-11-09,4.4274,4.9204,4.4274,4.8256,63052025.0
2020-11-10,4.9299,4.9488,4.636,4.8066,38749014.0
2020-11-11,4.8825,4.9488,4.7497,4.8066,29621487.0
2020-11-12,4.7023,4.873,4.5222,4.5696,25598488.0
2020-11-13,4.617,4.8114,4.6075,4.7972,22610827.0
2020-11-14,4.617,4.8114,4.6075,4.7972,22610827.0
2020-11-15,4.617,4.8114,4.6075,4.7972,22610827.0
2020-11-16,5.0436,5.1953,4.9441,5.1953,36501624.0
2020-11-17,5.0714,5.2811,4.9665,5.243,31148596.0
2020-11-18,5.2811,5.5862,5.2239,5.2335,41398464.0
2020-11-19,5.2049,5.4432,5.1191,5.4241,20316532.0
2020-11-20,5.4051,5.4622,5.2525,5.3383,30192804.0
2020-11-21,5.4051,5.4622,5.2525,5.3383,30192804.0
2020-11-22,5.4051,5.4622,5.2525,5.3383,30192804.0
2020-11-23,5.4527,5.9008,5.4432,5.8817,42087002.0
2020-11-24,6.1963,6.3202,6.0437,6.1486,42252300.0
2020-11-25,6.1009,6.2916,5.9484,6.1295,27827313.0
2020-11-26,6.1009,6.2916,5.9484,6.1295,27827313.0
2020-11-27,6.1581,6.2249,6.0151,6.0533,14842049.0
2020-11-28,6.1581,6.2249,6.0151,6.0533,14842049.0
2020-11-29,6.1581,6.2249,6.0151,6.0533,14842049.0
2020-11-30,5.9865,6.0247,5.6243,5.6434,33838824.0
2020-12-01,5.8626,5.9008,5.529,5.5862,31057693.0
2020-12-02,5.5194,5.9865,5.4909,5.7768,29016058.0
2020-12-03,5.8531,6.0151,5.7244,5.9008,35813078.0
2020-12-04,6.0723,6.5299,6.0485,6.5299,41865943.0
2020-12-05,6.0723,6.5299,6.0485,6.5299,41865943.0
2020-12-06,6.0723,6.5299,6.0485,6.5299,41865943.0
2020-12-07,6.4918,6.568,6.3011,6.3774,33211996.0
2020-12-08,6.3107,6.8159,6.2821,6.7396,36805074.0
2020-12-09,6.9208,7.0542,6.6538,6.8159,50265655.0
2020-12-10,6.835,7.1114,6.7778,6.9589,40089280.0
2020-12-11,6.9684,6.9684,6.6729,6.7301,25131169.0
2020-12-12,6.9684,6.9684,6.6729,6.7301,25131169.0
2020-12-13,6.9684,6.9684,6.6729,6.7301,25131169.0
2020-12-14,6.8636,6.9112,6.3679,6.406,27548642.0
2020-12-15,6.4251,6.6252,6.3583,6.5871,23523291.0
2020-12-16,6.6824,6.8445,6.5537,6.6443,25561613.0
2020-12-17,6.7015,6.7301,6.5394,6.5871,19920749.0
2020-12-18,6.6062,6.657,6.3488,6.4155,29291192.0
2020-12-19,6.6062,6.657,6.3488,6.4155,29291192.0
2020-12-20,6.6062,6.657,6.3488,6.4155,29291192.0
2020-12-21,6.0533,6.3583,5.9786,6.2439,24156370.0
2020-12-22,6.2249,6.2821,6.0151,6.0151,19501918.0
2020-12-23,6.1105,6.6348,6.1009,6.4918,30780610.0
2020-12-24,6.4632,6.4727,6.1486,6.3202,15690749.0
2020-12-25,6.4632,6.4727,6.1486,6.3202,15690749.0
2020-12-26,6.4632,6.4727,6.1486,6.3202,15690749.0
2020-12-27,6.4632,6.4727,6.1486,6.3202,15690749.0
2020-12-28,6.4155,6.5204,6.2773,6.3202,15446750.0
2020-12-29,6.3965,6.4251,6.1963,6.263,16760037.0
2020-12-30,6.2725,6.5204,6.2431,6.4822,19212903.0
2020-12-31,6.4251,6.4632,6.3154,6.3583,17295282.0
2021-01-01,6.4251,6.4632,6.3154,6.3583,17295282.0
2021-01-02,6.4251,6.4632,6.3154,6.3583,17295282.0
2021-01-03,6.4251,6.4632,6.3154,6.3583,17295282.0
2021-01-04,6.4632,6.568,6.2868,6.5108,31494314.0
2021-01-05,6.5871,7.4546,6.5871,7.1019,53060783.0
2021-01-06,7.2163,7.3116,6.9875,7.1495,44669793.0
2021-01-07,7.2449,7.4879,7.1972,7.3307,31072421.0
2021-01-08,7.4832,7.4832,7.1019,7.1972,26139619.0
2021-01-09,7.4832,7.4832,7.1019,7.1972,26139619.0
2021-01-10,7.4832,7.4832,7.1019,7.1972,26139619.0
2021-01-11,6.9303,7.3116,6.835,7.283,26175988.0
2021-01-12,7.5022,8.0075,7.4117,7.998,41169166.0
2021-01-13,8.017,8.017,7.5404,7.6643,33794914.0
2021-01-14,7.8073,8.4174,7.7978,8.2649,34978608.0
2021-01-15,8.1505,8.1695,7.7215,7.8645,30573860.0
2021-01-16,8.1505,8.1695,7.7215,7.8645,30573860.0
2021-01-17,8.1505,8.1695,7.7215,7.8645,30573860.0
2021-01-18,8.1505,8.1695,7.7215,7.8645,30573860.0
2021-01-19,8.0837,8.2458,7.9598,8.1695,26310188.0
2021-01-20,8.2935,8.3793,7.9646,8.2172,27405691.0
2021-01-21,8.0933,8.16,7.7024,7.8645,31878470.0
2021-01-22,7.6834,7.8359,7.5308,7.7692,26298307.0
2021-01-23,7.6834,7.8359,7.5308,7.7692,26298307.0
2021-01-24,7.6834,7.8359,7.5308,7.7692,26298307.0
2021-01-25,7.6262,7.6452,7.2639,7.4546,31204353.0
2021-01-26,7.588,7.7024,7.0923,7.1209,32866321.0
2021-01-27,6.9112,7.5594,6.8827,7.1877,29600564.0
2021-01-28,7.3211,7.5118,7.0065,7.2067,29162179.0
2021-01-29,7.1781,7.3593,6.8731,6.9017,23929844.0
2021-01-30,7.1781,7.3593,6.8731,6.9017,23929844.0
2021-01-31,7.1781,7.3593,6.8731,6.9017,23929844.0
2021-02-01,7.0161,7.1019,6.8636,6.997,17466551.0
2021-02-02,7.2925,7.3545,6.9875,7.0351,19916740.0
2021-02-03,7.1591,7.4523,7.1305,7.4355,24983166.0
2021-02-04,7.5499,7.5499,7.2544,7.4451,16219952.0
2021-02-05,7.5594,7.7215,7.5119,7.569,18389570.0
2021-02-06,7.5594,7.7215,7.5119,7.569,18389570.0
2021-02-07,7.5594,7.7215,7.5119,7.569,18389570.0
2021-02-08,7.6834,8.6366,7.6834,8.5604,38537190.0
2021-02-09,8.4651,8.6176,8.1123,8.4746,31265395.0
2021-02-10,8.5699,8.8464,8.5032,8.6652,21996692.0
2021-02-11,8.608,8.608,8.1123,8.3411,24546761.0
2021-02-12,8.2363,8.5985,8.1695,8.5508,20847371.0
2021-02-13,8.2363,8.5985,8.1695,8.5508,20847371.0
2021-02-14,8.2363,8.5985,8.1695,8.5508,20847371.0
2021-02-15,8.2363,8.5985,8.1695,8.5508,20847371.0
2021-02-16,8.8952,9.3734,8.8187,9.1343,27051139.0
2021-02-17,9.1343,9.2873,8.8713,9.163,21665143.0
2021-02-18,9.0865,9.1499,8.7134,8.723,19519490.0
2021-02-19,8.8091,9.0673,8.7421,9.0386,21488713.0
2021-02-20,8.8091,9.0673,8.7421,9.0386,21488713.0
2021-02-21,8.8091,9.0673,8.7421,9.0386,21488713.0
2021-02-22,9.096,10.1864,9.0291,9.756,46194633.0
2021-02-23,9.8516,10.8064,9.2299,10.6742,46592727.0
2021-02-24,10.7507,11.7646,10.392,11.3246,55156435.0
2021-02-25,11.4776,11.5637,10.6646,10.8081,37430006.0
2021-02-26,10.6359,10.8272,9.9999,10.6168,40793626.0
2021-02-27,10.6359,10.8272,9.9999,10.6168,40793626.0
2021-02-28,10.6359,10.8272,9.9999,10.6168,40793626.0
2021-03-01,11.009,11.119,10.636,10.7125,19955775.0
