,MRO US Equity,MRO US Equity,MRO US Equity,MRO US Equity,MRO US Equity
2022-05-04,26.1134,26.9819,25.3904,26.8703,26500936.0
2022-05-05,26.9771,28.1416,26.2105,26.8606,33426569.0
2022-05-06,27.3167,27.5399,26.2008,27.3167,36127610.0
2022-05-07,27.3167,27.5399,26.2008,27.3167,36127610.0
2022-05-08,27.3167,27.5399,26.2008,27.3167,36127610.0
2022-05-09,26.5016,26.5501,23.2896,23.4837,27456547.0
2022-05-10,23.9009,24.6821,22.8539,23.668,21445684.0
2022-05-11,24.4832,25.7835,24.2503,24.4249,19231049.0
2022-05-12,24.3667,24.8616,23.6244,24.3861,21048293.0
2022-05-13,25.1624,26.3366,25.0363,26.2008,23244659.0
2022-05-14,25.1624,26.3366,25.0363,26.2008,23244659.0
2022-05-15,25.1624,26.3366,25.0363,26.2008,23244659.0
2022-05-16,26.3366,27.4332,26.2009,27.1518,20892985.0
2022-05-17,27.7551,27.8719,27.2101,27.5994,17783197.0
2022-05-18,27.7551,27.8038,25.6141,26.0521,18139862.0
2022-05-19,25.3124,26.8111,25.2346,26.1591,15499858.0
2022-05-20,26.5581,27.3075,25.8477,26.5289,19141239.0
2022-05-21,26.5581,27.3075,25.8477,26.5289,19141239.0
2022-05-22,26.5581,27.3075,25.8477,26.5289,19141239.0
2022-05-23,26.7333,27.5702,26.4607,27.3756,17317864.0
2022-05-24,27.1031,27.7902,26.636,27.3269,13383546.0
2022-05-25,27.5021,28.4558,27.4924,28.232,19351541.0
2022-05-26,28.6115,29.5847,28.5726,28.9521,24211718.0
2022-05-27,29.0008,30.2465,28.6505,30.2367,20068067.0
2022-05-28,29.0008,30.2465,28.6505,30.2367,20068067.0
2022-05-29,29.0008,30.2465,28.6505,30.2367,20068067.0
2022-05-30,29.0008,30.2465,28.6505,30.2367,20068067.0
2022-05-31,31.5311,32.3437,30.3292,30.5871,78224396.0
2022-06-01,31.0055,31.6381,30.047,30.5384,23025716.0
2022-06-02,30.12,30.8304,29.9448,30.3633,17038685.0
2022-06-03,30.519,31.0737,30.305,30.8304,13736922.0
2022-06-04,30.519,31.0737,30.305,30.8304,13736922.0
2022-06-05,30.519,31.0737,30.305,30.8304,13736922.0
2022-06-06,30.8109,31.2294,30.1297,30.5676,16746896.0
2022-06-07,30.5092,31.4094,30.3924,31.3072,12018458.0
2022-06-08,31.4337,31.57,30.8596,31.0737,12184409.0
2022-06-09,30.772,31.0931,30.3827,30.4119,15493949.0
2022-06-10,29.8572,30.4898,29.103,29.4777,16599133.0
2022-06-11,29.8572,30.4898,29.103,29.4777,16599133.0
2022-06-12,29.8572,30.4898,29.103,29.4777,16599133.0
2022-06-13,28.412,28.4655,26.8111,27.6286,21767370.0
2022-06-14,28.5434,29.3122,27.58,28.0179,23432515.0
2022-06-15,27.7843,28.1347,26.6798,27.3172,23440965.0
2022-06-16,26.1591,26.49,24.6507,24.9718,29756954.0
2022-06-17,24.7091,24.8453,22.6946,23.5023,57901161.0
2022-06-18,24.7091,24.8453,22.6946,23.5023,57901161.0
2022-06-19,24.7091,24.8453,22.6946,23.5023,57901161.0
2022-06-20,24.7091,24.8453,22.6946,23.5023,57901161.0
2022-06-21,24.3101,24.9962,23.9986,24.2322,28692621.0
2022-06-22,22.5097,23.3272,22.1107,22.4805,29374942.0
2022-06-23,22.6557,22.7627,21.1278,21.4294,27533052.0
2022-06-24,21.7409,22.281,21.1862,21.4586,33964068.0
2022-06-25,21.7409,22.281,21.1862,21.4586,33964068.0
2022-06-26,21.7409,22.281,21.1862,21.4586,33964068.0
2022-06-27,21.7798,22.7189,21.6679,22.4999,18754631.0
2022-06-28,23.2785,23.8819,22.9427,23.4829,23956181.0
2022-06-29,23.804,23.95,22.0328,22.1788,18997762.0
2022-06-30,21.5365,22.4513,21.4878,21.8771,18265549.0
2022-07-01,22.2372,22.3637,21.0402,21.9452,14030667.0
2022-07-02,22.2372,22.3637,21.0402,21.9452,14030667.0
2022-07-03,22.2372,22.3637,21.0402,21.9452,14030667.0
2022-07-04,22.2372,22.3637,21.0402,21.9452,14030667.0
2022-07-05,21.3419,21.4003,20.1157,20.5633,23575339.0
2022-07-06,20.2519,20.9623,19.2787,20.1254,21997855.0
2022-07-07,20.9526,21.4976,20.9137,21.2445,16075406.0
2022-07-08,21.6922,21.809,20.7871,21.1375,11334557.0
2022-07-09,21.6922,21.809,20.7871,21.1375,11334557.0
2022-07-10,21.6922,21.809,20.7871,21.1375,11334557.0
2022-07-11,20.8455,21.0803,20.3299,20.7482,12208562.0
2022-07-12,19.9599,20.3979,19.7361,20.1059,15026027.0
2022-07-13,19.9307,20.7482,19.8724,20.1838,15331689.0
2022-07-14,19.376,19.9356,18.8992,19.8626,18931232.0
2022-07-15,20.1643,20.3687,19.8237,20.2908,11746971.0
2022-07-16,20.1643,20.3687,19.8237,20.2908,11746971.0
2022-07-17,20.1643,20.3687,19.8237,20.2908,11746971.0
2022-07-18,20.8163,21.3905,20.8163,20.9915,15852024.0
2022-07-19,20.865,21.989,20.8261,21.916,13651963.0
2022-07-20,21.6046,22.3734,21.4489,22.3053,12407865.0
2022-07-21,21.4197,21.6922,20.8553,21.5657,13058473.0
2022-07-22,21.6435,21.9842,21.0304,21.1667,10960017.0
2022-07-23,21.6435,21.9842,21.0304,21.1667,10960017.0
2022-07-24,21.6435,21.9842,21.0304,21.1667,10960017.0
2022-07-25,21.556,22.5681,21.2348,22.5583,14852199.0
2022-07-26,22.9865,23.1617,22.0377,22.2956,11630468.0
2022-07-27,22.4513,23.4099,22.2421,23.2396,12658334.0
2022-07-28,23.551,23.8527,22.8308,23.3077,11428283.0
2022-07-29,23.7943,24.3295,23.7164,24.1349,13795511.0
2022-07-30,23.7943,24.3295,23.7164,24.1349,13795511.0
2022-07-31,23.7943,24.3295,23.7164,24.1349,13795511.0
2022-08-01,23.5413,23.7018,22.8698,23.3466,16500547.0
2022-08-02,23.405,23.5607,22.8308,23.2396,15279556.0
2022-08-03,23.4537,23.5218,21.955,22.2761,16947218.0
2022-08-04,21.2835,21.9355,20.8066,20.8942,17776557.0
2022-08-05,20.4368,21.6241,20.4368,21.1862,13563903.0
2022-08-06,20.4368,21.6241,20.4368,21.1862,13563903.0
2022-08-07,20.4368,21.6241,20.4368,21.1862,13563903.0
2022-08-08,21.1862,21.4976,20.8285,21.2445,17555346.0
2022-08-09,21.6435,21.989,21.2445,21.3711,12528690.0
2022-08-10,21.3905,21.8722,20.865,21.7409,15498731.0
2022-08-11,22.3053,23.3661,22.1399,23.2688,18516726.0
2022-08-12,23.1228,23.6386,22.9476,23.4147,13307541.0
2022-08-13,23.1228,23.6386,22.9476,23.4147,13307541.0
2022-08-14,23.1228,23.6386,22.9476,23.4147,13307541.0
2022-08-15,22.3637,22.9573,21.9793,22.7627,12806339.0
2022-08-16,23.124,23.3535,22.2647,22.5088,13371252.0
2022-08-17,22.5088,23.1484,22.333,22.8604,12693999.0
2022-08-18,23.2217,24.0908,23.1533,24.0224,13821819.0
2022-08-19,23.8857,24.2031,23.7441,23.8857,13279772.0
2022-08-20,23.8857,24.2031,23.7441,23.8857,13279772.0
2022-08-21,23.8857,24.2031,23.7441,23.8857,13279772.0
2022-08-22,23.583,24.1493,23.0459,24.0712,13301299.0
2022-08-23,24.6572,25.8778,24.5986,25.1063,18022407.0
2022-08-24,25.2235,25.7509,25.0673,25.6727,14140658.0
2022-08-25,25.8778,26.1404,25.3827,25.7509,10999254.0
2022-08-26,25.6825,26.2001,25.3407,25.5458,11631158.0
2022-08-27,25.6825,26.2001,25.3407,25.5458,11631158.0
2022-08-28,25.6825,26.2001,25.3407,25.5458,11631158.0
2022-08-29,25.4774,26.6493,25.3703,26.161,12819194.0
2022-08-30,25.536,25.536,24.6181,24.9794,13104410.0
2022-08-31,24.2958,25.4481,24.1201,24.9892,15631905.0
2022-09-01,24.5009,24.6767,23.866,24.3349,14878440.0
2022-09-02,25.1161,25.3895,24.8036,25.1063,12718429.0
2022-09-03,25.1161,25.3895,24.8036,25.1063,12718429.0
2022-09-04,25.1161,25.3895,24.8036,25.1063,12718429.0
2022-09-05,25.1161,25.3895,24.8036,25.1063,12718429.0
2022-09-06,25.3017,25.6141,24.7841,24.9208,12858908.0
2022-09-07,24.1591,24.7548,23.8369,24.3349,15040520.0
2022-09-08,24.6376,25.204,24.413,25.0087,14375599.0
2022-09-09,25.497,25.9706,25.3163,25.7313,12230514.0
2022-09-10,25.497,25.9706,25.3163,25.7313,12230514.0
2022-09-11,25.497,25.9706,25.3163,25.7313,12230514.0
2022-09-12,26.1317,26.8543,25.9071,26.5614,13362786.0
2022-09-13,26.1219,26.7762,25.7599,25.868,13765619.0
2022-09-14,26.2782,27.2596,26.2391,26.7176,15367692.0
2022-09-15,26.0145,26.5427,25.9169,26.1708,15250728.0
2022-09-16,26.0536,26.1415,25.0282,25.6044,25445941.0
2022-09-17,26.0536,26.1415,25.0282,25.6044,25445941.0
2022-09-18,26.0536,26.1415,25.0282,25.6044,25445941.0
2022-09-19,24.7157,25.4774,24.6279,25.3212,9635675.0
2022-09-20,25.1259,25.3114,24.5058,25.1552,10148109.0
2022-09-21,25.7118,25.8729,24.579,24.5888,11023432.0
2022-09-22,25.1063,25.2724,23.9931,24.0126,10431722.0
2022-09-23,22.8018,22.8018,21.1075,21.3858,15956360.0
2022-09-24,22.8018,22.8018,21.1075,21.3858,15956360.0
2022-09-25,22.8018,22.8018,21.1075,21.3858,15956360.0
2022-09-26,21.1417,21.4639,20.5753,20.5948,14401010.0
2022-09-27,21.0245,21.3467,20.5851,20.8878,13292500.0
2022-09-28,21.1221,22.2207,20.9561,22.1377,16700940.0
2022-09-29,21.8838,22.3574,21.3467,22.2647,14305173.0
2022-09-30,21.9034,22.4502,21.6788,22.0498,17056470.0
2022-10-01,21.9034,22.4502,21.6788,22.0498,17056470.0
2022-10-02,21.9034,22.4502,21.6788,22.0498,17056470.0
2022-10-03,23.2412,24.4863,23.1142,24.3837,16469314.0
2022-10-04,25.0868,25.8778,24.7646,25.8778,14088085.0
2022-10-05,25.8973,26.6981,25.5068,26.5516,16436476.0
2022-10-06,26.2879,27.6648,26.161,27.5867,16782509.0
2022-10-07,27.6355,28.2308,26.9813,27.284,18554675.0
2022-10-08,27.6355,28.2308,26.9813,27.284,18554675.0
2022-10-09,27.6355,28.2308,26.9813,27.284,18554675.0
2022-10-10,27.2254,27.9431,26.5955,26.8739,14812579.0
2022-10-11,26.1122,27.0496,25.9364,26.4051,11454231.0
2022-10-12,26.2684,27.0203,25.9559,26.7957,10515433.0
2022-10-13,26.3075,27.9578,26.2782,27.6648,13720206.0
2022-10-14,27.2547,27.8601,26.3661,26.4149,11177312.0
2022-10-15,27.2547,27.8601,26.3661,26.4149,11177312.0
2022-10-16,27.2547,27.8601,26.3661,26.4149,11177312.0
2022-10-17,26.9813,27.4695,26.2196,26.5028,15531216.0
2022-10-18,26.8543,27.2352,26.1854,26.9129,12617104.0
2022-10-19,26.9227,28.0066,26.7274,27.6844,11945784.0
2022-10-20,28.0261,28.49,27.4402,27.5672,11273742.0
2022-10-21,27.8308,28.4753,27.6551,28.4656,12508852.0
2022-10-22,27.8308,28.4753,27.6551,28.4656,12508852.0
2022-10-23,27.8308,28.4753,27.6551,28.4656,12508852.0
2022-10-24,28.4949,29.0027,28.2312,28.7781,9515464.0
2022-10-25,28.6316,29.0417,28.4314,28.9538,9481481.0
2022-10-26,29.2468,30.0964,29.1784,29.4714,11534713.0
2022-10-27,30.2233,30.5505,29.7351,29.8034,12968344.0
2022-10-28,30.2721,30.4382,28.8172,29.4519,10946186.0
2022-10-29,30.2721,30.4382,28.8172,29.4519,10946186.0
2022-10-30,30.2721,30.4382,28.8172,29.4519,10946186.0
2022-10-31,29.1101,30.1257,28.9441,29.7351,10776062.0
2022-11-01,30.3503,30.4284,29.9499,30.2038,10757824.0
2022-11-02,30.0768,30.1354,28.8562,29.0613,15006558.0
2022-11-03,28.7878,30.8288,28.6123,30.6823,16797375.0
2022-11-04,31.444,31.8053,30.8092,31.278,18056227.0
2022-11-05,31.444,31.8053,30.8092,31.278,18056227.0
2022-11-06,31.444,31.8053,30.8092,31.278,18056227.0
2022-11-07,31.5612,32.6353,31.4635,32.2545,13089997.0
2022-11-08,32.1471,32.1764,31.278,31.9615,14468063.0
2022-11-09,31.3561,31.4733,29.8132,29.9108,16293401.0
2022-11-10,30.7018,30.9362,29.9304,30.8581,9774436.0
2022-11-11,31.7369,32.2829,31.5514,32.108,16266611.0
2022-11-12,31.7369,32.2829,31.5514,32.108,16266611.0
2022-11-13,31.7369,32.2829,31.5514,32.108,16266611.0
2022-11-14,31.8932,32.4058,31.7223,31.7369,11658687.0
2022-11-15,31.9817,32.4224,31.5411,32.2559,10281892.0
2022-11-16,31.7565,31.9301,30.5814,30.7969,8565900.0
2022-11-17,30.2485,30.6793,29.7638,30.65,8747473.0
2022-11-18,29.798,30.3072,29.1615,30.1604,9255875.0
2022-11-19,29.798,30.3072,29.1615,30.1604,9255875.0
2022-11-20,29.798,30.3072,29.1615,30.1604,9255875.0
2022-11-21,29.2203,29.4553,27.7514,29.4161,14098628.0
2022-11-22,30.0233,30.6304,29.7834,30.5423,9231463.0
2022-11-23,29.8764,30.3072,29.5728,30.0135,6041059.0
2022-11-24,29.8764,30.3072,29.5728,30.0135,6041059.0
2022-11-25,30.1604,30.2093,29.6707,29.7491,3347853.0
2022-11-26,30.1604,30.2093,29.6707,29.7491,3347853.0
2022-11-27,30.1604,30.2093,29.6707,29.7491,3347853.0
2022-11-28,28.6915,29.4847,28.4663,29.1909,9205531.0
2022-11-29,29.6218,30.0477,29.3917,29.7197,7553810.0
2022-11-30,30.3464,30.4541,29.5434,29.9939,11942120.0
2022-12-01,30.317,30.4345,29.4161,29.4651,9424139.0
2022-12-02,29.279,29.8249,28.7307,29.1224,10995663.0
2022-12-03,29.279,29.8249,28.7307,29.1224,10995663.0
2022-12-04,29.279,29.8249,28.7307,29.1224,10995663.0
2022-12-05,29.7295,30.0233,27.7017,27.9277,11316550.0
2022-12-06,27.6927,28.2606,26.6155,26.8799,12776284.0
2022-12-07,26.9778,27.3206,26.4784,26.8408,10851650.0
2022-12-08,27.5948,27.7319,26.1945,26.2826,10263596.0
2022-12-09,26.2043,26.4882,25.6167,25.6265,10940217.0
2022-12-10,26.2043,26.4882,25.6167,25.6265,10940217.0
2022-12-11,26.2043,26.4882,25.6167,25.6265,10940217.0
2022-12-12,25.7832,26.782,25.6853,26.6155,12501512.0
2022-12-13,27.4185,27.585,26.6761,27.1052,12493860.0
2022-12-14,27.4479,27.6829,26.6449,26.8995,13154537.0
2022-12-15,26.6743,27.3353,26.5274,27.2814,14263234.0
2022-12-16,26.5666,26.9093,26.1749,26.7624,29738663.0
2022-12-17,26.5666,26.9093,26.1749,26.7624,29738663.0
2022-12-18,26.5666,26.9093,26.1749,26.7624,29738663.0
2022-12-19,27.0366,27.2814,26.2581,26.4686,10084339.0
2022-12-20,26.4589,27.0415,26.4197,26.5862,12488493.0
2022-12-21,27.252,27.3598,26.7526,27.1639,8206898.0
2022-12-22,27.1345,27.2031,25.4796,26.1455,9740408.0
2022-12-23,26.5666,26.9387,26.3022,26.8701,9400462.0
2022-12-24,26.5666,26.9387,26.3022,26.8701,9400462.0
2022-12-25,26.5666,26.9387,26.3022,26.8701,9400462.0
2022-12-26,26.5666,26.9387,26.3022,26.8701,9400462.0
2022-12-27,27.0954,27.252,26.8408,27.0758,6868527.0
2022-12-28,26.831,26.8799,25.9594,26.028,7907599.0
2022-12-29,25.8028,26.4197,25.7146,26.2238,6133138.0
2022-12-30,26.0378,26.5752,25.9595,26.5078,7196208.0
2022-12-31,26.0378,26.5752,25.9595,26.5078,7196208.0
2023-01-01,26.0378,26.5752,25.9595,26.5078,7196208.0
2023-01-02,26.0378,26.5752,25.9595,26.5078,7196208.0
2023-01-03,26.1259,26.4295,24.7942,25.1075,9714615.0
2023-01-04,24.5004,25.2936,24.2654,24.7942,11334623.0
2023-01-05,24.7942,25.6314,24.7354,25.3327,9843264.0
2023-01-06,25.7636,26.2532,25.6952,26.0476,9373507.0
2023-01-07,25.7636,26.2532,25.6952,26.0476,9373507.0
2023-01-08,25.7636,26.2532,25.6952,26.0476,9373507.0
2023-01-09,26.782,26.9583,26.3511,26.4686,8406339.0
2023-01-10,26.547,26.6867,25.9839,26.4491,7882703.0
2023-01-11,26.8212,26.8799,26.0973,26.4882,10004615.0
2023-01-12,26.6351,27.1639,26.5029,26.8114,11655915.0
2023-01-13,26.5959,26.782,26.1651,26.5176,7098439.0
2023-01-14,26.5959,26.782,26.1651,26.5176,7098439.0
2023-01-15,26.5959,26.782,26.1651,26.5176,7098439.0
2023-01-16,26.5959,26.782,26.1651,26.5176,7098439.0
2023-01-17,26.6155,26.8554,26.1063,26.2434,8658549.0
2023-01-18,26.5176,27.3695,26.2532,26.3218,11099044.0
2023-01-19,26.214,26.8995,25.9892,26.8212,9500341.0
2023-01-20,26.9093,27.3695,26.6155,27.301,7665406.0
2023-01-21,26.9093,27.3695,26.6155,27.301,7665406.0
2023-01-22,26.9093,27.3695,26.6155,27.301,7665406.0
2023-01-23,27.5164,27.7573,27.2814,27.5164,8744615.0
2023-01-24,29.2301,29.2301,26.6841,27.2716,8649540.0
2023-01-25,27.2129,27.3255,26.6841,27.2814,6115718.0
2023-01-26,27.6731,28.1725,27.1835,28.1627,8211591.0
2023-01-27,28.104,28.6621,27.7025,27.7221,9297692.0
2023-01-28,28.104,28.6621,27.7025,27.7221,9297692.0
2023-01-29,28.104,28.6621,27.7025,27.7221,9297692.0
2023-01-30,27.3108,27.4968,26.4882,26.5274,8300312.0
2023-01-31,26.4393,27.1052,26.2532,26.8995,10242756.0
2023-02-01,26.7624,27.2814,25.6902,26.2238,11936102.0
2023-02-02,26.1945,26.2043,25.2642,25.6461,10782763.0
2023-02-03,25.6853,26.3022,25.4502,25.4894,10744270.0
2023-02-04,25.6853,26.3022,25.4502,25.4894,10744270.0
2023-02-05,25.6853,26.3022,25.4502,25.4894,10744270.0
2023-02-06,25.5188,25.793,24.8725,25.2544,9700957.0
2023-02-07,25.509,26.3707,25.1076,26.312,10743147.0
2023-02-08,26.3413,26.6547,25.7832,26.0476,9762740.0
2023-02-09,26.0476,26.1749,25.5384,25.5873,9859804.0
2023-02-10,26.1063,27.2422,26.0965,27.1737,10718668.0
2023-02-11,26.1063,27.2422,26.0965,27.1737,10718668.0
2023-02-12,26.1063,27.2422,26.0965,27.1737,10718668.0
2023-02-13,26.8897,27.1443,26.64,26.7624,11076183.0
2023-02-14,26.4381,26.9098,26.1706,26.6936,8891941.0
2023-02-15,26.1629,26.2317,24.9933,25.6223,16545515.0
2023-02-16,25.6322,26.9786,25.5535,26.3201,18392071.0
2023-02-17,25.7108,25.7796,25.0744,25.4159,17629898.0
2023-02-18,25.7108,25.7796,25.0744,25.4159,17629898.0
2023-02-19,25.7108,25.7796,25.0744,25.4159,17629898.0
2023-02-20,25.7108,25.7796,25.0744,25.4159,17629898.0
2023-02-21,25.4061,25.5437,24.8754,24.9835,12520063.0
2023-02-22,24.8852,25.2243,24.4429,24.6788,9454691.0
2023-02-23,25.1604,25.3717,24.5609,25.0425,11341285.0
2023-02-24,24.6592,25.2194,24.5068,25.1506,10079231.0
2023-02-25,24.6592,25.2194,24.5068,25.1506,10079231.0
2023-02-26,24.6592,25.2194,24.5068,25.1506,10079231.0
2023-02-27,25.1408,25.5732,24.8963,25.3865,8610328.0
2023-02-28,25.6322,25.701,24.6985,24.7181,11830308.0
2023-03-01,24.7378,25.5388,24.6493,25.3471,7395305.0
2023-03-02,25.2194,25.7943,25.1408,25.6518,7210994.0
2023-03-03,25.1997,26.1924,25.0916,26.0744,7614584.0
2023-03-04,25.1997,26.1924,25.0916,26.0744,7614584.0
2023-03-05,25.1997,26.1924,25.0916,26.0744,7614584.0
2023-03-06,25.8189,25.9909,25.6076,25.7894,8554819.0
2023-03-07,25.6027,25.6813,25.1506,25.2194,8339111.0
2023-03-08,25.1113,25.5428,24.6493,24.954,8610204.0
2023-03-09,25.0621,25.4159,24.099,24.1579,10182307.0
2023-03-10,24.0891,24.4724,23.411,23.5584,9823283.0
2023-03-11,24.0891,24.4724,23.411,23.5584,9823283.0
2023-03-12,24.0891,24.4724,23.411,23.5584,9823283.0
2023-03-13,22.9392,23.1898,22.2168,22.5559,13072480.0
2023-03-14,22.6935,23.5663,22.3987,22.8311,9863353.0
2023-03-15,21.8188,21.8974,20.3052,20.8949,19173090.0
2023-03-16,20.3642,21.6517,20.2168,21.6321,14933327.0
2023-03-17,21.3863,21.6026,20.6541,20.836,21504407.0
2023-03-18,21.3863,21.6026,20.6541,20.836,21504407.0
2023-03-19,21.3863,21.6026,20.6541,20.836,21504407.0
2023-03-20,20.7967,21.6321,20.7967,21.3667,10734910.0
2023-03-21,22.0154,22.723,21.9171,22.5657,11723899.0
2023-03-22,22.6149,22.7721,21.8679,21.8974,10094600.0
2023-03-23,22.1136,22.438,21.3667,21.6222,10491571.0
2023-03-24,21.1603,21.8188,21.0424,21.7795,10326443.0
2023-03-25,21.1603,21.8188,21.0424,21.7795,10326443.0
2023-03-26,21.1603,21.8188,21.0424,21.7795,10326443.0
2023-03-27,22.1333,22.6345,21.7795,22.5068,10929831.0
2023-03-28,22.4183,23.1456,22.3593,22.8704,10729286.0
2023-03-29,23.2242,23.411,23.0719,23.2341,9173235.0
2023-03-30,23.5486,23.6272,23.1554,23.3029,7906176.0
2023-03-31,23.3913,23.8385,23.3913,23.5486,9419833.0
2023-04-01,23.3913,23.8385,23.3913,23.5486,9419833.0
2023-04-02,23.3913,23.8385,23.3913,23.5486,9419833.0
2023-04-03,25.6125,26.1383,25.3078,25.8779,21729848.0
2023-04-04,26.2022,26.2219,24.9472,25.2882,18237819.0
2023-04-05,25.1702,25.3275,24.6985,25.2587,11293230.0
2023-04-06,25.072,25.2587,24.8213,25.0818,7877001.0
2023-04-07,25.072,25.2587,24.8213,25.0818,7877001.0
2023-04-08,25.072,25.2587,24.8213,25.0818,7877001.0
2023-04-09,25.072,25.2587,24.8213,25.0818,7877001.0
2023-04-10,25.2783,25.8287,25.1997,25.3177,10838068.0
2023-04-11,25.5732,25.8569,25.2096,25.6617,9544926.0
2023-04-12,25.6813,25.7345,25.0916,25.1801,11760681.0
2023-04-13,25.1506,25.4651,25.072,25.2194,9409991.0
2023-04-14,25.3668,25.4946,25.0818,25.2882,8195114.0
2023-04-15,25.3668,25.4946,25.0818,25.2882,8195114.0
2023-04-16,25.3668,25.4946,25.0818,25.2882,8195114.0
2023-04-17,25.2685,25.3078,24.3152,24.3741,14266284.0
2023-04-18,24.2464,24.4233,23.8729,24.3152,11927821.0
2023-04-19,23.8729,24.325,23.7157,24.2366,9981028.0
2023-04-20,23.7943,23.9515,23.524,23.8532,8791009.0
2023-04-21,23.8926,24.0596,23.4994,23.6763,7865113.0
2023-04-22,23.8926,24.0596,23.4994,23.6763,7865113.0
2023-04-23,23.8926,24.0596,23.4994,23.6763,7865113.0
2023-04-24,23.6174,24.5019,23.5781,24.3053,9530780.0
2023-04-25,23.7746,23.8827,23.1948,23.3323,10440499.0
2023-04-26,23.1358,23.3667,22.6051,22.8901,10732684.0
2023-04-27,22.9097,23.1653,22.6345,23.0768,9261923.0
2023-04-28,23.1358,23.9527,22.9392,23.7451,9052331.0
2023-04-29,23.1358,23.9527,22.9392,23.7451,9052331.0
2023-04-30,23.1358,23.9527,22.9392,23.7451,9052331.0
2023-05-01,23.3029,23.9121,23.2832,23.6272,7218122.0
2023-05-02,23.126,23.2046,21.8778,22.3495,11715204.0
2023-05-03,21.8679,22.3053,21.7205,21.8876,12313916.0
2023-05-04,21.6222,22.2512,21.2586,21.7009,14425362.0
2023-05-05,22.6051,22.8311,22.3987,22.5363,11170758.0
2023-05-06,22.6051,22.8311,22.3987,22.5363,11170758.0
2023-05-07,22.6051,22.8311,22.3987,22.5363,11170758.0
2023-05-08,23.0375,23.2046,22.4281,22.4281,8691413.0
2023-05-09,22.2021,22.7869,22.0743,22.5068,10437631.0
2023-05-10,22.7033,22.8114,22.0154,22.2807,9754644.0
2023-05-11,21.8974,22.2119,21.7402,22.0842,8579012.0
2023-05-12,22.3299,22.5215,21.809,22.0055,8438575.0
2023-05-13,22.3299,22.5215,21.809,22.0055,8438575.0
2023-05-14,22.3299,22.5215,21.809,22.0055,8438575.0
2023-05-15,22.1824,22.5412,21.9172,22.2807,10096880.0
2023-05-16,22.2215,22.3696,21.6736,21.6884,8774345.0
2023-05-17,22.0241,22.6657,21.7871,22.4189,11964665.0
2023-05-18,22.261,22.8237,22.0438,22.7546,9938169.0
2023-05-19,23.0014,23.1889,22.6262,22.7743,10578468.0
2023-05-20,23.0014,23.1889,22.6262,22.7743,10578468.0
2023-05-21,23.0014,23.1889,22.6262,22.7743,10578468.0
2023-05-22,22.8335,23.3469,22.7151,23.1297,8900366.0
2023-05-23,23.2975,23.7812,23.1669,23.337,10281248.0
2023-05-24,23.6628,23.9392,23.2975,23.7121,11487193.0
2023-05-25,23.2087,23.3271,22.725,23.031,13824066.0
2023-05-26,23.2482,23.3271,22.7353,22.9619,9180728.0
2023-05-27,23.2482,23.3271,22.7353,22.9619,9180728.0
2023-05-28,23.2482,23.3271,22.7353,22.9619,9180728.0
2023-05-29,23.2482,23.3271,22.7353,22.9619,9180728.0
2023-05-30,22.4683,22.5966,22.1524,22.5473,9264993.0
2023-05-31,22.0734,22.2708,21.8562,21.876,15211895.0
2023-06-01,21.9155,22.646,21.8414,22.182,10906415.0
2023-06-02,22.7052,23.1593,22.4584,22.9619,14275026.0
2023-06-03,22.7052,23.1593,22.4584,22.9619,14275026.0
2023-06-04,22.7052,23.1593,22.4584,22.9619,14275026.0
2023-06-05,23.722,23.7566,22.6213,22.646,13960533.0
2023-06-06,22.2116,23.0014,22.1623,22.8829,12965753.0
2023-06-07,23.031,24.0675,23.031,23.9984,14125473.0
2023-06-08,23.9885,24.1366,23.184,23.643,14663588.0
2023-06-09,23.6134,23.801,23.1396,23.2482,11472469.0
2023-06-10,23.6134,23.801,23.1396,23.2482,11472469.0
2023-06-11,23.6134,23.801,23.1396,23.2482,11472469.0
2023-06-12,22.8237,23.3176,22.6558,22.952,13080192.0
2023-06-13,23.2975,23.7911,23.0211,23.0408,12455820.0
2023-06-14,23.3469,23.5344,22.3548,22.5176,13703414.0
2023-06-15,22.6262,23.3025,22.6164,22.9915,12546288.0
2023-06-16,23.1396,23.2876,22.9522,23.1988,18402023.0
2023-06-17,23.1396,23.2876,22.9522,23.1988,18402023.0
2023-06-18,23.1396,23.2876,22.9522,23.1988,18402023.0
2023-06-19,23.1396,23.2876,22.9522,23.1988,18402023.0
2023-06-20,22.9224,23.0008,22.2215,22.5275,12448100.0
2023-06-21,22.4584,23.0162,22.3794,22.7447,10655373.0
2023-06-22,22.3498,22.4189,21.797,21.9648,15076847.0
2023-06-23,21.6094,21.9055,21.5798,21.6687,12315363.0
2023-06-24,21.6094,21.9055,21.5798,21.6687,12315363.0
2023-06-25,21.6094,21.9055,21.5798,21.6687,12315363.0
2023-06-26,21.7575,22.1425,21.7476,21.876,13376507.0
2023-06-27,21.718,22.0142,21.5996,21.8266,13955725.0
2023-06-28,21.9253,22.103,21.6194,22.0537,13408158.0
2023-06-29,22.2314,22.6361,22.1425,22.6361,12193851.0
2023-06-30,22.8582,22.9717,22.5473,22.725,10740132.0
2023-07-01,22.8582,22.9717,22.5473,22.725,10740132.0
2023-07-02,22.8582,22.9717,22.5473,22.725,10740132.0
2023-07-03,22.7052,23.0063,22.5867,22.7052,4473806.0
2023-07-04,22.7052,23.0063,22.5867,22.7052,4473806.0
