,DAN US Equity,DAN US Equity,DAN US Equity,DAN US Equity,DAN US Equity
2019-05-20,14.3139,14.4581,14.1562,14.2328,1221494.0
2019-05-21,14.35,14.6564,14.2598,14.6384,1804245.0
2019-05-22,14.5393,14.6294,14.1517,14.2148,1110708.0
2019-05-23,13.8722,13.9714,13.683,13.8452,1002931.0
2019-05-24,14.0075,14.0525,13.7821,13.8542,733378.0
2019-05-25,14.0075,14.0525,13.7821,13.8542,733378.0
2019-05-26,14.0075,14.0525,13.7821,13.8542,733378.0
2019-05-27,14.0075,14.0525,13.7821,13.8542,733378.0
2019-05-28,13.8722,14.0345,13.7821,13.9263,1040008.0
2019-05-29,13.7641,13.9489,13.5838,13.9263,998893.0
2019-05-30,13.9534,14.2779,13.7551,13.8632,1130988.0
2019-05-31,13.2233,13.3224,13.034,13.1511,2263263.0
2019-06-01,13.2233,13.3224,13.034,13.1511,2263263.0
2019-06-02,13.2233,13.3224,13.034,13.1511,2263263.0
2019-06-03,13.1421,13.9579,13.1331,13.683,2283721.0
2019-06-04,13.9804,14.6024,13.9804,14.5843,3136621.0
2019-06-05,14.6564,14.6835,14.0705,14.4672,1416229.0
2019-06-06,14.4311,14.5303,13.9353,14.2238,2866089.0
2019-06-07,14.2238,14.7105,14.1517,14.6655,1132165.0
2019-06-08,14.2238,14.7105,14.1517,14.6655,1132165.0
2019-06-09,14.2238,14.7105,14.1517,14.6655,1132165.0
2019-06-10,14.8457,15.2333,14.8457,15.044,1069082.0
2019-06-11,15.3235,15.4497,14.99,15.0711,2141282.0
2019-06-12,15.008,15.2694,14.9088,15.0891,866064.0
2019-06-13,15.1702,15.3776,15.0801,15.2784,1021819.0
2019-06-14,15.2063,15.2063,14.8818,14.9088,1126989.0
2019-06-15,15.2063,15.2063,14.8818,14.9088,1126989.0
2019-06-16,15.2063,15.2063,14.8818,14.9088,1126989.0
2019-06-17,14.8818,15.044,14.7286,14.9449,973355.0
2019-06-18,15.0891,15.5759,15.0801,15.4316,1085773.0
2019-06-19,15.4587,15.7561,15.1792,15.4226,2069972.0
2019-06-20,15.7201,16.1798,15.6119,16.1077,2703272.0
2019-06-21,16.0265,16.2068,15.8282,16.1798,1718817.0
2019-06-22,16.0265,16.2068,15.8282,16.1798,1718817.0
2019-06-23,16.0265,16.2068,15.8282,16.1798,1718817.0
2019-06-24,16.1347,16.306,15.9499,16.1527,1521882.0
2019-06-25,16.1527,16.1527,15.7606,15.8913,1904427.0
2019-06-26,16.0175,16.6215,15.9184,16.5674,2143841.0
2019-06-27,16.7206,17.4958,16.6755,17.4868,3096635.0
2019-06-28,17.4868,18.0547,17.4597,17.9735,8099602.0
2019-06-29,17.4868,18.0547,17.4597,17.9735,8099602.0
2019-06-30,17.4868,18.0547,17.4597,17.9735,8099602.0
2019-07-01,18.3611,18.6676,17.613,17.64,3912486.0
2019-07-02,17.5949,17.649,17.3696,17.5048,2406815.0
2019-07-03,17.5769,17.6941,17.3696,17.5409,719173.0
2019-07-04,17.5769,17.6941,17.3696,17.5409,719173.0
2019-07-05,17.3696,17.5859,17.1082,17.2705,1776005.0
2019-07-06,17.3696,17.5859,17.1082,17.2705,1776005.0
2019-07-07,17.3696,17.5859,17.1082,17.2705,1776005.0
2019-07-08,17.1533,17.3786,16.7882,16.8468,974262.0
2019-07-09,16.7116,16.8288,16.342,16.4592,1934768.0
2019-07-10,16.6124,16.8107,16.315,16.7747,1655191.0
2019-07-11,16.7747,16.8468,16.0941,16.1978,1928510.0
2019-07-12,16.2339,16.8017,16.2339,16.6215,1220186.0
2019-07-13,16.2339,16.8017,16.2339,16.6215,1220186.0
2019-07-14,16.2339,16.8017,16.2339,16.6215,1220186.0
2019-07-15,16.7206,16.8378,16.3105,16.6395,1427159.0
2019-07-16,16.324,16.7837,16.1257,16.7296,1448100.0
2019-07-17,16.8107,16.8107,16.2609,16.5584,1167405.0
2019-07-18,16.4502,16.5854,16.324,16.5403,1273901.0
2019-07-19,16.6305,17.1398,16.6034,16.7567,1385708.0
2019-07-20,16.6305,17.1398,16.6034,16.7567,1385708.0
2019-07-21,16.6305,17.1398,16.6034,16.7567,1385708.0
2019-07-22,16.8468,17.0226,16.6034,16.6395,1543243.0
2019-07-23,16.964,17.6716,16.8017,17.631,1996630.0
2019-07-24,17.5499,18.0637,17.3696,18.0547,1422676.0
2019-07-25,17.7752,17.9194,17.4057,17.4778,1462182.0
2019-07-26,17.4327,17.6851,17.0992,17.5859,1107434.0
2019-07-27,17.4327,17.6851,17.0992,17.5859,1107434.0
2019-07-28,17.4327,17.6851,17.0992,17.5859,1107434.0
2019-07-29,17.5859,17.6761,17.3155,17.4868,971466.0
2019-07-30,17.2524,17.2975,16.7026,17.2885,3600847.0
2019-07-31,16.8558,17.2344,14.7827,15.0621,6869455.0
2019-08-01,14.9719,15.1883,13.8903,14.0976,3592989.0
2019-08-02,13.9083,13.9083,13.1917,13.6739,3055842.0
2019-08-03,13.9083,13.9083,13.1917,13.6739,3055842.0
2019-08-04,13.9083,13.9083,13.1917,13.6739,3055842.0
2019-08-05,13.2593,13.4937,12.9844,13.07,2861051.0
2019-08-06,13.3404,13.6032,12.6914,13.052,2727388.0
2019-08-07,12.7816,12.9528,12.5833,12.7185,2332217.0
2019-08-08,12.8176,13.1241,12.6779,12.8357,2308940.0
2019-08-09,12.7005,12.7005,12.394,12.5652,1579700.0
2019-08-10,12.7005,12.7005,12.394,12.5652,1579700.0
2019-08-11,12.7005,12.7005,12.394,12.5652,1579700.0
2019-08-12,12.4571,12.5157,12.0515,12.1686,1588441.0
2019-08-13,12.1146,12.6464,12.0875,12.1777,1776773.0
2019-08-14,11.9433,11.9523,11.4295,11.6639,2719744.0
2019-08-15,11.6729,11.7638,11.1642,11.2551,2092163.0
2019-08-16,11.3096,11.7002,11.3096,11.6366,1451378.0
2019-08-17,11.3096,11.7002,11.3096,11.6366,1451378.0
2019-08-18,11.3096,11.7002,11.3096,11.6366,1451378.0
2019-08-19,11.9182,11.9527,11.5639,11.6275,2256881.0
2019-08-20,11.5458,11.6184,11.3823,11.4095,2530595.0
2019-08-21,11.6184,11.8637,11.5094,11.6184,1704977.0
2019-08-22,11.6366,11.891,11.5367,11.6639,1611459.0
2019-08-23,11.3732,11.573,10.8645,10.8917,1576331.0
2019-08-24,11.3732,11.573,10.8645,10.8917,1576331.0
2019-08-25,11.3732,11.573,10.8645,10.8917,1576331.0
2019-08-26,11.1188,11.246,10.7191,10.7736,1453177.0
2019-08-27,10.9281,11.0552,10.6283,10.6374,2475508.0
2019-08-28,10.592,11.1552,10.5102,11.1552,2162711.0
2019-08-29,11.2823,11.5276,11.246,11.4004,1626646.0
2019-08-30,11.5185,11.7547,11.4549,11.5639,1649194.0
2019-08-31,11.5185,11.7547,11.4549,11.5639,1649194.0
2019-09-01,11.5185,11.7547,11.4549,11.5639,1649194.0
2019-09-02,11.5185,11.7547,11.4549,11.5639,1649194.0
2019-09-03,11.4095,11.5185,11.0098,11.1461,1416082.0
2019-09-04,11.464,11.6639,11.355,11.6094,1555706.0
2019-09-05,11.8637,12.6631,11.8637,12.5813,2445643.0
2019-09-06,12.6268,12.8357,12.5632,12.7903,1977825.0
2019-09-07,12.6268,12.8357,12.5632,12.7903,1977825.0
2019-09-08,12.6268,12.8357,12.5632,12.7903,1977825.0
2019-09-09,12.9084,13.408,12.9084,13.2808,1553566.0
2019-09-10,13.19,14.171,13.0446,14.1165,2203265.0
2019-09-11,14.0257,14.0711,13.0101,13.4625,3338425.0
2019-09-12,13.3717,13.4262,12.9265,13.0446,2280744.0
2019-09-13,13.3626,14.2619,13.3353,13.8349,3484571.0
2019-09-14,13.3626,14.2619,13.3353,13.8349,3484571.0
2019-09-15,13.3626,14.2619,13.3353,13.8349,3484571.0
2019-09-16,13.6078,14.2165,13.4988,13.9167,1570194.0
2019-09-17,13.7623,13.7623,13.4171,13.6714,2323823.0
2019-09-18,13.6533,13.8622,13.4035,13.517,1465632.0
2019-09-19,13.5806,13.8985,13.4897,13.6805,1599104.0
2019-09-20,13.7078,13.7577,13.517,13.5624,2341126.0
2019-09-21,13.7078,13.7577,13.517,13.5624,2341126.0
2019-09-22,13.7078,13.7577,13.517,13.5624,2341126.0
2019-09-23,13.3353,13.5443,13.19,13.3353,1322640.0
2019-09-24,13.4352,13.5034,12.8175,12.8993,1204617.0
2019-09-25,12.8811,13.1355,12.7994,12.9629,1387508.0
2019-09-26,12.981,12.9992,12.7721,12.8902,879790.0
2019-09-27,12.9538,13.2354,12.7994,12.9265,1120197.0
2019-09-28,12.9538,13.2354,12.7994,12.9265,1120197.0
2019-09-29,12.9538,13.2354,12.7994,12.9265,1120197.0
2019-09-30,12.8993,13.1991,12.7403,13.1173,1372575.0
2019-10-01,13.2717,13.4988,12.6994,12.7539,997422.0
2019-10-02,12.5359,12.5995,12.1635,12.436,1352327.0
2019-10-03,12.3542,12.4996,12.1635,12.4633,926379.0
2019-10-04,12.3815,12.5723,12.2725,12.4269,1007565.0
2019-10-05,12.3815,12.5723,12.2725,12.4269,1007565.0
2019-10-06,12.3815,12.5723,12.2725,12.4269,1007565.0
2019-10-07,12.3179,12.4814,12.218,12.2907,960804.0
2019-10-08,12.0181,12.0817,11.8274,11.891,1123424.0
2019-10-09,12.1453,12.2362,11.9455,12.1362,1779392.0
2019-10-10,12.2816,12.6994,12.2271,12.4269,1250067.0
2019-10-11,12.7449,13.4171,12.7358,13.2899,1963786.0
2019-10-12,12.7449,13.4171,12.7358,13.2899,1963786.0
2019-10-13,12.7449,13.4171,12.7358,13.2899,1963786.0
2019-10-14,13.1627,13.4352,13.0294,13.3989,928471.0
2019-10-15,13.4171,13.7804,13.2309,13.5261,1410127.0
2019-10-16,13.5715,14.0166,13.5715,13.8985,1090217.0
2019-10-17,14.0348,14.0348,13.7804,13.9167,1203352.0
2019-10-18,13.844,14.1984,13.844,14.0984,891958.0
2019-10-19,13.844,14.1984,13.844,14.0984,891958.0
2019-10-20,13.844,14.1984,13.844,14.0984,891958.0
2019-10-21,14.3891,14.489,14.1256,14.2074,1395481.0
2019-10-22,14.1711,14.7343,14.0984,14.6979,1057498.0
2019-10-23,14.7524,14.7615,14.4072,14.7343,1079427.0
2019-10-24,14.6616,14.8342,14.4072,14.5253,928347.0
2019-10-25,14.5253,15.0576,14.4209,14.9886,1040061.0
2019-10-26,14.5253,15.0576,14.4209,14.9886,1040061.0
2019-10-27,14.5253,15.0576,14.4209,14.9886,1040061.0
2019-10-28,15.143,15.3611,15.0885,15.1794,1244502.0
2019-10-29,15.1158,15.3565,14.9432,15.2702,1166002.0
2019-10-30,15.3611,15.7244,15.0704,15.4428,2139598.0
2019-10-31,15.5427,15.5972,14.6616,14.7433,2198953.0
2019-11-01,14.9614,15.6881,14.8887,15.679,2421980.0
2019-11-02,14.9614,15.6881,14.8887,15.679,2421980.0
2019-11-03,14.9614,15.6881,14.8887,15.679,2421980.0
2019-11-04,15.9515,16.2513,15.7698,16.2059,1673487.0
2019-11-05,16.2876,16.433,15.7335,15.7789,1543132.0
2019-11-06,15.897,15.9969,15.5518,15.7335,1930008.0
2019-11-07,16.0259,16.3548,15.9711,16.2908,1953135.0
2019-11-08,16.1812,16.4051,16.035,16.2817,1308442.0
2019-11-09,16.1812,16.4051,16.035,16.2817,1308442.0
2019-11-10,16.1812,16.4051,16.035,16.2817,1308442.0
2019-11-11,16.0898,16.1812,15.9528,16.1447,912335.0
2019-11-12,16.1538,16.2086,15.9162,16.099,679060.0
2019-11-13,15.8614,15.8614,15.4959,15.5325,1285164.0
2019-11-14,15.5873,15.7061,15.3863,15.4503,811060.0
2019-11-15,15.6147,15.697,15.2767,15.3224,836900.0
2019-11-16,15.6147,15.697,15.2767,15.3224,836900.0
2019-11-17,15.6147,15.697,15.2767,15.3224,836900.0
2019-11-18,15.1579,15.4,15.0482,15.2675,794877.0
2019-11-19,15.3772,15.4777,15.1853,15.3498,531363.0
2019-11-20,15.3589,15.5051,14.8335,14.9477,1092299.0
2019-11-21,15.0848,15.0939,14.7924,14.9203,564939.0
2019-11-22,15.0939,15.3772,14.966,15.2493,840221.0
2019-11-23,15.0939,15.3772,14.966,15.2493,840221.0
2019-11-24,15.0939,15.3772,14.966,15.2493,840221.0
2019-11-25,15.2493,15.7609,15.1625,15.7335,1088987.0
2019-11-26,15.7335,15.8523,15.5508,15.5873,883650.0
2019-11-27,15.633,15.7426,15.4959,15.6787,468084.0
2019-11-28,15.633,15.7426,15.4959,15.6787,468084.0
2019-11-29,15.5142,15.6421,15.4411,15.4868,429815.0
2019-11-30,15.5142,15.6421,15.4411,15.4868,429815.0
2019-12-01,15.5142,15.6421,15.4411,15.4868,429815.0
2019-12-02,15.5965,15.8431,15.4777,15.5873,1054398.0
2019-12-03,15.2675,15.2767,14.9386,15.2218,1724512.0
2019-12-04,15.4229,15.601,15.1031,15.1305,1304280.0
2019-12-05,15.2767,15.5097,15.0848,15.4411,1149842.0
2019-12-06,15.7792,16.0761,15.6513,16.035,981186.0
2019-12-07,15.7792,16.0761,15.6513,16.035,981186.0
2019-12-08,15.7792,16.0761,15.6513,16.035,981186.0
2019-12-09,15.9893,16.0624,15.9436,15.9528,820123.0
2019-12-10,15.9071,16.0076,15.6147,15.9528,597130.0
2019-12-11,16.0624,16.5649,16.0533,16.437,942654.0
2019-12-12,16.5558,17.3598,16.437,17.2776,1643568.0
2019-12-13,17.2228,17.5517,16.7385,16.8391,2285556.0
2019-12-14,17.2228,17.5517,16.7385,16.8391,2285556.0
2019-12-15,17.2228,17.5517,16.7385,16.8391,2285556.0
2019-12-16,17.1771,17.5334,17.0949,17.1406,1208887.0
2019-12-17,17.0583,17.2593,16.9578,17.1771,807138.0
2019-12-18,17.1771,17.3873,16.9944,17.3233,1217845.0
2019-12-19,17.2045,17.2959,17.0583,17.1314,1178873.0
2019-12-20,17.168,17.1862,16.766,16.8482,3313784.0
2019-12-21,17.168,17.1862,16.766,16.8482,3313784.0
2019-12-22,17.168,17.1862,16.766,16.8482,3313784.0
2019-12-23,16.8391,16.9076,16.6837,16.7842,815353.0
2019-12-24,16.8482,16.8756,16.702,16.8116,262621.0
2019-12-25,16.8482,16.8756,16.702,16.8116,262621.0
2019-12-26,16.8847,16.8939,16.6746,16.7934,511678.0
2019-12-27,16.8573,16.9852,16.7568,16.7842,891120.0
2019-12-28,16.8573,16.9852,16.7568,16.7842,891120.0
2019-12-29,16.8573,16.9852,16.7568,16.7842,891120.0
2019-12-30,16.903,16.903,16.5558,16.5924,744603.0
2019-12-31,16.5467,16.8391,16.4827,16.6289,687520.0
2020-01-01,16.5467,16.8391,16.4827,16.6289,687520.0
2020-01-02,16.8756,16.9396,16.638,16.9304,951431.0
2020-01-03,16.4644,16.5193,16.0167,16.0259,1500651.0
2020-01-04,16.4644,16.5193,16.0167,16.0259,1500651.0
2020-01-05,16.4644,16.5193,16.0167,16.0259,1500651.0
2020-01-06,15.8157,16.0076,15.6513,15.8249,1299332.0
2020-01-07,15.7975,15.9985,15.6513,15.8888,979321.0
2020-01-08,15.8431,15.898,15.5279,15.6239,1136878.0
2020-01-09,15.8157,15.8157,15.5051,15.5599,851204.0
2020-01-10,15.5325,15.5782,15.0208,15.1213,1082773.0
2020-01-11,15.5325,15.5782,15.0208,15.1213,1082773.0
2020-01-12,15.5325,15.5782,15.0208,15.1213,1082773.0
2020-01-13,15.1122,15.2493,14.8701,15.0574,1093448.0
2020-01-14,15.0208,15.1762,14.8153,14.9203,1298425.0
2020-01-15,14.7924,14.9569,14.6462,14.8746,1145874.0
2020-01-16,14.9112,15.4685,14.8381,15.3772,1150962.0
2020-01-17,15.3954,15.4503,15.1488,15.4411,1128049.0
2020-01-18,15.3954,15.4503,15.1488,15.4411,1128049.0
2020-01-19,15.3954,15.4503,15.1488,15.4411,1128049.0
2020-01-20,15.3954,15.4503,15.1488,15.4411,1128049.0
2020-01-21,15.3315,15.4868,15.0665,15.2675,1557250.0
2020-01-22,15.3589,15.5234,15.1579,15.3041,1279569.0
2020-01-23,15.1853,15.4594,14.733,15.4411,1075305.0
2020-01-24,15.3772,15.3772,14.7833,14.9112,834481.0
2020-01-25,15.3772,15.3772,14.7833,14.9112,834481.0
2020-01-26,15.3772,15.3772,14.7833,14.9112,834481.0
2020-01-27,14.4726,14.7924,14.2808,14.5183,1070811.0
2020-01-28,14.7741,15.2493,14.7559,14.9203,1394216.0
2020-01-29,14.9934,15.1579,14.7285,14.9477,1276864.0
2020-01-30,14.6462,14.8929,14.3858,14.4818,2971726.0
2020-01-31,14.4361,14.4589,14.0341,14.0798,2711065.0
2020-02-01,14.4361,14.4589,14.0341,14.0798,2711065.0
2020-02-02,14.4361,14.4589,14.0341,14.0798,2711065.0
2020-02-03,14.162,14.7285,14.162,14.6097,2146996.0
2020-02-04,15.0391,15.2127,14.8573,14.9112,1189968.0
2020-02-05,15.1853,15.4137,15.1579,15.2858,1200307.0
2020-02-06,15.3498,15.3772,14.9934,14.9934,1148633.0
2020-02-07,14.765,14.8472,14.5457,14.5457,1367442.0
2020-02-08,14.765,14.8472,14.5457,14.5457,1367442.0
2020-02-09,14.765,14.8472,14.5457,14.5457,1367442.0
2020-02-10,14.5,14.5092,14.0523,14.1254,1069917.0
2020-02-11,14.0889,14.9066,14.0158,14.8381,2527334.0
2020-02-12,15.167,15.7152,15.1213,15.4137,2261845.0
2020-02-13,15.4411,16.4005,15.4411,16.3639,1956196.0
2020-02-14,16.5558,16.967,15.9117,16.0442,1428084.0
2020-02-15,16.5558,16.967,15.9117,16.0442,1428084.0
2020-02-16,16.5558,16.967,15.9117,16.0442,1428084.0
2020-02-17,16.5558,16.967,15.9117,16.0442,1428084.0
2020-02-18,15.834,16.0259,15.5965,15.7701,1377485.0
2020-02-19,15.7883,16.0076,15.7792,15.9071,1559101.0
2020-02-20,15.7792,16.3731,15.6695,16.236,1115838.0
2020-02-21,16.035,16.0533,15.6604,15.8249,900288.0
2020-02-22,16.035,16.0533,15.6604,15.8249,900288.0
2020-02-23,16.035,16.0533,15.6604,15.8249,900288.0
2020-02-24,14.8746,15.1168,14.5092,14.5183,2523535.0
2020-02-25,14.6005,14.6188,13.5452,13.5772,1914224.0
2020-02-26,13.7965,14.0523,13.3991,13.6046,2321480.0
2020-02-27,13.1171,13.5311,12.694,12.9147,1787379.0
2020-02-28,12.372,13.3701,12.2341,13.2275,2286927.0
2020-02-29,12.372,13.3701,12.2341,13.2275,2286927.0
2020-03-01,12.372,13.3701,12.2341,13.2275,2286927.0
2020-03-02,13.2551,13.2643,12.4916,13.2459,2918954.0
