,CMI US Equity,CMI US Equity,CMI US Equity,CMI US Equity,CMI US Equity
2021-08-31,223.044,223.203,219.699,220.512,959072.0
2021-09-01,220.54,221.493,216.045,219.475,975463.0
2021-09-02,220.334,222.185,219.288,221.437,789602.0
2021-09-03,221.568,225.529,221.428,222.932,991798.0
2021-09-04,221.568,225.529,221.428,222.932,991798.0
2021-09-05,221.568,225.529,221.428,222.932,991798.0
2021-09-06,221.568,225.529,221.428,222.932,991798.0
2021-09-07,222.409,222.619,217.447,218.522,1109176.0
2021-09-08,217.793,218.867,216.279,218.363,763606.0
2021-09-09,218.895,220.063,217.078,217.709,783395.0
2021-09-10,218.802,219.933,216.522,218.026,739093.0
2021-09-11,218.802,219.933,216.522,218.026,739093.0
2021-09-12,218.802,219.933,216.522,218.026,739093.0
2021-09-13,220.334,221.54,218.12,220.166,756185.0
2021-09-14,221.437,221.437,215.662,216.625,784909.0
2021-09-15,216.41,220.923,216.326,219.073,860889.0
2021-09-16,219.241,220.157,214.382,214.653,1081379.0
2021-09-17,212.934,213.84,211.499,212.765,1986648.0
2021-09-18,212.934,213.84,211.499,212.765,1986648.0
2021-09-19,212.934,213.84,211.499,212.765,1986648.0
2021-09-20,208.897,210.037,203.967,206.953,1693532.0
2021-09-21,207.299,207.934,203.243,205.15,1031078.0
2021-09-22,207.355,210.728,206.86,207.093,869619.0
2021-09-23,209.056,214.13,208.158,213.363,1207639.0
2021-09-24,213.055,214.894,212.588,212.737,755362.0
2021-09-25,213.055,214.894,212.588,212.737,755362.0
2021-09-26,213.055,214.894,212.588,212.737,755362.0
2021-09-27,212.644,217.802,212.644,215.158,802126.0
2021-09-28,215.158,217.068,213.41,214.419,643234.0
2021-09-29,215.232,216.83,213.307,215.55,686556.0
2021-09-30,216.139,217.092,209.803,209.84,1094286.0
2021-10-01,210.551,214.84,209.084,213.018,772694.0
2021-10-02,210.551,214.84,209.084,213.018,772694.0
2021-10-03,210.551,214.84,209.084,213.018,772694.0
2021-10-04,213.363,214.176,211.373,212.606,924835.0
2021-10-05,210.84,220.727,208.925,219.288,1586645.0
2021-10-06,216.662,219.605,213.158,219.213,1062395.0
2021-10-07,221.344,222.848,219.129,219.465,908823.0
2021-10-08,219.064,222.362,218.208,220.531,623732.0
2021-10-09,219.064,222.362,218.208,220.531,623732.0
2021-10-10,219.064,222.362,218.208,220.531,623732.0
2021-10-11,221.559,222.175,217.064,217.204,978987.0
2021-10-12,217.26,218.774,214.475,215.055,865762.0
2021-10-13,215.924,217.101,212.34,216.363,731884.0
2021-10-14,217.344,223.876,216.391,223.175,815328.0
2021-10-15,225.586,225.67,222.428,222.661,673066.0
2021-10-16,225.586,225.67,222.428,222.661,673066.0
2021-10-17,225.586,225.67,222.428,222.661,673066.0
2021-10-18,220.428,222.221,220.096,221.502,745823.0
2021-10-19,223.418,224.876,221.876,224.381,772558.0
2021-10-20,224.381,227.277,223.54,226.913,907829.0
2021-10-21,226.137,226.262,223.315,224.932,522231.0
2021-10-22,225.203,226.464,223.493,224.932,660069.0
2021-10-23,225.203,226.464,223.493,224.932,660069.0
2021-10-24,225.203,226.464,223.493,224.932,660069.0
2021-10-25,223.988,227.053,223.1,225.539,663761.0
2021-10-26,226.175,226.175,223.241,223.241,750826.0
2021-10-27,223.007,223.007,218.881,219.456,789374.0
2021-10-28,219.662,226.904,219.596,226.829,759466.0
2021-10-29,227.072,227.312,222.913,224.119,1070264.0
2021-10-30,227.072,227.312,222.913,224.119,1070264.0
2021-10-31,227.072,227.312,222.913,224.119,1070264.0
2021-11-01,225.109,231.258,224.268,229.249,914253.0
2021-11-02,229.623,229.623,222.923,226.399,1115593.0
2021-11-03,223.811,224.587,218.194,220.045,1236524.0
2021-11-04,220.409,222.568,219.157,219.746,739472.0
2021-11-05,220.577,222.932,219.727,221.53,683289.0
2021-11-06,220.577,222.932,219.727,221.53,683289.0
2021-11-07,220.577,222.932,219.727,221.53,683289.0
2021-11-08,222.4,224.082,220.437,222.456,619456.0
2021-11-09,222.082,223.183,218.419,220.717,882606.0
2021-11-10,220.39,225.754,219.475,222.129,921592.0
2021-11-11,222.4,222.97,218.447,220.811,656194.0
2021-11-12,221.306,221.956,218.699,220.848,754323.0
2021-11-13,221.306,221.956,218.699,220.848,754323.0
2021-11-14,221.306,221.956,218.699,220.848,754323.0
2021-11-15,221.465,222.11,219.068,220.559,546554.0
2021-11-16,221.231,222.951,219.858,219.989,1002781.0
2021-11-17,220.232,220.232,215.176,216.69,1196431.0
2021-11-18,217.273,217.367,213.342,214.49,914249.0
2021-11-19,213.775,213.902,210.465,210.531,1412867.0
2021-11-20,213.775,213.902,210.465,210.531,1412867.0
2021-11-21,213.775,213.902,210.465,210.531,1412867.0
2021-11-22,211.424,216.963,209.073,214.377,1327083.0
2021-11-23,215.063,216.088,212.459,214.245,1249319.0
2021-11-24,214.038,215.289,211.687,212.383,1143829.0
2021-11-25,214.038,215.289,211.687,212.383,1143829.0
2021-11-26,206.873,207.813,203.798,206.572,696250.0
2021-11-27,206.873,207.813,203.798,206.572,696250.0
2021-11-28,206.873,207.813,203.798,206.572,696250.0
2021-11-29,207.813,207.815,203.29,204.306,1114361.0
2021-11-30,202.651,203.507,196.614,197.235,2436355.0
2021-12-01,200.545,203.018,196.614,196.642,1447230.0
2021-12-02,197.827,204.005,196.642,203.008,1589112.0
2021-12-03,203.873,206.431,202.547,204.08,1231078.0
2021-12-04,203.873,206.431,202.547,204.08,1231078.0
2021-12-05,203.873,206.431,202.547,204.08,1231078.0
2021-12-06,205.716,209.29,204.259,206.187,1187022.0
2021-12-07,207.757,209.12,206.346,206.657,768197.0
2021-12-08,206.873,208.236,206.074,207.635,651055.0
2021-12-09,206.299,207.268,204.437,206.478,859424.0
2021-12-10,207.983,208.283,204.501,205.086,756694.0
2021-12-11,207.983,208.283,204.501,205.086,756694.0
2021-12-12,207.983,208.283,204.501,205.086,756694.0
2021-12-13,204.231,204.955,202.2,203.224,1008496.0
2021-12-14,202.51,205.989,202.171,203.657,975813.0
2021-12-15,205.904,206.487,203.845,205.556,988140.0
2021-12-16,206.873,207.588,204.282,205.265,945249.0
2021-12-17,204.437,204.437,197.62,198.438,2441615.0
2021-12-18,204.437,204.437,197.62,198.438,2441615.0
2021-12-19,204.437,204.437,197.62,198.438,2441615.0
2021-12-20,195.89,196.614,191.245,194.639,1318316.0
2021-12-21,196.172,200.084,195.786,199.125,1038058.0
2021-12-22,199.529,199.905,197.879,198.335,755247.0
2021-12-23,199.698,201.767,198.683,201.203,649072.0
2021-12-24,199.698,201.767,198.683,201.203,649072.0
2021-12-25,199.698,201.767,198.683,201.203,649072.0
2021-12-26,199.698,201.767,198.683,201.203,649072.0
2021-12-27,200.676,203.417,200.46,203.309,480708.0
2021-12-28,202.623,205.792,202.623,204.55,539419.0
2021-12-29,204.475,206.572,204.052,205.669,559501.0
2021-12-30,206.234,207.409,204.673,204.842,444398.0
2021-12-31,204.071,206.045,204.071,205.124,668127.0
2022-01-01,204.071,206.045,204.071,205.124,668127.0
2022-01-02,204.071,206.045,204.071,205.124,668127.0
2022-01-03,205.66,207.606,205.246,206.431,864035.0
2022-01-04,208.312,214.997,207.588,214.311,1020661.0
2022-01-05,214.631,218.458,213.38,213.408,1494802.0
2022-01-06,215.374,219.097,214.17,216.455,1062029.0
2022-01-07,216.276,220.973,215.797,220.367,1311924.0
2022-01-08,216.276,220.973,215.797,220.367,1311924.0
2022-01-09,216.276,220.973,215.797,220.367,1311924.0
2022-01-10,221.457,222.294,215.712,217.574,1040329.0
2022-01-11,218.157,219.295,214.875,218.524,1026004.0
2022-01-12,218.646,219.883,216.351,217.837,762338.0
2022-01-13,218.345,223.846,218.345,221.899,782070.0
2022-01-14,220.226,223.545,219.064,223.366,999870.0
2022-01-15,220.226,223.545,219.064,223.366,999870.0
2022-01-16,220.226,223.545,219.064,223.366,999870.0
2022-01-17,220.226,223.545,219.064,223.366,999870.0
2022-01-18,221.721,223.0,218.674,221.918,1176032.0
2022-01-19,222.755,222.873,216.568,217.311,1253104.0
2022-01-20,217.48,218.627,212.459,213.192,1156541.0
2022-01-21,213.305,213.925,209.459,210.032,983769.0
2022-01-22,213.305,213.925,209.459,210.032,983769.0
2022-01-23,213.305,213.925,209.459,210.032,983769.0
2022-01-24,206.77,211.546,203.986,210.634,1583986.0
2022-01-25,208.001,215.449,202.397,213.136,1347818.0
2022-01-26,214.546,219.05,210.935,212.374,1564659.0
2022-01-27,214.161,216.366,208.998,210.71,794030.0
2022-01-28,208.951,209.562,201.504,207.804,1083268.0
2022-01-29,208.951,209.562,201.504,207.804,1083268.0
2022-01-30,208.951,209.562,201.504,207.804,1083268.0
2022-01-31,206.13,207.832,202.924,207.7,1107958.0
2022-02-01,207.183,212.957,206.854,212.073,933687.0
2022-02-02,211.951,213.051,208.64,212.957,1836091.0
2022-02-03,205.933,220.226,205.745,213.69,1838451.0
2022-02-04,212.665,217.071,209.402,214.96,1235886.0
2022-02-05,212.665,217.071,209.402,214.96,1235886.0
2022-02-06,212.665,217.071,209.402,214.96,1235886.0
2022-02-07,215.449,215.712,212.261,213.023,1267796.0
2022-02-08,214.518,215.684,207.287,210.174,1358407.0
2022-02-09,210.456,213.244,209.807,212.045,1051181.0
2022-02-10,209.967,214.96,208.928,209.901,1007258.0
2022-02-11,209.666,212.905,207.484,208.913,883607.0
2022-02-12,209.666,212.905,207.484,208.913,883607.0
2022-02-13,209.666,212.905,207.484,208.913,883607.0
2022-02-14,210.512,210.634,204.992,206.346,1008260.0
2022-02-15,207.794,210.879,207.418,209.111,898710.0
2022-02-16,208.255,212.83,207.578,209.985,1291076.0
2022-02-17,208.679,211.538,205.934,206.985,973583.0
2022-02-18,205.736,210.042,205.386,206.379,830308.0
2022-02-19,205.736,210.042,205.386,206.379,830308.0
2022-02-20,205.736,210.042,205.386,206.379,830308.0
2022-02-21,205.736,210.042,205.386,206.379,830308.0
2022-02-22,208.906,208.906,202.044,202.631,1556595.0
2022-02-23,203.029,203.748,193.999,194.813,1857460.0
2022-02-24,191.264,193.081,187.526,192.39,1519195.0
2022-02-25,192.996,195.608,191.718,192.939,1545521.0
2022-02-26,192.996,195.608,191.718,192.939,1545521.0
2022-02-27,192.996,195.608,191.718,192.939,1545521.0
2022-02-28,190.337,195.097,189.986,193.195,1956310.0
2022-03-01,192.778,194.028,181.743,185.576,2213064.0
2022-03-02,187.431,198.06,187.213,195.996,2223958.0
2022-03-03,197.094,200.748,194.87,197.804,1264845.0
2022-03-04,193.233,194.899,188.586,191.226,1830211.0
2022-03-05,193.233,194.899,188.586,191.226,1830211.0
2022-03-06,193.233,194.899,188.586,191.226,1830211.0
2022-03-07,190.725,191.34,179.357,179.452,2686887.0
2022-03-08,181.222,190.251,179.471,182.68,1676788.0
2022-03-09,186.163,190.128,185.954,187.819,1407835.0
2022-03-10,185.273,187.516,183.309,186.645,1007969.0
2022-03-11,188.169,188.851,184.616,184.838,1186328.0
2022-03-12,188.169,188.851,184.616,184.838,1186328.0
2022-03-13,188.169,188.851,184.616,184.838,1186328.0
2022-03-14,186.835,190.422,185.727,187.185,1114332.0
2022-03-15,188.576,189.849,185.916,187.847,940378.0
2022-03-16,188.888,194.473,187.8,194.274,1314246.0
2022-03-17,191.434,195.457,191.292,194.416,732566.0
2022-03-18,191.633,195.996,188.614,195.684,3453637.0
2022-03-19,191.633,195.996,188.614,195.684,3453637.0
2022-03-20,191.633,195.996,188.614,195.684,3453637.0
2022-03-21,194.605,198.164,193.498,195.116,972001.0
2022-03-22,197.047,199.745,196.612,198.448,1096610.0
2022-03-23,196.451,199.233,195.514,196.896,1060792.0
2022-03-24,198.031,200.502,196.403,198.041,804204.0
2022-03-25,198.041,198.947,196.47,198.438,557771.0
2022-03-26,198.041,198.947,196.47,198.438,557771.0
2022-03-27,198.041,198.947,196.47,198.438,557771.0
2022-03-28,197.672,197.672,193.753,196.602,642931.0
2022-03-29,198.022,201.609,197.766,201.013,709585.0
2022-03-30,200.767,200.767,196.99,198.353,716055.0
2022-03-31,197.255,198.32,194.028,194.132,1111963.0
2022-04-01,195.798,196.03,187.791,190.27,1346556.0
2022-04-02,195.798,196.03,187.791,190.27,1346556.0
2022-04-03,195.798,196.03,187.791,190.27,1346556.0
2022-04-04,189.418,191.998,183.617,191.463,1916383.0
2022-04-05,191.027,192.163,187.213,189.381,1180898.0
2022-04-06,187.45,188.207,184.691,187.885,1221186.0
2022-04-07,187.043,187.204,184.005,185.614,881904.0
2022-04-08,185.207,187.223,182.987,184.27,1259261.0
2022-04-09,185.207,187.223,182.987,184.27,1259261.0
2022-04-10,185.207,187.223,182.987,184.27,1259261.0
2022-04-11,184.27,187.734,182.424,182.604,1119629.0
2022-04-12,182.803,186.674,181.885,182.273,1011980.0
2022-04-13,181.496,184.918,181.293,184.184,848364.0
2022-04-14,184.677,186.475,183.55,185.453,995682.0
2022-04-15,184.677,186.475,183.55,185.453,995682.0
2022-04-16,184.677,186.475,183.55,185.453,995682.0
2022-04-17,184.677,186.475,183.55,185.453,995682.0
2022-04-18,185.169,188.006,185.169,186.182,585570.0
2022-04-19,186.825,191.132,186.825,190.507,1174898.0
2022-04-20,192.608,194.738,192.002,193.848,883970.0
2022-04-21,196.11,198.401,195.078,195.788,971232.0
2022-04-22,193.886,194.605,188.212,188.538,855255.0
2022-04-23,193.886,194.605,188.212,188.538,855255.0
2022-04-24,193.886,194.605,188.212,188.538,855255.0
2022-04-25,187.402,187.402,181.127,185.651,1415562.0
2022-04-26,184.431,187.336,180.257,180.389,936921.0
2022-04-27,180.332,186.579,180.228,184.44,927280.0
2022-04-28,185.585,186.238,182.225,184.071,915040.0
2022-04-29,183.077,185.368,178.335,179.064,854298.0
2022-04-30,183.077,185.368,178.335,179.064,854298.0
2022-05-01,183.077,185.368,178.335,179.064,854298.0
2022-05-02,179.149,185.046,177.673,184.497,1276461.0
2022-05-03,184.563,194.654,184.563,191.311,1532521.0
2022-05-04,190.09,197.852,188.907,197.577,1175890.0
2022-05-05,194.605,196.243,191.259,193.11,808043.0
2022-05-06,193.403,193.403,187.516,190.923,886177.0
2022-05-07,193.403,193.403,187.516,190.923,886177.0
2022-05-08,193.403,193.403,187.516,190.923,886177.0
2022-05-09,188.245,193.555,187.932,191.86,1047613.0
2022-05-10,193.962,194.104,183.91,186.844,1029733.0
2022-05-11,187.876,189.674,184.171,185.68,1094006.0
2022-05-12,184.563,188.936,184.137,188.765,1063976.0
2022-05-13,189.854,192.192,187.649,190.355,1043304.0
2022-05-14,189.854,192.192,187.649,190.355,1043304.0
2022-05-15,189.854,192.192,187.649,190.355,1043304.0
2022-05-16,189.967,193.308,187.667,191.841,750755.0
2022-05-17,195.429,197.501,192.788,197.057,825458.0
2022-05-18,196.65,198.722,192.674,193.233,1435969.0
2022-05-19,190.678,195.33,187.694,192.442,931648.0
2022-05-20,192.508,192.876,184.62,188.085,819090.0
2022-05-21,192.508,192.876,184.62,188.085,819090.0
2022-05-22,192.508,192.876,184.62,188.085,819090.0
2022-05-23,191.174,193.357,188.714,189.448,640642.0
2022-05-24,189.067,189.153,183.571,187.323,875687.0
2022-05-25,187.418,193.995,186.712,193.147,1135109.0
2022-05-26,195.416,197.942,193.433,194.033,691253.0
2022-05-27,196.874,199.114,196.531,198.247,642888.0
2022-05-28,196.874,199.114,196.531,198.247,642888.0
2022-05-29,196.874,199.114,196.531,198.247,642888.0
2022-05-30,196.874,199.114,196.531,198.247,642888.0
2022-05-31,196.14,200.501,194.529,199.343,1246901.0
2022-06-01,201.23,201.288,194.796,198.132,669274.0
2022-06-02,199.61,201.888,197.961,201.745,565704.0
2022-06-03,200.077,202.012,199.505,201.154,648352.0
2022-06-04,200.077,202.012,199.505,201.154,648352.0
2022-06-05,200.077,202.012,199.505,201.154,648352.0
2022-06-06,202.088,204.166,201.164,202.708,787480.0
2022-06-07,200.973,205.396,198.58,205.196,676227.0
2022-06-08,204.605,206.759,202.946,203.785,658794.0
2022-06-09,202.365,204.271,201.202,201.612,771373.0
2022-06-10,198.008,198.523,194.876,195.892,694775.0
2022-06-11,198.008,198.523,194.876,195.892,694775.0
2022-06-12,198.008,198.523,194.876,195.892,694775.0
2022-06-13,191.517,191.879,185.778,187.027,1193279.0
2022-06-14,186.894,189.834,185.874,187.418,844374.0
2022-06-15,188.371,192.461,187.971,189.849,707055.0
2022-06-16,186.055,187.013,177.466,180.307,1420453.0
2022-06-17,179.306,183.557,177.981,182.594,2027822.0
2022-06-18,179.306,183.557,177.981,182.594,2027822.0
2022-06-19,179.306,183.557,177.981,182.594,2027822.0
2022-06-20,179.306,183.557,177.981,182.594,2027822.0
2022-06-21,186.36,187.907,183.609,187.018,726952.0
2022-06-22,182.795,186.531,182.618,184.806,750393.0
2022-06-23,183.681,185.368,175.66,177.199,1227245.0
2022-06-24,179.23,185.978,179.144,185.902,1130490.0
2022-06-25,179.23,185.978,179.144,185.902,1130490.0
2022-06-26,179.23,185.978,179.144,185.902,1130490.0
2022-06-27,187.742,189.591,184.177,186.245,583492.0
2022-06-28,188.104,191.841,186.36,186.894,731694.0
2022-06-29,187.189,187.189,183.729,184.692,689727.0
2022-06-30,182.251,185.321,180.259,184.482,715288.0
2022-07-01,185.102,187.771,181.827,185.035,760030.0
2022-07-02,185.102,187.771,181.827,185.035,760030.0
2022-07-03,185.102,187.771,181.827,185.035,760030.0
2022-07-04,185.102,187.771,181.827,185.035,760030.0
2022-07-05,180.926,185.121,179.134,185.006,764099.0
2022-07-06,184.53,186.96,182.566,185.426,678907.0
2022-07-07,191.765,194.091,190.573,191.87,1093328.0
2022-07-08,191.927,192.737,188.743,191.155,1020894.0
2022-07-09,191.927,192.737,188.743,191.155,1020894.0
2022-07-10,191.927,192.737,188.743,191.155,1020894.0
2022-07-11,190.125,191.955,187.175,187.589,672772.0
2022-07-12,187.494,194.396,187.18,191.765,1083124.0
2022-07-13,189.248,193.376,188.343,190.259,1030541.0
2022-07-14,186.789,186.908,182.642,185.721,1037222.0
2022-07-15,188.838,189.582,186.169,187.18,2874409.0
2022-07-16,188.838,189.582,186.169,187.18,2874409.0
2022-07-17,188.838,189.582,186.169,187.18,2874409.0
2022-07-18,189.22,190.106,186.684,188.381,911838.0
2022-07-19,190.592,196.112,190.24,195.463,1321572.0
2022-07-20,191.965,197.112,190.974,196.064,994443.0
2022-07-21,194.624,196.588,193.786,196.493,649559.0
2022-07-22,197.151,197.732,194.053,195.606,696251.0
2022-07-23,197.151,197.732,194.053,195.606,696251.0
2022-07-24,197.151,197.732,194.053,195.606,696251.0
2022-07-25,196.683,197.904,194.667,196.645,702618.0
2022-07-26,195.854,198.399,193.404,194.891,647363.0
2022-07-27,195.425,200.682,193.948,199.391,977529.0
2022-07-28,200.63,205.949,200.22,205.129,1251007.0
2022-07-29,206.321,211.182,205.551,210.963,1073396.0
2022-07-30,206.321,211.182,205.551,210.963,1073396.0
2022-07-31,206.321,211.182,205.551,210.963,1073396.0
2022-08-01,208.075,209.999,206.168,207.655,1053322.0
2022-08-02,208.752,213.47,205.615,208.389,1385317.0
2022-08-03,209.352,209.714,206.855,207.589,895368.0
2022-08-04,206.368,210.915,206.187,209.276,672151.0
2022-08-05,207.77,210.143,207.285,209.733,658315.0
2022-08-06,207.77,210.143,207.285,209.733,658315.0
2022-08-07,207.77,210.143,207.285,209.733,658315.0
2022-08-08,212.393,212.765,208.342,209.247,749649.0
2022-08-09,209.018,209.219,206.816,207.922,591503.0
2022-08-10,211.373,212.527,210.801,211.516,649848.0
2022-08-11,213.68,215.062,212.517,213.413,909237.0
2022-08-12,213.651,217.207,212.812,217.112,719668.0
2022-08-13,213.651,217.207,212.812,217.112,719668.0
2022-08-14,213.651,217.207,212.812,217.112,719668.0
2022-08-15,215.262,220.291,214.957,219.952,826550.0
2022-08-16,219.409,222.917,219.409,221.535,818208.0
2022-08-17,218.522,221.754,217.846,219.504,920744.0
2022-08-18,220.349,221.453,219.408,220.944,479052.0
2022-08-19,220.09,220.358,218.285,219.389,597132.0
2022-08-20,220.09,220.358,218.285,219.389,597132.0
2022-08-21,220.09,220.358,218.285,219.389,597132.0
2022-08-22,216.059,216.735,214.475,215.377,684784.0
2022-08-23,215.694,218.362,214.47,215.972,857802.0
2022-08-24,215.569,216.558,214.47,216.231,640414.0
2022-08-25,217.633,219.917,216.961,219.763,636550.0
2022-08-26,220.934,221.059,213.41,213.553,863434.0
2022-08-27,220.934,221.059,213.41,213.553,863434.0
2022-08-28,220.934,221.059,213.41,213.553,863434.0
2022-08-29,211.682,213.601,210.996,212.392,747325.0
2022-08-30,212.978,213.157,208.015,209.388,726979.0
2022-08-31,208.994,209.311,205.328,206.71,1146384.0
2022-09-01,205.28,206.547,203.591,206.278,664618.0
2022-09-02,209.062,209.762,203.423,204.311,565240.0
2022-09-03,209.062,209.762,203.423,204.311,565240.0
2022-09-04,209.062,209.762,203.423,204.311,565240.0
2022-09-05,209.062,209.762,203.423,204.311,565240.0
2022-09-06,205.539,207.008,202.765,203.898,640418.0
2022-09-07,203.61,207.948,202.693,207.315,684828.0
2022-09-08,205.318,206.384,202.756,206.163,586352.0
2022-09-09,209.052,210.52,207.824,209.686,594458.0
2022-09-10,209.052,210.52,207.824,209.686,594458.0
2022-09-11,209.052,210.52,207.824,209.686,594458.0
2022-09-12,210.972,212.862,209.945,210.78,637804.0
2022-09-13,206.393,208.265,203.053,204.128,840266.0
2022-09-14,204.33,205.616,202.348,204.685,642570.0
2022-09-15,203.994,205.933,202.223,203.005,629580.0
2022-09-16,201.326,203.538,200.059,202.698,1290945.0
2022-09-17,201.326,203.538,200.059,202.698,1290945.0
2022-09-18,201.326,203.538,200.059,202.698,1290945.0
2022-09-19,200.711,206.777,200.444,206.461,507360.0
2022-09-20,204.915,205.232,202.794,204.138,571856.0
2022-09-21,205.635,207.526,202.266,202.286,877380.0
2022-09-22,202.324,203.476,198.715,198.715,780223.0
2022-09-23,196.21,196.22,192.668,195.797,772010.0
2022-09-24,196.21,196.22,192.668,195.797,772010.0
2022-09-25,196.21,196.22,192.668,195.797,772010.0
2022-09-26,195.049,198.312,194.305,194.53,648031.0
2022-09-27,196.565,198.955,192.337,195.001,1005208.0
2022-09-28,196.488,200.687,195.183,199.224,618311.0
2022-09-29,197.515,198.13,193.24,196.364,944154.0
2022-09-30,196.7,199.637,193.283,195.327,978363.0
2022-10-01,196.7,199.637,193.283,195.327,978363.0
2022-10-02,196.7,199.637,193.283,195.327,978363.0
2022-10-03,198.024,203.284,197.189,201.163,911009.0
2022-10-04,204.647,212.776,204.061,212.622,1396598.0
2022-10-05,210.799,216.207,208.611,215.339,1275635.0
2022-10-06,214.696,216.918,211.749,211.903,1288443.0
2022-10-07,210.185,210.799,207.315,209.273,1028425.0
2022-10-08,210.185,210.799,207.315,209.273,1028425.0
2022-10-09,210.185,210.799,207.315,209.273,1028425.0
2022-10-10,209.609,211.883,208.275,210.425,600324.0
2022-10-11,209.753,214.235,207.716,211.221,727870.0
2022-10-12,211.442,212.037,209.33,209.33,884480.0
2022-10-13,206.355,217.143,203.908,215.319,924618.0
2022-10-14,215.924,217.345,210.012,210.434,740718.0
2022-10-15,215.924,217.345,210.012,210.434,740718.0
2022-10-16,215.924,217.345,210.012,210.434,740718.0
2022-10-17,213.985,215.679,210.964,211.26,647888.0
2022-10-18,215.751,216.884,212.215,214.936,590060.0
2022-10-19,214.177,216.796,212.805,215.723,729587.0
2022-10-20,215.713,216.567,210.079,211.423,654017.0
2022-10-21,213.87,225.532,213.064,223.43,1873095.0
2022-10-22,213.87,225.532,213.064,223.43,1873095.0
2022-10-23,213.87,225.532,213.064,223.43,1873095.0
2022-10-24,224.111,226.271,221.712,224.169,881445.0
2022-10-25,224.591,228.094,222.115,225.244,777996.0
2022-10-26,226.837,229.112,224.404,227.442,835878.0
2022-10-27,230.388,232.332,227.691,229.323,911647.0
2022-10-28,229.745,236.349,229.323,234.938,851849.0
2022-10-29,229.745,236.349,229.323,234.938,851849.0
2022-10-30,229.745,236.349,229.323,234.938,851849.0
2022-10-31,233.402,236.176,231.742,234.678,820337.0
2022-11-01,237.049,238.412,234.035,236.78,1034970.0
2022-11-02,235.13,239.804,230.916,231.55,1355409.0
2022-11-03,213.362,225.321,208.994,223.401,2438933.0
2022-11-04,227.043,230.215,224.917,228.785,1238288.0
2022-11-05,227.043,230.215,224.917,228.785,1238288.0
2022-11-06,227.043,230.215,224.917,228.785,1238288.0
2022-11-07,229.774,230.35,223.785,227.039,1362579.0
2022-11-08,226.511,231.607,226.165,229.553,1095427.0
2022-11-09,227.931,230.043,227.298,228.133,945656.0
2022-11-10,233.584,233.738,228.958,232.394,1475116.0
2022-11-11,232.385,240.092,232.057,238.191,1432284.0
2022-11-12,232.385,240.092,232.057,238.191,1432284.0
2022-11-13,232.385,240.092,232.057,238.191,1432284.0
2022-11-14,238.431,242.443,238.028,239.055,1067356.0
2022-11-15,240.303,243.868,239.645,240.629,1128805.0
2022-11-16,239.036,241.829,238.479,239.919,872190.0
2022-11-17,236.625,240.093,233.37,239.9,886829.0
2022-11-18,242.672,243.039,239.166,241.764,788061.0
2022-11-19,242.672,243.039,239.166,241.764,788061.0
2022-11-20,242.672,243.039,239.166,241.764,788061.0
2022-11-21,241.474,242.788,238.301,238.422,1064721.0
2022-11-22,239.88,242.334,239.368,241.725,1057071.0
2022-11-23,242.459,244.869,241.382,242.295,858319.0
2022-11-24,242.459,244.869,241.382,242.295,858319.0
2022-11-25,242.536,243.184,241.165,241.87,253387.0
2022-11-26,242.536,243.184,241.165,241.87,253387.0
2022-11-27,242.536,243.184,241.165,241.87,253387.0
2022-11-28,240.016,241.146,236.152,237.253,870203.0
2022-11-29,237.842,240.808,236.162,238.007,946067.0
2022-11-30,237.562,244.111,235.486,242.585,1786042.0
2022-12-01,243.338,243.898,239.233,240.75,1018721.0
2022-12-02,238.296,242.266,237.871,241.223,551898.0
2022-12-03,238.296,242.266,237.871,241.223,551898.0
2022-12-04,238.296,242.266,237.871,241.223,551898.0
2022-12-05,238.818,239.586,235.853,236.973,662559.0
2022-12-06,237.862,239.368,235.925,237.388,676608.0
2022-12-07,236.577,238.374,235.495,235.611,689703.0
2022-12-08,237.224,237.669,233.39,235.264,750107.0
2022-12-09,235.592,236.065,229.227,230.009,841102.0
2022-12-10,235.592,236.065,229.227,230.009,841102.0
2022-12-11,235.592,236.065,229.227,230.009,841102.0
2022-12-12,229.555,233.911,228.435,233.853,835379.0
2022-12-13,238.523,238.523,231.603,234.462,909767.0
2022-12-14,235.853,239.562,232.588,233.583,967196.0
2022-12-15,231.381,231.651,225.615,227.865,935115.0
2022-12-16,224.784,227.749,223.664,227.556,2596082.0
2022-12-17,224.784,227.749,223.664,227.556,2596082.0
2022-12-18,224.784,227.749,223.664,227.556,2596082.0
2022-12-19,228.232,233.042,228.049,229.092,1097005.0
2022-12-20,229.691,232.675,229.14,229.353,591385.0
2022-12-21,231.284,235.379,230.629,233.95,794910.0
2022-12-22,232.192,233.66,229.005,232.463,573193.0
2022-12-23,232.762,235.485,231.668,233.023,409326.0
2022-12-24,232.762,235.485,231.668,233.023,409326.0
2022-12-25,232.762,235.485,231.668,233.023,409326.0
2022-12-26,232.762,235.485,231.668,233.023,409326.0
2022-12-27,233.766,238.006,233.612,235.756,805128.0
2022-12-28,236.577,237.079,231.497,233.061,504813.0
2022-12-29,234.52,235.148,230.985,233.477,681144.0
2022-12-30,232.501,234.114,231.183,234.018,480397.0
2022-12-31,232.501,234.114,231.183,234.018,480397.0
2023-01-01,232.501,234.114,231.183,234.018,480397.0
2023-01-02,232.501,234.114,231.183,234.018,480397.0
2023-01-03,234.839,235.299,230.71,232.81,609879.0
