,PRK US Equity,PRK US Equity,PRK US Equity,PRK US Equity,PRK US Equity
2020-02-02,82.1451,82.459,80.4486,80.5589,47256.0
2020-02-03,81.0678,82.4166,80.6904,82.196,47757.0
2020-02-04,82.4081,83.901,82.4081,83.3327,30040.0
2020-02-05,83.8416,85.5127,82.8831,85.3261,35892.0
2020-02-06,85.6399,85.6399,84.8002,84.9953,25998.0
2020-02-07,84.2069,84.3591,83.7992,83.7992,22430.0
2020-02-08,84.2069,84.3591,83.7992,83.7992,22430.0
2020-02-09,84.2069,84.3591,83.7992,83.7992,22430.0
2020-02-10,83.0443,84.6475,83.0443,84.5966,24380.0
2020-02-11,84.8256,85.7757,84.5626,84.7577,30802.0
2020-02-12,85.0462,85.8096,84.744,85.3346,24533.0
2020-02-13,85.1225,86.4967,85.1225,86.4627,28537.0
2020-02-14,86.3694,86.4034,84.5881,84.5881,24339.0
2020-02-15,86.3694,86.4034,84.5881,84.5881,24339.0
2020-02-16,86.3694,86.4034,84.5881,84.5881,24339.0
2020-02-17,86.3694,86.4034,84.5881,84.5881,24339.0
2020-02-18,84.5881,85.1352,84.4354,84.5881,21071.0
2020-02-19,85.0122,85.2667,84.7316,85.2497,27407.0
2020-02-20,85.121,85.6018,84.3868,85.5675,19133.0
2020-02-21,85.5589,85.5589,84.434,84.8977,17839.0
2020-02-22,85.5589,85.5589,84.434,84.8977,17839.0
2020-02-23,85.5589,85.5589,84.434,84.8977,17839.0
2020-02-24,82.5277,83.5496,82.5277,82.6222,50929.0
2020-02-25,82.9313,82.9313,79.4279,79.5911,71080.0
2020-02-26,80.2007,80.9821,79.1617,79.4022,55540.0
2020-02-27,78.3546,80.9392,76.6544,76.6715,37942.0
2020-02-28,75.5724,76.2122,73.0823,74.9799,78010.0
2020-02-29,75.5724,76.2122,73.0823,74.9799,78010.0
2020-03-01,75.5724,76.2122,73.0823,74.9799,78010.0
2020-03-02,75.6583,76.3968,74.4046,76.1048,98944.0
2020-03-03,76.122,83.3435,74.396,75.186,58561.0
2020-03-04,75.4866,77.0322,74.4905,76.5943,37266.0
2020-03-05,75.1774,75.5724,72.4211,74.1728,50078.0
2020-03-06,73.546,74.3016,71.8286,74.1642,55641.0
2020-03-07,73.546,74.3016,71.8286,74.1642,55641.0
2020-03-08,73.546,74.3016,71.8286,74.1642,55641.0
2020-03-09,71.3907,71.3907,66.6679,68.059,83722.0
2020-03-10,70.7209,73.5116,69.1237,73.4,82960.0
2020-03-11,71.3821,71.571,68.4454,69.3212,67852.0
2020-03-12,66.5992,68.4883,64.1262,64.9677,88536.0
2020-03-13,69.0722,73.7778,67.5781,73.7778,101254.0
2020-03-14,69.0722,73.7778,67.5781,73.7778,101254.0
2020-03-15,69.0722,73.7778,67.5781,73.7778,101254.0
2020-03-16,65.2597,75.0057,62.6836,72.4383,127265.0
2020-03-17,73.8465,80.776,69.8284,80.2265,128382.0
2020-03-18,76.9206,77.1266,73.2883,75.4866,79804.0
2020-03-19,74.7052,78.2601,71.3477,77.4272,94895.0
2020-03-20,76.4569,76.4569,69.1924,70.0683,127388.0
2020-03-21,76.4569,76.4569,69.1924,70.0683,127388.0
2020-03-22,76.4569,76.4569,69.1924,70.0683,127388.0
2020-03-23,67.9216,71.1159,62.1684,64.3409,96858.0
2020-03-24,67.9817,68.3424,63.6454,67.4321,76461.0
2020-03-25,65.9896,67.1402,61.6446,63.6454,191342.0
2020-03-26,64.401,68.8919,64.401,68.2994,68173.0
2020-03-27,67.0715,67.0715,61.5588,61.7133,73190.0
2020-03-28,67.0715,67.0715,61.5588,61.7133,73190.0
2020-03-29,67.0715,67.0715,61.5588,61.7133,73190.0
2020-03-30,62.2972,67.6812,62.1513,67.1831,64114.0
2020-03-31,66.3159,66.8053,63.5853,66.6679,69139.0
2020-04-01,63.5237,64.693,61.8851,62.2371,51358.0
2020-04-02,61.3441,64.8303,61.3441,64.6243,59467.0
2020-04-03,63.2847,63.757,60.391,62.3831,48130.0
2020-04-04,63.2847,63.757,60.391,62.3831,48130.0
2020-04-05,63.2847,63.757,60.391,62.3831,48130.0
2020-04-06,64.401,65.3026,63.5767,65.1223,49490.0
2020-04-07,64.8905,67.7584,62.6321,63.0701,60351.0
2020-04-08,63.4908,65.6067,63.4908,64.401,38862.0
2020-04-09,65.4744,67.9989,65.1652,67.9903,66349.0
2020-04-10,65.4744,67.9989,65.1652,67.9903,66349.0
2020-04-11,65.4744,67.9989,65.1652,67.9903,66349.0
2020-04-12,65.4744,67.9989,65.1652,67.9903,66349.0
2020-04-13,67.1831,67.1831,64.0919,64.7187,35360.0
2020-04-14,66.1012,66.3931,63.5595,63.9201,38773.0
2020-04-15,61.8679,62.426,60.2622,60.3652,58785.0
2020-04-16,61.0522,61.1895,58.8024,60.0217,65786.0
2020-04-17,61.5158,64.0489,61.5158,62.9498,51338.0
2020-04-18,61.5158,64.0489,61.5158,62.9498,51338.0
2020-04-19,61.5158,64.0489,61.5158,62.9498,51338.0
2020-04-20,61.825,64.3581,60.7087,62.9413,79526.0
2020-04-21,60.8804,66.0325,60.8804,65.6976,96655.0
2020-04-22,66.1012,66.1012,61.8164,63.5252,277800.0
2020-04-23,63.0615,64.4998,61.8507,62.3488,49086.0
2020-04-24,62.9756,63.5252,61.7863,63.1044,35101.0
2020-04-25,62.9756,63.5252,61.7863,63.1044,35101.0
2020-04-26,62.9756,63.5252,61.7863,63.1044,35101.0
2020-04-27,63.8772,68.1964,63.4049,67.1917,34906.0
2020-04-28,68.9949,69.201,66.5197,67.3377,44550.0
2020-04-29,67.3377,74.1556,67.3377,73.2454,88490.0
2020-04-30,70.0511,71.1846,68.5398,68.6772,37635.0
2020-05-01,66.7796,67.9645,65.732,66.8912,39876.0
2020-05-02,66.7796,67.9645,65.732,66.8912,39876.0
2020-05-03,66.7796,67.9645,65.732,66.8912,39876.0
2020-05-04,66.0754,66.333,64.7531,66.333,33226.0
2020-05-05,66.5649,67.81,63.113,63.6797,38971.0
2020-05-06,64.4182,64.4182,61.9262,62.8726,44599.0
2020-05-07,63.6883,64.6071,62.5806,63.0958,33407.0
2020-05-08,64.4096,66.8998,63.8944,66.2901,37421.0
2020-05-09,64.4096,66.8998,63.8944,66.2901,37421.0
2020-05-10,64.4096,66.8998,63.8944,66.2901,37421.0
2020-05-11,65.8694,65.8694,63.0357,63.0357,55316.0
2020-05-12,64.0661,64.0661,60.5369,60.5369,71075.0
2020-05-13,60.5369,62.6665,58.4333,59.7384,63933.0
2020-05-14,58.8368,60.9404,57.0164,59.7813,62075.0
2020-05-15,60.1591,60.2708,58.5877,59.5752,37950.0
2020-05-16,60.1591,60.2708,58.5877,59.5752,37950.0
2020-05-17,60.1591,60.2708,58.5877,59.5752,37950.0
2020-05-18,62.4175,64.8303,61.7906,64.6758,71673.0
2020-05-19,63.3105,64.0489,59.7813,59.7813,76787.0
2020-05-20,59.8844,62.8349,59.8844,62.4003,87272.0
2020-05-21,62.3916,62.409,59.2824,59.5002,110926.0
2020-05-22,60.4233,60.7456,56.6523,56.992,162166.0
2020-05-23,60.4233,60.7456,56.6523,56.992,162166.0
2020-05-24,60.4233,60.7456,56.6523,56.992,162166.0
2020-05-25,60.4233,60.7456,56.6523,56.992,162166.0
2020-05-26,60.0227,62.1303,59.5437,61.9997,164211.0
2020-05-27,61.1636,67.7302,61.1636,66.659,286490.0
2020-05-28,67.4602,68.1308,65.3265,66.2671,987543.0
2020-05-29,66.7983,66.7983,62.6877,65.2046,172184.0
2020-05-30,66.7983,66.7983,62.6877,65.2046,172184.0
2020-05-31,66.7983,66.7983,62.6877,65.2046,172184.0
2020-06-01,64.3076,65.5094,62.9925,62.9925,72582.0
2020-06-02,63.6718,64.2989,61.3204,61.66,68543.0
2020-06-03,63.4018,66.3542,62.962,64.5863,84185.0
2020-06-04,64.5253,65.5132,63.2451,64.6646,60630.0
2020-06-05,67.9305,69.4633,67.1467,67.4602,132110.0
2020-06-06,67.9305,69.4633,67.1467,67.4602,132110.0
2020-06-07,67.9305,69.4633,67.1467,67.4602,132110.0
2020-06-08,68.8014,69.3936,67.6083,67.7476,84672.0
2020-06-09,66.0407,68.8363,65.2917,67.9392,79737.0
2020-06-10,68.7927,68.7927,64.5601,64.5863,113776.0
2020-06-11,61.8429,62.6441,60.0837,60.5888,116057.0
2020-06-12,61.3987,62.888,59.9095,61.4249,89379.0
2020-06-13,61.3987,62.888,59.9095,61.4249,89379.0
2020-06-14,61.3987,62.888,59.9095,61.4249,89379.0
2020-06-15,60.075,62.5309,58.9559,61.9735,66890.0
2020-06-16,63.7241,64.3859,61.721,63.3844,53957.0
2020-06-17,63.9679,64.0947,61.0155,61.0678,68401.0
2020-06-18,60.9633,62.3742,60.1185,60.8675,76281.0
2020-06-19,61.1897,62.1216,60.0924,61.4771,204577.0
2020-06-20,61.1897,62.1216,60.0924,61.4771,204577.0
2020-06-21,61.1897,62.1216,60.0924,61.4771,204577.0
2020-06-22,61.4074,62.1306,60.1185,61.2768,63130.0
2020-06-23,62.3742,62.3742,60.0924,60.5714,71504.0
2020-06-24,60.1795,60.2056,57.4535,57.8716,123105.0
2020-06-25,57.8716,60.5017,57.6451,60.1272,56858.0
2020-06-26,59.0996,59.3347,57.0442,57.6626,184442.0
2020-06-27,59.0996,59.3347,57.0442,57.6626,184442.0
2020-06-28,59.0996,59.3347,57.0442,57.6626,184442.0
2020-06-29,58.368,60.9197,58.368,60.3188,66451.0
2020-06-30,59.5176,61.9735,59.3957,61.2942,58239.0
2020-07-01,61.5729,61.9648,59.2215,59.3347,60224.0
2020-07-02,60.7891,61.451,58.7164,59.2302,48327.0
2020-07-03,60.7891,61.451,58.7164,59.2302,48327.0
2020-07-04,60.7891,61.451,58.7164,59.2302,48327.0
2020-07-05,60.7891,61.451,58.7164,59.2302,48327.0
2020-07-06,60.6846,61.3465,59.0908,59.3086,42488.0
2020-07-07,58.786,59.4305,57.8106,58.307,48190.0
2020-07-08,58.0632,59.0778,57.0442,58.2983,81037.0
2020-07-09,57.9935,58.307,56.1994,56.4781,59549.0
2020-07-10,56.7568,58.847,56.6088,58.847,36074.0
2020-07-11,56.7568,58.847,56.6088,58.847,36074.0
2020-07-12,56.7568,58.847,56.6088,58.847,36074.0
2020-07-13,59.2824,60.1272,58.368,59.4828,61383.0
2020-07-14,58.429,59.5089,58.0022,58.516,47208.0
2020-07-15,59.6047,61.7906,59.6047,61.2768,77807.0
2020-07-16,60.6498,62.0449,59.8834,60.6236,37494.0
2020-07-17,59.1954,61.3465,59.1518,59.3347,31609.0
2020-07-18,59.1954,61.3465,59.1518,59.3347,31609.0
2020-07-19,59.1954,61.3465,59.1518,59.3347,31609.0
2020-07-20,60.1098,60.1098,58.159,58.7164,32279.0
2020-07-21,58.9254,61.7297,58.9254,61.7297,43173.0
2020-07-22,60.1011,61.3204,59.0386,59.6482,43790.0
2020-07-23,59.5089,60.9459,59.387,60.9023,65983.0
2020-07-24,60.8936,61.8952,60.1185,60.1272,21934.0
2020-07-25,60.8936,61.8952,60.1185,60.1272,21934.0
2020-07-26,60.8936,61.8952,60.1185,60.1272,21934.0
2020-07-27,60.1185,60.1185,58.8818,59.117,38165.0
2020-07-28,59.5089,61.1897,59.5089,59.9705,35570.0
2020-07-29,60.5801,61.8081,59.2912,61.6426,40497.0
2020-07-30,73.9746,78.93,71.7364,76.6396,934773.0
2020-07-31,75.7599,78.3814,72.7553,74.6887,2983569.0
2020-08-01,75.7599,78.3814,72.7553,74.6887,2983569.0
2020-08-02,75.7599,78.3814,72.7553,74.6887,2983569.0
2020-08-03,72.285,74.4449,71.658,72.2241,435821.0
2020-08-04,71.7712,71.9715,69.7159,71.9454,221328.0
2020-08-05,72.0325,73.1198,71.4925,72.7118,148733.0
2020-08-06,72.3373,73.243,71.2922,71.5274,134466.0
2020-08-07,70.8045,74.1227,70.8045,73.7395,90044.0
2020-08-08,70.8045,74.1227,70.8045,73.7395,90044.0
2020-08-09,70.8045,74.1227,70.8045,73.7395,90044.0
2020-08-10,74.532,77.763,73.7917,76.9531,102670.0
2020-08-11,77.9459,79.3002,77.6672,78.1811,123840.0
2020-08-12,79.2523,79.2523,76.7528,77.5976,71756.0
2020-08-13,77.2405,77.3798,76.2738,76.8834,33685.0
2020-08-14,76.6744,78.721,76.3347,77.9285,91470.0
2020-08-15,76.6744,78.721,76.3347,77.9285,91470.0
2020-08-16,76.6744,78.721,76.3347,77.9285,91470.0
2020-08-17,77.0576,77.554,76.2128,76.9966,63411.0
2020-08-18,77.3189,77.4234,74.8978,75.1329,94990.0
2020-08-19,75.2026,77.3624,75.2026,75.8383,73919.0
2020-08-20,73.9965,76.2525,73.9965,75.6004,89799.0
2020-08-21,75.3008,76.1027,74.3226,75.5563,66915.0
2020-08-22,75.3008,76.1027,74.3226,75.5563,66915.0
2020-08-23,75.3008,76.1027,74.3226,75.5563,66915.0
2020-08-24,76.3935,79.1429,75.1774,78.9402,77919.0
2020-08-25,79.3103,80.0329,78.526,79.8303,62434.0
2020-08-26,78.8345,79.4381,77.9885,78.2617,68454.0
2020-08-27,78.8433,80.1563,78.4732,79.5571,73245.0
2020-08-28,79.8919,80.6234,79.0372,80.2532,59223.0
2020-08-29,79.8919,80.6234,79.0372,80.2532,59223.0
2020-08-30,79.8919,80.6234,79.0372,80.2532,59223.0
2020-08-31,79.7245,79.8126,78.9667,79.231,92561.0
2020-09-01,78.7023,80.6322,78.5437,80.3414,104728.0
2020-09-02,80.7027,80.7555,79.4073,80.6234,72595.0
2020-09-03,80.544,83.0644,79.8743,80.3678,71784.0
2020-09-04,82.1479,82.6149,80.5088,81.3195,57353.0
2020-09-05,82.1479,82.6149,80.5088,81.3195,57353.0
2020-09-06,82.1479,82.6149,80.5088,81.3195,57353.0
2020-09-07,82.1479,82.6149,80.5088,81.3195,57353.0
2020-09-08,82.0245,82.0245,78.0854,78.3234,102411.0
2020-09-09,79.0988,80.4647,78.4379,79.3368,72127.0
2020-09-10,80.6057,80.6057,79.2575,79.2663,78616.0
2020-09-11,80.0065,80.0065,77.6184,78.0854,57942.0
2020-09-12,80.0065,80.0065,77.6184,78.0854,57942.0
2020-09-13,80.0065,80.0065,77.6184,78.0854,57942.0
2020-09-14,78.3322,80.0682,78.3322,79.6276,46405.0
2020-09-15,79.9096,79.9096,78.6406,78.6582,39020.0
2020-09-16,78.2176,79.513,78.2176,78.9667,85145.0
2020-09-17,77.8211,79.3103,77.8122,78.6759,86868.0
2020-09-18,79.3103,79.3103,77.9092,78.2793,203039.0
2020-09-19,79.3103,79.3103,77.9092,78.2793,203039.0
2020-09-20,79.3103,79.3103,77.9092,78.2793,203039.0
2020-09-21,77.4686,78.4666,74.3402,75.5563,182321.0
2020-09-22,75.0364,76.226,73.637,74.3755,128122.0
2020-09-23,74.4812,75.6532,71.1942,71.441,83629.0
2020-09-24,71.2383,72.4544,70.6831,70.6831,79590.0
2020-09-25,70.4628,71.2824,70.4628,71.2119,49760.0
2020-09-26,70.4628,71.2824,70.4628,71.2119,49760.0
2020-09-27,70.4628,71.2824,70.4628,71.2119,49760.0
2020-09-28,72.4103,74.164,72.4103,73.3973,90285.0
2020-09-29,73.7057,73.7057,71.6437,72.6306,45906.0
2020-09-30,73.1418,73.926,71.8816,72.2253,62796.0
2020-10-01,72.1812,73.1418,71.5644,72.0755,61784.0
2020-10-02,71.3352,74.9967,71.3352,74.446,50880.0
2020-10-03,71.3352,74.9967,71.3352,74.446,50880.0
2020-10-04,71.3352,74.9967,71.3352,74.446,50880.0
2020-10-05,75.0364,77.3849,75.0364,77.3276,62188.0
2020-10-06,78.2705,80.9847,77.4245,78.3322,91842.0
2020-10-07,78.6406,79.8115,77.8255,79.6716,65134.0
2020-10-08,79.7069,81.487,79.7069,81.4605,42556.0
2020-10-09,81.4605,82.0421,79.3985,79.5306,71825.0
2020-10-10,81.4605,82.0421,79.3985,79.5306,71825.0
2020-10-11,81.4605,82.0421,79.3985,79.5306,71825.0
2020-10-12,79.2927,80.7203,79.2927,80.7203,38668.0
2020-10-13,79.795,81.0375,78.1647,78.4203,35731.0
2020-10-14,77.8827,78.764,76.2877,76.2877,35528.0
2020-10-15,75.9881,79.2398,75.9661,78.5789,24038.0
2020-10-16,77.2306,79.6716,77.2306,78.8873,35812.0
2020-10-17,77.2306,79.6716,77.2306,78.8873,35812.0
2020-10-18,77.2306,79.6716,77.2306,78.8873,35812.0
2020-10-19,79.3808,80.1519,78.059,79.0988,39830.0
2020-10-20,79.372,80.9406,79.372,80.0946,36769.0
2020-10-21,79.8303,81.0155,79.6531,80.6939,27850.0
2020-10-22,80.9847,83.3992,80.5969,82.9057,58599.0
2020-10-23,82.8264,84.1571,82.5709,83.5314,47586.0
2020-10-24,82.8264,84.1571,82.5709,83.5314,47586.0
2020-10-25,82.8264,84.1571,82.5709,83.5314,47586.0
2020-10-26,82.6678,83.6283,81.8483,83.0115,64231.0
2020-10-27,83.0115,83.126,80.9318,81.9716,48088.0
2020-10-28,77.3804,83.2318,77.3804,81.0463,69957.0
2020-10-29,81.1873,82.2889,79.9096,81.954,36934.0
2020-10-30,80.5,82.6678,80.1651,80.7644,55816.0
2020-10-31,80.5,82.6678,80.1651,80.7644,55816.0
2020-11-01,80.5,82.6678,80.1651,80.7644,55816.0
2020-11-02,81.4605,83.1525,81.0463,82.6149,62335.0
2020-11-03,84.0249,85.0119,82.8352,84.7563,75919.0
2020-11-04,83.082,83.4521,78.9226,79.2575,37325.0
2020-11-05,79.328,82.9057,79.328,82.1655,38370.0
2020-11-06,82.9939,83.4697,81.0023,81.2578,38411.0
2020-11-07,82.9939,83.4697,81.0023,81.2578,38411.0
2020-11-08,82.9939,83.4697,81.0023,81.2578,38411.0
2020-11-09,84.5977,92.0969,84.5977,89.8674,121830.0
2020-11-10,88.1226,94.5732,88.1226,93.9916,107659.0
2020-11-11,93.0839,93.4099,90.0965,90.8896,42422.0
2020-11-12,89.9379,89.9379,85.5098,86.8889,128003.0
2020-11-13,88.1226,91.6651,86.6245,90.5636,57717.0
2020-11-14,88.1226,91.6651,86.6245,90.5636,57717.0
2020-11-15,88.1226,91.6651,86.6245,90.5636,57717.0
2020-11-16,92.4406,95.1636,92.4406,94.9521,70198.0
2020-11-17,94.2383,94.6701,91.6916,93.8858,101616.0
2020-11-18,94.441,95.0843,91.5682,91.8854,46697.0
2020-11-19,91.7608,92.9711,90.1767,92.9711,50878.0
2020-11-20,90.1144,92.0456,90.1144,91.7163,41147.0
2020-11-21,90.1144,92.0456,90.1144,91.7163,41147.0
2020-11-22,90.1144,92.0456,90.1144,91.7163,41147.0
2020-11-23,92.8198,93.4161,92.1079,92.5262,39667.0
2020-11-24,93.7543,97.6967,93.6297,96.7266,89826.0
2020-11-25,93.069,96.0236,93.069,95.1336,34261.0
2020-11-26,93.069,96.0236,93.069,95.1336,34261.0
2020-11-27,95.4807,96.0325,93.3093,93.7187,17221.0
2020-11-28,95.4807,96.0325,93.3093,93.7187,17221.0
2020-11-29,95.4807,96.0325,93.3093,93.7187,17221.0
2020-11-30,91.476,93.3404,89.8564,89.9809,67978.0
2020-12-01,92.624,93.4828,90.328,91.1824,48907.0
2020-12-02,91.4493,92.366,90.0699,91.7875,64736.0
2020-12-03,91.3336,92.2948,90.5843,91.6985,34044.0
2020-12-04,91.7163,93.3983,91.7163,93.3983,35046.0
2020-12-05,91.7163,93.3983,91.7163,93.3983,35046.0
2020-12-06,91.7163,93.3983,91.7163,93.3983,35046.0
2020-12-07,93.069,93.069,91.7964,91.9922,33269.0
2020-12-08,91.3158,92.7713,91.3158,92.4105,43040.0
2020-12-09,92.3304,93.1936,91.8231,91.9744,32674.0
2020-12-10,92.7575,94.1903,92.1079,93.861,57629.0
2020-12-11,93.4517,94.7599,92.277,92.3393,42956.0
2020-12-12,93.4517,94.7599,92.277,92.3393,42956.0
2020-12-13,93.4517,94.7599,92.277,92.3393,42956.0
2020-12-14,93.158,93.9767,90.3369,90.417,52275.0
2020-12-15,90.7552,92.1613,90.1055,91.476,40263.0
2020-12-16,91.476,91.6629,89.002,90.2835,48359.0
2020-12-17,90.595,91.6451,89.5449,91.5294,46119.0
2020-12-18,91.1468,91.5294,88.566,89.1622,216483.0
2020-12-19,91.1468,91.5294,88.566,89.1622,216483.0
2020-12-20,91.1468,91.5294,88.566,89.1622,216483.0
2020-12-21,88.4058,89.7051,87.9163,89.0999,54750.0
2020-12-22,89.0287,89.4915,88.5495,89.2423,36801.0
2020-12-23,89.2601,92.1168,89.2601,92.0634,55079.0
2020-12-24,91.0119,92.0634,90.7997,91.832,12048.0
2020-12-25,91.0119,92.0634,90.7997,91.832,12048.0
2020-12-26,91.0119,92.0634,90.7997,91.832,12048.0
2020-12-27,91.0119,92.0634,90.7997,91.832,12048.0
2020-12-28,92.8999,93.7365,92.2325,92.6685,45849.0
2020-12-29,92.5217,93.0423,91.3603,92.891,36101.0
2020-12-30,93.4428,93.7988,93.3983,93.3983,16803.0
2020-12-31,93.3716,94.3194,93.3716,93.4517,41290.0
2021-01-01,93.3716,94.3194,93.3716,93.4517,41290.0
2021-01-02,93.3716,94.3194,93.3716,93.4517,41290.0
2021-01-03,93.3716,94.3194,93.3716,93.4517,41290.0
2021-01-04,94.662,94.662,91.8053,93.4339,64563.0
2021-01-05,93.0601,95.0625,93.0601,93.3182,42218.0
2021-01-06,95.6676,100.3664,95.6676,99.2006,170405.0
2021-01-07,99.61,100.273,98.729,100.2686,54718.0
2021-01-08,100.5355,100.5355,95.3383,96.6999,56399.0
2021-01-09,100.5355,100.5355,95.3383,96.6999,56399.0
2021-01-10,100.5355,100.5355,95.3383,96.6999,56399.0
2021-01-11,95.8189,98.0615,95.5136,98.0615,29396.0
2021-01-12,97.8924,99.7435,97.2576,99.6545,31553.0
2021-01-13,98.7824,98.7824,97.1983,97.2339,26744.0
2021-01-14,98.0526,100.4732,97.7856,99.7613,39514.0
2021-01-15,98.5599,99.521,97.6611,97.8746,38697.0
2021-01-16,98.5599,99.521,97.6611,97.8746,38697.0
2021-01-17,98.5599,99.521,97.6611,97.8746,38697.0
2021-01-18,98.5599,99.521,97.6611,97.8746,38697.0
2021-01-19,98.9159,99.5566,97.6566,98.7112,40107.0
2021-01-20,99.4943,99.9126,98.4316,99.6011,34644.0
2021-01-21,99.9838,100.1529,98.4709,98.729,53167.0
2021-01-22,98.1416,101.203,97.2517,101.203,74748.0
2021-01-23,98.1416,101.203,97.2517,101.203,74748.0
2021-01-24,98.1416,101.203,97.2517,101.203,74748.0
2021-01-25,99.9571,100.5266,97.9889,99.9037,40544.0
2021-01-26,101.4522,103.3744,99.6767,101.3454,74173.0
2021-01-27,98.7824,102.6892,97.3284,100.5177,64502.0
2021-01-28,102.3421,102.3421,97.4297,99.0493,78977.0
2021-01-29,98.6044,98.6044,95.4273,96.1215,46595.0
2021-01-30,98.6044,98.6044,95.4273,96.1215,46595.0
2021-01-31,98.6044,98.6044,95.4273,96.1215,46595.0
2021-02-01,96.3796,98.7023,95.6676,98.0081,36235.0
2021-02-02,99.0048,99.1383,97.4093,98.6845,38220.0
2021-02-03,98.1416,98.551,96.2461,97.3674,25072.0
2021-02-04,97.7678,101.0339,97.7678,101.0161,38854.0
2021-02-05,100.9627,101.114,99.6901,101.1051,25650.0
2021-02-06,100.9627,101.114,99.6901,101.1051,25650.0
2021-02-07,100.9627,101.114,99.6901,101.1051,25650.0
2021-02-08,101.1229,103.9885,100.6245,103.9885,69081.0
2021-02-09,102.965,106.0086,102.2976,105.8929,85584.0
2021-02-10,105.7238,106.7206,105.0831,105.6259,38815.0
2021-02-11,105.0564,105.5191,101.9683,105.3857,67495.0
2021-02-12,105.1899,105.5948,104.1042,104.558,36701.0
2021-02-13,105.1899,105.5948,104.1042,104.558,36701.0
2021-02-14,105.1899,105.5948,104.1042,104.558,36701.0
2021-02-15,105.1899,105.5948,104.1042,104.558,36701.0
2021-02-16,105.6259,105.9018,104.9718,105.7505,32199.0
2021-02-17,105.4213,106.2322,105.0119,105.795,24110.0
2021-02-18,106.2896,106.5414,104.3652,104.3652,36309.0
2021-02-19,103.5649,108.097,103.5649,108.097,44089.0
2021-02-20,103.5649,108.097,103.5649,108.097,44089.0
2021-02-21,103.5649,108.097,103.5649,108.097,44089.0
2021-02-22,107.0449,111.721,106.8921,111.2623,59476.0
2021-02-23,110.3811,116.2891,110.3811,113.4924,77766.0
2021-02-24,114.7604,117.1254,114.4726,115.5517,56670.0
2021-02-25,115.4438,116.0013,113.1417,113.7262,39699.0
2021-02-26,112.3055,113.461,110.2462,111.5051,68580.0
2021-02-27,112.3055,113.461,110.2462,111.5051,68580.0
2021-02-28,112.3055,113.461,110.2462,111.5051,68580.0
2021-03-01,113.6093,114.1489,111.7299,113.3036,36591.0
2021-03-02,111.7299,112.6202,110.7318,112.0896,28130.0
2021-03-03,113.3036,114.9762,111.5861,112.9709,75818.0
2021-03-04,112.5123,116.0013,111.5501,113.3666,52050.0
2021-03-05,115.8215,117.2872,113.8247,117.1254,53306.0
2021-03-06,115.8215,117.2872,113.8247,117.1254,53306.0
2021-03-07,115.8215,117.2872,113.8247,117.1254,53306.0
2021-03-08,117.3322,123.1322,115.5157,122.5208,99043.0
2021-03-09,122.4668,123.0693,120.0659,120.0838,58578.0
2021-03-10,121.7654,124.2563,121.2169,123.7887,78542.0
2021-03-11,124.5261,124.9307,122.9344,124.9307,42905.0
2021-03-12,124.9307,126.7831,123.888,126.0458,49821.0
2021-03-13,124.9307,126.7831,123.888,126.0458,49821.0
2021-03-14,124.9307,126.7831,123.888,126.0458,49821.0
