,PRK US Equity,PRK US Equity,PRK US Equity,PRK US Equity,PRK US Equity
2022-05-31,113.054,116.272,112.6693,116.0656,52956.0
2022-06-01,115.3526,115.7748,113.7483,114.6208,26202.0
2022-06-02,113.9922,116.2814,113.57,116.0187,16633.0
2022-06-03,115.953,116.516,113.767,113.8327,18015.0
2022-06-04,115.953,116.516,113.767,113.8327,18015.0
2022-06-05,115.953,116.516,113.767,113.8327,18015.0
2022-06-06,114.0954,115.8405,114.0954,115.2212,19493.0
2022-06-07,113.8327,116.6004,113.8327,116.6004,24208.0
2022-06-08,117.0883,117.2759,113.9922,114.9585,24195.0
2022-06-09,113.9077,114.6489,112.3222,112.3222,20214.0
2022-06-10,112.3503,112.4688,109.7703,111.0931,37749.0
2022-06-11,112.3503,112.4688,109.7703,111.0931,37749.0
2022-06-12,112.3503,112.4688,109.7703,111.0931,37749.0
2022-06-13,107.8938,111.4215,107.5749,109.6952,30735.0
2022-06-14,109.9391,112.5943,109.7421,112.5943,30077.0
2022-06-15,112.022,114.4801,111.7499,112.1439,31886.0
2022-06-16,110.7835,110.7835,108.5975,110.0236,37863.0
2022-06-17,109.7703,111.5435,109.7703,109.9391,63356.0
2022-06-18,109.7703,111.5435,109.7703,109.9391,63356.0
2022-06-19,109.7703,111.5435,109.7703,109.9391,63356.0
2022-06-20,109.7703,111.5435,109.7703,109.9391,63356.0
2022-06-21,111.3652,111.3652,110.2769,110.9618,43711.0
2022-06-22,110.4082,111.4731,109.5169,110.4082,27677.0
2022-06-23,111.0931,111.0931,108.9259,110.1455,25547.0
2022-06-24,110.8304,114.799,108.1753,114.3956,77367.0
2022-06-25,110.8304,114.799,108.1753,114.3956,77367.0
2022-06-26,110.8304,114.799,108.1753,114.3956,77367.0
2022-06-27,115.8686,115.8686,113.4668,114.0954,21974.0
2022-06-28,114.4519,115.3338,112.9226,112.9602,25369.0
2022-06-29,113.5325,113.5325,111.6356,112.6318,23619.0
2022-06-30,111.2808,114.2643,111.2808,113.7576,38346.0
2022-07-01,112.7068,114.0766,107.4341,113.6169,44413.0
2022-07-02,112.7068,114.0766,107.4341,113.6169,44413.0
2022-07-03,112.7068,114.0766,107.4341,113.6169,44413.0
2022-07-04,112.7068,114.0766,107.4341,113.6169,44413.0
2022-07-05,113.5231,115.5027,111.3277,115.3244,58317.0
2022-07-06,115.7748,115.7748,112.9508,114.2361,18407.0
2022-07-07,115.3526,115.8592,114.2267,114.6489,24345.0
2022-07-08,113.7295,114.2314,112.7992,113.8702,22394.0
2022-07-09,113.7295,114.2314,112.7992,113.8702,22394.0
2022-07-10,113.7295,114.2314,112.7992,113.8702,22394.0
2022-07-11,112.4441,113.4949,112.3991,113.1572,25203.0
2022-07-12,113.1572,113.964,112.5004,112.6412,29467.0
2022-07-13,112.5849,112.5849,110.5677,110.8023,14036.0
2022-07-14,109.2261,110.3801,108.7664,109.8922,16700.0
2022-07-15,113.0071,113.5888,111.5528,112.9883,34749.0
2022-07-16,113.0071,113.5888,111.5528,112.9883,34749.0
2022-07-17,113.0071,113.5888,111.5528,112.9883,34749.0
2022-07-18,113.5231,114.208,111.7405,112.4066,18448.0
2022-07-19,114.4613,116.3377,114.1142,116.3283,48193.0
2022-07-20,115.681,117.229,115.681,116.9288,28499.0
2022-07-21,116.9757,117.7356,115.9343,117.4823,21965.0
2022-07-22,116.7665,118.4393,116.2626,117.6887,31543.0
2022-07-23,116.7665,118.4393,116.2626,117.6887,31543.0
2022-07-24,116.7665,118.4393,116.2626,117.6887,31543.0
2022-07-25,117.745,119.5464,117.1821,119.5464,25117.0
2022-07-26,115.362,120.0905,113.8993,119.1617,22257.0
2022-07-27,120.1844,121.5729,119.5464,121.4322,30743.0
2022-07-28,121.6667,121.7915,119.6777,121.2164,23433.0
2022-07-29,120.8036,123.318,120.8036,121.5541,34526.0
2022-07-30,120.8036,123.318,120.8036,121.5541,34526.0
2022-07-31,120.8036,123.318,120.8036,121.5541,34526.0
2022-08-01,122.6143,124.9645,121.4134,124.5658,41536.0
2022-08-02,122.3422,123.4399,122.0139,122.1358,23568.0
2022-08-03,122.1358,123.1303,121.1695,122.9239,18432.0
2022-08-04,121.1887,122.0608,120.9631,122.0608,13379.0
2022-08-05,121.6386,122.755,120.1093,122.755,16679.0
2022-08-06,121.6386,122.755,120.1093,122.755,16679.0
2022-08-07,121.6386,122.755,120.1093,122.755,16679.0
2022-08-08,122.7081,123.6088,122.0702,123.2429,20894.0
2022-08-09,122.7043,124.8566,122.7043,124.5658,26809.0
2022-08-10,125.4383,125.7667,124.5376,125.2601,34729.0
2022-08-11,124.3125,126.6111,124.1014,126.2639,22663.0
2022-08-12,126.1138,128.9378,126.0482,128.9378,19935.0
2022-08-13,126.1138,128.9378,126.0482,128.9378,19935.0
2022-08-14,126.1138,128.9378,126.0482,128.9378,19935.0
2022-08-15,128.4875,131.03,128.4875,130.9644,30621.0
2022-08-16,130.0074,133.103,130.0074,130.7861,38319.0
2022-08-17,130.3639,130.6172,128.6095,130.6172,20132.0
2022-08-18,130.8063,131.6286,130.0689,131.4963,16857.0
2022-08-19,131.156,131.1749,128.6983,129.5774,19661.0
2022-08-20,131.156,131.1749,128.6983,129.5774,19661.0
2022-08-21,131.156,131.1749,128.6983,129.5774,19661.0
2022-08-22,129.2277,129.2277,127.2804,128.0366,24553.0
2022-08-23,128.462,128.4809,126.4202,126.4297,23424.0
2022-08-24,125.8096,126.666,125.4466,126.2028,16231.0
2022-08-25,127.5734,129.2371,127.5734,129.1237,27882.0
2022-08-26,130.0028,130.0028,127.0819,127.7436,25453.0
2022-08-27,130.0028,130.0028,127.0819,127.7436,25453.0
2022-08-28,130.0028,130.0028,127.0819,127.7436,25453.0
2022-08-29,126.2501,126.2501,124.5769,124.9361,35202.0
2022-08-30,124.6336,126.2595,124.2555,125.9665,34386.0
2022-08-31,125.6923,126.6093,124.5391,124.6147,28006.0
2022-09-01,124.8227,125.9665,123.7073,125.2197,30588.0
2022-09-02,126.6187,126.6187,123.1685,124.4824,23663.0
2022-09-03,126.6187,126.6187,123.1685,124.4824,23663.0
2022-09-04,126.6187,126.6187,123.1685,124.4824,23663.0
2022-09-05,126.6187,126.6187,123.1685,124.4824,23663.0
2022-09-06,125.5411,125.8719,121.6857,122.4217,33532.0
2022-09-07,124.87,124.87,122.1759,124.0759,30793.0
2022-09-08,123.0645,125.4277,122.8849,124.3501,27290.0
2022-09-09,126.1933,126.1933,124.558,125.5317,31362.0
2022-09-10,126.1933,126.1933,124.558,125.5317,31362.0
2022-09-11,126.1933,126.1933,124.558,125.5317,31362.0
2022-09-12,126.3824,127.3645,124.8227,126.9117,39492.0
2022-09-13,124.3312,124.4351,121.5143,122.0531,41705.0
2022-09-14,122.2327,122.2988,120.2949,121.7411,49897.0
2022-09-15,122.1854,123.2346,121.2401,122.1098,43335.0
2022-09-16,121.1834,122.2043,120.0585,121.9113,153640.0
2022-09-17,121.1834,122.2043,120.0585,121.9113,153640.0
2022-09-18,121.1834,122.2043,120.0585,121.9113,153640.0
2022-09-19,121.9113,125.059,121.9113,124.5486,45679.0
2022-09-20,125.5317,125.9665,123.972,125.8436,23853.0
2022-09-21,125.8625,126.3824,123.5844,124.6904,28917.0
2022-09-22,123.4615,123.4615,121.467,121.7506,34914.0
2022-09-23,119.9829,120.8809,119.3685,120.6163,21177.0
2022-09-24,119.9829,120.8809,119.3685,120.6163,21177.0
2022-09-25,119.9829,120.8809,119.3685,120.6163,21177.0
2022-09-26,120.9755,122.072,120.5359,120.6068,37240.0
2022-09-27,122.2043,122.5919,119.1794,119.86,43312.0
2022-09-28,120.8148,122.0483,120.2618,120.9755,34716.0
2022-09-29,119.274,119.4158,118.0451,118.6596,39966.0
2022-09-30,118.9337,120.8289,117.667,117.667,48434.0
2022-10-01,118.9337,120.8289,117.667,117.667,48434.0
2022-10-02,118.9337,120.8289,117.667,117.667,48434.0
2022-10-03,118.2531,120.3516,117.8277,120.2854,38003.0
2022-10-04,122.0814,124.1516,122.0814,124.1516,29149.0
2022-10-05,122.6108,123.7356,121.3725,122.5257,27390.0
2022-10-06,122.0625,122.1003,121.0842,121.4575,18495.0
2022-10-07,120.0585,120.2003,118.6312,118.6406,25517.0
2022-10-08,120.0585,120.2003,118.6312,118.6406,25517.0
2022-10-09,120.0585,120.2003,118.6312,118.6406,25517.0
2022-10-10,120.0869,120.7108,119.2834,120.5312,15381.0
2022-10-11,120.1814,122.8944,120.1814,122.0531,39946.0
2022-10-12,121.7978,123.4615,121.1929,122.6108,13768.0
2022-10-13,120.2665,127.8995,120.2665,127.6112,31463.0
2022-10-14,127.3277,128.0792,126.3918,126.9023,24738.0
2022-10-15,127.3277,128.0792,126.3918,126.9023,24738.0
2022-10-16,127.3277,128.0792,126.3918,126.9023,24738.0
2022-10-17,127.7625,129.4356,127.7625,129.0481,30541.0
2022-10-18,129.5774,130.1351,128.3013,128.7645,20983.0
2022-10-19,127.1386,128.9441,126.8739,128.7928,22742.0
2022-10-20,127.7058,128.9252,123.6128,124.0381,23953.0
2022-10-21,126.7889,128.2729,125.3993,127.4789,23809.0
2022-10-22,126.7889,128.2729,125.3993,127.4789,23809.0
2022-10-23,126.7889,128.2729,125.3993,127.4789,23809.0
2022-10-24,128.7172,130.2296,128.6888,130.2296,20449.0
2022-10-25,125.8152,131.9406,125.8152,131.1844,23610.0
2022-10-26,132.3376,133.7838,130.759,131.4679,21748.0
2022-10-27,131.3923,135.1734,131.3923,133.1127,35510.0
2022-10-28,135.1734,138.2455,133.8878,137.9714,35761.0
2022-10-29,135.1734,138.2455,133.8878,137.9714,35761.0
2022-10-30,135.1734,138.2455,133.8878,137.9714,35761.0
2022-10-31,137.8201,140.051,137.6973,139.4271,30138.0
2022-11-01,139.3042,140.9395,138.2644,139.446,31891.0
2022-11-02,137.9147,140.1455,136.0052,137.1395,29887.0
2022-11-03,135.2207,136.752,134.2659,135.561,22162.0
2022-11-04,137.0639,139.0301,135.8351,138.6992,26021.0
2022-11-05,137.0639,139.0301,135.8351,138.6992,26021.0
2022-11-06,137.0639,139.0301,135.8351,138.6992,26021.0
2022-11-07,138.4724,140.3629,138.0186,140.344,33105.0
2022-11-08,140.845,140.845,137.8107,137.8107,27392.0
2022-11-09,135.5231,137.055,134.9465,135.561,31475.0
2022-11-10,139.55,140.9868,139.4838,140.9773,46504.0
2022-11-11,140.4669,140.7599,137.0261,137.7918,37818.0
2022-11-12,140.4669,140.7599,137.0261,137.7918,37818.0
2022-11-13,140.4669,140.7599,137.0261,137.7918,37818.0
2022-11-14,138.0092,140.5425,137.7445,137.8863,29077.0
2022-11-15,139.55,141.346,138.8221,140.6087,27427.0
2022-11-16,138.34,140.5245,138.34,139.257,21012.0
2022-11-17,139.9257,139.9257,137.5567,138.7985,25567.0
2022-11-18,141.1962,141.1962,138.2827,138.3495,26021.0
2022-11-19,141.1962,141.1962,138.2827,138.3495,26021.0
2022-11-20,141.1962,141.1962,138.2827,138.3495,26021.0
2022-11-21,139.3621,140.7281,139.3621,140.3556,13673.0
2022-11-22,141.1866,141.6834,139.4958,141.0624,24151.0
2022-11-23,140.4033,140.8809,139.4648,140.3078,21126.0
2022-11-24,140.4033,140.8809,139.4648,140.3078,21126.0
2022-11-25,139.6296,141.4445,139.6296,140.7759,6835.0
2022-11-26,139.6296,141.4445,139.6296,140.7759,6835.0
2022-11-27,139.6296,141.4445,139.6296,140.7759,6835.0
2022-11-28,140.3364,140.4559,138.1871,139.171,21207.0
2022-11-29,139.0851,140.069,138.8525,139.2188,17704.0
2022-11-30,140.3747,144.5587,137.8323,144.5587,72929.0
2022-12-01,144.0524,144.807,142.6785,143.9282,29115.0
2022-12-02,141.9986,143.527,140.2887,141.3204,43269.0
2022-12-03,141.9986,143.527,140.2887,141.3204,43269.0
2022-12-04,141.9986,143.527,140.2887,141.3204,43269.0
2022-12-05,139.9926,139.9926,132.6658,133.2007,62200.0
2022-12-06,133.7356,133.7356,130.0293,130.4591,46143.0
2022-12-07,131.2806,132.5323,130.2299,131.4335,488196.0
2022-12-08,131.6914,133.5924,131.6341,132.9141,36752.0
2022-12-09,133.1625,134.3757,131.0428,134.0795,54454.0
2022-12-10,133.1625,134.3757,131.0428,134.0795,54454.0
2022-12-11,133.1625,134.3757,131.0428,134.0795,54454.0
2022-12-12,134.4712,135.3787,133.2389,133.9553,49105.0
2022-12-13,137.5662,137.9579,133.8742,135.2545,54384.0
2022-12-14,135.8181,136.7829,134.4919,135.4838,74768.0
2022-12-15,134.0413,135.1351,133.2103,134.5285,59961.0
2022-12-16,133.2007,133.8121,132.2741,132.4556,258626.0
2022-12-17,133.2007,133.8121,132.2741,132.4556,258626.0
2022-12-18,133.2007,133.8121,132.2741,132.4556,258626.0
2022-12-19,131.8347,134.2515,131.8347,132.8281,46144.0
2022-12-20,132.5798,134.3279,132.5798,133.258,31863.0
2022-12-21,134.8342,136.5345,133.9315,135.5029,23562.0
2022-12-22,133.6642,134.624,132.6275,134.4521,31676.0
2022-12-23,134.6909,136.6683,134.6336,136.1715,18105.0
2022-12-24,134.6909,136.6683,134.6336,136.1715,18105.0
2022-12-25,134.6909,136.6683,134.6336,136.1715,18105.0
2022-12-26,134.6909,136.6683,134.6336,136.1715,18105.0
2022-12-27,135.2927,137.2319,135.2927,137.2319,20083.0
2022-12-28,137.3561,137.3561,134.8628,134.8628,17133.0
2022-12-29,136.3435,136.3435,135.1685,135.6748,22267.0
2022-12-30,135.1685,135.3023,133.0096,134.4521,40339.0
2022-12-31,135.1685,135.3023,133.0096,134.4521,40339.0
2023-01-01,135.1685,135.3023,133.0096,134.4521,40339.0
2023-01-02,135.1685,135.3023,133.0096,134.4521,40339.0
2023-01-03,133.4873,134.1273,131.6341,133.067,37877.0
2023-01-04,135.1017,135.1017,132.4174,132.8759,48178.0
2023-01-05,133.1911,134.0986,132.5511,133.8407,34623.0
2023-01-06,134.0891,136.4104,134.0413,136.2575,25258.0
2023-01-07,134.0891,136.4104,134.0413,136.2575,25258.0
2023-01-08,134.0891,136.4104,134.0413,136.2575,25258.0
2023-01-09,135.0825,136.3244,133.1911,133.7738,25680.0
2023-01-10,134.7434,136.6492,133.0359,135.6653,40625.0
2023-01-11,136.2384,136.2384,133.2676,134.9297,28021.0
2023-01-12,135.4742,135.9136,133.8264,135.7226,30122.0
2023-01-13,134.2897,136.7065,133.8025,135.3691,25482.0
2023-01-14,134.2897,136.7065,133.8025,135.3691,25482.0
2023-01-15,134.2897,136.7065,133.8025,135.3691,25482.0
2023-01-16,134.2897,136.7065,133.8025,135.3691,25482.0
2023-01-17,135.5793,135.5793,133.8789,134.2419,22089.0
2023-01-18,134.2419,134.2706,131.338,131.5768,32995.0
2023-01-19,131.5768,131.5768,129.6854,131.166,437462.0
2023-01-20,132.7804,132.7804,130.1057,130.3827,43921.0
2023-01-21,132.7804,132.7804,130.1057,130.3827,43921.0
2023-01-22,132.7804,132.7804,130.1057,130.3827,43921.0
2023-01-23,130.4305,130.5355,128.3002,129.16,39326.0
2023-01-24,127.5265,128.0519,118.2223,118.4611,81021.0
2023-01-25,116.8754,117.353,114.9267,115.0318,56026.0
2023-01-26,116.5411,116.5506,115.3852,115.8819,28181.0
2023-01-27,116.0634,116.7035,113.8186,116.0634,32085.0
2023-01-28,116.0634,116.7035,113.8186,116.0634,32085.0
2023-01-29,116.0634,116.7035,113.8186,116.0634,32085.0
2023-01-30,115.5858,117.3244,115.5858,115.9392,28156.0
2023-01-31,116.6939,119.6456,116.6939,119.6456,54707.0
2023-02-01,118.1173,121.1167,118.1173,119.5501,51025.0
2023-02-02,119.8558,122.9126,119.7507,122.2726,46755.0
2023-02-03,122.1197,124.355,122.1197,123.9061,64365.0
2023-02-04,122.1197,124.355,122.1197,123.9061,64365.0
2023-02-05,122.1197,124.355,122.1197,123.9061,64365.0
2023-02-06,123.801,125.0142,122.4827,123.7914,42333.0
2023-02-07,122.7311,124.8231,122.4292,124.1067,29675.0
2023-02-08,122.0624,123.4093,122.0624,122.3968,22490.0
2023-02-09,123.3711,123.8129,122.0003,122.1866,29308.0
2023-02-10,122.2057,123.8583,121.5179,123.4953,26913.0
2023-02-11,122.2057,123.8583,121.5179,123.4953,26913.0
2023-02-12,122.2057,123.8583,121.5179,123.4953,26913.0
2023-02-13,123.352,123.5908,123.0463,123.5431,32737.0
2023-02-14,122.6451,122.8075,121.2361,121.6517,19133.0
2023-02-15,121.6039,122.5448,121.5752,122.3012,25482.0
2023-02-16,122.908,122.908,121.4825,121.81,21511.0
2023-02-17,123.8423,123.8423,121.8196,123.7556,51514.0
2023-02-18,123.8423,123.8423,121.8196,123.7556,51514.0
2023-02-19,123.8423,123.8423,121.8196,123.7556,51514.0
2023-02-20,123.8423,123.8423,121.8196,123.7556,51514.0
2023-02-21,122.2242,122.7732,121.1069,121.6559,52500.0
2023-02-22,122.6961,124.0542,121.733,122.5131,49483.0
2023-02-23,122.9307,123.5341,122.1471,122.9273,24782.0
2023-02-24,121.3959,122.5276,120.9984,122.3879,28512.0
2023-02-25,121.3959,122.5276,120.9984,122.3879,28512.0
2023-02-26,121.3959,122.5276,120.9984,122.3879,28512.0
2023-02-27,123.1584,124.0734,122.7346,123.4185,42125.0
2023-02-28,123.1103,124.6224,122.6383,123.0621,58384.0
2023-03-01,122.099,123.4859,121.4681,123.1969,33909.0
2023-03-02,121.8389,122.7154,121.2995,122.3494,35062.0
2023-03-03,122.0219,123.3992,121.1743,123.0043,28217.0
2023-03-04,122.0219,123.3992,121.1743,123.0043,28217.0
2023-03-05,122.0219,123.3992,121.1743,123.0043,28217.0
2023-03-06,122.7154,123.3511,120.895,121.2995,58559.0
2023-03-07,121.3573,121.3573,118.6509,118.6509,41340.0
2023-03-08,119.5273,121.001,118.9109,119.8837,41713.0
2023-03-09,119.0458,119.0458,115.2509,115.511,85432.0
2023-03-10,114.7405,117.6636,112.2363,116.7053,113626.0
2023-03-11,114.7405,117.6636,112.2363,116.7053,113626.0
2023-03-12,114.7405,117.6636,112.2363,116.7053,113626.0
2023-03-13,109.8091,120.3845,107.3434,115.1257,124142.0
2023-03-14,119.1806,121.9545,115.3424,116.1081,121461.0
2023-03-15,110.7723,118.1982,110.7723,116.8016,85610.0
2023-03-16,114.6153,123.6111,114.6153,122.5805,79542.0
2023-03-17,120.269,120.3364,115.4827,118.3716,295522.0
2023-03-18,120.269,120.3364,115.4827,118.3716,295522.0
2023-03-19,120.269,120.3364,115.4827,118.3716,295522.0
2023-03-20,118.6412,122.099,116.869,116.869,110173.0
2023-03-21,119.1228,122.9513,119.1228,122.3783,88583.0
2023-03-22,122.4168,122.6865,114.5189,114.5286,50842.0
2023-03-23,115.5784,115.5784,111.5235,113.1224,50695.0
2023-03-24,111.2538,118.2752,111.2538,118.256,53969.0
2023-03-25,111.2538,118.2752,111.2538,118.256,53969.0
2023-03-26,111.2538,118.2752,111.2538,118.256,53969.0
2023-03-27,120.346,120.346,117.5143,117.8803,35038.0
2023-03-28,116.6571,117.9574,116.1274,116.5705,27256.0
2023-03-29,117.3988,117.601,114.6249,115.8866,29000.0
2023-03-30,117.2639,117.2639,112.0436,112.217,29339.0
2023-03-31,113.758,114.596,112.4674,114.2011,48900.0
2023-04-01,113.758,114.596,112.4674,114.2011,48900.0
2023-04-02,113.758,114.596,112.4674,114.2011,48900.0
2023-04-03,113.5076,114.2107,111.042,112.4867,48357.0
2023-04-04,113.1705,113.1705,108.557,110.7626,40910.0
2023-04-05,108.9326,110.7434,108.9326,110.0017,29895.0
2023-04-06,108.8363,110.7626,108.8363,110.1462,20764.0
2023-04-07,108.8363,110.7626,108.8363,110.1462,20764.0
2023-04-08,108.8363,110.7626,108.8363,110.1462,20764.0
2023-04-09,108.8363,110.7626,108.8363,110.1462,20764.0
2023-04-10,109.9343,111.4898,109.9343,110.7626,45528.0
2023-04-11,111.3213,111.3213,109.4335,109.4431,33555.0
2023-04-12,108.5378,109.6261,107.4687,107.4687,34239.0
2023-04-13,107.7865,108.8171,107.1604,107.9984,31951.0
2023-04-14,109.6839,109.6839,104.4732,104.8681,40622.0
2023-04-15,109.6839,109.6839,104.4732,104.8681,40622.0
2023-04-16,109.6839,109.6839,104.4732,104.8681,40622.0
2023-04-17,104.8681,106.6403,103.539,106.6403,50054.0
2023-04-18,107.0545,107.0545,102.7299,102.7781,31366.0
2023-04-19,103.3175,106.3225,103.3175,105.5809,37944.0
2023-04-20,105.4171,106.101,103.982,105.7157,48967.0
2023-04-21,103.7798,106.7656,103.7798,105.1571,36244.0
2023-04-22,103.7798,106.7656,103.7798,105.1571,36244.0
2023-04-23,103.7798,106.7656,103.7798,105.1571,36244.0
2023-04-24,113.6521,113.6521,106.2166,106.6403,37395.0
2023-04-25,105.8891,108.2392,101.969,101.9787,47752.0
2023-04-26,101.0829,103.0767,99.2048,101.0541,43405.0
2023-04-27,101.8345,103.25,100.9385,103.25,22985.0
2023-04-28,104.356,104.6177,103.4523,104.3288,27796.0
2023-04-29,104.356,104.6177,103.4523,104.3288,27796.0
2023-04-30,104.356,104.6177,103.4523,104.3288,27796.0
2023-05-01,103.539,106.5922,103.539,104.9645,44972.0
2023-05-02,104.2421,105.3979,96.9221,96.9221,107420.0
2023-05-03,98.4246,101.9739,97.7986,99.3974,71101.0
2023-05-04,97.972,100.3654,96.2961,96.6524,143315.0
2023-05-05,99.0989,102.1906,98.0972,101.8149,45443.0
2023-05-06,99.0989,102.1906,98.0972,101.8149,45443.0
2023-05-07,99.0989,102.1906,98.0972,101.8149,45443.0
2023-05-08,101.0444,101.0444,98.5017,98.6365,25198.0
2023-05-09,96.6621,99.7635,96.3153,98.3091,34027.0
2023-05-10,100.062,100.062,97.4712,98.6269,67280.0
2023-05-11,98.232,98.8821,96.4117,97.4615,52523.0
2023-05-12,97.9334,98.0586,96.5369,97.789,28858.0
2023-05-13,97.9334,98.0586,96.5369,97.789,28858.0
2023-05-14,97.9334,98.0586,96.5369,97.789,28858.0
2023-05-15,96.3153,98.0105,96.3153,97.5578,45029.0
2023-05-16,97.2303,97.8988,96.5422,96.7969,43492.0
2023-05-17,98.2513,102.2773,98.2513,102.2098,59646.0
2023-05-18,100.2934,101.6455,99.5444,101.5872,40750.0
2023-05-19,101.1008,101.1008,96.4023,97.521,66858.0
2023-05-20,101.1008,101.1008,96.4023,97.521,66858.0
2023-05-21,101.1008,101.1008,96.4023,97.521,66858.0
2023-05-22,97.6864,100.2448,96.7525,100.2448,38847.0
2023-05-23,99.6222,102.7351,99.6222,101.7137,45333.0
2023-05-24,99.2234,100.5074,98.6446,99.9238,32480.0
2023-05-25,99.2234,99.6514,98.2117,98.6008,31449.0
2023-05-26,98.5911,99.165,97.7837,98.9704,25400.0
2023-05-27,98.5911,99.165,97.7837,98.9704,25400.0
2023-05-28,98.5911,99.165,97.7837,98.9704,25400.0
2023-05-29,98.5911,99.165,97.7837,98.9704,25400.0
2023-05-30,98.3381,99.0094,97.2778,98.6202,39518.0
2023-05-31,98.0268,99.593,95.9937,96.0618,122085.0
2023-06-01,96.4509,98.9315,95.0988,98.5424,40697.0
2023-06-02,98.7953,105.5659,98.7953,105.0892,74083.0
2023-06-03,98.7953,105.5659,98.7953,105.0892,74083.0
2023-06-04,98.7953,105.5659,98.7953,105.0892,74083.0
2023-06-05,102.2584,103.1047,99.3012,100.381,48216.0
2023-06-06,100.5269,106.8889,99.7195,106.0425,66352.0
2023-06-07,108.6399,110.4103,107.4822,109.7683,77095.0
2023-06-08,107.0153,107.0153,103.1826,105.6048,78613.0
2023-06-09,106.9083,106.9859,104.8266,106.3344,37541.0
2023-06-10,106.9083,106.9859,104.8266,106.3344,37541.0
2023-06-11,106.9083,106.9859,104.8266,106.3344,37541.0
2023-06-12,104.1067,106.3976,103.2897,103.7371,51825.0
2023-06-13,104.7293,106.7332,104.598,106.6457,50243.0
2023-06-14,106.5095,107.5893,103.9997,105.0406,76646.0
2023-06-15,105.7312,106.9083,104.4739,105.9939,61232.0
2023-06-16,106.8889,106.8889,103.4647,104.1456,220047.0
2023-06-17,106.8889,106.8889,103.4647,104.1456,220047.0
2023-06-18,106.8889,106.8889,103.4647,104.1456,220047.0
2023-06-19,106.8889,106.8889,103.4647,104.1456,220047.0
2023-06-20,105.9258,105.9258,103.3285,104.3207,48504.0
2023-06-21,103.6203,105.3324,103.0464,103.1728,54746.0
2023-06-22,102.3265,102.8032,96.4607,98.7856,77425.0
2023-06-23,97.3459,99.4666,97.3459,99.4666,87600.0
2023-06-24,97.3459,99.4666,97.3459,99.4666,87600.0
2023-06-25,97.3459,99.4666,97.3459,99.4666,87600.0
2023-06-26,99.6708,100.6478,98.9218,99.4471,23800.0
2023-06-27,98.7662,101.4608,98.7467,100.3907,21696.0
2023-06-28,99.7584,101.3829,98.951,100.0794,23453.0
2023-06-29,100.5074,101.9666,100.2934,100.8965,27819.0
2023-06-30,101.5288,101.5288,99.0677,99.5347,38909.0
2023-07-01,101.5288,101.5288,99.0677,99.5347,38909.0
2023-07-02,101.5288,101.5288,99.0677,99.5347,38909.0
2023-07-03,100.4102,101.0522,99.6903,100.5658,18764.0
2023-07-04,100.4102,101.0522,99.6903,100.5658,18764.0
2023-07-05,100.4393,100.4977,98.7759,99.9919,39282.0
2023-07-06,98.3187,98.6592,96.2515,97.0638,58099.0
2023-07-07,97.0638,99.1714,96.7233,98.3673,37781.0
2023-07-08,97.0638,99.1714,96.7233,98.3673,37781.0
2023-07-09,97.0638,99.1714,96.7233,98.3673,37781.0
2023-07-10,98.1922,101.0619,98.0366,99.6417,35676.0
2023-07-11,99.558,100.8382,99.2234,100.2156,25728.0
2023-07-12,102.0541,102.774,100.9646,101.3148,33199.0
2023-07-13,101.0619,102.5429,100.8674,101.4997,25996.0
2023-07-14,102.1222,102.1222,99.2574,100.6631,27646.0
2023-07-15,102.1222,102.1222,99.2574,100.6631,27646.0
2023-07-16,102.1222,102.1222,99.2574,100.6631,27646.0
2023-07-17,101.4413,103.2215,101.039,102.9977,26219.0
2023-07-18,103.2507,106.9959,103.2507,106.5776,34976.0
2023-07-19,106.3636,109.4278,106.3636,109.2722,37003.0
2023-07-20,109.6807,109.6807,106.5192,107.7352,29698.0
2023-07-21,108.9317,108.9317,106.5776,107.6865,41691.0
2023-07-22,108.9317,108.9317,106.5776,107.6865,41691.0
2023-07-23,108.9317,108.9317,106.5776,107.6865,41691.0
2023-07-24,107.0153,109.9482,107.0153,109.4959,36340.0
2023-07-25,93.8731,106.0313,87.8224,104.0483,110454.0
2023-07-26,104.8752,108.8247,104.8752,107.9492,45303.0
2023-07-27,107.1126,107.9881,105.7021,106.7429,36849.0
2023-07-28,105.4686,108.1875,103.5571,107.0056,30296.0
2023-07-29,105.4686,108.1875,103.5571,107.0056,30296.0
2023-07-30,105.4686,108.1875,103.5571,107.0056,30296.0
2023-07-31,107.0931,109.1846,106.4171,108.4842,50272.0
2023-08-01,107.9784,108.9317,106.6165,108.9122,27867.0
2023-08-02,107.5893,108.3286,106.4706,108.3286,44927.0
2023-08-03,107.064,108.4012,106.6165,107.5406,18969.0
2023-08-04,107.7838,108.3869,106.49,106.9764,19387.0
2023-08-05,107.7838,108.3869,106.49,106.9764,19387.0
2023-08-06,107.7838,108.3869,106.49,106.9764,19387.0
2023-08-07,106.811,108.8441,106.811,108.815,20174.0
2023-08-08,106.6359,107.9395,104.4764,107.5503,23088.0
2023-08-09,107.5601,107.5601,106.1106,106.3441,38542.0
2023-08-10,106.6165,106.6573,104.7779,105.7604,22425.0
2023-08-11,104.6476,105.1476,103.4647,104.204,37290.0
2023-08-12,104.6476,105.1476,103.4647,104.204,37290.0
2023-08-13,104.6476,105.1476,103.4647,104.204,37290.0
2023-08-14,103.416,103.7468,102.3654,103.4647,38820.0
