,PDCO US Equity,PDCO US Equity,PDCO US Equity,PDCO US Equity,PDCO US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2022-05-07,29.3404,30.383,29.0585,30.2047,868841.0
2022-05-08,29.3404,30.383,29.0585,30.2047,868841.0
2022-05-09,29.8477,30.3316,29.4343,29.5847,783753.0
2022-05-10,29.5847,29.782,28.1003,28.3257,1174509.0
2022-05-11,28.4197,29.5847,28.4197,28.5418,669218.0
2022-05-12,28.4103,29.1525,28.2506,29.1337,715751.0
2022-05-13,29.3498,29.6316,28.6076,29.1055,636782.0
2022-05-14,29.3498,29.6316,28.6076,29.1055,636782.0
2022-05-15,29.3498,29.6316,28.6076,29.1055,636782.0
2022-05-16,29.0398,29.7585,29.0116,29.5377,347954.0
2022-05-17,29.9793,30.6228,29.8477,30.4866,429914.0
2022-05-18,30.1765,30.4584,29.3028,29.4813,566731.0
2022-05-19,29.1337,29.3028,28.5465,28.7485,793140.0
2022-05-20,29.0304,29.4907,28.8425,29.4156,484889.0
2022-05-21,29.0304,29.4907,28.8425,29.4156,484889.0
2022-05-22,29.0304,29.4907,28.8425,29.4156,484889.0
2022-05-23,29.6974,29.6974,29.1619,29.5283,420370.0
2022-05-24,29.5189,29.782,28.9223,29.3592,324833.0
2022-05-25,29.3028,29.781,29.1713,29.6974,485760.0
2022-05-26,29.8571,29.9886,29.2652,29.5471,471627.0
2022-05-27,29.641,29.9511,29.4625,29.9417,472923.0
2022-05-28,29.641,29.9511,29.4625,29.9417,472923.0
2022-05-29,29.641,29.9511,29.4625,29.9417,472923.0
2022-05-30,29.641,29.9511,29.4625,29.9417,472923.0
2022-05-31,29.7538,29.9182,29.2464,29.6786,442479.0
2022-06-01,29.7632,29.7632,28.2976,29.0492,578792.0
2022-06-02,29.1807,29.7444,28.2788,29.6692,534313.0
2022-06-03,29.5753,29.6128,29.0961,29.2183,422991.0
2022-06-04,29.5753,29.6128,29.0961,29.2183,422991.0
2022-06-05,29.5753,29.6128,29.0961,29.2183,422991.0
2022-06-06,29.2934,29.2981,28.8237,28.9176,480265.0
2022-06-07,28.6828,29.5847,28.6358,29.5189,374809.0
2022-06-08,29.5189,29.5189,28.5794,29.021,489829.0
2022-06-09,29.0585,29.1713,28.4197,28.4385,432471.0
2022-06-10,28.0345,28.213,27.6399,27.9875,888747.0
2022-06-11,28.0345,28.213,27.6399,27.9875,888747.0
2022-06-12,28.0345,28.213,27.6399,27.9875,888747.0
2022-06-13,27.3769,27.7808,27.1796,27.2453,642696.0
2022-06-14,27.142,27.142,26.2683,26.4374,716259.0
2022-06-15,26.6816,27.189,26.4186,26.7756,667504.0
2022-06-16,26.4843,26.4843,25.6952,26.0616,531854.0
2022-06-17,26.7192,26.8132,26.0897,26.2495,1080549.0
2022-06-18,26.7192,26.8132,26.0897,26.2495,1080549.0
2022-06-19,26.7192,26.8132,26.0897,26.2495,1080549.0
2022-06-20,26.7192,26.8132,26.0897,26.2495,1080549.0
2022-06-21,26.7098,27.3158,26.3528,26.3998,1042370.0
2022-06-22,26.2401,26.8132,26.0005,26.6347,1034301.0
2022-06-23,26.9635,26.9635,25.8831,26.5595,824175.0
2022-06-24,26.7474,27.203,26.5031,26.7474,1888908.0
2022-06-25,26.7474,27.203,26.5031,26.7474,1888908.0
2022-06-26,26.7474,27.203,26.5031,26.7474,1888908.0
2022-06-27,26.9729,27.2829,26.7897,27.0574,1269521.0
2022-06-28,27.0856,27.4896,26.2213,26.2683,1533092.0
2022-06-29,28.3727,29.7914,27.7997,29.0398,3561258.0
2022-06-30,29.1149,29.2371,28.307,28.4667,1371584.0
2022-07-01,28.4385,28.7579,28.1284,28.7391,869444.0
2022-07-02,28.4385,28.7579,28.1284,28.7391,869444.0
2022-07-03,28.4385,28.7579,28.1284,28.7391,869444.0
2022-07-04,28.4385,28.7579,28.1284,28.7391,869444.0
2022-07-05,28.4385,28.6546,27.3158,28.2694,861765.0
2022-07-06,28.1566,28.4573,27.2688,27.4614,762878.0
2022-07-07,27.6775,27.9218,27.1044,27.6963,656904.0
2022-07-08,27.6305,28.3492,27.4614,28.0063,616275.0
2022-07-09,27.6305,28.3492,27.4614,28.0063,616275.0
2022-07-10,27.6305,28.3492,27.4614,28.0063,616275.0
2022-07-11,27.8278,28.1097,27.762,27.9124,544801.0
2022-07-12,28.0815,28.2694,27.762,27.903,560290.0
2022-07-13,27.6211,28.4197,27.4802,28.1472,761769.0
2022-07-14,27.7057,28.0439,27.6399,27.9687,481804.0
2022-07-15,28.617,28.664,28.1284,28.3351,828128.0
2022-07-16,28.617,28.664,28.1284,28.3351,828128.0
2022-07-17,28.617,28.664,28.1284,28.3351,828128.0
2022-07-18,28.3163,28.5794,28.2083,28.3445,490794.0
2022-07-19,28.4761,28.8894,28.2788,28.8613,701433.0
2022-07-20,28.8425,29.2277,28.4385,29.0398,780025.0
2022-07-21,29.0587,29.2103,28.7366,29.2008,537799.0
2022-07-22,29.3524,29.5419,28.6892,29.0492,503375.0
2022-07-23,29.3524,29.5419,28.6892,29.0492,503375.0
2022-07-24,29.3524,29.5419,28.6892,29.0492,503375.0
2022-07-25,29.0966,29.2103,28.6987,28.7366,621944.0
2022-07-26,28.8124,29.1913,28.6396,29.0397,611977.0
2022-07-27,28.9545,29.3145,28.8692,29.0966,712303.0
2022-07-28,29.2103,29.6651,28.9639,29.4661,664328.0
2022-07-29,29.504,29.7314,29.2766,29.4282,1091309.0
2022-07-30,29.504,29.7314,29.2766,29.4282,1091309.0
2022-07-31,29.504,29.7314,29.2766,29.4282,1091309.0
2022-08-01,29.4187,29.5987,29.0113,29.2387,1055778.0
2022-08-02,29.0871,29.2292,28.4713,28.6134,756242.0
2022-08-03,28.8029,28.9166,28.3765,28.4713,660151.0
2022-08-04,28.4428,29.0113,28.4144,28.585,705465.0
2022-08-05,28.4902,28.9924,28.4618,28.8313,541970.0
2022-08-06,28.4902,28.9924,28.4618,28.8313,541970.0
2022-08-07,28.4902,28.9924,28.4618,28.8313,541970.0
2022-08-08,29.0018,29.2055,28.7081,28.8787,500215.0
2022-08-09,28.9829,29.2766,28.566,28.6513,588625.0
2022-08-10,28.7081,29.2671,28.7081,29.1534,627368.0
2022-08-11,29.2387,29.9209,29.1961,29.3145,531986.0
2022-08-12,29.4756,29.8261,29.4413,29.7219,513365.0
2022-08-13,29.4756,29.8261,29.4413,29.7219,513365.0
2022-08-14,29.4756,29.8261,29.4413,29.7219,513365.0
2022-08-15,29.5229,29.5893,28.9166,29.0492,721973.0
2022-08-16,29.0966,29.2766,28.6608,28.6892,490987.0
2022-08-17,28.4428,28.5755,27.9502,27.9975,526808.0
2022-08-18,28.1965,28.2249,27.8744,28.0639,629573.0
2022-08-19,28.1397,28.2439,27.7796,28.1776,662178.0
2022-08-20,28.1397,28.2439,27.7796,28.1776,662178.0
2022-08-21,28.1397,28.2439,27.7796,28.1776,662178.0
2022-08-22,27.9123,28.0117,27.3533,27.6659,792999.0
2022-08-23,27.5522,27.7322,27.2225,27.5712,762255.0
2022-08-24,27.6091,27.6754,26.7469,27.0311,836024.0
2022-08-25,27.1259,27.827,27.0027,27.827,657359.0
2022-08-26,27.8649,27.9825,27.2206,27.2396,1042211.0
2022-08-27,27.8649,27.9825,27.2206,27.2396,1042211.0
2022-08-28,27.8649,27.9825,27.2206,27.2396,1042211.0
2022-08-29,27.268,27.4859,26.9032,27.1732,832740.0
2022-08-30,27.2396,27.2396,26.7374,26.7753,1910215.0
2022-08-31,26.8606,26.889,26.1974,26.4247,1233140.0
2022-09-01,26.6048,26.6427,24.6483,24.7193,1969197.0
2022-09-02,24.7288,24.7856,23.8571,24.0182,1639704.0
2022-09-03,24.7288,24.7856,23.8571,24.0182,1639704.0
2022-09-04,24.7288,24.7856,23.8571,24.0182,1639704.0
2022-09-05,24.7288,24.7856,23.8571,24.0182,1639704.0
2022-09-06,23.9708,24.2456,23.8097,23.9234,1323258.0
2022-09-07,23.7908,24.7098,23.715,24.6435,992584.0
2022-09-08,24.4919,24.9846,24.2266,24.9846,1228914.0
2022-09-09,25.212,25.7236,25.1646,25.7141,803612.0
2022-09-10,25.212,25.7236,25.1646,25.7141,803612.0
2022-09-11,25.212,25.7236,25.1646,25.7141,803612.0
2022-09-12,25.9131,26.131,25.6999,25.7994,744870.0
2022-09-13,25.3067,25.3731,24.9088,25.032,990009.0
2022-09-14,24.9941,25.0462,24.3593,24.6435,879336.0
2022-09-15,24.7477,25.2309,24.6293,25.032,1159543.0
2022-09-16,25.0793,25.0793,24.5772,24.7572,1208042.0
2022-09-17,25.0793,25.0793,24.5772,24.7572,1208042.0
2022-09-18,25.0793,25.0793,24.5772,24.7572,1208042.0
2022-09-19,24.6151,25.032,24.473,25.013,663197.0
2022-09-20,24.7951,24.8662,24.2835,24.4824,1061121.0
2022-09-21,24.634,25.2404,24.5961,24.6151,991630.0
2022-09-22,24.6056,24.6909,24.0324,24.1603,763574.0
2022-09-23,24.0277,24.1129,23.6297,23.9519,553887.0
2022-09-24,24.0277,24.1129,23.6297,23.9519,553887.0
2022-09-25,24.0277,24.1129,23.6297,23.9519,553887.0
2022-09-26,23.8097,24.0845,23.6203,23.734,432961.0
2022-09-27,23.8192,24.0703,23.2981,23.4118,592620.0
2022-09-28,23.5824,23.6961,23.2792,23.4971,772271.0
2022-09-29,23.3076,23.3171,22.6159,22.9855,928288.0
2022-09-30,23.1181,23.3929,22.7202,22.7581,879029.0
2022-10-01,23.1181,23.3929,22.7202,22.7581,879029.0
2022-10-02,23.1181,23.3929,22.7202,22.7581,879029.0
2022-10-03,23.0044,24.075,22.6586,23.8476,708581.0
2022-10-04,24.0182,24.6246,23.9519,24.6151,882424.0
2022-10-05,24.4256,24.8709,24.0277,24.6625,749748.0
2022-10-06,24.5867,24.7288,24.1603,24.3498,465550.0
2022-10-07,24.2266,24.2266,23.7955,23.9803,559729.0
2022-10-08,24.2266,24.2266,23.7955,23.9803,559729.0
2022-10-09,24.2266,24.2266,23.7955,23.9803,559729.0
2022-10-10,24.0845,24.1887,23.8192,23.9708,342901.0
2022-10-11,23.914,24.9941,23.914,24.5961,833684.0
2022-10-12,23.9329,24.4445,23.6487,24.075,647096.0
2022-10-13,23.8855,25.1836,23.6866,25.032,1448051.0
2022-10-14,25.1078,25.2641,24.5867,24.8425,1198723.0
2022-10-15,25.1078,25.2641,24.5867,24.8425,1198723.0
2022-10-16,25.1078,25.2641,24.5867,24.8425,1198723.0
2022-10-17,25.0604,25.752,25.032,25.2594,928493.0
2022-10-18,25.7615,26.131,25.3731,25.5436,1055859.0
2022-10-19,25.4299,25.6289,24.8993,25.032,932605.0
2022-10-20,25.0224,25.3477,24.8023,24.8502,623634.0
2022-10-21,24.831,25.9027,24.6074,25.8166,630416.0
2022-10-22,24.831,25.9027,24.6074,25.8166,630416.0
2022-10-23,24.831,25.9027,24.6074,25.8166,630416.0
2022-10-24,25.9984,26.3812,25.7975,26.2089,472245.0
2022-10-25,26.0271,26.4194,25.5678,25.6348,736510.0
2022-10-26,25.9697,26.6969,25.874,26.2855,882311.0
2022-10-27,26.3907,26.5056,25.6539,25.7496,657113.0
2022-10-28,25.8166,25.9314,25.3956,25.5104,1175093.0
2022-10-29,25.8166,25.9314,25.3956,25.5104,1175093.0
2022-10-30,25.8166,25.9314,25.3956,25.5104,1175093.0
2022-10-31,25.6922,25.6922,24.5727,24.8502,994293.0
2022-11-01,24.9459,26.4194,24.831,25.9219,1125283.0
2022-11-02,25.8262,25.9219,25.032,25.0511,570965.0
2022-11-03,24.764,25.4004,24.2569,25.2329,501803.0
2022-11-04,25.3095,26.008,25.2616,25.9793,633065.0
2022-11-05,25.3095,26.008,25.2616,25.9793,633065.0
2022-11-06,25.3095,26.008,25.2616,25.9793,633065.0
2022-11-07,26.008,26.9936,25.9889,26.8022,595845.0
2022-11-08,26.6969,26.9266,26.1707,26.4673,444799.0
2022-11-09,26.2281,26.5534,26.075,26.1132,386628.0
2022-11-10,26.8022,27.472,26.7639,27.3476,557457.0
2022-11-11,27.405,28.2471,27.3141,27.8452,613030.0
2022-11-12,27.405,28.2471,27.3141,27.8452,613030.0
2022-11-13,27.405,28.2471,27.3141,27.8452,613030.0
2022-11-14,27.8835,27.9792,27.1802,27.2328,527448.0
2022-11-15,27.4912,28.1705,27.4816,27.8643,723414.0
2022-11-16,27.7208,27.8165,27.185,27.7974,746534.0
2022-11-17,27.5294,27.6586,26.8692,27.606,613358.0
2022-11-18,27.9887,28.1897,27.2998,27.606,1075036.0
2022-11-19,27.9887,28.1897,27.2998,27.606,1075036.0
2022-11-20,27.9887,28.1897,27.2998,27.606,1075036.0
2022-11-21,27.5199,27.9792,27.2615,27.2902,515010.0
2022-11-22,27.3381,27.7399,27.1275,27.6251,444367.0
2022-11-23,27.5294,27.9505,27.4146,27.8452,428651.0
2022-11-24,27.5294,27.9505,27.4146,27.8452,428651.0
2022-11-25,27.9313,28.3141,27.8452,28.027,225845.0
2022-11-26,27.9313,28.3141,27.8452,28.027,225845.0
2022-11-27,27.9313,28.3141,27.8452,28.027,225845.0
2022-11-28,27.8261,27.9313,26.917,27.1371,1030617.0
2022-11-29,27.0893,27.2137,26.2568,26.5151,1097881.0
2022-11-30,26.3525,27.2137,25.941,27.2137,1618029.0
2022-12-01,28.228,28.228,26.6395,27.4912,1277034.0
2022-12-02,27.4146,28.3619,27.185,28.0366,773598.0
2022-12-03,27.4146,28.3619,27.185,28.0366,773598.0
2022-12-04,27.4146,28.3619,27.185,28.0366,773598.0
2022-12-05,27.7591,28.1131,27.3668,27.7399,772136.0
2022-12-06,27.7017,27.893,27.3955,27.5581,797442.0
2022-12-07,27.4816,27.8978,27.0893,27.3189,830929.0
2022-12-08,27.3668,27.8165,27.3668,27.7878,848432.0
2022-12-09,27.6443,28.0222,27.6155,27.6921,751860.0
2022-12-10,27.6443,28.0222,27.6155,27.6921,751860.0
2022-12-11,27.6443,28.0222,27.6155,27.6921,751860.0
2022-12-12,27.7495,27.8117,27.3285,27.673,552447.0
2022-12-13,28.5629,28.6011,27.6634,27.8452,955943.0
2022-12-14,27.7591,28.0205,27.2902,27.5677,813314.0
2022-12-15,27.1562,27.472,26.6204,26.6682,399113.0
2022-12-16,26.6204,26.8692,25.9601,26.3429,1243903.0
2022-12-17,26.6204,26.8692,25.9601,26.3429,1243903.0
2022-12-18,26.6204,26.8692,25.9601,26.3429,1243903.0
2022-12-19,26.4577,26.606,25.9601,26.1611,627796.0
2022-12-20,26.1037,26.563,25.9314,26.142,560629.0
2022-12-21,26.4099,26.6054,26.2281,26.5438,510039.0
2022-12-22,26.3907,26.5534,25.941,26.5534,433748.0
2022-12-23,26.5534,26.7831,26.1228,26.7352,375218.0
2022-12-24,26.5534,26.7831,26.1228,26.7352,375218.0
2022-12-25,26.5534,26.7831,26.1228,26.7352,375218.0
2022-12-26,26.5534,26.7831,26.1228,26.7352,375218.0
2022-12-27,26.7926,27.0845,26.5104,27.0031,506223.0
2022-12-28,27.1275,27.2711,26.319,26.429,545376.0
2022-12-29,26.5056,27.1562,26.3907,26.9744,433573.0
2022-12-30,26.8692,26.9792,26.6491,26.8213,539891.0
2022-12-31,26.8692,26.9792,26.6491,26.8213,539891.0
2023-01-01,26.8692,26.9792,26.6491,26.8213,539891.0
2023-01-02,26.8692,26.9792,26.6491,26.8213,539891.0
2023-01-03,26.8979,27.1945,26.3238,26.6682,598702.0
2023-01-04,26.8405,27.2711,26.6874,27.1275,578951.0
2023-01-05,27.0319,27.2232,26.2663,26.6013,547245.0
2023-01-06,26.9075,27.2424,26.6682,27.0893,446536.0
2023-01-07,26.9075,27.2424,26.6682,27.0893,446536.0
2023-01-08,26.9075,27.2424,26.6682,27.0893,446536.0
2023-01-09,27.1275,27.3381,26.9936,27.0414,428331.0
2023-01-10,27.0414,27.4337,26.9266,27.3476,432128.0
2023-01-11,27.4912,27.8308,27.1084,27.606,584313.0
2023-01-12,27.8069,27.8165,27.1371,27.1658,565561.0
2023-01-13,27.0893,27.5581,27.0893,27.3955,369232.0
2023-01-14,27.0893,27.5581,27.0893,27.3955,369232.0
2023-01-15,27.0893,27.5581,27.0893,27.3955,369232.0
2023-01-16,27.0893,27.5581,27.0893,27.3955,369232.0
2023-01-17,27.4433,27.8993,27.118,27.3285,396416.0
2023-01-18,27.5007,27.8165,27.4089,27.7017,758439.0
2023-01-19,27.6051,27.6148,26.7168,27.5279,536280.0
2023-01-20,27.7306,27.9237,27.3154,27.9044,420526.0
2023-01-21,27.7306,27.9237,27.3154,27.9044,420526.0
2023-01-22,27.7306,27.9237,27.3154,27.9044,420526.0
2023-01-23,27.9624,28.561,27.8175,28.4838,612886.0
2023-01-24,28.4451,28.4741,28.0396,28.3776,400860.0
2023-01-25,28.3486,29.1307,28.3148,29.1114,518867.0
2023-01-26,29.1597,29.5266,29.0053,29.4783,491709.0
2023-01-27,29.5652,29.6328,29.2466,29.3817,539086.0
2023-01-28,29.5652,29.6328,29.2466,29.3817,539086.0
2023-01-29,29.5652,29.6328,29.2466,29.3817,539086.0
2023-01-30,29.2369,29.4397,28.7927,28.8314,353372.0
2023-01-31,28.8507,29.2369,28.841,29.15,563591.0
2023-02-01,29.1017,29.71,28.841,29.4783,585355.0
2023-02-02,29.5555,30.0093,29.401,29.9611,607819.0
2023-02-03,29.7969,30.1252,29.179,29.2562,907099.0
2023-02-04,29.7969,30.1252,29.179,29.2562,907099.0
2023-02-05,29.7969,30.1252,29.179,29.2562,907099.0
2023-02-06,29.4879,29.4879,28.5948,28.7058,658620.0
2023-02-07,28.59,29.2176,28.3776,29.0824,440384.0
2023-02-08,28.9569,29.121,28.5031,28.59,349760.0
2023-02-09,28.8314,28.8314,28.0203,28.1169,332236.0
2023-02-10,28.2713,28.8796,28.1555,28.7155,675416.0
2023-02-11,28.2713,28.8796,28.1555,28.7155,675416.0
2023-02-12,28.2713,28.8796,28.1555,28.7155,675416.0
2023-02-13,28.7445,29.1307,28.7058,28.9183,504188.0
2023-02-14,28.8024,29.1162,28.7252,28.8603,464659.0
2023-02-15,28.5127,29.0341,28.4934,28.9859,494148.0
2023-02-16,28.5707,28.6383,27.6389,27.663,909924.0
2023-02-17,27.7499,27.9624,27.4989,27.8272,414886.0
2023-02-18,27.7499,27.9624,27.4989,27.8272,414886.0
2023-02-19,27.7499,27.9624,27.4989,27.8272,414886.0
2023-02-20,27.7499,27.9624,27.4989,27.8272,414886.0
2023-02-21,27.5182,27.5472,27.0451,27.2575,500019.0
2023-02-22,27.2575,27.2575,26.6878,26.9099,480601.0
2023-02-23,26.9389,27.106,26.5575,26.823,432347.0
2023-02-24,26.7168,26.7168,26.2244,26.4754,457112.0
2023-02-25,26.7168,26.7168,26.2244,26.4754,457112.0
2023-02-26,26.7168,26.7168,26.2244,26.4754,457112.0
2023-02-27,26.6106,26.8085,25.8285,25.9926,797180.0
2023-02-28,25.9733,26.2727,25.6064,25.6064,801804.0
2023-03-01,25.5485,26.263,25.5195,26.0892,1640229.0
2023-03-02,24.9981,26.5913,24.2836,26.0506,967236.0
2023-03-03,25.9926,26.3837,25.7995,26.3692,669989.0
2023-03-04,25.9926,26.3837,25.7995,26.3692,669989.0
2023-03-05,25.9926,26.3837,25.7995,26.3692,669989.0
2023-03-06,26.4368,26.7361,26.1423,26.4271,914640.0
2023-03-07,26.3982,26.6782,26.1664,26.2437,740905.0
2023-03-08,26.0892,26.2485,25.8768,25.983,640991.0
2023-03-09,26.1182,26.1664,25.7995,25.8092,803330.0
2023-03-10,25.8768,26.0361,25.2878,25.5099,787963.0
2023-03-11,25.8768,26.0361,25.2878,25.5099,787963.0
2023-03-12,25.8768,26.0361,25.2878,25.5099,787963.0
2023-03-13,25.2492,25.4423,24.9788,25.2395,824771.0
2023-03-14,25.7126,25.7126,24.8629,25.0464,1340090.0
2023-03-15,24.7085,24.9161,24.3512,24.8533,1134477.0
2023-03-16,24.6312,25.2492,24.5829,24.9112,789352.0
2023-03-17,24.8147,24.8967,24.3319,24.4864,1648306.0
2023-03-18,24.8147,24.8967,24.3319,24.4864,1648306.0
2023-03-19,24.8147,24.8967,24.3319,24.4864,1648306.0
2023-03-20,24.6602,25.4616,24.6119,25.4037,851969.0
2023-03-21,25.6257,26.3789,25.5871,26.3789,1187020.0
2023-03-22,26.292,26.543,25.6257,25.6547,645063.0
2023-03-23,25.7609,25.8864,25.2588,25.5002,491148.0
2023-03-24,25.423,25.6933,25.2395,25.645,504437.0
2023-03-25,25.423,25.6933,25.2395,25.645,504437.0
2023-03-26,25.423,25.6933,25.2395,25.645,504437.0
2023-03-27,25.8864,25.9878,25.6161,25.7609,436825.0
2023-03-28,25.6257,25.9733,25.5581,25.7126,311608.0
2023-03-29,25.8671,25.9733,25.2637,25.4037,693884.0
2023-03-30,25.674,25.8092,25.365,25.423,498301.0
2023-03-31,25.6064,25.8961,25.4712,25.8478,1340382.0
2023-04-01,25.6064,25.8961,25.4712,25.8478,1340382.0
2023-04-02,25.6064,25.8961,25.4712,25.8478,1340382.0
2023-04-03,25.9057,26.3306,25.7223,25.7899,1274282.0
2023-04-04,25.8768,25.8768,25.3843,25.4326,1082202.0
2023-04-05,25.394,25.8961,25.3554,25.8092,889440.0
2023-04-06,25.9733,26.0408,25.5195,25.5871,484250.0
2023-04-07,25.9733,26.0408,25.5195,25.5871,484250.0
2023-04-08,25.9733,26.0408,25.5195,25.5871,484250.0
2023-04-09,25.9733,26.0408,25.5195,25.5871,484250.0
2023-04-10,25.4616,25.7126,25.4326,25.5292,634561.0
2023-04-11,25.674,26.3596,25.674,26.2437,912547.0
2023-04-12,26.2147,26.4465,25.7319,25.7609,942579.0
2023-04-13,25.8961,26.012,25.6933,25.8478,739949.0
2023-04-14,25.9444,26.012,25.6112,25.645,815155.0
2023-04-15,25.9444,26.012,25.6112,25.645,815155.0
2023-04-16,25.9444,26.012,25.6112,25.645,815155.0
2023-04-17,25.6257,26.012,25.5485,25.9444,728113.0
2023-04-18,26.0023,26.1954,25.6644,25.674,969113.0
2023-04-19,25.6161,25.8768,25.5292,25.7802,878772.0
2023-04-20,25.673,26.4969,25.673,26.3945,958706.0
2023-04-21,26.531,26.9113,26.414,26.7358,579795.0
2023-04-22,26.531,26.9113,26.414,26.7358,579795.0
2023-04-23,26.531,26.9113,26.414,26.7358,579795.0
2023-04-24,26.7845,26.8918,26.5213,26.609,538329.0
2023-04-25,26.453,26.6968,25.9362,25.946,529275.0
2023-04-26,25.8387,25.9947,25.634,25.712,978219.0
2023-04-27,25.6827,26.4335,25.6827,26.4335,748328.0
2023-04-28,26.453,26.726,26.3458,26.4335,908737.0
2023-04-29,26.453,26.726,26.3458,26.4335,908737.0
2023-04-30,26.453,26.726,26.3458,26.4335,908737.0
2023-05-01,26.4823,26.8723,26.3555,26.6188,397480.0
2023-05-02,26.5603,26.5603,25.6681,25.907,670750.0
2023-05-03,26.1117,26.3701,26.024,26.0727,744095.0
2023-05-04,25.868,26.0041,25.3512,25.3707,801166.0
2023-05-05,25.7315,26.1117,25.517,25.9362,834109.0
2023-05-06,25.7315,26.1117,25.517,25.9362,834109.0
2023-05-07,25.7315,26.1117,25.517,25.9362,834109.0
2023-05-08,25.9167,25.9362,25.3512,25.5852,1048808.0
2023-05-09,25.5072,25.5657,25.1659,25.4,804888.0
2023-05-10,25.7217,25.7802,25.3415,25.6437,564783.0
2023-05-11,25.5267,25.8387,25.4487,25.7997,459082.0
2023-05-12,25.907,25.9606,25.6535,25.9167,582398.0
2023-05-13,25.907,25.9606,25.6535,25.9167,582398.0
2023-05-14,25.907,25.9606,25.6535,25.9167,582398.0
2023-05-15,25.985,26.453,25.9557,26.375,679095.0
2023-05-16,26.2092,26.453,25.9947,26.0825,946970.0
2023-05-17,26.18,26.5115,25.9899,26.3458,572462.0
2023-05-18,26.3945,26.6188,26.1995,26.5993,525104.0
2023-05-19,26.8235,26.8918,26.1702,26.3165,1126193.0
2023-05-20,26.8235,26.8918,26.1702,26.3165,1126193.0
2023-05-21,26.8235,26.8918,26.1702,26.3165,1126193.0
2023-05-22,26.3653,26.6578,25.985,26.453,494902.0
2023-05-23,26.3653,26.7358,26.2044,26.2287,594448.0
2023-05-24,26.0435,26.141,25.829,25.907,601129.0
2023-05-25,25.7607,25.868,25.439,25.5462,520778.0
2023-05-26,25.5072,25.946,25.4,25.8387,503089.0
2023-05-27,25.5072,25.946,25.4,25.8387,503089.0
2023-05-28,25.5072,25.946,25.4,25.8387,503089.0
2023-05-29,25.5072,25.946,25.4,25.8387,503089.0
2023-05-30,25.829,25.829,25.3805,25.4292,404552.0
2023-05-31,25.3415,25.6583,24.9612,25.5365,536040.0
2023-06-01,25.6242,25.829,25.3512,25.6145,388513.0
2023-06-02,25.8972,26.375,25.8826,26.3555,526770.0
2023-06-03,25.8972,26.375,25.8826,26.3555,526770.0
2023-06-04,25.8972,26.375,25.8826,26.3555,526770.0
2023-06-05,26.18,26.3458,26.0532,26.1897,408051.0
2023-06-06,26.2092,26.531,26.2092,26.492,506771.0
2023-06-07,26.5993,26.9015,26.5115,26.8625,622382.0
2023-06-08,26.6383,26.9503,26.2872,26.9405,563785.0
2023-06-09,26.8723,27.0174,26.6974,26.8625,483062.0
2023-06-10,26.8723,27.0174,26.6974,26.8625,483062.0
2023-06-11,26.8723,27.0174,26.6974,26.8625,483062.0
2023-06-12,26.8625,27.2525,26.648,26.9503,545087.0
2023-06-13,26.9893,27.3013,26.9503,26.9795,691996.0
2023-06-14,27.0283,27.2379,26.3653,26.4628,434774.0
2023-06-15,26.57,27.2233,26.5603,27.2233,429325.0
2023-06-16,27.116,27.8766,27.0965,27.7888,1359180.0
2023-06-17,27.116,27.8766,27.0965,27.7888,1359180.0
2023-06-18,27.116,27.8766,27.0965,27.7888,1359180.0
2023-06-19,27.116,27.8766,27.0965,27.7888,1359180.0
2023-06-20,27.7011,28.4031,27.3988,27.5548,874981.0
2023-06-21,30.9577,31.9991,29.9534,31.6013,4664928.0
2023-06-22,31.6695,32.1473,30.3922,30.4799,2097131.0
2023-06-23,30.4214,30.948,30.1728,30.3629,2896250.0
2023-06-24,30.4214,30.948,30.1728,30.3629,2896250.0
2023-06-25,30.4214,30.948,30.1728,30.3629,2896250.0
2023-06-26,30.4897,31.0504,30.3824,30.7822,1372849.0
2023-06-27,30.7335,31.4745,30.6067,31.4647,872141.0
2023-06-28,31.4647,31.7378,31.3087,31.611,1164156.0
2023-06-29,31.7378,32.508,31.5427,32.2935,1270971.0
2023-06-30,32.4593,32.6397,32.118,32.43,740009.0
2023-07-01,32.4593,32.6397,32.118,32.43,740009.0
2023-07-02,32.4593,32.6397,32.118,32.43,740009.0
2023-07-03,32.235,32.2448,31.5427,31.6793,605210.0
2023-07-04,32.235,32.2448,31.5427,31.6793,605210.0
2023-07-05,31.533,31.689,31.2795,31.3672,692936.0
2023-07-06,31.2405,31.533,30.9382,31.299,624870.0
2023-07-07,31.3087,31.4452,31.1381,31.2307,596282.0
2023-07-08,31.3087,31.4452,31.1381,31.2307,596282.0
2023-07-09,31.3087,31.4452,31.1381,31.2307,596282.0
2023-07-10,31.1332,31.7183,31.104,31.494,682724.0
2023-07-11,31.6695,31.9913,31.4745,31.9425,457025.0
2023-07-12,32.1765,32.1765,31.7524,31.7963,598275.0
2023-07-13,31.8158,32.0303,31.7183,32.001,500671.0
2023-07-14,32.1375,32.1765,31.221,31.2697,887515.0
2023-07-15,32.1375,32.1765,31.221,31.2697,887515.0
2023-07-16,32.1375,32.1765,31.221,31.2697,887515.0
2023-07-17,31.143,31.8158,30.987,31.7183,1065381.0
2023-07-18,31.494,31.7963,31.494,31.6988,647392.0
2023-07-19,31.6988,31.9718,31.3575,31.65,838699.0
