,ALSN US Equity,ALSN US Equity,ALSN US Equity,ALSN US Equity,ALSN US Equity
2019-06-21,42.0413,42.1208,41.491,41.6652,1583731.0
2019-06-22,42.0413,42.1208,41.491,41.6652,1583731.0
2019-06-23,42.0413,42.1208,41.491,41.6652,1583731.0
2019-06-24,41.6469,41.922,41.546,41.6377,757102.0
2019-06-25,41.8211,42.1055,41.6836,41.8853,949236.0
2019-06-26,41.922,42.2614,41.5552,41.9679,562341.0
2019-06-27,42.0871,42.3026,41.7661,42.0871,472254.0
2019-06-28,42.0779,42.7658,42.0779,42.509,1185035.0
2019-06-29,42.0779,42.7658,42.0779,42.509,1185035.0
2019-06-30,42.0779,42.7658,42.0779,42.509,1185035.0
2019-07-01,43.0593,43.417,42.3439,42.8392,712658.0
2019-07-02,42.7108,42.9309,42.1605,42.4173,535856.0
2019-07-03,42.6007,42.6007,42.0321,42.4907,336691.0
2019-07-04,42.6007,42.6007,42.0321,42.4907,336691.0
2019-07-05,42.2889,42.4173,41.5414,42.188,453379.0
2019-07-06,42.2889,42.4173,41.5414,42.188,453379.0
2019-07-07,42.2889,42.4173,41.5414,42.188,453379.0
2019-07-08,42.0046,42.2063,41.6102,41.8487,722681.0
2019-07-09,41.6285,41.8028,41.2342,41.4268,975928.0
2019-07-10,41.5735,41.8762,41.491,41.5735,554129.0
2019-07-11,41.6927,41.7936,41.1333,41.6652,706493.0
2019-07-12,41.6194,42.9584,41.6194,42.7933,961294.0
2019-07-13,41.6194,42.9584,41.6194,42.7933,961294.0
2019-07-14,41.6194,42.9584,41.6194,42.7933,961294.0
2019-07-15,42.8758,43.0042,42.5457,42.8942,666341.0
2019-07-16,42.6007,43.7563,42.5915,43.6646,830889.0
2019-07-17,43.4261,43.7013,42.6191,42.6466,1061737.0
2019-07-18,42.6099,42.7244,41.7019,41.9862,864273.0
2019-07-19,42.1513,42.7016,42.1055,42.1146,642401.0
2019-07-20,42.1513,42.7016,42.1055,42.1146,642401.0
2019-07-21,42.1513,42.7016,42.1055,42.1146,642401.0
2019-07-22,42.1055,42.2614,41.7546,42.1788,1071302.0
2019-07-23,42.3623,42.9951,42.2889,42.8667,645565.0
2019-07-24,42.5273,43.4215,42.5273,43.2794,1061529.0
2019-07-25,43.2335,43.3436,42.6557,42.9125,626895.0
2019-07-26,42.6099,42.7474,41.9129,42.4448,806536.0
2019-07-27,42.6099,42.7474,41.9129,42.4448,806536.0
2019-07-28,42.6099,42.7474,41.9129,42.4448,806536.0
2019-07-29,42.3531,42.83,42.2522,42.5549,696210.0
2019-07-30,42.1788,42.9951,41.7478,42.9676,914909.0
2019-07-31,42.9217,43.3528,41.9587,42.1421,1688660.0
2019-08-01,42.83,44.0131,42.2247,42.4081,1520772.0
2019-08-02,42.2247,42.243,40.3262,41.4726,893855.0
2019-08-03,42.2247,42.243,40.3262,41.4726,893855.0
2019-08-04,42.2247,42.243,40.3262,41.4726,893855.0
2019-08-05,40.9224,40.9866,39.7714,40.1611,1539140.0
2019-08-06,40.4455,40.638,39.6934,40.262,740084.0
2019-08-07,39.8218,40.0786,39.3266,39.7117,813096.0
2019-08-08,39.8585,40.6885,39.8585,40.5555,1025937.0
2019-08-09,40.4546,40.5372,39.6017,39.7026,532021.0
2019-08-10,40.4546,40.5372,39.6017,39.7026,532021.0
2019-08-11,40.4546,40.5372,39.6017,39.7026,532021.0
2019-08-12,39.4916,39.5191,38.5011,38.5745,687024.0
2019-08-13,38.7029,40.1245,38.4094,39.9594,1157340.0
2019-08-14,39.2532,39.5283,38.4828,38.6112,848242.0
2019-08-15,38.6846,38.868,38.2352,38.5011,875964.0
2019-08-16,38.7029,39.6292,38.6112,39.51,515809.0
2019-08-17,38.7029,39.6292,38.6112,39.51,515809.0
2019-08-18,38.7029,39.6292,38.6112,39.51,515809.0
2019-08-19,40.0878,40.2804,39.7484,40.0144,768519.0
2019-08-20,39.8952,40.1241,39.6751,39.886,699545.0
2019-08-21,40.3537,40.5922,40.1428,40.3354,798362.0
2019-08-22,40.5563,40.9152,40.4366,40.5195,599466.0
2019-08-23,40.1145,40.4827,39.4059,39.5164,889073.0
2019-08-24,40.1145,40.4827,39.4059,39.5164,889073.0
2019-08-25,40.1145,40.4827,39.4059,39.5164,889073.0
2019-08-26,39.9305,39.9397,39.2219,39.5072,820062.0
2019-08-27,39.7648,39.8201,38.8814,38.8998,837128.0
2019-08-28,38.771,39.6866,38.5501,39.5348,717924.0
2019-08-29,40.0409,40.6299,40.0409,40.3262,1101143.0
2019-08-30,40.6667,41.044,40.5655,40.8876,661458.0
2019-08-31,40.6667,41.044,40.5655,40.8876,661458.0
2019-09-01,40.6667,41.044,40.5655,40.8876,661458.0
2019-09-02,40.6667,41.044,40.5655,40.8876,661458.0
2019-09-03,40.5931,40.5931,39.4888,39.9029,1571628.0
2019-09-04,40.6483,40.7955,40.3814,40.5931,598921.0
2019-09-05,41.0348,41.9459,41.0348,41.5778,1142290.0
2019-09-06,41.6054,41.7894,41.1729,41.3845,1421090.0
2019-09-07,41.6054,41.7894,41.1729,41.3845,1421090.0
2019-09-08,41.6054,41.7894,41.1729,41.3845,1421090.0
2019-09-09,41.5686,43.0962,41.4029,43.0042,1367757.0
2019-09-10,43.0042,43.6208,42.8846,43.5656,2437136.0
2019-09-11,43.5103,43.5195,42.8109,43.4735,1040238.0
2019-09-12,43.4459,43.4459,42.6913,42.9214,1508050.0
2019-09-13,43.2987,43.8692,42.9122,43.7128,1220411.0
2019-09-14,43.2987,43.8692,42.9122,43.7128,1220411.0
2019-09-15,43.2987,43.8692,42.9122,43.7128,1220411.0
2019-09-16,43.3539,43.7496,43.0594,43.4919,621149.0
2019-09-17,43.1974,43.4091,42.8477,43.1698,619882.0
2019-09-18,42.9398,43.0686,42.4796,42.903,1990606.0
2019-09-19,42.8293,43.3263,42.6913,42.7465,1104134.0
2019-09-20,42.7833,43.4827,42.5487,42.6361,1681705.0
2019-09-21,42.7833,43.4827,42.5487,42.6361,1681705.0
2019-09-22,42.7833,43.4827,42.5487,42.6361,1681705.0
2019-09-23,42.4244,43.3539,42.2312,43.2895,1410228.0
2019-09-24,43.4091,43.4551,42.0563,42.1299,1401011.0
2019-09-25,42.268,43.0364,42.0655,42.9306,841789.0
2019-09-26,42.8569,43.1974,42.5947,42.7281,939923.0
2019-09-27,42.9306,43.3907,42.6361,42.8109,707099.0
2019-09-28,42.9306,43.3907,42.6361,42.8109,707099.0
2019-09-29,42.9306,43.3907,42.6361,42.8109,707099.0
2019-09-30,42.9214,43.4735,42.7103,43.2987,1167779.0
2019-10-01,43.5287,43.9061,41.7434,41.7526,829522.0
2019-10-02,41.2465,41.3643,40.0869,40.3814,1062086.0
2019-10-03,40.2894,40.6345,39.6268,40.5103,1069860.0
2019-10-04,40.6115,40.8784,40.1974,40.6851,1086628.0
2019-10-05,40.6115,40.8784,40.1974,40.6851,1086628.0
2019-10-06,40.6115,40.8784,40.1974,40.6851,1086628.0
2019-10-07,40.5103,40.814,40.2158,40.3906,909926.0
2019-10-08,39.8661,40.0593,39.2403,39.2403,731447.0
2019-10-09,39.6912,39.9949,39.3139,39.8937,1111656.0
2019-10-10,39.9949,40.5655,39.8385,40.225,793159.0
2019-10-11,40.8047,41.5502,40.8047,41.044,1098464.0
2019-10-12,40.8047,41.5502,40.8047,41.044,1098464.0
2019-10-13,40.8047,41.5502,40.8047,41.044,1098464.0
2019-10-14,40.7679,40.8416,40.4735,40.8047,823514.0
2019-10-15,40.7403,41.2833,40.3906,41.0808,778359.0
2019-10-16,41.0992,41.587,40.7725,40.7863,751604.0
2019-10-17,41.0164,41.6606,40.837,41.5042,729285.0
2019-10-18,41.3661,41.6422,41.2465,41.4857,586834.0
2019-10-19,41.3661,41.6422,41.2465,41.4857,586834.0
2019-10-20,41.3661,41.6422,41.2465,41.4857,586834.0
2019-10-21,41.8262,42.0471,41.3937,41.679,819220.0
2019-10-22,41.6238,42.5901,41.4673,42.5072,767861.0
2019-10-23,42.5349,42.7051,42.1575,42.3968,786778.0
2019-10-24,42.5533,42.8477,41.8907,42.1944,537077.0
2019-10-25,42.2588,43.0502,42.2588,42.8662,844583.0
2019-10-26,42.2588,43.0502,42.2588,42.8662,844583.0
2019-10-27,42.2588,43.0502,42.2588,42.8662,844583.0
2019-10-28,43.133,43.5011,42.9582,43.1146,960607.0
2019-10-29,42.903,43.3723,42.8109,43.2251,646491.0
2019-10-30,43.2159,43.3355,42.4888,42.8201,871537.0
2019-10-31,42.3232,42.5717,39.2127,40.133,1566943.0
2019-11-01,40.2894,40.6943,39.9581,40.5195,1291381.0
2019-11-02,40.2894,40.6943,39.9581,40.5195,1291381.0
2019-11-03,40.2894,40.6943,39.9581,40.5195,1291381.0
2019-11-04,40.8876,41.1821,40.5011,40.9428,1187824.0
2019-11-05,41.2189,41.6882,41.1729,41.4673,909366.0
2019-11-06,41.3569,41.4213,40.9336,41.3385,682115.0
2019-11-07,41.7526,42.314,41.6192,42.314,2051001.0
2019-11-08,42.1391,43.0318,42.0195,43.0226,1711420.0
2019-11-09,42.1391,43.0318,42.0195,43.0226,1711420.0
2019-11-10,42.1391,43.0318,42.0195,43.0226,1711420.0
2019-11-11,42.7465,42.7465,41.6882,41.8907,684309.0
2019-11-12,41.8262,41.9735,41.0992,41.1452,1169079.0
2019-11-13,40.8324,41.2741,40.3952,41.044,1142524.0
2019-11-14,41.8381,43.0523,41.4688,42.9923,2187244.0
2019-11-15,43.334,43.5925,42.4198,42.8631,5016095.0
2019-11-16,43.334,43.5925,42.4198,42.8631,5016095.0
2019-11-17,43.334,43.5925,42.4198,42.8631,5016095.0
2019-11-18,42.5122,42.7061,41.6996,42.3552,757683.0
2019-11-19,43.057,43.1493,42.4383,42.5214,1511704.0
2019-11-20,42.3644,42.5214,41.5011,41.9581,1421582.0
2019-11-21,42.1798,42.7153,41.9212,42.4383,869945.0
2019-11-22,42.4845,43.7033,42.2721,43.6295,1911134.0
2019-11-23,42.4845,43.7033,42.2721,43.6295,1911134.0
2019-11-24,42.4845,43.7033,42.2721,43.6295,1911134.0
2019-11-25,43.7126,44.5436,43.5833,44.442,1042926.0
2019-11-26,45.0145,45.2084,44.6359,45.0699,1509761.0
2019-11-27,45.0884,45.3469,44.8296,45.0422,1203270.0
2019-11-28,45.0884,45.3469,44.8296,45.0422,1203270.0
2019-11-29,44.876,45.0238,44.6729,44.6913,645400.0
2019-11-30,44.876,45.0238,44.6729,44.6913,645400.0
2019-12-01,44.876,45.0238,44.6729,44.6913,645400.0
2019-12-02,44.7837,45.0145,44.1927,44.2758,1047332.0
2019-12-03,43.7218,43.8511,43.2416,43.7772,1300008.0
2019-12-04,44.1465,44.3312,43.4448,43.491,797708.0
2019-12-05,43.6664,44.1004,43.4355,43.7864,585721.0
2019-12-06,44.3774,44.6913,44.1281,44.1558,501358.0
2019-12-07,44.3774,44.6913,44.1281,44.1558,501358.0
2019-12-08,44.3774,44.6913,44.1281,44.1558,501358.0
2019-12-09,43.9803,44.4051,43.8511,44.2851,457982.0
2019-12-10,44.3312,44.8668,43.888,44.3774,955374.0
2019-12-11,44.4328,44.8114,44.1096,44.6821,731860.0
2019-12-12,44.8114,45.8917,44.6544,45.6886,1336929.0
2019-12-13,45.4947,45.8917,44.9041,45.1715,1315754.0
2019-12-14,45.4947,45.8917,44.9041,45.1715,1315754.0
2019-12-15,45.4947,45.8917,44.9041,45.1715,1315754.0
2019-12-16,45.5316,45.6978,45.2454,45.3654,768067.0
2019-12-17,45.4023,45.5316,45.1623,45.2454,880510.0
2019-12-18,45.2546,45.2546,44.6729,44.9684,1049348.0
2019-12-19,45.0053,45.0792,44.6175,44.9868,952111.0
2019-12-20,45.19,45.5224,44.9684,45.1992,1083275.0
2019-12-21,45.19,45.5224,44.9684,45.1992,1083275.0
2019-12-22,45.19,45.5224,44.9684,45.1992,1083275.0
2019-12-23,45.3377,45.7163,44.7929,45.2084,1053598.0
2019-12-24,45.2269,45.3192,44.8391,44.8391,230985.0
2019-12-25,45.2269,45.3192,44.8391,44.8391,230985.0
2019-12-26,44.8852,45.1807,44.756,45.0884,408032.0
2019-12-27,45.1807,45.3192,44.9407,44.9684,317871.0
2019-12-28,45.1807,45.3192,44.9407,44.9684,317871.0
2019-12-29,45.1807,45.3192,44.9407,44.9684,317871.0
2019-12-30,45.0699,45.0699,44.6359,44.6913,417458.0
2019-12-31,44.6175,44.9961,44.6082,44.6175,499981.0
2020-01-01,44.6175,44.9961,44.6082,44.6175,499981.0
2020-01-02,44.9591,45.2269,44.1465,45.1438,919633.0
2020-01-03,44.5067,44.6775,44.0727,44.5528,1004841.0
2020-01-04,44.5067,44.6775,44.0727,44.5528,1004841.0
2020-01-05,44.5067,44.6775,44.0727,44.5528,1004841.0
2020-01-06,44.5067,44.7098,44.2389,44.6175,1012719.0
2020-01-07,44.3405,44.7375,44.1835,44.7006,748796.0
2020-01-08,44.6544,45.5039,44.5436,45.3192,765670.0
2020-01-09,45.4023,45.5131,45.1715,45.3931,755531.0
2020-01-10,45.4947,45.6332,44.8391,44.9868,886400.0
2020-01-11,45.4947,45.6332,44.8391,44.9868,886400.0
2020-01-12,45.4947,45.6332,44.8391,44.9868,886400.0
2020-01-13,45.19,45.4393,44.9961,45.3377,789150.0
2020-01-14,45.4116,45.9194,45.4116,45.5501,645387.0
2020-01-15,45.3377,45.4808,44.9037,44.9407,959737.0
2020-01-16,45.1992,45.3377,44.9591,45.2638,691757.0
2020-01-17,45.3192,45.4947,44.5621,44.7006,651944.0
2020-01-18,45.3192,45.4947,44.5621,44.7006,651944.0
2020-01-19,45.3192,45.4947,44.5621,44.7006,651944.0
2020-01-20,45.3192,45.4947,44.5621,44.7006,651944.0
2020-01-21,44.3959,44.5621,43.454,43.8234,752128.0
2020-01-22,44.0542,44.1281,43.0339,43.1031,1333560.0
2020-01-23,42.9277,43.4771,42.2167,43.3247,1271197.0
2020-01-24,43.3524,43.3779,42.5583,42.8815,592380.0
2020-01-25,43.3524,43.3779,42.5583,42.8815,592380.0
2020-01-26,43.3524,43.3779,42.5583,42.8815,592380.0
2020-01-27,41.9859,42.309,41.4318,41.5519,1092198.0
2020-01-28,41.8566,42.0874,41.4872,41.8658,549162.0
2020-01-29,42.1151,42.1798,41.635,41.7827,1139365.0
2020-01-30,41.5242,42.189,41.311,42.1059,497556.0
2020-01-31,41.8289,42.0228,40.5454,40.8132,1058145.0
2020-02-01,41.8289,42.0228,40.5454,40.8132,1058145.0
2020-02-02,41.8289,42.0228,40.5454,40.8132,1058145.0
2020-02-03,41.0625,41.358,40.6885,41.0809,1853555.0
2020-02-04,41.8196,42.1798,41.6119,41.8104,968550.0
2020-02-05,42.2536,43.237,42.1567,43.0939,538373.0
2020-02-06,43.3155,43.3155,41.4965,41.6165,1268380.0
2020-02-07,41.2472,41.4041,40.213,40.2776,917066.0
2020-02-08,41.2472,41.4041,40.213,40.2776,917066.0
2020-02-09,41.2472,41.4041,40.213,40.2776,917066.0
2020-02-10,40.0652,40.2591,39.8067,39.8806,684090.0
2020-02-11,40.0375,40.767,40.0375,40.6008,829481.0
2020-02-12,40.9794,41.7319,40.9009,41.4688,837993.0
2020-02-13,41.1456,41.4226,40.767,40.9517,993801.0
2020-02-14,40.9517,41.1086,40.5454,40.8501,1320777.0
2020-02-15,40.9517,41.1086,40.5454,40.8501,1320777.0
2020-02-16,40.9517,41.1086,40.5454,40.8501,1320777.0
2020-02-17,40.9517,41.1086,40.5454,40.8501,1320777.0
2020-02-18,40.647,41.3672,40.647,41.1363,856865.0
2020-02-19,41.1733,41.4503,41.1029,41.2564,1292392.0
2020-02-20,39.8806,41.3487,39.7143,40.7116,2099891.0
2020-02-21,40.5546,41.2749,40.5269,41.1363,916144.0
2020-02-22,40.5546,41.2749,40.5269,41.1363,916144.0
2020-02-23,40.5546,41.2749,40.5269,41.1363,916144.0
2020-02-24,40.213,41.0025,40.1299,40.7393,1292130.0
2020-02-25,40.9332,41.0809,39.7698,39.9267,2256751.0
2020-02-26,40.3515,40.3515,38.3478,38.6709,1193673.0
2020-02-27,38.1169,39.2527,37.4244,38.1354,1251179.0
2020-02-28,37.2212,37.8491,36.6764,37.489,1811866.0
2020-02-29,37.2212,37.8491,36.6764,37.489,1811866.0
2020-03-01,37.2212,37.8491,36.6764,37.489,1811866.0
2020-03-02,37.5906,38.3755,36.7318,38.3201,1116348.0
2020-03-03,38.2,38.8648,36.8427,37.0089,832132.0
2020-03-04,37.369,37.7291,37.1104,37.6829,670074.0
2020-03-05,36.7688,36.9904,35.8731,36.2055,1461740.0
2020-03-06,35.2874,36.6507,35.037,35.8068,1590665.0
2020-03-07,35.2874,36.6507,35.037,35.8068,1590665.0
