,ROK US Equity,ROK US Equity,ROK US Equity,ROK US Equity,ROK US Equity
2020-05-04,167.097,175.358,165.055,174.449,1273582.0
2020-05-05,177.531,179.119,174.96,177.299,759080.0
2020-05-06,177.141,178.074,174.143,175.647,521342.0
2020-05-07,178.915,180.233,176.595,177.327,647154.0
2020-05-08,180.539,181.551,178.144,178.655,698383.0
2020-05-09,180.539,181.551,178.144,178.655,698383.0
2020-05-10,180.539,181.551,178.144,178.655,698383.0
2020-05-11,176.974,181.337,175.359,179.499,837129.0
2020-05-12,181.003,181.003,174.978,175.053,713677.0
2020-05-13,174.663,177.652,170.708,173.465,1044405.0
2020-05-14,170.81,177.601,170.504,177.318,1490201.0
2020-05-15,176.077,189.272,175.825,184.672,3215880.0
2020-05-16,176.077,189.272,175.825,184.672,3215880.0
2020-05-17,176.077,189.272,175.825,184.672,3215880.0
2020-05-18,188.527,195.517,187.864,191.485,1514447.0
2020-05-19,190.571,193.436,189.087,189.115,989056.0
2020-05-20,191.364,192.792,190.202,192.297,839975.0
2020-05-21,192.148,192.493,189.749,190.141,789735.0
2020-05-22,190.599,190.608,187.183,188.704,736456.0
2020-05-23,190.599,190.608,187.183,188.704,736456.0
2020-05-24,190.599,190.608,187.183,188.704,736456.0
2020-05-25,190.599,190.608,187.183,188.704,736456.0
2020-05-26,195.993,203.04,193.892,201.5,1667924.0
2020-05-27,203.777,205.802,199.745,204.617,1399637.0
2020-05-28,205.326,206.549,201.612,201.966,1095994.0
2020-05-29,200.818,202.293,198.457,201.742,2935564.0
2020-05-30,200.818,202.293,198.457,201.742,2935564.0
2020-05-31,200.818,202.293,198.457,201.742,2935564.0
2020-06-01,202.013,202.676,199.493,200.352,725263.0
2020-06-02,201.78,203.348,200.688,203.077,666167.0
2020-06-03,203.46,207.757,203.105,205.606,830610.0
2020-06-04,203.954,207.809,203.497,207.65,772269.0
2020-06-05,209.993,215.322,209.974,212.223,1043873.0
2020-06-06,209.993,215.322,209.974,212.223,1043873.0
2020-06-07,209.993,215.322,209.974,212.223,1043873.0
2020-06-08,212.793,213.922,209.171,210.525,649827.0
2020-06-09,207.183,208.378,204.771,205.364,1099909.0
2020-06-10,205.326,206.166,203.329,203.59,1903204.0
2020-06-11,197.356,199.148,191.952,192.316,994057.0
2020-06-12,198.877,199.194,188.592,194.304,871130.0
2020-06-13,198.877,199.194,188.592,194.304,871130.0
2020-06-14,198.877,199.194,188.592,194.304,871130.0
2020-06-15,189.096,197.02,187.22,196.441,1206153.0
2020-06-16,204.122,205.032,195.144,199.484,943362.0
2020-06-17,199.736,200.431,196.702,197.738,592732.0
2020-06-18,194.985,197.682,193.959,195.685,786844.0
2020-06-19,199.698,200.314,193.352,195.181,1837621.0
2020-06-20,199.698,200.314,193.352,195.181,1837621.0
2020-06-21,199.698,200.314,193.352,195.181,1837621.0
2020-06-22,195.639,198.438,193.1,196.516,590013.0
2020-06-23,199.017,199.017,194.668,194.771,603677.0
2020-06-24,192.932,195.055,189.432,191.355,652175.0
2020-06-25,190.767,194.547,188.545,194.313,625949.0
2020-06-26,193.716,194.038,189.367,191.579,1402397.0
2020-06-27,193.716,194.038,189.367,191.579,1402397.0
2020-06-28,193.716,194.038,189.367,191.579,1402397.0
2020-06-29,193.921,195.508,191.644,194.752,577767.0
2020-06-30,195.284,199.428,194.957,198.793,757372.0
2020-07-01,198.457,199.437,195.349,196.46,571112.0
2020-07-02,199.493,200.482,196.609,196.917,615290.0
2020-07-03,199.493,200.482,196.609,196.917,615290.0
2020-07-04,199.493,200.482,196.609,196.917,615290.0
2020-07-05,199.493,200.482,196.609,196.917,615290.0
2020-07-06,201.294,201.322,198.41,200.277,677533.0
2020-07-07,199.661,199.661,196.894,197.337,647176.0
2020-07-08,197.384,198.849,196.693,198.121,700077.0
2020-07-09,197.86,200.552,195.48,197.272,617256.0
2020-07-10,197.925,197.925,194.164,196.833,444546.0
2020-07-11,197.925,197.925,194.164,196.833,444546.0
2020-07-12,197.925,197.925,194.164,196.833,444546.0
2020-07-13,198.112,200.146,196.189,197.673,737219.0
2020-07-14,197.029,205.093,196.87,204.458,663707.0
2020-07-15,205.326,208.219,202.75,207.23,716911.0
2020-07-16,205.923,209.218,205.867,208.387,749420.0
2020-07-17,209.993,212.037,209.274,210.254,706157.0
2020-07-18,209.993,212.037,209.274,210.254,706157.0
2020-07-19,209.993,212.037,209.274,210.254,706157.0
2020-07-20,209.535,210.926,206.651,207.603,437933.0
2020-07-21,213.315,213.717,209.237,211.701,656655.0
2020-07-22,211.365,212.615,209.871,211.486,523484.0
2020-07-23,211.262,212.979,210.114,210.917,419196.0
2020-07-24,211.486,212.438,210.105,211.103,431178.0
2020-07-25,211.486,212.438,210.105,211.103,431178.0
2020-07-26,211.486,212.438,210.105,211.103,431178.0
2020-07-27,210.254,215.527,210.123,213.726,768289.0
2020-07-28,208.126,210.511,202.722,207.454,1190917.0
2020-07-29,209.237,209.507,204.449,206.231,1055639.0
2020-07-30,204.197,206.119,200.688,205.177,840135.0
2020-07-31,204.654,205.308,200.193,203.59,770382.0
2020-08-01,204.654,205.308,200.193,203.59,770382.0
2020-08-02,204.654,205.308,200.193,203.59,770382.0
2020-08-03,204.608,207.855,203.609,206.045,501639.0
2020-08-04,203.478,205.923,203.18,205.746,493713.0
2020-08-05,207.015,209.181,205.247,209.003,654722.0
2020-08-06,208.163,209.778,205.961,207.146,357845.0
2020-08-07,207.379,209.731,205.881,208.723,471706.0
2020-08-08,207.379,209.731,205.881,208.723,471706.0
2020-08-09,207.379,209.731,205.881,208.723,471706.0
2020-08-10,209.087,216.031,209.087,214.025,875185.0
2020-08-11,215.051,222.582,214.678,216.694,921486.0
2020-08-12,218.346,221.594,216.498,220.371,495598.0
2020-08-13,219.027,219.923,217.002,218.383,465848.0
2020-08-14,217.127,219.302,216.771,217.521,308257.0
2020-08-15,217.127,219.302,216.771,217.521,308257.0
2020-08-16,217.127,219.302,216.771,217.521,308257.0
2020-08-17,218.57,220.277,217.989,218.833,403432.0
2020-08-18,218.392,220.094,217.817,218.43,440607.0
2020-08-19,217.474,217.933,213.085,214.362,701592.0
2020-08-20,213.199,214.662,211.878,212.627,455838.0
2020-08-21,212.89,214.826,212.248,214.212,380805.0
2020-08-22,212.89,214.826,212.248,214.212,380805.0
2020-08-23,212.89,214.826,212.248,214.212,380805.0
2020-08-24,215.768,216.34,213.396,216.34,596401.0
2020-08-25,217.474,219.433,215.44,216.386,640998.0
2020-08-26,216.171,218.505,214.905,217.839,609118.0
2020-08-27,217.746,219.161,216.424,217.483,410313.0
2020-08-28,216.846,218.833,215.43,218.664,327318.0
2020-08-29,216.846,218.833,215.43,218.664,327318.0
2020-08-30,216.846,218.833,215.43,218.664,327318.0
2020-08-31,218.177,218.589,215.13,216.096,367308.0
2020-09-01,214.868,219.414,214.155,219.292,257569.0
2020-09-02,220.042,223.417,217.924,222.442,559960.0
2020-09-03,221.542,222.583,211.545,214.483,550757.0
2020-09-04,217.174,217.867,211.165,213.959,585297.0
2020-09-05,217.174,217.867,211.165,213.959,585297.0
2020-09-06,217.174,217.867,211.165,213.959,585297.0
2020-09-07,217.174,217.867,211.165,213.959,585297.0
2020-09-08,211.821,211.971,206.581,207.088,523184.0
2020-09-09,209.15,212.093,208.175,210.509,624597.0
2020-09-10,211.249,212.543,205.025,205.635,592492.0
2020-09-11,206.806,209.056,205.419,208.334,524416.0
2020-09-12,206.806,209.056,205.419,208.334,524416.0
2020-09-13,206.806,209.056,205.419,208.334,524416.0
2020-09-14,210.565,211.943,208.854,210.593,389296.0
2020-09-15,210.893,214.074,210.565,210.696,410635.0
2020-09-16,212.74,214.872,210.711,211.175,489069.0
2020-09-17,208.934,211.878,206.038,208.287,537949.0
2020-09-18,208.747,210.285,204.782,205.25,774124.0
2020-09-19,208.747,210.285,204.782,205.25,774124.0
2020-09-20,208.747,210.285,204.782,205.25,774124.0
2020-09-21,201.782,202.672,193.636,195.989,1024579.0
2020-09-22,196.214,200.896,196.181,200.685,558135.0
2020-09-23,201.069,202.926,199.223,199.457,669915.0
2020-09-24,200.61,205.344,197.545,203.76,471572.0
2020-09-25,202.054,203.61,201.257,202.166,563388.0
2020-09-26,202.054,203.61,201.257,202.166,563388.0
2020-09-27,202.054,203.61,201.257,202.166,563388.0
2020-09-28,205.4,207.856,204.697,206.216,470526.0
2020-09-29,206.272,208.7,204.997,207.378,392582.0
2020-09-30,208.644,211.643,205.803,206.863,609156.0
2020-10-01,208.728,210.312,202.813,205.775,703848.0
2020-10-02,202.213,211.371,202.016,209.44,512852.0
2020-10-03,202.213,211.371,202.016,209.44,512852.0
2020-10-04,202.213,211.371,202.016,209.44,512852.0
2020-10-05,212.909,218.645,212.06,218.617,715299.0
2020-10-06,218.974,223.314,217.858,218.214,519251.0
2020-10-07,221.176,223.361,218.777,221.617,428893.0
2020-10-08,222.564,226.238,220.661,226.023,655466.0
2020-10-09,228.647,231.028,227.457,228.985,764035.0
2020-10-10,228.647,231.028,227.457,228.985,764035.0
2020-10-11,228.647,231.028,227.457,228.985,764035.0
2020-10-12,232.266,233.409,228.76,228.938,604026.0
2020-10-13,228.722,230.607,226.079,227.926,480481.0
2020-10-14,229.425,231.385,228.244,228.704,460739.0
2020-10-15,225.695,232.922,225.695,231.956,371597.0
2020-10-16,233.391,236.175,232.566,233.437,452111.0
2020-10-17,233.391,236.175,232.566,233.437,452111.0
2020-10-18,233.391,236.175,232.566,233.437,452111.0
2020-10-19,232.603,235.162,228.085,229.154,406601.0
2020-10-20,230.288,231.816,223.698,225.891,844097.0
2020-10-21,225.479,230.7,221.833,221.992,730190.0
2020-10-22,222.929,226.191,222.765,224.345,594857.0
2020-10-23,226.173,228.657,225.212,227.879,562302.0
2020-10-24,226.173,228.657,225.212,227.879,562302.0
2020-10-25,226.173,228.657,225.212,227.879,562302.0
2020-10-26,225.001,226.032,219.977,222.104,610115.0
2020-10-27,222.629,223.745,219.086,222.048,739189.0
2020-10-28,217.867,221.561,216.241,219.358,845126.0
2020-10-29,219.349,223.764,217.08,221.073,487967.0
2020-10-30,220.398,222.751,217.849,222.273,478601.0
2020-10-31,220.398,222.751,217.849,222.273,478601.0
2020-11-01,220.398,222.751,217.849,222.273,478601.0
2020-11-02,225.038,230.85,225.038,230.025,693957.0
2020-11-03,233.587,238.837,231.328,237.506,573278.0
2020-11-04,235.303,235.537,226.454,227.494,813889.0
2020-11-05,232.097,239.69,230.916,234.628,528477.0
2020-11-06,234.984,236.634,233.7,233.822,518095.0
2020-11-07,234.984,236.634,233.7,233.822,518095.0
2020-11-08,234.984,236.634,233.7,233.822,518095.0
2020-11-09,247.939,250.732,238.293,238.79,928809.0
2020-11-10,226.96,238.012,222.179,233.456,1032410.0
2020-11-11,235.397,236.25,226.004,227.026,987722.0
2020-11-12,227.026,227.026,217.23,220.361,1253957.0
2020-11-13,223.685,225.949,222.922,225.794,740527.0
2020-11-14,223.685,225.949,222.922,225.794,740527.0
2020-11-15,223.685,225.949,222.922,225.794,740527.0
2020-11-16,227.838,228.803,222.715,227.15,914651.0
2020-11-17,227.706,229.476,225.324,227.245,663711.0
2020-11-18,227.668,234.552,227.122,231.181,907555.0
2020-11-19,231.181,236.021,228.403,235.55,770764.0
2020-11-20,235.418,236.68,232.565,233.187,778780.0
2020-11-21,235.418,236.68,232.565,233.187,778780.0
2020-11-22,235.418,236.68,232.565,233.187,778780.0
2020-11-23,236.85,238.771,234.91,237.095,573330.0
2020-11-24,241.181,244.129,238.757,241.831,896509.0
2020-11-25,241.163,242.773,237.725,241.473,539609.0
2020-11-26,241.163,242.773,237.725,241.473,539609.0
2020-11-27,242.632,243.903,240.324,241.002,243785.0
2020-11-28,242.632,243.903,240.324,241.002,243785.0
2020-11-29,242.632,243.903,240.324,241.002,243785.0
2020-11-30,238.611,240.673,234.891,240.654,972908.0
2020-12-01,242.952,244.675,232.414,232.556,977311.0
2020-12-02,232.245,234.411,231.176,232.301,780062.0
2020-12-03,231.35,236.143,229.83,230.936,644608.0
2020-12-04,230.992,235.155,230.974,233.497,582894.0
2020-12-05,230.992,235.155,230.974,233.497,582894.0
2020-12-06,230.992,235.155,230.974,233.497,582894.0
2020-12-07,233.196,233.669,228.94,230.832,648829.0
2020-12-08,229.975,235.587,229.844,235.042,493236.0
2020-12-09,234.59,237.537,233.945,236.624,660153.0
2020-12-10,235.183,235.795,229.891,232.377,696545.0
2020-12-11,230.832,234.533,230.588,232.33,578645.0
2020-12-12,230.832,234.533,230.588,232.33,578645.0
2020-12-13,230.832,234.533,230.588,232.33,578645.0
2020-12-14,233.714,234.566,228.61,228.817,428188.0
2020-12-15,231.379,234.891,229.994,232.8,489964.0
2020-12-16,234.025,234.255,229.919,231.397,535545.0
2020-12-17,232.301,233.46,230.352,232.772,500606.0
2020-12-18,232.509,233.912,228.549,233.488,1325309.0
2020-12-19,232.509,233.912,228.549,233.488,1325309.0
2020-12-20,232.509,233.912,228.549,233.488,1325309.0
2020-12-21,229.815,235.569,229.119,234.816,702891.0
2020-12-22,234.533,234.608,231.313,233.196,567963.0
2020-12-23,233.921,236.256,233.563,233.563,498018.0
2020-12-24,234.062,234.552,232.791,234.128,131852.0
2020-12-25,234.062,234.552,232.791,234.128,131852.0
2020-12-26,234.062,234.552,232.791,234.128,131852.0
2020-12-27,234.062,234.552,232.791,234.128,131852.0
2020-12-28,236.746,237.292,233.591,233.874,416029.0
2020-12-29,235.635,235.757,230.409,232.273,396278.0
2020-12-30,232.942,235.324,232.687,234.571,296034.0
2020-12-31,235.409,236.445,233.205,236.181,354702.0
2021-01-01,235.409,236.445,233.205,236.181,354702.0
2021-01-02,235.409,236.445,233.205,236.181,354702.0
2021-01-03,235.409,236.445,233.205,236.181,354702.0
2021-01-04,237.198,241.53,230.757,232.094,887020.0
2021-01-05,231.849,234.232,230.239,232.659,683091.0
2021-01-06,235.87,245.692,235.87,243.479,901784.0
2021-01-07,246.125,247.227,242.561,244.402,587292.0
2021-01-08,245.522,248.837,243.168,246.539,700939.0
2021-01-09,245.522,248.837,243.168,246.539,700939.0
2021-01-10,245.522,248.837,243.168,246.539,700939.0
2021-01-11,243.997,248.724,242.034,247.274,578683.0
2021-01-12,247.208,250.334,245.673,249.986,446268.0
2021-01-13,250.683,250.834,246.817,247.114,407340.0
2021-01-14,247.999,249.129,245.494,247.425,376065.0
2021-01-15,243.865,243.865,238.601,240.692,663930.0
2021-01-16,243.865,243.865,238.601,240.692,663930.0
2021-01-17,243.865,243.865,238.601,240.692,663930.0
2021-01-18,243.865,243.865,238.601,240.692,663930.0
2021-01-19,243.507,247.773,243.375,245.777,525078.0
2021-01-20,246.238,249.62,244.957,248.574,519641.0
2021-01-21,248.771,252.877,246.662,252.086,774180.0
2021-01-22,249.525,253.225,247.462,250.457,735781.0
2021-01-23,249.525,253.225,247.462,250.457,735781.0
2021-01-24,249.525,253.225,247.462,250.457,735781.0
2021-01-25,250.024,251.168,244.92,245.635,803067.0
2021-01-26,240.588,242.189,229.778,230.192,2311040.0
2021-01-27,231.567,232.763,224.58,226.99,2246661.0
2021-01-28,230.748,239.538,229.034,236.548,938003.0
2021-01-29,235.418,240.423,233.639,234.034,1108985.0
2021-01-30,235.418,240.423,233.639,234.034,1108985.0
2021-01-31,235.418,240.423,233.639,234.034,1108985.0
2021-02-01,237.321,237.867,232.678,233.234,985875.0
2021-02-02,235.418,239.241,234.882,237.791,677262.0
2021-02-03,237.895,239.044,230.71,231.077,720612.0
2021-02-04,231.407,232.122,223.902,227.198,1422611.0
2021-02-05,230.154,231.69,226.369,228.723,894427.0
2021-02-06,230.154,231.69,226.369,228.723,894427.0
2021-02-07,230.154,231.69,226.369,228.723,894427.0
2021-02-08,231.03,232.904,229.844,232.838,595659.0
2021-02-09,232.716,233.45,229.429,232.141,557694.0
2021-02-10,234.354,234.38,229.919,230.475,600111.0
2021-02-11,231.557,232.527,228.224,232.461,633367.0
2021-02-12,231.563,236.131,229.87,235.668,611504.0
2021-02-13,231.563,236.131,229.87,235.668,611504.0
2021-02-14,231.563,236.131,229.87,235.668,611504.0
2021-02-15,231.563,236.131,229.87,235.668,611504.0
2021-02-16,237.379,238.955,235.327,236.178,561895.0
2021-02-17,234.287,238.216,232.991,234.646,632476.0
2021-02-18,233.606,233.748,228.877,230.948,444891.0
2021-02-19,233.019,236.916,232.589,234.769,576341.0
2021-02-20,233.019,236.916,232.589,234.769,576341.0
2021-02-21,233.019,236.916,232.589,234.769,576341.0
2021-02-22,232.982,234.23,229.898,230.721,590746.0
2021-02-23,229.35,232.963,224.276,232.102,586022.0
2021-02-24,232.32,234.277,229.766,233.644,607706.0
2021-02-25,233.634,234.187,229.865,231.156,427801.0
2021-02-26,233.133,234.211,229.099,230.087,617399.0
2021-02-27,233.133,234.211,229.099,230.087,617399.0
2021-02-28,233.133,234.211,229.099,230.087,617399.0
2021-03-01,232.197,239.309,232.197,237.616,722956.0
2021-03-02,238.458,238.661,234.315,235.223,438126.0
2021-03-03,233.738,239.694,233.521,237.238,737307.0
2021-03-04,235.838,240.604,228.924,232.726,941166.0
2021-03-05,235.128,240.321,230.768,239.366,575438.0
2021-03-06,235.128,240.321,230.768,239.366,575438.0
2021-03-07,235.128,240.321,230.768,239.366,575438.0
2021-03-08,240.652,245.806,239.853,243.886,721621.0
2021-03-09,245.485,249.627,244.435,245.636,746436.0
2021-03-10,246.251,250.781,244.964,249.362,628209.0
2021-03-11,250.639,253.656,248.445,249.92,743140.0
2021-03-12,250.63,250.857,247.816,250.857,644694.0
2021-03-13,250.63,250.857,247.816,250.857,644694.0
2021-03-14,250.63,250.857,247.816,250.857,644694.0
2021-03-15,249.684,250.686,246.09,250.686,553690.0
2021-03-16,250.8,250.8,243.139,244.331,861803.0
2021-03-17,244.633,247.565,243.376,247.159,505356.0
2021-03-18,247.007,250.502,245.097,246.194,600029.0
2021-03-19,244.908,246.397,241.673,244.293,1028136.0
2021-03-20,244.908,246.397,241.673,244.293,1028136.0
2021-03-21,244.908,246.397,241.673,244.293,1028136.0
2021-03-22,245.296,248.852,242.666,247.669,666892.0
2021-03-23,246.828,249.164,243.158,244.69,605558.0
2021-03-24,245.92,251.566,245.806,248.918,628337.0
2021-03-25,248.984,250.942,242.714,250.299,523608.0
2021-03-26,252.228,259.236,251.613,258.716,761691.0
2021-03-27,252.228,259.236,251.613,258.716,761691.0
2021-03-28,252.228,259.236,251.613,258.716,761691.0
2021-03-29,258.196,260.494,255.557,255.661,619814.0
2021-03-30,255.113,257.439,251.992,253.127,586870.0
2021-03-31,253.949,255.496,250.067,251.046,734760.0
2021-04-01,252.181,252.502,247.371,249.154,784579.0
2021-04-02,252.181,252.502,247.371,249.154,784579.0
2021-04-03,252.181,252.502,247.371,249.154,784579.0
2021-04-04,252.181,252.502,247.371,249.154,784579.0
2021-04-05,251.566,253.524,250.365,253.145,684871.0
2021-04-06,251.878,253.372,247.65,248.662,738418.0
2021-04-07,247.178,248.426,245.371,247.102,647828.0
2021-04-08,246.818,247.963,245.191,246.884,452834.0
2021-04-09,248.861,250.715,243.224,250.242,506501.0
2021-04-10,248.861,250.715,243.224,250.242,506501.0
2021-04-11,248.861,250.715,243.224,250.242,506501.0
2021-04-12,249.76,252.299,249.211,250.715,549782.0
2021-04-13,246.156,248.246,244.747,247.736,604572.0
2021-04-14,248.511,249.173,245.296,245.522,464175.0
2021-04-15,246.166,250.251,245.768,249.949,588823.0
2021-04-16,252.937,254.999,251.15,251.434,580162.0
2021-04-17,252.937,254.999,251.15,251.434,580162.0
2021-04-18,252.937,254.999,251.15,251.434,580162.0
2021-04-19,250.535,252.71,249.462,252.616,517483.0
2021-04-20,253.287,253.467,247.184,248.946,435126.0
2021-04-21,249.05,253.363,248.88,253.297,452124.0
2021-04-22,253.817,253.817,249.641,250.677,694657.0
2021-04-23,251.263,254.815,250.809,254.469,682629.0
2021-04-24,251.263,254.815,250.809,254.469,682629.0
2021-04-25,251.263,254.815,250.809,254.469,682629.0
2021-04-26,254.252,257.77,251.689,252.918,558542.0
2021-04-27,254.224,255.794,252.067,254.053,702158.0
2021-04-28,252.483,254.942,249.081,251.812,738726.0
2021-04-29,254.848,257.023,252.323,253.249,529108.0
2021-04-30,250.734,252.961,248.88,249.93,613892.0
2021-05-01,250.734,252.961,248.88,249.93,613892.0
2021-05-02,250.734,252.961,248.88,249.93,613892.0
2021-05-03,252.332,252.332,246.393,247.007,708010.0
2021-05-04,245.608,249.154,244.208,248.36,606146.0
2021-05-05,249.745,253.902,248.142,252.077,991161.0
2021-05-06,252.521,254.063,250.441,253.94,579475.0
2021-05-07,252.814,256.579,251.519,256.002,616170.0
2021-05-08,252.814,256.579,251.519,256.002,616170.0
2021-05-09,252.814,256.579,251.519,256.002,616170.0
2021-05-10,256.342,259.274,255.687,256.125,507835.0
2021-05-11,254.432,255.519,251.575,253.76,659793.0
2021-05-12,251.935,254.782,246.317,246.412,746395.0
2021-05-13,246.951,252.644,246.847,251.301,416402.0
2021-05-14,253.428,256.049,251.292,253.979,460848.0
2021-05-15,253.428,256.049,251.292,253.979,460848.0
2021-05-16,253.428,256.049,251.292,253.979,460848.0
2021-05-17,254.834,255.214,249.103,251.586,502640.0
2021-05-18,251.311,251.33,247.303,248.215,783668.0
2021-05-19,244.825,246.61,240.599,245.395,779998.0
2021-05-20,245.737,247.0,243.576,245.328,549112.0
2021-05-21,246.449,249.264,245.945,247.085,424014.0
2021-05-22,246.449,249.264,245.945,247.085,424014.0
2021-05-23,246.449,249.264,245.945,247.085,424014.0
2021-05-24,248.538,250.076,246.924,249.165,415500.0
2021-05-25,249.506,251.491,246.876,247.398,551795.0
2021-05-26,246.943,247.845,244.284,247.379,623362.0
2021-05-27,250.56,252.241,249.055,249.829,1717349.0
2021-05-28,250.437,251.206,247.484,250.428,598517.0
2021-05-29,250.437,251.206,247.484,250.428,598517.0
2021-05-30,250.437,251.206,247.484,250.428,598517.0
2021-05-31,250.437,251.206,247.484,250.428,598517.0
2021-06-01,253.846,254.919,251.994,254.387,737373.0
2021-06-02,254.796,258.756,253.81,258.119,751446.0
2021-06-03,257.227,261.148,256.234,260.607,641954.0
2021-06-04,261.823,263.171,260.303,261.728,502226.0
2021-06-05,261.823,263.171,260.303,261.728,502226.0
2021-06-06,261.823,263.171,260.303,261.728,502226.0
2021-06-07,262.44,263.038,259.401,260.883,452367.0
2021-06-08,261.044,263.883,259.952,261.547,649416.0
2021-06-09,261.357,265.773,260.522,265.08,1061806.0
2021-06-10,266.077,267.606,264.458,267.473,892524.0
2021-06-11,268.66,269.904,266.089,269.828,1002707.0
2021-06-12,268.66,269.904,266.089,269.828,1002707.0
2021-06-13,268.66,269.904,266.089,269.828,1002707.0
2021-06-14,269.628,269.628,265.146,267.501,689896.0
2021-06-15,268.584,270.103,265.707,269.695,708627.0
2021-06-16,269.685,271.518,267.055,268.859,1395187.0
2021-06-17,268.916,268.916,255.413,257.331,933648.0
2021-06-18,253.808,258.547,253.324,258.015,1466393.0
2021-06-19,253.808,258.547,253.324,258.015,1466393.0
2021-06-20,253.808,258.547,253.324,258.015,1466393.0
2021-06-21,259.534,266.2,259.534,266.191,1244691.0
2021-06-22,266.932,271.281,264.444,270.806,1712849.0
2021-06-23,271.585,274.922,270.825,271.395,1808339.0
2021-06-24,273.17,273.17,268.783,271.119,715578.0
2021-06-25,272.031,274.785,270.065,271.243,1274069.0
2021-06-26,272.031,274.785,270.065,271.243,1274069.0
2021-06-27,272.031,274.785,270.065,271.243,1274069.0
2021-06-28,271.271,271.271,267.34,268.964,924631.0
2021-06-29,270.046,270.701,268.09,269.287,747493.0
2021-06-30,268.261,272.107,267.511,271.604,597150.0
2021-07-01,273.493,273.493,270.369,270.92,543217.0
2021-07-02,271.328,271.651,269.011,270.853,628519.0
2021-07-03,271.328,271.651,269.011,270.853,628519.0
2021-07-04,271.328,271.651,269.011,270.853,628519.0
2021-07-05,271.328,271.651,269.011,270.853,628519.0
2021-07-06,271.993,272.221,266.219,269.685,711588.0
2021-07-07,269.457,278.422,268.365,277.244,642054.0
2021-07-08,270.939,275.839,270.939,273.009,460088.0
2021-07-09,277.168,278.184,275.364,276.522,429432.0
2021-07-10,277.168,278.184,275.364,276.522,429432.0
2021-07-11,277.168,278.184,275.364,276.522,429432.0
2021-07-12,275.858,278.944,275.763,278.146,378995.0
2021-07-13,278.127,278.403,276.276,276.741,415065.0
2021-07-14,277.368,278.308,274.519,277.168,410190.0
2021-07-15,277.235,279.988,275.839,279.01,437891.0
2021-07-16,280.805,280.805,278.175,279.105,586289.0
2021-07-17,280.805,280.805,278.175,279.105,586289.0
2021-07-18,280.805,280.805,278.175,279.105,586289.0
2021-07-19,275.497,276.769,271.793,275.62,694259.0
2021-07-20,276.181,282.581,275.165,281.005,539536.0
2021-07-21,282.277,283.654,281.945,283.255,417359.0
2021-07-22,283.967,284.205,281.802,282.514,332659.0
2021-07-23,284.357,284.86,282.021,284.167,361161.0
2021-07-24,284.357,284.86,282.021,284.167,361161.0
2021-07-25,284.357,284.86,282.021,284.167,361161.0
2021-07-26,284.129,284.964,281.451,282.799,773691.0
2021-07-27,275.972,281.816,267.254,278.697,1021254.0
2021-07-28,274.072,285.828,273.018,284.1,1023893.0
2021-07-29,286.759,289.608,282.182,289.446,710298.0
2021-07-30,288.915,293.226,288.307,291.925,632301.0
2021-07-31,288.915,293.226,288.307,291.925,632301.0
2021-08-01,288.915,293.226,288.307,291.925,632301.0
2021-08-02,293.197,294.698,289.874,291.82,692928.0
2021-08-03,293.207,296.435,292.172,295.381,968167.0
2021-08-04,293.957,297.955,293.435,296.198,542529.0
2021-08-05,298.525,298.98,295.173,297.898,778208.0
2021-08-06,298.961,300.044,297.148,298.487,549627.0
2021-08-07,298.961,300.044,297.148,298.487,549627.0
2021-08-08,298.961,300.044,297.148,298.487,549627.0
2021-08-09,298.221,299.958,296.416,298.202,609290.0
2021-08-10,298.724,302.589,298.724,302.361,531303.0
2021-08-11,303.396,304.773,297.641,300.471,985527.0
2021-08-12,299.958,302.247,299.958,301.202,453926.0
2021-08-13,301.612,303.837,300.221,301.593,317836.0
2021-08-14,301.612,303.837,300.221,301.593,317836.0
2021-08-15,301.612,303.837,300.221,301.593,317836.0
2021-08-16,301.221,304.47,300.097,304.347,318134.0
2021-08-17,303.156,303.518,297.25,298.468,608841.0
2021-08-18,297.686,300.688,296.715,297.839,404926.0
2021-08-19,295.781,303.251,294.401,299.564,593092.0
2021-08-20,299.525,302.636,299.525,300.183,272761.0
2021-08-21,299.525,302.636,299.525,300.183,272761.0
2021-08-22,299.525,302.636,299.525,300.183,272761.0
2021-08-23,301.707,303.346,299.44,299.735,409698.0
2021-08-24,300.269,302.794,299.535,301.517,335377.0
2021-08-25,301.765,305.137,300.535,304.299,315000.0
2021-08-26,304.69,305.5,303.365,304.699,359665.0
2021-08-27,306.5,307.672,305.719,306.481,333320.0
2021-08-28,306.5,307.672,305.719,306.481,333320.0
2021-08-29,306.5,307.672,305.719,306.481,333320.0
2021-08-30,307.024,311.093,306.359,309.473,401980.0
2021-08-31,309.215,310.826,307.396,310.092,608088.0
2021-09-01,309.673,310.273,306.414,307.777,417064.0
2021-09-02,309.511,311.74,307.853,311.702,454262.0
2021-09-03,311.283,311.759,308.196,308.71,489275.0
2021-09-04,311.283,311.759,308.196,308.71,489275.0
2021-09-05,311.283,311.759,308.196,308.71,489275.0
2021-09-06,311.283,311.759,308.196,308.71,489275.0
2021-09-07,307.205,307.51,303.089,303.432,649280.0
2021-09-08,303.146,304.366,299.868,303.708,604651.0
2021-09-09,304.337,304.909,298.939,300.164,591817.0
2021-09-10,301.507,301.812,298.782,299.268,603026.0
2021-09-11,301.507,301.812,298.782,299.268,603026.0
