,ROK US Equity,ROK US Equity,ROK US Equity,ROK US Equity,ROK US Equity
2023-01-19,265.112,265.229,258.439,258.439,876684.0
2023-01-20,260.426,263.027,258.712,262.998,862117.0
2023-01-21,260.426,263.027,258.712,262.998,862117.0
2023-01-22,260.426,263.027,258.712,262.998,862117.0
2023-01-23,265.043,270.001,263.095,268.472,582207.0
2023-01-24,266.261,271.2,264.118,270.771,688364.0
2023-01-25,266.466,271.657,265.277,270.868,814217.0
2023-01-26,282.898,286.58,264.269,274.56,1505409.0
2023-01-27,275.417,279.83,268.949,279.031,1027881.0
2023-01-28,275.417,279.83,268.949,279.031,1027881.0
2023-01-29,275.417,279.83,268.949,279.031,1027881.0
2023-01-30,275.856,279.45,270.566,271.278,861680.0
2023-01-31,271.842,274.921,265.92,274.716,1059114.0
2023-02-01,272.242,278.758,269.875,275.534,831688.0
2023-02-02,277.482,285.397,275.476,283.609,999310.0
2023-02-03,280.56,285.733,280.151,282.44,534784.0
2023-02-04,280.56,285.733,280.151,282.44,534784.0
2023-02-05,280.56,285.733,280.151,282.44,534784.0
2023-02-06,279.187,281.096,277.307,280.258,482917.0
2023-02-07,279.966,282.625,276.021,281.885,631925.0
2023-02-08,280.142,281.534,276.703,278.018,663454.0
2023-02-09,281.505,282.918,279.128,280.239,536273.0
2023-02-10,278.904,279.304,275.505,277.784,549504.0
2023-02-11,278.904,279.304,275.505,277.784,549504.0
2023-02-12,278.904,279.304,275.505,277.784,549504.0
2023-02-13,279.206,286.171,278.203,286.171,670305.0
2023-02-14,284.194,287.155,281.617,285.567,610654.0
2023-02-15,285.022,291.635,284.432,290.321,758829.0
2023-02-16,285.499,290.272,284.642,288.207,400470.0
2023-02-17,287.375,291.273,287.317,291.16,614823.0
2023-02-18,287.375,291.273,287.317,291.16,614823.0
2023-02-19,287.375,291.273,287.317,291.16,614823.0
2023-02-20,287.375,291.273,287.317,291.16,614823.0
2023-02-21,287.816,288.706,281.605,282.359,679961.0
2023-02-22,283.356,285.395,280.618,282.574,419818.0
2023-02-23,285.292,286.867,280.911,285.517,683632.0
2023-02-24,281.126,284.843,280.461,283.992,293868.0
2023-02-25,281.126,284.843,280.461,283.992,293868.0
2023-02-26,281.126,284.843,280.461,283.992,293868.0
2023-02-27,287.033,288.297,285.899,287.904,441088.0
2023-02-28,287.512,291.307,287.239,288.432,752283.0
2023-03-01,287.023,290.569,284.442,286.202,495145.0
2023-03-02,285.253,291.141,283.708,290.006,484209.0
2023-03-03,291.092,296.519,290.104,295.923,720036.0
2023-03-04,291.092,296.519,290.104,295.923,720036.0
2023-03-05,291.092,296.519,290.104,295.923,720036.0
2023-03-06,296.774,300.509,296.559,298.827,621962.0
2023-03-07,298.837,299.238,292.207,292.735,549629.0
2023-03-08,293.273,296.412,292.593,295.639,587420.0
2023-03-09,297.771,302.544,291.737,292.334,772955.0
2023-03-10,291.307,291.307,280.608,282.701,552223.0
2023-03-11,291.307,291.307,280.608,282.701,552223.0
2023-03-12,291.307,291.307,280.608,282.701,552223.0
2023-03-13,278.486,282.231,276.285,279.708,985885.0
2023-03-14,286.182,291.17,284.138,287.816,794646.0
2023-03-15,283.033,283.581,265.459,270.564,1125379.0
2023-03-16,268.471,276.804,266.74,275.806,977394.0
2023-03-17,271.836,272.168,264.467,266.701,1274460.0
2023-03-18,271.836,272.168,264.467,266.701,1274460.0
2023-03-19,271.836,272.168,264.467,266.701,1274460.0
2023-03-20,268.784,272.882,268.11,272.197,687691.0
2023-03-21,277.009,279.601,275.161,276.921,824175.0
2023-03-22,277.762,279.503,271.347,271.513,777006.0
2023-03-23,274.026,278.89,270.281,272.285,639316.0
2023-03-24,269.019,271.875,265.107,271.484,647652.0
2023-03-25,269.019,271.875,265.107,271.484,647652.0
2023-03-26,269.019,271.875,265.107,271.484,647652.0
2023-03-27,273.704,274.593,269.958,272.266,572609.0
2023-03-28,272.54,273.997,271.376,272.638,623237.0
2023-03-29,275.767,279.337,275.307,278.271,577280.0
2023-03-30,280.676,281.517,280.129,281.195,430472.0
2023-03-31,282.74,287.234,282.31,286.984,594761.0
2023-04-01,282.74,287.234,282.31,286.984,594761.0
2023-04-02,282.74,287.234,282.31,286.984,594761.0
2023-04-03,284.755,287.62,282.456,284.872,729554.0
2023-04-04,285.468,286.681,271.024,272.618,751029.0
2023-04-05,270.32,271.919,266.613,267.151,790032.0
2023-04-06,266.183,268.442,264.97,266.154,551776.0
2023-04-07,266.183,268.442,264.97,266.154,551776.0
2023-04-08,266.183,268.442,264.97,266.154,551776.0
2023-04-09,266.183,268.442,264.97,266.154,551776.0
2023-04-10,265.097,269.205,264.266,269.166,460462.0
2023-04-11,269.762,272.608,269.264,272.383,610589.0
2023-04-12,275.601,276.393,272.227,274.926,944845.0
2023-04-13,274.065,274.437,266.349,271.982,919282.0
2023-04-14,271.718,274.985,269.239,271.19,666044.0
2023-04-15,271.718,274.985,269.239,271.19,666044.0
2023-04-16,271.718,274.985,269.239,271.19,666044.0
2023-04-17,271.689,273.43,269.958,271.718,552744.0
2023-04-18,273.488,274.916,269.899,270.76,519314.0
2023-04-19,268.638,269.488,266.691,268.276,551396.0
2023-04-20,265.557,268.892,264.99,267.797,526328.0
2023-04-21,269.146,270.916,267.655,269.381,719863.0
2023-04-22,269.146,270.916,267.655,269.381,719863.0
2023-04-23,269.146,270.916,267.655,269.381,719863.0
2023-04-24,268.951,271.278,268.951,269.997,548756.0
2023-04-25,270.075,273.42,268.491,268.872,712337.0
2023-04-26,266.691,269.537,263.865,264.667,922418.0
2023-04-27,277.557,277.557,264.344,277.371,2082139.0
2023-04-28,278.72,281.151,275.435,277.166,849580.0
2023-04-29,278.72,281.151,275.435,277.166,849580.0
2023-04-30,278.72,281.151,275.435,277.166,849580.0
2023-05-01,277.762,279.914,274.496,276.422,803210.0
2023-05-02,275.444,276.324,269.43,272.872,755791.0
2023-05-03,273.361,277.332,271.933,272.491,674852.0
2023-05-04,270.799,274.672,269.215,273.048,782220.0
2023-05-05,276.383,277.244,272.96,277.175,451709.0
2023-05-06,276.383,277.244,272.96,277.175,451709.0
2023-05-07,276.383,277.244,272.96,277.175,451709.0
2023-05-08,278.613,279.513,272.99,274.906,421081.0
2023-05-09,273.557,276.54,271.532,271.64,601985.0
2023-05-10,268.941,271.943,261.821,264.139,1243075.0
2023-05-11,261.655,264.726,260.745,264.53,922649.0
2023-05-12,266.583,267.251,263.656,267.035,861478.0
2023-05-13,266.583,267.251,263.656,267.035,861478.0
2023-05-14,266.583,267.251,263.656,267.035,861478.0
2023-05-15,267.929,270.772,266.062,269.274,509490.0
2023-05-16,266.603,268.105,264.098,265.188,504570.0
2023-05-17,267.84,271.15,266.504,269.756,470529.0
2023-05-18,270.649,276.509,269.098,276.121,740004.0
2023-05-19,279.018,279.185,273.272,276.317,686463.0
2023-05-20,279.018,279.185,273.272,276.317,686463.0
2023-05-21,279.018,279.185,273.272,276.317,686463.0
2023-05-22,276.602,278.733,274.215,277.456,562467.0
2023-05-23,275.07,276.867,272.751,273.518,923062.0
2023-05-24,272.084,272.727,264.55,265.424,577135.0
2023-05-25,267.654,270.6,265.021,268.577,714075.0
2023-05-26,270.257,281.769,269.793,281.15,905026.0
2023-05-27,270.257,281.769,269.793,281.15,905026.0
2023-05-28,270.257,281.769,269.793,281.15,905026.0
2023-05-29,270.257,281.769,269.793,281.15,905026.0
2023-05-30,282.829,285.481,279.274,281.7,769908.0
2023-05-31,279.323,279.794,272.015,273.655,1472012.0
2023-06-01,273.282,277.849,271.013,275.492,556038.0
2023-06-02,278.841,289.204,275.551,287.642,768529.0
2023-06-03,278.841,289.204,275.551,287.642,768529.0
2023-06-04,278.841,289.204,275.551,287.642,768529.0
2023-06-05,286.719,286.871,283.222,286.532,574717.0
2023-06-06,285.835,290.815,284.195,286.808,636164.0
2023-06-07,285.992,294.764,285.383,293.791,871995.0
2023-06-08,292.76,298.472,292.045,297.544,797763.0
2023-06-09,298.516,300.962,295.775,300.078,878572.0
2023-06-10,298.516,300.962,295.775,300.078,878572.0
2023-06-11,298.516,300.962,295.775,300.078,878572.0
2023-06-12,299.587,304.419,297.416,304.282,738976.0
2023-06-13,304.498,310.19,304.498,309.871,931452.0
2023-06-14,310.303,312.032,303.918,307.562,718284.0
2023-06-15,306.531,314.026,305.146,313.741,498340.0
2023-06-16,315.617,316.226,308.928,310.195,1431779.0
2023-06-17,315.617,316.226,308.928,310.195,1431779.0
2023-06-18,315.617,316.226,308.928,310.195,1431779.0
2023-06-19,315.617,316.226,308.928,310.195,1431779.0
2023-06-20,307.445,311.158,305.422,309.792,598527.0
2023-06-21,307.759,315.98,306.934,315.057,712969.0
2023-06-22,312.542,313.142,307.494,309.389,736508.0
2023-06-23,305.519,309.709,304.498,307.71,1608740.0
2023-06-24,305.519,309.709,304.498,307.71,1608740.0
2023-06-25,305.519,309.709,304.498,307.71,1608740.0
2023-06-26,307.788,314.011,307.582,312.395,711108.0
2023-06-27,311.865,318.996,311.619,316.933,604534.0
2023-06-28,318.495,321.059,309.159,315.509,851696.0
2023-06-29,314.88,319.467,314.075,318.485,536258.0
2023-06-30,321.343,325.518,319.664,323.603,617370.0
2023-07-01,321.343,325.518,319.664,323.603,617370.0
2023-07-02,321.343,325.518,319.664,323.603,617370.0
2023-07-03,323.603,324.172,320.381,323.622,344337.0
2023-07-04,323.603,324.172,320.381,323.622,344337.0
2023-07-05,320.813,322.925,319.241,321.285,580449.0
2023-07-06,318.387,319.516,316.069,318.731,581358.0
2023-07-07,316.766,322.591,315.902,319.605,521908.0
2023-07-08,316.766,322.591,315.902,319.605,521908.0
2023-07-09,316.766,322.591,315.902,319.605,521908.0
2023-07-10,319.458,329.899,319.458,329.791,603783.0
2023-07-11,332.413,335.616,330.803,332.138,747800.0
2023-07-12,335.419,335.566,332.089,333.523,506609.0
2023-07-13,334.123,337.56,331.431,336.382,465785.0
2023-07-14,335.763,336.313,332.551,335.174,384156.0
2023-07-15,335.763,336.313,332.551,335.174,384156.0
2023-07-16,335.763,336.313,332.551,335.174,384156.0
2023-07-17,333.209,337.57,332.502,336.5,554188.0
2023-07-18,335.93,342.334,335.93,340.733,664474.0
2023-07-19,339.289,339.378,332.993,337.894,639742.0
2023-07-20,337.855,338.42,334.496,336.48,823315.0
2023-07-21,337.501,337.894,330.793,331.097,654879.0
2023-07-22,337.501,337.894,330.793,331.097,654879.0
2023-07-23,337.501,337.894,330.793,331.097,654879.0
2023-07-24,332.286,333.7,330.203,332.129,426428.0
2023-07-25,330.655,333.518,329.231,331.893,429778.0
2023-07-26,329.585,330.891,324.172,328.033,676345.0
2023-07-27,329.516,332.427,323.927,324.447,799241.0
2023-07-28,327.188,328.759,324.133,327.384,719073.0
2023-07-29,327.188,328.759,324.133,327.384,719073.0
2023-07-30,327.188,328.759,324.133,327.384,719073.0
2023-07-31,330.115,333.622,328.376,330.321,1105832.0
2023-08-01,296.64,308.579,295.549,305.392,2654478.0
2023-08-02,304.508,305.942,298.673,298.879,1599522.0
2023-08-03,298.064,299.626,292.951,296.689,1095450.0
2023-08-04,297.327,298.098,291.532,293.516,737065.0
2023-08-05,297.327,298.098,291.532,293.516,737065.0
2023-08-06,297.327,298.098,291.532,293.516,737065.0
2023-08-07,295.51,305.726,295.225,304.95,1017682.0
2023-08-08,301.767,302.73,299.056,300.127,807996.0
2023-08-09,300.284,301.581,297.588,298.408,735498.0
2023-08-10,296.542,299.267,291.395,293.948,1489377.0
2023-08-11,292.943,294.077,289.925,292.075,719498.0
2023-08-12,292.943,294.077,289.925,292.075,719498.0
2023-08-13,292.943,294.077,289.925,292.075,719498.0
2023-08-14,291.838,295.299,291.296,295.013,467978.0
2023-08-15,293.495,294.718,291.355,293.534,363473.0
2023-08-16,294.067,296.226,290.674,291.059,496781.0
2023-08-17,291.838,292.736,287.44,287.45,513027.0
2023-08-18,284.817,289.471,283.907,287.499,435839.0
2023-08-19,284.817,289.471,283.907,287.499,435839.0
2023-08-20,284.817,289.471,283.907,287.499,435839.0
2023-08-21,287.775,289.676,286.454,288.771,418911.0
2023-08-22,291.069,292.666,287.44,288.584,535724.0
2023-08-23,290.615,294.688,289.792,293.416,467419.0
2023-08-24,297.321,300.378,294.239,294.333,724622.0
2023-08-25,295.822,299.884,292.928,299.106,663502.0
2023-08-26,295.822,299.884,292.928,299.106,663502.0
2023-08-27,295.822,299.884,292.928,299.106,663502.0
2023-08-28,300.565,306.561,300.339,304.766,878231.0
2023-08-29,304.993,313.336,304.993,312.853,836675.0
2023-08-30,307.676,308.386,302.104,305.279,1139973.0
2023-08-31,306.117,309.529,304.579,307.754,854654.0
2023-09-01,309.579,310.442,306.137,309.697,880013.0
2023-09-02,309.579,310.442,306.137,309.697,880013.0
2023-09-03,309.579,310.442,306.137,309.697,880013.0
2023-09-04,309.579,310.442,306.137,309.697,880013.0
2023-09-05,309.569,309.569,301.867,302.942,745173.0
2023-09-06,303.021,307.439,302.76,306.177,413277.0
2023-09-07,302.715,304.5,300.072,300.22,921046.0
2023-09-08,299.037,300.24,292.657,292.745,866138.0
2023-09-09,299.037,300.24,292.657,292.745,866138.0
2023-09-10,299.037,300.24,292.657,292.745,866138.0
2023-09-11,293.741,295.822,288.564,289.817,1055932.0
2023-09-12,287.963,291.505,284.787,285.073,931360.0
2023-09-13,283.614,285.556,280.517,281.513,973205.0
2023-09-14,284.768,285.941,280.093,283.101,843360.0
2023-09-15,281.198,285.053,280.133,281.247,1091896.0
2023-09-16,281.198,285.053,280.133,281.247,1091896.0
2023-09-17,281.198,285.053,280.133,281.247,1091896.0
2023-09-18,281.079,288.056,281.05,284.728,884110.0
2023-09-19,284.689,285.209,279.886,283.771,666799.0
2023-09-20,286.148,288.327,280.734,281.217,458122.0
2023-09-21,279.758,279.965,274.285,275.074,942939.0
2023-09-22,275.31,279.59,275.222,277.46,727928.0
2023-09-23,275.31,279.59,275.222,277.46,727928.0
2023-09-24,275.31,279.59,275.222,277.46,727928.0
2023-09-25,276.346,281.227,275.429,280.478,435811.0
2023-09-26,277.125,279.299,274.837,275.182,493719.0
2023-09-27,278.17,283.49,277.569,280.853,816409.0
2023-09-28,280.202,285.335,279.423,282.44,501049.0
2023-09-29,286.799,287.672,281.099,281.908,595263.0
2023-09-30,286.799,287.672,281.099,281.908,595263.0
2023-10-01,286.799,287.672,281.099,281.908,595263.0
2023-10-02,281.74,285.221,278.22,280.014,631140.0
2023-10-03,278.782,281.592,277.805,280.379,847605.0
2023-10-04,280.576,285.832,278.87,284.797,844752.0
2023-10-05,283.18,285.98,278.18,282.194,819425.0
2023-10-06,280.616,288.909,278.239,286.286,555212.0
2023-10-07,280.616,288.909,278.239,286.286,555212.0
2023-10-08,280.616,288.909,278.239,286.286,555212.0
2023-10-09,284.363,287.529,281.612,286.444,437919.0
2023-10-10,287.075,291.809,286.089,287.657,522237.0
2023-10-11,288.17,296.108,288.17,295.763,680594.0
2023-10-12,296.68,298.919,292.696,295.871,746401.0
2023-10-13,294.372,296.729,280.783,284.324,1284311.0
2023-10-14,294.372,296.729,280.783,284.324,1284311.0
2023-10-15,294.372,296.729,280.783,284.324,1284311.0
2023-10-16,287.864,289.787,284.846,287.736,515864.0
2023-10-17,285.744,291.281,284.284,286.523,638091.0
2023-10-18,280.064,281.346,271.721,271.75,1476955.0
2023-10-19,272.835,274.068,266.297,267.757,971002.0
2023-10-20,267.569,268.333,261.539,262.372,1120383.0
2023-10-21,267.569,268.333,261.539,262.372,1120383.0
2023-10-22,267.569,268.333,261.539,262.372,1120383.0
2023-10-23,263.122,265.898,261.416,263.151,735409.0
2023-10-24,265.784,266.623,260.459,262.175,521975.0
2023-10-25,261.327,262.814,257.55,259.67,646807.0
2023-10-26,261.199,264.335,258.881,258.96,758687.0
2023-10-27,260.469,260.499,256.998,258.369,709094.0
2023-10-28,260.469,260.499,256.998,258.369,709094.0
2023-10-29,260.469,260.499,256.998,258.369,709094.0
2023-10-30,261.258,261.258,257.402,259.808,769543.0
2023-10-31,259.049,261.426,257.994,259.167,812705.0
2023-11-01,260.548,263.447,254.414,263.28,1379096.0
2023-11-02,252.057,257.826,248.695,255.016,2249100.0
2023-11-03,258.221,261.761,256.14,260.045,1460827.0
2023-11-04,258.221,261.761,256.14,260.045,1460827.0
2023-11-05,258.221,261.761,256.14,260.045,1460827.0
2023-11-06,260.045,260.647,252.955,254.917,1195788.0
2023-11-07,254.059,256.455,252.708,253.458,1383180.0
2023-11-08,254.394,258.25,252.274,253.556,1059096.0
2023-11-09,255.469,255.824,251.801,253.546,1001102.0
2023-11-10,254.627,256.931,251.782,256.093,1125552.0
2023-11-11,254.627,256.931,251.782,256.093,1125552.0
2023-11-12,254.627,256.931,251.782,256.093,1125552.0
2023-11-13,255.31,260.85,255.127,258.997,987711.0
2023-11-14,265.081,268.242,263.763,265.131,983373.0
2023-11-15,266.528,271.364,265.696,267.727,1040376.0
2023-11-16,268.787,274.911,267.727,270.313,964763.0
2023-11-17,272.513,273.009,269.869,272.771,653126.0
2023-11-18,272.513,273.009,269.869,272.771,653126.0
2023-11-19,272.513,273.009,269.869,272.771,653126.0
2023-11-20,268.47,270.32,267.454,268.668,1292172.0
2023-11-21,267.559,268.822,266.825,266.954,1090955.0
2023-11-22,267.559,272.355,267.113,270.333,1034226.0
2023-11-23,267.559,272.355,267.113,270.333,1034226.0
2023-11-24,269.838,271.612,269.57,270.531,315465.0
2023-11-25,269.838,271.612,269.57,270.531,315465.0
2023-11-26,269.838,271.612,269.57,270.531,315465.0
2023-11-27,270.076,272.018,267.895,268.609,1054683.0
2023-11-28,268.173,268.857,265.943,266.815,1109386.0
2023-11-29,270.036,270.502,266.468,268.113,888478.0
2023-11-30,269.986,273.286,268.193,272.949,1896335.0
2023-12-01,273.197,278.955,273.083,278.925,1086798.0
2023-12-02,273.197,278.955,273.083,278.925,1086798.0
2023-12-03,273.197,278.955,273.083,278.925,1086798.0
2023-12-04,275.783,280.6,275.456,276.973,963232.0
2023-12-05,275.486,276.784,271.825,272.513,614882.0
2023-12-06,274.238,278.955,273.94,275.595,936349.0
2023-12-07,276.725,276.863,273.787,275.377,491051.0
2023-12-08,275.1,278.063,274.188,276.011,741020.0
2023-12-09,275.1,278.063,274.188,276.011,741020.0
2023-12-10,275.1,278.063,274.188,276.011,741020.0
2023-12-11,276.784,281.695,276.101,277.26,736404.0
2023-12-12,278.172,282.928,276.953,281.125,838305.0
2023-12-13,281.729,288.631,280.233,288.339,979730.0
2023-12-14,292.332,304.41,290.123,304.075,1638449.0
2023-12-15,303.401,306.989,301.058,301.618,1710159.0
2023-12-16,303.401,306.989,301.058,301.618,1710159.0
2023-12-17,303.401,306.989,301.058,301.618,1710159.0
2023-12-18,301.984,304.055,299.061,302.539,536098.0
2023-12-19,307.772,309.545,306.701,307.672,629515.0
2023-12-20,306.711,308.069,300.686,300.815,470318.0
2023-12-21,303.471,304.462,300.993,303.976,501004.0
2023-12-22,306.563,307.881,303.342,304.997,311553.0
2023-12-23,306.563,307.881,303.342,304.997,311553.0
2023-12-24,306.563,307.881,303.342,304.997,311553.0
2023-12-25,306.563,307.881,303.342,304.997,311553.0
2023-12-26,306.325,308.981,305.973,308.227,407591.0
2023-12-27,308.842,309.927,307.504,308.406,310667.0
2023-12-28,306.979,308.475,306.137,307.811,331978.0
2023-12-29,307.435,309.724,305.433,307.672,326007.0
2023-12-30,307.435,309.724,305.433,307.672,326007.0
2023-12-31,307.435,309.724,305.433,307.672,326007.0
2024-01-01,307.435,309.724,305.433,307.672,326007.0
2024-01-02,304.501,307.197,302.222,303.61,415055.0
2024-01-03,304.719,305.869,300.32,301.112,823688.0
2024-01-04,301.033,304.918,300.731,301.915,753984.0
2024-01-05,299.388,303.283,298.239,302.292,635210.0
2024-01-06,299.388,303.283,298.239,302.292,635210.0
2024-01-07,299.388,303.283,298.239,302.292,635210.0
2024-01-08,302.46,304.046,300.415,303.292,549439.0
2024-01-09,301.291,302.995,299.626,300.23,578492.0
2024-01-10,300.062,301.548,298.447,299.339,689251.0
2024-01-11,300.211,302.856,297.059,302.341,703431.0
2024-01-12,304.571,304.868,299.557,301.836,455180.0
2024-01-13,304.571,304.868,299.557,301.836,455180.0
2024-01-14,304.571,304.868,299.557,301.836,455180.0
2024-01-15,304.571,304.868,299.557,301.836,455180.0
2024-01-16,300.201,300.201,294.919,295.682,563351.0
2024-01-17,292.699,293.868,290.866,292.709,575029.0
2024-01-18,293.809,297.733,293.809,297.436,529181.0
2024-01-19,298.665,302.242,295.682,300.706,604557.0
2024-01-20,298.665,302.242,295.682,300.706,604557.0
2024-01-21,298.665,302.242,295.682,300.706,604557.0
2024-01-22,301.42,304.157,301.33,302.876,562687.0
2024-01-23,304.026,304.541,300.825,301.519,427278.0
2024-01-24,304.521,304.521,297.604,297.634,543638.0
2024-01-25,300.548,304.204,300.483,301.489,547020.0
2024-01-26,302.995,303.54,299.715,300.26,385534.0
2024-01-27,302.995,303.54,299.715,300.26,385534.0
2024-01-28,302.995,303.54,299.715,300.26,385534.0
2024-01-29,298.972,302.083,297.892,301.865,534610.0
2024-01-30,300.28,304.924,298.685,304.442,759560.0
2024-01-31,261.514,270.249,249.83,250.99,6466234.0
2024-02-01,255.717,262.911,255.251,260.632,2080097.0
2024-02-02,259.383,268.485,257.243,265.587,1710212.0
2024-02-03,259.383,268.485,257.243,265.587,1710212.0
2024-02-04,259.383,268.485,257.243,265.587,1710212.0
2024-02-05,263.496,266.81,261.107,263.912,1234796.0
2024-02-06,264.932,264.932,257.5,257.629,1765833.0
2024-02-07,259.125,267.742,259.026,266.587,1867755.0
2024-02-08,268.044,277.24,267.777,276.19,2029039.0
2024-02-09,276.477,282.007,276.16,280.936,1503844.0
2024-02-10,276.477,282.007,276.16,280.936,1503844.0
2024-02-11,276.477,282.007,276.16,280.936,1503844.0
2024-02-12,280.936,284.018,277.26,278.152,1330240.0
2024-02-13,274.812,277.468,271.096,275.863,1451223.0
2024-02-14,276.685,277.864,274.079,277.399,1039111.0
2024-02-15,277.983,281.209,276.656,278.836,1466537.0
2024-02-16,278.626,282.598,278.308,278.427,1152836.0
2024-02-17,278.626,282.598,278.308,278.427,1152836.0
2024-02-18,278.626,282.598,278.308,278.427,1152836.0
2024-02-19,278.626,282.598,278.308,278.427,1152836.0
2024-02-20,275.033,284.579,270.614,271.36,1833394.0
2024-02-21,269.658,273.697,267.354,273.361,970030.0
2024-02-22,276.785,279.069,275.033,277.332,1055042.0
2024-02-23,277.561,281.732,277.561,279.214,792024.0
2024-02-24,277.561,281.732,277.561,279.214,792024.0
2024-02-25,277.561,281.732,277.561,279.214,792024.0
2024-02-26,278.308,280.194,275.252,276.526,765648.0
2024-02-27,278.408,280.358,277.482,279.672,785933.0
2024-02-28,278.706,285.315,278.706,285.086,1227364.0
2024-02-29,286.261,286.43,281.443,283.763,1155358.0
2024-03-01,283.683,288.292,283.683,287.714,880841.0
2024-03-02,283.683,288.292,283.683,287.714,880841.0
2024-03-03,283.683,288.292,283.683,287.714,880841.0
2024-03-04,288.481,288.814,283.175,286.838,1497598.0
2024-03-05,286.012,287.281,283.086,286.351,667016.0
2024-03-06,286.351,290.805,285.43,289.834,779109.0
2024-03-07,292.831,295.076,289.297,292.781,556952.0
2024-03-08,295.12,297.245,290.81,293.229,640308.0
2024-03-09,295.12,297.245,290.81,293.229,640308.0
2024-03-10,295.12,297.245,290.81,293.229,640308.0
2024-03-11,289.815,291.945,281.792,283.474,1259489.0
2024-03-12,283.564,284.44,278.507,282.568,974831.0
2024-03-13,280.587,286.438,279.95,283.066,825719.0
2024-03-14,284.519,287.157,275.909,278.706,970279.0
2024-03-15,276.815,279.652,276.457,279.582,1372989.0
2024-03-16,276.815,279.652,276.457,279.582,1372989.0
2024-03-17,276.815,279.652,276.457,279.582,1372989.0
2024-03-18,278.945,282.563,276.725,276.885,567140.0
2024-03-19,271.241,277.492,267.827,276.904,1328096.0
2024-03-20,277.542,284.34,262.471,280.478,2011675.0
2024-03-21,282.309,290.765,280.418,288.749,1204615.0
2024-03-22,288.72,290.223,282.817,285.057,1149856.0
2024-03-23,288.72,290.223,282.817,285.057,1149856.0
2024-03-24,288.72,290.223,282.817,285.057,1149856.0
2024-03-25,282.499,284.101,280.806,281.155,668770.0
2024-03-26,283.245,285.962,282.299,283.136,620884.0
2024-03-27,284.629,290.422,283.255,289.864,664179.0
2024-03-28,289.655,291.33,287.734,289.984,605702.0
2024-03-29,289.655,291.33,287.734,289.984,605702.0
2024-03-30,289.655,291.33,287.734,289.984,605702.0
2024-03-31,289.655,291.33,287.734,289.984,605702.0
2024-04-01,289.785,289.845,281.921,282.061,680626.0
2024-04-02,281.692,282.454,276.924,278.935,942416.0
2024-04-03,277.432,282.439,277.432,278.587,1062509.0
2024-04-04,279.701,282.817,273.839,275.053,934776.0
2024-04-05,277.193,279.02,274.655,277.95,597470.0
2024-04-06,277.193,279.02,274.655,277.95,597470.0
2024-04-07,277.193,279.02,274.655,277.95,597470.0
2024-04-08,279.234,281.901,277.153,280.747,683156.0
2024-04-09,281.543,286.838,280.881,285.505,867262.0
2024-04-10,280.796,281.175,275.663,280.757,815982.0
2024-04-11,280.737,287.585,280.259,287.187,915787.0
2024-04-12,283.225,286.619,281.443,283.504,1122889.0
2024-04-13,283.225,286.619,281.443,283.504,1122889.0
2024-04-14,283.225,286.619,281.443,283.504,1122889.0
2024-04-15,287.485,289.327,282.817,284.579,1391588.0
2024-04-16,283.116,283.524,274.685,280.09,1094667.0
2024-04-17,280.995,281.842,274.635,277.362,817860.0
2024-04-18,279.632,280.144,271.878,272.236,1125002.0
2024-04-19,273.132,274.018,268.225,268.713,1196641.0
2024-04-20,273.132,274.018,268.225,268.713,1196641.0
2024-04-21,273.132,274.018,268.225,268.713,1196641.0
2024-04-22,269.658,274.207,269.031,272.206,888220.0
2024-04-23,272.336,277.542,271.211,275.053,663716.0
2024-04-24,276.566,278.089,273.431,274.287,600494.0
2024-04-25,271.579,277.472,270.216,275.67,919950.0
2024-04-26,274.705,281.244,272.236,278.826,626143.0
2024-04-27,274.705,281.244,272.236,278.826,626143.0
2024-04-28,274.705,281.244,272.236,278.826,626143.0
2024-04-29,278.935,281.195,276.825,278.676,536259.0
2024-04-30,276.895,278.029,269.459,269.708,649743.0
2024-05-01,268.991,272.455,265.766,268.503,854987.0
