,STLD US Equity,STLD US Equity,STLD US Equity,STLD US Equity,STLD US Equity
2019-02-14,32.5197,32.9182,32.5197,32.5551,2001016.0
2019-02-15,32.865,33.1529,32.4931,32.8473,2877739.0
2019-02-16,32.865,33.1529,32.4931,32.8473,2877739.0
2019-02-17,32.865,33.1529,32.4931,32.8473,2877739.0
2019-02-18,32.865,33.1529,32.4931,32.8473,2877739.0
2019-02-19,32.6171,33.1263,32.5994,32.9979,1994183.0
2019-02-20,33.4141,34.6628,33.268,34.5743,3794969.0
2019-02-21,34.4857,34.6717,33.9101,34.1757,2655576.0
2019-02-22,34.3174,34.716,34.1403,34.592,1955235.0
2019-02-23,34.3174,34.716,34.1403,34.592,1955235.0
2019-02-24,34.3174,34.716,34.1403,34.592,1955235.0
2019-02-25,34.7691,34.8488,34.158,34.406,1548327.0
2019-02-26,34.2112,34.4591,33.9278,33.9366,1782486.0
2019-02-27,33.8658,34.0163,33.4008,33.609,2184096.0
2019-02-28,33.547,33.5647,33.051,33.051,1732016.0
2019-03-01,33.1396,33.9632,33.0067,33.5381,1611237.0
2019-03-02,33.1396,33.9632,33.0067,33.5381,1611237.0
2019-03-03,33.1396,33.9632,33.0067,33.5381,1611237.0
2019-03-04,33.5558,33.7994,33.1307,33.6267,1452908.0
2019-03-05,33.6001,33.7418,33.2547,33.3964,1213113.0
2019-03-06,33.4407,33.5204,32.4311,32.4488,1599462.0
2019-03-07,32.3957,32.4134,31.8156,31.9086,1970707.0
2019-03-08,31.5189,31.5366,30.6067,30.6953,2537243.0
2019-03-09,31.5189,31.5366,30.6067,30.6953,2537243.0
2019-03-10,31.5189,31.5366,30.6067,30.6953,2537243.0
2019-03-11,30.5536,31.6429,30.5447,31.5898,2182227.0
2019-03-12,31.696,32.3425,31.696,32.192,2037284.0
2019-03-13,32.3071,32.4577,32.0768,32.3248,1949933.0
2019-03-14,32.1831,32.1831,31.0761,31.1027,2237868.0
2019-03-15,30.9964,31.7401,30.8724,31.1027,3268559.0
2019-03-16,30.9964,31.7401,30.8724,31.1027,3268559.0
2019-03-17,30.9964,31.7401,30.8724,31.1027,3268559.0
2019-03-18,31.2001,31.8643,30.806,30.9521,3375350.0
2019-03-19,31.1027,31.7403,30.9964,31.4038,2562265.0
2019-03-20,31.4303,31.5366,30.4739,31.1558,2705007.0
2019-03-21,31.0053,31.9529,30.9256,31.7049,1632806.0
2019-03-22,31.4038,31.5455,30.0134,30.0842,1882540.0
2019-03-23,31.4038,31.5455,30.0134,30.0842,1882540.0
2019-03-24,31.4038,31.5455,30.0134,30.0842,1882540.0
2019-03-25,30.1462,30.3942,29.7654,30.1374,1198473.0
2019-03-26,30.2791,30.5713,29.9957,30.2968,1040793.0
2019-03-27,30.3322,30.713,30.1861,30.6776,1422944.0
2019-03-28,30.7489,30.9719,30.526,30.9183,1644040.0
2019-03-29,31.1681,31.7388,31.1681,31.4534,1844975.0
2019-03-30,31.1681,31.7388,31.1681,31.4534,1844975.0
2019-03-31,31.1681,31.7388,31.1681,31.4534,1844975.0
2019-04-01,31.8101,32.1,31.6469,31.8101,1607627.0
2019-04-02,31.9528,32.0242,31.284,31.5604,2140175.0
2019-04-03,31.935,32.2293,31.4891,31.5961,2254094.0
2019-04-04,31.4802,31.6942,31.2483,31.4178,2344093.0
2019-04-05,31.4891,32.0019,31.4267,31.935,2021033.0
2019-04-06,31.4891,32.0019,31.4267,31.935,2021033.0
2019-04-07,31.4891,32.0019,31.4267,31.935,2021033.0
2019-04-08,31.7923,32.0108,31.3553,31.9617,1476886.0
2019-04-09,31.6764,31.6853,30.8559,30.9273,1496023.0
2019-04-10,30.9986,31.1948,30.633,30.9183,1138156.0
2019-04-11,30.74,30.7935,29.9017,30.1425,2278312.0
2019-04-12,30.4011,30.6062,29.8928,30.2049,1937194.0
2019-04-13,30.4011,30.6062,29.8928,30.2049,1937194.0
2019-04-14,30.4011,30.6062,29.8928,30.2049,1937194.0
2019-04-15,30.3119,30.5706,29.9463,30.0176,1979359.0
2019-04-16,30.0533,30.4279,30.0266,30.3744,1704441.0
2019-04-17,30.6776,31.2037,30.4279,30.4635,2129462.0
2019-04-18,30.5527,30.6062,29.7144,30.2852,2278886.0
2019-04-19,30.5527,30.6062,29.7144,30.2852,2278886.0
2019-04-20,30.5527,30.6062,29.7144,30.2852,2278886.0
2019-04-21,30.5527,30.6062,29.7144,30.2852,2278886.0
2019-04-22,30.0444,30.2763,28.7134,28.787,3862325.0
2019-04-23,28.6889,29.545,28.6889,29.2685,3593526.0
2019-04-24,29.3399,29.3934,28.5194,28.9653,3041043.0
2019-04-25,29.001,29.0456,28.0557,28.1716,2576807.0
2019-04-26,28.1716,28.3857,27.9398,28.1627,2086523.0
2019-04-27,28.1716,28.3857,27.9398,28.1627,2086523.0
2019-04-28,28.1716,28.3857,27.9398,28.1627,2086523.0
2019-04-29,28.1181,28.6131,27.9665,28.5194,1866054.0
2019-04-30,28.5105,28.6175,28.1181,28.2519,1870683.0
2019-05-01,28.2876,28.408,27.8417,28.0825,2501734.0
2019-05-02,27.8417,28.4838,27.7792,28.2965,1584871.0
2019-05-03,28.68,29.7234,28.4838,29.5182,2331627.0
2019-05-04,28.68,29.7234,28.4838,29.5182,2331627.0
2019-05-05,28.68,29.7234,28.4838,29.5182,2331627.0
2019-05-06,28.7959,29.2595,28.5819,29.0634,1989572.0
2019-05-07,28.6443,28.8405,28.1627,28.7067,2099787.0
2019-05-08,28.8405,29.6253,28.6354,29.0902,2307724.0
2019-05-09,28.7245,29.1794,27.3423,28.9118,1788122.0
2019-05-10,28.7424,29.1526,28.4748,28.9029,1473169.0
2019-05-11,28.7424,29.1526,28.4748,28.9029,1473169.0
2019-05-12,28.7424,29.1526,28.4748,28.9029,1473169.0
2019-05-13,28.2341,28.3767,27.3155,27.5741,1600090.0
2019-05-14,27.7168,28.1048,27.476,27.8952,1914746.0
2019-05-15,27.2977,27.7703,27.2085,27.7168,1514302.0
2019-05-16,27.7347,28.0735,27.5117,27.5741,1511688.0
2019-05-17,27.3244,27.3423,26.611,26.7715,1742155.0
2019-05-18,27.3244,27.3423,26.611,26.7715,1742155.0
2019-05-19,27.3244,27.3423,26.611,26.7715,1742155.0
2019-05-20,26.5397,26.718,26.2186,26.4326,2069536.0
2019-05-21,26.4951,27.3958,26.4951,27.048,1698016.0
2019-05-22,26.9766,26.9856,25.8708,25.9065,3686708.0
2019-05-23,24.8363,25.2376,24.0872,24.2567,4052436.0
2019-05-24,24.5153,24.5599,23.949,24.2121,3112078.0
2019-05-25,24.5153,24.5599,23.949,24.2121,3112078.0
2019-05-26,24.5153,24.5599,23.949,24.2121,3112078.0
2019-05-27,24.5153,24.5599,23.949,24.2121,3112078.0
2019-05-28,24.3102,24.4261,23.8108,24.2656,3427104.0
2019-05-29,24.0427,24.0605,23.5611,23.8286,2714694.0
2019-05-30,23.4362,23.7038,22.7317,22.8031,2581359.0
2019-05-31,22.6515,22.919,22.317,22.4285,4074107.0
2019-06-01,22.6515,22.919,22.317,22.4285,4074107.0
2019-06-02,22.6515,22.919,22.317,22.4285,4074107.0
2019-06-03,22.4018,23.4184,22.3661,23.3738,4124644.0
2019-06-04,23.7573,24.0025,23.4273,23.6324,3800459.0
2019-06-05,23.7127,23.7751,23.249,23.3649,3620674.0
2019-06-06,23.3114,23.5165,22.9547,23.1865,3195706.0
2019-06-07,23.2133,23.3203,22.812,23.1241,2912444.0
2019-06-08,23.2133,23.3203,22.812,23.1241,2912444.0
2019-06-09,23.2133,23.3203,22.812,23.1241,2912444.0
2019-06-10,23.4006,23.6592,23.2044,23.24,3910131.0
2019-06-11,23.8732,23.9713,23.5343,23.7484,3108128.0
2019-06-12,23.5789,23.6324,23.1687,23.2133,2344806.0
2019-06-13,23.3292,23.9981,23.2133,23.784,2593712.0
2019-06-14,23.57,23.8331,23.2935,23.57,1858912.0
2019-06-15,23.57,23.8331,23.2935,23.57,1858912.0
2019-06-16,23.57,23.8331,23.2935,23.57,1858912.0
2019-06-17,23.3827,23.8331,23.0528,23.3916,2998425.0
2019-06-18,23.9624,25.7816,23.8375,25.5052,5634463.0
2019-06-19,26.1384,26.9053,25.9243,26.4951,8080702.0
2019-06-20,26.8429,27.2531,25.8441,25.9332,3994043.0
2019-06-21,25.9154,26.29,25.7281,26.0046,6495951.0
2019-06-22,25.9154,26.29,25.7281,26.0046,6495951.0
2019-06-23,25.9154,26.29,25.7281,26.0046,6495951.0
2019-06-24,25.9422,26.0403,25.4874,25.9957,2503168.0
2019-06-25,26.1205,27.1104,26.0224,26.6378,3250909.0
2019-06-26,26.7894,27.3423,26.0938,27.2263,3723080.0
2019-06-27,27.4331,27.7207,26.9747,27.2893,2210052.0
2019-06-28,27.4151,27.6443,27.0196,27.1454,4600764.0
2019-06-29,27.4151,27.6443,27.0196,27.1454,4600764.0
2019-06-30,27.4151,27.6443,27.0196,27.1454,4600764.0
2019-07-01,27.8555,27.8555,27.2713,27.5769,2412654.0
2019-07-02,27.4061,27.478,27.0556,27.1005,2224497.0
2019-07-03,27.1005,27.4061,26.8308,27.0825,1470400.0
2019-07-04,27.1005,27.4061,26.8308,27.0825,1470400.0
2019-07-05,26.7499,27.5499,26.696,27.505,2059043.0
2019-07-06,26.7499,27.5499,26.696,27.505,2059043.0
2019-07-07,26.7499,27.5499,26.696,27.505,2059043.0
2019-07-08,27.2263,27.7477,26.4353,26.6511,2813709.0
2019-07-09,26.4713,26.8308,25.9365,26.8129,2732546.0
2019-07-10,27.1185,27.3162,26.1747,26.2196,2570143.0
2019-07-11,26.2286,26.5342,26.1477,26.3634,1521800.0
2019-07-12,26.5073,27.1544,26.4084,27.0645,1826769.0
2019-07-13,26.5073,27.1544,26.4084,27.0645,1826769.0
2019-07-14,26.5073,27.1544,26.4084,27.0645,1826769.0
2019-07-15,27.1904,27.4241,26.8848,27.3702,2358606.0
2019-07-16,27.469,28.6405,27.3702,27.9994,3704264.0
2019-07-17,27.8735,27.9454,27.3858,27.5769,2256398.0
2019-07-18,27.5409,27.7387,27.4151,27.6039,2307641.0
2019-07-19,27.8825,28.5926,27.6398,28.287,2335984.0
2019-07-20,27.8825,28.5926,27.6398,28.287,2335984.0
2019-07-21,27.8825,28.5926,27.6398,28.287,2335984.0
2019-07-22,28.5926,28.8083,27.8825,28.3499,2975239.0
2019-07-23,28.314,29.1477,28.2331,28.8533,4481977.0
2019-07-24,28.1701,28.9521,28.1701,28.7634,2650748.0
2019-07-25,28.8443,29.0151,28.6286,28.9701,2033377.0
2019-07-26,28.9881,29.3431,28.8443,29.3027,2366313.0
2019-07-27,28.9881,29.3431,28.8443,29.3027,2366313.0
2019-07-28,28.9881,29.3431,28.8443,29.3027,2366313.0
2019-07-29,29.2667,29.5364,28.9252,29.3117,2681659.0
2019-07-30,29.024,29.5454,28.7274,29.5364,1985419.0
2019-07-31,29.4825,29.6353,28.2331,28.3229,2685678.0
2019-08-01,28.1701,28.4757,27.0645,27.2443,2979785.0
2019-08-02,27.0466,27.2893,26.2646,26.6511,2116575.0
2019-08-03,27.0466,27.2893,26.2646,26.6511,2116575.0
2019-08-04,27.0466,27.2893,26.2646,26.6511,2116575.0
2019-08-05,26.0309,26.1028,25.5545,25.95,2993493.0
2019-08-06,26.0578,26.2196,25.4826,26.1567,2101946.0
2019-08-07,25.6264,26.0803,25.2668,26.0039,1937550.0
2019-08-08,26.1028,26.4803,25.8691,26.3455,2357727.0
2019-08-09,26.0938,26.1927,25.114,25.3387,1819755.0
2019-08-10,26.0938,26.1927,25.114,25.3387,1819755.0
2019-08-11,26.0938,26.1927,25.114,25.3387,1819755.0
2019-08-12,25.105,25.2039,24.5702,24.6107,1681734.0
2019-08-13,24.6286,25.7612,24.5567,25.0601,2607867.0
2019-08-14,24.4309,24.5927,23.9365,23.9635,2451378.0
2019-08-15,24.0534,24.0893,23.577,23.8377,1946715.0
2019-08-16,23.9185,24.7814,23.8646,24.5388,2327909.0
2019-08-17,23.9185,24.7814,23.8646,24.5388,2327909.0
2019-08-18,23.9185,24.7814,23.8646,24.5388,2327909.0
2019-08-19,24.9882,25.4826,24.9882,25.4106,1510982.0
2019-08-20,25.2668,25.4646,24.9432,25.0691,1737161.0
2019-08-21,25.4196,25.4196,24.9792,24.9972,1537885.0
2019-08-22,25.0691,25.5904,24.6242,24.6826,1446450.0
2019-08-23,24.5028,24.6601,23.6848,23.8556,1950986.0
2019-08-24,24.5028,24.6601,23.6848,23.8556,1950986.0
2019-08-25,24.5028,24.6601,23.6848,23.8556,1950986.0
2019-08-26,23.6848,24.1792,23.6309,23.9275,1716397.0
2019-08-27,24.0354,24.0354,23.1545,23.2804,2013342.0
2019-08-28,23.3073,24.35,23.0916,23.8646,1653637.0
2019-08-29,24.2511,24.7814,24.1882,24.2062,2002401.0
2019-08-30,24.5208,24.7406,24.0803,24.2691,1910113.0
2019-08-31,24.5208,24.7406,24.0803,24.2691,1910113.0
2019-09-01,24.5208,24.7406,24.0803,24.2691,1910113.0
2019-09-02,24.5208,24.7406,24.0803,24.2691,1910113.0
2019-09-03,23.9545,24.1972,23.6309,23.9635,2044285.0
2019-09-04,24.35,24.4938,24.0174,24.332,2000579.0
2019-09-05,24.6556,25.3387,24.5747,25.2129,2060387.0
2019-09-06,25.0062,25.0909,24.4489,24.6197,1871568.0
2019-09-07,25.0062,25.0909,24.4489,24.6197,1871568.0
2019-09-08,25.0062,25.0909,24.4489,24.6197,1871568.0
2019-09-09,24.8084,26.1837,24.7095,26.0398,3113447.0
2019-09-10,26.2196,27.6982,25.9769,27.6668,3720378.0
2019-09-11,27.5949,28.7094,26.9657,28.6016,3432695.0
2019-09-12,28.5207,28.9435,27.6218,28.6825,2655759.0
2019-09-13,29.087,29.1813,28.3544,28.4218,2655074.0
2019-09-14,29.087,29.1813,28.3544,28.4218,2655074.0
2019-09-15,29.087,29.1813,28.3544,28.4218,2655074.0
2019-09-16,28.1072,28.8263,27.9095,28.5746,2390121.0
2019-09-17,28.1252,28.1252,27.5754,27.8286,2241935.0
2019-09-18,27.487,28.1611,27.0016,27.4331,2652365.0
2019-09-19,26.9657,27.9544,26.6421,27.5679,2923273.0
2019-09-20,27.6128,27.8465,26.5522,27.2803,3722633.0
2019-09-21,27.6128,27.8465,26.5522,27.2803,3722633.0
2019-09-22,27.6128,27.8465,26.5522,27.2803,3722633.0
2019-09-23,26.705,27.5904,26.5252,27.3971,1873414.0
2019-09-24,27.3971,27.46,26.3634,26.5522,1986186.0
2019-09-25,26.3994,27.3702,26.3455,27.2533,2135281.0
2019-09-26,27.0915,27.4061,26.0938,26.1657,2120734.0
2019-09-27,26.4104,26.8998,26.1838,26.6279,2115412.0
2019-09-28,26.4104,26.8998,26.1838,26.6279,2115412.0
2019-09-29,26.4104,26.8998,26.1838,26.6279,2115412.0
2019-09-30,26.5192,27.1627,26.3651,27.0086,1234517.0
2019-10-01,27.2805,28.1596,26.2382,26.3016,2592463.0
2019-10-02,26.0479,26.0479,25.2503,25.4316,1866282.0
2019-10-03,25.3319,25.921,25.0147,25.6128,1297222.0
2019-10-04,25.6672,26.0026,25.4678,25.9799,1094276.0
2019-10-05,25.6672,26.0026,25.4678,25.9799,1094276.0
2019-10-06,25.6672,26.0026,25.4678,25.9799,1094276.0
2019-10-07,25.9391,26.2291,25.5675,25.6491,1336478.0
2019-10-08,25.2866,25.5131,25.0056,25.0328,2038964.0
2019-10-09,25.4406,25.631,24.9512,25.4995,1439112.0
2019-10-10,25.8122,26.5101,25.8032,26.4467,1913107.0
2019-10-11,27.1536,27.9149,27.0176,27.5343,2109042.0
2019-10-12,27.1536,27.9149,27.0176,27.5343,2109042.0
2019-10-13,27.1536,27.9149,27.0176,27.5343,2109042.0
2019-10-14,27.2352,27.3077,26.7367,26.8636,1389303.0
2019-10-15,26.927,27.6068,26.593,27.2624,2593284.0
2019-10-16,27.1083,27.3983,25.7035,26.1385,4264153.0
2019-10-17,26.2654,26.4738,25.3772,26.0207,3258104.0
2019-10-18,26.211,26.3832,25.8394,26.0162,2381229.0
2019-10-19,26.211,26.3832,25.8394,26.0162,2381229.0
2019-10-20,26.211,26.3832,25.8394,26.0162,2381229.0
2019-10-21,26.6461,27.0947,25.8575,25.9391,2522028.0
2019-10-22,26.0479,27.208,25.6944,27.1627,2827914.0
2019-10-23,27.1445,27.3077,26.7061,27.0086,1605654.0
2019-10-24,27.3349,27.498,26.8636,27.4527,1887918.0
2019-10-25,27.5433,28.0055,27.4074,27.779,2078675.0
2019-10-26,27.5433,28.0055,27.4074,27.779,2078675.0
2019-10-27,27.5433,28.0055,27.4074,27.779,2078675.0
2019-10-28,28.0237,28.5403,27.9602,28.0509,1588045.0
2019-10-29,27.8968,28.3046,27.7065,27.9693,1383927.0
2019-10-30,27.8333,27.924,27.4074,27.8877,1193013.0
2019-10-31,27.634,27.7246,27.2261,27.5161,2113315.0
2019-11-01,28.214,28.8847,28.0237,28.64,2189217.0
2019-11-02,28.214,28.8847,28.0237,28.64,2189217.0
2019-11-03,28.214,28.8847,28.0237,28.64,2189217.0
2019-11-04,28.8847,29.2291,28.5231,28.6309,1760816.0
2019-11-05,28.8666,29.1475,28.3771,28.4859,1818022.0
2019-11-06,28.3771,28.4134,27.8968,27.9512,1343044.0
2019-11-07,28.3318,28.7759,28.1234,28.6581,1753509.0
2019-11-08,28.495,28.7759,28.1959,28.6581,1261475.0
2019-11-09,28.495,28.7759,28.1959,28.6581,1261475.0
2019-11-10,28.495,28.7759,28.1959,28.6581,1261475.0
2019-11-11,28.3862,29.22,28.0599,29.2019,2093271.0
2019-11-12,29.1566,29.6097,29.0478,29.2291,2887281.0
2019-11-13,28.9753,29.356,28.4043,28.4134,1768000.0
2019-11-14,28.3771,28.7125,28.1349,28.3953,1454139.0
2019-11-15,28.6309,29.1928,28.3953,28.8394,1822167.0
2019-11-16,28.6309,29.1928,28.3953,28.8394,1822167.0
2019-11-17,28.6309,29.1928,28.3953,28.8394,1822167.0
2019-11-18,28.6218,28.9663,28.3409,28.9028,1793810.0
2019-11-19,29.2653,29.356,28.4406,28.5131,1722077.0
2019-11-20,28.4678,29.0841,28.3046,28.5493,2114498.0
2019-11-21,28.6672,28.9663,28.3228,28.8122,1569264.0
2019-11-22,29.0116,29.5826,29.0116,29.5463,1546353.0
2019-11-23,29.0116,29.5826,29.0116,29.5463,1546353.0
2019-11-24,29.0116,29.5826,29.0116,29.5463,1546353.0
2019-11-25,29.5916,30.4526,29.51,30.226,2883434.0
2019-11-26,30.2986,30.5614,30.1037,30.5342,2876225.0
2019-11-27,30.7427,30.8152,30.3167,30.788,1474091.0
2019-11-28,30.7427,30.8152,30.3167,30.788,1474091.0
2019-11-29,30.7698,31.223,30.5387,30.5705,1441683.0
2019-11-30,30.7698,31.223,30.5387,30.5705,1441683.0
2019-12-01,30.7698,31.223,30.5387,30.5705,1441683.0
2019-12-02,30.7427,31.3005,30.7427,30.9511,1939299.0
2019-12-03,30.797,30.797,30.1011,30.5976,2548070.0
2019-12-04,30.8514,31.1958,30.5523,30.8514,1690403.0
2019-12-05,30.8877,31.3136,30.652,31.2049,1478431.0
2019-12-06,31.6762,32.0115,31.4405,31.8121,1996993.0
2019-12-07,31.6762,32.0115,31.4405,31.8121,1996993.0
2019-12-08,31.6762,32.0115,31.4405,31.8121,1996993.0
2019-12-09,32.4194,32.4324,31.7759,31.7849,1977093.0
2019-12-10,31.5402,32.0296,31.5221,31.6127,2297665.0
2019-12-11,31.5221,31.794,31.3861,31.4858,1460117.0
2019-12-12,31.078,32.0478,30.8605,31.7849,1853878.0
2019-12-13,31.6037,32.0659,31.2819,31.4315,1973718.0
2019-12-14,31.6037,32.0659,31.2819,31.4315,1973718.0
2019-12-15,31.6037,32.0659,31.2819,31.4315,1973718.0
2019-12-16,31.7668,31.9028,30.6067,30.788,2617021.0
2019-12-17,30.8333,31.7396,30.7315,31.6218,2366468.0
2019-12-18,31.3318,31.6309,30.933,31.5719,2078109.0
2019-12-19,31.5584,31.7215,31.2502,31.3499,1590656.0
2019-12-20,31.513,31.9118,31.1596,31.658,5091015.0
2019-12-21,31.513,31.9118,31.1596,31.658,5091015.0
2019-12-22,31.513,31.9118,31.1596,31.658,5091015.0
2019-12-23,31.5855,31.6852,31.0417,31.1777,1865877.0
2019-12-24,31.3046,31.6037,31.2049,31.3861,831456.0
2019-12-25,31.3046,31.6037,31.2049,31.3861,831456.0
2019-12-26,31.4224,31.6671,31.1573,31.4405,572180.0
2019-12-27,31.5946,31.5946,31.2321,31.2955,896006.0
2019-12-28,31.5946,31.5946,31.2321,31.2955,896006.0
2019-12-29,31.5946,31.5946,31.2321,31.2955,896006.0
2019-12-30,31.3959,31.6743,31.0126,31.0856,959071.0
2019-12-31,31.0765,31.3959,31.0126,31.0673,1670857.0
2020-01-01,31.0765,31.3959,31.0126,31.0673,1670857.0
2020-01-02,31.3959,31.405,30.6293,30.8483,1261036.0
2020-01-03,30.392,30.5654,30.0816,30.3007,1420018.0
2020-01-04,30.392,30.5654,30.0816,30.3007,1420018.0
2020-01-05,30.392,30.5654,30.0816,30.3007,1420018.0
2020-01-06,30.2003,30.5654,30.1182,30.2049,3187778.0
2020-01-07,30.2003,31.2453,30.1729,30.8757,2388674.0
2020-01-08,30.7296,31.332,30.684,30.9031,2026987.0
2020-01-09,31.0491,31.0491,30.3281,30.611,2029623.0
2020-01-10,30.6293,30.684,29.7805,29.8352,1641314.0
2020-01-11,30.6293,30.684,29.7805,29.8352,1641314.0
2020-01-12,30.6293,30.684,29.7805,29.8352,1641314.0
2020-01-13,29.963,30.757,29.9174,30.3463,1449244.0
2020-01-14,30.2916,30.7935,30.2459,30.6749,1229625.0
2020-01-15,30.5471,30.7616,29.9721,30.141,1508114.0
2020-01-16,30.4467,30.4832,29.8489,30.0816,1153246.0
2020-01-17,30.3281,30.6658,29.7942,30.3098,1901128.0
2020-01-18,30.3281,30.6658,29.7942,30.3098,1901128.0
2020-01-19,30.3281,30.6658,29.7942,30.3098,1901128.0
2020-01-20,30.3281,30.6658,29.7942,30.3098,1901128.0
2020-01-21,30.5289,30.5289,29.0047,29.1325,2261782.0
2020-01-22,29.3789,29.6071,28.9956,29.2694,2088836.0
2020-01-23,29.9813,30.1182,27.8091,28.8678,4800126.0
2020-01-24,28.6031,28.6031,27.6722,28.0646,2819708.0
2020-01-25,28.6031,28.6031,27.6722,28.0646,2819708.0
2020-01-26,28.6031,28.6031,27.6722,28.0646,2819708.0
2020-01-27,27.4258,27.9156,27.0881,27.6904,2772158.0
2020-01-28,28.092,28.2837,27.5627,28.019,2434457.0
2020-01-29,28.0099,28.2974,27.5718,27.6266,2335632.0
2020-01-30,27.6083,27.7908,27.0516,27.7908,1823121.0
2020-01-31,27.5535,27.6722,27.1657,27.2706,2680352.0
2020-02-01,27.5535,27.6722,27.1657,27.2706,2680352.0
2020-02-02,27.5535,27.6722,27.1657,27.2706,2680352.0
2020-02-03,27.5444,27.7498,27.3528,27.3893,1354854.0
2020-02-04,28.0464,28.1559,27.1976,27.3208,2222510.0
2020-02-05,27.7087,27.8,27.1155,27.4897,2153015.0
2020-02-06,27.7817,27.9095,26.8052,26.8782,2767693.0
2020-02-07,26.5952,26.7869,26.3808,26.4857,2523138.0
2020-02-08,26.5952,26.7869,26.3808,26.4857,2523138.0
2020-02-09,26.5952,26.7869,26.3808,26.4857,2523138.0
2020-02-10,26.3123,26.8234,26.2393,26.5679,1358877.0
2020-02-11,26.7687,27.4075,26.7413,27.0881,1320023.0
2020-02-12,27.3528,27.4897,26.7276,26.8325,2014332.0
2020-02-13,26.6591,26.9786,26.4812,26.5679,1068135.0
2020-02-14,26.6865,26.8873,25.8012,25.9564,1921869.0
2020-02-15,26.6865,26.8873,25.8012,25.9564,1921869.0
2020-02-16,26.6865,26.8873,25.8012,25.9564,1921869.0
2020-02-17,26.6865,26.8873,25.8012,25.9564,1921869.0
2020-02-18,25.8286,26.3853,25.7054,26.2119,2323361.0
2020-02-19,26.3488,26.8417,26.2759,26.5861,2585349.0
2020-02-20,26.6409,26.8554,26.3762,26.7869,1610836.0
2020-02-21,26.4857,27.1886,26.2757,27.0972,2080449.0
2020-02-22,26.4857,27.1886,26.2757,27.0972,2080449.0
2020-02-23,26.4857,27.1886,26.2757,27.0972,2080449.0
2020-02-24,25.783,27.079,25.7491,26.7595,3556572.0
2020-02-25,26.8325,26.9512,25.5548,25.6004,2543651.0
2020-02-26,25.7556,26.1024,25.4042,25.427,1517161.0
2020-02-27,24.9616,25.5183,24.0945,24.5417,2435945.0
2020-02-28,23.6564,24.4778,23.4283,24.3044,4171949.0
2020-02-29,23.6564,24.4778,23.4283,24.3044,4171949.0
2020-03-01,23.6564,24.4778,23.4283,24.3044,4171949.0
