,MKC US Equity,MKC US Equity,MKC US Equity,MKC US Equity,MKC US Equity
2020-03-15,62.9167,63.7934,59.4468,62.6244,3300308.0
2020-03-16,57.2944,59.6125,55.2953,55.8378,4148400.0
2020-03-17,56.8259,64.7351,55.8749,64.3408,4872636.0
2020-03-18,60.973,69.2603,60.4766,65.4217,4908266.0
2020-03-19,62.8471,64.3988,57.5217,58.2778,3857904.0
2020-03-20,57.9995,63.5615,57.1135,57.7722,3332072.0
2020-03-21,57.9995,63.5615,57.1135,57.7722,3332072.0
2020-03-22,57.9995,63.5615,57.1135,57.7722,3332072.0
2020-03-23,57.8511,58.4309,52.0595,52.804,3428840.0
2020-03-24,54.3534,58.2314,54.2281,57.9531,2856292.0
2020-03-25,57.2944,58.6257,55.2881,57.6098,2829934.0
2020-03-26,57.5403,61.5946,57.4985,61.0658,2022722.0
2020-03-27,59.8829,62.4574,59.3772,61.3673,1992484.0
2020-03-28,59.8829,62.4574,59.3772,61.3673,1992484.0
2020-03-29,59.8829,62.4574,59.3772,61.3673,1992484.0
2020-03-30,62.6244,66.9849,62.1605,66.4051,3329698.0
2020-03-31,64.8789,66.3355,64.6447,65.5052,2926220.0
2020-04-01,63.6311,66.5767,63.3435,64.3037,2426460.0
2020-04-02,64.1784,67.8385,64.1784,67.3607,2932416.0
2020-04-03,66.637,68.539,66.4608,68.1354,1489384.0
2020-04-04,66.637,68.539,66.4608,68.1354,1489384.0
2020-04-05,66.637,68.539,66.4608,68.1354,1489384.0
2020-04-06,69.0724,71.0625,66.15,70.5151,1945154.0
2020-04-07,70.7795,70.9744,68.1609,69.7219,1759824.0
2020-04-08,69.4343,69.9724,67.9869,69.1652,1623596.0
2020-04-09,69.1885,72.1791,69.1885,71.8763,1558620.0
2020-04-10,69.1885,72.1791,69.1885,71.8763,1558620.0
2020-04-11,69.1885,72.1791,69.1885,71.8763,1558620.0
2020-04-12,69.1885,72.1791,69.1885,71.8763,1558620.0
2020-04-13,71.2521,71.2521,67.811,69.263,1777888.0
2020-04-14,71.1123,71.7225,70.5091,71.3592,1725084.0
2020-04-15,70.8049,71.3359,70.1294,71.0657,1061386.0
2020-04-16,71.6201,73.0874,70.4741,72.398,1449290.0
2020-04-17,73.4507,73.4834,71.7598,73.0827,1627368.0
2020-04-18,73.4507,73.4834,71.7598,73.0827,1627368.0
2020-04-19,73.4507,73.4834,71.7598,73.0827,1627368.0
2020-04-20,72.766,74.1681,72.1697,72.7241,1113906.0
2020-04-21,72.4818,72.6961,69.617,70.4229,1328544.0
2020-04-22,70.7583,71.9881,69.8872,71.4431,1005602.0
2020-04-23,70.7443,71.4757,69.999,70.6279,1109554.0
2020-04-24,70.8002,72.0579,70.3251,71.8576,775834.0
2020-04-25,70.8002,72.0579,70.3251,71.8576,775834.0
2020-04-26,70.8002,72.0579,70.3251,71.8576,775834.0
2020-04-27,72.207,73.2504,71.7878,73.0734,985926.0
2020-04-28,73.0175,73.8281,72.4166,72.9942,1292618.0
2020-04-29,72.9104,73.8327,71.9908,72.8824,1613896.0
2020-04-30,72.6309,73.3716,71.9005,73.0595,2047688.0
2020-05-01,72.384,73.1945,71.485,71.9322,1038562.0
2020-05-02,72.384,73.1945,71.485,71.9322,1038562.0
2020-05-03,72.384,73.1945,71.485,71.9322,1038562.0
2020-05-04,71.853,73.5975,71.1962,73.3157,1351766.0
2020-05-05,73.3622,75.2488,73.3622,74.6293,1463342.0
2020-05-06,74.8296,75.71,74.4988,74.6339,1718906.0
2020-05-07,75.1184,75.519,74.3218,74.9321,1235770.0
2020-05-08,75.696,76.6696,75.0578,76.4087,1067370.0
2020-05-09,75.696,76.6696,75.0578,76.4087,1067370.0
2020-05-10,75.696,76.6696,75.0578,76.4087,1067370.0
2020-05-11,76.7022,77.6385,76.078,76.7907,1346832.0
2020-05-12,77.3869,78.7797,77.2146,78.5468,2098748.0
2020-05-13,78.5468,79.4878,77.8202,78.5003,1904062.0
2020-05-14,80.7176,82.2585,79.8512,81.761,2356550.0
2020-05-15,81.3883,83.9294,81.1182,82.9069,3712242.0
2020-05-16,81.3883,83.9294,81.1182,82.9069,3712242.0
2020-05-17,81.3883,83.9294,81.1182,82.9069,3712242.0
2020-05-18,83.6942,84.0249,82.0731,82.1383,1825102.0
2020-05-19,81.8122,82.483,80.317,80.3635,1400696.0
2020-05-20,81.0856,81.1461,79.9769,80.862,1765228.0
2020-05-21,81.0669,81.0669,78.8287,79.4505,1498474.0
2020-05-22,79.362,80.1586,79.2595,80.0608,737486.0
2020-05-23,79.362,80.1586,79.2595,80.0608,737486.0
2020-05-24,79.362,80.1586,79.2595,80.0608,737486.0
2020-05-25,79.362,80.1586,79.2595,80.0608,737486.0
2020-05-26,80.685,81.5141,79.4226,79.6695,1217394.0
2020-05-27,79.5577,80.2331,79.1291,80.1213,1141566.0
2020-05-28,80.9085,81.1089,79.8372,80.3589,1233444.0
2020-05-29,80.3076,82.0917,79.8395,81.5933,2863418.0
2020-05-30,80.3076,82.0917,79.8395,81.5933,2863418.0
2020-05-31,80.3076,82.0917,79.8395,81.5933,2863418.0
2020-06-01,81.9846,82.879,81.5374,82.2501,1087990.0
2020-06-02,82.143,82.5832,81.2905,81.7144,1408352.0
2020-06-03,81.6632,81.9799,80.834,81.1927,1108902.0
2020-06-04,80.9784,81.1764,79.0779,79.5483,1148706.0
2020-06-05,79.5483,79.8278,78.1975,79.5763,1798866.0
2020-06-06,79.5483,79.8278,78.1975,79.5763,1798866.0
2020-06-07,79.5483,79.8278,78.1975,79.5763,1798866.0
2020-06-08,78.8636,80.862,78.7332,80.48,1371336.0
2020-06-09,80.5545,80.5545,79.348,79.7021,954108.0
2020-06-10,80.275,81.23,79.7254,80.3123,1348056.0
2020-06-11,80.1213,80.5964,77.8807,78.1835,1152530.0
2020-06-12,79.1245,79.1245,77.1773,77.5779,1045188.0
2020-06-13,79.1245,79.1245,77.1773,77.5779,1045188.0
2020-06-14,79.1245,79.1245,77.1773,77.5779,1045188.0
2020-06-15,76.991,79.4179,76.8839,79.376,1071808.0
2020-06-16,79.949,80.9365,78.9917,80.5732,1353304.0
2020-06-17,80.6756,81.6911,80.5349,81.1182,1023178.0
2020-06-18,81.1135,81.4116,80.5312,80.9971,793068.0
2020-06-19,81.7703,82.0265,80.1632,80.2145,1741332.0
2020-06-20,81.7703,82.0265,80.1632,80.2145,1741332.0
2020-06-21,81.7703,82.0265,80.1632,80.2145,1741332.0
2020-06-22,80.8573,81.421,80.1493,80.4474,1261980.0
2020-06-23,81.5188,81.6865,80.1982,80.3123,1268864.0
2020-06-24,80.1213,80.8503,78.7937,80.2471,2024588.0
2020-06-25,81.2113,84.2824,80.8496,83.1678,2907764.0
2020-06-26,84.0808,85.2081,81.6492,82.1011,2895812.0
2020-06-27,84.0808,85.2081,81.6492,82.1011,2895812.0
2020-06-28,84.0808,85.2081,81.6492,82.1011,2895812.0
2020-06-29,82.5995,84.9175,82.2687,83.5591,1720098.0
2020-06-30,83.7687,84.2997,82.6507,83.573,1619836.0
2020-07-01,83.5265,84.2112,83.1259,83.615,1292302.0
2020-07-02,84.7041,86.2326,84.433,84.8911,1325786.0
2020-07-03,84.7041,86.2326,84.433,84.8911,1325786.0
2020-07-04,84.7041,86.2326,84.433,84.8911,1325786.0
2020-07-05,84.7041,86.2326,84.433,84.8911,1325786.0
2020-07-06,85.2697,85.8353,84.4003,84.8724,1003560.0
2020-07-07,84.5218,86.0082,84.5218,85.6062,927518.0
2020-07-08,85.3398,85.8914,84.9565,85.84,920244.0
2020-07-09,85.2977,86.2981,85.2323,85.9381,737068.0
2020-07-10,85.9475,86.9899,85.3211,86.901,817050.0
2020-07-11,85.9475,86.9899,85.3211,86.901,817050.0
2020-07-12,85.9475,86.9899,85.3211,86.901,817050.0
2020-07-13,87.1722,88.0135,85.3445,85.4987,969164.0
2020-07-14,85.2977,88.7334,85.2977,88.5417,1263998.0
2020-07-15,88.9063,89.4673,88.168,88.4389,911930.0
2020-07-16,88.3641,89.2102,88.2426,88.682,659006.0
2020-07-17,89.1634,89.902,88.7381,89.2289,870528.0
2020-07-18,89.1634,89.902,88.7381,89.2289,870528.0
2020-07-19,89.1634,89.902,88.7381,89.2289,870528.0
2020-07-20,89.0045,89.6122,88.6937,89.5421,771428.0
2020-07-21,90.6826,91.8605,90.2385,90.4863,1111882.0
2020-07-22,91.108,91.108,89.5514,90.5985,1314732.0
2020-07-23,90.7761,91.9774,90.7761,91.5661,736788.0
2020-07-24,91.3931,91.8545,90.0375,90.4582,1058390.0
2020-07-25,91.3931,91.8545,90.0375,90.4582,1058390.0
2020-07-26,91.3931,91.8545,90.0375,90.4582,1058390.0
2020-07-27,90.5938,91.6549,90.3016,91.6268,780854.0
2020-07-28,89.514,91.2669,89.0326,90.2105,1164752.0
2020-07-29,90.6452,91.4118,90.3834,90.8415,747058.0
2020-07-30,90.3834,90.7247,89.514,90.6078,799054.0
2020-07-31,90.3087,91.1033,89.2476,91.1033,1286488.0
2020-08-01,90.3087,91.1033,89.2476,91.1033,1286488.0
2020-08-02,90.3087,91.1033,89.2476,91.1033,1286488.0
2020-08-03,91.4726,92.169,90.9023,91.753,881734.0
2020-08-04,91.6221,92.938,91.5848,92.6739,736454.0
2020-08-05,92.8796,92.9099,91.4492,92.2018,987414.0
2020-08-06,91.8699,93.1881,91.7427,93.0432,694344.0
2020-08-07,92.6131,94.3473,92.6131,94.2117,1243472.0
2020-08-08,92.6131,94.3473,92.6131,94.2117,1243472.0
2020-08-09,92.6131,94.3473,92.6131,94.2117,1243472.0
2020-08-10,94.1837,94.6792,93.4966,94.338,877982.0
2020-08-11,94.4221,94.4221,92.1457,92.4448,785576.0
2020-08-12,92.7907,94.955,92.7814,94.2632,860264.0
2020-08-13,94.1744,94.8802,92.9006,94.4408,999614.0
2020-08-14,94.4221,95.1279,93.8799,94.2117,837492.0
2020-08-15,94.4221,95.1279,93.8799,94.2117,837492.0
2020-08-16,94.4221,95.1279,93.8799,94.2117,837492.0
2020-08-17,93.7163,95.0788,93.5199,94.5623,915956.0
2020-08-18,94.5763,95.357,93.9173,94.6511,603544.0
2020-08-19,95.0765,95.0765,94.0668,94.6652,611742.0
2020-08-20,93.8565,95.4224,93.7069,94.8381,734514.0
2020-08-21,94.955,95.3476,94.6558,94.9596,714176.0
2020-08-22,94.955,95.3476,94.6558,94.9596,714176.0
2020-08-23,94.955,95.3476,94.6558,94.9596,714176.0
2020-08-24,95.1653,95.4318,94.3239,94.8147,660766.0
2020-08-25,95.4785,95.4785,94.2491,94.7867,583740.0
2020-08-26,94.6184,96.5629,93.8939,96.0581,828396.0
2020-08-27,96.2685,96.8715,95.988,96.0347,525426.0
2020-08-28,95.8805,96.1142,94.7727,95.6328,573526.0
2020-08-29,95.8805,96.1142,94.7727,95.6328,573526.0
2020-08-30,95.8805,96.1142,94.7727,95.6328,573526.0
2020-08-31,95.5673,96.6985,95.5136,96.3853,759276.0
2020-09-01,95.9974,96.3806,95.0718,96.2591,650474.0
2020-09-02,96.7593,98.3626,96.4461,98.0587,847736.0
2020-09-03,97.6474,98.6617,94.6137,95.3616,891504.0
2020-09-04,95.5439,95.9974,92.9263,94.352,1151068.0
2020-09-05,95.5439,95.9974,92.9263,94.352,1151068.0
2020-09-06,95.5439,95.9974,92.9263,94.352,1151068.0
2020-09-07,95.5439,95.9974,92.9263,94.352,1151068.0
2020-09-08,94.3146,94.352,92.1597,92.328,1175530.0
2020-09-09,93.0291,96.217,93.0291,94.7446,1246806.0
2020-09-10,94.352,94.754,92.0265,92.6412,792898.0
2020-09-11,92.8842,93.1927,92.0101,92.8515,746496.0
2020-09-12,92.8842,93.1927,92.0101,92.8515,746496.0
2020-09-13,92.8842,93.1927,92.0101,92.8515,746496.0
2020-09-14,93.4872,94.8054,93.0128,93.534,1044670.0
2020-09-15,93.8284,94.9643,93.3189,93.6508,1067270.0
2020-09-16,94.1229,94.7002,92.7861,92.8702,1057770.0
2020-09-17,91.6035,91.9587,89.3317,90.089,1771382.0
2020-09-18,89.9441,90.9584,88.065,88.7942,1790600.0
2020-09-19,89.9441,90.9584,88.065,88.7942,1790600.0
2020-09-20,89.9441,90.9584,88.065,88.7942,1790600.0
2020-09-21,88.1257,89.2452,87.6115,88.9998,1185574.0
2020-09-22,88.8362,90.1871,88.6773,89.93,1355468.0
2020-09-23,90.3881,90.4956,86.5177,86.7047,1410510.0
2020-09-24,86.9712,89.93,86.852,88.2753,1240196.0
2020-09-25,88.3454,89.8272,88.0229,89.5467,1080678.0
2020-09-26,88.3454,89.8272,88.0229,89.5467,1080678.0
2020-09-27,88.3454,89.8272,88.0229,89.5467,1080678.0
2020-09-28,91.0285,91.8792,90.5798,91.2342,2829758.0
2020-09-29,90.1217,90.29,85.6436,88.7614,4812466.0
2020-09-30,89.4579,91.6969,89.2803,90.7293,1861898.0
2020-10-01,91.0285,91.3627,89.3411,90.3087,1524482.0
2020-10-02,89.4599,90.9323,89.1691,90.4306,1005976.0
2020-10-03,89.4599,90.9323,89.1691,90.4306,1005976.0
2020-10-04,89.4599,90.9323,89.1691,90.4306,1005976.0
2020-10-05,90.6603,91.6029,90.4165,91.481,816566.0
2020-10-06,91.8046,91.8046,89.6803,89.8678,1087104.0
2020-10-07,90.3462,91.4622,90.0929,91.0589,977014.0
2020-10-08,91.406,91.5607,90.8198,91.1293,695124.0
2020-10-09,91.8139,92.3954,91.5701,91.964,732748.0
2020-10-10,91.8139,92.3954,91.5701,91.964,732748.0
2020-10-11,91.8139,92.3954,91.5701,91.964,732748.0
2020-10-12,91.964,94.3556,91.9077,94.2102,1039688.0
2020-10-13,94.0367,95.3498,93.1364,93.896,1297590.0
2020-10-14,93.6663,94.5104,92.7284,92.855,635056.0
2020-10-15,92.2501,93.8374,92.039,93.3896,699150.0
2020-10-16,93.8491,94.7167,93.4974,93.5021,808984.0
2020-10-17,93.8491,94.7167,93.4974,93.5021,808984.0
2020-10-18,93.8491,94.7167,93.4974,93.5021,808984.0
2020-10-19,93.7647,94.4541,92.4408,92.6299,681024.0
2020-10-20,92.7565,93.1973,91.7717,91.8843,532976.0
2020-10-21,91.8608,92.5455,91.4857,91.6029,398852.0
2020-10-22,91.4435,91.7389,90.8456,91.27,554514.0
2020-10-23,91.692,92.3438,91.27,92.1281,553902.0
2020-10-24,91.692,92.3438,91.27,92.1281,553902.0
2020-10-25,91.692,92.3438,91.27,92.1281,553902.0
2020-10-26,91.3638,91.8843,90.379,91.0027,535550.0
2020-10-27,91.209,91.5748,90.0554,90.1351,1094734.0
2020-10-28,88.9675,89.5959,86.9416,87.0683,907878.0
2020-10-29,87.0307,87.6873,86.2148,86.2382,862904.0
2020-10-30,85.8631,86.4283,83.7106,84.6485,1375632.0
2020-10-31,85.8631,86.4283,83.7106,84.6485,1375632.0
2020-11-01,85.8631,86.4283,83.7106,84.6485,1375632.0
2020-11-02,85.9944,87.4903,85.8818,86.8338,1005124.0
2020-11-03,87.7764,88.8244,87.2324,88.0108,698578.0
2020-11-04,88.5501,90.2946,88.3297,88.6205,786968.0
2020-11-05,89.9382,90.0038,87.9968,88.4141,826432.0
2020-11-06,88.5173,89.9804,87.692,88.4704,718556.0
2020-11-07,88.5173,89.9804,87.692,88.4704,718556.0
2020-11-08,88.5173,89.9804,87.692,88.4704,718556.0
2020-11-09,89.9194,90.9745,83.3965,83.6215,2137454.0
2020-11-10,83.9404,86.2195,83.5465,85.3191,1152706.0
2020-11-11,86.121,87.7295,86.0085,87.6404,1026988.0
2020-11-12,88.2359,88.5032,85.7599,86.7447,623006.0
2020-11-13,86.6978,87.2043,85.4879,86.5759,596158.0
2020-11-14,86.6978,87.2043,85.4879,86.5759,596158.0
2020-11-15,86.6978,87.2043,85.4879,86.5759,596158.0
2020-11-16,86.8432,87.1433,85.1268,86.3695,1145368.0
2020-11-17,85.924,86.6275,85.2582,85.6567,1334304.0
2020-11-18,85.7974,86.679,85.23,85.4363,1097084.0
2020-11-19,85.2628,86.1046,84.4985,85.9287,864450.0
2020-11-20,86.3086,86.8994,85.7552,86.1304,957652.0
2020-11-21,86.3086,86.8994,85.7552,86.1304,957652.0
2020-11-22,86.3086,86.8994,85.7552,86.1304,957652.0
2020-11-23,86.393,86.7635,85.2675,85.8162,1054290.0
2020-11-24,86.7541,88.1984,86.3461,87.4762,1804422.0
2020-11-25,87.5419,88.5689,86.8572,87.0307,731834.0
2020-11-26,87.5419,88.5689,86.8572,87.0307,731834.0
2020-11-27,87.692,88.2547,86.4024,87.4481,575162.0
2020-11-28,87.692,88.2547,86.4024,87.4481,575162.0
2020-11-29,87.692,88.2547,86.4024,87.4481,575162.0
2020-11-30,87.1339,87.7951,85.4739,87.6826,1792388.0
2020-12-01,89.1175,89.1175,86.604,87.8233,1425651.0
2020-12-02,87.6826,88.536,85.4973,85.7412,980953.0
2020-12-03,85.7224,87.1386,85.5911,86.8948,837621.0
2020-12-04,86.7635,88.114,86.2898,88.114,838950.0
2020-12-05,86.7635,88.114,86.2898,88.114,838950.0
2020-12-06,86.7635,88.114,86.2898,88.114,838950.0
2020-12-07,88.0577,88.4516,86.4446,86.8854,816239.0
2020-12-08,86.4446,88.0202,86.332,87.6357,710844.0
2020-12-09,87.5325,87.6029,86.06,87.3356,827009.0
2020-12-10,87.4293,87.8233,86.7072,87.2699,655855.0
2020-12-11,87.1292,87.8983,87.0354,87.6169,828752.0
2020-12-12,87.1292,87.8983,87.0354,87.6169,828752.0
2020-12-13,87.1292,87.8983,87.0354,87.6169,828752.0
2020-12-14,88.0108,89.08,87.4481,87.4856,759203.0
2020-12-15,87.5044,87.9827,85.8912,86.0694,1312853.0
2020-12-16,86.2664,87.3825,86.1069,86.951,982927.0
2020-12-17,87.3543,89.413,87.1574,88.7236,1182807.0
2020-12-18,88.6205,89.1457,86.5477,87.57,2191385.0
2020-12-19,88.6205,89.1457,86.5477,87.57,2191385.0
2020-12-20,88.6205,89.1457,86.5477,87.57,2191385.0
2020-12-21,86.529,88.2734,86.182,87.8702,1221177.0
2020-12-22,87.7951,87.9921,86.6228,87.1855,808724.0
2020-12-23,87.5044,87.7764,86.8291,87.2043,650512.0
2020-12-24,87.2043,87.7764,86.7166,87.6638,217637.0
2020-12-25,87.2043,87.7764,86.7166,87.6638,217637.0
2020-12-26,87.2043,87.7764,86.7166,87.6638,217637.0
2020-12-27,87.2043,87.7764,86.7166,87.6638,217637.0
2020-12-28,87.8608,88.189,87.1292,87.6169,459993.0
2020-12-29,87.6169,89.7459,87.4856,88.93,1205581.0
2020-12-30,89.8148,89.8807,88.6994,89.0053,1157844.0
2020-12-31,89.0053,90.1348,88.4782,89.9842,1190934.0
2021-01-01,89.0053,90.1348,88.4782,89.9842,1190934.0
2021-01-02,89.0053,90.1348,88.4782,89.9842,1190934.0
2021-01-03,89.0053,90.1348,88.4782,89.9842,1190934.0
2021-01-04,90.1536,90.323,87.7063,88.4688,987551.0
2021-01-05,88.2899,88.9394,86.9063,88.6947,825166.0
2021-01-06,88.2523,89.6547,87.8569,88.4123,1199526.0
2021-01-07,88.4405,89.3112,87.2075,89.2218,1090448.0
2021-01-08,89.4383,89.7959,88.5252,89.6171,842415.0
2021-01-09,89.4383,89.7959,88.5252,89.6171,842415.0
2021-01-10,89.4383,89.7959,88.5252,89.6171,842415.0
2021-01-11,89.9277,90.2289,87.6122,88.1299,764981.0
2021-01-12,88.177,88.4264,86.558,87.0192,1118615.0
2021-01-13,87.3863,88.2429,86.9251,87.7816,953700.0
2021-01-14,87.5746,87.5746,85.5791,86.238,2018709.0
2021-01-15,86.4639,88.4358,86.1062,87.9417,1893255.0
2021-01-16,86.4639,88.4358,86.1062,87.9417,1893255.0
2021-01-17,86.4639,88.4358,86.1062,87.9417,1893255.0
2021-01-18,86.4639,88.4358,86.1062,87.9417,1893255.0
2021-01-19,88.2993,88.6476,86.5204,87.5463,1442342.0
2021-01-20,87.3487,87.584,85.8615,86.3603,1143052.0
2021-01-21,86.3603,86.4451,85.2403,86.0874,878938.0
2021-01-22,86.1344,86.8969,85.1744,86.4733,1051972.0
2021-01-23,86.1344,86.8969,85.1744,86.4733,1051972.0
2021-01-24,86.1344,86.8969,85.1744,86.4733,1051972.0
2021-01-25,86.6992,89.2877,86.5307,88.9959,1513094.0
2021-01-26,88.9959,90.7466,88.2711,90.4454,1613806.0
2021-01-27,90.2383,92.9962,88.4405,88.5441,2608530.0
2021-01-28,85.6544,89.41,84.3931,85.6732,1862724.0
2021-01-29,85.325,85.838,83.1883,84.2802,2733544.0
2021-01-30,85.325,85.838,83.1883,84.2802,2733544.0
2021-01-31,85.325,85.838,83.1883,84.2802,2733544.0
2021-02-01,84.0166,84.7367,82.2565,83.9413,1402787.0
2021-02-02,83.9978,85.8104,83.3766,84.2237,1132771.0
2021-02-03,84.1202,84.6284,82.5106,83.5083,1315956.0
2021-02-04,83.546,84.3602,83.3013,83.6589,835238.0
2021-02-05,84.0072,85.645,83.3954,84.9861,1610417.0
2021-02-06,84.0072,85.645,83.3954,84.9861,1610417.0
2021-02-07,84.0072,85.645,83.3954,84.9861,1610417.0
2021-02-08,85.5697,85.8427,84.4395,85.4944,858978.0
2021-02-09,85.645,85.9838,84.9485,85.4379,792661.0
2021-02-10,86.1156,86.1156,84.8261,85.4662,710504.0
2021-02-11,85.2873,85.7391,84.1955,84.6002,611428.0
2021-02-12,84.6002,84.8308,83.433,84.3837,1061970.0
2021-02-13,84.6002,84.8308,83.433,84.3837,1061970.0
2021-02-14,84.6002,84.8308,83.433,84.3837,1061970.0
2021-02-15,84.6002,84.8308,83.433,84.3837,1061970.0
2021-02-16,84.4308,84.8167,81.767,81.8235,2056768.0
2021-02-17,81.1552,81.7105,80.5716,80.9011,3036321.0
2021-02-18,80.8258,82.4447,80.0728,81.4093,1916965.0
2021-02-19,81.72,81.72,79.0374,79.1786,1446304.0
2021-02-20,81.72,81.72,79.0374,79.1786,1446304.0
2021-02-21,81.72,81.72,79.0374,79.1786,1446304.0
2021-02-22,79.1786,79.1786,77.8984,79.028,1404353.0
2021-02-23,79.3103,80.6093,78.9809,79.4139,1375686.0
2021-02-24,78.7362,80.3363,78.6326,79.8186,2024788.0
2021-02-25,79.9033,80.7975,78.9903,79.4515,767786.0
2021-02-26,79.5456,79.8092,78.8397,79.3292,1377767.0
2021-02-27,79.5456,79.8092,78.8397,79.3292,1377767.0
2021-02-28,79.5456,79.8092,78.8397,79.3292,1377767.0
2021-03-01,79.8092,80.3834,79.2444,79.5833,1287667.0
2021-03-02,79.7151,80.4869,79.1691,79.9127,866530.0
2021-03-03,79.6774,79.9127,78.2561,78.3032,1440550.0
2021-03-04,78.6797,79.6586,77.729,78.0302,1664991.0
2021-03-05,78.2561,79.9127,77.213,79.4703,1162467.0
2021-03-06,78.2561,79.9127,77.213,79.4703,1162467.0
