,PAYX US Equity,PAYX US Equity,PAYX US Equity,PAYX US Equity,PAYX US Equity
2019-04-11,69.9887,70.0747,69.6533,69.9543,1422793.0
2019-04-12,70.2037,70.6895,69.8769,70.6508,1009833.0
2019-04-13,70.2037,70.6895,69.8769,70.6508,1009833.0
2019-04-14,70.2037,70.6895,69.8769,70.6508,1009833.0
2019-04-15,70.6594,70.926,70.453,70.8314,896098.0
2019-04-16,71.0636,71.0636,69.9672,70.1607,1262463.0
2019-04-17,70.3326,70.5304,70.0919,70.1349,1189635.0
2019-04-18,70.6164,70.6164,69.7393,70.1607,1224798.0
2019-04-19,70.6164,70.6164,69.7393,70.1607,1224798.0
2019-04-20,70.6164,70.6164,69.7393,70.1607,1224798.0
2019-04-21,70.6164,70.6164,69.7393,70.1607,1224798.0
2019-04-22,69.9285,70.2471,69.8167,70.1779,1080635.0
2019-04-23,70.0059,71.8977,69.9371,71.8719,1912985.0
2019-04-24,71.9321,72.2503,71.6311,71.7859,1415464.0
2019-04-25,71.7515,71.8031,70.9346,71.5709,1569050.0
2019-04-26,71.8547,72.0869,71.3559,72.0525,1017311.0
2019-04-27,71.8547,72.0869,71.3559,72.0525,1017311.0
2019-04-28,71.8547,72.0869,71.3559,72.0525,1017311.0
2019-04-29,72.0009,72.3105,71.8031,71.8977,1497456.0
2019-04-30,71.9837,72.5684,71.2356,72.4996,2182174.0
2019-05-01,72.663,72.663,70.4444,70.4874,2232185.0
2019-05-02,70.496,71.4677,70.367,71.184,2358812.0
2019-05-03,71.5709,72.9339,71.4372,72.7576,1610913.0
2019-05-04,71.5709,72.9339,71.4372,72.7576,1610913.0
2019-05-05,71.5709,72.9339,71.4372,72.7576,1610913.0
2019-05-06,71.4763,72.964,71.1025,72.8092,1300739.0
2019-05-07,72.0181,72.62,71.2528,71.7859,2364805.0
2019-05-08,71.7171,72.6501,71.5021,72.3964,1267979.0
2019-05-09,71.6913,72.6114,71.5881,72.4996,2119436.0
2019-05-10,72.2675,73.2392,71.4282,73.1618,1591543.0
2019-05-11,72.2675,73.2392,71.4282,73.1618,1591543.0
2019-05-12,72.2675,73.2392,71.4282,73.1618,1591543.0
2019-05-13,71.6569,72.3964,71.4419,71.8547,2468775.0
2019-05-14,71.8894,73.4921,71.8547,72.9376,2115988.0
2019-05-15,72.5651,73.7951,72.5521,73.6827,1447204.0
2019-05-16,73.778,75.3547,73.6827,75.0602,1672783.0
2019-05-17,74.6097,75.2421,74.3151,74.7396,1672966.0
2019-05-18,74.6097,75.2421,74.3151,74.7396,1672966.0
2019-05-19,74.6097,75.2421,74.3151,74.7396,1672966.0
2019-05-20,74.1938,75.0602,73.5614,74.6443,1130488.0
2019-05-21,75.1122,75.606,74.6443,75.4674,1265293.0
2019-05-22,75.3374,76.0218,75.2681,75.502,1168661.0
2019-05-23,74.8263,75.0169,74.1332,74.5577,1948393.0
2019-05-24,74.9302,75.3374,74.4624,74.653,1377815.0
2019-05-25,74.9302,75.3374,74.4624,74.653,1377815.0
2019-05-26,74.9302,75.3374,74.4624,74.653,1377815.0
2019-05-27,74.9302,75.3374,74.4624,74.653,1377815.0
2019-05-28,74.9562,75.502,74.4806,74.653,2608685.0
2019-05-29,74.3238,74.4971,73.7,74.2285,1774427.0
2019-05-30,74.2025,74.8436,73.7693,74.7136,1749442.0
2019-05-31,74.3411,74.5617,73.7814,74.3238,1596600.0
2019-06-01,74.3411,74.5617,73.7814,74.3238,1596600.0
2019-06-02,74.3411,74.5617,73.7814,74.3238,1596600.0
2019-06-03,74.4624,74.9129,72.747,73.1456,2154471.0
2019-06-04,73.9079,74.0379,73.2235,73.9513,2546429.0
2019-06-05,74.6097,74.9562,74.2285,74.8783,2554548.0
2019-06-06,75.0775,75.5107,74.2458,75.45,1393600.0
2019-06-07,75.8226,76.4897,75.7099,75.8919,1516722.0
2019-06-08,75.8226,76.4897,75.7099,75.8919,1516722.0
2019-06-09,75.8226,76.4897,75.7099,75.8919,1516722.0
2019-06-10,76.1258,76.5676,75.9352,76.0651,1121729.0
2019-06-11,76.6109,76.6109,75.1295,75.4154,1460577.0
2019-06-12,75.4587,75.7533,75.3634,75.606,1172864.0
2019-06-13,75.9352,76.0565,75.1035,75.3114,1448251.0
2019-06-14,75.3288,75.4154,74.9822,75.0948,1251436.0
2019-06-15,75.3288,75.4154,74.9822,75.0948,1251436.0
2019-06-16,75.3288,75.4154,74.9822,75.0948,1251436.0
2019-06-17,75.8226,75.8226,74.6963,74.7483,1326883.0
2019-06-18,75.3547,75.7793,75.0169,75.2508,1936187.0
2019-06-19,75.3981,75.7099,74.5144,75.4934,1633123.0
2019-06-20,76.0132,76.3684,75.5973,75.8572,1938289.0
2019-06-21,75.8226,76.0045,74.8696,74.9562,2904690.0
2019-06-22,75.8226,76.0045,74.8696,74.9562,2904690.0
2019-06-23,75.8226,76.0045,74.8696,74.9562,2904690.0
2019-06-24,75.0862,75.2681,74.6357,74.6617,1392185.0
2019-06-25,74.5144,74.6097,73.4141,73.4661,2581383.0
2019-06-26,72.7904,73.0069,70.4079,70.8411,5978705.0
2019-06-27,70.971,71.2916,70.5379,71.127,3631090.0
2019-06-28,71.0923,71.3349,70.6938,71.2916,4047523.0
2019-06-29,71.0923,71.3349,70.6938,71.2916,4047523.0
2019-06-30,71.0923,71.3349,70.6938,71.2916,4047523.0
2019-07-01,72.1753,72.4785,71.3609,72.3485,3786930.0
2019-07-02,71.9067,73.6654,70.7804,72.4525,4224510.0
2019-07-03,72.4698,73.4141,72.4612,73.2928,1442467.0
2019-07-04,72.4698,73.4141,72.4612,73.2928,1442467.0
2019-07-05,72.8164,74.0032,72.3905,73.9079,2182046.0
2019-07-06,72.8164,74.0032,72.3905,73.9079,2182046.0
2019-07-07,72.8164,74.0032,72.3905,73.9079,2182046.0
2019-07-08,73.6654,73.9166,73.3708,73.5094,1782965.0
2019-07-09,73.2669,73.9166,72.6431,73.8213,1948125.0
2019-07-10,73.9339,74.4711,73.8993,74.0379,2213518.0
2019-07-11,74.1072,74.2198,73.5824,73.9253,1759167.0
2019-07-12,74.2112,74.3238,73.635,74.2631,1747240.0
2019-07-13,74.2112,74.3238,73.635,74.2631,1747240.0
2019-07-14,74.2112,74.3238,73.635,74.2631,1747240.0
2019-07-15,74.4278,74.4949,73.9556,74.2718,1525653.0
2019-07-16,74.2631,74.549,73.9079,74.2112,1119076.0
2019-07-17,74.3671,74.4624,73.8126,73.8386,1142842.0
2019-07-18,73.7,74.2458,73.1975,74.1505,1373993.0
2019-07-19,74.4191,74.6357,73.2322,73.2582,1508294.0
2019-07-20,74.4191,74.6357,73.2322,73.2582,1508294.0
2019-07-21,74.4191,74.6357,73.2322,73.2582,1508294.0
2019-07-22,73.3362,73.6827,72.825,72.851,1733642.0
2019-07-23,73.1542,73.6047,72.4698,73.3102,2005091.0
2019-07-24,73.2062,73.7087,72.5564,73.6827,1621433.0
2019-07-25,73.726,74.1419,73.2582,74.0032,1726884.0
2019-07-26,74.3411,75.0689,74.1505,75.0082,1113262.0
2019-07-27,74.3411,75.0689,74.1505,75.0082,1113262.0
2019-07-28,74.3411,75.0689,74.1505,75.0082,1113262.0
2019-07-29,75.0255,75.1382,74.6617,74.705,1309607.0
2019-07-30,74.3584,75.1468,74.2891,74.627,2182589.0
2019-07-31,75.0546,75.299,71.8172,72.4717,2844217.0
2019-08-01,72.5327,73.7108,72.2535,73.1959,2216791.0
2019-08-02,72.7422,73.7108,72.428,73.2396,1869932.0
2019-08-03,72.7422,73.7108,72.428,73.2396,1869932.0
2019-08-04,72.7422,73.7108,72.428,73.2396,1869932.0
2019-08-05,72.1924,72.4804,70.1243,70.5781,2561505.0
2019-08-06,70.7264,72.079,70.3686,71.791,2222441.0
2019-08-07,70.8835,72.0702,70.3861,71.7736,2307257.0
2019-08-08,72.0877,73.6584,70.8922,73.6584,1460874.0
2019-08-09,73.4839,73.545,72.175,72.908,1353118.0
2019-08-10,73.4839,73.545,72.175,72.908,1353118.0
2019-08-11,73.4839,73.545,72.175,72.908,1353118.0
2019-08-12,72.7858,72.9394,71.8521,72.2535,1109221.0
2019-08-13,72.3408,73.1959,72.0615,73.065,1331357.0
2019-08-14,72.1488,72.3844,70.6566,70.7351,1685671.0
2019-08-15,69.6182,70.5606,69.5047,69.8887,2072328.0
2019-08-16,70.5257,71.2631,70.3337,71.0929,1732100.0
2019-08-17,70.5257,71.2631,70.3337,71.0929,1732100.0
2019-08-18,70.5257,71.2631,70.3337,71.0929,1732100.0
2019-08-19,71.9568,72.0092,71.4568,71.8085,1036719.0
2019-08-20,71.8521,72.1401,71.3721,71.5118,790753.0
2019-08-21,71.8783,72.236,71.7299,72.0092,998049.0
2019-08-22,72.3582,72.3582,70.9009,71.7648,1254521.0
2019-08-23,71.6427,71.9306,69.2604,69.5658,1708698.0
2019-08-24,71.6427,71.9306,69.2604,69.5658,1708698.0
2019-08-25,71.6427,71.9306,69.2604,69.5658,1708698.0
2019-08-26,70.3163,70.4646,69.5091,70.2028,1314548.0
2019-08-27,70.613,70.8748,70.2116,70.3861,947927.0
2019-08-28,70.0458,70.8049,69.7665,70.709,973979.0
2019-08-29,71.5205,71.8259,71.2151,71.4332,794952.0
2019-08-30,71.887,71.9088,70.9271,71.2936,1271762.0
2019-08-31,71.887,71.9088,70.9271,71.2936,1271762.0
2019-09-01,71.887,71.9088,70.9271,71.2936,1271762.0
2019-09-02,71.887,71.9088,70.9271,71.2936,1271762.0
2019-09-03,70.7613,71.599,70.421,70.6828,1452157.0
2019-09-04,71.3372,71.983,71.2674,71.8957,1368500.0
2019-09-05,72.6113,73.2178,72.3408,73.1261,1793723.0
2019-09-06,73.1959,73.7282,73.1698,73.3617,1261946.0
2019-09-07,73.1959,73.7282,73.1698,73.3617,1261946.0
2019-09-08,73.1959,73.7282,73.1698,73.3617,1261946.0
2019-09-09,73.5624,73.7108,70.7962,71.3896,1820481.0
2019-09-10,70.866,71.1191,68.7717,70.4559,3050240.0
2019-09-11,70.4559,71.0645,69.8974,70.9009,1876635.0
2019-09-12,71.3111,72.1837,71.154,71.2849,1804623.0
2019-09-13,71.2936,72.0615,70.9184,71.2238,2430241.0
2019-09-14,71.2936,72.0615,70.9184,71.2238,2430241.0
2019-09-15,71.2936,72.0615,70.9184,71.2238,2430241.0
2019-09-16,71.0405,71.5467,70.5693,70.7351,1468896.0
2019-09-17,71.1278,72.0528,71.1191,72.0353,1313237.0
2019-09-18,72.0441,72.3146,71.1714,72.2273,1348157.0
2019-09-19,72.2971,72.9778,71.88,71.9917,1128767.0
2019-09-20,72.0615,72.8556,71.9568,72.0266,2503745.0
2019-09-21,72.0615,72.8556,71.9568,72.0266,2503745.0
2019-09-22,72.0615,72.8556,71.9568,72.0266,2503745.0
2019-09-23,72.1313,72.3059,71.6165,71.7299,1401889.0
2019-09-24,71.9481,72.6549,71.0755,71.2674,1575139.0
2019-09-25,71.3023,72.1444,70.3861,71.7823,1403283.0
2019-09-26,71.8346,72.3146,71.5423,72.0528,938415.0
2019-09-27,72.428,72.8643,70.6391,71.1365,1541099.0
2019-09-28,72.428,72.8643,70.6391,71.1365,1541099.0
2019-09-29,72.428,72.8643,70.6391,71.1365,1541099.0
2019-09-30,71.5118,72.332,71.1627,72.2273,1652139.0
2019-10-01,72.5589,72.9516,71.25,71.4594,1850871.0
2019-10-02,72.2535,73.2134,70.9707,72.7334,3868085.0
2019-10-03,72.5502,72.7334,69.8101,72.0441,2206275.0
2019-10-04,72.4368,73.7282,72.1488,73.6061,1801899.0
2019-10-05,72.4368,73.7282,72.1488,73.6061,1801899.0
2019-10-06,72.4368,73.7282,72.1488,73.6061,1801899.0
2019-10-07,73.161,73.3705,72.332,72.3669,1489164.0
2019-10-08,72.0964,72.4998,71.3678,71.6252,1350028.0
2019-10-09,71.7037,72.8033,71.7037,72.5153,1333807.0
2019-10-10,72.4193,73.4926,72.2656,73.2483,1074968.0
2019-10-11,74.0773,74.5398,73.7893,73.8504,1367359.0
2019-10-12,74.0773,74.5398,73.7893,73.8504,1367359.0
2019-10-13,74.0773,74.5398,73.7893,73.8504,1367359.0
2019-10-14,73.7893,74.1733,73.7457,73.9071,1134669.0
2019-10-15,73.9289,74.1733,73.5799,74.0511,1019121.0
2019-10-16,73.545,74.0424,73.3007,73.9551,1160766.0
2019-10-17,74.0424,74.5311,73.7457,73.9377,1092562.0
2019-10-18,74.1646,74.5223,73.3007,73.5144,1570315.0
2019-10-19,74.1646,74.5223,73.3007,73.5144,1570315.0
2019-10-20,74.1646,74.5223,73.3007,73.5144,1570315.0
2019-10-21,74.0075,74.0075,73.1523,73.894,1162694.0
2019-10-22,74.0075,74.4002,72.5807,72.6636,1125207.0
2019-10-23,72.5764,73.3792,72.4891,73.3617,1507629.0
2019-10-24,73.3792,74.0075,73.0271,73.9115,1003383.0
2019-10-25,73.5537,74.1471,73.3792,73.7631,923409.0
2019-10-26,73.5537,74.1471,73.3792,73.7631,923409.0
2019-10-27,73.5537,74.1471,73.3792,73.7631,923409.0
2019-10-28,74.1995,74.2431,73.3443,73.6672,1033743.0
2019-10-29,73.833,74.278,73.6279,73.7806,1155289.0
2019-10-30,73.8504,73.9551,72.8643,73.8679,1138571.0
2019-10-31,73.8415,74.0964,73.2173,73.525,1174369.0
2019-11-01,73.9821,74.3162,73.3756,73.7448,983484.0
2019-11-02,73.9821,74.3162,73.3756,73.7448,983484.0
2019-11-03,73.9821,74.3162,73.3756,73.7448,983484.0
2019-11-04,74.1755,74.2634,73.1718,73.3668,994811.0
2019-11-05,73.2964,73.8151,71.9866,72.602,1735002.0
2019-11-06,72.8393,73.1646,72.1712,72.6635,1478226.0
2019-11-07,73.1382,73.358,72.558,72.8569,1381124.0
2019-11-08,72.9536,73.2085,72.4525,73.1822,1718510.0
2019-11-09,72.9536,73.2085,72.4525,73.1822,1718510.0
2019-11-10,72.9536,73.2085,72.4525,73.1822,1718510.0
2019-11-11,72.936,73.3869,72.5756,72.813,1014949.0
2019-11-12,72.7866,73.2173,72.6459,72.9976,1194765.0
2019-11-13,72.8393,73.5602,72.7734,73.4283,1874005.0
2019-11-14,73.1998,74.3074,73.147,74.2546,1077518.0
2019-11-15,74.5535,74.5711,73.9645,74.4568,1319053.0
2019-11-16,74.5535,74.5711,73.9645,74.4568,1319053.0
2019-11-17,74.5535,74.5711,73.9645,74.4568,1319053.0
2019-11-18,74.4568,75.0194,74.3293,74.7733,1172131.0
2019-11-19,75.0634,75.7139,74.7293,75.415,1062597.0
2019-11-20,75.204,75.6611,74.9623,75.3798,1151800.0
2019-11-21,75.582,75.582,74.3601,74.6854,1130097.0
2019-11-22,74.7557,75.1337,74.0261,74.4041,1024787.0
2019-11-23,74.7557,75.1337,74.0261,74.4041,1024787.0
2019-11-24,74.7557,75.1337,74.0261,74.4041,1024787.0
2019-11-25,74.6942,74.9843,74.2722,74.5975,1028750.0
2019-11-26,74.7557,75.7359,74.7205,75.7051,3269754.0
2019-11-27,75.9776,76.0303,75.371,76.0303,1249909.0
2019-11-28,75.9776,76.0303,75.371,76.0303,1249909.0
2019-11-29,75.9952,76.2765,75.5381,75.7051,578642.0
2019-11-30,75.9952,76.2765,75.5381,75.7051,578642.0
2019-12-01,75.9952,76.2765,75.5381,75.7051,578642.0
2019-12-02,75.6172,75.6172,74.114,74.4568,1282132.0
2019-12-03,74.0261,74.2898,73.6217,74.2634,1288911.0
2019-12-04,74.2283,74.7909,73.9645,74.3337,1122396.0
2019-12-05,74.3865,74.5381,73.9997,74.2107,1173431.0
2019-12-06,74.7117,75.0699,74.5096,74.8348,942499.0
2019-12-07,74.7117,75.0699,74.5096,74.8348,942499.0
2019-12-08,74.7117,75.0699,74.5096,74.8348,942499.0
2019-12-09,74.9139,74.9139,74.2195,74.448,1028505.0
2019-12-10,74.3337,74.6678,74.1052,74.2898,916740.0
2019-12-11,74.3425,74.5271,73.4986,74.0788,1315013.0
2019-12-12,73.9733,74.7909,73.6217,74.492,1844385.0
2019-12-13,74.4304,74.9227,73.9118,74.7909,1255647.0
2019-12-14,74.4304,74.9227,73.9118,74.7909,1255647.0
2019-12-15,74.4304,74.9227,73.9118,74.7909,1255647.0
2019-12-16,75.0985,75.4765,74.615,74.6414,1991010.0
2019-12-17,75.0546,75.3183,74.5623,74.9051,2189534.0
2019-12-18,76.5842,77.2171,73.5865,74.5183,3043514.0
2019-12-19,74.6854,74.9579,73.7799,74.7205,2192955.0
2019-12-20,75.1952,75.5469,74.5183,75.1864,3741268.0
2019-12-21,75.1952,75.5469,74.5183,75.1864,3741268.0
2019-12-22,75.1952,75.5469,74.5183,75.1864,3741268.0
2019-12-23,75.2392,75.4521,74.4832,74.6414,1998874.0
2019-12-24,74.659,74.777,74.3425,74.4129,422455.0
2019-12-25,74.659,74.777,74.3425,74.4129,422455.0
2019-12-26,74.3777,74.7557,74.2107,74.4656,820990.0
2019-12-27,74.6063,74.8788,74.2107,74.826,958278.0
2019-12-28,74.6063,74.8788,74.2107,74.826,958278.0
2019-12-29,74.6063,74.8788,74.2107,74.826,958278.0
2019-12-30,74.7645,74.7777,74.114,74.6238,970918.0
2019-12-31,74.281,74.8876,74.1843,74.7733,1034167.0
2020-01-01,74.281,74.8876,74.1843,74.7733,1034167.0
2020-01-02,75.1601,75.2786,74.4656,74.8172,1202928.0
2020-01-03,74.4656,74.7557,74.1931,74.5623,964658.0
2020-01-04,74.4656,74.7557,74.1931,74.5623,964658.0
2020-01-05,74.4656,74.7557,74.1931,74.5623,964658.0
2020-01-06,74.2634,74.5887,74.1623,74.5535,1196725.0
2020-01-07,74.2722,74.3882,73.9382,74.1403,1362956.0
2020-01-08,74.2195,75.1513,74.0876,74.87,1500533.0
2020-01-09,75.0634,75.7754,74.892,75.3754,1245634.0
2020-01-10,75.7666,75.8664,74.87,74.9579,1048480.0
2020-01-11,75.7666,75.8664,74.87,74.9579,1048480.0
2020-01-12,75.7666,75.8664,74.87,74.9579,1048480.0
2020-01-13,75.2568,75.9249,75.1689,75.8282,1183158.0
2020-01-14,76.2325,76.883,75.7842,76.1446,1518429.0
2020-01-15,76.2941,77.2083,76.2941,76.8039,2091036.0
2020-01-16,77.4368,77.5618,76.8391,77.3314,1478196.0
2020-01-17,77.5335,77.6039,77.2522,77.5687,1585576.0
2020-01-18,77.5335,77.6039,77.2522,77.5687,1585576.0
2020-01-19,77.5335,77.6039,77.2522,77.5687,1585576.0
2020-01-20,77.5335,77.6039,77.2522,77.5687,1585576.0
2020-01-21,77.3665,78.1665,77.3401,77.9291,1796367.0
2020-01-22,78.4214,79.0675,78.184,78.7642,1381399.0
2020-01-23,78.8346,78.9225,78.2983,78.8082,1259287.0
2020-01-24,79.0719,79.0807,77.818,78.1577,1005132.0
2020-01-25,79.0719,79.0807,77.818,78.1577,1005132.0
2020-01-26,79.0719,79.0807,77.818,78.1577,1005132.0
2020-01-27,77.3753,77.8588,77.0004,77.1028,1512435.0
2020-01-28,77.1555,78.2895,77.1555,77.9379,1057296.0
2020-01-29,78.2016,78.2016,76.7512,76.8303,1416483.0
2020-01-30,76.2325,77.3929,75.9336,77.3226,1368562.0
2020-01-31,77.1898,77.296,75.6051,75.9327,1718361.0
2020-02-01,77.1898,77.296,75.6051,75.9327,1718361.0
2020-02-02,77.1898,77.296,75.6051,75.9327,1718361.0
2020-02-03,76.5347,77.3934,76.5037,76.6321,1406234.0
2020-02-04,77.4908,78.655,77.2518,78.1548,1238980.0
2020-02-05,78.6328,78.7214,77.7077,77.9335,1570575.0
2020-02-06,78.4381,78.6683,77.9157,78.3053,854991.0
2020-02-07,77.898,78.1636,77.4731,77.8892,886913.0
2020-02-08,77.898,78.1636,77.4731,77.8892,886913.0
2020-02-09,77.898,78.1636,77.4731,77.8892,886913.0
2020-02-10,77.7741,78.4292,77.7652,78.3407,855017.0
2020-02-11,78.5709,78.5709,77.6457,77.7298,847272.0
2020-02-12,78.1194,78.2433,77.3137,77.8803,1019792.0
2020-02-13,77.6413,78.683,77.5528,78.4381,782699.0
2020-02-14,78.3584,78.987,78.261,78.9781,949121.0
2020-02-15,78.3584,78.987,78.261,78.9781,949121.0
2020-02-16,78.3584,78.987,78.261,78.9781,949121.0
2020-02-17,78.3584,78.987,78.261,78.9781,949121.0
2020-02-18,79.1021,79.4119,78.863,79.1109,1117678.0
2020-02-19,79.4296,79.9874,79.2349,79.7749,1417349.0
2020-02-20,79.9342,80.1511,78.8365,79.8811,2253619.0
2020-02-21,79.6332,79.7129,78.5443,78.8365,1838096.0
2020-02-22,79.6332,79.7129,78.5443,78.8365,1838096.0
2020-02-23,79.6332,79.7129,78.5443,78.8365,1838096.0
2020-02-24,77.1544,78.5266,76.6011,77.2075,1768217.0
2020-02-25,77.4642,77.783,73.8965,74.0204,2164359.0
2020-02-26,74.8614,75.5343,72.7987,72.8429,2276617.0
2020-02-27,71.7983,73.0997,69.8241,69.8506,2689881.0
2020-02-28,67.9118,69.1601,66.7078,68.5935,4052781.0
2020-02-29,67.9118,69.1601,66.7078,68.5935,4052781.0
2020-03-01,67.9118,69.1601,66.7078,68.5935,4052781.0
