,PAYX US Equity,PAYX US Equity,PAYX US Equity,PAYX US Equity,PAYX US Equity
2021-05-04,90.2838,92.2972,89.9946,92.2332,2181355.0
2021-05-05,92.462,92.4803,91.0617,91.8671,1651869.0
2021-05-06,92.2332,93.0294,91.7115,92.9745,1518070.0
2021-05-07,93.0202,93.0843,91.4186,92.4437,1406040.0
2021-05-08,93.0202,93.0843,91.4186,92.4437,1406040.0
2021-05-09,93.0202,93.0843,91.4186,92.4437,1406040.0
2021-05-10,92.5718,93.908,91.8854,91.922,2349005.0
2021-05-11,91.4982,91.922,90.3927,91.231,1450424.0
2021-05-12,90.1624,90.7428,88.5502,88.7529,1769824.0
2021-05-13,89.1767,91.231,88.9003,90.7704,1261205.0
2021-05-14,91.3877,92.53,91.0007,92.226,1027019.0
2021-05-15,91.3877,92.53,91.0007,92.226,1027019.0
2021-05-16,91.3877,92.53,91.0007,92.226,1027019.0
2021-05-17,91.922,92.226,91.4153,91.9865,971099.0
2021-05-18,92.0786,92.097,91.2403,91.2955,1468922.0
2021-05-19,90.6599,91.1573,89.5728,91.1021,1738642.0
2021-05-20,90.881,93.138,90.6599,92.6958,1609822.0
2021-05-21,93.092,93.7737,92.4655,92.8156,2646540.0
2021-05-22,93.092,93.7737,92.4655,92.8156,2646540.0
2021-05-23,93.092,93.7737,92.4655,92.8156,2646540.0
2021-05-24,93.4973,94.1407,93.1565,93.8658,1993173.0
2021-05-25,94.0316,94.0316,92.9354,93.1288,1134213.0
2021-05-26,92.8064,93.2946,92.2813,92.6682,1433414.0
2021-05-27,92.7972,93.3683,92.401,92.9354,1223156.0
2021-05-28,92.9169,93.6908,92.9169,93.1749,1041160.0
2021-05-29,92.9169,93.6908,92.9169,93.1749,1041160.0
2021-05-30,92.9169,93.6908,92.9169,93.1749,1041160.0
2021-05-31,92.9169,93.6908,92.9169,93.1749,1041160.0
2021-06-01,93.2854,94.0869,92.5669,93.0367,924365.0
2021-06-02,92.2905,94.3301,92.0141,93.8566,1262839.0
2021-06-03,93.1012,94.133,92.7603,93.8382,925126.0
2021-06-04,94.5752,94.7502,93.9579,94.4831,1068990.0
2021-06-05,94.5752,94.7502,93.9579,94.4831,1068990.0
2021-06-06,94.5752,94.7502,93.9579,94.4831,1068990.0
2021-06-07,94.5383,94.8792,93.396,93.7368,1205779.0
2021-06-08,93.9672,95.1832,93.9027,94.916,933335.0
2021-06-09,95.3398,96.0215,94.9989,95.4227,811534.0
2021-06-10,95.5333,96.8414,95.3122,96.5374,2655211.0
2021-06-11,96.5651,96.8875,96.2058,96.7309,901086.0
2021-06-12,96.5651,96.8875,96.2058,96.7309,901086.0
2021-06-13,96.5651,96.8875,96.2058,96.7309,901086.0
2021-06-14,96.5743,96.7079,94.916,96.2611,1037241.0
2021-06-15,96.4177,96.4269,95.5885,96.1229,1378945.0
2021-06-16,96.3716,96.5006,94.9529,95.6438,1007253.0
2021-06-17,95.5425,96.5605,95.3306,96.0307,881247.0
2021-06-18,94.8792,95.4411,93.7184,93.9856,2246760.0
2021-06-19,94.8792,95.4411,93.7184,93.9856,2246760.0
2021-06-20,94.8792,95.4411,93.7184,93.9856,2246760.0
2021-06-21,94.5199,95.7175,94.0132,95.4964,988671.0
2021-06-22,95.2845,95.9386,94.7686,95.4688,1810883.0
2021-06-23,95.4964,95.5701,94.5015,95.303,1484402.0
2021-06-24,95.9755,96.3163,95.2016,96.0676,1465891.0
2021-06-25,96.9796,97.8456,95.8189,97.2929,3146081.0
2021-06-26,96.9796,97.8456,95.8189,97.2929,3146081.0
2021-06-27,96.9796,97.8456,95.8189,97.2929,3146081.0
2021-06-28,97.6706,98.8313,97.2376,98.4905,2161829.0
2021-06-29,98.3615,99.7065,98.3016,99.0709,1481852.0
2021-06-30,99.1587,99.5683,98.4168,98.8498,2102277.0
2021-07-01,98.555,100.075,98.555,99.9276,1387745.0
2021-07-02,100.5817,100.683,99.1722,100.1671,1660536.0
2021-07-03,100.5817,100.683,99.1722,100.1671,1660536.0
2021-07-04,100.5817,100.683,99.1722,100.1671,1660536.0
2021-07-05,100.5817,100.683,99.1722,100.1671,1660536.0
2021-07-06,100.7534,100.7534,98.9695,100.0197,1509829.0
2021-07-07,100.3145,101.3151,100.1764,101.1621,1879254.0
2021-07-08,102.1755,102.7098,100.3145,101.5398,2370331.0
2021-07-09,100.9686,103.2994,100.9686,103.0875,1562650.0
2021-07-10,100.9686,103.2994,100.9686,103.0875,1562650.0
2021-07-11,100.9686,103.2994,100.9686,103.0875,1562650.0
2021-07-12,103.0875,103.4145,102.3044,102.8756,1452018.0
2021-07-13,103.1151,103.5297,102.4426,102.8388,1292150.0
2021-07-14,103.1151,103.7047,102.8019,103.4836,1092010.0
2021-07-15,103.5297,104.0502,103.2579,103.7969,1982271.0
2021-07-16,104.0917,104.2022,102.9585,103.0414,4006137.0
2021-07-17,104.0917,104.2022,102.9585,103.0414,4006137.0
2021-07-18,104.0917,104.2022,102.9585,103.0414,4006137.0
2021-07-19,102.3044,102.8526,100.1671,100.7936,2167859.0
2021-07-20,101.245,102.6177,100.9041,101.7609,2460406.0
2021-07-21,101.9451,102.6914,101.116,102.6177,1947797.0
2021-07-22,102.6821,102.9585,101.42,102.2031,1020508.0
2021-07-23,102.3689,103.6402,102.1248,103.4099,1271770.0
2021-07-24,102.3689,103.6402,102.1248,103.4099,1271770.0
2021-07-25,102.3689,103.6402,102.1248,103.4099,1271770.0
2021-07-26,103.4007,103.8429,102.894,103.8061,1328907.0
2021-07-27,103.9489,104.942,103.3184,104.3035,1231919.0
2021-07-28,103.9535,104.2483,103.2994,103.889,1130178.0
2021-07-29,104.3312,105.1603,104.0917,104.6812,922169.0
2021-07-30,104.4125,105.6449,104.4125,105.4688,1289995.0
2021-07-31,104.4125,105.6449,104.4125,105.4688,1289995.0
2021-08-01,104.4125,105.6449,104.4125,105.4688,1289995.0
2021-08-02,105.7654,106.4511,104.848,104.9314,1140125.0
2021-08-03,105.0519,106.5252,104.0511,106.3769,1131009.0
2021-08-04,106.1824,106.4325,105.3021,105.8766,1081383.0
2021-08-05,106.3306,106.9793,105.7607,106.8403,1036382.0
2021-08-06,106.5623,107.1738,106.2472,106.9422,1036525.0
2021-08-07,106.5623,107.1738,106.2472,106.9422,1036525.0
2021-08-08,106.5623,107.1738,106.2472,106.9422,1036525.0
2021-08-09,106.5067,107.4426,106.0248,106.7291,953211.0
2021-08-10,106.7198,107.4333,106.312,107.3684,972545.0
2021-08-11,107.5908,108.5175,107.3036,108.1931,992146.0
2021-08-12,107.9845,108.2951,107.7113,107.9615,797787.0
2021-08-13,107.9429,108.7676,107.7762,108.5731,822894.0
2021-08-14,107.9429,108.7676,107.7762,108.5731,822894.0
2021-08-15,107.9429,108.7676,107.7762,108.5731,822894.0
2021-08-16,108.397,109.546,107.9059,109.5182,950554.0
2021-08-17,109.0271,109.1985,107.9059,108.4526,1023894.0
2021-08-18,108.1746,108.712,106.1453,106.2935,1072032.0
2021-08-19,105.858,107.0904,105.6634,106.8032,1338036.0
2021-08-20,106.8588,107.1553,106.3306,106.9515,1567819.0
2021-08-21,106.8588,107.1553,106.3306,106.9515,1567819.0
2021-08-22,106.8588,107.1553,106.3306,106.9515,1567819.0
2021-08-23,107.2294,107.6094,106.6642,106.9978,1531905.0
2021-08-24,107.0071,107.2016,105.8024,105.9044,1168294.0
2021-08-25,105.682,106.5252,105.5986,105.8488,993075.0
2021-08-26,105.9692,106.2565,104.7553,105.0704,1754104.0
2021-08-27,105.1909,106.275,105.1075,105.9785,1264878.0
2021-08-28,105.1909,106.275,105.1075,105.9785,1264878.0
2021-08-29,105.1909,106.275,105.1075,105.9785,1264878.0
2021-08-30,106.099,106.6735,105.9044,106.1175,734195.0
2021-08-31,106.4696,106.5067,105.4596,106.0712,1440660.0
2021-09-01,106.275,106.3028,104.3198,105.2835,1554690.0
2021-09-02,105.5337,105.7839,104.9777,105.3762,1089097.0
2021-09-03,104.9963,105.5986,104.7275,105.265,740460.0
2021-09-04,104.9963,105.5986,104.7275,105.265,740460.0
2021-09-05,104.9963,105.5986,104.7275,105.265,740460.0
2021-09-06,104.9963,105.5986,104.7275,105.265,740460.0
2021-09-07,105.0611,105.0611,102.9577,103.1245,963355.0
2021-09-08,103.004,103.9028,102.9021,103.8658,1214982.0
2021-09-09,104.153,104.5422,103.0967,103.1523,853714.0
2021-09-10,103.2171,103.5137,102.1052,102.2071,1257564.0
2021-09-11,103.2171,103.5137,102.1052,102.2071,1257564.0
2021-09-12,103.2171,103.5137,102.1052,102.2071,1257564.0
2021-09-13,102.9577,103.5044,100.8913,101.4195,1442639.0
2021-09-14,102.0033,102.5592,101.4565,101.6141,1518254.0
2021-09-15,101.6141,102.309,101.2434,101.6604,1285044.0
2021-09-16,101.6048,101.9199,101.1137,101.3454,1134147.0
2021-09-17,101.4936,101.4936,100.0017,100.7986,3614539.0
2021-09-18,101.4936,101.4936,100.0017,100.7986,3614539.0
2021-09-19,101.4936,101.4936,100.0017,100.7986,3614539.0
2021-09-20,99.7052,100.7315,99.4736,100.428,1947198.0
2021-09-21,100.9098,100.9098,99.8257,100.5392,1420288.0
2021-09-22,100.5392,101.6975,100.1315,101.3454,1610620.0
2021-09-23,101.4473,102.6102,101.3361,102.2164,1072282.0
2021-09-24,101.8179,102.2534,101.3546,101.9106,1055546.0
2021-09-25,101.8179,102.2534,101.3546,101.9106,1055546.0
2021-09-26,101.8179,102.2534,101.3546,101.9106,1055546.0
2021-09-27,101.5214,101.7808,100.6689,100.7894,1273357.0
2021-09-28,99.8627,100.2334,98.7323,98.8991,1442972.0
2021-09-29,98.9176,100.706,98.7879,99.9369,1714967.0
2021-09-30,105.6264,106.238,102.9485,104.1994,4219622.0
2021-10-01,105.0241,107.0719,103.1801,106.7013,2182252.0
2021-10-02,105.0241,107.0719,103.1801,106.7013,2182252.0
2021-10-03,105.0241,107.0719,103.1801,106.7013,2182252.0
2021-10-04,106.3862,107.7484,105.7746,106.5715,2270324.0
2021-10-05,105.1723,108.6981,105.0519,108.258,1848400.0
2021-10-06,107.804,109.4904,107.5335,109.3792,1516820.0
2021-10-07,110.5097,110.6209,109.2124,109.9352,1397289.0
2021-10-08,110.2688,110.4819,109.407,109.963,1099753.0
2021-10-09,110.2688,110.4819,109.407,109.963,1099753.0
2021-10-10,110.2688,110.4819,109.407,109.963,1099753.0
2021-10-11,109.8611,109.8611,108.712,108.7306,1059455.0
2021-10-12,108.4897,109.7638,108.4619,108.7213,1010582.0
2021-10-13,109.1568,109.407,107.5816,108.8418,1146000.0
2021-10-14,109.9352,110.3059,109.4719,110.0371,1307745.0
2021-10-15,110.2039,110.7136,109.8611,110.4078,1778929.0
2021-10-16,110.2039,110.7136,109.8611,110.4078,1778929.0
2021-10-17,110.2039,110.7136,109.8611,110.4078,1778929.0
2021-10-18,110.0927,111.39,109.5089,111.2973,1305904.0
2021-10-19,111.5197,112.9004,111.2417,112.8726,1401338.0
2021-10-20,113.0487,113.2711,112.3908,112.9467,901208.0
2021-10-21,112.8355,113.5213,112.3537,113.4008,1067893.0
2021-10-22,113.512,115.0965,113.4471,114.6888,1197823.0
2021-10-23,113.512,115.0965,113.4471,114.6888,1197823.0
2021-10-24,113.512,115.0965,113.4471,114.6888,1197823.0
2021-10-25,114.2972,114.9575,113.9846,114.1421,910603.0
2021-10-26,114.3923,114.8834,113.8085,114.4664,998833.0
2021-10-27,114.3367,114.8649,112.7892,113.4935,1231593.0
2021-10-28,113.4749,114.522,113.1846,114.3089,1256912.0
2021-10-29,114.784,115.3756,114.2436,114.8492,1280279.0
2021-10-30,114.784,115.3756,114.2436,114.8492,1280279.0
2021-10-31,114.784,115.3756,114.2436,114.8492,1280279.0
2021-11-01,114.8492,114.8492,112.6599,113.2841,1196621.0
2021-11-02,113.8244,115.0076,113.4238,114.9889,1424875.0
2021-11-03,115.138,115.3895,113.2934,115.0076,945948.0
2021-11-04,114.8585,115.7529,114.3834,115.2777,952241.0
2021-11-05,116.1814,117.2057,115.7808,116.1069,1149889.0
2021-11-06,116.1814,117.2057,115.7808,116.1069,1149889.0
2021-11-07,116.1814,117.2057,115.7808,116.1069,1149889.0
2021-11-08,116.3677,116.7311,114.0387,114.7654,1039064.0
2021-11-09,114.7654,114.8678,113.4052,114.5604,1164644.0
2021-11-10,114.5883,115.5293,114.2064,114.6908,923093.0
2021-11-11,114.784,115.343,114.3461,114.961,671720.0
2021-11-12,115.2498,116.554,114.9703,116.0789,729908.0
2021-11-13,115.2498,116.554,114.9703,116.0789,729908.0
2021-11-14,115.2498,116.554,114.9703,116.0789,729908.0
2021-11-15,116.1814,116.405,114.9144,115.9671,953013.0
2021-11-16,115.9206,117.2947,115.9206,116.4982,1124432.0
2021-11-17,116.023,117.3704,115.8275,117.2434,777962.0
2021-11-18,117.2155,117.3366,116.1907,116.9267,773788.0
2021-11-19,117.5369,117.5695,116.3211,116.4423,1145463.0
2021-11-20,117.5369,117.5695,116.3211,116.4423,1145463.0
2021-11-21,117.5369,117.5695,116.3211,116.4423,1145463.0
2021-11-22,116.3211,118.1471,115.5386,115.874,1424342.0
2021-11-23,115.5852,117.0292,115.2684,116.8894,1511009.0
2021-11-24,116.3491,117.0525,116.0417,116.5261,1421702.0
2021-11-25,116.3491,117.0525,116.0417,116.5261,1421702.0
2021-11-26,115.8181,116.6193,113.8244,114.076,886339.0
2021-11-27,115.8181,116.6193,113.8244,114.076,886339.0
2021-11-28,115.8181,116.6193,113.8244,114.076,886339.0
2021-11-29,115.2498,115.9299,114.5138,115.2684,1824589.0
2021-11-30,115.3243,115.52,110.2005,111.0482,3420367.0
2021-12-01,112.4829,113.1723,109.7067,109.744,1956735.0
2021-12-02,110.3775,113.0465,110.2843,112.3991,1396785.0
2021-12-03,112.4829,112.9953,110.5824,111.6072,1285376.0
2021-12-04,112.4829,112.9953,110.5824,111.6072,1285376.0
2021-12-05,112.4829,112.9953,110.5824,111.6072,1285376.0
2021-12-06,112.6506,113.8896,112.3059,113.5915,1529703.0
2021-12-07,114.2436,115.506,114.2436,114.7095,1214603.0
2021-12-08,115.0635,115.6876,114.0294,114.6256,1357763.0
2021-12-09,114.6256,115.0169,113.7313,113.9548,1106839.0
2021-12-10,114.3648,115.7901,114.0387,115.7529,1168627.0
2021-12-11,114.3648,115.7901,114.0387,115.7529,1168627.0
2021-12-12,114.3648,115.7901,114.0387,115.7529,1168627.0
2021-12-13,115.8181,116.4143,114.6536,115.8926,1404949.0
2021-12-14,115.0262,115.7342,112.9673,114.0573,1778307.0
2021-12-15,114.2809,116.936,114.1225,116.7124,1472190.0
2021-12-16,117.2434,117.7838,115.5386,116.1255,1512530.0
2021-12-17,115.6504,116.964,115.1007,115.4175,3259159.0
2021-12-18,115.6504,116.964,115.1007,115.4175,3259159.0
2021-12-19,115.6504,116.964,115.1007,115.4175,3259159.0
2021-12-20,113.8244,115.3988,113.2375,115.3336,1586068.0
2021-12-21,116.1628,118.0819,115.6877,117.7838,2583433.0
2021-12-22,120.9513,126.1962,118.3148,124.2864,4604240.0
2021-12-23,124.8361,127.8172,124.7616,125.0597,2841722.0
2021-12-24,124.8361,127.8172,124.7616,125.0597,2841722.0
2021-12-25,124.8361,127.8172,124.7616,125.0597,2841722.0
2021-12-26,124.8361,127.8172,124.7616,125.0597,2841722.0
2021-12-27,125.4416,126.5596,124.2631,126.3639,1990235.0
2021-12-28,126.7179,127.5378,125.9422,126.5596,1079146.0
2021-12-29,126.3919,128.6464,126.3919,127.9849,1311770.0
2021-12-30,128.1806,129.4615,126.9508,127.1185,1063482.0
2021-12-31,127.1837,127.9011,126.5503,127.1651,1004384.0
2022-01-01,127.1837,127.9011,126.5503,127.1651,1004384.0
2022-01-02,127.1837,127.9011,126.5503,127.1651,1004384.0
2022-01-03,126.7086,127.4912,123.9324,125.3112,2448358.0
2022-01-04,125.1342,126.5874,124.2864,125.069,1873353.0
2022-01-05,124.7616,125.5016,122.6095,122.6841,1796262.0
2022-01-06,122.6841,123.4387,121.3891,121.8549,2453339.0
2022-01-07,121.813,122.4046,119.9311,120.029,1555529.0
2022-01-08,121.813,122.4046,119.9311,120.029,1555529.0
2022-01-09,121.813,122.4046,119.9311,120.029,1555529.0
2022-01-10,119.1532,119.1532,116.787,117.9235,2127616.0
2022-01-11,119.293,120.178,117.2993,119.9638,1847935.0
2022-01-12,121.1003,121.1003,118.7154,119.5073,1213901.0
2022-01-13,119.6656,120.1128,117.7465,117.9701,1459274.0
2022-01-14,116.9919,118.0539,115.6597,116.4516,1602300.0
2022-01-15,116.9919,118.0539,115.6597,116.4516,1602300.0
2022-01-16,116.9919,118.0539,115.6597,116.4516,1602300.0
2022-01-17,116.9919,118.0539,115.6597,116.4516,1602300.0
2022-01-18,114.4766,115.5945,113.7507,114.6163,1887909.0
2022-01-19,115.0076,115.9392,112.8742,112.9767,1714346.0
2022-01-20,112.6506,115.5479,112.4084,112.7158,1898144.0
2022-01-21,113.0046,113.6754,110.5172,110.5545,2268003.0
2022-01-22,113.0046,113.6754,110.5172,110.5545,2268003.0
2022-01-23,113.0046,113.6754,110.5172,110.5545,2268003.0
2022-01-24,110.0793,111.9891,107.4149,111.8774,3432704.0
2022-01-25,110.6936,112.2407,108.9987,110.6476,2318083.0
2022-01-26,111.4302,111.6817,105.0579,105.8032,3430470.0
2022-01-27,106.5299,107.1913,102.9898,103.968,2967270.0
2022-01-28,104.0336,108.1008,102.9652,108.0821,2813738.0
2022-01-29,104.0336,108.1008,102.9652,108.0821,2813738.0
2022-01-30,104.0336,108.1008,102.9652,108.0821,2813738.0
2022-01-31,107.2386,110.7061,106.7045,110.3594,2127734.0
2022-02-01,109.7221,110.9498,109.1879,110.678,2017610.0
2022-02-02,110.0572,112.8709,110.0572,112.5617,2065080.0
2022-02-03,111.4746,112.5242,111.0903,111.3902,2009882.0
2022-02-04,110.8279,112.8335,109.7877,112.3742,1892451.0
2022-02-05,110.8279,112.8335,109.7877,112.3742,1892451.0
2022-02-06,110.8279,112.8335,109.7877,112.3742,1892451.0
2022-02-07,112.4586,113.124,111.5871,112.4305,1386591.0
2022-02-08,112.2337,113.6581,111.6339,113.4145,1569644.0
2022-02-09,114.7171,116.4884,114.183,116.3197,2164265.0
2022-02-10,113.7893,115.2138,112.318,112.8053,2448926.0
2022-02-11,112.065,113.6019,111.2028,111.4371,2084839.0
2022-02-12,112.065,113.6019,111.2028,111.4371,2084839.0
2022-02-13,112.065,113.6019,111.2028,111.4371,2084839.0
2022-02-14,111.4839,111.8354,109.9283,111.0341,2687350.0
2022-02-15,112.14,112.5945,111.3621,112.5617,1774646.0
2022-02-16,112.2056,113.0724,110.8186,112.4773,2175171.0
2022-02-17,111.6151,111.9197,108.8505,109.038,1898053.0
2022-02-18,108.6537,109.7221,108.0258,108.56,1453012.0
2022-02-19,108.6537,109.7221,108.0258,108.56,1453012.0
2022-02-20,108.6537,109.7221,108.0258,108.56,1453012.0
2022-02-21,108.6537,109.7221,108.0258,108.56,1453012.0
2022-02-22,108.0633,109.441,107.4448,108.3257,1746889.0
2022-02-23,108.8693,109.4316,106.2171,106.4702,1743025.0
2022-02-24,104.624,108.7006,104.3897,108.5132,2456749.0
2022-02-25,108.6725,111.2309,108.2695,111.1841,1259702.0
2022-02-26,108.6725,111.2309,108.2695,111.1841,1259702.0
2022-02-27,108.6725,111.2309,108.2695,111.1841,1259702.0
2022-02-28,109.8814,111.8672,109.5032,111.5777,1689279.0
2022-03-01,111.409,112.0369,109.4972,110.1626,1468508.0
2022-03-02,110.7717,113.2927,110.5749,112.8147,1332761.0
2022-03-03,113.9018,114.3142,112.4492,112.8522,1433624.0
2022-03-04,112.2337,116.1791,111.0997,115.8136,1967798.0
2022-03-05,112.2337,116.1791,111.0997,115.8136,1967798.0
2022-03-06,112.2337,116.1791,111.0997,115.8136,1967798.0
2022-03-07,115.7855,116.985,114.2579,114.7171,2234138.0
2022-03-08,114.033,115.8979,110.8186,110.9873,1958040.0
2022-03-09,113.0865,115.0077,111.99,114.614,1679589.0
2022-03-10,112.8241,114.8296,111.1091,114.511,1317611.0
2022-03-11,115.3731,116.6477,112.8897,113.0115,1071014.0
2022-03-12,115.3731,116.6477,112.8897,113.0115,1071014.0
2022-03-13,115.3731,116.6477,112.8897,113.0115,1071014.0
2022-03-14,113.1896,114.0705,111.6433,112.3555,1116439.0
2022-03-15,113.3301,114.2486,111.4511,114.1642,1321844.0
2022-03-16,114.6984,116.8351,113.6563,116.7226,1450010.0
2022-03-17,116.554,117.8004,115.7714,117.7254,1414094.0
2022-03-18,117.791,120.5134,116.9288,120.0777,3561630.0
2022-03-19,117.791,120.5134,116.9288,120.0777,3561630.0
2022-03-20,117.791,120.5134,116.9288,120.0777,3561630.0
2022-03-21,119.4404,119.8715,117.239,118.7,1605282.0
2022-03-22,118.7563,119.9738,118.283,119.4404,1398389.0
2022-03-23,118.8687,118.8687,117.4068,117.5005,1562753.0
2022-03-24,118.3627,119.7403,117.4349,119.7122,1125851.0
2022-03-25,119.909,120.8458,118.7563,120.6212,1213424.0
2022-03-26,119.909,120.8458,118.7563,120.6212,1213424.0
2022-03-27,119.909,120.8458,118.7563,120.6212,1213424.0
2022-03-28,120.5556,122.0551,120.0121,121.7083,1812674.0
2022-03-29,122.5424,124.4167,121.9707,124.2011,2631171.0
2022-03-30,123.7044,128.915,120.4244,128.2871,2875081.0
2022-03-31,129.243,131.8296,127.8373,127.8935,3185568.0
2022-04-01,128.1747,130.1896,126.8439,130.1427,2305814.0
2022-04-02,128.1747,130.1896,126.8439,130.1427,2305814.0
2022-04-03,128.1747,130.1896,126.8439,130.1427,2305814.0
2022-04-04,130.5082,130.8362,128.5777,130.5551,2742180.0
2022-04-05,130.7893,132.9963,129.8147,130.4988,2723927.0
2022-04-06,130.2458,133.001,129.4492,132.3544,2751556.0
2022-04-07,131.5484,132.6918,130.5457,131.0517,3452086.0
2022-04-08,130.2739,132.0451,129.7074,130.5363,2396688.0
2022-04-09,130.2739,132.0451,129.7074,130.5363,2396688.0
2022-04-10,130.2739,132.0451,129.7074,130.5363,2396688.0
2022-04-11,130.9205,131.0799,128.0528,128.2403,1575625.0
2022-04-12,129.3508,130.1521,127.5655,128.006,1359652.0
2022-04-13,128.5308,129.5804,127.4531,129.2243,1394136.0
2022-04-14,129.2243,129.8053,127.856,128.0997,1574919.0
2022-04-15,129.2243,129.8053,127.856,128.0997,1574919.0
2022-04-16,129.2243,129.8053,127.856,128.0997,1574919.0
2022-04-17,129.2243,129.8053,127.856,128.0997,1574919.0
2022-04-18,127.3687,128.5683,126.4503,127.2188,1457855.0
2022-04-19,127.3968,129.1868,126.3753,128.8213,2158796.0
2022-04-20,129.8053,131.3704,129.6366,130.8549,1829846.0
2022-04-21,131.3141,132.3919,129.2337,129.6273,1650807.0
2022-04-22,129.065,129.1774,122.8985,123.0953,2375629.0
2022-04-23,129.065,129.1774,122.8985,123.0953,2375629.0
2022-04-24,129.065,129.1774,122.8985,123.0953,2375629.0
2022-04-25,123.2452,123.9856,120.2838,123.9387,2766153.0
2022-04-26,123.1984,123.995,121.3616,121.3709,2248914.0
2022-04-27,122.4768,124.5385,122.0035,122.4768,1777671.0
2022-04-28,123.5826,124.8197,122.265,124.0793,1469420.0
2022-04-29,123.6951,123.7044,118.5032,118.7656,1981541.0
2022-04-30,123.6951,123.7044,118.5032,118.7656,1981541.0
2022-05-01,123.6951,123.7044,118.5032,118.7656,1981541.0
2022-05-02,118.9156,120.8086,117.2849,119.6278,1985968.0
2022-05-03,120.1807,120.9258,119.2764,120.4713,1492153.0
2022-05-04,120.5087,124.5479,119.7028,124.1449,1916451.0
2022-05-05,123.1234,123.4139,115.6355,116.7601,2353480.0
2022-05-06,115.8042,117.0694,114.7171,116.3572,1873355.0
2022-05-07,115.8042,117.0694,114.7171,116.3572,1873355.0
2022-05-08,115.8042,117.0694,114.7171,116.3572,1873355.0
2022-05-09,115.42,115.42,112.1493,112.7116,2423651.0
2022-05-10,114.6422,115.3169,111.3809,112.5804,2248891.0
2022-05-11,111.3918,112.8823,110.9578,111.5238,2805912.0
2022-05-12,110.7974,111.5899,109.1088,111.2503,2213867.0
2022-05-13,112.1748,113.7926,111.7786,112.9106,1336860.0
2022-05-14,112.1748,113.7926,111.7786,112.9106,1336860.0
2022-05-15,112.1748,113.7926,111.7786,112.9106,1336860.0
2022-05-16,112.4861,114.1464,111.8634,113.2596,1152884.0
2022-05-17,114.8728,115.3444,114.0851,114.7313,1328536.0
2022-05-18,113.5709,113.6181,110.5144,110.788,1606778.0
2022-05-19,110.0899,110.7786,108.7126,109.2786,2290329.0
2022-05-20,110.722,111.2125,107.6372,110.6842,2266546.0
2022-05-21,110.722,111.2125,107.6372,110.6842,2266546.0
2022-05-22,110.722,111.2125,107.6372,110.6842,2266546.0
2022-05-23,111.4578,112.1748,109.6088,111.5144,1801544.0
2022-05-24,110.854,111.3729,109.1466,111.1654,1625392.0
2022-05-25,110.4484,112.2073,109.9673,111.3069,1413948.0
2022-05-26,111.9672,115.0331,111.505,114.335,1537403.0
2022-05-27,115.5331,117.0708,115.2312,117.0519,1560567.0
2022-05-28,115.5331,117.0708,115.2312,117.0519,1560567.0
2022-05-29,115.5331,117.0708,115.2312,117.0519,1560567.0
2022-05-30,115.5331,117.0708,115.2312,117.0519,1560567.0
2022-05-31,116.5331,117.684,115.2218,116.8161,2523538.0
2022-06-01,117.1651,117.75,114.6464,115.335,1483882.0
2022-06-02,115.8255,118.9292,115.1746,118.816,1551416.0
2022-06-03,118.3254,119.1863,117.7406,118.6839,1355399.0
2022-06-04,118.3254,119.1863,117.7406,118.6839,1355399.0
2022-06-05,118.3254,119.1863,117.7406,118.6839,1355399.0
2022-06-06,119.8443,120.231,118.1179,118.7971,1210716.0
2022-06-07,117.5613,119.8065,116.6651,119.5707,1238537.0
2022-06-08,118.8537,119.2594,117.6321,118.4858,1187359.0
2022-06-09,118.0707,118.4292,115.6369,115.6557,1066170.0
2022-06-10,114.1086,115.0874,112.8634,113.7973,1360077.0
2022-06-11,114.1086,115.0874,112.8634,113.7973,1360077.0
2022-06-12,114.1086,115.0874,112.8634,113.7973,1360077.0
2022-06-13,111.4295,112.1549,109.9956,110.571,1700993.0
2022-06-14,111.354,111.362,109.6088,110.8163,1509665.0
2022-06-15,111.3918,112.9483,109.7315,111.2691,1380369.0
2022-06-16,109.1371,109.5333,106.4627,107.3636,2236537.0
2022-06-17,107.3542,108.34,104.2128,106.5995,4520656.0
2022-06-18,107.3542,108.34,104.2128,106.5995,4520656.0
2022-06-19,107.3542,108.34,104.2128,106.5995,4520656.0
2022-06-20,107.3542,108.34,104.2128,106.5995,4520656.0
2022-06-21,107.741,109.939,107.6183,109.6937,1992798.0
2022-06-22,108.3825,110.4578,107.5429,109.0805,1760285.0
2022-06-23,110.1182,110.9956,108.9862,110.6654,1785543.0
2022-06-24,111.5993,115.5048,111.2691,115.4954,2321663.0
2022-06-25,111.5993,115.5048,111.2691,115.4954,2321663.0
2022-06-26,111.5993,115.5048,111.2691,115.4954,2321663.0
2022-06-27,115.401,117.6651,115.2595,115.7123,2906718.0
2022-06-28,115.7312,116.9764,112.8445,113.0898,2431957.0
2022-06-29,109.6182,111.5899,106.2693,108.3447,3477751.0
2022-06-30,106.9108,110.0192,106.774,107.4202,2692264.0
2022-07-01,107.7504,110.0239,107.0806,109.7692,1693019.0
2022-07-02,107.7504,110.0239,107.0806,109.7692,1693019.0
2022-07-03,107.7504,110.0239,107.0806,109.7692,1693019.0
2022-07-04,107.7504,110.0239,107.0806,109.7692,1693019.0
2022-07-05,108.8919,109.0334,105.392,109.0239,1427755.0
2022-07-06,109.5899,111.2408,108.6388,110.3446,1910144.0
