,CAR US Equity,CAR US Equity,CAR US Equity,CAR US Equity,CAR US Equity
2019-06-21,32.9022,33.4343,32.5507,32.5887,1015850.0
2019-06-22,32.9022,33.4343,32.5507,32.5887,1015850.0
2019-06-23,32.9022,33.4343,32.5507,32.5887,1015850.0
2019-06-24,32.7977,33.1207,32.4462,33.0827,831425.0
2019-06-25,33.1302,33.8333,32.8975,33.5198,827015.0
2019-06-26,33.7383,33.9982,32.8452,32.8737,888554.0
2019-06-27,33.0447,33.4913,32.7882,33.1017,738660.0
2019-06-28,33.3393,33.6477,33.1967,33.4058,1405837.0
2019-06-29,33.3393,33.6477,33.1967,33.4058,1405837.0
2019-06-30,33.3393,33.6477,33.1967,33.4058,1405837.0
2019-07-01,34.0043,34.4129,33.0162,33.2062,588150.0
2019-07-02,33.0922,33.1207,32.3131,32.7502,852229.0
2019-07-03,33.0257,33.1587,32.6172,33.1302,308590.0
2019-07-04,33.0257,33.1587,32.6172,33.1302,308590.0
2019-07-05,32.9497,33.2252,32.1746,33.2252,436538.0
2019-07-06,32.9497,33.2252,32.1746,33.2252,436538.0
2019-07-07,32.9497,33.2252,32.1746,33.2252,436538.0
2019-07-08,33.0257,33.2632,32.5127,32.7692,677778.0
2019-07-09,32.9687,33.2822,32.6562,33.2632,580072.0
2019-07-10,33.3583,33.5321,32.1516,33.0257,1106271.0
2019-07-11,33.2157,34.2609,32.5697,33.7383,2547033.0
2019-07-12,33.5863,34.4129,33.5863,34.0233,1330037.0
2019-07-13,33.5863,34.4129,33.5863,34.0233,1330037.0
2019-07-14,33.5863,34.4129,33.5863,34.0233,1330037.0
2019-07-15,34.4129,34.5981,33.8048,34.5459,1104419.0
2019-07-16,34.5839,35.0019,34.5554,34.6884,865666.0
2019-07-17,34.3939,34.5839,33.8333,34.3274,667525.0
2019-07-18,34.4889,34.5174,33.9473,34.0518,475520.0
2019-07-19,34.0138,34.2704,33.6528,34.0138,670829.0
2019-07-20,34.0138,34.2704,33.6528,34.0138,670829.0
2019-07-21,34.0138,34.2704,33.6528,34.0138,670829.0
2019-07-22,34.0518,34.1658,33.0922,33.2917,875226.0
2019-07-23,33.6718,34.1326,33.4153,33.6053,654916.0
2019-07-24,33.4438,34.8119,33.3203,34.5744,938206.0
2019-07-25,34.6884,34.8689,33.7953,34.1183,597736.0
2019-07-26,34.2134,34.4509,33.7668,34.2609,576875.0
2019-07-27,34.2134,34.4509,33.7668,34.2609,576875.0
2019-07-28,34.2134,34.4509,33.7668,34.2609,576875.0
2019-07-29,34.2799,34.8214,34.1991,34.4129,802718.0
2019-07-30,34.1088,34.5364,33.3719,34.3939,630865.0
2019-07-31,34.5269,34.9877,34.1088,34.5744,1146665.0
2019-08-01,34.4794,34.6789,33.4058,33.5103,1605013.0
2019-08-02,33.1207,33.4153,32.3226,33.0067,1377829.0
2019-08-03,33.1207,33.4153,32.3226,33.0067,1377829.0
2019-08-04,33.1207,33.4153,32.3226,33.0067,1377829.0
2019-08-05,32.5032,32.5667,31.4105,32.2086,1756588.0
2019-08-06,31.8286,32.4081,30.3274,32.0091,2981251.0
2019-08-07,31.42,31.8096,29.4818,29.6528,2650602.0
2019-08-08,29.9664,30.2894,29.5768,30.2134,981781.0
2019-08-09,30.1089,30.1089,29.3298,29.8429,1012672.0
2019-08-10,30.1089,30.1089,29.3298,29.8429,1012672.0
2019-08-11,30.1089,30.1089,29.3298,29.8429,1012672.0
2019-08-12,29.6433,29.6433,27.7431,27.9521,1619498.0
2019-08-13,27.8666,28.5127,27.5341,27.7716,2207593.0
2019-08-14,27.2396,27.3916,25.8049,25.8524,1803966.0
2019-08-15,25.8429,25.8429,24.527,24.8928,1712526.0
2019-08-16,25.0258,25.4154,24.8595,25.1493,1128191.0
2019-08-17,25.0258,25.4154,24.8595,25.1493,1128191.0
2019-08-18,25.0258,25.4154,24.8595,25.1493,1128191.0
2019-08-19,25.5484,25.7812,24.8928,24.9118,1126347.0
2019-08-20,24.7883,25.0543,24.7408,24.9213,1208623.0
2019-08-21,25.0923,25.1588,24.4082,24.4368,891188.0
2019-08-22,24.5793,24.7503,24.1612,24.1897,1038479.0
2019-08-23,23.8952,24.2562,23.3726,23.4581,1425624.0
2019-08-24,23.8952,24.2562,23.3726,23.4581,1425624.0
2019-08-25,23.8952,24.2562,23.3726,23.4581,1425624.0
2019-08-26,23.6387,23.6767,23.2254,23.6482,1298086.0
2019-08-27,23.6577,23.9712,22.8691,22.8976,1048433.0
2019-08-28,22.8121,23.3346,22.6696,22.8786,1000095.0
2019-08-29,23.1731,24.0282,23.1066,23.5437,801984.0
2019-08-30,23.6862,24.0377,23.4733,23.5342,887610.0
2019-08-31,23.6862,24.0377,23.4733,23.5342,887610.0
2019-09-01,23.6862,24.0377,23.4733,23.5342,887610.0
2019-09-02,23.6862,24.0377,23.4733,23.5342,887610.0
2019-09-03,23.3726,23.4961,22.777,23.0496,979013.0
2019-09-04,23.3061,23.6732,23.1256,23.1731,711758.0
2019-09-05,23.5056,24.4748,23.5056,24.0662,1215562.0
2019-09-06,24.2182,24.3702,23.7622,23.8097,603371.0
2019-09-07,24.2182,24.3702,23.7622,23.8097,603371.0
2019-09-08,24.2182,24.3702,23.7622,23.8097,603371.0
2019-09-09,24.0282,26.0044,23.9427,25.9854,1783346.0
2019-09-10,26.0899,27.1636,25.9759,26.9355,1145041.0
2019-09-11,27.1256,27.7146,26.546,27.6766,900206.0
2019-09-12,27.5626,27.9616,27.3061,27.7811,792898.0
2019-09-13,28.0187,28.6837,27.4296,27.4391,691917.0
2019-09-14,28.0187,28.6837,27.4296,27.4391,691917.0
2019-09-15,28.0187,28.6837,27.4296,27.4391,691917.0
2019-09-16,27.2776,28.3426,27.078,28.0282,1227528.0
2019-09-17,27.9902,28.4747,27.4961,28.0377,873150.0
2019-09-18,27.9997,28.1802,27.6291,28.0282,1048151.0
2019-09-19,28.0282,28.2752,27.9141,28.0377,685562.0
2019-09-20,28.0282,28.3132,27.6196,27.8761,2325873.0
2019-09-21,28.0282,28.3132,27.6196,27.8761,2325873.0
2019-09-22,28.0282,28.3132,27.6196,27.8761,2325873.0
2019-09-23,27.6576,27.8191,27.1731,27.5341,707502.0
2019-09-24,27.5056,27.5721,25.8429,25.9379,1468116.0
2019-09-25,25.8999,26.888,25.8714,26.5935,1025506.0
2019-09-26,27.0685,27.0685,26.337,26.3797,744647.0
2019-09-27,26.4035,27.0876,26.0234,26.1184,742598.0
2019-09-28,26.4035,27.0876,26.0234,26.1184,742598.0
2019-09-29,26.4035,27.0876,26.0234,26.1184,742598.0
2019-09-30,26.1184,27.002,26.0282,26.85,1059372.0
2019-10-01,26.964,27.7906,25.8429,25.8904,868172.0
2019-10-02,25.6529,25.6909,23.8572,24.5983,1825392.0
2019-10-03,24.5033,24.7123,23.6292,24.5983,1214064.0
2019-10-04,24.7313,25.0542,24.3987,25.0211,788653.0
2019-10-05,24.7313,25.0542,24.3987,25.0211,788653.0
2019-10-06,24.7313,25.0542,24.3987,25.0211,788653.0
2019-10-07,24.9878,25.3916,24.5603,25.0638,1068283.0
2019-10-08,24.5223,24.7788,24.0662,24.3797,963815.0
2019-10-09,24.6173,25.1968,24.3892,25.0828,690047.0
2019-10-10,25.2063,25.7194,25.039,25.3774,599491.0
2019-10-11,25.7479,27.2111,25.7479,26.869,780775.0
2019-10-12,25.7479,27.2111,25.7479,26.869,780775.0
2019-10-13,25.7479,27.2111,25.7479,26.869,780775.0
2019-10-14,26.736,27.0685,26.2969,27.0353,578623.0
2019-10-15,26.9925,27.8476,26.6505,27.7811,758625.0
2019-10-16,27.6956,28.4272,27.1446,27.2396,706638.0
2019-10-17,27.3726,28.0947,27.2788,28.0282,466703.0
2019-10-18,27.8951,28.3987,27.2253,27.2966,827703.0
2019-10-19,27.8951,28.3987,27.2253,27.2966,827703.0
2019-10-20,27.8951,28.3987,27.2253,27.2966,827703.0
2019-10-21,27.6386,28.1327,27.4581,27.8666,972726.0
2019-10-22,27.4866,28.5317,26.8975,28.3987,702450.0
2019-10-23,28.3607,29.5768,28.0947,29.5721,989145.0
2019-10-24,28.8643,29.5008,27.8096,28.4652,931669.0
2019-10-25,27.0115,28.8072,27.0115,28.4082,1256440.0
2019-10-26,27.0115,28.8072,27.0115,28.4082,1256440.0
2019-10-27,27.0115,28.8072,27.0115,28.4082,1256440.0
2019-10-28,28.5887,29.5008,28.5729,29.1303,1309699.0
2019-10-29,29.1018,29.2348,28.7787,28.8833,996104.0
2019-10-30,28.9973,28.9973,28.1042,28.6552,712148.0
2019-10-31,28.4557,28.6836,27.6671,28.2277,1536118.0
2019-11-01,25.8809,27.4581,25.1873,26.3655,4208515.0
2019-11-02,25.8809,27.4581,25.1873,26.3655,4208515.0
2019-11-03,25.8809,27.4581,25.1873,26.3655,4208515.0
2019-11-04,26.698,27.6481,26.5127,27.1208,1818953.0
2019-11-05,27.1921,28.3607,27.1256,28.3322,1540207.0
2019-11-06,28.1802,28.3512,27.5721,27.7906,887332.0
2019-11-07,28.1517,28.3797,27.8476,28.1089,1029581.0
2019-11-08,28.1042,29.2823,27.8704,29.2063,878554.0
2019-11-09,28.1042,29.2823,27.8704,29.2063,878554.0
2019-11-10,28.1042,29.2823,27.8704,29.2063,878554.0
2019-11-11,29.0258,29.5008,28.8357,29.4058,725929.0
2019-11-12,29.3013,29.6243,29.0068,29.4533,927971.0
2019-11-13,29.1303,29.2133,27.7241,28.3132,1469686.0
2019-11-14,28.2087,28.9593,27.8761,28.8833,1387697.0
2019-11-15,29.1398,30.0424,28.9403,30.0139,1084528.0
2019-11-16,29.1398,30.0424,28.9403,30.0139,1084528.0
2019-11-17,29.1398,30.0424,28.9403,30.0139,1084528.0
2019-11-18,29.9474,30.0139,29.2063,29.4153,1146327.0
2019-11-19,29.7003,29.7003,28.3512,28.3512,922103.0
2019-11-20,28.0947,28.1612,27.04,27.1541,1157748.0
2019-11-21,27.4676,27.5721,26.774,27.2776,795870.0
2019-11-22,27.6291,28.3132,27.4201,27.7669,1110141.0
2019-11-23,27.6291,28.3132,27.4201,27.7669,1110141.0
2019-11-24,27.6291,28.3132,27.4201,27.7669,1110141.0
2019-11-25,27.9141,28.9878,27.8856,28.9498,1198264.0
2019-11-26,28.9308,29.2767,28.5887,28.7407,695942.0
2019-11-27,28.9118,29.1588,28.7027,29.0828,585205.0
2019-11-28,28.9118,29.1588,28.7027,29.0828,585205.0
2019-11-29,28.9498,29.1588,28.1897,28.2657,583331.0
2019-11-30,28.9498,29.1588,28.1897,28.2657,583331.0
2019-12-01,28.9498,29.1588,28.1897,28.2657,583331.0
2019-12-02,28.1802,28.8833,28.1612,28.1802,696074.0
2019-12-03,27.5911,27.8856,27.2776,27.8761,710748.0
2019-12-04,28.1422,28.8547,28.1422,28.3607,630375.0
2019-12-05,28.6267,28.7122,28.1517,28.3037,397706.0
2019-12-06,28.5697,29.6338,28.5032,29.6053,789030.0
2019-12-07,28.5697,29.6338,28.5032,29.6053,789030.0
2019-12-08,28.5697,29.6338,28.5032,29.6053,789030.0
2019-12-09,29.5103,30.5459,29.4581,30.2229,1473947.0
2019-12-10,30.2989,30.5744,29.8904,30.5364,802668.0
2019-12-11,30.7265,31.2015,30.4315,30.8975,732056.0
2019-12-12,30.9165,31.6671,29.1588,29.5483,2909002.0
2019-12-13,29.4533,29.7764,28.4605,29.7383,1464916.0
2019-12-14,29.4533,29.7764,28.4605,29.7383,1464916.0
2019-12-15,29.4533,29.7764,28.4605,29.7383,1464916.0
2019-12-16,30.1754,31.6766,30.1754,30.4794,1163254.0
2019-12-17,30.4889,30.8785,30.2419,30.679,640497.0
2019-12-18,30.8975,31.3535,30.7502,30.926,573818.0
2019-12-19,31.0875,31.2015,30.5934,30.7835,701368.0
2019-12-20,30.8975,31.6291,30.7835,31.249,1345751.0
2019-12-21,30.8975,31.6291,30.7835,31.249,1345751.0
2019-12-22,30.8975,31.6291,30.7835,31.249,1345751.0
2019-12-23,31.3535,31.5626,31.0305,31.2965,1377492.0
2019-12-24,31.3345,31.6576,31.2823,31.325,174149.0
2019-12-25,31.3345,31.6576,31.2823,31.325,174149.0
2019-12-26,31.306,31.439,30.7265,31.04,363141.0
2019-12-27,31.2965,31.344,30.7455,30.774,694138.0
2019-12-28,31.2965,31.344,30.7455,30.774,694138.0
2019-12-29,31.2965,31.344,30.7455,30.774,694138.0
2019-12-30,30.7455,31.6101,30.3084,31.0495,709246.0
2019-12-31,30.945,31.344,30.5649,30.6314,783262.0
2020-01-01,30.945,31.344,30.5649,30.6314,783262.0
2020-01-02,30.926,31.7716,30.6124,31.6671,1315489.0
2020-01-03,31.116,31.4865,30.8215,31.04,1071640.0
2020-01-04,31.116,31.4865,30.8215,31.04,1071640.0
2020-01-05,31.116,31.4865,30.8215,31.04,1071640.0
2020-01-06,30.6314,31.3535,30.412,31.23,645703.0
2020-01-07,31.0685,31.9616,30.8975,31.3725,749953.0
2020-01-08,31.477,32.3131,31.268,31.9426,614060.0
2020-01-09,32.4652,34.0328,32.4081,33.7763,2158491.0
2020-01-10,33.7098,33.9378,32.5792,32.7787,1567720.0
2020-01-11,33.7098,33.9378,32.5792,32.7787,1567720.0
2020-01-12,33.7098,33.9378,32.5792,32.7787,1567720.0
2020-01-13,33.0922,34.1896,33.0542,33.9331,1451443.0
2020-01-14,33.6148,35.097,33.5245,34.6599,1443836.0
2020-01-15,34.4889,34.8119,33.9188,34.0423,1274922.0
2020-01-16,34.3654,34.8499,33.9473,34.0898,1075200.0
2020-01-17,34.2514,34.2894,33.0352,33.2442,632347.0
2020-01-18,34.2514,34.2894,33.0352,33.2442,632347.0
2020-01-19,34.2514,34.2894,33.0352,33.2442,632347.0
2020-01-20,34.2514,34.2894,33.0352,33.2442,632347.0
2020-01-21,33.0447,33.3678,32.5317,32.9117,769064.0
2020-01-22,33.1492,33.1682,32.5982,32.7882,636539.0
2020-01-23,32.5317,32.9592,31.4295,32.8357,630577.0
2020-01-24,32.9212,33.0538,32.0519,32.4937,462819.0
2020-01-25,32.9212,33.0538,32.0519,32.4937,462819.0
2020-01-26,32.9212,33.0538,32.0519,32.4937,462819.0
2020-01-27,31.6196,31.9616,30.8357,31.116,1671902.0
2020-01-28,31.5341,32.2751,31.3535,32.0756,1395570.0
2020-01-29,32.3036,32.7692,31.8381,31.8951,456233.0
2020-01-30,31.4295,31.7241,31.0342,31.6956,427056.0
2020-01-31,31.401,31.5436,30.698,31.1635,610739.0
2020-02-01,31.401,31.5436,30.698,31.1635,610739.0
2020-02-02,31.401,31.5436,30.698,31.1635,610739.0
2020-02-03,31.344,31.5341,30.945,31.192,519445.0
2020-02-04,31.8096,33.0162,31.3445,32.6742,668986.0
2020-02-05,32.3654,33.9663,32.3654,33.7003,632157.0
2020-02-06,34.0708,34.3654,32.7787,32.8357,1243311.0
2020-02-07,32.5412,33.2252,32.2086,33.1302,417249.0
2020-02-08,32.5412,33.2252,32.2086,33.1302,417249.0
2020-02-09,32.5412,33.2252,32.2086,33.1302,417249.0
2020-02-10,33.4438,35.6765,33.249,35.477,1218051.0
2020-02-11,35.7905,36.8356,35.648,36.6741,1543648.0
2020-02-12,37.3487,39.4484,37.0542,38.8404,1887543.0
2020-02-13,38.4413,39.5876,37.8998,39.4104,1356044.0
2020-02-14,39.3154,39.7905,38.5838,39.2394,629379.0
2020-02-15,39.3154,39.7905,38.5838,39.2394,629379.0
2020-02-16,39.3154,39.7905,38.5838,39.2394,629379.0
2020-02-17,39.3154,39.7905,38.5838,39.2394,629379.0
2020-02-18,39.1919,39.724,38.9164,39.2537,634345.0
2020-02-19,39.4864,41.2346,38.9639,41.0256,1954824.0
2020-02-20,46.3082,50.3367,45.1776,47.8284,5763398.0
2020-02-21,47.0968,47.2298,44.9116,45.5481,3080192.0
2020-02-22,47.0968,47.2298,44.9116,45.5481,3080192.0
2020-02-23,47.0968,47.2298,44.9116,45.5481,3080192.0
2020-02-24,43.4579,44.5125,40.8879,41.9472,2203362.0
2020-02-25,42.1752,43.6004,37.9853,38.2133,2577087.0
2020-02-26,38.3653,38.4271,34.0491,34.2229,3273181.0
2020-02-27,32.5887,33.0305,28.5602,30.4177,4847186.0
2020-02-28,29.4533,31.382,28.7977,30.7597,3368581.0
2020-02-29,29.4533,31.382,28.7977,30.7597,3368581.0
2020-03-01,29.4533,31.382,28.7977,30.7597,3368581.0
2020-03-02,31.1065,31.23,29.341,30.6695,2263042.0
2020-03-03,30.793,31.2585,28.2752,28.4367,2168919.0
2020-03-04,28.9023,29.0276,26.9355,27.4676,2503234.0
2020-03-05,26.3655,26.603,23.3608,23.6292,3721107.0
