,OBK US Equity,OBK US Equity,OBK US Equity,OBK US Equity,OBK US Equity
2020-04-27,18.6663,20.5536,18.6663,20.225,47671.0
2020-04-28,20.6569,20.6569,19.9714,20.516,74010.0
2020-04-29,20.6569,22.7836,20.4888,22.0184,92947.0
2020-04-30,21.3235,21.5489,20.6005,20.9292,50770.0
2020-05-01,20.4691,20.4691,19.2297,20.056,64128.0
2020-05-02,20.4691,20.4691,19.2297,20.056,64128.0
2020-05-03,20.4691,20.4691,19.2297,20.056,64128.0
2020-05-04,19.8682,20.4362,19.4644,19.9527,50335.0
2020-05-05,20.3658,20.3658,18.732,18.7978,34391.0
2020-05-06,18.9292,18.9949,17.5583,17.9151,54636.0
2020-05-07,18.0654,19.0039,17.6335,18.1123,45068.0
2020-05-08,18.6475,20.1968,18.6475,19.3517,58916.0
2020-05-09,18.6475,20.1968,18.6475,19.3517,58916.0
2020-05-10,18.6475,20.1968,18.6475,19.3517,58916.0
2020-05-11,19.0137,19.624,17.9527,18.1968,59205.0
2020-05-12,18.3189,18.3189,16.9762,17.0795,49253.0
2020-05-13,17.0513,17.718,16.2814,16.7602,76045.0
2020-05-14,16.319,16.319,15.0826,16.2624,126887.0
2020-05-15,16.234,17.4044,16.0642,17.1401,50679.0
2020-05-16,16.234,17.4044,16.0642,17.1401,50679.0
2020-05-17,16.234,17.4044,16.0642,17.1401,50679.0
2020-05-18,17.9518,18.7352,17.4516,18.6408,87111.0
2020-05-19,18.4143,18.4143,17.0363,17.1779,41596.0
2020-05-20,17.461,18.4521,17.3855,18.3671,72736.0
2020-05-21,18.3482,18.4898,17.8905,17.9707,45355.0
2020-05-22,18.1595,18.3482,17.2062,17.5271,93749.0
2020-05-23,18.1595,18.3482,17.2062,17.5271,93749.0
2020-05-24,18.1595,18.3482,17.2062,17.5271,93749.0
2020-05-25,18.1595,18.3482,17.2062,17.5271,93749.0
2020-05-26,18.1689,20.1887,17.8291,19.1033,116461.0
2020-05-27,19.8018,21.411,19.6602,21.293,64051.0
2020-05-28,21.4724,21.4724,19.6791,19.9528,52955.0
2020-05-29,19.7074,20.6701,19.1883,19.6885,117236.0
2020-05-30,19.7074,20.6701,19.1883,19.6885,117236.0
2020-05-31,19.7074,20.6701,19.1883,19.6885,117236.0
2020-06-01,19.8961,19.8961,18.8107,18.8862,56876.0
2020-06-02,19.226,19.3629,18.3011,18.6692,98043.0
2020-06-03,19.226,19.7829,18.6692,19.2166,123597.0
2020-06-04,19.0656,20.453,19.0656,20.4341,80315.0
2020-06-05,21.765,22.5106,21.3308,21.7461,100963.0
2020-06-06,21.765,22.5106,21.3308,21.7461,100963.0
2020-06-07,21.765,22.5106,21.3308,21.7461,100963.0
2020-06-08,21.9915,22.2605,21.6139,22.1425,61096.0
2020-06-09,21.5667,22.3879,21.2175,21.7272,49453.0
2020-06-10,21.6989,21.6989,20.151,20.2359,50342.0
2020-06-11,19.7734,19.7734,18.9098,19.1694,94738.0
2020-06-12,20.1415,20.1415,18.4426,19.1977,71685.0
2020-06-13,20.1415,20.1415,18.4426,19.1977,71685.0
2020-06-14,20.1415,20.1415,18.4426,19.1977,71685.0
2020-06-15,18.3482,20.8589,18.3482,20.6323,123789.0
2020-06-16,21.5101,22.0764,20.5568,20.6512,78776.0
2020-06-17,20.6512,20.6512,19.4809,19.7451,52787.0
2020-06-18,19.4148,20.4625,19.4148,20.3209,99358.0
2020-06-19,20.6135,20.6135,19.8206,20.0472,108393.0
2020-06-20,20.6135,20.6135,19.8206,20.0472,108393.0
2020-06-21,20.6135,20.6135,19.8206,20.0472,108393.0
2020-06-22,19.8961,20.6276,19.6791,20.1793,74082.0
2020-06-23,20.5757,21.109,19.9717,20.5852,92173.0
2020-06-24,20.1699,20.5993,19.4903,19.6885,96544.0
2020-06-25,19.4714,20.5144,19.3298,20.0377,65626.0
2020-06-26,20.0377,20.0377,18.9051,19.1222,386264.0
2020-06-27,20.0377,20.0377,18.9051,19.1222,386264.0
2020-06-28,20.0377,20.0377,18.9051,19.1222,386264.0
2020-06-29,19.5092,20.2642,19.462,20.0094,86193.0
2020-06-30,19.7451,21.0288,19.7451,20.7645,77608.0
2020-07-01,20.6135,20.7928,19.2166,19.4997,72595.0
2020-07-02,20.1227,20.1227,19.2355,19.3204,33482.0
2020-07-03,20.1227,20.1227,19.2355,19.3204,33482.0
2020-07-04,20.1227,20.1227,19.2355,19.3204,33482.0
2020-07-05,20.1227,20.1227,19.2355,19.3204,33482.0
2020-07-06,19.9056,20.0849,19.2921,19.4525,38945.0
2020-07-07,19.2071,19.2071,18.5181,18.6786,37986.0
2020-07-08,18.5653,19.3413,18.0651,18.2633,77419.0
2020-07-09,18.1029,18.2633,17.1024,17.1968,66156.0
2020-07-10,17.4044,18.1878,17.3289,18.0651,59301.0
2020-07-11,17.4044,18.1878,17.3289,18.0651,59301.0
2020-07-12,17.4044,18.1878,17.3289,18.0651,59301.0
2020-07-13,18.4143,19.2355,17.8055,18.4898,61930.0
2020-07-14,18.3954,19.1505,18.2963,18.6314,71610.0
2020-07-15,19.2071,20.5002,19.2071,20.151,132049.0
2020-07-16,20.1887,20.2926,19.4431,19.8112,43477.0
2020-07-17,19.6791,19.8961,19.1788,19.2543,44650.0
2020-07-18,19.6791,19.8961,19.1788,19.2543,44650.0
2020-07-19,19.6791,19.8961,19.1788,19.2543,44650.0
2020-07-20,19.0467,19.1788,18.773,18.773,19955.0
2020-07-21,19.0373,20.0849,19.0373,19.9245,35165.0
2020-07-22,19.5847,19.7546,19.1316,19.613,46802.0
2020-07-23,19.7451,21.0571,19.7451,20.8683,70635.0
2020-07-24,21.0193,21.5573,21.0193,21.1609,50630.0
2020-07-25,21.0193,21.5573,21.0193,21.1609,50630.0
2020-07-26,21.0193,21.5573,21.0193,21.1609,50630.0
2020-07-27,21.142,21.8216,20.7645,21.7555,55179.0
2020-07-28,21.6423,22.1425,21.3356,21.9348,41415.0
2020-07-29,21.8499,22.7937,21.7366,22.6616,80184.0
2020-07-30,22.1897,23.1335,21.8782,23.0014,102617.0
2020-07-31,22.9353,23.0958,22.2935,22.4068,116213.0
2020-08-01,22.9353,23.0958,22.2935,22.4068,116213.0
2020-08-02,22.9353,23.0958,22.2935,22.4068,116213.0
2020-08-03,22.4256,23.1901,21.6611,21.7461,59159.0
2020-08-04,21.7083,21.8027,20.991,21.1986,36180.0
2020-08-05,21.5384,22.3124,21.1892,22.218,47352.0
2020-08-06,22.1142,22.5672,21.765,22.4068,37418.0
2020-08-07,22.3784,23.5205,22.0198,23.5205,36086.0
2020-08-08,22.3784,23.5205,22.0198,23.5205,36086.0
2020-08-09,22.3784,23.5205,22.0198,23.5205,36086.0
2020-08-10,23.596,24.187,23.0297,23.5394,74176.0
2020-08-11,24.0679,24.5965,23.3789,23.3978,81198.0
2020-08-12,23.9452,24.049,23.2845,23.5866,36600.0
2020-08-13,23.39,23.4563,22.85,23.0489,15729.0
2020-08-14,22.7837,23.551,22.7837,23.39,32416.0
2020-08-15,22.7837,23.551,22.7837,23.39,32416.0
2020-08-16,22.7837,23.551,22.7837,23.39,32416.0
2020-08-17,23.2479,23.5131,22.9637,23.2479,38976.0
2020-08-18,23.1342,23.1342,22.0732,22.3953,31889.0
2020-08-19,22.4332,22.9826,22.2721,22.5942,27607.0
2020-08-20,22.1584,22.4616,21.9026,22.13,19799.0
2020-08-21,22.0732,22.0732,21.5711,21.8458,26920.0
2020-08-22,22.0732,22.0732,21.5711,21.8458,26920.0
2020-08-23,22.0732,22.0732,21.5711,21.8458,26920.0
2020-08-24,22.1774,22.6889,21.6753,22.6795,27531.0
2020-08-25,22.9637,23.0584,22.3763,22.8121,24512.0
2020-08-26,22.7742,22.7742,22.1963,22.2626,22353.0
2020-08-27,22.2626,23.0016,22.2626,22.9068,18920.0
2020-08-28,23.1816,23.2668,21.9429,22.4995,38021.0
2020-08-29,23.1816,23.2668,21.9429,22.4995,38021.0
2020-08-30,23.1816,23.2668,21.9429,22.4995,38021.0
2020-08-31,22.3763,23.66,22.3763,22.4332,47939.0
2020-09-01,22.3479,24.4321,22.2437,22.651,37244.0
2020-09-02,22.5184,22.9163,22.4332,22.6605,29061.0
2020-09-03,23.9205,24.4557,22.9163,23.1058,42427.0
2020-09-04,23.7594,24.1573,22.9305,23.8163,64579.0
2020-09-05,23.7594,24.1573,22.9305,23.8163,64579.0
2020-09-06,23.7594,24.1573,22.9305,23.8163,64579.0
2020-09-07,23.7594,24.1573,22.9305,23.8163,64579.0
2020-09-08,23.7405,23.7405,22.1774,22.3289,34043.0
2020-09-09,22.7553,22.7742,22.0258,22.1584,37728.0
2020-09-10,22.6321,22.6321,21.6279,21.6279,29724.0
2020-09-11,21.6374,21.6374,21.0785,21.1827,41729.0
2020-09-12,21.6374,21.6374,21.0785,21.1827,41729.0
2020-09-13,21.6374,21.6374,21.0785,21.1827,41729.0
2020-09-14,21.2679,22.1584,19.1459,22.0921,69271.0
2020-09-15,21.429,21.429,20.3964,20.529,44678.0
2020-09-16,20.6237,21.4574,20.5479,21.0785,30968.0
2020-09-17,20.7374,21.1258,20.5385,20.5953,13566.0
2020-09-18,20.9079,20.9079,20.2022,20.709,108456.0
2020-09-19,20.9079,20.9079,20.2022,20.709,108456.0
2020-09-20,20.9079,20.9079,20.2022,20.709,108456.0
2020-09-21,20.0553,20.7848,18.6248,19.2122,56327.0
2020-09-22,19.1174,19.5343,18.9943,19.2974,46941.0
2020-09-23,19.1174,19.591,18.5585,18.5869,55347.0
2020-09-24,18.7764,19.2501,18.3785,18.7196,28323.0
2020-09-25,18.7101,19.4159,18.7101,19.2406,42566.0
2020-09-26,18.7101,19.4159,18.7101,19.2406,42566.0
2020-09-27,18.7101,19.4159,18.7101,19.2406,42566.0
2020-09-28,19.468,20.2922,19.468,20.1311,26165.0
2020-09-29,19.989,20.0269,19.5153,19.9701,22909.0
2020-09-30,19.8469,20.6995,19.8469,20.2353,30384.0
2020-10-01,20.169,20.6521,20.1027,20.4627,35293.0
2020-10-02,19.8943,21.2584,19.8943,21.0974,18235.0
2020-10-03,19.8943,21.2584,19.8943,21.0974,18235.0
2020-10-04,19.8943,21.2584,19.8943,21.0974,18235.0
2020-10-05,21.5711,22.3053,21.3106,22.0353,28453.0
2020-10-06,22.0353,23.0489,21.2253,21.9121,34748.0
2020-10-07,22.4521,23.3994,22.2247,22.7268,48047.0
2020-10-08,22.9637,23.5794,22.7742,23.39,41782.0
2020-10-09,23.39,23.6268,23.21,23.3142,62652.0
2020-10-10,23.39,23.6268,23.21,23.3142,62652.0
2020-10-11,23.39,23.6268,23.21,23.3142,62652.0
2020-10-12,23.191,23.2763,21.8184,22.5374,35362.0
2020-10-13,22.2247,22.2247,20.7374,21.7984,15688.0
2020-10-14,20.8472,22.31,20.8472,21.0595,31007.0
2020-10-15,20.5953,22.6226,20.2637,22.2532,59000.0
2020-10-16,22.1111,22.6558,21.9121,22.0542,33424.0
2020-10-17,22.1111,22.6558,21.9121,22.0542,33424.0
2020-10-18,22.1111,22.6558,21.9121,22.0542,33424.0
2020-10-19,22.1774,22.2626,21.9026,21.969,11622.0
2020-10-20,22.2342,22.4616,21.3248,22.2342,37401.0
2020-10-21,22.0637,22.3384,21.7416,22.0069,15948.0
2020-10-22,21.8647,23.3284,21.3248,23.0963,48419.0
2020-10-23,23.2289,23.4864,22.651,23.2195,18547.0
2020-10-24,23.2289,23.4864,22.651,23.2195,18547.0
2020-10-25,23.2289,23.4864,22.651,23.2195,18547.0
2020-10-26,22.8026,22.8216,22.1963,22.8026,16866.0
2020-10-27,22.5563,22.5563,21.5805,21.95,26785.0
2020-10-28,21.8837,23.3899,21.2206,21.6469,42593.0
2020-10-29,21.3437,21.8411,21.1353,21.59,27196.0
2020-10-30,21.7416,21.9784,19.7143,21.1921,61637.0
2020-10-31,21.7416,21.9784,19.7143,21.1921,61637.0
2020-11-01,21.7416,21.9784,19.7143,21.1921,61637.0
2020-11-02,21.6848,22.0258,21.4953,21.789,82243.0
2020-11-03,21.8363,22.9542,21.6584,22.7363,80970.0
2020-11-04,22.13,22.149,21.05,21.4669,49191.0
2020-11-05,21.4574,22.0068,21.4574,21.6848,39772.0
2020-11-06,21.789,22.4615,21.5142,21.5995,22680.0
2020-11-07,21.789,22.4615,21.5142,21.5995,22680.0
2020-11-08,21.789,22.4615,21.5142,21.5995,22680.0
2020-11-09,23.5321,24.6121,23.5321,24.0152,142496.0
2020-11-10,23.8826,24.3021,23.6079,23.6837,174072.0
2020-11-11,23.8636,23.8968,23.2052,23.7689,46714.0
2020-11-12,23.398,23.7404,22.8844,23.6358,34314.0
2020-11-13,24.0352,24.6249,23.9496,24.3206,26669.0
2020-11-14,24.0352,24.6249,23.9496,24.3206,26669.0
2020-11-15,24.0352,24.6249,23.9496,24.3206,26669.0
2020-11-16,24.9578,25.6046,23.9496,24.8342,151310.0
2020-11-17,24.6154,24.9293,24.1018,24.5489,50564.0
2020-11-18,24.1018,24.7058,24.1018,24.4633,40870.0
2020-11-19,24.3396,24.9959,24.3396,24.9674,36273.0
2020-11-20,24.6725,25.2051,24.273,24.5393,84031.0
2020-11-21,24.6725,25.2051,24.273,24.5393,84031.0
2020-11-22,24.6725,25.2051,24.273,24.5393,84031.0
2020-11-23,24.7296,24.8152,24.2635,24.5298,46979.0
2020-11-24,24.9388,25.091,24.5679,24.7296,107568.0
2020-11-25,24.5203,26.3227,24.2064,26.2514,150507.0
2020-11-26,24.5203,26.3227,24.2064,26.2514,150507.0
2020-11-27,26.0136,26.0136,25.2622,25.6712,40282.0
2020-11-28,26.0136,26.0136,25.2622,25.6712,40282.0
2020-11-29,26.0136,26.0136,25.2622,25.6712,40282.0
2020-11-30,25.4905,25.6997,24.3967,24.4537,94565.0
2020-12-01,24.644,25.3098,24.4014,24.9388,111636.0
2020-12-02,24.7296,25.9232,23.845,25.7568,69318.0
2020-12-03,26.1087,28.6863,25.7758,26.1563,42556.0
2020-12-04,26.5367,27.6781,26.1277,27.4879,118200.0
2020-12-05,26.5367,27.6781,26.1277,27.4879,118200.0
2020-12-06,26.5367,27.6781,26.1277,27.4879,118200.0
2020-12-07,27.5164,27.5164,26.6128,26.9552,31040.0
2020-12-08,26.6223,27.7922,26.6223,27.602,45437.0
2020-12-09,27.8873,28.1537,27.1217,27.4308,51443.0
2020-12-10,27.2786,27.6686,27.155,27.602,15564.0
2020-12-11,27.212,27.4023,26.104,26.9647,45121.0
2020-12-12,27.212,27.4023,26.104,26.9647,45121.0
2020-12-13,27.212,27.4023,26.104,26.9647,45121.0
2020-12-14,27.3357,27.388,26.7174,26.746,36859.0
2020-12-15,27.0789,27.8208,26.5177,27.3832,53252.0
2020-12-16,27.6305,27.6305,27.0599,27.0599,46665.0
2020-12-17,27.2406,27.3357,26.5272,27.2596,34971.0
2020-12-18,27.4593,27.583,26.0707,26.2133,189720.0
2020-12-19,27.4593,27.583,26.0707,26.2133,189720.0
2020-12-20,27.4593,27.583,26.0707,26.2133,189720.0
2020-12-21,26.0707,26.1943,24.7296,25.3098,135127.0
2020-12-22,25.3098,25.3098,24.7438,24.9864,57697.0
2020-12-23,25.1956,25.8871,24.6154,25.6617,75525.0
2020-12-24,25.8329,26.2609,25.519,26.2609,47132.0
2020-12-25,25.8329,26.2609,25.519,26.2609,47132.0
2020-12-26,25.8329,26.2609,25.519,26.2609,47132.0
2020-12-27,25.8329,26.2609,25.519,26.2609,47132.0
2020-12-28,26.318,27.155,26.0802,26.8601,81258.0
2020-12-29,27.0599,27.1264,25.7283,26.2989,62137.0
2020-12-30,26.4036,26.6699,26.2133,26.2989,25292.0
2020-12-31,26.2704,26.5843,26.1087,26.4131,44937.0
2021-01-01,26.2704,26.5843,26.1087,26.4131,44937.0
2021-01-02,26.2704,26.5843,26.1087,26.4131,44937.0
2021-01-03,26.2704,26.5843,26.1087,26.4131,44937.0
2021-01-04,26.6604,26.6604,25.8425,26.2419,40559.0
2021-01-05,26.318,27.0408,26.1896,26.8031,52022.0
2021-01-06,27.5544,30.0369,27.0123,29.8657,167794.0
2021-01-07,29.8086,30.16,29.3426,29.5709,67455.0
2021-01-08,29.8086,29.8086,28.1156,28.7719,60200.0
2021-01-09,29.8086,29.8086,28.1156,28.7719,60200.0
2021-01-10,29.8086,29.8086,28.1156,28.7719,60200.0
2021-01-11,28.2488,28.9003,28.2298,28.42,32467.0
2021-01-12,28.7148,29.238,28.3819,28.5627,63311.0
2021-01-13,28.8004,28.8004,27.7732,28.1727,32594.0
2021-01-14,28.3344,28.8147,28.3344,28.7339,34876.0
2021-01-15,28.2868,29.1619,27.7066,28.8004,48699.0
2021-01-16,28.2868,29.1619,27.7066,28.8004,48699.0
2021-01-17,28.2868,29.1619,27.7066,28.8004,48699.0
2021-01-18,28.2868,29.1619,27.7066,28.8004,48699.0
2021-01-19,29.2094,29.2094,28.3823,28.6673,47377.0
2021-01-20,28.6102,28.8765,28.3154,28.7909,27713.0
2021-01-21,28.6673,28.83,28.2012,28.4105,33688.0
2021-01-22,28.0681,28.867,27.9634,28.8004,45142.0
2021-01-23,28.0681,28.867,27.9634,28.8004,45142.0
2021-01-24,28.0681,28.867,27.9634,28.8004,45142.0
2021-01-25,28.3915,28.8099,27.8017,28.5151,33979.0
2021-01-26,29.0572,29.0572,27.7352,27.8208,31525.0
2021-01-27,26.9933,27.9729,26.2514,27.583,92206.0
2021-01-28,28.3249,28.8385,27.6163,28.401,126066.0
2021-01-29,30.4269,30.8121,28.7276,30.0464,95342.0
2021-01-30,30.4269,30.8121,28.7276,30.0464,95342.0
2021-01-31,30.4269,30.8121,28.7276,30.0464,95342.0
2021-02-01,30.5315,31.6555,29.3331,29.9513,68462.0
2021-02-02,30.3032,31.3019,30.1891,30.4935,75368.0
2021-02-03,30.3888,30.6504,29.8182,30.503,41927.0
2021-02-04,30.5315,31.8441,30.3888,31.6253,49079.0
2021-02-05,31.8441,32.1009,31.0451,31.9772,56594.0
2021-02-06,31.8441,32.1009,31.0451,31.9772,56594.0
2021-02-07,31.8441,32.1009,31.0451,31.9772,56594.0
2021-02-08,32.0058,32.5099,30.8835,32.2436,84804.0
2021-02-09,31.9772,32.001,30.4174,31.3305,52309.0
2021-02-10,31.359,31.4826,30.8454,30.9025,42028.0
2021-02-11,30.9025,31.4272,30.0056,30.4922,50008.0
2021-02-12,30.435,31.5703,30.435,31.5703,50452.0
2021-02-13,30.435,31.5703,30.435,31.5703,50452.0
2021-02-14,30.435,31.5703,30.435,31.5703,50452.0
2021-02-15,30.435,31.5703,30.435,31.5703,50452.0
2021-02-16,31.742,32.1428,31.589,31.9901,56381.0
2021-02-17,31.7993,32.4385,31.7134,32.2668,36915.0
2021-02-18,32.095,32.2477,31.2841,31.389,44845.0
2021-02-19,31.5131,32.4719,31.5131,32.2668,38129.0
2021-02-20,31.5131,32.4719,31.5131,32.2668,38129.0
2021-02-21,31.5131,32.4719,31.5131,32.2668,38129.0
2021-02-22,32.0569,32.8822,32.0092,32.7152,65062.0
2021-02-23,32.8201,33.3353,32.2604,32.4194,87270.0
2021-02-24,32.7915,33.7265,32.7915,33.3353,66233.0
2021-02-25,33.3926,33.7838,32.9442,33.3926,76958.0
2021-02-26,33.1922,33.6597,32.6866,32.6866,56689.0
2021-02-27,33.1922,33.6597,32.6866,32.6866,56689.0
2021-02-28,33.1922,33.6597,32.6866,32.6866,56689.0
2021-03-01,33.4403,33.8505,32.4055,33.8028,44988.0
2021-03-02,33.612,33.8028,32.9871,33.0205,42431.0
2021-03-03,33.3735,35.1481,33.3735,34.2513,78039.0
2021-03-04,34.4898,35.8064,34.4898,35.587,105027.0
2021-03-05,36.2548,38.3061,35.9972,37.6382,207226.0
2021-03-06,36.2548,38.3061,35.9972,37.6382,207226.0
2021-03-07,36.2548,38.3061,35.9972,37.6382,207226.0
2021-03-08,37.6859,39.4223,37.4856,39.2888,140423.0
2021-03-09,39.2124,39.8803,38.5828,39.4033,68563.0
2021-03-10,39.8612,40.7294,39.5845,40.6817,154743.0
2021-03-11,41.0252,42.8999,40.0712,41.092,136532.0
2021-03-12,41.5022,41.9697,40.8296,41.445,58866.0
2021-03-13,41.5022,41.9697,40.8296,41.445,58866.0
2021-03-14,41.5022,41.9697,40.8296,41.445,58866.0
