,RS US Equity,RS US Equity,RS US Equity,RS US Equity,RS US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2022-08-02,186.531,186.531,180.0328,181.3656,374474.0
2022-08-03,182.3675,182.3675,175.9958,176.3557,493554.0
2022-08-04,176.3655,181.8568,175.1397,180.5873,356974.0
2022-08-05,179.313,185.0329,179.313,183.4765,251440.0
2022-08-06,179.313,185.0329,179.313,183.4765,251440.0
2022-08-07,179.313,185.0329,179.313,183.4765,251440.0
2022-08-08,185.0719,188.1848,178.311,182.7955,552842.0
2022-08-09,183.9532,185.5874,182.842,184.887,273442.0
2022-08-10,186.7742,189.5369,185.8501,188.6517,274796.0
2022-08-11,189.391,193.574,188.7438,188.7879,270667.0
2022-08-12,189.4591,192.3385,187.7834,191.8327,208280.0
2022-08-13,189.4591,192.3385,187.7834,191.8327,208280.0
2022-08-14,189.4591,192.3385,187.7834,191.8327,208280.0
2022-08-15,189.1478,190.9961,187.5524,190.714,201528.0
2022-08-16,191.8327,193.4475,191.4728,192.0564,200085.0
2022-08-17,190.0136,190.4805,188.5058,189.498,159231.0
2022-08-18,190.3922,192.1999,189.9231,190.6267,201342.0
2022-08-19,189.6886,190.1088,186.5617,187.3043,302359.0
2022-08-20,189.6886,190.1088,186.5617,187.3043,302359.0
2022-08-21,189.6886,190.1088,186.5617,187.3043,302359.0
2022-08-22,184.9591,186.4346,182.8875,183.9917,220123.0
2022-08-23,184.9786,189.5518,184.9786,185.7017,284325.0
2022-08-24,184.3239,186.1903,183.6985,185.6431,325978.0
2022-08-25,186.6007,191.7358,186.6007,191.5355,268773.0
2022-08-26,192.1413,193.48,189.2685,190.1576,214734.0
2022-08-27,192.1413,193.48,189.2685,190.1576,214734.0
2022-08-28,192.1413,193.48,189.2685,190.1576,214734.0
2022-08-29,188.8482,194.4279,188.4281,191.3303,338111.0
2022-08-30,191.555,191.555,184.109,185.2229,333132.0
2022-08-31,185.1252,185.1252,181.0211,183.6888,503944.0
2022-09-01,181.3924,181.3924,177.0245,179.057,368591.0
2022-09-02,182.3012,184.793,178.6417,179.7215,291456.0
2022-09-03,182.3012,184.793,178.6417,179.7215,291456.0
2022-09-04,182.3012,184.793,178.6417,179.7215,291456.0
2022-09-05,182.3012,184.793,178.6417,179.7215,291456.0
2022-09-06,180.6009,182.653,178.7907,180.2882,561528.0
2022-09-07,178.8322,184.5487,176.8681,184.0406,270746.0
2022-09-08,182.7409,186.6105,181.2556,186.0047,373774.0
2022-09-09,188.0274,192.9084,188.0274,192.6787,322538.0
2022-09-10,188.0274,192.9084,188.0274,192.6787,322538.0
2022-09-11,188.0274,192.9084,188.0274,192.6787,322538.0
2022-09-12,193.783,194.1543,188.731,189.1218,338443.0
2022-09-13,184.9786,187.5095,183.4836,183.7083,312652.0
2022-09-14,181.5683,181.5683,171.8259,174.0343,655885.0
2022-09-15,174.7086,176.8486,173.3454,174.0539,525020.0
2022-09-16,172.6076,173.7656,169.212,171.4546,1494955.0
2022-09-17,172.6076,173.7656,169.212,171.4546,1494955.0
2022-09-18,172.6076,173.7656,169.212,171.4546,1494955.0
2022-09-19,169.51,178.2557,169.51,177.4349,558291.0
2022-09-20,174.8844,176.272,173.1158,175.3339,424179.0
2022-09-21,177.8355,178.5391,173.7705,173.7705,347164.0
2022-09-22,175.5978,176.272,170.751,171.1223,353320.0
2022-09-23,167.8488,167.8488,164.4385,167.0866,432674.0
2022-09-24,167.8488,167.8488,164.4385,167.0866,432674.0
2022-09-25,167.8488,167.8488,164.4385,167.0866,432674.0
2022-09-26,165.8065,167.9172,164.4043,165.1616,376163.0
2022-09-27,167.5947,169.9888,166.5492,168.6696,406485.0
2022-09-28,168.2983,174.132,167.9856,172.6174,580468.0
2022-09-29,172.3145,172.3145,169.295,170.3895,447061.0
2022-09-30,170.067,174.0148,169.3439,170.4285,498048.0
2022-10-01,170.067,174.0148,169.3439,170.4285,498048.0
2022-10-02,170.067,174.0148,169.3439,170.4285,498048.0
2022-10-03,173.5555,179.4185,173.5555,177.9332,501943.0
2022-10-04,179.6726,185.5405,179.0081,185.2816,399725.0
2022-10-05,183.0047,184.4558,181.7149,183.679,360874.0
2022-10-06,178.8909,180.7866,176.5847,177.728,688850.0
2022-10-07,176.8681,177.5668,173.9561,174.2004,449554.0
2022-10-08,176.8681,177.5668,173.9561,174.2004,449554.0
2022-10-09,176.8681,177.5668,173.9561,174.2004,449554.0
2022-10-10,175.6955,180.5618,175.6955,178.715,410098.0
2022-10-11,175.5782,180.9722,175.5782,178.9983,511361.0
2022-10-12,179.2035,181.3141,176.4186,177.2492,357489.0
2022-10-13,174.132,184.0894,173.4382,182.7702,460869.0
2022-10-14,183.3663,184.6464,176.9365,177.5912,395901.0
2022-10-15,183.3663,184.6464,176.9365,177.5912,395901.0
2022-10-16,183.3663,184.6464,176.9365,177.5912,395901.0
2022-10-17,181.2263,183.3468,178.6856,179.2817,443439.0
2022-10-18,181.2263,184.1037,178.969,180.4055,350267.0
2022-10-19,180.6302,181.4852,175.8518,176.5554,383144.0
2022-10-20,175.9398,180.4446,173.917,176.145,571791.0
2022-10-21,176.8779,183.1806,175.676,181.7247,412948.0
2022-10-22,176.8779,183.1806,175.676,181.7247,412948.0
2022-10-23,176.8779,183.1806,175.676,181.7247,412948.0
2022-10-24,180.7768,184.3435,179.1498,183.4054,400871.0
2022-10-25,180.2394,186.3076,180.2296,186.2978,680418.0
2022-10-26,188.6528,192.112,186.0242,189.6984,539460.0
2022-10-27,189.2782,195.4637,185.2425,195.3367,789123.0
2022-10-28,195.3171,198.8838,190.9394,194.9751,533557.0
2022-10-29,195.3171,198.8838,190.9394,194.9751,533557.0
2022-10-30,195.3171,198.8838,190.9394,194.9751,533557.0
2022-10-31,194.2813,197.5744,193.8123,196.8806,403258.0
2022-11-01,200.7893,200.9359,196.5044,200.3886,455185.0
2022-11-02,199.2649,200.6916,194.2227,194.3888,382221.0
2022-11-03,192.0534,197.7405,191.555,194.9556,304650.0
2022-11-04,200.8772,201.4244,195.9523,197.9848,410880.0
2022-11-05,200.8772,201.4244,195.9523,197.9848,410880.0
2022-11-06,200.8772,201.4244,195.9523,197.9848,410880.0
2022-11-07,199.6558,200.589,197.0321,198.7763,334147.0
2022-11-08,200.1737,202.8218,198.5051,201.0727,355270.0
2022-11-09,199.4408,201.2974,195.4735,196.4311,304134.0
2022-11-10,202.5482,203.413,199.6167,202.7241,324868.0
2022-11-11,200.3202,200.3202,187.0796,189.6202,806448.0
2022-11-12,200.3202,200.3202,187.0796,189.6202,806448.0
2022-11-13,200.3202,200.3202,187.0796,189.6202,806448.0
2022-11-14,188.858,199.6851,188.4134,196.6852,726136.0
2022-11-15,198.5125,199.939,195.9034,198.5125,429235.0
2022-11-16,196.6949,199.602,196.4506,198.063,247786.0
2022-11-17,195.8499,201.6647,194.9274,201.493,364466.0
2022-11-18,202.867,203.1418,198.588,202.1211,339128.0
2022-11-19,202.867,203.1418,198.588,202.1211,339128.0
2022-11-20,202.867,203.1418,198.588,202.1211,339128.0
2022-11-21,201.1201,205.7131,200.2172,204.4667,347147.0
2022-11-22,206.8711,209.4032,205.9682,208.9615,408856.0
2022-11-23,208.6475,211.101,207.6366,207.6464,263866.0
2022-11-24,208.6475,211.101,207.6366,207.6464,263866.0
2022-11-25,208.2549,209.7565,206.6552,207.8133,94416.0
2022-11-26,208.2549,209.7565,206.6552,207.8133,94416.0
2022-11-27,208.2549,209.7565,206.6552,207.8133,94416.0
2022-11-28,205.6542,208.2893,203.9956,204.0152,260662.0
2022-11-29,205.3794,209.1087,204.8592,205.3499,239319.0
2022-11-30,205.7621,207.3618,201.4979,207.3618,402960.0
2022-12-01,208.0586,209.0597,205.5266,207.8329,263740.0
2022-12-02,206.773,212.7301,206.3706,209.2363,520058.0
2022-12-03,206.773,212.7301,206.3706,209.2363,520058.0
2022-12-04,206.773,212.7301,206.3706,209.2363,520058.0
2022-12-05,207.2931,207.7348,203.3822,204.8494,278160.0
2022-12-06,205.6345,207.3422,203.0142,204.6139,387662.0
2022-12-07,203.8288,206.2725,203.2259,204.8494,344363.0
2022-12-08,208.0586,208.2157,204.2998,205.1635,221799.0
2022-12-09,204.3195,205.1831,198.9315,199.275,336290.0
2022-12-10,204.3195,205.1831,198.9315,199.275,336290.0
2022-12-11,204.3195,205.1831,198.9315,199.275,336290.0
2022-12-12,200.0307,201.2526,196.7234,200.9042,305669.0
2022-12-13,204.5746,205.1046,199.7167,200.8747,515120.0
2022-12-14,202.7001,203.554,197.695,200.2368,395915.0
2022-12-15,197.8422,197.8422,192.464,196.4387,461604.0
2022-12-16,194.3091,199.3143,193.7104,197.43,1822652.0
2022-12-17,194.3091,199.3143,193.7104,197.43,1822652.0
2022-12-18,194.3091,199.3143,193.7104,197.43,1822652.0
2022-12-19,198.2642,200.1926,195.526,196.478,433728.0
2022-12-20,198.1268,202.283,197.4594,198.9315,408333.0
2022-12-21,202.1898,203.5834,200.1534,201.3752,340499.0
2022-12-22,202.1702,202.1702,195.4573,199.0984,227394.0
2022-12-23,200.0798,201.4341,198.9315,200.649,208883.0
2022-12-24,200.0798,201.4341,198.9315,200.649,208883.0
2022-12-25,200.0798,201.4341,198.9315,200.649,208883.0
2022-12-26,200.0798,201.4341,198.9315,200.649,208883.0
2022-12-27,201.8856,203.4656,200.3153,202.1015,107762.0
2022-12-28,202.9553,203.0338,197.6459,197.8618,172361.0
2022-12-29,198.9217,199.697,197.5281,199.0787,166545.0
2022-12-30,198.0973,198.9217,197.1159,198.6764,186732.0
2022-12-31,198.0973,198.9217,197.1159,198.6764,186732.0
2023-01-01,198.0973,198.9217,197.1159,198.6764,186732.0
2023-01-02,198.0973,198.9217,197.1159,198.6764,186732.0
2023-01-03,199.5007,200.3938,195.7959,197.6459,288343.0
2023-01-04,196.5271,202.3076,196.4584,201.3752,346086.0
2023-01-05,201.2869,203.3381,199.1572,203.132,320731.0
2023-01-06,205.9093,209.1578,203.8925,204.2704,388630.0
2023-01-07,205.9093,209.1578,203.8925,204.2704,388630.0
2023-01-08,205.9093,209.1578,203.8925,204.2704,388630.0
2023-01-09,205.556,206.4442,200.7373,201.8659,309942.0
2023-01-10,203.0044,206.0369,200.3644,205.8112,270828.0
2023-01-11,206.7534,207.6072,203.8484,206.6454,305223.0
2023-01-12,209.0204,209.7172,206.4197,209.2167,287396.0
2023-01-13,209.1284,213.2386,207.5189,212.7694,323344.0
2023-01-14,209.1284,213.2386,207.5189,212.7694,323344.0
2023-01-15,209.1284,213.2386,207.5189,212.7694,323344.0
2023-01-16,209.1284,213.2386,207.5189,212.7694,323344.0
2023-01-17,213.1914,214.6684,209.3835,210.0411,447035.0
2023-01-18,211.5328,213.5349,206.6454,206.773,320010.0
2023-01-19,206.4295,208.618,204.1722,207.9409,429834.0
2023-01-20,208.883,211.7046,204.7808,211.6604,281889.0
2023-01-21,208.883,211.7046,204.7808,211.6604,281889.0
2023-01-22,208.883,211.7046,204.7808,211.6604,281889.0
2023-01-23,211.3463,213.741,210.9734,212.2885,295521.0
2023-01-24,213.2601,214.4034,210.3748,211.7782,350261.0
2023-01-25,212.102,217.4016,210.7084,216.7441,340621.0
2023-01-26,218.1279,224.3991,216.3712,223.614,340636.0
2023-01-27,223.9084,227.4414,220.179,222.4755,325520.0
2023-01-28,223.9084,227.4414,220.179,222.4755,325520.0
2023-01-29,223.9084,227.4414,220.179,222.4755,325520.0
2023-01-30,221.975,224.3353,217.8138,218.1181,313919.0
2023-01-31,217.3918,223.3882,216.8619,223.2214,329019.0
2023-02-01,221.7689,228.5897,219.865,227.0096,290877.0
2023-02-02,228.8547,231.1708,226.3521,230.8175,535178.0
2023-02-03,231.0825,234.6646,228.2168,231.2101,502761.0
2023-02-04,231.0825,234.6646,228.2168,231.2101,502761.0
2023-02-05,231.0825,234.6646,228.2168,231.2101,502761.0
2023-02-06,230.3464,232.1326,227.731,229.1884,328292.0
2023-02-07,228.3836,230.7586,225.7339,228.2658,522869.0
2023-02-08,226.8035,230.7537,226.7152,227.0293,279316.0
2023-02-09,228.5504,229.0844,222.083,222.819,345663.0
2023-02-10,222.0437,224.615,221.0966,223.8102,301694.0
2023-02-11,222.0437,224.615,221.0966,223.8102,301694.0
2023-02-12,222.0437,224.615,221.0966,223.8102,301694.0
2023-02-13,223.1036,226.7741,220.9543,226.6759,438504.0
2023-02-14,226.5385,230.6261,225.3412,229.9048,445115.0
2023-02-15,227.8929,229.4239,223.6287,229.1,487263.0
2023-02-16,236.4606,240.504,229.4779,238.5804,745512.0
2023-02-17,239.4441,244.145,239.0172,243.2912,773401.0
2023-02-18,239.4441,244.145,239.0172,243.2912,773401.0
2023-02-19,239.4441,244.145,239.0172,243.2912,773401.0
2023-02-20,239.4441,244.145,239.0172,243.2912,773401.0
2023-02-21,242.4472,244.0518,236.4508,237.4322,606015.0
2023-02-22,236.8335,243.0164,236.7648,240.0329,641372.0
2023-02-23,239.552,242.2902,236.7305,238.6099,540742.0
2023-02-24,235.9404,240.661,234.4193,240.5433,608093.0
2023-02-25,235.9404,240.661,234.4193,240.5433,608093.0
2023-02-26,235.9404,240.661,234.4193,240.5433,608093.0
2023-02-27,242.5159,246.3041,238.865,240.3077,776502.0
2023-02-28,240.7297,245.4405,238.0407,243.2323,4348258.0
2023-03-01,245.6858,249.4054,245.1755,248.2179,571694.0
2023-03-02,246.942,255.3527,245.3522,255.3331,815219.0
2023-03-03,256.2654,259.5041,253.3506,258.5815,809026.0
2023-03-04,256.2654,259.5041,253.3506,258.5815,809026.0
2023-03-05,256.2654,259.5041,253.3506,258.5815,809026.0
2023-03-06,255.6275,258.1105,251.4516,253.0366,712228.0
2023-03-07,253.6352,255.2153,252.2318,254.283,633187.0
2023-03-08,255.284,255.706,250.9854,254.754,548888.0
2023-03-09,254.7342,254.9313,249.1284,250.3008,504330.0
2023-03-10,251.9067,251.9067,245.3009,245.9364,804180.0
2023-03-11,251.9067,251.9067,245.3009,245.9364,804180.0
2023-03-12,251.9067,251.9067,245.3009,245.9364,804180.0
2023-03-13,244.1532,247.9166,242.5867,245.0103,639775.0
2023-03-14,249.2664,252.5175,244.9118,247.759,834375.0
2023-03-15,240.6655,242.1433,234.173,238.4291,810490.0
2023-03-16,234.1928,243.4832,233.7987,242.3207,664086.0
2023-03-17,242.3108,242.7443,236.1632,236.9218,1586337.0
2023-03-18,242.3108,242.7443,236.1632,236.9218,1586337.0
2023-03-19,242.3108,242.7443,236.1632,236.9218,1586337.0
2023-03-20,240.4488,246.6259,238.8725,243.0596,553902.0
2023-03-21,247.7886,249.6309,244.6162,246.8329,474422.0
2023-03-22,245.9265,248.9462,243.6901,243.8477,338682.0
2023-03-23,245.2664,250.1333,243.3699,246.3896,409733.0
2023-03-24,242.5867,249.6407,240.4981,248.4388,406085.0
2023-03-25,242.5867,249.6407,240.4981,248.4388,406085.0
2023-03-26,242.5867,249.6407,240.4981,248.4388,406085.0
2023-03-27,250.5865,253.6899,249.887,252.3895,347566.0
2023-03-28,251.9658,254.3627,251.3353,252.4683,349867.0
2023-03-29,254.9707,254.9707,247.6506,248.7344,544905.0
2023-03-30,250.6654,251.831,246.1827,247.1876,466404.0
2023-03-31,249.0201,253.2958,247.3551,252.9412,544189.0
2023-04-01,249.0201,253.2958,247.3551,252.9412,544189.0
2023-04-02,249.0201,253.2958,247.3551,252.9412,544189.0
2023-04-03,252.4781,253.6801,250.1432,253.0298,330089.0
2023-04-04,252.5175,252.9412,241.6409,243.1877,425614.0
2023-04-05,240.636,243.6409,237.5523,240.3601,496070.0
2023-04-06,238.3306,239.6261,235.0991,238.2616,298802.0
2023-04-07,238.3306,239.6261,235.0991,238.2616,298802.0
2023-04-08,238.3306,239.6261,235.0991,238.2616,298802.0
2023-04-09,238.3306,239.6261,235.0991,238.2616,298802.0
2023-04-10,237.4341,244.4438,237.4341,242.3108,369208.0
2023-04-11,245.1482,247.5226,244.8428,245.6901,273611.0
2023-04-12,245.8576,246.0349,242.1335,242.5276,430446.0
2023-04-13,243.4143,243.4143,238.2222,241.1089,519310.0
2023-04-14,239.8971,242.1236,238.636,241.897,577062.0
2023-04-15,239.8971,242.1236,238.636,241.897,577062.0
2023-04-16,239.8971,242.1236,238.636,241.897,577062.0
2023-04-17,242.4882,244.2615,240.0843,244.1827,550831.0
2023-04-18,244.5275,250.1333,242.8428,249.7787,308118.0
2023-04-19,249.4141,249.4141,242.9906,244.764,481300.0
2023-04-20,243.9364,249.855,243.9364,245.8083,327935.0
2023-04-21,245.2172,246.5866,242.0399,245.9068,320240.0
2023-04-22,245.2172,246.5866,242.0399,245.9068,320240.0
2023-04-23,245.2172,246.5866,242.0399,245.9068,320240.0
2023-04-24,245.0595,248.3698,244.9413,246.2122,255505.0
2023-04-25,242.3896,243.2665,236.4489,237.1385,590025.0
2023-04-26,239.5227,239.5227,235.4834,236.7641,607458.0
2023-04-27,238.2321,253.2564,231.4378,252.6949,554256.0
2023-04-28,248.6851,250.7442,241.3256,244.1335,547126.0
2023-04-29,248.6851,250.7442,241.3256,244.1335,547126.0
2023-04-30,248.6851,250.7442,241.3256,244.1335,547126.0
2023-05-01,245.4438,246.5768,241.0005,242.5177,279315.0
2023-05-02,240.8035,244.3305,238.3306,243.9857,257390.0
2023-05-03,243.9758,247.4634,242.0054,242.7542,439165.0
2023-05-04,240.9217,242.7739,234.2814,236.0745,397364.0
2023-05-05,239.306,244.8231,238.7247,239.9562,273036.0
2023-05-06,239.306,244.8231,238.7247,239.9562,273036.0
2023-05-07,239.306,244.8231,238.7247,239.9562,273036.0
2023-05-08,242.3108,242.6557,235.4144,237.1681,317009.0
2023-05-09,236.3799,241.9463,235.3356,239.5818,381821.0
2023-05-10,242.3699,242.6212,234.4292,237.0893,260454.0
2023-05-11,233.2864,237.5523,233.2864,235.8479,193164.0
2023-05-12,237.3651,239.4045,236.4686,237.6508,155586.0
2023-05-13,237.3651,239.4045,236.4686,237.6508,155586.0
2023-05-14,237.3651,239.4045,236.4686,237.6508,155586.0
2023-05-15,237.9267,239.4045,236.5425,238.0745,237331.0
2023-05-16,236.8232,238.6754,234.8036,236.7641,332892.0
2023-05-17,240.0941,240.9611,238.035,240.0055,257645.0
2023-05-18,239.2271,243.4438,238.035,243.1877,202919.0
2023-05-19,244.9413,244.9413,240.1434,240.4192,190134.0
2023-05-20,244.9413,244.9413,240.1434,240.4192,190134.0
2023-05-21,244.9413,244.9413,240.1434,240.4192,190134.0
2023-05-22,242.1138,243.4438,240.8626,241.7985,190414.0
2023-05-23,239.4734,241.1975,234.7839,240.2616,264854.0
2023-05-24,239.434,239.434,231.0204,232.1829,508394.0
2023-05-25,231.4507,236.1504,229.8875,234.2211,305737.0
2023-05-26,236.0613,238.8712,233.0536,237.1695,426821.0
2023-05-27,236.0613,238.8712,233.0536,237.1695,426821.0
2023-05-28,236.0613,238.8712,233.0536,237.1695,426821.0
2023-05-29,236.0613,238.8712,233.0536,237.1695,426821.0
2023-05-30,235.5073,236.6154,229.3829,229.6599,383017.0
2023-05-31,228.1461,232.4995,226.6917,232.1928,1813210.0
2023-06-01,232.0246,233.2712,228.9574,229.749,422381.0
2023-06-02,233.9737,239.7023,233.9737,239.1285,388069.0
2023-06-03,233.9737,239.7023,233.9737,239.1285,388069.0
2023-06-04,233.9737,239.7023,233.9737,239.1285,388069.0
2023-06-05,237.6939,238.3271,232.0741,236.8529,255806.0
2023-06-06,236.7836,242.7794,236.0613,242.5023,288879.0
2023-06-07,242.4034,247.1426,240.4197,246.5292,336210.0
2023-06-08,247.5087,248.9137,242.5024,244.7285,404504.0
2023-06-09,244.2734,245.3024,242.3094,244.0062,367159.0
2023-06-10,244.2734,245.3024,242.3094,244.0062,367159.0
2023-06-11,244.2734,245.3024,242.3094,244.0062,367159.0
2023-06-12,243.2048,250.5165,242.6603,249.0522,367258.0
2023-06-13,250.5956,257.0465,250.5956,255.7702,497627.0
2023-06-14,258.0656,259.1243,251.1596,252.149,354975.0
2023-06-15,250.4373,253.5935,250.0218,253.1879,292884.0
2023-06-16,252.8416,253.4253,249.8635,253.3561,809350.0
2023-06-17,252.8416,253.4253,249.8635,253.3561,809350.0
2023-06-18,252.8416,253.4253,249.8635,253.3561,809350.0
2023-06-19,252.8416,253.4253,249.8635,253.3561,809350.0
2023-06-20,251.2091,251.2091,248.1024,249.7547,292590.0
2023-06-21,249.2105,254.395,247.9589,253.0889,258389.0
2023-06-22,253.178,253.2769,249.6458,252.8614,166771.0
2023-06-23,251.0508,256.3935,250.7342,255.5229,547549.0
2023-06-24,251.0508,256.3935,250.7342,255.5229,547549.0
2023-06-25,251.0508,256.3935,250.7342,255.5229,547549.0
2023-06-26,255.8791,258.867,255.5031,255.978,228264.0
2023-06-27,256.5222,262.8444,256.255,262.7059,243716.0
2023-06-28,260.7271,264.3681,259.6289,262.3893,352921.0
2023-06-29,262.7356,268.4741,262.4437,267.9399,256327.0
2023-06-30,269.3151,269.3645,265.3377,268.7116,283676.0
2023-07-01,269.3151,269.3645,265.3377,268.7116,283676.0
2023-07-02,269.3151,269.3645,265.3377,268.7116,283676.0
2023-07-03,268.0685,271.4819,268.0685,269.2756,134745.0
2023-07-04,268.0685,271.4819,268.0685,269.2756,134745.0
2023-07-05,265.8621,271.4621,265.6284,267.5441,344171.0
2023-07-06,266.2381,270.8388,264.4844,270.3837,398213.0
2023-07-07,270.354,275.9144,269.7208,272.8176,305756.0
2023-07-08,270.354,275.9144,269.7208,272.8176,305756.0
2023-07-09,270.354,275.9144,269.7208,272.8176,305756.0
2023-07-10,271.4324,279.0706,271.2247,276.4289,340370.0
2023-07-11,276.9137,279.6346,276.9039,279.2883,182318.0
2023-07-12,281.2869,283.7604,279.506,280.3173,258353.0
2023-07-13,281.0,282.6523,280.0214,280.1194,225842.0
2023-07-14,280.4261,280.4261,275.0685,279.4466,219879.0
2023-07-15,280.4261,280.4261,275.0685,279.4466,219879.0
2023-07-16,280.4261,280.4261,275.0685,279.4466,219879.0
2023-07-17,280.7823,282.9392,278.3286,282.3554,183648.0
2023-07-18,282.0982,285.9865,282.0982,285.8579,155206.0
2023-07-19,283.3646,283.5625,279.5752,282.0487,217748.0
2023-07-20,283.988,284.9081,280.9208,282.8007,236542.0
2023-07-21,283.8989,284.1364,281.2918,283.0183,147401.0
2023-07-22,283.8989,284.1364,281.2918,283.0183,147401.0
2023-07-23,283.8989,284.1364,281.2918,283.0183,147401.0
2023-07-24,284.166,286.6593,283.846,284.3639,177046.0
2023-07-25,283.6911,289.9234,283.6911,289.7957,232671.0
2023-07-26,287.5993,289.494,284.9576,287.3618,284346.0
2023-07-27,283.8593,286.6099,271.0961,277.6162,522601.0
2023-07-28,277.8339,287.0353,275.1625,286.6,256098.0
2023-07-29,277.8339,287.0353,275.1625,286.6,256098.0
2023-07-30,277.8339,287.0353,275.1625,286.6,256098.0
2023-07-31,287.5102,291.8636,287.5102,289.7562,270390.0
2023-08-01,286.3625,292.8431,286.3625,289.9639,207568.0
2023-08-02,285.9668,288.8954,280.8614,282.019,296157.0
2023-08-03,280.5448,287.906,280.5448,285.0763,273743.0
2023-08-04,284.7597,286.4045,280.0007,280.3173,219911.0
2023-08-05,284.7597,286.4045,280.0007,280.3173,219911.0
2023-08-06,284.7597,286.4045,280.0007,280.3173,219911.0
2023-08-07,281.1781,284.0077,279.4812,281.3463,259437.0
2023-08-08,279.2982,282.8996,277.4183,281.3561,194970.0
2023-08-09,282.7314,282.7314,277.4183,278.8233,250792.0
2023-08-10,280.0007,280.6141,274.9448,276.8148,158412.0
2023-08-11,276.4685,279.2388,275.3109,279.1399,201015.0
2023-08-12,276.4685,279.2388,275.3109,279.1399,201015.0
2023-08-13,276.4685,279.2388,275.3109,279.1399,201015.0
2023-08-14,280.0007,282.0289,274.7173,281.8014,256416.0
2023-08-15,280.1689,281.0395,276.419,276.8643,136869.0
2023-08-16,276.6862,282.4198,276.1123,278.1307,159450.0
2023-08-17,280.1363,281.4172,275.0922,276.4426,165181.0
2023-08-18,275.0426,277.0284,273.8014,276.5022,213126.0
2023-08-19,275.0426,277.0284,273.8014,276.5022,213126.0
2023-08-20,275.0426,277.0284,273.8014,276.5022,213126.0
2023-08-21,276.7107,278.0115,272.6695,275.0227,175136.0
2023-08-22,275.9759,277.4554,274.9731,275.2412,179411.0
2023-08-23,274.4369,274.556,271.6666,272.4014,245363.0
2023-08-24,269.8297,274.4568,269.1247,272.7092,209370.0
2023-08-25,273.444,275.2114,271.8553,273.7915,156496.0
2023-08-26,273.444,275.2114,271.8553,273.7915,156496.0
2023-08-27,273.444,275.2114,271.8553,273.7915,156496.0
2023-08-28,273.7716,278.3937,273.017,275.6582,134229.0
2023-08-29,275.6681,284.3762,275.6681,283.8598,190816.0
2023-08-30,283.9095,287.4642,282.2116,282.4697,240085.0
2023-08-31,282.4697,283.4627,280.7222,282.9463,542576.0
2023-09-01,286.2627,286.362,282.847,283.5123,221551.0
2023-09-02,286.2627,286.362,282.847,283.5123,221551.0
2023-09-03,286.2627,286.362,282.847,283.5123,221551.0
2023-09-04,286.2627,286.362,282.847,283.5123,221551.0
2023-09-05,282.013,282.013,266.8285,268.9261,428896.0
2023-09-06,268.4992,272.461,266.7417,267.0892,249775.0
2023-09-07,265.5501,271.4879,264.4281,270.9517,335359.0
2023-09-08,271.1701,271.2099,267.6055,268.2906,231192.0
2023-09-09,271.1701,271.2099,267.6055,268.2906,231192.0
2023-09-10,271.1701,271.2099,267.6055,268.2906,231192.0
2023-09-11,267.0395,268.092,259.384,260.0493,431823.0
2023-09-12,259.1159,266.1955,259.111,264.5671,320590.0
2023-09-13,263.7827,264.7061,259.7961,261.0422,290057.0
2023-09-14,263.8919,266.1807,262.621,264.031,384086.0
2023-09-15,262.1841,263.7231,257.6166,259.1854,842559.0
2023-09-16,262.1841,263.7231,257.6166,259.1854,842559.0
2023-09-17,262.1841,263.7231,257.6166,259.1854,842559.0
2023-09-18,259.672,265.143,259.672,261.7869,208336.0
2023-09-19,262.4224,267.8041,262.4224,266.5331,378090.0
2023-09-20,267.5459,271.0907,263.3955,263.455,297323.0
2023-09-21,261.916,263.2565,259.7663,260.7344,229151.0
2023-09-22,261.3103,263.9317,259.7514,260.1784,207533.0
2023-09-23,261.3103,263.9317,259.7514,260.1784,207533.0
2023-09-24,261.3103,263.9317,259.7514,260.1784,207533.0
2023-09-25,259.8904,263.038,258.6195,262.2238,127053.0
2023-09-26,262.2238,262.8891,258.1329,258.3414,222503.0
2023-09-27,260.7841,262.3405,258.4507,261.35,242305.0
2023-09-28,261.3798,262.6508,259.6918,260.506,318142.0
2023-09-29,262.2834,262.2834,258.7833,260.377,357172.0
2023-09-30,262.2834,262.2834,258.7833,260.377,357172.0
2023-10-01,262.2834,262.2834,258.7833,260.377,357172.0
2023-10-02,259.3344,261.4295,255.9783,258.1627,323416.0
2023-10-03,255.591,257.0407,249.4944,253.3867,469431.0
2023-10-04,252.9399,256.9613,252.9399,255.7995,350640.0
2023-10-05,254.7172,258.0436,254.7172,256.6137,338112.0
2023-10-06,256.7825,260.8635,256.3159,258.9372,317729.0
2023-10-07,256.7825,260.8635,256.3159,258.9372,317729.0
2023-10-08,256.7825,260.8635,256.3159,258.9372,317729.0
2023-10-09,257.7854,260.8734,257.5074,260.6252,219256.0
2023-10-10,261.8167,265.709,261.7011,262.5217,136342.0
2023-10-11,262.9487,264.8948,258.8478,261.3897,154392.0
2023-10-12,260.5259,260.5259,254.2853,256.2166,319273.0
2023-10-13,255.7102,259.6819,253.6945,254.0917,352094.0
2023-10-14,255.7102,259.6819,253.6945,254.0917,352094.0
2023-10-15,255.7102,259.6819,253.6945,254.0917,352094.0
2023-10-16,256.6336,258.7485,254.757,257.2492,262218.0
