,H US Equity,H US Equity,H US Equity,H US Equity,H US Equity
2020-04-22,56.417,56.417,52.8648,53.7503,1356431.0
2020-04-23,53.5414,54.3006,52.4568,53.024,1143200.0
2020-04-24,53.6906,54.3076,51.9494,52.3673,1454758.0
2020-04-25,53.6906,54.3076,51.9494,52.3673,1454758.0
2020-04-26,53.6906,54.3076,51.9494,52.3673,1454758.0
2020-04-27,53.4319,56.2578,52.9941,55.4518,1940779.0
2020-04-28,57.611,58.3372,53.7751,55.4419,1203804.0
2020-04-29,57.6707,59.7303,57.0339,58.4468,1603270.0
2020-04-30,57.1931,57.6508,55.0339,55.9792,1051493.0
2020-05-01,53.7902,54.2379,51.0937,51.2728,1274966.0
2020-05-02,53.7902,54.2379,51.0937,51.2728,1274966.0
2020-05-03,53.7902,54.2379,51.0937,51.2728,1274966.0
2020-05-04,49.7305,52.1981,48.6758,51.5713,1193461.0
2020-05-05,52.2379,53.4817,50.5166,50.9046,1020855.0
2020-05-06,51.6409,51.7712,49.7703,49.9494,977669.0
2020-05-07,50.7454,53.203,48.8947,50.1484,1966338.0
2020-05-08,50.7156,52.9643,50.6459,52.825,1128501.0
2020-05-09,50.7156,52.9643,50.6459,52.825,1128501.0
2020-05-10,50.7156,52.9643,50.6459,52.825,1128501.0
2020-05-11,51.7603,51.8399,49.7106,49.7305,1265631.0
2020-05-12,49.9992,50.4171,46.7455,46.7853,1158048.0
2020-05-13,46.7057,47.4917,43.7903,44.1286,1930382.0
2020-05-14,43.2132,46.9694,41.661,46.4569,1099286.0
2020-05-15,45.9594,47.8201,45.3226,46.845,725050.0
2020-05-16,45.9594,47.8201,45.3226,46.845,725050.0
2020-05-17,45.9594,47.8201,45.3226,46.845,725050.0
2020-05-18,49.7504,54.4469,49.7106,53.3722,1620556.0
2020-05-19,53.2429,55.3623,51.3424,53.5414,1200443.0
2020-05-20,54.9444,55.9394,53.5314,53.6608,1420257.0
2020-05-21,53.9693,54.2877,52.3474,53.1732,698502.0
2020-05-22,53.4021,53.5314,51.7703,52.4767,635250.0
2020-05-23,53.4021,53.5314,51.7703,52.4767,635250.0
2020-05-24,53.4021,53.5314,51.7703,52.4767,635250.0
2020-05-25,53.4021,53.5314,51.7703,52.4767,635250.0
2020-05-26,57.5314,58.4965,55.8299,56.2578,1183792.0
2020-05-27,58.7055,58.8149,54.3374,56.6259,1410650.0
2020-05-28,56.8747,56.9543,54.8946,55.2329,1039548.0
2020-05-29,54.2976,55.4419,53.6906,54.815,855016.0
2020-05-30,54.2976,55.4419,53.6906,54.815,855016.0
2020-05-31,54.2976,55.4419,53.6906,54.815,855016.0
2020-06-01,54.815,56.5264,54.3374,55.9095,1367203.0
2020-06-02,56.8747,57.4518,55.6011,57.1035,1297051.0
2020-06-03,57.999,60.8746,57.8398,59.601,1282036.0
2020-06-04,59.8697,61.2826,57.9692,60.9244,1285950.0
2020-06-05,66.0089,67.8297,62.8646,63.1731,3422715.0
2020-06-06,66.0089,67.8297,62.8646,63.1731,3422715.0
2020-06-07,66.0089,67.8297,62.8646,63.1731,3422715.0
2020-06-08,67.7501,67.7999,65.0138,67.1631,2428032.0
2020-06-09,65.1034,65.1034,61.8895,62.6557,1736351.0
2020-06-10,62.0189,62.2029,58.3473,59.5214,1179794.0
2020-06-11,54.2379,56.8866,53.7304,53.9693,1234919.0
2020-06-12,57.5811,57.7105,54.3374,55.6409,909947.0
2020-06-13,57.5811,57.7105,54.3374,55.6409,909947.0
2020-06-14,57.5811,57.7105,54.3374,55.6409,909947.0
2020-06-15,52.7553,56.1085,52.3573,55.1732,802055.0
2020-06-16,58.2179,58.5662,54.8449,56.3473,930837.0
2020-06-17,55.9195,56.4369,54.5215,54.6061,810939.0
2020-06-18,53.7404,56.4667,53.4021,55.3026,590289.0
2020-06-19,56.1483,56.218,52.3971,52.7752,958927.0
2020-06-20,56.1483,56.218,52.3971,52.7752,958927.0
2020-06-21,56.1483,56.218,52.3971,52.7752,958927.0
2020-06-22,52.2777,53.2827,51.0987,53.0538,692204.0
2020-06-23,53.5712,53.7304,51.8499,52.8548,742453.0
2020-06-24,51.9394,51.9394,49.3426,49.6708,1353789.0
2020-06-25,48.8549,49.2529,47.6279,48.9246,974049.0
2020-06-26,48.4171,48.9047,46.6659,47.0639,1325357.0
2020-06-27,48.4171,48.9047,46.6659,47.0639,1325357.0
2020-06-28,48.4171,48.9047,46.6659,47.0639,1325357.0
2020-06-29,47.5415,50.6459,46.5763,50.2579,1026352.0
2020-06-30,49.8798,50.4469,49.0141,50.039,774560.0
2020-07-01,50.9942,52.4568,50.6658,50.8847,699171.0
2020-07-02,52.1484,52.8548,50.0887,51.3325,912452.0
2020-07-03,52.1484,52.8548,50.0887,51.3325,912452.0
2020-07-04,52.1484,52.8548,50.0887,51.3325,912452.0
2020-07-05,52.1484,52.8548,50.0887,51.3325,912452.0
2020-07-06,53.1334,53.8698,51.0837,52.0787,1373880.0
2020-07-07,51.2927,51.4867,49.4121,49.5912,719555.0
2020-07-08,49.5912,50.3972,48.7355,50.3375,1013942.0
2020-07-09,50.636,50.636,47.6708,48.646,797543.0
2020-07-10,48.3375,49.7405,47.9594,49.6111,867549.0
2020-07-11,48.3375,49.7405,47.9594,49.6111,867549.0
2020-07-12,48.3375,49.7405,47.9594,49.6111,867549.0
2020-07-13,49.8798,50.6111,48.7952,48.9047,863059.0
2020-07-14,48.5166,49.3325,47.8997,49.034,340395.0
2020-07-15,51.6708,53.8797,51.2031,53.8001,1325557.0
2020-07-16,52.7951,54.0091,51.7404,53.9195,886856.0
2020-07-17,53.2528,53.5115,51.5315,52.3573,586450.0
2020-07-18,53.2528,53.5115,51.5315,52.3573,586450.0
2020-07-19,53.2528,53.5115,51.5315,52.3573,586450.0
2020-07-20,52.0489,52.5663,50.2181,50.5862,517810.0
2020-07-21,51.1932,51.8598,50.6161,51.4121,462431.0
2020-07-22,50.7653,52.2379,50.5315,51.8996,669502.0
2020-07-23,51.4021,51.6061,50.2678,51.1136,450027.0
2020-07-24,50.2479,50.6459,49.5464,50.0887,613970.0
2020-07-25,50.2479,50.6459,49.5464,50.0887,613970.0
2020-07-26,50.2479,50.6459,49.5464,50.0887,613970.0
2020-07-27,49.442,49.5365,48.0741,49.2131,790698.0
2020-07-28,49.3126,49.9046,48.8251,49.0141,503489.0
2020-07-29,49.5813,49.9992,49.1932,49.84,582752.0
2020-07-30,49.2529,49.3169,47.7902,48.8748,596010.0
2020-07-31,48.646,48.646,46.6559,47.7604,1107808.0
2020-08-01,48.646,48.646,46.6559,47.7604,1107808.0
2020-08-02,48.646,48.646,46.6559,47.7604,1107808.0
2020-08-03,47.7604,48.1584,46.5664,47.7405,865616.0
2020-08-04,45.85,49.2529,45.3923,48.9942,1501574.0
2020-08-05,50.0489,50.1783,47.9942,48.5365,840616.0
2020-08-06,48.5863,50.4569,48.2529,50.1882,837032.0
2020-08-07,50.1484,50.9892,49.5813,50.8748,1342293.0
2020-08-08,50.1484,50.9892,49.5813,50.8748,1342293.0
2020-08-09,50.1484,50.9892,49.5813,50.8748,1342293.0
2020-08-10,51.4519,55.6011,51.3623,54.0887,1685805.0
2020-08-11,56.1682,56.7055,54.7255,54.9643,1189313.0
2020-08-12,55.7901,56.3871,53.2628,54.1583,691788.0
2020-08-13,54.1185,55.621,53.8598,54.2678,698444.0
2020-08-14,53.9195,56.1085,53.5613,55.7802,1026472.0
2020-08-15,53.9195,56.1085,53.5613,55.7802,1026472.0
2020-08-16,53.9195,56.1085,53.5613,55.7802,1026472.0
2020-08-17,55.8996,55.9306,53.9593,54.417,623479.0
2020-08-18,54.4071,55.5911,52.7703,53.6707,839338.0
2020-08-19,53.7006,54.1781,53.0638,53.5215,647676.0
2020-08-20,52.9245,54.2578,52.1285,53.5513,692568.0
2020-08-21,53.5115,54.9543,53.5115,54.3673,679265.0
2020-08-22,53.5115,54.9543,53.5115,54.3673,679265.0
2020-08-23,53.5115,54.9543,53.5115,54.3673,679265.0
2020-08-24,55.4717,57.213,54.3772,57.1433,852693.0
2020-08-25,57.8896,58.6358,56.4966,57.3025,848625.0
2020-08-26,56.8647,57.2777,53.621,54.4071,1817321.0
2020-08-27,54.7553,57.1583,54.7553,56.7752,1309637.0
2020-08-28,57.3722,59.004,57.0289,58.8647,928743.0
2020-08-29,57.3722,59.004,57.0289,58.8647,928743.0
2020-08-30,57.3722,59.004,57.0289,58.8647,928743.0
2020-08-31,59.2328,59.6806,56.1384,56.208,1570972.0
2020-09-01,55.3324,57.407,54.9444,56.4468,646770.0
2020-09-02,56.8249,57.5413,55.6707,57.1533,627387.0
2020-09-03,57.9095,59.5413,57.004,57.8199,1257908.0
2020-09-04,58.7154,60.2577,58.019,59.6905,1095215.0
2020-09-05,58.7154,60.2577,58.019,59.6905,1095215.0
2020-09-06,58.7154,60.2577,58.019,59.6905,1095215.0
2020-09-07,58.7154,60.2577,58.019,59.6905,1095215.0
2020-09-08,58.7055,59.7901,57.7005,57.7403,910132.0
2020-09-09,57.4816,57.81,56.2379,56.9642,651259.0
2020-09-10,57.0936,58.8348,56.1483,56.3473,570580.0
2020-09-11,56.815,56.815,53.4021,54.8349,904085.0
2020-09-12,56.815,56.815,53.4021,54.8349,904085.0
2020-09-13,56.815,56.815,53.4021,54.8349,904085.0
2020-09-14,55.1434,58.994,55.1434,58.8149,800997.0
2020-09-15,58.8249,60.1682,57.6408,59.5711,754553.0
2020-09-16,59.999,61.2527,58.6707,60.8149,890399.0
2020-09-17,59.8398,60.6159,58.606,59.203,981578.0
2020-09-18,58.4269,58.805,56.2279,56.7354,998522.0
2020-09-19,58.4269,58.805,56.2279,56.7354,998522.0
2020-09-20,58.4269,58.805,56.2279,56.7354,998522.0
2020-09-21,55.0439,55.7105,51.4419,53.1036,1544233.0
2020-09-22,53.1533,54.1782,52.5862,53.0936,605222.0
2020-09-23,53.8399,55.4817,52.1185,52.1782,799193.0
2020-09-24,51.9494,52.8946,50.9544,52.2081,611516.0
2020-09-25,52.228,53.2827,52.0495,53.1235,594655.0
2020-09-26,52.228,53.2827,52.0495,53.1235,594655.0
2020-09-27,52.228,53.2827,52.0495,53.1235,594655.0
2020-09-28,54.5066,54.8444,53.7902,54.218,422374.0
2020-09-29,54.2976,54.2976,52.9145,52.9842,671143.0
2020-09-30,53.6707,54.7255,52.7852,53.1036,674846.0
2020-10-01,53.7902,54.2578,52.4767,53.3722,583236.0
2020-10-02,51.2728,53.9494,51.2429,53.412,720640.0
2020-10-03,51.2728,53.9494,51.2429,53.412,720640.0
2020-10-04,51.2728,53.9494,51.2429,53.412,720640.0
2020-10-05,53.8399,54.8548,53.4618,54.4867,670634.0
2020-10-06,55.4916,56.8996,55.0041,55.0439,906965.0
2020-10-07,55.9394,57.611,55.5911,56.8647,932356.0
2020-10-08,57.014,58.8846,56.9443,58.7154,760857.0
2020-10-09,59.3224,59.9592,57.004,57.1334,881709.0
2020-10-10,59.3224,59.9592,57.004,57.1334,881709.0
2020-10-11,59.3224,59.9592,57.004,57.1334,881709.0
2020-10-12,57.1632,57.8199,56.7952,57.5015,489541.0
2020-10-13,56.7354,57.0836,55.009,55.1235,720910.0
2020-10-14,55.3125,55.8697,53.6807,53.9991,941673.0
2020-10-15,53.4518,54.8648,52.8996,54.7354,550335.0
2020-10-16,55.0041,56.0687,54.7653,55.0339,472349.0
2020-10-17,55.0041,56.0687,54.7653,55.0339,472349.0
2020-10-18,55.0041,56.0687,54.7653,55.0339,472349.0
2020-10-19,55.024,56.2677,53.611,53.9195,482348.0
2020-10-20,54.7354,55.9195,54.3125,55.3523,509741.0
2020-10-21,55.1732,55.7105,54.6956,55.1334,358090.0
2020-10-22,55.8896,58.5828,55.8399,58.4667,715348.0
2020-10-23,58.9542,59.0513,58.1875,58.6856,355185.0
2020-10-24,58.9542,59.0513,58.1875,58.6856,355185.0
2020-10-25,58.9542,59.0513,58.1875,58.6856,355185.0
2020-10-26,57.2229,57.6906,55.1633,55.7901,568218.0
2020-10-27,55.5613,55.9195,54.0389,54.2777,452240.0
2020-10-28,53.1334,53.9046,51.4618,52.5862,832281.0
2020-10-29,52.5265,54.6707,51.9096,54.3076,583607.0
2020-10-30,53.9991,55.223,53.3225,54.8648,610562.0
2020-10-31,53.9991,55.223,53.3225,54.8648,610562.0
2020-11-01,53.9991,55.223,53.3225,54.8648,610562.0
2020-11-02,55.024,55.8001,54.218,55.3225,485482.0
2020-11-03,56.0389,58.5363,55.9692,58.0388,642024.0
2020-11-04,57.213,59.5811,56.218,57.1234,741528.0
2020-11-05,57.3125,58.9741,56.2279,56.5065,796349.0
2020-11-06,56.6757,57.7304,55.9145,56.0787,663728.0
2020-11-07,56.6757,57.7304,55.9145,56.0787,663728.0
2020-11-08,56.6757,57.7304,55.9145,56.0787,663728.0
2020-11-09,64.1283,71.1232,63.382,67.1929,3053004.0
2020-11-10,66.6656,66.9641,64.8745,65.9392,1360190.0
2020-11-11,66.188,67.6058,64.3969,64.8248,1243292.0
2020-11-12,63.7004,65.7203,62.9442,65.5213,1446201.0
2020-11-13,65.979,68.9839,65.6904,68.7451,925871.0
2020-11-14,65.979,68.9839,65.6904,68.7451,925871.0
2020-11-15,65.979,68.9839,65.6904,68.7451,925871.0
2020-11-16,72.4366,72.7749,69.6506,71.0834,1473160.0
2020-11-17,70.1481,70.7351,67.9591,70.0585,960401.0
2020-11-18,70.6456,71.1431,69.5411,69.5909,681928.0
2020-11-19,69.1133,70.1978,68.4068,69.7501,641828.0
2020-11-20,69.1531,69.775,68.1581,68.6854,764490.0
2020-11-21,69.1531,69.775,68.1581,68.6854,764490.0
2020-11-22,69.1531,69.775,68.1581,68.6854,764490.0
2020-11-23,69.6008,71.6306,68.6556,71.2426,820222.0
2020-11-24,73.0336,74.1679,72.5461,73.6804,976508.0
2020-11-25,73.2426,73.7699,72.1779,72.9739,480261.0
2020-11-26,73.2426,73.7699,72.1779,72.9739,480261.0
2020-11-27,73.362,74.0286,72.7849,73.163,312176.0
2020-11-28,73.362,74.0286,72.7849,73.163,312176.0
2020-11-29,73.362,74.0286,72.7849,73.163,312176.0
2020-11-30,72.9043,72.9043,70.1182,71.6107,913005.0
2020-12-01,72.7252,72.9142,71.551,72.8147,419187.0
2020-12-02,72.2177,73.531,72.2177,73.2724,497366.0
2020-12-03,73.8495,75.5112,72.8645,74.2077,739782.0
2020-12-04,75.5311,76.2425,74.5669,75.3321,858921.0
2020-12-05,75.5311,76.2425,74.5669,75.3321,858921.0
2020-12-06,75.5311,76.2425,74.5669,75.3321,858921.0
2020-12-07,74.5261,75.3221,72.755,73.5112,625882.0
2020-12-08,72.9043,74.2774,72.7351,73.4316,600342.0
2020-12-09,74.2973,74.4565,72.3869,73.5013,584159.0
2020-12-10,72.4864,74.3371,72.1978,74.2674,718797.0
2020-12-11,74.2774,75.4515,73.0734,73.2127,800579.0
2020-12-12,74.2774,75.4515,73.0734,73.2127,800579.0
2020-12-13,74.2774,75.4515,73.0734,73.2127,800579.0
2020-12-14,74.1281,74.3271,70.1282,70.6356,673819.0
2020-12-15,71.551,73.1928,70.4217,72.6456,487001.0
2020-12-16,72.6356,73.0436,71.7003,72.4466,313423.0
2020-12-17,73.0635,73.2326,71.9391,72.7749,301191.0
2020-12-18,72.168,73.5311,71.8794,72.5262,517544.0
2020-12-19,72.168,73.5311,71.8794,72.5262,517544.0
2020-12-20,72.168,73.5311,71.8794,72.5262,517544.0
2020-12-21,70.5958,72.1481,69.6705,71.9889,338479.0
2020-12-22,70.7451,71.8297,70.4665,70.964,935371.0
2020-12-23,71.6505,73.1331,70.9938,72.5461,433269.0
2020-12-24,72.6754,72.8844,71.7799,72.4565,93499.0
2020-12-25,72.6754,72.8844,71.7799,72.4565,93499.0
2020-12-26,72.6754,72.8844,71.7799,72.4565,93499.0
2020-12-27,72.6754,72.8844,71.7799,72.4565,93499.0
2020-12-28,73.0137,73.7998,72.5759,72.8645,387676.0
2020-12-29,73.4217,74.6256,72.4366,72.5759,404563.0
2020-12-30,72.5461,74.4266,72.5461,73.2724,344926.0
2020-12-31,72.8247,74.5062,71.7302,73.8794,718825.0
2021-01-01,72.8247,74.5062,71.7302,73.8794,718825.0
2021-01-02,72.8247,74.5062,71.7302,73.8794,718825.0
2021-01-03,72.8247,74.5062,71.7302,73.8794,718825.0
2021-01-04,73.949,74.3172,70.1232,70.6456,623788.0
2021-01-05,70.3371,72.1381,70.3073,71.1928,417031.0
2021-01-06,71.9391,74.1779,71.6704,73.6306,917734.0
2021-01-07,74.546,75.0037,73.3819,74.1679,554896.0
2021-01-08,74.4067,75.153,73.6008,73.959,411684.0
2021-01-09,74.4067,75.153,73.6008,73.959,411684.0
2021-01-10,74.4067,75.153,73.6008,73.959,411684.0
2021-01-11,73.2625,73.4117,72.3918,72.9341,318539.0
2021-01-12,73.4316,74.3669,72.7849,73.2525,379598.0
2021-01-13,72.765,73.1132,71.0038,71.7103,641248.0
2021-01-14,72.4963,73.5908,71.9889,72.3471,765683.0
2021-01-15,71.9988,72.0486,70.4167,70.5859,460968.0
2021-01-16,71.9988,72.0486,70.4167,70.5859,460968.0
2021-01-17,71.9988,72.0486,70.4167,70.5859,460968.0
2021-01-18,71.9988,72.0486,70.4167,70.5859,460968.0
2021-01-19,71.1431,72.5461,70.6555,70.9839,830037.0
2021-01-20,71.6306,71.8993,70.0038,71.5112,798686.0
2021-01-21,71.2227,72.2933,70.357,72.158,714216.0
2021-01-22,71.1132,71.9677,70.6854,70.6953,468810.0
2021-01-23,71.1132,71.9677,70.6854,70.6953,468810.0
2021-01-24,71.1132,71.9677,70.6854,70.6953,468810.0
2021-01-25,70.1083,70.4366,67.372,70.2177,890134.0
2021-01-26,70.6456,71.4018,69.8595,69.9988,611409.0
2021-01-27,69.1232,69.1232,65.372,65.6208,1138053.0
2021-01-28,67.0835,69.6506,66.984,68.1282,1008370.0
2021-01-29,67.3521,68.0287,65.1183,65.3322,912896.0
2021-01-30,67.3521,68.0287,65.1183,65.3322,912896.0
2021-01-31,67.3521,68.0287,65.1183,65.3322,912896.0
2021-02-01,66.4666,67.3969,65.78,66.6059,643615.0
2021-02-02,67.7501,69.9093,67.4815,69.0934,865995.0
2021-02-03,69.3819,71.0336,69.2028,70.3272,545556.0
2021-02-04,70.9938,72.2376,70.6456,71.6406,453796.0
2021-02-05,72.3371,73.8595,72.163,73.5709,598460.0
2021-02-06,72.3371,73.8595,72.163,73.5709,598460.0
2021-02-07,72.3371,73.8595,72.163,73.5709,598460.0
2021-02-08,74.0585,74.8644,72.949,73.4018,458841.0
2021-02-09,73.1431,73.4416,71.6406,72.8048,390824.0
2021-02-10,73.0038,73.959,72.7948,73.2227,448754.0
2021-02-11,73.362,73.9789,72.7252,73.6306,438297.0
2021-02-12,71.6406,76.0385,71.6406,76.0087,761375.0
2021-02-13,71.6406,76.0385,71.6406,76.0087,761375.0
2021-02-14,71.6406,76.0385,71.6406,76.0087,761375.0
2021-02-15,71.6406,76.0385,71.6406,76.0087,761375.0
2021-02-16,77.0534,78.3967,76.6256,78.2873,850622.0
2021-02-17,77.3718,79.5907,76.6654,78.0485,749989.0
2021-02-18,76.8047,78.4863,74.9574,78.1679,1379353.0
2021-02-19,78.7052,82.4463,78.5111,81.8494,786428.0
2021-02-20,78.7052,82.4463,78.5111,81.8494,786428.0
2021-02-21,78.7052,82.4463,78.5111,81.8494,786428.0
2021-02-22,82.5658,85.322,82.4563,83.2125,1015078.0
2021-02-23,84.914,86.516,81.0733,85.9886,976062.0
2021-02-24,86.5757,90.7348,86.501,90.695,1078066.0
2021-02-25,90.695,91.7547,85.0533,86.6851,716450.0
2021-02-26,87.2025,88.496,85.1926,87.511,787123.0
2021-02-27,87.2025,88.496,85.1926,87.511,787123.0
2021-02-28,87.2025,88.496,85.1926,87.511,787123.0
2021-03-01,89.5507,89.5507,87.0931,87.6901,688908.0
2021-03-02,87.2722,87.8194,86.6155,87.5408,797731.0
2021-03-03,88.1378,90.0184,87.2524,87.6403,588447.0
2021-03-04,87.71,88.1179,82.0882,84.4165,1242251.0
2021-03-05,84.6454,85.909,80.0783,85.8195,860349.0
2021-03-06,84.6454,85.909,80.0783,85.8195,860349.0
2021-03-07,84.6454,85.909,80.0783,85.8195,860349.0
2021-03-08,86.7846,87.8791,85.8792,87.0234,672696.0
2021-03-09,87.6602,87.8692,85.0533,85.3916,600006.0
2021-03-10,85.4911,86.9936,84.3369,84.4265,599505.0
