,H US Equity,H US Equity,H US Equity,H US Equity,H US Equity
2022-05-23,80.5061,82.8344,79.1629,82.0583,784495.0
2022-05-24,80.934,81.3917,79.1032,80.4464,871640.0
2022-05-25,79.4912,82.9041,79.3022,82.2772,804859.0
2022-05-26,83.0036,86.7349,83.0036,86.118,616078.0
2022-05-27,86.7249,89.3559,86.7249,87.9189,666886.0
2022-05-28,86.7249,89.3559,86.7249,87.9189,666886.0
2022-05-29,86.7249,89.3559,86.7249,87.9189,666886.0
2022-05-30,86.7249,89.3559,86.7249,87.9189,666886.0
2022-05-31,88.0184,88.3965,86.0782,87.9488,783731.0
2022-06-01,87.9388,89.6403,86.4364,88.5159,960912.0
2022-06-02,88.2871,90.6552,88.2871,90.4662,441584.0
2022-06-03,89.2522,92.1378,88.9736,91.7,804154.0
2022-06-04,89.2522,92.1378,88.9736,91.7,804154.0
2022-06-05,89.2522,92.1378,88.9736,91.7,804154.0
2022-06-06,92.685,95.1128,91.899,94.6452,1009898.0
2022-06-07,94.3268,94.3268,92.7746,93.6303,510135.0
2022-06-08,92.6452,93.481,91.8393,92.9736,448246.0
2022-06-09,92.3567,92.3567,89.8493,89.8791,460423.0
2022-06-10,88.0085,88.9935,84.2474,84.2573,959826.0
2022-06-11,88.0085,88.9935,84.2474,84.2573,959826.0
2022-06-12,88.0085,88.9935,84.2474,84.2573,959826.0
2022-06-13,81.521,82.4364,77.7002,78.3669,1020029.0
2022-06-14,78.8644,79.4713,77.6907,79.0236,829567.0
2022-06-15,80.6056,82.8742,80.0385,81.531,646156.0
2022-06-16,79.1131,79.2922,75.7152,75.9291,1158143.0
2022-06-17,76.6057,77.2126,74.3868,75.5311,809292.0
2022-06-18,76.6057,77.2126,74.3868,75.5311,809292.0
2022-06-19,76.6057,77.2126,74.3868,75.5311,809292.0
2022-06-20,76.6057,77.2126,74.3868,75.5311,809292.0
2022-06-21,76.5161,77.1629,74.6356,74.6754,554037.0
2022-06-22,73.6306,74.6654,71.9491,72.6555,811858.0
2022-06-23,73.2326,73.6107,69.77,70.8545,1213334.0
2022-06-24,72.0187,75.9291,71.4316,75.9291,970358.0
2022-06-25,72.0187,75.9291,71.4316,75.9291,970358.0
2022-06-26,72.0187,75.9291,71.4316,75.9291,970358.0
2022-06-27,75.5908,77.2873,75.1231,76.7947,732731.0
2022-06-28,78.1579,80.2176,75.2326,75.2624,611168.0
2022-06-29,75.3122,75.5609,72.566,74.8943,846080.0
2022-06-30,73.4316,75.0535,71.6207,73.5411,793208.0
2022-07-01,73.2625,75.2624,73.0734,74.7948,541346.0
2022-07-02,73.2625,75.2624,73.0734,74.7948,541346.0
2022-07-03,73.2625,75.2624,73.0734,74.7948,541346.0
2022-07-04,73.2625,75.2624,73.0734,74.7948,541346.0
2022-07-05,72.7053,74.9341,71.6953,74.7749,457764.0
2022-07-06,74.6057,75.1032,71.3073,72.8048,623705.0
2022-07-07,73.6207,75.7898,73.6207,74.3968,426846.0
2022-07-08,74.4366,75.0535,72.6058,73.9988,412632.0
2022-07-09,74.4366,75.0535,72.6058,73.9988,412632.0
2022-07-10,74.4366,75.0535,72.6058,73.9988,412632.0
2022-07-11,73.7301,74.3968,71.6406,73.7898,654728.0
2022-07-12,73.5112,75.6604,73.5112,73.8893,336743.0
2022-07-13,72.0983,74.714,71.76,74.2177,451803.0
2022-07-14,72.9839,73.8295,72.1779,73.352,458440.0
2022-07-15,74.6455,75.3022,73.7301,74.944,656545.0
2022-07-16,74.6455,75.3022,73.7301,74.944,656545.0
2022-07-17,74.6455,75.3022,73.7301,74.944,656545.0
2022-07-18,76.1181,77.4614,75.2425,75.949,803342.0
2022-07-19,77.1032,79.4415,77.0932,79.0037,725278.0
2022-07-20,78.7151,80.8743,78.7101,80.128,462738.0
2022-07-21,78.9042,79.9887,77.531,79.8395,672469.0
2022-07-22,80.6454,81.3469,78.7947,79.1728,380311.0
2022-07-23,80.6454,81.3469,78.7947,79.1728,380311.0
2022-07-24,80.6454,81.3469,78.7947,79.1728,380311.0
2022-07-25,78.9241,80.3668,78.3569,80.1778,406969.0
2022-07-26,79.5609,80.0186,78.4664,78.7848,460041.0
2022-07-27,81.2822,83.3916,80.9738,82.6454,946172.0
2022-07-28,82.8046,83.7698,80.7947,82.3668,476757.0
2022-07-29,82.2275,82.7648,80.6703,82.3369,481361.0
2022-07-30,82.2275,82.7648,80.6703,82.3369,481361.0
2022-07-31,82.2275,82.7648,80.6703,82.3369,481361.0
2022-08-01,82.0185,83.3717,81.0434,83.1727,650139.0
2022-08-02,82.725,84.2175,81.5509,82.9638,403181.0
2022-08-03,83.6006,84.6752,83.3767,84.2175,373053.0
2022-08-04,84.128,85.5409,83.7349,85.2324,738744.0
2022-08-05,84.6752,86.307,84.118,84.3469,860115.0
2022-08-06,84.6752,86.307,84.118,84.3469,860115.0
2022-08-07,84.6752,86.307,84.118,84.3469,860115.0
2022-08-08,85.0732,86.516,84.715,84.7648,1100114.0
2022-08-09,85.8493,87.0831,84.3767,87.0533,1040205.0
2022-08-10,89.2124,89.8791,87.113,87.6503,789502.0
2022-08-11,90.3269,90.5159,88.7746,89.6005,833240.0
2022-08-12,90.108,92.2273,89.9687,92.0482,566411.0
2022-08-13,90.108,92.2273,89.9687,92.0482,566411.0
2022-08-14,90.108,92.2273,89.9687,92.0482,566411.0
2022-08-15,91.3617,92.5358,90.9139,92.2671,613369.0
2022-08-16,92.2671,94.7248,92.2472,94.6551,710794.0
2022-08-17,93.5009,94.7347,92.8327,94.2969,536872.0
2022-08-18,94.2969,96.3268,94.1079,95.0034,628700.0
2022-08-19,93.7099,94.3666,90.8443,91.2025,862370.0
2022-08-20,93.7099,94.3666,90.8443,91.2025,862370.0
2022-08-21,93.7099,94.3666,90.8443,91.2025,862370.0
2022-08-22,89.1229,90.7647,88.705,89.6005,609843.0
2022-08-23,90.6453,91.7995,90.5657,91.2124,482999.0
2022-08-24,90.904,93.2721,90.904,93.0731,501584.0
2022-08-25,94.2372,95.1029,93.69,94.1377,470825.0
2022-08-26,94.3268,94.6352,90.5955,90.6055,495796.0
2022-08-27,94.3268,94.6352,90.5955,90.6055,495796.0
2022-08-28,94.3268,94.6352,90.5955,90.6055,495796.0
2022-08-29,89.3915,90.7995,89.0632,89.9488,534789.0
2022-08-30,90.5657,91.2472,88.9836,88.9935,874885.0
2022-08-31,89.1328,90.6751,89.103,89.1726,890969.0
2022-09-01,88.506,88.5856,86.2622,87.899,940648.0
2022-09-02,88.9935,89.3617,87.1627,87.6901,634756.0
2022-09-03,88.9935,89.3617,87.1627,87.6901,634756.0
2022-09-04,88.9935,89.3617,87.1627,87.6901,634756.0
2022-09-05,88.9935,89.3617,87.1627,87.6901,634756.0
2022-09-06,88.2373,88.7846,85.4911,87.2722,747318.0
2022-09-07,86.9538,89.5109,86.8593,89.5109,856566.0
2022-09-08,88.3567,90.7398,88.1279,90.5955,992555.0
2022-09-09,91.2025,93.1903,91.2025,92.486,678975.0
2022-09-10,91.2025,93.1903,91.2025,92.486,678975.0
2022-09-11,91.2025,93.1903,91.2025,92.486,678975.0
2022-09-12,93.1925,94.287,93.1527,93.6303,824674.0
2022-09-13,90.695,92.5457,89.9886,90.0781,937541.0
2022-09-14,90.5159,92.9537,89.0632,92.7746,835867.0
2022-09-15,93.8293,96.2273,92.2373,92.9736,998246.0
2022-09-16,91.4413,91.4413,87.2075,88.6055,1508510.0
2022-09-17,91.4413,91.4413,87.2075,88.6055,1508510.0
2022-09-18,91.4413,91.4413,87.2075,88.6055,1508510.0
2022-09-19,87.2622,90.6453,87.0732,89.3318,1169679.0
2022-09-20,89.3617,89.9488,87.7995,88.8144,953292.0
2022-09-21,88.7348,88.7348,84.7548,84.8344,1144747.0
2022-09-22,84.5558,84.7449,80.3768,80.6653,1177748.0
2022-09-23,79.1927,79.4216,77.3121,78.4067,1657231.0
2022-09-24,79.1927,79.4216,77.3121,78.4067,1657231.0
2022-09-25,79.1927,79.4216,77.3121,78.4067,1657231.0
2022-09-26,78.735,80.5658,77.7301,77.74,859355.0
2022-09-27,80.4265,82.128,79.1828,80.1678,1331736.0
2022-09-28,80.138,83.8693,80.138,83.0135,1160267.0
2022-09-29,81.4315,82.0683,79.2723,80.934,804221.0
2022-09-30,79.8892,82.133,79.5808,80.5559,791660.0
2022-10-01,79.8892,82.133,79.5808,80.5559,791660.0
2022-10-02,79.8892,82.133,79.5808,80.5559,791660.0
2022-10-03,81.2922,82.6852,80.3051,81.9986,642862.0
2022-10-04,84.2076,86.4961,84.2076,85.6404,710438.0
2022-10-05,84.1777,85.7996,83.7101,85.322,466091.0
2022-10-06,84.8444,85.9787,83.1827,83.2125,437342.0
2022-10-07,81.9986,82.5558,81.133,82.3668,494775.0
2022-10-08,81.9986,82.5558,81.133,82.3668,494775.0
2022-10-09,81.9986,82.5558,81.133,82.3668,494775.0
2022-10-10,82.4165,82.9837,80.8046,81.521,615314.0
2022-10-11,81.3718,81.7549,79.1231,80.2375,600753.0
2022-10-12,80.0882,82.4265,79.5907,81.7996,478031.0
2022-10-13,79.8494,82.9887,79.4713,82.4862,622216.0
2022-10-14,83.9489,85.0832,82.4165,82.7648,791619.0
2022-10-15,83.9489,85.0832,82.4165,82.7648,791619.0
2022-10-16,83.9489,85.0832,82.4165,82.7648,791619.0
2022-10-17,83.6006,85.312,83.4314,85.2424,608075.0
2022-10-18,87.3418,88.5358,85.6304,86.4861,634188.0
2022-10-19,86.0682,87.7647,85.4215,86.1677,622305.0
2022-10-20,86.4463,87.6204,84.327,84.6255,424084.0
2022-10-21,84.3071,88.3667,84.2076,88.1478,470154.0
2022-10-22,84.3071,88.3667,84.2076,88.1478,470154.0
2022-10-23,84.3071,88.3667,84.2076,88.1478,470154.0
2022-10-24,86.5657,88.7995,86.5657,87.6105,684208.0
2022-10-25,87.2423,89.4711,86.7365,89.292,928275.0
2022-10-26,89.9786,92.1278,88.5159,89.0234,863297.0
2022-10-27,90.1478,91.8592,90.0333,90.5458,693342.0
2022-10-28,90.6055,92.6452,89.6503,92.2771,504501.0
2022-10-29,90.6055,92.6452,89.6503,92.2771,504501.0
2022-10-30,90.6055,92.6452,89.6503,92.2771,504501.0
2022-10-31,92.2074,94.3964,91.9885,93.7397,1334485.0
2022-11-01,95.3118,95.3914,92.9835,93.4412,971761.0
2022-11-02,92.5656,94.6153,91.0731,91.5109,1063777.0
2022-11-03,96.5457,97.7297,88.1179,89.7597,1416327.0
2022-11-04,91.7895,93.8094,89.7697,91.5308,832607.0
2022-11-05,91.7895,93.8094,89.7697,91.5308,832607.0
2022-11-06,91.7895,93.8094,89.7697,91.5308,832607.0
2022-11-07,91.5109,91.8477,87.1528,89.6403,830089.0
2022-11-08,90.0085,91.7099,89.103,90.6851,674101.0
2022-11-09,90.0483,91.5308,88.8741,89.3915,599080.0
2022-11-10,92.5358,94.3367,92.5358,93.6999,720434.0
2022-11-11,94.6949,97.4511,94.481,95.6303,927701.0
2022-11-12,94.6949,97.4511,94.481,95.6303,927701.0
2022-11-13,94.6949,97.4511,94.481,95.6303,927701.0
2022-11-14,94.9735,95.3715,91.1428,91.2721,1066742.0
2022-11-15,93.1626,94.3268,91.0831,91.9786,947354.0
2022-11-16,90.8542,93.7198,90.8542,93.6601,653167.0
2022-11-17,92.0283,93.9288,91.0035,93.8492,497308.0
2022-11-18,95.2223,95.6004,93.8139,95.3218,558840.0
2022-11-19,95.2223,95.6004,93.8139,95.3218,558840.0
2022-11-20,95.2223,95.6004,93.8139,95.3218,558840.0
2022-11-21,95.0133,96.2273,94.5357,94.685,471713.0
2022-11-22,94.9138,96.6153,94.5258,96.5656,271705.0
2022-11-23,96.5556,96.9387,95.5307,95.7994,495266.0
2022-11-24,96.5556,96.9387,95.5307,95.7994,495266.0
2022-11-25,95.7895,96.9735,95.2123,95.7198,377621.0
2022-11-26,95.7895,96.9735,95.2123,95.7198,377621.0
2022-11-27,95.7895,96.9735,95.2123,95.7198,377621.0
2022-11-28,94.8442,95.5108,93.6104,93.8492,511842.0
2022-11-29,94.078,97.5904,93.7696,97.5705,702632.0
2022-11-30,98.1277,100.0481,97.3019,99.8192,1180322.0
2022-12-01,99.7297,101.6899,99.7297,100.4262,1181217.0
2022-12-02,99.0133,100.0779,98.1121,99.1327,404155.0
2022-12-03,99.0133,100.0779,98.1121,99.1327,404155.0
2022-12-04,99.0133,100.0779,98.1121,99.1327,404155.0
2022-12-05,98.5158,99.4809,97.3715,97.4312,676076.0
2022-12-06,97.3019,98.0282,94.5954,95.9686,895887.0
2022-12-07,95.4014,96.1178,94.5357,95.0133,506843.0
2022-12-08,96.3168,98.0979,95.9536,96.675,555721.0
2022-12-09,96.3765,98.6742,96.1775,98.1675,663967.0
2022-12-10,96.3765,98.6742,96.1775,98.1675,663967.0
2022-12-11,96.3765,98.6742,96.1775,98.1675,663967.0
2022-12-12,97.8093,99.9884,96.884,99.6302,735698.0
2022-12-13,102.8739,102.9834,99.3416,100.5157,831118.0
2022-12-14,100.0481,100.7645,97.3257,99.1227,1175568.0
2022-12-15,97.9387,98.1974,96.1228,96.476,1028995.0
2022-12-16,95.5208,96.3865,94.6651,95.4312,1051519.0
2022-12-17,95.5208,96.3865,94.6651,95.4312,1051519.0
2022-12-18,95.5208,96.3865,94.6651,95.4312,1051519.0
2022-12-19,95.5407,95.5407,93.3517,93.8492,500196.0
2022-12-20,93.4014,94.6352,92.7149,93.7298,766612.0
2022-12-21,94.2571,94.5755,91.103,91.4413,909329.0
2022-12-22,90.7149,91.6801,88.9736,90.0483,800946.0
2022-12-23,89.2124,90.6453,89.2124,90.6353,578661.0
2022-12-24,89.2124,90.6453,89.2124,90.6353,578661.0
2022-12-25,89.2124,90.6453,89.2124,90.6353,578661.0
2022-12-26,89.2124,90.6453,89.2124,90.6353,578661.0
2022-12-27,90.4363,91.1925,89.5109,89.5607,536048.0
2022-12-28,89.0433,89.899,87.6304,87.6403,583461.0
2022-12-29,87.6403,89.5905,87.5707,89.0035,558764.0
2022-12-30,88.1478,90.0085,87.6901,89.9985,460217.0
2022-12-31,88.1478,90.0085,87.6901,89.9985,460217.0
2023-01-01,88.1478,90.0085,87.6901,89.9985,460217.0
2023-01-02,88.1478,90.0085,87.6901,89.9985,460217.0
2023-01-03,90.9139,91.5806,88.3567,88.3567,764912.0
2023-01-04,89.1627,91.6602,89.1627,91.1925,580803.0
2023-01-05,90.7547,91.8691,89.8791,91.5209,693150.0
2023-01-06,92.5258,94.8442,92.098,94.7447,987261.0
2023-01-07,92.5258,94.8442,92.098,94.7447,987261.0
2023-01-08,92.5258,94.8442,92.098,94.7447,987261.0
2023-01-09,95.1128,97.3516,95.0929,96.2173,1129683.0
2023-01-10,96.088,97.7795,95.2422,97.7496,1038640.0
2023-01-11,98.7247,102.4461,98.6949,102.0083,1378229.0
2023-01-12,102.4859,103.6699,101.1326,103.063,920193.0
2023-01-13,102.5356,104.4759,102.3814,104.4162,690576.0
2023-01-14,102.5356,104.4759,102.3814,104.4162,690576.0
2023-01-15,102.5356,104.4759,102.3814,104.4162,690576.0
2023-01-16,102.5356,104.4759,102.3814,104.4162,690576.0
2023-01-17,103.7097,104.8241,103.5306,104.4659,561461.0
2023-01-18,105.9684,106.5853,103.3316,103.9485,732627.0
2023-01-19,103.1824,104.9037,102.8341,104.5157,737542.0
2023-01-20,105.3515,108.7047,104.8063,108.5554,893906.0
2023-01-21,105.3515,108.7047,104.8063,108.5554,893906.0
2023-01-22,105.3515,108.7047,104.8063,108.5554,893906.0
2023-01-23,108.7445,110.0977,108.1674,110.0678,901820.0
2023-01-24,109.829,111.7096,108.8639,111.2618,983860.0
2023-01-25,110.0479,112.625,110.038,111.5504,939154.0
2023-01-26,110.3166,111.8986,110.3166,111.232,705842.0
2023-01-27,111.1424,112.0287,110.2569,111.6797,644648.0
2023-01-28,111.1424,112.0287,110.2569,111.6797,644648.0
2023-01-29,111.1424,112.0287,110.2569,111.6797,644648.0
2023-01-30,110.3763,111.2021,108.2171,108.3763,606113.0
2023-01-31,108.7544,109.2071,107.9883,108.5753,854413.0
2023-02-01,108.1574,109.8787,106.5853,109.1226,725880.0
2023-02-02,110.028,111.5703,108.9335,109.8688,912593.0
2023-02-03,108.4161,110.0678,108.4161,109.4609,496750.0
2023-02-04,108.4161,110.0678,108.4161,109.4609,496750.0
2023-02-05,108.4161,110.0678,108.4161,109.4609,496750.0
2023-02-06,108.5554,110.7046,108.3465,110.0778,670192.0
2023-02-07,110.0778,113.2021,108.8589,112.814,827423.0
2023-02-08,112.2668,112.9533,110.7146,111.0031,666742.0
2023-02-09,112.7444,114.3563,111.2121,111.232,1430082.0
2023-02-10,109.9285,110.5056,108.4907,108.8838,974874.0
2023-02-11,109.9285,110.5056,108.4907,108.8838,974874.0
2023-02-12,109.9285,110.5056,108.4907,108.8838,974874.0
2023-02-13,109.0828,111.1822,108.9932,110.824,819599.0
2023-02-14,110.8041,116.0478,110.0639,115.5304,1521790.0
2023-02-15,115.2618,117.9348,114.7941,116.6548,1946822.0
2023-02-16,114.6946,118.7741,110.8937,116.406,2504276.0
2023-02-17,116.0379,116.7543,112.1291,113.1722,1105360.0
2023-02-18,116.0379,116.7543,112.1291,113.1722,1105360.0
2023-02-19,116.0379,116.7543,112.1291,113.1722,1105360.0
2023-02-20,116.0379,116.7543,112.1291,113.1722,1105360.0
2023-02-21,112.3165,113.3265,111.5305,112.1971,811211.0
2023-02-22,112.1275,112.7344,111.023,112.0976,565975.0
2023-02-23,112.9633,114.0976,111.8389,113.7494,614366.0
2023-02-24,112.7643,115.1623,112.2867,115.0628,927347.0
2023-02-25,112.7643,115.1623,112.2867,115.0628,927347.0
2023-02-26,112.7643,115.1623,112.2867,115.0628,927347.0
2023-02-27,116.1473,116.7244,114.416,115.7493,830138.0
2023-02-28,115.61,116.7244,115.3833,115.6598,656494.0
2023-03-01,115.9085,117.6431,115.7394,116.7145,654900.0
2023-03-02,116.3662,119.1503,115.9682,119.1124,676383.0
2023-03-03,120.008,122.361,119.3114,122.187,1043332.0
2023-03-04,120.008,122.361,119.3114,122.187,1043332.0
2023-03-05,120.008,122.361,119.3114,122.187,1043332.0
2023-03-06,122.3462,124.2367,122.2368,122.7243,835732.0
2023-03-07,122.8935,124.4457,120.4955,120.7642,719073.0
2023-03-08,120.6647,121.2617,118.1075,119.2219,853328.0
2023-03-09,117.003,117.5503,111.5106,111.7394,1235298.0
2023-03-10,111.1822,113.5006,108.9982,110.1574,768774.0
2023-03-11,111.1822,113.5006,108.9982,110.1574,768774.0
2023-03-12,111.1822,113.5006,108.9982,110.1574,768774.0
2023-03-13,107.9684,108.4758,105.849,107.242,1353686.0
2023-03-14,109.9783,111.7693,109.1922,109.7992,1272974.0
2023-03-15,106.0579,107.0131,103.8888,105.4012,1906180.0
2023-03-16,104.7147,108.247,104.058,107.0927,1394126.0
2023-03-17,106.4659,107.3614,104.2221,105.6102,1187864.0
2023-03-18,106.4659,107.3614,104.2221,105.6102,1187864.0
2023-03-19,106.4659,107.3614,104.2221,105.6102,1187864.0
2023-03-20,106.2072,109.2619,105.4112,108.8937,1193286.0
2023-03-21,110.7643,112.3762,110.1872,111.1524,791013.0
2023-03-22,110.635,111.3115,108.0181,108.0977,836034.0
2023-03-23,108.6848,110.2867,104.7943,105.8888,1195583.0
2023-03-24,104.0281,104.4858,100.7247,103.0829,1136515.0
2023-03-25,104.0281,104.4858,100.7247,103.0829,1136515.0
2023-03-26,104.0281,104.4858,100.7247,103.0829,1136515.0
2023-03-27,104.5754,104.8838,103.257,103.6799,643164.0
2023-03-28,103.4709,104.5157,103.1028,104.1674,555683.0
2023-03-29,105.2818,107.7694,105.0629,107.5704,618658.0
2023-03-30,108.5853,109.9683,108.2669,109.431,811850.0
2023-03-31,110.7345,112.625,110.7146,111.232,590356.0
2023-04-01,110.7345,112.625,110.7146,111.232,590356.0
2023-04-02,110.7345,112.625,110.7146,111.232,590356.0
2023-04-03,111.033,111.222,108.9534,109.5703,642565.0
2023-04-04,110.038,110.038,107.7594,109.4808,518082.0
2023-04-05,108.9136,109.1673,106.5057,107.1027,678445.0
2023-04-06,107.2917,107.5903,105.6997,107.5704,551770.0
2023-04-07,107.2917,107.5903,105.6997,107.5704,551770.0
2023-04-08,107.2917,107.5903,105.6997,107.5704,551770.0
2023-04-09,107.2917,107.5903,105.6997,107.5704,551770.0
2023-04-10,106.8639,109.5703,106.2768,108.5156,524367.0
2023-04-11,108.9335,111.2618,108.2221,110.635,683231.0
2023-04-12,111.4409,111.9384,108.3266,108.7743,737152.0
2023-04-13,109.6101,112.033,108.9534,111.6797,724294.0
2023-04-14,111.62,112.8538,110.0579,111.4111,843734.0
2023-04-15,111.62,112.8538,110.0579,111.4111,843734.0
2023-04-16,111.62,112.8538,110.0579,111.4111,843734.0
2023-04-17,111.5703,113.3115,111.3763,113.0429,661650.0
2023-04-18,113.8986,116.9135,113.8091,116.3463,938400.0
2023-04-19,115.6697,116.7294,115.3215,116.2468,714964.0
2023-04-20,115.6598,117.0627,115.411,115.9085,602029.0
2023-04-21,116.1075,117.003,115.1424,116.814,444061.0
2023-04-22,116.1075,117.003,115.1424,116.814,444061.0
2023-04-23,116.1075,117.003,115.1424,116.814,444061.0
2023-04-24,116.7344,117.3314,116.008,117.2816,456938.0
2023-04-25,116.9931,116.9931,114.9732,115.0329,464876.0
2023-04-26,115.4906,116.2498,109.9683,110.2171,913668.0
2023-04-27,110.1076,111.6549,108.5455,110.8041,669700.0
2023-04-28,110.8837,114.1076,110.0081,113.7295,1435229.0
2023-04-29,110.8837,114.1076,110.0081,113.7295,1435229.0
2023-04-30,110.8837,114.1076,110.0081,113.7295,1435229.0
2023-05-01,113.3016,117.0826,113.1026,114.9135,661041.0
2023-05-02,115.4309,119.0527,114.1026,118.4259,1028000.0
2023-05-03,118.6945,121.391,117.61,117.61,1060473.0
2023-05-04,115.1722,117.1821,112.4558,115.5702,1196345.0
2023-05-05,117.799,117.9582,114.1573,115.7195,979086.0
2023-05-06,117.799,117.9582,114.1573,115.7195,979086.0
2023-05-07,117.799,117.9582,114.1573,115.7195,979086.0
2023-05-08,116.3463,117.7294,115.3314,117.1921,878960.0
2023-05-09,117.1921,119.5105,116.9334,118.4856,726639.0
2023-05-10,119.3015,119.3015,112.5155,113.9185,1102745.0
2023-05-11,113.9285,114.8339,111.63,111.9384,1085787.0
2023-05-12,111.9583,114.2767,111.9484,112.9832,1205511.0
2023-05-13,111.9583,114.2767,111.9484,112.9832,1205511.0
2023-05-14,111.9583,114.2767,111.9484,112.9832,1205511.0
2023-05-15,113.4807,114.9533,111.6897,113.3613,746096.0
2023-05-16,113.0827,113.2419,111.3713,111.6399,771325.0
2023-05-17,111.8887,114.3464,111.5106,112.1275,799497.0
2023-05-18,111.8091,116.4657,111.4608,114.615,727326.0
2023-05-19,114.5852,114.9483,112.2469,113.013,529564.0
2023-05-20,114.5852,114.9483,112.2469,113.013,529564.0
2023-05-21,114.5852,114.9483,112.2469,113.013,529564.0
2023-05-22,112.0777,113.0429,110.426,110.6051,749914.0
2023-05-23,110.7046,110.7643,107.6798,108.3266,1129297.0
2023-05-24,107.232,108.7146,106.3067,108.1574,843873.0
2023-05-25,108.7445,110.038,108.2171,109.0828,762037.0
2023-05-26,109.6407,111.6036,109.297,109.8201,643721.0
2023-05-27,109.6407,111.6036,109.297,109.8201,643721.0
2023-05-28,109.6407,111.6036,109.297,109.8201,643721.0
2023-05-29,109.6407,111.6036,109.297,109.8201,643721.0
2023-05-30,110.2385,111.484,108.1661,108.3255,750034.0
2023-05-31,108.3554,108.998,105.9541,107.09,3260270.0
2023-06-01,107.1099,109.7105,106.5619,109.4912,803333.0
2023-06-02,110.8065,114.9813,110.6072,114.6624,936221.0
2023-06-03,110.8065,114.9813,110.6072,114.6624,936221.0
2023-06-04,110.8065,114.9813,110.6072,114.6624,936221.0
2023-06-05,114.4532,115.0311,112.7494,114.0048,691334.0
2023-06-06,113.5863,117.7711,113.1429,116.9043,839042.0
2023-06-07,117.2032,118.7376,115.2901,116.147,780324.0
2023-06-08,115.8082,116.8445,114.229,115.609,614318.0
2023-06-09,115.8082,116.0972,114.3934,115.1905,377223.0
2023-06-10,115.8082,116.0972,114.3934,115.1905,377223.0
2023-06-11,115.8082,116.0972,114.3934,115.1905,377223.0
2023-06-12,115.9577,116.3363,114.513,115.878,425319.0
2023-06-13,116.3662,117.3875,115.6588,116.2466,612214.0
2023-06-14,116.5754,117.3725,114.7322,116.4658,450248.0
2023-06-15,116.1769,116.5655,110.7367,112.311,751709.0
2023-06-16,112.7892,113.7358,111.9124,112.7593,694210.0
2023-06-17,112.7892,113.7358,111.9124,112.7593,694210.0
2023-06-18,112.7892,113.7358,111.9124,112.7593,694210.0
2023-06-19,112.7892,113.7358,111.9124,112.7593,694210.0
2023-06-20,111.5238,111.7729,108.7988,109.023,935528.0
2023-06-21,109.0528,112.1017,108.4052,111.753,533847.0
2023-06-22,111.6534,112.1217,109.7005,110.0393,605795.0
2023-06-23,108.4152,108.5347,106.2132,107.1498,939155.0
2023-06-24,108.4152,108.5347,106.2132,107.1498,939155.0
2023-06-25,108.4152,108.5347,106.2132,107.1498,939155.0
2023-06-26,106.6616,108.8984,106.6616,107.4786,447972.0
2023-06-27,107.907,109.9197,107.4686,109.8699,491523.0
2023-06-28,109.7503,111.6185,109.4115,110.0592,458597.0
2023-06-29,109.9496,112.2711,109.9496,111.9025,386399.0
2023-06-30,112.6199,114.4631,112.6199,114.1642,457197.0
2023-07-01,112.6199,114.4631,112.6199,114.1642,457197.0
2023-07-02,112.6199,114.4631,112.6199,114.1642,457197.0
2023-07-03,113.2177,114.7621,112.3757,113.4568,340235.0
2023-07-04,113.2177,114.7621,112.3757,113.4568,340235.0
2023-07-05,113.3173,113.3173,111.6434,112.6497,596153.0
2023-07-06,111.1452,113.2476,109.9894,113.1778,509619.0
2023-07-07,113.5266,116.9142,113.5266,115.1905,653596.0
2023-07-08,113.5266,116.9142,113.5266,115.1905,653596.0
2023-07-09,113.5266,116.9142,113.5266,115.1905,653596.0
2023-07-10,114.8916,119.4151,114.8916,119.3254,471787.0
2023-07-11,119.8734,122.5387,118.3191,119.0763,670412.0
2023-07-12,120.2919,121.4676,118.0999,118.2294,438330.0
2023-07-13,118.9966,119.5945,118.2095,118.4686,412451.0
2023-07-14,118.1896,118.1896,115.4495,116.5754,488757.0
2023-07-15,118.1896,118.1896,115.4495,116.5754,488757.0
2023-07-16,118.1896,118.1896,115.4495,116.5754,488757.0
2023-07-17,115.7983,119.2258,115.697,118.6678,389871.0
2023-07-18,118.5283,120.6705,118.1597,120.4912,520747.0
2023-07-19,120.0827,121.0691,119.2158,120.2421,482222.0
2023-07-20,120.282,120.7453,119.5347,120.0727,652240.0
2023-07-21,121.2484,122.753,120.4912,120.6406,517719.0
2023-07-22,121.2484,122.753,120.4912,120.6406,517719.0
2023-07-23,121.2484,122.753,120.4912,120.6406,517719.0
2023-07-24,120.3816,120.7353,119.1162,119.7738,444802.0
2023-07-25,118.9169,120.7702,118.3888,120.7004,500797.0
2023-07-26,120.81,122.0107,119.3354,120.0428,420867.0
2023-07-27,120.9296,123.9087,120.6357,121.8562,539682.0
2023-07-28,122.8127,125.1642,122.8127,124.7258,591237.0
2023-07-29,122.8127,125.1642,122.8127,124.7258,591237.0
2023-07-30,122.8127,125.1642,122.8127,124.7258,591237.0
2023-07-31,125.3336,127.3363,125.3336,125.8915,782804.0
2023-08-01,125.2937,125.8915,123.007,124.5763,754097.0
2023-08-02,123.1017,124.2674,121.8562,121.8961,1050326.0
2023-08-03,115.5791,115.5791,110.1987,111.5836,2233657.0
2023-08-04,112.2512,114.9912,111.4242,111.8228,914840.0
