,PFS US Equity,PFS US Equity,PFS US Equity,PFS US Equity,PFS US Equity
2020-04-29,12.4865,13.4232,12.3562,13.1056,291271.0
2020-04-30,12.2096,12.6495,11.6476,11.6883,422358.0
2020-05-01,11.224,11.5341,10.8086,11.1263,282992.0
2020-05-02,11.224,11.5341,10.8086,11.1263,282992.0
2020-05-03,11.224,11.5341,10.8086,11.1263,282992.0
2020-05-04,10.8086,10.9064,10.5806,10.719,264239.0
2020-05-05,11.0204,11.0489,10.434,10.4665,353287.0
2020-05-06,10.5236,10.605,10.2629,10.3199,414904.0
2020-05-07,10.4747,10.8412,10.3932,10.4747,301799.0
2020-05-08,10.8005,11.0774,10.6539,10.939,435801.0
2020-05-09,10.8005,11.0774,10.6539,10.939,435801.0
2020-05-10,10.8005,11.0774,10.6539,10.939,435801.0
2020-05-11,10.719,10.7598,10.3932,10.5073,501942.0
2020-05-12,10.4584,10.491,9.8231,9.8557,377476.0
2020-05-13,9.709,9.709,9.2611,9.4647,376791.0
2020-05-14,9.1572,9.5561,8.7625,9.4065,472908.0
2020-05-15,9.4065,9.6226,9.1323,9.5976,1335410.0
2020-05-16,9.4065,9.6226,9.1323,9.5976,1335410.0
2020-05-17,9.4065,9.6226,9.1323,9.5976,1335410.0
2020-05-18,10.0962,10.7278,10.0879,10.6696,632114.0
2020-05-19,10.7111,10.7111,10.1876,10.2042,269951.0
2020-05-20,10.4369,10.7942,10.3871,10.6779,316884.0
2020-05-21,10.6613,10.8524,10.52,10.5699,181434.0
2020-05-22,10.628,10.628,10.1544,10.3787,147713.0
2020-05-23,10.628,10.628,10.1544,10.3787,147713.0
2020-05-24,10.628,10.628,10.1544,10.3787,147713.0
2020-05-25,10.628,10.628,10.1544,10.3787,147713.0
2020-05-26,10.8607,11.1765,10.7527,11.0601,248337.0
2020-05-27,11.3177,12.2401,11.3177,12.157,340774.0
2020-05-28,12.4312,12.4312,11.2679,11.3676,286349.0
2020-05-29,11.3427,11.3427,10.761,10.8275,391673.0
2020-05-30,11.3427,11.3427,10.761,10.8275,391673.0
2020-05-31,11.3427,11.3427,10.761,10.8275,391673.0
2020-06-01,10.8773,11.1682,10.7901,10.8358,376454.0
2020-06-02,11.0352,11.1599,10.6114,10.6862,196136.0
2020-06-03,11.0186,11.6377,10.9604,11.4091,329244.0
2020-06-04,11.2263,11.7,11.11,11.6834,297343.0
2020-06-05,12.4146,12.8633,12.3066,12.5559,317145.0
2020-06-06,12.4146,12.8633,12.3066,12.5559,317145.0
2020-06-07,12.4146,12.8633,12.3066,12.5559,317145.0
2020-06-08,12.8883,13.0545,12.6307,12.88,253873.0
2020-06-09,12.4229,12.9132,12.1736,12.5891,279224.0
2020-06-10,12.4562,12.506,11.7249,11.7498,262098.0
2020-06-11,11.0103,11.218,10.7278,10.761,422728.0
2020-06-12,11.3842,11.3842,10.7194,10.9854,407401.0
2020-06-13,11.3842,11.3842,10.7194,10.9854,407401.0
2020-06-14,11.3842,11.3842,10.7194,10.9854,407401.0
2020-06-15,10.4286,11.3759,10.4286,11.1266,346817.0
2020-06-16,11.6501,11.808,11.2928,11.5089,426112.0
2020-06-17,11.5338,11.5338,10.977,11.0186,391037.0
2020-06-18,10.7444,11.2346,10.7194,11.0186,417975.0
2020-06-19,11.1432,11.1765,10.761,10.8607,813215.0
2020-06-20,11.1432,11.1765,10.761,10.8607,813215.0
2020-06-21,11.1432,11.1765,10.761,10.8607,813215.0
2020-06-22,10.7028,11.2513,10.6363,11.0851,352750.0
2020-06-23,11.3427,11.5504,10.9937,11.002,473022.0
2020-06-24,10.7859,10.9147,10.5283,10.628,364771.0
2020-06-25,10.5117,11.1599,10.5117,11.1432,417958.0
2020-06-26,10.9355,11.1017,10.5533,10.8524,1506511.0
2020-06-27,10.9355,11.1017,10.5533,10.8524,1506511.0
2020-06-28,10.9355,11.1017,10.5533,10.8524,1506511.0
2020-06-29,11.0518,11.8703,11.002,11.7498,658489.0
2020-06-30,11.6335,12.0739,11.6335,12.0074,600398.0
2020-07-01,12.0074,12.1653,11.2762,11.3427,382033.0
2020-07-02,11.808,12.0324,11.218,11.2596,309308.0
2020-07-03,11.808,12.0324,11.218,11.2596,309308.0
2020-07-04,11.808,12.0324,11.218,11.2596,309308.0
2020-07-05,11.808,12.0324,11.218,11.2596,309308.0
2020-07-06,11.6003,11.7083,11.2679,11.4175,470530.0
2020-07-07,11.243,11.4008,11.0975,11.1432,486067.0
2020-07-08,11.0352,11.2513,10.9355,11.0934,386623.0
2020-07-09,10.977,10.977,10.6363,10.6862,299375.0
2020-07-10,10.7028,11.1931,10.7028,11.1765,290209.0
2020-07-11,10.7028,11.1931,10.7028,11.1765,290209.0
2020-07-12,10.7028,11.1931,10.7028,11.1765,290209.0
2020-07-13,11.3593,11.5587,10.9604,11.4008,319167.0
2020-07-14,11.4341,11.5836,11.218,11.3925,319244.0
2020-07-15,11.808,12.1072,11.6501,11.9327,329543.0
2020-07-16,11.7997,12.1903,11.7581,12.0573,286296.0
2020-07-17,12.0324,12.0739,11.6252,11.7,356645.0
2020-07-18,12.0324,12.0739,11.6252,11.7,356645.0
2020-07-19,12.0324,12.0739,11.6252,11.7,356645.0
2020-07-20,11.5753,11.7166,11.1682,11.1931,292620.0
2020-07-21,11.326,11.8911,11.1765,11.8579,270826.0
2020-07-22,11.6501,11.8496,11.5504,11.8496,361305.0
2020-07-23,11.808,12.2235,11.7249,12.1487,438086.0
2020-07-24,12.1736,12.2817,11.9327,11.9825,281274.0
2020-07-25,12.1736,12.2817,11.9327,11.9825,281274.0
2020-07-26,12.1736,12.2817,11.9327,11.9825,281274.0
2020-07-27,11.8745,11.8828,11.6418,11.7249,242120.0
2020-07-28,11.7,12.0324,11.6958,11.9493,607732.0
2020-07-29,11.9077,12.1321,11.6335,12.1155,490196.0
2020-07-30,12.4146,12.4146,11.7997,11.8828,452284.0
2020-07-31,11.4673,11.7914,10.815,11.3427,3189259.0
2020-08-01,11.4673,11.7914,10.815,11.3427,3189259.0
2020-08-02,11.4673,11.7914,10.815,11.3427,3189259.0
2020-08-03,11.3011,11.4175,11.0352,11.0601,466531.0
2020-08-04,10.8856,11.1515,10.869,11.1432,383087.0
2020-08-05,11.243,11.2928,10.9854,11.1765,366904.0
2020-08-06,11.1183,11.1682,10.9147,11.0518,383303.0
2020-08-07,11.002,11.9659,10.8939,11.9493,363898.0
2020-08-08,11.002,11.9659,10.8939,11.9493,363898.0
2020-08-09,11.002,11.9659,10.8939,11.9493,363898.0
2020-08-10,11.8745,12.3066,11.8662,12.0739,402309.0
2020-08-11,12.2401,12.4894,12.0324,12.1072,621057.0
2020-08-12,12.3648,12.4395,11.8911,12.0739,520635.0
2020-08-13,12.057,12.133,11.77,11.7868,350164.0
2020-08-14,11.6517,11.9979,11.618,11.9726,364648.0
2020-08-15,11.6517,11.9979,11.618,11.9726,364648.0
2020-08-16,11.6517,11.9979,11.618,11.9726,364648.0
2020-08-17,11.9219,11.9641,11.5673,11.6855,273877.0
2020-08-18,11.6602,11.7108,11.3731,11.3984,393736.0
2020-08-19,11.3731,11.6771,11.3478,11.4829,286414.0
2020-08-20,11.238,11.4069,11.1283,11.2043,273933.0
2020-08-21,11.0354,11.1536,10.8159,10.9172,363581.0
2020-08-22,11.0354,11.1536,10.8159,10.9172,363581.0
2020-08-23,11.0354,11.1536,10.8159,10.9172,363581.0
2020-08-24,11.0692,11.6011,10.9341,11.5842,448329.0
2020-08-25,11.694,11.77,11.314,11.5167,298705.0
2020-08-26,11.4407,11.4533,11.0945,11.1536,396509.0
2020-08-27,11.2549,11.6391,11.2549,11.3984,232826.0
2020-08-28,11.542,11.5748,11.1958,11.314,333075.0
2020-08-29,11.542,11.5748,11.1958,11.314,333075.0
2020-08-30,11.542,11.5748,11.1958,11.314,333075.0
2020-08-31,11.2718,11.2718,11.0987,11.1283,479674.0
2020-09-01,11.0016,11.2493,11.0016,11.1874,251328.0
2020-09-02,11.1198,11.2465,11.0523,11.1789,276419.0
2020-09-03,11.2634,11.6517,11.2549,11.3056,310999.0
2020-09-04,11.5926,11.6601,11.314,11.5504,243146.0
2020-09-05,11.5926,11.6601,11.314,11.5504,243146.0
2020-09-06,11.5926,11.6601,11.314,11.5504,243146.0
2020-09-07,11.5926,11.6601,11.314,11.5504,243146.0
2020-09-08,11.4153,11.466,10.9763,11.0776,368357.0
2020-09-09,11.162,11.162,10.7568,10.8327,288160.0
2020-09-10,10.8581,10.9932,10.7061,10.7652,276442.0
2020-09-11,10.8496,10.8919,10.6977,10.8159,249782.0
2020-09-12,10.8496,10.8919,10.6977,10.8159,249782.0
2020-09-13,10.8496,10.8919,10.6977,10.8159,249782.0
2020-09-14,11.2211,11.5167,11.0607,11.4153,457146.0
2020-09-15,11.3816,11.4407,11.0354,11.0438,214452.0
2020-09-16,11.0101,11.2465,10.8834,11.1536,314195.0
2020-09-17,10.9763,11.162,10.9172,11.0945,251874.0
2020-09-18,11.1536,11.1874,10.8327,10.8496,803728.0
2020-09-19,11.1536,11.1874,10.8327,10.8496,803728.0
2020-09-20,11.1536,11.1874,10.8327,10.8496,803728.0
2020-09-21,10.6386,10.7736,10.3684,10.419,457459.0
2020-09-22,10.343,10.6217,10.132,10.2417,314364.0
2020-09-23,10.2839,10.4866,9.9546,9.9546,371636.0
2020-09-24,10.0306,10.3768,9.9293,10.132,247537.0
2020-09-25,10.0475,10.2333,10.0475,10.1404,177289.0
2020-09-26,10.0475,10.2333,10.0475,10.1404,177289.0
2020-09-27,10.0475,10.2333,10.0475,10.1404,177289.0
2020-09-28,10.419,10.6132,10.3768,10.4866,312449.0
2020-09-29,10.4021,10.4021,10.1108,10.2839,183498.0
2020-09-30,10.2755,10.495,10.2417,10.3008,315858.0
2020-10-01,10.2755,10.3768,10.1066,10.3599,238977.0
2020-10-02,10.2248,10.8496,10.2224,10.7568,306250.0
2020-10-03,10.2248,10.8496,10.2224,10.7568,306250.0
2020-10-04,10.2248,10.8496,10.2224,10.7568,306250.0
2020-10-05,10.7905,11.0607,10.7905,11.0016,210626.0
2020-10-06,11.1705,11.4153,10.951,10.9594,457794.0
2020-10-07,11.1029,11.2549,10.9088,11.0776,369482.0
2020-10-08,11.162,11.3816,11.0523,11.3225,234982.0
2020-10-09,11.3393,11.4998,11.0776,11.1198,164185.0
2020-10-10,11.3393,11.4998,11.0776,11.1198,164185.0
2020-10-11,11.3393,11.4998,11.0776,11.1198,164185.0
2020-10-12,11.0185,11.3647,11.0101,11.3309,195576.0
2020-10-13,11.1789,11.271,10.8665,10.875,153571.0
2020-10-14,10.8496,10.9594,10.6723,10.7399,155268.0
2020-10-15,10.6132,11.0523,10.5794,11.0438,173536.0
2020-10-16,10.9425,11.0776,10.723,10.9847,160171.0
2020-10-17,10.9425,11.0776,10.723,10.9847,160171.0
2020-10-18,10.9425,11.0776,10.723,10.9847,160171.0
2020-10-19,11.0016,11.1029,10.7652,10.7736,249584.0
2020-10-20,10.9087,11.1874,10.8412,11.0269,306544.0
2020-10-21,10.9594,11.2127,10.9594,11.1789,161364.0
2020-10-22,11.1451,11.6771,11.1451,11.6771,285863.0
2020-10-23,11.7277,11.9979,11.4196,11.6264,220346.0
2020-10-24,11.7277,11.9979,11.4196,11.6264,220346.0
2020-10-25,11.7277,11.9979,11.4196,11.6264,220346.0
2020-10-26,11.4744,11.5926,11.3562,11.5758,200723.0
2020-10-27,11.5589,11.6602,11.2887,11.3225,279443.0
2020-10-28,11.0354,11.314,11.0354,11.0607,249541.0
2020-10-29,10.9847,11.3393,10.8243,11.2887,232040.0
2020-10-30,11.7277,11.9895,11.3731,11.4576,454604.0
2020-10-31,11.7277,11.9895,11.3731,11.4576,454604.0
2020-11-01,11.7277,11.9895,11.3731,11.4576,454604.0
2020-11-02,11.6771,11.9684,11.4998,11.9641,483709.0
2020-11-03,12.2259,12.2766,11.8459,12.0992,343297.0
2020-11-04,11.7868,11.9388,11.3562,11.4407,385138.0
2020-11-05,11.5673,11.943,11.5673,11.9135,624088.0
2020-11-06,12.0317,12.0317,11.5335,11.5673,278484.0
2020-11-07,12.0317,12.0317,11.5335,11.5673,278484.0
2020-11-08,12.0317,12.0317,11.5335,11.5673,278484.0
2020-11-09,12.7831,13.4502,12.7831,13.0449,977099.0
2020-11-10,13.2729,13.4248,13.104,13.2222,687242.0
2020-11-11,13.2729,13.3235,12.1499,12.6987,874016.0
2020-11-12,12.5272,12.5272,12.18,12.3986,396556.0
2020-11-13,12.5787,12.7159,12.4029,12.5186,420820.0
2020-11-14,12.5787,12.7159,12.4029,12.5186,420820.0
2020-11-15,12.5787,12.7159,12.4029,12.5186,420820.0
2020-11-16,12.8445,13.1103,12.7159,13.0503,474820.0
2020-11-17,12.8616,13.3246,12.6301,13.3075,640759.0
2020-11-18,13.3847,13.6205,13.2046,13.2132,335973.0
2020-11-19,13.076,13.2475,12.793,13.1274,431868.0
2020-11-20,12.9474,13.4704,12.853,13.4018,383468.0
2020-11-21,12.9474,13.4704,12.853,13.4018,383468.0
2020-11-22,12.9474,13.4704,12.853,13.4018,383468.0
2020-11-23,13.6247,13.7962,13.5304,13.6676,395389.0
2020-11-24,14.0106,14.5894,13.942,14.3879,706712.0
2020-11-25,14.1735,14.2164,13.7791,14.0449,219658.0
2020-11-26,14.1735,14.2164,13.7791,14.0449,219658.0
2020-11-27,14.0277,14.0792,13.7191,13.9077,174287.0
2020-11-28,14.0277,14.0792,13.7191,13.9077,174287.0
2020-11-29,14.0277,14.0792,13.7191,13.9077,174287.0
2020-11-30,13.7191,13.882,13.3847,13.4361,655580.0
2020-12-01,13.7276,13.9763,13.6762,13.8477,365569.0
2020-12-02,13.7105,14.0449,13.7019,13.9334,174251.0
2020-12-03,14.0106,14.1735,13.8305,14.0792,274588.0
2020-12-04,14.2078,14.7137,14.2028,14.6965,344010.0
2020-12-05,14.2078,14.7137,14.2028,14.6965,344010.0
2020-12-06,14.2078,14.7137,14.2028,14.6965,344010.0
2020-12-07,14.5937,14.9366,14.4222,14.7909,455148.0
2020-12-08,14.5937,14.8852,14.5937,14.8595,316892.0
2020-12-09,14.9709,15.1253,14.808,14.8766,269335.0
2020-12-10,14.6794,14.9281,14.5765,14.8766,302950.0
2020-12-11,14.6365,14.9452,14.6194,14.7137,165291.0
2020-12-12,14.6365,14.9452,14.6194,14.7137,165291.0
2020-12-13,14.6365,14.9452,14.6194,14.7137,165291.0
2020-12-14,14.9624,15.0395,14.7994,14.8595,388787.0
2020-12-15,15.0224,15.2796,14.8509,15.1767,222428.0
2020-12-16,15.2453,15.2453,15.0652,15.1167,258276.0
2020-12-17,15.091,15.2968,14.9795,15.2625,387862.0
2020-12-18,15.271,15.4082,14.7994,14.8509,1302046.0
2020-12-19,15.271,15.4082,14.7994,14.8509,1302046.0
2020-12-20,15.271,15.4082,14.7994,14.8509,1302046.0
2020-12-21,14.8252,15.0052,14.6965,14.9452,452721.0
2020-12-22,15.0052,15.0567,14.8492,14.8766,240983.0
2020-12-23,14.9195,15.3311,14.8766,15.3139,206748.0
2020-12-24,15.3053,15.3996,15.1081,15.3053,91379.0
2020-12-25,15.3053,15.3996,15.1081,15.3053,91379.0
2020-12-26,15.3053,15.3996,15.1081,15.3053,91379.0
2020-12-27,15.3053,15.3996,15.1081,15.3053,91379.0
2020-12-28,15.4168,15.6655,15.2796,15.4854,218779.0
2020-12-29,15.4597,15.494,15.2282,15.3053,324752.0
2020-12-30,15.2968,15.7083,15.271,15.4768,341362.0
2020-12-31,15.494,15.5368,15.2796,15.3996,219144.0
2021-01-01,15.494,15.5368,15.2796,15.3996,219144.0
2021-01-02,15.494,15.5368,15.2796,15.3996,219144.0
2021-01-03,15.494,15.5368,15.2796,15.3996,219144.0
2021-01-04,15.5111,15.5454,15.0052,15.3396,295341.0
2021-01-05,15.3225,15.7341,15.2968,15.5368,236731.0
2021-01-06,15.8798,16.9688,15.8798,16.763,502947.0
2021-01-07,16.9602,17.0974,16.6429,17.0717,309132.0
2021-01-08,17.0974,17.0974,16.2657,16.5658,261626.0
2021-01-09,17.0974,17.0974,16.2657,16.5658,261626.0
2021-01-10,17.0974,17.0974,16.2657,16.5658,261626.0
2021-01-11,16.5743,16.9516,16.4029,16.9259,220449.0
2021-01-12,16.9859,17.226,16.823,16.9345,301759.0
2021-01-13,16.9345,16.9345,16.3343,16.4543,347279.0
2021-01-14,16.6172,16.8573,16.5057,16.763,359443.0
2021-01-15,16.4372,16.6344,16.3,16.4715,430355.0
2021-01-16,16.4372,16.6344,16.3,16.4715,430355.0
2021-01-17,16.4372,16.6344,16.3,16.4715,430355.0
2021-01-18,16.4372,16.6344,16.3,16.4715,430355.0
2021-01-19,16.5915,16.823,16.2228,16.7973,313830.0
2021-01-20,16.7201,16.9259,16.6065,16.823,320661.0
2021-01-21,16.763,16.763,16.4372,16.4886,310515.0
2021-01-22,16.2399,16.6258,15.9055,16.6086,279425.0
2021-01-23,16.2399,16.6258,15.9055,16.6086,279425.0
2021-01-24,16.2399,16.6258,15.9055,16.6086,279425.0
2021-01-25,16.4543,16.9087,16.3514,16.8487,510442.0
2021-01-26,16.9516,16.9859,16.3171,16.3428,180481.0
2021-01-27,15.9398,16.1799,15.6226,15.897,301240.0
2021-01-28,16.1199,16.1285,15.8369,16.0513,358935.0
2021-01-29,16.2914,16.4715,15.7941,15.8798,1145824.0
2021-01-30,16.2914,16.4715,15.7941,15.8798,1145824.0
2021-01-31,16.2914,16.4715,15.7941,15.8798,1145824.0
2021-02-01,15.7512,15.957,15.0652,15.4511,540727.0
2021-02-02,15.6483,15.8198,15.5025,15.6312,338907.0
2021-02-03,15.5454,15.7769,15.2796,15.6569,309535.0
2021-02-04,15.6655,16.2228,15.6655,16.0513,883391.0
2021-02-05,16.2314,16.3,15.8327,16.2828,283245.0
2021-02-06,16.2314,16.3,15.8327,16.2828,283245.0
2021-02-07,16.2314,16.3,15.8327,16.2828,283245.0
2021-02-08,16.36,16.883,16.2785,16.8744,250758.0
2021-02-09,16.8573,17.1145,16.7201,17.1145,288300.0
2021-02-10,17.1488,17.2346,16.8402,16.8744,222928.0
2021-02-11,16.8311,17.0566,16.4233,16.8397,320031.0
2021-02-12,16.7096,17.0089,16.7096,16.9959,248901.0
2021-02-13,16.7096,17.0089,16.7096,16.9959,248901.0
2021-02-14,16.7096,17.0089,16.7096,16.9959,248901.0
2021-02-15,16.7096,17.0089,16.7096,16.9959,248901.0
2021-02-16,17.2041,17.2041,16.8137,16.8918,305850.0
2021-02-17,16.7964,16.9872,16.7964,16.8571,198765.0
2021-02-18,16.779,16.9439,16.6923,16.727,280207.0
2021-02-19,16.8137,17.126,16.8137,17.0566,275246.0
2021-02-20,16.8137,17.126,16.8137,17.0566,275246.0
2021-02-21,16.8137,17.126,16.8137,17.0566,275246.0
2021-02-22,16.9092,17.3343,16.9092,17.1694,322542.0
2021-02-23,17.2128,17.7073,17.2128,17.5251,275660.0
2021-02-24,17.6553,18.037,17.5685,17.9502,271847.0
2021-02-25,18.0977,18.1758,17.69,17.7941,344681.0
2021-02-26,17.8028,17.9242,17.4818,17.5512,524176.0
2021-02-27,17.8028,17.9242,17.4818,17.5512,524176.0
2021-02-28,17.8028,17.9242,17.4818,17.5512,524176.0
2021-03-01,17.8635,17.9589,17.6032,17.8548,412574.0
2021-03-02,17.8808,17.985,17.4731,17.5425,392030.0
2021-03-03,17.6466,18.4795,17.6466,17.9242,299088.0
2021-03-04,17.9676,18.4534,17.7941,18.0283,376154.0
2021-03-05,18.6096,19.7461,18.5445,19.5379,689672.0
2021-03-06,18.6096,19.7461,18.5445,19.5379,689672.0
2021-03-07,18.6096,19.7461,18.5445,19.5379,689672.0
2021-03-08,19.8069,20.6745,19.7201,20.4576,382744.0
2021-03-09,20.232,20.4142,19.5726,19.8676,375518.0
2021-03-10,19.7895,20.4489,19.6073,20.2407,356838.0
2021-03-11,20.232,20.527,20.0324,20.3795,325117.0
2021-03-12,20.5964,20.9955,20.4142,20.6311,326645.0
2021-03-13,20.5964,20.9955,20.4142,20.6311,326645.0
2021-03-14,20.5964,20.9955,20.4142,20.6311,326645.0
