,PFS US Equity,PFS US Equity,PFS US Equity,PFS US Equity,PFS US Equity
2022-05-30,20.8974,21.089,20.8472,21.0707,328623.0
2022-05-31,20.8974,21.0798,20.7515,20.9704,450439.0
2022-06-01,20.9613,21.0525,20.6329,20.9795,322082.0
2022-06-02,21.016,21.171,20.7879,21.1437,268507.0
2022-06-03,21.1437,21.1893,20.6374,20.7515,204662.0
2022-06-04,21.1437,21.1893,20.6374,20.7515,204662.0
2022-06-05,21.1437,21.1893,20.6374,20.7515,204662.0
2022-06-06,20.9521,21.0288,20.7241,20.9886,586253.0
2022-06-07,20.8427,21.0023,20.715,20.9795,256357.0
2022-06-08,20.8792,20.8792,20.4778,20.5873,211908.0
2022-06-09,20.5508,20.5964,20.2498,20.2771,280192.0
2022-06-10,20.0035,20.1312,19.8393,19.9305,315114.0
2022-06-11,20.0035,20.1312,19.8393,19.9305,315114.0
2022-06-12,20.0035,20.1312,19.8393,19.9305,315114.0
2022-06-13,19.6478,20.0126,19.4122,19.7025,386562.0
2022-06-14,19.7025,19.9944,19.6569,19.8484,307935.0
2022-06-15,20.1403,20.6146,20.1312,20.3319,511829.0
2022-06-16,20.1586,20.2224,19.6842,19.7298,442458.0
2022-06-17,19.9579,20.2178,19.739,19.7755,851219.0
2022-06-18,19.9579,20.2178,19.739,19.7755,851219.0
2022-06-19,19.9579,20.2178,19.739,19.7755,851219.0
2022-06-20,19.9579,20.2178,19.739,19.7755,851219.0
2022-06-21,20.04,20.2954,19.8804,20.1859,327737.0
2022-06-22,19.9761,20.268,19.9214,20.1768,214206.0
2022-06-23,20.1038,20.1996,19.7663,19.9853,181235.0
2022-06-24,20.0217,20.4102,20.0217,20.2589,443020.0
2022-06-25,20.0217,20.4102,20.0217,20.2589,443020.0
2022-06-26,20.0217,20.4102,20.0217,20.2589,443020.0
2022-06-27,20.341,20.4596,20.1768,20.3684,223842.0
2022-06-28,20.5417,20.7332,20.4231,20.4231,244903.0
2022-06-29,20.414,20.4778,20.1494,20.1768,243359.0
2022-06-30,19.9853,20.4231,19.8758,20.3045,362761.0
2022-07-01,20.2315,20.9613,20.1312,20.9521,601952.0
2022-07-02,20.2315,20.9613,20.1312,20.9521,601952.0
2022-07-03,20.2315,20.9613,20.1312,20.9521,601952.0
2022-07-04,20.2315,20.9613,20.1312,20.9521,601952.0
2022-07-05,20.6146,20.8062,20.3227,20.7971,450651.0
2022-07-06,20.6146,20.7515,20.3273,20.569,224814.0
2022-07-07,20.7059,20.7606,20.3957,20.4413,243317.0
2022-07-08,20.414,20.5873,20.3045,20.5599,220954.0
2022-07-09,20.414,20.5873,20.3045,20.5599,220954.0
2022-07-10,20.414,20.5873,20.3045,20.5599,220954.0
2022-07-11,20.4231,20.5325,20.341,20.4687,154827.0
2022-07-12,20.414,20.7241,20.3045,20.4961,161013.0
2022-07-13,20.5417,20.5417,20.2315,20.3136,248857.0
2022-07-14,19.9853,20.1221,19.8028,20.0947,216906.0
2022-07-15,20.4048,20.6192,20.0856,20.5052,258389.0
2022-07-16,20.4048,20.6192,20.0856,20.5052,258389.0
2022-07-17,20.4048,20.6192,20.0856,20.5052,258389.0
2022-07-18,20.6329,20.8974,20.5781,20.642,168364.0
2022-07-19,20.8062,21.244,20.715,21.171,261180.0
2022-07-20,21.0798,21.2988,20.9704,21.2075,286937.0
2022-07-21,21.1619,21.1802,20.9065,21.1802,205024.0
2022-07-22,21.2714,21.3033,20.9521,21.1528,193540.0
2022-07-23,21.2714,21.3033,20.9521,21.1528,193540.0
2022-07-24,21.2714,21.3033,20.9521,21.1528,193540.0
2022-07-25,21.3079,21.5359,21.2167,21.5268,426404.0
2022-07-26,21.4994,21.7183,21.4629,21.5359,269774.0
2022-07-27,21.618,21.9099,21.6112,21.8278,259128.0
2022-07-28,21.846,21.919,21.6636,21.8643,307246.0
2022-07-29,21.992,22.4663,21.8506,22.22,385098.0
2022-07-30,21.992,22.4663,21.8506,22.22,385098.0
2022-07-31,21.992,22.4663,21.8506,22.22,385098.0
2022-08-01,22.3112,22.3386,21.9646,22.1379,357542.0
2022-08-02,22.065,22.3021,21.9281,21.9373,255375.0
2022-08-03,21.9829,22.0376,21.7366,21.8278,293777.0
2022-08-04,21.992,22.1106,21.7822,22.0102,218369.0
2022-08-05,21.9373,22.1379,21.9255,22.0467,201895.0
2022-08-06,21.9373,22.1379,21.9255,22.0467,201895.0
2022-08-07,21.9373,22.1379,21.9255,22.0467,201895.0
2022-08-08,22.0923,22.22,22.0011,22.065,255762.0
2022-08-09,22.0741,22.2018,21.9646,22.1653,309205.0
2022-08-10,22.3933,22.4481,22.1835,22.22,329263.0
2022-08-11,22.4503,22.7083,22.4043,22.6069,236341.0
2022-08-12,22.7175,22.9386,22.6162,22.9386,179169.0
2022-08-13,22.7175,22.9386,22.6162,22.9386,179169.0
2022-08-14,22.7175,22.9386,22.6162,22.9386,179169.0
2022-08-15,22.7635,23.2242,22.6346,23.2242,324534.0
2022-08-16,23.1412,23.5051,23.1412,23.3716,269145.0
2022-08-17,23.2242,23.5005,23.1228,23.4637,215760.0
2022-08-18,23.4821,23.5926,23.39,23.5466,196886.0
2022-08-19,23.2057,23.3255,22.7958,22.957,334397.0
2022-08-20,23.2057,23.3255,22.7958,22.957,334397.0
2022-08-21,23.2057,23.3255,22.7958,22.957,334397.0
2022-08-22,22.7543,22.7543,22.4319,22.4688,239292.0
2022-08-23,22.524,22.6161,22.3121,22.3306,234791.0
2022-08-24,22.2937,22.3121,22.1279,22.1924,154610.0
2022-08-25,22.1095,22.4872,22.1095,22.3951,222086.0
2022-08-26,22.4964,22.4964,22.0266,22.0726,245068.0
2022-08-27,22.4964,22.4964,22.0266,22.0726,245068.0
2022-08-28,22.4964,22.4964,22.0266,22.0726,245068.0
2022-08-29,21.9529,21.9529,21.6581,21.6765,233411.0
2022-08-30,21.7778,21.7778,21.5153,21.6028,238892.0
2022-08-31,21.5291,21.6212,21.3264,21.4001,228318.0
2022-09-01,21.3264,21.3725,21.1514,21.308,190887.0
2022-09-02,21.5015,21.5752,21.0685,21.1975,171284.0
2022-09-03,21.5015,21.5752,21.0685,21.1975,171284.0
2022-09-04,21.5015,21.5752,21.0685,21.1975,171284.0
2022-09-05,21.5015,21.5752,21.0685,21.1975,171284.0
2022-09-06,21.2619,21.2988,20.4605,20.7276,285137.0
2022-09-07,20.7368,20.9671,20.6493,20.9487,279241.0
2022-09-08,20.8935,21.2205,20.6539,21.179,195935.0
2022-09-09,21.2804,21.4646,21.2159,21.3541,180167.0
2022-09-10,21.2804,21.4646,21.2159,21.3541,180167.0
2022-09-11,21.2804,21.4646,21.2159,21.3541,180167.0
2022-09-12,21.4922,21.5982,21.3264,21.5936,200562.0
2022-09-13,21.3172,21.4904,20.9552,21.0961,233820.0
2022-09-14,21.0685,21.1698,20.9119,21.0777,271665.0
2022-09-15,20.9764,21.5015,20.9395,21.3725,268065.0
2022-09-16,21.2435,21.5659,21.0501,21.5659,770930.0
2022-09-17,21.2435,21.5659,21.0501,21.5659,770930.0
2022-09-18,21.2435,21.5659,21.0501,21.5659,770930.0
2022-09-19,21.4001,21.8976,21.4001,21.787,314702.0
2022-09-20,21.612,21.9437,21.612,21.8976,207131.0
2022-09-21,22.0634,22.2016,21.8239,21.8239,282190.0
2022-09-22,21.8515,21.9621,21.5291,21.7133,233459.0
2022-09-23,21.5199,21.635,21.2251,21.4554,275438.0
2022-09-24,21.5199,21.635,21.2251,21.4554,275438.0
2022-09-25,21.5199,21.635,21.2251,21.4554,275438.0
2022-09-26,21.3633,21.5659,21.2619,21.3356,211771.0
2022-09-27,19.9169,20.396,18.3831,18.6733,2136815.0
2022-09-28,18.5535,18.922,18.314,18.4338,1371330.0
2022-09-29,18.3693,18.4153,17.9179,18.268,1090015.0
2022-09-30,18.3877,18.4246,17.9087,17.9639,1019374.0
2022-10-01,18.3877,18.4246,17.9087,17.9639,1019374.0
2022-10-02,18.3877,18.4246,17.9087,17.9639,1019374.0
2022-10-03,18.1758,18.3693,17.7613,18.2864,922717.0
2022-10-04,18.4706,18.7746,18.4338,18.747,1093340.0
2022-10-05,18.5996,18.7194,18.1758,18.6272,861585.0
2022-10-06,18.5443,18.6733,18.314,18.4061,547429.0
2022-10-07,18.2956,18.489,17.6692,17.7336,469111.0
2022-10-08,18.2956,18.489,17.6692,17.7336,469111.0
2022-10-09,18.2956,18.489,17.6692,17.7336,469111.0
2022-10-10,17.8442,18.0929,17.7613,17.7889,442007.0
2022-10-11,17.7521,18.2403,17.7336,18.0745,596274.0
2022-10-12,18.0284,18.2587,17.8165,18.1113,515846.0
2022-10-13,17.9732,19.0878,17.8626,19.0141,581744.0
2022-10-14,19.1247,19.2721,18.6917,18.7194,538907.0
2022-10-15,19.1247,19.2721,18.6917,18.7194,538907.0
2022-10-16,19.1247,19.2721,18.6917,18.7194,538907.0
2022-10-17,18.9681,19.2905,18.9681,19.2445,655379.0
2022-10-18,19.4471,19.6037,19.1708,19.1984,498672.0
2022-10-19,18.9957,19.2445,18.876,19.1339,451353.0
2022-10-20,19.0418,19.2168,18.4338,18.5627,371220.0
2022-10-21,18.747,19.0234,18.572,18.9865,460389.0
2022-10-22,18.747,19.0234,18.572,18.9865,460389.0
2022-10-23,18.747,19.0234,18.572,18.9865,460389.0
2022-10-24,19.0602,19.3918,18.9589,19.3089,297807.0
2022-10-25,19.18,19.6129,19.1339,19.3918,409001.0
2022-10-26,19.5024,19.5945,19.2076,19.2629,348494.0
2022-10-27,19.355,19.5761,19.2168,19.2997,301694.0
2022-10-28,19.4471,20.6447,19.0234,20.6355,609669.0
2022-10-29,19.4471,20.6447,19.0234,20.6355,609669.0
2022-10-30,19.4471,20.6447,19.0234,20.6355,609669.0
2022-10-31,20.4513,20.8935,20.3499,20.6539,592003.0
2022-11-01,20.7368,20.8382,20.5157,20.5894,310920.0
2022-11-02,20.5987,20.6889,20.0828,20.2117,445462.0
2022-11-03,19.963,20.0736,19.6959,19.9814,261647.0
2022-11-04,20.1749,20.6355,20.0275,20.6263,275366.0
2022-11-05,20.1749,20.6355,20.0275,20.6263,275366.0
2022-11-06,20.1749,20.6355,20.0275,20.6263,275366.0
2022-11-07,20.7368,20.8474,20.3591,20.4697,240480.0
2022-11-08,20.6355,20.6724,20.1933,20.2762,313914.0
2022-11-09,20.3135,20.7605,20.1179,20.4532,386611.0
2022-11-10,20.7419,21.3799,20.7419,21.2169,358348.0
2022-11-11,21.2914,21.4218,20.9282,21.1238,250689.0
2022-11-12,21.2914,21.4218,20.9282,21.1238,250689.0
2022-11-13,21.2914,21.4218,20.9282,21.1238,250689.0
2022-11-14,21.0772,21.3101,20.9748,20.9934,289053.0
2022-11-15,21.1424,21.338,20.9375,21.1145,311894.0
2022-11-16,21.1052,21.1052,20.7093,20.7326,265256.0
2022-11-17,20.6674,20.7139,20.4625,20.6115,238231.0
2022-11-18,20.9003,21.0306,20.5556,20.6581,291034.0
2022-11-19,20.9003,21.0306,20.5556,20.6581,291034.0
2022-11-20,20.9003,21.0306,20.5556,20.6581,291034.0
2022-11-21,20.7326,20.8257,20.6208,20.8257,206276.0
2022-11-22,20.8723,21.0958,20.8723,21.0027,226159.0
2022-11-23,20.8537,21.0493,20.8071,21.0213,210051.0
2022-11-24,20.8537,21.0493,20.8071,21.0213,210051.0
2022-11-25,21.161,21.2076,21.0213,21.0865,139009.0
2022-11-26,21.161,21.2076,21.0213,21.0865,139009.0
2022-11-27,21.161,21.2076,21.0213,21.0865,139009.0
2022-11-28,20.9748,21.0213,20.4532,20.5091,300848.0
2022-11-29,20.3787,20.6208,20.3507,20.6022,225702.0
2022-11-30,20.6953,20.9841,20.3135,20.9841,393293.0
2022-12-01,21.0306,21.0679,20.5929,20.8164,258760.0
2022-12-02,20.6302,20.9841,20.6302,20.9468,230628.0
2022-12-03,20.6302,20.9841,20.6302,20.9468,230628.0
2022-12-04,20.6302,20.9841,20.6302,20.9468,230628.0
2022-12-05,20.9841,20.9841,20.2762,20.3973,346222.0
2022-12-06,20.4532,20.6953,20.2669,20.4811,272664.0
2022-12-07,20.388,20.537,20.3042,20.3414,276188.0
2022-12-08,20.36,20.6022,20.2762,20.4811,222012.0
2022-12-09,20.4252,20.5743,20.2855,20.4718,239568.0
2022-12-10,20.4252,20.5743,20.2855,20.4718,239568.0
2022-12-11,20.4252,20.5743,20.2855,20.4718,239568.0
2022-12-12,20.3787,20.6395,20.0993,20.4625,233385.0
2022-12-13,20.8071,21.1052,20.3507,20.4998,545518.0
2022-12-14,20.4625,20.5556,19.7267,19.7826,365236.0
2022-12-15,19.6615,19.8105,19.3821,19.4845,418428.0
2022-12-16,19.289,19.4473,19.0934,19.2144,2106558.0
2022-12-17,19.289,19.4473,19.0934,19.2144,2106558.0
2022-12-18,19.289,19.4473,19.0934,19.2144,2106558.0
2022-12-19,19.1865,19.6522,19.1865,19.5032,539236.0
2022-12-20,19.5032,19.7826,19.4659,19.6895,357187.0
2022-12-21,19.7733,20.062,19.6895,19.9782,242855.0
2022-12-22,19.9502,19.9968,19.6429,19.8664,321585.0
2022-12-23,19.8571,20.0061,19.7081,19.9502,112442.0
2022-12-24,19.8571,20.0061,19.7081,19.9502,112442.0
2022-12-25,19.8571,20.0061,19.7081,19.9502,112442.0
2022-12-26,19.8571,20.0061,19.7081,19.9502,112442.0
2022-12-27,20.0248,20.1086,19.9037,19.9502,213853.0
2022-12-28,20.0527,20.0993,19.7453,19.7453,217450.0
2022-12-29,19.9223,20.0899,19.8292,19.9689,202821.0
2022-12-30,19.885,19.9875,19.7826,19.8944,243613.0
2022-12-31,19.885,19.9875,19.7826,19.8944,243613.0
2023-01-01,19.885,19.9875,19.7826,19.8944,243613.0
2023-01-02,19.885,19.9875,19.7826,19.8944,243613.0
2023-01-03,20.062,20.1365,19.7919,20.0061,343609.0
2023-01-04,20.1831,20.2762,19.9083,20.0341,341116.0
2023-01-05,19.9409,20.0341,19.6149,19.7919,313932.0
2023-01-06,20.0434,20.3461,19.9596,20.3135,168791.0
2023-01-07,20.0434,20.3461,19.9596,20.3135,168791.0
2023-01-08,20.0434,20.3461,19.9596,20.3135,168791.0
2023-01-09,20.3414,20.402,20.0434,20.1551,282478.0
2023-01-10,20.1645,20.4252,19.9875,20.3787,266599.0
2023-01-11,20.4718,20.5091,20.2576,20.5091,457121.0
2023-01-12,20.388,20.8351,20.388,20.7326,238140.0
2023-01-13,20.5929,20.9189,20.3414,20.8351,216670.0
2023-01-14,20.5929,20.9189,20.3414,20.8351,216670.0
2023-01-15,20.5929,20.9189,20.3414,20.8351,216670.0
2023-01-16,20.5929,20.9189,20.3414,20.8351,216670.0
2023-01-17,20.8444,20.9561,20.7605,20.8351,265005.0
2023-01-18,20.7047,20.7233,20.36,20.4346,448731.0
2023-01-19,20.4066,20.5556,20.2669,20.5091,371590.0
2023-01-20,20.6395,20.9654,20.3507,20.9654,499554.0
2023-01-21,20.6395,20.9654,20.3507,20.9654,499554.0
2023-01-22,20.6395,20.9654,20.3507,20.9654,499554.0
2023-01-23,20.8909,21.1331,20.8444,20.9748,316212.0
2023-01-24,21.0865,21.0865,20.7419,20.8816,304260.0
2023-01-25,20.7792,20.9003,20.565,20.7885,374480.0
2023-01-26,20.9189,21.04,20.6022,20.8537,384106.0
2023-01-27,21.2821,21.7106,20.9375,21.5336,510826.0
2023-01-28,21.2821,21.7106,20.9375,21.5336,510826.0
2023-01-29,21.2821,21.7106,20.9375,21.5336,510826.0
2023-01-30,21.3287,21.5522,21.1704,21.3753,363725.0
2023-01-31,21.5615,21.9248,21.3753,21.8503,777543.0
2023-02-01,21.8503,22.3253,21.6174,22.0924,774503.0
2023-02-02,22.2135,22.5115,22.0738,22.4463,407279.0
2023-02-03,22.4091,22.7258,22.4091,22.5954,536739.0
2023-02-04,22.4091,22.7258,22.4091,22.5954,536739.0
2023-02-05,22.4091,22.7258,22.4091,22.5954,536739.0
2023-02-06,22.5302,22.5628,22.3113,22.4277,390294.0
2023-02-07,22.2694,22.8888,22.2694,22.791,353555.0
2023-02-08,22.614,22.763,22.4184,22.6513,265060.0
2023-02-09,22.8112,22.8582,22.2374,22.322,274927.0
2023-02-10,22.3408,22.4913,22.2468,22.4725,308276.0
2023-02-11,22.3408,22.4913,22.2468,22.4725,308276.0
2023-02-12,22.3408,22.4913,22.2468,22.4725,308276.0
2023-02-13,22.4255,22.5478,22.3973,22.4631,236814.0
2023-02-14,22.4067,22.4537,22.068,22.0963,256365.0
2023-02-15,21.9457,22.3408,21.9175,22.2279,294196.0
2023-02-16,22.0398,22.4349,21.9928,22.3126,358608.0
2023-02-17,22.3973,22.5948,22.2938,22.5196,441362.0
2023-02-18,22.3973,22.5948,22.2938,22.5196,441362.0
2023-02-19,22.3973,22.5948,22.2938,22.5196,441362.0
2023-02-20,22.3973,22.5948,22.2938,22.5196,441362.0
2023-02-21,22.369,22.4443,22.0774,22.1339,391434.0
2023-02-22,22.2374,22.3408,21.8046,21.8799,421329.0
2023-02-23,21.9269,22.1386,21.7858,22.0116,281155.0
2023-02-24,21.9363,22.0398,21.767,21.974,338150.0
2023-02-25,21.9363,22.0398,21.767,21.974,338150.0
2023-02-26,21.9363,22.0398,21.767,21.974,338150.0
2023-02-27,22.1621,22.2938,22.0116,22.1057,337713.0
2023-02-28,22.1433,22.2844,21.9552,21.9646,386467.0
2023-03-01,21.8987,21.9457,21.673,21.8141,308736.0
2023-03-02,21.6918,21.8188,21.5036,21.7764,303824.0
2023-03-03,21.8329,22.0868,21.5977,21.9928,293685.0
2023-03-04,21.8329,22.0868,21.5977,21.9928,293685.0
2023-03-05,21.8329,22.0868,21.5977,21.9928,293685.0
2023-03-06,21.9834,22.021,21.3719,21.4566,544872.0
2023-03-07,21.4096,21.4754,20.7041,20.8922,527135.0
2023-03-08,20.9863,21.1556,20.8546,21.0521,429693.0
2023-03-09,20.958,20.958,19.7634,19.801,609930.0
2023-03-10,19.3777,19.8857,18.9826,19.4718,940694.0
2023-03-11,19.3777,19.8857,18.9826,19.4718,940694.0
2023-03-12,19.3777,19.8857,18.9826,19.4718,940694.0
2023-03-13,18.6252,19.3683,17.7692,18.6346,1628735.0
2023-03-14,19.7728,20.0785,19.1332,19.2837,1587481.0
2023-03-15,18.7004,19.6599,18.5405,19.4624,1247030.0
2023-03-16,19.0673,20.0644,18.8604,19.5941,883484.0
2023-03-17,19.2272,19.2272,18.7004,18.9074,2304912.0
2023-03-18,19.2272,19.2272,18.7004,18.9074,2304912.0
2023-03-19,19.2272,19.2272,18.7004,18.9074,2304912.0
2023-03-20,19.2272,19.5047,18.5311,18.7757,891333.0
2023-03-21,19.3683,19.707,19.0955,19.1332,740529.0
2023-03-22,19.0673,19.152,18.2771,18.3054,694350.0
2023-03-23,18.4841,18.5688,17.7786,17.8256,548318.0
2023-03-24,17.4682,18.3806,17.4682,18.3712,500398.0
2023-03-25,17.4682,18.3806,17.4682,18.3712,500398.0
2023-03-26,17.4682,18.3806,17.4682,18.3712,500398.0
2023-03-27,18.7381,18.9262,18.3524,18.4182,452454.0
2023-03-28,18.4559,18.5782,18.2113,18.343,399565.0
2023-03-29,18.6252,18.6252,18.0326,18.3242,434295.0
2023-03-30,18.4935,18.5782,17.7974,17.9479,473074.0
2023-03-31,18.042,18.1266,17.8538,18.042,660691.0
2023-04-01,18.042,18.1266,17.8538,18.042,660691.0
2023-04-02,18.042,18.1266,17.8538,18.042,660691.0
2023-04-03,18.0984,18.3336,17.7222,17.8538,460875.0
2023-04-04,17.9855,18.0232,17.0731,17.3271,509944.0
2023-04-05,17.1483,17.3083,16.9696,17.0355,640566.0
2023-04-06,17.0261,17.3553,16.98,17.2894,606447.0
2023-04-07,17.0261,17.3553,16.98,17.2894,606447.0
2023-04-08,17.0261,17.3553,16.98,17.2894,606447.0
2023-04-09,17.0261,17.3553,16.98,17.2894,606447.0
2023-04-10,17.2612,17.6281,17.106,17.4776,683044.0
2023-04-11,17.5246,17.5905,17.28,17.28,678016.0
2023-04-12,17.44,17.5199,17.1389,17.2424,577565.0
2023-04-13,17.2612,17.4682,17.0449,17.3177,483806.0
2023-04-14,17.5811,17.6281,16.8473,16.9602,497552.0
2023-04-15,17.5811,17.6281,16.8473,16.9602,497552.0
2023-04-16,17.5811,17.6281,16.8473,16.9602,497552.0
2023-04-17,16.9508,17.1285,16.7062,17.1201,512245.0
2023-04-18,17.1201,17.1483,16.6592,16.7721,490130.0
2023-04-19,16.8285,17.3318,16.678,17.1954,393241.0
2023-04-20,17.1625,17.1766,16.8661,17.1295,418124.0
2023-04-21,17.1107,17.1436,16.7627,16.9038,371866.0
2023-04-22,17.1107,17.1436,16.7627,16.9038,371866.0
2023-04-23,17.1107,17.1436,16.7627,16.9038,371866.0
2023-04-24,16.8756,17.1578,16.8332,16.8661,332288.0
2023-04-25,16.6592,16.7721,16.1795,16.2453,436192.0
2023-04-26,16.2453,16.4993,16.076,16.2829,439022.0
2023-04-27,16.3394,16.5604,16.2359,16.4617,430218.0
2023-04-28,16.2923,16.7909,16.1701,16.4428,594964.0
2023-04-29,16.2923,16.7909,16.1701,16.4428,594964.0
2023-04-30,16.2923,16.7909,16.1701,16.4428,594964.0
2023-05-01,16.3488,16.4523,15.8361,15.9349,518211.0
2023-05-02,15.8879,15.8879,14.665,14.7026,973214.0
2023-05-03,14.6274,15.1918,14.5427,14.6932,854528.0
2023-05-04,14.3358,14.5991,13.6773,14.2511,1121002.0
2023-05-05,14.6744,14.9848,14.5615,14.8437,703331.0
2023-05-06,14.6744,14.9848,14.5615,14.8437,703331.0
2023-05-07,14.6744,14.9848,14.5615,14.8437,703331.0
2023-05-08,15.1918,15.22,14.458,14.4769,614774.0
2023-05-09,14.3358,14.5803,14.1758,14.4298,573259.0
2023-05-10,14.7026,14.8155,14.237,14.3546,603791.0
2023-05-11,14.3163,14.4884,14.2208,14.3068,533981.0
2023-05-12,14.4023,14.4788,14.1491,14.2877,463387.0
2023-05-13,14.4023,14.4788,14.1491,14.2877,463387.0
2023-05-14,14.4023,14.4788,14.1491,14.2877,463387.0
2023-05-15,14.3354,14.6508,14.2877,14.517,404552.0
2023-05-16,14.5553,14.6986,14.2303,14.2399,351012.0
2023-05-17,14.5075,15.3485,14.5075,15.3007,554659.0
2023-05-18,15.2147,15.5301,15.0904,15.4345,386617.0
2023-05-19,15.6161,15.6925,14.9662,15.1287,429941.0
2023-05-20,15.6161,15.6925,14.9662,15.1287,429941.0
2023-05-21,15.6161,15.6925,14.9662,15.1287,429941.0
2023-05-22,15.2147,15.6256,15.0713,15.5874,432383.0
2023-05-23,15.6352,16.0748,15.5587,15.7881,501624.0
2023-05-24,15.7117,15.7403,15.4918,15.5396,467675.0
2023-05-25,15.3867,15.6161,15.2816,15.4727,349783.0
2023-05-26,15.4345,15.6352,15.2434,15.6352,307680.0
2023-05-27,15.4345,15.6352,15.2434,15.6352,307680.0
2023-05-28,15.4345,15.6352,15.2434,15.6352,307680.0
2023-05-29,15.4345,15.6352,15.2434,15.6352,307680.0
2023-05-30,15.597,15.6543,15.2911,15.5874,439910.0
2023-05-31,15.4345,15.5396,15.0331,15.1765,507559.0
2023-06-01,15.3198,15.7212,15.1382,15.6256,541836.0
2023-06-02,15.8932,16.7008,15.8216,16.6673,686188.0
2023-06-03,15.8932,16.7008,15.8216,16.6673,686188.0
2023-06-04,15.8932,16.7008,15.8216,16.6673,686188.0
2023-06-05,16.4953,16.4953,15.8646,15.9028,483528.0
2023-06-06,15.855,17.1548,15.855,16.8107,624950.0
2023-06-07,17.0114,17.7855,16.9684,17.5657,688333.0
2023-06-08,17.4892,17.5466,16.9923,17.365,450376.0
2023-06-09,17.3937,17.4797,17.1548,17.3363,425816.0
2023-06-10,17.3937,17.4797,17.1548,17.3363,425816.0
2023-06-11,17.3937,17.4797,17.1548,17.3363,425816.0
2023-06-12,17.365,17.7282,17.1165,17.2312,461483.0
2023-06-13,17.3172,17.776,17.2264,17.7282,476438.0
2023-06-14,17.7377,17.9002,17.1643,17.193,508302.0
2023-06-15,17.0496,17.4988,17.0496,17.4223,417900.0
2023-06-16,17.5848,17.6039,16.9349,17.1452,1290119.0
2023-06-17,17.5848,17.6039,16.9349,17.1452,1290119.0
2023-06-18,17.5848,17.6039,16.9349,17.1452,1290119.0
2023-06-19,17.5848,17.6039,16.9349,17.1452,1290119.0
2023-06-20,17.1548,17.1548,16.7916,16.8872,385128.0
2023-06-21,16.8011,16.8011,16.3329,16.3424,532590.0
2023-06-22,16.3233,16.4284,15.8168,15.855,419487.0
2023-06-23,15.6925,15.9506,15.5205,15.7785,726034.0
2023-06-24,15.6925,15.9506,15.5205,15.7785,726034.0
2023-06-25,15.6925,15.9506,15.5205,15.7785,726034.0
2023-06-26,15.7403,16.0461,15.7021,15.8263,498050.0
2023-06-27,15.855,15.9984,15.6543,15.769,454445.0
2023-06-28,15.7499,15.7881,15.5396,15.7021,362984.0
2023-06-29,15.8837,16.1608,15.8168,15.941,446547.0
2023-06-30,16.1226,16.2086,15.6065,15.6161,375323.0
2023-07-01,16.1226,16.2086,15.6065,15.6161,375323.0
2023-07-02,16.1226,16.2086,15.6065,15.6161,375323.0
2023-07-03,15.6161,16.0366,15.6065,15.8837,312832.0
2023-07-04,15.6161,16.0366,15.6065,15.8837,312832.0
2023-07-05,15.7499,15.8837,15.5779,15.6256,535646.0
2023-07-06,15.3963,15.4823,15.1096,15.2529,460026.0
2023-07-07,15.3103,15.7117,15.2816,15.5779,548936.0
2023-07-08,15.3103,15.7117,15.2816,15.5779,548936.0
2023-07-09,15.3103,15.7117,15.2816,15.5779,548936.0
2023-07-10,15.511,15.9601,15.4823,15.7499,429584.0
2023-07-11,15.8359,15.8932,15.6448,15.769,382488.0
2023-07-12,16.1226,16.3137,15.9984,16.1322,460731.0
2023-07-13,16.2468,16.5718,16.2086,16.4667,344099.0
2023-07-14,16.6004,16.6004,16.0175,16.2755,316988.0
2023-07-15,16.6004,16.6004,16.0175,16.2755,316988.0
2023-07-16,16.6004,16.6004,16.0175,16.2755,316988.0
2023-07-17,16.2277,16.7629,16.2277,16.6387,336064.0
2023-07-18,16.696,17.3937,16.6004,17.3077,518633.0
2023-07-19,17.3459,17.7951,17.1404,17.7855,477846.0
2023-07-20,17.7855,17.8046,17.3746,17.8046,410082.0
2023-07-21,17.948,17.9671,17.5131,17.537,447194.0
2023-07-22,17.948,17.9671,17.5131,17.537,447194.0
2023-07-23,17.948,17.9671,17.5131,17.537,447194.0
2023-07-24,17.5657,18.2347,17.5275,18.12,347281.0
2023-07-25,18.0436,18.2634,17.8046,17.9862,661095.0
2023-07-26,18.1965,18.6839,18.1965,18.5118,502344.0
2023-07-27,18.6074,18.7508,18.1487,18.2634,614020.0
2023-07-28,18.5787,18.5787,18.0627,18.3207,465052.0
2023-07-29,18.5787,18.5787,18.0627,18.3207,465052.0
2023-07-30,18.5787,18.5787,18.0627,18.3207,465052.0
2023-07-31,18.2347,18.3303,17.4128,17.7186,583097.0
2023-08-01,17.7855,17.8429,17.3268,17.8333,532350.0
2023-08-02,17.776,17.8524,17.279,17.4415,633639.0
2023-08-03,17.4701,17.6613,17.2312,17.5561,406652.0
2023-08-04,17.4032,17.6039,17.4032,17.5084,328747.0
2023-08-05,17.4032,17.6039,17.4032,17.5084,328747.0
2023-08-06,17.4032,17.6039,17.4032,17.5084,328747.0
2023-08-07,17.4319,17.7568,17.3841,17.7091,485004.0
2023-08-08,17.3459,17.5466,16.8776,17.5084,398321.0
2023-08-09,17.3459,17.4988,17.2121,17.3077,483174.0
2023-08-10,17.3948,17.6079,17.2011,17.298,355320.0
2023-08-11,17.2302,17.6466,17.2302,17.6176,524933.0
2023-08-12,17.2302,17.6466,17.2302,17.6176,524933.0
