,FUN US Equity,FUN US Equity,FUN US Equity,FUN US Equity,FUN US Equity
2020-02-26,44.1226,44.1226,41.0681,41.5617,927964.0
2020-02-27,41.3102,43.154,38.9635,41.6641,1014711.0
2020-02-28,40.6025,43.3962,39.7794,42.5488,916573.0
2020-02-29,40.6025,43.3962,39.7794,42.5488,916573.0
2020-03-01,40.6025,43.3962,39.7794,42.5488,916573.0
2020-03-02,42.8375,42.8375,39.904,40.7142,1119709.0
2020-03-03,41.1948,41.5754,38.1211,38.3114,1316761.0
2020-03-04,39.6817,41.937,39.1021,40.9188,594336.0
2020-03-05,40.1861,40.1861,36.1989,36.2084,1397262.0
2020-03-06,35.4566,37.1029,34.1625,35.7612,1147230.0
2020-03-07,35.4566,37.1029,34.1625,35.7612,1147230.0
2020-03-08,35.4566,37.1029,34.1625,35.7612,1147230.0
2020-03-09,33.5439,33.5439,28.7479,30.4988,1146287.0
2020-03-10,32.5067,32.6505,29.2617,30.2419,963496.0
2020-03-11,29.2617,29.2617,25.1318,27.8343,1401513.0
2020-03-12,23.476,23.476,17.538,19.9741,2828961.0
2020-03-13,23.7044,25.4553,20.0883,25.2935,1852182.0
2020-03-14,23.7044,25.4553,20.0883,25.2935,1852182.0
2020-03-15,23.7044,25.4553,20.0883,25.2935,1852182.0
2020-03-16,20.0122,22.8384,17.6903,17.6903,1477175.0
2020-03-17,18.9654,19.7647,15.2351,16.5008,1890985.0
2020-03-18,15.7014,18.4325,12.3708,12.799,2320172.0
2020-03-19,13.2843,15.6158,12.4184,14.8735,1848160.0
2020-03-20,16.2058,18.699,16.1772,17.3572,1484489.0
2020-03-21,16.2058,18.699,16.1772,17.3572,1484489.0
2020-03-22,16.2058,18.699,16.1772,17.3572,1484489.0
2020-03-23,17.4714,17.8425,15.7301,17.5475,1016431.0
2020-03-24,19.2985,22.8384,19.2604,20.8496,1361451.0
2020-03-25,22.9336,27.4363,21.1921,24.8653,2238812.0
2020-03-26,26.464,27.0445,22.9241,23.7995,1382233.0
2020-03-27,22.001,22.7813,20.231,21.5633,1168214.0
2020-03-28,22.001,22.7813,20.231,21.5633,1168214.0
2020-03-29,22.001,22.7813,20.231,21.5633,1168214.0
2020-03-30,21.135,21.135,18.3944,18.4611,1216871.0
2020-03-31,18.6514,19.5744,17.262,17.4524,1036449.0
2020-04-01,16.8719,17.0907,15.8537,16.2248,898693.0
2020-04-02,16.2343,16.8338,15.4635,15.768,900118.0
2020-04-03,15.7775,16.2546,14.6309,15.4921,852822.0
2020-04-04,15.7775,16.2546,14.6309,15.4921,852822.0
2020-04-05,15.7775,16.2546,14.6309,15.4921,852822.0
2020-04-06,16.8909,18.8322,16.7958,17.852,1703542.0
2020-04-07,19.641,20.6878,17.4143,17.7188,2012924.0
2020-04-08,18.3373,18.5243,16.7958,17.3953,2223533.0
2020-04-09,18.8227,21.1541,18.4515,20.5546,1979785.0
2020-04-10,18.8227,21.1541,18.4515,20.5546,1979785.0
2020-04-11,18.8227,21.1541,18.4515,20.5546,1979785.0
2020-04-12,18.8227,21.1541,18.4515,20.5546,1979785.0
2020-04-13,21.3444,21.43,18.5562,19.7172,1252401.0
2020-04-14,20.8591,23.0287,20.7925,22.5339,2029706.0
2020-04-15,21.2968,22.3626,20.7163,21.982,732823.0
2020-04-16,21.7631,21.7721,20.5165,21.2302,1030793.0
2020-04-17,24.4466,24.4559,21.6204,22.6005,3305034.0
2020-04-18,24.4466,24.4559,21.6204,22.6005,3305034.0
2020-04-19,24.4466,24.4559,21.6204,22.6005,3305034.0
2020-04-20,21.8012,25.6742,21.4718,24.4561,3024117.0
2020-04-21,22.886,24.8558,22.886,24.6274,1050391.0
2020-04-22,25.3792,25.6266,24.675,25.579,1170042.0
2020-04-23,25.9501,27.073,25.2793,26.9017,1831344.0
2020-04-24,27.0921,27.2538,25.4743,26.3784,1242903.0
2020-04-25,27.0921,27.2538,25.4743,26.3784,1242903.0
2020-04-26,27.0921,27.2538,25.4743,26.3784,1242903.0
2020-04-27,26.6448,29.0048,26.0739,28.3196,1552925.0
2020-04-28,29.1761,30.3941,26.8827,27.8629,1423019.0
2020-04-29,28.9667,29.8612,28.1293,28.5861,1444273.0
2020-04-30,28.1959,28.6908,26.4735,27.4442,789817.0
2020-05-01,26.3022,26.3974,25.3506,26.3403,927465.0
2020-05-02,26.3022,26.3974,25.3506,26.3403,927465.0
2020-05-03,26.3022,26.3974,25.3506,26.3403,927465.0
2020-05-04,25.2079,26.031,24.6465,25.4458,1157598.0
2020-05-05,26.0263,26.7162,25.2031,25.56,694803.0
2020-05-06,25.6076,25.8645,23.4161,24.399,1093153.0
2020-05-07,25.0652,25.4458,23.4571,23.9232,1192016.0
2020-05-08,24.5513,27.1111,23.9137,26.8066,2123924.0
2020-05-09,24.5513,27.1111,23.9137,26.8066,2123924.0
2020-05-10,24.5513,27.1111,23.9137,26.8066,2123924.0
2020-05-11,26.5116,26.6353,25.1603,25.6932,688369.0
2020-05-12,25.7027,26.0929,24.1992,24.3895,896833.0
2020-05-13,23.7995,24.1992,22.0867,23.476,779164.0
2020-05-14,22.5625,23.809,21.7774,23.3332,714247.0
2020-05-15,22.6671,24.4598,22.6671,23.8852,924297.0
2020-05-16,22.6671,24.4598,22.6671,23.8852,924297.0
2020-05-17,22.6671,24.4598,22.6671,23.8852,924297.0
2020-05-18,25.4648,29.2141,25.4648,27.4346,1773272.0
2020-05-19,27.4537,27.7201,25.8645,27.0064,1001135.0
2020-05-20,27.8534,28.8906,26.6543,28.1008,1099300.0
2020-05-21,28.4148,29.4045,28.2054,29.1761,1433195.0
2020-05-22,28.9287,30.7748,28.6622,30.6606,783264.0
2020-05-23,28.9287,30.7748,28.6622,30.6606,783264.0
2020-05-24,28.9287,30.7748,28.6622,30.6606,783264.0
2020-05-25,28.9287,30.7748,28.6622,30.6606,783264.0
2020-05-26,32.0499,33.7049,31.9643,33.1728,1212229.0
2020-05-27,34.2576,34.7334,31.0698,31.6788,1361085.0
2020-05-28,31.9738,32.5352,30.4623,31.3552,817408.0
2020-05-29,30.927,31.5646,29.0238,30.2704,1119100.0
2020-05-30,30.927,31.5646,29.0238,30.2704,1119100.0
2020-05-31,30.927,31.5646,29.0238,30.2704,1119100.0
2020-06-01,30.4512,31.7644,30.1848,30.7843,550842.0
2020-06-02,31.4219,31.5653,30.042,30.8794,889610.0
2020-06-03,31.3838,34.2576,31.2886,33.5534,798550.0
2020-06-04,33.9341,34.6383,32.5543,33.7628,763670.0
2020-06-05,37.141,37.9689,34.0959,35.2283,1848071.0
2020-06-06,37.141,37.9689,34.0959,35.2283,1848071.0
2020-06-07,37.141,37.9689,34.0959,35.2283,1848071.0
2020-06-08,37.3979,37.5882,35.9515,37.0363,1129878.0
2020-06-09,36.865,37.1124,34.2767,36.0276,663229.0
2020-06-10,35.7326,35.8087,33.0989,33.7057,1248479.0
2020-06-11,30.8319,32.7969,29.9754,31.0888,1237400.0
2020-06-12,32.7351,33.4345,30.4988,31.9928,645149.0
2020-06-13,32.7351,33.4345,30.4988,31.9928,645149.0
2020-06-14,32.7351,33.4345,30.4988,31.9928,645149.0
2020-06-15,30.4512,33.306,30.2133,32.7826,1389301.0
2020-06-16,34.6668,34.9237,32.0594,33.287,1531649.0
2020-06-17,33.268,33.5439,32.2783,32.9159,443527.0
2020-06-18,32.2402,33.3536,31.9833,32.8493,302499.0
2020-06-19,33.4107,33.4107,30.5654,31.536,686525.0
2020-06-20,33.4107,33.4107,30.5654,31.536,686525.0
2020-06-21,33.4107,33.4107,30.5654,31.536,686525.0
2020-06-22,31.4599,31.4599,29.6995,31.0127,805774.0
2020-06-23,31.5836,31.7739,30.9556,31.2506,269967.0
2020-06-24,29.8803,30.0706,27.3633,28.7479,1318261.0
2020-06-25,27.3871,29.2617,27.3585,27.958,727797.0
2020-06-26,27.6059,28.1133,26.4451,26.8637,751067.0
2020-06-27,27.6059,28.1133,26.4451,26.8637,751067.0
2020-06-28,27.6059,28.1133,26.4451,26.8637,751067.0
2020-06-29,26.6638,27.3109,25.6742,26.3403,870018.0
2020-06-30,25.9311,26.5211,25.5124,26.169,784288.0
2020-07-01,26.1405,28.9287,26.131,26.8256,794574.0
2020-07-02,28.0151,28.4529,26.7685,26.8922,591624.0
2020-07-03,28.0151,28.4529,26.7685,26.8922,591624.0
2020-07-04,28.0151,28.4529,26.7685,26.8922,591624.0
2020-07-05,28.0151,28.4529,26.7685,26.8922,591624.0
2020-07-06,27.2824,27.644,26.5116,27.1396,365199.0
2020-07-07,26.6638,27.9104,26.445,26.5021,503876.0
2020-07-08,26.4926,27.2824,25.6454,26.2737,1053970.0
2020-07-09,25.8074,26.1119,24.7131,25.1698,1302690.0
2020-07-10,24.9985,26.5877,24.7131,26.4069,742165.0
2020-07-11,24.9985,26.5877,24.7131,26.4069,742165.0
2020-07-12,24.9985,26.5877,24.7131,26.4069,742165.0
2020-07-13,26.778,26.9113,24.7416,25.0081,1551221.0
2020-07-14,24.675,25.6361,24.5989,24.9034,484932.0
2020-07-15,26.0739,26.9113,25.4077,26.7495,1957865.0
2020-07-16,25.9787,26.1466,25.1318,25.7884,1357311.0
2020-07-17,25.6647,25.8834,25.1032,25.2745,781568.0
2020-07-18,25.6647,25.8834,25.1032,25.2745,781568.0
2020-07-19,25.6647,25.8834,25.1032,25.2745,781568.0
2020-07-20,25.3221,25.9311,24.6561,25.3887,499748.0
2020-07-21,25.4077,27.0921,25.4077,26.4069,1156263.0
2020-07-22,26.2927,26.5497,25.5982,26.1405,484488.0
2020-07-23,26.0263,26.7495,25.9882,26.1595,720079.0
2020-07-24,25.8931,26.2071,25.4268,25.7979,1017738.0
2020-07-25,25.8931,26.2071,25.4268,25.7979,1017738.0
2020-07-26,25.8931,26.2071,25.4268,25.7979,1017738.0
2020-07-27,25.56,25.6551,24.7321,25.0937,818220.0
2020-07-28,24.951,25.4934,24.0184,24.2468,832778.0
2020-07-29,24.1707,24.3657,23.3195,23.6473,907942.0
2020-07-30,23.2952,23.3618,22.6481,23.0002,733427.0
2020-07-31,22.8099,22.905,21.706,22.6862,886498.0
2020-08-01,22.8099,22.905,21.706,22.6862,886498.0
2020-08-02,22.8099,22.905,21.706,22.6862,886498.0
2020-08-03,22.3721,22.6862,21.7441,22.4483,988465.0
2020-08-04,22.4387,24.6179,22.4197,24.1231,694364.0
2020-08-05,24.2658,25.3887,23.3961,24.0755,1343320.0
2020-08-06,23.9328,25.0652,23.4284,24.6369,524337.0
2020-08-07,24.7226,25.7693,24.3039,25.3887,423956.0
2020-08-08,24.7226,25.7693,24.3039,25.3887,423956.0
2020-08-09,24.7226,25.7693,24.3039,25.3887,423956.0
2020-08-10,25.5981,26.6258,25.5505,25.9882,668608.0
2020-08-11,26.9969,27.7106,26.3784,26.759,1216852.0
2020-08-12,27.5013,27.5584,25.5695,26.3498,436747.0
2020-08-13,26.0358,27.3775,26.0358,27.1492,596833.0
2020-08-14,26.9303,27.6916,26.7019,27.1016,320727.0
2020-08-15,26.9303,27.6916,26.7019,27.1016,320727.0
2020-08-16,26.9303,27.6916,26.7019,27.1016,320727.0
2020-08-17,27.2253,27.4251,26.3165,26.8542,355580.0
2020-08-18,26.6448,26.8542,25.9597,26.5211,356126.0
2020-08-19,26.3403,26.6068,25.4934,26.4164,670615.0
2020-08-20,26.0358,26.8156,25.7884,26.5687,481560.0
2020-08-21,26.2261,27.5584,26.2261,26.5687,506270.0
2020-08-22,26.2261,27.5584,26.2261,26.5687,506270.0
2020-08-23,26.2261,27.5584,26.2261,26.5687,506270.0
2020-08-24,26.5972,27.0921,25.8455,26.9303,518589.0
2020-08-25,27.1206,27.4442,26.8827,27.4346,282810.0
2020-08-26,27.33,27.6155,26.7305,27.2253,601413.0
2020-08-27,27.5869,29.452,27.5203,28.1483,1149507.0
2020-08-28,28.2245,30.2324,28.2245,29.9278,1052464.0
2020-08-29,28.2245,30.2324,28.2245,29.9278,1052464.0
2020-08-30,28.2245,30.2324,28.2245,29.9278,1052464.0
2020-08-31,29.6804,29.7803,27.6916,28.1198,598086.0
2020-09-01,27.7867,28.3101,27.368,27.6916,643686.0
2020-09-02,27.8343,28.0151,27.4537,27.8248,487066.0
2020-09-03,27.7867,28.5861,26.6068,26.9017,778430.0
2020-09-04,27.2253,28.3577,26.8447,27.8343,509293.0
2020-09-05,27.2253,28.3577,26.8447,27.8343,509293.0
2020-09-06,27.2253,28.3577,26.8447,27.8343,509293.0
2020-09-07,27.2253,28.3577,26.8447,27.8343,509293.0
2020-09-08,27.4727,28.3529,27.4016,27.9675,522237.0
2020-09-09,27.8438,27.9628,27.33,27.6535,634354.0
2020-09-10,27.663,28.234,26.8732,26.8827,518424.0
2020-09-11,26.8827,26.9779,25.8646,26.4735,489297.0
2020-09-12,26.8827,26.9779,25.8646,26.4735,489297.0
2020-09-13,26.8827,26.9779,25.8646,26.4735,489297.0
2020-09-14,26.7305,27.9771,26.6734,27.6345,343786.0
2020-09-15,27.7392,28.6968,27.3823,27.7296,362750.0
2020-09-16,27.6345,29.4045,27.6345,28.6337,519250.0
2020-09-17,28.1674,29.157,27.9675,28.3577,450481.0
2020-09-18,28.253,28.7383,27.8343,28.4529,402329.0
2020-09-19,28.253,28.7383,27.8343,28.4529,402329.0
2020-09-20,28.253,28.7383,27.8343,28.4529,402329.0
2020-09-21,27.4537,27.6725,26.6638,27.3014,638412.0
2020-09-22,27.3205,27.8248,25.9977,26.9113,945763.0
2020-09-23,26.6353,27.3014,26.2642,26.445,432396.0
2020-09-24,26.3308,26.3974,25.6076,25.9977,780016.0
2020-09-25,26.15,27.2253,26.0962,26.6448,238470.0
2020-09-26,26.15,27.2253,26.0962,26.6448,238470.0
2020-09-27,26.15,27.2253,26.0962,26.6448,238470.0
2020-09-28,27.0445,27.8819,26.7019,27.2729,329179.0
2020-09-29,27.1301,27.1403,25.7503,26.0739,624825.0
2020-09-30,25.9787,26.8732,25.9787,26.7114,355418.0
2020-10-01,26.9874,27.6821,26.1547,26.6353,569179.0
2020-10-02,26.0263,27.1063,25.6932,27.0064,349451.0
2020-10-03,26.0263,27.1063,25.6932,27.0064,349451.0
2020-10-04,26.0263,27.1063,25.6932,27.0064,349451.0
2020-10-05,26.9208,27.2347,25.56,26.2547,872241.0
2020-10-06,26.483,26.9303,25.7122,25.8074,736888.0
2020-10-07,26.2642,26.6258,25.9597,26.5116,300564.0
2020-10-08,26.6068,26.9922,26.3022,26.5021,311663.0
2020-10-09,26.5306,27.1682,26.4355,26.7876,482438.0
2020-10-10,26.5306,27.1682,26.4355,26.7876,482438.0
2020-10-11,26.5306,27.1682,26.4355,26.7876,482438.0
2020-10-12,26.6068,26.7971,26.0834,26.169,368414.0
2020-10-13,26.1595,26.1595,24.7036,24.8939,803638.0
2020-10-14,24.7321,25.1698,24.7321,24.8082,266336.0
2020-10-15,24.3515,25.246,24.3515,24.8177,344549.0
2020-10-16,24.7511,24.9557,24.0216,24.1611,626333.0
2020-10-17,24.7511,24.9557,24.0216,24.1611,626333.0
2020-10-18,24.7511,24.9557,24.0216,24.1611,626333.0
2020-10-19,24.3515,24.3515,23.809,23.9232,569035.0
2020-10-20,24.0469,24.4276,23.8186,24.066,547692.0
2020-10-21,23.9328,24.2944,23.7995,24.1802,845400.0
2020-10-22,24.0279,25.9787,24.0279,25.541,936127.0
2020-10-23,25.5981,26.169,24.6465,26.0548,626985.0
2020-10-24,25.5981,26.169,24.6465,26.0548,626985.0
2020-10-25,25.5981,26.169,24.6465,26.0548,626985.0
2020-10-26,25.4934,25.6552,24.4086,25.246,586600.0
2020-10-27,25.265,25.3602,24.3515,24.6179,582145.0
2020-10-28,23.8471,24.4464,23.2952,23.6378,729356.0
2020-10-29,23.495,24.5894,23.3524,24.2848,545624.0
2020-10-30,24.0184,25.4268,23.7957,24.7511,623381.0
2020-10-31,24.0184,25.4268,23.7957,24.7511,623381.0
2020-11-01,24.0184,25.4268,23.7957,24.7511,623381.0
2020-11-02,24.7511,25.0461,24.4276,24.951,283588.0
2020-11-03,25.2174,26.5782,25.1114,26.3593,403844.0
2020-11-04,26.0453,27.1016,25.7028,26.6448,362468.0
2020-11-05,26.778,28.2245,26.778,27.5774,464423.0
2020-11-06,27.2253,28.1674,26.9969,27.8343,396572.0
2020-11-07,27.2253,28.1674,26.9969,27.8343,396572.0
2020-11-08,27.2253,28.1674,26.9969,27.8343,396572.0
2020-11-09,34.4384,36.0942,31.7644,34.6002,3221790.0
2020-11-10,34.4575,34.8952,33.5313,33.9721,1421770.0
2020-11-11,33.8104,33.9246,31.0317,31.7168,1171524.0
2020-11-12,30.8604,31.9452,30.7843,31.0602,468734.0
2020-11-13,31.4694,32.7351,31.4694,32.1641,592594.0
2020-11-14,31.4694,32.7351,31.4694,32.1641,592594.0
2020-11-15,31.4694,32.7351,31.4694,32.1641,592594.0
2020-11-16,33.896,35.666,32.6209,33.6867,1149354.0
2020-11-17,33.4392,34.0102,33.0681,33.915,503627.0
2020-11-18,33.9531,35.371,33.8294,34.6383,1076638.0
2020-11-19,34.4479,35.5137,34.0863,35.5042,467524.0
2020-11-20,35.8468,36.2655,34.8952,35.7041,550530.0
2020-11-21,35.8468,36.2655,34.8952,35.7041,550530.0
2020-11-22,35.8468,36.2655,34.8952,35.7041,550530.0
2020-11-23,35.9991,37.3313,35.7278,36.3131,928487.0
2020-11-24,37.1981,37.4931,36.3702,36.865,792196.0
2020-11-25,36.4939,37.1315,35.7707,37.1124,299031.0
2020-11-26,36.4939,37.1315,35.7707,37.1124,299031.0
2020-11-27,36.6557,37.5882,36.6366,37.4169,206185.0
2020-11-28,36.6557,37.5882,36.6366,37.4169,206185.0
2020-11-29,36.6557,37.5882,36.6366,37.4169,206185.0
2020-11-30,37.4169,37.4169,35.0284,36.1894,744608.0
2020-12-01,36.7984,37.7595,36.551,36.8174,431068.0
2020-12-02,36.3416,37.8737,36.3416,37.8071,462284.0
2020-12-03,37.8261,38.1097,37.4074,37.9023,470738.0
2020-12-04,38.0164,38.7587,37.2694,37.3503,366835.0
2020-12-05,38.0164,38.7587,37.2694,37.3503,366835.0
2020-12-06,38.0164,38.7587,37.2694,37.3503,366835.0
2020-12-07,36.9221,37.6175,36.4082,37.3598,483703.0
2020-12-08,37.5406,38.1687,36.9697,37.8737,487441.0
2020-12-09,38.1687,38.6255,37.1315,38.064,352672.0
2020-12-10,37.6453,38.0735,36.3892,37.0744,768856.0
2020-12-11,37.0077,37.3123,35.98,36.589,489478.0
2020-12-12,37.0077,37.3123,35.98,36.589,489478.0
2020-12-13,37.0077,37.3123,35.98,36.589,489478.0
2020-12-14,37.2837,37.6073,36.1323,36.4749,295469.0
2020-12-15,36.6366,36.8174,36.0277,36.3892,530388.0
2020-12-16,36.4082,36.6309,35.5423,36.3511,401672.0
2020-12-17,36.3797,37.4931,36.1085,36.551,712128.0
2020-12-18,36.2655,36.8269,36.0657,36.275,754525.0
2020-12-19,36.2655,36.8269,36.0657,36.275,754525.0
2020-12-20,36.2655,36.8269,36.0657,36.275,754525.0
2020-12-21,35.8278,36.1513,35.371,35.666,1913973.0
2020-12-22,35.685,35.8034,34.9618,35.3329,507886.0
2020-12-23,35.2187,37.8261,35.2187,37.3027,856015.0
2020-12-24,35.5328,37.6548,35.5328,37.16,236298.0
2020-12-25,35.5328,37.6548,35.5328,37.16,236298.0
2020-12-26,35.5328,37.6548,35.5328,37.16,236298.0
2020-12-27,35.5328,37.6548,35.5328,37.16,236298.0
2020-12-28,37.2552,37.769,36.9316,37.3123,308200.0
2020-12-29,37.16,37.6739,36.5367,36.9697,267853.0
2020-12-30,36.7603,38.0735,36.7603,37.7881,287566.0
2020-12-31,37.8832,38.0355,37.2171,37.436,178566.0
2021-01-01,37.8832,38.0355,37.2171,37.436,178566.0
2021-01-02,37.8832,38.0355,37.2171,37.436,178566.0
2021-01-03,37.8832,38.0355,37.2171,37.436,178566.0
2021-01-04,37.4455,38.1972,37.0458,37.7214,604257.0
2021-01-05,37.2837,38.93,37.229,38.7682,425200.0
2021-01-06,39.2726,39.9958,39.1536,39.4914,616579.0
2021-01-07,39.7008,40.0053,38.8063,39.5866,298894.0
2021-01-08,39.3201,39.8911,38.8348,39.3582,330379.0
2021-01-09,39.3201,39.8911,38.8348,39.3582,330379.0
2021-01-10,39.3201,39.8911,38.8348,39.3582,330379.0
2021-01-11,39.3772,39.9672,38.6921,39.7293,363933.0
2021-01-12,40.1671,40.4335,39.3392,39.8245,371773.0
2021-01-13,40.1575,40.2432,39.1852,39.7864,301874.0
2021-01-14,40.0529,40.4335,39.6151,39.9387,1269980.0
2021-01-15,39.7769,39.9292,38.4922,39.4914,279691.0
2021-01-16,39.7769,39.9292,38.4922,39.4914,279691.0
2021-01-17,39.7769,39.9292,38.4922,39.4914,279691.0
2021-01-18,39.7769,39.9292,38.4922,39.4914,279691.0
2021-01-19,39.9482,39.9672,38.3306,39.7103,454051.0
2021-01-20,39.9672,40.1195,39.3408,39.7388,364552.0
2021-01-21,39.5295,40.1385,38.7492,39.3011,297476.0
2021-01-22,39.2916,39.7864,38.616,39.1203,232685.0
2021-01-23,39.2916,39.7864,38.616,39.1203,232685.0
2021-01-24,39.2916,39.7864,38.616,39.1203,232685.0
2021-01-25,38.7777,39.4534,38.1211,39.4058,525050.0
2021-01-26,39.815,39.9292,38.5398,38.7206,406504.0
2021-01-27,38.064,39.4914,35.961,36.6557,724564.0
2021-01-28,37.5787,38.8253,36.6652,38.5208,407178.0
2021-01-29,38.4542,38.7968,37.3694,38.1592,281893.0
2021-01-30,38.4542,38.7968,37.3694,38.1592,281893.0
2021-01-31,38.4542,38.7968,37.3694,38.1592,281893.0
2021-02-01,38.8253,38.9871,37.4328,38.2543,218842.0
2021-02-02,38.4542,40.0719,38.3936,39.9101,470119.0
2021-02-03,40.0909,40.8808,40.0529,40.3098,444397.0
2021-02-04,40.3764,42.6983,40.3764,42.1749,745113.0
2021-02-05,42.822,43.7165,41.6706,41.6896,522615.0
2021-02-06,42.822,43.7165,41.6706,41.6896,522615.0
2021-02-07,42.822,43.7165,41.6706,41.6896,522615.0
2021-02-08,42.0417,43.1075,41.8895,42.2035,471191.0
2021-02-09,42.3938,42.811,41.9053,42.0607,248283.0
2021-02-10,42.2511,42.7364,41.4898,41.8038,290803.0
2021-02-11,42.2796,42.2796,40.4525,40.7761,613300.0
2021-02-12,40.9759,41.5564,40.7761,40.8712,355716.0
2021-02-13,40.9759,41.5564,40.7761,40.8712,355716.0
2021-02-14,40.9759,41.5564,40.7761,40.8712,355716.0
2021-02-15,40.9759,41.5564,40.7761,40.8712,355716.0
2021-02-16,40.8332,42.5175,40.8332,41.4898,462687.0
2021-02-17,41.1567,43.4144,41.1567,43.0599,818586.0
2021-02-18,43.079,44.4968,42.8315,43.4977,399534.0
2021-02-19,44.5349,45.5817,44.0496,44.2304,602705.0
2021-02-20,44.5349,45.5817,44.0496,44.2304,602705.0
2021-02-21,44.5349,45.5817,44.0496,44.2304,602705.0
2021-02-22,44.1828,46.5809,44.1828,45.6768,913577.0
2021-02-23,45.9338,46.0955,42.3748,45.3533,361143.0
2021-02-24,46.1431,47.3707,45.6292,46.3049,631954.0
2021-02-25,46.1526,47.6752,45.6959,46.1907,468265.0
2021-02-26,46.2859,47.561,46.0622,46.7902,532853.0
2021-02-27,46.2859,47.561,46.0622,46.7902,532853.0
2021-02-28,46.2859,47.561,46.0622,46.7902,532853.0
2021-03-01,47.5039,48.2081,47.0376,47.2565,715174.0
2021-03-02,47.2375,47.8274,46.2763,46.9615,442318.0
2021-03-03,47.4658,48.5602,47.1042,48.4936,325929.0
2021-03-04,49.0074,49.2453,46.7331,47.5991,336687.0
2021-03-05,48.2842,48.2842,45.3938,47.9892,512263.0
2021-03-06,48.2842,48.2842,45.3938,47.9892,512263.0
2021-03-07,48.2842,48.2842,45.3938,47.9892,512263.0
2021-03-08,48.2462,49.9019,47.875,48.3032,469979.0
2021-03-09,48.8552,48.8552,46.6094,47.0662,719509.0
2021-03-10,47.1042,47.7704,45.6768,45.9433,856297.0
