,TKR US Equity,TKR US Equity,TKR US Equity,TKR US Equity,TKR US Equity
2019-07-05,45.3763,45.5267,44.7747,45.4037,671892.0
2019-07-06,45.3763,45.5267,44.7747,45.4037,671892.0
2019-07-07,45.3763,45.5267,44.7747,45.4037,671892.0
2019-07-08,45.2487,45.6224,44.9023,45.1211,496048.0
2019-07-09,44.9388,45.0299,44.1731,44.5559,408913.0
2019-07-10,44.875,45.0208,43.5441,43.7173,699785.0
2019-07-11,43.6991,43.8267,42.6691,43.2889,814722.0
2019-07-12,43.4256,44.219,43.4256,44.0911,628253.0
2019-07-13,43.4256,44.219,43.4256,44.0911,628253.0
2019-07-14,43.4256,44.219,43.4256,44.0911,628253.0
2019-07-15,43.2707,43.8085,42.8569,43.4803,708318.0
2019-07-16,44.3007,44.7747,43.2524,44.4283,1309404.0
2019-07-17,44.4192,44.6836,43.6262,43.6535,692406.0
2019-07-18,43.7264,44.0181,43.0656,43.2069,431374.0
2019-07-19,43.4165,44.0273,43.2524,43.4621,445556.0
2019-07-20,43.4165,44.0273,43.2524,43.4621,445556.0
2019-07-21,43.4165,44.0273,43.2524,43.4621,445556.0
2019-07-22,43.535,43.6991,43.0246,43.4439,471749.0
2019-07-23,43.8723,44.9114,43.4803,44.8841,546239.0
2019-07-24,43.6444,45.6589,43.6444,45.5769,597359.0
2019-07-25,45.5769,45.586,43.7903,44.0546,784180.0
2019-07-26,44.1184,44.2506,43.5533,43.7538,803263.0
2019-07-27,44.1184,44.2506,43.5533,43.7538,803263.0
2019-07-28,44.1184,44.2506,43.5533,43.7538,803263.0
2019-07-29,43.8449,44.4557,43.6535,44.1184,760961.0
2019-07-30,43.6079,44.3645,43.1978,44.1822,851939.0
2019-07-31,42.2042,42.7784,40.217,41.6664,1915964.0
2019-08-01,41.2197,41.4658,39.1323,39.3693,1280257.0
2019-08-02,39.2964,39.9253,38.7312,39.6063,1074840.0
2019-08-03,39.2964,39.9253,38.7312,39.6063,1074840.0
2019-08-04,39.2964,39.9253,38.7312,39.6063,1074840.0
2019-08-05,38.7403,38.8588,38.1797,38.6036,552102.0
2019-08-06,38.7768,39.3237,38.6036,39.0776,506507.0
2019-08-07,38.4213,38.9591,38.0931,38.7312,562488.0
2019-08-08,38.9865,39.3784,38.7403,39.1688,621977.0
2019-08-09,38.9591,38.9773,37.7285,37.765,543214.0
2019-08-10,38.9591,38.9773,37.7285,37.765,543214.0
2019-08-11,38.9591,38.9773,37.7285,37.765,543214.0
2019-08-12,37.5006,37.9746,37.2728,37.6465,610467.0
2019-08-13,37.528,38.7768,37.373,37.7559,567499.0
2019-08-14,36.8626,36.9537,35.8963,36.4706,823758.0
2019-08-15,36.6073,36.6529,35.7596,35.9328,470340.0
2019-08-16,36.2336,36.6939,36.2245,36.3977,639522.0
2019-08-17,36.2336,36.6939,36.2245,36.3977,639522.0
2019-08-18,36.2336,36.6939,36.2245,36.3977,639522.0
2019-08-19,36.9264,37.0996,36.6529,36.9173,471628.0
2019-08-20,36.7153,36.8347,36.3945,36.7153,524008.0
2019-08-21,37.0825,37.468,36.7429,36.9724,532987.0
2019-08-22,37.2385,37.6883,36.8438,36.9173,448197.0
2019-08-23,36.5777,36.7429,35.5221,35.6231,517135.0
2019-08-24,36.5777,36.7429,35.5221,35.6231,517135.0
2019-08-25,36.5777,36.7429,35.5221,35.6231,517135.0
2019-08-26,36.0636,36.0636,35.3385,35.5129,577831.0
2019-08-27,35.8434,35.8984,34.797,34.9438,589663.0
2019-08-28,34.8153,35.7607,34.6409,35.6231,545990.0
2019-08-29,36.2289,36.4216,35.802,36.2839,941427.0
2019-08-30,36.697,37.1192,36.4951,36.8806,530013.0
2019-08-31,36.697,37.1192,36.4951,36.8806,530013.0
2019-09-01,36.697,37.1192,36.4951,36.8806,530013.0
2019-09-02,36.697,37.1192,36.4951,36.8806,530013.0
2019-09-03,36.4951,36.4951,35.2467,35.6139,465069.0
2019-09-04,35.9627,36.4033,35.8984,36.0912,316100.0
2019-09-05,36.7704,37.8443,36.7245,37.5323,517212.0
2019-09-06,37.7158,38.0096,37.2661,37.6332,518140.0
2019-09-07,37.7158,38.0096,37.2661,37.6332,518140.0
2019-09-08,37.7158,38.0096,37.2661,37.6332,518140.0
2019-09-09,37.8902,38.8081,37.6837,38.6062,779253.0
2019-09-10,38.7622,40.6622,38.0738,40.6347,662262.0
2019-09-11,40.8734,41.5067,40.1436,41.4608,507799.0
2019-09-12,41.4424,41.6168,40.1941,40.7816,883540.0
2019-09-13,41.3874,41.6995,40.6163,40.9651,512655.0
2019-09-14,41.3874,41.6995,40.6163,40.9651,512655.0
2019-09-15,41.3874,41.6995,40.6163,40.9651,512655.0
2019-09-16,41.0202,41.4149,40.7311,41.3415,548587.0
2019-09-17,40.9927,41.0661,40.2676,40.8366,582612.0
2019-09-18,40.6622,40.9468,40.084,40.8642,433469.0
2019-09-19,40.8091,41.2864,40.5796,40.699,617787.0
2019-09-20,40.8458,41.1487,40.497,40.5796,751936.0
2019-09-21,40.8458,41.1487,40.497,40.5796,751936.0
2019-09-22,40.8458,41.1487,40.497,40.5796,751936.0
2019-09-23,40.1023,40.7357,40.0197,40.3134,446642.0
2019-09-24,40.3134,40.4603,39.3864,39.4231,460109.0
2019-09-25,39.4231,40.4328,39.3864,40.2033,446352.0
2019-09-26,39.0468,40.139,38.698,39.8729,640384.0
2019-09-27,40.0748,40.4052,39.1294,39.3772,538863.0
2019-09-28,40.0748,40.4052,39.1294,39.3772,538863.0
2019-09-29,40.0748,40.4052,39.1294,39.3772,538863.0
2019-09-30,39.4782,40.0564,39.1936,39.9371,524162.0
2019-10-01,40.3502,40.6898,38.2482,38.2757,339136.0
2019-10-02,37.7342,37.9912,37.1559,37.8076,528187.0
2019-10-03,37.624,38.1381,37.0917,38.1289,319034.0
2019-10-04,38.1656,38.4501,37.7984,38.3951,264986.0
2019-10-05,38.1656,38.4501,37.7984,38.3951,264986.0
2019-10-06,38.1656,38.4501,37.7984,38.3951,264986.0
2019-10-07,38.3951,38.8999,38.1564,38.5052,477297.0
2019-10-08,37.9728,38.1381,37.569,37.6608,593537.0
2019-10-09,37.982,37.982,37.2294,37.7067,370058.0
2019-10-10,37.7709,38.597,37.7709,38.3675,397810.0
2019-10-11,39.0376,40.4328,39.0376,39.5149,413140.0
2019-10-12,39.0376,40.4328,39.0376,39.5149,413140.0
2019-10-13,39.0376,40.4328,39.0376,39.5149,413140.0
2019-10-14,39.2395,39.6709,39.0101,39.4782,224394.0
2019-10-15,39.469,40.4511,39.234,40.3226,451108.0
2019-10-16,40.3777,40.7494,40.0105,40.0381,373910.0
2019-10-17,40.2767,41.0845,40.0564,40.6163,262574.0
2019-10-18,40.4787,40.8734,40.24,40.7173,256855.0
2019-10-19,40.4787,40.8734,40.24,40.7173,256855.0
2019-10-20,40.4787,40.8734,40.24,40.7173,256855.0
2019-10-21,41.1671,41.5801,40.9101,40.9284,655945.0
2019-10-22,40.855,42.498,40.2767,42.2318,747408.0
2019-10-23,42.2226,42.6816,42.0115,42.4062,444332.0
2019-10-24,42.498,42.8376,41.8188,42.7183,519760.0
2019-10-25,42.7275,44.0033,42.6816,43.9024,519163.0
2019-10-26,42.7275,44.0033,42.6816,43.9024,519163.0
2019-10-27,42.7275,44.0033,42.6816,43.9024,519163.0
2019-10-28,44.2879,44.9671,44.0859,44.1869,660937.0
2019-10-29,43.8381,45.0956,43.8381,45.0222,634091.0
2019-10-30,44.9029,45.3159,44.3889,44.9396,799805.0
2019-10-31,44.3338,45.5637,42.0482,44.9763,1515789.0
2019-11-01,45.3067,47.2802,45.2976,47.271,1098625.0
2019-11-02,45.3067,47.2802,45.2976,47.271,1098625.0
2019-11-03,45.3067,47.2802,45.2976,47.271,1098625.0
2019-11-04,47.9043,48.9278,47.6749,48.6845,1374705.0
2019-11-05,48.7121,49.3362,48.244,48.4184,841531.0
2019-11-06,48.3082,48.6662,47.7299,48.4,673675.0
2019-11-07,49.3087,50.043,48.8498,49.0884,1118012.0
2019-11-08,49.0609,49.5474,48.6863,49.2445,662806.0
2019-11-09,49.0609,49.5474,48.6863,49.2445,662806.0
2019-11-10,49.0609,49.5474,48.6863,49.2445,662806.0
2019-11-11,48.8681,49.6759,48.556,49.6483,466171.0
2019-11-12,49.6483,49.7768,49.2077,49.4189,624224.0
2019-11-13,49.015,49.4739,48.4826,48.6111,608115.0
2019-11-14,48.4826,48.9691,48.3358,48.8039,386471.0
2019-11-15,49.2169,49.8135,49.1527,49.4739,483597.0
2019-11-16,49.2169,49.8135,49.1527,49.4739,483597.0
2019-11-17,49.2169,49.8135,49.1527,49.4739,483597.0
2019-11-18,49.0242,49.1068,48.0328,48.244,627419.0
2019-11-19,48.6478,48.6478,48.0512,48.4459,535555.0
2019-11-20,48.1338,48.5056,47.427,47.6749,874730.0
2019-11-21,47.8225,47.9794,47.4903,47.6472,587687.0
2019-11-22,47.9702,48.2563,47.6564,48.2194,298399.0
2019-11-23,47.9702,48.2563,47.6564,48.2194,298399.0
2019-11-24,47.9702,48.2563,47.6564,48.2194,298399.0
2019-11-25,48.3209,49.2807,48.1594,48.8008,391187.0
2019-11-26,48.6439,48.7436,48.044,48.6531,462193.0
2019-11-27,48.5424,49.1422,48.4501,49.0223,383042.0
2019-11-28,48.5424,49.1422,48.4501,49.0223,383042.0
2019-11-29,48.9115,48.96,48.3024,48.5331,185922.0
2019-11-30,48.9115,48.96,48.3024,48.5331,185922.0
2019-12-01,48.9115,48.96,48.3024,48.5331,185922.0
2019-12-02,48.8192,49.0684,48.164,48.164,386615.0
2019-12-03,47.6103,47.9794,47.0104,47.7395,462089.0
2019-12-04,48.1732,49.013,48.1548,48.2747,528638.0
2019-12-05,48.4501,48.7085,48.1686,48.5977,320781.0
2019-12-06,49.253,49.6037,49.0961,49.3914,583863.0
2019-12-07,49.253,49.6037,49.0961,49.3914,583863.0
2019-12-08,49.253,49.6037,49.0961,49.3914,583863.0
2019-12-09,49.2622,49.7144,49.0453,49.3453,384188.0
2019-12-10,49.0592,49.7006,48.8285,49.3176,501805.0
2019-12-11,49.456,50.2773,49.3729,50.1389,544547.0
2019-12-12,50.1205,52.7691,49.6959,52.5291,1223416.0
2019-12-13,52.5291,54.0011,51.9477,52.1415,1141510.0
2019-12-14,52.5291,54.0011,51.9477,52.1415,1141510.0
2019-12-15,52.5291,54.0011,51.9477,52.1415,1141510.0
2019-12-16,52.6491,52.9809,51.6801,51.6801,773549.0
2019-12-17,51.6616,52.0031,51.4401,51.6709,594789.0
2019-12-18,51.6616,51.9108,51.3017,51.7078,470652.0
2019-12-19,51.7908,51.9939,51.5047,51.6985,445086.0
2019-12-20,52.0308,52.2707,51.4678,51.7539,1635793.0
2019-12-21,52.0308,52.2707,51.4678,51.7539,1635793.0
2019-12-22,52.0308,52.2707,51.4678,51.7539,1635793.0
2019-12-23,51.8739,52.3445,51.4678,52.3445,342925.0
2019-12-24,52.3445,52.4276,51.8554,52.04,157014.0
2019-12-25,52.3445,52.4276,51.8554,52.04,157014.0
2019-12-26,52.243,52.3999,51.86,52.3076,289922.0
2019-12-27,52.4645,52.5291,52.0861,52.2153,383741.0
2019-12-28,52.4645,52.5291,52.0861,52.2153,383741.0
2019-12-29,52.4645,52.5291,52.0861,52.2153,383741.0
2019-12-30,52.1692,52.3261,51.8462,52.0769,195775.0
2019-12-31,52.1046,52.3712,51.8554,51.9662,337079.0
2020-01-01,52.1046,52.3712,51.8554,51.9662,337079.0
2020-01-02,52.4553,52.6583,51.7908,52.6399,449063.0
2020-01-03,51.7447,52.483,51.5463,52.4276,362734.0
2020-01-04,51.7447,52.483,51.5463,52.4276,362734.0
2020-01-05,51.7447,52.483,51.5463,52.4276,362734.0
2020-01-06,51.8185,52.3815,51.5514,52.3445,481839.0
2020-01-07,53.8857,53.8857,52.5383,52.8798,876472.0
2020-01-08,53.0921,53.8673,52.7321,53.6089,685252.0
2020-01-09,53.7104,54.0611,53.4427,53.9503,421592.0
2020-01-10,53.7934,54.0888,52.7552,52.9444,520049.0
2020-01-11,53.7934,54.0888,52.7552,52.9444,520049.0
2020-01-12,53.7934,54.0888,52.7552,52.9444,520049.0
2020-01-13,52.8152,53.2766,52.3815,53.2305,803263.0
2020-01-14,53.1382,53.7842,52.8152,53.4612,814418.0
2020-01-15,53.2489,53.5904,52.5383,53.1474,620552.0
2020-01-16,53.5258,53.8211,53.2028,53.7565,342548.0
2020-01-17,54.0795,54.2456,53.6919,53.7288,352942.0
2020-01-18,54.0795,54.2456,53.6919,53.7288,352942.0
2020-01-19,54.0795,54.2456,53.6919,53.7288,352942.0
2020-01-20,54.0795,54.2456,53.6919,53.7288,352942.0
2020-01-21,53.332,53.4704,52.4737,52.7506,224007.0
2020-01-22,53.0182,53.212,52.3261,52.5383,338212.0
2020-01-23,52.1692,52.3676,51.2648,52.3076,429572.0
2020-01-24,52.483,52.483,50.9233,51.4125,399274.0
2020-01-25,52.483,52.483,50.9233,51.4125,399274.0
2020-01-26,52.483,52.483,50.9233,51.4125,399274.0
2020-01-27,50.2312,50.9141,49.899,50.2589,338342.0
2020-01-28,50.7111,51.1817,50.3789,50.748,245679.0
2020-01-29,51.0895,51.394,50.4804,50.4896,451515.0
2020-01-30,50.1574,50.748,49.576,50.6834,423675.0
2020-01-31,50.3789,50.5357,48.3117,48.4778,662421.0
2020-02-01,50.3789,50.5357,48.3117,48.4778,662421.0
2020-02-02,50.3789,50.5357,48.3117,48.4778,662421.0
2020-02-03,48.7362,50.0466,48.5285,49.6406,793317.0
2020-02-04,50.6465,52.0954,50.4342,51.5786,1053336.0
2020-02-05,51.7908,53.5166,50.6373,52.5753,1363301.0
2020-02-06,52.6583,52.8244,50.9326,51.4771,988834.0
2020-02-07,50.9603,51.3755,49.0961,49.1976,829876.0
2020-02-08,50.9603,51.3755,49.0961,49.1976,829876.0
2020-02-09,50.9603,51.3755,49.0961,49.1976,829876.0
2020-02-10,48.9392,49.4652,48.5331,48.6716,742199.0
2020-02-11,49.0869,50.1897,49.0869,49.7144,609214.0
2020-02-12,50.102,51.3202,50.102,50.9049,712508.0
2020-02-13,50.4711,51.1171,50.2958,50.8587,453592.0
2020-02-14,50.7388,51.0572,49.6959,49.9174,583589.0
2020-02-15,50.7388,51.0572,49.6959,49.9174,583589.0
2020-02-16,50.7388,51.0572,49.6959,49.9174,583589.0
2020-02-17,50.7388,51.0572,49.6959,49.9174,583589.0
2020-02-18,49.7236,49.9636,49.0315,49.4283,508014.0
2020-02-19,49.5852,49.6729,48.2194,48.2932,796297.0
2020-02-20,48.154,49.2303,47.7365,48.553,967453.0
2020-02-21,48.1912,48.3953,47.653,48.2004,633349.0
2020-02-22,48.1912,48.3953,47.653,48.2004,633349.0
2020-02-23,48.1912,48.3953,47.653,48.2004,633349.0
2020-02-24,46.1314,46.2242,45.4819,45.8438,1081791.0
2020-02-25,45.8623,45.9273,43.4129,43.4407,446085.0
2020-02-26,43.8675,44.1644,42.8376,42.8562,725350.0
2020-02-27,41.7892,43.45,40.7129,41.4459,1057994.0
2020-02-28,39.7108,41.7242,39.5346,41.6036,1354600.0
2020-02-29,39.7108,41.7242,39.5346,41.6036,1354600.0
2020-03-01,39.7108,41.7242,39.5346,41.6036,1354600.0
2020-03-02,42.0118,42.049,40.7407,42.0397,1283818.0
2020-03-03,42.0397,42.6057,39.1913,39.9428,959725.0
2020-03-04,40.6387,41.6686,39.6645,41.5665,996958.0
2020-03-05,40.017,40.2954,38.4676,39.1727,864694.0
2020-03-06,37.7346,39.2145,37.2985,38.2356,815456.0
2020-03-07,37.7346,39.2145,37.2985,38.2356,815456.0
2020-03-08,37.7346,39.2145,37.2985,38.2356,815456.0
2020-03-09,35.5078,35.6934,33.2161,33.8377,991383.0
2020-03-10,35.3408,37.0712,33.1975,36.482,1262288.0
2020-03-11,35.081,36.0088,32.7893,33.1882,980131.0
