,BIG US Equity,BIG US Equity,BIG US Equity,BIG US Equity,BIG US Equity
2019-05-23,25.2573,25.4998,24.3962,24.5049,1257369.0
2019-05-24,24.0785,24.5926,23.6521,24.2039,1719362.0
2019-05-25,24.0785,24.5926,23.6521,24.2039,1719362.0
2019-05-26,24.0785,24.5926,23.6521,24.2039,1719362.0
2019-05-27,24.0785,24.5926,23.6521,24.2039,1719362.0
2019-05-28,24.1119,24.2823,22.5067,22.5485,1496320.0
2019-05-29,22.4398,22.5819,21.8545,22.1054,1440969.0
2019-05-30,22.8327,23.3093,21.5118,21.7459,2456583.0
2019-05-31,24.856,24.9981,21.7375,23.0752,7145129.0
2019-06-01,24.856,24.9981,21.7375,23.0752,7145129.0
2019-06-02,24.856,24.9981,21.7375,23.0752,7145129.0
2019-06-03,21.9131,23.5016,21.8629,23.0501,3357527.0
2019-06-04,23.1588,24.0701,23.1337,23.8778,1366256.0
2019-06-05,23.8444,23.8444,22.6906,23.0083,1052890.0
2019-06-06,22.9498,23.1755,22.1304,22.3896,1277472.0
2019-06-07,22.4314,22.7993,22.1472,22.4063,766256.0
2019-06-08,22.4314,22.7993,22.1472,22.4063,766256.0
2019-06-09,22.4314,22.7993,22.1472,22.4063,766256.0
2019-06-10,22.4565,24.1788,22.4565,23.9113,1936746.0
2019-06-11,24.1788,24.948,24.1286,24.5049,1423377.0
2019-06-12,24.4547,24.5801,24.0785,24.1955,641565.0
2019-06-13,24.3476,24.7953,24.1871,24.6348,631616.0
2019-06-14,24.5926,25.0741,24.2969,24.5165,1229058.0
2019-06-15,24.5926,25.0741,24.2969,24.5165,1229058.0
2019-06-16,24.5926,25.0741,24.2969,24.5165,1229058.0
2019-06-17,24.4912,25.1755,24.1846,24.846,1110599.0
2019-06-18,24.9643,25.452,24.8122,25.0657,1107706.0
2019-06-19,25.2177,25.5219,24.8122,25.4458,540214.0
2019-06-20,25.7077,25.8175,24.7699,24.7953,679002.0
2019-06-21,24.6517,24.9389,24.4236,24.4827,997601.0
2019-06-22,24.6517,24.9389,24.4236,24.4827,997601.0
2019-06-23,24.6517,24.9389,24.4236,24.4827,997601.0
2019-06-24,24.4912,24.6939,23.1648,23.2071,1434120.0
2019-06-25,23.1141,23.6971,22.8522,23.469,1117917.0
2019-06-26,23.4098,24.3898,23.3929,24.0857,1421426.0
2019-06-27,24.1364,24.5757,23.9421,24.5503,926186.0
2019-06-28,24.4574,24.6686,24.0054,24.1702,1158319.0
2019-06-29,24.4574,24.6686,24.0054,24.1702,1158319.0
2019-06-30,24.4574,24.6686,24.0054,24.1702,1158319.0
2019-07-01,24.4743,24.9094,23.4352,23.7562,660584.0
2019-07-02,23.6717,23.7224,22.9367,22.9874,667683.0
2019-07-03,22.9029,23.2747,22.8016,22.8945,437774.0
2019-07-04,22.9029,23.2747,22.8016,22.8945,437774.0
2019-07-05,22.8185,23.3422,22.7002,22.8607,660665.0
2019-07-06,22.8185,23.3422,22.7002,22.8607,660665.0
2019-07-07,22.8185,23.3422,22.7002,22.8607,660665.0
2019-07-08,22.7509,23.3676,22.7086,23.3422,956679.0
2019-07-09,23.1817,23.5112,22.7509,22.8185,909862.0
2019-07-10,22.9114,22.9621,21.7117,21.999,1661882.0
2019-07-11,22.1764,22.32,20.9768,21.1795,1596499.0
2019-07-12,21.1204,21.3316,20.9176,20.9176,1421578.0
2019-07-13,21.1204,21.3316,20.9176,20.9176,1421578.0
2019-07-14,21.1204,21.3316,20.9176,20.9176,1421578.0
2019-07-15,20.8669,21.1795,19.4645,20.0221,2409150.0
2019-07-16,19.9461,20.5315,19.8532,20.4361,1924599.0
2019-07-17,20.3516,21.4414,20.284,21.2724,3052549.0
2019-07-18,21.2809,22.4805,21.264,22.0666,3477003.0
2019-07-19,22.1173,22.6748,22.0074,22.1173,2497371.0
2019-07-20,22.1173,22.6748,22.0074,22.1173,2497371.0
2019-07-21,22.1173,22.6748,22.0074,22.1173,2497371.0
2019-07-22,22.2102,22.32,21.4752,21.8892,1723568.0
2019-07-23,22.0328,22.1088,21.1542,21.6357,1270741.0
2019-07-24,21.7202,22.4552,21.7202,22.3538,1234071.0
2019-07-25,22.2947,22.4045,21.6104,21.7962,1181426.0
2019-07-26,21.8892,21.9652,21.5512,21.6104,768012.0
2019-07-27,21.8892,21.9652,21.5512,21.6104,768012.0
2019-07-28,21.8892,21.9652,21.5512,21.6104,768012.0
2019-07-29,21.5597,21.6709,21.0697,21.4414,628506.0
2019-07-30,21.3147,21.3992,20.7064,20.9092,834035.0
2019-07-31,20.9007,21.8554,20.8247,21.6273,1201706.0
2019-08-01,21.6864,22.1342,20.5375,20.7402,1296705.0
2019-08-02,20.6219,21.2133,20.6135,20.943,946329.0
2019-08-03,20.6219,21.2133,20.6135,20.943,946329.0
2019-08-04,20.6219,21.2133,20.6135,20.943,946329.0
2019-08-05,20.6642,20.6642,19.8363,20.284,1155014.0
2019-08-06,20.3516,20.5037,19.8194,20.453,819651.0
2019-08-07,20.2164,20.4023,19.9799,20.0813,704231.0
2019-08-08,20.1319,20.4868,19.8284,20.4445,800639.0
2019-08-09,20.2756,20.2756,18.7845,18.8732,1204891.0
2019-08-10,20.2756,20.2756,18.7845,18.8732,1204891.0
2019-08-11,20.2756,20.2756,18.7845,18.8732,1204891.0
2019-08-12,18.7295,18.7718,18.2818,18.5099,823683.0
2019-08-13,18.6958,19.4138,18.1128,18.4677,1232408.0
2019-08-14,18.0537,18.4254,17.7496,18.2227,889890.0
2019-08-15,18.3409,18.379,16.7527,17.0061,1299577.0
2019-08-16,17.0822,17.4454,16.9723,17.2765,838347.0
2019-08-17,17.0822,17.4454,16.9723,17.2765,838347.0
2019-08-18,17.0822,17.4454,16.9723,17.2765,838347.0
2019-08-19,17.4454,18.2227,17.4116,17.9185,937061.0
2019-08-20,17.7411,17.7918,17.0822,17.3356,1328701.0
2019-08-21,17.682,17.9861,17.3356,17.5299,859620.0
2019-08-22,17.6735,18.3953,17.6735,18.0368,828663.0
2019-08-23,17.7749,17.8256,16.9216,17.437,1244582.0
2019-08-24,17.7749,17.8256,16.9216,17.437,1244582.0
2019-08-25,17.7749,17.8256,16.9216,17.437,1244582.0
2019-08-26,17.5299,17.9523,17.3187,17.7918,982666.0
2019-08-27,17.927,17.9667,17.4539,17.7411,1168659.0
2019-08-28,17.5806,18.248,17.513,18.0875,982509.0
2019-08-29,18.662,18.814,17.834,18.5944,2683579.0
2019-08-30,20.7571,21.7455,18.7549,19.2195,11148430.0
2019-08-31,20.7571,21.7455,18.7549,19.2195,11148430.0
2019-09-01,20.7571,21.7455,18.7549,19.2195,11148430.0
2019-09-02,20.7571,21.7455,18.7549,19.2195,11148430.0
2019-09-03,19.0083,19.9545,18.6451,19.2111,2707518.0
2019-09-04,19.4561,19.5744,18.3806,18.9239,1854120.0
2019-09-05,19.1773,19.7222,18.9492,19.5913,1456434.0
2019-09-06,19.7856,19.8447,19.1773,19.228,776829.0
2019-09-07,19.7856,19.8447,19.1773,19.228,776829.0
2019-09-08,19.7856,19.8447,19.1773,19.228,776829.0
2019-09-09,19.4054,20.4783,19.3125,20.4192,1120338.0
2019-09-10,20.4361,21.1795,20.3558,20.6473,1481431.0
2019-09-11,20.9092,20.9092,19.9461,20.5375,1419737.0
2019-09-12,20.5289,20.5289,19.5367,19.7249,1454635.0
2019-09-13,19.5367,20.392,19.3827,19.4597,1119054.0
2019-09-14,19.5367,20.392,19.3827,19.4597,1119054.0
2019-09-15,19.5367,20.392,19.3827,19.4597,1119054.0
2019-09-16,19.1518,19.6393,18.8909,19.0235,883134.0
2019-09-17,18.8524,19.1637,18.3135,18.9636,1140963.0
2019-09-18,18.9123,19.1689,18.4504,19.0235,1072515.0
2019-09-19,19.2116,19.8018,18.8866,19.6222,995155.0
2019-09-20,19.6821,20.144,19.5025,19.588,1884086.0
2019-09-21,19.6821,20.144,19.5025,19.588,1884086.0
2019-09-22,19.6821,20.144,19.5025,19.588,1884086.0
2019-09-23,19.5367,20.948,19.4511,20.7428,1809587.0
2019-09-24,20.7428,21.0935,20.298,20.4519,936360.0
2019-09-25,20.469,20.901,20.3236,20.7,547221.0
2019-09-26,20.7085,20.7855,20.2552,20.3407,497085.0
2019-09-27,20.5032,21.0678,20.1525,20.3578,591301.0
2019-09-28,20.5032,21.0678,20.1525,20.3578,591301.0
2019-09-29,20.5032,21.0678,20.1525,20.3578,591301.0
2019-09-30,20.4348,21.0678,20.4348,20.9566,1084019.0
2019-10-01,21.0421,21.1704,20.4861,20.6059,609873.0
2019-10-02,20.4861,20.4861,18.7497,18.9037,1610152.0
2019-10-03,18.7412,18.9294,18.1598,18.7668,1821019.0
2019-10-04,18.8182,18.9807,18.0569,18.4161,954747.0
2019-10-05,18.8182,18.9807,18.0569,18.4161,954747.0
2019-10-06,18.8182,18.9807,18.0569,18.4161,954747.0
2019-10-07,18.3221,18.4589,17.7404,18.0911,1370017.0
2019-10-08,17.8174,17.8858,17.4496,17.4838,868981.0
2019-10-09,17.672,18.0997,17.595,17.7832,606789.0
2019-10-10,17.9371,18.074,17.6292,17.9286,555476.0
2019-10-11,18.2707,19.3143,18.2707,18.9892,838917.0
2019-10-12,18.2707,19.3143,18.2707,18.9892,838917.0
2019-10-13,18.2707,19.3143,18.2707,18.9892,838917.0
2019-10-14,18.8182,18.8823,18.476,18.8182,643014.0
2019-10-15,18.8438,19.1518,18.4931,18.9379,782659.0
2019-10-16,18.955,19.2287,18.4589,18.63,721864.0
2019-10-17,18.6556,18.7754,18.1766,18.1937,671458.0
2019-10-18,17.9542,18.1168,17.5351,17.5437,1044446.0
2019-10-19,17.9542,18.1168,17.5351,17.5437,1044446.0
2019-10-20,17.9542,18.1168,17.5351,17.5437,1044446.0
2019-10-21,17.672,17.8199,17.1245,17.3811,1248976.0
2019-10-22,17.364,17.5693,16.962,17.3982,1188416.0
2019-10-23,17.3982,19.0748,17.3384,18.9294,2356101.0
2019-10-24,18.9379,19.9473,18.6642,19.913,1470672.0
2019-10-25,19.8532,20.4006,19.4084,19.9815,1051920.0
2019-10-26,19.8532,20.4006,19.4084,19.9815,1051920.0
2019-10-27,19.8532,20.4006,19.4084,19.9815,1051920.0
2019-10-28,20.1183,20.1388,19.3656,19.434,680985.0
2019-10-29,19.3827,19.6564,19.1004,19.3143,635203.0
2019-10-30,19.2801,19.2801,18.5701,18.7668,553677.0
2019-10-31,18.6899,18.8182,17.9115,18.5359,933472.0
2019-11-01,18.6471,19.0149,18.3734,18.3905,687934.0
2019-11-02,18.6471,19.0149,18.3734,18.3905,687934.0
2019-11-03,18.6471,19.0149,18.3734,18.3905,687934.0
2019-11-04,18.5188,18.8267,18.3392,18.7326,849492.0
2019-11-05,18.9123,19.6308,18.908,19.1945,944340.0
2019-11-06,19.2373,19.2373,18.4675,19.0833,718141.0
2019-11-07,19.357,19.5452,18.7746,18.9379,981067.0
2019-11-08,18.8609,18.9807,18.2365,18.4504,800390.0
2019-11-09,18.8609,18.9807,18.2365,18.4504,800390.0
2019-11-10,18.8609,18.9807,18.2365,18.4504,800390.0
2019-11-11,18.4161,18.476,17.9072,18.2451,1523358.0
2019-11-12,18.2793,18.7668,18.0398,18.4332,1248603.0
2019-11-13,18.3477,18.4332,17.8944,18.399,1220754.0
2019-11-14,18.5017,18.707,17.8944,18.0483,1080210.0
2019-11-15,18.1339,18.3,17.6634,17.997,722356.0
2019-11-16,18.1339,18.3,17.6634,17.997,722356.0
2019-11-17,18.1339,18.3,17.6634,17.997,722356.0
2019-11-18,18.0997,18.2194,17.3042,17.6891,974406.0
2019-11-19,17.5009,17.6891,16.3718,16.5343,1832144.0
2019-11-20,16.714,16.9278,16.1066,16.5942,1461151.0
2019-11-21,16.5087,17.0561,15.8586,16.7738,1604594.0
2019-11-22,16.8337,16.9869,16.2692,16.6113,1072160.0
2019-11-23,16.8337,16.9869,16.2692,16.6113,1072160.0
2019-11-24,16.8337,16.9869,16.2692,16.6113,1072160.0
2019-11-25,16.6541,17.9115,16.5429,17.6976,2473137.0
2019-11-26,17.441,17.8516,17.0133,17.1331,1382845.0
2019-11-27,17.1331,17.8944,17.0647,17.8003,1068875.0
2019-11-28,17.1331,17.8944,17.0647,17.8003,1068875.0
2019-11-29,17.7917,18.0483,17.3384,17.8773,697886.0
2019-11-30,17.7917,18.0483,17.3384,17.8773,697886.0
2019-12-01,17.7917,18.0483,17.3384,17.8773,697886.0
2019-12-02,17.9628,17.9927,17.4239,17.8088,1831465.0
2019-12-03,17.5779,17.9885,17.1673,17.4752,1360996.0
2019-12-04,17.595,17.7755,17.0048,17.0219,1523490.0
2019-12-05,17.1416,17.2871,16.0211,16.3889,3106457.0
2019-12-06,19.7591,21.6837,19.588,21.5639,21515263.0
2019-12-07,19.7591,21.6837,19.588,21.5639,21515263.0
2019-12-08,19.7591,21.6837,19.588,21.5639,21515263.0
2019-12-09,21.5126,23.3345,21.0336,22.8812,7254411.0
2019-12-10,22.8384,23.1463,22.4707,23.0523,3149910.0
2019-12-11,23.4286,23.4286,22.8897,23.2233,1796989.0
2019-12-12,23.2319,24.2669,22.7101,24.13,2284501.0
2019-12-13,24.398,24.5104,22.7899,23.1098,2330041.0
2019-12-14,24.398,24.5104,22.7899,23.1098,2330041.0
2019-12-15,24.398,24.5104,22.7899,23.1098,2330041.0
2019-12-16,23.2914,23.741,23.2827,23.3,902602.0
2019-12-17,23.9398,24.6833,23.4989,24.5969,1715105.0
2019-12-18,24.4672,25.5998,24.277,25.5306,2311229.0
2019-12-19,25.3318,25.6127,24.96,25.2367,1120421.0
2019-12-20,25.2107,25.6171,24.8908,24.9859,1606548.0
2019-12-21,25.2107,25.6171,24.8908,24.9859,1606548.0
2019-12-22,25.2107,25.6171,24.8908,24.9859,1606548.0
2019-12-23,24.7957,25.2453,24.666,25.0205,788909.0
2019-12-24,25.1156,25.228,24.8995,25.0637,353916.0
2019-12-25,25.1156,25.228,24.8995,25.0637,353916.0
2019-12-26,24.9513,25.0724,24.1646,24.398,799971.0
2019-12-27,24.4153,24.7956,24.2683,24.6487,747260.0
2019-12-28,24.4153,24.7956,24.2683,24.6487,747260.0
2019-12-29,24.4153,24.7956,24.2683,24.6487,747260.0
2019-12-30,24.5969,25.3749,24.3807,24.9341,960438.0
2019-12-31,24.8217,25.1415,24.6574,24.8303,672608.0
2020-01-01,24.8217,25.1415,24.6574,24.8303,672608.0
2020-01-02,25.0378,25.0378,23.8188,23.9312,1419091.0
2020-01-03,23.715,24.0781,23.4513,23.6026,1028159.0
2020-01-04,23.715,24.0781,23.4513,23.6026,1028159.0
2020-01-05,23.715,24.0781,23.4513,23.6026,1028159.0
2020-01-06,23.3865,24.8995,23.179,24.8476,1597177.0
2020-01-07,24.5623,25.2626,24.5104,25.2453,1214466.0
2020-01-08,25.1243,25.5565,24.5969,25.2194,1097233.0
2020-01-09,25.0119,25.1848,24.009,25.1415,949809.0
2020-01-10,25.1934,25.496,24.9513,25.1415,960107.0
2020-01-11,25.1934,25.496,24.9513,25.1415,960107.0
2020-01-12,25.1934,25.496,24.9513,25.1415,960107.0
2020-01-13,25.0724,26.3174,24.5515,25.9888,1929561.0
2020-01-14,25.9369,26.179,25.3145,25.8159,2147326.0
2020-01-15,25.349,25.8764,25.3318,25.6344,998716.0
2020-01-16,26.0321,26.2395,24.6142,24.8822,1161642.0
2020-01-17,25.0897,25.2107,24.1646,24.4672,1054364.0
2020-01-18,25.0897,25.2107,24.1646,24.4672,1054364.0
2020-01-19,25.0897,25.2107,24.1646,24.4672,1054364.0
2020-01-20,25.0897,25.2107,24.1646,24.4672,1054364.0
2020-01-21,23.9139,24.13,23.3778,23.7669,1201971.0
2020-01-22,23.862,23.9571,23.2654,23.4038,851075.0
2020-01-23,23.2827,23.4384,22.5911,23.1271,1061139.0
2020-01-24,23.4729,24.2683,23.0493,24.0868,1703267.0
2020-01-25,23.4729,24.2683,23.0493,24.0868,1703267.0
2020-01-26,23.4729,24.2683,23.0493,24.0868,1703267.0
2020-01-27,23.594,24.0176,23.568,23.8447,1088519.0
2020-01-28,24.0781,24.4672,23.7323,24.2943,1084200.0
2020-01-29,24.424,24.9859,24.3807,24.4413,989781.0
2020-01-30,24.2078,24.5018,23.6545,23.9312,663790.0
2020-01-31,23.9052,23.9052,23.1876,23.3951,1046655.0
2020-02-01,23.9052,23.9052,23.1876,23.3951,1046655.0
2020-02-02,23.9052,23.9052,23.1876,23.3951,1046655.0
2020-02-03,23.4729,24.5623,23.0925,24.3202,1158630.0
2020-02-04,24.6315,24.8014,23.3389,23.9139,1072948.0
2020-02-05,24.1732,25.1675,24.0695,24.4499,1366992.0
2020-02-06,24.5623,24.6315,24.0003,24.1819,911522.0
2020-02-07,23.8966,23.9378,23.179,23.5162,724439.0
2020-02-08,23.8966,23.9378,23.179,23.5162,724439.0
2020-02-09,23.8966,23.9378,23.179,23.5162,724439.0
2020-02-10,23.4902,23.9052,23.326,23.862,737022.0
2020-02-11,23.9657,24.1041,23.3433,23.5594,736780.0
2020-02-12,23.862,23.9312,22.617,23.2482,1388481.0
2020-02-13,23.153,23.3951,22.2712,22.2971,1022625.0
2020-02-14,22.3058,22.4225,21.6401,22.1847,1286279.0
2020-02-15,22.3058,22.4225,21.6401,22.1847,1286279.0
2020-02-16,22.3058,22.4225,21.6401,22.1847,1286279.0
2020-02-17,22.3058,22.4225,21.6401,22.1847,1286279.0
2020-02-18,22.0723,22.4355,21.9081,22.2107,753337.0
2020-02-19,22.2539,22.4268,21.8648,22.1847,692660.0
2020-02-20,22.2193,22.6084,22.1502,22.4095,1026530.0
2020-02-21,22.228,22.3966,21.6919,21.9686,1336038.0
2020-02-22,22.228,22.3966,21.6919,21.9686,1336038.0
2020-02-23,22.228,22.3966,21.6919,21.9686,1336038.0
2020-02-24,21.1732,21.8908,20.9398,21.6833,2108503.0
2020-02-25,21.7352,21.7957,20.9484,21.4499,1519171.0
2020-02-26,21.4931,21.5795,19.6775,19.7034,1669052.0
2020-02-27,19.2106,19.6602,17.8533,19.4008,3346023.0
2020-02-28,13.029,15.0521,12.7523,13.6688,10373665.0
2020-02-29,13.029,15.0521,12.7523,13.6688,10373665.0
2020-03-01,13.029,15.0521,12.7523,13.6688,10373665.0
2020-03-02,14.1702,14.81,13.7466,14.8014,4690294.0
2020-03-03,15.0261,15.4671,14.274,15.2509,3628709.0
2020-03-04,15.346,15.614,14.8792,15.614,2692499.0
2020-03-05,15.3287,15.3806,13.9887,14.3604,1909052.0
2020-03-06,14.8532,16.3316,14.4037,15.3633,3313836.0
