,PFE US Equity,PFE US Equity,PFE US Equity,PFE US Equity,PFE US Equity
2019-04-26,30.4086,30.6539,30.2361,30.6385,19025763.0
2019-04-27,30.4086,30.6539,30.2361,30.6385,19025763.0
2019-04-28,30.4086,30.6539,30.2361,30.6385,19025763.0
2019-04-29,30.6385,30.6769,30.3473,30.3473,22038880.0
2019-04-30,30.9682,31.5661,30.5082,31.1291,32600041.0
2019-05-01,31.1138,31.3667,30.7919,31.2518,19642677.0
2019-05-02,31.2824,31.4434,31.1023,31.4357,19422375.0
2019-05-03,31.5967,31.8075,31.4511,31.727,17708528.0
2019-05-04,31.5967,31.8075,31.4511,31.727,17708528.0
2019-05-05,31.5967,31.8075,31.4511,31.727,17708528.0
2019-05-06,31.3591,32.0183,31.3054,31.9263,24643086.0
2019-05-07,31.727,31.9723,31.0448,31.2978,26189630.0
2019-05-08,31.2748,31.4511,30.9988,31.3898,22592124.0
2019-05-09,31.1655,31.5831,31.1113,31.4284,18721469.0
2019-05-10,31.4207,31.5666,30.8291,31.4903,16500823.0
2019-05-11,31.4207,31.5666,30.8291,31.4903,16500823.0
2019-05-12,31.4207,31.5666,30.8291,31.4903,16500823.0
2019-05-13,31.1113,31.4361,31.0495,31.3743,26575851.0
2019-05-14,31.3897,31.6063,31.3665,31.4439,25401053.0
2019-05-15,31.5985,31.9311,31.4748,31.8228,31803418.0
2019-05-16,31.8228,32.4647,31.8228,32.2018,24201579.0
2019-05-17,31.9388,32.3332,31.9002,32.0703,27692390.0
2019-05-18,31.9388,32.3332,31.9002,32.0703,27692390.0
2019-05-19,31.9388,32.3332,31.9002,32.0703,27692390.0
2019-05-20,32.0162,32.2559,31.9234,32.1631,23009069.0
2019-05-21,32.2559,32.3332,32.0819,32.225,27310300.0
2019-05-22,32.2404,32.6426,32.1322,32.4724,23979958.0
2019-05-23,32.3564,32.4647,32.2056,32.4183,24189995.0
2019-05-24,32.5266,32.716,32.3758,32.4415,14595227.0
2019-05-25,32.5266,32.716,32.3758,32.4415,14595227.0
2019-05-26,32.5266,32.716,32.3758,32.4415,14595227.0
2019-05-27,32.5266,32.716,32.3758,32.4415,14595227.0
2019-05-28,32.5962,32.8514,32.3951,32.4028,46907903.0
2019-05-29,32.2482,32.3564,31.9234,32.2636,25517868.0
2019-05-30,32.2327,32.4415,32.1554,32.4028,16455664.0
2019-05-31,32.2404,32.4647,32.0548,32.109,21479471.0
2019-06-01,32.2404,32.4647,32.0548,32.109,21479471.0
2019-06-02,32.2404,32.4647,32.0548,32.109,21479471.0
2019-06-03,32.194,32.6271,32.1476,32.4183,21483017.0
2019-06-04,32.8514,33.0602,32.5111,32.658,17508282.0
2019-06-05,32.9442,33.1298,32.7934,32.8514,20321549.0
2019-06-06,33.0988,33.3192,32.8514,33.0292,23239278.0
2019-06-07,33.238,33.443,33.1452,33.1916,18997933.0
2019-06-08,33.238,33.443,33.1452,33.1916,18997933.0
2019-06-09,33.238,33.443,33.1452,33.1916,18997933.0
2019-06-10,33.4391,33.4391,32.9983,33.3076,14493063.0
2019-06-11,33.4082,33.4855,32.9055,32.9983,17849362.0
2019-06-12,32.8436,33.385,32.8359,33.3154,15462133.0
2019-06-13,33.3076,33.3618,32.7624,32.8668,13723002.0
2019-06-14,32.8823,33.153,32.8514,33.0679,12521887.0
2019-06-15,32.8823,33.153,32.8514,33.0679,12521887.0
2019-06-16,32.8823,33.153,32.8514,33.0679,12521887.0
2019-06-17,33.0215,33.1762,32.7508,33.1607,13372836.0
2019-06-18,33.1143,33.5087,33.1143,33.3076,21663638.0
2019-06-19,33.385,33.7059,33.3231,33.6402,20639147.0
2019-06-20,33.8954,34.1119,33.644,33.7175,22296624.0
2019-06-21,33.6788,34.0268,33.4932,33.7716,36187091.0
2019-06-22,33.6788,34.0268,33.4932,33.7716,36187091.0
2019-06-23,33.6788,34.0268,33.4932,33.7716,36187091.0
2019-06-24,33.7871,33.9495,33.617,33.8412,23362711.0
2019-06-25,33.9108,34.2511,33.8412,33.8412,26972684.0
2019-06-26,33.7794,33.8722,32.8668,33.2458,38908279.0
2019-06-27,33.269,33.6866,33.2612,33.586,20868067.0
2019-06-28,33.6015,33.8064,33.2342,33.501,37690857.0
2019-06-29,33.6015,33.8064,33.2342,33.501,37690857.0
2019-06-30,33.6015,33.8064,33.2342,33.501,37690857.0
2019-07-01,33.6479,33.934,33.5126,33.849,20261720.0
2019-07-02,33.7794,34.197,33.7639,34.197,15694439.0
2019-07-03,34.313,34.4609,34.0114,34.3362,9770042.0
2019-07-04,34.313,34.4609,34.0114,34.3362,9770042.0
2019-07-05,34.2666,34.2936,33.8567,33.965,17357985.0
2019-07-06,34.2666,34.2936,33.8567,33.965,17357985.0
2019-07-07,34.2666,34.2936,33.8567,33.965,17357985.0
2019-07-08,33.8722,33.9263,33.238,33.4855,22728000.0
2019-07-09,33.5783,33.8722,33.4855,33.5396,13494603.0
2019-07-10,33.7562,34.108,33.5899,34.0732,14514760.0
2019-07-11,33.501,33.6866,32.774,33.238,36416967.0
2019-07-12,33.1839,33.2458,32.4879,32.7895,31860489.0
2019-07-13,33.1839,33.2458,32.4879,32.7895,31860489.0
2019-07-14,33.1839,33.2458,32.4879,32.7895,31860489.0
2019-07-15,32.689,33.0756,32.6658,33.0602,19320588.0
2019-07-16,33.0911,33.2264,32.8514,33.1375,18551648.0
2019-07-17,33.3231,33.4004,33.0447,33.0524,15504260.0
2019-07-18,33.1452,33.2999,32.9055,33.2999,13025669.0
2019-07-19,33.4004,33.4159,33.0756,33.0756,22345912.0
2019-07-20,33.4004,33.4159,33.0756,33.0756,22345912.0
2019-07-21,33.4004,33.4159,33.0756,33.0756,22345912.0
2019-07-22,33.122,33.269,32.9055,33.1143,11909043.0
2019-07-23,33.1375,33.4314,33.0602,33.3231,18583350.0
2019-07-24,33.2535,33.2535,32.7663,33.1684,17189555.0
2019-07-25,33.122,33.2535,32.8912,32.9983,16617532.0
2019-07-26,32.9906,33.385,32.8127,33.3231,19983201.0
2019-07-27,32.9906,33.385,32.8127,33.3231,19983201.0
2019-07-28,32.9906,33.385,32.8127,33.3231,19983201.0
2019-07-29,32.6116,33.2535,31.9698,32.0548,61251565.0
2019-07-30,30.802,31.1191,29.8508,29.9977,90834604.0
2019-07-31,29.8508,30.6783,29.7812,30.0364,53424454.0
2019-08-01,29.9037,30.1457,29.412,29.8569,48979979.0
2019-08-02,29.8569,30.0832,29.4666,29.6617,27659958.0
2019-08-03,29.8569,30.0832,29.4666,29.6617,27659958.0
2019-08-04,29.8569,30.0832,29.4666,29.6617,27659958.0
2019-08-05,29.4744,29.529,28.4206,28.8499,43671852.0
2019-08-06,29.0295,29.1231,28.4675,28.8421,30347061.0
2019-08-07,28.608,28.7133,27.9913,28.5533,30376864.0
2019-08-08,28.647,28.8421,28.5689,28.7797,22159757.0
2019-08-09,28.7016,28.7485,28.1865,28.3738,24090753.0
2019-08-10,28.7016,28.7485,28.1865,28.3738,24090753.0
2019-08-11,28.7016,28.7485,28.1865,28.3738,24090753.0
2019-08-12,28.3426,28.3504,27.1483,27.6244,39304025.0
2019-08-13,27.6557,27.9484,27.4371,27.4761,43252419.0
2019-08-14,27.2654,27.3044,26.6956,26.7268,36654089.0
2019-08-15,26.7736,26.9922,26.516,26.9141,29140094.0
2019-08-16,27.1015,27.3278,26.9219,27.0468,28474674.0
2019-08-17,27.1015,27.3278,26.9219,27.0468,28474674.0
2019-08-18,27.1015,27.3278,26.9219,27.0468,28474674.0
2019-08-19,27.2264,27.5698,27.1873,27.4605,20870280.0
2019-08-20,27.3981,27.4449,26.9844,27.0156,18911765.0
2019-08-21,27.2732,27.4137,27.1795,27.2185,18226251.0
2019-08-22,27.2888,27.4996,27.1639,27.3825,16066548.0
2019-08-23,27.4839,27.5932,26.6721,26.8048,26344200.0
2019-08-24,27.4839,27.5932,26.6721,26.8048,26344200.0
2019-08-25,27.4839,27.5932,26.6721,26.8048,26344200.0
2019-08-26,27.0234,27.2107,26.9141,27.1951,16575364.0
2019-08-27,27.3278,27.3903,26.7814,26.8048,23450022.0
2019-08-28,26.8205,27.4371,26.7541,27.3825,24719580.0
2019-08-29,27.9367,27.9367,27.4957,27.5776,18608615.0
2019-08-30,27.804,27.882,27.5386,27.7493,17907306.0
2019-08-31,27.804,27.882,27.5386,27.7493,17907306.0
2019-09-01,27.804,27.882,27.5386,27.7493,17907306.0
2019-09-02,27.804,27.882,27.5386,27.7493,17907306.0
2019-09-03,27.7962,28.3231,27.7181,28.1943,25260981.0
2019-09-04,28.3348,28.4128,27.8664,27.9679,19609207.0
2019-09-05,28.1865,28.4752,28.0108,28.366,20965748.0
2019-09-06,28.3816,28.5416,28.1865,28.4909,19804036.0
2019-09-07,28.3816,28.5416,28.1865,28.4909,19804036.0
2019-09-08,28.3816,28.5416,28.1865,28.4909,19804036.0
2019-09-09,28.5611,28.7563,28.2021,28.7485,23411395.0
2019-09-10,28.5611,29.1778,28.1162,29.1778,30598397.0
2019-09-11,29.4588,29.4744,28.8031,29.2012,16094094.0
2019-09-12,29.3261,29.3651,28.9241,29.0997,15837117.0
2019-09-13,29.1856,29.3456,28.5767,28.8109,22864873.0
2019-09-14,29.1856,29.3456,28.5767,28.8109,22864873.0
2019-09-15,29.1856,29.3456,28.5767,28.8109,22864873.0
2019-09-16,28.4597,28.8929,28.3738,28.7485,18858707.0
2019-09-17,28.7172,28.7251,28.3699,28.4909,21245862.0
2019-09-18,28.5455,28.6626,28.3035,28.3972,18700048.0
2019-09-19,28.4284,28.6977,28.366,28.4987,16879321.0
2019-09-20,28.7953,29.0763,28.4753,28.6392,43916806.0
2019-09-21,28.7953,29.0763,28.4753,28.6392,43916806.0
2019-09-22,28.7953,29.0763,28.4753,28.6392,43916806.0
2019-09-23,28.3972,28.5611,28.2801,28.2879,16436348.0
2019-09-24,28.3114,28.5533,28.085,28.1084,22995225.0
2019-09-25,28.0303,28.3738,27.8664,28.0225,19297115.0
2019-09-26,28.1552,28.2879,27.761,27.9289,16196048.0
2019-09-27,27.9913,28.366,27.882,28.2723,16682904.0
2019-09-28,27.9913,28.366,27.882,28.2723,16682904.0
2019-09-29,27.9913,28.366,27.882,28.2723,16682904.0
2019-09-30,28.3192,28.3426,28.0382,28.046,16339376.0
2019-10-01,28.046,28.1162,27.6557,27.6557,20926777.0
2019-10-02,27.523,27.5308,27.0507,27.0859,21354495.0
2019-10-03,27.0937,27.6869,27.0078,27.6713,21141346.0
2019-10-04,27.7025,28.085,27.6674,28.046,17168058.0
2019-10-05,27.7025,28.085,27.6674,28.046,17168058.0
2019-10-06,27.7025,28.085,27.6674,28.046,17168058.0
2019-10-07,27.9601,28.3035,27.9445,27.9679,11169115.0
2019-10-08,27.8274,28.0034,27.6479,27.6557,14043173.0
2019-10-09,27.8274,28.0147,27.7337,27.8586,12954607.0
2019-10-10,27.843,28.1117,27.7884,27.9367,11720794.0
2019-10-11,28.2099,28.5533,28.1552,28.1865,17523655.0
2019-10-12,28.2099,28.5533,28.1552,28.1865,17523655.0
2019-10-13,28.2099,28.5533,28.1552,28.1865,17523655.0
2019-10-14,28.2255,28.3738,28.085,28.3348,8417230.0
2019-10-15,28.4519,28.6792,28.4206,28.4909,14419744.0
2019-10-16,28.5924,28.686,28.3504,28.366,13722064.0
2019-10-17,28.4831,28.7329,28.3894,28.4597,14561579.0
2019-10-18,28.4362,28.647,28.3738,28.4597,13491206.0
2019-10-19,28.4362,28.647,28.3738,28.4597,13491206.0
2019-10-20,28.4362,28.647,28.3738,28.4597,13491206.0
2019-10-21,28.608,28.6314,28.3816,28.4597,12584652.0
2019-10-22,28.4206,28.647,28.2957,28.4362,13811980.0
2019-10-23,28.3426,28.7094,28.2723,28.7016,13301356.0
2019-10-24,28.686,28.7563,28.3035,28.405,19023140.0
2019-10-25,28.4128,28.7875,28.3426,28.7016,16601235.0
2019-10-26,28.4128,28.7875,28.3426,28.7016,16601235.0
2019-10-27,28.4128,28.7875,28.3426,28.7016,16601235.0
2019-10-28,28.7719,29.2558,28.7407,29.0997,24478530.0
2019-10-29,29.6617,30.255,29.5993,29.8257,30561662.0
2019-10-30,29.9818,30.3018,29.8959,30.0364,20891284.0
2019-10-31,29.9662,30.1145,29.8022,29.9506,23282647.0
2019-11-01,30.2003,30.3955,29.9662,29.9662,18276265.0
2019-11-02,30.2003,30.3955,29.9662,29.9662,18276265.0
2019-11-03,30.2003,30.3955,29.9662,29.9662,18276265.0
2019-11-04,30.2159,30.2394,29.6852,29.6852,16802447.0
2019-11-05,29.6852,29.7398,29.248,29.2558,20577304.0
2019-11-06,29.3573,29.451,29.1583,29.3573,17796685.0
2019-11-07,29.4755,29.6135,29.0657,29.0894,21562924.0
2019-11-08,29.0657,29.2864,29.0263,29.1997,25263680.0
2019-11-09,29.0657,29.2864,29.0263,29.1997,25263680.0
2019-11-10,29.0657,29.2864,29.0263,29.1997,25263680.0
2019-11-11,29.0894,29.1642,28.9633,29.1051,11901530.0
2019-11-12,29.0263,29.2312,28.9239,29.1366,12655832.0
2019-11-13,29.1209,29.1209,28.6086,28.845,24656692.0
2019-11-14,28.8135,28.9711,28.6244,28.8056,23902490.0
2019-11-15,28.8687,29.5307,28.782,29.381,34515591.0
2019-11-16,28.8687,29.5307,28.782,29.381,34515591.0
2019-11-17,28.8687,29.5307,28.782,29.381,34515591.0
2019-11-18,29.4677,29.5071,29.1288,29.3337,17168329.0
2019-11-19,29.4992,29.6962,29.4125,29.6804,25119176.0
2019-11-20,29.6095,29.7041,29.1682,29.1997,18925725.0
2019-11-21,29.3258,29.9011,29.1918,29.7435,19869702.0
2019-11-22,29.7829,30.2715,29.7041,30.2085,24235311.0
2019-11-23,29.7829,30.2715,29.7041,30.2085,24235311.0
2019-11-24,29.7829,30.2715,29.7041,30.2085,24235311.0
2019-11-25,30.3267,30.6419,30.3031,30.4843,29975885.0
2019-11-26,30.374,30.4134,29.9878,30.177,32848095.0
2019-11-27,30.2479,30.508,30.2085,30.4449,18217970.0
2019-11-28,30.2479,30.508,30.2085,30.4449,18217970.0
2019-11-29,30.374,30.6419,30.3503,30.3582,9292076.0
2019-11-30,30.374,30.6419,30.3503,30.3582,9292076.0
2019-12-01,30.374,30.6419,30.3503,30.3582,9292076.0
2019-12-02,30.571,30.5789,30.1454,30.177,14847393.0
2019-12-03,29.9169,30.106,29.8223,29.9878,19840010.0
2019-12-04,30.1297,30.1533,29.8617,30.0587,13759216.0
2019-12-05,30.24,30.24,29.7829,29.972,12427323.0
2019-12-06,30.1691,30.3582,30.1179,30.177,12213372.0
2019-12-07,30.1691,30.3582,30.1179,30.177,12213372.0
2019-12-08,30.1691,30.3582,30.1179,30.177,12213372.0
2019-12-09,30.0272,30.2479,30.0272,30.2006,14971279.0
2019-12-10,30.1612,30.4055,30.0942,30.3267,18189079.0
2019-12-11,30.24,30.3976,30.106,30.1218,14771736.0
2019-12-12,30.0824,30.437,30.0824,30.374,12727846.0
2019-12-13,30.3582,30.4843,30.0044,30.2085,15824101.0
2019-12-14,30.3582,30.4843,30.0044,30.2085,15824101.0
2019-12-15,30.3582,30.4843,30.0044,30.2085,15824101.0
2019-12-16,30.5001,31.0518,30.4686,30.8469,22961941.0
2019-12-17,31.0833,31.0833,30.6104,30.6577,27551725.0
2019-12-18,30.7444,30.7956,30.4528,30.6498,25940186.0
2019-12-19,30.7365,30.8547,30.5868,30.7129,22294742.0
2019-12-20,31.0124,31.1621,30.7129,30.9178,55218402.0
2019-12-21,31.0124,31.1621,30.7129,30.9178,55218402.0
2019-12-22,31.0124,31.1621,30.7129,30.9178,55218402.0
2019-12-23,31.0675,31.1424,30.839,30.9887,16560687.0
2019-12-24,30.9966,31.0833,30.8941,30.9651,4921941.0
2019-12-25,30.9966,31.0833,30.8941,30.9651,4921941.0
2019-12-26,30.973,31.1857,30.8941,31.036,8905914.0
2019-12-27,31.0754,31.2252,30.9336,30.9887,9599858.0
2019-12-28,31.0754,31.2252,30.9336,30.9887,9599858.0
2019-12-29,31.0754,31.2252,30.9336,30.9887,9599858.0
2019-12-30,30.973,31.0675,30.6498,30.6656,10963330.0
2019-12-31,30.571,30.8941,30.508,30.8784,14398894.0
2020-01-01,30.571,30.8941,30.508,30.8784,14398894.0
2020-01-02,30.973,31.0124,30.638,30.8469,15668508.0
2020-01-03,30.5158,30.9257,30.4764,30.6814,14160525.0
2020-01-04,30.5158,30.9257,30.4764,30.6814,14160525.0
2020-01-05,30.5158,30.9257,30.4764,30.6814,14160525.0
2020-01-06,30.5947,30.7365,30.5001,30.6419,14964445.0
2020-01-07,30.8311,30.839,30.4843,30.5395,19106673.0
2020-01-08,30.5474,30.9099,30.5395,30.7838,15563492.0
2020-01-09,30.9493,30.9493,30.571,30.6498,20846670.0
2020-01-10,30.7208,31.2291,30.7129,31.1227,20453122.0
2020-01-11,30.7208,31.2291,30.7129,31.1227,20453122.0
2020-01-12,30.7208,31.2291,30.7129,31.1227,20453122.0
2020-01-13,31.2252,31.3449,30.902,31.0596,14603987.0
2020-01-14,31.0754,31.5877,30.973,31.5798,19848824.0
2020-01-15,31.6744,32.2103,31.6586,32.0527,22700038.0
2020-01-16,32.1472,32.1512,31.7797,32.0054,15385561.0
2020-01-17,31.9739,32.1591,31.8556,31.9266,21901267.0
2020-01-18,31.9739,32.1591,31.8556,31.9266,21901267.0
2020-01-19,31.9739,32.1591,31.8556,31.9266,21901267.0
2020-01-20,31.9739,32.1591,31.8556,31.9266,21901267.0
2020-01-21,31.8241,32.0448,31.6744,31.7926,21931425.0
2020-01-22,31.7768,31.8478,31.501,31.6744,17171029.0
2020-01-23,31.6744,32.1788,31.6271,32.0842,25757788.0
2020-01-24,32.2655,32.2891,31.237,31.3828,32394393.0
2020-01-25,32.2655,32.2891,31.237,31.3828,32394393.0
2020-01-26,32.2655,32.2891,31.237,31.3828,32394393.0
2020-01-27,31.0596,31.8635,30.9336,31.6507,30326362.0
2020-01-28,30.9887,31.1227,29.909,30.0587,66605677.0
2020-01-29,30.043,30.2479,29.5938,29.6174,32428430.0
2020-01-30,29.5378,29.5935,29.2114,29.5139,30660865.0
2020-01-31,29.4104,29.8164,29.3786,29.6493,32157496.0
2020-02-01,29.4104,29.8164,29.3786,29.6493,32157496.0
2020-02-02,29.4104,29.8164,29.3786,29.6493,32157496.0
2020-02-03,29.8244,30.2823,29.697,29.8642,19806426.0
2020-02-04,30.318,30.4454,29.9598,30.0075,29554945.0
2020-02-05,30.1349,30.7082,30.111,30.3897,27935394.0
2020-02-06,30.6047,30.6524,30.2782,30.4613,19969440.0
2020-02-07,30.541,30.5728,30.1986,30.2941,20781404.0
2020-02-08,30.541,30.5728,30.1986,30.2941,20781404.0
2020-02-09,30.541,30.5728,30.1986,30.2941,20781404.0
2020-02-10,30.4215,30.4295,30.0314,30.1031,18973817.0
2020-02-11,30.1668,30.3578,30.0593,30.326,15206157.0
2020-02-12,30.326,30.4056,30.0314,30.0473,21768829.0
2020-02-13,29.9199,29.9199,29.3666,29.4024,20967453.0
2020-02-14,29.4343,29.49,28.9964,29.068,19930518.0
2020-02-15,29.4343,29.49,28.9964,29.068,19930518.0
2020-02-16,29.4343,29.49,28.9964,29.068,19930518.0
2020-02-17,29.4343,29.49,28.9964,29.068,19930518.0
2020-02-18,29.0999,29.1954,28.8751,28.9168,17076732.0
2020-02-19,28.9805,29.0601,28.8292,28.8451,16841537.0
2020-02-20,28.4311,28.7098,28.1923,28.5426,40752452.0
2020-02-21,28.4709,28.5187,28.2878,28.4391,30763978.0
2020-02-22,28.4709,28.5187,28.2878,28.4391,30763978.0
2020-02-23,28.4709,28.5187,28.2878,28.4391,30763978.0
2020-02-24,27.8977,28.1803,27.5474,27.6031,36023998.0
2020-02-25,27.6111,27.6588,26.8388,27.0139,39733261.0
2020-02-26,27.2608,28.033,27.0856,27.6429,45468733.0
2020-02-27,27.42,28.4311,27.1493,27.1493,52604246.0
2020-02-28,26.6636,27.0219,25.8993,26.6079,62686926.0
2020-02-29,26.6636,27.0219,25.8993,26.6079,62686926.0
2020-03-01,26.6636,27.0219,25.8993,26.6079,62686926.0
