,PFE US Equity,PFE US Equity,PFE US Equity,PFE US Equity,PFE US Equity
2021-05-04,34.9907,35.1394,34.492,34.9469,52802169.0
2021-05-05,35.1481,35.9442,34.0547,34.9644,76626289.0
2021-05-06,33.9927,34.6552,33.5333,34.6199,54944943.0
2021-05-07,34.4962,35.2162,34.4962,34.9644,33807757.0
2021-05-08,34.4962,35.2162,34.4962,34.9644,33807757.0
2021-05-09,34.4962,35.2162,34.4962,34.9644,33807757.0
2021-05-10,35.1852,35.5828,35.1411,35.2118,30831871.0
2021-05-11,35.0527,35.3973,34.6552,34.7612,30568572.0
2021-05-12,34.8407,35.2648,34.7215,35.0616,26208608.0
2021-05-13,34.8937,35.5828,34.8937,35.4238,25423778.0
2021-05-14,35.5474,35.6181,35.2648,35.3531,18041053.0
2021-05-15,35.5474,35.6181,35.2648,35.3531,18041053.0
2021-05-16,35.5474,35.6181,35.2648,35.3531,18041053.0
2021-05-17,35.3973,35.6888,35.3443,35.4326,18095031.0
2021-05-18,35.4944,35.6402,35.1808,35.3796,15805529.0
2021-05-19,35.2471,35.2471,34.8319,35.1852,20209530.0
2021-05-20,35.0969,35.5563,35.0881,35.4414,18621084.0
2021-05-21,35.5209,35.8655,35.2559,35.2913,21144784.0
2021-05-22,35.5209,35.8655,35.2559,35.2913,21144784.0
2021-05-23,35.5209,35.8655,35.2559,35.2913,21144784.0
2021-05-24,35.4061,35.4591,35.1367,35.1676,16922321.0
2021-05-25,35.1764,35.2086,34.6641,34.7436,25916296.0
2021-05-26,34.7083,34.7171,34.2577,34.3814,28036454.0
2021-05-27,34.4255,34.611,34.0987,34.1429,38471248.0
2021-05-28,34.2312,34.4697,34.1694,34.2135,16160964.0
2021-05-29,34.2312,34.4697,34.1694,34.2135,16160964.0
2021-05-30,34.2312,34.4697,34.1694,34.2135,16160964.0
2021-05-31,34.2312,34.4697,34.1694,34.2135,16160964.0
2021-06-01,34.399,34.452,33.9927,34.0103,23642432.0
2021-06-02,34.134,34.3902,34.0457,34.2665,19629039.0
2021-06-03,34.24,34.4874,34.1252,34.4255,17376288.0
2021-06-04,34.4962,34.8937,34.4653,34.5845,19375318.0
2021-06-05,34.4962,34.8937,34.4653,34.5845,19375318.0
2021-06-06,34.4962,34.8937,34.4653,34.5845,19375318.0
2021-06-07,34.5227,34.9821,34.4255,34.4432,24110727.0
2021-06-08,34.5139,34.5492,33.9883,34.3195,18880307.0
2021-06-09,34.452,35.1941,34.4344,35.1676,29823964.0
2021-06-10,35.2471,35.9715,35.2383,35.9361,42613731.0
2021-06-11,35.9185,35.9273,35.2913,35.4679,21386922.0
2021-06-12,35.9185,35.9273,35.2913,35.4679,21386922.0
2021-06-13,35.9185,35.9273,35.2913,35.4679,21386922.0
2021-06-14,35.3619,35.3973,34.7877,35.0086,23408340.0
2021-06-15,35.0792,35.1941,34.7966,34.9732,20206867.0
2021-06-16,34.9997,35.1941,34.6994,34.7171,19177546.0
2021-06-17,34.6906,34.9732,34.5139,34.8761,19580121.0
2021-06-18,34.7171,34.8407,34.187,34.2842,37775909.0
2021-06-19,34.7171,34.8407,34.187,34.2842,37775909.0
2021-06-20,34.7171,34.8407,34.187,34.2842,37775909.0
2021-06-21,34.346,34.8761,34.346,34.8231,19488052.0
2021-06-22,34.8142,35.0616,34.6817,34.9909,15975947.0
2021-06-23,35.0086,35.0351,34.43,34.4962,22025355.0
2021-06-24,34.5757,34.7568,34.5227,34.6199,13436549.0
2021-06-25,34.558,34.8098,34.3549,34.4344,22774347.0
2021-06-26,34.558,34.8098,34.3549,34.4344,22774347.0
2021-06-27,34.558,34.8098,34.3549,34.4344,22774347.0
2021-06-28,34.4609,34.6375,34.3637,34.558,19225691.0
2021-06-29,34.5669,34.7038,34.4344,34.5404,14516570.0
2021-06-30,34.5757,34.6906,34.293,34.5934,21248067.0
2021-07-01,34.6022,35.0086,34.5492,34.9467,20035910.0
2021-07-02,34.8584,35.1852,34.7877,35.0969,16595888.0
2021-07-03,34.8584,35.1852,34.7877,35.0969,16595888.0
2021-07-04,34.8584,35.1852,34.7877,35.0969,16595888.0
2021-07-05,34.8584,35.1852,34.7877,35.0969,16595888.0
2021-07-06,34.8761,35.0262,34.4874,34.7082,18931874.0
2021-07-07,34.6464,34.7701,34.4211,34.7612,17665154.0
2021-07-08,34.452,34.7347,34.3902,34.6729,23021184.0
2021-07-09,34.9202,35.4238,34.8584,34.9909,21578734.0
2021-07-10,34.9202,35.4238,34.8584,34.9909,21578734.0
2021-07-11,34.9202,35.4238,34.8584,34.9909,21578734.0
2021-07-12,35.0351,35.5563,34.9821,35.1234,24512950.0
2021-07-13,35.1322,35.1587,34.9202,35.0262,12222049.0
2021-07-14,35.0881,35.3575,35.0351,35.2913,15888556.0
2021-07-15,35.2913,35.5033,35.2118,35.4149,20250796.0
2021-07-16,35.4591,35.6446,35.2736,35.6446,24270381.0
2021-07-17,35.4591,35.6446,35.2736,35.6446,24270381.0
2021-07-18,35.4591,35.6446,35.2736,35.6446,24270381.0
2021-07-19,35.3973,35.6446,35.0527,35.4679,29818359.0
2021-07-20,35.5563,36.846,35.5121,36.263,48804134.0
2021-07-21,36.4308,36.4308,35.7904,36.2365,27530234.0
2021-07-22,36.3248,36.7047,36.1305,36.634,18913310.0
2021-07-23,36.6252,36.952,36.5898,36.8195,21609212.0
2021-07-24,36.6252,36.952,36.5898,36.8195,21609212.0
2021-07-25,36.6252,36.952,36.5898,36.8195,21609212.0
2021-07-26,36.7665,37.0492,36.5633,36.9344,23720028.0
2021-07-27,36.9432,37.2789,36.7312,37.1905,32544072.0
2021-07-28,37.4114,38.6393,37.323,38.3831,53822449.0
2021-07-29,38.5346,38.597,37.992,38.1424,29015020.0
2021-07-30,38.2227,38.4945,38.0533,38.1603,24763344.0
2021-07-31,38.2227,38.4945,38.0533,38.1603,24763344.0
2021-08-01,38.2227,38.4945,38.0533,38.1603,24763344.0
2021-08-02,38.597,39.3458,38.5525,39.1854,43066940.0
2021-08-03,39.3726,40.879,39.2834,40.7185,45643262.0
2021-08-04,40.4244,40.8255,40.1213,40.2818,43391242.0
2021-08-05,40.1124,40.2372,39.845,40.1659,23505417.0
2021-08-06,40.1926,40.3887,39.7826,40.1748,20413038.0
2021-08-07,40.1926,40.3887,39.7826,40.1748,20413038.0
2021-08-08,40.1926,40.3887,39.7826,40.1748,20413038.0
2021-08-09,40.2105,41.0305,40.2105,40.986,32374261.0
2021-08-10,41.1821,43.2947,40.9057,42.9559,81189410.0
2021-08-11,42.5905,42.8579,41.2355,41.2801,50878190.0
2021-08-12,41.4495,42.2517,41.3069,42.1091,29710226.0
2021-08-13,42.2606,43.2323,42.1804,43.2144,35379185.0
2021-08-14,42.2606,43.2323,42.1804,43.2144,35379185.0
2021-08-15,42.2606,43.2323,42.1804,43.2144,35379185.0
2021-08-16,42.9916,43.6512,42.3498,43.5977,38098084.0
2021-08-17,43.4818,45.0061,43.4194,44.9437,68816994.0
2021-08-18,44.7744,46.2273,43.8295,43.9543,88597980.0
2021-08-19,43.2323,44.5337,43.0183,43.4997,57741571.0
2021-08-20,43.6601,44.3287,43.3749,43.4284,35157544.0
2021-08-21,43.6601,44.3287,43.3749,43.4284,35157544.0
2021-08-22,43.6601,44.3287,43.3749,43.4284,35157544.0
2021-08-23,44.8278,45.7816,44.2128,44.5069,88652378.0
2021-08-24,44.3376,44.6139,43.0005,43.1253,52624054.0
2021-08-25,42.8222,43.0362,41.8328,42.3498,51036771.0
2021-08-26,42.5191,42.9292,42.1626,42.2339,29029316.0
2021-08-27,42.225,42.3409,41.4762,41.5386,32924523.0
2021-08-28,42.225,42.3409,41.4762,41.5386,32924523.0
2021-08-29,42.225,42.3409,41.4762,41.5386,32924523.0
2021-08-30,41.1821,42.0378,41.1464,41.6812,25774352.0
2021-08-31,41.6456,42.02,40.943,41.0662,34547833.0
2021-09-01,41.1732,41.2351,40.4868,41.0394,32900114.0
2021-09-02,41.4317,41.7793,41.1197,41.7526,26149357.0
2021-09-03,41.806,41.9219,41.3096,41.7526,20834762.0
2021-09-04,41.806,41.9219,41.3096,41.7526,20834762.0
2021-09-05,41.806,41.9219,41.3096,41.7526,20834762.0
2021-09-06,41.806,41.9219,41.3096,41.7526,20834762.0
2021-09-07,41.8863,42.3409,41.4851,41.6723,26236854.0
2021-09-08,41.4584,41.708,41.2266,41.4584,15839626.0
2021-09-09,41.4227,41.644,40.8701,41.0305,21695324.0
2021-09-10,41.2445,41.3158,40.567,40.6383,20801502.0
2021-09-11,41.2445,41.3158,40.567,40.6383,20801502.0
2021-09-12,41.2445,41.3158,40.567,40.6383,20801502.0
2021-09-13,40.772,40.8523,39.3993,39.738,37086226.0
2021-09-14,39.8182,40.3442,39.7068,39.8539,24100217.0
2021-09-15,39.7202,40.4378,39.64,39.9074,28674628.0
2021-09-16,40.0054,40.1035,39.2478,39.64,22424169.0
2021-09-17,39.3726,39.6311,38.606,39.123,56420686.0
2021-09-18,39.3726,39.6311,38.606,39.123,56420686.0
2021-09-19,39.3726,39.6311,38.606,39.123,56420686.0
2021-09-20,38.6773,39.8004,38.6773,39.3993,41873015.0
2021-09-21,39.4439,39.8717,39.0873,39.1497,23645594.0
2021-09-22,39.2121,39.5687,39.0695,39.1764,22616743.0
2021-09-23,39.4706,39.8619,39.3547,39.3904,19719166.0
2021-09-24,39.2834,39.5865,39.0517,39.1675,16150746.0
2021-09-25,39.2834,39.5865,39.0517,39.1675,16150746.0
2021-09-26,39.2834,39.5865,39.0517,39.1675,16150746.0
2021-09-27,39.1497,39.3369,38.7842,38.8377,19955901.0
2021-09-28,38.392,38.5792,37.8215,38.3653,28512222.0
2021-09-29,38.5257,38.9447,38.4009,38.8021,18037241.0
2021-09-30,39.0338,39.2656,38.3029,38.3385,21112583.0
2021-10-01,37.9018,38.4143,37.1708,38.2672,38482996.0
2021-10-02,37.9018,38.4143,37.1708,38.2672,38482996.0
2021-10-03,37.9018,38.4143,37.1708,38.2672,38482996.0
2021-10-04,38.2672,38.6372,37.6254,37.8126,28906548.0
2021-10-05,37.9107,38.1424,37.6878,37.7235,19342555.0
2021-10-06,37.4917,37.6165,37.1619,37.4561,30483844.0
2021-10-07,37.9018,38.294,37.6254,38.0979,19778304.0
2021-10-08,38.089,38.2449,37.7413,37.8394,12778598.0
2021-10-09,38.089,38.2449,37.7413,37.8394,12778598.0
2021-10-10,38.089,38.2449,37.7413,37.8394,12778598.0
2021-10-11,37.8394,37.9909,37.4472,37.4917,11984161.0
2021-10-12,37.5809,37.6254,37.1352,37.3045,16222295.0
2021-10-13,37.2154,37.358,36.4934,36.9212,28205715.0
2021-10-14,37.046,37.3995,37.0059,37.1441,17590308.0
2021-10-15,37.3491,37.465,36.8856,36.9836,23550344.0
2021-10-16,37.3491,37.465,36.8856,36.9836,23550344.0
2021-10-17,37.3491,37.465,36.8856,36.9836,23550344.0
2021-10-18,36.948,37.1708,36.5825,36.8321,21732991.0
2021-10-19,37.0817,37.6165,37.0298,37.5185,17159787.0
2021-10-20,37.5452,38.4277,37.5274,38.1514,22788277.0
2021-10-21,38.3787,38.4099,37.8215,38.2048,22142324.0
2021-10-22,38.1692,38.499,37.9998,38.4723,17183013.0
2021-10-23,38.1692,38.499,37.9998,38.4723,17183013.0
2021-10-24,38.1692,38.499,37.9998,38.4723,17183013.0
2021-10-25,38.5079,38.5436,37.9463,38.4633,22846241.0
2021-10-26,38.6238,39.0071,38.2583,38.8288,29729051.0
2021-10-27,38.7397,38.8287,38.0444,38.3029,22317476.0
2021-10-28,38.2851,38.9269,38.2761,38.4901,18023407.0
2021-10-29,38.4099,39.0695,38.2004,38.9893,30307485.0
2021-10-30,38.4099,39.0695,38.2004,38.9893,30307485.0
2021-10-31,38.4099,39.0695,38.2004,38.9893,30307485.0
2021-11-01,39.3458,39.4795,38.7218,38.9001,32681515.0
2021-11-02,40.1793,41.0394,38.3742,40.5135,69247983.0
2021-11-03,40.5759,40.9949,39.6489,39.952,44593137.0
2021-11-04,39.826,39.9879,38.9403,39.4304,38172536.0
2021-11-05,43.243,43.8904,41.8583,43.7106,173959104.0
2021-11-06,43.243,43.8904,41.8583,43.7106,173959104.0
2021-11-07,43.243,43.8904,41.8583,43.7106,173959104.0
2021-11-08,43.7106,43.868,42.8024,43.4589,57423266.0
2021-11-09,43.4589,43.5038,42.3978,42.5327,29920438.0
2021-11-10,42.6226,44.2502,42.6226,44.0793,42696195.0
2021-11-11,44.2681,45.4101,43.8212,45.1224,42370388.0
2021-11-12,45.3382,45.4012,44.5739,44.7178,27780566.0
2021-11-13,45.3382,45.4012,44.5739,44.7178,27780566.0
2021-11-14,45.3382,45.4012,44.5739,44.7178,27780566.0
2021-11-15,44.7178,45.0505,44.394,44.6458,27763215.0
2021-11-16,44.484,45.1044,43.9624,44.6009,31297220.0
2021-11-17,44.9066,45.9407,44.6773,45.7429,36889765.0
2021-11-18,45.9497,46.4982,45.5091,46.2284,32872570.0
2021-11-19,46.723,47.5098,45.572,45.6799,47966183.0
2021-11-20,46.723,47.5098,45.572,45.6799,47966183.0
2021-11-21,46.723,47.5098,45.572,45.6799,47966183.0
2021-11-22,45.8148,46.2824,45.3022,46.0396,27287943.0
2021-11-23,45.4821,46.2644,45.2303,45.9317,24952593.0
2021-11-24,46.0216,46.1565,45.5945,45.7608,18556753.0
2021-11-25,46.0216,46.1565,45.5945,45.7608,18556753.0
2021-11-26,48.5889,49.4026,47.883,48.5574,66561304.0
2021-11-27,48.5889,49.4026,47.883,48.5574,66561304.0
2021-11-28,48.5889,49.4026,47.883,48.5574,66561304.0
2021-11-29,49.5915,50.086,46.8579,47.1186,72660758.0
2021-11-30,47.0377,48.971,46.678,48.3146,64598388.0
2021-12-01,47.1816,49.6095,46.6331,49.1688,59849358.0
2021-12-02,48.3955,49.5285,47.4514,47.6941,46361744.0
2021-12-03,48.2966,48.9261,47.7499,48.8002,37574769.0
2021-12-04,48.2966,48.9261,47.7499,48.8002,37574769.0
2021-12-05,48.2966,48.9261,47.7499,48.8002,37574769.0
2021-12-06,48.3596,48.4585,46.0846,46.2914,53723978.0
2021-12-07,46.0846,47.2085,45.3202,46.5072,41575442.0
2021-12-08,47.4334,47.7301,45.8867,46.2194,37429199.0
2021-12-09,46.3183,47.5188,46.3183,46.8309,38325661.0
2021-12-10,46.0396,47.5233,45.9587,47.4603,26079361.0
2021-12-11,46.0396,47.5233,45.9587,47.4603,26079361.0
2021-12-12,46.0396,47.5233,45.9587,47.4603,26079361.0
2021-12-13,48.0538,50.113,48.0538,49.6364,54923236.0
2021-12-14,49.2498,50.3108,48.8415,49.9422,48685674.0
2021-12-15,50.4547,52.977,50.2569,52.8736,75202914.0
2021-12-16,52.4779,55.2385,51.9294,55.0767,75183647.0
2021-12-17,53.8897,55.0227,52.7837,53.4851,104320166.0
2021-12-18,53.8897,55.0227,52.7837,53.4851,104320166.0
2021-12-19,53.8897,55.0227,52.7837,53.4851,104320166.0
2021-12-20,54.4922,55.4903,53.7998,54.8698,55712217.0
2021-12-21,53.9616,53.9886,51.3989,53.0085,63877877.0
2021-12-22,53.2782,54.4787,52.352,53.548,62594917.0
2021-12-23,53.7908,54.0246,52.433,52.7927,39203203.0
2021-12-24,53.7908,54.0246,52.433,52.7927,39203203.0
2021-12-25,53.7908,54.0246,52.433,52.7927,39203203.0
2021-12-26,53.7908,54.0246,52.433,52.7927,39203203.0
2021-12-27,52.9186,53.3951,52.3619,53.2333,27362581.0
2021-12-28,53.0984,53.4581,51.3269,52.1632,36901704.0
2021-12-29,51.5338,52.1812,51.318,51.7766,26170224.0
2021-12-30,51.9294,52.8196,51.7316,52.5139,24559004.0
2021-12-31,52.6308,53.7728,52.5499,53.0984,28579621.0
2022-01-01,52.6308,53.7728,52.5499,53.0984,28579621.0
2022-01-02,52.6308,53.7728,52.5499,53.0984,28579621.0
2022-01-03,52.6038,52.6488,50.6615,50.9403,57253148.0
2022-01-04,50.5536,50.7425,48.5034,49.034,66993082.0
2022-01-05,50.2119,50.7515,49.7893,50.0231,52956422.0
2022-01-06,49.6005,50.0231,48.998,49.3127,37000392.0
2022-01-07,49.7803,50.149,49.1239,50.104,27703374.0
2022-01-08,49.7803,50.149,49.1239,50.104,27703374.0
2022-01-09,49.7803,50.149,49.1239,50.104,27703374.0
2022-01-10,50.095,50.5896,49.2228,50.5716,34044653.0
2022-01-11,51.0302,51.6417,50.185,50.9763,33576632.0
2022-01-12,50.6615,51.3989,50.2659,50.9403,27608533.0
2022-01-13,50.8324,51.0302,49.6544,49.9422,28117937.0
2022-01-14,49.4386,49.7983,49.016,49.4116,27072545.0
2022-01-15,49.4386,49.7983,49.016,49.4116,27072545.0
2022-01-16,49.4386,49.7983,49.016,49.4116,27072545.0
2022-01-17,49.4386,49.7983,49.016,49.4116,27072545.0
2022-01-18,49.007,49.0519,48.0448,48.6563,35607017.0
2022-01-19,48.2427,48.998,48.0628,48.1437,27300373.0
2022-01-20,48.5214,49.0205,47.7211,48.6023,35105321.0
2022-01-21,48.935,49.3352,47.1759,47.4693,41058973.0
2022-01-22,48.935,49.3352,47.1759,47.4693,41058973.0
2022-01-23,48.935,49.3352,47.1759,47.4693,41058973.0
2022-01-24,46.5342,46.8129,44.7942,46.3453,59080740.0
2022-01-25,46.1835,47.5098,46.0756,47.2445,43983174.0
2022-01-26,47.2715,48.2157,47.1681,47.6672,39644846.0
2022-01-27,48.0387,49.4521,48.0205,48.3558,36957197.0
2022-01-28,48.7182,49.5336,48.1111,49.2256,28590397.0
2022-01-29,48.7182,49.5336,48.1111,49.2256,28590397.0
2022-01-30,48.7182,49.5336,48.1111,49.2256,28590397.0
2022-01-31,48.9266,49.0534,47.4633,47.7397,38644575.0
2022-02-01,47.785,48.1655,47.4678,48.084,27883325.0
2022-02-02,47.8756,49.0444,47.5222,48.7997,32039345.0
2022-02-03,48.315,48.8269,48.1021,48.3648,22635803.0
2022-02-04,48.0387,48.4101,47.6853,48.0205,24932162.0
2022-02-05,48.0387,48.4101,47.6853,48.0205,24932162.0
2022-02-06,48.0387,48.4101,47.6853,48.0205,24932162.0
2022-02-07,48.2923,48.5439,47.3319,48.2108,32358536.0
2022-02-08,45.8823,46.9333,45.0215,46.8427,67921966.0
2022-02-09,46.7883,46.8563,46.1178,46.6343,38522207.0
2022-02-10,46.2447,46.5437,45.6557,45.846,34200602.0
2022-02-11,45.6014,46.4259,45.3703,46.0091,34997790.0
2022-02-12,45.6014,46.4259,45.3703,46.0091,34997790.0
2022-02-13,45.6014,46.4259,45.3703,46.0091,34997790.0
2022-02-14,45.1393,45.7554,43.9252,45.1212,42973119.0
2022-02-15,45.1212,45.3385,44.5866,45.1121,29161056.0
2022-02-16,44.9309,46.0046,44.7859,45.0125,27672592.0
2022-02-17,45.1302,45.2661,44.1698,44.3057,21231671.0
2022-02-18,44.197,44.863,43.6715,43.9705,26955313.0
2022-02-19,44.197,44.863,43.6715,43.9705,26955313.0
2022-02-20,44.197,44.863,43.6715,43.9705,26955313.0
2022-02-21,44.197,44.863,43.6715,43.9705,26955313.0
2022-02-22,43.0735,43.7712,42.8968,43.0645,34814811.0
2022-02-23,43.1188,43.6353,42.3849,42.4665,25792980.0
2022-02-24,41.5514,42.3623,41.1346,41.642,44227348.0
2022-02-25,41.506,43.5175,41.4426,43.2366,31199192.0
2022-02-26,41.506,43.5175,41.4426,43.2366,31199192.0
2022-02-27,41.506,43.5175,41.4426,43.2366,31199192.0
2022-02-28,42.4212,42.7383,41.9863,42.5299,35296050.0
2022-03-01,42.3034,42.7082,41.1708,41.4517,29854506.0
2022-03-02,41.7779,43.4269,41.6782,43.2185,36516150.0
2022-03-03,43.2004,44.0203,43.0191,43.3363,30553340.0
2022-03-04,43.0373,44.188,42.9557,44.0792,33222898.0
2022-03-05,43.0373,44.188,42.9557,44.0792,33222898.0
2022-03-06,43.0373,44.188,42.9557,44.0792,33222898.0
2022-03-07,43.7168,44.2514,43.0509,43.4722,33171300.0
2022-03-08,43.1098,43.8692,42.0995,42.9829,32913298.0
2022-03-09,43.6081,44.5957,43.4903,44.1698,24718917.0
2022-03-10,43.7666,44.6591,43.5356,44.5776,24542343.0
2022-03-11,44.5232,46.1178,44.3442,45.547,33701925.0
2022-03-12,44.5232,46.1178,44.3442,45.547,33701925.0
2022-03-13,44.5232,46.1178,44.3442,45.547,33701925.0
2022-03-14,45.9547,47.939,45.6557,47.341,42314540.0
2022-03-15,47.6762,47.948,46.3715,47.3048,30172127.0
2022-03-16,47.6038,48.2652,47.2776,47.948,29891423.0
2022-03-17,47.948,49.1531,47.8303,49.144,30598584.0
2022-03-18,49.2709,49.8326,48.6593,49.3887,51814974.0
2022-03-19,49.2709,49.8326,48.6593,49.3887,51814974.0
2022-03-20,49.2709,49.8326,48.6593,49.3887,51814974.0
2022-03-21,49.144,50.1044,48.836,49.0987,34592463.0
2022-03-22,49.1078,49.2165,47.563,48.0568,32253610.0
2022-03-23,48.0387,48.4736,47.2549,47.2866,29183686.0
2022-03-24,47.6038,47.8801,47.3772,47.6491,25177484.0
2022-03-25,47.785,48.247,47.5766,47.8212,17435470.0
2022-03-26,47.785,48.247,47.5766,47.8212,17435470.0
2022-03-27,47.785,48.247,47.5766,47.8212,17435470.0
2022-03-28,47.5947,48.5279,47.5675,48.2742,21863713.0
2022-03-29,48.9266,48.9991,47.6762,47.785,39970032.0
2022-03-30,48.2017,48.6728,47.0874,47.5131,27599649.0
2022-03-31,47.1145,47.9073,46.8789,46.9061,26055234.0
2022-04-01,47.2232,47.2595,46.299,46.7249,19073138.0
2022-04-02,47.2232,47.2595,46.299,46.7249,19073138.0
2022-04-03,47.2232,47.2595,46.299,46.7249,19073138.0
2022-04-04,46.9152,46.9967,45.6376,46.1541,20491535.0
2022-04-05,46.0363,47.2504,45.9819,46.4259,21176708.0
2022-04-06,46.3534,48.1021,46.3534,47.9027,31717523.0
2022-04-07,47.5675,50.2041,47.5675,49.9776,36305670.0
2022-04-08,49.6967,50.3581,49.3434,49.9867,24612246.0
2022-04-09,49.6967,50.3581,49.3434,49.9867,24612246.0
2022-04-10,49.6967,50.3581,49.3434,49.9867,24612246.0
2022-04-11,50.2494,51.0286,48.7227,48.8632,22054311.0
2022-04-12,48.2923,48.8632,47.6989,48.1202,22810733.0
2022-04-13,48.1383,48.7635,47.7487,48.1111,15777806.0
2022-04-14,48.383,48.8445,48.0568,48.1293,17240120.0
2022-04-15,48.383,48.8445,48.0568,48.1293,17240120.0
2022-04-16,48.383,48.8445,48.0568,48.1293,17240120.0
2022-04-17,48.383,48.8445,48.0568,48.1293,17240120.0
2022-04-18,47.8665,48.1202,46.7792,46.9695,17065045.0
2022-04-19,46.8064,47.0058,44.7316,45.4655,33441510.0
2022-04-20,45.3024,45.4474,44.5866,45.0759,24751803.0
2022-04-21,45.239,45.3114,44.3239,44.496,19105575.0
2022-04-22,44.351,44.4869,43.3997,43.6081,22156801.0
2022-04-23,44.351,44.4869,43.3997,43.6081,22156801.0
2022-04-24,44.351,44.4869,43.3997,43.6081,22156801.0
2022-04-25,43.3544,44.5685,42.693,44.351,27390591.0
2022-04-26,44.3873,45.5289,44.3239,44.4235,25366482.0
2022-04-27,44.496,45.2208,43.6806,45.0668,25819237.0
2022-04-28,45.7011,46.0,44.8358,45.7645,28227723.0
2022-04-29,45.1846,45.6059,44.3963,44.4598,28343298.0
2022-04-30,45.1846,45.6059,44.3963,44.4598,28343298.0
2022-05-01,45.1846,45.6059,44.3963,44.4598,28343298.0
2022-05-02,43.2004,44.1789,43.001,43.7983,36228410.0
2022-05-03,44.2786,45.3386,43.2185,44.6591,33716935.0
2022-05-04,44.2967,45.1846,43.4087,44.9943,28613655.0
2022-05-05,44.8131,44.8947,43.0826,43.898,28333001.0
2022-05-06,43.5718,44.5911,43.5265,44.4326,19891434.0
2022-05-07,43.5718,44.5911,43.5265,44.4326,19891434.0
2022-05-08,43.5718,44.5911,43.5265,44.4326,19891434.0
2022-05-09,43.8346,44.5504,43.2819,44.0702,25012347.0
2022-05-10,44.4326,45.2118,44.1109,44.8403,27335888.0
2022-05-11,44.4598,45.5153,44.4235,44.8041,29699499.0
2022-05-12,44.7584,46.0646,44.5026,46.0281,33468441.0
2022-05-13,46.0189,46.3934,45.3795,45.5988,22423685.0
2022-05-14,46.0189,46.3934,45.3795,45.5988,22423685.0
2022-05-15,46.0189,46.3934,45.3795,45.5988,22423685.0
2022-05-16,45.5531,46.6309,45.5531,46.2838,19435565.0
2022-05-17,46.5396,47.0603,45.8362,46.8958,19918199.0
2022-05-18,46.7862,46.9689,45.818,46.0372,22275985.0
2022-05-19,45.6718,46.4802,45.2973,46.2656,19865522.0
2022-05-20,46.8273,48.138,46.704,47.928,31250361.0
2022-05-21,46.8273,48.138,46.704,47.928,31250361.0
2022-05-22,46.8273,48.138,46.704,47.928,31250361.0
2022-05-23,48.0285,49.047,47.9372,48.3025,24035842.0
2022-05-24,48.1472,48.9675,48.1472,48.7866,26729783.0
2022-05-25,48.5948,49.3712,48.4532,49.0607,24003920.0
2022-05-26,49.3804,50.1659,49.216,49.3164,23516309.0
2022-05-27,49.2525,49.6955,48.8826,49.2434,21407507.0
2022-05-28,49.2525,49.6955,48.8826,49.2434,21407507.0
2022-05-29,49.2525,49.6955,48.8826,49.2434,21407507.0
2022-05-30,49.2525,49.6955,48.8826,49.2434,21407507.0
2022-05-31,48.7044,48.8643,47.4439,48.4487,66058201.0
2022-06-01,48.6405,48.6679,47.348,47.8367,17430568.0
2022-06-02,47.8367,48.1746,46.6232,48.1198,21903359.0
2022-06-03,47.9189,48.8963,47.9189,48.5948,18124958.0
2022-06-04,47.9189,48.8963,47.9189,48.5948,18124958.0
2022-06-05,47.9189,48.8963,47.9189,48.5948,18124958.0
2022-06-06,48.5857,49.0652,48.4121,48.6496,16544398.0
2022-06-07,48.6679,49.2982,48.4213,49.289,15091194.0
2022-06-08,49.3804,49.8371,48.7866,48.8415,12789802.0
2022-06-09,48.6542,49.0059,47.2247,47.2977,17578108.0
2022-06-10,46.8684,46.9232,45.6262,45.6444,23832187.0
2022-06-11,46.8684,46.9232,45.6262,45.6444,23832187.0
2022-06-12,46.8684,46.9232,45.6262,45.6444,23832187.0
2022-06-13,44.594,45.0142,43.5801,43.7627,26988989.0
2022-06-14,43.6166,44.2697,43.1325,43.7719,23290327.0
2022-06-15,43.7353,44.7401,43.0959,44.3108,25747996.0
2022-06-16,43.5618,43.845,42.9818,43.37,20424508.0
2022-06-17,43.2786,43.8724,42.2738,42.5022,45047693.0
2022-06-18,43.2786,43.8724,42.2738,42.5022,45047693.0
2022-06-19,43.2786,43.8724,42.2738,42.5022,45047693.0
2022-06-20,43.2786,43.8724,42.2738,42.5022,45047693.0
2022-06-21,43.2238,44.2469,42.8895,43.9454,19622147.0
2022-06-22,43.8724,45.2873,43.6356,44.8223,20384884.0
2022-06-23,44.9685,45.8271,44.7401,45.754,20061654.0
2022-06-24,46.2656,47.1699,45.9459,47.1242,24343179.0
2022-06-25,46.2656,47.1699,45.9459,47.1242,24343179.0
2022-06-26,46.2656,47.1699,45.9459,47.1242,24343179.0
2022-06-27,47.0237,47.7042,46.8228,47.3891,16154272.0
2022-06-28,47.3434,47.4713,46.0463,46.2747,16458770.0
2022-06-29,46.3386,46.9872,46.2747,46.5305,13925665.0
2022-06-30,47.2155,48.3071,46.6629,47.8915,33495729.0
2022-07-01,47.5352,47.8367,46.8136,47.7819,16143272.0
2022-07-02,47.5352,47.8367,46.8136,47.7819,16143272.0
2022-07-03,47.5352,47.8367,46.8136,47.7819,16143272.0
2022-07-04,47.5352,47.8367,46.8136,47.7819,16143272.0
2022-07-05,47.2703,47.3982,46.0372,47.1699,18407846.0
