,EOG US Equity,EOG US Equity,EOG US Equity,EOG US Equity,EOG US Equity
2020-05-14,38.1716,39.6454,37.1756,38.5117,5903990.0
2020-05-15,38.1311,39.5239,38.0097,38.6089,4005214.0
2020-05-16,38.1311,39.5239,38.0097,38.6089,4005214.0
2020-05-17,38.1311,39.5239,38.0097,38.6089,4005214.0
2020-05-18,40.8924,42.6576,40.4956,42.4633,6341970.0
2020-05-19,42.3418,42.7265,40.9572,41.0219,3559081.0
2020-05-20,41.8236,43.2326,41.7102,42.6333,3303631.0
2020-05-21,42.8763,43.3702,41.7912,42.3661,3881102.0
2020-05-22,42.2771,42.4147,41.2568,42.3337,2500309.0
2020-05-23,42.2771,42.4147,41.2568,42.3337,2500309.0
2020-05-24,42.2771,42.4147,41.2568,42.3337,2500309.0
2020-05-25,42.2771,42.4147,41.2568,42.3337,2500309.0
2020-05-26,44.018,44.0261,41.5402,41.6536,5685457.0
2020-05-27,42.3337,42.7062,40.7547,42.6981,3968657.0
2020-05-28,42.601,43.0007,41.5483,41.8155,4688726.0
2020-05-29,41.6859,41.6859,40.4308,41.273,6603533.0
2020-05-30,41.6859,41.6859,40.4308,41.273,6603533.0
2020-05-31,41.6859,41.6859,40.4308,41.273,6603533.0
2020-06-01,41.0705,42.0422,40.4875,41.9532,3264030.0
2020-06-02,42.5119,44.4148,42.3904,44.3824,4824423.0
2020-06-03,45.4351,45.5565,43.6698,44.8359,4638806.0
2020-06-04,44.5363,45.095,43.848,44.6577,4361262.0
2020-06-05,47.9453,48.4716,47.1437,48.0263,6327227.0
2020-06-06,47.9453,48.4716,47.1437,48.0263,6327227.0
2020-06-07,47.9453,48.4716,47.1437,48.0263,6327227.0
2020-06-08,50.1802,50.5517,47.8562,50.2936,6075061.0
2020-06-09,48.2287,49.7349,47.4918,48.1558,6336877.0
2020-06-10,46.9898,47.0546,45.0221,45.0464,6349347.0
2020-06-11,41.9208,44.4796,41.3539,41.4187,5890604.0
2020-06-12,43.605,43.8723,41.0219,42.5686,4552803.0
2020-06-13,43.605,43.8723,41.0219,42.5686,4552803.0
2020-06-14,43.605,43.8723,41.0219,42.5686,4552803.0
2020-06-15,40.2689,42.7061,39.8964,42.2771,5415253.0
2020-06-16,44.1719,44.4836,42.026,44.2124,4661220.0
2020-06-17,44.1314,44.1719,42.4633,42.4957,3933468.0
2020-06-18,42.107,43.597,41.6778,42.8601,3444307.0
2020-06-19,44.8926,44.933,42.3256,42.3499,7928442.0
2020-06-20,44.8926,44.933,42.3256,42.3499,7928442.0
2020-06-21,44.8926,44.933,42.3256,42.3499,7928442.0
2020-06-22,42.0989,42.771,41.5653,42.4471,3335381.0
2020-06-23,43.0706,43.3216,42.107,42.4795,3850142.0
2020-06-24,41.7588,42.3499,39.6049,39.6373,4258258.0
2020-06-25,39.2162,41.1353,38.8762,41.0786,3504464.0
2020-06-26,40.6171,40.698,39.2,39.4834,4342665.0
2020-06-27,40.6171,40.698,39.2,39.4834,4342665.0
2020-06-28,40.6171,40.698,39.2,39.4834,4342665.0
2020-06-29,39.7021,40.366,39.2162,40.2041,2634192.0
2020-06-30,39.7182,41.3054,39.4996,41.0219,3105007.0
2020-07-01,41.3216,42.0989,40.3094,40.3741,3394827.0
2020-07-02,41.4349,41.8074,40.8519,40.9086,4166420.0
2020-07-03,41.4349,41.8074,40.8519,40.9086,4166420.0
2020-07-04,41.4349,41.8074,40.8519,40.9086,4166420.0
2020-07-05,41.4349,41.8074,40.8519,40.9086,4166420.0
2020-07-06,41.4754,42.1799,40.3822,40.8195,2381365.0
2020-07-07,40.2284,40.3094,38.8842,38.9571,3780131.0
2020-07-08,39.0947,39.4794,38.1959,38.4146,3867401.0
2020-07-09,38.285,38.4146,35.8557,35.9043,5210031.0
2020-07-10,35.9043,36.9003,35.6614,36.7627,6245707.0
2020-07-11,35.9043,36.9003,35.6614,36.7627,6245707.0
2020-07-12,35.9043,36.9003,35.6614,36.7627,6245707.0
2020-07-13,37.1432,37.3578,36.0663,36.3983,3817909.0
2020-07-14,36.3092,38.3012,36.0096,38.285,3695583.0
2020-07-15,39.1028,39.2024,37.4914,38.4307,4202053.0
2020-07-16,37.9696,39.4632,37.6594,39.0306,3080108.0
2020-07-17,39.0388,39.904,38.2471,38.4919,2949519.0
2020-07-18,39.0388,39.904,38.2471,38.4919,2949519.0
2020-07-19,39.0388,39.904,38.2471,38.4919,2949519.0
2020-07-20,38.3042,39.7081,38.3042,38.9327,4004072.0
2020-07-21,39.7489,41.618,39.7489,41.1528,4584509.0
2020-07-22,40.4916,41.2017,40.0019,40.965,2564996.0
2020-07-23,40.4671,40.8712,39.6877,39.8713,4936375.0
2020-07-24,40.108,40.7936,39.6836,40.0264,3055045.0
2020-07-25,40.108,40.7936,39.6836,40.0264,3055045.0
2020-07-26,40.108,40.7936,39.6836,40.0264,3055045.0
2020-07-27,39.8387,40.3937,39.3163,39.6346,2474830.0
2020-07-28,39.2673,39.7407,38.5164,38.5817,2763314.0
2020-07-29,38.6797,39.602,38.3165,39.5857,3016230.0
2020-07-30,38.6389,38.9221,37.6186,38.0185,3226862.0
2020-07-31,37.4717,38.2669,37.4227,38.2389,2882753.0
2020-08-01,37.4717,38.2669,37.4227,38.2389,2882753.0
2020-08-02,37.4717,38.2669,37.4227,38.2389,2882753.0
2020-08-03,38.2471,38.4185,37.4717,37.8471,4004510.0
2020-08-04,37.8553,39.806,37.6186,39.553,5754259.0
2020-08-05,40.7038,41.7159,40.4182,41.4221,5070023.0
2020-08-06,41.1446,41.6914,41.0222,41.5364,3290616.0
2020-08-07,38.3614,40.1488,36.7861,39.8387,8528582.0
2020-08-08,38.3614,40.1488,36.7861,39.8387,8528582.0
2020-08-09,38.3614,40.1488,36.7861,39.8387,8528582.0
2020-08-10,39.9856,41.3242,39.6999,41.1854,4089132.0
2020-08-11,42.4423,43.079,40.1815,40.3366,5529011.0
2020-08-12,41.0793,41.0875,39.6836,40.0672,4644346.0
2020-08-13,39.806,40.1162,38.6715,38.7042,3394574.0
2020-08-14,38.647,39.1612,38.3071,39.1531,3498927.0
2020-08-15,38.647,39.1612,38.3071,39.1531,3498927.0
2020-08-16,38.647,39.1612,38.3071,39.1531,3498927.0
2020-08-17,39.0959,39.0959,37.6186,37.9859,4693828.0
2020-08-18,37.8063,38.5083,37.6921,37.8308,3215371.0
2020-08-19,37.7084,38.0022,37.0883,37.2268,2878945.0
2020-08-20,36.6963,36.9738,35.9862,35.9944,4225548.0
2020-08-21,35.9781,36.0107,35.0802,35.4149,4166373.0
2020-08-22,35.9781,36.0107,35.0802,35.4149,4166373.0
2020-08-23,35.9781,36.0107,35.0802,35.4149,4166373.0
2020-08-24,35.6761,36.7004,35.3904,36.1821,6078888.0
2020-08-25,36.7126,36.8351,35.9536,36.2229,3263377.0
2020-08-26,36.1086,36.2066,35.1047,35.3088,3054055.0
2020-08-27,35.5944,36.8106,35.2598,36.6881,5453766.0
2020-08-28,36.982,37.7492,36.5331,37.7166,3365853.0
2020-08-29,36.982,37.7492,36.5331,37.7166,3365853.0
2020-08-30,36.982,37.7492,36.5331,37.7166,3365853.0
2020-08-31,37.7247,37.7492,36.7371,37.0065,3017617.0
2020-09-01,36.5004,37.035,36.2311,36.9004,2906426.0
2020-09-02,36.5004,36.8432,35.5291,35.6679,5249985.0
2020-09-03,35.6761,36.4025,34.917,35.2027,5188178.0
2020-09-04,35.5618,35.8475,34.7293,35.2108,4418485.0
2020-09-05,35.5618,35.8475,34.7293,35.2108,4418485.0
2020-09-06,35.5618,35.8475,34.7293,35.2108,4418485.0
2020-09-07,35.5618,35.8475,34.7293,35.2108,4418485.0
2020-09-08,34.4191,34.5742,32.6724,33.3254,5747395.0
2020-09-09,33.758,34.5579,33.4233,34.1661,3565132.0
2020-09-10,34.1334,34.1334,31.0074,31.0156,7457202.0
2020-09-11,31.4073,31.9868,30.9339,31.8726,5658349.0
2020-09-12,31.4073,31.9868,30.9339,31.8726,5658349.0
2020-09-13,31.4073,31.9868,30.9339,31.8726,5658349.0
2020-09-14,32.0848,32.4521,31.4563,31.9705,5543260.0
2020-09-15,32.2399,32.4684,31.3665,31.4971,4791164.0
2020-09-16,31.7501,33.9376,31.5461,33.3499,6554612.0
2020-09-17,32.5337,33.6274,32.2888,33.6192,3900685.0
2020-09-18,33.3009,33.9131,32.901,33.2275,5865754.0
2020-09-19,33.3009,33.9131,32.901,33.2275,5865754.0
2020-09-20,33.3009,33.9131,32.901,33.2275,5865754.0
2020-09-21,32.2399,32.7377,31.2523,31.6767,4719980.0
2020-09-22,31.8889,32.4031,30.9961,31.3829,3768221.0
2020-09-23,31.5951,31.8971,29.6607,29.6933,4041385.0
2020-09-24,29.5301,30.5585,28.8363,29.9137,4431716.0
2020-09-25,29.5872,30.8523,29.4321,30.5667,3366030.0
2020-09-26,29.5872,30.8523,29.4321,30.5667,3366030.0
2020-09-27,29.5872,30.8523,29.4321,30.5667,3366030.0
2020-09-28,31.3176,31.3176,30.4116,30.5585,4169951.0
2020-09-29,30.3953,30.583,28.4853,29.5382,7018353.0
2020-09-30,29.7423,30.0035,29.2199,29.3342,6033687.0
2020-10-01,28.8363,29.2362,28.2568,28.4527,5085281.0
2020-10-02,27.5794,28.7465,27.4488,28.4119,5428913.0
2020-10-03,27.5794,28.7465,27.4488,28.4119,5428913.0
2020-10-04,27.5794,28.7465,27.4488,28.4119,5428913.0
2020-10-05,28.9424,29.7831,28.6241,29.7586,4113399.0
2020-10-06,30.3463,30.787,29.1628,29.375,6025753.0
2020-10-07,29.3832,30.0933,29.1465,29.9627,4513240.0
2020-10-08,30.2891,30.9095,29.9305,30.7462,3714900.0
2020-10-09,30.9992,31.1543,30.3422,30.6564,3398031.0
2020-10-10,30.9992,31.1543,30.3422,30.6564,3398031.0
2020-10-11,30.9992,31.1543,30.3422,30.6564,3398031.0
2020-10-12,30.6156,31.3461,29.9219,31.187,3806503.0
2020-10-13,31.5379,32.7704,31.4114,31.5379,7808650.0
2020-10-14,31.6359,32.0032,30.6891,30.7054,6919475.0
2020-10-15,30.1324,31.5257,29.8109,31.3938,4791751.0
2020-10-16,31.2289,32.853,30.2149,30.8497,10261139.0
2020-10-17,31.2289,32.853,30.2149,30.8497,10261139.0
2020-10-18,31.2289,32.853,30.2149,30.8497,10261139.0
2020-10-19,30.9404,30.9892,29.8109,29.8356,8378310.0
2020-10-20,30.0747,30.1778,29.0607,29.9098,6118889.0
2020-10-21,29.9181,29.9676,28.8876,28.9535,6314523.0
2020-10-22,28.9205,30.6106,28.8134,30.4457,7240414.0
2020-10-23,30.7178,31.0903,30.252,30.9239,4466247.0
2020-10-24,30.7178,31.0903,30.252,30.9239,4466247.0
2020-10-25,30.7178,31.0903,30.252,30.9239,4466247.0
2020-10-26,30.3138,30.3138,28.5702,28.7969,5054938.0
2020-10-27,28.6402,29.0071,28.2445,28.5083,7082360.0
2020-10-28,27.7416,27.7746,26.3566,26.8018,8754725.0
2020-10-29,26.2165,28.0631,25.7383,28.0054,6106049.0
2020-10-30,27.7334,28.2445,27.2222,28.228,4707439.0
2020-10-31,27.7334,28.2445,27.2222,28.228,4707439.0
2020-11-01,27.7334,28.2445,27.2222,28.228,4707439.0
2020-11-02,28.7639,29.4894,27.5355,28.9783,4858492.0
2020-11-03,29.6131,29.6543,28.4671,28.8711,3683982.0
2020-11-04,28.9618,30.4127,28.2115,29.712,6095214.0
2020-11-05,29.1102,30.0665,29.1102,29.3492,5564098.0
2020-11-06,29.9263,30.6106,28.0631,28.5083,8823508.0
2020-11-07,29.9263,30.6106,28.0631,28.5083,8823508.0
2020-11-08,29.9263,30.6106,28.0631,28.5083,8823508.0
2020-11-09,32.5232,34.4441,32.2347,33.2322,10838327.0
2020-11-10,33.8011,34.8316,32.6222,34.7821,6593305.0
2020-11-11,35.2438,35.4829,34.0202,34.5513,7126730.0
2020-11-12,33.6444,34.5348,33.0756,33.3806,4738894.0
2020-11-13,33.7846,35.3922,33.7681,35.1779,4854480.0
2020-11-14,33.7846,35.3922,33.7681,35.1779,4854480.0
2020-11-15,33.7846,35.3922,33.7681,35.1779,4854480.0
2020-11-16,36.5134,37.4945,35.9823,37.3873,6992991.0
2020-11-17,36.9751,37.7583,36.2331,37.6511,5393466.0
2020-11-18,38.0881,39.0856,36.9751,37.041,5104298.0
2020-11-19,36.6453,37.6016,36.365,37.478,4186730.0
2020-11-20,37.1812,37.9397,36.7443,37.4203,3497515.0
2020-11-21,37.1812,37.9397,36.7443,37.4203,3497515.0
2020-11-22,37.1812,37.9397,36.7443,37.4203,3497515.0
2020-11-23,38.0303,41.6001,37.9644,41.5341,6344600.0
2020-11-24,42.9851,45.0956,42.7295,44.8648,10367876.0
2020-11-25,44.4196,45.1616,43.6941,43.6941,7565582.0
2020-11-26,44.4196,45.1616,43.6941,43.6941,7565582.0
2020-11-27,42.9439,44.0074,42.1524,42.3998,2187033.0
2020-11-28,42.9439,44.0074,42.1524,42.3998,2187033.0
2020-11-29,42.9439,44.0074,42.1524,42.3998,2187033.0
2020-11-30,41.8474,41.8886,38.5168,38.6487,9701270.0
2020-12-01,39.9595,40.248,38.2942,38.3601,4339975.0
2020-12-02,38.4013,40.4541,38.1787,39.4236,9378516.0
2020-12-03,40.1903,40.2728,39.3412,39.7122,16457989.0
2020-12-04,40.6685,43.7023,40.6108,43.6941,7008430.0
2020-12-05,40.6685,43.7023,40.6108,43.6941,7008430.0
2020-12-06,40.6685,43.7023,40.6108,43.6941,7008430.0
2020-12-07,43.1005,43.422,42.1277,42.5152,5689795.0
2020-12-08,42.6388,43.0593,42.0617,42.9933,4818457.0
2020-12-09,43.5539,44.939,42.8848,43.6611,6915559.0
2020-12-10,43.6941,46.1261,43.6611,45.0791,5231069.0
2020-12-11,44.6751,44.7988,43.5704,44.1887,3929345.0
2020-12-12,44.6751,44.7988,43.5704,44.1887,3929345.0
2020-12-13,44.6751,44.7988,43.5704,44.1887,3929345.0
2020-12-14,44.8812,45.0791,42.7707,42.9356,3937245.0
2020-12-15,43.2984,44.0321,42.5811,43.826,4081595.0
2020-12-16,43.9167,44.4897,43.2159,43.4468,3417503.0
2020-12-17,43.8837,44.0321,42.4575,42.9933,4054072.0
2020-12-18,42.8779,43.1665,42.07,42.6801,9911107.0
2020-12-19,42.8779,43.1665,42.07,42.6801,9911107.0
2020-12-20,42.8779,43.1665,42.07,42.6801,9911107.0
2020-12-21,40.652,42.2431,40.0584,41.2868,5318103.0
2020-12-22,41.2208,41.2208,39.9966,40.2728,5034589.0
2020-12-23,40.7674,41.9875,40.6273,41.2868,3660460.0
2020-12-24,41.3445,41.3868,40.4294,40.8911,2128499.0
2020-12-25,41.3445,41.3868,40.4294,40.8911,2128499.0
2020-12-26,41.3445,41.3868,40.4294,40.8911,2128499.0
2020-12-27,41.3445,41.3868,40.4294,40.8911,2128499.0
2020-12-28,41.056,41.5011,40.2233,40.347,2594809.0
2020-12-29,40.8416,41.0807,39.7369,40.1244,2027798.0
2020-12-30,40.0502,41.7567,39.8523,41.6825,2324049.0
2020-12-31,41.4682,41.5918,40.8334,41.1137,2408049.0
2021-01-01,41.4682,41.5918,40.8334,41.1137,2408049.0
2021-01-02,41.4682,41.5918,40.8334,41.1137,2408049.0
2021-01-03,41.4682,41.5918,40.8334,41.1137,2408049.0
2021-01-04,41.8474,42.004,40.0667,41.1054,4406609.0
2021-01-05,41.8309,45.6026,41.5259,44.4526,5624121.0
2021-01-06,44.8977,46.2992,44.2959,45.3924,6350782.0
2021-01-07,45.9118,48.8549,45.549,48.3273,5715268.0
2021-01-08,49.0528,49.2094,47.808,48.5334,5804330.0
2021-01-09,49.0528,49.2094,47.808,48.5334,5804330.0
2021-01-10,49.0528,49.2094,47.808,48.5334,5804330.0
2021-01-11,47.3463,49.4897,46.8269,49.1435,5667755.0
2021-01-12,50.0421,51.963,49.7206,51.4766,5489270.0
2021-01-13,51.221,51.3941,49.3001,49.8525,3792237.0
2021-01-14,50.0142,52.2374,49.8691,51.6319,3732299.0
2021-01-15,50.5534,50.6364,48.5708,49.1017,4933065.0
2021-01-16,50.5534,50.6364,48.5708,49.1017,4933065.0
2021-01-17,50.5534,50.6364,48.5708,49.1017,4933065.0
2021-01-18,50.5534,50.6364,48.5708,49.1017,4933065.0
2021-01-19,49.9893,50.794,49.67,50.1718,2966736.0
2021-01-20,50.6447,50.8106,49.2427,49.9396,2280727.0
2021-01-21,49.8649,50.1553,45.5968,45.6507,8531546.0
2021-01-22,44.1741,45.6093,43.917,45.5097,5481096.0
2021-01-23,44.1741,45.6093,43.917,45.5097,5481096.0
2021-01-24,44.1741,45.6093,43.917,45.5097,5481096.0
2021-01-25,44.8958,45.8332,43.8139,45.7918,4902752.0
2021-01-26,46.3227,47.1025,44.3566,44.3732,3702431.0
2021-01-27,43.7345,46.0323,43.0459,45.6341,7499629.0
2021-01-28,46.0572,46.3725,44.4396,44.564,7417527.0
2021-01-29,44.1326,44.6884,42.1002,42.2744,6691315.0
2021-01-30,44.1326,44.6884,42.1002,42.2744,6691315.0
2021-01-31,44.1326,44.6884,42.1002,42.2744,6691315.0
2021-02-01,42.5731,43.1372,41.5444,42.5814,4710302.0
2021-02-02,43.8838,43.975,42.2578,42.5233,6255120.0
2021-02-03,42.9961,46.4554,42.7224,46.3559,5047578.0
2021-02-04,46.7126,47.7246,45.4019,47.6749,5451906.0
2021-02-05,48.1477,48.1975,46.8121,46.9614,4028958.0
2021-02-06,48.1477,48.1975,46.8121,46.9614,4028958.0
2021-02-07,48.1477,48.1975,46.8121,46.9614,4028958.0
2021-02-08,47.708,49.6451,47.5504,49.2842,4079623.0
2021-02-09,48.7367,48.886,48.0172,48.297,3039648.0
2021-02-10,48.5293,50.5368,48.4878,49.9479,4959074.0
2021-02-11,49.8981,49.9976,48.2473,49.475,2973000.0
2021-02-12,49.1183,51.018,48.969,50.6198,3317552.0
2021-02-13,49.1183,51.018,48.969,50.6198,3317552.0
2021-02-14,49.1183,51.018,48.969,50.6198,3317552.0
2021-02-15,49.1183,51.018,48.969,50.6198,3317552.0
2021-02-16,52.3038,52.9675,51.549,52.3453,4921935.0
2021-02-17,52.5444,52.8679,51.3,52.7103,3049918.0
2021-02-18,52.2623,52.3784,50.1553,50.2465,3695464.0
2021-02-19,50.429,51.8973,50.429,51.8559,3291123.0
2021-02-20,50.429,51.8973,50.429,51.8559,3291123.0
2021-02-21,50.429,51.8973,50.429,51.8559,3291123.0
2021-02-22,52.2706,55.8129,52.0798,54.834,4639355.0
2021-02-23,55.8294,56.5429,52.7767,56.2857,4236606.0
2021-02-24,56.5346,60.4377,55.9207,60.0353,6106597.0
2021-02-25,60.0602,60.4252,57.9365,58.5587,5983196.0
2021-02-26,57.4471,57.53,52.6108,53.5565,9258013.0
2021-02-27,57.4471,57.53,52.6108,53.5565,9258013.0
2021-02-28,57.4471,57.53,52.6108,53.5565,9258013.0
