,LFUS US Equity,LFUS US Equity,LFUS US Equity,LFUS US Equity,LFUS US Equity
2022-05-31,263.9245,267.806,259.5025,265.5164,107212.0
2022-06-01,266.332,267.6782,261.2909,264.9071,74466.0
2022-06-02,266.4008,273.4858,266.4008,273.3777,63411.0
2022-06-03,270.9112,273.3974,268.2089,270.6459,57232.0
2022-06-04,270.9112,273.3974,268.2089,270.6459,57232.0
2022-06-05,270.9112,273.3974,268.2089,270.6459,57232.0
2022-06-06,272.4737,275.7066,270.0465,271.1176,47019.0
2022-06-07,268.1794,274.7092,267.973,274.4193,58448.0
2022-06-08,272.454,273.869,266.8725,267.1869,62423.0
2022-06-09,265.3198,268.8083,262.8239,263.7476,52493.0
2022-06-10,260.3082,260.7357,256.0336,256.8984,50544.0
2022-06-11,260.3082,260.7357,256.0336,256.8984,50544.0
2022-06-12,260.3082,260.7357,256.0336,256.8984,50544.0
2022-06-13,252.5157,253.7539,245.5191,247.1798,63746.0
2022-06-14,248.9093,250.7273,244.8509,247.6319,70764.0
2022-06-15,250.2851,254.6186,247.1405,251.2088,65082.0
2022-06-16,245.6174,245.6174,233.108,236.2133,135240.0
2022-06-17,238.1983,242.0208,235.1618,240.3896,204547.0
2022-06-18,238.1983,242.0208,235.1618,240.3896,204547.0
2022-06-19,238.1983,242.0208,235.1618,240.3896,204547.0
2022-06-20,238.1983,242.0208,235.1618,240.3896,204547.0
2022-06-21,243.3966,244.9983,241.3821,242.8659,81993.0
2022-06-22,239.2006,241.9815,238.0116,241.0087,121398.0
2022-06-23,242.4434,245.2931,238.4636,242.6694,80672.0
2022-06-24,245.0573,253.7735,245.0573,253.1446,116975.0
2022-06-25,245.0573,253.7735,245.0573,253.1446,116975.0
2022-06-26,245.0573,253.7735,245.0573,253.1446,116975.0
2022-06-27,254.2157,257.4487,251.2677,253.3411,56516.0
2022-06-28,254.3238,257.4389,251.2382,252.8007,136206.0
2022-06-29,253.6654,253.6654,247.8186,250.6585,80645.0
2022-06-30,248.6735,252.6434,245.2047,249.6365,92473.0
2022-07-01,248.0741,249.5382,240.8367,244.0058,79820.0
2022-07-02,248.0741,249.5382,240.8367,244.0058,79820.0
2022-07-03,248.0741,249.5382,240.8367,244.0058,79820.0
2022-07-04,248.0741,249.5382,240.8367,244.0058,79820.0
2022-07-05,241.8538,246.9243,235.0144,246.5313,97945.0
2022-07-06,242.4827,243.8781,229.6589,232.8919,174979.0
2022-07-07,235.3878,240.8783,235.3878,239.5347,132982.0
2022-07-08,239.4561,241.7236,231.5554,235.4468,287676.0
2022-07-09,239.4561,241.7236,231.5554,235.4468,287676.0
2022-07-10,239.4561,241.7236,231.5554,235.4468,287676.0
2022-07-11,234.7589,238.8665,231.9762,237.1861,90421.0
2022-07-12,236.4786,238.3506,231.5161,232.9705,85540.0
2022-07-13,230.7103,236.2231,228.234,235.9086,70980.0
2022-07-14,232.43,233.5502,226.6912,233.0884,75989.0
2022-07-15,235.4664,240.8318,232.6364,240.3503,99062.0
2022-07-16,235.4664,240.8318,232.6364,240.3503,99062.0
2022-07-17,235.4664,240.8318,232.6364,240.3503,99062.0
2022-07-18,243.1902,245.1457,235.4959,237.0485,84872.0
2022-07-19,240.0358,245.3619,240.0358,244.2318,91652.0
2022-07-20,245.2735,250.4552,243.2393,249.2238,65601.0
2022-07-21,249.833,255.1296,248.1232,255.051,61572.0
2022-07-22,255.2868,257.1146,251.1793,253.5672,68963.0
2022-07-23,255.2868,257.1146,251.1793,253.5672,68963.0
2022-07-24,255.2868,257.1146,251.1793,253.5672,68963.0
2022-07-25,254.3533,255.2672,251.5822,254.8544,79240.0
2022-07-26,253.9013,256.8296,252.0342,255.6602,77195.0
2022-07-27,256.6331,265.3198,253.2036,263.3152,54572.0
2022-07-28,263.1187,270.3216,262.5222,269.8303,54414.0
2022-07-29,269.9285,276.7482,269.9285,274.0361,91054.0
2022-07-30,269.9285,276.7482,269.9285,274.0361,91054.0
2022-07-31,269.9285,276.7482,269.9285,274.0361,91054.0
2022-08-01,273.3384,276.5419,272.1985,273.4956,92940.0
2022-08-02,270.8523,274.1638,270.6164,271.6482,121054.0
2022-08-03,276.8956,276.8956,254.6088,255.8076,188256.0
2022-08-04,255.6111,257.8614,248.359,252.3388,131286.0
2022-08-05,249.5775,255.4735,246.0989,249.5972,103056.0
2022-08-06,249.5775,255.4735,246.0989,249.5972,103056.0
2022-08-07,249.5775,255.4735,246.0989,249.5972,103056.0
2022-08-08,249.9313,250.2949,245.2047,247.6319,84213.0
2022-08-09,247.1209,250.2949,238.7977,239.3283,102687.0
2022-08-10,243.4457,247.2388,243.4457,246.659,85152.0
2022-08-11,249.7446,249.8822,243.7896,244.4873,93568.0
2022-08-12,246.1873,250.2949,243.7454,248.5261,119032.0
2022-08-13,246.1873,250.2949,243.7454,248.5261,119032.0
2022-08-14,246.1873,250.2949,243.7454,248.5261,119032.0
2022-08-15,247.8775,249.1648,245.4503,248.3689,113690.0
2022-08-16,247.229,247.7645,242.7283,245.4307,152651.0
2022-08-17,244.8116,244.8116,238.7977,243.4359,144984.0
2022-08-18,244.7232,248.1232,242.3549,246.5607,83666.0
2022-08-19,245.5683,246.0694,241.2347,242.5613,77068.0
2022-08-20,245.5683,246.0694,241.2347,242.5613,77068.0
2022-08-21,245.5683,246.0694,241.2347,242.5613,77068.0
2022-08-22,239.7607,239.7607,234.8572,237.0584,98719.0
2022-08-23,237.078,239.0827,235.6728,235.6728,51542.0
2022-08-24,237.6037,238.4017,233.7026,237.7613,86322.0
2022-08-25,238.5002,242.8249,238.5002,242.4703,52595.0
2022-08-26,242.9333,242.9333,233.0229,233.082,72450.0
2022-08-27,242.9333,242.9333,233.0229,233.082,72450.0
2022-08-28,242.9333,242.9333,233.0229,233.082,72450.0
2022-08-29,233.476,236.6432,232.1756,234.4119,108700.0
2022-08-30,235.8403,235.8403,233.4711,234.6582,158737.0
2022-08-31,234.5695,236.0374,233.6927,233.6927,133439.0
2022-09-01,231.5649,234.2444,227.3584,228.4814,143028.0
2022-09-02,230.1955,230.8753,221.6249,223.8808,119999.0
2022-09-03,230.1955,230.8753,221.6249,223.8808,119999.0
2022-09-04,230.1955,230.8753,221.6249,223.8808,119999.0
2022-09-05,230.1955,230.8753,221.6249,223.8808,119999.0
2022-09-06,225.6048,225.6442,220.9747,222.9351,80797.0
2022-09-07,223.211,225.6738,222.5509,223.9005,107660.0
2022-09-08,223.1518,224.7872,219.3591,224.4916,136710.0
2022-09-09,226.1565,229.0331,226.1565,228.1071,71326.0
2022-09-10,226.1565,229.0331,226.1565,228.1071,71326.0
2022-09-11,226.1565,229.0331,226.1565,228.1071,71326.0
2022-09-12,229.7325,231.3925,228.1514,230.0478,107785.0
2022-09-13,224.4916,224.8069,220.4723,221.3688,76737.0
2022-09-14,221.0437,222.2505,216.4431,219.3689,82583.0
2022-09-15,217.6351,219.3394,214.7191,214.7881,183315.0
2022-09-16,212.5715,212.5715,206.7396,208.5128,273590.0
2022-09-17,212.5715,212.5715,206.7396,208.5128,273590.0
2022-09-18,212.5715,212.5715,206.7396,208.5128,273590.0
2022-09-19,207.6262,213.3695,207.6262,212.9754,133892.0
2022-09-20,211.35,214.6945,208.3355,208.7295,92608.0
2022-09-21,210.1777,211.5273,205.8825,206.1977,65417.0
2022-09-22,204.2964,204.2964,198.9373,199.1442,86088.0
2022-09-23,196.4844,198.1689,193.0265,197.1148,114880.0
2022-09-24,196.4844,198.1689,193.0265,197.1148,114880.0
2022-09-25,196.4844,198.1689,193.0265,197.1148,114880.0
2022-09-26,197.1345,200.3489,193.4206,193.8639,138699.0
2022-09-27,195.1741,196.6617,191.8247,194.2284,111931.0
2022-09-28,195.0362,202.07,194.0018,200.3264,146598.0
2022-09-29,198.7403,201.7253,195.2431,200.8485,157190.0
2022-09-30,200.8879,203.5083,194.9475,195.7357,174027.0
2022-10-01,200.8879,203.5083,194.9475,195.7357,174027.0
2022-10-02,200.8879,203.5083,194.9475,195.7357,174027.0
2022-10-03,198.8979,205.0747,198.8979,204.2078,116002.0
2022-10-04,207.5769,212.5912,207.5769,211.3106,155090.0
2022-10-05,208.2173,210.9559,207.2026,210.3648,110220.0
2022-10-06,208.8773,211.5076,208.8773,210.3451,116033.0
2022-10-07,206.71,208.099,199.7254,201.0751,97666.0
2022-10-08,206.71,208.099,199.7254,201.0751,97666.0
2022-10-09,206.71,208.099,199.7254,201.0751,97666.0
2022-10-10,200.9371,203.1143,197.036,199.026,58767.0
2022-10-11,197.7946,201.8927,197.1739,199.3314,88452.0
2022-10-12,198.7206,198.8881,194.5831,194.5831,61242.0
2022-10-13,191.1252,202.2621,189.3323,201.144,110546.0
2022-10-14,201.6563,202.0897,193.6521,195.4697,75894.0
2022-10-15,201.6563,202.0897,193.6521,195.4697,75894.0
2022-10-16,201.6563,202.0897,193.6521,195.4697,75894.0
2022-10-17,198.8684,201.4051,198.0606,200.8682,63401.0
2022-10-18,205.3702,206.9267,201.3016,204.7595,96704.0
2022-10-19,202.9862,203.6463,200.0111,201.7055,79629.0
2022-10-20,202.2375,204.5378,197.302,199.4102,62349.0
2022-10-21,198.7797,206.5721,198.7797,205.9613,60681.0
2022-10-22,198.7797,206.5721,198.7797,205.9613,60681.0
2022-10-23,198.7797,206.5721,198.7797,205.9613,60681.0
2022-10-24,207.636,208.503,205.1732,207.6951,46790.0
2022-10-25,208.0596,212.1972,206.4046,212.1972,53774.0
2022-10-26,212.8178,213.9113,208.168,211.3007,84759.0
2022-10-27,213.8621,216.6598,211.5273,213.5862,118963.0
2022-10-28,213.8227,220.7678,213.1035,219.9699,101936.0
2022-10-29,213.8227,220.7678,213.1035,219.9699,101936.0
2022-10-30,213.8227,220.7678,213.1035,219.9699,101936.0
2022-10-31,220.3541,220.6398,215.0344,216.9751,171178.0
2022-11-01,219.6152,220.9944,214.7191,216.2165,164690.0
2022-11-02,215.921,215.921,204.8284,205.3801,160824.0
2022-11-03,198.4743,202.7005,190.544,200.8091,140260.0
2022-11-04,205.321,210.7195,204.8186,209.823,102319.0
2022-11-05,205.321,210.7195,204.8186,209.823,102319.0
2022-11-06,205.321,210.7195,204.8186,209.823,102319.0
2022-11-07,210.3648,213.0149,206.1091,212.9065,72414.0
2022-11-08,214.9457,218.768,210.4732,217.379,101467.0
2022-11-09,214.532,218.7483,213.9409,215.2708,78161.0
2022-11-10,222.6494,228.1366,222.6494,227.319,104418.0
2022-11-11,228.6784,234.4267,226.0974,231.624,105175.0
2022-11-12,228.6784,234.4267,226.0974,231.624,105175.0
2022-11-13,228.6784,234.4267,226.0974,231.624,105175.0
2022-11-14,231.0624,235.8108,228.6981,233.1706,94025.0
2022-11-15,236.8649,246.8935,233.8208,245.8887,150272.0
2022-11-16,243.0022,243.6229,237.6579,239.4459,98938.0
2022-11-17,236.5102,239.5247,232.284,238.8253,100439.0
2022-11-18,242.3422,242.3422,235.7024,240.9926,69575.0
2022-11-19,242.3422,242.3422,235.7024,240.9926,69575.0
2022-11-20,242.3422,242.3422,235.7024,240.9926,69575.0
2022-11-21,239.7513,239.7513,235.5349,236.0571,71939.0
2022-11-22,237.8051,241.479,234.3288,240.9358,70189.0
2022-11-23,239.6915,242.9308,238.9507,241.4099,68412.0
2022-11-24,239.6915,242.9308,238.9507,241.4099,68412.0
2022-11-25,241.4395,242.5654,239.3458,241.8247,28557.0
2022-11-26,241.4395,242.5654,239.3458,241.8247,28557.0
2022-11-27,241.4395,242.5654,239.3458,241.8247,28557.0
2022-11-28,240.1359,240.1359,233.5683,234.5065,66582.0
2022-11-29,235.0991,236.0274,232.235,234.1214,54957.0
2022-11-30,235.1781,243.4789,230.7141,243.4443,114911.0
2022-12-01,245.4689,246.0714,241.479,244.906,72607.0
2022-12-02,241.7457,246.8911,239.5433,244.3628,62045.0
2022-12-03,241.7457,246.8911,239.5433,244.3628,62045.0
2022-12-04,241.7457,246.8911,239.5433,244.3628,62045.0
2022-12-05,242.0419,242.0419,232.7683,234.8028,84431.0
2022-12-06,235.9978,236.2447,228.8574,233.5387,103735.0
2022-12-07,232.4819,235.5435,228.9266,234.9016,66083.0
2022-12-08,234.1411,236.2151,232.1659,236.2151,86354.0
2022-12-09,236.7978,237.4693,230.8721,231.9783,104994.0
2022-12-10,236.7978,237.4693,230.8721,231.9783,104994.0
2022-12-11,236.7978,237.4693,230.8721,231.9783,104994.0
2022-12-12,232.4424,233.8893,227.5538,229.9833,145051.0
2022-12-13,239.0001,239.0001,230.5907,233.2029,164573.0
2022-12-14,232.5313,232.5313,224.901,229.8154,134698.0
2022-12-15,226.8724,226.8724,223.0997,223.5639,101329.0
2022-12-16,221.6776,224.0083,214.5125,217.0556,198628.0
2022-12-17,221.6776,224.0083,214.5125,217.0556,198628.0
2022-12-18,221.6776,224.0083,214.5125,217.0556,198628.0
2022-12-19,218.458,222.6652,210.9917,214.4878,108761.0
2022-12-20,215.0902,218.0777,213.8557,214.5964,80169.0
2022-12-21,216.2161,218.4925,212.0978,217.5988,120747.0
2022-12-22,216.0581,219.3073,208.5424,212.3941,95689.0
2022-12-23,213.4311,216.4531,211.7719,215.8803,148032.0
2022-12-24,213.4311,216.4531,211.7719,215.8803,148032.0
2022-12-25,213.4311,216.4531,211.7719,215.8803,148032.0
2022-12-26,213.4311,216.4531,211.7719,215.8803,148032.0
2022-12-27,217.2432,217.8555,214.1125,216.0778,64339.0
2022-12-28,216.8482,217.8654,211.6139,212.6212,68831.0
2022-12-29,215.6532,221.4109,213.915,220.0974,58830.0
2022-12-30,218.0629,218.8728,215.0952,217.4704,69539.0
2022-12-31,218.0629,218.8728,215.0952,217.4704,69539.0
2023-01-01,218.0629,218.8728,215.0952,217.4704,69539.0
2023-01-02,218.0629,218.8728,215.0952,217.4704,69539.0
2023-01-03,220.1566,220.5714,215.7914,220.206,81428.0
2023-01-04,222.6059,224.6601,220.1566,223.6626,102399.0
2023-01-05,222.6652,224.2848,219.5542,222.7442,91988.0
2023-01-06,225.6576,229.4302,222.2207,229.3414,93194.0
2023-01-07,225.6576,229.4302,222.2207,229.3414,93194.0
2023-01-08,225.6576,229.4302,222.2207,229.3414,93194.0
2023-01-09,232.2647,237.0595,230.2993,235.0398,95979.0
2023-01-10,236.2546,237.3015,233.0548,237.3015,106483.0
2023-01-11,239.731,241.3012,237.2817,240.8272,74060.0
2023-01-12,242.7135,245.4689,239.5927,244.9949,77738.0
2023-01-13,243.8394,245.8442,242.9061,244.0863,90587.0
2023-01-14,243.8394,245.8442,242.9061,244.0863,90587.0
2023-01-15,243.8394,245.8442,242.9061,244.0863,90587.0
2023-01-16,243.8394,245.8442,242.9061,244.0863,90587.0
2023-01-17,245.706,246.5389,242.2888,242.8913,65824.0
2023-01-18,244.1258,247.8688,240.7037,242.2296,74108.0
2023-01-19,239.5334,239.9779,234.8522,235.3065,101103.0
2023-01-20,235.6522,241.0938,234.951,240.7976,74725.0
2023-01-21,235.6522,241.0938,234.951,240.7976,74725.0
2023-01-22,235.6522,241.0938,234.951,240.7976,74725.0
2023-01-23,242.5555,250.1304,240.4815,248.4021,62191.0
2023-01-24,246.5948,252.2933,244.5307,250.2489,61951.0
2023-01-25,246.6738,248.5898,243.2567,246.7429,73134.0
2023-01-26,247.3256,250.9798,243.4443,249.844,187640.0
2023-01-27,248.9552,253.192,247.0985,250.2983,63935.0
2023-01-28,248.9552,253.192,247.0985,250.2983,63935.0
2023-01-29,248.9552,253.192,247.0985,250.2983,63935.0
2023-01-30,247.691,248.7773,243.2172,243.6912,90746.0
2023-01-31,243.6912,254.2487,243.6912,253.508,110179.0
2023-02-01,254.2784,261.0928,253.113,258.13,147850.0
2023-02-02,240.8371,274.7316,240.8371,268.5295,240412.0
2023-02-03,266.3469,269.4085,255.2749,268.0949,155639.0
2023-02-04,266.3469,269.4085,255.2749,268.0949,155639.0
2023-02-05,266.3469,269.4085,255.2749,268.0949,155639.0
2023-02-06,264.5593,264.5593,257.2955,261.2607,113959.0
2023-02-07,259.7497,268.3418,259.2658,268.1641,123493.0
2023-02-08,265.9025,269.9615,265.0655,266.9789,129062.0
2023-02-09,268.8356,274.2378,265.0704,267.058,117859.0
2023-02-10,264.5001,265.9197,262.7125,264.1643,95772.0
2023-02-11,264.5001,265.9197,262.7125,264.1643,95772.0
2023-02-12,264.5001,265.9197,262.7125,264.1643,95772.0
2023-02-13,264.9939,266.6432,262.4458,265.6457,72438.0
2023-02-14,264.1939,267.69,259.8281,265.6556,59167.0
2023-02-15,262.2977,265.9518,261.7743,265.5568,93175.0
2023-02-16,262.3866,268.1591,260.7274,266.8012,73727.0
2023-02-17,264.668,267.453,263.3446,266.2086,86931.0
2023-02-18,264.668,267.453,263.3446,266.2086,86931.0
2023-02-19,264.668,267.453,263.3446,266.2086,86931.0
2023-02-20,264.668,267.453,263.3446,266.2086,86931.0
2023-02-21,264.6778,265.0729,255.9079,256.9153,75559.0
2023-02-22,257.5289,258.1773,254.5097,255.8857,70463.0
2023-02-23,258.2614,258.6277,253.2971,256.9547,59871.0
2023-02-24,253.0546,255.0938,251.3025,254.6582,50893.0
2023-02-25,253.0546,255.0938,251.3025,254.6582,50893.0
2023-02-26,253.0546,255.0938,251.3025,254.6582,50893.0
2023-02-27,257.6081,259.4245,255.9451,256.7766,54979.0
2023-02-28,255.955,259.479,253.9554,256.1133,79459.0
2023-03-01,256.2816,260.0234,254.4602,259.865,63276.0
2023-03-02,257.806,264.9431,257.321,264.8342,78294.0
2023-03-03,266.3884,270.734,265.3985,270.1994,97184.0
2023-03-04,266.3884,270.734,265.3985,270.1994,97184.0
2023-03-05,266.3884,270.734,265.3985,270.1994,97184.0
2023-03-06,270.3281,272.8226,265.1411,266.3488,152419.0
2023-03-07,265.9132,267.9425,258.4594,260.2313,45870.0
2023-03-08,261.0925,265.8142,259.3503,265.4876,59379.0
2023-03-09,267.0219,268.6057,260.9638,261.8943,58811.0
2023-03-10,262.4486,262.4486,254.4466,257.7664,79803.0
2023-03-11,262.4486,262.4486,254.4466,257.7664,79803.0
2023-03-12,262.4486,262.4486,254.4466,257.7664,79803.0
2023-03-13,254.0049,258.3901,250.0354,255.6679,62705.0
2023-03-14,260.8153,263.0722,255.3709,260.5678,108833.0
2023-03-15,254.5691,254.5691,245.6304,248.0359,111813.0
2023-03-16,246.7985,255.9649,244.0961,254.9651,94566.0
2023-03-17,253.7376,254.094,246.65,248.9763,184013.0
2023-03-18,253.7376,254.094,246.65,248.9763,184013.0
2023-03-19,253.7376,254.094,246.65,248.9763,184013.0
2023-03-20,250.6987,255.1037,250.273,254.5196,75921.0
2023-03-21,258.8355,260.0531,253.7079,257.0537,66309.0
2023-03-22,256.2618,258.9444,251.2233,252.5695,66645.0
2023-03-23,254.7572,259.083,253.9009,256.8657,98262.0
2023-03-24,253.8069,260.5381,251.9954,260.1026,147550.0
2023-03-25,253.8069,260.5381,251.9954,260.1026,147550.0
2023-03-26,253.8069,260.5381,251.9954,260.1026,147550.0
2023-03-27,262.805,262.9238,255.4996,255.757,76261.0
2023-03-28,255.757,257.3408,252.8665,255.3511,97190.0
2023-03-29,258.4594,263.973,257.8011,261.7854,77522.0
2023-03-30,264.9431,267.9623,261.0232,262.1121,78682.0
2023-03-31,263.8839,266.5368,263.4187,265.3787,76334.0
2023-04-01,263.8839,266.5368,263.4187,265.3787,76334.0
2023-04-02,263.8839,266.5368,263.4187,265.3787,76334.0
2023-04-03,264.7649,265.5866,262.2803,264.666,76082.0
2023-04-04,266.1409,266.1409,255.1828,257.0834,72744.0
2023-04-05,255.5788,257.0834,249.392,249.7781,144025.0
2023-04-06,249.7781,250.3621,245.0959,248.0557,110354.0
2023-04-07,249.7781,250.3621,245.0959,248.0557,110354.0
2023-04-08,249.7781,250.3621,245.0959,248.0557,110354.0
2023-04-09,249.7781,250.3621,245.0959,248.0557,110354.0
2023-04-10,246.9074,254.0049,245.0118,252.3914,84613.0
2023-04-11,254.3216,257.2814,252.9457,254.8958,64379.0
2023-04-12,256.8657,258.8553,252.1835,252.4112,107861.0
2023-04-13,252.8269,254.5295,248.7684,253.401,76291.0
2023-04-14,253.2625,256.6677,250.4215,252.4409,87233.0
2023-04-15,253.2625,256.6677,250.4215,252.4409,87233.0
2023-04-16,253.2625,256.6677,250.4215,252.4409,87233.0
2023-04-17,252.3815,254.381,251.4906,253.114,57448.0
2023-04-18,255.2323,255.2323,249.1148,249.6395,72371.0
2023-04-19,247.5409,248.3724,244.9771,247.9765,86351.0
2023-04-20,246.6203,248.6991,244.1802,248.2239,62065.0
2023-04-21,248.1843,248.1843,241.7105,243.2151,83314.0
2023-04-22,248.1843,248.1843,241.7105,243.2151,83314.0
2023-04-23,248.1843,248.1843,241.7105,243.2151,83314.0
2023-04-24,242.0965,245.8383,242.0965,245.185,85021.0
2023-04-25,243.8684,244.0466,241.0374,242.7202,105111.0
2023-04-26,241.8986,241.9283,235.7415,236.4641,90310.0
2023-04-27,238.1865,238.5923,234.3754,238.3251,60764.0
2023-04-28,238.6418,241.2056,238.3647,239.7901,57812.0
2023-04-29,238.6418,241.2056,238.3647,239.7901,57812.0
2023-04-30,238.6418,241.2056,238.3647,239.7901,57812.0
2023-05-01,239.4239,243.5517,239.4239,241.2947,54248.0
2023-05-02,239.4535,243.3042,238.3548,240.9978,125517.0
2023-05-03,245.7393,265.8538,245.7393,260.8351,215494.0
2023-05-04,260.2511,261.8151,254.7324,257.5487,132900.0
2023-05-05,261.4488,262.0824,256.5192,260.4688,87119.0
2023-05-06,261.4488,262.0824,256.5192,260.4688,87119.0
2023-05-07,261.4488,262.0824,256.5192,260.4688,87119.0
2023-05-08,260.9044,260.9044,255.8857,256.9151,63578.0
2023-05-09,255.0146,255.559,251.0847,252.2429,79919.0
2023-05-10,255.1729,255.2373,251.3718,254.7473,59162.0
2023-05-11,254.6978,254.6978,252.035,253.8069,36686.0
2023-05-12,253.8069,254.8413,250.1443,252.3518,31029.0
2023-05-13,253.8069,254.8413,250.1443,252.3518,31029.0
2023-05-14,253.8069,254.8413,250.1443,252.3518,31029.0
2023-05-15,252.5596,258.4891,251.6094,258.3802,46365.0
2023-05-16,257.1428,258.4099,253.9851,256.6776,65214.0
2023-05-17,258.4396,264.2007,257.3606,263.5672,62760.0
2023-05-18,263.1712,269.5065,263.1712,266.0518,104521.0
2023-05-19,268.774,268.8433,264.171,265.3985,69547.0
2023-05-20,268.774,268.8433,264.171,265.3985,69547.0
2023-05-21,268.774,268.8433,264.171,265.3985,69547.0
2023-05-22,265.8142,267.4871,264.0819,267.1902,73686.0
2023-05-23,265.8934,268.6552,262.3447,262.3892,52628.0
2023-05-24,261.0001,261.0001,254.4223,258.242,72209.0
2023-05-25,260.4743,264.2245,259.4722,262.1212,68280.0
2023-05-26,263.0637,269.969,263.0637,269.4134,70481.0
2023-05-27,263.0637,269.969,263.0637,269.4134,70481.0
2023-05-28,263.0637,269.969,263.0637,269.4134,70481.0
2023-05-29,263.0637,269.969,263.0637,269.4134,70481.0
2023-05-30,272.102,272.102,263.4804,264.0062,79430.0
2023-05-31,261.0795,261.4763,250.6422,254.0254,270496.0
2023-06-01,254.7596,257.3292,251.4955,254.6802,87305.0
2023-06-02,257.6566,263.5697,257.6566,262.0716,68795.0
2023-06-03,257.6566,263.5697,257.6566,262.0716,68795.0
2023-06-04,257.6566,263.5697,257.6566,262.0716,68795.0
2023-06-05,259.8393,259.9385,253.9857,255.7815,99844.0
2023-06-06,254.71,265.1666,254.6207,262.6371,56426.0
2023-06-07,264.2444,268.8677,264.2444,265.8913,81694.0
2023-06-08,266.2286,269.1157,264.2444,266.7346,46243.0
2023-06-09,267.2803,269.3638,263.3514,265.4052,64881.0
2023-06-10,267.2803,269.3638,263.3514,265.4052,64881.0
2023-06-11,267.2803,269.3638,263.3514,265.4052,64881.0
2023-06-12,265.6631,268.4361,265.425,266.3675,64233.0
2023-06-13,268.3319,271.9185,268.3319,270.1674,36417.0
2023-06-14,269.969,271.6211,265.167,267.9252,71488.0
2023-06-15,266.8834,270.5345,266.1592,269.3439,47746.0
2023-06-16,271.1794,271.2389,267.9649,269.6416,175083.0
2023-06-17,271.1794,271.2389,267.9649,269.6416,175083.0
2023-06-18,271.1794,271.2389,267.9649,269.6416,175083.0
2023-06-19,271.1794,271.2389,267.9649,269.6416,175083.0
2023-06-20,268.9471,277.2016,267.9847,276.641,139458.0
2023-06-21,274.7014,278.4269,272.8461,276.7651,166542.0
2023-06-22,276.7651,277.0825,271.477,273.1735,106336.0
2023-06-23,270.4154,274.3839,267.6672,268.0244,122002.0
2023-06-24,270.4154,274.3839,267.6672,268.0244,122002.0
2023-06-25,270.4154,274.3839,267.6672,268.0244,122002.0
2023-06-26,268.3716,275.566,268.3716,273.3224,72708.0
2023-06-27,273.1636,280.2375,270.9512,278.4219,66359.0
2023-06-28,279.0668,281.9638,276.8841,281.3586,50667.0
2023-06-29,282.2317,286.2895,281.8745,283.4421,63695.0
2023-06-30,286.0018,291.4536,284.8921,289.0179,99735.0
2023-07-01,286.0018,291.4536,284.8921,289.0179,99735.0
2023-07-02,286.0018,291.4536,284.8921,289.0179,99735.0
2023-07-03,286.7955,287.3908,284.5632,285.0593,22235.0
2023-07-04,286.7955,287.3908,284.5632,285.0593,22235.0
2023-07-05,284.087,287.1219,281.1999,286.8749,80292.0
2023-07-06,283.462,285.476,281.0957,284.3251,82736.0
2023-07-07,285.3867,289.2659,285.3768,287.3313,79122.0
2023-07-08,285.3867,289.2659,285.3768,287.3313,79122.0
2023-07-09,285.3867,289.2659,285.3768,287.3313,79122.0
2023-07-10,286.2994,290.6549,286.2994,288.6409,58273.0
2023-07-11,287.7182,292.6789,287.6289,292.2324,91101.0
2023-07-12,295.1989,297.3518,294.048,296.5779,111652.0
2023-07-13,297.1434,301.0227,296.5779,301.0028,74583.0
2023-07-14,300.4076,303.3244,298.9987,299.2269,97287.0
2023-07-15,300.4076,303.3244,298.9987,299.2269,97287.0
2023-07-16,300.4076,303.3244,298.9987,299.2269,97287.0
2023-07-17,300.0802,304.3265,298.2447,303.1359,49242.0
2023-07-18,301.5684,307.2075,301.5684,306.8663,48208.0
2023-07-19,306.8663,307.5013,299.7428,302.2132,91692.0
2023-07-20,301.3699,303.7213,295.0798,295.9727,99146.0
2023-07-21,298.4035,298.8301,295.4965,295.6255,58261.0
2023-07-22,298.4035,298.8301,295.4965,295.6255,58261.0
2023-07-23,298.4035,298.8301,295.4965,295.6255,58261.0
2023-07-24,295.3973,297.8677,291.0022,294.2167,71210.0
2023-07-25,294.4945,299.3946,294.4945,297.2625,68255.0
2023-07-26,297.1137,301.5187,297.1137,300.854,79017.0
2023-07-27,304.1082,306.777,301.7817,302.6002,67627.0
2023-07-28,305.517,306.4893,297.8379,298.9888,92840.0
2023-07-29,305.517,306.4893,297.8379,298.9888,92840.0
2023-07-30,305.517,306.4893,297.8379,298.9888,92840.0
2023-07-31,299.2865,303.3296,296.945,302.2033,106018.0
2023-08-01,299.5742,302.6994,298.5126,299.6337,115214.0
2023-08-02,273.0446,273.3422,258.6289,262.4288,293035.0
2023-08-03,260.2758,260.7124,254.839,256.1982,157565.0
2023-08-04,256.0394,258.7182,251.9618,253.7674,131446.0
2023-08-05,256.0394,258.7182,251.9618,253.7674,131446.0
2023-08-06,256.0394,258.7182,251.9618,253.7674,131446.0
2023-08-07,253.6782,257.6566,250.9696,254.6405,99445.0
2023-08-08,252.309,256.5057,249.3326,254.2834,83992.0
2023-08-09,254.5512,261.1539,252.3189,259.2143,69635.0
2023-08-10,260.4544,262.766,257.7161,258.242,73479.0
2023-08-11,257.2002,259.5218,257.2002,258.0435,69567.0
2023-08-12,257.2002,259.5218,257.2002,258.0435,69567.0
2023-08-13,257.2002,259.5218,257.2002,258.0435,69567.0
