,BKNG US Equity,BKNG US Equity,BKNG US Equity,BKNG US Equity,BKNG US Equity
2021-05-17,2255.769,2269.693,2205.946,2217.477,322346.0
2021-05-18,2225.855,2246.851,2204.959,2205.976,344690.0
2021-05-19,2161.759,2266.91,2156.258,2264.217,405798.0
2021-05-20,2274.022,2303.865,2255.14,2300.165,311902.0
2021-05-21,2318.638,2330.338,2262.551,2287.527,263248.0
2021-05-22,2318.638,2330.338,2262.551,2287.527,263248.0
2021-05-23,2318.638,2330.338,2262.551,2287.527,263248.0
2021-05-24,2295.846,2350.137,2294.332,2342.487,332633.0
2021-05-25,2351.484,2367.822,2323.346,2333.041,278103.0
2021-05-26,2360.451,2366.645,2335.634,2341.01,293954.0
2021-05-27,2354.745,2354.745,2320.752,2328.822,689051.0
2021-05-28,2333.869,2361.767,2309.571,2355.523,232346.0
2021-05-29,2333.869,2361.767,2309.571,2355.523,232346.0
2021-05-30,2333.869,2361.767,2309.571,2355.523,232346.0
2021-05-31,2333.869,2361.767,2309.571,2355.523,232346.0
2021-06-01,2373.926,2374.215,2310.139,2322.338,316127.0
2021-06-02,2333.729,2350.486,2304.813,2312.005,292717.0
2021-06-03,2287.567,2321.111,2256.227,2289.951,283321.0
2021-06-04,2298.898,2322.518,2298.36,2309.78,173690.0
2021-06-05,2298.898,2322.518,2298.36,2309.78,173690.0
2021-06-06,2298.898,2322.518,2298.36,2309.78,173690.0
2021-06-07,2313.91,2335.145,2285.712,2292.654,198847.0
2021-06-08,2294.549,2313.596,2284.335,2297.861,233967.0
2021-06-09,2294.13,2324.393,2288.904,2308.155,266412.0
2021-06-10,2301.442,2322.807,2277.044,2318.518,269396.0
2021-06-11,2307.995,2321.989,2287.567,2298.489,291782.0
2021-06-12,2307.995,2321.989,2287.567,2298.489,291782.0
2021-06-13,2307.995,2321.989,2287.567,2298.489,291782.0
2021-06-14,2305.97,2309.76,2285.004,2299.158,190220.0
2021-06-15,2296.494,2327.046,2277.992,2296.085,212092.0
2021-06-16,2306.12,2313.432,2278.849,2292.365,168022.0
2021-06-17,2290.28,2313.072,2281.612,2288.146,247775.0
2021-06-18,2277.264,2293.153,2224.828,2236.887,482961.0
2021-06-19,2277.264,2293.153,2224.828,2236.887,482961.0
2021-06-20,2277.264,2293.153,2224.828,2236.887,482961.0
2021-06-21,2248.138,2270.9,2225.536,2257.295,203061.0
2021-06-22,2262.102,2270.84,2233.286,2245.156,214371.0
2021-06-23,2245.295,2255.26,2227.032,2240.547,162176.0
2021-06-24,2261.903,2262.182,2228.847,2240.498,212271.0
2021-06-25,2252.138,2293.512,2240.727,2275.837,337252.0
2021-06-26,2252.138,2293.512,2240.727,2275.837,337252.0
2021-06-27,2252.138,2293.512,2240.727,2275.837,337252.0
2021-06-28,2244.009,2254.232,2166.063,2198.924,612424.0
2021-06-29,2186.725,2191.264,2160.373,2166.647,517713.0
2021-06-30,2172.98,2214.335,2169.449,2182.506,414826.0
2021-07-01,2189.069,2218.324,2189.069,2204.38,245186.0
2021-07-02,2214.464,2240.857,2209.647,2233.176,243275.0
2021-07-03,2214.464,2240.857,2209.647,2233.176,243275.0
2021-07-04,2214.464,2240.857,2209.647,2233.176,243275.0
2021-07-05,2214.464,2240.857,2209.647,2233.176,243275.0
2021-07-06,2228.059,2237.445,2212.3,2216.649,302194.0
2021-07-07,2219.242,2221.766,2147.536,2161.24,273262.0
2021-07-08,2144.663,2179.015,2120.854,2158.398,299601.0
2021-07-09,2173.818,2199.712,2154.932,2189.388,296240.0
2021-07-10,2173.818,2199.712,2154.932,2189.388,296240.0
2021-07-11,2173.818,2199.712,2154.932,2189.388,296240.0
2021-07-12,2176.491,2200.55,2160.971,2198.375,302273.0
2021-07-13,2198.774,2223.052,2180.232,2182.855,395020.0
2021-07-14,2200.39,2212.439,2170.337,2171.065,211500.0
2021-07-15,2167.455,2177.738,2140.025,2163.854,271851.0
2021-07-16,2178.317,2180.9,2134.239,2139.247,187843.0
2021-07-17,2178.317,2180.9,2134.239,2139.247,187843.0
2021-07-18,2178.317,2180.9,2134.239,2139.247,187843.0
2021-07-19,2096.346,2116.255,2053.426,2062.274,456763.0
2021-07-20,2062.274,2135.985,2048.334,2124.993,313985.0
2021-07-21,2138.219,2192.934,2138.219,2188.431,270565.0
2021-07-22,2185.947,2198.999,2164.462,2188.81,248781.0
2021-07-23,2187.453,2208.529,2176.89,2196.949,215360.0
2021-07-24,2187.453,2208.529,2176.89,2196.949,215360.0
2021-07-25,2187.453,2208.529,2176.89,2196.949,215360.0
2021-07-26,2198.256,2230.383,2193.832,2225.007,251213.0
2021-07-27,2221.995,2243.959,2197.498,2240.458,311554.0
2021-07-28,2244.258,2258.861,2207.582,2220.648,302230.0
2021-07-29,2238.732,2241.605,2206.844,2208.689,283661.0
2021-07-30,2192.989,2199.564,2164.487,2172.701,276660.0
2021-07-31,2192.989,2199.564,2164.487,2172.701,276660.0
2021-08-01,2192.989,2199.564,2164.487,2172.701,276660.0
2021-08-02,2186.087,2230.264,2154.672,2165.4,252689.0
2021-08-03,2168.043,2181.509,2110.62,2133.831,269718.0
2021-08-04,2126.35,2143.107,2073.864,2080.317,391599.0
2021-08-05,2144.503,2222.603,2129.611,2202.076,438490.0
2021-08-06,2202.196,2224.281,2146.927,2177.409,457949.0
2021-08-07,2202.196,2224.281,2146.927,2177.409,457949.0
2021-08-08,2202.196,2224.281,2146.927,2177.409,457949.0
2021-08-09,2177.399,2177.399,2124.963,2152.273,274088.0
2021-08-10,2152.273,2197.368,2152.273,2194.854,277458.0
2021-08-11,2189.169,2204.28,2163.29,2194.605,224894.0
2021-08-12,2175.793,2190.895,2148.633,2187.573,206329.0
2021-08-13,2190.795,2202.425,2161.49,2197.797,228112.0
2021-08-14,2190.795,2202.425,2161.49,2197.797,228112.0
2021-08-15,2190.795,2202.425,2161.49,2197.797,228112.0
2021-08-16,2187.573,2192.426,2087.349,2125.452,414475.0
2021-08-17,2098.531,2120.774,2087.709,2107.877,282409.0
2021-08-18,2104.615,2118.555,2076.298,2080.986,300790.0
2021-08-19,2073.814,2087.449,2053.177,2070.562,346790.0
2021-08-20,2068.657,2077.684,2053.232,2069.445,350029.0
2021-08-21,2068.657,2077.684,2053.232,2069.445,350029.0
2021-08-22,2068.657,2077.684,2053.232,2069.445,350029.0
2021-08-23,2066.772,2141.594,2064.867,2131.866,493278.0
2021-08-24,2144.513,2244.039,2133.062,2227.411,459680.0
2021-08-25,2234.613,2272.685,2204.53,2258.013,340024.0
2021-08-26,2244.258,2286.54,2244.258,2270.99,292629.0
2021-08-27,2273.184,2313.71,2272.715,2299.586,240469.0
2021-08-28,2273.184,2313.71,2272.715,2299.586,240469.0
2021-08-29,2273.184,2313.71,2272.715,2299.586,240469.0
2021-08-30,2294.13,2300.687,2264.626,2271.897,244871.0
2021-08-31,2280.186,2310.169,2278.306,2293.801,388390.0
2021-09-01,2299.975,2324.054,2279.169,2281.014,324725.0
2021-09-02,2298.36,2320.852,2276.944,2294.589,231806.0
2021-09-03,2278.451,2305.84,2270.69,2298.569,196525.0
2021-09-04,2278.451,2305.84,2270.69,2298.569,196525.0
2021-09-05,2278.451,2305.84,2270.69,2298.569,196525.0
2021-09-06,2278.451,2305.84,2270.69,2298.569,196525.0
2021-09-07,2302.02,2336.033,2299.397,2332.602,238879.0
2021-09-08,2334.028,2349.987,2290.49,2310.04,264825.0
2021-09-09,2300.394,2339.444,2298.25,2312.753,223656.0
2021-09-10,2324.054,2339.016,2295.756,2298.918,242163.0
2021-09-11,2324.054,2339.016,2295.756,2298.918,242163.0
2021-09-12,2324.054,2339.016,2295.756,2298.918,242163.0
2021-09-13,2308.593,2323.056,2269.364,2316.194,232357.0
2021-09-14,2317.122,2337.579,2304.753,2322.717,172025.0
2021-09-15,2322.857,2372.031,2309.411,2369.907,249051.0
2021-09-16,2362.077,2381.676,2332.203,2339.016,243002.0
2021-09-17,2344.831,2359.144,2314.079,2319.436,369246.0
2021-09-18,2344.831,2359.144,2314.079,2319.436,369246.0
2021-09-19,2344.831,2359.144,2314.079,2319.436,369246.0
2021-09-20,2304.105,2339.804,2280.066,2334.766,311852.0
2021-09-21,2357.488,2357.488,2316.463,2319.685,211122.0
2021-09-22,2332.881,2421.096,2332.881,2399.97,417173.0
2021-09-23,2404.498,2482.578,2404.498,2469.192,419748.0
2021-09-24,2446.122,2496.104,2446.122,2484.992,298870.0
2021-09-25,2446.122,2496.104,2446.122,2484.992,298870.0
2021-09-26,2446.122,2496.104,2446.122,2484.992,298870.0
2021-09-27,2487.795,2533.518,2459.462,2470.2,320826.0
2021-09-28,2453.722,2473.033,2416.692,2426.542,309810.0
2021-09-29,2430.422,2441.364,2368.705,2371.752,294361.0
2021-09-30,2376.849,2400.259,2348.99,2367.812,311647.0
2021-10-01,2410.672,2470.449,2410.672,2449.603,306623.0
2021-10-02,2410.672,2470.449,2410.672,2449.603,306623.0
2021-10-03,2410.672,2470.449,2410.672,2449.603,306623.0
2021-10-04,2449.603,2482.498,2415.57,2453.243,257451.0
2021-10-05,2452.725,2480.565,2419.879,2426.133,267397.0
2021-10-06,2393.875,2446.097,2377.916,2441.952,239927.0
2021-10-07,2466.709,2490.816,2460.156,2462.699,156812.0
2021-10-08,2467.377,2484.633,2456.55,2468.055,164370.0
2021-10-09,2467.377,2484.633,2456.55,2468.055,164370.0
2021-10-10,2467.377,2484.633,2456.55,2468.055,164370.0
2021-10-11,2474.16,2501.51,2456.904,2461.113,150477.0
2021-10-12,2464.185,2491.475,2447.189,2458.41,220122.0
2021-10-13,2458.709,2475.646,2430.053,2456.246,178466.0
2021-10-14,2476.264,2509.3,2468.185,2489.85,278564.0
2021-10-15,2513.569,2533.518,2509.08,2531.862,233320.0
2021-10-16,2513.569,2533.518,2509.08,2531.862,233320.0
2021-10-17,2513.569,2533.518,2509.08,2531.862,233320.0
2021-10-18,2513.918,2531.523,2488.004,2495.745,209866.0
2021-10-19,2496.134,2496.872,2449.513,2456.814,274591.0
2021-10-20,2458.719,2458.719,2362.69,2378.096,406975.0
2021-10-21,2394.424,2413.655,2383.931,2404.977,212456.0
2021-10-22,2400.967,2432.736,2379.627,2388.479,161944.0
2021-10-23,2400.967,2432.736,2379.627,2388.479,161944.0
2021-10-24,2400.967,2432.736,2379.627,2388.479,161944.0
2021-10-25,2391.721,2414.342,2365.757,2406.822,142414.0
2021-10-26,2416.717,2458.709,2416.717,2436.795,175463.0
2021-10-27,2425.165,2451.318,2403.85,2421.894,195842.0
2021-10-28,2419.829,2425.035,2389.481,2423.569,149413.0
2021-10-29,2412.717,2423.908,2386.08,2414.602,216462.0
2021-10-30,2412.717,2423.908,2386.08,2414.602,216462.0
2021-10-31,2412.717,2423.908,2386.08,2414.602,216462.0
2021-11-01,2413.954,2483.646,2413.954,2483.336,289842.0
2021-11-02,2469.362,2487.676,2414.463,2447.568,272992.0
2021-11-03,2437.085,2468.674,2398.862,2429.115,361516.0
2021-11-04,2532.52,2532.9,2426.083,2430.791,533100.0
2021-11-05,2537.847,2624.964,2509.23,2612.286,755468.0
2021-11-06,2537.847,2624.964,2509.23,2612.286,755468.0
2021-11-07,2537.847,2624.964,2509.23,2612.286,755468.0
2021-11-08,2652.214,2680.432,2593.415,2633.123,497329.0
2021-11-09,2632.265,2680.143,2614.501,2641.442,407305.0
2021-11-10,2652.075,2663.096,2553.467,2563.222,366109.0
2021-11-11,2566.693,2568.758,2468.868,2472.713,342462.0
2021-11-12,2489.291,2489.291,2436.187,2445.393,316822.0
2021-11-13,2489.291,2489.291,2436.187,2445.393,316822.0
2021-11-14,2489.291,2489.291,2436.187,2445.393,316822.0
2021-11-15,2448.735,2457.712,2394.105,2398.872,337176.0
2021-11-16,2405.974,2405.974,2360.974,2374.255,431244.0
2021-11-17,2380.12,2396.658,2348.86,2360.341,457962.0
2021-11-18,2368.091,2380.958,2329.884,2369.916,340476.0
2021-11-19,2308.962,2352.047,2272.187,2334.018,485455.0
2021-11-20,2308.962,2352.047,2272.187,2334.018,485455.0
2021-11-21,2308.962,2352.047,2272.187,2334.018,485455.0
2021-11-22,2324.862,2359.992,2287.477,2291.268,373585.0
2021-11-23,2306.339,2343.584,2296.295,2335.155,256565.0
2021-11-24,2306.06,2345.255,2285.303,2317.191,295151.0
2021-11-25,2306.06,2345.255,2285.303,2317.191,295151.0
2021-11-26,2116.545,2157.071,2093.763,2150.059,721819.0
2021-11-27,2116.545,2157.071,2093.763,2150.059,721819.0
2021-11-28,2116.545,2157.071,2093.763,2150.059,721819.0
2021-11-29,2200.786,2222.194,2134.968,2176.442,450188.0
2021-11-30,2116.066,2164.836,2070.243,2096.486,660914.0
2021-12-01,2141.441,2177.005,2052.065,2061.735,572726.0
2021-12-02,2094.421,2184.291,2069.705,2166.387,531629.0
2021-12-03,2179.424,2189.474,2082.103,2109.044,406065.0
2021-12-04,2179.424,2189.474,2082.103,2109.044,406065.0
2021-12-05,2179.424,2189.474,2082.103,2109.044,406065.0
2021-12-06,2157.48,2289.093,2146.89,2221.596,570713.0
2021-12-07,2283.218,2311.636,2224.808,2239.301,402612.0
2021-12-08,2263.17,2318.573,2254.691,2301.312,375329.0
2021-12-09,2293.697,2293.697,2252.033,2261.823,240438.0
2021-12-10,2267.518,2278.002,2214.589,2230.653,313676.0
2021-12-11,2267.518,2278.002,2214.589,2230.653,313676.0
2021-12-12,2267.518,2278.002,2214.589,2230.653,313676.0
2021-12-13,2196.41,2206.106,2136.229,2144.024,392777.0
2021-12-14,2114.59,2159.684,2105.877,2119.507,392387.0
2021-12-15,2150.648,2152.223,2081.18,2124.943,436386.0
2021-12-16,2181.409,2184.361,2129.551,2159.385,525029.0
2021-12-17,2147.047,2225.506,2125.562,2204.819,490752.0
2021-12-18,2147.047,2225.506,2125.562,2204.819,490752.0
2021-12-19,2147.047,2225.506,2125.562,2204.819,490752.0
2021-12-20,2145.511,2205.667,2102.162,2203.113,332630.0
2021-12-21,2235.65,2364.286,2235.65,2359.713,557892.0
2021-12-22,2340.701,2400.688,2323.77,2379.093,328619.0
2021-12-23,2401.615,2416.229,2388.918,2396.119,186476.0
2021-12-24,2401.615,2416.229,2388.918,2396.119,186476.0
2021-12-25,2401.615,2416.229,2388.918,2396.119,186476.0
2021-12-26,2401.615,2416.229,2388.918,2396.119,186476.0
2021-12-27,2383.572,2410.099,2368.44,2388.399,165106.0
2021-12-28,2380.968,2408.752,2359.014,2380.819,146037.0
2021-12-29,2382.853,2404.787,2367.937,2378.594,102999.0
2021-12-30,2379.592,2422.512,2379.592,2389.806,195851.0
2021-12-31,2385.048,2411.246,2377.667,2393.107,182311.0
2022-01-01,2385.048,2411.246,2377.667,2393.107,182311.0
2022-01-02,2385.048,2411.246,2377.667,2393.107,182311.0
2022-01-03,2416.817,2459.707,2390.489,2455.138,388999.0
2022-01-04,2468.684,2511.823,2435.499,2458.639,381626.0
2022-01-05,2472.873,2474.21,2406.643,2407.141,255224.0
2022-01-06,2406.832,2453.872,2406.832,2423.769,247228.0
2022-01-07,2428.786,2459.966,2417.585,2428.367,229949.0
2022-01-08,2428.786,2459.966,2417.585,2428.367,229949.0
2022-01-09,2428.786,2459.966,2417.585,2428.367,229949.0
2022-01-10,2427.529,2427.529,2356.381,2420.208,327499.0
2022-01-11,2385.965,2467.946,2385.965,2463.118,289092.0
2022-01-12,2473.671,2488.578,2410.842,2429.883,278135.0
2022-01-13,2436.606,2488.633,2435.539,2452.705,252405.0
2022-01-14,2452.705,2453.722,2396.648,2444.695,276146.0
2022-01-15,2452.705,2453.722,2396.648,2444.695,276146.0
2022-01-16,2452.705,2453.722,2396.648,2444.695,276146.0
2022-01-17,2452.705,2453.722,2396.648,2444.695,276146.0
2022-01-18,2417.954,2443.748,2370.54,2378.125,350270.0
2022-01-19,2366.106,2407.64,2360.69,2371.024,273068.0
2022-01-20,2412.577,2476.195,2404.209,2427.429,558053.0
2022-01-21,2427.429,2427.429,2333.34,2339.873,582556.0
2022-01-22,2427.429,2427.429,2333.34,2339.873,582556.0
2022-01-23,2427.429,2427.429,2333.34,2339.873,582556.0
2022-01-24,2311.406,2350.337,2213.008,2343.624,584194.0
2022-01-25,2279.258,2361.857,2229.326,2323.076,453799.0
2022-01-26,2368.939,2418.487,2315.067,2364.58,439425.0
2022-01-27,2413.236,2432.716,2336.093,2353.628,331249.0
2022-01-28,2353.698,2408.687,2335.285,2406.782,302927.0
2022-01-29,2353.698,2408.687,2335.285,2406.782,302927.0
2022-01-30,2353.698,2408.687,2335.285,2406.782,302927.0
2022-01-31,2399.64,2463.697,2367.069,2449.862,379302.0
2022-02-01,2458.669,2470.778,2429.364,2459.348,368207.0
2022-02-02,2478.658,2481.092,2431.848,2434.751,367101.0
2022-02-03,2433.594,2464.534,2419.988,2431.299,460918.0
2022-02-04,2402.264,2463.677,2385.167,2436.696,312715.0
2022-02-05,2402.264,2463.677,2385.167,2436.696,312715.0
2022-02-06,2402.264,2463.677,2385.167,2436.696,312715.0
2022-02-07,2461.103,2495.006,2447.897,2476.713,432504.0
2022-02-08,2478.658,2540.36,2469.921,2534.894,449489.0
2022-02-09,2589.455,2632.734,2580.597,2620.276,693555.0
2022-02-10,2574.214,2651.486,2574.214,2621.672,473432.0
2022-02-11,2673.161,2680.143,2506.038,2523.553,593958.0
2022-02-12,2673.161,2680.143,2506.038,2523.553,593958.0
2022-02-13,2673.161,2680.143,2506.038,2523.553,593958.0
2022-02-14,2515.135,2574.264,2507.724,2539.163,451747.0
2022-02-15,2566.912,2653.112,2566.912,2628.435,455394.0
2022-02-16,2627.079,2708.73,2625.503,2696.361,507597.0
2022-02-17,2658.009,2669.575,2605.474,2617.254,330598.0
2022-02-18,2618.321,2632.265,2576.388,2609.733,328604.0
2022-02-19,2618.321,2632.265,2576.388,2609.733,328604.0
2022-02-20,2618.321,2632.265,2576.388,2609.733,328604.0
2022-02-21,2618.321,2632.265,2576.388,2609.733,328604.0
2022-02-22,2581.854,2611.07,2480.494,2511.794,513359.0
2022-02-23,2530.256,2550.235,2458.719,2463.527,518015.0
2022-02-24,2156.094,2291.687,2133.262,2289.143,1518142.0
2022-02-25,2313.341,2330.757,2244.268,2275.638,546086.0
2022-02-26,2313.341,2330.757,2244.268,2275.638,546086.0
2022-02-27,2313.341,2330.757,2244.268,2275.638,546086.0
2022-02-28,2236.079,2236.079,2148.164,2166.706,817652.0
2022-03-01,2142.967,2142.967,2057.965,2066.712,836631.0
2022-03-02,2085.823,2187.713,2083.35,2157.999,580111.0
2022-03-03,2167.544,2192.411,2084.557,2096.696,448860.0
2022-03-04,2043.063,2054.713,1958.699,1979.974,746767.0
2022-03-05,2043.063,2054.713,1958.699,1979.974,746767.0
2022-03-06,2043.063,2054.713,1958.699,1979.974,746767.0
2022-03-07,1965.232,1973.999,1811.336,1812.523,1089514.0
2022-03-08,1838.686,1976.722,1791.865,1894.682,1207024.0
2022-03-09,2004.412,2077.674,2002.372,2030.275,776359.0
2022-03-10,1970.967,2055.89,1961.102,2025.179,638530.0
2022-03-11,2056.738,2075.44,2005.509,2012.252,360797.0
2022-03-12,2056.738,2075.44,2005.509,2012.252,360797.0
2022-03-13,2056.738,2075.44,2005.509,2012.252,360797.0
2022-03-14,2005.07,2035.268,1980.682,1994.846,425249.0
2022-03-15,2027.532,2095.898,2009.947,2074.871,475380.0
2022-03-16,2131.746,2234.004,2124.574,2196.819,740433.0
2022-03-17,2161.649,2184.022,2114.62,2155.625,392960.0
2022-03-18,2155.625,2203.742,2128.644,2180.731,509157.0
2022-03-19,2155.625,2203.742,2128.644,2180.731,509157.0
2022-03-20,2155.625,2203.742,2128.644,2180.731,509157.0
2022-03-21,2198.874,2198.874,2136.534,2155.874,313568.0
2022-03-22,2165.46,2211.562,2158.487,2196.341,271625.0
2022-03-23,2199.193,2203.178,2146.528,2154.238,292104.0
2022-03-24,2158.477,2260.187,2156.473,2256.217,339984.0
2022-03-25,2261.185,2292.215,2220.499,2242.193,247797.0
2022-03-26,2261.185,2292.215,2220.499,2242.193,247797.0
2022-03-27,2261.185,2292.215,2220.499,2242.193,247797.0
2022-03-28,2255.001,2274.969,2215.033,2271.01,264800.0
2022-03-29,2334.377,2414.712,2334.377,2365.867,536697.0
2022-03-30,2362.001,2362.001,2312.015,2322.049,246324.0
2022-03-31,2358.296,2383.362,2341.808,2342.457,355345.0
2022-04-01,2371.552,2412.119,2344.003,2361.787,282135.0
2022-04-02,2371.552,2412.119,2344.003,2361.787,282135.0
2022-04-03,2371.552,2412.119,2344.003,2361.787,282135.0
2022-04-04,2369.607,2373.886,2328.084,2368.909,293452.0
2022-04-05,2341.539,2366.565,2286.719,2292.136,355278.0
2022-04-06,2231.91,2233.326,2188.989,2216.469,422302.0
2022-04-07,2202.545,2218.963,2165.689,2207.552,299563.0
2022-04-08,2197.827,2222.394,2160.851,2161.889,301662.0
2022-04-09,2197.827,2222.394,2160.851,2161.889,301662.0
2022-04-10,2197.827,2222.394,2160.851,2161.889,301662.0
2022-04-11,2144.513,2203.921,2139.476,2163.674,252605.0
2022-04-12,2191.343,2226.673,2167.275,2175.813,278362.0
2022-04-13,2186.655,2266.511,2185.094,2254.342,328495.0
2022-04-14,2271.189,2301.571,2207.796,2221.606,402210.0
2022-04-15,2271.189,2301.571,2207.796,2221.606,402210.0
2022-04-16,2271.189,2301.571,2207.796,2221.606,402210.0
2022-04-17,2271.189,2301.571,2207.796,2221.606,402210.0
2022-04-18,2204.36,2220.499,2167.455,2193.697,329443.0
2022-04-19,2199.183,2247.24,2199.183,2233.665,339652.0
2022-04-20,2254.232,2278.421,2238.044,2246.053,265540.0
2022-04-21,2310.159,2331.929,2218.604,2233.605,389840.0
2022-04-22,2220.319,2258.182,2204.181,2208.22,301786.0
2022-04-23,2220.319,2258.182,2204.181,2208.22,301786.0
2022-04-24,2220.319,2258.182,2204.181,2208.22,301786.0
2022-04-25,2186.476,2260.87,2180.93,2240.308,420327.0
2022-04-26,2226.144,2237.545,2153.44,2154.448,443566.0
2022-04-27,2182.416,2274.251,2178.426,2253.185,463874.0
2022-04-28,2279.977,2357.418,2253.449,2311.885,485097.0
2022-04-29,2286.689,2309.292,2200.56,2204.669,473165.0
2022-04-30,2286.689,2309.292,2200.56,2204.669,473165.0
2022-05-01,2286.689,2309.292,2200.56,2204.669,473165.0
2022-05-02,2201.368,2218.913,2110.6,2187.324,595111.0
2022-05-03,2198.136,2199.837,2056.43,2100.556,620320.0
2022-05-04,2082.671,2104.23,1992.147,2097.962,872712.0
2022-05-05,2294.13,2302.11,2151.196,2166.367,1039471.0
2022-05-06,2139.666,2239.246,2077.385,2188.63,690070.0
2022-05-07,2139.666,2239.246,2077.385,2188.63,690070.0
2022-05-08,2139.666,2239.246,2077.385,2188.63,690070.0
2022-05-09,2099.977,2137.736,2015.758,2018.406,671824.0
2022-05-10,2094.461,2094.461,2008.451,2039.761,491524.0
2022-05-11,2058.334,2130.619,2006.417,2066.862,461771.0
2022-05-12,2046.205,2109.383,1996.821,2047.811,436454.0
2022-05-13,2098.93,2119.567,2066.922,2096.526,302002.0
2022-05-14,2098.93,2119.567,2066.922,2096.526,302002.0
2022-05-15,2098.93,2119.567,2066.922,2096.526,302002.0
2022-05-16,2080.786,2089.245,2028.42,2040.789,289466.0
2022-05-17,2119.577,2155.485,2104.476,2141.112,407107.0
2022-05-18,2114.59,2128.614,2036.789,2045.147,360573.0
2022-05-19,2054.364,2136.963,2037.367,2098.032,387387.0
2022-05-20,2122.34,2126.838,2047.611,2110.5,431076.0
2022-05-21,2122.34,2126.838,2047.611,2110.5,431076.0
2022-05-22,2122.34,2126.838,2047.611,2110.5,431076.0
2022-05-23,2151.884,2151.884,2089.314,2101.274,296348.0
2022-05-24,2084.098,2089.394,2014.192,2044.828,339236.0
2022-05-25,2032.869,2161.834,2032.869,2141.74,356291.0
2022-05-26,2165.28,2246.253,2152.862,2215.841,302220.0
2022-05-27,2257.833,2268.366,2232.787,2260.197,308660.0
2022-05-28,2257.833,2268.366,2232.787,2260.197,308660.0
2022-05-29,2257.833,2268.366,2232.787,2260.197,308660.0
2022-05-30,2257.833,2268.366,2232.787,2260.197,308660.0
2022-05-31,2237.595,2263.211,2189.438,2237.834,505187.0
2022-06-01,2259.22,2270.99,2191.543,2232.857,258599.0
2022-06-02,2253.784,2377.816,2251.091,2366.306,480107.0
2022-06-03,2311.446,2372.859,2305.003,2329.909,308670.0
2022-06-04,2311.446,2372.859,2305.003,2329.909,308670.0
2022-06-05,2311.446,2372.859,2305.003,2329.909,308670.0
2022-06-06,2360.401,2387.202,2326.797,2341.31,206681.0
2022-06-07,2296.155,2340.028,2294.13,2320.792,234575.0
2022-06-08,2297.572,2348.99,2294.499,2339.814,269693.0
2022-06-09,2324.054,2330.093,2270.421,2272.027,372602.0
2022-06-10,2194.216,2202.565,2091.18,2099.588,431518.0
2022-06-11,2194.216,2202.565,2091.18,2099.588,431518.0
2022-06-12,2194.216,2202.565,2091.18,2099.588,431518.0
2022-06-13,2001.33,2011.005,1908.547,1974.269,729562.0
2022-06-14,1978.288,1990.762,1898.163,1946.53,578634.0
2022-06-15,1987.814,1998.766,1926.681,1968.204,380353.0
2022-06-16,1898.004,1904.398,1827.619,1841.528,553117.0
2022-06-17,1847.194,1917.554,1845.783,1902.004,565543.0
2022-06-18,1847.194,1917.554,1845.783,1902.004,565543.0
2022-06-19,1847.194,1917.554,1845.783,1902.004,565543.0
2022-06-20,1847.194,1917.554,1845.783,1902.004,565543.0
2022-06-21,1944.605,1948.884,1908.497,1932.346,603185.0
2022-06-22,1891.83,1941.697,1877.422,1885.017,438795.0
2022-06-23,1866.864,1871.452,1790.429,1830.377,602016.0
2022-06-24,1863.063,1928.087,1848.6,1926.122,509235.0
2022-06-25,1863.063,1928.087,1848.6,1926.122,509235.0
2022-06-26,1863.063,1928.087,1848.6,1926.122,509235.0
2022-06-27,1934.959,1944.625,1886.179,1891.401,344529.0
2022-06-28,1916.856,1949.013,1830.646,1833.728,405259.0
2022-06-29,1819.186,1829.17,1755.508,1805.71,422967.0
2022-06-30,1748.157,1779.367,1698.704,1744.527,640773.0
2022-07-01,1738.652,1763.468,1715.356,1763.468,356287.0
2022-07-02,1738.652,1763.468,1715.356,1763.468,356287.0
2022-07-03,1738.652,1763.468,1715.356,1763.468,356287.0
2022-07-04,1738.652,1763.468,1715.356,1763.468,356287.0
2022-07-05,1707.162,1792.574,1685.148,1783.397,525639.0
2022-07-06,1789.113,1802.837,1741.674,1746.392,389396.0
2022-07-07,1778.639,1794.409,1756.316,1781.362,334749.0
2022-07-08,1759.159,1776.954,1721.196,1764.964,230758.0
2022-07-09,1759.159,1776.954,1721.196,1764.964,230758.0
2022-07-10,1759.159,1776.954,1721.196,1764.964,230758.0
2022-07-11,1733.225,1749.95,1709.621,1720.149,355347.0
2022-07-12,1727.979,1757.833,1712.648,1733.814,322718.0
2022-07-13,1688.211,1743.07,1673.728,1733.595,288665.0
2022-07-14,1687.084,1704.833,1665.08,1669.638,537414.0
2022-07-15,1704.878,1718.912,1676.142,1694.255,480964.0
2022-07-16,1704.878,1718.912,1676.142,1694.255,480964.0
2022-07-17,1704.878,1718.912,1676.142,1694.255,480964.0
2022-07-18,1740.457,1785.432,1724.737,1734.353,444379.0
2022-07-19,1769.094,1837.768,1769.094,1830.118,447166.0
2022-07-20,1822.587,1844.361,1801.945,1830.118,475633.0
2022-07-21,1810.089,1826.896,1781.342,1824.741,337871.0
2022-07-22,1848.291,1852.849,1792.454,1805.261,308458.0
2022-07-23,1848.291,1852.849,1792.454,1805.261,308458.0
2022-07-24,1848.291,1852.849,1792.454,1805.261,308458.0
2022-07-25,1814.188,1839.284,1798.917,1829.988,339952.0
