,BKNG US Equity,BKNG US Equity,BKNG US Equity,BKNG US Equity,BKNG US Equity
2019-02-14,1905.006,1917.723,1896.149,1897.475,208983.0
2019-02-15,1920.417,1929.713,1893.727,1928.636,331771.0
2019-02-16,1920.417,1929.713,1893.727,1928.636,331771.0
2019-02-17,1920.417,1929.713,1893.727,1928.636,331771.0
2019-02-18,1920.417,1929.713,1893.727,1928.636,331771.0
2019-02-19,1922.641,1946.879,1904.308,1930.561,338449.0
2019-02-20,1931.568,1940.026,1915.1,1921.254,322184.0
2019-02-21,1919.738,1927.713,1895.44,1901.445,414076.0
2019-02-22,1915.479,1919.0,1892.368,1905.644,385784.0
2019-02-23,1915.479,1919.0,1892.368,1905.644,385784.0
2019-02-24,1915.479,1919.0,1892.368,1905.644,385784.0
2019-02-25,1923.708,1929.892,1881.017,1885.207,454087.0
2019-02-26,1881.017,1914.931,1881.017,1910.841,366049.0
2019-02-27,1901.136,1947.268,1892.169,1901.136,750594.0
2019-02-28,1749.524,1759.389,1687.682,1692.709,1989814.0
2019-03-01,1703.841,1721.919,1693.667,1709.706,1248135.0
2019-03-02,1703.841,1721.919,1693.667,1709.706,1248135.0
2019-03-03,1703.841,1721.919,1693.667,1709.706,1248135.0
2019-03-04,1719.261,1725.585,1685.724,1703.462,1043402.0
2019-03-05,1710.623,1744.262,1705.008,1741.474,619566.0
2019-03-06,1743.908,1761.309,1740.836,1747.15,621408.0
2019-03-07,1742.043,1752.227,1714.892,1720.608,598894.0
2019-03-08,1703.681,1715.122,1688.607,1711.441,773255.0
2019-03-09,1703.681,1715.122,1688.607,1711.441,773255.0
2019-03-10,1703.681,1715.122,1688.607,1711.441,773255.0
2019-03-11,1717.296,1719.59,1688.999,1705.536,681222.0
2019-03-12,1705.357,1735.939,1685.129,1731.57,699263.0
2019-03-13,1735.998,1765.323,1735.17,1756.217,680931.0
2019-03-14,1764.316,1777.622,1734.293,1739.43,520761.0
2019-03-15,1747.319,1753.583,1739.769,1747.698,760090.0
2019-03-16,1747.319,1753.583,1739.769,1747.698,760090.0
2019-03-17,1747.319,1753.583,1739.769,1747.698,760090.0
2019-03-18,1753.224,1761.094,1748.332,1751.848,402981.0
2019-03-19,1746.581,1782.739,1735.699,1759.528,499111.0
2019-03-20,1762.271,1776.445,1746.661,1769.902,389235.0
2019-03-21,1761.294,1780.096,1756.516,1769.832,400085.0
2019-03-22,1749.564,1756.685,1706.718,1717.197,656313.0
2019-03-23,1749.564,1756.685,1706.718,1717.197,656313.0
2019-03-24,1749.564,1756.685,1706.718,1717.197,656313.0
2019-03-25,1709.636,1755.389,1708.339,1747.918,559733.0
2019-03-26,1756.705,1779.308,1754.73,1764.356,462426.0
2019-03-27,1764.466,1782.4,1741.754,1747.639,355496.0
2019-03-28,1755.499,1761.069,1722.832,1724.478,417347.0
2019-03-29,1732.168,1752.047,1729.006,1740.457,440130.0
2019-03-30,1732.168,1752.047,1729.006,1740.457,440130.0
2019-03-31,1732.168,1752.047,1729.006,1740.457,440130.0
2019-04-01,1750.601,1767.448,1743.639,1754.74,502352.0
2019-04-02,1761.523,1767.049,1746.771,1759.049,492628.0
2019-04-03,1773.931,1791.556,1764.495,1770.4,486380.0
2019-04-04,1770.779,1786.614,1762.989,1776.056,373214.0
2019-04-05,1783.467,1783.467,1763.867,1764.934,365789.0
2019-04-06,1783.467,1783.467,1763.867,1764.934,365789.0
2019-04-07,1783.467,1783.467,1763.867,1764.934,365789.0
2019-04-08,1763.408,1788.514,1761.892,1784.155,324020.0
2019-04-09,1772.216,1792.294,1763.139,1789.891,378469.0
2019-04-10,1789.272,1804.363,1767.488,1801.391,392692.0
2019-04-11,1805.381,1818.747,1801.541,1813.949,421165.0
2019-04-12,1823.205,1843.284,1822.477,1828.392,413827.0
2019-04-13,1823.205,1843.284,1822.477,1828.392,413827.0
2019-04-14,1823.205,1843.284,1822.477,1828.392,413827.0
2019-04-15,1829.32,1843.424,1821.29,1841.518,386674.0
2019-04-16,1847.074,1858.545,1834.442,1837.0,416493.0
2019-04-17,1843.912,1851.493,1832.92,1835.095,324210.0
2019-04-18,1842.925,1849.498,1835.145,1839.603,344632.0
2019-04-19,1842.925,1849.498,1835.145,1839.603,344632.0
2019-04-20,1842.925,1849.498,1835.145,1839.603,344632.0
2019-04-21,1842.925,1849.498,1835.145,1839.603,344632.0
2019-04-22,1829.25,1848.471,1826.367,1839.464,315864.0
2019-04-23,1844.511,1890.443,1842.626,1882.913,549301.0
2019-04-24,1882.324,1889.147,1858.844,1862.515,506643.0
2019-04-25,1865.876,1880.0,1852.191,1861.497,384397.0
2019-04-26,1863.333,1878.693,1845.289,1863.233,541080.0
2019-04-27,1863.333,1878.693,1845.289,1863.233,541080.0
2019-04-28,1863.333,1878.693,1845.289,1863.233,541080.0
2019-04-29,1865.038,1880.189,1860.859,1871.532,432974.0
2019-04-30,1867.223,1884.279,1847.473,1850.256,422418.0
2019-05-01,1852.829,1860.729,1823.524,1824.851,407485.0
2019-05-02,1820.003,1825.759,1795.586,1803.386,529046.0
2019-05-03,1811.535,1825.29,1809.62,1819.415,496096.0
2019-05-04,1811.535,1825.29,1809.62,1819.415,496096.0
2019-05-05,1811.535,1825.29,1809.62,1819.415,496096.0
2019-05-06,1794.369,1807.077,1777.482,1795.915,540145.0
2019-05-07,1776.904,1795.985,1766.69,1780.445,477187.0
2019-05-08,1760.506,1767.099,1741.544,1747.16,464587.0
2019-05-09,1725.016,1746.631,1710.628,1731.6,627853.0
2019-05-10,1820.343,1855.248,1761.113,1825.18,1168406.0
2019-05-11,1820.343,1855.248,1761.113,1825.18,1168406.0
2019-05-12,1820.343,1855.248,1761.113,1825.18,1168406.0
2019-05-13,1795.406,1809.66,1765.483,1772.724,493005.0
2019-05-14,1782.559,1810.169,1777.148,1789.093,410389.0
2019-05-15,1774.061,1796.992,1755.518,1784.863,380798.0
2019-05-16,1785.432,1812.164,1785.432,1798.708,304970.0
2019-05-17,1781.811,1814.777,1780.445,1782.729,346325.0
2019-05-18,1781.811,1814.777,1780.445,1782.729,346325.0
2019-05-19,1781.811,1814.777,1780.445,1782.729,346325.0
2019-05-20,1765.214,1765.483,1741.724,1747.758,352043.0
2019-05-21,1757.843,1778.963,1752.747,1767.667,340555.0
2019-05-22,1752.865,1770.47,1738.462,1740.567,367987.0
2019-05-23,1742.492,1742.492,1700.798,1712.548,483765.0
2019-05-24,1727.101,1727.156,1703.232,1704.12,269346.0
2019-05-25,1727.101,1727.156,1703.232,1704.12,269346.0
2019-05-26,1727.101,1727.156,1703.232,1704.12,269346.0
2019-05-27,1727.101,1727.156,1703.232,1704.12,269346.0
2019-05-28,1703.232,1724.568,1681.079,1681.498,390836.0
2019-05-29,1672.65,1685.208,1657.968,1681.618,317498.0
2019-05-30,1682.695,1689.183,1666.007,1668.79,265889.0
2019-05-31,1645.889,1657.898,1636.348,1651.993,366472.0
2019-06-01,1645.889,1657.898,1636.348,1651.993,366472.0
2019-06-02,1645.889,1657.898,1636.348,1651.993,366472.0
2019-06-03,1654.268,1687.891,1644.171,1646.248,462695.0
2019-06-04,1669.229,1743.848,1669.229,1742.572,648023.0
2019-06-05,1751.269,1762.68,1731.655,1760.496,389027.0
2019-06-06,1761.503,1762.122,1741.933,1750.382,335724.0
2019-06-07,1760.745,1785.118,1751.828,1773.752,337706.0
2019-06-08,1760.745,1785.118,1751.828,1773.752,337706.0
2019-06-09,1760.745,1785.118,1751.828,1773.752,337706.0
2019-06-10,1778.021,1809.78,1773.762,1776.575,298692.0
2019-06-11,1794.908,1808.034,1786.519,1799.027,350998.0
2019-06-12,1799.566,1809.371,1774.59,1794.309,212369.0
2019-06-13,1797.451,1834.646,1797.451,1804.902,319187.0
2019-06-14,1803.585,1807.057,1768.201,1770.969,325480.0
2019-06-15,1803.585,1807.057,1768.201,1770.969,325480.0
2019-06-16,1803.585,1807.057,1768.201,1770.969,325480.0
2019-06-17,1771.468,1782.849,1763.488,1776.864,281154.0
2019-06-18,1803.765,1817.051,1786.36,1804.373,412758.0
2019-06-19,1807.376,1839.703,1804.473,1837.359,420196.0
2019-06-20,1857.318,1867.153,1840.042,1856.56,544990.0
2019-06-21,1854.615,1878.384,1844.87,1875.202,755760.0
2019-06-22,1854.615,1878.384,1844.87,1875.202,755760.0
2019-06-23,1854.615,1878.384,1844.87,1875.202,755760.0
2019-06-24,1876.17,1884.508,1864.549,1866.036,351171.0
2019-06-25,1876.03,1880.18,1836.352,1840.76,322193.0
2019-06-26,1843.583,1863.382,1823.724,1825.549,277508.0
2019-06-27,1830.317,1854.001,1828.153,1840.461,427441.0
2019-06-28,1847.852,1872.21,1840.122,1869.926,613746.0
2019-06-29,1847.852,1872.21,1840.122,1869.926,613746.0
2019-06-30,1847.852,1872.21,1840.122,1869.926,613746.0
2019-07-01,1895.151,1901.136,1878.633,1893.575,461354.0
2019-07-02,1897.385,1905.126,1884.598,1903.121,221950.0
2019-07-03,1901.355,1919.698,1900.138,1914.751,172850.0
2019-07-04,1901.355,1919.698,1900.138,1914.751,172850.0
2019-07-05,1899.899,1923.688,1896.558,1919.838,170212.0
2019-07-06,1899.899,1923.688,1896.558,1919.838,170212.0
2019-07-07,1899.899,1923.688,1896.558,1919.838,170212.0
2019-07-08,1913.833,1917.095,1870.215,1870.973,343435.0
2019-07-09,1868.22,1884.917,1861.248,1873.078,360771.0
2019-07-10,1885.695,1888.159,1854.136,1864.619,319339.0
2019-07-11,1870.664,1874.305,1863.961,1869.387,270386.0
2019-07-12,1873.227,1880.17,1864.719,1877.676,268351.0
2019-07-13,1873.227,1880.17,1864.719,1877.676,268351.0
2019-07-14,1873.227,1880.17,1864.719,1877.676,268351.0
2019-07-15,1877.087,1880.429,1867.512,1877.107,284230.0
2019-07-16,1875.093,1892.378,1870.784,1884.08,259114.0
2019-07-17,1882.932,1892.249,1861.767,1862.974,284882.0
2019-07-18,1857.079,1890.842,1857.079,1881.097,230572.0
2019-07-19,1891.191,1896.737,1877.287,1877.287,198015.0
2019-07-20,1891.191,1896.737,1877.287,1877.287,198015.0
2019-07-21,1891.191,1896.737,1877.287,1877.287,198015.0
2019-07-22,1878.843,1901.731,1877.935,1888.867,279586.0
2019-07-23,1893.785,1905.504,1883.122,1895.401,219482.0
2019-07-24,1891.421,1915.928,1891.421,1914.352,212068.0
2019-07-25,1907.111,1923.987,1900.168,1921.215,248109.0
2019-07-26,1935.049,1964.853,1935.049,1961.831,381753.0
2019-07-27,1935.049,1964.853,1935.049,1961.831,381753.0
2019-07-28,1935.049,1964.853,1935.049,1961.831,381753.0
2019-07-29,1953.781,1957.97,1903.32,1914.651,304854.0
2019-07-30,1904.986,1920.377,1898.727,1911.699,208933.0
2019-07-31,1901.465,1910.592,1861.507,1881.795,270009.0
2019-08-01,1880.658,1912.597,1862.974,1875.063,238502.0
2019-08-02,1869.327,1870.194,1834.696,1841.369,304479.0
2019-08-03,1869.327,1870.194,1834.696,1841.369,304479.0
2019-08-04,1869.327,1870.194,1834.696,1841.369,304479.0
2019-08-05,1815.335,1815.335,1768.562,1784.035,431405.0
2019-08-06,1794.608,1811.356,1762.805,1781.961,393961.0
2019-08-07,1753.913,1821.54,1750.521,1816.911,542316.0
2019-08-08,1895.151,1953.811,1890.164,1936.057,796956.0
2019-08-09,1921.623,1922.701,1892.169,1912.796,402008.0
2019-08-10,1921.623,1922.701,1892.169,1912.796,402008.0
2019-08-11,1921.623,1922.701,1892.169,1912.796,402008.0
2019-08-12,1895.59,1921.873,1886.344,1911.998,281140.0
2019-08-13,1902.802,1958.883,1902.802,1938.231,386184.0
2019-08-14,1903.689,1921.314,1885.137,1886.364,440750.0
2019-08-15,1895.181,1914.811,1869.088,1899.809,294147.0
2019-08-16,1924.077,1931.514,1900.148,1917.285,260920.0
2019-08-17,1924.077,1931.514,1900.148,1917.285,260920.0
2019-08-18,1924.077,1931.514,1900.148,1917.285,260920.0
2019-08-19,1939.907,1954.873,1926.481,1938.77,283396.0
2019-08-20,1937.553,1947.138,1924.285,1929.463,230370.0
2019-08-21,1940.725,1952.604,1934.75,1950.759,203037.0
2019-08-22,1957.442,1962.499,1923.379,1947.487,204639.0
2019-08-23,1938.022,1946.944,1888.249,1893.825,303413.0
2019-08-24,1938.022,1946.944,1888.249,1893.825,303413.0
2019-08-25,1938.022,1946.944,1888.249,1893.825,303413.0
2019-08-26,1913.345,1913.604,1897.361,1911.918,219308.0
2019-08-27,1916.836,1926.87,1907.45,1915.09,276244.0
2019-08-28,1906.921,1942.979,1898.712,1937.044,228260.0
2019-08-29,1961.412,1971.715,1943.029,1952.145,312969.0
2019-08-30,1966.768,1968.194,1948.016,1961.392,271034.0
2019-08-31,1966.768,1968.194,1948.016,1961.392,271034.0
2019-09-01,1966.768,1968.194,1948.016,1961.392,271034.0
2019-09-02,1966.768,1968.194,1948.016,1961.392,271034.0
2019-09-03,1951.567,1962.878,1926.491,1936.825,341499.0
2019-09-04,1955.876,1958.549,1930.77,1953.791,280034.0
2019-09-05,1969.112,2005.808,1962.419,1989.35,440336.0
2019-09-06,2001.22,2001.22,1957.741,1962.609,413012.0
2019-09-07,2001.22,2001.22,1957.741,1962.609,413012.0
2019-09-08,2001.22,2001.22,1957.741,1962.609,413012.0
2019-09-09,1975.585,1989.42,1968.339,1987.166,369671.0
2019-09-10,1978.279,2013.608,1959.018,2013.608,456165.0
2019-09-11,2008.062,2048.928,1996.272,2044.928,399579.0
2019-09-12,2050.753,2061.795,2032.101,2036.2,442198.0
2019-09-13,2041.796,2066.493,2034.395,2058.633,392795.0
2019-09-14,2041.796,2066.493,2034.395,2058.633,392795.0
2019-09-15,2041.796,2066.493,2034.395,2058.633,392795.0
2019-09-16,2051.99,2076.497,2029.817,2067.66,393924.0
2019-09-17,2062.323,2075.924,2052.918,2072.138,267060.0
2019-09-18,2066.922,2073.545,2031.781,2053.117,187332.0
2019-09-19,2048.499,2057.436,2041.507,2053.317,259642.0
2019-09-20,2040.998,2052.179,2024.281,2026.385,525418.0
2019-09-21,2040.998,2052.179,2024.281,2026.385,525418.0
2019-09-22,2040.998,2052.179,2024.281,2026.385,525418.0
2019-09-23,2010.855,2024.819,2002.018,2004.282,320497.0
2019-09-24,2007.683,2015.832,1980.852,1985.56,292818.0
2019-09-25,1986.567,1995.529,1956.993,1988.443,334590.0
2019-09-26,1988.991,1988.991,1958.988,1973.401,311490.0
2019-09-27,1964.534,1974.299,1931.917,1939.288,308957.0
2019-09-28,1964.534,1974.299,1931.917,1939.288,308957.0
2019-09-29,1964.534,1974.299,1931.917,1939.288,308957.0
2019-09-30,1948.016,1977.65,1937.378,1957.601,231208.0
2019-10-01,1971.955,1982.687,1959.701,1972.982,234815.0
2019-10-02,1963.975,1963.975,1924.98,1936.485,295804.0
2019-10-03,1931.608,1959.287,1913.335,1956.444,224224.0
2019-10-04,1965.611,1979.805,1960.297,1978.139,164138.0
2019-10-05,1965.611,1979.805,1960.297,1978.139,164138.0
2019-10-06,1965.611,1979.805,1960.297,1978.139,164138.0
2019-10-07,1965.98,1975.206,1944.106,1946.58,273949.0
2019-10-08,1932.107,1950.739,1918.654,1933.244,198940.0
2019-10-09,1948.734,1949.173,1921.284,1938.371,231547.0
2019-10-10,1937.732,1965.401,1928.905,1957.901,233971.0
2019-10-11,1979.236,1998.676,1967.905,1972.134,281647.0
2019-10-12,1979.236,1998.676,1967.905,1972.134,281647.0
2019-10-13,1979.236,1998.676,1967.905,1972.134,281647.0
2019-10-14,1959.507,1989.295,1959.507,1983.675,206869.0
2019-10-15,1987.126,2017.947,1986.517,2011.244,275998.0
2019-10-16,2011.653,2031.891,2011.653,2022.455,300300.0
2019-10-17,2027.812,2039.552,2016.211,2023.353,200964.0
2019-10-18,2025.677,2028.729,2001.833,2008.391,352183.0
2019-10-19,2025.677,2028.729,2001.833,2008.391,352183.0
2019-10-20,2025.677,2028.729,2001.833,2008.391,352183.0
2019-10-21,2017.518,2029.807,2012.252,2017.079,212610.0
2019-10-22,2023.862,2028.111,2004.88,2017.887,188478.0
2019-10-23,2014.506,2029.487,2011.065,2027.044,177143.0
2019-10-24,2029.807,2040.609,2011.324,2038.534,173604.0
2019-10-25,2014.975,2053.606,2014.616,2050.683,242371.0
2019-10-26,2014.975,2053.606,2014.616,2050.683,242371.0
2019-10-27,2014.975,2053.606,2014.616,2050.683,242371.0
2019-10-28,2047.781,2074.393,2042.06,2051.8,195706.0
2019-10-29,2048.898,2052.174,2032.535,2037.587,177675.0
2019-10-30,2030.335,2045.626,2025.169,2044.32,150345.0
2019-10-31,2040.858,2053.915,2026.101,2043.542,192380.0
2019-11-01,2018.456,2036.37,2002.624,2026.834,333184.0
2019-11-02,2018.456,2036.37,2002.624,2026.834,333184.0
2019-11-03,2018.456,2036.37,2002.624,2026.834,333184.0
2019-11-04,2036.789,2040.559,1997.719,2002.556,328280.0
2019-11-05,2003.863,2024.62,1996.477,2020.261,255737.0
2019-11-06,2013.409,2017.279,1996.302,2006.955,378348.0
2019-11-07,1937.244,1940.256,1839.743,1845.209,1827313.0
2019-11-08,1936.047,1949.013,1836.302,1874.394,1034066.0
2019-11-09,1936.047,1949.013,1836.302,1874.394,1034066.0
2019-11-10,1936.047,1949.013,1836.302,1874.394,1034066.0
2019-11-11,1864.23,1893.136,1848.112,1891.201,471196.0
2019-11-12,1896.498,1896.498,1855.483,1871.053,496625.0
2019-11-13,1850.855,1867.08,1847.912,1854.346,445481.0
2019-11-14,1850.655,1870.215,1846.237,1860.789,276931.0
2019-11-15,1869.068,1869.208,1838.327,1844.102,366585.0
2019-11-16,1869.068,1869.208,1838.327,1844.102,366585.0
2019-11-17,1869.068,1869.208,1838.327,1844.102,366585.0
2019-11-18,1842.326,1848.421,1822.033,1833.339,361985.0
2019-11-19,1840.292,1849.629,1828.731,1840.591,274044.0
2019-11-20,1841.349,1851.952,1832.312,1847.094,354734.0
2019-11-21,1846.615,1871.212,1839.878,1868.529,342706.0
2019-11-22,1876.649,1880.18,1865.667,1872.739,239868.0
2019-11-23,1876.649,1880.18,1865.667,1872.739,239868.0
2019-11-24,1876.649,1880.18,1865.667,1872.739,239868.0
2019-11-25,1880.279,1897.71,1870.225,1892.697,298656.0
2019-11-26,1894.852,1894.897,1877.217,1882.643,329695.0
2019-11-27,1888.169,1911.459,1878.22,1901.585,263046.0
2019-11-28,1888.169,1911.459,1878.22,1901.585,263046.0
2019-11-29,1900.029,1905.126,1894.234,1899.171,153587.0
2019-11-30,1900.029,1905.126,1894.234,1899.171,153587.0
2019-12-01,1900.029,1905.126,1894.234,1899.171,153587.0
2019-12-02,1893.366,1898.632,1862.988,1879.631,400300.0
2019-12-03,1860.63,1876.778,1847.792,1875.182,289982.0
2019-12-04,1889.805,1924.077,1875.182,1916.626,423616.0
2019-12-05,1924.077,1924.077,1896.657,1899.36,353916.0
2019-12-06,1918.362,1930.98,1915.31,1925.344,299300.0
2019-12-07,1918.362,1930.98,1915.31,1925.344,299300.0
2019-12-08,1918.362,1930.98,1915.31,1925.344,299300.0
2019-12-09,1923.16,1923.728,1898.323,1900.926,345804.0
2019-12-10,1897.545,1921.484,1896.727,1899.769,238801.0
2019-12-11,1911.011,1924.895,1899.62,1920.965,267361.0
2019-12-12,1925.922,1954.041,1919.544,1943.507,302445.0
2019-12-13,1955.866,1984.922,1944.106,1968.563,395755.0
2019-12-14,1955.866,1984.922,1944.106,1968.563,395755.0
2019-12-15,1955.866,1984.922,1944.106,1968.563,395755.0
2019-12-16,1978.408,1992.911,1978.408,1989.929,264163.0
2019-12-17,1994.896,2006.501,1985.919,1996.761,311345.0
2019-12-18,2003.544,2003.544,1972.723,1986.428,379818.0
2019-12-19,1990.906,2009.828,1989.669,1998.008,277465.0
2019-12-20,2011.853,2019.832,1997.23,2018.097,583181.0
2019-12-21,2011.853,2019.832,1997.23,2018.097,583181.0
2019-12-22,2011.853,2019.832,1997.23,2018.097,583181.0
2019-12-23,2020.84,2036.29,2012.526,2026.914,219590.0
2019-12-24,2027.054,2042.08,2026.106,2038.784,97345.0
2019-12-25,2027.054,2042.08,2026.106,2038.784,97345.0
2019-12-26,2044.11,2063.53,2042.426,2059.052,182675.0
2019-12-27,2057.735,2075.679,2048.404,2067.251,280016.0
2019-12-28,2057.735,2075.679,2048.404,2067.251,280016.0
2019-12-29,2057.735,2075.679,2048.404,2067.251,280016.0
2019-12-30,2066.702,2077.355,2045.237,2048.629,224732.0
2019-12-31,2041.287,2052.738,2034.764,2048.489,226931.0
2020-01-01,2041.287,2052.738,2034.764,2048.489,226931.0
2020-01-02,2063.121,2072.112,2047.98,2069.286,310369.0
2020-01-03,2037.258,2062.413,2029.807,2060.209,293992.0
2020-01-04,2037.258,2062.413,2029.807,2060.209,293992.0
2020-01-05,2037.258,2062.413,2029.807,2060.209,293992.0
2020-01-06,2044.768,2054.533,2029.807,2042.175,384040.0
2020-01-07,2042.165,2067.54,2033.338,2062.772,346694.0
2020-01-08,2061.565,2083.33,2051.89,2057.635,326068.0
2020-01-09,2066.712,2084.666,2066.712,2078.971,274027.0
2020-01-10,2083.04,2088.656,2071.64,2081.574,198485.0
2020-01-11,2083.04,2088.656,2071.64,2081.574,198485.0
2020-01-12,2083.04,2088.656,2071.64,2081.574,198485.0
2020-01-13,2084.916,2084.916,2067.72,2075.191,255114.0
2020-01-14,2069.306,2080.672,2061.88,2066.194,331704.0
2020-01-15,2068.268,2078.672,2056.119,2059.89,308969.0
2020-01-16,2067.72,2067.72,2035.761,2049.506,546830.0
2020-01-17,2054.743,2058.773,2041.681,2049.446,470801.0
2020-01-18,2054.743,2058.773,2041.681,2049.446,470801.0
2020-01-19,2054.743,2058.773,2041.681,2049.446,470801.0
2020-01-20,2054.743,2058.773,2041.681,2049.446,470801.0
2020-01-21,2000.881,2009.369,1958.858,1985.49,711750.0
2020-01-22,1999.215,2009.1,1986.956,1995.135,357431.0
2020-01-23,1981.171,2001.27,1970.079,1988.113,368553.0
2020-01-24,1992.901,1995.701,1949.752,1957.951,580568.0
2020-01-25,1992.901,1995.701,1949.752,1957.951,580568.0
2020-01-26,1992.901,1995.701,1949.752,1957.951,580568.0
2020-01-27,1901.545,1913.006,1863.273,1904.019,708948.0
2020-01-28,1909.784,1932.077,1895.151,1912.557,512932.0
2020-01-29,1919.13,1928.107,1885.266,1889.117,445507.0
2020-01-30,1866.644,1880.7,1854.116,1867.312,589269.0
2020-01-31,1861.168,1861.168,1815.794,1825.878,717933.0
2020-02-01,1861.168,1861.168,1815.794,1825.878,717933.0
2020-02-02,1861.168,1861.168,1815.794,1825.878,717933.0
2020-02-03,1834.177,1853.418,1825.38,1834.337,634605.0
2020-02-04,1852.321,1890.663,1843.458,1859.752,662662.0
2020-02-05,1893.855,1939.019,1877.905,1934.341,552467.0
2020-02-06,1953.901,1966.962,1932.069,1955.896,412047.0
2020-02-07,1945.253,1954.998,1899.301,1904.717,449586.0
2020-02-08,1945.253,1954.998,1899.301,1904.717,449586.0
2020-02-09,1945.253,1954.998,1899.301,1904.717,449586.0
2020-02-10,1896.837,1907.709,1878.195,1881.825,470217.0
2020-02-11,1889.645,1913.993,1887.79,1904.427,408894.0
2020-02-12,1919.04,1961.98,1906.333,1955.357,473170.0
2020-02-13,1939.039,1955.876,1924.177,1954.938,389065.0
2020-02-14,1993.34,2019.713,1979.595,1985.879,535943.0
2020-02-15,1993.34,2019.713,1979.595,1985.879,535943.0
2020-02-16,1993.34,2019.713,1979.595,1985.879,535943.0
2020-02-17,1993.34,2019.713,1979.595,1985.879,535943.0
2020-02-18,1967.217,1983.116,1956.943,1971.237,363541.0
2020-02-19,1977.7,1984.912,1957.312,1963.466,241349.0
2020-02-20,1954.998,1982.687,1951.397,1965.88,359202.0
2020-02-21,1959.985,1963.072,1917.25,1923.798,358496.0
2020-02-22,1959.985,1963.072,1917.25,1923.798,358496.0
2020-02-23,1959.985,1963.072,1917.25,1923.798,358496.0
2020-02-24,1826.257,1830.811,1773.343,1787.965,886060.0
2020-02-25,1798.399,1806.688,1706.644,1722.174,958358.0
2020-02-26,1726.802,1738.487,1655.405,1673.917,903845.0
2020-02-27,1608.864,1725.585,1588.386,1655.614,1338011.0
2020-02-28,1639.445,1713.616,1630.369,1691.333,977187.0
2020-02-29,1639.445,1713.616,1630.369,1691.333,977187.0
2020-03-01,1639.445,1713.616,1630.369,1691.333,977187.0
2020-03-02,1705.387,1728.498,1647.54,1724.568,869405.0
2020-03-03,1722.224,1745.524,1642.722,1678.725,704463.0
2020-03-04,1692.819,1732.457,1666.97,1727.71,593630.0
2020-03-05,1658.746,1675.753,1628.414,1643.236,788783.0
2020-03-06,1598.999,1679.702,1579.958,1607.976,1077741.0
2020-03-07,1598.999,1679.702,1579.958,1607.976,1077741.0
