,CCBG US Equity,CCBG US Equity,CCBG US Equity,CCBG US Equity,CCBG US Equity
2022-05-28,25.1488,25.7108,25.1488,25.7013,15022.0
2022-05-29,25.1488,25.7108,25.1488,25.7013,15022.0
2022-05-30,25.1488,25.7108,25.1488,25.7013,15022.0
2022-05-31,25.4251,26.1395,25.2345,26.0061,62345.0
2022-06-01,25.949,26.1586,25.4774,26.0538,16898.0
2022-06-02,26.0061,26.2919,25.5203,26.2919,31460.0
2022-06-03,26.0428,26.2947,25.6883,25.6883,15682.0
2022-06-04,26.0428,26.2947,25.6883,25.6883,15682.0
2022-06-05,26.0428,26.2947,25.6883,25.6883,15682.0
2022-06-06,25.8033,26.062,25.717,25.8512,17314.0
2022-06-07,25.7745,25.8512,25.6116,25.7266,24684.0
2022-06-08,25.7266,25.8703,25.5158,25.65,14477.0
2022-06-09,25.602,25.6883,25.2188,25.3338,16265.0
2022-06-10,24.9601,24.9601,24.4139,24.4906,15850.0
2022-06-11,24.9601,24.9601,24.4139,24.4906,15850.0
2022-06-12,24.9601,24.9601,24.4139,24.4906,15850.0
2022-06-13,24.0307,25.2667,24.0307,24.8164,31213.0
2022-06-14,24.4666,25.4008,24.4666,25.305,17333.0
2022-06-15,25.42,25.8703,24.9457,25.65,41539.0
2022-06-16,25.2304,25.2304,24.8978,24.9409,24071.0
2022-06-17,25.0751,25.7841,25.0655,25.2859,45370.0
2022-06-18,25.0751,25.7841,25.0655,25.2859,45370.0
2022-06-19,25.0751,25.7841,25.0655,25.2859,45370.0
2022-06-20,25.0751,25.7841,25.0655,25.2859,45370.0
2022-06-21,25.4679,26.7998,25.42,26.5985,50877.0
2022-06-22,26.3494,26.7327,26.2632,26.541,34616.0
2022-06-23,26.541,26.8189,26.1099,26.1961,22969.0
2022-06-24,26.6848,27.2501,26.3398,26.7423,105183.0
2022-06-25,26.6848,27.2501,26.3398,26.7423,105183.0
2022-06-26,26.6848,27.2501,26.3398,26.7423,105183.0
2022-06-27,27.0393,27.3555,26.589,26.7806,35258.0
2022-06-28,26.8668,27.1543,25.2379,26.7806,25081.0
2022-06-29,26.9147,26.9147,26.2823,26.4836,11152.0
2022-06-30,26.244,26.7998,26.2009,26.7231,14170.0
2022-07-01,26.8285,27.7675,26.5554,27.1064,21665.0
2022-07-02,26.8285,27.7675,26.5554,27.1064,21665.0
2022-07-03,26.8285,27.7675,26.5554,27.1064,21665.0
2022-07-04,26.8285,27.7675,26.5554,27.1064,21665.0
2022-07-05,26.7998,26.8381,26.2632,26.8285,20383.0
2022-07-06,26.7423,26.8285,26.5219,26.7423,17887.0
2022-07-07,26.8285,26.8285,26.6321,26.7518,24297.0
2022-07-08,26.6752,26.8285,26.4931,26.7902,33557.0
2022-07-09,26.6752,26.8285,26.4931,26.7902,33557.0
2022-07-10,26.6752,26.8285,26.4931,26.7902,33557.0
2022-07-11,26.7614,26.7614,26.5985,26.6464,14223.0
2022-07-12,26.6848,26.8285,26.6273,26.6944,18152.0
2022-07-13,26.541,27.1491,26.5219,26.886,32704.0
2022-07-14,26.5985,26.7902,26.5746,26.7806,12673.0
2022-07-15,27.0776,27.8921,27.0776,27.8633,20922.0
2022-07-16,27.0776,27.8921,27.0776,27.8633,20922.0
2022-07-17,27.0776,27.8921,27.0776,27.8633,20922.0
2022-07-18,28.2753,29.6072,28.2753,29.3868,47893.0
2022-07-19,29.5113,30.642,29.5113,30.3737,28670.0
2022-07-20,30.0958,30.7761,29.8754,30.5845,28780.0
2022-07-21,30.3833,30.6851,30.2779,30.4312,30460.0
2022-07-22,30.2683,30.5653,30.1054,30.2491,19672.0
2022-07-23,30.2683,30.5653,30.1054,30.2491,19672.0
2022-07-24,30.2683,30.5653,30.1054,30.2491,19672.0
2022-07-25,30.0862,31.0539,30.0575,30.6611,29318.0
2022-07-26,30.0965,30.8418,29.7222,30.6995,24869.0
2022-07-27,30.2683,31.4277,30.2012,31.3606,29067.0
2022-07-28,31.2169,31.2935,30.3545,30.6036,22028.0
2022-07-29,30.6516,31.1401,30.5462,31.0348,33473.0
2022-07-30,30.6516,31.1401,30.5462,31.0348,33473.0
2022-07-31,30.6516,31.1401,30.5462,31.0348,33473.0
2022-08-01,30.9965,31.763,30.5222,31.7055,27919.0
2022-08-02,31.6289,32.4816,31.3139,31.8301,32753.0
2022-08-03,31.8013,32.0457,31.6097,31.7151,12019.0
2022-08-04,31.9259,31.9259,31.3654,31.5522,16993.0
2022-08-05,31.466,31.9834,31.466,31.7534,14641.0
2022-08-06,31.466,31.9834,31.466,31.7534,14641.0
2022-08-07,31.466,31.9834,31.466,31.7534,14641.0
2022-08-08,31.648,31.7534,31.1785,31.2744,22854.0
2022-08-09,31.2648,31.4947,30.709,31.4372,25041.0
2022-08-10,31.7055,31.8972,31.3702,31.4756,24135.0
2022-08-11,31.5714,31.5906,31.0348,31.4085,22478.0
2022-08-12,31.375,31.9259,31.1977,31.9259,38085.0
2022-08-13,31.375,31.9259,31.1977,31.9259,38085.0
2022-08-14,31.375,31.9259,31.1977,31.9259,38085.0
2022-08-15,31.6672,32.0505,31.4372,31.9834,29914.0
2022-08-16,31.8588,32.5008,31.7247,32.3571,27422.0
2022-08-17,32.108,32.2325,31.4078,31.9642,33496.0
2022-08-18,31.7534,31.9594,31.2456,31.6097,54775.0
2022-08-19,31.5235,32.1175,31.1498,32.1175,46412.0
2022-08-20,31.5235,32.1175,31.1498,32.1175,46412.0
2022-08-21,31.5235,32.1175,31.1498,32.1175,46412.0
2022-08-22,31.9547,32.3188,31.9547,32.2134,38744.0
2022-08-23,32.1463,32.3597,32.0505,32.1654,33805.0
2022-08-24,31.9642,32.2421,31.9163,32.1559,42639.0
2022-08-25,32.1894,32.3379,32.1894,32.2804,16862.0
2022-08-26,32.5008,32.5008,31.9259,31.9642,20693.0
2022-08-27,32.5008,32.5008,31.9259,31.9642,20693.0
2022-08-28,32.5008,32.5008,31.9259,31.9642,20693.0
2022-08-29,31.9451,31.9451,31.1977,31.1977,13767.0
2022-08-30,31.3893,31.675,29.356,30.6803,17144.0
2022-08-31,30.6036,30.7953,30.2012,30.5941,37755.0
2022-09-01,30.6324,31.0158,29.8084,30.5078,35590.0
2022-09-02,30.7953,31.0157,30.4887,30.6132,36411.0
2022-09-03,30.7953,31.0157,30.4887,30.6132,36411.0
2022-09-04,30.7953,31.0157,30.4887,30.6132,36411.0
2022-09-05,30.7953,31.0157,30.4887,30.6132,36411.0
2022-09-06,29.9808,30.6563,29.8946,30.4982,29497.0
2022-09-07,30.4408,30.7905,30.3641,30.4312,37268.0
2022-09-08,30.3833,30.5202,30.107,30.4695,37738.0
2022-09-09,30.7296,31.1727,30.3924,30.8548,39132.0
2022-09-10,30.7296,31.1727,30.3924,30.8548,39132.0
2022-09-11,30.7296,31.1727,30.3924,30.8548,39132.0
2022-09-12,32.2613,32.2613,30.8548,31.0571,18143.0
2022-09-13,30.7392,30.8645,30.4868,30.8067,44475.0
2022-09-14,30.7778,31.1246,30.6525,31.0957,33883.0
2022-09-15,30.9415,31.2883,30.8741,31.1631,51444.0
2022-09-16,30.9223,31.7796,30.4228,31.6929,104768.0
2022-09-17,30.9223,31.7796,30.4228,31.6929,104768.0
2022-09-18,30.9223,31.7796,30.4228,31.6929,104768.0
2022-09-19,31.3943,32.0397,30.3849,31.9434,35407.0
2022-09-20,31.7796,32.0397,31.4617,31.8278,40796.0
2022-09-21,31.8663,32.3913,31.8567,31.9723,46253.0
2022-09-22,32.136,32.685,31.1631,31.3654,19718.0
2022-09-23,30.5129,30.72,30.1998,30.6911,13337.0
2022-09-24,30.5129,30.72,30.1998,30.6911,13337.0
2022-09-25,30.5129,30.72,30.1998,30.6911,13337.0
2022-09-26,30.5947,32.6133,29.8048,30.8548,54735.0
2022-09-27,30.9993,31.009,30.1323,30.2576,37339.0
2022-09-28,30.2479,31.2883,30.1612,31.0475,53808.0
2022-09-29,30.8741,30.8837,30.2576,30.5273,26413.0
2022-09-30,30.6814,30.7611,29.8242,29.9686,26374.0
2022-10-01,30.6814,30.7611,29.8242,29.9686,26374.0
2022-10-02,30.6814,30.7611,29.8242,29.9686,26374.0
2022-10-03,30.3346,30.6333,29.9975,30.4213,37652.0
2022-10-04,30.5562,31.5677,30.5177,31.558,36109.0
2022-10-05,31.1631,31.3666,30.9777,31.192,22299.0
2022-10-06,30.8741,31.5918,30.8741,31.3558,28623.0
2022-10-07,31.2113,32.4636,30.7392,31.5099,39012.0
2022-10-08,31.2113,32.4636,30.7392,31.5099,39012.0
2022-10-09,31.2113,32.4636,30.7392,31.5099,39012.0
2022-10-10,31.5002,31.8759,30.5369,31.6833,24234.0
2022-10-11,32.0057,32.0397,31.3076,31.9048,29362.0
2022-10-12,32.0204,32.2227,31.7218,31.8278,13721.0
2022-10-13,31.7411,33.2342,31.6207,33.1957,47088.0
2022-10-14,33.1282,33.6484,33.0897,33.5425,30872.0
2022-10-15,33.1282,33.6484,33.0897,33.5425,30872.0
2022-10-16,33.1282,33.6484,33.0897,33.5425,30872.0
2022-10-17,33.7159,34.4576,33.7159,33.9952,66879.0
2022-10-18,34.2746,34.2746,33.0608,33.3113,45345.0
2022-10-19,33.1186,33.5184,32.8682,33.4172,37455.0
2022-10-20,33.3402,33.4461,32.3769,32.5214,24277.0
2022-10-21,32.7429,33.4172,31.5869,32.9741,53259.0
2022-10-22,32.7429,33.4172,31.5869,32.9741,53259.0
2022-10-23,32.7429,33.4172,31.5869,32.9741,53259.0
2022-10-24,32.8007,32.8104,32.6129,32.7526,28808.0
2022-10-25,32.5117,33.1475,32.189,32.8489,29262.0
2022-10-26,33.0897,34.0867,33.0897,33.4269,24633.0
2022-10-27,33.8122,34.0241,33.4172,33.6195,48599.0
2022-10-28,33.4365,34.2842,33.3787,33.8411,69146.0
2022-10-29,33.4365,34.2842,33.3787,33.8411,69146.0
2022-10-30,33.4365,34.2842,33.3787,33.8411,69146.0
2022-10-31,33.9567,34.265,33.9567,34.1205,38068.0
2022-11-01,34.1397,34.1397,33.5714,33.6773,23643.0
2022-11-02,33.4172,34.3131,33.4172,33.6388,35619.0
2022-11-03,33.6003,33.6388,33.1282,33.4365,18149.0
2022-11-04,33.7062,34.1108,33.3402,34.0241,17393.0
2022-11-05,33.7062,34.1108,33.3402,34.0241,17393.0
2022-11-06,33.7062,34.1108,33.3402,34.0241,17393.0
2022-11-07,34.3805,34.6021,33.9663,34.1108,22886.0
2022-11-08,34.3324,34.3902,33.7351,33.8411,25465.0
2022-11-09,33.9278,34.1012,33.4943,33.6773,20275.0
2022-11-10,34.2168,34.9007,33.9519,34.342,35352.0
2022-11-11,34.5636,34.5636,33.3209,33.4269,27552.0
2022-11-12,34.5636,34.5636,33.3209,33.4269,27552.0
2022-11-13,34.5636,34.5636,33.3209,33.4269,27552.0
2022-11-14,33.6003,33.8218,33.2872,33.3594,28112.0
2022-11-15,33.6292,34.3035,33.4108,34.2168,29943.0
2022-11-16,34.0627,34.2842,33.6099,33.687,21725.0
2022-11-17,33.6292,33.9471,33.1379,33.9471,22444.0
2022-11-18,34.4383,34.4383,33.5906,33.8796,29705.0
2022-11-19,34.4383,34.4383,33.5906,33.8796,29705.0
2022-11-20,34.4383,34.4383,33.5906,33.8796,29705.0
2022-11-21,33.6388,34.4146,33.6388,34.3227,17785.0
2022-11-22,34.0434,34.6695,33.3016,34.4769,28379.0
2022-11-23,34.6214,34.6214,33.6388,34.1879,23600.0
2022-11-24,34.6214,34.6214,33.6388,34.1879,23600.0
2022-11-25,34.159,34.4865,34.159,34.2938,3208.0
2022-11-26,34.159,34.4865,34.159,34.2938,3208.0
2022-11-27,34.159,34.4865,34.159,34.2938,3208.0
2022-11-28,34.1686,34.1686,33.4895,33.6099,18048.0
2022-11-29,33.5425,33.5954,33.398,33.475,14948.0
2022-11-30,33.5521,33.9471,33.3498,33.9085,50074.0
2022-12-01,33.8026,34.0916,33.5425,33.8122,29572.0
2022-12-02,33.6573,34.1365,33.6573,34.0832,16148.0
2022-12-03,33.6573,34.1365,33.6573,34.0832,16148.0
2022-12-04,33.6573,34.1365,33.6573,34.0832,16148.0
2022-12-05,33.7444,33.7444,31.7019,31.9439,35428.0
2022-12-06,32.0698,32.244,31.8762,32.1666,53686.0
2022-12-07,32.1182,32.2053,31.9439,32.1182,27795.0
2022-12-08,32.0117,32.1666,31.8084,31.9343,23762.0
2022-12-09,31.76,32.002,31.76,31.8859,25254.0
2022-12-10,31.76,32.002,31.76,31.8859,25254.0
2022-12-11,31.76,32.002,31.76,31.8859,25254.0
2022-12-12,32.0214,32.1279,31.8471,31.9633,41065.0
2022-12-13,32.4279,32.4279,31.3535,31.6729,74845.0
2022-12-14,31.6439,31.8084,30.7823,31.1211,37628.0
2022-12-15,31.2179,31.2179,30.4629,30.7436,31040.0
2022-12-16,30.279,31.4503,30.279,31.3438,126803.0
2022-12-17,30.279,31.4503,30.279,31.3438,126803.0
2022-12-18,30.279,31.4503,30.279,31.3438,126803.0
2022-12-19,31.1018,31.6529,31.1018,31.5277,30679.0
2022-12-20,31.4987,31.8084,31.489,31.6826,50427.0
2022-12-21,31.9536,32.2247,31.9439,32.0891,27398.0
2022-12-22,31.9343,31.9343,31.2373,31.5858,28790.0
2022-12-23,31.5277,32.1375,31.5277,32.0891,12834.0
2022-12-24,31.5277,32.1375,31.5277,32.0891,12834.0
2022-12-25,31.5277,32.1375,31.5277,32.0891,12834.0
2022-12-26,31.5277,32.1375,31.5277,32.0891,12834.0
2022-12-27,32.3795,32.3795,31.7987,31.8568,23598.0
2022-12-28,31.8665,31.8665,31.4987,31.5761,17915.0
2022-12-29,31.6148,32.0407,31.6148,31.8762,15080.0
2022-12-30,31.7794,31.7873,31.4406,31.4599,17121.0
2022-12-31,31.7794,31.7873,31.4406,31.4599,17121.0
2023-01-01,31.7794,31.7873,31.4406,31.4599,17121.0
2023-01-02,31.7794,31.7873,31.4406,31.4599,17121.0
2023-01-03,31.5858,31.5858,30.9856,31.3728,37076.0
2023-01-04,31.4212,31.4609,30.792,30.8404,30068.0
2023-01-05,30.6468,30.6468,30.1725,30.3274,43271.0
2023-01-06,30.2984,31.2954,30.2984,31.2373,68145.0
2023-01-07,30.2984,31.2954,30.2984,31.2373,68145.0
2023-01-08,30.2984,31.2954,30.2984,31.2373,68145.0
2023-01-09,31.1211,31.1695,30.3951,30.55,29182.0
2023-01-10,30.4726,31.1599,30.3371,30.9372,22272.0
2023-01-11,30.8501,31.1792,30.5887,30.8211,28815.0
2023-01-12,30.8598,31.4599,30.7533,31.2567,20324.0
2023-01-13,31.005,31.8568,30.9856,31.76,23823.0
2023-01-14,31.005,31.8568,30.9856,31.76,23823.0
2023-01-15,31.005,31.8568,30.9856,31.76,23823.0
2023-01-16,31.005,31.8568,30.9856,31.76,23823.0
2023-01-17,31.6923,31.7697,31.4503,31.6051,33082.0
2023-01-18,31.5277,31.6826,30.7243,30.8307,23639.0
2023-01-19,30.5887,30.8307,30.521,30.763,23543.0
2023-01-20,31.034,31.1405,30.7533,30.9469,24664.0
2023-01-21,31.034,31.1405,30.7533,30.9469,24664.0
2023-01-22,31.034,31.1405,30.7533,30.9469,24664.0
2023-01-23,31.0921,31.2155,30.8791,30.9566,16370.0
2023-01-24,30.7436,31.0893,30.6275,30.7872,20997.0
2023-01-25,30.5887,31.1501,30.5307,30.5984,27131.0
2023-01-26,30.8307,31.005,30.329,31.005,24762.0
2023-01-27,30.9372,31.1986,30.8307,30.9372,20823.0
2023-01-28,30.9372,31.1986,30.8307,30.9372,20823.0
2023-01-29,30.9372,31.1986,30.8307,30.9372,20823.0
2023-01-30,30.9372,31.0437,30.763,30.9179,15729.0
2023-01-31,30.8017,31.4987,30.8017,31.4309,91160.0
2023-02-01,31.2954,31.8471,31.2954,31.4696,34084.0
2023-02-02,31.6148,31.7794,31.4503,31.7019,41698.0
2023-02-03,31.6923,32.5054,31.6923,32.4667,43712.0
2023-02-04,31.6923,32.5054,31.6923,32.4667,43712.0
2023-02-05,31.6923,32.5054,31.6923,32.4667,43712.0
2023-02-06,32.215,32.5344,31.9439,32.4086,24907.0
2023-02-07,32.0698,32.8248,32.0698,32.728,25309.0
2023-02-08,32.486,32.5635,32.3844,32.4376,15439.0
2023-02-09,32.3941,32.3941,32.0988,32.2053,33249.0
2023-02-10,32.3553,32.5151,31.9149,32.457,15843.0
2023-02-11,32.3553,32.5151,31.9149,32.457,15843.0
2023-02-12,32.3553,32.5151,31.9149,32.457,15843.0
2023-02-13,32.3118,32.97,32.215,32.6119,22646.0
2023-02-14,32.4957,32.6119,32.2247,32.3795,19065.0
2023-02-15,32.1666,32.8732,32.1666,32.7087,21527.0
2023-02-16,32.5247,32.97,32.3892,32.941,27977.0
2023-02-17,32.9603,33.3959,32.9168,33.2991,22125.0
2023-02-18,32.9603,33.3959,32.9168,33.2991,22125.0
2023-02-19,32.9603,33.3959,32.9168,33.2991,22125.0
2023-02-20,32.9603,33.3959,32.9168,33.2991,22125.0
2023-02-21,33.2701,33.2701,32.7183,32.7958,18281.0
2023-02-22,32.9119,33.0184,32.6699,32.8442,24269.0
2023-02-23,33.0378,33.1249,32.6699,33.0184,17888.0
2023-02-24,32.97,33.2411,32.6699,33.1636,22734.0
2023-02-25,32.97,33.2411,32.6699,33.1636,22734.0
2023-02-26,32.97,33.2411,32.6699,33.1636,22734.0
2023-02-27,33.3475,33.5992,33.0476,33.3863,24941.0
2023-02-28,33.2991,34.7124,33.2895,34.5285,124296.0
2023-03-01,34.4123,35.2351,33.9283,35.0996,77250.0
2023-03-02,34.9157,35.6804,34.5091,35.1287,86159.0
2023-03-03,35.08,35.8486,34.6617,35.3913,76635.0
2023-03-04,35.08,35.8486,34.6617,35.3913,76635.0
2023-03-05,35.08,35.8486,34.6617,35.3913,76635.0
2023-03-06,35.5664,35.5664,33.6597,33.9321,69678.0
2023-03-07,33.8737,34.4282,33.7959,34.1169,35828.0
2023-03-08,34.0196,34.438,33.8153,34.0683,21427.0
2023-03-09,33.8932,33.8932,31.6216,32.1615,37789.0
2023-03-10,31.8502,32.5507,31.1498,32.2005,31000.0
2023-03-11,31.8502,32.5507,31.1498,32.2005,31000.0
2023-03-12,31.8502,32.5507,31.1498,32.2005,31000.0
2023-03-13,31.6168,31.6168,28.6934,28.8053,74931.0
2023-03-14,29.7003,30.5077,28.9464,29.2042,179745.0
2023-03-15,28.6205,29.9532,28.5037,29.8073,44303.0
2023-03-16,29.3695,31.3541,29.1944,31.1401,82580.0
2023-03-17,31.0039,31.0039,29.1361,29.4474,96609.0
2023-03-18,31.0039,31.0039,29.1361,29.4474,96609.0
2023-03-19,31.0039,31.0039,29.1361,29.4474,96609.0
2023-03-20,29.8851,30.4055,29.3306,29.4863,50355.0
2023-03-21,30.07,30.5953,29.8462,30.177,90800.0
2023-03-22,30.3521,30.3521,29.175,29.2723,43040.0
2023-03-23,29.4766,29.4766,28.3578,28.7469,26494.0
2023-03-24,28.5621,29.5738,28.5621,29.389,62255.0
2023-03-25,28.5621,29.5738,28.5621,29.389,62255.0
2023-03-26,28.5621,29.5738,28.5621,29.389,62255.0
2023-03-27,29.8949,29.9046,28.212,29.4279,34882.0
2023-03-28,29.4571,29.7587,29.0096,29.2723,32508.0
2023-03-29,28.6511,29.282,28.5767,28.7372,41016.0
2023-03-30,28.7761,28.8904,27.4142,27.9103,25904.0
2023-03-31,28.1341,28.6497,27.4555,28.5135,79920.0
2023-04-01,28.1341,28.6497,27.4555,28.5135,79920.0
2023-04-02,28.1341,28.6497,27.4555,28.5135,79920.0
2023-04-03,28.4745,29.0291,28.4745,28.8734,52676.0
2023-04-04,29.0388,29.0388,27.8617,28.3675,48099.0
2023-04-05,27.9881,28.601,27.9638,28.5232,35101.0
2023-04-06,28.3481,28.6788,28.1438,28.5329,28966.0
2023-04-07,28.3481,28.6788,28.1438,28.5329,28966.0
2023-04-08,28.3481,28.6788,28.1438,28.5329,28966.0
2023-04-09,28.3481,28.6788,28.1438,28.5329,28966.0
2023-04-10,28.4162,29.0776,28.4162,28.7469,43148.0
2023-04-11,28.7372,28.9707,28.2332,28.2508,32574.0
2023-04-12,28.2994,28.3481,27.8228,28.2605,40075.0
2023-04-13,28.2703,28.6594,27.7303,28.3189,39497.0
2023-04-14,28.5037,28.5037,27.5504,27.7449,22814.0
2023-04-15,28.5037,28.5037,27.5504,27.7449,22814.0
2023-04-16,28.5037,28.5037,27.5504,27.7449,22814.0
2023-04-17,27.9298,28.1097,27.3558,28.0173,21620.0
2023-04-18,28.027,28.027,27.4628,27.7255,46058.0
2023-04-19,27.8228,28.7178,27.8228,28.3578,21724.0
2023-04-20,28.9026,28.9026,27.6476,28.0368,28174.0
2023-04-21,27.92,28.1243,27.3947,27.5795,23103.0
2023-04-22,27.92,28.1243,27.3947,27.5795,23103.0
2023-04-23,27.92,28.1243,27.3947,27.5795,23103.0
2023-04-24,27.813,28.0562,27.492,27.7547,26168.0
2023-04-25,27.5893,28.7469,27.5893,28.6983,27327.0
2023-04-26,28.5621,29.4814,28.5524,29.4571,49063.0
2023-04-27,29.5155,30.2402,28.9415,29.7198,34914.0
2023-04-28,29.5447,30.0408,28.9901,29.6322,42929.0
2023-04-29,29.5447,30.0408,28.9901,29.6322,42929.0
2023-04-30,29.5447,30.0408,28.9901,29.6322,42929.0
2023-05-01,29.6808,30.8239,29.5787,30.3035,60224.0
2023-05-02,30.1478,30.1478,27.9881,28.2313,37661.0
2023-05-03,28.3384,29.6517,28.3384,28.3675,27753.0
2023-05-04,27.9979,28.3189,27.2682,28.3189,37047.0
2023-05-05,28.8539,29.6322,28.6399,29.5057,28996.0
2023-05-06,28.8539,29.6322,28.6399,29.5057,28996.0
2023-05-07,28.8539,29.6322,28.6399,29.5057,28996.0
2023-05-08,29.6225,29.7392,28.421,28.6594,26713.0
2023-05-09,28.5621,28.5621,27.8422,28.3384,19554.0
2023-05-10,28.7567,28.7567,27.959,28.4356,31652.0
2023-05-11,28.027,29.2041,27.7741,27.813,19842.0
2023-05-12,28.8929,28.8929,27.9006,28.5135,18198.0
2023-05-13,28.8929,28.8929,27.9006,28.5135,18198.0
2023-05-14,28.8929,28.8929,27.9006,28.5135,18198.0
2023-05-15,28.922,29.0582,28.4745,28.4745,15571.0
2023-05-16,28.0562,28.7859,27.959,28.3481,27688.0
2023-05-17,28.6788,30.0408,28.6253,29.817,32635.0
2023-05-18,29.6128,30.1195,29.4668,29.4668,23111.0
2023-05-19,29.5738,29.5738,28.5329,29.0096,21668.0
2023-05-20,29.5738,29.5738,28.5329,29.0096,21668.0
2023-05-21,29.5738,29.5738,28.5329,29.0096,21668.0
2023-05-22,28.8442,29.5252,28.8442,29.3501,22678.0
2023-05-23,29.1847,29.8851,29.1847,29.4766,28162.0
2023-05-24,29.5106,29.5106,28.9123,29.0096,41879.0
2023-05-25,28.9415,29.0193,28.6399,28.9318,16121.0
2023-05-26,28.7567,29.389,28.7567,29.175,14536.0
2023-05-27,28.7567,29.389,28.7567,29.175,14536.0
2023-05-28,28.7567,29.389,28.7567,29.175,14536.0
2023-05-29,28.7567,29.389,28.7567,29.175,14536.0
2023-05-30,28.708,29.3987,28.708,29.2528,12275.0
2023-05-31,29.2528,29.4085,28.9123,29.2528,32769.0
2023-06-01,29.2333,30.4688,29.2333,29.6906,20202.0
2023-06-02,30.2288,31.9022,29.7297,31.6673,30900.0
2023-06-03,30.2288,31.9022,29.7297,31.6673,30900.0
2023-06-04,30.2288,31.9022,29.7297,31.6673,30900.0
2023-06-05,31.5695,31.5695,30.1897,30.3071,21012.0
2023-06-06,30.1799,32.0881,30.1799,31.4912,36060.0
2023-06-07,31.8141,33.4288,31.8141,33.0276,47107.0
2023-06-08,32.8808,32.8808,31.9218,32.2251,26599.0
2023-06-09,32.2251,32.2251,31.501,31.5988,13743.0
2023-06-10,32.2251,32.2251,31.501,31.5988,13743.0
2023-06-11,32.2251,32.2251,31.501,31.5988,13743.0
2023-06-12,31.3444,32.3524,30.6888,31.3933,24761.0
2023-06-13,31.6282,32.1469,31.4423,32.0099,22592.0
2023-06-14,31.9609,32.4943,31.0704,31.178,26617.0
2023-06-15,31.2955,32.1273,29.9019,31.912,27123.0
2023-06-16,32.2741,32.2741,31.1878,31.5108,42164.0
2023-06-17,32.2741,32.2741,31.1878,31.5108,42164.0
2023-06-18,32.2741,32.2741,31.1878,31.5108,42164.0
2023-06-19,32.2741,32.2741,31.1878,31.5108,42164.0
2023-06-20,31.5108,31.6869,30.7279,31.3151,24907.0
2023-06-21,32.0463,32.0463,31.0313,31.1976,17070.0
2023-06-22,31.0704,31.1878,29.9939,30.2288,31727.0
2023-06-23,29.7395,31.1389,29.6514,30.3365,271930.0
2023-06-24,29.7395,31.1389,29.6514,30.3365,271930.0
2023-06-25,29.7395,31.1389,29.6514,30.3365,271930.0
2023-06-26,30.2288,30.63,29.5732,29.7493,33116.0
2023-06-27,29.8863,30.5223,29.5047,29.9842,31088.0
2023-06-28,30.1407,30.1407,29.4264,29.5536,18615.0
2023-06-29,29.7102,30.2386,29.6661,29.8765,22508.0
2023-06-30,29.9842,30.2386,29.7297,29.9842,21398.0
2023-07-01,29.9842,30.2386,29.7297,29.9842,21398.0
2023-07-02,29.9842,30.2386,29.7297,29.9842,21398.0
2023-07-03,29.9646,30.3071,29.9646,30.3071,7599.0
2023-07-04,29.9646,30.3071,29.9646,30.3071,7599.0
2023-07-05,29.9646,30.312,29.8178,29.8569,17894.0
2023-07-06,29.3579,29.417,28.7707,29.1817,17667.0
2023-07-07,28.9958,30.1163,28.9958,29.7395,26539.0
2023-07-08,28.9958,30.1163,28.9958,29.7395,26539.0
2023-07-09,28.9958,30.1163,28.9958,29.7395,26539.0
2023-07-10,29.5732,30.5126,29.4655,30.2777,30629.0
2023-07-11,30.1813,31.178,30.1813,31.1095,19253.0
2023-07-12,31.364,31.5988,31.3444,31.5891,20814.0
2023-07-13,31.2565,31.6673,31.2466,31.4129,15825.0
2023-07-14,31.6282,31.6282,30.8111,30.9334,15724.0
2023-07-15,31.6282,31.6282,30.8111,30.9334,15724.0
2023-07-16,31.6282,31.6282,30.8111,30.9334,15724.0
2023-07-17,31.0117,31.9707,31.0117,31.6869,20823.0
2023-07-18,32.186,32.7096,32.0343,32.6068,17375.0
2023-07-19,32.0196,32.6264,32.0196,32.1958,48431.0
2023-07-20,32.0001,32.4992,31.8337,32.3621,28147.0
2023-07-21,32.597,32.6949,31.9707,32.2251,31480.0
2023-07-22,32.597,32.6949,31.9707,32.2251,31480.0
2023-07-23,32.597,32.6949,31.9707,32.2251,31480.0
2023-07-24,32.2545,32.5872,32.1762,32.4796,56528.0
2023-07-25,31.9022,32.5774,31.7456,31.9414,28890.0
2023-07-26,32.2741,32.6557,32.0001,32.323,87874.0
2023-07-27,32.7242,32.7242,31.4618,31.5108,27067.0
2023-07-28,31.8337,31.8875,31.0019,31.0802,23397.0
2023-07-29,31.8337,31.8875,31.0019,31.0802,23397.0
2023-07-30,31.8337,31.8875,31.0019,31.0802,23397.0
2023-07-31,31.3248,32.5823,31.3151,31.7358,32780.0
2023-08-01,31.5597,31.6576,31.178,31.3151,24255.0
2023-08-02,31.178,31.6673,30.9236,31.4129,32966.0
2023-08-03,31.3248,31.8141,31.2759,31.2955,18023.0
2023-08-04,31.3053,31.3151,31.1207,31.1878,17652.0
2023-08-05,31.3053,31.3151,31.1207,31.1878,17652.0
2023-08-06,31.3053,31.3151,31.1207,31.1878,17652.0
2023-08-07,31.1487,31.7163,30.9089,31.4814,31960.0
2023-08-08,31.0117,31.4325,30.8098,31.1291,21315.0
2023-08-09,31.1487,31.4129,30.953,31.0117,19492.0
2023-08-10,31.1878,31.2514,30.5204,30.8551,26823.0
