,ONB US Equity,ONB US Equity,ONB US Equity,ONB US Equity,ONB US Equity
2020-02-10,15.6413,15.6931,15.6067,15.6672,631046.0
2020-02-11,15.6758,15.8658,15.6413,15.719,693933.0
2020-02-12,15.8485,15.8572,15.6758,15.7449,577736.0
2020-02-13,15.7276,15.9176,15.6845,15.9004,633106.0
2020-02-14,15.909,15.9349,15.7492,15.7967,618773.0
2020-02-15,15.909,15.9349,15.7492,15.7967,618773.0
2020-02-16,15.909,15.9349,15.7492,15.7967,618773.0
2020-02-17,15.909,15.9349,15.7492,15.7967,618773.0
2020-02-18,15.7622,15.814,15.5463,15.6197,750733.0
2020-02-19,15.6413,15.7017,15.6067,15.624,458396.0
2020-02-20,15.6067,15.7881,15.5808,15.7276,815380.0
2020-02-21,15.6845,15.6845,15.5463,15.6326,919253.0
2020-02-22,15.6845,15.6845,15.5463,15.6326,919253.0
2020-02-23,15.6845,15.6845,15.5463,15.6326,919253.0
2020-02-24,15.3303,15.3994,15.0453,15.3217,847202.0
2020-02-25,15.3217,15.3217,14.8812,14.9244,1306137.0
2020-02-26,15.0108,15.149,14.8467,14.8985,1250693.0
2020-02-27,14.648,15.0885,14.4062,14.4407,2144112.0
2020-02-28,14.0488,14.3798,13.4914,13.7265,3087210.0
2020-02-29,14.0488,14.3798,13.4914,13.7265,3087210.0
2020-03-01,14.0488,14.3798,13.4914,13.7265,3087210.0
2020-03-02,13.7265,14.5409,13.6046,14.5366,1750213.0
2020-03-03,14.4843,14.7717,14.1272,14.3014,2274381.0
2020-03-04,14.4669,14.6846,14.2317,14.6585,1409263.0
2020-03-05,14.2404,14.4146,13.8659,14.1446,2186774.0
2020-03-06,13.6046,13.9182,13.4304,13.7004,1548075.0
2020-03-07,13.6046,13.9182,13.4304,13.7004,1548075.0
2020-03-08,13.6046,13.9182,13.4304,13.7004,1548075.0
2020-03-09,12.7162,13.5611,12.0369,12.0804,2150913.0
2020-03-10,12.4201,12.7772,12.0412,12.7162,1479571.0
2020-03-11,12.394,12.6378,11.8888,12.063,1692032.0
2020-03-12,11.2269,12.3765,11.1136,11.5404,2743387.0
2020-03-13,12.2459,13.0646,11.9062,13.0472,2522314.0
2020-03-14,12.2459,13.0646,11.9062,13.0472,2522314.0
2020-03-15,12.2459,13.0646,11.9062,13.0472,2522314.0
2020-03-16,11.671,13.143,11.6101,12.2285,2303785.0
2020-03-17,12.4201,13.352,12.4201,13.1604,3475083.0
2020-03-18,12.6117,13.082,11.6972,12.272,2097598.0
2020-03-19,11.9759,12.7598,11.6101,12.3069,1863339.0
2020-03-20,12.0717,12.6727,11.4272,11.5404,3186848.0
2020-03-21,12.0717,12.6727,11.4272,11.5404,3186848.0
2020-03-22,12.0717,12.6727,11.4272,11.5404,3186848.0
2020-03-23,11.6972,11.7669,10.382,10.591,1192038.0
2020-03-24,10.9656,11.5143,10.9307,11.3923,1063983.0
2020-03-25,11.4533,11.5665,10.5127,10.6041,1736164.0
2020-03-26,10.713,11.4881,10.6259,11.401,1296778.0
2020-03-27,10.9917,11.7407,10.6694,11.3401,934771.0
2020-03-28,10.9917,11.7407,10.6694,11.3401,934771.0
2020-03-29,10.9917,11.7407,10.6694,11.3401,934771.0
2020-03-30,11.3662,11.7581,11.1398,11.6798,839062.0
2020-03-31,11.584,11.7407,11.253,11.4881,992885.0
2020-04-01,11.0004,11.2094,10.7435,10.9307,950102.0
2020-04-02,10.8262,11.2443,10.7043,11.2007,998746.0
2020-04-03,11.0265,11.1746,10.4952,10.7914,958080.0
2020-04-04,11.0265,11.1746,10.4952,10.7914,958080.0
2020-04-05,11.0265,11.1746,10.4952,10.7914,958080.0
2020-04-06,11.2617,11.3741,11.0004,11.2443,761610.0
2020-04-07,11.6188,11.854,11.2181,11.3488,943568.0
2020-04-08,11.584,11.9933,11.3314,11.8627,1095453.0
2020-04-09,12.7685,12.8643,12.1588,12.7075,1611831.0
2020-04-10,12.7685,12.8643,12.1588,12.7075,1611831.0
2020-04-11,12.7685,12.8643,12.1588,12.7075,1611831.0
2020-04-12,12.7685,12.8643,12.1588,12.7075,1611831.0
2020-04-13,12.6378,12.664,11.6798,11.9759,1034352.0
2020-04-14,12.2546,12.4811,11.5665,11.7886,783618.0
2020-04-15,11.5317,11.5317,11.0352,11.2269,802948.0
2020-04-16,11.1746,11.3444,10.7304,10.9481,1059377.0
2020-04-17,11.131,11.7407,11.131,11.671,961232.0
2020-04-18,11.131,11.7407,11.131,11.671,961232.0
2020-04-19,11.131,11.7407,11.131,11.671,961232.0
2020-04-20,11.192,12.0978,11.1398,11.6449,928879.0
2020-04-21,11.3575,11.7625,11.2181,11.5491,697586.0
2020-04-22,11.7146,11.854,11.4098,11.4272,728318.0
2020-04-23,11.4359,11.6972,11.3314,11.4533,686649.0
2020-04-24,11.5056,11.7407,11.4098,11.5665,566738.0
2020-04-25,11.5056,11.7407,11.4098,11.5665,566738.0
2020-04-26,11.5056,11.7407,11.4098,11.5665,566738.0
2020-04-27,11.6885,12.3504,11.6449,12.1631,625654.0
2020-04-28,12.4985,12.664,12.2633,12.4201,608311.0
2020-04-29,12.8904,13.1604,12.6727,12.7946,1001350.0
2020-04-30,12.4549,12.4723,12.2198,12.3417,719224.0
2020-05-01,12.0543,12.1936,11.5578,11.7625,777917.0
2020-05-02,12.0543,12.1936,11.5578,11.7625,777917.0
2020-05-03,12.0543,12.1936,11.5578,11.7625,777917.0
2020-05-04,11.6449,11.671,11.3836,11.5752,674942.0
2020-05-05,11.7581,11.9759,11.3923,11.4185,645082.0
2020-05-06,11.4707,11.4794,10.922,10.983,672036.0
2020-05-07,11.2007,11.449,10.922,10.9394,764971.0
2020-05-08,11.2443,11.7756,11.1572,11.7494,835679.0
2020-05-09,11.2443,11.7756,11.1572,11.7494,835679.0
2020-05-10,11.2443,11.7756,11.1572,11.7494,835679.0
2020-05-11,11.4272,11.6885,11.0962,11.2704,997433.0
2020-05-12,11.3314,11.5317,10.7217,10.7391,747363.0
2020-05-13,10.6433,10.8262,10.0336,10.1991,755690.0
2020-05-14,9.9552,10.5998,9.7462,10.5127,1271134.0
2020-05-15,10.4691,10.5475,10.2775,10.443,766061.0
2020-05-16,10.4691,10.5475,10.2775,10.443,766061.0
2020-05-17,10.4691,10.5475,10.2775,10.443,766061.0
2020-05-18,10.9307,11.3183,10.8088,11.2312,1038064.0
2020-05-19,11.0875,11.2181,10.6172,10.6259,471489.0
2020-05-20,10.7043,11.4098,10.7043,11.3923,1012395.0
2020-05-21,11.4098,11.5752,11.3227,11.4141,601276.0
2020-05-22,11.5056,11.5927,11.1833,11.3575,408438.0
2020-05-23,11.5056,11.5927,11.1833,11.3575,408438.0
2020-05-24,11.5056,11.5927,11.1833,11.3575,408438.0
2020-05-25,11.5056,11.5927,11.1833,11.3575,408438.0
2020-05-26,11.8801,12.1936,11.7233,12.0412,826220.0
2020-05-27,12.5072,12.934,12.2633,12.8251,1257398.0
2020-05-28,13.1169,13.1169,12.1414,12.2328,1413579.0
2020-05-29,12.0525,12.0921,11.7798,11.9557,838415.0
2020-05-30,12.0525,12.0921,11.7798,11.9557,838415.0
2020-05-31,12.0525,12.0921,11.7798,11.9557,838415.0
2020-06-01,12.0349,12.1932,11.8765,11.9733,764142.0
2020-06-02,12.1229,12.2284,11.8589,11.9821,648307.0
2020-06-03,12.2988,12.8179,12.2636,12.5891,1136982.0
2020-06-04,12.5011,12.9322,12.3868,12.9058,891131.0
2020-06-05,13.2665,14.0583,13.2665,13.7152,1442294.0
2020-06-06,13.2665,14.0583,13.2665,13.7152,1442294.0
2020-06-07,13.2665,14.0583,13.2665,13.7152,1442294.0
2020-06-08,13.7328,14.0759,13.7064,13.9351,945271.0
2020-06-09,13.592,13.8648,13.1786,13.5524,1260594.0
2020-06-10,13.5217,13.5832,12.7299,12.7563,918670.0
2020-06-11,12.1844,12.2284,11.7798,11.815,1397031.0
2020-06-12,12.4396,12.4924,11.815,12.1756,1033301.0
2020-06-13,12.4396,12.4924,11.815,12.1756,1033301.0
2020-06-14,12.4396,12.4924,11.815,12.1756,1033301.0
2020-06-15,11.727,12.2724,11.5686,12.0525,1140140.0
2020-06-16,12.5715,12.7387,12.2636,12.5363,938834.0
2020-06-17,12.5539,12.7255,12.0349,12.1009,880042.0
2020-06-18,11.9293,12.29,11.9293,12.1668,915565.0
2020-06-19,11.9381,12.334,11.8457,12.1141,3380177.0
2020-06-20,11.9381,12.334,11.8457,12.1141,3380177.0
2020-06-21,11.9381,12.334,11.8457,12.1141,3380177.0
2020-06-22,11.9205,12.3384,11.8237,12.1844,836737.0
2020-06-23,12.422,12.5627,11.9645,12.0041,1000004.0
2020-06-24,11.8413,11.9337,11.4938,11.5862,992426.0
2020-06-25,11.4982,11.8589,11.3399,11.8325,1192188.0
2020-06-26,11.6126,11.6126,11.1859,11.3135,2257645.0
2020-06-27,11.6126,11.6126,11.1859,11.3135,2257645.0
2020-06-28,11.6126,11.6126,11.1859,11.3135,2257645.0
2020-06-29,11.5158,11.9997,11.4806,11.8941,919425.0
2020-06-30,11.6918,12.246,11.6918,12.1053,781002.0
2020-07-01,12.1668,12.1844,11.5686,11.595,716479.0
2020-07-02,11.9557,12.0437,11.507,11.5598,605451.0
2020-07-03,11.9557,12.0437,11.507,11.5598,605451.0
2020-07-04,11.9557,12.0437,11.507,11.5598,605451.0
2020-07-05,11.9557,12.0437,11.507,11.5598,605451.0
2020-07-06,11.8589,11.9689,11.4279,11.5158,669357.0
2020-07-07,11.3663,11.4806,11.2167,11.2915,822482.0
2020-07-08,11.3047,11.3663,10.9792,11.2387,908642.0
2020-07-09,11.1903,11.3047,10.7944,10.9176,983651.0
2020-07-10,10.9176,11.3355,10.9176,11.2827,874257.0
2020-07-11,10.9176,11.3355,10.9176,11.2827,874257.0
2020-07-12,10.9176,11.3355,10.9176,11.2827,874257.0
2020-07-13,11.4367,11.6478,11.2035,11.4367,983298.0
2020-07-14,11.4103,11.5246,11.1288,11.2871,633057.0
2020-07-15,11.5158,12.0173,11.5158,11.9117,734730.0
2020-07-16,11.7974,12.1537,11.771,11.9469,513848.0
2020-07-17,11.815,11.9733,11.573,11.6038,610242.0
2020-07-18,11.815,11.9733,11.573,11.6038,610242.0
2020-07-19,11.815,11.9733,11.573,11.6038,610242.0
2020-07-20,12.2372,12.6683,11.7842,12.422,1605597.0
2020-07-21,12.6067,12.8706,12.4044,12.8618,1444758.0
2020-07-22,12.7123,12.9938,12.466,12.488,723692.0
2020-07-23,12.3252,12.7123,12.2812,12.6507,863232.0
2020-07-24,12.7035,12.8267,12.4836,12.5099,573195.0
2020-07-25,12.7035,12.8267,12.4836,12.5099,573195.0
2020-07-26,12.7035,12.8267,12.4836,12.5099,573195.0
2020-07-27,12.3956,12.4484,12.0833,12.1668,545828.0
2020-07-28,12.0877,12.4308,12.0877,12.2988,838314.0
2020-07-29,12.29,12.5891,12.1493,12.5715,629161.0
2020-07-30,12.2636,12.4836,12.1053,12.4308,555358.0
2020-07-31,12.378,12.4044,12.0437,12.3076,716305.0
2020-08-01,12.378,12.4044,12.0437,12.3076,716305.0
2020-08-02,12.378,12.4044,12.0437,12.3076,716305.0
2020-08-03,12.4132,12.5451,12.1932,12.202,459251.0
2020-08-04,12.2108,12.5891,11.9865,12.1537,576414.0
2020-08-05,12.3164,12.6067,11.9645,12.5539,970862.0
2020-08-06,12.4924,12.6507,12.466,12.5451,419450.0
2020-08-07,12.4396,13.0642,12.4152,13.0554,692633.0
2020-08-08,12.4396,13.0642,12.4152,13.0554,692633.0
2020-08-09,12.4396,13.0642,12.4152,13.0554,692633.0
2020-08-10,13.1434,13.5129,13.073,13.2313,714377.0
2020-08-11,13.5304,13.7944,13.3017,13.3897,723523.0
2020-08-12,13.6536,13.68,13.1346,13.2577,562104.0
2020-08-13,13.1258,13.2137,12.9322,12.985,447274.0
2020-08-14,12.8706,13.2401,12.8442,13.1434,407865.0
2020-08-15,12.8706,13.2401,12.8442,13.1434,407865.0
2020-08-16,12.8706,13.2401,12.8442,13.1434,407865.0
2020-08-17,13.073,13.1258,12.8794,13.0114,389335.0
2020-08-18,13.0642,13.1346,12.5363,12.5891,489527.0
2020-08-19,12.6507,12.8003,12.5011,12.6331,457455.0
2020-08-20,12.4836,12.5451,12.3692,12.4748,339433.0
2020-08-21,12.3604,12.5363,12.334,12.4836,791503.0
2020-08-22,12.3604,12.5363,12.334,12.4836,791503.0
2020-08-23,12.3604,12.5363,12.334,12.4836,791503.0
2020-08-24,12.6683,12.897,12.4044,12.897,378050.0
2020-08-25,13.0642,13.1522,12.8091,12.9058,354003.0
2020-08-26,12.9674,12.9674,12.5407,12.5539,413016.0
2020-08-27,12.5363,12.941,12.5363,12.7739,452355.0
2020-08-28,12.9146,12.9146,12.5935,12.6419,457724.0
2020-08-29,12.9146,12.9146,12.5935,12.6419,457724.0
2020-08-30,12.9146,12.9146,12.5935,12.6419,457724.0
2020-08-31,12.5708,12.6597,12.4109,12.4198,603935.0
2020-09-01,12.3132,12.4909,12.1355,12.3843,367918.0
2020-09-02,12.2954,12.5086,12.2044,12.4109,470555.0
2020-09-03,12.5353,12.8551,12.3843,12.4376,496978.0
2020-09-04,12.7307,12.8107,12.4287,12.7219,816734.0
2020-09-05,12.7307,12.8107,12.4287,12.7219,816734.0
2020-09-06,12.7307,12.8107,12.4287,12.7219,816734.0
2020-09-07,12.7307,12.8107,12.4287,12.7219,816734.0
2020-09-08,12.5708,12.5708,11.949,12.0467,572331.0
2020-09-09,12.1,12.4287,11.7713,11.8868,529856.0
2020-09-10,11.9045,11.9312,11.7002,11.7713,542039.0
2020-09-11,11.7713,11.9382,11.5492,11.6425,431450.0
2020-09-12,11.7713,11.9382,11.5492,11.6425,431450.0
2020-09-13,11.7713,11.9382,11.5492,11.6425,431450.0
2020-09-14,11.6735,11.949,11.638,11.9045,438918.0
2020-09-15,12.0111,12.2687,11.6913,11.9845,676637.0
2020-09-16,11.9312,12.1089,11.8423,11.949,825583.0
2020-09-17,11.7802,12.0378,11.7002,11.949,967605.0
2020-09-18,12.0556,12.0556,11.8068,11.9401,2407797.0
2020-09-19,12.0556,12.0556,11.8068,11.9401,2407797.0
2020-09-20,12.0556,12.0556,11.8068,11.9401,2407797.0
2020-09-21,11.7269,11.8868,11.0872,11.2249,1147280.0
2020-09-22,11.256,11.3981,10.8118,10.8918,864072.0
2020-09-23,10.9006,11.2382,10.7585,10.7629,745753.0
2020-09-24,10.8651,11.0828,10.6785,10.9406,718259.0
2020-09-25,10.8296,11.0961,10.7585,11.0072,473450.0
2020-09-26,10.8296,11.0961,10.7585,11.0072,473450.0
2020-09-27,10.8296,11.0961,10.7585,11.0072,473450.0
2020-09-28,11.1672,11.7091,11.1361,11.256,431048.0
2020-09-29,11.1227,11.2293,10.8829,11.0694,298240.0
2020-09-30,11.1494,11.4426,11.0383,11.1583,809080.0
2020-10-01,11.0783,11.2471,10.9451,11.1849,791876.0
2020-10-02,11.025,11.5492,11.025,11.4781,438874.0
2020-10-03,11.025,11.5492,11.025,11.4781,438874.0
2020-10-04,11.025,11.5492,11.025,11.4781,438874.0
2020-10-05,11.6025,11.8779,11.3804,11.8335,463242.0
2020-10-06,12.02,12.3665,11.8335,11.8734,862059.0
2020-10-07,11.9578,12.2066,11.9578,12.0911,769768.0
2020-10-08,12.2421,12.3932,12.1266,12.3487,438078.0
2020-10-09,12.3754,12.4376,12.1533,12.1799,382324.0
2020-10-10,12.3754,12.4376,12.1533,12.1799,382324.0
2020-10-11,12.3754,12.4376,12.1533,12.1799,382324.0
2020-10-12,12.1533,12.4642,12.1533,12.4465,504228.0
2020-10-13,12.3487,12.4109,11.7713,12.1,418689.0
2020-10-14,12.0378,12.2554,11.8068,11.869,350863.0
2020-10-15,11.7535,12.2244,11.7002,12.2244,466736.0
2020-10-16,12.2777,12.331,12.0111,12.2244,530696.0
2020-10-17,12.2777,12.331,12.0111,12.2244,530696.0
2020-10-18,12.2777,12.331,12.0111,12.2244,530696.0
2020-10-19,12.5086,13.0506,12.4642,12.5442,850734.0
2020-10-20,12.784,12.9795,12.5975,12.6508,794044.0
2020-10-21,12.6241,12.7929,12.4642,12.5086,612967.0
2020-10-22,12.5086,12.8818,12.4998,12.8818,620464.0
2020-10-23,12.9706,13.1438,12.7663,13.0861,795842.0
2020-10-24,12.9706,13.1438,12.7663,13.0861,795842.0
2020-10-25,12.9706,13.1438,12.7663,13.0861,795842.0
2020-10-26,12.9706,12.9884,12.7663,12.8729,830334.0
2020-10-27,12.7929,12.904,12.4198,12.4376,604963.0
2020-10-28,12.1444,12.4109,12.0023,12.1444,534331.0
2020-10-29,12.0822,12.4198,11.9223,12.3754,476706.0
2020-10-30,12.3043,12.5086,12.2599,12.4198,462725.0
2020-10-31,12.3043,12.5086,12.2599,12.4198,462725.0
2020-11-01,12.3043,12.5086,12.2599,12.4198,462725.0
2020-11-02,12.5619,12.7752,12.3665,12.7219,489634.0
2020-11-03,13.0328,13.1749,12.9084,13.0239,602750.0
2020-11-04,12.6508,12.6508,12.14,12.1622,797254.0
2020-11-05,12.0911,12.7752,12.0911,12.6597,517878.0
2020-11-06,12.7752,12.7752,12.3754,12.4198,291558.0
2020-11-07,12.7752,12.7752,12.3754,12.4198,291558.0
2020-11-08,12.7752,12.7752,12.3754,12.4198,291558.0
2020-11-09,13.4948,14.5164,13.1572,13.8857,1293285.0
2020-11-10,14.0456,14.703,13.859,14.5075,1241350.0
2020-11-11,14.5075,14.5342,13.859,14.2144,697092.0
2020-11-12,13.5836,14.0456,13.5658,14.0367,1188984.0
2020-11-13,14.1433,14.4898,13.8146,14.3476,772328.0
2020-11-14,14.1433,14.4898,13.8146,14.3476,772328.0
2020-11-15,14.1433,14.4898,13.8146,14.3476,772328.0
2020-11-16,14.8629,15.0228,14.5964,14.8807,964177.0
2020-11-17,14.6408,14.8718,13.7702,14.7741,1021001.0
2020-11-18,14.9517,14.9695,14.5031,14.5075,683778.0
2020-11-19,14.3654,14.4987,14.1788,14.4542,477837.0
2020-11-20,14.1522,14.472,14.0811,14.432,740888.0
2020-11-21,14.1522,14.472,14.0811,14.432,740888.0
2020-11-22,14.1522,14.472,14.0811,14.432,740888.0
2020-11-23,14.703,14.703,14.3165,14.472,590681.0
2020-11-24,14.8362,15.2893,14.7474,15.1561,985022.0
2020-11-25,14.9162,14.9917,14.6497,14.9162,578374.0
2020-11-26,14.9162,14.9917,14.6497,14.9162,578374.0
2020-11-27,14.8629,15.0761,14.4809,14.6674,307723.0
2020-11-28,14.8629,15.0761,14.4809,14.6674,307723.0
2020-11-29,14.8629,15.0761,14.4809,14.6674,307723.0
2020-11-30,14.5958,14.7212,14.1299,14.1836,680624.0
2020-12-01,14.4524,14.6585,14.1881,14.2732,597864.0
2020-12-02,14.1478,14.6585,14.1119,14.4972,485949.0
2020-12-03,14.4972,14.7033,14.3628,14.551,424624.0
2020-12-04,14.7302,14.9004,14.6137,14.8467,404466.0
2020-12-05,14.7302,14.9004,14.6137,14.8467,404466.0
2020-12-06,14.7302,14.9004,14.6137,14.8467,404466.0
2020-12-07,14.6764,14.8287,14.5062,14.7481,501439.0
2020-12-08,14.6316,14.8646,14.625,14.775,431832.0
2020-12-09,14.9542,15.0169,14.7033,14.8108,559985.0
2020-12-10,14.6495,14.8198,14.6227,14.8019,371242.0
2020-12-11,14.6047,14.8646,14.6047,14.7481,404105.0
2020-12-12,14.6047,14.8646,14.6047,14.7481,404105.0
2020-12-13,14.6047,14.8646,14.6047,14.7481,404105.0
2020-12-14,14.9542,15.0169,14.7705,14.8019,606445.0
2020-12-15,14.99,15.1244,14.7123,14.999,696489.0
2020-12-16,14.9811,15.0079,14.7481,14.8019,635862.0
2020-12-17,14.8198,14.8467,14.5465,14.8377,639185.0
2020-12-18,14.8377,14.9452,14.4703,14.5331,1944193.0
2020-12-19,14.8377,14.9452,14.4703,14.5331,1944193.0
2020-12-20,14.8377,14.9452,14.4703,14.5331,1944193.0
2020-12-21,14.4793,14.6227,14.2284,14.4255,673222.0
2020-12-22,14.4972,14.4972,14.2553,14.2643,530311.0
2020-12-23,14.3539,14.8108,14.3001,14.775,557588.0
2020-12-24,14.8287,14.8377,14.6227,14.8377,191397.0
2020-12-25,14.8287,14.8377,14.6227,14.8377,191397.0
2020-12-26,14.8287,14.8377,14.6227,14.8377,191397.0
2020-12-27,14.8287,14.8377,14.6227,14.8377,191397.0
2020-12-28,14.9273,15.0886,14.8019,14.8735,670564.0
2020-12-29,14.8825,15.0707,14.5599,14.6809,476470.0
2020-12-30,14.7033,14.9273,14.7033,14.7839,317778.0
2020-12-31,14.8467,14.9094,14.7167,14.8377,333374.0
2021-01-01,14.8467,14.9094,14.7167,14.8377,333374.0
2021-01-02,14.8467,14.9094,14.7167,14.8377,333374.0
2021-01-03,14.8467,14.9094,14.7167,14.8377,333374.0
2021-01-04,14.9363,15.0617,14.5599,14.8377,716604.0
2021-01-05,14.8735,15.3126,14.8108,15.0527,807200.0
2021-01-06,15.5366,16.4415,15.5366,16.0562,2333428.0
2021-01-07,16.1279,16.2175,15.9846,16.0473,1169752.0
2021-01-08,16.0562,16.1279,15.3753,15.774,599002.0
2021-01-09,16.0562,16.1279,15.3753,15.774,599002.0
2021-01-10,16.0562,16.1279,15.3753,15.774,599002.0
2021-01-11,15.6262,16.1638,14.6406,16.11,803883.0
2021-01-12,16.1279,16.334,15.9756,16.1638,614145.0
2021-01-13,16.101,16.2354,15.8502,16.0204,403888.0
2021-01-14,16.0562,16.3609,16.0204,16.2041,654933.0
2021-01-15,15.9666,16.0652,15.8322,16.0114,739752.0
2021-01-16,15.9666,16.0652,15.8322,16.0114,739752.0
2021-01-17,15.9666,16.0652,15.8322,16.0114,739752.0
2021-01-18,15.9666,16.0652,15.8322,16.0114,739752.0
2021-01-19,16.4863,16.5759,15.9935,16.2982,813504.0
2021-01-20,16.4146,16.4594,16.0742,16.1638,681246.0
2021-01-21,16.0921,16.3071,15.7785,15.877,562654.0
2021-01-22,15.662,16.2534,15.5004,16.2265,701280.0
2021-01-23,15.662,16.2534,15.5004,16.2265,701280.0
2021-01-24,15.662,16.2534,15.5004,16.2265,701280.0
2021-01-25,16.0025,16.0473,15.662,15.9487,431148.0
2021-01-26,16.0921,16.0921,15.6844,15.7337,321044.0
2021-01-27,15.3574,15.5993,15.1244,15.3126,785995.0
2021-01-28,15.5993,15.6844,15.2499,15.4246,979321.0
2021-01-29,15.4201,15.4918,15.0259,15.0438,705963.0
2021-01-30,15.4201,15.4918,15.0259,15.0438,705963.0
2021-01-31,15.4201,15.4918,15.0259,15.0438,705963.0
2021-02-01,15.0259,15.4111,14.8556,15.3036,417990.0
2021-02-02,15.5545,15.662,14.9694,15.5007,519684.0
2021-02-03,15.4201,15.6441,15.1692,15.3753,615435.0
2021-02-04,15.4201,15.9398,15.4201,15.8233,519860.0
2021-02-05,15.9935,15.9935,15.5366,15.7247,454946.0
2021-02-06,15.9935,15.9935,15.5366,15.7247,454946.0
2021-02-07,15.9935,15.9935,15.5366,15.7247,454946.0
2021-02-08,15.8233,16.0473,15.7247,16.0473,483232.0
2021-02-09,16.0383,16.1996,15.8681,16.1458,487754.0
2021-02-10,16.119,16.335,16.093,16.1369,618953.0
2021-02-11,16.0473,16.2623,15.7964,15.9756,589449.0
2021-02-12,15.9487,16.1279,15.8322,16.0025,487382.0
2021-02-13,15.9487,16.1279,15.8322,16.0025,487382.0
2021-02-14,15.9487,16.1279,15.8322,16.0025,487382.0
2021-02-15,15.9487,16.1279,15.8322,16.0025,487382.0
2021-02-16,16.1638,16.4863,16.0562,16.1548,624771.0
2021-02-17,16.0742,16.2802,16.0473,16.0831,531657.0
2021-02-18,15.9846,16.2892,15.9308,15.9398,393554.0
2021-02-19,16.0114,16.3161,16.0114,16.2982,591317.0
2021-02-20,16.0114,16.3161,16.0114,16.2982,591317.0
2021-02-21,16.0114,16.3161,16.0114,16.2982,591317.0
2021-02-22,16.2982,16.6386,16.2802,16.5356,956942.0
2021-02-23,16.6655,17.2031,16.5759,16.7282,965456.0
2021-02-24,16.8358,17.0777,16.8358,16.9254,934697.0
2021-02-25,17.0777,17.0956,16.6476,16.6745,699369.0
2021-02-26,16.53,16.8189,16.3675,16.3675,843560.0
2021-02-27,16.53,16.8189,16.3675,16.3675,843560.0
2021-02-28,16.53,16.8189,16.3675,16.3675,843560.0
2021-03-01,16.6655,16.855,16.5391,16.7648,658281.0
2021-03-02,16.7557,16.8731,16.521,16.7061,579672.0
2021-03-03,16.837,17.2974,16.837,16.855,1086239.0
2021-03-04,16.9544,17.4238,16.8189,16.9995,978434.0
2021-03-05,17.3967,17.6134,17.1349,17.5592,1161753.0
2021-03-06,17.3967,17.6134,17.1349,17.5592,1161753.0
2021-03-07,17.3967,17.6134,17.1349,17.5592,1161753.0
2021-03-08,17.812,18.1912,17.6946,18.0558,973647.0
2021-03-09,17.8571,18.1912,17.5141,17.9655,959793.0
2021-03-10,17.9655,18.444,17.8526,18.3988,1159791.0
