,NFBK US Equity,NFBK US Equity,NFBK US Equity,NFBK US Equity,NFBK US Equity
2022-05-28,12.1342,12.1899,11.9488,12.162,55055.0
2022-05-29,12.1342,12.1899,11.9488,12.162,55055.0
2022-05-30,12.1342,12.1899,11.9488,12.162,55055.0
2022-05-31,12.0879,12.3289,12.0137,12.3196,153884.0
2022-06-01,12.2825,12.3567,12.0137,12.1806,91936.0
2022-06-02,12.162,12.3474,12.0584,12.3289,66118.0
2022-06-03,12.2733,12.2733,12.0137,12.0323,70511.0
2022-06-04,12.2733,12.2733,12.0137,12.0323,70511.0
2022-06-05,12.2733,12.2733,12.0137,12.0323,70511.0
2022-06-06,12.125,12.2269,11.921,12.2177,68347.0
2022-06-07,12.1713,12.2223,12.0602,12.1991,82575.0
2022-06-08,12.1713,12.1713,11.8469,11.8932,165406.0
2022-06-09,11.8098,12.0137,11.7727,11.9396,123300.0
2022-06-10,11.7634,11.8005,11.596,11.6337,199132.0
2022-06-11,11.7634,11.8005,11.596,11.6337,199132.0
2022-06-12,11.7634,11.8005,11.596,11.6337,199132.0
2022-06-13,11.4575,11.6244,11.3556,11.3741,101428.0
2022-06-14,11.3741,11.5132,11.3647,11.4297,94925.0
2022-06-15,11.4205,11.9396,11.4205,11.4853,113091.0
2022-06-16,11.3556,11.439,11.1887,11.2721,135194.0
2022-06-17,11.2629,11.4483,11.0033,11.1238,723237.0
2022-06-18,11.2629,11.4483,11.0033,11.1238,723237.0
2022-06-19,11.2629,11.4483,11.0033,11.1238,723237.0
2022-06-20,11.2629,11.4483,11.0033,11.1238,723237.0
2022-06-21,11.4297,11.7449,11.2536,11.6985,266422.0
2022-06-22,11.5039,12.0276,11.5039,11.9674,215865.0
2022-06-23,11.9025,11.9952,11.7264,11.7727,231961.0
2022-06-24,11.7542,12.074,11.7542,11.9766,294227.0
2022-06-25,11.7542,12.074,11.7542,11.9766,294227.0
2022-06-26,11.7542,12.074,11.7542,11.9766,294227.0
2022-06-27,12.0415,12.1574,12.023,12.0323,133541.0
2022-06-28,12.0786,12.1667,12.023,12.0323,155187.0
2022-06-29,12.023,12.0972,11.9859,11.9952,146335.0
2022-06-30,11.8561,12.1342,11.8376,12.0786,156654.0
2022-07-01,12.1064,12.4031,11.9674,12.3382,131946.0
2022-07-02,12.1064,12.4031,11.9674,12.3382,131946.0
2022-07-03,12.1064,12.4031,11.9674,12.3382,131946.0
2022-07-04,12.1064,12.4031,11.9674,12.3382,131946.0
2022-07-05,12.1342,12.5606,11.9952,12.3289,213998.0
2022-07-06,12.2733,12.5143,11.9766,12.264,154202.0
2022-07-07,12.366,12.3845,12.2269,12.2362,115010.0
2022-07-08,12.2177,12.2733,12.1713,12.2547,93858.0
2022-07-09,12.2177,12.2733,12.1713,12.2547,93858.0
2022-07-10,12.2177,12.2733,12.1713,12.2547,93858.0
2022-07-11,12.1435,12.2547,12.0256,12.1899,88523.0
2022-07-12,12.0786,12.3104,12.0786,12.2547,121060.0
2022-07-13,12.1435,12.2177,12.1064,12.1342,109386.0
2022-07-14,11.9581,12.1991,11.9581,12.1806,127356.0
2022-07-15,12.3752,12.4587,12.2733,12.3104,114590.0
2022-07-16,12.3752,12.4587,12.2733,12.3104,114590.0
2022-07-17,12.3752,12.4587,12.2733,12.3104,114590.0
2022-07-18,12.3011,12.8573,12.2825,12.3382,77568.0
2022-07-19,12.4587,12.7182,12.3382,12.6533,115238.0
2022-07-20,12.6255,12.8109,12.5699,12.7553,97877.0
2022-07-21,12.8109,12.8109,12.6534,12.7646,92349.0
2022-07-22,12.8017,12.8017,12.5699,12.6812,89956.0
2022-07-23,12.8017,12.8017,12.5699,12.6812,89956.0
2022-07-24,12.8017,12.8017,12.5699,12.6812,89956.0
2022-07-25,12.7739,12.8573,12.7368,12.7924,80031.0
2022-07-26,12.7739,12.9268,12.7739,12.8387,79316.0
2022-07-27,12.9314,13.1261,12.8944,13.089,83986.0
2022-07-28,13.3393,13.5247,13.0798,13.5154,139593.0
2022-07-29,13.534,13.8028,13.4413,13.6452,228640.0
2022-07-30,13.534,13.8028,13.4413,13.6452,228640.0
2022-07-31,13.534,13.8028,13.4413,13.6452,228640.0
2022-08-01,13.6545,13.9048,13.5896,13.7843,119068.0
2022-08-02,13.7379,13.8955,13.6359,13.6823,79789.0
2022-08-03,13.8028,13.877,13.673,13.7843,97368.0
2022-08-04,13.7101,13.7603,13.6174,13.6359,93617.0
2022-08-05,13.6545,13.877,13.6267,13.8121,121549.0
2022-08-06,13.6545,13.877,13.6267,13.8121,121549.0
2022-08-07,13.6545,13.877,13.6267,13.8121,121549.0
2022-08-08,13.8955,13.8955,13.673,13.7101,94790.0
2022-08-09,13.6353,13.8972,13.6259,13.8972,147767.0
2022-08-10,14.0281,14.0795,13.813,13.8317,118959.0
2022-08-11,13.972,13.972,13.8317,13.9346,63105.0
2022-08-12,14.0094,14.2899,14.0,14.2806,114893.0
2022-08-13,14.0094,14.2899,14.0,14.2806,114893.0
2022-08-14,14.0094,14.2899,14.0,14.2806,114893.0
2022-08-15,14.2338,14.4302,14.0328,14.3928,80376.0
2022-08-16,14.3928,14.5237,14.332,14.505,88195.0
2022-08-17,14.4022,14.5144,14.2338,14.4957,81102.0
2022-08-18,14.4863,14.4957,14.3835,14.4583,62067.0
2022-08-19,14.4115,14.4209,14.1964,14.2619,209398.0
2022-08-20,14.4115,14.4209,14.1964,14.2619,209398.0
2022-08-21,14.4115,14.4209,14.1964,14.2619,209398.0
2022-08-22,14.1964,14.3835,14.0468,14.3554,170878.0
2022-08-23,14.318,14.3741,14.0094,14.0187,101134.0
2022-08-24,14.0935,14.2712,13.9065,13.9907,90726.0
2022-08-25,13.9813,14.1964,13.972,14.1871,88193.0
2022-08-26,14.1497,14.2151,13.9907,14.0561,88576.0
2022-08-27,14.1497,14.2151,13.9907,14.0561,88576.0
2022-08-28,14.1497,14.2151,13.9907,14.0561,88576.0
2022-08-29,14.0,14.1122,13.8317,13.841,68219.0
2022-08-30,13.9533,13.9533,13.7849,13.8691,91661.0
2022-08-31,13.9346,13.9813,13.7382,13.7849,131966.0
2022-09-01,13.7101,13.9439,13.6446,13.8504,108948.0
2022-09-02,13.8504,13.9626,13.7101,13.7943,105892.0
2022-09-03,13.8504,13.9626,13.7101,13.7943,105892.0
2022-09-04,13.8504,13.9626,13.7101,13.7943,105892.0
2022-09-05,13.8504,13.9626,13.7101,13.7943,105892.0
2022-09-06,13.7943,13.8177,13.4529,13.5511,138188.0
2022-09-07,13.4857,13.6821,13.4647,13.6446,133167.0
2022-09-08,13.5324,13.7195,12.8124,13.654,93986.0
2022-09-09,13.7475,13.7943,13.6633,13.7475,93669.0
2022-09-10,13.7475,13.7943,13.6633,13.7475,93669.0
2022-09-11,13.7475,13.7943,13.6633,13.7475,93669.0
2022-09-12,13.8504,13.9065,13.7288,13.8504,147215.0
2022-09-13,13.7756,14.0935,13.5511,13.6446,136606.0
2022-09-14,13.6166,13.7288,13.5044,13.7288,112745.0
2022-09-15,13.6727,13.8878,13.6727,13.813,106031.0
2022-09-16,13.8223,13.972,13.6072,13.9626,383507.0
2022-09-17,13.8223,13.972,13.6072,13.9626,383507.0
2022-09-18,13.8223,13.972,13.6072,13.9626,383507.0
2022-09-19,13.9252,14.1403,13.8784,14.0561,128235.0
2022-09-20,14.0,14.0561,13.8784,14.0281,60835.0
2022-09-21,14.1497,14.2011,13.9813,14.0094,72277.0
2022-09-22,13.9065,13.972,13.7943,13.8317,71869.0
2022-09-23,13.7195,13.841,13.6353,13.8036,122228.0
2022-09-24,13.7195,13.841,13.6353,13.8036,122228.0
2022-09-25,13.7195,13.841,13.6353,13.8036,122228.0
2022-09-26,13.7569,13.9252,13.7101,13.813,100319.0
2022-09-27,13.8317,13.8504,13.5418,13.6072,116580.0
2022-09-28,13.5698,13.799,13.5511,13.6821,132365.0
2022-09-29,13.5698,13.6633,13.5324,13.6166,116664.0
2022-09-30,13.5885,13.7195,13.3828,13.3828,152236.0
2022-10-01,13.5885,13.7195,13.3828,13.3828,152236.0
2022-10-02,13.5885,13.7195,13.3828,13.3828,152236.0
2022-10-03,13.3828,13.813,13.3828,13.7195,161040.0
2022-10-04,13.8036,14.0655,13.7849,13.841,142646.0
2022-10-05,13.6633,13.799,13.6633,13.7756,89708.0
2022-10-06,13.7849,13.8504,13.7569,13.7849,98618.0
2022-10-07,13.7662,13.7662,13.5044,13.5231,124717.0
2022-10-08,13.7662,13.7662,13.5044,13.5231,124717.0
2022-10-09,13.7662,13.7662,13.5044,13.5231,124717.0
2022-10-10,13.467,13.6633,13.467,13.5137,97920.0
2022-10-11,13.467,13.7288,13.467,13.6914,148150.0
2022-10-12,13.6727,13.7008,13.5698,13.5792,162465.0
2022-10-13,13.467,14.1029,13.3594,14.0748,129013.0
2022-10-14,14.1964,14.3273,14.0561,14.0842,89629.0
2022-10-15,14.1964,14.3273,14.0561,14.0842,89629.0
2022-10-16,14.1964,14.3273,14.0561,14.0842,89629.0
2022-10-17,14.1216,14.3928,14.1216,14.2619,115082.0
2022-10-18,14.3273,14.4396,14.1422,14.2058,128319.0
2022-10-19,14.1403,14.1871,13.9346,14.1497,98594.0
2022-10-20,14.1497,14.1497,13.7569,13.841,90518.0
2022-10-21,13.972,14.1216,13.8784,13.9346,127766.0
2022-10-22,13.972,14.1216,13.8784,13.9346,127766.0
2022-10-23,13.972,14.1216,13.8784,13.9346,127766.0
2022-10-24,14.0561,14.4489,14.0561,14.3835,88747.0
2022-10-25,14.3554,14.5986,14.2436,14.505,171871.0
2022-10-26,14.5892,14.6173,14.1871,14.2245,118562.0
2022-10-27,14.6079,14.823,14.0374,14.5518,146482.0
2022-10-28,14.6079,14.8978,14.5986,14.8604,188172.0
2022-10-29,14.6079,14.8978,14.5986,14.8604,188172.0
2022-10-30,14.6079,14.8978,14.5986,14.8604,188172.0
2022-10-31,14.9259,15.0849,14.8698,15.0007,150504.0
2022-11-01,14.982,15.0381,14.6734,14.7295,143081.0
2022-11-02,14.7482,14.982,14.5237,14.6547,194004.0
2022-11-03,14.5144,14.636,14.2338,14.4396,118775.0
2022-11-04,14.5331,14.7949,14.4957,14.7856,92859.0
2022-11-05,14.5331,14.7949,14.4957,14.7856,92859.0
2022-11-06,14.5331,14.7949,14.4957,14.7856,92859.0
2022-11-07,14.8698,14.9072,14.6547,14.7388,98822.0
2022-11-08,14.7671,14.8237,14.5408,14.5597,90563.0
2022-11-09,14.5314,14.5691,14.3616,14.3899,108348.0
2022-11-10,14.5974,15.0217,14.4842,14.8426,147079.0
2022-11-11,14.9086,14.9369,14.5408,14.5785,84477.0
2022-11-12,14.9086,14.9369,14.5408,14.5785,84477.0
2022-11-13,14.9086,14.9369,14.5408,14.5785,84477.0
2022-11-14,14.5785,14.8331,14.522,14.654,97756.0
2022-11-15,14.7671,14.8991,14.654,14.7766,99975.0
2022-11-16,14.8048,14.8048,14.6163,14.6634,191252.0
2022-11-17,14.6068,14.6823,14.5314,14.6728,96625.0
2022-11-18,14.8614,14.8614,14.5125,14.588,107195.0
2022-11-19,14.8614,14.8614,14.5125,14.588,107195.0
2022-11-20,14.8614,14.8614,14.5125,14.588,107195.0
2022-11-21,14.588,14.7577,14.2956,14.7483,96824.0
2022-11-22,14.7388,14.8048,14.4701,14.6823,80621.0
2022-11-23,14.72,14.7954,14.6068,14.72,70801.0
2022-11-24,14.72,14.7954,14.6068,14.72,70801.0
2022-11-25,14.7954,14.9557,14.7011,14.8991,75177.0
2022-11-26,14.7954,14.9557,14.7011,14.8991,75177.0
2022-11-27,14.7954,14.9557,14.7011,14.8991,75177.0
2022-11-28,14.8709,14.8709,14.4937,14.6163,87061.0
2022-11-29,14.6257,14.7011,14.588,14.6728,69250.0
2022-11-30,14.6445,15.0689,14.4842,15.0406,125360.0
2022-12-01,15.116,15.1679,14.9039,15.0972,120591.0
2022-12-02,15.0312,15.1632,14.7483,15.1066,94645.0
2022-12-03,15.0312,15.1632,14.7483,15.1066,94645.0
2022-12-04,15.0312,15.1632,14.7483,15.1066,94645.0
2022-12-05,15.1443,15.1632,14.588,14.8614,182960.0
2022-12-06,14.9086,14.9274,14.8237,14.8897,163145.0
2022-12-07,14.918,14.918,14.6823,14.6917,115924.0
2022-12-08,14.7011,14.8991,14.6257,14.7011,107991.0
2022-12-09,14.6445,14.7577,14.6068,14.6823,76616.0
2022-12-10,14.6445,14.7577,14.6068,14.6823,76616.0
2022-12-11,14.6445,14.7577,14.6068,14.6823,76616.0
2022-12-12,14.6634,14.8614,14.5974,14.7577,123727.0
2022-12-13,14.984,15.182,14.8331,14.8709,201300.0
2022-12-14,14.8897,14.984,14.6634,14.6634,177135.0
2022-12-15,14.6163,14.6823,14.4559,14.4937,152187.0
2022-12-16,14.4277,14.5691,13.8807,13.9373,903394.0
2022-12-17,14.4277,14.5691,13.8807,13.9373,903394.0
2022-12-18,14.4277,14.5691,13.8807,13.9373,903394.0
2022-12-19,14.0222,14.5408,13.9279,14.4182,207600.0
2022-12-20,14.4654,14.6917,14.4182,14.588,199050.0
2022-12-21,14.5691,14.8048,14.5408,14.6634,154879.0
2022-12-22,14.5785,14.984,14.4559,14.588,104153.0
2022-12-23,14.6163,14.7813,14.6163,14.7294,64031.0
2022-12-24,14.6163,14.7813,14.6163,14.7294,64031.0
2022-12-25,14.6163,14.7813,14.6163,14.7294,64031.0
2022-12-26,14.6163,14.7813,14.6163,14.7294,64031.0
2022-12-27,14.8237,15.1679,14.7483,14.8709,84031.0
2022-12-28,14.852,14.9274,14.72,14.72,113167.0
2022-12-29,14.7671,15.0312,14.7577,14.8897,101143.0
2022-12-30,14.7577,14.9039,14.7577,14.8331,86845.0
2022-12-31,14.7577,14.9039,14.7577,14.8331,86845.0
2023-01-01,14.7577,14.9039,14.7577,14.8331,86845.0
2023-01-02,14.7577,14.9039,14.7577,14.8331,86845.0
2023-01-03,14.9274,15.0123,14.6045,14.8709,126249.0
2023-01-04,14.8709,14.9746,14.7294,14.8048,154555.0
2023-01-05,14.7388,14.7388,14.3909,14.6351,120743.0
2023-01-06,14.7671,14.9086,14.6257,14.8803,81161.0
2023-01-07,14.7671,14.9086,14.6257,14.8803,81161.0
2023-01-08,14.7671,14.9086,14.6257,14.8803,81161.0
2023-01-09,14.9557,14.984,14.8048,14.8331,73526.0
2023-01-10,14.8331,14.984,14.7483,14.9086,106411.0
2023-01-11,14.8897,14.9274,14.8331,14.8991,71349.0
2023-01-12,14.9086,15.1066,14.8048,14.9746,83338.0
2023-01-13,14.8143,15.0406,14.7954,15.0029,77688.0
2023-01-14,14.8143,15.0406,14.7954,15.0029,77688.0
2023-01-15,14.8143,15.0406,14.7954,15.0029,77688.0
2023-01-16,14.8143,15.0406,14.7954,15.0029,77688.0
2023-01-17,15.0783,15.0783,14.8379,14.8614,178235.0
2023-01-18,14.8614,14.918,14.7106,14.7294,120258.0
2023-01-19,14.6257,14.72,14.5691,14.6634,132823.0
2023-01-20,14.7954,14.9086,14.6823,14.9086,166598.0
2023-01-21,14.7954,14.9086,14.6823,14.9086,166598.0
2023-01-22,14.7954,14.9086,14.6823,14.9086,166598.0
2023-01-23,14.8991,14.984,13.7204,14.852,94817.0
2023-01-24,14.8237,14.8709,14.7483,14.8237,78357.0
2023-01-25,14.7106,14.7954,14.4756,14.786,101669.0
2023-01-26,14.6728,14.8426,13.3574,13.5507,222574.0
2023-01-27,13.579,13.8807,13.4564,13.6733,269803.0
2023-01-28,13.579,13.8807,13.4564,13.6733,269803.0
2023-01-29,13.579,13.8807,13.4564,13.6733,269803.0
2023-01-30,13.7676,13.8147,13.6073,13.7204,137498.0
2023-01-31,13.777,14.1542,13.7204,14.0976,241547.0
2023-02-01,13.9562,13.9562,13.3809,13.3809,306346.0
2023-02-02,13.3621,13.7817,13.3621,13.6921,215738.0
2023-02-03,13.6638,13.8619,13.6167,13.8241,216994.0
2023-02-04,13.6638,13.8619,13.6167,13.8241,216994.0
2023-02-05,13.6638,13.8619,13.6167,13.8241,216994.0
2023-02-06,13.8241,14.0316,13.7298,13.9845,193213.0
2023-02-07,13.8608,14.013,13.7181,13.8988,183867.0
2023-02-08,13.8798,14.0225,13.8513,13.9654,101294.0
2023-02-09,13.9559,14.0225,13.6229,13.8132,206044.0
2023-02-10,13.8988,13.8988,13.7752,13.8608,136810.0
2023-02-11,13.8988,13.8988,13.7752,13.8608,136810.0
2023-02-12,13.8988,13.8988,13.7752,13.8608,136810.0
2023-02-13,13.9749,13.9749,13.8513,13.8608,136931.0
2023-02-14,13.8418,13.8798,13.7276,13.7656,101521.0
2023-02-15,13.68,13.9654,13.6325,13.8988,169530.0
2023-02-16,13.8798,14.0082,13.7942,13.9559,136289.0
2023-02-17,13.9654,14.1367,13.8798,14.0986,209059.0
2023-02-18,13.9654,14.1367,13.8798,14.0986,209059.0
2023-02-19,13.9654,14.1367,13.8798,14.0986,209059.0
2023-02-20,13.9654,14.1367,13.8798,14.0986,209059.0
2023-02-21,13.8893,14.0606,13.7761,13.9559,173065.0
2023-02-22,13.9369,14.051,13.9083,13.994,279678.0
2023-02-23,13.9654,14.0701,13.9464,14.0035,152345.0
2023-02-24,13.9179,13.9559,13.8703,13.9559,129926.0
2023-02-25,13.9179,13.9559,13.8703,13.9559,129926.0
2023-02-26,13.9179,13.9559,13.8703,13.9559,129926.0
2023-02-27,13.9369,14.0701,13.8988,13.994,109000.0
2023-02-28,13.9559,14.0986,13.9559,13.994,126097.0
2023-03-01,13.8893,13.9464,13.68,13.8893,128072.0
2023-03-02,13.8513,13.8608,13.7466,13.7942,101614.0
2023-03-03,13.8703,13.9512,13.7847,13.9274,91976.0
2023-03-04,13.8703,13.9512,13.7847,13.9274,91976.0
2023-03-05,13.8703,13.9512,13.7847,13.9274,91976.0
2023-03-06,13.8893,13.9179,13.6705,13.7276,200803.0
2023-03-07,13.7181,13.8037,13.6515,13.7181,190919.0
2023-03-08,13.7561,13.8227,13.4565,13.5516,170848.0
2023-03-09,13.4612,13.4612,12.8952,13.0141,214775.0
2023-03-10,12.8334,12.938,12.4718,12.6716,448919.0
2023-03-11,12.8334,12.938,12.4718,12.6716,448919.0
2023-03-12,12.8334,12.938,12.4718,12.6716,448919.0
2023-03-13,12.2055,12.3482,11.3873,11.7964,482139.0
2023-03-14,12.4718,13.0712,11.9201,11.9962,351978.0
2023-03-15,11.6157,12.253,11.6157,12.1865,313988.0
2023-03-16,12.0533,12.6716,11.882,12.4338,217076.0
2023-03-17,12.2721,12.2721,11.7631,11.9201,580734.0
2023-03-18,12.2721,12.2721,11.7631,11.9201,580734.0
2023-03-19,12.2721,12.2721,11.7631,11.9201,580734.0
2023-03-20,12.0533,12.2721,11.7441,11.7584,207986.0
2023-03-21,12.0723,12.5527,11.9391,12.0342,249939.0
2023-03-22,12.0152,12.3101,11.511,11.5586,242284.0
2023-03-23,11.6157,11.7488,11.3588,11.3873,151057.0
2023-03-24,11.3588,11.7488,11.2923,11.7393,132998.0
2023-03-25,11.3588,11.7488,11.2923,11.7393,132998.0
2023-03-26,11.3588,11.7488,11.2923,11.7393,132998.0
2023-03-27,11.7964,11.8535,11.5681,11.5966,143096.0
2023-03-28,11.5205,11.8963,11.316,11.5396,135860.0
2023-03-29,11.5491,11.5586,11.2446,11.3873,125881.0
2023-03-30,11.4159,11.4159,11.1019,11.1971,106366.0
2023-03-31,11.2161,11.3112,11.0639,11.2066,199159.0
2023-04-01,11.2161,11.3112,11.0639,11.2066,199159.0
2023-04-02,11.2161,11.3112,11.0639,11.2066,199159.0
2023-04-03,11.2256,11.3826,11.0258,11.1115,164579.0
2023-04-04,11.1685,11.1685,10.6643,10.807,139597.0
2023-04-05,10.7214,10.8546,10.7214,10.8261,144081.0
2023-04-06,10.807,10.9402,10.7928,10.9117,98955.0
2023-04-07,10.807,10.9402,10.7928,10.9117,98955.0
2023-04-08,10.807,10.9402,10.7928,10.9117,98955.0
2023-04-09,10.807,10.9402,10.7928,10.9117,98955.0
2023-04-10,10.9022,11.0306,10.8165,10.8641,137298.0
2023-04-11,10.9212,10.9497,10.7785,10.807,117036.0
2023-04-12,10.807,10.8546,10.612,10.6453,175746.0
2023-04-13,10.6643,10.788,10.5787,10.6834,104800.0
2023-04-14,10.7119,10.7404,10.3076,10.436,165306.0
2023-04-15,10.7119,10.7404,10.3076,10.436,165306.0
2023-04-16,10.7119,10.7404,10.3076,10.436,165306.0
2023-04-17,10.4455,10.7024,10.2267,10.6834,135703.0
2023-04-18,10.6358,10.6358,10.3504,10.436,114678.0
2023-04-19,10.4455,10.6453,10.3694,10.5787,113222.0
2023-04-20,10.4931,10.6073,10.4931,10.5502,105519.0
2023-04-21,10.5121,10.5216,10.3694,10.5026,209317.0
2023-04-22,10.5121,10.5216,10.3694,10.5026,209317.0
2023-04-23,10.5121,10.5216,10.3694,10.5026,209317.0
2023-04-24,10.4265,10.6453,10.4265,10.4836,116955.0
2023-04-25,10.417,10.4455,10.0935,10.1601,114927.0
2023-04-26,10.0555,10.2,9.9413,10.046,112559.0
2023-04-27,10.0365,10.2172,9.9508,10.0079,117604.0
2023-04-28,10.046,10.2695,9.8494,9.9128,159275.0
2023-04-29,10.046,10.2695,9.8494,9.9128,159275.0
2023-04-30,10.046,10.2695,9.8494,9.9128,159275.0
2023-05-01,9.8747,9.9318,9.7511,9.7701,222021.0
2023-05-02,9.7796,9.8557,9.323,9.4657,248644.0
2023-05-03,9.4371,9.6274,9.2944,9.323,200695.0
2023-05-04,9.1612,9.1708,8.6856,9.0281,333918.0
2023-05-05,9.2659,9.5037,9.1042,9.2469,195140.0
2023-05-06,9.2659,9.5037,9.1042,9.2469,195140.0
2023-05-07,9.2659,9.5037,9.1042,9.2469,195140.0
2023-05-08,9.323,9.342,8.99,9.0471,177913.0
2023-05-09,9.0182,9.1484,8.8831,9.0471,181558.0
2023-05-10,9.105,9.2496,8.9506,9.0182,174656.0
2023-05-11,8.9217,9.0084,8.8494,8.9506,173270.0
2023-05-12,8.9699,9.0182,8.9121,8.9699,156995.0
2023-05-13,8.9699,9.0182,8.9121,8.9699,156995.0
2023-05-14,8.9699,9.0182,8.9121,8.9699,156995.0
2023-05-15,8.9699,9.2303,8.9699,9.1242,127429.0
2023-05-16,9.1918,9.4329,9.0471,9.0857,157917.0
2023-05-17,9.2111,9.6451,9.1339,9.5776,195536.0
2023-05-18,9.6547,9.7608,9.0664,9.6933,233118.0
2023-05-19,9.8187,9.8283,9.5197,9.5776,273840.0
2023-05-20,9.8187,9.8283,9.5197,9.5776,273840.0
2023-05-21,9.8187,9.8283,9.5197,9.5776,273840.0
2023-05-22,9.6258,9.8814,9.539,9.809,162137.0
2023-05-23,9.8283,10.2431,9.8283,10.0695,160382.0
2023-05-24,10.0598,10.3096,9.9393,9.9441,155529.0
2023-05-25,9.8766,10.0019,9.7801,9.9248,183403.0
2023-05-26,9.8959,10.0695,9.8187,10.0502,126026.0
2023-05-27,9.8959,10.0695,9.8187,10.0502,126026.0
2023-05-28,9.8959,10.0695,9.8187,10.0502,126026.0
2023-05-29,9.8959,10.0695,9.8187,10.0502,126026.0
2023-05-30,10.0309,10.055,9.8139,9.9827,112156.0
2023-05-31,9.9634,9.9634,9.809,9.8669,200509.0
2023-06-01,9.9344,10.2141,9.8525,10.0405,135524.0
2023-06-02,10.108,10.5517,10.0695,10.5228,195825.0
2023-06-03,10.108,10.5517,10.0695,10.5228,195825.0
2023-06-04,10.108,10.5517,10.0695,10.5228,195825.0
2023-06-05,10.4746,10.5614,10.2817,10.2817,209051.0
2023-06-06,10.2527,10.8893,10.0791,10.7543,169826.0
2023-06-07,10.87,11.3137,10.7832,11.1401,259305.0
2023-06-08,11.1304,11.3812,10.9954,11.2847,212732.0
2023-06-09,11.2365,11.3233,11.1208,11.2558,172150.0
2023-06-10,11.2365,11.3233,11.1208,11.2558,172150.0
2023-06-11,11.2365,11.3233,11.1208,11.2558,172150.0
2023-06-12,11.2655,11.2655,10.9375,10.9665,163026.0
2023-06-13,10.9857,11.1883,10.9665,11.0726,143982.0
2023-06-14,11.1015,11.1325,10.8411,10.8893,223833.0
2023-06-15,10.8893,11.1208,10.8893,11.1015,175385.0
2023-06-16,11.1594,11.1786,10.8411,10.9279,701189.0
2023-06-17,11.1594,11.1786,10.8411,10.9279,701189.0
2023-06-18,11.1594,11.1786,10.8411,10.9279,701189.0
2023-06-19,11.1594,11.1786,10.8411,10.9279,701189.0
2023-06-20,10.9375,10.9472,10.735,10.7446,248714.0
2023-06-21,10.735,10.9279,10.6675,10.7736,207584.0
2023-06-22,10.7639,10.7639,10.5903,10.6289,172910.0
2023-06-23,10.5324,10.6867,10.4649,10.5807,475764.0
2023-06-24,10.5324,10.6867,10.4649,10.5807,475764.0
2023-06-25,10.5324,10.6867,10.4649,10.5807,475764.0
2023-06-26,10.5614,10.6964,10.4649,10.5807,180119.0
2023-06-27,10.5903,10.735,10.5276,10.6192,130942.0
2023-06-28,10.6192,10.6675,10.5421,10.6096,148292.0
2023-06-29,10.6771,10.8507,10.6771,10.7736,136477.0
2023-06-30,10.8121,10.8121,10.5903,10.5903,187570.0
2023-07-01,10.8121,10.8121,10.5903,10.5903,187570.0
2023-07-02,10.8121,10.8121,10.5903,10.5903,187570.0
2023-07-03,10.5903,10.7928,10.5903,10.7157,128842.0
2023-07-04,10.5903,10.7928,10.5903,10.7157,128842.0
2023-07-05,10.6289,10.7639,10.6096,10.6964,184644.0
2023-07-06,10.5517,10.5903,10.3202,10.3878,202518.0
2023-07-07,10.3974,10.5614,10.3974,10.4842,228844.0
2023-07-08,10.3974,10.5614,10.3974,10.4842,228844.0
2023-07-09,10.3974,10.5614,10.3974,10.4842,228844.0
2023-07-10,10.4746,10.6964,10.4746,10.571,152145.0
2023-07-11,10.5903,10.6578,10.559,10.6385,155117.0
2023-07-12,10.7928,10.9086,10.7253,10.735,129443.0
2023-07-13,10.7736,10.9857,10.7543,10.7832,131625.0
2023-07-14,10.8507,10.8507,10.6771,10.8121,133349.0
2023-07-15,10.8507,10.8507,10.6771,10.8121,133349.0
2023-07-16,10.8507,10.8507,10.6771,10.8121,133349.0
2023-07-17,10.8025,11.0525,10.7928,10.8989,136201.0
2023-07-18,10.8989,11.304,10.8989,11.2847,101142.0
2023-07-19,11.2847,11.5596,11.1208,11.5066,132074.0
2023-07-20,11.4873,11.4873,11.2365,11.4294,131127.0
2023-07-21,11.4969,11.4969,11.2751,11.3137,116135.0
2023-07-22,11.4969,11.4969,11.2751,11.3137,116135.0
2023-07-23,11.4969,11.4969,11.2751,11.3137,116135.0
2023-07-24,11.2944,11.7959,11.2944,11.7477,102745.0
2023-07-25,11.7188,11.767,11.5837,11.6802,128515.0
2023-07-26,11.7091,12.0178,11.7091,12.0081,106749.0
2023-07-27,12.0081,12.2396,11.6705,11.9888,144227.0
2023-07-28,12.0274,12.0274,11.685,11.8924,105276.0
2023-07-29,12.0274,12.0274,11.685,11.8924,105276.0
2023-07-30,12.0274,12.0274,11.685,11.8924,105276.0
2023-07-31,11.8634,11.9792,11.6754,11.7477,122936.0
2023-08-01,11.7284,11.7766,11.4391,11.6223,113021.0
2023-08-02,11.4873,11.6223,11.3716,11.4198,110927.0
2023-08-03,11.3619,11.6079,11.3619,11.4487,129306.0
2023-08-04,11.468,11.5596,11.3812,11.4294,209088.0
2023-08-05,11.468,11.5596,11.3812,11.4294,209088.0
2023-08-06,11.468,11.5596,11.3812,11.4294,209088.0
2023-08-07,11.5066,11.7188,11.3716,11.6802,122705.0
2023-08-08,11.5144,11.5827,11.222,11.5729,92507.0
2023-08-09,11.5729,11.5729,11.3682,11.4657,102539.0
2023-08-10,11.4949,11.6022,11.3585,11.4657,107812.0
2023-08-11,11.4462,11.5729,11.4462,11.5729,62904.0
