,NFBK US Equity,NFBK US Equity,NFBK US Equity,NFBK US Equity,NFBK US Equity
2020-02-03,13.5006,13.6872,13.5006,13.666,168442.0
2020-02-04,13.7635,13.772,13.6278,13.6617,140224.0
2020-02-05,13.755,13.772,13.6024,13.7635,121970.0
2020-02-06,13.8483,13.8483,13.6702,13.7296,79374.0
2020-02-07,13.7211,13.755,13.6024,13.6532,57163.0
2020-02-08,13.7211,13.755,13.6024,13.6532,57163.0
2020-02-09,13.7211,13.755,13.6024,13.6532,57163.0
2020-02-10,13.5939,13.6617,13.5854,13.6363,87726.0
2020-02-11,13.6961,13.7387,13.4826,13.5381,96711.0
2020-02-12,13.6534,13.6534,13.4314,13.6021,109337.0
2020-02-13,13.5936,13.6704,13.5509,13.6448,47891.0
2020-02-14,13.6107,13.6704,13.474,13.4997,92388.0
2020-02-15,13.6107,13.6704,13.474,13.4997,92388.0
2020-02-16,13.6107,13.6704,13.474,13.4997,92388.0
2020-02-17,13.6107,13.6704,13.474,13.4997,92388.0
2020-02-18,13.4655,13.5594,13.3887,13.4314,94418.0
2020-02-19,13.4314,13.6021,13.4314,13.5338,88739.0
2020-02-20,13.457,13.6107,13.4484,13.5253,67961.0
2020-02-21,13.5509,13.5509,13.3716,13.3929,136449.0
2020-02-22,13.5509,13.5509,13.3716,13.3929,136449.0
2020-02-23,13.5509,13.5509,13.3716,13.3929,136449.0
2020-02-24,13.1581,13.3203,13.1581,13.2691,84132.0
2020-02-25,13.2606,13.3203,12.9617,13.013,259130.0
2020-02-26,13.1069,13.235,12.808,12.8507,135613.0
2020-02-27,12.7397,12.9532,12.3982,12.4152,190832.0
2020-02-28,12.1847,12.3469,11.809,12.0652,319020.0
2020-02-29,12.1847,12.3469,11.809,12.0652,319020.0
2020-03-01,12.1847,12.3469,11.809,12.0652,319020.0
2020-03-02,12.0822,12.5433,11.8175,12.5177,119577.0
2020-03-03,12.4323,12.6202,12.0054,12.142,205334.0
2020-03-04,12.2445,12.4152,12.0225,12.3811,98602.0
2020-03-05,12.1335,12.2701,11.8517,12.0481,323076.0
2020-03-06,11.7322,12.0438,11.6382,11.8858,243494.0
2020-03-07,11.7322,12.0438,11.6382,11.8858,243494.0
2020-03-08,11.7322,12.0438,11.6382,11.8858,243494.0
2020-03-09,11.0918,11.2198,10.1525,10.2635,150974.0
2020-03-10,10.5367,10.8783,10.1525,10.81,140541.0
2020-03-11,10.5282,10.7417,10.4556,10.6734,253818.0
2020-03-12,10.0586,10.4514,9.5804,9.828,279538.0
2020-03-13,10.2891,10.4343,9.8622,10.366,294564.0
2020-03-14,10.2891,10.4343,9.8622,10.366,294564.0
2020-03-15,10.2891,10.4343,9.8622,10.366,294564.0
2020-03-16,9.4011,9.922,9.3755,9.606,271256.0
2020-03-17,9.7683,11.5016,9.4438,11.4333,371248.0
2020-03-18,10.7844,11.1857,10.1354,10.8356,214760.0
2020-03-19,10.7673,11.2881,10.2635,10.3062,239924.0
2020-03-20,10.366,10.6307,8.6411,8.6411,385396.0
2020-03-21,10.366,10.6307,8.6411,8.6411,385396.0
2020-03-22,10.366,10.6307,8.6411,8.6411,385396.0
2020-03-23,8.8461,9.1834,8.1801,8.9058,241115.0
2020-03-24,9.1535,9.2303,8.5259,9.0681,183434.0
2020-03-25,8.9998,9.2645,8.5045,9.0169,174361.0
2020-03-26,9.0766,9.7341,9.0766,9.7341,190295.0
2020-03-27,9.5377,9.7853,9.1791,9.2474,275171.0
2020-03-28,9.5377,9.7853,9.1791,9.2474,275171.0
2020-03-29,9.5377,9.7853,9.1791,9.2474,275171.0
2020-03-30,9.3413,9.9944,9.0922,9.7426,139742.0
2020-03-31,9.7939,9.8024,9.3242,9.5548,267943.0
2020-04-01,9.3413,9.3413,8.829,8.9058,169970.0
2020-04-02,8.7265,9.2474,8.6411,9.1022,114764.0
2020-04-03,9.051,9.1364,8.2142,8.4533,148033.0
2020-04-04,9.051,9.1364,8.2142,8.4533,148033.0
2020-04-05,9.051,9.1364,8.2142,8.4533,148033.0
2020-04-06,8.7948,8.9656,8.5387,8.8717,235588.0
2020-04-07,9.1449,9.2474,8.7095,8.8375,144170.0
2020-04-08,9.0766,9.0937,8.8375,8.9912,145825.0
2020-04-09,9.1364,9.8536,9.1364,9.8109,150472.0
2020-04-10,9.1364,9.8536,9.1364,9.8109,150472.0
2020-04-11,9.1364,9.8536,9.1364,9.8109,150472.0
2020-04-12,9.1364,9.8536,9.1364,9.8109,150472.0
2020-04-13,9.7939,9.7939,9.1022,9.2218,142707.0
2020-04-14,9.5121,9.5121,9.0595,9.2559,164479.0
2020-04-15,8.8802,9.1449,8.7095,8.7607,178481.0
2020-04-16,8.6924,9.2175,8.338,8.5387,163011.0
2020-04-17,8.7948,9.1108,8.7948,9.0083,173752.0
2020-04-18,8.7948,9.1108,8.7948,9.0083,173752.0
2020-04-19,8.7948,9.1108,8.7948,9.0083,173752.0
2020-04-20,8.7692,9.0595,8.607,8.7948,135474.0
2020-04-21,8.4704,8.9315,8.4106,8.8333,130888.0
2020-04-22,9.0339,9.0339,8.6326,8.7351,155715.0
2020-04-23,8.6668,9.1449,8.6668,8.8888,116357.0
2020-04-24,8.8802,9.1491,8.7522,8.9144,220216.0
2020-04-25,8.8802,9.1491,8.7522,8.9144,220216.0
2020-04-26,8.8802,9.1491,8.7522,8.9144,220216.0
2020-04-27,8.9742,9.495,8.9742,9.384,136452.0
2020-04-28,9.6487,9.9476,9.4694,9.5889,120002.0
2020-04-29,9.9646,10.272,9.7768,10.1098,223760.0
2020-04-30,9.8195,10.1354,9.3328,9.6231,299712.0
2020-05-01,9.717,9.8451,9.0083,9.7853,228708.0
2020-05-02,9.717,9.8451,9.0083,9.7853,228708.0
2020-05-03,9.717,9.8451,9.0083,9.7853,228708.0
2020-05-04,9.606,9.6146,9.3755,9.4609,140090.0
2020-05-05,9.6658,9.7853,9.2132,9.2218,156290.0
2020-05-06,9.2474,9.3669,9.0254,9.0766,140462.0
2020-05-07,9.2218,9.3584,9.1193,9.2389,145949.0
2020-05-08,9.4523,9.7341,9.4182,9.7085,139890.0
2020-05-09,9.4523,9.7341,9.4182,9.7085,139890.0
2020-05-10,9.4523,9.7341,9.4182,9.7085,139890.0
2020-05-11,9.5036,9.6743,9.1535,9.2132,189077.0
2020-05-12,9.2478,9.2478,8.7302,8.7647,189795.0
2020-05-13,8.6784,9.0062,8.3851,8.5231,231309.0
2020-05-14,8.2816,8.5749,8.0918,8.4886,296877.0
2020-05-15,8.4886,8.6266,8.3851,8.5404,447608.0
2020-05-16,8.4886,8.6266,8.3851,8.5404,447608.0
2020-05-17,8.4886,8.6266,8.3851,8.5404,447608.0
2020-05-18,8.9458,9.3858,8.8164,9.3254,228811.0
2020-05-19,9.265,9.3254,8.8423,8.8423,193213.0
2020-05-20,9.0321,9.4289,9.0321,9.3513,183679.0
2020-05-21,9.3426,9.3944,9.1097,9.2089,135575.0
2020-05-22,9.2564,9.4117,9.0925,9.2219,124497.0
2020-05-23,9.2564,9.4117,9.0925,9.2219,124497.0
2020-05-24,9.2564,9.4117,9.0925,9.2219,124497.0
2020-05-25,9.2564,9.4117,9.0925,9.2219,124497.0
2020-05-26,9.4289,9.8257,9.4203,9.6705,215480.0
2020-05-27,10.0328,10.6194,9.8689,10.559,207697.0
2020-05-28,10.4641,10.7402,9.8775,9.9034,170028.0
2020-05-29,9.6273,9.7481,9.3858,9.4289,240200.0
2020-05-30,9.6273,9.7481,9.3858,9.4289,240200.0
2020-05-31,9.6273,9.7481,9.3858,9.4289,240200.0
2020-06-01,9.3426,9.7308,9.2736,9.3858,268168.0
2020-06-02,9.6101,9.6187,9.2132,9.3081,147602.0
2020-06-03,9.5238,9.9293,9.4203,9.7653,178423.0
2020-06-04,9.6532,9.912,9.5411,9.8171,134769.0
2020-06-05,10.352,10.5935,10.1363,10.4641,198111.0
2020-06-06,10.352,10.5935,10.1363,10.4641,198111.0
2020-06-07,10.352,10.5935,10.1363,10.4641,198111.0
2020-06-08,10.7833,10.7833,10.3951,10.6625,130376.0
2020-06-09,10.3951,10.697,10.1794,10.5245,107581.0
2020-06-10,10.5245,10.5245,9.9465,9.9465,126834.0
2020-06-11,9.4203,9.5927,9.0235,9.058,206679.0
2020-06-12,9.4979,9.5324,9.0235,9.2909,147343.0
2020-06-13,9.4979,9.5324,9.0235,9.2909,147343.0
2020-06-14,9.4979,9.5324,9.0235,9.2909,147343.0
2020-06-15,8.9286,9.4375,8.8941,9.3254,101352.0
2020-06-16,9.7136,9.8344,9.3858,9.5583,106835.0
2020-06-17,9.5583,9.7222,9.3168,9.334,185197.0
2020-06-18,9.2305,9.6446,9.127,9.5324,188198.0
2020-06-19,9.6705,9.6705,9.0752,9.1831,370382.0
2020-06-20,9.6705,9.6705,9.0752,9.1831,370382.0
2020-06-21,9.6705,9.6705,9.0752,9.1831,370382.0
2020-06-22,9.196,9.4893,8.989,9.3858,178357.0
2020-06-23,9.4807,9.6532,9.2909,9.3081,183572.0
2020-06-24,9.1442,9.2564,8.9717,9.0407,195685.0
2020-06-25,8.9803,9.4634,8.9803,9.4548,226039.0
2020-06-26,9.2823,9.4462,8.989,9.3513,1146377.0
2020-06-27,9.2823,9.4462,8.989,9.3513,1146377.0
2020-06-28,9.2823,9.4462,8.989,9.3513,1146377.0
2020-06-29,9.4807,9.8085,9.3772,9.7481,206754.0
2020-06-30,9.7136,10.0414,9.7136,9.9379,174554.0
2020-07-01,9.9034,10.0716,9.1874,9.2564,233770.0
2020-07-02,9.4893,9.6101,9.0321,9.0838,171521.0
2020-07-03,9.4893,9.6101,9.0321,9.0838,171521.0
2020-07-04,9.4893,9.6101,9.0321,9.0838,171521.0
2020-07-05,9.4893,9.6101,9.0321,9.0838,171521.0
2020-07-06,9.2995,9.3599,9.0407,9.1615,147412.0
2020-07-07,9.058,9.058,8.7388,8.8164,162337.0
2020-07-08,8.7905,8.9027,8.5749,8.7862,161645.0
2020-07-09,8.7733,8.7733,8.4196,8.4714,133314.0
2020-07-10,8.48,8.9372,8.48,8.9243,215438.0
2020-07-11,8.48,8.9372,8.48,8.9243,215438.0
2020-07-12,8.48,8.9372,8.48,8.9243,215438.0
2020-07-13,9.0321,9.0321,8.6784,8.8941,156618.0
2020-07-14,8.8596,9.0062,8.7215,8.8423,139693.0
2020-07-15,9.0925,9.3254,9.0148,9.2478,174515.0
2020-07-16,9.1787,9.3168,9.0493,9.1787,135195.0
2020-07-17,9.1615,9.1615,8.8466,8.8682,155724.0
2020-07-18,9.1615,9.1615,8.8466,8.8682,155724.0
2020-07-19,9.1615,9.1615,8.8466,8.8682,155724.0
2020-07-20,8.9199,8.9199,8.1435,8.1953,1325758.0
2020-07-21,8.342,8.9631,8.3074,8.8941,522267.0
2020-07-22,8.7647,8.8596,8.4972,8.618,233059.0
2020-07-23,8.7388,9.1356,8.6525,9.0062,394751.0
2020-07-24,9.0752,9.1787,8.5835,8.6784,395645.0
2020-07-25,9.0752,9.1787,8.5835,8.6784,395645.0
2020-07-26,9.0752,9.1787,8.5835,8.6784,395645.0
2020-07-27,8.7388,8.8768,8.2471,8.3592,277879.0
2020-07-28,8.3678,8.6611,8.3678,8.48,242862.0
2020-07-29,8.549,8.6504,8.411,8.5231,211308.0
2020-07-30,8.3247,8.4541,8.2384,8.2471,248675.0
2020-07-31,8.2039,8.3333,8.0228,8.2902,403874.0
2020-08-01,8.2039,8.3333,8.0228,8.2902,403874.0
2020-08-02,8.2039,8.3333,8.0228,8.2902,403874.0
2020-08-03,8.3678,8.3937,8.1694,8.2126,258893.0
2020-08-04,8.2649,8.2911,8.0904,8.2518,282019.0
2020-08-05,8.2911,8.5704,8.1602,8.5267,366943.0
2020-08-06,8.4657,8.5442,8.2737,8.3609,179528.0
2020-08-07,8.2824,8.7537,8.2475,8.7449,257786.0
2020-08-08,8.2824,8.7537,8.2475,8.7449,257786.0
2020-08-09,8.2824,8.7537,8.2475,8.7449,257786.0
2020-08-10,8.806,9.0417,8.7362,8.8148,181767.0
2020-08-11,8.9718,9.1289,8.7624,8.8235,387839.0
2020-08-12,9.0155,9.0155,8.7188,8.8758,468662.0
2020-08-13,8.8235,9.0242,8.5006,8.518,182285.0
2020-08-14,8.4657,8.7275,8.3697,8.5617,273291.0
2020-08-15,8.4657,8.7275,8.3697,8.5617,273291.0
2020-08-16,8.4657,8.7275,8.3697,8.5617,273291.0
2020-08-17,8.5529,8.6664,8.3871,8.5791,295956.0
2020-08-18,8.5878,8.5922,8.3347,8.3522,201013.0
2020-08-19,8.4395,8.6489,8.2649,8.326,248686.0
2020-08-20,8.2911,8.4395,8.2126,8.3871,368921.0
2020-08-21,8.4046,8.5093,8.3522,8.4046,1730210.0
2020-08-22,8.4046,8.5093,8.3522,8.4046,1730210.0
2020-08-23,8.4046,8.5093,8.3522,8.4046,1730210.0
2020-08-24,8.4831,8.5704,8.3697,8.5442,269073.0
2020-08-25,8.6751,8.7188,8.3426,8.4831,354461.0
2020-08-26,8.4482,8.4744,8.2998,8.3173,152885.0
2020-08-27,8.3697,8.5966,8.3697,8.518,193607.0
2020-08-28,8.614,8.662,8.3086,8.5006,320433.0
2020-08-29,8.614,8.662,8.3086,8.5006,320433.0
2020-08-30,8.614,8.662,8.3086,8.5006,320433.0
2020-08-31,8.4657,8.5442,8.3784,8.4307,269384.0
2020-09-01,8.3784,8.5704,8.3784,8.4744,222282.0
2020-09-02,8.4307,8.6926,8.4307,8.5355,197634.0
2020-09-03,8.5878,8.8409,8.4744,8.518,169777.0
2020-09-04,8.7188,8.7973,8.4788,8.5704,171660.0
2020-09-05,8.7188,8.7973,8.4788,8.5704,171660.0
2020-09-06,8.7188,8.7973,8.4788,8.5704,171660.0
2020-09-07,8.7188,8.7973,8.4788,8.5704,171660.0
2020-09-08,8.4831,8.7449,8.4831,8.5922,292685.0
2020-09-09,8.6664,8.7275,8.4918,8.5093,251248.0
2020-09-10,8.5355,8.5791,8.3958,8.518,240492.0
2020-09-11,8.5878,8.614,8.4482,8.5617,251663.0
2020-09-12,8.5878,8.614,8.4482,8.5617,251663.0
2020-09-13,8.5878,8.614,8.4482,8.5617,251663.0
2020-09-14,8.6053,8.902,8.5791,8.8322,272201.0
2020-09-15,8.902,8.9457,8.5529,8.566,142335.0
2020-09-16,8.5791,8.6869,8.4918,8.6009,223656.0
2020-09-17,8.5617,8.6751,8.5093,8.5922,240645.0
2020-09-18,8.7013,8.71,8.5355,8.5878,1156434.0
2020-09-19,8.7013,8.71,8.5355,8.5878,1156434.0
2020-09-20,8.7013,8.71,8.5355,8.5878,1156434.0
2020-09-21,8.4307,8.5006,8.0075,8.0729,352641.0
2020-09-22,8.1253,8.1864,7.7631,7.8242,271487.0
2020-09-23,7.8373,8.0555,7.654,7.654,194819.0
2020-09-24,7.6976,7.9551,7.6278,7.7675,180636.0
2020-09-25,7.6802,7.8285,7.6104,7.7762,123903.0
2020-09-26,7.6802,7.8285,7.6104,7.7762,123903.0
2020-09-27,7.6802,7.8285,7.6104,7.7762,123903.0
2020-09-28,7.9158,8.0991,7.9071,8.0206,141374.0
2020-09-29,7.9856,8.0118,7.7675,7.942,104982.0
2020-09-30,7.9682,8.0991,7.8285,7.9595,292796.0
2020-10-01,8.4133,8.487,8.1166,8.2475,222657.0
2020-10-02,8.1427,8.5529,8.1427,8.5267,140566.0
2020-10-03,8.1427,8.5529,8.1427,8.5267,140566.0
2020-10-04,8.1427,8.5529,8.1427,8.5267,140566.0
2020-10-05,8.71,8.7537,8.5704,8.7362,197367.0
2020-10-06,8.8671,9.0853,8.7275,8.7711,209315.0
2020-10-07,8.902,9.0417,8.8148,8.9369,167235.0
2020-10-08,9.0242,9.0853,8.9195,9.0155,125736.0
2020-10-09,9.0329,9.1202,8.9282,8.9806,106020.0
2020-10-10,9.0329,9.1202,8.9282,8.9806,106020.0
2020-10-11,9.0329,9.1202,8.9282,8.9806,106020.0
2020-10-12,8.9631,9.1988,8.9457,9.19,112420.0
2020-10-13,9.1377,9.1377,8.8409,8.8846,95028.0
2020-10-14,8.8148,8.9369,8.7537,8.7624,75548.0
2020-10-15,8.7537,9.0068,8.7275,8.998,107626.0
2020-10-16,8.9282,9.0417,8.8235,8.9806,109061.0
2020-10-17,8.9282,9.0417,8.8235,8.9806,109061.0
2020-10-18,8.9282,9.0417,8.8235,8.9806,109061.0
2020-10-19,9.0242,9.1377,8.9544,8.9718,81562.0
2020-10-20,9.0329,9.2686,8.9893,9.1639,145356.0
2020-10-21,9.1377,9.3035,9.0242,9.2468,85672.0
2020-10-22,9.3035,9.5217,9.1944,9.5042,130765.0
2020-10-23,9.5391,9.6439,9.2773,9.3035,243918.0
2020-10-24,9.5391,9.6439,9.2773,9.3035,243918.0
2020-10-25,9.5391,9.6439,9.2773,9.3035,243918.0
2020-10-26,9.2162,9.2511,8.9937,9.1726,156328.0
2020-10-27,9.1551,9.286,8.9718,9.0329,92441.0
2020-10-28,8.8409,8.9631,8.6315,8.6402,207012.0
2020-10-29,8.6751,8.806,8.518,8.7624,182235.0
2020-10-30,8.7449,9.0504,8.6402,8.8671,218942.0
2020-10-31,8.7449,9.0504,8.6402,8.8671,218942.0
2020-11-01,8.7449,9.0504,8.6402,8.8671,218942.0
2020-11-02,8.9806,9.0329,8.8409,8.9718,161160.0
2020-11-03,9.1202,9.2249,8.998,9.0155,202444.0
2020-11-04,8.806,8.8758,8.5529,8.614,179084.0
2020-11-05,8.6315,8.9108,8.6315,8.902,158765.0
2020-11-06,9.0068,9.0591,8.7886,8.8148,139598.0
2020-11-07,9.0068,9.0591,8.7886,8.8148,139598.0
2020-11-08,9.0068,9.0591,8.7886,8.8148,139598.0
2020-11-09,9.2648,10.0412,9.2648,9.803,300181.0
2020-11-10,9.9265,10.2177,9.8736,10.103,195544.0
2020-11-11,10.1118,10.1118,9.6442,9.7589,118439.0
2020-11-12,9.5912,9.6001,9.3353,9.4765,145884.0
2020-11-13,9.5912,9.8736,9.5736,9.7942,157426.0
2020-11-14,9.5912,9.8736,9.5736,9.7942,157426.0
2020-11-15,9.5912,9.8736,9.5736,9.7942,157426.0
2020-11-16,10.3501,10.3501,9.9795,10.1559,131669.0
2020-11-17,9.9883,10.1648,9.8648,10.1383,229979.0
2020-11-18,10.1912,10.2618,9.9706,9.9795,168299.0
2020-11-19,9.9353,9.9883,9.7589,9.9442,102684.0
2020-11-20,9.8295,9.9618,9.803,9.953,125871.0
2020-11-21,9.8295,9.9618,9.803,9.953,125871.0
2020-11-22,9.8295,9.9618,9.803,9.953,125871.0
2020-11-23,10.0942,10.1206,9.8295,10.0412,151907.0
2020-11-24,10.1559,10.5354,10.0501,10.4648,141856.0
2020-11-25,10.4383,10.4471,10.2574,10.3677,93876.0
2020-11-26,10.4383,10.4471,10.2574,10.3677,93876.0
2020-11-27,10.3412,10.3412,10.0765,10.1471,61191.0
2020-11-28,10.3412,10.3412,10.0765,10.1471,61191.0
2020-11-29,10.3412,10.3412,10.0765,10.1471,61191.0
2020-11-30,10.1736,10.1736,9.7677,9.8206,382257.0
2020-12-01,9.9618,10.1824,9.9133,10.0324,146116.0
2020-12-02,9.9618,10.2001,9.9618,10.1295,97195.0
2020-12-03,10.1471,10.1736,10.0236,10.0942,115658.0
2020-12-04,10.1824,10.3589,9.9795,10.3412,153875.0
2020-12-05,10.1824,10.3589,9.9795,10.3412,153875.0
2020-12-06,10.1824,10.3589,9.9795,10.3412,153875.0
2020-12-07,10.2706,10.403,10.1648,10.3765,115428.0
2020-12-08,10.2883,10.4118,10.253,10.3942,152953.0
2020-12-09,10.4824,10.5795,10.3324,10.3412,170761.0
2020-12-10,10.2795,10.4295,10.2618,10.4206,67853.0
2020-12-11,10.2883,10.4559,10.2883,10.3854,129775.0
2020-12-12,10.2883,10.4559,10.2883,10.3854,129775.0
2020-12-13,10.2883,10.4559,10.2883,10.3854,129775.0
2020-12-14,10.5177,10.6942,10.4648,10.6148,220794.0
2020-12-15,10.6236,10.7736,10.5177,10.6765,217160.0
2020-12-16,10.8001,10.9501,10.7206,10.8618,199460.0
2020-12-17,10.8177,10.8265,10.5883,10.7824,202898.0
2020-12-18,11.3648,11.3736,10.7471,10.8089,1254229.0
2020-12-19,11.3648,11.3736,10.7471,10.8089,1254229.0
2020-12-20,11.3648,11.3736,10.7471,10.8089,1254229.0
2020-12-21,11.0912,11.0912,10.5706,10.7206,214481.0
2020-12-22,10.7118,10.8265,10.5354,10.6236,155033.0
2020-12-23,10.6589,10.8354,10.6324,10.8001,88487.0
2020-12-24,11.0471,11.0471,10.6501,10.7736,47478.0
2020-12-25,11.0471,11.0471,10.6501,10.7736,47478.0
2020-12-26,11.0471,11.0471,10.6501,10.7736,47478.0
2020-12-27,11.0471,11.0471,10.6501,10.7736,47478.0
2020-12-28,10.8706,11.0383,10.7736,10.8795,184101.0
2020-12-29,10.9236,10.9236,10.6324,10.7471,137783.0
2020-12-30,10.6677,10.8618,10.6677,10.7824,114220.0
2020-12-31,11.4795,11.4795,10.7206,10.8795,278963.0
2021-01-01,11.4795,11.4795,10.7206,10.8795,278963.0
2021-01-02,11.4795,11.4795,10.7206,10.8795,278963.0
2021-01-03,11.4795,11.4795,10.7206,10.8795,278963.0
2021-01-04,10.9148,10.9942,10.5706,10.7824,188753.0
2021-01-05,10.5883,11.0648,10.5883,10.9236,176821.0
2021-01-06,11.1971,11.8765,11.0736,11.7442,313208.0
2021-01-07,11.903,11.9118,11.7795,11.8324,127847.0
2021-01-08,11.8501,11.8501,11.3295,11.5059,143279.0
2021-01-09,11.8501,11.8501,11.3295,11.5059,143279.0
2021-01-10,11.8501,11.8501,11.3295,11.5059,143279.0
2021-01-11,11.603,11.603,11.3736,11.5942,107826.0
2021-01-12,11.6736,11.8236,11.5589,11.7795,122552.0
2021-01-13,11.753,11.753,11.4883,11.6207,122203.0
2021-01-14,11.6824,11.9559,11.6654,11.8148,107974.0
2021-01-15,11.6383,11.753,11.603,11.6648,88308.0
2021-01-16,11.6383,11.753,11.603,11.6648,88308.0
2021-01-17,11.6383,11.753,11.603,11.6648,88308.0
2021-01-18,11.6383,11.753,11.603,11.6648,88308.0
2021-01-19,11.7265,11.7883,11.6295,11.7707,117535.0
2021-01-20,11.7442,11.7795,11.5942,11.7442,103839.0
2021-01-21,11.7354,11.7354,11.453,11.4971,135578.0
2021-01-22,11.3471,11.5942,11.1442,11.5589,103222.0
2021-01-23,11.3471,11.5942,11.1442,11.5589,103222.0
2021-01-24,11.3471,11.5942,11.1442,11.5589,103222.0
2021-01-25,11.4265,11.6074,11.2148,11.5677,121644.0
2021-01-26,11.6471,11.6471,11.3118,11.3383,111551.0
2021-01-27,11.1001,11.1795,10.8618,10.9412,191663.0
2021-01-28,11.1177,11.2765,10.8706,11.0383,206773.0
2021-01-29,11.0206,11.2071,10.8883,10.9059,321545.0
2021-01-30,11.0206,11.2071,10.8883,10.9059,321545.0
2021-01-31,11.0206,11.2071,10.8883,10.9059,321545.0
2021-02-01,11.1089,11.2148,10.8883,11.1001,157905.0
2021-02-02,11.1883,11.4001,11.0559,11.3251,88075.0
2021-02-03,11.2677,11.4001,11.1971,11.3912,107343.0
2021-02-04,11.3912,11.7001,11.3912,11.6736,129683.0
2021-02-05,11.7971,11.8501,11.5854,11.6648,119161.0
2021-02-06,11.7971,11.8501,11.5854,11.6648,119161.0
2021-02-07,11.7971,11.8501,11.5854,11.6648,119161.0
2021-02-08,11.753,12.0618,11.7089,12.0442,93946.0
2021-02-09,12.0353,12.2755,12.0175,12.1954,115789.0
2021-02-10,12.1865,12.2933,11.9819,12.0086,94009.0
2021-02-11,11.9908,12.1065,11.7862,11.9997,130308.0
2021-02-12,11.9197,12.062,11.8663,12.0442,134371.0
2021-02-13,11.9197,12.062,11.8663,12.0442,134371.0
2021-02-14,11.9197,12.062,11.8663,12.0442,134371.0
2021-02-15,11.9197,12.062,11.8663,12.0442,134371.0
2021-02-16,12.142,12.1598,11.9819,11.9997,138692.0
2021-02-17,11.9374,12.4534,11.9374,11.9552,68027.0
2021-02-18,12.0531,12.0531,11.7951,11.8218,76608.0
2021-02-19,11.8485,12.0798,11.804,12.0442,98663.0
2021-02-20,11.8485,12.0798,11.804,12.0442,98663.0
2021-02-21,11.8485,12.0798,11.804,12.0442,98663.0
2021-02-22,11.9819,12.2755,11.8574,12.2443,104979.0
2021-02-23,12.2844,12.7558,12.0976,12.3288,174499.0
2021-02-24,12.4445,12.7024,12.4356,12.5779,158765.0
2021-02-25,12.4801,12.6179,12.3288,12.3377,143570.0
2021-02-26,12.2577,12.7469,12.0531,12.1776,165086.0
2021-02-27,12.2577,12.7469,12.0531,12.1776,165086.0
2021-02-28,12.2577,12.7469,12.0531,12.1776,165086.0
2021-03-01,12.4,12.5067,12.1598,12.4534,103044.0
2021-03-02,12.311,12.4978,12.2577,12.3377,145641.0
2021-03-03,12.3822,12.9871,12.3822,12.6135,178876.0
2021-03-04,12.6402,12.9871,12.4356,12.8181,182050.0
2021-03-05,13.0405,13.1828,12.8448,13.1739,227060.0
2021-03-06,13.0405,13.1828,12.8448,13.1739,227060.0
2021-03-07,13.0405,13.1828,12.8448,13.1739,227060.0
2021-03-08,13.3251,13.7699,13.3251,13.672,196937.0
2021-03-09,13.6364,13.9122,13.2895,13.7343,220090.0
2021-03-10,13.7788,14.1346,13.5831,14.0189,251796.0
2021-03-11,14.0634,14.0723,13.8588,14.01,161647.0
2021-03-12,14.1524,14.518,13.3607,14.4014,240560.0
