,FBK US Equity,FBK US Equity,FBK US Equity,FBK US Equity,FBK US Equity
2020-11-16,31.4247,31.969,31.0332,31.6826,164095.0
2020-11-17,31.2815,31.9117,30.6514,31.8544,127464.0
2020-11-18,32.0836,32.456,31.2004,31.2338,172287.0
2020-11-19,31.0714,31.3102,30.5272,31.2242,91952.0
2020-11-20,30.7659,31.0046,30.298,30.8709,160203.0
2020-11-21,30.7659,31.0046,30.298,30.8709,160203.0
2020-11-22,30.7659,31.0046,30.298,30.8709,160203.0
2020-11-23,31.4247,31.5584,31.1765,31.4438,127369.0
2020-11-24,32.0836,33.344,32.0359,32.857,137399.0
2020-11-25,32.4751,32.647,31.3293,32.2841,99688.0
2020-11-26,32.4751,32.647,31.3293,32.2841,99688.0
2020-11-27,32.0932,32.1982,31.4726,31.8544,49666.0
2020-11-28,32.0932,32.1982,31.4726,31.8544,49666.0
2020-11-29,32.0932,32.1982,31.4726,31.8544,49666.0
2020-11-30,31.5298,31.6921,30.4699,30.4794,168809.0
2020-12-01,31.3484,31.5584,30.5845,31.3866,162178.0
2020-12-02,31.4152,31.7303,30.976,31.6062,135140.0
2020-12-03,31.5966,31.9117,31.3675,31.4725,103218.0
2020-12-04,31.9786,32.5419,31.4916,32.4942,125687.0
2020-12-05,31.9786,32.5419,31.4916,32.4942,125687.0
2020-12-06,31.9786,32.5419,31.4916,32.4942,125687.0
2020-12-07,32.2746,32.5754,31.8831,32.2746,73277.0
2020-12-08,31.7971,32.5515,31.7971,32.4274,113706.0
2020-12-09,32.5897,32.9266,32.2841,32.6852,86694.0
2020-12-10,32.3032,32.9239,32.1695,32.7616,103461.0
2020-12-11,32.2268,32.857,32.1218,32.3319,92220.0
2020-12-12,32.2268,32.857,32.1218,32.3319,92220.0
2020-12-13,32.2268,32.857,32.1218,32.3319,92220.0
2020-12-14,32.9048,33.43,32.4942,32.5037,162386.0
2020-12-15,32.8761,33.4204,32.2937,33.2199,150082.0
2020-12-16,33.2008,33.3011,32.6184,32.9812,161222.0
2020-12-17,33.048,33.1913,32.5123,33.134,143529.0
2020-12-18,33.3249,33.9728,32.9525,33.0289,565519.0
2020-12-19,33.3249,33.9728,32.9525,33.0289,565519.0
2020-12-20,33.3249,33.9728,32.9525,33.0289,565519.0
2020-12-21,32.7807,33.535,32.3987,32.7807,124955.0
2020-12-22,32.7711,33.1244,32.3605,32.4751,89228.0
2020-12-23,32.838,33.4395,32.6995,33.3058,109021.0
2020-12-24,33.2772,33.2867,32.9621,33.1053,31270.0
2020-12-25,33.2772,33.2867,32.9621,33.1053,31270.0
2020-12-26,33.2772,33.2867,32.9621,33.1053,31270.0
2020-12-27,33.2772,33.2867,32.9621,33.1053,31270.0
2020-12-28,33.4204,33.8979,33.3631,33.4777,160782.0
2020-12-29,33.6496,33.6496,32.5801,32.8952,87904.0
2020-12-30,33.0576,33.4204,33.0003,33.3345,101572.0
2020-12-31,33.2581,33.43,33.0988,33.1626,99765.0
2021-01-01,33.2581,33.43,33.0988,33.1626,99765.0
2021-01-02,33.2581,33.43,33.0988,33.1626,99765.0
2021-01-03,33.2581,33.43,33.0988,33.1626,99765.0
2021-01-04,33.5637,33.6114,32.1409,32.8666,223949.0
2021-01-05,32.7425,33.4204,32.7425,33.1244,131428.0
2021-01-06,33.4204,35.3588,33.3918,35.0914,326883.0
2021-01-07,35.7312,35.7789,35.3265,35.693,156020.0
2021-01-08,35.8076,35.9969,34.7477,35.3015,123368.0
2021-01-09,35.8076,35.9969,34.7477,35.3015,123368.0
2021-01-10,35.8076,35.9969,34.7477,35.3015,123368.0
2021-01-11,34.7381,35.7599,34.7381,35.7217,79984.0
2021-01-12,35.7217,36.3805,35.5307,35.8649,110728.0
2021-01-13,35.6835,35.7885,34.7859,35.4447,77419.0
2021-01-14,35.7789,36.2564,35.693,35.9413,134415.0
2021-01-15,35.0055,35.6166,34.9387,35.1774,172147.0
2021-01-16,35.0055,35.6166,34.9387,35.1774,172147.0
2021-01-17,35.0055,35.6166,34.9387,35.1774,172147.0
2021-01-18,35.0055,35.6166,34.9387,35.1774,172147.0
2021-01-19,35.6548,35.7503,34.9196,35.5307,183471.0
2021-01-20,35.3397,35.5498,34.8145,35.0532,123049.0
2021-01-21,35.0532,35.0532,34.0745,34.6236,207201.0
2021-01-22,34.127,35.693,34.0888,35.6739,141715.0
2021-01-23,34.127,35.693,34.0888,35.6739,141715.0
2021-01-24,34.127,35.693,34.0888,35.6739,141715.0
2021-01-25,35.4447,35.8267,34.423,35.502,171131.0
2021-01-26,35.6071,36.075,34.7859,35.3779,196550.0
2021-01-27,34.7668,36.0368,34.7381,35.3875,199205.0
2021-01-28,35.4352,36.3566,35.2729,35.7694,265843.0
2021-01-29,35.7217,36.285,35.5307,35.6739,193230.0
2021-01-30,35.7217,36.285,35.5307,35.6739,193230.0
2021-01-31,35.7217,36.285,35.5307,35.6739,193230.0
2021-02-01,35.9604,35.9604,34.8432,35.502,116314.0
2021-02-02,35.9413,36.3853,34.9196,36.0272,116756.0
2021-02-03,35.9604,36.285,35.5689,36.0559,90843.0
2021-02-04,36.075,36.9821,36.075,36.9343,101745.0
2021-02-05,37.1067,37.2408,36.4843,36.9056,76267.0
2021-02-06,37.1067,37.2408,36.4843,36.9056,76267.0
2021-02-07,37.1067,37.2408,36.4843,36.9056,76267.0
2021-02-08,36.9439,37.5376,36.9439,37.3461,138007.0
2021-02-09,37.2982,37.643,37.0588,37.3174,142057.0
2021-02-10,37.5376,37.6142,37.0397,37.2025,125554.0
2021-02-11,37.2887,37.4419,36.4843,36.8577,149092.0
2021-02-12,36.9918,37.2695,36.7716,36.9727,73072.0
2021-02-13,36.9918,37.2695,36.7716,36.9727,73072.0
2021-02-14,36.9918,37.2695,36.7716,36.9727,73072.0
2021-02-15,36.9918,37.2695,36.7716,36.9727,73072.0
2021-02-16,37.3461,37.7291,37.2599,37.4419,84326.0
2021-02-17,37.1737,37.9877,37.1737,37.7004,105282.0
2021-02-18,37.5759,37.8249,37.2599,37.461,169059.0
2021-02-19,37.8153,39.0985,37.3701,38.7921,313997.0
2021-02-20,37.8153,39.0985,37.3701,38.7921,313997.0
2021-02-21,37.8153,39.0985,37.3701,38.7921,313997.0
2021-02-22,38.3612,39.7592,38.3612,39.3666,219508.0
2021-02-23,39.5773,40.4391,39.5773,40.1519,121786.0
2021-02-24,40.4583,42.3543,40.3146,42.2298,272124.0
2021-02-25,42.5554,42.9385,41.0759,41.368,253636.0
2021-02-26,41.435,41.5595,40.2955,40.6115,217974.0
2021-02-27,41.435,41.5595,40.2955,40.6115,217974.0
2021-02-28,41.435,41.5595,40.2955,40.6115,217974.0
2021-03-01,41.3105,42.1437,40.5828,41.9809,122721.0
2021-03-02,41.7893,41.9234,41.052,41.0807,110042.0
2021-03-03,41.1765,43.695,41.1765,43.2353,324102.0
2021-03-04,43.1491,44.2121,42.3639,43.1587,280507.0
2021-03-05,43.9631,44.0684,42.814,43.264,199672.0
2021-03-06,43.9631,44.0684,42.814,43.264,199672.0
2021-03-07,43.9631,44.0684,42.814,43.264,199672.0
2021-03-08,43.9822,45.1888,43.2832,45.0356,160019.0
2021-03-09,44.6238,44.8153,43.6997,44.1929,225773.0
2021-03-10,44.1737,45.9644,44.1737,45.591,150314.0
2021-03-11,45.4761,46.0315,45.3037,45.8687,109079.0
2021-03-12,45.8687,47.5157,45.8687,46.9603,149348.0
2021-03-13,45.8687,47.5157,45.8687,46.9603,149348.0
2021-03-14,45.8687,47.5157,45.8687,46.9603,149348.0
