,FBK US Equity,FBK US Equity,FBK US Equity,FBK US Equity,FBK US Equity
2022-05-29,40.5244,41.3401,40.5244,41.2527,94785.0
2022-05-30,40.5244,41.3401,40.5244,41.2527,94785.0
2022-05-31,40.7089,40.9128,40.2039,40.806,244208.0
2022-06-01,40.9808,41.2527,40.2573,40.9322,148451.0
2022-06-02,41.0099,42.0587,40.6021,41.9325,126437.0
2022-06-03,41.7771,42.0296,41.476,41.7285,130577.0
2022-06-04,41.7771,42.0296,41.476,41.7285,130577.0
2022-06-05,41.7771,42.0296,41.476,41.7285,130577.0
2022-06-06,41.9519,42.185,41.175,41.5829,152660.0
2022-06-07,41.311,42.2821,41.2333,42.2821,142199.0
2022-06-08,41.748,41.9033,41.3304,41.544,114953.0
2022-06-09,41.311,41.3886,40.2525,40.4175,109682.0
2022-06-10,39.563,39.8155,38.6987,38.9609,124205.0
2022-06-11,39.563,39.8155,38.6987,38.9609,124205.0
2022-06-12,39.563,39.8155,38.6987,38.9609,124205.0
2022-06-13,38.1743,38.6987,37.7227,37.9412,144307.0
2022-06-14,37.9412,38.5142,37.7664,38.184,115645.0
2022-06-15,38.4559,38.8104,37.5431,37.9703,229133.0
2022-06-16,37.2614,37.5333,36.0961,36.2806,141867.0
2022-06-17,36.572,37.3488,36.4894,37.1352,358534.0
2022-06-18,36.572,37.3488,36.4894,37.1352,358534.0
2022-06-19,36.572,37.3488,36.4894,37.1352,358534.0
2022-06-20,36.572,37.3488,36.4894,37.1352,358534.0
2022-06-21,38.0869,38.1937,37.3391,37.5722,118253.0
2022-06-22,37.31,38.0577,37.31,37.7761,155201.0
2022-06-23,37.5722,37.8053,36.9992,37.2032,99810.0
2022-06-24,37.378,37.9898,37.378,37.4654,622828.0
2022-06-25,37.378,37.9898,37.378,37.4654,622828.0
2022-06-26,37.378,37.9898,37.378,37.4654,622828.0
2022-06-27,37.9412,38.0577,37.4168,37.6984,208630.0
2022-06-28,38.1743,38.5433,37.5042,37.5139,92462.0
2022-06-29,37.8344,37.8344,37.1255,37.6499,112247.0
2022-06-30,37.0672,38.3102,36.8341,38.0869,169924.0
2022-07-01,37.6013,38.7181,37.5722,38.5433,138525.0
2022-07-02,37.6013,38.7181,37.5722,38.5433,138525.0
2022-07-03,37.6013,38.7181,37.5722,38.5433,138525.0
2022-07-04,37.6013,38.7181,37.5722,38.5433,138525.0
2022-07-05,37.8247,38.7375,37.3877,38.7278,182111.0
2022-07-06,38.5627,38.9803,37.9995,38.8832,119977.0
2022-07-07,39.2716,39.7183,38.9997,39.0094,83421.0
2022-07-08,39.3008,39.3127,38.7715,39.126,78016.0
2022-07-09,39.3008,39.3127,38.7715,39.126,78016.0
2022-07-10,39.3008,39.3127,38.7715,39.126,78016.0
2022-07-11,38.7278,39.1065,38.5821,38.7861,58880.0
2022-07-12,38.3297,39.2813,38.3297,38.5919,106800.0
2022-07-13,38.3297,38.3297,37.7081,37.7858,78864.0
2022-07-14,36.9992,37.31,36.6399,37.174,62549.0
2022-07-15,37.8732,38.3879,37.3246,38.3685,130619.0
2022-07-16,37.8732,38.3879,37.3246,38.3685,130619.0
2022-07-17,37.8732,38.3879,37.3246,38.3685,130619.0
2022-07-18,38.5724,39.0046,38.1451,38.485,92113.0
2022-07-19,38.4268,39.864,38.3005,39.0774,246820.0
2022-07-20,38.7278,40.0777,38.2908,39.8155,261355.0
2022-07-21,39.5824,40.1651,39.1939,40.1553,164988.0
2022-07-22,40.0874,40.1359,39.5533,40.0874,140676.0
2022-07-23,40.0874,40.1359,39.5533,40.0874,140676.0
2022-07-24,40.0874,40.1359,39.5533,40.0874,140676.0
2022-07-25,40.2525,41.0779,40.1068,40.4564,88107.0
2022-07-26,40.301,40.8545,40.2233,40.4175,88329.0
2022-07-27,40.4855,41.5003,40.4273,41.2624,98440.0
2022-07-28,41.5634,41.612,41.039,41.5829,137398.0
2022-07-29,41.544,42.117,41.3886,41.612,149535.0
2022-07-30,41.544,42.117,41.3886,41.612,149535.0
2022-07-31,41.544,42.117,41.3886,41.612,149535.0
2022-08-01,41.1362,41.7188,40.7477,41.3789,96029.0
2022-08-02,41.0488,41.4469,40.7914,40.8837,90544.0
2022-08-03,41.0585,41.4275,40.8837,41.1944,87935.0
2022-08-04,41.0099,41.3692,40.8837,41.3304,82084.0
2022-08-05,41.2524,41.8758,41.2524,41.8564,91381.0
2022-08-06,41.2524,41.8758,41.2524,41.8564,91381.0
2022-08-07,41.2524,41.8758,41.2524,41.8564,91381.0
2022-08-08,41.8564,42.0512,41.3839,41.6031,125135.0
2022-08-09,41.7005,41.8466,41.2914,41.8174,124497.0
2022-08-10,42.4116,42.7915,42.2509,42.5382,136656.0
2022-08-11,43.0935,43.2785,42.6941,42.733,119251.0
2022-08-12,43.1129,43.2103,42.5382,43.1811,245461.0
2022-08-13,43.1129,43.2103,42.5382,43.1811,245461.0
2022-08-14,43.1129,43.2103,42.5382,43.1811,245461.0
2022-08-15,43.1324,43.4149,42.5743,43.3857,108632.0
2022-08-16,42.9766,44.0773,42.9766,43.9506,124111.0
2022-08-17,43.3565,43.4782,42.6356,42.7525,247032.0
2022-08-18,42.8597,42.8792,42.1681,42.5187,127220.0
2022-08-19,42.3142,42.3142,41.5252,41.8564,401006.0
2022-08-20,42.3142,42.3142,41.5252,41.8564,401006.0
2022-08-21,42.3142,42.3142,41.5252,41.8564,401006.0
2022-08-22,41.1355,41.1355,40.1128,40.7264,148738.0
2022-08-23,40.4732,40.8725,40.0446,40.0543,82778.0
2022-08-24,39.7718,39.8985,39.314,39.8595,100099.0
2022-08-25,39.8108,40.7946,39.7183,40.7654,106411.0
2022-08-26,40.7557,40.7995,39.4796,39.616,89982.0
2022-08-27,40.7557,40.7995,39.4796,39.616,89982.0
2022-08-28,40.7557,40.7995,39.4796,39.616,89982.0
2022-08-29,39.1679,39.2069,38.6809,38.7198,79741.0
2022-08-30,38.6321,38.7685,38.2494,38.7393,93956.0
2022-08-31,38.5542,39.09,38.4471,38.5932,100891.0
2022-09-01,38.5055,38.5055,37.7555,38.4081,107735.0
2022-09-02,38.8562,39.0218,37.6581,37.9406,81503.0
2022-09-03,38.8562,39.0218,37.6581,37.9406,81503.0
2022-09-04,38.8562,39.0218,37.6581,37.9406,81503.0
2022-09-05,38.8562,39.0218,37.6581,37.9406,81503.0
2022-09-06,37.8529,37.8529,36.0606,36.119,229638.0
2022-09-07,36.2651,37.4145,36.0703,37.3171,140468.0
2022-09-08,36.908,38.0477,36.6007,37.999,102404.0
2022-09-09,38.0964,38.7003,38.0964,38.6029,84814.0
2022-09-10,38.0964,38.7003,38.0964,38.6029,84814.0
2022-09-11,38.0964,38.7003,38.0964,38.6029,84814.0
2022-09-12,38.6224,39.1679,38.3107,39.1582,127752.0
2022-09-13,39.1582,39.1582,38.1159,38.3107,157981.0
2022-09-14,38.2523,38.827,37.8334,38.7977,133160.0
2022-09-15,38.7101,39.616,38.7101,38.9731,104669.0
2022-09-16,38.6614,38.8464,37.9893,38.7198,424458.0
2022-09-17,38.6614,38.8464,37.9893,38.7198,424458.0
2022-09-18,38.6614,38.8464,37.9893,38.7198,424458.0
2022-09-19,38.6224,39.8985,38.6224,39.8595,127218.0
2022-09-20,39.4114,39.9569,39.4114,39.8303,83209.0
2022-09-21,40.2978,40.6631,39.4699,39.5283,93269.0
2022-09-22,39.5965,39.5965,38.5055,38.8952,76886.0
2022-09-23,38.7588,38.7588,38.0185,38.4763,107517.0
2022-09-24,38.7588,38.7588,38.0185,38.4763,107517.0
2022-09-25,38.7588,38.7588,38.0185,38.4763,107517.0
2022-09-26,38.486,38.7685,37.9308,38.038,162308.0
2022-09-27,38.0477,38.2961,37.1564,37.3658,130174.0
2022-09-28,37.7068,38.5055,37.4925,38.2328,145308.0
2022-09-29,37.9698,37.9698,37.2977,37.736,105019.0
2022-09-30,37.6094,38.301,37.1613,37.2197,153833.0
2022-10-01,37.6094,38.301,37.1613,37.2197,153833.0
2022-10-02,37.6094,38.301,37.1613,37.2197,153833.0
2022-10-03,37.6094,37.8772,36.7132,37.5704,216592.0
2022-10-04,38.1451,38.7393,37.9016,38.486,297969.0
2022-10-05,37.8918,38.4958,37.8918,38.223,145988.0
2022-10-06,37.9211,38.301,37.7555,38.2425,97478.0
2022-10-07,38.301,38.301,37.2782,37.7068,143408.0
2022-10-08,38.301,38.301,37.2782,37.7068,143408.0
2022-10-09,38.301,38.301,37.2782,37.7068,143408.0
2022-10-10,38.1256,38.5445,37.9259,38.2912,115254.0
2022-10-11,38.3594,39.0023,38.1841,38.4763,177326.0
2022-10-12,38.4958,38.9341,38.0964,38.3594,85333.0
2022-10-13,37.7457,40.97,37.6775,40.9115,211238.0
2022-10-14,41.3693,41.7103,40.5316,40.6095,112636.0
2022-10-15,41.3693,41.7103,40.5316,40.6095,112636.0
2022-10-16,41.3693,41.7103,40.5316,40.6095,112636.0
2022-10-17,41.1355,41.6518,40.9797,41.4765,153465.0
2022-10-18,40.103,40.9115,38.525,39.0802,381506.0
2022-10-19,37.0736,37.7944,35.1547,37.1515,427400.0
2022-10-20,37.0931,37.4145,35.7976,36.4405,285190.0
2022-10-21,36.8301,36.9762,36.0703,36.3528,156730.0
2022-10-22,36.8301,36.9762,36.0703,36.3528,156730.0
2022-10-23,36.8301,36.9762,36.0703,36.3528,156730.0
2022-10-24,36.8204,36.947,36.2749,36.5281,122513.0
2022-10-25,36.9859,38.9146,36.7337,38.7977,342099.0
2022-10-26,39.2458,39.4017,38.5153,39.0023,168519.0
2022-10-27,39.5673,40.7362,39.1289,39.4017,188941.0
2022-10-28,39.7523,40.7069,39.314,40.4732,122517.0
2022-10-29,39.7523,40.7069,39.314,40.4732,122517.0
2022-10-30,39.7523,40.7069,39.314,40.4732,122517.0
2022-10-31,40.4147,41.2037,40.2296,40.8725,165540.0
2022-11-01,41.0576,41.3791,40.7946,41.0187,153015.0
2022-11-02,41.0381,41.1453,39.7036,39.9374,149411.0
2022-11-03,39.6842,39.8011,39.1971,39.4991,93508.0
2022-11-04,39.879,40.9992,39.6355,40.9212,80649.0
2022-11-05,39.879,40.9992,39.6355,40.9212,80649.0
2022-11-06,39.879,40.9992,39.6355,40.9212,80649.0
2022-11-07,41.5057,41.5252,40.7508,41.0381,71385.0
2022-11-08,41.0479,41.302,40.32,40.6375,85354.0
2022-11-09,40.3346,40.872,40.2076,40.403,114884.0
2022-11-10,41.5267,42.4452,41.4339,42.2888,150803.0
2022-11-11,42.4647,43.0998,41.6244,41.7905,137539.0
2022-11-12,42.4647,43.0998,41.6244,41.7905,137539.0
2022-11-13,42.4647,43.0998,41.6244,41.7905,137539.0
2022-11-14,41.5853,42.3475,41.1106,42.0348,244601.0
2022-11-15,42.3572,43.0314,42.0348,42.367,182189.0
2022-11-16,42.0348,42.1374,41.3069,41.429,132534.0
2022-11-17,41.0772,41.0772,40.3981,40.6669,86592.0
2022-11-18,41.4778,41.5853,40.7646,41.1359,109104.0
2022-11-19,41.4778,41.5853,40.7646,41.1359,109104.0
2022-11-20,41.4778,41.5853,40.7646,41.1359,109104.0
2022-11-21,40.9698,41.8003,40.9698,41.8003,68950.0
2022-11-22,41.7807,42.0152,41.2433,41.898,119842.0
2022-11-23,41.7221,42.0152,41.6342,41.8687,93236.0
2022-11-24,41.7221,42.0152,41.6342,41.8687,93236.0
2022-11-25,42.0152,42.367,41.8149,42.3084,64083.0
2022-11-26,42.0152,42.367,41.8149,42.3084,64083.0
2022-11-27,42.0152,42.367,41.8149,42.3084,64083.0
2022-11-28,42.2498,42.3133,40.6669,40.9209,95956.0
2022-11-29,40.7548,41.3948,40.6033,41.0577,62113.0
2022-11-30,41.3508,41.8687,40.237,41.8296,150647.0
2022-12-01,42.2107,42.2888,41.3801,41.9273,93798.0
2022-12-02,41.5267,42.1032,41.4485,41.8101,69303.0
2022-12-03,41.5267,42.1032,41.4485,41.8101,69303.0
2022-12-04,41.5267,42.1032,41.4485,41.8101,69303.0
2022-12-05,41.3801,41.3801,40.2076,40.403,111850.0
2022-12-06,40.149,40.6913,39.8168,40.0904,91423.0
2022-12-07,40.1588,40.4128,39.8754,39.9145,82981.0
2022-12-08,39.9145,40.364,39.6018,39.807,59129.0
2022-12-09,39.8265,39.9829,39.4259,39.9145,69728.0
2022-12-10,39.8265,39.9829,39.4259,39.9145,69728.0
2022-12-11,39.8265,39.9829,39.4259,39.9145,69728.0
2022-12-12,40.1685,40.1881,39.5144,39.8559,87138.0
2022-12-13,40.3933,40.5691,37.2665,37.4522,351751.0
2022-12-14,36.7585,37.0125,35.0192,35.4003,283405.0
2022-12-15,33.6513,35.4882,33.2451,34.1691,421473.0
2022-12-16,33.3875,34.6772,33.3875,34.0324,533877.0
2022-12-17,33.3875,34.6772,33.3875,34.0324,533877.0
2022-12-18,33.3875,34.6772,33.3875,34.0324,533877.0
2022-12-19,34.0421,34.687,34.0421,34.6675,208942.0
2022-12-20,35.0388,35.5664,34.6284,35.2635,156252.0
2022-12-21,35.4589,35.9377,35.4589,35.5859,103459.0
2022-12-22,35.5566,35.6739,34.8433,35.5664,122002.0
2022-12-23,35.5859,35.8742,35.5175,35.6348,65813.0
2022-12-24,35.5859,35.8742,35.5175,35.6348,65813.0
2022-12-25,35.5859,35.8742,35.5175,35.6348,65813.0
2022-12-26,35.5859,35.8742,35.5175,35.6348,65813.0
2022-12-27,35.8595,35.8595,35.2928,35.6348,94540.0
2022-12-28,35.6641,35.9963,34.9704,34.9801,132655.0
2022-12-29,35.4003,35.8009,35.283,35.6543,123781.0
2022-12-30,35.4785,35.7227,35.2049,35.3124,110010.0
2022-12-31,35.4785,35.7227,35.2049,35.3124,110010.0
2023-01-01,35.4785,35.7227,35.2049,35.3124,110010.0
2023-01-02,35.4785,35.7227,35.2049,35.3124,110010.0
2023-01-03,35.7227,35.9279,35.2537,35.6446,157762.0
2023-01-04,36.0061,36.1624,35.5566,35.6543,138671.0
2023-01-05,35.3612,35.6143,34.9973,35.4589,119603.0
2023-01-06,35.6641,36.5142,35.6487,36.2406,75973.0
2023-01-07,35.6641,36.5142,35.6487,36.2406,75973.0
2023-01-08,35.6641,36.5142,35.6487,36.2406,75973.0
2023-01-09,36.1429,36.1429,35.5859,35.6934,88999.0
2023-01-10,35.5664,36.6412,35.5517,35.9865,135832.0
2023-01-11,35.9963,36.4067,35.9963,36.1624,74984.0
2023-01-12,36.4458,37.0125,36.1137,36.7096,72217.0
2023-01-13,36.3383,37.0125,35.8103,36.8171,77723.0
2023-01-14,36.3383,37.0125,35.8103,36.8171,77723.0
2023-01-15,36.3383,37.0125,35.8103,36.8171,77723.0
2023-01-16,36.3383,37.0125,35.8103,36.8171,77723.0
2023-01-17,35.8498,37.0267,35.2951,36.1136,165768.0
2023-01-18,35.6739,35.8204,34.8727,34.8824,170218.0
2023-01-19,34.5698,35.3417,34.4134,35.2635,133969.0
2023-01-20,35.7227,35.9886,35.3124,35.7911,157362.0
2023-01-21,35.7227,35.9886,35.3124,35.7911,157362.0
2023-01-22,35.7227,35.9886,35.3124,35.7911,157362.0
2023-01-23,35.8204,36.094,35.5957,35.7423,101470.0
2023-01-24,35.244,35.6055,35.244,35.3221,85734.0
2023-01-25,35.0388,35.5273,34.56,35.5078,104178.0
2023-01-26,35.8498,36.6021,35.5298,36.4556,146643.0
2023-01-27,36.4751,36.6205,35.8595,35.9865,94892.0
2023-01-28,36.4751,36.6205,35.8595,35.9865,94892.0
2023-01-29,36.4751,36.6205,35.8595,35.9865,94892.0
2023-01-30,35.6153,36.0363,35.6153,35.7716,78414.0
2023-01-31,35.7911,36.7096,35.6446,36.6998,214437.0
2023-02-01,36.6705,37.2959,36.2504,36.7878,136312.0
2023-02-02,36.8659,38.0482,36.8659,38.0482,110522.0
2023-02-03,37.8137,38.5563,37.5401,38.2925,144414.0
2023-02-04,37.8137,38.5563,37.5401,38.2925,144414.0
2023-02-05,37.8137,38.5563,37.5401,38.2925,144414.0
2023-02-06,37.9001,38.165,37.3411,37.704,62481.0
2023-02-07,37.3411,38.5279,37.1939,38.3317,110701.0
2023-02-08,37.8609,38.1404,37.6059,37.9198,100581.0
2023-02-09,38.3121,38.3562,37.1351,37.243,75615.0
2023-02-10,37.0272,37.6255,36.6545,37.3411,75061.0
2023-02-11,37.0272,37.6255,36.6545,37.3411,75061.0
2023-02-12,37.0272,37.6255,36.6545,37.3411,75061.0
2023-02-13,37.5568,37.753,37.2675,37.753,78483.0
2023-02-14,37.7824,37.9786,37.0958,37.6549,110152.0
2023-02-15,37.2234,38.4102,37.0664,38.3219,75626.0
2023-02-16,37.704,38.1355,37.6059,37.6942,134770.0
2023-02-17,38.0865,38.1257,37.3018,38.0963,110475.0
2023-02-18,38.0865,38.1257,37.3018,38.0963,110475.0
2023-02-19,38.0865,38.1257,37.3018,38.0963,110475.0
2023-02-20,38.0865,38.1257,37.3018,38.0963,110475.0
2023-02-21,37.7138,37.8944,36.37,36.7722,121098.0
2023-02-22,36.8506,37.0337,36.1052,36.3798,178392.0
2023-02-23,36.6446,36.8408,36.0577,36.4485,163421.0
2023-02-24,36.0561,36.5417,35.9973,36.4583,128999.0
2023-02-25,36.0561,36.5417,35.9973,36.4583,128999.0
2023-02-26,36.0561,36.5417,35.9973,36.4583,128999.0
2023-02-27,36.7427,37.0174,36.3897,36.8114,86775.0
2023-02-28,36.8212,37.1547,36.7753,36.9683,164134.0
2023-03-01,36.8114,36.8801,36.2866,36.6348,84419.0
2023-03-02,36.37,36.37,35.2126,35.399,122490.0
2023-03-03,35.703,36.3602,35.3646,36.164,106053.0
2023-03-04,35.703,36.3602,35.3646,36.164,106053.0
2023-03-05,35.703,36.3602,35.3646,36.164,106053.0
2023-03-06,36.0267,36.2327,35.2028,35.4578,131925.0
2023-03-07,35.399,35.4676,34.9282,35.2813,137815.0
2023-03-08,35.2126,35.2813,34.4377,35.0262,94565.0
2023-03-09,34.7418,34.7418,32.0739,32.6624,161487.0
2023-03-10,31.8385,32.8586,30.7711,32.1622,224875.0
2023-03-11,31.8385,32.8586,30.7711,32.1622,224875.0
2023-03-12,31.8385,32.8586,30.7711,32.1622,224875.0
2023-03-13,30.3476,32.9861,28.8959,30.8674,345876.0
2023-03-14,32.7703,33.2901,30.9263,31.4069,234342.0
2023-03-15,30.7595,32.4466,30.1612,32.0052,249501.0
2023-03-16,31.4461,33.8002,30.7105,32.8389,209145.0
2023-03-17,32.2308,32.2308,30.3083,30.8282,696488.0
2023-03-18,32.2308,32.2308,30.3083,30.8282,696488.0
2023-03-19,32.2308,32.2308,30.3083,30.8282,696488.0
2023-03-20,31.3284,32.1996,30.5732,30.6026,173705.0
2023-03-21,31.9758,32.3681,31.5148,31.7502,223199.0
2023-03-22,31.6815,31.858,30.1318,30.2299,149911.0
2023-03-23,30.3966,30.3966,28.9548,29.3275,171882.0
2023-03-24,29.043,30.7644,28.9567,30.7203,188748.0
2023-03-25,29.043,30.7644,28.9567,30.7203,188748.0
2023-03-26,29.043,30.7644,28.9567,30.7203,188748.0
2023-03-27,31.7306,31.7306,30.4849,30.5634,168015.0
2023-03-28,30.6614,30.8282,30.1122,30.4555,87660.0
2023-03-29,30.838,30.838,29.7198,30.0141,154642.0
2023-03-30,30.5241,30.5339,29.349,29.5433,124218.0
2023-03-31,29.8081,30.5437,29.5433,30.4849,288565.0
2023-04-01,29.8081,30.5437,29.5433,30.4849,288565.0
2023-04-02,29.8081,30.5437,29.5433,30.4849,288565.0
2023-04-03,30.3378,30.887,29.5237,29.9356,195760.0
2023-04-04,30.1122,30.1122,28.788,29.455,191147.0
2023-04-05,28.9155,29.455,28.6595,29.1215,186989.0
2023-04-06,28.5624,29.2981,28.5624,28.9548,164931.0
2023-04-07,28.5624,29.2981,28.5624,28.9548,164931.0
2023-04-08,28.5624,29.2981,28.5624,28.9548,164931.0
2023-04-09,28.5624,29.2981,28.5624,28.9548,164931.0
2023-04-10,28.5624,29.3863,28.5624,29.3765,197501.0
2023-04-11,29.3471,29.7198,29.1019,29.4354,109779.0
2023-04-12,29.7198,29.7591,28.739,29.4942,162688.0
2023-04-13,29.6021,30.2103,29.1706,30.0827,133246.0
2023-04-14,30.5437,30.6418,29.2588,29.5237,228855.0
2023-04-15,30.5437,30.6418,29.2588,29.5237,228855.0
2023-04-16,30.5437,30.6418,29.2588,29.5237,228855.0
2023-04-17,29.4158,29.9258,29.097,29.8768,153222.0
2023-04-18,30.5732,30.5732,28.2976,28.582,155016.0
2023-04-19,28.5624,29.9847,28.5624,29.8866,183676.0
2023-04-20,29.7296,29.8572,29.2392,29.6316,151936.0
2023-04-21,29.5923,29.7591,29.0234,29.3471,145157.0
2023-04-22,29.5923,29.7591,29.0234,29.3471,145157.0
2023-04-23,29.5923,29.7591,29.0234,29.3471,145157.0
2023-04-24,29.6119,29.6119,28.9253,29.0921,142911.0
2023-04-25,28.5036,28.945,27.6306,27.817,187645.0
2023-04-26,27.562,28.5036,27.562,28.0818,118440.0
2023-04-27,28.4545,28.7194,28.1652,28.5232,174493.0
2023-04-28,28.4055,29.3863,28.4055,28.8665,153992.0
2023-04-29,28.4055,29.3863,28.4055,28.8665,153992.0
2023-04-30,28.4055,29.3863,28.4055,28.8665,153992.0
2023-05-01,28.7488,29.0872,28.2878,28.4545,110478.0
2023-05-02,28.533,28.533,26.4732,26.5321,176299.0
2023-05-03,26.8656,27.6797,26.1397,26.228,214597.0
2023-05-04,25.512,25.5218,23.8739,24.6096,313252.0
2023-05-05,25.5806,26.3064,25.1929,25.8062,235720.0
2023-05-06,25.5806,26.3064,25.1929,25.8062,235720.0
2023-05-07,25.5806,26.3064,25.1929,25.8062,235720.0
2023-05-08,26.4178,26.773,24.8691,24.9579,184927.0
2023-05-09,24.6816,25.1847,24.2229,24.5139,141270.0
2023-05-10,25.0861,25.5497,24.5973,25.3031,237455.0
2023-05-11,24.8296,24.9924,24.4548,24.7704,211551.0
2023-05-12,24.9677,25.0072,24.0898,24.9381,163838.0
2023-05-13,24.9677,25.0072,24.0898,24.9381,163838.0
2023-05-14,24.9677,25.0072,24.0898,24.9381,163838.0
2023-05-15,25.1058,25.6219,25.1058,25.3327,107316.0
2023-05-16,25.2341,25.7717,25.1157,25.2341,115302.0
2023-05-17,25.7174,27.5326,25.2637,27.3057,194632.0
2023-05-18,27.1972,27.6016,26.8519,27.1676,224224.0
2023-05-19,27.6509,27.6509,26.4178,26.9111,322356.0
2023-05-20,27.6509,27.6509,26.4178,26.9111,322356.0
2023-05-21,27.6509,27.6509,26.4178,26.9111,322356.0
2023-05-22,27.4438,27.8976,26.9209,27.7397,122872.0
2023-05-23,27.6707,28.8446,27.2367,28.45,142810.0
2023-05-24,28.1738,28.1738,27.7101,27.9469,105128.0
2023-05-25,27.5917,27.9469,27.2859,27.5227,108208.0
2023-05-26,27.4339,27.7693,27.0591,27.6904,84228.0
2023-05-27,27.4339,27.7693,27.0591,27.6904,84228.0
2023-05-28,27.4339,27.7693,27.0591,27.6904,84228.0
2023-05-29,27.4339,27.7693,27.0591,27.6904,84228.0
2023-05-30,27.6608,27.7003,26.9801,27.1972,143680.0
2023-05-31,27.2465,27.429,26.0726,26.2995,143300.0
2023-06-01,26.6151,27.4733,26.2452,27.0788,101441.0
2023-06-02,27.6509,29.5647,27.424,29.4759,194475.0
2023-06-03,27.6509,29.5647,27.424,29.4759,194475.0
2023-06-04,27.6509,29.5647,27.424,29.4759,194475.0
2023-06-05,29.1405,29.2392,27.4832,27.6509,170105.0
2023-06-06,28.0258,29.831,27.9271,29.3378,190377.0
2023-06-07,29.5943,31.0543,29.3773,30.6991,197012.0
2023-06-08,30.3046,30.344,29.3181,30.2059,160675.0
2023-06-09,30.2552,30.2552,29.4069,29.6338,102916.0
2023-06-10,30.2552,30.2552,29.4069,29.6338,102916.0
2023-06-11,30.2552,30.2552,29.4069,29.6338,102916.0
2023-06-12,29.8804,30.3637,29.1701,29.1701,137964.0
2023-06-13,29.3378,30.1171,29.3378,29.9593,160851.0
2023-06-14,29.8409,30.053,28.5634,28.7262,153344.0
2023-06-15,28.6966,29.4069,28.519,28.884,268863.0
2023-06-16,29.2786,29.2786,28.4105,28.8939,457889.0
2023-06-17,29.2786,29.2786,28.4105,28.8939,457889.0
2023-06-18,29.2786,29.2786,28.4105,28.8939,457889.0
2023-06-19,29.2786,29.2786,28.4105,28.8939,457889.0
2023-06-20,28.9827,29.1159,28.5486,28.9728,138470.0
2023-06-21,29.0419,29.0419,28.2921,28.6867,156935.0
2023-06-22,28.4598,28.4598,27.4832,27.8778,173328.0
2023-06-23,27.3846,28.3464,27.3846,28.1343,547159.0
2023-06-24,27.3846,28.3464,27.3846,28.1343,547159.0
2023-06-25,27.3846,28.3464,27.3846,28.1343,547159.0
2023-06-26,28.2527,28.667,27.9567,27.9863,193365.0
2023-06-27,28.1244,28.3809,27.2371,27.9567,158891.0
2023-06-28,27.8285,27.8285,27.3254,27.4438,126397.0
2023-06-29,27.9271,28.4598,27.789,27.9469,163375.0
2023-06-30,28.2132,28.2132,27.572,27.6707,141691.0
2023-07-01,28.2132,28.2132,27.572,27.6707,141691.0
2023-07-02,28.2132,28.2132,27.572,27.6707,141691.0
2023-07-03,27.503,28.4303,27.503,28.4105,81554.0
2023-07-04,27.503,28.4303,27.503,28.4105,81554.0
2023-07-05,28.1343,28.1836,27.3895,27.6312,150825.0
2023-07-06,27.2563,27.2563,26.3488,27.1084,125928.0
2023-07-07,27.2662,27.8976,27.2662,27.4536,119620.0
2023-07-08,27.2662,27.8976,27.2662,27.4536,119620.0
2023-07-09,27.2662,27.8976,27.2662,27.4536,119620.0
2023-07-10,27.2761,28.0011,27.2761,27.5424,84294.0
2023-07-11,27.789,28.1047,27.5138,27.7496,88710.0
2023-07-12,28.5585,28.7952,27.9715,28.4401,127747.0
2023-07-13,28.7163,29.1011,28.4303,28.9925,140879.0
2023-07-14,29.2293,29.2293,28.3513,28.4697,125393.0
2023-07-15,29.2293,29.2293,28.3513,28.4697,125393.0
2023-07-16,29.2293,29.2293,28.3513,28.4697,125393.0
2023-07-17,28.5289,30.1664,28.5289,29.7916,344433.0
2023-07-18,31.222,32.4255,29.8015,31.7251,521625.0
2023-07-19,32.6129,33.5501,32.1887,33.5007,340393.0
2023-07-20,33.5106,33.5106,32.4304,32.6622,249371.0
2023-07-21,33.0075,33.0075,31.7458,32.0999,220160.0
2023-07-22,33.0075,33.0075,31.7458,32.0999,220160.0
2023-07-23,33.0075,33.0075,31.7458,32.0999,220160.0
2023-07-24,31.8435,33.3034,31.8435,33.1456,260372.0
2023-07-25,33.3922,34.137,33.1308,33.7375,270519.0
2023-07-26,34.3096,35.012,34.3096,34.576,185766.0
2023-07-27,34.6549,35.4244,33.7868,34.0532,156122.0
2023-07-28,34.2801,34.6944,33.7178,34.359,115723.0
2023-07-29,34.2801,34.6944,33.7178,34.359,115723.0
2023-07-30,34.2801,34.6944,33.7178,34.359,115723.0
2023-07-31,34.2406,35.0002,34.2406,34.941,155651.0
2023-08-01,34.5168,34.9311,34.0088,34.7437,150592.0
2023-08-02,34.3195,34.9311,33.9545,34.8128,150582.0
2023-08-03,34.5661,35.0594,34.2899,34.7536,101758.0
2023-08-04,34.5661,35.2073,34.3195,34.6746,53699.0
2023-08-05,34.5661,35.2073,34.3195,34.6746,53699.0
2023-08-06,34.5661,35.2073,34.3195,34.6746,53699.0
2023-08-07,34.5365,35.0791,34.4971,34.9706,60910.0
2023-08-08,34.0729,34.3886,33.552,34.0433,133752.0
2023-08-09,33.8559,33.8756,33.2886,33.4711,262993.0
2023-08-10,33.5994,34.1814,33.4021,33.6487,82311.0
2023-08-11,33.3614,33.7874,33.3119,33.7181,73099.0
2023-08-12,33.3614,33.7874,33.3119,33.7181,73099.0
