,CVX US Equity,CVX US Equity,CVX US Equity,CVX US Equity,CVX US Equity
2020-08-16,75.4786,76.8271,75.3514,76.6235,6343029.0
2020-08-17,76.6235,77.6667,76.0893,76.9797,10473810.0
2020-08-18,76.541,76.8851,75.1215,75.3882,7981520.0
2020-08-19,75.1043,75.6205,74.158,74.3214,9120256.0
2020-08-20,73.4869,74.7516,72.8933,72.9622,7872311.0
2020-08-21,72.8417,73.203,71.8438,73.1944,9003629.0
2020-08-22,72.8417,73.203,71.8438,73.1944,9003629.0
2020-08-23,72.8417,73.203,71.8438,73.1944,9003629.0
2020-08-24,73.6418,75.1387,73.031,75.0183,8738698.0
2020-08-25,75.7151,75.7409,73.7794,74.0978,6835813.0
2020-08-26,73.7364,73.8483,72.8331,72.9363,7486490.0
2020-08-27,73.2633,73.6676,72.2395,73.0482,7438151.0
2020-08-28,73.1686,73.7536,72.5406,73.6676,7307932.0
2020-08-29,73.1686,73.7536,72.5406,73.6676,7307932.0
2020-08-30,73.1686,73.7536,72.5406,73.6676,7307932.0
2020-08-31,73.8397,73.8999,72.1535,72.2051,9437524.0
2020-09-01,71.6287,71.947,70.9318,71.4738,8997235.0
2020-09-02,71.4566,72.2309,71.1469,71.5685,10822331.0
2020-09-03,71.448,72.6869,70.2952,70.7856,16179901.0
2020-09-04,70.9404,71.9513,69.5984,70.4845,10516602.0
2020-09-05,70.9404,71.9513,69.5984,70.4845,10516602.0
2020-09-06,70.9404,71.9513,69.5984,70.4845,10516602.0
2020-09-07,70.9404,71.9513,69.5984,70.4845,10516602.0
2020-09-08,69.2543,69.3231,67.1379,67.938,14942534.0
2020-09-09,68.7983,69.7446,68.5488,68.8499,9269820.0
2020-09-10,69.3661,69.5898,67.1465,67.2325,11845876.0
2020-09-11,67.31,67.6971,66.2991,66.8368,13732414.0
2020-09-12,67.31,67.6971,66.2991,66.8368,13732414.0
2020-09-13,67.31,67.6971,66.2991,66.8368,13732414.0
2020-09-14,66.6561,67.0863,66.1743,66.4927,8182840.0
2020-09-15,66.725,67.5164,65.3485,65.684,11732009.0
2020-09-16,65.684,68.3767,65.3485,67.5853,13021736.0
2020-09-17,66.6992,67.8348,65.7012,67.7831,10515130.0
2020-09-18,67.0003,68.0928,66.6734,67.2842,14517794.0
2020-09-19,67.0003,68.0928,66.6734,67.2842,14517794.0
2020-09-20,67.0003,68.0928,66.6734,67.2842,14517794.0
2020-09-21,65.5894,65.944,64.2473,65.641,16199130.0
2020-09-22,65.5119,66.6992,64.8237,64.9786,9154966.0
2020-09-23,65.0302,65.3055,61.8126,61.8987,16649186.0
2020-09-24,61.2965,62.8278,60.6512,61.7696,15203454.0
2020-09-25,61.09,62.3546,60.8835,61.7954,11070519.0
2020-09-26,61.09,62.3546,60.8835,61.7954,11070519.0
2020-09-27,61.09,62.3546,60.8835,61.7954,11070519.0
2020-09-28,63.3526,64.3161,62.931,63.6021,12863844.0
2020-09-29,63.6623,63.7827,61.176,61.8557,10561321.0
2020-09-30,62.1568,62.7074,61.6062,61.9417,10466452.0
2020-10-01,61.5201,61.8385,60.2469,60.5824,14930676.0
2020-10-02,59.292,61.6578,59.2059,61.2448,9854802.0
2020-10-03,59.292,61.6578,59.2059,61.2448,9854802.0
2020-10-04,59.292,61.6578,59.2059,61.2448,9854802.0
2020-10-05,61.5287,62.5697,60.8319,62.5439,12049808.0
2020-10-06,63.5246,63.9376,62.1525,62.1998,15294477.0
2020-10-07,62.0879,63.5935,61.5632,63.473,15410309.0
2020-10-08,63.9978,64.9958,63.6537,64.7119,11590867.0
2020-10-09,65.2625,65.4603,63.6451,63.6623,12260866.0
2020-10-10,65.2625,65.4603,63.6451,63.6623,12260866.0
2020-10-11,65.2625,65.4603,63.6451,63.6623,12260866.0
2020-10-12,63.344,64.4796,62.9741,64.1011,9056884.0
2020-10-13,64.2989,64.2989,62.6127,63.1461,10440260.0
2020-10-14,63.0429,64.0339,62.7246,62.759,7058050.0
2020-10-15,61.7825,63.4214,61.4169,63.2407,10052931.0
2020-10-16,63.2494,63.6881,62.174,62.7074,9305957.0
2020-10-17,63.2494,63.6881,62.174,62.7074,9305957.0
2020-10-18,63.2494,63.6881,62.174,62.7074,9305957.0
2020-10-19,62.8966,63.0945,61.2448,61.3223,8357059.0
2020-10-20,61.86,62.1912,61.1158,61.6664,7753247.0
2020-10-21,61.1932,61.5846,60.8491,60.9696,9800575.0
2020-10-22,60.9782,63.2235,60.7115,63.1461,9812735.0
2020-10-23,63.6021,63.9763,61.7925,62.4321,8727161.0
2020-10-24,63.6021,63.9763,61.7925,62.4321,8727161.0
2020-10-25,63.6021,63.9763,61.7925,62.4321,8727161.0
2020-10-26,61.7094,61.847,60.4276,61.0298,9710860.0
2020-10-27,60.5824,60.7373,59.7823,59.7995,14251698.0
2020-10-28,58.2381,58.5693,57.0595,57.537,15961850.0
2020-10-29,56.8917,59.4812,56.0572,59.1887,12292162.0
2020-10-30,60.1351,60.3157,58.5693,59.7909,17198460.0
2020-10-31,60.1351,60.3157,58.5693,59.7909,17198460.0
2020-11-01,60.1351,60.3157,58.5693,59.7909,17198460.0
2020-11-02,60.8233,62.8708,59.7049,62.0707,11475510.0
2020-11-03,62.9396,63.0601,61.1244,61.718,8607953.0
2020-11-04,60.8921,63.3096,60.1265,61.7438,10925660.0
2020-11-05,61.8514,62.7762,61.7352,62.0621,10627725.0
2020-11-06,62.3718,63.0343,60.9351,61.2104,8366918.0
2020-11-07,62.3718,63.0343,60.9351,61.2104,8366918.0
2020-11-08,62.3718,63.0343,60.9351,61.2104,8366918.0
2020-11-09,68.8241,72.4976,67.3272,68.3079,24015181.0
2020-11-10,69.8048,71.5341,68.5714,71.4652,15039666.0
2020-11-11,72.3513,72.6869,70.3726,70.9404,11640583.0
2020-11-12,69.6672,70.7512,68.7424,69.4005,8929433.0
2020-11-13,69.8135,71.7046,69.7102,71.4308,10898825.0
2020-11-14,69.8135,71.7046,69.7102,71.4308,10898825.0
2020-11-15,69.8135,71.7046,69.7102,71.4308,10898825.0
2020-11-16,74.1924,76.7217,73.5902,76.5324,18980208.0
2020-11-17,75.4238,76.4102,74.0532,75.9824,14329013.0
2020-11-18,76.2705,76.7332,73.5469,73.5731,10583713.0
2020-11-19,72.9315,75.0397,72.5081,74.8389,8820183.0
2020-11-20,74.8301,75.3452,74.0969,74.8912,8296993.0
2020-11-21,74.8301,75.3452,74.0969,74.8912,8296993.0
2020-11-22,74.8301,75.3452,74.0969,74.8912,8296993.0
2020-11-23,76.3404,79.9457,75.738,79.4656,13387116.0
2020-11-24,81.5257,83.647,81.1853,83.4724,17266425.0
2020-11-25,82.6519,82.6519,80.4345,80.4345,10556559.0
2020-11-26,82.6519,82.6519,80.4345,80.4345,10556559.0
2020-11-27,79.7274,80.8274,79.0378,79.71,4627670.0
2020-11-28,79.7274,80.8274,79.0378,79.71,4627670.0
2020-11-29,79.7274,80.8274,79.0378,79.71,4627670.0
2020-11-30,78.5751,79.3084,75.8602,76.1047,14288409.0
2020-12-01,77.9379,78.3133,76.0086,76.3404,9915692.0
2020-12-02,76.1745,79.71,76.0351,78.4529,10509612.0
2020-12-03,79.0727,79.5354,77.7546,78.3918,8249758.0
2020-12-04,79.6314,81.5781,79.3695,81.4297,10791108.0
2020-12-05,79.6314,81.5781,79.3695,81.4297,10791108.0
2020-12-06,79.6314,81.5781,79.3695,81.4297,10791108.0
2020-12-07,80.1552,80.6441,78.4617,79.2299,9398377.0
2020-12-08,78.8632,80.7159,78.7311,79.9108,7627316.0
2020-12-09,80.4869,81.2027,78.0164,78.9505,11129431.0
2020-12-10,79.9195,82.5471,79.2435,81.4908,11992093.0
2020-12-11,80.7706,81.4297,79.4656,80.7052,9584454.0
2020-12-12,80.7706,81.4297,79.4656,80.7052,9584454.0
2020-12-13,80.7706,81.4297,79.4656,80.7052,9584454.0
2020-12-14,81.5345,81.7964,77.903,78.0776,12198385.0
2020-12-15,78.0601,78.9854,77.4927,78.0164,11782523.0
2020-12-16,77.868,77.999,76.6895,77.4228,9892928.0
2020-12-17,78.1648,78.1736,76.4277,77.1784,11748927.0
2020-12-18,76.803,77.4403,75.3015,76.1134,27427607.0
2020-12-19,76.803,77.4403,75.3015,76.1134,27427607.0
2020-12-20,76.803,77.4403,75.3015,76.1134,27427607.0
2020-12-21,73.6342,75.8035,72.9184,75.1531,11430471.0
2020-12-22,74.5857,74.9,73.5905,73.6429,8589973.0
2020-12-23,74.2016,75.6507,74.2016,74.804,7223112.0
2020-12-24,75.0135,75.0135,74.0357,74.4897,3335646.0
2020-12-25,75.0135,75.0135,74.0357,74.4897,3335646.0
2020-12-26,75.0135,75.0135,74.0357,74.4897,3335646.0
2020-12-27,75.0135,75.0135,74.0357,74.4897,3335646.0
2020-12-28,74.7341,75.6245,73.8699,74.1143,8051925.0
2020-12-29,74.4286,74.8331,73.3723,73.8612,7670818.0
2020-12-30,73.8612,75.5765,73.8,74.4897,7901846.0
2020-12-31,74.1143,74.3718,73.2938,73.7215,8350679.0
2021-01-01,74.1143,74.3718,73.2938,73.7215,8350679.0
2021-01-02,74.1143,74.3718,73.2938,73.7215,8350679.0
2021-01-03,74.1143,74.3718,73.2938,73.7215,8350679.0
2021-01-04,74.3326,75.0309,73.2326,73.9484,9234919.0
2021-01-05,74.6294,77.8855,74.481,75.9475,13414796.0
2021-01-06,77.6934,79.2473,76.6634,78.3918,13916760.0
2021-01-07,78.9069,79.2822,77.9597,78.7585,9286622.0
2021-01-08,80.3822,80.6877,78.9592,79.5092,11152132.0
2021-01-09,80.3822,80.6877,78.9592,79.5092,11152132.0
2021-01-10,80.3822,80.6877,78.9592,79.5092,11152132.0
2021-01-11,77.7982,80.3996,77.3181,79.9631,10640794.0
2021-01-12,80.8885,81.9892,80.0592,81.4821,10923858.0
2021-01-13,81.3599,81.6392,80.26,81.4035,9723285.0
2021-01-14,82.0059,84.0792,81.8749,83.359,13950227.0
2021-01-15,82.2503,82.3289,80.0592,80.3909,10244596.0
2021-01-16,82.2503,82.3289,80.0592,80.3909,10244596.0
2021-01-17,82.2503,82.3289,80.0592,80.3909,10244596.0
2021-01-18,82.2503,82.3289,80.0592,80.3909,10244596.0
2021-01-19,81.6218,82.9574,81.4384,82.5035,9574755.0
2021-01-20,82.9312,83.4201,82.3203,83.2629,8735375.0
2021-01-21,81.9317,82.6344,79.6314,80.3211,10395872.0
2021-01-22,78.9156,80.3385,78.418,80.0766,7810638.0
2021-01-23,78.9156,80.3385,78.418,80.0766,7810638.0
2021-01-24,78.9156,80.3385,78.418,80.0766,7810638.0
2021-01-25,79.1076,79.463,77.9815,79.3521,7689434.0
2021-01-26,80.4869,81.1067,77.9291,78.0077,7827751.0
2021-01-27,76.4102,78.8719,75.7249,76.9951,10178499.0
2021-01-28,77.4054,78.6974,77.0387,77.7109,8155520.0
2021-01-29,75.7991,76.2443,74.1318,74.3762,14699838.0
2021-01-30,75.7991,76.2443,74.1318,74.3762,14699838.0
2021-01-31,75.7991,76.2443,74.1318,74.3762,14699838.0
2021-02-01,75.0658,76.2094,73.8262,75.4325,8073583.0
2021-02-02,76.8292,77.1435,75.5372,75.9999,9233059.0
2021-02-03,75.9912,78.0339,75.8515,77.6585,9256453.0
2021-02-04,78.1387,78.2609,76.7725,77.6934,7917645.0
2021-02-05,78.514,78.9767,77.3792,77.9204,8017276.0
2021-02-06,78.514,78.9767,77.3792,77.9204,8017276.0
2021-02-07,78.514,78.9767,77.3792,77.9204,8017276.0
2021-02-08,78.8196,80.3472,78.5751,79.8584,9886579.0
2021-02-09,79.5267,79.6751,78.4005,79.4045,7605481.0
2021-02-10,79.7711,80.8274,79.0902,80.7663,8778844.0
2021-02-11,80.6353,80.6964,78.6362,80.3298,8572404.0
2021-02-12,79.902,80.9496,79.7449,80.7925,7858297.0
2021-02-13,79.902,80.9496,79.7449,80.7925,7858297.0
2021-02-14,79.902,80.9496,79.7449,80.7925,7858297.0
2021-02-15,79.902,80.9496,79.7449,80.7925,7858297.0
2021-02-16,82.3771,83.0942,81.9876,82.4479,14005982.0
2021-02-17,84.4753,85.6262,83.3952,84.9179,14359912.0
2021-02-18,84.7674,84.794,83.4837,84.1034,9037383.0
2021-02-19,84.2185,85.3252,83.7936,84.8117,8913854.0
2021-02-20,84.2185,85.3252,83.7936,84.8117,8913854.0
2021-02-21,84.2185,85.3252,83.7936,84.8117,8913854.0
2021-02-22,85.8652,88.2112,85.396,87.1046,13178659.0
2021-02-23,88.5034,88.6716,85.697,88.2024,14873984.0
2021-02-24,88.8221,92.1065,88.3617,91.4603,16115973.0
2021-02-25,92.8679,92.921,89.9376,90.6104,13219202.0
2021-02-26,88.7955,89.4684,86.4141,88.5299,14454120.0
2021-02-27,88.7955,89.4684,86.4141,88.5299,14454120.0
2021-02-28,88.7955,89.4684,86.4141,88.5299,14454120.0
