,RRX US Equity,RRX US Equity,RRX US Equity,RRX US Equity,RRX US Equity
2022-05-30,120.7118,122.7016,119.8786,122.7016,333134.0
2022-05-31,123.0447,123.5485,121.0009,122.4761,400789.0
2022-06-01,123.5838,123.8974,119.8688,120.4471,359217.0
2022-06-02,121.3587,123.2799,120.1825,123.2505,559928.0
2022-06-03,122.2899,126.3969,121.3293,125.9657,419495.0
2022-06-04,122.2899,126.3969,121.3293,125.9657,419495.0
2022-06-05,122.2899,126.3969,121.3293,125.9657,419495.0
2022-06-06,127.7594,129.1709,127.0733,128.5338,377448.0
2022-06-07,126.9165,129.9943,126.3087,129.6904,275013.0
2022-06-08,128.8867,129.7149,124.7796,125.3089,249575.0
2022-06-09,123.9366,127.6124,123.7504,125.2011,268631.0
2022-06-10,122.6134,123.5348,120.3491,120.751,335925.0
2022-06-11,122.6134,123.5348,120.3491,120.751,335925.0
2022-06-12,122.6134,123.5348,120.3491,120.751,335925.0
2022-06-13,117.4183,117.8447,114.3013,115.1442,380141.0
2022-06-14,114.6835,116.5165,113.9974,115.5167,409954.0
2022-06-15,116.095,118.7906,115.4677,116.6832,331737.0
2022-06-16,113.6739,113.6739,108.175,109.0082,551575.0
2022-06-17,109.2826,110.6647,107.9496,108.0868,639656.0
2022-06-18,109.2826,110.6647,107.9496,108.0868,639656.0
2022-06-19,109.2826,110.6647,107.9496,108.0868,639656.0
2022-06-20,109.2826,110.6647,107.9496,108.0868,639656.0
2022-06-21,109.4983,110.5373,107.4987,108.5377,433262.0
2022-06-22,106.44,109.9296,106.1362,109.4787,411193.0
2022-06-23,108.1554,109.6943,107.8711,108.9886,382396.0
2022-06-24,110.5961,115.2227,109.8511,114.8894,828531.0
2022-06-25,110.5961,115.2227,109.8511,114.8894,828531.0
2022-06-26,110.5961,115.2227,109.8511,114.8894,828531.0
2022-06-27,115.3011,115.997,114.1542,114.8208,245835.0
2022-06-28,114.7522,117.2125,113.223,113.4191,256411.0
2022-06-29,113.6452,113.6452,110.9685,112.2,232957.0
2022-06-30,110.4008,112.9767,110.0222,111.6101,429034.0
2022-07-01,111.728,113.5076,108.9358,110.9317,402403.0
2022-07-02,111.728,113.5076,108.9358,110.9317,402403.0
2022-07-03,111.728,113.5076,108.9358,110.9317,402403.0
2022-07-04,111.728,113.5076,108.9358,110.9317,402403.0
2022-07-05,108.3754,112.0918,107.3283,111.9247,282169.0
2022-07-06,111.5511,112.2147,108.9653,110.5286,362974.0
2022-07-07,112.0623,113.7042,111.5643,113.134,234868.0
2022-07-08,112.4064,113.6256,109.742,111.089,313660.0
2022-07-09,112.4064,113.6256,109.742,111.089,313660.0
2022-07-10,112.4064,113.6256,109.742,111.089,313660.0
2022-07-11,109.7322,111.2266,109.3783,111.0398,273856.0
2022-07-12,110.8727,112.898,109.6978,110.1156,222411.0
2022-07-13,108.3066,110.5286,107.584,109.4471,155184.0
2022-07-14,107.0973,109.5061,106.9891,109.4471,217805.0
2022-07-15,111.4822,112.9963,109.1079,112.78,425686.0
2022-07-16,111.4822,112.9963,109.1079,112.78,425686.0
2022-07-17,111.4822,112.9963,109.1079,112.78,425686.0
2022-07-18,114.3335,114.8347,112.6621,112.957,327655.0
2022-07-19,114.5989,118.5906,114.5989,118.2662,235431.0
2022-07-20,118.6004,119.9376,117.455,119.7999,231469.0
2022-07-21,119.2297,121.2796,119.0527,121.2648,198612.0
2022-07-22,121.7663,123.477,121.619,122.1497,515788.0
2022-07-23,121.7663,123.477,121.619,122.1497,515788.0
2022-07-24,121.7663,123.477,121.619,122.1497,515788.0
2022-07-25,122.9756,123.2656,121.3435,122.7101,346718.0
2022-07-26,122.3857,123.4426,121.6286,123.0935,222818.0
2022-07-27,123.4573,126.3233,123.0247,125.1975,271543.0
2022-07-28,125.9546,129.8381,124.0964,129.6218,443699.0
2022-07-29,128.9041,133.0285,128.9041,132.0404,432509.0
2022-07-30,128.9041,133.0285,128.9041,132.0404,432509.0
2022-07-31,128.9041,133.0285,128.9041,132.0404,432509.0
2022-08-01,130.5264,131.9913,129.6015,130.546,427801.0
2022-08-02,130.7623,134.1739,128.5502,131.2441,404054.0
2022-08-03,133.7118,133.7118,131.0081,132.768,314530.0
2022-08-04,133.7118,134.872,132.4632,134.4591,276311.0
2022-08-05,133.2497,135.3144,132.8073,134.3706,210051.0
2022-08-06,133.2497,135.3144,132.8073,134.3706,210051.0
2022-08-07,133.2497,135.3144,132.8073,134.3706,210051.0
2022-08-08,135.5602,137.7527,134.4984,134.5574,249812.0
2022-08-09,133.5742,135.4914,133.0826,134.754,292865.0
2022-08-10,137.4872,141.2823,136.7499,139.955,442392.0
2022-08-11,140.4171,143.0618,140.4171,141.5772,400046.0
2022-08-12,141.5084,144.2318,141.5084,144.1532,233530.0
2022-08-13,141.5084,144.2318,141.5084,144.1532,233530.0
2022-08-14,141.5084,144.2318,141.5084,144.1532,233530.0
2022-08-15,142.9439,144.8463,142.5801,144.163,209892.0
2022-08-16,143.0127,145.0675,143.0127,144.4088,207594.0
2022-08-17,142.8947,143.2634,141.5822,142.4818,190300.0
2022-08-18,142.6587,145.9229,142.6587,145.5001,411468.0
2022-08-19,143.17,143.9516,142.1671,143.7894,274313.0
2022-08-20,143.17,143.9516,142.1671,143.7894,274313.0
2022-08-21,143.17,143.9516,142.1671,143.7894,274313.0
2022-08-22,141.6067,143.3961,140.5597,141.5084,414827.0
2022-08-23,142.5997,144.92,141.8427,142.1377,361828.0
2022-08-24,142.5997,142.9635,141.4199,142.4621,277696.0
2022-08-25,143.5043,144.9004,142.8259,144.8512,165758.0
2022-08-26,145.1757,145.6132,140.2893,140.2991,233179.0
2022-08-27,145.1757,145.6132,140.2893,140.2991,233179.0
2022-08-28,145.1757,145.6132,140.2893,140.2991,233179.0
2022-08-29,138.4802,139.3454,137.674,138.3131,246648.0
2022-08-30,139.3061,139.3061,134.5279,136.3271,310577.0
2022-08-31,137.153,137.153,134.931,135.2751,346785.0
2022-09-01,135.0195,135.4078,132.3157,135.2554,267180.0
2022-09-02,137.0841,137.5659,133.1318,133.5644,208384.0
2022-09-03,137.0841,137.5659,133.1318,133.5644,208384.0
2022-09-04,137.0841,137.5659,133.1318,133.5644,208384.0
2022-09-05,137.0841,137.5659,133.1318,133.5644,208384.0
2022-09-06,133.879,135.3242,132.4829,135.1964,280363.0
2022-09-07,135.6487,139.4831,134.7589,139.0898,258795.0
2022-09-08,137.5659,140.4958,136.9563,140.3384,231777.0
2022-09-09,141.1446,144.8807,140.9677,144.3891,489708.0
2022-09-10,141.1446,144.8807,140.9677,144.3891,489708.0
2022-09-11,141.1446,144.8807,140.9677,144.3891,489708.0
2022-09-12,145.3133,148.3612,143.9565,144.5268,614264.0
2022-09-13,140.8694,143.5338,139.2471,140.9775,391464.0
2022-09-14,142.059,142.059,138.0181,140.3384,588940.0
2022-09-15,140.1025,143.8877,139.837,142.9242,1125554.0
2022-09-16,141.2331,141.2331,135.5995,137.2513,1085705.0
2022-09-17,141.2331,141.2331,135.5995,137.2513,1085705.0
2022-09-18,141.2331,141.2331,135.5995,137.2513,1085705.0
2022-09-19,136.1698,142.5604,136.1698,142.4129,481091.0
2022-09-20,140.6629,142.7915,139.8174,141.9312,607404.0
2022-09-21,143.4551,144.4285,140.1615,140.1615,399440.0
2022-09-22,139.8174,140.1615,138.1199,139.3651,447574.0
2022-09-23,137.6445,138.1165,132.4583,135.3832,578101.0
2022-09-24,137.6445,138.1165,132.4583,135.3832,578101.0
2022-09-25,137.6445,138.1165,132.4583,135.3832,578101.0
2022-09-26,135.2948,136.5237,132.3551,132.7877,518791.0
2022-09-27,133.9871,137.0448,132.2666,133.7708,477470.0
2022-09-28,135.0883,140.7022,134.0756,140.4466,617800.0
2022-09-29,139.116,139.116,136.5338,138.4853,598113.0
2022-09-30,138.8006,140.9985,137.7116,138.3374,605047.0
2022-10-01,138.8006,140.9985,137.7116,138.3374,605047.0
2022-10-02,138.8006,140.9985,137.7116,138.3374,605047.0
2022-10-03,139.9636,143.561,138.6528,142.3291,454604.0
2022-10-04,145.7293,150.2433,144.9901,150.2039,563379.0
2022-10-05,148.3412,153.4268,148.0455,153.0523,659385.0
2022-10-06,152.1455,155.8464,152.1455,155.4374,627037.0
2022-10-07,153.9984,154.4962,147.6907,148.765,534338.0
2022-10-08,153.9984,154.4962,147.6907,148.765,534338.0
2022-10-09,153.9984,154.4962,147.6907,148.765,534338.0
2022-10-10,149.8195,151.2979,148.6319,149.9674,273324.0
2022-10-11,149.238,152.0962,148.4791,150.2236,517963.0
2022-10-12,150.4503,150.9628,147.8681,147.9173,365402.0
2022-10-13,144.8029,153.3923,143.4231,152.0864,555901.0
2022-10-14,152.5201,152.8354,145.0099,145.1577,349411.0
2022-10-15,152.5201,152.8354,145.0099,145.1577,349411.0
2022-10-16,152.5201,152.8354,145.0099,145.1577,349411.0
2022-10-17,148.1243,149.9969,146.4882,149.6618,448683.0
2022-10-18,153.4564,153.4564,149.8491,151.3571,547477.0
2022-10-19,149.3563,149.992,145.5716,146.7544,514136.0
2022-10-20,146.9613,147.9223,141.9644,143.1964,422779.0
2022-10-21,143.5216,146.2418,142.5163,145.3745,697506.0
2022-10-22,143.5216,146.2418,142.5163,145.3745,697506.0
2022-10-23,143.5216,146.2418,142.5163,145.3745,697506.0
2022-10-24,146.0743,146.0743,142.8218,144.6945,680090.0
2022-10-25,144.8817,149.2134,144.8817,148.9029,434886.0
2022-10-26,149.2775,152.1554,148.2081,150.1546,313129.0
2022-10-27,147.4443,148.0208,130.1669,130.9258,2383537.0
2022-10-28,130.4428,132.9167,129.1616,131.8917,1553918.0
2022-10-29,130.4428,132.9167,129.1616,131.8917,1553918.0
2022-10-30,130.4428,132.9167,129.1616,131.8917,1553918.0
2022-10-31,131.5073,131.7044,124.0464,124.7166,1940708.0
2022-11-01,126.1851,127.2742,118.5172,118.5763,1789995.0
2022-11-02,116.7826,119.9118,114.1116,114.22,1207912.0
2022-11-03,112.8402,113.3429,110.2284,110.6818,765189.0
2022-11-04,113.1556,114.4763,111.145,113.8258,908650.0
2022-11-05,113.1556,114.4763,111.145,113.8258,908650.0
2022-11-06,113.1556,114.4763,111.145,113.8258,908650.0
2022-11-07,114.151,117.5513,113.7864,116.96,1199497.0
2022-11-08,118.1033,122.1491,117.3148,120.8038,703993.0
2022-11-09,119.6901,121.9273,116.8121,116.9501,707509.0
2022-11-10,122.706,127.1313,121.3311,125.781,1082899.0
2022-11-11,126.057,130.8174,125.9584,127.4664,864321.0
2022-11-12,126.057,130.8174,125.9584,127.4664,864321.0
2022-11-13,126.057,130.8174,125.9584,127.4664,864321.0
2022-11-14,127.4565,130.7188,124.5194,124.5687,648262.0
2022-11-15,127.4171,129.27,125.6627,127.8606,552442.0
2022-11-16,126.8651,127.2298,125.2931,126.7863,430862.0
2022-11-17,125.6627,128.0183,123.7014,124.3913,511349.0
2022-11-18,126.7666,128.3534,125.3079,127.8902,543966.0
2022-11-19,126.7666,128.3534,125.3079,127.8902,543966.0
2022-11-20,126.7666,128.3534,125.3079,127.8902,543966.0
2022-11-21,126.9046,128.4914,125.3375,125.4065,392285.0
2022-11-22,126.7173,128.6786,125.7613,128.2253,385992.0
2022-11-23,128.1661,128.8757,126.2935,127.1115,296826.0
2022-11-24,128.1661,128.8757,126.2935,127.1115,296826.0
2022-11-25,127.0031,129.201,127.0031,127.9493,117294.0
2022-11-26,127.0031,129.201,127.0031,127.9493,117294.0
2022-11-27,127.0031,129.201,127.0031,127.9493,117294.0
2022-11-28,126.5202,126.7075,123.5831,124.6968,295995.0
2022-11-29,124.48,126.599,124.0464,125.8796,320066.0
2022-11-30,125.6627,129.3291,123.8788,129.2207,405078.0
2022-12-01,127.4072,128.5209,126.2541,126.7764,540305.0
2022-12-02,124.9531,125.0812,123.248,124.1843,501075.0
2022-12-03,124.9531,125.0812,123.248,124.1843,501075.0
2022-12-04,124.9531,125.0812,123.248,124.1843,501075.0
2022-12-05,123.8591,123.8591,118.7932,119.6112,576838.0
2022-12-06,120.5475,120.7988,117.2852,118.4384,699626.0
2022-12-07,118.8227,119.6901,117.3,118.5172,695643.0
2022-12-08,118.7636,119.8261,118.3102,118.6946,442225.0
2022-12-09,118.9213,119.9069,117.6499,118.123,342737.0
2022-12-10,118.9213,119.9069,117.6499,118.123,342737.0
2022-12-11,118.9213,119.9069,117.6499,118.123,342737.0
2022-12-12,119.5915,123.3762,118.5172,123.3466,608481.0
2022-12-13,128.1267,129.9303,122.8242,124.7658,1140585.0
2022-12-14,123.8197,125.0911,119.6506,119.7689,777171.0
2022-12-15,118.803,119.2071,116.0926,116.9205,881975.0
2022-12-16,115.1662,116.5037,111.9532,113.1852,1271245.0
2022-12-17,115.1662,116.5037,111.9532,113.1852,1271245.0
2022-12-18,115.1662,116.5037,111.9532,113.1852,1271245.0
2022-12-19,114.4664,114.8409,111.9236,112.4755,640969.0
2022-12-20,112.6234,116.3193,112.6234,116.2996,732126.0
2022-12-21,117.4429,118.7735,116.5263,117.64,597840.0
2022-12-22,116.1616,116.9698,114.7424,116.7628,525808.0
2022-12-23,116.2208,117.502,115.7281,116.9205,412999.0
2022-12-24,116.2208,117.502,115.7281,116.9205,412999.0
2022-12-25,116.2208,117.502,115.7281,116.9205,412999.0
2022-12-26,116.2208,117.502,115.7281,116.9205,412999.0
2022-12-27,117.4429,120.5475,117.4133,118.2412,711166.0
2022-12-28,118.0244,118.8622,115.2352,115.6294,222427.0
2022-12-29,116.3214,119.8653,116.1533,118.7631,214073.0
2022-12-30,117.8931,119.6725,117.1418,118.6049,354493.0
2022-12-31,117.8931,119.6725,117.1418,118.6049,354493.0
2023-01-01,117.8931,119.6725,117.1418,118.6049,354493.0
2023-01-02,117.8931,119.6725,117.1418,118.6049,354493.0
2023-01-03,120.0877,120.9675,117.2605,119.3364,469812.0
2023-01-04,120.582,123.162,119.974,122.6678,626432.0
2023-01-05,122.1834,122.7172,119.9592,119.9987,463091.0
2023-01-06,121.3135,125.1173,121.2641,124.5658,360333.0
2023-01-07,121.3135,125.1173,121.2641,124.5658,360333.0
2023-01-08,121.3135,125.1173,121.2641,124.5658,360333.0
2023-01-09,125.9794,130.324,124.5855,128.51,913066.0
2023-01-10,127.65,130.2597,127.65,127.8576,682040.0
2023-01-11,129.202,132.9634,129.202,132.8497,697778.0
2023-01-12,133.4527,134.0459,131.357,133.3045,410354.0
2023-01-13,132.6125,136.0427,132.2961,135.756,337083.0
2023-01-14,132.6125,136.0427,132.2961,135.756,337083.0
2023-01-15,132.6125,136.0427,132.2961,135.756,337083.0
2023-01-16,132.6125,136.0427,132.2961,135.756,337083.0
2023-01-17,135.4298,136.3492,134.7972,135.0641,249491.0
2023-01-18,135.4496,136.5172,131.7969,132.0095,380369.0
2023-01-19,130.8232,132.0589,129.3997,130.9913,313357.0
2023-01-20,131.8908,133.3539,130.1807,133.1858,321433.0
2023-01-21,131.8908,133.3539,130.1807,133.1858,321433.0
2023-01-22,131.8908,133.3539,130.1807,133.1858,321433.0
2023-01-23,133.7888,136.4974,132.8201,135.2618,699702.0
2023-01-24,134.4116,135.4002,131.8513,132.8893,778857.0
2023-01-25,131.9996,132.6125,129.6073,132.5433,637764.0
2023-01-26,133.5417,136.1515,132.8003,135.2222,431326.0
2023-01-27,134.9652,137.6441,134.8466,136.5271,399105.0
2023-01-28,134.9652,137.6441,134.8466,136.5271,399105.0
2023-01-29,134.9652,137.6441,134.8466,136.5271,399105.0
2023-01-30,135.588,137.3278,134.2643,134.6192,273450.0
2023-01-31,134.2732,138.178,133.5219,137.6046,562153.0
2023-02-01,138.0791,142.4583,136.0526,141.0941,1098926.0
2023-02-02,149.3781,156.0606,144.6727,154.3406,1380185.0
2023-02-03,154.4987,158.4727,152.66,155.1413,849228.0
2023-02-04,154.4987,158.4727,152.66,155.1413,849228.0
2023-02-05,154.4987,158.4727,152.66,155.1413,849228.0
2023-02-06,152.8775,155.0424,152.2152,154.4394,525779.0
2023-02-07,154.2121,156.8861,153.3916,156.1298,439865.0
2023-02-08,154.39,156.0211,152.8578,153.8562,470789.0
2023-02-09,156.0211,157.0689,151.9088,153.2334,623473.0
2023-02-10,151.9088,153.3323,150.9647,153.2235,476442.0
2023-02-11,151.9088,153.3323,150.9647,153.2235,476442.0
2023-02-12,151.9088,153.3323,150.9647,153.2235,476442.0
2023-02-13,153.6189,155.8827,152.3239,154.8249,380878.0
2023-02-14,153.3619,155.9074,152.838,155.1808,432745.0
2023-02-15,153.4015,160.598,153.2729,160.0345,591327.0
2023-02-16,157.494,159.392,156.9503,158.2947,478027.0
2023-02-17,157.148,158.7692,156.98,157.8795,269467.0
2023-02-18,157.148,158.7692,156.98,157.8795,269467.0
2023-02-19,157.148,158.7692,156.98,157.8795,269467.0
2023-02-20,157.148,158.7692,156.98,157.8795,269467.0
2023-02-21,155.3983,156.0843,151.6913,152.0966,281501.0
2023-02-22,152.0867,153.7178,151.0191,151.4343,324406.0
2023-02-23,154.9633,154.9633,149.477,152.4327,391480.0
2023-02-24,149.4967,152.8676,148.785,152.7984,213677.0
2023-02-25,149.4967,152.8676,148.785,152.7984,213677.0
2023-02-26,149.4967,152.8676,148.785,152.7984,213677.0
2023-02-27,153.9254,155.4873,153.3224,154.7854,271382.0
2023-02-28,154.3406,157.1282,154.1626,155.8333,325464.0
2023-03-01,155.7937,157.3902,155.2599,156.4857,290216.0
2023-03-02,155.7641,158.3886,154.4987,158.2354,253743.0
2023-03-03,158.7494,160.3311,157.3754,160.1927,275792.0
2023-03-04,158.7494,160.3311,157.3754,160.1927,275792.0
2023-03-05,158.7494,160.3311,157.3754,160.1927,275792.0
2023-03-06,160.2125,161.0231,156.6537,157.2073,290741.0
2023-03-07,157.1777,158.008,155.6158,155.9815,310055.0
2023-03-08,155.6356,157.5237,154.7261,157.4248,354099.0
2023-03-09,158.3441,159.7879,153.8068,153.9451,401639.0
2023-03-10,153.8661,154.217,148.0139,149.1903,605256.0
2023-03-11,153.8661,154.217,148.0139,149.1903,605256.0
2023-03-12,153.8661,154.217,148.0139,149.1903,605256.0
2023-03-13,146.8771,151.286,144.9494,146.8079,506761.0
2023-03-14,151.2168,152.7095,145.7353,148.5477,499759.0
2023-03-15,144.8901,144.8901,136.4777,137.8814,537504.0
2023-03-16,137.229,141.2325,134.9108,140.1254,598329.0
2023-03-17,138.8798,138.8798,134.7972,135.6176,1046267.0
2023-03-18,138.8798,138.8798,134.7972,135.6176,1046267.0
2023-03-19,138.8798,138.8798,134.7972,135.6176,1046267.0
2023-03-20,137.5552,140.1748,137.1449,138.8699,567783.0
2023-03-21,142.4781,143.5457,140.2242,141.3709,428112.0
2023-03-22,141.0546,141.6181,136.6457,136.7643,272432.0
2023-03-23,137.4662,138.8007,131.0901,132.7904,680940.0
2023-03-24,130.4871,132.0688,129.3404,131.6338,586938.0
2023-03-25,130.4871,132.0688,129.3404,131.6338,586938.0
2023-03-26,130.4871,132.0688,129.3404,131.6338,586938.0
2023-03-27,133.947,136.0032,131.9205,135.2025,507321.0
2023-03-28,135.8153,137.2388,134.4808,136.191,359360.0
2023-03-29,137.9901,139.6113,136.8929,138.86,347381.0
2023-03-30,140.6836,140.6836,137.1159,137.6511,289947.0
2023-03-31,137.8988,139.8016,137.3785,139.4646,529179.0
2023-04-01,137.8988,139.8016,137.3785,139.4646,529179.0
2023-04-02,137.8988,139.8016,137.3785,139.4646,529179.0
2023-04-03,139.7124,141.9719,137.9781,139.2367,305159.0
2023-04-04,139.1673,140.1088,130.3969,130.8131,311003.0
2023-04-05,129.8617,129.8617,126.7896,127.9986,380676.0
2023-04-06,128.1176,128.3158,125.7292,125.9968,427410.0
2023-04-07,128.1176,128.3158,125.7292,125.9968,427410.0
2023-04-08,128.1176,128.3158,125.7292,125.9968,427410.0
2023-04-09,128.1176,128.3158,125.7292,125.9968,427410.0
2023-04-10,126.0265,129.2325,126.0265,128.8311,270703.0
2023-04-11,129.5149,133.1519,129.3068,132.2798,535245.0
2023-04-12,134.2123,134.2123,130.8329,131.705,239743.0
2023-04-13,132.0122,132.0122,128.6527,131.1897,318392.0
2023-04-14,131.7942,133.0131,129.2225,130.4762,265054.0
2023-04-15,131.7942,133.0131,129.2225,130.4762,265054.0
2023-04-16,131.7942,133.0131,129.2225,130.4762,265054.0
2023-04-17,130.8726,132.8942,130.6347,132.3393,249064.0
2023-04-18,133.2411,134.2717,130.3771,131.7843,582855.0
2023-04-19,131.0014,131.8338,129.4455,130.932,475493.0
2023-04-20,129.6735,131.0708,127.8896,128.2464,407560.0
2023-04-21,128.7815,128.7815,126.6509,127.7311,413988.0
2023-04-22,128.7815,128.7815,126.6509,127.7311,413988.0
2023-04-23,128.7815,128.7815,126.6509,127.7311,413988.0
2023-04-24,128.0878,128.6924,126.8986,127.9788,289246.0
2023-04-25,126.7896,127.6914,125.4121,126.2347,367846.0
2023-04-26,125.6202,126.7202,124.4707,124.9959,593954.0
2023-04-27,126.1455,128.9302,124.2873,128.6824,418389.0
2023-04-28,127.741,130.3473,127.741,128.9897,317910.0
2023-04-29,127.741,130.3473,127.741,128.9897,317910.0
2023-04-30,127.741,130.3473,127.741,128.9897,317910.0
2023-05-01,129.0987,132.0023,128.9104,131.378,434879.0
2023-05-02,130.1491,130.8428,127.5725,128.6527,540676.0
2023-05-03,129.7329,133.7217,129.0194,130.605,525067.0
2023-05-04,129.6635,129.8221,124.4013,125.9175,565074.0
2023-05-05,125.2635,130.932,121.8842,127.7608,838884.0
2023-05-06,125.2635,130.932,121.8842,127.7608,838884.0
2023-05-07,125.2635,130.932,121.8842,127.7608,838884.0
2023-05-08,129.5843,130.5356,127.6716,128.7419,500471.0
2023-05-09,128.0086,129.287,125.8382,127.6518,402045.0
2023-05-10,129.0689,129.3761,125.6995,127.404,341834.0
2023-05-11,126.3536,127.0076,124.9761,125.2932,285515.0
2023-05-12,125.7986,127.0027,124.322,125.5608,244642.0
2023-05-13,125.7986,127.0027,124.322,125.5608,244642.0
2023-05-14,125.7986,127.0027,124.322,125.5608,244642.0
2023-05-15,125.7887,127.1166,124.4707,126.4329,423163.0
2023-05-16,125.3427,125.3923,123.3558,124.4806,372869.0
2023-05-17,125.1644,126.5964,124.322,125.8779,446337.0
2023-05-18,125.5608,129.0342,125.1743,128.7915,354117.0
2023-05-19,130.1987,130.1987,127.3545,129.1581,487433.0
2023-05-20,130.1987,130.1987,127.3545,129.1581,487433.0
2023-05-21,130.1987,130.1987,127.3545,129.1581,487433.0
2023-05-22,130.0401,132.5176,128.4694,131.9032,342704.0
2023-05-23,130.7636,130.9023,128.4149,128.8311,315802.0
2023-05-24,126.5121,127.632,124.9563,125.9274,375539.0
2023-05-25,126.6211,129.5347,125.6896,129.3563,361564.0
2023-05-26,130.0599,133.4591,128.9401,133.1023,261160.0
2023-05-27,130.0599,133.4591,128.9401,133.1023,261160.0
2023-05-28,130.0599,133.4591,128.9401,133.1023,261160.0
2023-05-29,130.0599,133.4591,128.9401,133.1023,261160.0
2023-05-30,132.9735,133.9348,131.9726,132.4086,319783.0
2023-05-31,131.269,132.6465,127.4635,128.7221,430782.0
2023-06-01,128.6626,131.4275,127.4932,130.387,547723.0
2023-06-02,132.4879,140.0493,131.9329,138.7114,634511.0
2023-06-03,132.4879,140.0493,131.9329,138.7114,634511.0
2023-06-04,132.4879,140.0493,131.9329,138.7114,634511.0
2023-06-05,137.1952,138.0177,135.1438,137.1457,430619.0
2023-06-06,137.1258,143.0521,136.3429,142.7449,366983.0
2023-06-07,143.6368,146.144,142.3088,146.0845,512689.0
2023-06-08,145.926,146.5008,143.6268,144.0332,390301.0
2023-06-09,144.0332,145.0143,142.0809,144.0133,335300.0
2023-06-10,144.0332,145.0143,142.0809,144.0133,335300.0
2023-06-11,144.0332,145.0143,142.0809,144.0133,335300.0
2023-06-12,143.7953,145.9854,143.0075,145.5692,313212.0
2023-06-13,146.035,148.7206,145.926,148.235,280112.0
2023-06-14,148.0071,148.4184,144.6872,146.7089,376815.0
2023-06-15,145.6089,151.1288,144.5881,150.6234,342565.0
2023-06-16,150.99,150.99,148.5819,149.8801,561306.0
2023-06-17,150.99,150.99,148.5819,149.8801,561306.0
2023-06-18,150.99,150.99,148.5819,149.8801,561306.0
2023-06-19,150.99,150.99,148.5819,149.8801,561306.0
2023-06-20,148.7603,151.2973,147.5859,151.2378,413888.0
2023-06-21,150.0783,152.6698,150.0288,150.445,596394.0
2023-06-22,149.9198,149.9198,147.2044,147.8188,283997.0
2023-06-23,145.3809,147.8039,144.1323,147.0458,460462.0
2023-06-24,145.3809,147.8039,144.1323,147.0458,460462.0
2023-06-25,145.3809,147.8039,144.1323,147.0458,460462.0
2023-06-26,147.0954,151.0198,146.4909,148.5423,400225.0
2023-06-27,148.8197,152.1644,148.8197,151.7234,384073.0
2023-06-28,152.1495,152.2455,150.2666,150.7026,320707.0
2023-06-29,150.7524,152.4459,149.7889,150.4147,327175.0
2023-06-30,152.3019,153.6379,150.663,152.8681,417630.0
2023-07-01,152.3019,153.6379,150.663,152.8681,417630.0
2023-07-02,152.3019,153.6379,150.663,152.8681,417630.0
2023-07-03,152.2125,154.7901,151.989,154.4375,148424.0
2023-07-04,152.2125,154.7901,151.989,154.4375,148424.0
2023-07-05,153.0072,153.618,151.3782,152.9376,347186.0
2023-07-06,151.3782,152.1927,146.5905,147.7924,443022.0
2023-07-07,147.7824,151.3881,146.5607,148.7459,415473.0
2023-07-08,147.7824,151.3881,146.5607,148.7459,415473.0
2023-07-09,147.7824,151.3881,146.5607,148.7459,415473.0
2023-07-10,148.4579,151.8549,148.4579,149.471,366277.0
2023-07-11,149.5306,150.7822,146.9034,148.0307,486230.0
2023-07-12,150.2557,150.5637,146.3819,148.885,677987.0
2023-07-13,148.9942,152.2523,147.1467,151.7457,440491.0
2023-07-14,151.7457,151.7457,146.665,147.6831,336778.0
2023-07-15,151.7457,151.7457,146.665,147.6831,336778.0
2023-07-16,151.7457,151.7457,146.665,147.6831,336778.0
2023-07-17,147.1964,150.8318,146.4812,149.8981,443307.0
2023-07-18,150.1663,153.8713,150.1663,152.9277,289415.0
2023-07-19,153.7025,154.0601,151.845,153.9111,382913.0
2023-07-20,154.7156,155.2619,152.59,154.0203,433175.0
2023-07-21,154.6262,155.401,153.2356,153.8515,311872.0
2023-07-22,154.6262,155.401,153.2356,153.8515,311872.0
2023-07-23,154.6262,155.401,153.2356,153.8515,311872.0
2023-07-24,154.1892,156.583,152.9972,153.7819,379341.0
2023-07-25,152.9277,154.2488,151.3881,151.5569,314150.0
2023-07-26,150.9808,152.4559,149.2972,150.5339,313263.0
2023-07-27,151.5768,151.5768,148.9098,150.2458,423992.0
2023-07-28,151.7953,152.9923,151.0752,152.6893,364546.0
2023-07-29,151.7953,152.9923,151.0752,152.6893,364546.0
2023-07-30,151.7953,152.9923,151.0752,152.6893,364546.0
2023-07-31,153.5634,156.4738,152.9873,155.1328,609723.0
2023-08-01,153.5137,164.887,150.8318,164.3605,1113251.0
2023-08-02,162.9302,164.877,159.7169,160.1489,597759.0
2023-08-03,158.371,159.9553,155.1576,159.5828,361862.0
2023-08-04,159.9602,160.8443,157.5962,158.3213,325781.0
2023-08-05,159.9602,160.8443,157.5962,158.3213,325781.0
2023-08-06,159.9602,160.8443,157.5962,158.3213,325781.0
2023-08-07,159.1457,161.7159,158.1624,160.8244,404973.0
2023-08-08,158.0531,160.9088,155.997,160.3873,282148.0
2023-08-09,160.7648,160.7648,158.1574,158.3312,246669.0
2023-08-10,158.5696,160.5065,155.6295,157.03,288551.0
2023-08-11,157.0101,157.8544,156.2801,157.5962,174759.0
2023-08-12,157.0101,157.8544,156.2801,157.5962,174759.0
2023-08-13,157.0101,157.8544,156.2801,157.5962,174759.0
