,RRX US Equity,RRX US Equity,RRX US Equity,RRX US Equity,RRX US Equity
2020-04-13,64.932,64.932,62.0255,63.2645,148855.0
2020-04-14,65.0603,65.0603,62.6964,63.631,141183.0
2020-04-15,61.4137,61.4137,58.9949,59.0957,346400.0
2020-04-16,58.0054,59.5538,56.7594,57.7764,294371.0
2020-04-17,60.0577,61.1114,59.4256,60.2135,243482.0
2020-04-18,60.0577,61.1114,59.4256,60.2135,243482.0
2020-04-19,60.0577,61.1114,59.4256,60.2135,243482.0
2020-04-20,59.1415,60.241,58.2482,58.4727,241448.0
2020-04-21,56.8052,58.3261,56.3059,57.9596,312161.0
2020-04-22,59.4072,60.3189,57.9963,58.7842,177350.0
2020-04-23,59.5813,60.9969,58.9789,59.9295,133857.0
2020-04-24,60.2227,60.864,59.2973,60.4792,105909.0
2020-04-25,60.2227,60.864,59.2973,60.4792,105909.0
2020-04-26,60.2227,60.864,59.2973,60.4792,105909.0
2020-04-27,60.635,63.4111,60.3326,62.9255,168169.0
2020-04-28,64.2082,65.3993,63.4844,64.593,171299.0
2020-04-29,66.1689,67.5799,65.7199,66.911,200073.0
2020-04-30,65.2069,65.894,64.4098,65.0603,258210.0
2020-05-01,63.3928,64.0158,62.0001,63.4661,287363.0
2020-05-02,63.3928,64.0158,62.0001,63.4661,287363.0
2020-05-03,63.3928,64.0158,62.0001,63.4661,287363.0
2020-05-04,62.4582,63.1637,60.6533,61.8535,252499.0
2020-05-05,67.1126,70.64,64.7029,66.4071,294308.0
2020-05-06,66.2422,66.3246,64.1166,65.2802,244800.0
2020-05-07,66.6911,67.5661,66.2147,66.682,160174.0
2020-05-08,68.0929,69.568,67.8547,69.339,193877.0
2020-05-09,68.0929,69.568,67.8547,69.339,193877.0
2020-05-10,68.0929,69.568,67.8547,69.339,193877.0
2020-05-11,68.0654,68.267,66.1322,67.6898,328240.0
2020-05-12,67.9005,67.9005,63.6951,63.6951,267025.0
2020-05-13,63.0263,63.0263,59.1003,59.847,218243.0
2020-05-14,60.4426,62.8293,58.12,62.8247,273825.0
2020-05-15,61.826,64.7501,61.826,63.7776,318155.0
2020-05-16,61.826,64.7501,61.826,63.7776,318155.0
2020-05-17,61.826,64.7501,61.826,63.7776,318155.0
2020-05-18,67.7723,69.9162,67.6348,69.5314,234579.0
2020-05-19,68.9725,70.7683,68.7526,69.0916,209953.0
2020-05-20,70.695,72.1059,70.4751,71.1897,247508.0
2020-05-21,71.0156,72.0876,70.3743,70.6766,162160.0
2020-05-22,70.3835,70.7683,69.2932,70.2185,83958.0
2020-05-23,70.3835,70.7683,69.2932,70.2185,83958.0
2020-05-24,70.3835,70.7683,69.2932,70.2185,83958.0
2020-05-25,70.3835,70.7683,69.2932,70.2185,83958.0
2020-05-26,72.8023,74.5522,71.8586,73.1504,274463.0
2020-05-27,73.297,76.009,73.1138,75.2027,293523.0
2020-05-28,75.9907,76.0457,73.7734,74.0391,155584.0
2020-05-29,73.1596,73.5856,72.0601,72.8756,253254.0
2020-05-30,73.1596,73.5856,72.0601,72.8756,253254.0
2020-05-31,73.1596,73.5856,72.0601,72.8756,253254.0
2020-06-01,73.9933,75.5097,73.2283,74.4514,280230.0
2020-06-02,75.3677,75.725,74.2774,74.8637,122601.0
2020-06-03,76.0457,77.3009,74.9096,76.9894,181053.0
2020-06-04,76.2655,78.6111,75.8166,78.6111,278002.0
2020-06-05,81.6712,83.0547,80.8924,81.9277,280843.0
2020-06-06,81.6712,83.0547,80.8924,81.9277,280843.0
2020-06-07,81.6712,83.0547,80.8924,81.9277,280843.0
2020-06-08,82.4591,82.6515,81.3963,81.8819,335374.0
2020-06-09,80.5626,82.3858,79.8021,81.5246,342075.0
2020-06-10,80.9016,80.9016,78.098,78.098,350034.0
2020-06-11,74.8546,75.0561,71.8586,72.2067,271936.0
2020-06-12,75.0561,75.5921,71.9777,74.5706,424942.0
2020-06-13,75.0561,75.5921,71.9777,74.5706,424942.0
2020-06-14,75.0561,75.5921,71.9777,74.5706,424942.0
2020-06-15,71.8402,75.4043,71.6662,74.6622,288993.0
2020-06-16,77.9422,78.6111,75.7479,77.42,230533.0
2020-06-17,77.9789,78.2262,76.7511,77.1909,209766.0
2020-06-18,76.0731,77.2367,75.6242,76.1006,203018.0
2020-06-19,77.026,77.026,75.2669,75.954,688722.0
2020-06-20,77.026,77.026,75.2669,75.954,688722.0
2020-06-21,77.026,77.026,75.2669,75.954,688722.0
2020-06-22,74.9737,76.2227,73.9842,75.7433,193707.0
2020-06-23,76.8886,76.8886,74.9676,75.9082,245802.0
2020-06-24,74.8179,75.0103,73.6727,73.9292,242055.0
2020-06-25,73.7177,76.495,72.8257,76.4398,328078.0
2020-06-26,75.7501,78.3296,75.4558,77.4974,800183.0
2020-06-27,75.7501,78.3296,75.4558,77.4974,800183.0
2020-06-28,75.7501,78.3296,75.4558,77.4974,800183.0
2020-06-29,78.2331,79.7045,77.6859,78.932,211678.0
2020-06-30,78.325,80.8264,78.325,80.3023,181077.0
2020-07-01,80.2655,80.477,77.7917,77.9388,208281.0
2020-07-02,79.5022,80.5414,78.417,79.2263,225290.0
2020-07-03,79.5022,80.5414,78.417,79.2263,225290.0
2020-07-04,79.5022,80.5414,78.417,79.2263,225290.0
2020-07-05,79.5022,80.5414,78.417,79.2263,225290.0
2020-07-06,80.9092,81.4886,79.7965,80.7345,195165.0
2020-07-07,80.054,80.3115,78.509,78.7389,224775.0
2020-07-08,79.1619,80.5598,79.0056,80.2379,173809.0
2020-07-09,80.054,80.5965,78.3618,79.1987,209263.0
2020-07-10,79.1435,79.8149,78.8308,79.5298,149049.0
2020-07-11,79.1435,79.8149,78.8308,79.5298,149049.0
2020-07-12,79.1435,79.8149,78.8308,79.5298,149049.0
2020-07-13,79.9896,82.1875,79.7321,80.569,197161.0
2020-07-14,80.2747,83.0428,79.9666,82.868,290079.0
2020-07-15,84.4222,85.1441,83.7371,84.6061,247938.0
2020-07-16,84.6061,86.0408,83.9164,84.5418,227939.0
2020-07-17,84.6613,85.4062,84.3762,84.5234,207682.0
2020-07-18,84.6613,85.4062,84.3762,84.5234,207682.0
2020-07-19,84.6613,85.4062,84.3762,84.5234,207682.0
2020-07-20,84.1463,84.8268,82.9048,83.6589,182328.0
2020-07-21,84.4498,85.1487,83.5715,84.1187,183088.0
2020-07-22,83.5118,84.7441,83.5118,84.4498,134096.0
2020-07-23,84.4498,85.866,84.0084,85.2959,104193.0
2020-07-24,85.5442,85.5442,84.3027,84.4406,99697.0
2020-07-25,85.5442,85.5442,84.3027,84.4406,99697.0
2020-07-26,85.5442,85.5442,84.3027,84.4406,99697.0
2020-07-27,84.0911,86.0775,84.0268,85.9948,165427.0
2020-07-28,85.5258,85.8706,84.2199,84.2659,215704.0
2020-07-29,85.8752,87.3558,84.9648,86.8592,187565.0
2020-07-30,85.2499,85.7511,84.3027,85.5258,206032.0
2020-07-31,84.9372,85.6729,83.7141,84.5785,400132.0
2020-08-01,84.9372,85.6729,83.7141,84.5785,400132.0
2020-08-02,84.9372,85.6729,83.7141,84.5785,400132.0
2020-08-03,85.1671,87.8248,84.4498,87.2639,357134.0
2020-08-04,85.8844,86.8776,82.5508,85.1395,607889.0
2020-08-05,86.6201,89.2043,86.45,88.9468,270475.0
2020-08-06,89.002,89.5262,87.0983,87.834,175387.0
2020-08-07,87.7421,89.1399,87.7145,89.048,146379.0
2020-08-08,87.7421,89.1399,87.7145,89.048,146379.0
2020-08-09,87.7421,89.1399,87.7145,89.048,146379.0
2020-08-10,89.002,90.3749,88.7353,89.7929,255205.0
2020-08-11,91.3194,92.3586,90.2435,90.7401,262765.0
2020-08-12,91.8896,92.6023,90.6729,92.1747,242975.0
2020-08-13,91.2643,91.8804,89.8664,90.3814,213157.0
2020-08-14,89.894,90.3998,89.5354,89.6733,255442.0
2020-08-15,89.894,90.3998,89.5354,89.6733,255442.0
2020-08-16,89.894,90.3998,89.5354,89.6733,255442.0
2020-08-17,90.2159,90.4642,88.3582,88.5054,269129.0
2020-08-18,88.3582,88.7353,87.5398,87.7513,263292.0
2020-08-19,87.926,88.3766,87.0732,87.4018,178738.0
2020-08-20,86.5374,88.4824,86.5098,88.2663,291786.0
2020-08-21,88.0088,89.2227,87.9161,88.864,167814.0
2020-08-22,88.0088,89.2227,87.9161,88.864,167814.0
2020-08-23,88.0088,89.2227,87.9161,88.864,167814.0
2020-08-24,89.5813,90.3308,88.7445,90.2435,160900.0
2020-08-25,90.8964,91.5769,90.3814,91.5218,268652.0
2020-08-26,91.5218,91.9264,90.5837,91.531,159265.0
2020-08-27,91.8896,92.5426,91.0987,91.8252,238243.0
2020-08-28,92.0368,92.0368,90.2343,91.6505,271481.0
2020-08-29,92.0368,92.0368,90.2343,91.6505,271481.0
2020-08-30,92.0368,92.0368,90.2343,91.6505,271481.0
2020-08-31,91.6505,91.6505,90.2987,90.9148,238467.0
2020-09-01,90.6941,92.9656,90.0779,92.9472,181147.0
2020-09-02,93.0667,94.8784,92.3678,94.7037,153762.0
2020-09-03,94.8416,95.0164,90.6389,91.2275,214645.0
2020-09-04,92.6897,92.9656,90.2021,91.2183,155357.0
2020-09-05,92.6897,92.9656,90.2021,91.2183,155357.0
2020-09-06,92.6897,92.9656,90.2021,91.2183,155357.0
2020-09-07,92.6897,92.9656,90.2021,91.2183,155357.0
2020-09-08,90.3722,91.1539,89.333,89.6549,314254.0
2020-09-09,90.0871,91.7149,90.0871,91.1815,143602.0
2020-09-10,91.2735,91.4574,88.7905,89.0112,115773.0
2020-09-11,89.3147,90.3262,89.0664,89.7561,106149.0
2020-09-12,89.3147,90.3262,89.0664,89.7561,106149.0
2020-09-13,89.3147,90.3262,89.0664,89.7561,106149.0
2020-09-14,90.2527,90.7486,89.6825,90.4182,188104.0
2020-09-15,90.7585,91.0344,90.0412,90.2527,122156.0
2020-09-16,90.7677,92.469,90.3354,90.832,200673.0
2020-09-17,89.9032,92.9932,89.2503,92.2943,218074.0
2020-09-18,92.6621,92.9564,89.2963,89.5905,431361.0
2020-09-19,92.6621,92.9564,89.2963,89.5905,431361.0
2020-09-20,92.6621,92.9564,89.2963,89.5905,431361.0
2020-09-21,87.8616,88.4226,84.7717,85.6821,199135.0
2020-09-22,85.8109,87.411,85.6821,87.1903,225988.0
2020-09-23,87.1351,89.1767,87.1351,87.4386,376727.0
2020-09-24,87.3002,89.5328,86.7836,86.9681,208486.0
2020-09-25,86.6267,87.0603,85.5474,85.8334,231992.0
2020-09-26,86.6267,87.0603,85.5474,85.8334,231992.0
2020-09-27,86.6267,87.0603,85.5474,85.8334,231992.0
2020-09-28,86.9496,88.5456,86.4791,88.4534,243539.0
2020-09-29,88.3334,89.6988,87.6415,87.7615,214375.0
2020-09-30,88.4257,88.887,85.778,86.5991,274915.0
2020-10-01,86.9589,87.3371,85.3536,86.3315,242073.0
2020-10-02,84.7079,87.8076,84.7079,86.2946,216352.0
2020-10-03,84.7079,87.8076,84.7079,86.2946,216352.0
2020-10-04,84.7079,87.8076,84.7079,86.2946,216352.0
2020-10-05,87.7707,89.8326,87.7707,89.7911,188487.0
2020-10-06,90.0309,92.4849,89.7219,91.018,370426.0
2020-10-07,91.959,93.6842,91.2764,92.0328,166832.0
2020-10-08,92.6048,92.6048,90.8704,91.9959,168714.0
2020-10-09,93.1399,93.9194,92.1343,92.2081,150493.0
2020-10-10,93.1399,93.9194,92.1343,92.2081,150493.0
2020-10-11,93.1399,93.9194,92.1343,92.2081,150493.0
2020-10-12,93.9886,94.0532,92.5587,92.7432,127927.0
2020-10-13,93.3336,93.8087,91.0088,91.0549,146076.0
2020-10-14,90.8612,92.5771,90.8612,91.6085,112790.0
2020-10-15,90.2062,93.4582,90.2062,93.1491,153739.0
2020-10-16,93.3152,94.2838,93.0845,93.1583,169555.0
2020-10-17,93.3152,94.2838,93.0845,93.1583,169555.0
2020-10-18,93.3152,94.2838,93.0845,93.1583,169555.0
2020-10-19,93.1122,93.2506,90.5291,90.7228,193049.0
2020-10-20,91.1749,93.555,91.1749,91.9683,162533.0
2020-10-21,91.5531,92.4941,90.5845,90.8797,291104.0
2020-10-22,90.8981,91.4332,89.0346,89.2191,330604.0
2020-10-23,90.2154,92.5956,89.9202,92.448,146761.0
2020-10-24,90.2154,92.5956,89.9202,92.448,146761.0
2020-10-25,90.2154,92.5956,89.9202,92.448,146761.0
2020-10-26,91.1472,91.2302,88.4535,89.173,149993.0
2020-10-27,88.9977,89.0346,86.8435,87.0327,184562.0
2020-10-28,85.4274,87.6415,84.9293,86.8205,345936.0
2020-10-29,94.0348,94.0348,89.2422,90.8981,681880.0
2020-10-30,90.6029,91.6177,89.6481,91.0088,311563.0
2020-10-31,90.6029,91.6177,89.6481,91.0088,311563.0
2020-11-01,90.6029,91.6177,89.6481,91.0088,311563.0
2020-11-02,92.2543,96.8577,92.0836,96.7839,343286.0
2020-11-03,98.0201,99.3117,96.9567,98.6567,264143.0
2020-11-04,97.7065,98.3154,94.9481,96.1843,229424.0
2020-11-05,97.5404,100.1881,97.5404,99.3578,155289.0
2020-11-06,99.7914,100.8154,99.1825,100.3819,134380.0
2020-11-07,99.7914,100.8154,99.1825,100.3819,134380.0
2020-11-08,99.7914,100.8154,99.1825,100.3819,134380.0
2020-11-09,106.1754,108.0113,102.8266,103.0019,256229.0
2020-11-10,102.8266,104.7916,102.5129,103.8783,261359.0
2020-11-11,104.5794,104.5794,101.0184,101.8856,191866.0
2020-11-12,101.5166,102.4299,100.1051,102.31,337342.0
2020-11-13,103.0572,105.5758,103.0572,105.4005,175776.0
2020-11-14,103.0572,105.5758,103.0572,105.4005,175776.0
2020-11-15,103.0572,105.5758,103.0572,105.4005,175776.0
2020-11-16,107.2271,110.1885,105.9725,109.8933,460298.0
2020-11-17,108.8139,110.3407,106.7751,109.9947,371640.0
2020-11-18,111.2033,111.2679,109.3397,109.6903,390722.0
2020-11-19,109.2014,110.6867,108.6432,110.4007,268507.0
2020-11-20,110.6682,111.0003,109.4135,110.2162,351034.0
2020-11-21,110.6682,111.0003,109.4135,110.2162,351034.0
2020-11-22,110.6682,111.0003,109.4135,110.2162,351034.0
2020-11-23,111.0464,114.0447,111.0464,113.8879,260069.0
2020-11-24,115.1518,115.1518,112.8454,113.9248,458725.0
2020-11-25,112.9561,113.8095,111.48,112.4948,197027.0
2020-11-26,112.9561,113.8095,111.48,112.4948,197027.0
2020-11-27,112.8362,113.4727,112.0428,112.7716,188143.0
2020-11-28,112.8362,113.4727,112.0428,112.7716,188143.0
2020-11-29,112.8362,113.4727,112.0428,112.7716,188143.0
2020-11-30,112.3472,112.3472,109.4504,109.8195,399006.0
2020-12-01,110.8804,111.9874,110.2162,111.0649,279406.0
2020-12-02,110.4745,110.7143,108.7309,108.9523,339676.0
2020-12-03,109.0445,109.0445,106.0324,106.5629,384715.0
2020-12-04,106.8027,108.4818,106.8027,107.7253,280051.0
2020-12-05,106.8027,108.4818,106.8027,107.7253,280051.0
2020-12-06,106.8027,108.4818,106.8027,107.7253,280051.0
2020-12-07,107.7622,108.6755,106.4891,107.3932,338886.0
2020-12-08,109.2844,110.8804,108.2558,110.3638,313341.0
2020-12-09,110.5759,112.6517,109.3305,110.0409,263869.0
2020-12-10,108.7678,109.432,107.633,108.3065,183474.0
2020-12-11,107.0887,109.1737,107.0149,108.1404,280050.0
2020-12-12,107.0887,109.1737,107.0149,108.1404,280050.0
2020-12-13,107.0887,109.1737,107.0149,108.1404,280050.0
2020-12-14,109.4966,109.9301,106.4799,106.526,271821.0
2020-12-15,107.1533,109.492,106.9135,109.1368,304850.0
2020-12-16,109.3582,109.3582,107.1994,107.4854,219477.0
2020-12-17,108.7032,109.3121,107.3194,108.5648,216741.0
2020-12-18,109.0814,109.432,107.0334,107.5039,603579.0
2020-12-19,109.0814,109.432,107.0334,107.5039,603579.0
2020-12-20,109.0814,109.432,107.0334,107.5039,603579.0
2020-12-21,105.4005,109.1921,105.216,108.7309,200382.0
2020-12-22,108.8139,109.6626,107.2041,109.3951,179827.0
2020-12-23,109.6811,111.1387,109.1377,110.6036,122549.0
2020-12-24,111.1664,111.3417,110.0593,110.9173,46748.0
2020-12-25,111.1664,111.3417,110.0593,110.9173,46748.0
2020-12-26,111.1664,111.3417,110.0593,110.9173,46748.0
2020-12-27,111.1664,111.3417,110.0593,110.9173,46748.0
2020-12-28,112.0428,113.9248,111.5585,112.7716,339995.0
2020-12-29,112.7347,113.6849,110.8896,112.1627,332709.0
2020-12-30,112.4679,113.8273,111.7742,112.4031,218161.0
2020-12-31,112.3291,114.3822,111.2748,113.5776,204226.0
2021-01-01,112.3291,114.3822,111.2748,113.5776,204226.0
2021-01-02,112.3291,114.3822,111.2748,113.5776,204226.0
2021-01-03,112.3291,114.3822,111.2748,113.5776,204226.0
2021-01-04,114.521,116.0654,112.3056,113.3927,267167.0
2021-01-05,113.1707,116.5001,113.1707,116.0839,299595.0
2021-01-06,117.4712,123.6397,117.4619,123.0478,420270.0
2021-01-07,123.5935,126.5344,121.8178,126.3587,299906.0
2021-01-08,126.6916,127.5702,124.2686,125.4524,222291.0
2021-01-09,126.6916,127.5702,124.2686,125.4524,222291.0
2021-01-10,126.6916,127.5702,124.2686,125.4524,222291.0
2021-01-11,123.1311,135.9214,123.1311,131.5007,750891.0
2021-01-12,131.1216,133.7018,129.0869,130.5852,403573.0
2021-01-13,129.3089,129.5494,125.9055,127.1171,225040.0
2021-01-14,126.8951,128.5136,126.2292,126.3032,309350.0
2021-01-15,125.0917,125.8686,122.8999,125.1842,254082.0
2021-01-16,125.0917,125.8686,122.8999,125.1842,254082.0
2021-01-17,125.0917,125.8686,122.8999,125.1842,254082.0
2021-01-18,125.0917,125.8686,122.8999,125.1842,254082.0
2021-01-19,126.9598,127.5332,125.0741,125.4339,226425.0
2021-01-20,126.5992,126.8859,124.768,125.9425,236818.0
2021-01-21,126.0165,126.6639,123.39,123.5657,351045.0
2021-01-22,122.7611,124.657,122.1693,123.5565,253229.0
2021-01-23,122.7611,124.657,122.1693,123.5565,253229.0
2021-01-24,122.7611,124.657,122.1693,123.5565,253229.0
2021-01-25,123.316,124.1761,120.2179,123.2606,275576.0
2021-01-26,124.4628,124.4628,120.8468,121.0687,196277.0
2021-01-27,118.2665,118.2665,113.2632,114.9556,312818.0
2021-01-28,116.0192,117.9521,115.0759,116.5093,343524.0
2021-01-29,115.8435,117.2215,115.0482,116.0469,343579.0
2021-01-30,115.8435,117.2215,115.0482,116.0469,343579.0
2021-01-31,115.8435,117.2215,115.0482,116.0469,343579.0
2021-02-01,117.4712,119.4133,115.5938,118.8954,256331.0
2021-02-02,120.3936,122.0768,118.9694,120.1346,449096.0
2021-02-03,120.8653,121.7855,119.2746,120.708,228525.0
2021-02-04,121.1427,121.6329,119.5243,119.6167,198054.0
2021-02-05,120.8098,121.6421,119.0526,121.5034,187350.0
2021-02-06,120.8098,121.6421,119.0526,121.5034,187350.0
2021-02-07,120.8098,121.6421,119.0526,121.5034,187350.0
2021-02-08,122.8999,122.9276,120.3936,121.0132,170232.0
2021-02-09,121.0225,121.0502,118.8214,120.3843,213986.0
2021-02-10,120.8005,120.9994,118.4977,118.5717,282710.0
2021-02-11,119.3208,121.1612,117.9798,120.1994,261348.0
2021-02-12,119.7925,120.7682,118.2203,119.2561,252669.0
2021-02-13,119.7925,120.7682,118.2203,119.2561,252669.0
2021-02-14,119.7925,120.7682,118.2203,119.2561,252669.0
2021-02-15,119.7925,120.7682,118.2203,119.2561,252669.0
2021-02-16,121.1057,125.6928,119.3023,122.9554,572685.0
2021-02-17,123.2421,124.8512,119.3301,119.9219,568846.0
2021-02-18,119.3948,120.708,116.9902,119.6075,344156.0
2021-02-19,120.3196,124.2039,120.3196,124.1854,294336.0
2021-02-20,120.3196,124.2039,120.3196,124.1854,294336.0
2021-02-21,120.3196,124.2039,120.3196,124.1854,294336.0
2021-02-22,123.1866,128.3656,123.1403,127.1633,356583.0
2021-02-23,125.8963,129.8268,125.8316,129.6788,435191.0
2021-02-24,129.6881,129.9008,126.6732,128.1159,249439.0
2021-02-25,127.5055,129.3736,125.4524,125.9703,195669.0
2021-02-26,126.5992,128.1714,125.101,126.3957,304553.0
2021-02-27,126.5992,128.1714,125.101,126.3957,304553.0
2021-02-28,126.5992,128.1714,125.101,126.3957,304553.0
2021-03-01,128.8187,131.6395,128.8187,130.6684,254361.0
2021-03-02,130.2985,131.51,128.1991,129.1794,245287.0
2021-03-03,130.0395,130.7609,127.4962,127.5887,294512.0
2021-03-04,127.2003,129.1054,123.6305,125.7483,275706.0
2021-03-05,127.1726,128.4858,123.2328,128.2731,445892.0
2021-03-06,127.1726,128.4858,123.2328,128.2731,445892.0
2021-03-07,127.1726,128.4858,123.2328,128.2731,445892.0
2021-03-08,129.0962,132.0834,128.2084,130.4372,254331.0
2021-03-09,131.6302,133.1562,128.2639,128.4303,305239.0
2021-03-10,128.8465,133.0406,128.1529,132.814,237871.0
2021-03-11,134.0995,141.1559,133.0267,137.6323,1048504.0
2021-03-12,138.7329,141.6367,138.7329,141.3964,555095.0
2021-03-13,138.7329,141.6367,138.7329,141.3964,555095.0
