,AAPL US Equity,AAPL US Equity,AAPL US Equity,AAPL US Equity,AAPL US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2019-03-22,46.95,47.515,45.854,45.919,169630664.0
2019-03-23,46.95,47.515,45.854,45.919,169630664.0
2019-03-24,46.95,47.515,45.854,45.919,169630664.0
2019-03-25,46.029,46.142,44.849,45.364,175381172.0
2019-03-26,46.066,46.359,44.364,44.895,199202152.0
2019-03-27,45.366,45.609,44.837,45.299,119393708.0
2019-03-28,45.414,45.56,45.073,45.359,83121452.0
2019-03-29,45.625,45.686,45.315,45.654,94255844.0
2019-03-30,45.625,45.686,45.315,45.654,94255844.0
2019-03-31,45.625,45.686,45.315,45.654,94255844.0
2019-04-01,46.061,46.07,45.277,45.964,111447856.0
2019-04-02,45.928,46.738,45.919,46.633,91062928.0
2019-04-03,46.447,47.229,46.423,46.952,93087320.0
2019-04-04,46.818,47.197,46.421,47.034,76457100.0
2019-04-05,47.217,47.373,47.092,47.349,74106576.0
2019-04-06,47.217,47.373,47.092,47.349,74106576.0
2019-04-07,47.217,47.373,47.092,47.349,74106576.0
2019-04-08,47.209,48.125,47.19,48.094,103526788.0
2019-04-09,48.147,48.755,47.885,47.95,143072948.0
2019-04-10,47.753,48.248,47.632,48.219,86781152.0
2019-04-11,48.274,48.31,47.696,47.817,83603232.0
2019-04-12,47.878,48.103,47.159,47.798,111042672.0
2019-04-13,47.878,48.103,47.159,47.798,111042672.0
2019-04-14,47.878,48.103,47.159,47.798,111042672.0
2019-04-15,47.729,48.034,47.592,47.885,70146584.0
2019-04-16,47.94,48.399,47.724,47.89,102785540.0
2019-04-17,47.959,48.882,47.736,48.822,115627120.0
2019-04-18,48.82,49.067,48.676,48.998,96783064.0
2019-04-19,48.82,49.067,48.676,48.998,96783064.0
2019-04-20,48.82,49.067,48.676,48.998,96783064.0
2019-04-21,48.82,49.067,48.676,48.998,96783064.0
2019-04-22,48.75,49.257,48.632,49.159,77758180.0
2019-04-23,49.135,49.933,49.007,49.868,93291964.0
2019-04-24,49.839,50.108,49.764,49.791,70162436.0
2019-04-25,49.711,49.935,49.3,49.339,74172824.0
2019-04-26,49.248,49.272,48.579,49.103,74596408.0
2019-04-27,49.248,49.272,48.579,49.103,74596408.0
2019-04-28,49.248,49.272,48.579,49.103,74596408.0
2019-04-29,49.127,49.505,48.998,49.178,88818864.0
2019-04-30,48.805,48.887,47.856,48.231,186139692.0
2019-05-01,50.444,51.75,50.288,50.598,259309312.0
2019-05-02,50.435,51.11,50.024,50.269,127985296.0
2019-05-03,50.687,50.916,50.529,50.894,83569512.0
2019-05-04,50.687,50.916,50.529,50.894,83569512.0
2019-05-05,50.687,50.916,50.529,50.894,83569512.0
2019-05-06,49.101,50.195,48.911,50.108,129772452.0
2019-05-07,49.483,49.853,48.268,48.757,155054792.0
2019-05-08,48.526,49.353,48.49,48.767,105358016.0
2019-05-09,48.166,48.474,47.267,48.243,139634428.0
2019-05-10,47.632,47.977,46.511,47.575,164834848.0
2019-05-11,47.632,47.977,46.511,47.575,164834848.0
2019-05-12,47.632,47.977,46.511,47.575,164834848.0
2019-05-13,45.29,45.717,44.117,44.81,229722492.0
2019-05-14,44.976,45.77,44.735,45.519,146118708.0
2019-05-15,44.942,46.264,44.882,46.064,106178872.0
2019-05-16,45.82,46.438,45.562,45.861,132125456.0
2019-05-17,45.101,46.059,45.06,45.601,131516360.0
2019-05-18,45.101,46.059,45.06,45.601,131516360.0
2019-05-19,45.101,46.059,45.06,45.601,131516360.0
2019-05-20,44.279,44.479,43.498,44.175,154449160.0
2019-05-21,44.689,45.36,44.563,45.022,113459392.0
2019-05-22,44.554,44.807,44.045,44.1,118994224.0
2019-05-23,43.381,43.56,42.901,43.347,146118944.0
2019-05-24,43.478,43.946,43.096,43.181,94858744.0
2019-05-25,43.478,43.946,43.096,43.181,94858744.0
2019-05-26,43.478,43.946,43.096,43.181,94858744.0
2019-05-27,43.478,43.946,43.096,43.181,94858744.0
2019-05-28,43.169,43.572,42.925,43.002,111792640.0
2019-05-29,42.566,43.273,42.464,42.797,113924660.0
2019-05-30,42.935,43.244,42.626,43.019,84873648.0
2019-05-31,42.52,42.944,42.221,42.24,108174336.0
2019-06-01,42.52,42.944,42.221,42.24,108174336.0
2019-06-02,42.52,42.944,42.221,42.24,108174336.0
2019-06-03,42.368,42.928,41.082,41.813,161584276.0
2019-06-04,42.329,43.388,42.107,43.343,123871844.0
2019-06-05,44.462,44.633,43.704,44.042,119093708.0
2019-06-06,44.173,44.749,43.948,44.689,90105244.0
2019-06-07,45.0,46.305,44.822,45.878,122737572.0
2019-06-08,45.0,46.305,44.822,45.878,122737572.0
2019-06-09,45.0,46.305,44.822,45.878,122737572.0
2019-06-10,46.279,47.138,46.233,46.465,104883404.0
2019-06-11,47.015,47.29,46.711,47.003,107731528.0
2019-06-12,46.795,47.283,46.659,46.853,73012756.0
2019-06-13,46.976,47.48,46.711,46.843,86698500.0
2019-06-14,46.215,46.707,45.915,46.503,75045896.0
2019-06-15,46.215,46.707,45.915,46.503,75045896.0
2019-06-16,46.215,46.707,45.915,46.503,75045896.0
2019-06-17,46.542,47.039,46.366,46.781,58676576.0
2019-06-18,47.302,48.325,47.099,47.881,106204016.0
2019-06-19,48.178,48.226,47.606,47.741,84496940.0
2019-06-20,48.344,48.402,47.78,48.125,86055952.0
2019-06-21,47.965,48.46,47.809,47.961,191202356.0
2019-06-22,47.965,48.46,47.809,47.961,191202356.0
2019-06-23,47.965,48.46,47.809,47.961,191202356.0
2019-06-24,47.903,48.294,47.813,47.912,72881684.0
2019-06-25,47.876,48.076,47.119,47.186,84281336.0
2019-06-26,47.717,48.494,47.616,48.207,104270048.0
2019-06-27,48.325,48.634,48.151,48.192,83598868.0
2019-06-28,47.936,48.133,47.543,47.753,124442568.0
2019-06-29,47.936,48.133,47.543,47.753,124442568.0
2019-06-30,47.936,48.133,47.543,47.753,124442568.0
2019-07-01,49.02,49.338,48.412,48.629,109266956.0
2019-07-02,48.595,49.011,48.583,48.914,67740868.0
2019-07-03,49.046,49.326,48.904,49.319,45448180.0
2019-07-04,49.046,49.326,48.904,49.319,45448180.0
2019-07-05,49.063,49.481,48.955,49.276,69062072.0
2019-07-06,49.063,49.481,48.955,49.276,69062072.0
2019-07-07,49.063,49.481,48.955,49.276,69062072.0
2019-07-08,48.45,48.593,47.871,48.26,101354512.0
2019-07-09,48.062,48.619,47.968,48.554,82312060.0
2019-07-10,48.701,49.155,48.631,49.034,71588552.0
2019-07-11,49.054,49.314,48.668,48.677,80767368.0
2019-07-12,48.846,49.22,48.786,49.051,70380848.0
2019-07-13,48.846,49.22,48.786,49.051,70380848.0
2019-07-14,48.846,49.22,48.786,49.051,70380848.0
2019-07-15,49.242,49.671,49.22,49.512,67789680.0
2019-07-16,49.362,49.729,49.099,49.341,67467264.0
2019-07-17,49.232,49.483,49.044,49.063,56429800.0
2019-07-18,49.22,49.674,49.148,49.621,74328644.0
2019-07-19,49.652,49.823,48.824,48.88,83717228.0
2019-07-20,49.652,49.823,48.824,48.88,83717228.0
2019-07-21,49.652,49.823,48.824,48.88,83717228.0
2019-07-22,49.136,49.999,49.126,49.997,89111728.0
2019-07-23,50.296,50.405,50.014,50.388,73420840.0
2019-07-24,50.106,50.463,49.985,50.347,59966268.0
2019-07-25,50.4,50.484,49.879,49.949,55638248.0
2019-07-26,50.06,50.603,49.978,50.122,70475496.0
2019-07-27,50.06,50.603,49.978,50.122,70475496.0
2019-07-28,50.06,50.603,49.978,50.122,70475496.0
2019-07-29,50.296,50.822,50.291,50.59,86693556.0
2019-07-30,50.369,50.706,50.019,50.373,135742872.0
2019-07-31,52.217,53.411,50.981,51.401,277125444.0
2019-08-01,51.609,52.605,49.882,50.289,216071688.0
2019-08-02,49.589,49.806,48.648,49.225,163448488.0
2019-08-03,49.589,49.806,48.648,49.225,163448488.0
2019-08-04,49.589,49.806,48.648,49.225,163448488.0
2019-08-05,47.77,47.929,46.465,46.648,209571876.0
2019-08-06,47.365,47.789,46.817,47.531,143299148.0
2019-08-07,47.147,48.149,46.764,48.023,133457600.0
2019-08-08,48.303,49.107,48.108,49.083,108038092.0
2019-08-09,48.753,49.107,48.266,48.678,98478984.0
2019-08-10,48.753,49.107,48.266,48.678,98478984.0
2019-08-11,48.753,49.107,48.266,48.678,98478984.0
2019-08-12,48.346,48.935,48.232,48.555,89927556.0
2019-08-13,48.685,51.378,48.639,50.611,190159144.0
2019-08-14,49.204,49.998,49.065,49.104,146189772.0
2019-08-15,49.276,49.683,48.358,48.86,111533452.0
2019-08-16,49.475,50.172,49.368,50.013,115254496.0
2019-08-17,49.475,50.172,49.368,50.013,115254496.0
2019-08-18,49.475,50.172,49.368,50.013,115254496.0
2019-08-19,51.01,51.522,50.866,50.945,97727660.0
2019-08-20,51.073,51.672,50.938,50.947,107678116.0
2019-08-21,51.584,51.744,51.248,51.5,86258988.0
2019-08-22,51.633,51.934,51.042,51.456,89071276.0
2019-08-23,50.722,51.357,48.68,49.078,187531372.0
2019-08-24,50.722,51.357,48.68,49.078,187531372.0
2019-08-25,50.722,51.357,48.68,49.078,187531372.0
2019-08-26,49.858,50.18,49.663,50.01,104264520.0
2019-08-27,50.342,50.509,49.293,49.446,103589376.0
2019-08-28,49.431,49.824,49.242,49.778,63830528.0
2019-08-29,50.497,50.696,50.05,50.62,84030608.0
2019-08-30,50.899,50.969,50.182,50.555,84650244.0
2019-08-31,50.899,50.969,50.182,50.555,84650244.0
2019-09-01,50.899,50.969,50.182,50.555,84650244.0
2019-09-02,50.899,50.969,50.182,50.555,84650244.0
2019-09-03,49.996,50.129,49.46,49.819,80238296.0
2019-09-04,50.47,50.734,50.211,50.664,76867280.0
2019-09-05,51.345,51.822,51.226,51.655,95787936.0
2019-09-06,51.841,51.931,51.468,51.65,77449176.0
2019-09-07,51.841,51.931,51.468,51.65,77449176.0
2019-09-08,51.841,51.931,51.468,51.65,77449176.0
2019-09-09,52.032,52.42,51.119,51.87,109237604.0
2019-09-10,51.795,52.502,51.274,52.483,127111724.0
2019-09-11,52.815,54.181,52.732,54.152,177158584.0
2019-09-12,54.445,54.837,53.975,54.029,128906676.0
2019-09-13,53.282,53.473,52.56,52.979,159053184.0
2019-09-14,53.282,53.473,52.56,52.979,159053184.0
2019-09-15,53.282,53.473,52.56,52.979,159053184.0
2019-09-16,52.732,53.314,52.691,53.258,84632564.0
2019-09-17,53.272,53.481,53.069,53.452,73545872.0
2019-09-18,53.539,53.972,53.146,53.953,102572372.0
2019-09-19,53.769,54.193,53.372,53.515,88751504.0
2019-09-20,53.616,53.902,52.67,52.732,231908376.0
2019-09-21,53.616,53.902,52.67,52.732,231908376.0
2019-09-22,53.616,53.902,52.67,52.732,231908376.0
2019-09-23,53.028,53.243,52.713,52.972,77678592.0
2019-09-24,53.532,53.885,52.602,52.72,125737468.0
2019-09-25,52.931,53.645,52.589,53.532,89924024.0
2019-09-26,53.282,53.51,52.999,53.255,76353248.0
2019-09-27,53.413,53.515,52.624,52.996,101445140.0
2019-09-28,53.413,53.515,52.624,52.996,101445140.0
2019-09-29,53.413,53.515,52.624,52.996,101445140.0
2019-09-30,53.5,54.391,53.473,54.244,105274332.0
2019-10-01,54.51,55.273,54.299,54.394,144748652.0
2019-10-02,54.023,54.149,52.781,53.03,143069028.0
2019-10-03,52.902,53.515,52.103,53.481,121410744.0
2019-10-04,54.648,55.096,54.224,54.98,139022212.0
2019-10-05,54.648,55.096,54.224,54.98,139022212.0
2019-10-06,54.648,55.096,54.224,54.98,139022212.0
2019-10-07,54.801,55.687,54.697,54.992,123557076.0
2019-10-08,54.692,55.234,54.331,54.348,117130800.0
2019-10-09,54.985,55.169,54.648,54.985,76117696.0
2019-10-10,55.203,55.811,55.05,55.726,115851936.0
2019-10-11,56.418,57.554,56.263,57.208,167960840.0
2019-10-12,56.418,57.554,56.263,57.208,167960840.0
2019-10-13,56.418,57.554,56.263,57.208,167960840.0
2019-10-14,56.891,57.674,56.835,57.126,97653936.0
2019-10-15,57.252,57.557,56.886,56.992,92161932.0
2019-10-16,56.52,56.973,56.479,56.762,77146776.0
2019-10-17,56.937,57.193,56.557,56.983,69091588.0
2019-10-18,56.816,57.54,56.743,57.256,97508664.0
2019-10-19,56.816,57.54,56.743,57.256,97508664.0
2019-10-20,56.816,57.54,56.743,57.256,97508664.0
2019-10-21,57.525,58.366,57.477,58.249,89469932.0
2019-10-22,58.407,58.659,58.034,58.116,90736004.0
2019-10-23,58.635,58.911,58.421,58.896,79730180.0
2019-10-24,59.218,59.288,58.563,58.993,71665020.0
2019-10-25,58.891,59.756,58.823,59.72,73477184.0
2019-10-26,58.891,59.756,58.823,59.72,73477184.0
2019-10-27,58.891,59.756,58.823,59.72,73477184.0
2019-10-28,59.923,60.366,59.753,60.318,96572964.0
2019-10-29,60.298,60.487,58.748,58.923,142839468.0
2019-10-30,59.279,59.41,58.419,58.915,124522088.0
2019-10-31,59.879,60.347,57.462,60.248,139162080.0
2019-11-01,60.436,61.984,60.344,61.957,151125336.0
2019-11-02,60.436,61.984,60.344,61.957,151125336.0
2019-11-03,60.436,61.984,60.344,61.957,151125336.0
2019-11-04,62.323,62.448,61.851,62.364,103271808.0
2019-11-05,62.255,62.531,62.078,62.275,79897708.0
2019-11-06,62.187,62.362,61.847,62.301,75864496.0
2019-11-07,62.853,63.244,62.7,63.02,94940332.0
2019-11-08,62.841,63.266,62.394,63.193,70081980.0
2019-11-09,62.841,63.266,62.394,63.193,70081980.0
2019-11-10,62.841,63.266,62.394,63.193,70081980.0
2019-11-11,62.746,63.759,62.741,63.693,82029836.0
2019-11-12,63.535,63.837,63.382,63.635,87388904.0
2019-11-13,63.433,64.32,63.419,64.245,103270372.0
2019-11-14,64.07,64.344,63.669,63.8,89582224.0
2019-11-15,64.053,64.563,63.89,64.558,100374664.0
2019-11-16,64.053,64.563,63.89,64.558,100374664.0
2019-11-17,64.053,64.563,63.89,64.558,100374664.0
2019-11-18,64.568,64.964,64.186,64.884,86803588.0
2019-11-19,65.078,65.102,64.469,64.687,76278388.0
