,WMS US Equity,WMS US Equity,WMS US Equity,WMS US Equity,WMS US Equity
2020-04-07,30.6267,31.7457,30.0769,30.1947,692979.0
2020-04-08,30.5579,31.6917,30.0769,31.2745,608424.0
2020-04-09,32.0304,35.574,32.0304,35.2894,692206.0
2020-04-10,32.0304,35.574,32.0304,35.2894,692206.0
2020-04-11,32.0304,35.574,32.0304,35.2894,692206.0
2020-04-12,32.0304,35.574,32.0304,35.2894,692206.0
2020-04-13,34.8967,35.1078,31.7261,32.0991,328057.0
2020-04-14,33.0709,34.4844,32.796,34.3568,452718.0
2020-04-15,33.0709,33.547,31.7359,32.2856,756311.0
2020-04-16,32.4427,32.7371,31.5297,31.785,398695.0
2020-04-17,33.6599,35.7704,32.9433,35.3188,1001509.0
2020-04-18,33.6599,35.7704,32.9433,35.3188,1001509.0
2020-04-19,33.6599,35.7704,32.9433,35.3188,1001509.0
2020-04-20,34.2783,35.2599,33.7188,34.8476,351980.0
2020-04-21,33.7973,34.3077,32.9727,33.277,489078.0
2020-04-22,34.0918,34.2194,33.1789,33.5617,328108.0
2020-04-23,33.6991,34.7789,33.3457,34.455,422150.0
2020-04-24,34.72,35.5544,34.0133,35.4268,256416.0
2020-04-25,34.72,35.5544,34.0133,35.4268,256416.0
2020-04-26,34.72,35.5544,34.0133,35.4268,256416.0
2020-04-27,35.4464,37.8318,35.4464,37.5864,393460.0
2020-04-28,39.0588,39.4987,37.822,38.0772,456471.0
2020-04-29,39.2159,41.7484,38.4502,41.3754,771249.0
2020-04-30,40.2171,40.384,39.2355,39.795,385541.0
2020-05-01,38.5189,38.9704,37.4195,38.3815,344224.0
2020-05-02,38.5189,38.9704,37.4195,38.3815,344224.0
2020-05-03,38.5189,38.9704,37.4195,38.3815,344224.0
2020-05-04,37.4293,39.049,36.9581,38.7054,351872.0
2020-05-05,39.5005,40.649,39.3484,39.5103,462739.0
2020-05-06,39.6969,39.8294,38.6661,39.1275,281664.0
2020-05-07,40.0797,40.0797,38.9312,39.6085,459536.0
2020-05-08,39.7557,40.5607,39.6281,40.1778,298262.0
2020-05-09,39.7557,40.5607,39.6281,40.1778,298262.0
2020-05-10,39.7557,40.5607,39.6281,40.1778,298262.0
2020-05-11,39.3238,40.1435,38.0968,39.5594,485658.0
2020-05-12,39.7557,39.9521,38.2735,38.2833,548348.0
2020-05-13,37.7042,38.5876,36.7373,37.7336,387422.0
2020-05-14,36.8403,38.0477,36.055,37.9005,418037.0
2020-05-15,37.606,38.5778,36.8698,38.0085,272538.0
2020-05-16,37.606,38.5778,36.8698,38.0085,272538.0
2020-05-17,37.606,38.5778,36.8698,38.0085,272538.0
2020-05-18,40.1091,40.6588,39.5005,39.7459,755940.0
2020-05-19,39.4711,40.5901,39.1373,39.2257,465526.0
2020-05-20,40.168,41.7484,39.7459,41.1987,594811.0
2020-05-21,41.3165,43.1129,39.9717,41.238,464567.0
2020-05-22,42.2294,44.7031,41.3362,44.1338,734209.0
2020-05-23,42.2294,44.7031,41.3362,44.1338,734209.0
2020-05-24,42.2294,44.7031,41.3362,44.1338,734209.0
2020-05-25,42.2294,44.7031,41.3362,44.1338,734209.0
2020-05-26,45.9989,46.0283,43.6626,43.6921,754604.0
2020-05-27,44.6148,44.6148,42.4945,44.2025,836322.0
2020-05-28,45.1449,45.5866,43.5743,44.016,624640.0
2020-05-29,43.416,43.898,42.6685,43.6127,659102.0
2020-05-30,43.416,43.898,42.6685,43.6127,659102.0
2020-05-31,43.416,43.898,42.6685,43.6127,659102.0
2020-06-01,43.8586,44.9209,43.4455,44.4389,481926.0
2020-06-02,44.8225,45.5799,44.4291,44.9307,634822.0
2020-06-03,45.4914,47.016,44.793,46.1701,497538.0
2020-06-04,45.5209,47.016,45.3268,46.593,307560.0
2020-06-05,48.4717,50.134,47.911,48.0881,548301.0
2020-06-06,48.4717,50.134,47.911,48.0881,548301.0
2020-06-07,48.4717,50.134,47.911,48.0881,548301.0
2020-06-08,48.6881,49.4356,47.4979,47.7242,360485.0
2020-06-09,46.9766,48.5012,46.6028,47.7537,453941.0
2020-06-10,47.5176,48.2332,47.0455,47.5373,414091.0
2020-06-11,45.5799,46.1209,42.7668,42.8357,568569.0
2020-06-12,44.6848,45.3143,42.6094,44.0455,342890.0
2020-06-13,44.6848,45.3143,42.6094,44.0455,342890.0
2020-06-14,44.6848,45.3143,42.6094,44.0455,342890.0
2020-06-15,42.7275,46.2291,42.5898,46.1209,493094.0
2020-06-16,48.1078,48.9733,46.7799,48.57,360481.0
2020-06-17,48.6487,48.9438,47.3799,47.4684,406550.0
2020-06-18,47.2127,49.4454,47.2008,49.1209,653607.0
2020-06-19,49.6225,49.9274,48.2553,48.5602,742225.0
2020-06-20,49.6225,49.9274,48.2553,48.5602,742225.0
2020-06-21,49.6225,49.9274,48.2553,48.5602,742225.0
2020-06-22,47.9897,49.3373,47.6061,49.1799,330386.0
2020-06-23,50.0061,50.0356,49.052,49.1995,427825.0
2020-06-24,48.452,49.1602,46.6028,47.3209,387649.0
2020-06-25,46.8487,47.9209,46.2094,47.852,325807.0
2020-06-26,47.3897,47.7469,44.9209,45.157,1399565.0
2020-06-27,47.3897,47.7469,44.9209,45.157,1399565.0
2020-06-28,47.3897,47.7469,44.9209,45.157,1399565.0
2020-06-29,46.0815,46.9569,45.7668,46.9569,290755.0
2020-06-30,46.5832,48.7373,46.534,48.5897,516851.0
2020-07-01,48.993,49.4454,48.2848,48.4914,283319.0
2020-07-02,49.4159,49.7995,47.793,48.0094,209767.0
2020-07-03,49.4159,49.7995,47.793,48.0094,209767.0
2020-07-04,49.4159,49.7995,47.793,48.0094,209767.0
2020-07-05,49.4159,49.7995,47.793,48.0094,209767.0
2020-07-06,49.1602,49.2782,47.9897,48.0684,265913.0
2020-07-07,47.4192,47.8225,46.8192,46.8979,179450.0
2020-07-08,46.7307,47.7733,46.1996,47.7242,245078.0
2020-07-09,47.6455,47.7832,45.5897,46.4061,250330.0
2020-07-10,46.5438,47.3209,45.9143,47.2619,163599.0
2020-07-11,46.5438,47.3209,45.9143,47.2619,163599.0
2020-07-12,46.5438,47.3209,45.9143,47.2619,163599.0
2020-07-13,46.1701,46.9668,44.7832,44.8816,549008.0
2020-07-14,44.8816,46.8684,44.5766,46.7406,361273.0
2020-07-15,47.9996,48.4717,47.4684,48.1864,314140.0
2020-07-16,48.452,49.2389,48.0586,48.6291,335469.0
2020-07-17,48.8848,49.1602,47.8274,48.1569,242476.0
2020-07-18,48.8848,49.1602,47.8274,48.1569,242476.0
2020-07-19,48.8848,49.1602,47.8274,48.1569,242476.0
2020-07-20,47.8028,48.1078,47.2422,47.7832,361443.0
2020-07-21,48.1274,48.9241,48.0094,48.2553,172542.0
2020-07-22,47.9504,49.1504,47.9504,48.9832,204792.0
2020-07-23,49.1799,49.8389,47.852,48.3733,200620.0
2020-07-24,48.4323,48.6684,47.3504,47.8422,179494.0
2020-07-25,48.4323,48.6684,47.3504,47.8422,179494.0
2020-07-26,48.4323,48.6684,47.3504,47.8422,179494.0
2020-07-27,47.7242,49.1897,47.1183,49.1504,157430.0
2020-07-28,48.6881,49.1012,48.1963,48.4127,192177.0
2020-07-29,48.8159,49.9372,48.8159,49.0815,389116.0
2020-07-30,48.1668,49.5438,47.7082,48.8455,316366.0
2020-07-31,48.7077,48.8159,47.2914,48.1963,453598.0
2020-08-01,48.7077,48.8159,47.2914,48.1963,453598.0
2020-08-02,48.7077,48.8159,47.2914,48.1963,453598.0
2020-08-03,48.7963,50.3897,48.4225,49.9274,552415.0
2020-08-04,49.7012,49.9569,47.9307,48.2651,386598.0
2020-08-05,49.0422,49.8979,48.2946,49.0717,688190.0
2020-08-06,49.8192,54.6487,49.6717,52.1897,930354.0
2020-08-07,52.7307,55.106,52.5536,54.5897,1251686.0
2020-08-08,52.7307,55.106,52.5536,54.5897,1251686.0
2020-08-09,52.7307,55.106,52.5536,54.5897,1251686.0
2020-08-10,54.8552,55.0815,53.6848,53.7438,259651.0
2020-08-11,54.2552,55.3175,53.7438,54.7077,534593.0
2020-08-12,54.8356,58.0814,54.5897,58.0421,839088.0
2020-08-13,57.5306,57.6093,55.9864,56.6847,538542.0
2020-08-14,56.1634,56.429,54.9929,55.947,319605.0
2020-08-15,56.1634,56.429,54.9929,55.947,319605.0
2020-08-16,56.1634,56.429,54.9929,55.947,319605.0
2020-08-17,56.2224,56.9462,55.8683,56.0454,305725.0
2020-08-18,55.9667,58.2782,55.9667,57.7667,445602.0
2020-08-19,58.0027,60.6388,57.4618,58.0913,938216.0
2020-08-20,57.7667,58.0421,55.6815,56.6552,630003.0
2020-08-21,56.2224,56.6405,55.6421,56.2028,268244.0
2020-08-22,56.2224,56.6405,55.6421,56.2028,268244.0
2020-08-23,56.2224,56.6405,55.6421,56.2028,268244.0
2020-08-24,56.4487,56.8028,55.6285,56.4487,278682.0
2020-08-25,56.8519,57.0585,56.1044,56.5372,263974.0
2020-08-26,56.37,56.37,55.4454,55.6519,211822.0
2020-08-27,56.0159,56.0159,54.7765,55.052,217224.0
2020-08-28,55.0815,55.288,54.3438,55.2683,455219.0
2020-08-29,55.0815,55.288,54.3438,55.2683,455219.0
2020-08-30,55.0815,55.288,54.3438,55.2683,455219.0
2020-08-31,54.9925,55.2092,54.5196,54.6576,451203.0
2020-09-01,54.2339,56.8643,53.899,56.8249,326690.0
2020-09-02,56.756,57.8298,56.3028,57.8003,523891.0
2020-09-03,57.8003,57.8003,55.1698,55.3669,431908.0
2020-09-04,55.9383,56.2141,52.835,54.6477,287848.0
2020-09-05,55.9383,56.2141,52.835,54.6477,287848.0
2020-09-06,55.9383,56.2141,52.835,54.6477,287848.0
2020-09-07,55.9383,56.2141,52.835,54.6477,287848.0
2020-09-08,53.7315,55.1501,52.9039,54.1354,422357.0
2020-09-09,54.697,56.1944,54.5295,55.958,246226.0
2020-09-10,56.2535,56.9136,55.7215,55.7708,282508.0
2020-09-11,55.4358,56.8348,55.4358,55.8299,347299.0
2020-09-12,55.4358,56.8348,55.4358,55.8299,347299.0
2020-09-13,55.4358,56.8348,55.4358,55.8299,347299.0
2020-09-14,56.2141,58.5983,56.1501,58.5293,582939.0
2020-09-15,58.884,59.7255,57.82,57.9776,251610.0
2020-09-16,58.4603,59.0613,58.1451,58.7756,364385.0
2020-09-17,57.8397,58.7756,57.5244,58.3717,344350.0
2020-09-18,59.3174,59.7312,57.2092,57.6426,1273265.0
2020-09-19,59.3174,59.7312,57.2092,57.6426,1273265.0
2020-09-20,59.3174,59.7312,57.2092,57.6426,1273265.0
2020-09-21,56.3718,56.3718,53.8004,55.3964,506456.0
2020-09-22,55.6427,58.746,55.0221,58.4406,589441.0
2020-09-23,58.2436,58.9628,57.022,57.0909,379791.0
2020-09-24,57.288,57.4357,56.0417,56.8151,245198.0
2020-09-25,56.756,57.3766,56.1846,57.0417,278144.0
2020-09-26,56.756,57.3766,56.1846,57.0417,278144.0
2020-09-27,56.756,57.3766,56.1846,57.0417,278144.0
2020-09-28,58.0564,60.4701,58.0564,59.4751,493007.0
2020-09-29,59.4258,60.5883,59.15,59.9578,274884.0
2020-09-30,60.2632,62.4207,60.2632,61.5144,444381.0
2020-10-01,62.0661,63.6226,61.8789,63.5635,513323.0
2020-10-02,62.0562,63.7803,61.7311,62.0858,596849.0
2020-10-03,62.0562,63.7803,61.7311,62.0858,596849.0
2020-10-04,62.0562,63.7803,61.7311,62.0858,596849.0
2020-10-05,62.9823,64.1546,62.8936,64.0364,274940.0
2020-10-06,64.3911,66.4008,64.2926,64.6965,389115.0
2020-10-07,66.46,66.9427,65.4009,66.2531,560255.0
2020-10-08,66.9525,67.6914,66.2728,66.9033,244068.0
2020-10-09,67.3269,68.8933,66.987,68.4402,546472.0
2020-10-10,67.3269,68.8933,66.987,68.4402,546472.0
2020-10-11,67.3269,68.8933,66.987,68.4402,546472.0
2020-10-12,69.6716,70.9918,68.982,70.4302,416169.0
2020-10-13,70.1248,70.6371,69.2382,70.046,316367.0
2020-10-14,70.7553,71.4351,69.6027,69.8391,455878.0
2020-10-15,69.2579,71.1001,68.2431,70.1642,593744.0
2020-10-16,70.3218,71.1297,69.8096,69.8687,604708.0
2020-10-17,70.3218,71.1297,69.8096,69.8687,604708.0
2020-10-18,70.3218,71.1297,69.8096,69.8687,604708.0
2020-10-19,70.0657,70.7159,69.0313,69.3268,219906.0
2020-10-20,69.8687,70.6174,68.8342,68.8835,223957.0
2020-10-21,68.7062,69.445,65.3172,66.056,440209.0
2020-10-22,66.6274,66.6274,64.795,64.9132,394588.0
2020-10-23,65.1694,65.6127,63.6029,65.2777,295000.0
2020-10-24,65.1694,65.6127,63.6029,65.2777,295000.0
2020-10-25,65.1694,65.6127,63.6029,65.2777,295000.0
2020-10-26,64.2335,64.3962,62.3222,63.4158,378656.0
2020-10-27,63.7113,63.997,63.2384,63.6719,306272.0
2020-10-28,61.9577,63.8148,61.6424,62.8641,251285.0
2020-10-29,62.9626,64.7556,62.5587,64.5192,455319.0
2020-10-30,64.2827,64.8935,61.6129,62.4897,526489.0
2020-10-31,64.2827,64.8935,61.6129,62.4897,526489.0
2020-11-01,64.2827,64.8935,61.6129,62.4897,526489.0
2020-11-02,63.5044,66.9033,63.3911,66.8343,317791.0
2020-11-03,68.1052,70.3514,67.7408,68.7259,707118.0
2020-11-04,67.7111,68.3121,66.5289,68.2234,499036.0
2020-11-05,66.0068,70.3317,65.0889,66.5486,622718.0
2020-11-06,66.9328,66.9328,62.4601,64.7359,410111.0
2020-11-07,66.9328,66.9328,62.4601,64.7359,410111.0
2020-11-08,66.9328,66.9328,62.4601,64.7359,410111.0
2020-11-09,69.6322,71.1789,61.0119,61.1105,487358.0
2020-11-10,61.8395,64.7458,61.8395,62.9133,565734.0
2020-11-11,63.5931,64.8837,62.3419,64.5684,651794.0
2020-11-12,64.0857,64.2236,61.2779,61.9676,309407.0
2020-11-13,62.3419,63.8295,61.8099,62.9133,546451.0
2020-11-14,62.3419,63.8295,61.8099,62.9133,546451.0
2020-11-15,62.3419,63.8295,61.8099,62.9133,546451.0
2020-11-16,63.4158,64.992,62.2828,63.1301,767020.0
2020-11-17,62.8838,63.5734,60.3223,63.5438,705564.0
2020-11-18,63.3961,64.2729,62.0365,63.8295,517573.0
2020-11-19,63.3961,65.8491,63.2384,65.5733,400653.0
2020-11-20,65.1398,67.8294,65.1398,67.6028,591422.0
2020-11-21,65.1398,67.8294,65.1398,67.6028,591422.0
2020-11-22,65.1398,67.8294,65.1398,67.6028,591422.0
2020-11-23,68.0658,68.9623,67.1496,67.5732,530141.0
2020-11-24,68.3712,70.3021,67.2382,70.2824,442308.0
2020-11-25,70.1347,70.2283,68.0559,69.849,338597.0
2020-11-26,70.1347,70.2283,68.0559,69.849,338597.0
2020-11-27,69.9573,69.9573,68.3318,69.5337,221795.0
2020-11-28,69.9573,69.9573,68.3318,69.5337,221795.0
2020-11-29,69.9573,69.9573,68.3318,69.5337,221795.0
2020-11-30,69.1194,69.4646,67.7187,68.8037,469631.0
2020-12-01,70.0072,70.5103,68.7248,69.7014,413535.0
2020-12-02,69.0898,70.9048,68.715,70.5793,448616.0
2020-12-03,70.8752,75.4523,70.1749,74.2488,495068.0
2020-12-04,74.3278,76.5768,74.3278,76.1823,683159.0
2020-12-05,74.3278,76.5768,74.3278,76.1823,683159.0
2020-12-06,74.3278,76.5768,74.3278,76.1823,683159.0
2020-12-07,76.3499,76.636,73.8937,75.0084,443306.0
2020-12-08,74.2291,77.149,74.2291,76.7643,335156.0
2020-12-09,77.435,78.7766,77.2673,78.4313,414957.0
2020-12-10,77.5041,79.3684,75.4424,76.054,542728.0
2020-12-11,75.403,75.403,71.4572,72.1477,588867.0
2020-12-12,75.403,75.403,71.4572,72.1477,588867.0
2020-12-13,75.403,75.403,71.4572,72.1477,588867.0
2020-12-14,72.9665,74.4165,71.5953,72.1576,390679.0
2020-12-15,72.5818,74.8614,72.5818,74.604,459359.0
2020-12-16,75.768,76.6853,74.308,75.0183,412937.0
2020-12-17,75.5411,77.001,75.0281,76.8629,229296.0
2020-12-18,77.218,78.8555,76.6557,78.53,955371.0
2020-12-19,77.218,78.8555,76.6557,78.53,955371.0
2020-12-20,77.218,78.8555,76.6557,78.53,955371.0
2020-12-21,76.7445,79.1613,76.6656,78.9344,626308.0
2020-12-22,79.2303,80.7494,78.4017,80.6113,417478.0
2020-12-23,81.0355,81.4202,79.5756,80.4634,324690.0
2020-12-24,81.0651,81.0651,79.8715,80.3746,126055.0
2020-12-25,81.0651,81.0651,79.8715,80.3746,126055.0
2020-12-26,81.0651,81.0651,79.8715,80.3746,126055.0
2020-12-27,81.0651,81.0651,79.8715,80.3746,126055.0
2020-12-28,81.4202,82.1551,80.345,81.0651,303415.0
2020-12-29,81.3808,81.4153,79.8222,81.2328,432851.0
2020-12-30,81.6175,82.8603,81.361,82.1403,286720.0
2020-12-31,82.0318,83.2254,80.8579,82.4461,271330.0
2021-01-01,82.0318,83.2254,80.8579,82.4461,271330.0
2021-01-02,82.0318,83.2254,80.8579,82.4461,271330.0
2021-01-03,82.0318,83.2254,80.8579,82.4461,271330.0
2021-01-04,82.8407,83.5509,79.2599,79.5164,355703.0
2021-01-05,80.0787,82.1502,80.0787,81.1539,303474.0
2021-01-06,82.8407,89.2081,82.4165,88.4929,732749.0
2021-01-07,89.144,94.7272,88.2759,94.3425,694628.0
2021-01-08,94.7469,95.7235,90.5151,92.0046,631887.0
2021-01-09,94.7469,95.7235,90.5151,92.0046,631887.0
2021-01-10,94.7469,95.7235,90.5151,92.0046,631887.0
2021-01-11,91.9159,93.8789,90.4658,91.7284,401103.0
2021-01-12,91.3437,92.7642,90.1896,92.1921,424821.0
2021-01-13,92.2513,92.2513,89.0256,89.1834,284411.0
2021-01-14,90.16,90.377,88.8579,89.5978,283158.0
2021-01-15,87.5854,90.0219,86.8555,88.2957,577397.0
2021-01-16,87.5854,90.0219,86.8555,88.2957,577397.0
2021-01-17,87.5854,90.0219,86.8555,88.2957,577397.0
2021-01-18,87.5854,90.0219,86.8555,88.2957,577397.0
2021-01-19,89.0453,89.7654,87.3783,88.3253,342531.0
2021-01-20,88.8678,89.578,87.0626,87.5854,428603.0
2021-01-21,88.2463,90.7124,87.4966,90.4658,552298.0
2021-01-22,89.3215,92.8727,88.5719,92.7741,389912.0
2021-01-23,89.3215,92.8727,88.5719,92.7741,389912.0
2021-01-24,89.3215,92.8727,88.5719,92.7741,389912.0
2021-01-25,92.1921,93.0157,88.3844,89.2032,286594.0
2021-01-26,90.0416,90.1699,84.6064,85.5534,224609.0
2021-01-27,82.8801,84.1724,79.3783,81.9332,421771.0
2021-01-28,83.4227,86.2532,82.4596,84.2907,352153.0
2021-01-29,83.5904,83.6194,79.9603,81.361,451205.0
2021-01-30,83.5904,83.6194,79.9603,81.361,451205.0
2021-01-31,83.5904,83.6194,79.9603,81.361,451205.0
2021-02-01,82.1107,85.7803,81.8493,85.3955,368822.0
2021-02-02,86.9245,87.2895,84.3992,84.7346,316154.0
2021-02-03,84.784,85.8592,83.3438,84.4486,269478.0
2021-02-04,88.779,102.5003,88.779,102.0564,1114397.0
2021-02-05,103.5952,107.975,98.2685,98.3869,937378.0
2021-02-06,103.5952,107.975,98.2685,98.3869,937378.0
2021-02-07,103.5952,107.975,98.2685,98.3869,937378.0
2021-02-08,100.271,101.1708,96.779,97.6569,687254.0
2021-02-09,96.6705,98.7321,95.0231,97.1045,720790.0
2021-02-10,97.5188,98.5743,94.9738,95.7235,571717.0
2021-02-11,98.6335,99.7087,95.5459,96.414,334349.0
2021-02-12,95.4868,99.1267,95.1316,98.7716,399628.0
2021-02-13,95.4868,99.1267,95.1316,98.7716,399628.0
2021-02-14,95.4868,99.1267,95.1316,98.7716,399628.0
2021-02-15,95.4868,99.1267,95.1316,98.7716,399628.0
2021-02-16,99.3141,100.2414,95.684,97.43,387452.0
2021-02-17,96.1773,97.9232,93.9686,95.763,436440.0
2021-02-18,95.2303,96.2956,93.4547,95.9997,343310.0
2021-02-19,96.8382,100.2315,96.8382,99.7186,433527.0
2021-02-20,96.8382,100.2315,96.8382,99.7186,433527.0
2021-02-21,96.8382,100.2315,96.8382,99.7186,433527.0
2021-02-22,98.5052,103.5656,97.3807,102.6088,550896.0
2021-02-23,102.0663,108.2117,100.9516,107.4423,703090.0
2021-02-24,108.0835,112.3054,107.4522,111.0527,642907.0
2021-02-25,110.668,111.1217,105.3511,106.9984,472203.0
2021-02-26,107.8574,112.0532,106.8405,108.6176,492824.0
2021-02-27,107.8574,112.0532,106.8405,108.6176,492824.0
2021-02-28,107.8574,112.0532,106.8405,108.6176,492824.0
2021-03-01,110.365,111.451,107.4131,109.7134,522636.0
2021-03-02,109.6937,110.3551,107.4082,108.5287,403039.0
2021-03-03,108.6176,108.8891,105.8977,106.6036,381176.0
2021-03-04,107.0281,107.0774,99.91,102.0128,579935.0
2021-03-05,103.9479,103.9479,96.5829,100.9466,808753.0
2021-03-06,103.9479,103.9479,96.5829,100.9466,808753.0
2021-03-07,103.9479,103.9479,96.5829,100.9466,808753.0
2021-03-08,102.0425,104.402,100.68,102.1412,464904.0
2021-03-09,103.4345,106.0112,102.3781,105.1424,506051.0
2021-03-10,106.2383,107.2009,104.866,106.3765,343844.0
2021-03-11,106.6233,107.5809,104.8561,105.4386,601601.0
2021-03-12,105.0733,106.1297,102.7039,103.6319,489369.0
2021-03-13,105.0733,106.1297,102.7039,103.6319,489369.0
2021-03-14,105.0733,106.1297,102.7039,103.6319,489369.0
