,WSBF US Equity,WSBF US Equity,WSBF US Equity,WSBF US Equity,WSBF US Equity
2020-04-17,10.0855,10.1091,9.8342,10.0462,149748.0
2020-04-18,10.0855,10.1091,9.8342,10.0462,149748.0
2020-04-19,10.0855,10.1091,9.8342,10.0462,149748.0
2020-04-20,9.8577,10.1601,9.7949,9.9206,86059.0
2020-04-21,9.6849,9.9363,9.5985,9.9206,80561.0
2020-04-22,10.0227,10.0541,9.6849,9.7163,66351.0
2020-04-23,9.7163,10.2033,9.7163,10.0305,115094.0
2020-04-24,10.1641,10.3369,9.9795,10.219,73479.0
2020-04-25,10.1641,10.3369,9.9795,10.219,73479.0
2020-04-26,10.1641,10.3369,9.9795,10.219,73479.0
2020-04-27,10.274,10.706,10.274,10.5882,78185.0
2020-04-28,10.8867,11.0831,10.808,10.9652,113459.0
2020-04-29,11.1616,11.8607,10.4625,11.5858,239551.0
2020-04-30,11.2402,11.6172,11.1498,11.4051,144878.0
2020-05-01,11.3109,11.5583,11.0988,11.2794,137073.0
2020-05-02,11.3109,11.5583,11.0988,11.2794,137073.0
2020-05-03,11.3109,11.5583,11.0988,11.2794,137073.0
2020-05-04,11.4365,11.4365,10.8867,11.2087,113895.0
2020-05-05,11.358,11.409,11.0516,11.0595,118351.0
2020-05-06,11.1616,11.2402,11.0202,11.1302,137746.0
2020-05-07,11.0909,11.4208,11.0359,11.3894,160617.0
2020-05-08,11.5936,11.7743,11.5229,11.7507,81296.0
2020-05-09,11.5936,11.7743,11.5229,11.7507,81296.0
2020-05-10,11.5936,11.7743,11.5229,11.7507,81296.0
2020-05-11,11.5779,11.6329,11.3266,11.4915,137402.0
2020-05-12,11.4994,11.4994,10.6275,10.6746,110609.0
2020-05-13,10.6825,10.9024,9.8577,10.1012,145829.0
2020-05-14,9.8577,9.9598,9.5043,9.8184,116747.0
2020-05-15,9.8263,10.3918,9.7399,10.2505,138366.0
2020-05-16,9.8263,10.3918,9.7399,10.2505,138366.0
2020-05-17,9.8263,10.3918,9.7399,10.2505,138366.0
2020-05-18,10.6589,11.358,10.6589,11.2716,153784.0
2020-05-19,11.1773,11.193,10.8867,10.8946,111423.0
2020-05-20,11.1223,11.3501,11.0124,11.2323,87843.0
2020-05-21,11.193,11.3109,11.1223,11.1852,54437.0
2020-05-22,11.3894,11.3894,11.0752,11.2951,72754.0
2020-05-23,11.3894,11.3894,11.0752,11.2951,72754.0
2020-05-24,11.3894,11.3894,11.0752,11.2951,72754.0
2020-05-25,11.3894,11.3894,11.0752,11.2951,72754.0
2020-05-26,11.7193,12.0885,11.3148,12.0178,127964.0
2020-05-27,12.599,12.599,11.8646,12.4105,107990.0
2020-05-28,12.2927,12.6854,11.8921,11.9628,91523.0
2020-05-29,11.8214,11.8214,11.5072,11.7036,82979.0
2020-05-30,11.8214,11.8214,11.5072,11.7036,82979.0
2020-05-31,11.8214,11.8214,11.5072,11.7036,82979.0
2020-06-01,11.6879,11.6997,11.2009,11.2009,126244.0
2020-06-02,11.4601,11.4601,11.0909,11.2323,46577.0
2020-06-03,11.4287,12.0492,11.2009,11.68,97393.0
2020-06-04,11.6408,12.0413,11.5386,12.0099,79252.0
2020-06-05,12.5205,12.7718,12.2142,12.599,110468.0
2020-06-06,12.5205,12.7718,12.2142,12.599,110468.0
2020-06-07,12.5205,12.7718,12.2142,12.599,110468.0
2020-06-08,12.7404,12.8504,12.5362,12.764,84485.0
2020-06-09,12.5519,12.7247,12.277,12.5283,93285.0
2020-06-10,12.5283,12.5283,11.8843,11.9235,67527.0
2020-06-11,11.4601,11.5386,11.0359,11.1852,92526.0
2020-06-12,11.5779,11.5858,11.1459,11.4797,108138.0
2020-06-13,11.5779,11.5858,11.1459,11.4797,108138.0
2020-06-14,11.5779,11.5858,11.1459,11.4797,108138.0
2020-06-15,11.0516,11.5151,11.0516,11.4562,90381.0
2020-06-16,11.8293,11.9078,11.5229,11.7978,76283.0
2020-06-17,11.8214,11.9864,11.3894,11.4601,78956.0
2020-06-18,11.3266,11.5544,11.2245,11.4837,73975.0
2020-06-19,11.5701,11.5701,11.193,11.5386,241457.0
2020-06-20,11.5701,11.5701,11.193,11.5386,241457.0
2020-06-21,11.5701,11.5701,11.193,11.5386,241457.0
2020-06-22,11.3973,11.5701,11.3423,11.5308,104736.0
2020-06-23,11.6957,11.7507,11.4994,11.5701,60258.0
2020-06-24,11.4522,11.4522,10.9024,10.9495,103951.0
2020-06-25,10.8396,11.2637,10.3369,11.2637,89622.0
2020-06-26,11.0752,11.3266,10.6118,11.1616,284956.0
2020-06-27,11.0752,11.3266,10.6118,11.1616,284956.0
2020-06-28,11.0752,11.3266,10.6118,11.1616,284956.0
2020-06-29,11.2951,11.6329,10.9338,11.4287,104380.0
2020-06-30,11.3737,11.7507,11.3737,11.6486,213955.0
2020-07-01,11.7114,11.7114,11.2716,11.3109,69846.0
2020-07-02,11.4915,11.4915,11.138,11.1538,57195.0
2020-07-03,11.4915,11.4915,11.138,11.1538,57195.0
2020-07-04,11.4915,11.4915,11.138,11.1538,57195.0
2020-07-05,11.4915,11.4915,11.138,11.1538,57195.0
2020-07-06,11.3815,11.5779,11.1066,11.2873,82879.0
2020-07-07,11.193,11.193,10.8631,10.9024,72258.0
2020-07-08,10.8474,11.0045,10.6118,10.761,87868.0
2020-07-09,10.7217,10.9024,10.3997,10.4625,81864.0
2020-07-10,10.6211,10.7796,10.3674,10.7637,108523.0
2020-07-11,10.6211,10.7796,10.3674,10.7637,108523.0
2020-07-12,10.6211,10.7796,10.3674,10.7637,108523.0
2020-07-13,10.8509,11.0808,10.7241,10.9223,98672.0
2020-07-14,10.9302,10.954,10.6845,10.8747,63978.0
2020-07-15,11.1283,11.3582,11.0253,11.275,113052.0
2020-07-16,11.271,11.3027,10.946,11.0491,74246.0
2020-07-17,11.0094,11.2076,10.954,11.0174,68660.0
2020-07-18,11.0094,11.2076,10.954,11.0174,68660.0
2020-07-19,11.0094,11.2076,10.954,11.0174,68660.0
2020-07-20,10.9936,10.9936,10.8747,10.9381,54069.0
2020-07-21,11.057,11.2195,10.954,11.168,70346.0
2020-07-22,11.1997,11.3186,11.1125,11.1838,79087.0
2020-07-23,11.1283,11.3344,11.0966,11.3027,112773.0
2020-07-24,11.3344,11.3582,11.057,11.1521,114053.0
2020-07-25,11.3344,11.3582,11.057,11.1521,114053.0
2020-07-26,11.3344,11.3582,11.057,11.1521,114053.0
2020-07-27,11.1363,11.16,10.9064,10.9302,72680.0
2020-07-28,11.0966,12.0081,11.0966,11.8179,165060.0
2020-07-29,11.921,12.3965,11.8338,12.3331,158444.0
2020-07-30,12.1429,12.341,11.8972,12.3014,129843.0
2020-07-31,12.1508,12.4362,11.9685,12.1112,93980.0
2020-08-01,12.1508,12.4362,11.9685,12.1112,93980.0
2020-08-02,12.1508,12.4362,11.9685,12.1112,93980.0
2020-08-03,12.2221,12.3093,12.0636,12.2063,89020.0
2020-08-04,12.0953,12.1825,11.921,12.0953,96467.0
2020-08-05,12.135,12.2221,12.0081,12.1667,106572.0
2020-08-06,12.1429,12.3331,12.1429,12.238,82482.0
2020-08-07,12.1429,12.5788,12.1429,12.5392,68850.0
2020-08-08,12.1429,12.5788,12.1429,12.5392,68850.0
2020-08-09,12.1429,12.5788,12.1429,12.5392,68850.0
2020-08-10,12.5392,12.7453,12.5154,12.5392,65176.0
2020-08-11,12.6898,12.8008,12.5471,12.563,55452.0
2020-08-12,12.7215,12.777,12.5392,12.5947,47429.0
2020-08-13,12.5233,12.5669,12.4243,12.4243,76660.0
2020-08-14,12.341,12.6026,12.341,12.5075,49765.0
2020-08-15,12.341,12.6026,12.341,12.5075,49765.0
2020-08-16,12.341,12.6026,12.341,12.5075,49765.0
2020-08-17,12.4679,12.5471,12.3727,12.4203,81868.0
2020-08-18,12.3965,12.555,12.1825,12.238,69009.0
2020-08-19,12.2459,12.3807,12.1584,12.1904,62367.0
2020-08-20,12.1112,12.3648,11.9844,12.2697,124634.0
2020-08-21,12.2697,12.2856,12.1191,12.238,91273.0
2020-08-22,12.2697,12.2856,12.1191,12.238,91273.0
2020-08-23,12.2697,12.2856,12.1191,12.238,91273.0
2020-08-24,12.2539,12.5471,12.2408,12.4996,102887.0
2020-08-25,12.4758,12.6819,12.452,12.4758,68335.0
2020-08-26,12.4282,12.5075,12.3173,12.3807,92610.0
2020-08-27,12.3648,12.6026,12.3648,12.4124,73726.0
2020-08-28,12.5154,12.5154,12.2301,12.3727,63867.0
2020-08-29,12.5154,12.5154,12.2301,12.3727,63867.0
2020-08-30,12.5154,12.5154,12.2301,12.3727,63867.0
2020-08-31,12.3252,12.4243,12.2539,12.2776,91500.0
2020-09-01,12.1033,12.341,12.1033,12.3014,71514.0
2020-09-02,12.3252,12.5075,12.2856,12.3569,76402.0
2020-09-03,12.4203,12.563,12.3569,12.4045,77446.0
2020-09-04,12.563,12.7373,12.4045,12.4758,91670.0
2020-09-05,12.563,12.7373,12.4045,12.4758,91670.0
2020-09-06,12.563,12.7373,12.4045,12.4758,91670.0
2020-09-07,12.563,12.7373,12.4045,12.4758,91670.0
2020-09-08,12.4441,12.4441,12.0319,12.0636,91108.0
2020-09-09,12.135,12.2063,11.9685,12.0161,78511.0
2020-09-10,12.0478,12.1984,12.0319,12.0478,75774.0
2020-09-11,12.0398,12.1508,11.9051,11.9289,81058.0
2020-09-12,12.0398,12.1508,11.9051,11.9289,81058.0
2020-09-13,12.0398,12.1508,11.9051,11.9289,81058.0
2020-09-14,11.9447,12.2776,11.9051,12.2063,69303.0
2020-09-15,12.1984,12.2856,12.0636,12.0874,59440.0
2020-09-16,12.0716,12.2776,11.8972,12.1112,82722.0
2020-09-17,11.9923,12.1667,11.9368,12.024,59205.0
2020-09-18,12.024,12.452,11.913,12.4441,362009.0
2020-09-19,12.024,12.452,11.913,12.4441,362009.0
2020-09-20,12.024,12.452,11.913,12.4441,362009.0
2020-09-21,12.1825,12.2697,11.7466,11.7941,112649.0
2020-09-22,11.8575,11.8813,11.5881,11.7307,87508.0
2020-09-23,11.6515,12.0359,11.6435,11.6515,119009.0
2020-09-24,11.7149,12.1033,11.7149,11.8496,97606.0
2020-09-25,11.7228,11.9289,11.7228,11.81,97863.0
2020-09-26,11.7228,11.9289,11.7228,11.81,97863.0
2020-09-27,11.7228,11.9289,11.7228,11.81,97863.0
2020-09-28,11.913,12.2697,11.913,12.1191,96355.0
2020-09-29,12.0953,12.1904,12.0081,12.1508,66360.0
2020-09-30,12.1904,12.3569,12.1429,12.2776,157262.0
2020-10-01,12.2776,12.4599,12.1984,12.4282,78894.0
2020-10-02,12.2776,12.7136,12.2776,12.6264,50486.0
2020-10-03,12.2776,12.7136,12.2776,12.6264,50486.0
2020-10-04,12.2776,12.7136,12.2776,12.6264,50486.0
2020-10-05,12.6898,12.88,12.6185,12.8562,66936.0
2020-10-06,12.88,13.3516,12.6898,12.6898,100457.0
2020-10-07,12.8483,12.991,12.777,12.9276,71860.0
2020-10-08,13.0473,13.215,13.0394,13.1192,62754.0
2020-10-09,13.255,13.2709,13.1432,13.207,48499.0
2020-10-10,13.255,13.2709,13.1432,13.207,48499.0
2020-10-11,13.255,13.2709,13.1432,13.207,48499.0
2020-10-12,13.1831,13.2629,13.1352,13.231,32487.0
2020-10-13,13.1591,13.4222,12.8797,12.9196,46248.0
2020-10-14,12.9435,13.1192,12.696,12.712,43636.0
2020-10-15,12.6082,13.0553,12.6082,13.0553,53343.0
2020-10-16,12.9595,13.1831,12.9196,13.1352,32438.0
2020-10-17,12.9595,13.1831,12.9196,13.1352,32438.0
2020-10-18,12.9595,13.1831,12.9196,13.1352,32438.0
2020-10-19,13.2629,13.3666,13.1591,13.1831,33843.0
2020-10-20,13.255,13.3747,13.215,13.255,31181.0
2020-10-21,13.231,13.4147,13.0953,13.1432,45498.0
2020-10-22,13.1671,13.4705,13.0314,13.4306,50152.0
2020-10-23,13.5743,13.6542,13.3747,13.5903,62942.0
2020-10-24,13.5743,13.6542,13.3747,13.5903,62942.0
2020-10-25,13.5743,13.6542,13.3747,13.5903,62942.0
2020-10-26,13.4865,13.4865,12.794,13.1911,52475.0
2020-10-27,13.5743,13.5743,13.1432,13.1511,30026.0
2020-10-28,12.9915,13.6941,12.9915,13.6143,83380.0
2020-10-29,13.5504,13.8059,13.3907,13.75,39821.0
2020-10-30,13.7101,13.8538,13.3667,13.4785,97877.0
2020-10-31,13.7101,13.8538,13.3667,13.4785,97877.0
2020-11-01,13.7101,13.8538,13.3667,13.4785,97877.0
2020-11-02,13.5504,13.6382,13.2086,13.5903,54918.0
2020-11-03,13.782,13.9576,13.758,13.8538,54434.0
2020-11-04,13.5823,13.5827,13.215,13.2629,42791.0
2020-11-05,13.247,13.6861,13.247,13.6302,24742.0
2020-11-06,13.7021,13.7372,13.3667,13.3907,98618.0
2020-11-07,13.7021,13.7372,13.3667,13.3907,98618.0
2020-11-08,13.7021,13.7372,13.3667,13.3907,98618.0
2020-11-09,13.9656,14.82,13.9656,14.0534,103011.0
2020-11-10,14.2451,14.5884,14.1812,14.4527,119736.0
2020-11-11,14.4527,14.4527,14.1333,14.2611,78621.0
2020-11-12,14.1014,14.1014,13.8698,13.9975,45012.0
2020-11-13,14.1173,14.4367,14.0934,14.3169,63064.0
2020-11-14,14.1173,14.4367,14.0934,14.3169,63064.0
2020-11-15,14.1173,14.4367,14.0934,14.3169,63064.0
2020-11-16,14.4527,14.6763,14.4287,14.5884,96050.0
2020-11-17,14.5725,14.5884,14.277,14.4128,84770.0
2020-11-18,14.4607,14.5166,14.2291,14.2291,59886.0
2020-11-19,14.1812,14.4607,14.1572,14.4128,64285.0
2020-11-20,14.2371,14.4527,14.1493,14.4367,64317.0
2020-11-21,14.2371,14.4527,14.1493,14.4367,64317.0
2020-11-22,14.2371,14.4527,14.1493,14.4367,64317.0
2020-11-23,14.5725,14.6044,14.4527,14.5086,62701.0
2020-11-24,14.5086,14.9717,14.3489,14.8599,171374.0
2020-11-25,14.8679,14.8679,14.4637,14.6603,63147.0
2020-11-26,14.8679,14.8679,14.4637,14.6603,63147.0
2020-11-27,14.6044,14.7873,14.2211,14.3888,45425.0
2020-11-28,14.6044,14.7873,14.2211,14.3888,45425.0
2020-11-29,14.6044,14.7873,14.2211,14.3888,45425.0
2020-11-30,14.4619,14.6162,14.1858,14.2629,152155.0
2020-12-01,14.4132,14.6649,14.4132,14.6487,87191.0
2020-12-02,14.5512,14.7096,14.4781,14.5837,67737.0
2020-12-03,14.5999,14.5999,14.3644,14.4375,49319.0
2020-12-04,14.5512,14.6893,14.4697,14.6324,57771.0
2020-12-05,14.5512,14.6893,14.4697,14.6324,57771.0
2020-12-06,14.5512,14.6893,14.4697,14.6324,57771.0
2020-12-07,14.6162,14.6405,14.3969,14.5593,56406.0
2020-12-08,14.5025,14.6811,14.4456,14.6487,78006.0
2020-12-09,14.5634,14.9004,14.5634,14.6568,61729.0
2020-12-10,14.5431,14.6974,14.5106,14.6324,62907.0
2020-12-11,14.4944,14.8029,14.4944,14.673,68509.0
2020-12-12,14.4944,14.8029,14.4944,14.673,68509.0
2020-12-13,14.4944,14.8029,14.4944,14.673,68509.0
2020-12-14,14.6811,14.7542,14.5918,14.6081,55745.0
2020-12-15,14.6649,14.9004,14.6162,14.8354,56163.0
2020-12-16,14.8598,14.8679,14.7623,14.7867,62899.0
2020-12-17,14.8598,14.9004,14.6893,14.8923,74604.0
2020-12-18,15.0303,15.0953,14.7705,15.0384,394298.0
2020-12-19,15.0303,15.0953,14.7705,15.0384,394298.0
2020-12-20,15.0303,15.0953,14.7705,15.0384,394298.0
2020-12-21,15.5175,15.5175,14.6162,14.738,118025.0
2020-12-22,14.8029,14.8029,14.5918,14.6487,101535.0
2020-12-23,14.7867,15.0303,14.6162,14.9978,111103.0
2020-12-24,15.2577,15.2577,14.9832,15.0953,98470.0
2020-12-25,15.2577,15.2577,14.9832,15.0953,98470.0
2020-12-26,15.2577,15.2577,14.9832,15.0953,98470.0
2020-12-27,15.2577,15.2577,14.9832,15.0953,98470.0
2020-12-28,15.2252,15.3957,15.1602,15.3307,71738.0
2020-12-29,15.3389,15.3389,14.9978,15.0953,68593.0
2020-12-30,15.1034,15.3307,15.0384,15.2089,46296.0
2020-12-31,15.9316,15.9316,15.1034,15.282,35838.0
2021-01-01,15.9316,15.9316,15.1034,15.282,35838.0
2021-01-02,15.9316,15.9316,15.1034,15.282,35838.0
2021-01-03,15.9316,15.9316,15.1034,15.282,35838.0
2021-01-04,15.2252,15.4201,14.9491,15.1765,72249.0
2021-01-05,15.1765,15.4201,15.1765,15.2739,57761.0
2021-01-06,15.4931,16.2239,15.4931,15.9397,170936.0
2021-01-07,15.9641,16.1306,15.8748,15.9479,122086.0
2021-01-08,16.0217,16.0217,15.2423,15.4967,66191.0
2021-01-09,16.0217,16.0217,15.2423,15.4967,66191.0
2021-01-10,16.0217,16.0217,15.2423,15.4967,66191.0
2021-01-11,15.39,15.6935,15.3818,15.5869,31784.0
2021-01-12,15.5869,15.7182,15.5131,15.6443,68087.0
2021-01-13,15.5951,15.8084,15.4721,15.7756,58614.0
2021-01-14,15.8248,16.1037,15.4638,15.9725,58616.0
2021-01-15,15.792,15.8289,15.6197,15.7674,34299.0
2021-01-16,15.792,15.8289,15.6197,15.7674,34299.0
2021-01-17,15.792,15.8289,15.6197,15.7674,34299.0
2021-01-18,15.792,15.8289,15.6197,15.7674,34299.0
2021-01-19,16.2104,16.2104,15.6197,15.751,53123.0
2021-01-20,15.7018,15.7666,15.4638,15.5787,58028.0
2021-01-21,15.6607,15.7346,15.4638,15.5459,63863.0
2021-01-22,15.4064,15.8494,15.2596,15.8084,63170.0
2021-01-23,15.4064,15.8494,15.2596,15.8084,63170.0
2021-01-24,15.4064,15.8494,15.2596,15.8084,63170.0
2021-01-25,15.8084,15.915,15.4556,15.8822,51616.0
2021-01-26,15.8822,15.8822,15.5131,15.5295,40986.0
2021-01-27,15.267,15.3162,14.7665,15.0291,77254.0
2021-01-28,15.1849,15.4146,15.0537,15.1685,52590.0
2021-01-29,15.2341,15.3817,15.0209,15.1521,156207.0
2021-01-30,15.2341,15.3817,15.0209,15.1521,156207.0
2021-01-31,15.2341,15.3817,15.0209,15.1521,156207.0
2021-02-01,15.1767,15.3818,15.1029,15.2506,59550.0
2021-02-02,15.3982,15.6197,15.3162,15.4474,70771.0
2021-02-03,15.3818,15.5787,15.2341,15.5213,82533.0
2021-02-04,15.6361,15.9397,15.5869,15.7346,98393.0
2021-02-05,15.8904,15.9479,15.5459,15.7428,151453.0
2021-02-06,15.8904,15.9479,15.5459,15.7428,151453.0
2021-02-07,15.8904,15.9479,15.5459,15.7428,151453.0
2021-02-08,15.9725,16.0381,15.7369,15.833,130063.0
2021-02-09,15.833,16.0849,15.8002,15.9725,110796.0
2021-02-10,16.1571,16.1571,15.8986,16.0135,68132.0
2021-02-11,15.8822,16.1447,15.8248,15.9561,53298.0
2021-02-12,15.8658,16.1858,15.6115,16.1776,94142.0
2021-02-13,15.8658,16.1858,15.6115,16.1776,94142.0
2021-02-14,15.8658,16.1858,15.6115,16.1776,94142.0
2021-02-15,15.8658,16.1858,15.6115,16.1776,94142.0
2021-02-16,16.3334,16.4073,16.1612,16.2432,103253.0
2021-02-17,16.194,16.3909,16.1365,16.1858,56925.0
2021-02-18,16.3006,16.3416,16.0955,16.2104,59398.0
2021-02-19,16.2022,16.276,16.1201,16.2596,53112.0
2021-02-20,16.2022,16.276,16.1201,16.2596,53112.0
2021-02-21,16.2022,16.276,16.1201,16.2596,53112.0
2021-02-22,16.1365,16.4073,16.04,16.3827,65462.0
2021-02-23,16.4483,17.0056,16.4073,16.8421,69884.0
2021-02-24,16.8995,17.1866,16.8339,16.8913,71283.0
2021-02-25,16.9979,17.0963,16.5754,16.5795,57377.0
2021-02-26,16.0053,16.1776,15.6115,15.9397,136465.0
2021-02-27,16.0053,16.1776,15.6115,15.9397,136465.0
2021-02-28,16.0053,16.1776,15.6115,15.9397,136465.0
2021-03-01,15.9233,16.1119,15.8576,16.0627,192866.0
2021-03-02,16.0873,16.6944,15.9725,16.1776,79553.0
2021-03-03,16.235,17.0143,16.235,16.7436,120450.0
2021-03-04,16.8421,17.2194,16.5959,16.637,82192.0
2021-03-05,16.76,17.2686,16.6452,16.9569,79080.0
2021-03-06,16.76,17.2686,16.6452,16.9569,79080.0
2021-03-07,16.76,17.2686,16.6452,16.9569,79080.0
2021-03-08,17.1292,17.2112,16.8995,17.0061,207423.0
2021-03-09,16.8421,17.3506,16.5918,16.8995,82537.0
2021-03-10,16.7026,17.0554,16.4319,17.0143,106250.0
2021-03-11,17.0225,17.1373,16.8174,17.0225,141520.0
2021-03-12,17.1374,17.3261,17.1374,17.2522,148173.0
2021-03-13,17.1374,17.3261,17.1374,17.2522,148173.0
2021-03-14,17.1374,17.3261,17.1374,17.2522,148173.0
