,KNL US Equity,KNL US Equity,KNL US Equity,KNL US Equity,KNL US Equity
2019-05-15,19.5045,19.9495,19.5045,19.9211,115739.0
2019-05-16,19.9495,20.082,19.8359,19.9873,98490.0
2019-05-17,19.8169,19.9731,19.5802,19.6465,199428.0
2019-05-18,19.8169,19.9731,19.5802,19.6465,199428.0
2019-05-19,19.8169,19.9731,19.5802,19.6465,199428.0
2019-05-20,19.4287,19.7506,19.4003,19.6276,134989.0
2019-05-21,19.7128,20.0347,19.6276,20.0347,205413.0
2019-05-22,19.94,19.9826,19.5991,19.8074,334974.0
2019-05-23,19.6654,19.7128,19.0216,19.1731,222385.0
2019-05-24,19.1731,19.3435,19.0311,19.3151,209694.0
2019-05-25,19.1731,19.3435,19.0311,19.3151,209694.0
2019-05-26,19.1731,19.3435,19.0311,19.3151,209694.0
2019-05-27,19.1731,19.3435,19.0311,19.3151,209694.0
2019-05-28,19.353,19.5897,19.3149,19.4098,205784.0
2019-05-29,19.2678,19.3246,18.7767,18.8606,372535.0
2019-05-30,18.8701,19.0879,18.6145,18.7659,151384.0
2019-05-31,18.5008,18.5955,18.3115,18.5955,183551.0
2019-06-01,18.5008,18.5955,18.3115,18.5955,183551.0
2019-06-02,18.5008,18.5955,18.3115,18.5955,183551.0
2019-06-03,18.5292,19.0595,18.3967,19.0216,348888.0
2019-06-04,19.2015,19.7412,19.1825,19.7033,135230.0
2019-06-05,19.7885,19.7885,19.3814,19.7128,164626.0
2019-06-06,19.8737,19.9305,19.7128,19.8643,294945.0
2019-06-07,20.0157,20.1956,19.9305,20.0631,220602.0
2019-06-08,20.0157,20.1956,19.9305,20.0631,220602.0
2019-06-09,20.0157,20.1956,19.9305,20.0631,220602.0
2019-06-10,20.1199,20.4087,20.1199,20.1862,248740.0
2019-06-11,20.385,20.496,19.9873,20.1104,213177.0
2019-06-12,20.1199,20.4702,20.0063,20.3945,136152.0
2019-06-13,20.4613,20.7476,20.4422,20.7094,102892.0
2019-06-14,20.6521,20.6903,20.3945,20.5663,162080.0
2019-06-15,20.6521,20.6903,20.3945,20.5663,162080.0
2019-06-16,20.6521,20.6903,20.3945,20.5663,162080.0
2019-06-17,20.5663,20.738,20.5519,20.6426,101304.0
2019-06-18,20.7094,21.0148,20.5758,20.6521,353640.0
2019-06-19,20.6044,20.6903,20.404,20.6903,204070.0
2019-06-20,20.7094,20.9766,20.5281,20.7667,203049.0
2019-06-21,20.6426,20.7142,20.2609,20.2609,283247.0
2019-06-22,20.6426,20.7142,20.2609,20.2609,283247.0
2019-06-23,20.6426,20.7142,20.2609,20.2609,283247.0
2019-06-24,20.2799,20.5758,20.2322,20.299,160695.0
2019-06-25,20.3086,20.5185,20.2275,20.3086,397868.0
2019-06-26,20.3754,20.5758,20.2895,20.4613,122697.0
2019-06-27,20.7285,21.4538,20.676,21.3393,307566.0
2019-06-28,21.3202,22.036,21.3202,21.931,704641.0
2019-06-29,21.3202,22.036,21.3202,21.931,704641.0
2019-06-30,21.3202,22.036,21.3202,21.931,704641.0
2019-07-01,22.1409,22.2745,21.7401,22.1409,305163.0
2019-07-02,22.1028,22.1028,21.6638,21.9023,175388.0
2019-07-03,22.0264,22.1982,21.8069,22.1886,122978.0
2019-07-04,22.0264,22.1982,21.8069,22.1886,122978.0
2019-07-05,22.0264,22.3795,21.8737,22.3795,134376.0
2019-07-06,22.0264,22.3795,21.8737,22.3795,134376.0
2019-07-07,22.0264,22.3795,21.8737,22.3795,134376.0
2019-07-08,22.3318,22.6849,22.1028,22.6086,222669.0
2019-07-09,22.4845,22.599,22.2745,22.5322,191904.0
2019-07-10,22.6563,22.7326,22.3652,22.475,190862.0
2019-07-11,22.5418,22.5418,22.0455,22.1218,162229.0
2019-07-12,22.1505,22.475,22.1505,22.4272,363471.0
2019-07-13,22.1505,22.475,22.1505,22.4272,363471.0
2019-07-14,22.1505,22.475,22.1505,22.4272,363471.0
2019-07-15,22.4272,22.6372,22.2936,22.4177,392609.0
2019-07-16,22.3223,22.5799,22.2555,22.3032,207560.0
2019-07-17,22.1505,22.1886,21.6924,22.0455,366460.0
2019-07-18,21.9787,22.2173,21.8069,22.2173,225935.0
2019-07-19,22.1791,22.2459,21.8355,21.8546,199440.0
2019-07-20,22.1791,22.2459,21.8355,21.8546,199440.0
2019-07-21,22.1791,22.2459,21.8355,21.8546,199440.0
2019-07-22,21.826,21.9882,21.7115,21.8355,116919.0
2019-07-23,21.9214,22.036,21.8069,21.8737,185253.0
2019-07-24,21.7306,22.5036,21.7019,22.3891,192791.0
2019-07-25,23.5343,24.7081,23.1716,23.5725,1414702.0
2019-07-26,23.8015,23.8779,23.2766,23.7538,359873.0
2019-07-27,23.8015,23.8779,23.2766,23.7538,359873.0
2019-07-28,23.8015,23.8779,23.2766,23.7538,359873.0
2019-07-29,23.916,23.916,23.3816,23.4579,259575.0
2019-07-30,23.2957,23.6774,23.2193,23.5725,358533.0
2019-07-31,23.6774,23.6965,23.038,23.143,248504.0
2019-08-01,23.1144,23.5915,22.7135,22.8853,277886.0
2019-08-02,22.6563,22.7613,22.3223,22.6849,185577.0
2019-08-03,22.6563,22.7613,22.3223,22.6849,185577.0
2019-08-04,22.6563,22.7613,22.3223,22.6849,185577.0
2019-08-05,22.2555,22.2841,21.4156,21.6638,251618.0
2019-08-06,21.7687,22.0837,21.4729,21.7687,276613.0
2019-08-07,21.4633,22.0121,20.9671,21.9882,399537.0
2019-08-08,22.1696,22.5036,21.9978,22.475,169452.0
2019-08-09,22.475,22.5131,22.0994,22.3891,159845.0
2019-08-10,22.475,22.5131,22.0994,22.3891,159845.0
2019-08-11,22.475,22.5131,22.0994,22.3891,159845.0
2019-08-12,22.2268,22.2555,21.8737,21.9119,122519.0
2019-08-13,21.7878,22.3986,21.7878,22.0169,158006.0
2019-08-14,21.6256,21.826,21.1484,21.2534,127730.0
2019-08-15,21.2725,21.2725,20.9575,21.1198,108018.0
2019-08-16,21.2534,21.9405,21.2534,21.931,165589.0
2019-08-17,21.2534,21.9405,21.2534,21.931,165589.0
2019-08-18,21.2534,21.9405,21.2534,21.931,165589.0
2019-08-19,22.2364,22.265,21.8642,21.8833,118758.0
2019-08-20,21.8165,21.8642,21.4729,21.8069,129904.0
2019-08-21,22.0455,22.0741,21.8069,22.036,118804.0
2019-08-22,22.0932,22.1886,21.7306,21.8069,181143.0
2019-08-23,21.7115,22.0073,21.2152,21.3775,180019.0
2019-08-24,21.7115,22.0073,21.2152,21.3775,180019.0
2019-08-25,21.7115,22.0073,21.2152,21.3775,180019.0
2019-08-26,21.6256,21.7115,21.4443,21.5683,192164.0
2019-08-27,21.8451,21.9119,21.1866,21.2534,233422.0
2019-08-28,21.2152,21.7783,21.0816,21.7783,276704.0
2019-08-29,22.0455,22.1886,21.9691,22.0169,125071.0
2019-08-30,22.1505,22.2077,21.8546,22.0073,94465.0
2019-08-31,22.1505,22.2077,21.8546,22.0073,94465.0
2019-09-01,22.1505,22.2077,21.8546,22.0073,94465.0
2019-09-02,22.1505,22.2077,21.8546,22.0073,94465.0
2019-09-03,21.826,21.8928,21.4633,21.492,165262.0
2019-09-04,21.7687,21.8642,21.5301,21.8355,129616.0
2019-09-05,22.1791,22.809,22.0837,22.265,202828.0
2019-09-06,22.2173,22.4845,22.2173,22.2841,152573.0
2019-09-07,22.2173,22.4845,22.2173,22.2841,152573.0
2019-09-08,22.2173,22.4845,22.2173,22.2841,152573.0
2019-09-09,22.4463,22.809,22.3891,22.7326,160697.0
2019-09-10,22.7422,23.3816,22.4368,23.3339,275034.0
2019-09-11,23.5152,23.7633,23.3052,23.7538,172111.0
2019-09-12,23.9065,24.0974,23.3911,23.5629,240521.0
2019-09-13,23.8128,24.3221,23.6686,24.2452,197791.0
2019-09-14,23.8128,24.3221,23.6686,24.2452,197791.0
2019-09-15,23.8128,24.3221,23.6686,24.2452,197791.0
2019-09-16,24.1875,24.6152,24.0242,24.4758,211909.0
2019-09-17,24.3413,24.495,24.101,24.3989,157916.0
2019-09-18,24.3413,24.4182,23.6878,23.8896,239618.0
2019-09-19,24.3317,24.6584,24.0914,24.1587,147685.0
2019-09-20,24.1875,24.6104,24.1395,24.5815,358097.0
2019-09-21,24.1875,24.6104,24.1395,24.5815,358097.0
2019-09-22,24.1875,24.6104,24.1395,24.5815,358097.0
2019-09-23,24.4278,24.6296,24.2356,24.3701,175361.0
2019-09-24,24.3701,24.4093,23.8608,23.9281,201535.0
2019-09-25,23.9569,24.5623,23.7551,24.4854,137390.0
2019-09-26,24.447,24.4614,24.0626,24.0818,144928.0
2019-09-27,24.2452,24.3028,23.9569,24.2836,221634.0
2019-09-28,24.2452,24.3028,23.9569,24.2836,221634.0
2019-09-29,24.2452,24.3028,23.9569,24.2836,221634.0
2019-09-30,24.3317,24.5527,24.1375,24.3605,233096.0
2019-10-01,24.5623,24.7449,23.6013,23.6782,207261.0
2019-10-02,23.4572,23.4668,23.0248,23.2362,188252.0
2019-10-03,23.044,23.1593,22.5635,22.7749,505289.0
2019-10-04,22.6308,23.1401,22.5827,23.1401,262477.0
2019-10-05,22.6308,23.1401,22.5827,23.1401,262477.0
2019-10-06,22.6308,23.1401,22.5827,23.1401,262477.0
2019-10-07,22.5251,23.1785,22.3617,23.0344,238653.0
2019-10-08,22.8134,23.044,22.2752,22.698,351060.0
2019-10-09,22.9767,23.217,22.8662,23.1593,152627.0
2019-10-10,23.2842,23.6686,23.2362,23.5341,170720.0
2019-10-11,23.9665,24.3028,23.7743,23.7935,174353.0
2019-10-12,23.9665,24.3028,23.7743,23.7935,174353.0
2019-10-13,23.9665,24.3028,23.7743,23.7935,174353.0
2019-10-14,23.6398,23.9185,23.3515,23.8031,251480.0
2019-10-15,23.8416,24.1107,23.7599,24.0242,189924.0
2019-10-16,23.9185,24.1971,23.8031,23.88,163328.0
2019-10-17,24.0338,24.8218,24.0194,24.7929,261108.0
2019-10-18,24.6488,24.9275,24.4566,24.6104,265199.0
2019-10-19,24.6488,24.9275,24.4566,24.6104,265199.0
2019-10-20,24.6488,24.9275,24.4566,24.6104,265199.0
2019-10-21,24.8986,25.2638,24.7449,24.9371,159127.0
2019-10-22,24.8698,25.4272,24.7545,25.3023,134292.0
2019-10-23,25.2254,25.2254,24.6007,24.7449,260915.0
2019-10-24,24.9563,25.408,23.3227,25.2062,541281.0
2019-10-25,25.2926,25.4656,24.9851,25.2446,476208.0
2019-10-26,25.2926,25.4656,24.9851,25.2446,476208.0
2019-10-27,25.2926,25.4656,24.9851,25.2446,476208.0
2019-10-28,25.4656,25.9077,25.2254,25.3695,330427.0
2019-10-29,25.3119,26.1671,25.3071,26.1575,348669.0
2019-10-30,26.1863,26.4122,25.8716,26.0326,482635.0
2019-10-31,26.0326,26.0999,25.4206,25.6963,332920.0
2019-11-01,25.8308,26.0517,25.5425,25.677,288957.0
2019-11-02,25.8308,26.0517,25.5425,25.677,288957.0
2019-11-03,25.8308,26.0517,25.5425,25.677,288957.0
2019-11-04,25.8692,26.5707,25.6963,26.5419,418270.0
2019-11-05,26.7533,26.7533,25.8116,25.8404,397502.0
2019-11-06,25.8404,26.244,25.7827,26.0614,168202.0
2019-11-07,26.3209,26.3401,25.9942,26.1095,144561.0
2019-11-08,26.1287,26.4554,26.0422,26.3785,172898.0
2019-11-09,26.1287,26.4554,26.0422,26.3785,172898.0
2019-11-10,26.1287,26.4554,26.0422,26.3785,172898.0
2019-11-11,26.0999,26.3017,25.8981,25.9269,178137.0
2019-11-12,25.9653,26.3209,25.9077,26.196,146579.0
2019-11-13,26.071,26.2728,25.8596,26.1671,141417.0
2019-11-14,25.9653,26.5035,25.9653,26.3017,181435.0
2019-11-15,26.4842,26.4842,25.9749,26.196,156602.0
2019-11-16,26.4842,26.4842,25.9749,26.196,156602.0
2019-11-17,26.4842,26.4842,25.9749,26.196,156602.0
2019-11-18,26.1863,26.3978,25.9845,26.3017,121158.0
2019-11-19,26.5515,26.5635,26.0999,26.1287,247573.0
2019-11-20,26.0518,26.5323,25.9942,26.0806,210665.0
2019-11-21,26.2344,26.2344,25.629,25.8212,174935.0
2019-11-22,26.0134,26.3785,25.9568,26.3401,197583.0
2019-11-23,26.0134,26.3785,25.9568,26.3401,197583.0
2019-11-24,26.0134,26.3785,25.9568,26.3401,197583.0
2019-11-25,26.4554,27.08,26.417,26.7533,363603.0
2019-11-26,26.7533,27.08,26.6764,26.9167,224497.0
2019-11-27,26.9936,27.1954,26.811,27.0224,157303.0
2019-11-28,26.9936,27.1954,26.811,27.0224,157303.0
2019-11-29,26.9455,27.0416,26.4554,26.4842,109991.0
2019-11-30,26.9455,27.0416,26.4554,26.4842,109991.0
2019-12-01,26.9455,27.0416,26.4554,26.4842,109991.0
2019-12-02,26.5996,26.859,26.2632,26.4842,162072.0
2019-12-03,26.2248,26.5035,26.2248,26.4362,151111.0
2019-12-04,26.6284,26.7629,26.2056,26.244,160556.0
2019-12-05,26.3305,26.4266,26.1313,26.3785,289727.0
2019-12-06,26.6764,27.0416,26.6188,26.8014,208229.0
2019-12-07,26.6764,27.0416,26.6188,26.8014,208229.0
2019-12-08,26.6764,27.0416,26.6188,26.8014,208229.0
2019-12-09,26.7533,26.7533,26.3978,26.5035,195243.0
2019-12-10,26.4746,26.7773,26.4362,26.6572,141771.0
2019-12-11,26.6764,26.7821,26.4458,26.6764,146006.0
2019-12-12,26.7149,26.7245,26.3833,26.5227,234826.0
2019-12-13,26.5227,26.5227,25.8942,26.0102,331090.0
2019-12-14,26.5227,26.5227,25.8942,26.0102,331090.0
2019-12-15,26.5227,26.5227,25.8942,26.0102,331090.0
2019-12-16,26.2036,26.7451,26.2036,26.3196,206585.0
2019-12-17,26.4066,26.4066,25.7105,26.0876,267582.0
2019-12-18,26.3003,26.9433,26.1531,26.7451,517109.0
2019-12-19,26.5227,26.7547,25.3817,25.4881,468837.0
2019-12-20,25.5461,25.7298,25.3044,25.3817,655547.0
2019-12-21,25.5461,25.7298,25.3044,25.3817,655547.0
2019-12-22,25.5461,25.7298,25.3044,25.3817,655547.0
2019-12-23,25.4301,25.4301,24.8016,24.8499,361112.0
2019-12-24,24.8596,25.1303,24.7145,25.111,257047.0
2019-12-25,24.8596,25.1303,24.7145,25.111,257047.0
2019-12-26,25.169,25.2125,24.3181,24.5502,340589.0
2019-12-27,24.6759,24.7919,24.4438,24.5888,245409.0
2019-12-28,24.6759,24.7919,24.4438,24.5888,245409.0
2019-12-29,24.6759,24.7919,24.4438,24.5888,245409.0
2019-12-30,24.5888,24.6178,24.3954,24.4631,257597.0
2019-12-31,24.4438,24.6372,24.4148,24.4245,180535.0
2020-01-01,24.4438,24.6372,24.4148,24.4245,180535.0
2020-01-02,24.5308,24.5308,23.912,24.1731,308933.0
2020-01-03,23.8346,24.2986,23.7863,24.1827,184909.0
2020-01-04,23.8346,24.2986,23.7863,24.1827,184909.0
2020-01-05,23.8346,24.2986,23.7863,24.1827,184909.0
2020-01-06,23.825,24.1175,23.7138,24.0183,477782.0
2020-01-07,23.8926,24.0328,23.5542,23.5639,240869.0
2020-01-08,23.5639,23.796,23.4382,23.4962,204485.0
2020-01-09,23.5349,23.5639,23.1384,23.1481,315727.0
2020-01-10,23.1868,23.5349,22.9741,23.4575,385508.0
2020-01-11,23.1868,23.5349,22.9741,23.4575,385508.0
2020-01-12,23.1868,23.5349,22.9741,23.4575,385508.0
2020-01-13,23.4672,24.0183,23.3415,23.999,309821.0
2020-01-14,24.086,24.3374,23.9217,24.144,353725.0
2020-01-15,24.0087,24.2891,23.7186,24.057,335506.0
2020-01-16,24.1731,24.5888,24.0764,24.2794,198014.0
2020-01-17,24.4728,24.5502,24.1731,24.2697,181000.0
2020-01-18,24.4728,24.5502,24.1731,24.2697,181000.0
2020-01-19,24.4728,24.5502,24.1731,24.2697,181000.0
2020-01-20,24.4728,24.5502,24.1731,24.2697,181000.0
2020-01-21,24.1634,24.3858,23.9603,24.3761,303462.0
2020-01-22,24.5598,24.8209,24.5115,24.6565,272045.0
2020-01-23,24.5308,24.7435,24.2311,24.6565,279027.0
2020-01-24,24.6662,24.6662,24.1634,24.3664,251491.0
2020-01-25,24.6662,24.6662,24.1634,24.3664,251491.0
2020-01-26,24.6662,24.6662,24.1634,24.3664,251491.0
2020-01-27,24.1731,24.5356,24.0377,24.4535,333693.0
2020-01-28,24.4631,24.7725,24.4148,24.6855,194211.0
2020-01-29,24.6565,24.6565,24.1537,24.2214,260588.0
2020-01-30,24.2021,24.5695,24.0957,24.5502,227026.0
2020-01-31,24.4245,24.5405,23.6132,23.941,352199.0
2020-02-01,24.4245,24.5405,23.6132,23.941,352199.0
2020-02-02,24.4245,24.5405,23.6132,23.941,352199.0
2020-02-03,24.1634,24.6372,24.144,24.3858,329863.0
2020-02-04,24.6952,24.6952,24.3229,24.4148,334664.0
2020-02-05,24.7532,25.198,24.6178,24.9756,284801.0
2020-02-06,25.053,25.3334,24.8402,25.111,219724.0
2020-02-07,25.0626,25.1787,24.6759,24.7919,154178.0
2020-02-08,25.0626,25.1787,24.6759,24.7919,154178.0
2020-02-09,25.0626,25.1787,24.6759,24.7919,154178.0
2020-02-10,24.7145,25.2415,24.7097,25.1883,197817.0
2020-02-11,25.3527,25.3624,24.8209,25.2947,378824.0
2020-02-12,25.3624,25.4687,24.9853,25.1303,229330.0
2020-02-13,24.9853,25.1787,24.8402,24.9176,207639.0
2020-02-14,24.9176,24.9901,24.6372,24.8402,199954.0
2020-02-15,24.9176,24.9901,24.6372,24.8402,199954.0
2020-02-16,24.9176,24.9901,24.6372,24.8402,199954.0
2020-02-17,24.9176,24.9901,24.6372,24.8402,199954.0
2020-02-18,24.8789,25.0433,24.6178,24.9853,192575.0
2020-02-19,22.0265,23.6219,20.7211,22.0845,2152787.0
2020-02-20,21.7848,22.1522,20.7985,20.8082,834623.0
2020-02-21,20.6921,20.8855,20.5471,20.6051,484481.0
2020-02-22,20.6921,20.8855,20.5471,20.6051,484481.0
2020-02-23,20.6921,20.8855,20.5471,20.6051,484481.0
2020-02-24,19.9959,20.4697,19.8026,20.3247,599676.0
2020-02-25,20.315,20.3199,18.971,18.9903,347243.0
2020-02-26,19.1354,19.2998,18.0718,18.1395,397412.0
2020-02-27,17.7527,18.2845,17.1532,17.2112,845575.0
2020-02-28,16.7278,17.1242,16.5537,17.0565,510321.0
2020-02-29,16.7278,17.1242,16.5537,17.0565,510321.0
2020-03-01,16.7278,17.1242,16.5537,17.0565,510321.0
2020-03-02,17.1532,17.1629,16.515,17.0372,398794.0
2020-03-03,17.0662,17.3563,16.5344,16.5827,378996.0
2020-03-04,16.8631,17.1049,16.5827,17.0855,254313.0
2020-03-05,16.6214,16.6697,15.7608,15.9542,334157.0
2020-03-06,15.4708,16.0316,15.055,15.4998,500179.0
2020-03-07,15.4708,16.0316,15.055,15.4998,500179.0
2020-03-08,15.4708,16.0316,15.055,15.4998,500179.0
2020-03-09,14.3491,14.717,13.4015,13.6819,468517.0
2020-03-10,14.1074,14.1847,13.0921,13.6336,558600.0
2020-03-11,13.1985,13.4064,12.2412,12.541,443163.0
2020-03-12,11.7288,11.9028,10.8779,10.9069,532950.0
2020-03-13,11.545,12.6838,10.9069,12.6838,952700.0
