,MLKN US Equity,MLKN US Equity,MLKN US Equity,MLKN US Equity,MLKN US Equity
2019-01-30,29.6264,29.8303,29.1213,29.8126,263093.0
2019-01-31,29.8391,30.4063,29.653,30.3354,329982.0
2019-02-01,30.362,30.4329,30.0518,30.3709,365427.0
2019-02-02,30.362,30.4329,30.0518,30.3709,365427.0
2019-02-03,30.362,30.4329,30.0518,30.3709,365427.0
2019-02-04,30.3531,30.6988,29.9543,30.6633,298102.0
2019-02-05,30.6722,31.1242,30.6722,30.9115,480457.0
2019-02-06,30.8051,31.2216,30.8051,30.9381,345175.0
2019-02-07,30.6988,30.9026,30.3266,30.7963,409414.0
2019-02-08,30.6013,30.8494,30.3266,30.7697,226674.0
2019-02-09,30.6013,30.8494,30.3266,30.7697,226674.0
2019-02-10,30.6013,30.8494,30.3266,30.7697,226674.0
2019-02-11,30.7874,31.009,30.7342,30.876,339342.0
2019-02-12,31.0444,31.3634,31.0444,31.1685,312655.0
2019-02-13,31.2216,31.585,31.1153,31.5052,302615.0
2019-02-14,31.3369,32.0724,31.328,31.8952,712682.0
2019-02-15,32.0192,32.7194,31.9306,32.6928,353901.0
2019-02-16,32.0192,32.7194,31.9306,32.6928,353901.0
2019-02-17,32.0192,32.7194,31.9306,32.6928,353901.0
2019-02-18,32.0192,32.7194,31.9306,32.6928,353901.0
2019-02-19,32.4801,32.7991,32.3117,32.6839,732632.0
2019-02-20,32.6839,32.808,32.4446,32.7282,204756.0
2019-02-21,32.7194,32.7415,32.3649,32.5244,139142.0
2019-02-22,32.5598,33.0207,32.4712,33.0118,288236.0
2019-02-23,32.5598,33.0207,32.4712,33.0118,288236.0
2019-02-24,32.5598,33.0207,32.4712,33.0118,288236.0
2019-02-25,33.127,33.3397,32.7991,32.87,233479.0
2019-02-26,32.8523,32.8523,32.3383,32.5598,410473.0
2019-02-27,32.5244,32.7105,32.2116,32.5864,227496.0
2019-02-28,32.6198,32.8426,32.3614,32.6822,206204.0
2019-03-01,32.8693,33.0653,32.6198,32.8693,202927.0
2019-03-02,32.8693,33.0653,32.6198,32.8693,202927.0
2019-03-03,32.8693,33.0653,32.6198,32.8693,202927.0
2019-03-04,32.8693,32.9584,32.553,32.8159,301541.0
2019-03-05,32.7535,32.8604,32.4216,32.5842,469540.0
2019-03-06,32.6287,32.6287,32.21,32.3614,691578.0
2019-03-07,32.4238,32.4505,31.8892,31.9516,700639.0
2019-03-08,31.7466,31.907,31.613,31.8981,372740.0
2019-03-09,31.7466,31.907,31.613,31.8981,372740.0
2019-03-10,31.7466,31.907,31.613,31.8981,372740.0
2019-03-11,31.8892,32.3793,31.8313,32.3436,367174.0
2019-03-12,32.4327,32.5753,32.0852,32.3169,696621.0
2019-03-13,32.3882,32.5218,32.2723,32.3793,339480.0
2019-03-14,32.4505,32.4505,31.9248,31.9427,223028.0
2019-03-15,31.8625,32.2991,31.5952,31.6843,828578.0
2019-03-16,31.8625,32.2991,31.5952,31.6843,828578.0
2019-03-17,31.8625,32.2991,31.5952,31.6843,828578.0
2019-03-18,31.7288,32.1654,31.6397,32.0941,330726.0
2019-03-19,32.3169,32.4684,31.9605,32.0139,375961.0
2019-03-20,32.005,32.1743,31.0249,31.2388,534639.0
2019-03-21,31.8536,32.8604,31.212,31.8714,761502.0
2019-03-22,31.8714,31.8714,30.5171,30.82,428371.0
2019-03-23,31.8714,31.8714,30.5171,30.82,428371.0
2019-03-24,31.8714,31.8714,30.5171,30.82,428371.0
2019-03-25,30.7665,31.0695,30.2408,30.9091,331111.0
2019-03-26,31.0517,31.3992,30.9492,31.2477,242215.0
2019-03-27,31.3101,31.7645,31.3011,31.5952,323598.0
2019-03-28,31.5506,31.809,30.9536,31.319,367669.0
2019-03-29,31.5506,31.6219,31.0071,31.3457,392982.0
2019-03-30,31.5506,31.6219,31.0071,31.3457,392982.0
2019-03-31,31.5506,31.6219,31.0071,31.3457,392982.0
2019-04-01,31.4704,31.9248,31.466,31.7823,230379.0
2019-04-02,31.7823,31.7823,31.2388,31.3279,235845.0
2019-04-03,31.5595,31.7466,31.4259,31.5774,266354.0
2019-04-04,31.6397,32.1743,31.6308,32.0496,434855.0
2019-04-05,32.0407,32.7,32.0407,32.5664,349169.0
2019-04-06,32.0407,32.7,32.0407,32.5664,349169.0
2019-04-07,32.0407,32.7,32.0407,32.5664,349169.0
2019-04-08,32.4951,32.6109,32.1743,32.4773,202010.0
2019-04-09,32.3525,32.406,31.8447,31.8803,339132.0
2019-04-10,31.8981,32.4773,31.8981,32.4773,231390.0
2019-04-11,32.5931,32.9941,32.5931,32.798,224108.0
2019-04-12,32.9762,33.0564,32.5753,32.9673,405454.0
2019-04-13,32.9762,33.0564,32.5753,32.9673,405454.0
2019-04-14,32.9762,33.0564,32.5753,32.9673,405454.0
2019-04-15,33.0921,33.2455,32.798,33.0119,226147.0
2019-04-16,33.1634,33.7336,33.1188,33.689,322091.0
2019-04-17,33.7603,33.8138,33.5108,33.6267,205435.0
2019-04-18,33.591,33.8182,33.297,33.7158,174035.0
2019-04-19,33.591,33.8182,33.297,33.7158,174035.0
2019-04-20,33.591,33.8182,33.297,33.7158,174035.0
2019-04-21,33.591,33.8182,33.297,33.7158,174035.0
2019-04-22,33.689,33.7158,33.0921,33.2703,231645.0
2019-04-23,33.4039,33.9563,33.1723,33.7514,214471.0
2019-04-24,33.7514,34.687,33.7069,34.4553,368036.0
2019-04-25,34.384,34.4419,33.7425,34.3573,233845.0
2019-04-26,34.4999,35.1147,34.3306,34.7493,220919.0
2019-04-27,34.4999,35.1147,34.3306,34.7493,220919.0
2019-04-28,34.4999,35.1147,34.3306,34.7493,220919.0
2019-04-29,34.7493,35.128,34.6246,35.0612,253023.0
2019-04-30,34.8919,34.9721,34.5355,34.589,328814.0
2019-05-01,34.3395,34.5177,33.992,34.4197,324251.0
2019-05-02,34.3484,34.6513,33.796,34.2771,265952.0
2019-05-03,34.4999,35.3731,33.7471,35.2305,226348.0
2019-05-04,34.4999,35.3731,33.7471,35.2305,226348.0
2019-05-05,34.4999,35.3731,33.7471,35.2305,226348.0
2019-05-06,34.7672,35.284,34.5177,35.177,227457.0
2019-05-07,35.0166,35.177,34.1167,34.3395,259566.0
2019-05-08,34.2771,34.5801,34.1613,34.1791,237321.0
2019-05-09,33.9385,34.286,33.7425,34.1702,328324.0
2019-05-10,33.9474,34.2504,33.4485,34.2326,143212.0
2019-05-11,33.9474,34.2504,33.4485,34.2326,143212.0
2019-05-12,33.9474,34.2504,33.4485,34.2326,143212.0
2019-05-13,33.6445,33.9207,32.9228,33.1455,289749.0
2019-05-14,33.1723,33.7158,32.9495,33.5465,203169.0
2019-05-15,33.3594,33.7692,33.101,33.6801,183624.0
2019-05-16,33.7336,34.2058,33.6801,34.0098,152162.0
2019-05-17,33.7158,34.0365,33.2435,33.2614,162805.0
2019-05-18,33.7158,34.0365,33.2435,33.2614,162805.0
2019-05-19,33.7158,34.0365,33.2435,33.2614,162805.0
2019-05-20,32.9317,33.4396,32.7891,33.1812,317906.0
2019-05-21,33.3148,33.7603,33.0921,33.7425,230202.0
2019-05-22,33.5821,33.8762,33.3193,33.7158,210813.0
2019-05-23,33.3505,33.5999,32.7802,33.1455,211427.0
2019-05-24,33.2168,33.6534,33.0386,33.5376,313488.0
2019-05-25,33.2168,33.6534,33.0386,33.5376,313488.0
2019-05-26,33.2168,33.6534,33.0386,33.5376,313488.0
2019-05-27,33.2168,33.6534,33.0386,33.5376,313488.0
2019-05-28,33.5465,34.1167,33.3995,33.4574,264968.0
2019-05-29,33.1455,33.1455,32.2723,32.5218,217750.0
2019-05-30,32.6898,32.9496,32.0179,32.2508,253142.0
2019-05-31,31.9194,31.9821,31.4804,31.7939,202885.0
2019-06-01,31.9194,31.9821,31.4804,31.7939,202885.0
2019-06-02,31.9194,31.9821,31.4804,31.7939,202885.0
2019-06-03,31.7133,32.636,31.6148,32.5913,300905.0
2019-06-04,32.9048,33.935,32.5778,33.9261,267738.0
2019-06-05,33.9798,34.1769,33.4244,33.953,279551.0
2019-06-06,33.953,34.1769,33.4871,33.935,325187.0
2019-06-07,33.9619,34.2038,33.8455,33.9261,144408.0
2019-06-08,33.9619,34.2038,33.8455,33.9261,144408.0
2019-06-09,33.9619,34.2038,33.8455,33.9261,144408.0
2019-06-10,33.944,34.4815,32.9765,34.0067,308004.0
2019-06-11,34.1232,34.4457,33.8455,34.0784,204291.0
2019-06-12,34.1232,34.9832,34.0784,34.7413,325924.0
2019-06-13,35.0369,35.0369,34.5353,34.5621,299804.0
2019-06-14,34.5263,34.5263,34.0425,34.0605,384201.0
2019-06-15,34.5263,34.5263,34.0425,34.0605,384201.0
2019-06-16,34.5263,34.5263,34.0425,34.0605,384201.0
2019-06-17,34.1232,34.3203,33.9082,34.1948,385029.0
2019-06-18,34.2934,34.701,34.0336,34.0336,237692.0
2019-06-19,33.9709,34.0425,33.7559,33.935,311088.0
2019-06-20,34.0784,34.2665,33.4423,34.15,346380.0
2019-06-21,33.9977,33.9977,33.2631,33.4692,508144.0
2019-06-22,33.9977,33.9977,33.2631,33.4692,508144.0
2019-06-23,33.9977,33.9977,33.2631,33.4692,508144.0
2019-06-24,33.6484,34.047,33.5409,33.7021,306511.0
2019-06-25,33.7917,33.8007,33.2363,33.2452,345379.0
2019-06-26,33.3706,34.0605,33.3706,33.8902,748854.0
2019-06-27,37.6708,40.0896,36.4166,39.4983,3127146.0
2019-06-28,39.7312,40.8152,39.57,40.0448,1445555.0
2019-06-29,39.7312,40.8152,39.57,40.0448,1445555.0
2019-06-30,39.7312,40.8152,39.57,40.0448,1445555.0
2019-07-01,40.2508,40.9138,39.2923,39.4087,660786.0
2019-07-02,39.3191,40.0627,39.1041,40.0,527523.0
2019-07-03,39.9642,40.5285,39.7671,40.3225,291424.0
2019-07-04,39.9642,40.5285,39.7671,40.3225,291424.0
2019-07-05,39.9821,40.1971,39.5789,40.0358,444989.0
2019-07-06,39.9821,40.1971,39.5789,40.0358,444989.0
2019-07-07,39.9821,40.1971,39.5789,40.0358,444989.0
2019-07-08,40.0,40.1344,39.6314,40.0179,307067.0
2019-07-09,39.8119,39.9418,39.4446,39.785,385791.0
2019-07-10,39.9014,40.0537,39.4804,39.8119,369373.0
2019-07-11,39.8298,39.9104,38.7368,38.9698,420980.0
2019-07-12,39.0056,39.8835,39.0056,39.7939,335220.0
2019-07-13,39.0056,39.8835,39.0056,39.7939,335220.0
2019-07-14,39.0056,39.8835,39.0056,39.7939,335220.0
2019-07-15,39.8477,40.1971,39.3998,40.1523,292772.0
2019-07-16,40.0448,40.4927,39.8925,40.206,322352.0
2019-07-17,40.215,40.2956,39.4714,40.0896,340322.0
2019-07-18,40.0806,40.4479,39.8119,40.4479,338232.0
2019-07-19,40.3852,40.6808,40.1971,40.206,466122.0
2019-07-20,40.3852,40.6808,40.1971,40.206,466122.0
2019-07-21,40.3852,40.6808,40.1971,40.206,466122.0
2019-07-22,40.3225,40.6629,40.2956,40.4479,287739.0
2019-07-23,40.7615,41.0213,40.3942,40.5375,443251.0
2019-07-24,40.439,41.0481,40.3718,40.9406,330015.0
2019-07-25,40.7167,41.1467,40.2687,40.3673,451538.0
2019-07-26,40.4569,41.1108,39.4356,40.9227,315079.0
2019-07-27,40.4569,41.1108,39.4356,40.9227,315079.0
2019-07-28,40.4569,41.1108,39.4356,40.9227,315079.0
2019-07-29,40.8331,40.8331,40.439,40.5375,256269.0
2019-07-30,40.4031,41.1467,40.2687,41.1288,376747.0
2019-07-31,41.2273,41.4737,40.4569,40.6181,407103.0
2019-08-01,40.6181,41.3348,39.6775,39.8835,357414.0
2019-08-02,39.5789,40.1344,38.7637,39.1041,397058.0
2019-08-03,39.5789,40.1344,38.7637,39.1041,397058.0
2019-08-04,39.5789,40.1344,38.7637,39.1041,397058.0
2019-08-05,38.4143,38.5308,37.4916,37.9037,427023.0
2019-08-06,38.1187,38.4681,37.9933,38.2979,486037.0
2019-08-07,37.8051,38.5845,37.7962,38.486,314403.0
2019-08-08,38.701,40.0179,38.701,39.9373,596849.0
2019-08-09,39.776,39.776,38.7816,39.131,311042.0
2019-08-10,39.776,39.776,38.7816,39.131,311042.0
2019-08-11,39.776,39.776,38.7816,39.131,311042.0
2019-08-12,38.8264,39.122,38.6293,38.7368,218322.0
2019-08-13,38.6383,39.8567,38.6383,38.8443,353133.0
2019-08-14,38.1993,38.3247,37.4647,37.5364,367500.0
2019-08-15,37.5543,37.6528,36.9272,36.9899,403127.0
2019-08-16,37.1422,38.1904,37.1422,38.0381,208339.0
2019-08-17,37.1422,38.1904,37.1422,38.0381,208339.0
2019-08-18,37.1422,38.1904,37.1422,38.0381,208339.0
2019-08-19,38.477,38.8622,37.8589,37.9126,313345.0
2019-08-20,37.7693,38.0829,37.4916,37.8051,483679.0
2019-08-21,38.1814,38.2352,37.6708,37.8231,296890.0
2019-08-22,37.8768,38.1187,37.3348,37.6349,236659.0
2019-08-23,37.4647,37.8096,36.3718,36.4793,371247.0
2019-08-24,37.4647,37.8096,36.3718,36.4793,371247.0
2019-08-25,37.4647,37.8096,36.3718,36.4793,371247.0
2019-08-26,36.963,37.5498,36.6764,37.4826,363139.0
2019-08-27,37.832,37.832,36.5689,36.6584,324679.0
2019-08-28,36.5599,37.2407,36.3718,37.0974,208224.0
2019-08-29,37.4486,38.1059,37.4486,37.7187,265973.0
2019-08-30,37.9708,38.34,37.8988,38.0699,408984.0
2019-08-31,37.9708,38.34,37.8988,38.0699,408984.0
2019-09-01,37.9708,38.34,37.8988,38.0699,408984.0
2019-09-02,37.9708,38.34,37.8988,38.0699,408984.0
2019-09-03,37.8988,37.9888,37.0794,37.3135,352125.0
2019-09-04,37.6647,38.1689,37.5296,38.1419,371811.0
2019-09-05,38.7002,39.9968,38.6641,39.2584,463495.0
2019-09-06,39.2134,39.9788,39.2134,39.4835,422735.0
2019-09-07,39.2134,39.9788,39.2134,39.4835,422735.0
2019-09-08,39.2134,39.9788,39.2134,39.4835,422735.0
2019-09-09,39.5916,39.6906,39.0963,39.6546,385558.0
2019-09-10,39.5646,39.5646,38.9523,39.4655,389506.0
2019-09-11,39.6726,40.0328,39.3755,39.7086,400362.0
2019-09-12,39.6276,40.1048,39.5105,39.8347,504669.0
2019-09-13,40.0328,40.402,39.8077,40.1318,333410.0
2019-09-14,40.0328,40.402,39.8077,40.1318,333410.0
2019-09-15,40.0328,40.402,39.8077,40.1318,333410.0
2019-09-16,39.6996,40.1678,39.5105,40.1048,364720.0
2019-09-17,40.2669,40.3209,39.7852,40.0958,453670.0
2019-09-18,40.456,40.456,39.6366,40.0418,921684.0
2019-09-19,44.0307,44.4809,40.519,40.6181,3085885.0
2019-09-20,40.6271,41.4915,40.1949,40.8161,1361421.0
2019-09-21,40.6271,41.4915,40.1949,40.8161,1361421.0
2019-09-22,40.6271,41.4915,40.1949,40.8161,1361421.0
2019-09-23,40.8522,41.8606,40.7899,41.3834,700263.0
2019-09-24,41.6445,41.7661,40.7171,40.8161,570113.0
2019-09-25,40.8792,41.64,40.6811,41.5905,434572.0
2019-09-26,41.5815,41.7976,41.1043,41.4014,431516.0
2019-09-27,41.5095,42.0497,41.1403,41.3384,471877.0
2019-09-28,41.5095,42.0497,41.1403,41.3384,471877.0
2019-09-29,41.5095,42.0497,41.1403,41.3384,471877.0
2019-09-30,41.3654,41.7346,41.2754,41.5005,330822.0
2019-10-01,41.6896,42.0947,40.492,40.6451,418888.0
2019-10-02,40.3569,40.8342,40.1,40.564,681505.0
2019-10-03,40.402,40.9152,40.1408,40.8882,466145.0
2019-10-04,40.9062,41.4554,40.9062,41.3384,442934.0
2019-10-05,40.9062,41.4554,40.9062,41.3384,442934.0
2019-10-06,40.9062,41.4554,40.9062,41.3384,442934.0
2019-10-07,39.9788,40.8071,39.8707,40.1949,657890.0
2019-10-08,39.8617,40.2759,39.1143,39.2584,363856.0
2019-10-09,39.4475,39.8797,39.3485,39.6636,286033.0
2019-10-10,39.6546,40.0958,39.6546,39.9157,246774.0
2019-10-11,40.2579,40.9692,40.1633,40.2219,294107.0
2019-10-12,40.2579,40.9692,40.1633,40.2219,294107.0
2019-10-13,40.2579,40.9692,40.1633,40.2219,294107.0
2019-10-14,40.0598,40.2489,39.7627,40.1543,229041.0
2019-10-15,40.0868,40.402,39.6816,40.3749,220651.0
2019-10-16,40.2579,40.9358,40.2579,40.6271,334023.0
2019-10-17,40.9152,41.2438,40.8207,41.1223,305008.0
2019-10-18,40.9692,41.4735,40.9692,41.1898,305091.0
2019-10-19,40.9692,41.4735,40.9692,41.1898,305091.0
2019-10-20,40.9692,41.4735,40.9692,41.1898,305091.0
2019-10-21,41.5725,42.1353,41.5545,41.8336,308576.0
2019-10-22,41.9147,42.6215,41.6535,42.4504,345991.0
2019-10-23,42.4819,42.517,41.1043,41.1223,524352.0
2019-10-24,41.4645,41.622,40.2489,41.5095,309878.0
2019-10-25,41.3204,42.0497,41.0907,41.1043,244691.0
2019-10-26,41.3204,42.0497,41.0907,41.1043,244691.0
2019-10-27,41.3204,42.0497,41.0907,41.1043,244691.0
2019-10-28,41.0863,41.6355,41.0863,41.4104,300098.0
2019-10-29,41.5185,42.9952,41.5185,42.68,388276.0
2019-10-30,42.7881,42.8466,41.9237,42.7431,505405.0
2019-10-31,42.689,42.8691,41.5725,41.8696,468737.0
2019-11-01,41.9777,42.2838,41.6445,41.7346,485477.0
2019-11-02,41.9777,42.2838,41.6445,41.7346,485477.0
2019-11-03,41.9777,42.2838,41.6445,41.7346,485477.0
2019-11-04,42.0587,42.7521,41.9507,42.689,303998.0
2019-11-05,42.8061,43.0672,42.4729,42.527,273541.0
2019-11-06,42.3559,42.4819,41.9237,42.1308,316515.0
2019-11-07,42.527,43.0582,42.3199,42.8421,323744.0
2019-11-08,42.7521,43.1212,42.608,43.0132,242727.0
2019-11-09,42.7521,43.1212,42.608,43.0132,242727.0
2019-11-10,42.7521,43.1212,42.608,43.0132,242727.0
2019-11-11,42.8421,42.9141,42.5089,42.8421,202583.0
2019-11-12,42.8871,43.3103,42.6923,43.2473,318778.0
2019-11-13,43.1122,43.5894,42.8061,43.5714,316896.0
2019-11-14,43.5084,43.9046,43.2923,43.8956,333647.0
2019-11-15,44.1207,44.1837,43.8686,43.9406,294428.0
2019-11-16,44.1207,44.1837,43.8686,43.9406,294428.0
2019-11-17,44.1207,44.1837,43.8686,43.9406,294428.0
2019-11-18,43.8596,44.2468,43.7875,44.1657,220192.0
2019-11-19,44.3008,44.3458,43.7515,43.8236,270757.0
2019-11-20,43.6795,44.2648,43.1933,43.4004,339078.0
2019-11-21,43.5714,43.5804,42.3199,42.5089,265227.0
2019-11-22,42.8331,43.3103,42.7971,43.0672,244451.0
2019-11-23,42.8331,43.3103,42.7971,43.0672,244451.0
2019-11-24,42.8331,43.3103,42.7971,43.0672,244451.0
2019-11-25,43.2383,44.0397,43.1798,43.5264,243831.0
2019-11-26,43.5804,44.2287,43.4454,44.0757,347281.0
2019-11-27,44.148,44.3017,43.7682,43.9039,164462.0
2019-11-28,44.148,44.3017,43.7682,43.9039,164462.0
2019-11-29,43.94,43.9943,43.1804,43.2075,186317.0
2019-11-30,43.94,43.9943,43.1804,43.2075,186317.0
2019-12-01,43.94,43.9943,43.1804,43.2075,186317.0
2019-12-02,43.2256,43.402,42.7825,43.0629,370190.0
2019-12-03,42.6107,43.09,42.3665,42.4389,252310.0
2019-12-04,42.6469,43.0176,42.6469,42.7102,405408.0
2019-12-05,42.8097,43.099,42.4931,42.6333,318565.0
2019-12-06,42.873,43.3974,42.873,43.0448,434997.0
2019-12-07,42.873,43.3974,42.873,43.0448,434997.0
2019-12-08,42.873,43.3974,42.873,43.0448,434997.0
2019-12-09,42.9001,43.0176,42.2942,42.6921,408048.0
2019-12-10,42.7283,43.2075,42.5112,42.891,326472.0
2019-12-11,42.8097,43.0448,42.6197,42.9996,261700.0
2019-12-12,42.9363,43.4336,42.7237,43.1895,282678.0
2019-12-13,43.0086,43.0086,41.7968,41.9325,580193.0
2019-12-14,43.0086,43.0086,41.7968,41.9325,580193.0
2019-12-15,43.0086,43.0086,41.7968,41.9325,580193.0
2019-12-16,42.1857,43.1985,42.1857,42.7283,634344.0
2019-12-17,42.8458,43.1442,42.2309,42.9182,643940.0
2019-12-18,43.5964,45.102,42.9543,44.98,1274901.0
2019-12-19,40.5127,40.9197,38.1706,38.8579,3890331.0
2019-12-20,39.1472,39.6717,38.1796,39.6717,2854628.0
2019-12-21,39.1472,39.6717,38.1796,39.6717,2854628.0
2019-12-22,39.1472,39.6717,38.1796,39.6717,2854628.0
2019-12-23,39.6356,39.6356,38.3961,38.5866,913999.0
2019-12-24,38.6589,38.885,38.2777,38.885,251126.0
2019-12-25,38.6589,38.885,38.2777,38.885,251126.0
2019-12-26,38.8036,38.8307,37.3477,37.7275,661192.0
2019-12-27,37.7636,37.8269,37.2211,37.6461,571184.0
2019-12-28,37.7636,37.8269,37.2211,37.6461,571184.0
2019-12-29,37.7636,37.8269,37.2211,37.6461,571184.0
2019-12-30,37.3115,37.6823,36.8684,37.619,517112.0
2019-12-31,37.5466,37.9174,37.5195,37.6642,335489.0
2020-01-01,37.5466,37.9174,37.5195,37.6642,335489.0
2020-01-02,37.9445,37.9445,37.0492,37.4471,388491.0
2020-01-03,36.9679,37.8179,36.7508,37.619,532492.0
2020-01-04,36.9679,37.8179,36.7508,37.619,532492.0
2020-01-05,36.9679,37.8179,36.7508,37.619,532492.0
2020-01-06,37.3025,38.2158,37.212,37.9535,705450.0
2020-01-07,37.6823,37.9174,37.1939,37.2753,461394.0
2020-01-08,37.1487,37.4562,36.9317,36.9679,440565.0
2020-01-09,37.2301,37.2482,36.579,36.5971,545615.0
2020-01-10,36.6514,36.7011,36.1178,36.3168,769615.0
2020-01-11,36.6514,36.7011,36.1178,36.3168,769615.0
2020-01-12,36.6514,36.7011,36.1178,36.3168,769615.0
2020-01-13,36.2987,36.6242,36.1449,36.5609,859137.0
2020-01-14,36.6242,37.1487,36.4343,36.9498,790428.0
2020-01-15,36.796,37.3469,36.796,37.0312,540663.0
2020-01-16,37.3115,37.6461,37.1087,37.3025,336363.0
2020-01-17,37.5376,37.5647,37.1487,37.1939,262202.0
2020-01-18,37.5376,37.5647,37.1487,37.1939,262202.0
2020-01-19,37.5376,37.5647,37.1487,37.1939,262202.0
2020-01-20,37.5376,37.5647,37.1487,37.1939,262202.0
2020-01-21,37.0764,37.3567,36.9407,37.0628,390590.0
2020-01-22,37.212,37.2663,36.9679,37.0673,489619.0
2020-01-23,36.9317,37.3748,36.7915,37.1487,341475.0
2020-01-24,37.3205,37.4381,36.7056,36.9679,466604.0
2020-01-25,37.3205,37.4381,36.7056,36.9679,466604.0
2020-01-26,37.3205,37.4381,36.7056,36.9679,466604.0
2020-01-27,36.371,36.9407,36.2625,36.6785,388862.0
2020-01-28,36.778,37.0673,36.6061,36.6242,417334.0
2020-01-29,36.6333,36.8006,35.8013,35.8917,445413.0
2020-01-30,35.7018,35.8737,35.2135,35.7742,486462.0
2020-01-31,35.6385,35.7471,34.9061,34.9513,571369.0
2020-02-01,35.6385,35.7471,34.9061,34.9513,571369.0
2020-02-02,35.6385,35.7471,34.9061,34.9513,571369.0
2020-02-03,36.4253,37.2572,36.163,36.4705,722092.0
2020-02-04,36.8232,36.9859,36.4253,36.5338,426807.0
2020-02-05,36.8774,37.1578,36.7508,37.1306,427668.0
2020-02-06,37.2934,37.5737,37.203,37.3612,337003.0
2020-02-07,37.1397,37.3296,36.6785,36.7418,308264.0
2020-02-08,37.1397,37.3296,36.6785,36.7418,308264.0
2020-02-09,37.1397,37.3296,36.6785,36.7418,308264.0
2020-02-10,36.579,37.004,36.579,36.8955,244919.0
2020-02-11,37.004,37.1306,36.5067,36.6242,320905.0
2020-02-12,36.9136,37.1035,36.7056,36.995,301692.0
2020-02-13,36.8322,37.1578,36.4072,36.787,263660.0
2020-02-14,36.7237,36.8051,36.3122,36.5428,396676.0
2020-02-15,36.7237,36.8051,36.3122,36.5428,396676.0
2020-02-16,36.7237,36.8051,36.3122,36.5428,396676.0
2020-02-17,36.7237,36.8051,36.3122,36.5428,396676.0
2020-02-18,36.2806,36.5338,35.9731,36.3348,510637.0
2020-02-19,36.2173,36.4976,36.1088,36.2309,528003.0
2020-02-20,36.2806,37.1849,36.2354,36.3801,397076.0
2020-02-21,36.2806,36.4705,35.9912,36.3439,236965.0
2020-02-22,36.2806,36.4705,35.9912,36.3439,236965.0
2020-02-23,36.2806,36.4705,35.9912,36.3439,236965.0
2020-02-24,35.2045,35.4486,34.6981,35.2587,588222.0
2020-02-25,35.2497,35.2897,33.9565,33.9746,468117.0
2020-02-26,34.1555,34.4942,33.5315,33.5767,419337.0
2020-02-27,32.9037,33.5676,32.1944,32.2126,901005.0
2020-02-28,31.1485,31.7669,30.4301,31.1394,802965.0
2020-02-29,31.1485,31.7669,30.4301,31.1394,802965.0
2020-03-01,31.1485,31.7669,30.4301,31.1394,802965.0
2020-03-02,31.1394,31.4032,30.2936,31.1576,677342.0
2020-03-03,31.3304,32.1762,30.0481,30.5028,667857.0
2020-03-04,30.9393,31.3713,30.4391,31.3304,335332.0
2020-03-05,30.4391,30.8484,29.3751,29.8844,692774.0
2020-03-06,28.8385,29.7571,28.4566,29.0932,482628.0
2020-03-07,28.8385,29.7571,28.4566,29.0932,482628.0
2020-03-08,28.8385,29.7571,28.4566,29.0932,482628.0
2020-03-09,27.1833,27.2743,24.6915,24.8006,645642.0
2020-03-10,25.6464,25.6464,23.8366,24.9825,879252.0
2020-03-11,24.1913,25.2826,23.4182,24.0003,559441.0
2020-03-12,22.1359,22.6913,19.9714,20.2534,765731.0
2020-03-13,21.5266,22.2851,19.4076,20.7081,949134.0
