,ALE US Equity,ALE US Equity,ALE US Equity,ALE US Equity,ALE US Equity
2020-02-07,69.1972,69.2306,68.3708,68.4793,178985.0
2020-02-08,69.1972,69.2306,68.3708,68.4793,178985.0
2020-02-09,69.1972,69.2306,68.3708,68.4793,178985.0
2020-02-10,68.6296,68.6296,68.2373,68.5628,99248.0
2020-02-11,68.713,68.9217,68.3959,68.5878,162341.0
2020-02-12,68.5461,68.5461,67.8283,68.3541,374465.0
2020-02-13,68.453,68.924,66.0139,68.3268,494386.0
2020-02-14,68.1838,68.5539,67.924,68.2848,276766.0
2020-02-15,68.1838,68.5539,67.924,68.2848,276766.0
2020-02-16,68.1838,68.5539,67.924,68.2848,276766.0
2020-02-17,68.1838,68.5539,67.924,68.2848,276766.0
2020-02-18,68.5623,69.151,68.4193,68.4277,261521.0
2020-02-19,68.2007,68.6044,67.4185,67.4605,213124.0
2020-02-20,67.2419,67.6372,66.5186,66.9895,312776.0
2020-02-21,67.183,68.0535,67.1073,67.1241,258453.0
2020-02-22,67.183,68.0535,67.1073,67.1241,258453.0
2020-02-23,67.183,68.0535,67.1073,67.1241,258453.0
2020-02-24,66.5606,66.897,66.0896,66.5943,277946.0
2020-02-25,66.569,66.569,64.8785,65.0804,314148.0
2020-02-26,65.3327,65.77,64.1216,64.1468,275717.0
2020-02-27,63.8272,64.1216,61.5227,61.5816,398671.0
2020-02-28,60.5219,60.7237,57.183,58.024,656818.0
2020-02-29,60.5219,60.7237,57.183,58.024,656818.0
2020-03-01,60.5219,60.7237,57.183,58.024,656818.0
2020-03-02,58.3352,62.6329,58.2006,62.5656,498998.0
2020-03-03,62.5656,64.3991,61.7582,61.9769,440070.0
2020-03-04,62.6497,65.0888,62.4227,64.8028,242001.0
2020-03-05,63.6001,64.2057,62.3133,63.3394,256502.0
2020-03-06,61.6994,64.4832,60.5219,64.0963,376442.0
2020-03-07,61.6994,64.4832,60.5219,64.0963,376442.0
2020-03-08,61.6994,64.4832,60.5219,64.0963,376442.0
2020-03-09,60.976,62.8894,59.7397,62.0021,639216.0
2020-03-10,62.7843,63.8146,60.4714,63.474,606539.0
2020-03-11,61.876,61.876,57.696,58.495,382343.0
2020-03-12,54.3906,54.6682,50.6648,52.6581,526091.0
2020-03-13,55.1476,55.5092,50.8835,54.6766,438662.0
2020-03-14,55.1476,55.5092,50.8835,54.6766,438662.0
2020-03-15,55.1476,55.5092,50.8835,54.6766,438662.0
2020-03-16,50.5807,51.5311,45.7531,46.4932,523430.0
2020-03-17,47.5529,56.5858,46.5352,56.4933,736760.0
2020-03-18,52.9693,56.4007,50.0887,51.6488,522560.0
2020-03-19,51.3629,54.4579,48.5603,53.5328,441197.0
2020-03-20,53.6589,54.1972,44.7186,46.0138,880412.0
2020-03-21,53.6589,54.1972,44.7186,46.0138,880412.0
2020-03-22,53.6589,54.1972,44.7186,46.0138,880412.0
2020-03-23,45.526,46.2913,42.0609,43.9364,515540.0
2020-03-24,45.526,48.1332,43.171,47.9482,514968.0
2020-03-25,47.7043,50.1265,44.5335,48.3603,485038.0
2020-03-26,48.6631,53.1711,48.6295,52.4142,483220.0
2020-03-27,50.7741,54.6598,50.5218,52.0862,500957.0
2020-03-28,50.7741,54.6598,50.5218,52.0862,500957.0
2020-03-29,50.7741,54.6598,50.5218,52.0862,500957.0
2020-03-30,53.0029,53.8692,51.2115,52.5571,462751.0
2020-03-31,51.817,52.902,50.3284,51.0349,438215.0
2020-04-01,48.6799,49.8406,46.9642,47.7884,511823.0
2020-04-02,46.2072,48.9406,45.8203,47.6034,565535.0
2020-04-03,47.1156,47.6454,45.1559,45.8456,435297.0
2020-04-04,47.1156,47.6454,45.1559,45.8456,435297.0
2020-04-05,47.1156,47.6454,45.1559,45.8456,435297.0
2020-04-06,47.309,50.2611,47.2417,49.8826,310907.0
2020-04-07,50.7153,51.7834,48.8145,49.1677,393749.0
2020-04-08,49.6219,51.2872,48.8902,50.9255,343366.0
2020-04-09,51.6993,53.2805,50.8246,52.0441,518935.0
2020-04-10,51.6993,53.2805,50.8246,52.0441,518935.0
2020-04-11,51.6993,53.2805,50.8246,52.0441,518935.0
2020-04-12,51.6993,53.2805,50.8246,52.0441,518935.0
2020-04-13,51.3713,51.6194,49.6349,50.3536,412409.0
2020-04-14,51.7918,52.1787,49.7817,51.3376,315179.0
2020-04-15,50.1686,50.1828,47.965,48.3771,375328.0
2020-04-16,48.2762,48.7388,46.8548,47.4268,478527.0
2020-04-17,48.621,49.3191,47.4604,49.0752,580276.0
2020-04-18,48.621,49.3191,47.4604,49.0752,580276.0
2020-04-19,48.621,49.3191,47.4604,49.0752,580276.0
2020-04-20,48.4444,48.4444,45.8203,45.9801,511030.0
2020-04-21,45.3157,47.3258,44.8195,47.0567,540607.0
2020-04-22,47.9482,47.965,46.4091,46.9137,600299.0
2020-04-23,46.9726,47.9398,46.6782,47.5781,420369.0
2020-04-24,47.6622,48.3267,47.3174,48.2257,362571.0
2020-04-25,47.6622,48.3267,47.3174,48.2257,362571.0
2020-04-26,47.6622,48.3267,47.3174,48.2257,362571.0
2020-04-27,48.764,49.8069,48.7472,49.2939,476812.0
2020-04-28,50.4966,51.6152,49.9247,50.69,408171.0
2020-04-29,51.775,52.9188,50.9592,51.6404,414899.0
2020-04-30,50.9003,50.9003,48.3014,48.4108,458026.0
2020-05-01,47.4604,47.4856,46.4511,46.8044,310028.0
2020-05-02,47.4604,47.4856,46.4511,46.8044,310028.0
2020-05-03,47.4604,47.4856,46.4511,46.8044,310028.0
2020-05-04,46.5941,46.7539,45.6353,46.7119,387056.0
2020-05-05,47.5865,48.8229,47.1072,47.5613,355120.0
2020-05-06,47.6202,48.1837,43.7682,43.928,626856.0
2020-05-07,44.399,45.5176,44.1214,44.5335,384986.0
2020-05-08,45.5428,47.0651,45.2653,46.9137,385529.0
2020-05-09,45.5428,47.0651,45.2653,46.9137,385529.0
2020-05-10,45.5428,47.0651,45.2653,46.9137,385529.0
2020-05-11,46.2577,46.2577,44.4074,45.6437,407475.0
2020-05-12,45.669,45.7531,44.2896,44.3065,326651.0
2020-05-13,44.0289,44.0373,42.5487,43.6673,396818.0
2020-05-14,42.9842,42.9842,41.0435,42.5671,688436.0
2020-05-15,42.3288,42.4139,41.4776,42.2181,1133613.0
2020-05-16,42.3288,42.4139,41.4776,42.2181,1133613.0
2020-05-17,42.3288,42.4139,41.4776,42.2181,1133613.0
2020-05-18,43.8354,45.9846,43.8183,45.5292,872814.0
2020-05-19,45.1802,45.8271,44.7631,44.7972,318549.0
2020-05-20,45.4951,46.2697,45.1632,45.9973,322466.0
2020-05-21,45.6654,46.4995,45.41,45.4781,429789.0
2020-05-22,45.6058,45.8186,44.9632,45.5292,328540.0
2020-05-23,45.6058,45.8186,44.9632,45.5292,328540.0
2020-05-24,45.6058,45.8186,44.9632,45.5292,328540.0
2020-05-25,45.6058,45.8186,44.9632,45.5292,328540.0
2020-05-26,46.8059,47.7763,46.8059,47.1719,438910.0
2020-05-27,48.4317,49.7255,48.2189,49.5467,527013.0
2020-05-28,50.449,50.449,48.7126,48.9083,450698.0
2020-05-29,48.2274,50.2106,47.9806,49.9893,536198.0
2020-05-30,48.2274,50.2106,47.9806,49.9893,536198.0
2020-05-31,48.2274,50.2106,47.9806,49.9893,536198.0
2020-06-01,49.419,51.0959,49.419,50.3894,682384.0
2020-06-02,50.8831,51.3001,50.4192,50.9767,471071.0
2020-06-03,51.6491,52.6961,51.6491,51.9981,395496.0
2020-06-04,51.547,51.6321,50.2191,51.5555,300728.0
2020-06-05,53.028,55.2411,52.8372,53.5217,530971.0
2020-06-06,53.028,55.2411,52.8372,53.5217,530971.0
2020-06-07,53.028,55.2411,52.8372,53.5217,530971.0
2020-06-08,53.8877,54.7857,53.6962,54.1856,387624.0
2020-06-09,53.4196,54.1601,52.4067,53.7856,373807.0
2020-06-10,53.5898,53.8792,52.7131,52.8748,394347.0
2020-06-11,51.0703,51.547,48.3976,48.7636,368448.0
2020-06-12,50.2958,50.5341,47.8444,49.1382,315651.0
2020-06-13,50.2958,50.5341,47.8444,49.1382,315651.0
2020-06-14,50.2958,50.5341,47.8444,49.1382,315651.0
2020-06-15,47.7252,50.1085,47.2996,49.717,297270.0
2020-06-16,51.3001,51.9215,49.019,49.3254,415784.0
2020-06-17,49.3254,49.7595,47.6827,48.0742,421542.0
2020-06-18,47.5635,48.0487,47.0187,47.9295,301519.0
2020-06-19,48.1508,48.6275,46.2782,46.3718,791351.0
2020-06-20,48.1508,48.6275,46.2782,46.3718,791351.0
2020-06-21,48.1508,48.6275,46.2782,46.3718,791351.0
2020-06-22,46.3463,47.2741,45.4317,46.5676,366761.0
2020-06-23,47.3166,47.3166,45.3675,46.1846,282585.0
2020-06-24,45.5462,46.0271,44.8908,45.8271,306350.0
2020-06-25,45.776,45.7845,44.3886,45.1121,262631.0
2020-06-26,44.8312,45.4356,43.9205,44.6695,558934.0
2020-06-27,44.8312,45.4356,43.9205,44.6695,558934.0
2020-06-28,44.8312,45.4356,43.9205,44.6695,558934.0
2020-06-29,45.2143,46.491,44.9623,46.457,282746.0
2020-06-30,46.4485,46.874,46.0229,46.4825,278831.0
2020-07-01,46.3974,47.5294,46.2697,47.1209,232744.0
2020-07-02,47.9635,48.0827,47.1634,47.6146,280664.0
2020-07-03,47.9635,48.0827,47.1634,47.6146,280664.0
2020-07-04,47.9635,48.0827,47.1634,47.6146,280664.0
2020-07-05,47.9635,48.0827,47.1634,47.6146,280664.0
2020-07-06,48.3806,49.185,46.7123,47.2571,271468.0
2020-07-07,46.9081,48.2019,46.7549,48.0487,650311.0
2020-07-08,47.6827,48.2104,47.0102,47.8954,420130.0
2020-07-09,47.589,48.1338,46.4825,47.904,617409.0
2020-07-10,48.0912,50.0064,48.0912,49.8787,390955.0
2020-07-11,48.0912,50.0064,48.0912,49.8787,390955.0
2020-07-12,48.0912,50.0064,48.0912,49.8787,390955.0
2020-07-13,50.0064,51.0448,49.5127,50.1851,434198.0
2020-07-14,50.1596,50.866,49.7063,50.3468,251998.0
2020-07-15,51.1384,52.1087,50.2617,50.2872,386043.0
2020-07-16,50.3809,51.2235,50.3,50.5426,267938.0
2020-07-17,50.832,51.5129,50.6362,51.1554,207107.0
2020-07-18,50.832,51.5129,50.6362,51.1554,207107.0
2020-07-19,50.832,51.5129,50.6362,51.1554,207107.0
2020-07-20,50.8916,51.0788,49.4531,49.4701,242547.0
2020-07-21,49.8446,50.7128,49.7467,50.1085,337946.0
2020-07-22,49.7084,51.4278,49.3339,51.1129,367281.0
2020-07-23,50.7554,51.1725,50.3384,50.7384,285916.0
2020-07-24,51.0192,51.5385,49.9212,50.117,215654.0
2020-07-25,51.0192,51.5385,49.9212,50.117,215654.0
2020-07-26,51.0192,51.5385,49.9212,50.117,215654.0
2020-07-27,49.8617,49.9085,48.67,48.9679,293712.0
2020-07-28,48.7636,50.7384,48.7636,50.1851,215558.0
2020-07-29,50.5085,51.0533,49.8446,50.9086,297753.0
2020-07-30,50.2447,50.7384,49.9042,50.6788,236675.0
2020-07-31,50.1596,50.7128,49.5552,50.4745,312017.0
2020-08-01,50.1596,50.7128,49.5552,50.4745,312017.0
2020-08-02,50.1596,50.7128,49.5552,50.4745,312017.0
2020-08-03,50.483,50.849,49.368,50.8065,387198.0
2020-08-04,50.7554,51.8364,50.5171,50.9852,405820.0
2020-08-05,51.4363,51.6619,48.7551,49.2233,486849.0
2020-08-06,49.1552,49.951,48.8233,49.5808,253036.0
2020-08-07,49.4361,51.5172,49.3935,51.4619,278826.0
2020-08-08,49.4361,51.5172,49.3935,51.4619,278826.0
2020-08-09,49.4361,51.5172,49.3935,51.4619,278826.0
2020-08-10,51.7172,52.1939,50.8192,50.9086,239796.0
2020-08-11,51.2916,51.7981,49.751,49.9297,311653.0
2020-08-12,50.4234,50.5681,49.8276,50.1,208940.0
2020-08-13,49.7107,49.7451,48.8591,49.3667,236757.0
2020-08-14,48.9538,49.2892,48.2699,48.9452,223135.0
2020-08-15,48.9538,49.2892,48.2699,48.9452,223135.0
2020-08-16,48.9538,49.2892,48.2699,48.9452,223135.0
2020-08-17,48.9366,49.143,48.257,48.3602,256844.0
2020-08-18,48.4032,48.5237,47.7495,47.8097,222713.0
2020-08-19,48.085,48.085,47.5086,47.5344,190248.0
2020-08-20,47.156,47.7839,46.9151,46.9925,191440.0
2020-08-21,46.7775,47.0097,46.1065,46.6915,233209.0
2020-08-22,46.7775,47.0097,46.1065,46.6915,233209.0
2020-08-23,46.7775,47.0097,46.1065,46.6915,233209.0
2020-08-24,47.0097,47.3452,46.313,47.3366,172741.0
2020-08-25,47.5172,47.5172,46.4506,47.0613,227363.0
2020-08-26,46.4506,47.0957,45.1947,45.6076,343789.0
2020-08-27,46.0033,46.7793,45.8485,46.27,240313.0
2020-08-28,46.7345,46.7371,45.5732,46.4936,285927.0
2020-08-29,46.7345,46.7371,45.5732,46.4936,285927.0
2020-08-30,46.7345,46.7371,45.5732,46.4936,285927.0
2020-08-31,46.1151,46.8107,46.1151,46.4162,305575.0
2020-09-01,46.1409,46.1409,45.5388,45.8227,314313.0
2020-09-02,45.8227,46.9237,45.8227,46.8377,267623.0
2020-09-03,47.1388,47.7065,46.2528,46.5624,234370.0
2020-09-04,47.0355,47.0355,45.5044,46.2614,229445.0
2020-09-05,47.0355,47.0355,45.5044,46.2614,229445.0
2020-09-06,47.0355,47.0355,45.5044,46.2614,229445.0
2020-09-07,47.0355,47.0355,45.5044,46.2614,229445.0
2020-09-08,46.2269,46.2269,45.0571,45.6764,295345.0
2020-09-09,45.9345,46.4162,44.756,44.8162,371353.0
2020-09-10,44.7302,44.7388,42.9324,43.3195,510618.0
2020-09-11,43.4829,43.827,43.027,43.655,346547.0
2020-09-12,43.4829,43.827,43.027,43.655,346547.0
2020-09-13,43.4829,43.827,43.027,43.655,346547.0
2020-09-14,43.7238,44.6571,43.7066,44.3689,340836.0
2020-09-15,44.584,45.2291,44.2055,44.3689,348771.0
2020-09-16,44.1883,45.3668,44.1883,45.2033,534471.0
2020-09-17,44.9625,45.8055,44.4807,45.7796,433273.0
2020-09-18,46.0635,46.1667,45.4098,45.9431,1220867.0
2020-09-19,46.0635,46.1667,45.4098,45.9431,1220867.0
2020-09-20,46.0635,46.1667,45.4098,45.9431,1220867.0
2020-09-21,45.6076,45.728,44.0765,44.5152,521790.0
2020-09-22,44.4119,45.3409,44.2399,44.9883,377342.0
2020-09-23,45.0141,45.513,43.7926,43.8098,373220.0
2020-09-24,43.87,44.1453,42.9926,43.8184,526654.0
2020-09-25,43.4485,44.3431,43.3625,44.3259,431064.0
2020-09-26,43.4485,44.3431,43.3625,44.3259,431064.0
2020-09-27,43.4485,44.3431,43.3625,44.3259,431064.0
2020-09-28,44.4807,45.2463,44.3689,44.7302,259611.0
2020-09-29,44.6614,44.9711,43.9474,44.2829,239504.0
2020-09-30,44.5582,45.0915,44.1281,44.5066,286951.0
2020-10-01,44.4463,44.9625,44.1969,44.8162,209248.0
2020-10-02,44.4463,45.8399,44.4463,45.6936,176490.0
2020-10-03,44.4463,45.8399,44.4463,45.6936,176490.0
2020-10-04,44.4463,45.8399,44.4463,45.6936,176490.0
2020-10-05,45.6936,46.3818,45.513,46.2958,239708.0
2020-10-06,46.5796,47.5,46.1753,46.3646,309956.0
2020-10-07,46.4334,46.8248,46.1696,46.5624,215570.0
2020-10-08,46.8463,47.371,46.4936,46.8893,196946.0
2020-10-09,47.1818,47.1818,46.1538,46.313,166627.0
2020-10-10,47.1818,47.1818,46.1538,46.313,166627.0
2020-10-11,47.1818,47.1818,46.1538,46.313,166627.0
2020-10-12,46.1237,47.3194,45.9775,47.199,165363.0
2020-10-13,46.7259,46.9581,45.642,45.9689,200699.0
2020-10-14,45.7624,46.3216,45.5818,45.6936,139262.0
2020-10-15,45.2119,46.7517,45.0227,46.571,183321.0
2020-10-16,46.4592,46.8807,46.0979,46.485,158692.0
2020-10-17,46.4592,46.8807,46.0979,46.485,158692.0
2020-10-18,46.4592,46.8807,46.0979,46.485,158692.0
2020-10-19,46.4678,46.5968,45.6764,45.8141,132431.0
2020-10-20,46.1151,46.3474,45.3323,45.6764,158574.0
2020-10-21,45.685,47.0011,45.4356,46.7087,225752.0
2020-10-22,46.6398,47.7839,46.5452,47.7581,225907.0
2020-10-23,48.0592,48.2026,47.5258,48.128,134882.0
2020-10-24,48.0592,48.2026,47.5258,48.128,134882.0
2020-10-25,48.0592,48.2026,47.5258,48.128,134882.0
2020-10-26,47.6291,48.2312,47.2248,48.0678,250607.0
2020-10-27,47.9473,47.9903,47.0398,47.1302,287552.0
2020-10-28,46.3302,46.8721,44.9453,45.0743,523638.0
2020-10-29,44.9108,44.9453,43.6511,44.498,355513.0
2020-10-30,44.5582,45.1689,44.042,44.3689,389066.0
2020-10-31,44.5582,45.1689,44.042,44.3689,389066.0
2020-11-01,44.5582,45.1689,44.042,44.3689,389066.0
2020-11-02,45.0657,45.9087,44.6098,45.8829,207793.0
2020-11-03,46.7087,47.7925,46.4335,47.457,337497.0
2020-11-04,46.8721,47.5689,45.7022,46.1065,218297.0
2020-11-05,46.4506,47.4054,46.2269,46.4764,135312.0
2020-11-06,46.5366,47.4484,46.0377,46.27,241564.0
2020-11-07,46.5366,47.4484,46.0377,46.27,241564.0
2020-11-08,46.5366,47.4484,46.0377,46.27,241564.0
2020-11-09,47.8785,52.5838,47.8785,49.7796,640673.0
2020-11-10,50.4935,50.5451,49.2634,49.986,404185.0
2020-11-11,50.1925,50.4075,49.3151,50.1494,281480.0
2020-11-12,49.6419,49.6849,47.1388,47.6205,403554.0
2020-11-13,48.3055,48.8013,47.8792,48.5056,453380.0
2020-11-14,48.3055,48.8013,47.8792,48.5056,453380.0
2020-11-15,48.3055,48.8013,47.8792,48.5056,453380.0
2020-11-16,49.4103,51.1501,48.7839,51.124,378763.0
2020-11-17,50.4454,50.7934,49.8191,50.2715,369096.0
2020-11-18,50.6716,50.6716,48.9579,49.0623,248356.0
2020-11-19,48.9666,49.1406,48.0967,48.9057,191977.0
2020-11-20,48.5491,49.3668,48.4099,48.8709,255876.0
2020-11-21,48.5491,49.3668,48.4099,48.8709,255876.0
2020-11-22,48.5491,49.3668,48.4099,48.8709,255876.0
2020-11-23,49.1928,50.1584,49.0623,50.0105,268120.0
2020-11-24,50.8543,52.829,50.8543,52.4549,369881.0
2020-11-25,52.2635,52.2635,50.8108,51.037,387036.0
2020-11-26,52.2635,52.2635,50.8108,51.037,387036.0
2020-11-27,51.0631,51.1066,49.5842,50.2715,105729.0
2020-11-28,51.0631,51.1066,49.5842,50.2715,105729.0
2020-11-29,51.0631,51.1066,49.5842,50.2715,105729.0
2020-11-30,49.8191,50.054,48.7839,48.9231,244855.0
2020-12-01,49.3668,50.3759,49.0667,49.793,316573.0
2020-12-02,49.6886,50.4715,49.245,50.3237,175827.0
2020-12-03,50.1671,50.6716,49.706,49.967,436449.0
2020-12-04,50.1845,51.0718,50.1845,50.9761,188476.0
2020-12-05,50.1845,51.0718,50.1845,50.9761,188476.0
2020-12-06,50.1845,51.0718,50.1845,50.9761,188476.0
2020-12-07,51.0022,51.7938,50.4107,51.1501,312296.0
2020-12-08,50.7673,51.4023,50.4541,51.2632,264098.0
2020-12-09,51.3501,51.8286,50.7847,51.7068,250876.0
2020-12-10,51.4284,51.933,50.9761,51.2197,230086.0
2020-12-11,50.8804,51.5241,50.7064,51.411,222356.0
2020-12-12,50.8804,51.5241,50.7064,51.411,222356.0
2020-12-13,50.8804,51.5241,50.7064,51.411,222356.0
2020-12-14,52.0635,52.6376,51.1153,51.1849,293866.0
2020-12-15,51.498,53.0638,51.211,52.9682,228099.0
2020-12-16,53.1769,53.2865,52.2374,52.6202,303600.0
2020-12-17,52.5419,53.8381,52.4114,53.3857,256994.0
2020-12-18,53.5771,53.7424,52.2983,52.4984,864212.0
2020-12-19,53.5771,53.7424,52.2983,52.4984,864212.0
2020-12-20,53.5771,53.7424,52.2983,52.4984,864212.0
2020-12-21,51.7068,51.9025,49.5842,50.3063,373152.0
2020-12-22,50.2541,51.7764,49.8713,51.6546,350098.0
2020-12-23,52.0809,52.5941,51.7677,51.9939,288406.0
2020-12-24,52.3505,52.7289,51.5502,52.6898,146474.0
2020-12-25,52.3505,52.7289,51.5502,52.6898,146474.0
2020-12-26,52.3505,52.7289,51.5502,52.6898,146474.0
2020-12-27,52.3505,52.7289,51.5502,52.6898,146474.0
2020-12-28,52.9769,53.8033,52.9073,53.5771,199142.0
2020-12-29,53.551,54.1773,53.1073,53.3857,223363.0
2020-12-30,53.1943,53.9772,53.1943,53.4118,164248.0
2020-12-31,53.1943,54.099,53.1291,53.8816,253521.0
2021-01-01,53.1943,54.099,53.1291,53.8816,253521.0
2021-01-02,53.1943,54.099,53.1291,53.8816,253521.0
2021-01-03,53.1943,54.099,53.1291,53.8816,253521.0
2021-01-04,53.9598,54.3165,52.9421,53.5249,410706.0
2021-01-05,53.7511,54.0903,52.5593,53.0117,313677.0
2021-01-06,53.8816,56.326,53.5423,55.8649,433120.0
2021-01-07,56.0389,56.1607,54.9689,55.9171,517206.0
2021-01-08,55.9171,56.0563,55.1964,56.0302,392757.0
2021-01-09,55.9171,56.0563,55.1964,56.0302,392757.0
2021-01-10,55.9171,56.0563,55.1964,56.0302,392757.0
2021-01-11,55.7605,56.439,55.7605,56.2825,311285.0
2021-01-12,56.2825,57.7352,55.978,57.6482,242520.0
2021-01-13,57.3698,58.3702,57.309,58.1615,401495.0
2021-01-14,58.4485,60.2927,57.9875,60.023,559379.0
2021-01-15,59.4315,60.8581,59.1183,60.6494,412337.0
2021-01-16,59.4315,60.8581,59.1183,60.6494,412337.0
2021-01-17,59.4315,60.8581,59.1183,60.6494,412337.0
2021-01-18,59.4315,60.8581,59.1183,60.6494,412337.0
2021-01-19,60.9973,61.0539,59.4618,59.8839,429704.0
2021-01-20,59.8839,60.2144,59.2271,60.023,414742.0
2021-01-21,59.1531,59.562,56.9697,56.9697,567517.0
2021-01-22,56.9697,57.77,56.2303,57.1611,383990.0
2021-01-23,56.9697,57.77,56.2303,57.1611,383990.0
2021-01-24,56.9697,57.77,56.2303,57.1611,383990.0
2021-01-25,56.5434,56.9566,55.0385,55.1429,597340.0
2021-01-26,55.5344,55.5344,53.4379,53.4814,456373.0
2021-01-27,52.6463,53.3248,51.2371,52.4897,613280.0
2021-01-28,53.1856,55.4039,52.8681,54.3165,375776.0
2021-01-29,54.1077,55.1168,53.7598,54.6645,375094.0
2021-01-30,54.1077,55.1168,53.7598,54.6645,375094.0
2021-01-31,54.1077,55.1168,53.7598,54.6645,375094.0
2021-02-01,55.0907,55.8736,54.3861,55.6474,264170.0
2021-02-02,55.7866,56.065,55.2212,55.6474,300816.0
2021-02-03,55.1951,55.1951,54.3252,55.0472,417202.0
2021-02-04,55.2821,55.6585,54.708,55.517,263918.0
2021-02-05,56.1172,57.6134,55.6561,57.4916,339240.0
2021-02-06,56.1172,57.6134,55.6561,57.4916,339240.0
2021-02-07,56.1172,57.6134,55.6561,57.4916,339240.0
2021-02-08,57.5003,58.5355,57.2394,58.0919,233198.0
2021-02-09,58.0658,58.1006,56.5695,57.0828,298948.0
2021-02-10,57.7439,58.4398,57.1089,58.2745,267499.0
2021-02-11,58.2397,58.5616,57.5786,58.3702,222323.0
2021-02-12,58.3088,58.4141,57.1233,57.2901,188371.0
2021-02-13,58.3088,58.4141,57.1233,57.2901,188371.0
2021-02-14,58.3088,58.4141,57.1233,57.2901,188371.0
2021-02-15,58.3088,58.4141,57.1233,57.2901,188371.0
2021-02-16,57.4657,57.7468,56.4603,57.2726,445680.0
2021-02-17,57.457,58.0321,55.5382,57.0618,464113.0
2021-02-18,56.5788,57.2243,55.8675,56.0432,269087.0
2021-02-19,56.0256,56.7281,55.5338,56.7105,335344.0
2021-02-20,56.0256,56.7281,55.5338,56.7105,335344.0
2021-02-21,56.0256,56.7281,55.5338,56.7105,335344.0
2021-02-22,56.7018,56.7281,55.9202,55.9378,395996.0
2021-02-23,56.0344,56.5261,55.2089,55.727,582442.0
2021-02-24,55.9817,55.9817,54.9982,55.5338,313086.0
2021-02-25,55.6919,56.693,54.6996,54.7874,279380.0
2021-02-26,55.0245,55.7885,54.5161,54.5591,353659.0
2021-02-27,55.0245,55.7885,54.5161,54.5591,353659.0
2021-02-28,55.0245,55.7885,54.5161,54.5591,353659.0
2021-03-01,55.5338,55.5338,54.5284,55.0596,683037.0
2021-03-02,55.0069,55.0069,53.5668,53.8127,513768.0
2021-03-03,53.918,55.1826,53.7029,54.9982,321019.0
2021-03-04,55.1738,56.895,54.9455,55.3494,478771.0
2021-03-05,55.7973,56.1573,55.0157,55.8675,586015.0
2021-03-06,55.7973,56.1573,55.0157,55.8675,586015.0
2021-03-07,55.7973,56.1573,55.0157,55.8675,586015.0
2021-03-08,55.8675,57.6304,55.648,57.3516,294271.0
2021-03-09,57.3516,57.9575,56.699,57.6502,382999.0
2021-03-10,57.615,59.4679,57.1145,59.064,384336.0
2021-03-11,58.9849,60.0826,58.4317,59.3801,337725.0
2021-03-12,59.784,61.5052,59.6567,61.4964,387996.0
2021-03-13,59.784,61.5052,59.6567,61.4964,387996.0
2021-03-14,59.784,61.5052,59.6567,61.4964,387996.0
