,BCO US Equity,BCO US Equity,BCO US Equity,BCO US Equity,BCO US Equity
2021-05-28,73.4364,73.4364,72.2414,72.6751,184747.0
2021-05-29,73.4364,73.4364,72.2414,72.6751,184747.0
2021-05-30,73.4364,73.4364,72.2414,72.6751,184747.0
2021-05-31,73.4364,73.4364,72.2414,72.6751,184747.0
2021-06-01,73.2051,74.0436,71.6728,72.5594,451759.0
2021-06-02,72.7714,72.7714,70.3525,70.7187,321413.0
2021-06-03,70.4296,71.7113,70.1193,71.374,263682.0
2021-06-04,71.721,71.721,70.073,70.6609,162741.0
2021-06-05,71.721,71.721,70.073,70.6609,162741.0
2021-06-06,71.721,71.721,70.073,70.6609,162741.0
2021-06-07,71.0656,71.0656,70.0634,70.5838,155969.0
2021-06-08,71.0945,73.4846,71.0945,73.3208,212137.0
2021-06-09,73.2437,73.2437,72.4688,72.7425,156206.0
2021-06-10,73.2437,73.8605,71.1957,71.9234,256479.0
2021-06-11,72.6269,73.793,72.6269,73.7255,168311.0
2021-06-12,72.6269,73.793,72.6269,73.7255,168311.0
2021-06-13,72.6269,73.793,72.6269,73.7255,168311.0
2021-06-14,74.1978,74.6218,73.2726,73.7159,371360.0
2021-06-15,73.6773,73.7834,72.5016,73.7255,127530.0
2021-06-16,73.5039,74.0243,72.7281,73.7834,186175.0
2021-06-17,73.8797,73.8797,71.7402,72.8196,209111.0
2021-06-18,71.7981,72.2992,70.7476,71.8944,467886.0
2021-06-19,71.7981,72.2992,70.7476,71.8944,467886.0
2021-06-20,71.7981,72.2992,70.7476,71.8944,467886.0
2021-06-21,72.6269,74.5543,72.1161,74.2652,191560.0
2021-06-22,73.9086,75.8265,73.0124,75.335,256068.0
2021-06-23,75.3542,75.6193,74.7664,74.8724,231773.0
2021-06-24,75.1711,75.8457,74.4869,75.3928,156855.0
2021-06-25,75.7012,77.1275,75.2579,76.8866,758896.0
2021-06-26,75.7012,77.1275,75.2579,76.8866,758896.0
2021-06-27,75.7012,77.1275,75.2579,76.8866,758896.0
2021-06-28,76.8866,76.8866,74.6122,75.4988,224986.0
2021-06-29,75.7783,75.865,73.8701,74.0725,433531.0
2021-06-30,73.8701,74.6411,73.581,74.0532,213187.0
2021-07-01,74.776,75.9132,73.8508,75.7879,266899.0
2021-07-02,76.0674,76.0674,75.2386,75.5277,219407.0
2021-07-03,76.0674,76.0674,75.2386,75.5277,219407.0
2021-07-04,76.0674,76.0674,75.2386,75.5277,219407.0
2021-07-05,76.0674,76.0674,75.2386,75.5277,219407.0
2021-07-06,75.0651,75.0651,72.3281,72.3667,191365.0
2021-07-07,71.6728,72.9931,71.374,72.3667,163748.0
2021-07-08,70.9982,72.2318,70.4199,72.0486,187370.0
2021-07-09,73.1762,74.9688,73.1716,74.7567,164946.0
2021-07-10,73.1762,74.9688,73.1716,74.7567,164946.0
2021-07-11,73.1762,74.9688,73.1716,74.7567,164946.0
2021-07-12,74.217,76.0578,74.0821,75.9036,177879.0
2021-07-13,75.5855,76.7709,75.5855,76.106,246282.0
2021-07-14,76.6264,77.3106,74.7856,75.5084,241531.0
2021-07-15,75.0458,75.9421,73.7352,74.7567,223029.0
2021-07-16,75.5084,75.6145,72.9835,73.2822,222697.0
2021-07-17,75.5084,75.6145,72.9835,73.2822,222697.0
2021-07-18,75.5084,75.6145,72.9835,73.2822,222697.0
2021-07-19,71.6246,71.9619,68.984,70.9307,366245.0
2021-07-20,71.0367,73.6484,71.0367,73.0027,282967.0
2021-07-21,73.8123,75.2386,73.6484,75.0073,269165.0
2021-07-22,74.323,75.1711,70.1597,71.0271,461610.0
2021-07-23,71.5103,72.438,70.0608,72.3413,461282.0
2021-07-24,71.5103,72.438,70.0608,72.3413,461282.0
2021-07-25,71.5103,72.438,70.0608,72.3413,461282.0
2021-07-26,72.8149,73.2497,71.3267,72.6313,166134.0
2021-07-27,71.6649,72.7086,71.0271,71.7229,226189.0
2021-07-28,72.0901,74.334,71.9355,73.5879,257681.0
2021-07-29,74.6026,75.7429,73.6363,74.8829,378351.0
2021-07-30,74.7959,75.8106,73.5783,74.3707,158895.0
2021-07-31,74.7959,75.8106,73.5783,74.3707,158895.0
2021-08-01,74.7959,75.8106,73.5783,74.3707,158895.0
2021-08-02,75.1438,77.0185,74.9505,75.395,368126.0
2021-08-03,75.4433,75.8492,73.443,74.8925,353811.0
2021-08-04,73.9842,75.54,73.6942,73.7232,231768.0
2021-08-05,74.8635,76.5257,74.2741,76.4484,259450.0
2021-08-06,77.3084,77.7239,76.3493,76.574,216520.0
2021-08-07,77.3084,77.7239,76.3493,76.574,216520.0
2021-08-08,77.3084,77.7239,76.3493,76.574,216520.0
2021-08-09,76.0135,76.0135,74.3997,74.448,137388.0
2021-08-10,74.2064,75.3854,73.7716,75.0955,135893.0
2021-08-11,75.0182,76.9025,74.6606,76.8542,182702.0
2021-08-12,76.7866,77.3567,76.0763,77.1828,208324.0
2021-08-13,77.4727,77.4727,75.2694,75.5593,111219.0
2021-08-14,77.4727,77.4727,75.2694,75.5593,111219.0
2021-08-15,77.4727,77.4727,75.2694,75.5593,111219.0
2021-08-16,75.1631,76.2551,74.0421,76.1778,168769.0
2021-08-17,75.4047,76.3421,74.9795,75.5496,189833.0
2021-08-18,75.3757,76.3131,73.8199,73.8392,205274.0
2021-08-19,72.9115,73.9552,72.5298,73.6073,147521.0
2021-08-20,73.501,74.3997,72.9888,74.1678,162390.0
2021-08-21,73.501,74.3997,72.9888,74.1678,162390.0
2021-08-22,73.501,74.3997,72.9888,74.1678,162390.0
2021-08-23,74.506,75.2887,74.0325,74.7282,146182.0
2021-08-24,75.1148,75.9023,74.6543,74.9022,114702.0
2021-08-25,74.8539,76.0044,74.8539,75.2211,114732.0
2021-08-26,74.9505,75.3757,73.6749,73.8005,161303.0
2021-08-27,73.8005,76.9267,73.7716,76.2068,176347.0
2021-08-28,73.8005,76.9267,73.7716,76.2068,176347.0
2021-08-29,73.8005,76.9267,73.7716,76.2068,176347.0
2021-08-30,76.7576,76.7576,74.7476,75.1341,147195.0
2021-08-31,75.0858,76.0565,74.9892,75.5303,134562.0
2021-09-01,75.5207,75.7671,74.6195,75.6656,106035.0
2021-09-02,76.1874,76.8446,75.6076,76.3904,207594.0
2021-09-03,76.8252,77.4437,76.1874,76.4194,212351.0
2021-09-04,76.8252,77.4437,76.1874,76.4194,212351.0
2021-09-05,76.8252,77.4437,76.1874,76.4194,212351.0
2021-09-06,76.8252,77.4437,76.1874,76.4194,212351.0
2021-09-07,76.2454,76.8349,74.2451,74.361,183120.0
2021-09-08,74.0615,75.0182,73.5783,73.6169,299347.0
2021-09-09,72.9791,74.1774,71.2494,71.259,281013.0
2021-09-10,71.5779,72.2834,69.6935,70.9595,397777.0
2021-09-11,71.5779,72.2834,69.6935,70.9595,397777.0
2021-09-12,71.5779,72.2834,69.6935,70.9595,397777.0
2021-09-13,71.7809,72.9115,70.9208,72.8535,185917.0
2021-09-14,73.0178,73.0178,69.4906,69.8965,227280.0
2021-09-15,69.9738,71.1721,69.4713,70.399,284091.0
2021-09-16,70.7759,70.9111,69.5293,70.2154,340845.0
2021-09-17,70.341,70.4666,68.5242,69.423,795016.0
2021-09-18,70.341,70.4666,68.5242,69.423,795016.0
2021-09-19,70.341,70.4666,68.5242,69.423,795016.0
2021-09-20,67.5965,68.2343,66.4273,66.9394,332281.0
2021-09-21,67.1617,67.4516,64.6395,64.7458,325540.0
2021-09-22,64.7458,65.1807,63.8181,64.5332,510805.0
2021-09-23,62.4845,64.7651,61.7018,63.6345,579799.0
2021-09-24,63.219,63.8471,62.4459,62.5328,412395.0
2021-09-25,63.219,63.8471,62.4459,62.5328,412395.0
2021-09-26,63.219,63.8471,62.4459,62.5328,412395.0
2021-09-27,62.4265,64.1756,62.4265,63.074,270100.0
2021-09-28,62.6005,63.1706,61.3974,61.8274,295688.0
2021-09-29,61.7404,62.1753,60.8321,61.6535,443404.0
2021-09-30,62.3009,62.3009,61.064,61.1703,395102.0
2021-10-01,61.3829,62.702,60.4069,62.098,351243.0
2021-10-02,61.3829,62.702,60.4069,62.098,351243.0
2021-10-03,61.3829,62.702,60.4069,62.098,351243.0
2021-10-04,61.4022,62.2913,60.5711,61.953,379135.0
2021-10-05,62.4555,62.5522,61.064,61.7114,252233.0
2021-10-06,61.122,61.3346,59.8947,61.2766,313495.0
2021-10-07,61.8854,63.103,61.8854,62.5618,410062.0
2021-10-08,62.7261,62.9194,61.4409,61.5278,253243.0
2021-10-09,62.7261,62.9194,61.4409,61.5278,253243.0
2021-10-10,62.7261,62.9194,61.4409,61.5278,253243.0
2021-10-11,61.3539,61.4699,59.8126,59.9044,286076.0
2021-10-12,59.9333,60.3972,59.6531,59.9527,261578.0
2021-10-13,59.9237,60.5132,59.4115,59.9623,271256.0
2021-10-14,59.914,60.8707,59.856,59.9527,299952.0
2021-10-15,60.4165,61.7694,59.8754,59.972,408748.0
2021-10-16,60.4165,61.7694,59.8754,59.972,408748.0
2021-10-17,60.4165,61.7694,59.8754,59.972,408748.0
2021-10-18,59.6918,60.1556,58.9863,59.9044,237426.0
2021-10-19,60.1653,60.2522,59.3439,59.4308,194761.0
2021-10-20,59.3729,59.9527,59.0056,59.2666,327401.0
2021-10-21,59.2376,60.0783,59.0443,60.0493,264146.0
2021-10-22,59.885,60.0392,56.5125,57.0053,386532.0
2021-10-23,59.885,60.0392,56.5125,57.0053,386532.0
2021-10-24,59.885,60.0392,56.5125,57.0053,386532.0
2021-10-25,57.015,58.4065,57.015,57.5851,434035.0
2021-10-26,58.049,58.1452,56.8024,57.0343,640071.0
2021-10-27,60.861,63.8471,60.059,63.5958,530222.0
2021-10-28,64.5429,66.6882,64.1515,66.2533,467440.0
2021-10-29,65.9537,67.0747,65.4609,66.5625,443177.0
2021-10-30,65.9537,67.0747,65.4609,66.5625,443177.0
2021-10-31,65.9537,67.0747,65.4609,66.5625,443177.0
2021-11-01,66.3113,67.152,65.9054,65.9248,948192.0
2021-11-02,65.9731,66.292,64.9197,65.7025,651437.0
2021-11-03,65.6155,67.4323,64.8134,66.9201,1409325.0
2021-11-04,67.6449,68.4759,67.5096,67.9251,935208.0
2021-11-05,68.7004,70.1734,67.7409,68.2837,948593.0
2021-11-06,68.7004,70.1734,67.7409,68.2837,948593.0
2021-11-07,68.7004,70.1734,67.7409,68.2837,948593.0
2021-11-08,68.8167,68.9136,65.5217,65.764,451399.0
2021-11-09,65.5508,65.7543,63.9517,63.9808,328896.0
2021-11-10,63.6707,64.853,63.2346,63.3509,268269.0
2021-11-11,63.0698,63.4478,62.5756,62.8276,266096.0
2021-11-12,62.9051,64.2037,62.6628,63.9323,343082.0
2021-11-13,62.9051,64.2037,62.6628,63.9323,343082.0
2021-11-14,62.9051,64.2037,62.6628,63.9323,343082.0
2021-11-15,64.601,65.3472,64.1068,64.9111,158536.0
2021-11-16,64.6495,66.4133,64.446,66.0353,265182.0
2021-11-17,65.3472,65.5992,64.7948,64.9887,231406.0
2021-11-18,64.8433,64.8433,63.5544,64.3491,262543.0
2021-11-19,63.535,64.8288,63.535,64.3975,281557.0
2021-11-20,63.535,64.8288,63.535,64.3975,281557.0
2021-11-21,63.535,64.8288,63.535,64.3975,281557.0
2021-11-22,64.8433,65.1825,63.2249,63.5447,250127.0
2021-11-23,63.3606,64.4557,62.8566,64.1165,265166.0
2021-11-24,63.6707,65.6283,63.3557,65.2116,331919.0
2021-11-25,63.6707,65.6283,63.3557,65.2116,331919.0
2021-11-26,62.7985,63.0117,59.7167,61.1025,306259.0
2021-11-27,62.7985,63.0117,59.7167,61.1025,306259.0
2021-11-28,62.7985,63.0117,59.7167,61.1025,306259.0
2021-11-29,62.3139,62.3139,59.5616,60.2594,372299.0
2021-11-30,59.4647,59.9929,58.0886,59.2709,320838.0
2021-12-01,60.9184,60.9572,57.856,58.3115,371351.0
2021-12-02,58.9026,60.618,58.9026,60.2497,253989.0
2021-12-03,60.5598,60.899,59.1449,60.0074,259370.0
2021-12-04,60.5598,60.899,59.1449,60.0074,259370.0
2021-12-05,60.5598,60.899,59.1449,60.0074,259370.0
2021-12-06,61.3933,62.5756,60.5598,61.6937,288070.0
2021-12-07,62.4593,62.8469,61.1898,61.3545,241894.0
2021-12-08,61.5096,62.5077,61.0056,62.0232,227011.0
2021-12-09,60.9281,62.9632,60.9281,62.3236,294214.0
2021-12-10,63.4187,63.4187,61.8778,62.0716,355129.0
2021-12-11,63.4187,63.4187,61.8778,62.0716,355129.0
2021-12-12,63.4187,63.4187,61.8778,62.0716,355129.0
2021-12-13,61.4223,62.7403,61.1122,62.3236,389114.0
2021-12-14,62.062,63.4247,61.965,62.7209,541308.0
2021-12-15,63.128,63.2346,58.9123,59.3581,645387.0
2021-12-16,59.8911,62.0813,59.8911,61.7712,440982.0
2021-12-17,61.5968,63.1861,61.1607,62.5368,807551.0
2021-12-18,61.5968,63.1861,61.1607,62.5368,807551.0
2021-12-19,61.5968,63.1861,61.1607,62.5368,807551.0
2021-12-20,61.4514,61.6743,59.1352,59.8621,566545.0
2021-12-21,60.5501,62.8072,60.2987,61.5968,305632.0
2021-12-22,61.6452,62.4884,60.6858,61.3933,349187.0
2021-12-23,61.6065,62.9971,61.6065,62.7306,215620.0
2021-12-24,61.6065,62.9971,61.6065,62.7306,215620.0
2021-12-25,61.6065,62.9971,61.6065,62.7306,215620.0
2021-12-26,61.6065,62.9971,61.6065,62.7306,215620.0
2021-12-27,62.595,63.9905,62.5077,63.8645,237453.0
2021-12-28,63.6125,64.3975,63.1667,63.9905,165232.0
2021-12-29,63.9517,64.4654,63.3703,64.1455,151933.0
2021-12-30,64.3006,64.8239,63.7288,63.8354,143865.0
2021-12-31,63.4672,64.6301,63.3703,63.5447,223508.0
2022-01-01,63.4672,64.6301,63.3703,63.5447,223508.0
2022-01-02,63.4672,64.6301,63.3703,63.5447,223508.0
2022-01-03,64.1455,65.2988,63.2249,63.3993,465768.0
2022-01-04,63.7385,64.9402,63.157,64.6204,324580.0
2022-01-05,65.0565,65.6767,64.2134,64.2521,228407.0
2022-01-06,64.1746,65.4151,64.1552,64.3684,193761.0
2022-01-07,64.0292,66.1807,64.0292,66.1128,479492.0
2022-01-08,64.0292,66.1807,64.0292,66.1128,479492.0
2022-01-09,64.0292,66.1807,64.0292,66.1128,479492.0
2022-01-10,66.0644,67.082,65.3666,67.0723,449773.0
2022-01-11,66.8687,68.9136,66.6265,68.836,356325.0
2022-01-12,69.3012,69.7276,68.4872,69.0493,562130.0
2022-01-13,69.4854,70.4835,69.088,69.6889,294926.0
2022-01-14,69.3594,71.1522,69.2205,70.5417,239275.0
2022-01-15,69.3594,71.1522,69.2205,70.5417,239275.0
2022-01-16,69.3594,71.1522,69.2205,70.5417,239275.0
2022-01-17,69.3594,71.1522,69.2205,70.5417,239275.0
2022-01-18,70.1056,70.5708,68.7488,69.4757,376044.0
2022-01-19,69.214,70.2219,68.8134,69.5241,323713.0
2022-01-20,69.6016,70.5029,68.6713,68.7488,430648.0
2022-01-21,68.7294,69.3109,66.9463,67.0238,483521.0
2022-01-22,68.7294,69.3109,66.9463,67.0238,483521.0
2022-01-23,68.7294,69.3109,66.9463,67.0238,483521.0
2022-01-24,65.638,67.3242,64.8239,66.9754,690464.0
2022-01-25,65.9869,68.2449,64.6107,67.7409,533902.0
2022-01-26,68.4775,68.7101,66.1032,66.4617,401248.0
2022-01-27,67.0529,67.8669,66.171,66.8494,470681.0
2022-01-28,66.5683,67.8185,65.9869,67.77,416312.0
2022-01-29,66.5683,67.8185,65.9869,67.77,416312.0
2022-01-30,66.5683,67.8185,65.9869,67.77,416312.0
2022-01-31,66.8784,67.9057,66.8397,67.6247,327896.0
2022-02-01,67.0335,67.9542,66.8495,67.5084,332898.0
2022-02-02,66.7718,67.8572,66.7718,67.4018,284654.0
2022-02-03,67.3824,68.555,67.208,68.1286,366248.0
2022-02-04,67.4872,68.2549,66.1654,67.5358,218223.0
2022-02-05,67.4872,68.2549,66.1654,67.5358,218223.0
2022-02-06,67.4872,68.2549,66.1654,67.5358,218223.0
2022-02-07,67.3705,68.0314,67.3705,67.6621,186432.0
2022-02-08,67.701,68.1578,67.5066,68.0314,480481.0
2022-02-09,68.1578,69.6933,68.1578,69.0324,221743.0
2022-02-10,68.323,69.4989,67.837,68.1092,328502.0
2022-02-11,68.1966,68.5951,67.2636,67.5552,222199.0
2022-02-12,68.1966,68.5951,67.2636,67.5552,222199.0
2022-02-13,68.1966,68.5951,67.2636,67.5552,222199.0
2022-02-14,67.526,68.7409,66.6222,66.9818,217038.0
2022-02-15,67.7301,68.2647,67.3997,67.8079,177489.0
2022-02-16,67.6718,68.5465,67.2831,68.2938,250732.0
2022-02-17,67.6913,68.012,66.9526,67.3025,221776.0
2022-02-18,67.3414,67.8759,66.214,67.2831,393414.0
2022-02-19,67.3414,67.8759,66.214,67.2831,393414.0
2022-02-20,67.3414,67.8759,66.214,67.2831,393414.0
2022-02-21,67.3414,67.8759,66.214,67.2831,393414.0
2022-02-22,66.6805,67.701,66.282,66.6416,284864.0
2022-02-23,68.8186,70.1015,67.7982,68.0508,336589.0
2022-02-24,66.5639,69.0519,66.5639,68.8186,447610.0
2022-02-25,68.9061,69.567,68.1189,68.5465,319101.0
2022-02-26,68.9061,69.567,68.1189,68.5465,319101.0
2022-02-27,68.9061,69.567,68.1189,68.5465,319101.0
2022-02-28,67.7787,68.7409,67.2733,68.0897,423788.0
2022-03-01,67.5941,68.6048,66.2432,66.4958,563338.0
2022-03-02,66.6999,68.8867,66.6999,67.837,365135.0
2022-03-03,68.3813,68.3813,66.3403,66.768,266863.0
2022-03-04,65.9322,66.1586,64.4743,65.8447,410343.0
2022-03-05,65.9322,66.1586,64.4743,65.8447,410343.0
2022-03-06,65.9322,66.1586,64.4743,65.8447,410343.0
2022-03-07,65.5628,65.7864,62.2925,62.55,528109.0
2022-03-08,63.0068,63.7163,60.6937,62.55,814543.0
2022-03-09,63.9592,64.2897,63.1817,63.8912,583120.0
2022-03-10,62.793,63.6191,61.5781,62.2099,395520.0
2022-03-11,62.4431,63.2303,61.1602,61.8114,353991.0
2022-03-12,62.4431,63.2303,61.1602,61.8114,353991.0
2022-03-13,62.4431,63.2303,61.1602,61.8114,353991.0
2022-03-14,62.414,63.1331,62.0544,62.7152,196724.0
2022-03-15,62.9679,63.6288,62.2973,62.861,348634.0
2022-03-16,63.3178,65.1644,63.2862,64.8825,270509.0
2022-03-17,64.348,64.8437,64.1828,64.6104,126642.0
2022-03-18,64.8048,64.8048,63.1429,64.4063,531726.0
2022-03-19,64.8048,64.8048,63.1429,64.4063,531726.0
2022-03-20,64.8048,64.8048,63.1429,64.4063,531726.0
2022-03-21,64.3869,65.0283,63.969,64.5715,178998.0
2022-03-22,65.0283,65.6989,63.2886,63.8426,259825.0
2022-03-23,63.1331,64.3723,62.8805,63.8426,202674.0
2022-03-24,63.6774,64.1147,63.3956,63.8621,172500.0
2022-03-25,63.9107,65.1838,63.5608,65.1741,307697.0
2022-03-26,63.9107,65.1838,63.5608,65.1741,307697.0
2022-03-27,63.9107,65.1838,63.5608,65.1741,307697.0
2022-03-28,65.2518,66.3792,64.8728,65.8933,222823.0
2022-03-29,66.7583,67.3462,65.8933,66.4861,567024.0
2022-03-30,66.3112,66.7865,65.626,65.8641,230891.0
2022-03-31,65.4462,66.8749,65.4462,66.0877,219694.0
2022-04-01,66.4861,67.0498,65.6309,66.3306,273660.0
2022-04-02,66.4861,67.0498,65.6309,66.3306,273660.0
2022-04-03,66.4861,67.0498,65.6309,66.3306,273660.0
2022-04-04,66.1946,66.6222,65.4851,66.0293,257484.0
2022-04-05,65.8252,66.5542,64.9506,65.0089,324504.0
2022-04-06,64.5812,64.6979,63.9107,64.0273,324869.0
2022-04-07,63.7649,63.7649,62.2001,62.55,462310.0
2022-04-08,62.171,62.4431,60.7229,61.3741,494938.0
2022-04-09,62.171,62.4431,60.7229,61.3741,494938.0
2022-04-10,62.171,62.4431,60.7229,61.3741,494938.0
2022-04-11,61.4324,62.4917,61.4129,61.4518,343233.0
2022-04-12,61.5296,62.1516,60.8201,61.1602,256661.0
2022-04-13,61.238,64.037,61.238,63.7649,315777.0
2022-04-14,64.1633,64.7076,63.6725,63.9787,276718.0
2022-04-15,64.1633,64.7076,63.6725,63.9787,276718.0
2022-04-16,64.1633,64.7076,63.6725,63.9787,276718.0
2022-04-17,64.1633,64.7076,63.6725,63.9787,276718.0
2022-04-18,63.5899,64.1147,63.1817,63.347,309014.0
2022-04-19,63.5802,64.5812,63.5219,64.3966,413977.0
2022-04-20,64.9117,66.0293,64.4257,64.6687,230523.0
2022-04-21,65.3587,65.5531,63.2303,63.483,232578.0
2022-04-22,63.3275,64.0176,61.5296,61.7239,220351.0
2022-04-23,63.3275,64.0176,61.5296,61.7239,220351.0
2022-04-24,63.3275,64.0176,61.5296,61.7239,220351.0
2022-04-25,61.238,61.5733,59.615,60.8784,268923.0
2022-04-26,60.0523,60.684,58.4293,58.4681,258236.0
2022-04-27,58.2738,58.993,57.4671,57.5837,248166.0
2022-04-28,58.2252,58.7208,57.0686,58.4293,178629.0
2022-04-29,57.8559,58.4098,57.1561,57.2922,399225.0
2022-04-30,57.8559,58.4098,57.1561,57.2922,399225.0
2022-05-01,57.8559,58.4098,57.1561,57.2922,399225.0
2022-05-02,57.0589,57.8364,55.5136,56.6216,273897.0
2022-05-03,56.4855,57.4574,55.9218,57.3894,236579.0
2022-05-04,57.4574,58.575,56.0725,58.2446,331312.0
2022-05-05,57.3991,57.6226,54.2356,54.9013,365290.0
2022-05-06,54.5515,54.7556,52.9041,53.9003,357105.0
2022-05-07,54.5515,54.7556,52.9041,53.9003,357105.0
2022-05-08,54.5515,54.7556,52.9041,53.9003,357105.0
2022-05-09,53.3269,54.5126,52.3842,54.3279,535710.0
2022-05-10,57.0395,58.2327,55.3387,55.5719,483088.0
2022-05-11,55.1346,55.5088,53.9295,54.4446,579085.0
2022-05-12,54.5126,54.7556,52.2141,53.842,358600.0
2022-05-13,54.4077,55.4124,54.2126,54.9149,298104.0
2022-05-14,54.4077,55.4124,54.2126,54.9149,298104.0
2022-05-15,54.4077,55.4124,54.2126,54.9149,298104.0
2022-05-16,53.9883,55.4124,53.9883,54.6223,302624.0
2022-05-17,55.5685,56.856,55.1588,56.817,198095.0
2022-05-18,56.4073,56.8462,55.2514,55.6562,255262.0
2022-05-19,55.4124,56.378,55.3636,55.6953,195850.0
2022-05-20,55.9489,56.4658,54.2956,55.3148,204202.0
2022-05-21,55.9489,56.4658,54.2956,55.3148,204202.0
2022-05-22,55.9489,56.4658,54.2956,55.3148,204202.0
2022-05-23,56.1634,56.4073,54.993,56.0269,249912.0
2022-05-24,55.588,56.5146,54.8954,56.5048,252018.0
2022-05-25,56.1634,57.7338,56.0074,57.607,213146.0
2022-05-26,58.0947,59.0116,58.0069,58.8555,181777.0
2022-05-27,59.314,60.026,59.314,59.9577,148249.0
2022-05-28,59.314,60.026,59.314,59.9577,148249.0
2022-05-29,59.314,60.026,59.314,59.9577,148249.0
2022-05-30,59.314,60.026,59.314,59.9577,148249.0
2022-05-31,59.5676,60.026,58.4459,59.3335,196477.0
2022-06-01,59.2262,59.2262,56.8657,57.5192,388663.0
2022-06-02,57.9582,59.3432,57.7046,59.3042,178997.0
2022-06-03,58.8263,59.987,58.5532,59.87,307902.0
2022-06-04,58.8263,59.987,58.5532,59.87,307902.0
2022-06-05,58.8263,59.987,58.5532,59.87,307902.0
2022-06-06,60.2991,62.0939,59.4896,62.0158,326487.0
2022-06-07,61.5476,61.5476,60.2894,61.4501,233930.0
2022-06-08,60.9624,61.85,60.3479,60.3772,287807.0
2022-06-09,59.8017,60.3479,58.8848,59.0701,180703.0
2022-06-10,58.1045,58.5532,57.2266,57.2461,194659.0
2022-06-11,58.1045,58.5532,57.2266,57.2461,194659.0
2022-06-12,58.1045,58.5532,57.2266,57.2461,194659.0
2022-06-13,56.0074,56.8755,55.2661,55.9196,273916.0
2022-06-14,55.7635,56.5438,54.6711,54.9832,290174.0
2022-06-15,56.4463,57.2461,55.7245,56.7194,297904.0
2022-06-16,55.6855,55.6855,53.0519,53.4323,369971.0
2022-06-17,53.9005,55.0222,52.8081,54.1346,770268.0
2022-06-18,53.9005,55.0222,52.8081,54.1346,770268.0
2022-06-19,53.9005,55.0222,52.8081,54.1346,770268.0
2022-06-20,53.9005,55.0222,52.8081,54.1346,770268.0
2022-06-21,55.4026,56.1732,54.1834,55.783,288228.0
2022-06-22,55.2271,56.2707,54.814,55.9293,292055.0
2022-06-23,56.2902,56.3651,55.0515,55.9684,217204.0
2022-06-24,56.5048,58.2606,56.5048,57.5583,851820.0
2022-06-25,56.5048,58.2606,56.5048,57.5583,851820.0
2022-06-26,56.5048,58.2606,56.5048,57.5583,851820.0
2022-06-27,58.0947,58.202,56.895,57.0706,281131.0
2022-06-28,57.5095,58.1484,57.1145,57.8314,239767.0
2022-06-29,58.1337,58.1337,56.934,57.8899,262951.0
2022-06-30,57.012,59.2262,57.012,59.2164,226668.0
2022-07-01,58.6995,59.6944,57.8119,58.758,350792.0
2022-07-02,58.6995,59.6944,57.8119,58.758,350792.0
2022-07-03,58.6995,59.6944,57.8119,58.758,350792.0
2022-07-04,58.6995,59.6944,57.8119,58.758,350792.0
2022-07-05,57.5095,58.4556,56.7194,58.2996,231454.0
2022-07-06,58.2996,58.7092,57.5973,58.2313,239581.0
2022-07-07,58.8458,59.7819,58.8458,59.0019,196091.0
2022-07-08,58.7775,59.5578,57.8606,57.9972,209291.0
2022-07-09,58.7775,59.5578,57.8606,57.9972,209291.0
2022-07-10,58.7775,59.5578,57.8606,57.9972,209291.0
2022-07-11,57.6851,57.9387,56.9828,57.0901,178854.0
2022-07-12,56.9828,57.7533,55.6465,55.8221,243535.0
2022-07-13,55.1003,55.3148,53.881,54.4077,214068.0
2022-07-14,53.6177,53.7445,52.7593,53.4031,204892.0
2022-07-15,54.1151,54.9637,53.1592,54.9637,238026.0
2022-07-16,54.1151,54.9637,53.1592,54.9637,238026.0
2022-07-17,54.1151,54.9637,53.1592,54.9637,238026.0
2022-07-18,55.4904,55.9489,53.7249,53.8127,255142.0
2022-07-19,54.3004,55.5392,53.9493,55.1003,402080.0
2022-07-20,55.11,55.3051,54.1444,54.4175,277971.0
2022-07-21,54.0468,54.1395,53.5494,54.0468,337507.0
2022-07-22,54.2517,54.2609,52.6618,53.4226,290896.0
2022-07-23,54.2517,54.2609,52.6618,53.4226,290896.0
2022-07-24,54.2517,54.2609,52.6618,53.4226,290896.0
2022-07-25,53.6079,54.6321,53.1592,54.1444,326130.0
2022-07-26,53.8908,54.9637,53.8908,54.6516,270694.0
2022-07-27,54.8369,55.5977,54.7979,55.5099,177920.0
2022-07-28,55.8221,56.8365,55.744,56.0757,180306.0
2022-07-29,56.183,56.3683,55.2076,55.5392,384348.0
2022-07-30,56.183,56.3683,55.2076,55.5392,384348.0
2022-07-31,56.183,56.3683,55.2076,55.5392,384348.0
2022-08-01,55.071,55.3197,54.4663,54.7003,290712.0
2022-08-02,54.5833,54.5931,53.4518,53.8322,234601.0
2022-08-03,53.9786,56.0854,53.9786,54.8467,326947.0
2022-08-04,55.0417,56.7731,54.6857,56.2025,245561.0
2022-08-05,55.3411,55.9304,55.0964,55.625,213693.0
2022-08-06,55.3411,55.9304,55.0964,55.625,213693.0
2022-08-07,55.3411,55.9304,55.0964,55.625,213693.0
2022-08-08,56.0752,56.3344,54.7734,55.4782,207033.0
2022-08-09,55.6837,55.6837,54.7147,55.0964,185507.0
2022-08-10,55.9675,56.085,54.7832,55.253,542843.0
2022-08-11,56.0459,56.9072,55.6245,56.1046,432762.0
2022-08-12,56.3003,57.8468,55.8697,57.749,457066.0
