,BCO US Equity,BCO US Equity,BCO US Equity,BCO US Equity,BCO US Equity
2019-04-22,75.3491,75.9707,74.7463,75.3491,353451.0
2019-04-23,75.7352,76.6959,75.2361,76.3569,697584.0
2019-04-24,76.9973,81.3205,76.9973,80.5858,1020194.0
2019-04-25,79.1165,79.5215,73.8138,73.8704,1319004.0
2019-04-26,73.2864,75.3491,73.277,74.897,582946.0
2019-04-27,73.2864,75.3491,73.277,74.897,582946.0
2019-04-28,73.2864,75.3491,73.277,74.897,582946.0
2019-04-29,75.1513,75.5563,74.4826,75.3397,334714.0
2019-04-30,75.3114,75.707,74.7086,75.2832,258485.0
2019-05-01,75.6222,75.7541,73.9127,74.2377,271357.0
2019-05-02,74.1058,74.9017,73.1404,74.6804,226920.0
2019-05-03,75.1136,76.4511,74.7369,76.4322,296136.0
2019-05-04,75.1136,76.4511,74.7369,76.4322,296136.0
2019-05-05,75.1136,76.4511,74.7369,76.4322,296136.0
2019-05-06,75.0383,75.674,74.531,75.4056,235444.0
2019-05-07,74.6333,75.2408,72.6081,73.1357,237622.0
2019-05-08,73.1357,73.3194,71.9772,72.7307,239588.0
2019-05-09,72.1091,73.4088,71.3556,73.3335,178699.0
2019-05-10,73.1357,74.2283,72.6365,73.9928,234503.0
2019-05-11,73.1357,74.2283,72.6365,73.9928,234503.0
2019-05-12,73.1357,74.2283,72.6365,73.9928,234503.0
2019-05-13,72.467,73.0321,71.1766,71.8077,219470.0
2019-05-14,71.9113,73.9269,71.9066,73.7385,264698.0
2019-05-15,73.0698,73.8138,72.4387,73.5313,197635.0
2019-05-16,73.7483,74.4938,73.4369,73.6445,189572.0
2019-05-17,72.899,74.0031,72.682,73.116,190372.0
2019-05-18,72.899,74.0031,72.682,73.116,190372.0
2019-05-19,72.899,74.0031,72.682,73.116,190372.0
2019-05-20,72.4366,73.8474,72.0497,73.5973,156293.0
2019-05-21,74.0503,75.1921,73.8238,75.1261,273518.0
2019-05-22,74.9562,75.2865,74.541,74.909,213418.0
2019-05-23,73.9937,74.0975,73.2482,73.72,174498.0
2019-05-24,74.1069,74.7958,74.1069,74.6259,329352.0
2019-05-25,74.1069,74.7958,74.1069,74.6259,329352.0
2019-05-26,74.1069,74.7958,74.1069,74.6259,329352.0
2019-05-27,74.1069,74.7958,74.1069,74.6259,329352.0
2019-05-28,74.6259,74.9656,73.9937,74.0597,240109.0
2019-05-29,73.4935,73.7294,72.1629,73.0972,374477.0
2019-05-30,73.3708,73.9937,73.1915,73.6634,195209.0
2019-05-31,72.5593,73.0972,72.0969,72.6631,286151.0
2019-06-01,72.5593,73.0972,72.0969,72.6631,286151.0
2019-06-02,72.5593,73.0972,72.0969,72.6631,286151.0
2019-06-03,73.0972,75.0034,73.05,74.4466,379391.0
2019-06-04,75.0128,75.1638,74.6071,75.0034,226507.0
2019-06-05,75.0223,75.1355,74.4561,75.1261,201889.0
2019-06-06,75.4847,75.7112,74.1824,75.3431,317159.0
2019-06-07,75.7017,76.8436,74.8807,76.1358,253344.0
2019-06-08,75.7017,76.8436,74.8807,76.1358,253344.0
2019-06-09,75.7017,76.8436,74.8807,76.1358,253344.0
2019-06-10,76.3434,77.4286,75.914,77.0134,264066.0
2019-06-11,77.7117,78.042,76.4802,76.7303,265567.0
2019-06-12,76.4567,78.0232,75.6262,77.5041,238925.0
2019-06-13,77.891,78.7592,77.0276,78.4856,331342.0
2019-06-14,78.3723,78.5611,77.5608,77.9571,261924.0
2019-06-15,78.3723,78.5611,77.5608,77.9571,261924.0
2019-06-16,78.3723,78.5611,77.5608,77.9571,261924.0
2019-06-17,77.8816,78.2213,77.3626,77.5796,337834.0
2019-06-18,77.8344,79.1178,77.825,78.2968,242649.0
2019-06-19,78.5894,78.5894,77.5041,77.9571,323590.0
2019-06-20,78.8064,78.8064,77.3815,77.4475,316889.0
2019-06-21,76.5982,77.8816,76.2066,76.4661,492709.0
2019-06-22,76.5982,77.8816,76.2066,76.4661,492709.0
2019-06-23,76.5982,77.8816,76.2066,76.4661,492709.0
2019-06-24,76.4567,76.7681,75.2676,75.2959,362258.0
2019-06-25,75.4469,76.6643,74.8618,74.9656,359545.0
2019-06-26,75.5696,75.7772,74.5221,75.0978,235586.0
2019-06-27,75.2865,76.1452,74.8147,76.1358,283413.0
2019-06-28,76.1547,77.221,76.1547,76.6076,471942.0
2019-06-29,76.1547,77.221,76.1547,76.6076,471942.0
2019-06-30,76.1547,77.221,76.1547,76.6076,471942.0
2019-07-01,77.6457,78.5139,76.0037,76.8719,215712.0
2019-07-02,76.8907,77.2777,76.4095,77.2588,207196.0
2019-07-03,77.5702,80.0332,77.5702,79.9766,197884.0
2019-07-04,77.5702,80.0332,77.5702,79.9766,197884.0
2019-07-05,79.3915,79.9388,78.8442,79.8916,282506.0
2019-07-06,79.3915,79.9388,78.8442,79.8916,282506.0
2019-07-07,79.3915,79.9388,78.8442,79.8916,282506.0
2019-07-08,79.7123,80.6183,79.3726,80.3635,452555.0
2019-07-09,80.1653,81.3166,79.8256,80.4484,262485.0
2019-07-10,80.8353,81.1184,80.4673,80.7787,292930.0
2019-07-11,82.0998,82.6533,81.26,82.0338,377921.0
2019-07-12,82.0338,83.0058,81.5053,82.6377,237273.0
2019-07-13,82.0338,83.0058,81.5053,82.6377,237273.0
2019-07-14,82.0338,83.0058,81.5053,82.6377,237273.0
2019-07-15,82.902,82.902,81.8828,82.6189,266339.0
2019-07-16,82.5811,83.572,82.4679,82.5622,310113.0
2019-07-17,82.5151,83.2983,82.3122,82.6377,329540.0
2019-07-18,82.4773,83.1284,81.8262,83.0718,268414.0
2019-07-19,83.1379,83.5814,82.6944,82.7793,227232.0
2019-07-20,83.1379,83.5814,82.6944,82.7793,227232.0
2019-07-21,83.1379,83.5814,82.6944,82.7793,227232.0
2019-07-22,82.8925,82.9869,82.0904,82.1093,322326.0
2019-07-23,82.4207,83.572,82.232,83.3738,373193.0
2019-07-24,83.2606,88.045,83.0435,87.7242,741800.0
2019-07-25,87.8185,88.5263,86.2331,87.2618,653811.0
2019-07-26,87.4508,87.9895,86.0665,87.7154,347463.0
2019-07-27,87.4508,87.9895,86.0665,87.7154,347463.0
2019-07-28,87.4508,87.9895,86.0665,87.7154,347463.0
2019-07-29,87.5075,87.9612,86.7702,87.3279,351476.0
2019-07-30,86.7891,87.4224,86.0235,87.2145,476098.0
2019-07-31,87.2901,87.7438,84.8893,85.2201,348220.0
2019-08-01,85.135,87.0349,83.9724,84.5017,352906.0
2019-08-02,84.3221,84.3221,82.9043,83.963,205364.0
2019-08-03,84.3221,84.3221,82.9043,83.963,205364.0
2019-08-04,84.3221,84.3221,82.9043,83.963,205364.0
2019-08-05,82.3277,82.4979,79.615,80.702,313567.0
2019-08-06,81.0234,83.1406,80.8249,83.0272,249281.0
2019-08-07,82.0064,83.7078,81.7653,83.2351,227253.0
2019-08-08,84.0008,86.3118,84.0008,86.1558,289354.0
2019-08-09,85.4847,85.9054,84.8515,85.0972,190148.0
2019-08-10,85.4847,85.9054,84.8515,85.0972,190148.0
2019-08-11,85.4847,85.9054,84.8515,85.0972,190148.0
2019-08-12,83.5754,83.651,78.821,79.0101,480986.0
2019-08-13,78.6887,81.0139,76.8739,77.6017,563777.0
2019-08-14,76.458,76.9306,74.7188,75.2859,799604.0
2019-08-15,75.6262,76.1035,74.6054,75.4088,412901.0
2019-08-16,75.8436,76.3351,75.5128,76.0516,445008.0
2019-08-17,75.8436,76.3351,75.5128,76.0516,445008.0
2019-08-18,75.8436,76.3351,75.5128,76.0516,445008.0
2019-08-19,77.1953,77.6395,76.1366,76.1555,284900.0
2019-08-20,75.7018,75.8814,74.0477,74.2273,333224.0
2019-08-21,75.1252,75.1252,73.2633,73.5184,311275.0
2019-08-22,73.6413,73.8965,71.1176,71.1932,762239.0
2019-08-23,70.5504,71.3208,67.6297,68.1591,778607.0
2019-08-24,70.5504,71.3208,67.6297,68.1591,778607.0
2019-08-25,70.5504,71.3208,67.6297,68.1591,778607.0
2019-08-26,68.9341,71.1932,68.8207,70.4087,707891.0
2019-08-27,71.1081,71.1554,69.0145,69.7943,516729.0
2019-08-28,69.747,70.3425,69.3628,70.3425,365766.0
2019-08-29,71.1554,71.8265,70.4181,71.1554,367277.0
2019-08-30,71.7698,71.7698,70.5693,71.127,321782.0
2019-08-31,71.7698,71.7698,70.5693,71.127,321782.0
2019-09-01,71.7698,71.7698,70.5693,71.127,321782.0
2019-09-02,71.7698,71.7698,70.5693,71.127,321782.0
2019-09-03,70.8056,70.9711,69.1988,69.3689,552202.0
2019-09-04,69.3595,69.7376,67.6014,69.246,454903.0
2019-09-05,69.9833,71.7414,69.851,70.8056,377642.0
2019-09-06,70.8718,72.7244,70.8245,72.5354,573204.0
2019-09-07,70.8718,72.7244,70.8245,72.5354,573204.0
2019-09-08,70.8718,72.7244,70.8245,72.5354,573204.0
2019-09-09,72.9702,73.2915,71.9541,72.715,363171.0
2019-09-10,72.6393,75.4934,72.1667,75.3426,583927.0
2019-09-11,75.9003,77.8475,74.9401,77.8096,514867.0
2019-09-12,77.8475,79.4543,77.6017,78.8305,593348.0
2019-09-13,79.4449,80.4373,78.7123,79.5488,355209.0
2019-09-14,79.4449,80.4373,78.7123,79.5488,355209.0
2019-09-15,79.4449,80.4373,78.7123,79.5488,355209.0
2019-09-16,78.925,80.201,78.8872,79.4921,314200.0
2019-09-17,78.9344,80.3995,78.6792,80.0876,280715.0
2019-09-18,79.9364,80.5697,79.3314,79.5205,330212.0
2019-09-19,79.7001,81.2218,79.7001,79.8891,295209.0
2019-09-20,80.0403,80.1065,78.5651,78.5942,525394.0
2019-09-21,80.0403,80.1065,78.5651,78.5942,525394.0
2019-09-22,80.0403,80.1065,78.5651,78.5942,525394.0
2019-09-23,78.0743,78.9344,77.7151,78.2728,250103.0
2019-09-24,78.3673,79.407,78.0176,78.3201,385435.0
2019-09-25,78.3484,79.4449,77.8002,79.2369,227043.0
2019-09-26,79.0762,79.719,78.4713,79.322,196480.0
2019-09-27,79.5394,80.0876,77.9231,77.9798,255188.0
2019-09-28,79.5394,80.0876,77.9231,77.9798,255188.0
2019-09-29,79.5394,80.0876,77.9231,77.9798,255188.0
2019-09-30,78.2539,78.6698,77.3465,78.4051,212782.0
2019-10-01,78.8116,79.029,75.2954,75.6168,226511.0
2019-10-02,74.8228,75.7491,74.0666,75.4655,312247.0
2019-10-03,75.0024,75.9948,73.4333,75.9192,241291.0
2019-10-04,75.8436,76.8833,75.3994,76.7227,377430.0
2019-10-05,75.8436,76.8833,75.3994,76.7227,377430.0
2019-10-06,75.8436,76.8833,75.3994,76.7227,377430.0
2019-10-07,76.5809,77.441,76.0326,76.5809,331821.0
2019-10-08,75.2954,76.0894,74.9741,75.3521,496973.0
2019-10-09,75.9854,76.3351,75.5033,75.9948,175355.0
2019-10-10,76.0232,77.942,75.9192,77.7246,676199.0
2019-10-11,79.2086,80.9005,79.2086,79.5299,337735.0
2019-10-12,79.2086,80.9005,79.2086,79.5299,337735.0
2019-10-13,79.2086,80.9005,79.2086,79.5299,337735.0
2019-10-14,78.8588,79.4827,78.4429,78.9817,183871.0
2019-10-15,79.3125,80.6358,78.8683,80.5791,268693.0
2019-10-16,80.201,81.1462,80.0876,80.891,275388.0
2019-10-17,81.2408,81.4487,80.6594,81.1557,193230.0
2019-10-18,80.702,81.8835,80.702,81.2975,164428.0
2019-10-19,80.702,81.8835,80.702,81.2975,164428.0
2019-10-20,80.702,81.8835,80.702,81.2975,164428.0
2019-10-21,81.9686,82.3183,81.2975,81.5905,293632.0
2019-10-22,81.5243,82.2427,80.8438,81.9119,268398.0
2019-10-23,83.3486,83.462,78.4713,79.1896,586364.0
2019-10-24,80.0025,81.4298,79.6528,81.2502,362531.0
2019-10-25,81.3069,82.3466,80.7729,82.2427,232137.0
2019-10-26,81.3069,82.3466,80.7729,82.2427,232137.0
2019-10-27,81.3069,82.3466,80.7729,82.2427,232137.0
2019-10-28,82.7247,84.2182,82.7247,83.9913,280288.0
2019-10-29,83.6038,84.1567,82.5735,83.1501,430724.0
2019-10-30,82.8571,82.9695,81.7228,82.4601,319763.0
2019-10-31,81.8079,82.668,79.8986,80.305,327508.0
2019-11-01,80.7871,82.2427,80.478,82.1103,237931.0
2019-11-02,80.7871,82.2427,80.478,82.1103,237931.0
2019-11-03,80.7871,82.2427,80.478,82.1103,237931.0
2019-11-04,82.5924,83.6699,81.7323,83.5282,223261.0
2019-11-05,84.0008,84.6104,83.254,83.8684,249294.0
2019-11-06,83.8873,84.7286,82.8287,84.7002,212837.0
2019-11-07,85.2115,85.9121,84.8991,85.5807,410627.0
2019-11-08,85.4766,85.9973,84.9843,85.5239,269670.0
2019-11-09,85.4766,85.9973,84.9843,85.5239,269670.0
2019-11-10,85.4766,85.9973,84.9843,85.5239,269670.0
2019-11-11,84.7854,85.0505,83.3842,84.1984,206108.0
2019-11-12,83.9428,84.8186,82.4753,83.7629,182971.0
2019-11-13,82.9108,83.6209,82.2386,83.0528,163169.0
2019-11-14,82.712,84.0943,82.3806,83.5262,171284.0
2019-11-15,84.1984,85.3914,83.8292,84.5203,198710.0
2019-11-16,84.1984,85.3914,83.8292,84.5203,198710.0
2019-11-17,84.1984,85.3914,83.8292,84.5203,198710.0
2019-11-18,84.028,84.9369,83.3368,84.7381,168885.0
2019-11-19,85.3062,85.666,84.1227,85.2399,157920.0
2019-11-20,85.5713,86.305,84.6624,84.8328,309319.0
2019-11-21,85.2399,85.3819,84.1984,85.1358,129511.0
2019-11-22,85.4861,85.9121,85.0695,85.5334,195105.0
2019-11-23,85.4861,85.9121,85.0695,85.5334,195105.0
2019-11-24,85.4861,85.9121,85.0695,85.5334,195105.0
2019-11-25,86.1962,88.1276,86.111,87.5595,300633.0
2019-11-26,87.266,89.207,87.266,88.6768,177992.0
2019-11-27,89.0649,89.5762,88.6626,89.2827,105583.0
2019-11-28,89.0649,89.5762,88.6626,89.2827,105583.0
2019-11-29,89.0176,89.2259,87.9667,88.0519,90050.0
2019-11-30,89.0176,89.2259,87.9667,88.0519,90050.0
2019-12-01,89.0176,89.2259,87.9667,88.0519,90050.0
2019-12-02,88.2128,88.5475,86.5749,86.7642,166422.0
2019-12-03,85.7322,85.7322,83.7913,85.0505,208376.0
2019-12-04,85.6944,86.3666,84.8517,85.0127,187967.0
2019-12-05,85.202,86.1488,84.6908,85.8648,439269.0
2019-12-06,87.0483,87.4743,86.5559,86.6222,300382.0
2019-12-07,87.0483,87.4743,86.5559,86.6222,300382.0
2019-12-08,87.0483,87.4743,86.5559,86.6222,300382.0
2019-12-09,86.3761,86.6128,85.2399,85.6376,236792.0
2019-12-10,85.8364,85.8458,85.1168,85.3819,148716.0
2019-12-11,85.6091,87.3323,84.9653,86.7074,179861.0
2019-12-12,86.9441,88.014,86.7737,87.5311,195420.0
2019-12-13,87.2282,88.0235,86.4329,87.7773,176463.0
2019-12-14,87.2282,88.0235,86.4329,87.7773,176463.0
2019-12-15,87.2282,88.0235,86.4329,87.7773,176463.0
2019-12-16,88.601,89.3206,87.4175,87.6732,191316.0
2019-12-17,87.5406,87.9856,86.9441,87.7868,172638.0
2019-12-18,88.0898,88.317,86.3571,86.6317,316450.0
2019-12-19,86.6222,87.4743,86.2624,87.266,324385.0
2019-12-20,87.7584,88.2602,87.2376,87.4838,746623.0
2019-12-21,87.7584,88.2602,87.2376,87.4838,746623.0
2019-12-22,87.7584,88.2602,87.2376,87.4838,746623.0
2019-12-23,87.6258,87.6258,86.4423,86.6412,149404.0
2019-12-24,86.7358,86.9631,86.1772,86.2151,50556.0
2019-12-25,86.7358,86.9631,86.1772,86.2151,50556.0
2019-12-26,86.4707,86.4707,85.7559,86.1488,157423.0
2019-12-27,86.2719,86.8589,85.6186,86.2814,241069.0
2019-12-28,86.2719,86.8589,85.6186,86.2814,241069.0
2019-12-29,86.2719,86.8589,85.6186,86.2814,241069.0
2019-12-30,86.4139,86.4139,85.1806,85.6754,192863.0
2019-12-31,85.4482,86.6128,85.4482,85.8553,172537.0
2020-01-01,85.4482,86.6128,85.4482,85.8553,172537.0
2020-01-02,86.6033,87.3418,85.3535,87.3418,193840.0
2020-01-03,85.8364,87.0009,85.4387,86.7074,247816.0
2020-01-04,85.8364,87.0009,85.4387,86.7074,247816.0
2020-01-05,85.8364,87.0009,85.4387,86.7074,247816.0
2020-01-06,86.7074,88.2507,86.1536,88.1939,249962.0
2020-01-07,87.6353,88.0519,86.4518,87.6637,169048.0
2020-01-08,89.1028,89.633,88.4874,88.9135,197471.0
2020-01-09,89.4342,90.7029,88.8756,90.5325,318402.0
2020-01-10,90.4189,91.4603,89.5762,91.2236,335521.0
2020-01-11,90.4189,91.4603,89.5762,91.2236,335521.0
2020-01-12,90.4189,91.4603,89.5762,91.2236,335521.0
2020-01-13,91.1668,91.9527,90.665,90.9017,315422.0
2020-01-14,90.5704,90.7502,88.8567,89.1691,323887.0
2020-01-15,88.8093,89.3679,87.3513,87.9383,328989.0
2020-01-16,88.5631,89.8697,88.4306,89.188,528338.0
2020-01-17,89.3111,89.6898,87.2092,87.5027,221078.0
2020-01-18,89.3111,89.6898,87.2092,87.5027,221078.0
2020-01-19,89.3111,89.6898,87.2092,87.5027,221078.0
2020-01-20,89.3111,89.6898,87.2092,87.5027,221078.0
2020-01-21,87.0956,87.872,86.6033,86.8779,149499.0
2020-01-22,87.0956,87.2471,85.4293,85.5334,265983.0
2020-01-23,85.1642,86.1299,84.1984,85.7606,232268.0
2020-01-24,86.0447,86.3429,84.7949,85.3062,437499.0
2020-01-25,86.0447,86.3429,84.7949,85.3062,437499.0
2020-01-26,86.0447,86.3429,84.7949,85.3062,437499.0
2020-01-27,83.7818,85.3535,83.7724,84.918,267955.0
2020-01-28,85.3535,85.3535,84.4351,84.5487,258288.0
2020-01-29,84.6813,85.0505,82.2102,82.248,227266.0
2020-01-30,81.4149,82.3616,80.7521,82.0776,335987.0
2020-01-31,81.4149,81.7462,79.3603,79.7106,429005.0
2020-02-01,81.4149,81.7462,79.3603,79.7106,429005.0
2020-02-02,81.4149,81.7462,79.3603,79.7106,429005.0
2020-02-03,80.1083,81.7084,80.0704,80.9509,274728.0
2020-02-04,82.248,83.2327,81.5663,82.835,229219.0
2020-02-05,83.6966,83.8576,82.5131,83.583,205908.0
2020-02-06,82.1604,82.1604,75.0853,76.5553,1891037.0
2020-02-07,76.2992,78.9263,75.8725,78.253,870463.0
2020-02-08,76.2992,78.9263,75.8725,78.253,870463.0
2020-02-09,76.2992,78.9263,75.8725,78.253,870463.0
2020-02-10,77.8357,78.9168,76.8019,77.7313,436335.0
2020-02-11,78.1107,79.8937,77.94,79.8558,273161.0
2020-02-12,80.5576,80.5576,79.7372,80.1403,235387.0
2020-02-13,79.4859,79.5049,78.2909,79.3341,465278.0
2020-02-14,78.9737,80.2731,78.7272,79.8273,588273.0
2020-02-15,78.9737,80.2731,78.7272,79.8273,588273.0
2020-02-16,78.9737,80.2731,78.7272,79.8273,588273.0
2020-02-17,78.9737,80.2731,78.7272,79.8273,588273.0
2020-02-18,79.6945,79.8178,78.5754,79.7609,173899.0
2020-02-19,80.036,80.7378,79.7514,80.1118,209034.0
2020-02-20,79.7989,80.3442,79.097,80.1593,163520.0
2020-02-21,80.017,80.4533,79.1919,79.7514,201882.0
2020-02-22,80.017,80.4533,79.1919,79.7514,201882.0
2020-02-23,80.017,80.4533,79.1919,79.7514,201882.0
2020-02-24,77.8546,78.5375,77.1244,78.3383,308018.0
2020-02-25,78.3573,78.3573,75.5927,76.0242,257936.0
2020-02-26,76.8778,81.6198,76.8778,80.5576,796768.0
2020-02-27,78.5944,80.1687,76.8114,76.8114,424990.0
2020-02-28,74.4688,75.5737,72.3065,74.2507,577175.0
2020-02-29,74.4688,75.5737,72.3065,74.2507,577175.0
2020-03-01,74.4688,75.5737,72.3065,74.2507,577175.0
2020-03-02,74.8292,77.3615,73.8713,77.352,508774.0
2020-03-03,77.0675,78.3478,74.061,74.6775,430866.0
2020-03-04,75.6828,77.5606,74.8766,77.4753,352110.0
2020-03-05,76.0052,76.9252,75.237,76.4984,364260.0
2020-03-06,75.4362,77.2571,73.2454,74.943,426311.0
2020-03-07,75.4362,77.2571,73.2454,74.943,426311.0
2020-03-08,75.4362,77.2571,73.2454,74.943,426311.0
2020-03-09,69.6889,71.2727,63.7801,66.8911,392255.0
2020-03-10,68.7879,69.0866,65.5633,68.712,371599.0
2020-03-11,66.8152,67.8679,60.992,61.248,604643.0
2020-03-12,57.3785,57.3785,51.6122,54.4764,899079.0
2020-03-13,57.9381,60.3281,53.7462,60.3281,566690.0
