,HCC US Equity,HCC US Equity,HCC US Equity,HCC US Equity,HCC US Equity
2019-03-08,20.9155,21.0155,20.3999,20.6538,646354.0
2019-03-09,20.9155,21.0155,20.3999,20.6538,646354.0
2019-03-10,20.9155,21.0155,20.3999,20.6538,646354.0
2019-03-11,20.8385,21.5157,20.5384,21.508,738543.0
2019-03-12,21.6003,21.9082,21.2156,21.5311,537721.0
2019-03-13,21.7619,22.416,21.3849,22.3083,586923.0
2019-03-14,22.3391,22.4545,22.1236,22.2775,394449.0
2019-03-15,22.216,22.3853,21.8158,22.0082,715076.0
2019-03-16,22.216,22.3853,21.8158,22.0082,715076.0
2019-03-17,22.216,22.3853,21.8158,22.0082,715076.0
2019-03-18,22.1852,22.4006,21.9928,22.316,395074.0
2019-03-19,22.3776,22.5776,22.2467,22.316,528486.0
2019-03-20,22.316,22.4314,21.7889,22.1852,539188.0
2019-03-21,22.1467,22.4776,22.039,22.0851,633098.0
2019-03-22,21.7927,22.1005,21.2848,21.6465,494574.0
2019-03-23,21.7927,22.1005,21.2848,21.6465,494574.0
2019-03-24,21.7927,22.1005,21.2848,21.6465,494574.0
2019-03-25,21.7158,22.0159,21.6311,21.9928,956009.0
2019-03-26,22.1236,22.3699,22.012,22.0851,710903.0
2019-03-27,22.8239,23.6309,22.5699,23.2086,2003429.0
2019-03-28,23.4703,23.6319,23.3433,23.3933,1079021.0
2019-03-29,23.655,23.7473,23.2779,23.3933,1162414.0
2019-03-30,23.655,23.7473,23.2779,23.3933,1162414.0
2019-03-31,23.655,23.7473,23.2779,23.3933,1162414.0
2019-04-01,23.7319,24.6707,23.3241,23.9166,1157144.0
2019-04-02,24.0628,24.0666,23.3395,23.8704,1343193.0
2019-04-03,24.0166,24.2398,23.4857,23.678,737103.0
2019-04-04,23.5626,23.7473,23.2856,23.5164,493413.0
2019-04-05,23.5626,23.755,23.2394,23.655,741070.0
2019-04-06,23.5626,23.755,23.2394,23.655,741070.0
2019-04-07,23.5626,23.755,23.2394,23.655,741070.0
2019-04-08,23.7088,24.1474,23.6703,24.0089,832450.0
2019-04-09,23.855,23.855,23.2317,23.2702,475436.0
2019-04-10,23.2009,23.5972,23.047,23.3933,597680.0
2019-04-11,23.3241,23.4549,22.9855,23.2009,799353.0
2019-04-12,23.4318,23.6627,23.1932,23.4318,674463.0
2019-04-13,23.4318,23.6627,23.1932,23.4318,674463.0
2019-04-14,23.4318,23.6627,23.1932,23.4318,674463.0
2019-04-15,23.4703,23.6396,23.1932,23.5472,496937.0
2019-04-16,23.6857,24.1628,23.5472,23.678,791192.0
2019-04-17,23.8704,23.9935,23.5857,23.6396,809736.0
2019-04-18,23.7627,24.0859,23.6165,23.7627,422414.0
2019-04-19,23.7627,24.0859,23.6165,23.7627,422414.0
2019-04-20,23.7627,24.0859,23.6165,23.7627,422414.0
2019-04-21,23.7627,24.0859,23.6165,23.7627,422414.0
2019-04-22,23.7396,23.8242,23.2456,23.5164,497423.0
2019-04-23,23.6857,24.5553,23.6857,24.4476,619596.0
2019-04-24,24.7015,25.017,24.4322,24.663,951853.0
2019-04-25,24.7477,24.8169,23.5087,23.8473,929028.0
2019-04-26,23.8396,23.9718,23.3318,23.8704,817006.0
2019-04-27,23.8396,23.9718,23.3318,23.8704,817006.0
2019-04-28,23.8396,23.9718,23.3318,23.8704,817006.0
2019-04-29,23.8858,24.1013,23.4857,23.9705,738941.0
2019-04-30,23.9628,24.0474,23.4857,23.855,814539.0
2019-05-01,24.0243,24.7861,23.755,24.2244,1455180.0
2019-05-02,24.7254,25.8121,22.2513,25.3805,2687496.0
2019-05-03,25.7058,26.2131,24.878,25.4209,1868999.0
2019-05-04,25.7058,26.2131,24.878,25.4209,1868999.0
2019-05-05,25.7058,26.2131,24.878,25.4209,1868999.0
2019-05-06,25.0026,25.6524,24.9136,25.2607,1175551.0
2019-05-07,25.0916,25.1806,24.2816,24.9937,1370472.0
2019-05-08,24.8958,25.9461,24.8691,24.9937,1150785.0
2019-05-09,24.6822,25.0471,24.3973,24.8157,1082609.0
2019-05-10,24.7534,25.2963,24.3172,25.2429,933582.0
2019-05-11,24.7534,25.2963,24.3172,25.2429,933582.0
2019-05-12,24.7534,25.2963,24.3172,25.2429,933582.0
2019-05-13,24.6555,24.8869,23.8811,24.1392,1301182.0
2019-05-14,24.3172,24.9492,24.2727,24.9225,895096.0
2019-05-15,24.6287,25.1539,24.3973,25.0204,836539.0
2019-05-16,25.2073,25.5188,24.878,25.0382,657738.0
2019-05-17,24.6555,24.9136,24.2994,24.6733,735238.0
2019-05-18,24.6555,24.9136,24.2994,24.6733,735238.0
2019-05-19,24.6555,24.9136,24.2994,24.6733,735238.0
2019-05-20,24.3706,24.8958,24.246,24.8157,674891.0
2019-05-21,25.0293,25.2696,24.6287,25.0115,708888.0
2019-05-22,24.9136,25.1183,24.3439,24.5219,846910.0
2019-05-23,24.0858,24.2371,23.3648,23.7654,1100447.0
2019-05-24,24.5575,24.6733,23.5072,23.5784,838042.0
2019-05-25,24.5575,24.6733,23.5072,23.5784,838042.0
2019-05-26,24.5575,24.6733,23.5072,23.5784,838042.0
2019-05-27,24.5575,24.6733,23.5072,23.5784,838042.0
2019-05-28,23.4983,24.1748,23.4805,23.6408,939088.0
2019-05-29,23.3915,23.7476,23.0622,23.6942,742200.0
2019-05-30,23.5873,23.9078,23.3381,23.5428,745337.0
2019-05-31,23.0889,23.1239,22.537,22.9732,913929.0
2019-06-01,23.0889,23.1239,22.537,22.9732,913929.0
2019-06-02,23.0889,23.1239,22.537,22.9732,913929.0
2019-06-03,22.9732,23.6319,22.8575,23.2758,743741.0
2019-06-04,23.5606,24.4151,23.5606,24.2371,1219061.0
2019-06-05,24.1748,24.4774,24.019,24.1837,991435.0
2019-06-06,24.1837,24.3172,23.3426,23.4983,977103.0
2019-06-07,23.5339,23.6764,23.0622,23.4894,827222.0
2019-06-08,23.5339,23.6764,23.0622,23.4894,827222.0
2019-06-09,23.5339,23.6764,23.0622,23.4894,827222.0
2019-06-10,23.6764,24.0324,23.4449,23.5784,858379.0
2019-06-11,24.1214,24.4685,23.8188,24.246,1082179.0
2019-06-12,24.1214,24.206,23.712,24.0057,1144560.0
2019-06-13,24.1659,24.3617,23.7876,23.9078,858108.0
2019-06-14,23.7743,24.1036,23.6452,23.6586,519476.0
2019-06-15,23.7743,24.1036,23.6452,23.6586,519476.0
2019-06-16,23.7743,24.1036,23.6452,23.6586,519476.0
2019-06-17,23.5339,23.9167,23.2938,23.7476,412066.0
2019-06-18,23.979,24.8246,23.9612,24.157,726910.0
2019-06-19,24.2193,24.3172,23.6229,24.3172,892309.0
2019-06-20,24.8335,24.8335,23.6229,24.2727,1241979.0
2019-06-21,24.0769,24.4596,23.9701,24.1837,1598853.0
2019-06-22,24.0769,24.4596,23.9701,24.1837,1598853.0
2019-06-23,24.0769,24.4596,23.9701,24.1837,1598853.0
2019-06-24,24.1926,24.2193,22.9554,22.9999,937993.0
2019-06-25,23.0355,23.1156,22.1944,22.2878,1221703.0
2019-06-26,22.3857,23.0355,22.3857,22.8842,769103.0
2019-06-27,22.9198,23.0889,22.5637,22.9198,947016.0
2019-06-28,22.991,23.4182,22.8664,23.2491,2031307.0
2019-06-29,22.991,23.4182,22.8664,23.2491,2031307.0
2019-06-30,22.991,23.4182,22.8664,23.2491,2031307.0
2019-07-01,23.5339,23.9434,23.4182,23.7565,990997.0
2019-07-02,23.7209,23.8366,22.7863,22.8397,820987.0
2019-07-03,22.7774,22.9554,22.0742,22.3323,350914.0
2019-07-04,22.7774,22.9554,22.0742,22.3323,350914.0
2019-07-05,22.1899,22.8664,21.9763,22.7062,461210.0
2019-07-06,22.1899,22.8664,21.9763,22.7062,461210.0
2019-07-07,22.1899,22.8664,21.9763,22.7062,461210.0
2019-07-08,22.7863,23.1423,22.4988,22.5548,352444.0
2019-07-09,22.3234,22.5192,21.6024,22.1543,869486.0
2019-07-10,22.3234,22.448,21.9229,21.9674,765937.0
2019-07-11,21.9585,22.2611,21.5846,22.1543,689375.0
2019-07-12,22.2255,22.4391,22.092,22.3501,550588.0
2019-07-13,22.2255,22.4391,22.092,22.3501,550588.0
2019-07-14,22.2255,22.4391,22.092,22.3501,550588.0
2019-07-15,22.4124,22.448,21.8161,22.2344,707764.0
2019-07-16,22.2967,22.7952,22.1365,22.4124,725764.0
2019-07-17,22.4213,22.4213,21.9807,22.2077,591955.0
2019-07-18,22.1276,22.4747,21.865,22.181,1048739.0
2019-07-19,22.2522,23.0444,22.2522,22.6973,473994.0
2019-07-20,22.2522,23.0444,22.2522,22.6973,473994.0
2019-07-21,22.2522,23.0444,22.2522,22.6973,473994.0
2019-07-22,22.635,22.9287,22.4836,22.4836,785533.0
2019-07-23,22.5548,22.9376,22.4836,22.9287,568540.0
2019-07-24,22.7418,23.0889,22.5014,23.0177,589502.0
2019-07-25,23.0088,23.2669,22.1454,22.359,945309.0
2019-07-26,22.3323,22.4836,21.9095,22.3323,502388.0
2019-07-27,22.3323,22.4836,21.9095,22.3323,502388.0
2019-07-28,22.3323,22.4836,21.9095,22.3323,502388.0
2019-07-29,22.3412,22.5504,21.8339,21.8428,662094.0
2019-07-30,21.6203,22.3234,21.2553,22.2611,1236987.0
2019-07-31,22.1543,22.4925,21.8339,22.0208,1237945.0
2019-08-01,23.5905,23.6351,19.0597,19.2648,3287893.0
2019-08-02,19.2738,19.9605,18.7475,19.5681,1581532.0
2019-08-03,19.2738,19.9605,18.7475,19.5681,1581532.0
2019-08-04,19.2738,19.9605,18.7475,19.5681,1581532.0
2019-08-05,19.0419,19.354,18.4086,19.1578,1185071.0
2019-08-06,18.6405,19.0062,17.9805,18.4711,1147525.0
2019-08-07,18.1411,18.4978,17.7665,18.4978,1049564.0
2019-08-08,18.6405,19.3094,18.5692,18.8813,782698.0
2019-08-09,18.7119,18.7119,18.1143,18.15,692912.0
2019-08-10,18.7119,18.7119,18.1143,18.15,692912.0
2019-08-11,18.7119,18.7119,18.1143,18.15,692912.0
2019-08-12,17.9627,18.1857,17.7397,18.1321,784588.0
2019-08-13,18.15,19.4432,18.1411,18.8457,1125971.0
2019-08-14,18.3819,18.5424,18.043,18.3819,760214.0
2019-08-15,18.4086,18.4086,17.7397,18.2035,1026763.0
2019-08-16,18.3284,18.6762,18.0162,18.4443,793635.0
2019-08-17,18.3284,18.6762,18.0162,18.4443,793635.0
2019-08-18,18.3284,18.6762,18.0162,18.4443,793635.0
2019-08-19,18.7654,18.8457,18.3774,18.5246,644952.0
2019-08-20,18.7297,19.0731,18.3997,18.7208,745744.0
2019-08-21,18.8189,19.354,18.7921,19.0062,704704.0
2019-08-22,19.0151,19.5145,18.8903,18.9438,1174723.0
2019-08-23,18.6494,18.8635,17.8735,17.9092,859135.0
2019-08-24,18.6494,18.8635,17.8735,17.9092,859135.0
2019-08-25,18.6494,18.8635,17.8735,17.9092,859135.0
2019-08-26,18.0608,18.5246,17.8824,18.4621,896677.0
2019-08-27,18.5157,18.8546,18.4265,18.6138,709490.0
2019-08-28,18.6048,18.6673,18.0519,18.0697,1367536.0
2019-08-29,18.3194,18.7832,18.3016,18.5959,499012.0
2019-08-30,18.7743,19.0686,18.4889,18.6405,461661.0
2019-08-31,18.7743,19.0686,18.4889,18.6405,461661.0
2019-09-01,18.7743,19.0686,18.4889,18.6405,461661.0
2019-09-02,18.7743,19.0686,18.4889,18.6405,461661.0
2019-09-03,18.3551,18.5513,17.8824,18.0073,659767.0
2019-09-04,18.2927,18.4621,17.9984,18.1857,504896.0
2019-09-05,18.4176,19.0775,18.2927,18.3016,831885.0
2019-09-06,18.2213,18.4889,18.0162,18.2392,415889.0
2019-09-07,18.2213,18.4889,18.0162,18.2392,415889.0
2019-09-08,18.2213,18.4889,18.0162,18.2392,415889.0
2019-09-09,19.6573,20.0854,19.1757,19.8713,2957614.0
2019-09-10,19.9159,20.5403,19.8446,20.1032,1275344.0
2019-09-11,20.0675,20.4243,19.6573,20.1211,1266143.0
2019-09-12,20.014,20.2192,19.684,19.9248,1187523.0
2019-09-13,20.1657,20.3619,19.684,20.1924,981709.0
2019-09-14,20.1657,20.3619,19.684,20.1924,981709.0
2019-09-15,20.1657,20.3619,19.684,20.1924,981709.0
2019-09-16,20.0408,20.5848,19.9159,20.5224,896810.0
2019-09-17,20.1478,20.5046,19.9516,20.1567,1095727.0
2019-09-18,20.023,20.023,17.8601,18.5424,1404287.0
2019-09-19,18.4889,19.0151,18.315,18.4532,1254194.0
2019-09-20,17.9805,18.3462,17.4365,18.0073,10495565.0
2019-09-21,17.9805,18.3462,17.4365,18.0073,10495565.0
2019-09-22,17.9805,18.3462,17.4365,18.0073,10495565.0
2019-09-23,17.7754,18.4443,17.5703,17.8378,1329416.0
2019-09-24,17.6684,17.8646,16.7347,16.9013,2123261.0
2019-09-25,16.8211,17.7754,16.8211,17.5703,1306444.0
2019-09-26,17.2135,17.3651,16.723,17.1421,1081319.0
2019-09-27,17.1154,17.6594,16.9816,17.2403,993113.0
2019-09-28,17.1154,17.6594,16.9816,17.2403,993113.0
2019-09-29,17.1154,17.6594,16.9816,17.2403,993113.0
2019-09-30,17.1689,17.5881,16.9638,17.4097,1408862.0
2019-10-01,17.6862,18.3016,17.0173,17.2046,870941.0
2019-10-02,16.9905,17.5078,16.8032,17.2046,765986.0
2019-10-03,16.937,17.4811,16.8657,17.4097,1005340.0
2019-10-04,17.3919,17.7486,17.3339,17.4454,804732.0
2019-10-05,17.3919,17.7486,17.3339,17.4454,804732.0
2019-10-06,17.3919,17.7486,17.3339,17.4454,804732.0
2019-10-07,17.4811,17.6594,17.2492,17.4186,1059342.0
2019-10-08,17.2313,17.3919,17.044,17.2224,762843.0
2019-10-09,17.4097,18.1232,17.3562,17.9805,937843.0
2019-10-10,18.15,18.6673,18.0073,18.5781,930945.0
2019-10-11,18.9794,19.4878,18.9348,19.354,906921.0
2019-10-12,18.9794,19.4878,18.9348,19.354,906921.0
2019-10-13,18.9794,19.4878,18.9348,19.354,906921.0
2019-10-14,19.1489,19.528,18.8407,19.4165,953734.0
2019-10-15,19.363,19.7732,19.0463,19.4075,919247.0
2019-10-16,19.3184,19.7911,19.1043,19.3451,686247.0
2019-10-17,19.5324,19.7911,19.1757,19.4878,1186796.0
2019-10-18,19.5057,20.2192,19.2916,19.4611,732899.0
2019-10-19,19.5057,20.2192,19.2916,19.4611,732899.0
2019-10-20,19.5057,20.2192,19.2916,19.4611,732899.0
2019-10-21,19.7732,20.0943,19.6216,19.6751,753517.0
2019-10-22,19.6573,19.9427,19.577,19.8803,330853.0
2019-10-23,19.9427,20.4778,19.7286,20.1924,762548.0
2019-10-24,20.2103,20.3056,19.6751,19.9338,880802.0
2019-10-25,19.9695,20.1572,19.6477,19.9248,587449.0
2019-10-26,19.9695,20.1572,19.6477,19.9248,587449.0
2019-10-27,19.9695,20.1572,19.6477,19.9248,587449.0
2019-10-28,19.9248,20.5774,19.9248,20.4075,558909.0
2019-10-29,20.4075,20.6802,19.9606,20.5416,1212050.0
2019-10-30,20.3271,20.4343,19.3796,19.5226,1253974.0
2019-10-31,19.3885,19.7371,16.7694,17.413,2169194.0
2019-11-01,17.6275,18.4678,17.4666,18.1728,1426280.0
2019-11-02,17.6275,18.4678,17.4666,18.1728,1426280.0
2019-11-03,17.6275,18.4678,17.4666,18.1728,1426280.0
2019-11-04,18.4052,18.6913,17.8108,18.3158,989214.0
2019-11-05,18.5035,18.5661,18.0566,18.2622,958391.0
2019-11-06,18.1639,18.3695,17.2521,17.3147,1146356.0
2019-11-07,17.5828,17.7705,17.1716,17.2789,692372.0
2019-11-08,17.2074,17.556,16.7694,17.4041,1002321.0
2019-11-09,17.2074,17.556,16.7694,17.4041,1002321.0
2019-11-10,17.2074,17.556,16.7694,17.4041,1002321.0
2019-11-11,17.1716,17.3594,16.4297,16.4565,737470.0
2019-11-12,16.528,16.8051,16.117,16.3135,1085143.0
2019-11-13,16.1168,16.5996,15.7727,16.4923,1146524.0
2019-11-14,16.4833,16.6532,16.1531,16.2688,940612.0
2019-11-15,16.3493,16.6353,15.9917,16.1437,808475.0
2019-11-16,16.3493,16.6353,15.9917,16.1437,808475.0
2019-11-17,16.3493,16.6353,15.9917,16.1437,808475.0
2019-11-18,16.0275,16.1347,15.7593,16.0364,668437.0
2019-11-19,16.09,16.385,15.8755,16.1794,1189387.0
2019-11-20,16.0096,16.537,16.0096,16.4655,729490.0
2019-11-21,16.5549,16.8856,16.3314,16.7515,764098.0
2019-11-22,17.0554,17.3147,16.9214,17.2163,787016.0
2019-11-23,17.0554,17.3147,16.9214,17.2163,787016.0
2019-11-24,17.0554,17.3147,16.9214,17.2163,787016.0
2019-11-25,17.261,18.0477,17.1359,17.7884,735008.0
2019-11-26,17.8152,18.2086,17.6365,17.9225,732811.0
2019-11-27,18.0208,18.2979,17.9404,18.0745,920279.0
2019-11-28,18.0208,18.2979,17.9404,18.0745,920279.0
2019-11-29,18.003,18.6421,18.003,18.3516,572964.0
2019-11-30,18.003,18.6421,18.003,18.3516,572964.0
2019-12-01,18.003,18.6421,18.003,18.3516,572964.0
2019-12-02,18.5125,18.6108,18.3069,18.3248,807023.0
2019-12-03,18.0834,18.5572,17.6543,18.1817,755184.0
2019-12-04,18.2532,18.6913,18.0208,18.6108,1089253.0
2019-12-05,18.6734,18.7449,18.2979,18.3248,841115.0
2019-12-06,18.6466,19.3885,18.6376,18.9862,918074.0
2019-12-07,18.6466,19.3885,18.6376,18.9862,918074.0
2019-12-08,18.6466,19.3885,18.6376,18.9862,918074.0
2019-12-09,18.9415,19.3617,18.9415,19.1829,592490.0
2019-12-10,19.2097,19.3974,18.4231,18.5482,1102844.0
2019-12-11,18.5929,18.7002,17.9851,18.2086,1174483.0
2019-12-12,18.146,18.4857,17.6722,18.3516,1245910.0
2019-12-13,18.4231,18.5393,17.7348,18.0477,1229884.0
2019-12-14,18.4231,18.5393,17.7348,18.0477,1229884.0
2019-12-15,18.4231,18.5393,17.7348,18.0477,1229884.0
2019-12-16,18.3069,19.3885,18.2979,19.3349,1358085.0
2019-12-17,19.2723,19.3527,18.6823,18.7896,853413.0
2019-12-18,18.8432,19.0309,18.6197,18.8879,500689.0
2019-12-19,18.9147,19.0488,18.4857,18.5393,642088.0
2019-12-20,18.575,18.8343,18.3784,18.4231,1665749.0
2019-12-21,18.575,18.8343,18.3784,18.4231,1665749.0
2019-12-22,18.575,18.8343,18.3784,18.4231,1665749.0
2019-12-23,18.3695,18.4678,17.8331,18.1192,439930.0
2019-12-24,18.1728,18.4857,18.1728,18.4141,152004.0
2019-12-25,18.1728,18.4857,18.1728,18.4141,152004.0
2019-12-26,18.4678,18.8879,18.4141,18.8164,456513.0
2019-12-27,18.9058,18.9684,18.5482,18.584,380742.0
2019-12-28,18.9058,18.9684,18.5482,18.584,380742.0
2019-12-29,18.9058,18.9684,18.5482,18.584,380742.0
2019-12-30,18.6644,18.7628,18.3605,18.4588,430159.0
2019-12-31,18.3873,19.0131,18.3873,18.8879,736552.0
2020-01-01,18.3873,19.0131,18.3873,18.8879,736552.0
2020-01-02,19.0577,19.8086,18.9505,19.3349,879142.0
2020-01-03,19.308,19.7371,19.2276,19.5226,753545.0
2020-01-04,19.308,19.7371,19.2276,19.5226,753545.0
2020-01-05,19.308,19.7371,19.2276,19.5226,753545.0
2020-01-06,19.3974,19.7282,19.1293,19.2455,665516.0
2020-01-07,19.2812,20.0232,19.2812,19.603,673959.0
2020-01-08,19.6567,20.3896,19.6298,19.7282,1011442.0
2020-01-09,19.5941,19.6164,18.5929,18.6287,820495.0
2020-01-10,18.8164,19.5494,18.8164,19.2276,988250.0
2020-01-11,18.8164,19.5494,18.8164,19.2276,988250.0
2020-01-12,18.8164,19.5494,18.8164,19.2276,988250.0
2020-01-13,19.174,20.0813,19.1293,19.9338,943361.0
2020-01-14,19.9338,20.6668,19.8265,20.345,840023.0
2020-01-15,20.1751,20.6757,20.1125,20.6399,1279415.0
2020-01-16,20.8098,21.212,20.5595,20.9886,1190729.0
2020-01-17,21.212,21.212,20.0857,20.1215,1639982.0
2020-01-18,21.212,21.212,20.0857,20.1215,1639982.0
2020-01-19,21.212,21.212,20.0857,20.1215,1639982.0
2020-01-20,21.212,21.212,20.0857,20.1215,1639982.0
2020-01-21,19.9874,19.9874,18.8387,19.2902,711750.0
2020-01-22,19.4153,19.5047,18.5795,19.3438,797329.0
2020-01-23,19.2544,19.3974,18.1728,18.7181,987553.0
2020-01-24,18.6913,18.7181,17.4577,17.9851,854455.0
2020-01-25,18.6913,18.7181,17.4577,17.9851,854455.0
2020-01-26,18.6913,18.7181,17.4577,17.9851,854455.0
2020-01-27,17.5203,17.7419,17.0465,17.4934,1000403.0
2020-01-28,17.6901,17.7884,17.1985,17.4845,908197.0
2020-01-29,17.5113,17.6543,17.1806,17.2789,590648.0
2020-01-30,17.118,17.3951,16.8677,17.3504,549410.0
2020-01-31,17.1538,17.3415,16.8409,16.8588,1040783.0
2020-02-01,17.1538,17.3415,16.8409,16.8588,1040783.0
2020-02-02,17.1538,17.3415,16.8409,16.8588,1040783.0
2020-02-03,16.9303,17.2878,16.8141,17.1985,607528.0
2020-02-04,17.5918,18.7538,17.4399,18.6287,877060.0
2020-02-05,18.9684,19.9159,18.9594,19.2365,893019.0
2020-02-06,19.4242,19.4242,18.727,18.879,554903.0
2020-02-07,18.6197,18.8522,17.8778,17.9761,453697.0
2020-02-08,18.6197,18.8522,17.8778,17.9761,453697.0
2020-02-09,18.6197,18.8522,17.8778,17.9761,453697.0
2020-02-10,17.7884,18.0834,17.5739,17.8689,425820.0
2020-02-11,18.0745,18.575,17.9404,18.0208,616625.0
2020-02-12,18.4231,18.9952,18.1102,18.3963,702679.0
2020-02-13,18.289,18.8611,18.289,18.6287,548109.0
2020-02-14,18.7717,19.0309,18.3069,18.3605,583354.0
2020-02-15,18.7717,19.0309,18.3069,18.3605,583354.0
2020-02-16,18.7717,19.0309,18.3069,18.3605,583354.0
2020-02-17,18.7717,19.0309,18.3069,18.3605,583354.0
2020-02-18,18.2532,18.7717,18.1773,18.4588,831097.0
2020-02-19,18.575,18.7896,17.8242,18.0387,989768.0
2020-02-20,17.7884,18.3963,15.6967,15.8308,2053764.0
2020-02-21,15.6878,16.1437,15.652,16.1079,1187066.0
2020-02-22,15.6878,16.1437,15.652,16.1079,1187066.0
2020-02-23,15.6878,16.1437,15.652,16.1079,1187066.0
2020-02-24,15.5253,15.6597,14.8888,15.4267,1201675.0
2020-02-25,15.5163,15.8031,15.1667,15.3281,1148485.0
2020-02-26,15.4446,15.4446,14.5572,14.9695,1299815.0
2020-02-27,14.5213,15.848,14.4058,15.5253,1863022.0
2020-02-28,15.0771,16.4485,14.9068,15.8838,2331367.0
2020-02-29,15.0771,16.4485,14.9068,15.8838,2331367.0
2020-03-01,15.0771,16.4485,14.9068,15.8838,2331367.0
2020-03-02,15.9824,16.9684,15.5432,16.592,1355185.0
2020-03-03,17.0133,17.2194,15.848,16.2693,906923.0
2020-03-04,16.4844,16.8878,16.0721,16.7443,873426.0
2020-03-05,16.323,16.5113,15.2026,15.5791,1197556.0
2020-03-06,14.9426,15.337,14.109,15.0502,1265329.0
2020-03-07,14.9426,15.337,14.109,15.0502,1265329.0
2020-03-08,14.9426,15.337,14.109,15.0502,1265329.0
2020-03-09,13.6249,14.0104,12.8272,12.863,1105282.0
