,CSGS US Equity,CSGS US Equity,CSGS US Equity,CSGS US Equity,CSGS US Equity
2020-03-04,42.0618,42.5378,40.8443,41.8604,206813.0
2020-03-05,40.9817,41.3865,39.0265,39.2703,278172.0
2020-03-06,38.0557,39.7487,37.9637,39.6291,244235.0
2020-03-07,38.0557,39.7487,37.9637,39.6291,244235.0
2020-03-08,38.0557,39.7487,37.9637,39.6291,244235.0
2020-03-09,37.6785,38.8654,36.1879,36.4272,296079.0
2020-03-10,38.0373,38.7274,36.8044,38.1754,875708.0
2020-03-11,37.6785,38.157,36.1373,37.4577,327314.0
2020-03-12,35.2218,36.74,34.2235,35.2402,676794.0
2020-03-13,36.8136,37.7245,34.7802,37.6049,551550.0
2020-03-14,36.8136,37.7245,34.7802,37.6049,551550.0
2020-03-15,36.8136,37.7245,34.7802,37.6049,551550.0
2020-03-16,34.9274,37.4761,33.4276,37.0988,530395.0
2020-03-17,38.0465,39.7487,36.786,38.6262,611344.0
2020-03-18,37.5773,40.7701,36.3719,40.494,603526.0
2020-03-19,40.218,40.8161,37.5451,38.0373,500222.0
2020-03-20,38.1846,39.2243,34.8354,35.2218,571099.0
2020-03-21,38.1846,39.2243,34.8354,35.2218,571099.0
2020-03-22,38.1846,39.2243,34.8354,35.2218,571099.0
2020-03-23,35.5438,36.1235,33.584,35.507,430398.0
2020-03-24,37.0896,38.249,35.1022,36.0867,386250.0
2020-03-25,36.1051,37.3013,35.2402,36.648,657691.0
2020-03-26,36.786,39.5647,36.6664,39.1507,379600.0
2020-03-27,38.2306,39.295,37.2092,37.9085,388319.0
2020-03-28,38.2306,39.295,37.2092,37.9085,388319.0
2020-03-29,38.2306,39.295,37.2092,37.9085,388319.0
2020-03-30,38.4698,40.1049,37.6785,38.5618,177407.0
2020-03-31,38.4238,39.4267,37.5681,38.5066,283293.0
2020-04-01,37.3657,38.2766,36.3995,37.5313,354939.0
2020-04-02,37.3933,39.5187,36.9746,37.6325,218272.0
2020-04-03,37.2737,38.1938,36.8136,38.0189,342750.0
2020-04-04,37.2737,38.1938,36.8136,38.0189,342750.0
2020-04-05,37.2737,38.1938,36.8136,38.0189,342750.0
2020-04-06,38.9391,41.3313,38.9391,41.0645,348190.0
2020-04-07,42.049,42.848,40.0248,40.2088,229850.0
2020-04-08,40.6044,42.0996,40.1076,41.9846,204126.0
2020-04-09,42.5091,43.2544,41.635,42.8219,192167.0
2020-04-10,42.5091,43.2544,41.635,42.8219,192167.0
2020-04-11,42.5091,43.2544,41.635,42.8219,192167.0
2020-04-12,42.5091,43.2544,41.635,42.8219,192167.0
2020-04-13,42.6747,43.2544,41.5071,42.6011,181587.0
2020-04-14,44.0641,44.1377,43.1348,43.6684,193895.0
2020-04-15,42.7851,43.8708,42.4539,43.5856,272361.0
2020-04-16,43.9536,44.4873,42.7207,43.236,189885.0
2020-04-17,44.1193,44.4229,43.4665,43.9997,208347.0
2020-04-18,44.1193,44.4229,43.4665,43.9997,208347.0
2020-04-19,44.1193,44.4229,43.4665,43.9997,208347.0
2020-04-20,43.3004,44.4597,43.3004,43.9997,136698.0
2020-04-21,43.236,43.8892,41.8558,42.1134,195869.0
2020-04-22,42.6103,43.0243,42.0674,42.8311,156691.0
2020-04-23,42.7943,43.65,42.4907,43.3648,185387.0
2020-04-24,43.5672,43.7052,42.6563,43.2728,133523.0
2020-04-25,43.5672,43.7052,42.6563,43.2728,133523.0
2020-04-26,43.5672,43.7052,42.6563,43.2728,133523.0
2020-04-27,43.5396,44.1929,43.2636,43.9444,229058.0
2020-04-28,44.5609,45.8307,44.2757,44.7541,236138.0
2020-04-29,45.7019,46.9624,45.5362,46.4748,227110.0
2020-04-30,45.8583,46.7968,44.0735,44.6989,348285.0
2020-05-01,44.1193,44.8209,43.1348,44.3401,228537.0
2020-05-02,44.1193,44.8209,43.1348,44.3401,228537.0
2020-05-03,44.1193,44.8209,43.1348,44.3401,228537.0
2020-05-04,44.1929,44.9474,43.0795,43.7328,294508.0
2020-05-05,44.0457,45.1774,43.7604,44.0549,290723.0
2020-05-06,44.0641,45.6651,43.926,44.975,195673.0
2020-05-07,43.328,45.3614,39.9052,42.6839,527975.0
2020-05-08,42.7851,44.0733,42.7851,43.3924,206130.0
2020-05-09,42.7851,44.0733,42.7851,43.3924,206130.0
2020-05-10,42.7851,44.0733,42.7851,43.3924,206130.0
2020-05-11,42.9047,43.42,42.2514,42.6287,271788.0
2020-05-12,42.9599,42.9599,40.7793,40.7885,232923.0
2020-05-13,40.494,41.1105,39.6659,39.942,256958.0
2020-05-14,39.4727,40.1076,38.7642,39.7764,177642.0
2020-05-15,39.5831,40.5768,39.2243,40.0892,761175.0
2020-05-16,39.5831,40.5768,39.2243,40.0892,761175.0
2020-05-17,39.5831,40.5768,39.2243,40.0892,761175.0
2020-05-18,40.6044,42.0306,40.6044,41.9938,249302.0
2020-05-19,41.7914,42.0306,41.2853,41.3037,234656.0
2020-05-20,41.957,42.1318,41.4325,41.9662,200661.0
2020-05-21,42.1318,42.4033,41.2439,42.1594,330741.0
2020-05-22,42.5275,42.6655,41.8374,42.6563,152227.0
2020-05-23,42.5275,42.6655,41.8374,42.6563,152227.0
2020-05-24,42.5275,42.6655,41.8374,42.6563,152227.0
2020-05-25,42.5275,42.6655,41.8374,42.6563,152227.0
2020-05-26,43.558,43.765,42.9323,43.4016,250219.0
2020-05-27,43.834,44.2021,42.9783,44.1653,179518.0
2020-05-28,44.5793,44.5793,43.1992,43.2912,188311.0
2020-05-29,43.1071,43.788,42.5459,43.5672,314477.0
2020-05-30,43.1071,43.788,42.5459,43.5672,314477.0
2020-05-31,43.1071,43.788,42.5459,43.5672,314477.0
2020-06-01,43.558,44.5839,43.558,43.9813,269761.0
2020-06-02,44.2757,44.8177,43.9813,44.6713,139902.0
2020-06-03,45.0854,45.1314,44.5425,44.6161,146762.0
2020-06-04,44.5057,44.7449,43.834,44.2205,244241.0
2020-06-05,45.0854,45.5592,44.6437,45.2694,197268.0
2020-06-06,45.0854,45.5592,44.6437,45.2694,197268.0
2020-06-07,45.0854,45.5592,44.6437,45.2694,197268.0
2020-06-08,45.3154,45.6006,44.2849,44.5701,261398.0
2020-06-09,44.3861,44.5241,43.3188,43.5396,166924.0
2020-06-10,43.7144,44.1916,43.2728,43.788,185233.0
2020-06-11,42.8032,42.905,41.2128,41.2683,255894.0
2020-06-12,42.4334,42.5351,40.6025,41.1851,208554.0
2020-06-13,42.4334,42.5351,40.6025,41.1851,208554.0
2020-06-14,42.4334,42.5351,40.6025,41.1851,208554.0
2020-06-15,40.5655,41.5364,40.0292,41.1481,237511.0
2020-06-16,42.193,42.6276,41.4162,41.8878,221807.0
2020-06-17,42.008,42.008,40.8984,41.1203,160517.0
2020-06-18,41.1388,41.333,40.5933,41.0926,204302.0
2020-06-19,41.4995,41.8877,40.1494,40.5378,265920.0
2020-06-20,41.4995,41.8877,40.1494,40.5378,265920.0
2020-06-21,41.4995,41.8877,40.1494,40.5378,265920.0
2020-06-22,40.5101,40.5101,39.7796,40.3344,258965.0
2020-06-23,40.7042,40.9631,39.8998,39.983,354341.0
2020-06-24,39.946,39.9922,38.4758,38.8086,245775.0
2020-06-25,38.7809,38.7809,38.1614,38.6052,165608.0
2020-06-26,38.522,38.5682,37.4679,37.5049,337979.0
2020-06-27,38.522,38.5682,37.4679,37.5049,337979.0
2020-06-28,38.522,38.5682,37.4679,37.5049,337979.0
2020-06-29,37.847,38.8456,37.528,38.6607,174000.0
2020-06-30,38.7069,41.1018,37.9117,38.2723,323410.0
2020-07-01,38.522,38.9104,38.2169,38.522,168174.0
2020-07-02,38.8086,39.1323,37.9487,38.0689,125683.0
2020-07-03,38.8086,39.1323,37.9487,38.0689,125683.0
2020-07-04,38.8086,39.1323,37.9487,38.0689,125683.0
2020-07-05,38.8086,39.1323,37.9487,38.0689,125683.0
2020-07-06,38.522,38.6237,37.6436,37.6436,138087.0
2020-07-07,37.3014,37.6343,36.5709,36.6449,206353.0
2020-07-08,36.6264,37.8655,36.3213,36.5709,251902.0
2020-07-09,36.6726,36.6726,35.3319,35.4891,137228.0
2020-07-10,35.4798,37.4771,35.1654,37.4494,309318.0
2020-07-11,35.4798,37.4771,35.1654,37.4494,309318.0
2020-07-12,35.4798,37.4771,35.1654,37.4494,309318.0
2020-07-13,37.6158,38.1105,37.1165,37.2552,227809.0
2020-07-14,37.2182,38.0504,36.8021,38.0227,276576.0
2020-07-15,38.596,39.2248,38.3001,38.7902,205389.0
2020-07-16,38.6052,38.7902,38.1151,38.4573,133978.0
2020-07-17,38.4388,38.8271,38.3001,38.6422,130876.0
2020-07-18,38.4388,38.8271,38.3001,38.6422,130876.0
2020-07-19,38.4388,38.8271,38.3001,38.6422,130876.0
2020-07-20,38.5775,38.6145,37.8932,38.2538,138736.0
2020-07-21,38.5775,39.1323,38.3093,38.7624,169244.0
2020-07-22,38.8271,39.0121,38.0227,38.2353,176437.0
2020-07-23,38.2908,38.4758,37.4216,37.5696,167722.0
2020-07-24,37.5049,37.9025,37.0055,37.1165,109538.0
2020-07-25,37.5049,37.9025,37.0055,37.1165,109538.0
2020-07-26,37.5049,37.9025,37.0055,37.1165,109538.0
2020-07-27,37.1535,37.9949,36.8483,37.8747,106826.0
2020-07-28,37.8932,38.4295,37.7545,37.9764,134116.0
2020-07-29,37.9857,38.7717,37.9857,38.6884,136481.0
2020-07-30,38.3278,38.8086,38.0319,38.6699,138336.0
2020-07-31,38.7439,38.9658,37.9071,38.9566,181995.0
2020-08-01,38.7439,38.9658,37.9071,38.9566,181995.0
2020-08-02,38.7439,38.9658,37.9071,38.9566,181995.0
2020-08-03,39.0676,39.6963,38.8734,39.5576,116480.0
2020-08-04,39.5761,40.1587,39.5484,40.1309,153115.0
2020-08-05,40.5285,40.8059,39.872,40.6025,255666.0
2020-08-06,39.7426,41.8231,38.6792,39.7934,266053.0
2020-08-07,39.4374,40.7042,39.3357,40.584,299969.0
2020-08-08,39.4374,40.7042,39.3357,40.584,299969.0
2020-08-09,39.4374,40.7042,39.3357,40.584,299969.0
2020-08-10,40.6672,41.1897,40.3621,40.7505,168178.0
2020-08-11,40.9539,41.7491,40.9539,41.1111,215249.0
2020-08-12,41.5919,41.5919,38.9566,40.9354,128089.0
2020-08-13,40.8244,41.1342,40.4684,40.6672,101482.0
2020-08-14,40.6395,41.4717,40.5193,41.1203,120427.0
2020-08-15,40.6395,41.4717,40.5193,41.1203,120427.0
2020-08-16,40.6395,41.4717,40.5193,41.1203,120427.0
2020-08-17,41.1573,41.5179,40.9447,41.2036,81739.0
2020-08-18,41.0649,41.0741,40.3714,40.8522,164335.0
2020-08-19,41.0094,41.3792,40.3436,40.7505,151631.0
2020-08-20,40.4453,40.7597,40.1772,40.3436,95606.0
2020-08-21,40.4453,40.621,39.8628,40.2326,231727.0
2020-08-22,40.4453,40.621,39.8628,40.2326,231727.0
2020-08-23,40.4453,40.621,39.8628,40.2326,231727.0
2020-08-24,40.4453,40.7505,40.0477,40.4083,113619.0
2020-08-25,40.2419,40.8152,40.2419,40.4731,101726.0
2020-08-26,40.6025,41.0186,40.0662,40.1679,113975.0
2020-08-27,40.3898,40.9631,40.1725,40.3898,109610.0
2020-08-28,40.6672,40.6672,39.7056,39.983,140294.0
2020-08-29,40.6672,40.6672,39.7056,39.983,140294.0
2020-08-30,40.6672,40.6672,39.7056,39.983,140294.0
2020-08-31,38.3833,40.2222,38.3833,39.3635,195947.0
2020-09-01,39.2248,39.6917,38.8271,39.2432,150010.0
2020-09-02,39.4467,40.0292,39.1415,39.8905,112867.0
2020-09-03,39.9183,39.9183,38.3186,38.522,270530.0
2020-09-04,38.8364,38.8364,37.7638,37.8008,172478.0
2020-09-05,38.8364,38.8364,37.7638,37.8008,172478.0
2020-09-06,38.8364,38.8364,37.7638,37.8008,172478.0
2020-09-07,38.8364,38.8364,37.7638,37.8008,172478.0
2020-09-08,37.3384,37.3384,36.238,36.3583,306358.0
2020-09-09,36.7466,36.9038,35.9791,36.0531,190070.0
2020-09-10,36.0993,36.5339,35.8219,36.1826,180858.0
2020-09-11,36.5155,36.5155,35.785,35.9422,98797.0
2020-09-12,36.5155,36.5155,35.785,35.9422,98797.0
2020-09-13,36.5155,36.5155,35.785,35.9422,98797.0
2020-09-14,36.291,36.5608,35.9096,35.9096,116350.0
2020-09-15,36.2352,36.3003,35.8538,36.0678,86493.0
2020-09-16,36.198,37.0632,36.0584,36.4492,316304.0
2020-09-17,36.1608,36.9143,36.1608,36.812,252993.0
2020-09-18,37.1376,37.6772,36.6166,37.2678,566442.0
2020-09-19,37.1376,37.6772,36.6166,37.2678,566442.0
2020-09-20,37.1376,37.6772,36.6166,37.2678,566442.0
2020-09-21,36.9143,37.3888,36.5794,37.3516,223415.0
2020-09-22,37.7051,37.9004,37.2864,37.6772,171186.0
2020-09-23,37.8353,38.4958,37.1469,37.2027,262302.0
2020-09-24,37.1655,37.5748,36.6585,37.2399,393786.0
2020-09-25,37.0353,38.0307,37.0353,37.8167,152785.0
2020-09-26,37.0353,38.0307,37.0353,37.8167,152785.0
2020-09-27,37.0353,38.0307,37.0353,37.8167,152785.0
2020-09-28,38.0493,38.533,37.9981,38.2819,262424.0
2020-09-29,38.1981,38.6261,37.9842,38.2819,133218.0
2020-09-30,38.4586,38.7842,37.9656,38.0958,165748.0
2020-10-01,38.133,38.654,37.7888,38.1516,149905.0
2020-10-02,37.733,38.7656,37.519,38.4865,147003.0
2020-10-03,37.733,38.7656,37.519,38.4865,147003.0
2020-10-04,37.733,38.7656,37.519,38.4865,147003.0
2020-10-05,38.7191,39.1657,38.4865,38.9424,113923.0
2020-10-06,39.1377,39.5471,38.3935,38.5703,168070.0
2020-10-07,38.6912,38.7377,38.1516,38.2819,206490.0
2020-10-08,38.4958,38.9615,38.2726,38.654,211941.0
2020-10-09,38.8959,39.2261,38.7191,38.7377,115134.0
2020-10-10,38.8959,39.2261,38.7191,38.7377,115134.0
2020-10-11,38.8959,39.2261,38.7191,38.7377,115134.0
2020-10-12,38.6819,39.175,38.3284,39.054,117355.0
2020-10-13,38.8028,39.2029,38.4958,38.6261,191965.0
2020-10-14,38.7098,39.3238,38.533,38.84,238315.0
2020-10-15,38.3935,39.7797,38.3935,39.7238,171716.0
2020-10-16,39.5843,39.9099,39.3889,39.6122,100134.0
2020-10-17,39.5843,39.9099,39.3889,39.6122,100134.0
2020-10-18,39.5843,39.9099,39.3889,39.6122,100134.0
2020-10-19,39.6959,40.0076,38.4865,38.6447,187569.0
2020-10-20,38.654,38.8214,38.0772,38.3284,153505.0
2020-10-21,38.2633,38.6959,37.7888,37.7888,219219.0
2020-10-22,37.9097,38.0749,37.1888,37.426,171359.0
2020-10-23,37.5004,37.7237,37.2492,37.3423,140324.0
2020-10-24,37.5004,37.7237,37.2492,37.3423,140324.0
2020-10-25,37.5004,37.7237,37.2492,37.3423,140324.0
2020-10-26,37.026,37.2957,36.5236,37.119,181721.0
2020-10-27,37.0818,37.2632,36.5562,36.598,177919.0
2020-10-28,36.0491,36.3887,35.3142,35.4538,173187.0
2020-10-29,35.491,35.7933,35.1375,35.6119,137090.0
2020-10-30,35.37,35.5933,34.8956,35.2398,210688.0
2020-10-31,35.37,35.5933,34.8956,35.2398,210688.0
2020-11-01,35.37,35.5933,34.8956,35.2398,210688.0
2020-11-02,35.5375,35.891,34.9235,35.8259,255249.0
2020-11-03,36.1794,37.2027,35.9933,37.0074,286906.0
2020-11-04,36.9701,37.4725,36.5794,36.6352,233647.0
2020-11-05,36.7469,38.1516,36.7469,37.6121,397315.0
2020-11-06,37.6586,37.6772,36.8678,37.2864,155163.0
2020-11-07,37.6586,37.6772,36.8678,37.2864,155163.0
2020-11-08,37.6586,37.6772,36.8678,37.2864,155163.0
2020-11-09,38.2354,39.882,38.0121,39.454,360844.0
2020-11-10,39.5378,40.7379,39.3424,40.7006,238775.0
2020-11-11,40.8495,41.0076,40.0866,40.6913,245278.0
2020-11-12,40.3843,40.6913,38.8121,38.9238,224843.0
2020-11-13,39.1657,40.2727,38.5424,40.0029,142565.0
2020-11-14,39.1657,40.2727,38.5424,40.0029,142565.0
2020-11-15,39.1657,40.2727,38.5424,40.0029,142565.0
2020-11-16,40.496,41.2309,40.3099,40.989,315689.0
2020-11-17,40.682,40.682,39.5694,39.7052,318994.0
2020-11-18,39.7703,40.389,39.4447,39.4447,205719.0
2020-11-19,39.4913,39.9006,39.147,39.482,137486.0
2020-11-20,39.4354,40.0122,39.2959,39.6494,163852.0
2020-11-21,39.4354,40.0122,39.2959,39.6494,163852.0
2020-11-22,39.4354,40.0122,39.2959,39.6494,163852.0
2020-11-23,39.8634,40.2913,39.6168,40.0308,266379.0
2020-11-24,40.5053,41.3612,40.1239,41.3146,295899.0
2020-11-25,41.1286,41.1286,40.5053,40.6541,102825.0
2020-11-26,41.1286,41.1286,40.5053,40.6541,102825.0
2020-11-27,40.5797,40.8355,40.3471,40.6634,56203.0
2020-11-28,40.5797,40.8355,40.3471,40.6634,56203.0
2020-11-29,40.5797,40.8355,40.3471,40.6634,56203.0
2020-11-30,40.4495,40.6262,40.189,40.3564,233529.0
2020-12-01,40.7006,40.7518,40.1285,40.1611,219827.0
2020-12-02,39.7261,40.7869,39.7261,40.4557,251075.0
2020-12-03,40.4838,40.8767,40.2627,40.3248,88729.0
2020-12-04,40.5493,41.3724,40.5399,41.2321,94760.0
2020-12-05,40.5493,41.3724,40.5399,41.2321,94760.0
2020-12-06,40.5493,41.3724,40.5399,41.2321,94760.0
2020-12-07,41.1199,41.5268,41.0544,41.3537,132138.0
2020-12-08,41.0825,41.3537,40.7925,41.1666,134557.0
2020-12-09,41.2695,41.6508,40.9141,41.1386,130165.0
2020-12-10,40.8392,40.8579,40.3528,40.4557,128807.0
2020-12-11,40.3435,40.8954,40.2406,40.3716,152127.0
2020-12-12,40.3435,40.8954,40.2406,40.3716,152127.0
2020-12-13,40.3435,40.8954,40.2406,40.3716,152127.0
2020-12-14,40.5867,43.0281,40.5025,42.6913,368529.0
2020-12-15,42.8784,43.4022,41.5852,43.2432,219766.0
2020-12-16,43.5145,44.1599,43.2151,43.2339,214775.0
2020-12-17,43.4116,43.6267,42.9532,43.4022,166243.0
2020-12-18,43.4022,43.5893,42.9345,43.0281,1025786.0
2020-12-19,43.4022,43.5893,42.9345,43.0281,1025786.0
2020-12-20,43.4022,43.5893,42.9345,43.0281,1025786.0
2020-12-21,42.4949,43.3461,41.7279,41.9804,235983.0
2020-12-22,41.9898,41.9898,41.335,41.5876,193977.0
2020-12-23,41.915,42.2657,41.7711,41.943,142005.0
2020-12-24,42.233,42.9439,42.0366,42.261,66071.0
2020-12-25,42.233,42.9439,42.0366,42.261,66071.0
2020-12-26,42.233,42.9439,42.0366,42.261,66071.0
2020-12-27,42.233,42.9439,42.0366,42.261,66071.0
2020-12-28,42.5136,42.8129,42.1862,42.5323,120674.0
2020-12-29,42.7475,43.3321,42.0553,42.1488,118601.0
2020-12-30,42.3172,42.3172,41.7279,41.8214,75734.0
2020-12-31,41.5595,42.2358,41.5595,42.1582,88032.0
2021-01-01,41.5595,42.2358,41.5595,42.1582,88032.0
2021-01-02,41.5595,42.2358,41.5595,42.1582,88032.0
2021-01-03,41.5595,42.2358,41.5595,42.1582,88032.0
2021-01-04,42.2891,42.6633,41.4005,42.0085,170071.0
2021-01-05,42.1956,43.0842,41.4285,41.7746,165571.0
2021-01-06,41.8869,42.9626,41.7746,42.8036,454118.0
2021-01-07,42.9813,43.29,42.5978,43.0748,145608.0
2021-01-08,43.3461,43.3461,42.3172,42.5978,187957.0
2021-01-09,43.3461,43.3461,42.3172,42.5978,187957.0
2021-01-10,43.3461,43.3461,42.3172,42.5978,187957.0
2021-01-11,42.2423,42.6633,41.5127,41.7934,171301.0
2021-01-12,41.8962,42.0506,41.5034,41.7934,184410.0
2021-01-13,41.9337,42.3546,40.9983,41.1105,152060.0
2021-01-14,41.3257,41.4746,40.727,40.7831,181753.0
2021-01-15,40.6148,41.045,40.278,40.3903,162738.0
2021-01-16,40.6148,41.045,40.278,40.3903,162738.0
2021-01-17,40.6148,41.045,40.278,40.3903,162738.0
2021-01-18,40.6148,41.045,40.278,40.3903,162738.0
2021-01-19,40.7738,41.6437,40.5493,41.5314,182259.0
2021-01-20,41.4285,42.4949,41.4285,42.2798,192910.0
2021-01-21,42.1862,42.5042,41.9991,42.4294,173746.0
2021-01-22,42.2143,42.8878,41.8962,42.8223,175203.0
2021-01-23,42.2143,42.8878,41.8962,42.8223,175203.0
2021-01-24,42.2143,42.8878,41.8962,42.8223,175203.0
2021-01-25,42.6352,42.9907,41.8962,42.2049,222576.0
2021-01-26,42.5884,42.7662,41.9711,42.3078,147337.0
2021-01-27,41.7372,42.0871,40.4744,40.5493,170561.0
2021-01-28,40.9609,41.0058,40.2312,40.5025,220734.0
2021-01-29,40.5493,40.6148,39.9693,40.3061,387500.0
2021-01-30,40.5493,40.6148,39.9693,40.3061,387500.0
2021-01-31,40.5493,40.6148,39.9693,40.3061,387500.0
2021-02-01,40.5867,41.2695,40.1985,40.9983,144566.0
2021-02-02,41.5501,41.6156,41.0263,41.5876,187571.0
2021-02-03,41.5127,41.8588,40.6896,41.2321,202075.0
2021-02-04,43.4958,44.5715,41.3163,41.5782,235829.0
2021-02-05,42.0178,43.3274,41.2695,41.8027,189009.0
2021-02-06,42.0178,43.3274,41.2695,41.8027,189009.0
2021-02-07,42.0178,43.3274,41.2695,41.8027,189009.0
2021-02-08,42.2517,42.392,41.3631,42.102,164905.0
2021-02-09,42.2517,42.9907,41.7279,42.9439,272392.0
2021-02-10,43.2806,43.608,42.8503,43.4677,278075.0
2021-02-11,43.4677,44.0289,43.2619,43.6641,175696.0
2021-02-12,43.7109,44.188,43.3835,44.0944,173925.0
2021-02-13,43.7109,44.188,43.3835,44.0944,173925.0
2021-02-14,43.7109,44.188,43.3835,44.0944,173925.0
2021-02-15,43.7109,44.188,43.3835,44.0944,173925.0
2021-02-16,44.506,44.9175,43.9635,44.4312,202520.0
2021-02-17,44.2067,44.8989,43.4583,44.7398,185846.0
2021-02-18,44.6557,44.9924,44.347,44.6837,106436.0
2021-02-19,44.8427,44.8521,43.0,43.0094,197771.0
2021-02-20,44.8427,44.8521,43.0,43.0094,197771.0
2021-02-21,44.8427,44.8521,43.0,43.0094,197771.0
2021-02-22,42.682,43.9962,42.3546,43.898,140212.0
2021-02-23,43.9167,44.7398,43.4116,43.5051,222087.0
2021-02-24,43.3835,44.2534,42.9813,44.0102,133717.0
2021-02-25,44.0102,44.6931,43.8232,43.898,228264.0
2021-02-26,44.0196,44.0196,43.0468,43.1684,159050.0
2021-02-27,44.0196,44.0196,43.0468,43.1684,159050.0
2021-02-28,44.0196,44.0196,43.0468,43.1684,159050.0
2021-03-01,43.2151,43.8699,43.2151,43.4303,146946.0
2021-03-02,43.5706,43.9354,42.5978,42.6446,145471.0
2021-03-03,42.7942,43.1683,42.4575,42.7194,195263.0
2021-03-04,42.9345,43.4864,42.4201,42.6165,186160.0
2021-03-05,42.5697,43.4116,42.1394,43.2432,218034.0
2021-03-06,42.5697,43.4116,42.1394,43.2432,218034.0
2021-03-07,42.5697,43.4116,42.1394,43.2432,218034.0
2021-03-08,43.5519,44.1786,42.6867,44.0383,179745.0
2021-03-09,44.2534,44.7118,43.8699,44.2908,243279.0
2021-03-10,44.6089,45.3853,43.9728,45.1795,170697.0
2021-03-11,45.0205,45.6565,44.6769,45.5723,176572.0
2021-03-12,45.7781,46.0962,45.4133,45.6752,189017.0
2021-03-13,45.7781,46.0962,45.4133,45.6752,189017.0
