,CSGS US Equity,CSGS US Equity,CSGS US Equity,CSGS US Equity,CSGS US Equity
2022-05-29,58.6987,59.1494,58.2239,58.9864,162347.0
2022-05-30,58.6987,59.1494,58.2239,58.9864,162347.0
2022-05-31,58.7178,59.9455,58.3294,59.6482,285141.0
2022-06-01,59.6578,59.7777,58.5068,58.6987,188125.0
2022-06-02,58.8138,59.8496,58.3917,59.7249,184919.0
2022-06-03,59.4276,60.0798,59.0535,59.677,162279.0
2022-06-04,59.4276,60.0798,59.0535,59.677,162279.0
2022-06-05,59.4276,60.0798,59.0535,59.677,162279.0
2022-06-06,59.677,59.677,56.9722,57.6724,315305.0
2022-06-07,57.4614,58.526,56.3584,58.4493,287930.0
2022-06-08,58.0464,58.4301,56.5598,56.6557,141760.0
2022-06-09,56.5886,57.4326,56.2817,56.4063,152779.0
2022-06-10,55.8692,55.8692,54.9964,55.3993,148668.0
2022-06-11,55.8692,55.8692,54.9964,55.3993,148668.0
2022-06-12,55.8692,55.8692,54.9964,55.3993,148668.0
2022-06-13,54.2867,54.9676,53.529,54.3346,251078.0
2022-06-14,54.3154,54.8765,53.6009,54.373,177479.0
2022-06-15,54.7151,55.5342,54.1996,54.8211,259459.0
2022-06-16,54.1562,54.6573,52.9083,53.3949,257630.0
2022-06-17,54.0502,54.6187,53.5395,53.9538,697705.0
2022-06-18,54.0502,54.6187,53.5395,53.9538,697705.0
2022-06-19,54.0502,54.6187,53.5395,53.9538,697705.0
2022-06-20,54.0502,54.6187,53.5395,53.9538,697705.0
2022-06-21,54.5031,55.3029,54.2622,54.8211,246736.0
2022-06-22,54.4742,55.804,54.108,55.0909,209949.0
2022-06-23,55.2355,55.8811,55.1391,55.3318,147611.0
2022-06-24,55.6884,58.5407,55.5197,58.0782,725172.0
2022-06-25,55.6884,58.5407,55.5197,58.0782,725172.0
2022-06-26,55.6884,58.5407,55.5197,58.0782,725172.0
2022-06-27,58.4444,58.9936,57.9722,58.7142,121190.0
2022-06-28,58.8587,59.514,56.8977,56.9796,123392.0
2022-06-29,56.9218,57.4615,56.5267,57.2976,109134.0
2022-06-30,56.8351,57.712,56.7002,57.5096,158723.0
2022-07-01,57.1242,57.9915,57.1242,57.9047,132779.0
2022-07-02,57.1242,57.9915,57.1242,57.9047,132779.0
2022-07-03,57.1242,57.9915,57.1242,57.9047,132779.0
2022-07-04,57.1242,57.9915,57.1242,57.9047,132779.0
2022-07-05,57.2205,58.1553,56.5075,57.8951,187962.0
2022-07-06,57.7216,58.4829,57.3217,58.0589,158258.0
2022-07-07,58.4733,58.5504,57.8276,57.924,97575.0
2022-07-08,57.7313,58.3914,57.5819,58.0589,139041.0
2022-07-09,57.7313,58.3914,57.5819,58.0589,139041.0
2022-07-10,57.7313,58.3914,57.5819,58.0589,139041.0
2022-07-11,57.9722,58.3528,57.7602,57.8758,117053.0
2022-07-12,57.9529,58.2902,56.6327,56.7098,119685.0
2022-07-13,56.2473,57.1531,55.9678,56.97,109719.0
2022-07-14,56.334,57.6205,56.0738,57.5,124939.0
2022-07-15,58.3287,58.7527,57.7698,58.6178,114706.0
2022-07-16,58.3287,58.7527,57.7698,58.6178,114706.0
2022-07-17,58.3287,58.7527,57.7698,58.6178,114706.0
2022-07-18,58.9165,59.1767,57.8855,57.924,136697.0
2022-07-19,58.0204,59.8513,57.9336,59.6104,158459.0
2022-07-20,59.5525,59.9765,59.2924,59.7838,128867.0
2022-07-21,59.5525,60.9354,59.4947,60.9113,109652.0
2022-07-22,60.9691,61.4991,60.2994,61.2967,118165.0
2022-07-23,60.9691,61.4991,60.2994,61.2967,118165.0
2022-07-24,60.9691,61.4991,60.2994,61.2967,118165.0
2022-07-25,61.3064,61.3064,60.4198,60.8534,94912.0
2022-07-26,60.6993,61.3931,60.2849,61.316,124987.0
2022-07-27,61.3642,63.4649,61.1907,62.8963,129230.0
2022-07-28,62.6844,63.5709,62.0628,63.0216,186548.0
2022-07-29,62.9734,63.9756,62.535,62.8771,190498.0
2022-07-30,62.9734,63.9756,62.535,62.8771,190498.0
2022-07-31,62.9734,63.9756,62.535,62.8771,190498.0
2022-08-01,62.8674,64.1635,61.9231,63.118,166146.0
2022-08-02,63.0409,63.0409,61.9134,62.5976,108325.0
2022-08-03,62.5205,63.5034,61.952,63.3396,151721.0
2022-08-04,62.3374,62.3423,53.9442,54.0791,550698.0
2022-08-05,53.7418,54.3682,52.0362,53.0287,368088.0
2022-08-06,53.7418,54.3682,52.0362,53.0287,368088.0
2022-08-07,53.7418,54.3682,52.0362,53.0287,368088.0
2022-08-08,53.3371,54.4597,53.1058,54.2526,251096.0
2022-08-09,54.0406,55.5246,53.7418,54.6284,218056.0
2022-08-10,55.1006,55.5824,53.8575,54.6573,216011.0
2022-08-11,54.7826,55.592,54.6958,54.8404,191892.0
2022-08-12,54.9271,55.4764,54.6766,55.38,164217.0
2022-08-13,54.9271,55.4764,54.6766,55.38,164217.0
2022-08-14,54.9271,55.4764,54.6766,55.38,164217.0
2022-08-15,54.9946,56.0738,52.6722,55.8426,148771.0
2022-08-16,55.8426,56.016,54.9175,55.4956,157726.0
2022-08-17,55.3896,55.9486,54.7371,55.6787,174951.0
2022-08-18,55.6787,56.7484,55.4089,56.6809,193507.0
2022-08-19,57.1916,57.6156,56.7773,57.4229,277345.0
2022-08-20,57.1916,57.6156,56.7773,57.4229,277345.0
2022-08-21,57.1916,57.6156,56.7773,57.4229,277345.0
2022-08-22,57.0278,57.0278,56.3003,56.5267,247316.0
2022-08-23,56.7002,56.8534,54.4646,55.3126,544690.0
2022-08-24,55.38,55.6498,54.7055,54.956,1657802.0
2022-08-25,55.0235,56.0738,54.6187,55.9678,177795.0
2022-08-26,56.1124,56.334,54.7729,54.9367,152571.0
2022-08-27,56.1124,56.334,54.7729,54.9367,152571.0
2022-08-28,56.1124,56.334,54.7729,54.9367,152571.0
2022-08-29,54.638,55.6595,54.3778,55.4475,179233.0
2022-08-30,55.3415,56.0642,54.7922,55.6402,255860.0
2022-08-31,55.592,55.9196,54.7103,55.7462,263298.0
2022-09-01,55.5149,56.4207,55.0813,55.4667,202695.0
2022-09-02,55.592,56.2184,54.5561,54.8307,153996.0
2022-09-03,55.592,56.2184,54.5561,54.8307,153996.0
2022-09-04,55.592,56.2184,54.5561,54.8307,153996.0
2022-09-05,55.592,56.2184,54.5561,54.8307,153996.0
2022-09-06,54.7536,55.0331,53.8093,54.214,152990.0
2022-09-07,54.0887,54.5802,53.4431,53.8189,164679.0
2022-09-08,53.7226,54.0213,53.0287,53.7226,154088.0
2022-09-09,54.0502,55.0524,53.8671,54.5031,151013.0
2022-09-10,54.0502,55.0524,53.8671,54.5031,151013.0
2022-09-11,54.0502,55.0524,53.8671,54.5031,151013.0
2022-09-12,54.7633,55.8666,54.5802,55.1969,127849.0
2022-09-13,54.426,54.9416,53.3178,53.5587,152685.0
2022-09-14,53.4238,53.5298,52.7782,53.3757,149749.0
2022-09-15,53.1481,53.4047,52.3783,52.6155,150921.0
2022-09-16,52.4025,53.0852,51.7925,52.906,407907.0
2022-09-17,52.4025,53.0852,51.7925,52.906,407907.0
2022-09-18,52.4025,53.0852,51.7925,52.906,407907.0
2022-09-19,52.5962,53.1287,52.4025,52.8867,143837.0
2022-09-20,52.7221,52.7221,51.6763,52.1024,116938.0
2022-09-21,52.3444,53.5838,52.3444,52.6155,146142.0
2022-09-22,52.4219,52.4219,51.8119,52.054,128603.0
2022-09-23,51.7441,52.0636,51.2116,51.9959,169536.0
2022-09-24,51.7441,52.0636,51.2116,51.9959,169536.0
2022-09-25,51.7441,52.0636,51.2116,51.9959,169536.0
2022-09-26,51.7344,52.1314,50.7565,50.7758,161967.0
2022-09-27,51.2116,51.9668,51.0566,51.3084,171641.0
2022-09-28,51.473,52.6543,51.1777,52.3251,212427.0
2022-09-29,51.9862,52.4025,51.4294,52.1798,175359.0
2022-09-30,52.054,52.4994,51.1632,51.2019,196774.0
2022-10-01,52.054,52.4994,51.1632,51.2019,196774.0
2022-10-02,52.054,52.4994,51.1632,51.2019,196774.0
2022-10-03,51.8022,52.693,51.7925,52.509,138896.0
2022-10-04,53.1771,54.0728,53.1771,53.7775,137929.0
2022-10-05,53.3902,54.5811,53.3874,54.281,112487.0
2022-10-06,53.9614,54.7457,53.9614,54.1454,107756.0
2022-10-07,54.0389,54.0389,53.119,53.6322,164450.0
2022-10-08,54.0389,54.0389,53.119,53.6322,164450.0
2022-10-09,54.0389,54.0389,53.119,53.6322,164450.0
2022-10-10,53.8356,54.7845,53.8356,54.5037,106622.0
2022-10-11,54.5134,55.2008,54.3584,54.7554,149316.0
2022-10-12,54.6876,55.2202,54.3294,54.494,93585.0
2022-10-13,54.126,56.7791,53.6419,56.2078,133587.0
2022-10-14,56.3531,56.7985,55.6269,55.7527,145216.0
2022-10-15,56.3531,56.7985,55.6269,55.7527,145216.0
2022-10-16,56.3531,56.7985,55.6269,55.7527,145216.0
2022-10-17,56.1788,57.544,56.1788,57.3213,137626.0
2022-10-18,57.7474,58.2896,57.331,57.8829,108623.0
2022-10-19,57.4181,58.309,56.934,57.2923,167349.0
2022-10-20,57.5634,58.0863,56.9534,57.4278,161151.0
2022-10-21,57.5924,59.2966,57.3116,58.9964,151257.0
2022-10-22,57.5924,59.2966,57.3116,58.9964,151257.0
2022-10-23,57.5924,59.2966,57.3116,58.9964,151257.0
2022-10-24,59.4321,59.5483,58.9286,59.2385,108808.0
2022-10-25,59.0739,61.2283,59.0739,61.1072,149425.0
2022-10-26,61.1363,61.8528,60.4101,60.7006,304365.0
2022-10-27,60.7006,62.182,60.6231,61.3203,134602.0
2022-10-28,61.3299,63.189,61.3299,62.9469,132660.0
2022-10-29,61.3299,63.189,61.3299,62.9469,132660.0
2022-10-30,61.3299,63.189,61.3299,62.9469,132660.0
2022-10-31,63.0728,63.1503,61.8722,62.6177,199812.0
2022-11-01,62.7436,63.0244,61.0782,61.3203,203256.0
2022-11-02,60.8652,61.4849,59.0448,59.0448,198833.0
2022-11-03,59.0642,59.7323,55.9657,56.1981,183523.0
2022-11-04,56.3143,56.7549,54.7796,56.1304,162071.0
2022-11-05,56.3143,56.7549,54.7796,56.1304,162071.0
2022-11-06,56.3143,56.7549,54.7796,56.1304,162071.0
2022-11-07,55.9173,57.3794,54.983,57.0212,152075.0
2022-11-08,57.1664,57.3213,55.8108,56.1207,207994.0
2022-11-09,56.1691,56.3143,54.8861,55.0556,125231.0
2022-11-10,56.6823,57.9023,56.3821,57.4956,138487.0
2022-11-11,57.7086,57.9991,57.1858,57.7086,143365.0
2022-11-12,57.7086,57.9991,57.1858,57.7086,143365.0
2022-11-13,57.7086,57.9991,57.1858,57.7086,143365.0
2022-11-14,57.3116,59.1029,57.0647,58.367,124090.0
2022-11-15,58.8899,59.2579,57.6021,58.1928,116792.0
2022-11-16,58.125,58.7737,58.0088,58.4542,150390.0
2022-11-17,57.7861,58.2121,56.721,57.8151,143910.0
2022-11-18,58.4736,58.8609,56.4015,57.5924,165351.0
2022-11-19,58.4736,58.8609,56.4015,57.5924,165351.0
2022-11-20,58.4736,58.8609,56.4015,57.5924,165351.0
2022-11-21,57.544,58.2847,57.3504,57.4956,93898.0
2022-11-22,58.3574,59.6645,57.6699,59.5677,111029.0
2022-11-23,59.2482,60.1099,58.8512,59.3644,337999.0
2022-11-24,59.2482,60.1099,58.8512,59.3644,337999.0
2022-11-25,59.0061,59.7226,58.9577,59.1223,63940.0
2022-11-26,59.0061,59.7226,58.9577,59.1223,63940.0
2022-11-27,59.0061,59.7226,58.9577,59.1223,63940.0
2022-11-28,58.8705,60.8313,58.7253,58.9383,120220.0
2022-11-29,58.8221,59.1513,58.4445,58.5801,89210.0
2022-11-30,58.309,60.1002,58.0475,59.8775,287124.0
2022-12-01,60.0325,60.3229,59.3644,59.9647,209204.0
2022-12-02,59.3159,60.1777,59.1998,59.558,142321.0
2022-12-03,59.3159,60.1777,59.1998,59.558,142321.0
2022-12-04,59.3159,60.1777,59.1998,59.558,142321.0
2022-12-05,58.9771,59.0739,56.6435,56.8759,170898.0
2022-12-06,56.6048,56.6629,55.6946,55.927,175811.0
2022-12-07,55.8592,56.4886,55.2395,55.5107,192324.0
2022-12-08,55.4526,56.0432,55.0072,55.7721,206671.0
2022-12-09,55.4816,55.4913,54.6295,54.7264,221853.0
2022-12-10,55.4816,55.4913,54.6295,54.7264,221853.0
2022-12-11,55.4816,55.4913,54.6295,54.7264,221853.0
2022-12-12,54.7457,56.4208,53.8937,56.4208,238495.0
2022-12-13,57.6408,58.2412,56.0335,56.1304,268170.0
2022-12-14,56.0432,56.4063,54.5957,55.0846,208457.0
2022-12-15,54.7198,55.5467,54.1361,54.5155,231070.0
2022-12-16,54.2042,54.5934,53.3676,53.7568,1186787.0
2022-12-17,54.2042,54.5934,53.3676,53.7568,1186787.0
2022-12-18,54.2042,54.5934,53.3676,53.7568,1186787.0
2022-12-19,53.4746,54.3793,53.2704,54.1751,209782.0
2022-12-20,54.0875,54.535,53.8929,53.9513,133590.0
2022-12-21,54.0972,54.8706,53.9708,54.6712,128363.0
2022-12-22,54.3891,54.5836,53.6498,54.4961,146489.0
2022-12-23,54.4183,55.5272,54.3404,55.2743,90592.0
2022-12-24,54.4183,55.5272,54.3404,55.2743,90592.0
2022-12-25,54.4183,55.5272,54.3404,55.2743,90592.0
2022-12-26,54.4183,55.5272,54.3404,55.2743,90592.0
2022-12-27,55.177,55.8483,54.6323,55.7704,63317.0
2022-12-28,55.7315,56.1109,54.6128,54.6712,69160.0
2022-12-29,54.8366,56.1012,54.5204,55.644,265426.0
2022-12-30,55.5759,55.8872,55.0895,55.644,129975.0
2022-12-31,55.5759,55.8872,55.0895,55.644,129975.0
2023-01-01,55.5759,55.8872,55.0895,55.644,129975.0
2023-01-02,55.5759,55.8872,55.0895,55.644,129975.0
2023-01-03,56.0915,57.0789,55.6343,56.6751,259253.0
2023-01-04,56.6751,57.8717,56.4806,57.2296,143736.0
2023-01-05,56.9864,57.288,56.3152,57.0448,107617.0
2023-01-06,57.4047,57.9495,57.1421,57.4826,155477.0
2023-01-07,57.4047,57.9495,57.1421,57.4826,155477.0
2023-01-08,57.4047,57.9495,57.1421,57.4826,155477.0
2023-01-09,57.716,57.716,55.965,55.965,84518.0
2023-01-10,56.0817,56.5098,55.4202,55.43,105434.0
2023-01-11,55.7218,56.0817,55.5078,55.8677,95797.0
2023-01-12,56.1012,56.7141,55.537,56.6168,102914.0
2023-01-13,56.4806,57.0837,56.4611,56.8016,113203.0
2023-01-14,56.4806,57.0837,56.4611,56.8016,113203.0
2023-01-15,56.4806,57.0837,56.4611,56.8016,113203.0
2023-01-16,56.4806,57.0837,56.4611,56.8016,113203.0
2023-01-17,56.967,56.967,56.393,56.6849,75867.0
2023-01-18,56.6168,57.2005,56.3638,56.539,89507.0
2023-01-19,56.1596,56.9281,55.3813,55.4397,138720.0
2023-01-20,55.8483,56.5,55.3426,56.3638,106590.0
2023-01-21,55.8483,56.5,55.3426,56.3638,106590.0
2023-01-22,55.8483,56.5,55.3426,56.3638,106590.0
2023-01-23,56.3152,57.2102,56.3152,56.8113,89436.0
2023-01-24,56.6654,56.753,56.0331,56.6362,81402.0
2023-01-25,56.3055,57.2685,56.0428,57.2394,107520.0
2023-01-26,57.5798,57.8133,57.0351,57.8133,86173.0
2023-01-27,57.8036,57.9544,57.0156,57.0448,69888.0
2023-01-28,57.8036,57.9544,57.0156,57.0448,69888.0
2023-01-29,57.8036,57.9544,57.0156,57.0448,69888.0
2023-01-30,56.9183,57.5896,56.5973,56.6654,107183.0
2023-01-31,56.9086,58.29,56.9086,58.0468,207743.0
2023-02-01,58.0468,59.399,57.7452,59.2822,164161.0
2023-02-02,59.0974,60.7609,58.0565,60.2356,200513.0
2023-02-03,59.9632,60.3718,59.5157,59.9632,176299.0
2023-02-04,59.9632,60.3718,59.5157,59.9632,176299.0
2023-02-05,59.9632,60.3718,59.5157,59.9632,176299.0
2023-02-06,59.9048,60.0216,59.0196,59.1752,121028.0
2023-02-07,58.7472,59.7589,56.787,59.5157,129893.0
2023-02-08,59.1655,59.5984,58.8639,58.932,117420.0
2023-02-09,59.3503,59.4963,58.6402,58.6402,108371.0
2023-02-10,58.2024,59.3503,57.2102,59.0293,87414.0
2023-02-11,58.2024,59.3503,57.2102,59.0293,87414.0
2023-02-12,58.2024,59.3503,57.2102,59.0293,87414.0
2023-02-13,59.078,59.4865,59.0099,59.3406,136493.0
2023-02-14,59.1363,59.3017,57.9106,58.183,113007.0
2023-02-15,58.0273,58.5721,56.6724,58.2413,93035.0
2023-02-16,57.8328,59.0974,57.2199,58.29,152236.0
2023-02-17,58.4456,59.1023,58.2705,58.8931,138400.0
2023-02-18,58.4456,59.1023,58.2705,58.8931,138400.0
2023-02-19,58.4456,59.1023,58.2705,58.8931,138400.0
2023-02-20,58.4456,59.1023,58.2705,58.8931,138400.0
2023-02-21,58.4554,58.6305,57.823,58.1635,133160.0
2023-02-22,57.9592,58.2024,56.4465,57.181,171602.0
2023-02-23,57.2491,57.5409,55.9893,56.0915,206417.0
2023-02-24,55.6537,55.8872,55.1041,55.4202,157624.0
2023-02-25,55.6537,55.8872,55.1041,55.4202,157624.0
2023-02-26,55.6537,55.8872,55.1041,55.4202,157624.0
2023-02-27,55.644,55.8288,54.9727,55.284,162594.0
2023-02-28,55.1479,55.2889,54.5544,54.6712,299344.0
2023-03-01,54.6128,55.8094,54.1945,55.6343,138391.0
2023-03-02,55.3327,55.6148,54.8122,55.4689,131656.0
2023-03-03,55.6732,55.8872,55.0992,55.5467,115638.0
2023-03-04,55.6732,55.8872,55.0992,55.5467,115638.0
2023-03-05,55.6732,55.8872,55.0992,55.5467,115638.0
2023-03-06,55.4786,55.8288,54.0875,54.3502,302272.0
2023-03-07,54.6031,54.642,53.426,53.8151,181743.0
2023-03-08,53.961,54.4669,53.1731,54.3502,115255.0
2023-03-09,54.0972,54.1945,51.8598,51.8987,127196.0
2023-03-10,51.568,51.602,50.6924,51.0037,125737.0
2023-03-11,51.568,51.602,50.6924,51.0037,125737.0
2023-03-12,51.568,51.602,50.6924,51.0037,125737.0
2023-03-13,50.7119,50.7119,48.6496,48.8733,174286.0
2023-03-14,49.8947,50.099,48.7274,49.1262,153762.0
2023-03-15,48.2702,49.1457,47.8616,48.9998,194919.0
2023-03-16,48.4618,50.9367,47.9531,50.5552,235989.0
2023-03-17,50.6334,51.6801,50.34,50.5063,872959.0
2023-03-18,50.6334,51.6801,50.34,50.5063,872959.0
2023-03-19,50.6334,51.6801,50.34,50.5063,872959.0
2023-03-20,50.8389,52.1986,49.7237,52.0225,272237.0
2023-03-21,52.3258,52.9225,51.6753,52.1204,375428.0
2023-03-22,51.9541,52.7562,50.8682,50.8976,174818.0
2023-03-23,50.8976,51.4356,50.3693,50.4769,181400.0
2023-03-24,50.3497,51.0052,50.0563,50.7997,168435.0
2023-03-25,50.3497,51.0052,50.0563,50.7997,168435.0
2023-03-26,50.3497,51.0052,50.0563,50.7997,168435.0
2023-03-27,51.3084,51.5334,50.9758,51.1128,179910.0
2023-03-28,51.1128,51.641,50.8878,51.416,186145.0
2023-03-29,51.6117,52.2182,50.9563,51.6312,385930.0
2023-03-30,51.8073,52.3453,51.4356,51.8171,132906.0
2023-03-31,52.2573,52.7122,51.8073,52.5312,165548.0
2023-04-01,52.2573,52.7122,51.8073,52.5312,165548.0
2023-04-02,52.2573,52.7122,51.8073,52.5312,165548.0
2023-04-03,52.4432,52.7366,51.2644,52.6682,145214.0
2023-04-04,53.0203,53.5584,52.1693,53.0888,144481.0
2023-04-05,52.8736,53.1377,52.1204,52.6095,136443.0
2023-04-06,52.7464,53.3236,52.453,53.2453,80403.0
2023-04-07,52.7464,53.3236,52.453,53.2453,80403.0
2023-04-08,52.7464,53.3236,52.453,53.2453,80403.0
2023-04-09,52.7464,53.3236,52.453,53.2453,80403.0
2023-04-10,52.8932,53.2551,52.6388,52.991,106509.0
2023-04-11,53.079,53.4729,52.7856,52.8442,84122.0
2023-04-12,53.079,53.1651,52.3453,52.3649,135809.0
2023-04-13,52.7366,53.6268,52.3332,53.6073,118750.0
2023-04-14,53.7344,54.1649,52.4432,52.8247,72832.0
2023-04-15,53.7344,54.1649,52.4432,52.8247,72832.0
2023-04-16,53.7344,54.1649,52.4432,52.8247,72832.0
2023-04-17,53.0399,53.2453,52.5997,53.1377,83203.0
2023-04-18,53.1964,53.6855,52.1693,52.4823,61469.0
2023-04-19,52.2182,52.3062,51.6704,51.6899,96161.0
2023-04-20,51.5823,52.0617,51.2546,51.6704,79890.0
2023-04-21,51.6704,51.7878,51.0932,51.2302,63867.0
2023-04-22,51.6704,51.7878,51.0932,51.2302,63867.0
2023-04-23,51.6704,51.7878,51.0932,51.2302,63867.0
2023-04-24,51.4552,51.9785,50.9563,51.0932,109437.0
2023-04-25,50.8878,50.9122,50.1052,50.2617,89197.0
2023-04-26,49.9389,50.8095,49.6552,49.9389,163566.0
2023-04-27,50.1834,51.1226,50.0856,51.103,111220.0
2023-04-28,51.2008,53.0497,50.4182,51.5334,132225.0
2023-04-29,51.2008,53.0497,50.4182,51.5334,132225.0
2023-04-30,51.2008,53.0497,50.4182,51.5334,132225.0
2023-05-01,51.4454,52.1595,51.0394,51.4845,88653.0
2023-05-02,51.2497,51.2497,49.7824,50.1834,108623.0
2023-05-03,50.0465,51.0247,49.9095,49.9291,251965.0
2023-05-04,50.1932,51.0834,47.5324,48.6085,227917.0
2023-05-05,49.215,49.6454,48.3052,48.7944,137148.0
2023-05-06,49.215,49.6454,48.3052,48.7944,137148.0
2023-05-07,49.215,49.6454,48.3052,48.7944,137148.0
2023-05-08,48.7552,48.7552,47.5324,47.6792,176610.0
2023-05-09,47.6987,48.1976,47.1314,48.1292,157966.0
2023-05-10,48.6085,48.7748,48.1634,48.5302,104599.0
2023-05-11,48.0802,48.1145,47.3955,48.0118,81406.0
2023-05-12,48.3737,48.8335,48.3248,48.677,112255.0
2023-05-13,48.3737,48.8335,48.3248,48.677,112255.0
2023-05-14,48.3737,48.8335,48.3248,48.677,112255.0
2023-05-15,48.7063,48.8966,48.0025,48.2759,90925.0
2023-05-16,48.1292,48.3444,47.8846,48.227,80366.0
2023-05-17,48.5302,48.6085,47.6596,47.8944,168892.0
2023-05-18,47.6987,48.1096,47.5422,48.0118,140685.0
2023-05-19,48.3835,48.4324,48.1194,48.2955,198592.0
2023-05-20,48.3835,48.4324,48.1194,48.2955,198592.0
2023-05-21,48.3835,48.4324,48.1194,48.2955,198592.0
2023-05-22,48.4422,48.5107,47.6009,48.4422,151018.0
2023-05-23,48.4128,48.9411,48.1683,48.5694,158131.0
2023-05-24,48.5302,48.5302,47.64,47.9433,150055.0
2023-05-25,47.865,47.865,46.7205,46.8183,114186.0
2023-05-26,46.6716,47.3368,46.6585,47.2683,114976.0
2023-05-27,46.6716,47.3368,46.6585,47.2683,114976.0
2023-05-28,46.6716,47.3368,46.6585,47.2683,114976.0
2023-05-29,46.6716,47.3368,46.6585,47.2683,114976.0
2023-05-30,47.3172,47.3563,46.564,46.7596,99862.0
2023-05-31,46.789,47.2194,46.0113,46.9357,624211.0
2023-06-01,47.1118,48.024,46.4368,47.9531,160195.0
2023-06-02,48.4618,49.7922,47.9139,49.7432,302469.0
2023-06-03,48.4618,49.7922,47.9139,49.7432,302469.0
2023-06-04,48.4618,49.7922,47.9139,49.7432,302469.0
2023-06-05,49.4498,49.4498,48.0705,48.1976,179453.0
2023-06-06,48.1781,49.0585,47.8455,48.8922,269707.0
2023-06-07,49.1759,50.0758,48.9802,49.4987,291572.0
2023-06-08,49.4987,49.4987,48.5273,48.6183,168968.0
2023-06-09,48.4128,49.127,48.3639,48.9117,152868.0
2023-06-10,48.4128,49.127,48.3639,48.9117,152868.0
2023-06-11,48.4128,49.127,48.3639,48.9117,152868.0
2023-06-12,48.8335,49.6444,48.134,49.5965,139352.0
2023-06-13,49.6748,50.428,49.3617,49.9193,209461.0
2023-06-14,49.9878,50.3791,48.3835,48.5694,259107.0
2023-06-15,48.5595,49.681,48.4808,49.6712,144255.0
2023-06-16,49.6515,50.655,49.2678,49.8581,420067.0
2023-06-17,49.6515,50.655,49.2678,49.8581,420067.0
2023-06-18,49.6515,50.655,49.2678,49.8581,420067.0
2023-06-19,49.6515,50.655,49.2678,49.8581,420067.0
2023-06-20,49.8483,50.0745,49.0932,49.9171,214807.0
2023-06-21,50.1532,51.6584,49.74,51.4715,182080.0
2023-06-22,51.501,51.6387,50.3697,50.7041,147535.0
2023-06-23,50.3697,51.4321,50.3697,50.3992,475065.0
2023-06-24,50.3697,51.4321,50.3697,50.3992,475065.0
2023-06-25,50.3697,51.4321,50.3697,50.3992,475065.0
2023-06-26,50.2516,50.7484,49.74,50.5467,194561.0
2023-06-27,50.655,51.3436,50.1778,51.0583,122984.0
2023-06-28,51.0977,51.1518,50.1458,50.5664,229310.0
2023-06-29,50.6058,51.8158,50.3008,51.7273,112132.0
2023-06-30,52.0126,52.2585,51.6683,51.8847,158049.0
2023-07-01,52.0126,52.2585,51.6683,51.8847,158049.0
2023-07-02,52.0126,52.2585,51.6683,51.8847,158049.0
2023-07-03,51.6683,52.1011,51.2452,51.7568,86166.0
2023-07-04,51.6683,52.1011,51.2452,51.7568,86166.0
2023-07-05,51.5108,51.5108,50.6451,51.2944,331261.0
2023-07-06,50.9894,51.3338,50.5467,50.8419,108506.0
2023-07-07,50.7238,51.0681,50.5763,50.832,93577.0
2023-07-08,50.7238,51.0681,50.5763,50.832,93577.0
2023-07-09,50.7238,51.0681,50.5763,50.832,93577.0
2023-07-10,50.773,51.7863,50.773,51.078,91678.0
2023-07-11,51.078,51.3092,50.773,51.0091,87158.0
2023-07-12,51.6781,51.6781,50.9009,50.9698,143791.0
2023-07-13,50.9304,51.6486,50.9304,51.3534,136082.0
2023-07-14,51.2846,51.8355,50.6992,51.5404,133467.0
2023-07-15,51.2846,51.8355,50.6992,51.5404,133467.0
2023-07-16,51.2846,51.8355,50.6992,51.5404,133467.0
2023-07-17,51.3633,51.747,50.9403,51.0878,88814.0
2023-07-18,50.9698,51.7224,50.7533,51.1764,69811.0
2023-07-19,51.0977,51.7076,50.9726,51.6978,113578.0
2023-07-20,51.8552,51.8552,51.2354,51.6289,76483.0
2023-07-21,51.9142,52.0716,51.0878,51.9831,126495.0
2023-07-22,51.9142,52.0716,51.0878,51.9831,126495.0
2023-07-23,51.9142,52.0716,51.0878,51.9831,126495.0
2023-07-24,51.8453,52.4356,51.7273,52.2585,86236.0
2023-07-25,52.0814,52.4356,51.7371,52.4061,116999.0
2023-07-26,52.2684,52.6127,51.9339,52.1897,78012.0
2023-07-27,52.1405,52.475,50.7435,50.8419,95520.0
2023-07-28,51.0681,51.3043,50.4385,50.5271,86544.0
2023-07-29,51.0681,51.3043,50.4385,50.5271,86544.0
2023-07-30,51.0681,51.3043,50.4385,50.5271,86544.0
2023-07-31,50.4976,50.9698,50.468,50.7533,160744.0
2023-08-01,50.6746,51.1026,50.4287,50.714,81681.0
2023-08-02,50.6254,51.8257,49.9958,51.7371,262116.0
2023-08-03,67.3793,68.2253,57.4726,58.6039,585852.0
2023-08-04,58.5154,58.5842,53.5965,53.6752,559239.0
2023-08-05,58.5154,58.5842,53.5965,53.6752,559239.0
2023-08-06,58.5154,58.5842,53.5965,53.6752,559239.0
2023-08-07,53.6752,54.8202,53.3624,53.6948,206917.0
2023-08-08,53.321,53.8621,52.9767,53.6653,112151.0
2023-08-09,53.3997,54.472,53.0701,54.0097,203768.0
2023-08-10,53.931,54.8164,53.931,54.1474,115234.0
2023-08-11,53.8129,55.1017,53.8129,55.0721,163574.0
2023-08-12,53.8129,55.1017,53.8129,55.0721,163574.0
