,CNP US Equity,CNP US Equity,CNP US Equity,CNP US Equity,CNP US Equity
2020-02-18,24.1738,24.3428,23.9737,24.0849,5284771.0
2020-02-19,24.0399,24.1478,23.5859,23.7612,6321008.0
2020-02-20,23.6713,23.7253,22.9521,23.1229,9634507.0
2020-02-21,23.033,23.1769,22.6824,22.7184,13501852.0
2020-02-22,23.033,23.1769,22.6824,22.7184,13501852.0
2020-02-23,23.033,23.1769,22.6824,22.7184,13501852.0
2020-02-24,22.5385,22.7453,22.2419,22.6734,6522783.0
2020-02-25,22.6824,22.8802,21.9812,22.0171,6731368.0
2020-02-26,22.0261,22.2464,21.6126,21.6485,5898577.0
2020-02-27,21.6755,22.7723,21.217,21.7204,12105527.0
2020-02-28,21.3428,21.3878,20.2101,20.6955,12507089.0
2020-02-29,21.3428,21.3878,20.2101,20.6955,12507089.0
2020-03-01,21.3428,21.3878,20.2101,20.6955,12507089.0
2020-03-02,20.7495,21.3518,20.4888,21.3518,7324576.0
2020-03-03,21.2529,21.7384,20.4978,20.7675,10594041.0
2020-03-04,20.9203,21.5316,20.6454,21.4148,6441580.0
2020-03-05,21.0641,21.1001,20.2191,20.3809,9387450.0
2020-03-06,19.7785,19.8774,18.8166,19.374,11016933.0
2020-03-07,19.7785,19.8774,18.8166,19.374,11016933.0
2020-03-08,19.7785,19.8774,18.8166,19.374,11016933.0
2020-03-09,18.5559,19.374,15.4273,16.2094,11313732.0
2020-03-10,16.7488,16.9107,15.661,16.8208,14277218.0
2020-03-11,16.2903,16.4072,15.252,15.8768,16348938.0
2020-03-12,14.6901,14.744,13.1527,13.3685,13138119.0
2020-03-13,13.9978,14.1462,12.5863,13.9798,11802129.0
2020-03-14,13.9978,14.1462,12.5863,13.9798,11802129.0
2020-03-15,13.9978,14.1462,12.5863,13.9798,11802129.0
2020-03-16,12.7751,12.9909,11.103,11.2198,12262417.0
2020-03-17,11.4626,13.1797,10.9771,13.1707,12252316.0
2020-03-18,12.2807,12.4605,10.4916,11.2108,9909666.0
2020-03-19,11.103,11.4536,10.4107,10.9951,6883796.0
2020-03-20,11.2288,12.3436,10.5006,11.2198,16152247.0
2020-03-21,11.2288,12.3436,10.5006,11.2198,16152247.0
2020-03-22,11.2288,12.3436,10.5006,11.2198,16152247.0
2020-03-23,11.1209,11.5615,10.7254,10.8782,7791015.0
2020-03-24,11.7772,12.4695,11.5929,12.2537,6956767.0
2020-03-25,12.5684,14.1596,11.7503,13.6022,10463367.0
2020-03-26,13.6382,14.5912,13.5034,14.2855,9138008.0
2020-03-27,13.6832,15.3059,13.5573,14.6541,9872319.0
2020-03-28,13.6832,15.3059,13.5573,14.6541,9872319.0
2020-03-29,13.6832,15.3059,13.5573,14.6541,9872319.0
2020-03-30,14.744,14.8789,13.9529,14.5912,7026604.0
2020-03-31,14.4473,14.5822,13.7915,13.8899,8538189.0
2020-04-01,12.9909,13.1078,12.2717,12.6942,9715373.0
2020-04-02,12.4155,13.2157,12.2088,12.7032,18760792.0
2020-04-03,12.5684,12.7392,11.7413,12.0829,18401710.0
2020-04-04,12.5684,12.7392,11.7413,12.0829,18401710.0
2020-04-05,12.5684,12.7392,11.7413,12.0829,18401710.0
2020-04-06,12.6043,13.9079,12.4515,13.7551,8633777.0
2020-04-07,14.7979,14.9688,13.836,13.9079,10940913.0
2020-04-08,14.1147,15.189,13.872,15.1216,7016398.0
2020-04-09,15.4632,16.3982,15.4632,16.0116,10495753.0
2020-04-10,15.4632,16.3982,15.4632,16.0116,10495753.0
2020-04-11,15.4632,16.3982,15.4632,16.0116,10495753.0
2020-04-12,15.4632,16.3982,15.4632,16.0116,10495753.0
2020-04-13,16.0746,16.1105,15.0587,15.1845,6616241.0
2020-04-14,15.5082,15.688,15.1036,15.2834,5513658.0
2020-04-15,14.6002,14.744,14.1417,14.2675,8433517.0
2020-04-16,14.2945,14.5013,13.8989,14.1956,5809475.0
2020-04-17,14.6811,15.1935,14.6092,14.8609,7588246.0
2020-04-18,14.6811,15.1935,14.6092,14.8609,7588246.0
2020-04-19,14.6811,15.1935,14.6092,14.8609,7588246.0
2020-04-20,14.3394,14.6991,14.0428,14.1596,6976788.0
2020-04-21,13.7461,14.2046,13.6472,13.9439,5108866.0
2020-04-22,14.2855,14.744,13.7641,14.5552,5985898.0
2020-04-23,14.6092,15.0137,14.5732,14.762,7125196.0
2020-04-24,14.8519,15.0856,14.5237,14.9957,5995572.0
2020-04-25,14.8519,15.0856,14.5237,14.9957,5995572.0
2020-04-26,14.8519,15.0856,14.5237,14.9957,5995572.0
2020-04-27,15.0856,15.643,15.0227,15.5711,5612726.0
2020-04-28,15.9847,16.2993,15.5262,15.652,5047978.0
2020-04-29,16.2094,16.3443,15.8049,15.9037,4675194.0
2020-04-30,15.7419,15.7644,15.0766,15.3104,6477489.0
2020-05-01,14.9957,15.0407,14.5372,14.7979,3554063.0
2020-05-02,14.9957,15.0407,14.5372,14.7979,3554063.0
2020-05-03,14.9957,15.0407,14.5372,14.7979,3554063.0
2020-05-04,14.6271,14.735,14.1596,14.708,4730445.0
2020-05-05,14.9238,15.1036,14.6811,14.735,3896801.0
2020-05-06,14.8339,14.8878,14.3215,14.3664,6115711.0
2020-05-07,15.8049,17.1894,15.7599,16.0116,27800323.0
2020-05-08,16.2634,16.7938,16.2634,16.7129,17847661.0
2020-05-09,16.2634,16.7938,16.2634,16.7129,17847661.0
2020-05-10,16.2634,16.7938,16.2634,16.7129,17847661.0
2020-05-11,16.5331,16.623,16.0296,16.3443,9988045.0
2020-05-12,16.1285,16.4162,15.9936,15.9936,16858156.0
2020-05-13,15.8498,15.8858,14.9508,15.1935,8421617.0
2020-05-14,14.9778,15.5801,14.7395,15.5351,14667834.0
2020-05-15,15.3823,15.4857,14.8834,15.1036,13774155.0
2020-05-16,15.3823,15.4857,14.8834,15.1036,13774155.0
2020-05-17,15.3823,15.4857,14.8834,15.1036,13774155.0
2020-05-18,15.8678,16.0925,15.643,15.7239,12625821.0
2020-05-19,15.5981,15.652,15.1845,15.3194,7583402.0
2020-05-20,15.528,15.6913,15.2831,15.3466,8979023.0
2020-05-21,15.3647,15.5507,15.1471,15.2015,6678326.0
2020-05-22,15.2196,15.3919,15.1652,15.3466,6535276.0
2020-05-23,15.2196,15.3919,15.1652,15.3466,6535276.0
2020-05-24,15.2196,15.3919,15.1652,15.3466,6535276.0
2020-05-25,15.2196,15.3919,15.1652,15.3466,6535276.0
2020-05-26,15.9089,16.172,15.791,15.8636,9083965.0
2020-05-27,16.3443,16.4441,15.8137,15.8727,8866155.0
2020-05-28,16.172,16.435,15.9089,16.3443,8638896.0
2020-05-29,16.2173,16.3216,15.7457,16.1266,12805887.0
2020-05-30,16.2173,16.3216,15.7457,16.1266,12805887.0
2020-05-31,16.2173,16.3216,15.7457,16.1266,12805887.0
2020-06-01,16.1266,16.5529,16.0631,16.3715,7149212.0
2020-06-02,16.3534,16.5711,16.2627,16.4169,10456311.0
2020-06-03,16.6618,16.9429,16.6255,16.7434,9318115.0
2020-06-04,16.6527,16.6663,16.172,16.3715,8684909.0
2020-06-05,16.8522,17.215,16.5166,16.5529,14693641.0
2020-06-06,16.8522,17.215,16.5166,16.5529,14693641.0
2020-06-07,16.8522,17.215,16.5166,16.5529,14693641.0
2020-06-08,16.689,17.528,16.6708,17.3148,16830745.0
2020-06-09,17.0064,17.0699,16.5484,16.8976,14122386.0
2020-06-10,16.9792,17.0926,16.5076,16.6799,10804903.0
2020-06-11,15.9543,16.2627,15.7638,16.1176,14137854.0
2020-06-12,16.6527,16.8704,16.0813,16.3262,10230380.0
2020-06-13,16.6527,16.8704,16.0813,16.3262,10230380.0
2020-06-14,16.6527,16.8704,16.0813,16.3262,10230380.0
2020-06-15,15.8727,16.8658,15.7275,16.5711,9072659.0
2020-06-16,17.1788,17.5416,16.6255,16.6799,8157375.0
2020-06-17,16.7797,16.8885,16.4668,16.7434,8001568.0
2020-06-18,16.5801,16.9021,16.5348,16.6436,9331133.0
2020-06-19,16.9157,16.9157,16.1266,16.1357,21466316.0
2020-06-20,16.9157,16.9157,16.1266,16.1357,21466316.0
2020-06-21,16.9157,16.9157,16.1266,16.1357,21466316.0
2020-06-22,16.0541,16.4531,15.9498,16.3715,8486997.0
2020-06-23,16.5711,16.6618,16.2672,16.4894,6500201.0
2020-06-24,16.299,16.8159,16.2173,16.6255,12808369.0
2020-06-25,16.5166,16.6345,16.2264,16.4622,9782203.0
2020-06-26,16.3534,16.4259,15.8999,16.0541,14146216.0
2020-06-27,16.3534,16.4259,15.8999,16.0541,14146216.0
2020-06-28,16.3534,16.4259,15.8999,16.0541,14146216.0
2020-06-29,16.2445,16.8885,16.0767,16.8885,9176285.0
2020-06-30,16.8976,17.0563,16.6799,16.9339,6321113.0
2020-07-01,16.9611,17.6005,16.9293,17.4781,10663654.0
2020-07-02,17.6685,17.9361,17.596,17.6504,7950045.0
2020-07-03,17.6685,17.9361,17.596,17.6504,7950045.0
2020-07-04,17.6685,17.9361,17.596,17.6504,7950045.0
2020-07-05,17.6685,17.9361,17.596,17.6504,7950045.0
2020-07-06,17.9134,18.0948,17.5234,17.7774,7024498.0
2020-07-07,17.596,17.8001,17.4509,17.6776,5533553.0
2020-07-08,17.6504,17.6685,17.4418,17.5325,5555182.0
2020-07-09,17.4327,17.4418,16.7887,17.1878,14225332.0
2020-07-10,17.2332,17.5506,17.1878,17.4781,4330207.0
2020-07-11,17.2332,17.5506,17.1878,17.4781,4330207.0
2020-07-12,17.2332,17.5506,17.1878,17.4781,4330207.0
2020-07-13,17.5053,17.6912,17.3511,17.4236,6914832.0
2020-07-14,17.4418,17.7592,17.3964,17.4871,11003904.0
2020-07-15,17.7411,18.0087,17.4871,17.5053,5236917.0
2020-07-16,17.5053,17.6595,17.2785,17.4962,4771431.0
2020-07-17,17.5778,18.0858,17.5007,18.0132,7708277.0
2020-07-18,17.5778,18.0858,17.5007,18.0132,7708277.0
2020-07-19,17.5778,18.0858,17.5007,18.0132,7708277.0
2020-07-20,18.0132,18.122,17.2831,17.3964,4760133.0
2020-07-21,17.4599,17.6141,17.2876,17.596,6556593.0
2020-07-22,17.4962,18.2445,17.4236,18.1493,7282561.0
2020-07-23,18.1039,18.6708,18.0313,18.3307,5931013.0
2020-07-24,18.3579,18.4576,17.7955,17.9044,3685889.0
2020-07-25,18.3579,18.4576,17.7955,17.9044,3685889.0
2020-07-26,18.3579,18.4576,17.7955,17.9044,3685889.0
2020-07-27,17.8227,17.9044,17.1062,17.2967,7229926.0
2020-07-28,17.2422,17.7502,17.2332,17.5506,3973080.0
2020-07-29,17.6141,17.6595,17.3329,17.6232,4183700.0
2020-07-30,17.4146,17.4327,17.0246,17.3511,7231583.0
2020-07-31,17.3783,17.5007,16.689,17.2422,16893381.0
2020-08-01,17.3783,17.5007,16.689,17.2422,16893381.0
2020-08-02,17.3783,17.5007,16.689,17.2422,16893381.0
2020-08-03,17.1788,17.732,17.02,17.5234,5847185.0
2020-08-04,17.469,18.0676,17.469,17.6776,8598358.0
2020-08-05,17.8499,17.986,17.1425,17.2513,8742571.0
2020-08-06,17.2785,18.5982,17.2785,18.3851,11881251.0
2020-08-07,18.3125,18.7751,18.2762,18.5121,7286401.0
2020-08-08,18.3125,18.7751,18.2762,18.5121,7286401.0
2020-08-09,18.3125,18.7751,18.2762,18.5121,7286401.0
2020-08-10,18.6662,19.0835,18.5846,19.0291,4454734.0
2020-08-11,19.2467,19.4236,18.6828,18.6935,5286233.0
2020-08-12,18.893,19.0018,18.4939,18.503,8297450.0
2020-08-13,18.376,18.9293,18.376,18.8114,5698279.0
2020-08-14,18.7207,18.7297,18.3851,18.63,4585438.0
2020-08-15,18.7207,18.7297,18.3851,18.63,4585438.0
2020-08-16,18.7207,18.7297,18.3851,18.63,4585438.0
2020-08-17,18.63,18.8975,18.5574,18.7297,5438991.0
2020-08-18,18.7388,18.8386,18.24,18.3579,6967946.0
2020-08-19,18.4036,18.7142,18.3761,18.5041,3552909.0
2020-08-20,18.3944,18.4492,18.102,18.1111,5580896.0
2020-08-21,18.1934,18.3487,18.0015,18.0837,4430179.0
2020-08-22,18.1934,18.3487,18.0015,18.0837,4430179.0
2020-08-23,18.1934,18.3487,18.0015,18.0837,4430179.0
2020-08-24,18.1203,18.5132,18.102,18.4767,4113822.0
2020-08-25,18.632,18.632,18.1797,18.2848,3347613.0
2020-08-26,18.1751,18.1751,17.8644,17.9467,3582127.0
2020-08-27,17.9924,18.2025,17.9192,18.0563,3315715.0
2020-08-28,18.1386,18.2573,17.9192,18.2299,2492920.0
2020-08-29,18.1386,18.2573,17.9192,18.2299,2492920.0
2020-08-30,18.1386,18.2573,17.9192,18.2299,2492920.0
2020-08-31,18.2573,18.3944,18.166,18.3396,4348187.0
2020-09-01,18.1386,18.3167,18.038,18.2756,3018758.0
2020-09-02,18.2573,18.7736,18.1614,18.6868,3410418.0
2020-09-03,18.8148,18.961,18.2391,18.4127,3829367.0
2020-09-04,18.4858,18.5498,17.9101,18.1568,3613637.0
2020-09-05,18.4858,18.5498,17.9101,18.1568,3613637.0
2020-09-06,18.4858,18.5498,17.9101,18.1568,3613637.0
2020-09-07,18.4858,18.5498,17.9101,18.1568,3613637.0
2020-09-08,18.1203,18.2208,17.6451,17.6999,3899606.0
2020-09-09,17.8918,18.0243,17.7136,17.8461,6291175.0
2020-09-10,17.7822,18.0655,17.7274,17.773,3673315.0
2020-09-11,17.773,17.8736,17.5994,17.773,2795638.0
2020-09-12,17.773,17.8736,17.5994,17.773,2795638.0
2020-09-13,17.773,17.8736,17.5994,17.773,2795638.0
2020-09-14,17.8827,18.1447,17.7456,17.8553,4468843.0
2020-09-15,17.8918,17.9649,17.2339,17.371,4827483.0
2020-09-16,17.3801,18.0655,17.3801,18.038,7213172.0
2020-09-17,17.8827,17.8964,17.4806,17.6268,4768812.0
2020-09-18,17.5811,17.6268,17.2156,17.2979,10942126.0
2020-09-19,17.5811,17.6268,17.2156,17.2979,10942126.0
2020-09-20,17.5811,17.6268,17.2156,17.2979,10942126.0
2020-09-21,17.1334,17.5903,17.0603,17.2705,6933657.0
2020-09-22,17.2156,17.4624,17.1654,17.2796,3106514.0
2020-09-23,17.2979,17.4806,17.2156,17.2339,5520610.0
2020-09-24,17.1974,17.4852,16.9963,17.2705,4206943.0
2020-09-25,17.1334,17.3664,17.0557,17.3527,3570752.0
2020-09-26,17.1334,17.3664,17.0557,17.3527,3570752.0
2020-09-27,17.1334,17.3664,17.0557,17.3527,3570752.0
2020-09-28,17.5172,17.6314,17.3527,17.3801,3074222.0
2020-09-29,17.4624,17.5994,17.1608,17.3618,2858440.0
2020-09-30,17.4898,17.8096,17.4167,17.6817,5278770.0
2020-10-01,17.7639,17.8005,17.5355,17.7274,3313607.0
2020-10-02,17.5446,18.2573,17.4532,18.2117,5795606.0
2020-10-03,17.5446,18.2573,17.4532,18.2117,5795606.0
2020-10-04,17.5446,18.2573,17.4532,18.2117,5795606.0
2020-10-05,18.2939,18.4904,18.0106,18.4492,3382604.0
2020-10-06,18.5406,19.0158,18.3579,18.7965,5278933.0
2020-10-07,18.9153,19.1163,18.7051,18.8696,3957681.0
2020-10-08,18.9792,19.5184,18.897,19.4818,4644159.0
2020-10-09,19.5458,19.6783,19.3813,19.5275,5487967.0
2020-10-10,19.5458,19.6783,19.3813,19.5275,5487967.0
2020-10-11,19.5458,19.6783,19.3813,19.5275,5487967.0
2020-10-12,19.5549,19.9341,19.3904,19.7468,5879712.0
2020-10-13,19.5458,19.724,18.9792,19.0249,5772190.0
2020-10-14,19.0523,19.2442,18.8285,18.9975,2780164.0
2020-10-15,18.8148,19.1803,18.8148,19.1163,2189991.0
2020-10-16,19.1346,19.2991,18.865,19.0523,2424100.0
2020-10-17,19.1346,19.2991,18.865,19.0523,2424100.0
2020-10-18,19.1346,19.2991,18.865,19.0523,2424100.0
2020-10-19,18.9427,19.1985,18.9381,19.0066,3288445.0
2020-10-20,19.1163,20.0758,19.0179,19.5001,5832032.0
2020-10-21,19.4178,19.9387,19.3813,19.6737,5477761.0
2020-10-22,19.692,20.2265,19.5869,20.1671,3893285.0
2020-10-23,20.3956,20.5509,20.1123,20.3134,3794367.0
2020-10-24,20.3956,20.5509,20.1123,20.3134,3794367.0
2020-10-25,20.3956,20.5509,20.1123,20.3134,3794367.0
2020-10-26,19.9661,20.2768,19.8839,20.222,4626300.0
2020-10-27,20.3042,20.5235,20.1946,20.4047,5187188.0
2020-10-28,19.9022,20.3499,19.4178,19.4635,4814806.0
2020-10-29,19.3813,19.8016,19.0889,19.628,4505004.0
2020-10-30,19.6372,19.692,19.1894,19.3082,4946642.0
2020-10-31,19.6372,19.692,19.1894,19.3082,4946642.0
2020-11-01,19.6372,19.692,19.1894,19.3082,4946642.0
2020-11-02,19.5732,19.7011,19.2442,19.6189,5072541.0
2020-11-03,19.9113,20.2677,19.8016,19.9113,3983158.0
2020-11-04,19.8839,20.2859,19.6372,19.7011,4028940.0
2020-11-05,19.9661,21.1723,19.9661,20.7154,6296262.0
2020-11-06,20.752,20.9302,20.5144,20.889,4481422.0
2020-11-07,20.752,20.9302,20.5144,20.889,4481422.0
2020-11-08,20.752,20.9302,20.5144,20.889,4481422.0
2020-11-09,21.9307,22.2963,21.4556,21.684,9153592.0
2020-11-10,21.8394,22.0587,21.7114,22.0221,4763456.0
2020-11-11,22.0404,22.4562,21.9033,21.9947,5034666.0
2020-11-12,21.812,21.812,21.1175,21.419,3982359.0
2020-11-13,21.5561,22.1729,21.515,22.1592,4789592.0
2020-11-14,21.5561,22.1729,21.515,22.1592,4789592.0
2020-11-15,21.5561,22.1729,21.515,22.1592,4789592.0
2020-11-16,22.4973,22.945,22.4744,22.9268,8801697.0
2020-11-17,22.5887,23.2009,22.4973,22.9999,8909289.0
2020-11-18,23.1194,23.1377,21.8232,21.8324,6138313.0
2020-11-19,21.7037,21.86,21.2762,21.5382,6246573.0
2020-11-20,21.4647,21.7129,21.4003,21.5658,3871487.0
2020-11-21,21.4647,21.7129,21.4003,21.5658,3871487.0
2020-11-22,21.4647,21.7129,21.4003,21.5658,3871487.0
2020-11-23,21.6577,22.0622,21.6394,22.0438,5901937.0
2020-11-24,22.3288,22.5172,21.9611,22.3931,7894228.0
2020-11-25,22.4483,22.7011,22.315,22.531,3383538.0
2020-11-26,22.4483,22.7011,22.315,22.531,3383538.0
2020-11-27,22.6046,22.7057,22.099,22.1266,2954244.0
2020-11-28,22.6046,22.7057,22.099,22.1266,2954244.0
2020-11-29,22.6046,22.7057,22.099,22.1266,2954244.0
2020-11-30,22.0898,22.1817,21.2165,21.3176,9170950.0
2020-12-01,21.4923,21.7037,20.9867,20.9867,7136889.0
2020-12-02,20.9039,21.1062,20.5868,21.0786,5911658.0
2020-12-03,21.0418,21.2808,20.9131,20.9499,5976435.0
2020-12-04,20.9959,21.3268,20.9039,21.0143,3552972.0
2020-12-05,20.9959,21.3268,20.9039,21.0143,3552972.0
2020-12-06,20.9959,21.3268,20.9039,21.0143,3552972.0
2020-12-07,20.9223,21.6577,20.7844,21.2717,5138711.0
2020-12-08,21.1613,21.2349,20.6374,20.6833,4182881.0
2020-12-09,20.7844,20.8672,20.2237,20.4351,15465208.0
2020-12-10,20.3524,20.5179,19.9111,20.0398,6702194.0
2020-12-11,19.9571,20.2007,19.856,19.9939,4718778.0
2020-12-12,19.9571,20.2007,19.856,19.9939,4718778.0
2020-12-13,19.9571,20.2007,19.856,19.9939,4718778.0
2020-12-14,20.2237,20.2697,19.856,19.8928,5438979.0
2020-12-15,20.0031,20.4903,19.856,20.4443,4909574.0
2020-12-16,20.4719,20.5087,19.9755,20.1042,4051896.0
2020-12-17,20.2237,20.4719,20.095,20.1134,4021019.0
2020-12-18,20.141,20.2513,19.9479,20.1042,11279147.0
2020-12-19,20.141,20.2513,19.9479,20.1042,11279147.0
2020-12-20,20.141,20.2513,19.9479,20.1042,11279147.0
2020-12-21,19.8652,19.9111,19.2723,19.3504,5876897.0
2020-12-22,19.3504,19.4239,19.047,19.139,4981376.0
2020-12-23,19.3228,19.8698,19.3228,19.7641,4264387.0
2020-12-24,19.7365,19.8422,19.4975,19.8376,1011209.0
2020-12-25,19.7365,19.8422,19.4975,19.8376,1011209.0
2020-12-26,19.7365,19.8422,19.4975,19.8376,1011209.0
2020-12-27,19.7365,19.8422,19.4975,19.8376,1011209.0
2020-12-28,19.9295,20.0215,19.6813,19.6813,2874887.0
2020-12-29,19.81,19.9203,19.4791,19.5802,3866432.0
2020-12-30,19.5251,19.81,19.4607,19.6905,1767034.0
2020-12-31,19.6721,19.9341,19.5343,19.8928,1938096.0
2021-01-01,19.6721,19.9341,19.5343,19.8928,1938096.0
2021-01-02,19.6721,19.9341,19.5343,19.8928,1938096.0
2021-01-03,19.6721,19.9341,19.5343,19.8928,1938096.0
2021-01-04,19.9203,19.9847,19.4653,19.617,3967995.0
2021-01-05,19.6813,19.8882,19.4837,19.8284,3793536.0
2021-01-06,20.1502,20.3984,20.0582,20.1777,4349809.0
2021-01-07,20.1869,20.2421,19.1803,19.1941,6661072.0
2021-01-08,19.2493,19.2677,18.8632,19.0379,7833519.0
2021-01-09,19.2493,19.2677,18.8632,19.0379,7833519.0
2021-01-10,19.2493,19.2677,18.8632,19.0379,7833519.0
2021-01-11,18.9551,19.1849,18.9092,19.1114,3489957.0
2021-01-12,19.0746,19.2861,18.8632,19.0287,4201875.0
2021-01-13,18.9551,19.2493,18.8908,19.139,3229295.0
2021-01-14,19.139,19.2493,18.9184,19.1666,3707012.0
2021-01-15,19.5802,19.7825,19.2998,19.7273,5414309.0
2021-01-16,19.5802,19.7825,19.2998,19.7273,5414309.0
2021-01-17,19.5802,19.7825,19.2998,19.7273,5414309.0
2021-01-18,19.5802,19.7825,19.2998,19.7273,5414309.0
2021-01-19,19.856,20.0306,19.6538,19.9387,4188635.0
2021-01-20,19.7365,19.9755,19.5618,19.7457,3790852.0
2021-01-21,19.7825,20.0123,19.5618,19.9387,3683252.0
2021-01-22,19.8192,19.8468,19.5618,19.7089,2867132.0
2021-01-23,19.8192,19.8468,19.5618,19.7089,2867132.0
2021-01-24,19.8192,19.8468,19.5618,19.7089,2867132.0
2021-01-25,19.617,20.095,19.5343,19.9203,3758738.0
2021-01-26,19.9755,20.2743,19.8008,20.1777,3550870.0
2021-01-27,19.8744,20.0628,18.9689,19.1757,5307105.0
2021-01-28,19.3044,20.0766,19.2309,19.8376,4579546.0
2021-01-29,19.6813,19.9295,19.1436,19.3872,4984583.0
2021-01-30,19.6813,19.9295,19.1436,19.3872,4984583.0
2021-01-31,19.6813,19.9295,19.1436,19.3872,4984583.0
2021-02-01,19.571,19.856,19.3964,19.5251,3126409.0
2021-02-02,19.6997,20.0077,19.5618,19.7641,3703199.0
2021-02-03,19.7181,19.7641,19.2815,19.4423,3410534.0
2021-02-04,19.3964,19.7181,19.2401,19.6997,4175009.0
2021-02-05,19.8836,19.8836,19.5434,19.6721,2425131.0
2021-02-06,19.8836,19.8836,19.5434,19.6721,2425131.0
2021-02-07,19.8836,19.8836,19.5434,19.6721,2425131.0
2021-02-08,19.617,19.6997,19.2447,19.332,3873436.0
2021-02-09,19.3964,19.617,19.2447,19.5618,4505420.0
2021-02-10,19.6813,19.8146,19.5526,19.7273,2560963.0
2021-02-11,19.7457,19.8468,19.4699,19.5343,2229524.0
2021-02-12,19.4607,19.7089,19.3964,19.6538,3054163.0
2021-02-13,19.4607,19.7089,19.3964,19.6538,3054163.0
2021-02-14,19.4607,19.7089,19.3964,19.6538,3054163.0
2021-02-15,19.4607,19.7089,19.3964,19.6538,3054163.0
2021-02-16,19.6629,19.9111,19.5425,19.8008,5351219.0
2021-02-17,19.8935,20.0185,19.1525,19.9398,7147330.0
2021-02-18,19.912,20.4677,19.8564,20.1898,4639877.0
2021-02-19,20.1713,20.2917,19.8379,19.8471,3970807.0
2021-02-20,20.1713,20.2917,19.8379,19.8471,3970807.0
2021-02-21,20.1713,20.2917,19.8379,19.8471,3970807.0
2021-02-22,19.6156,19.7638,18.6802,19.1433,7743664.0
2021-02-23,19.1433,19.3933,19.0877,19.2452,4276326.0
2021-02-24,19.1618,19.6341,18.9951,19.2729,4136281.0
2021-02-25,19.2637,19.8657,18.0875,18.2912,9452578.0
2021-02-26,18.0875,18.3838,17.8837,18.0041,10415167.0
2021-02-27,18.0875,18.3838,17.8837,18.0041,10415167.0
2021-02-28,18.0875,18.3838,17.8837,18.0041,10415167.0
