,CNP US Equity,CNP US Equity,CNP US Equity,CNP US Equity,CNP US Equity
2022-05-02,29.1292,29.3761,28.3693,28.7018,7280718.0
2022-05-03,28.7682,29.4236,28.4358,29.0057,5954116.0
2022-05-04,29.2526,29.8082,29.1481,29.7655,6346659.0
2022-05-05,29.699,29.8225,29.0437,29.3856,5211608.0
2022-05-06,29.2241,29.5281,28.925,29.1861,6879570.0
2022-05-07,29.2241,29.5281,28.925,29.1861,6879570.0
2022-05-08,29.2241,29.5281,28.925,29.1861,6879570.0
2022-05-09,28.9867,29.2146,28.6923,28.8537,4673383.0
2022-05-10,28.9107,29.6135,28.4928,28.9487,6354721.0
2022-05-11,29.0152,29.604,28.8442,28.8727,6659047.0
2022-05-12,28.8347,28.9202,28.3076,28.8632,6077255.0
2022-05-13,29.0912,29.4901,28.8822,29.4711,3939524.0
2022-05-14,29.0912,29.4901,28.8822,29.4711,3939524.0
2022-05-15,29.0912,29.4901,28.8822,29.4711,3939524.0
2022-05-16,29.5281,29.661,29.2621,29.4141,4037243.0
2022-05-17,29.5755,29.794,29.1861,29.794,4379376.0
2022-05-18,29.9277,30.0136,29.221,29.2879,4447156.0
2022-05-19,29.116,29.4311,28.925,29.2783,3511007.0
2022-05-20,29.3356,29.3738,28.8629,29.2019,4105783.0
2022-05-21,29.3356,29.3738,28.8629,29.2019,4105783.0
2022-05-22,29.3356,29.3738,28.8629,29.2019,4105783.0
2022-05-23,29.5648,29.6937,29.307,29.4502,4598790.0
2022-05-24,29.4789,29.9659,29.3022,29.899,2445967.0
2022-05-25,29.899,30.4147,29.899,30.4051,4589403.0
2022-05-26,30.5197,30.7489,30.4529,30.5388,4165334.0
2022-05-27,30.4147,30.9686,30.3669,30.959,3395068.0
2022-05-28,30.4147,30.9686,30.3669,30.959,3395068.0
2022-05-29,30.4147,30.9686,30.3669,30.959,3395068.0
2022-05-30,30.4147,30.9686,30.3669,30.959,3395068.0
2022-05-31,30.6916,30.8778,30.3813,30.6057,5334646.0
2022-06-01,30.7871,30.7871,30.1951,30.6152,4849833.0
2022-06-02,30.6725,30.8253,30.1819,30.6534,6808911.0
2022-06-03,30.577,30.725,30.1569,30.2428,3572319.0
2022-06-04,30.577,30.725,30.1569,30.2428,3572319.0
2022-06-05,30.577,30.725,30.1569,30.2428,3572319.0
2022-06-06,30.4147,30.4242,30.0423,30.1187,5118518.0
2022-06-07,29.985,30.6582,29.9372,30.6248,3922784.0
2022-06-08,30.4051,30.4433,29.8656,29.899,2541944.0
2022-06-09,29.8895,29.985,29.2115,29.2306,3171885.0
2022-06-10,28.8868,29.1112,28.6481,28.7627,3853411.0
2022-06-11,28.8868,29.1112,28.6481,28.7627,3853411.0
2022-06-12,28.8868,29.1112,28.6481,28.7627,3853411.0
2022-06-13,28.3425,28.3902,27.2348,27.3493,6889202.0
2022-06-14,27.4544,27.5021,25.8835,26.3562,8627058.0
2022-06-15,26.5949,27.3207,26.4517,26.8528,5867748.0
2022-06-16,26.4422,26.4565,25.8787,26.2034,5911427.0
2022-06-17,26.1366,26.4804,25.7451,26.1652,9509882.0
2022-06-18,26.1366,26.4804,25.7451,26.1652,9509882.0
2022-06-19,26.1366,26.4804,25.7451,26.1652,9509882.0
2022-06-20,26.1366,26.4804,25.7451,26.1652,9509882.0
2022-06-21,26.3085,26.5663,26.1843,26.4995,3946517.0
2022-06-22,26.2607,26.7239,26.213,26.5472,3525559.0
2022-06-23,26.614,27.0533,26.5472,26.9769,3733663.0
2022-06-24,27.0915,27.6979,27.0438,27.5499,5506792.0
2022-06-25,27.0915,27.6979,27.0438,27.5499,5506792.0
2022-06-26,27.0915,27.6979,27.0438,27.5499,5506792.0
2022-06-27,27.4448,27.7886,27.3589,27.6836,2851614.0
2022-06-28,27.8555,28.2756,27.7361,27.7791,3983154.0
2022-06-29,27.8268,28.0274,27.6645,27.8077,2131236.0
2022-06-30,27.5785,28.3664,27.4544,28.247,4770818.0
2022-07-01,28.3711,29.2115,28.1706,29.1255,4242407.0
2022-07-02,28.3711,29.2115,28.1706,29.1255,4242407.0
2022-07-03,28.3711,29.2115,28.1706,29.1255,4242407.0
2022-07-04,28.3711,29.2115,28.1706,29.1255,4242407.0
2022-07-05,28.9918,29.03,27.2539,27.7791,5260561.0
2022-07-06,27.8937,28.2995,27.674,28.0178,3453876.0
2022-07-07,28.1419,28.4189,27.9701,27.9892,2866023.0
2022-07-08,28.0464,28.1658,27.7409,28.0464,3253574.0
2022-07-09,28.0464,28.1658,27.7409,28.0464,3253574.0
2022-07-10,28.0464,28.1658,27.7409,28.0464,3253574.0
2022-07-11,28.0083,28.2518,27.8316,28.1992,1791122.0
2022-07-12,27.9987,28.5955,27.9987,28.1133,3085608.0
2022-07-13,27.8173,28.3138,27.7122,27.7695,4276313.0
2022-07-14,27.2443,27.865,27.187,27.8077,4916846.0
2022-07-15,28.0464,28.2995,27.5785,28.2756,3708852.0
2022-07-16,28.0464,28.2995,27.5785,28.2756,3708852.0
2022-07-17,28.0464,28.2995,27.5785,28.2756,3708852.0
2022-07-18,28.2756,28.543,28.1563,28.2279,6019796.0
2022-07-19,28.4571,28.5144,28.2756,28.4093,3932175.0
2022-07-20,28.3711,28.4762,27.7886,28.056,3301969.0
2022-07-21,27.9605,28.0083,27.7504,27.9987,2196871.0
2022-07-22,28.1037,28.4762,28.1037,28.3616,3040851.0
2022-07-23,28.1037,28.4762,28.1037,28.3616,3040851.0
2022-07-24,28.1037,28.4762,28.1037,28.3616,3040851.0
2022-07-25,28.3043,28.7531,28.2374,28.7436,2658742.0
2022-07-26,28.7245,29.1637,28.6863,29.1255,2906074.0
2022-07-27,29.1255,29.4216,28.9918,29.1733,4017968.0
2022-07-28,29.3738,30.1282,29.3117,30.0805,2451412.0
2022-07-29,30.0327,30.4099,30.0327,30.2619,2768637.0
2022-07-30,30.0327,30.4099,30.0327,30.2619,2768637.0
2022-07-31,30.0327,30.4099,30.0327,30.2619,2768637.0
2022-08-01,30.2237,30.2619,29.9086,30.2046,2988929.0
2022-08-02,30.5579,30.7967,30.2142,30.2714,4497663.0
2022-08-03,30.2714,30.3646,29.2783,30.2619,4484575.0
2022-08-04,30.2619,30.4433,29.9372,29.9754,2326904.0
2022-08-05,29.8513,30.09,29.4693,30.0518,2872665.0
2022-08-06,29.8513,30.09,29.4693,30.0518,2872665.0
2022-08-07,29.8513,30.09,29.4693,30.0518,2872665.0
2022-08-08,30.2714,30.4815,29.9802,30.1569,1634710.0
2022-08-09,30.3096,30.6725,30.238,30.6343,2335646.0
2022-08-10,30.8349,30.8826,30.5293,30.6248,2991033.0
2022-08-11,30.3383,30.7441,29.8322,30.472,7321225.0
2022-08-12,30.6439,31.0545,30.6248,31.0354,2986584.0
2022-08-13,30.6439,31.0545,30.6248,31.0354,2986584.0
2022-08-14,30.6439,31.0545,30.6248,31.0354,2986584.0
2022-08-15,30.9399,31.2455,30.8062,31.2168,1892515.0
2022-08-16,31.2168,31.4365,31.1022,31.3505,2254386.0
2022-08-17,31.3601,31.461,30.9905,31.2161,3184660.0
2022-08-18,31.1393,31.5618,31.1393,31.2929,3072149.0
2022-08-19,31.3313,31.4321,31.1393,31.3505,2954113.0
2022-08-20,31.3313,31.4321,31.1393,31.3505,2954113.0
2022-08-21,31.3313,31.4321,31.1393,31.3505,2954113.0
2022-08-22,31.1777,31.2065,30.5632,30.7552,2557119.0
2022-08-23,30.7552,30.7936,30.4816,30.64,1994893.0
2022-08-24,30.736,31.0433,30.5344,30.9857,3385015.0
2022-08-25,31.0529,31.1392,30.7408,31.0817,2228969.0
2022-08-26,31.1585,31.2065,30.4671,30.4864,2505302.0
2022-08-27,31.1585,31.2065,30.4671,30.4864,2505302.0
2022-08-28,31.1585,31.2065,30.4671,30.4864,2505302.0
2022-08-29,30.3039,31.0433,30.1407,30.8128,2256258.0
2022-08-30,30.8224,30.9136,30.2415,30.3903,2318771.0
2022-08-31,30.3807,30.6208,30.2079,30.2751,4798660.0
2022-09-01,30.1455,30.6976,30.0927,30.6784,2882535.0
2022-09-02,30.7168,31.1633,30.4335,30.5152,4363772.0
2022-09-03,30.7168,31.1633,30.4335,30.5152,4363772.0
2022-09-04,30.7168,31.1633,30.4335,30.5152,4363772.0
2022-09-05,30.7168,31.1633,30.4335,30.5152,4363772.0
2022-09-06,30.6304,30.8224,30.2943,30.4383,4015065.0
2022-09-07,30.5632,31.4321,30.5249,31.3697,3260899.0
2022-09-08,31.2929,31.5282,31.1105,31.3985,2892014.0
2022-09-09,31.5042,31.6386,31.2401,31.5426,2589265.0
2022-09-10,31.5042,31.6386,31.2401,31.5426,2589265.0
2022-09-11,31.5042,31.6386,31.2401,31.5426,2589265.0
2022-09-12,31.6098,31.9026,31.533,31.7826,2754396.0
2022-09-13,31.3601,31.6626,30.8512,31.0625,3572105.0
2022-09-14,31.1009,31.5906,31.1009,31.4466,4351904.0
2022-09-15,31.2833,31.2833,30.712,30.8992,4572467.0
2022-09-16,30.8032,30.8992,30.5648,30.7648,6438170.0
2022-09-17,30.8032,30.8992,30.5648,30.7648,6438170.0
2022-09-18,30.8032,30.8992,30.5648,30.7648,6438170.0
2022-09-19,30.6304,31.2305,30.5968,31.1681,3863523.0
2022-09-20,30.9568,31.0529,30.3711,30.7168,3507515.0
2022-09-21,30.9761,31.2161,30.5248,30.6784,5919122.0
2022-09-22,30.5536,30.592,30.0956,30.3999,3861344.0
2022-09-23,30.1215,32.1667,29.8094,30.3039,4849309.0
2022-09-24,30.1215,32.1667,29.8094,30.3039,4849309.0
2022-09-25,30.1215,32.1667,29.8094,30.3039,4849309.0
2022-09-26,30.0255,30.3087,29.0749,29.2957,5421902.0
2022-09-27,29.4877,29.5165,28.5563,28.7004,6819871.0
2022-09-28,29.0557,29.1421,28.6332,28.95,4527088.0
2022-09-29,28.8444,28.8924,27.5961,27.6922,4134411.0
2022-09-30,27.817,27.9898,26.9528,27.0584,9062368.0
2022-10-01,27.817,27.9898,26.9528,27.0584,9062368.0
2022-10-02,27.817,27.9898,26.9528,27.0584,9062368.0
2022-10-03,27.625,28.0714,27.3369,27.6922,4452747.0
2022-10-04,27.817,28.3451,27.6874,28.2587,3585286.0
2022-10-05,27.7834,27.8842,27.3561,27.6634,4766921.0
2022-10-06,27.5577,27.6442,26.2327,26.2519,7558570.0
2022-10-07,26.2231,26.2807,25.5509,25.743,5637841.0
2022-10-08,26.2231,26.2807,25.5509,25.743,5637841.0
2022-10-09,26.2231,26.2807,25.5509,25.743,5637841.0
2022-10-10,25.8198,26.0406,25.5653,25.6373,4483192.0
2022-10-11,25.5509,25.9014,25.3829,25.5413,4861712.0
2022-10-12,25.5029,25.5125,24.5139,24.5331,6904419.0
2022-10-13,24.2547,25.1332,24.0338,25.0132,7318656.0
2022-10-14,25.2341,25.3397,24.6051,24.85,5263236.0
2022-10-15,25.2341,25.3397,24.6051,24.85,5263236.0
2022-10-16,25.2341,25.3397,24.6051,24.85,5263236.0
2022-10-17,25.186,25.5845,25.1284,25.2053,4428332.0
2022-10-18,25.6277,25.9254,25.5125,25.887,6471057.0
2022-10-19,25.5413,26.0406,25.4933,25.9254,6063695.0
2022-10-20,25.8774,25.9638,25.3445,25.5413,6638084.0
2022-10-21,25.6469,26.0646,25.4549,25.935,4455730.0
2022-10-22,25.6469,26.0646,25.4549,25.935,4455730.0
2022-10-23,25.6469,26.0646,25.4549,25.935,4455730.0
2022-10-24,26.1462,26.3143,25.8102,26.127,4027189.0
2022-10-25,26.1174,26.7128,26.1174,26.5495,3555981.0
2022-10-26,26.7224,26.8568,26.4535,26.5015,3132228.0
2022-10-27,26.78,27.1353,26.732,26.876,2833535.0
2022-10-28,26.9528,27.673,26.9528,27.6634,2803370.0
2022-10-29,26.9528,27.673,26.9528,27.6634,2803370.0
2022-10-30,26.9528,27.673,26.9528,27.6634,2803370.0
2022-10-31,27.6538,27.7306,27.2937,27.4713,4470249.0
2022-11-01,27.5961,27.9226,26.972,27.2217,5735861.0
2022-11-02,27.1449,27.673,26.9672,26.9912,4770437.0
2022-11-03,26.7032,27.1449,26.5111,26.8952,4054285.0
2022-11-04,26.9336,27.4401,26.8136,27.3465,4513152.0
2022-11-05,26.9336,27.4401,26.8136,27.3465,4513152.0
2022-11-06,26.9336,27.4401,26.8136,27.3465,4513152.0
2022-11-07,27.3657,27.3657,26.3191,26.7992,4032535.0
2022-11-08,26.8664,27.2505,26.732,27.0296,3606471.0
2022-11-09,26.8952,27.1737,26.8328,27.068,5445134.0
2022-11-10,28.057,28.3835,27.5961,28.2299,3656400.0
2022-11-11,28.2107,28.3518,27.5865,27.9706,4194605.0
2022-11-12,28.2107,28.3518,27.5865,27.9706,4194605.0
2022-11-13,28.2107,28.3518,27.5865,27.9706,4194605.0
2022-11-14,27.9706,28.4123,27.8938,27.9706,4992680.0
2022-11-15,28.1531,28.2779,27.5673,27.9706,3022345.0
2022-11-16,27.9899,28.6324,27.9899,28.444,2807474.0
2022-11-17,28.1735,28.2315,27.7581,28.2025,2899081.0
2022-11-18,28.4924,28.7822,28.3668,28.6663,3843200.0
2022-11-19,28.4924,28.7822,28.3668,28.6663,3843200.0
2022-11-20,28.4924,28.7822,28.3668,28.6663,3843200.0
2022-11-21,28.6663,28.9851,28.4924,28.8885,3138640.0
2022-11-22,28.9851,29.4489,28.9851,29.4199,3761486.0
2022-11-23,29.3522,29.7967,29.3281,29.7677,3541604.0
2022-11-24,29.3522,29.7967,29.3281,29.7677,3541604.0
2022-11-25,29.845,30.1348,29.845,29.9899,1060521.0
2022-11-26,29.845,30.1348,29.845,29.9899,1060521.0
2022-11-27,29.845,30.1348,29.845,29.9899,1060521.0
2022-11-28,29.758,29.9175,29.4972,29.816,2785994.0
2022-11-29,29.6324,29.6421,29.3136,29.5455,2455550.0
2022-11-30,29.4102,30.1252,29.2025,30.0575,5089757.0
2022-12-01,30.2315,30.4537,29.787,29.9803,4730052.0
2022-12-02,29.6614,29.7919,29.275,29.6324,3420388.0
2022-12-03,29.6614,29.7919,29.275,29.6324,3420388.0
2022-12-04,29.6614,29.7919,29.275,29.6324,3420388.0
2022-12-05,29.3716,29.5793,29.3136,29.4199,2687531.0
2022-12-06,29.4392,29.8063,29.3281,29.7774,3748482.0
2022-12-07,29.6421,29.7967,29.3474,29.3619,3493447.0
2022-12-08,29.3716,29.4972,29.1687,29.3233,3701227.0
2022-12-09,29.1977,29.6373,29.1687,29.4199,3126480.0
2022-12-10,29.1977,29.6373,29.1687,29.4199,3126480.0
2022-12-11,29.1977,29.6373,29.1687,29.4199,3126480.0
2022-12-12,29.5745,29.9706,29.2846,29.9609,2884358.0
2022-12-13,30.2991,30.415,29.5406,29.8643,5108658.0
2022-12-14,29.9996,30.2798,29.7484,29.903,3394763.0
2022-12-15,29.7677,29.8836,29.4054,29.5938,3841465.0
2022-12-16,29.3329,29.3378,28.5841,28.9948,6188583.0
2022-12-17,29.3329,29.3378,28.5841,28.9948,6188583.0
2022-12-18,29.3329,29.3378,28.5841,28.9948,6188583.0
2022-12-19,28.9368,29.2653,28.7629,28.9658,2909715.0
2022-12-20,28.9368,29.0817,28.7824,28.9561,1830220.0
2022-12-21,29.0721,29.502,28.9851,29.4972,1909377.0
2022-12-22,29.4199,29.4392,28.7387,29.2846,2176360.0
2022-12-23,29.2266,29.6614,29.1687,29.6518,2126283.0
2022-12-24,29.2266,29.6614,29.1687,29.6518,2126283.0
2022-12-25,29.2266,29.6614,29.1687,29.6518,2126283.0
2022-12-26,29.2266,29.6614,29.1687,29.6518,2126283.0
2022-12-27,29.7001,29.9561,29.5551,29.874,1364841.0
2022-12-28,29.903,30.0914,29.4295,29.4875,2184843.0
2022-12-29,29.6614,29.787,29.3861,29.4489,2984194.0
2022-12-30,29.4199,29.4778,28.7146,28.9754,2908374.0
2022-12-31,29.4199,29.4778,28.7146,28.9754,2908374.0
2023-01-01,29.4199,29.4778,28.7146,28.9754,2908374.0
2023-01-02,29.4199,29.4778,28.7146,28.9754,2908374.0
2023-01-03,28.8885,29.1204,28.1677,28.56,4282556.0
2023-01-04,28.6276,29.0672,28.531,28.6469,4386448.0
2023-01-05,28.4344,28.5407,27.9223,27.9996,3062056.0
2023-01-06,28.2798,29.1493,28.2122,28.9754,3833576.0
2023-01-07,28.2798,29.1493,28.2122,28.9754,3833576.0
2023-01-08,28.2798,29.1493,28.2122,28.9754,3833576.0
2023-01-09,28.9465,29.8305,28.8692,29.4392,3574681.0
2023-01-10,29.3909,29.56,29.1687,29.5262,1863730.0
2023-01-11,29.5841,30.1252,29.5841,30.0962,2641518.0
2023-01-12,30.1542,30.2218,29.7967,30.0189,4116824.0
2023-01-13,29.8353,30.4054,29.7194,30.2508,4315224.0
2023-01-14,29.8353,30.4054,29.7194,30.2508,4315224.0
2023-01-15,29.8353,30.4054,29.7194,30.2508,4315224.0
2023-01-16,29.8353,30.4054,29.7194,30.2508,4315224.0
2023-01-17,29.787,30.2121,29.787,30.0286,4199440.0
2023-01-18,30.0865,30.1445,29.2943,29.3619,3725534.0
2023-01-19,29.3233,29.3619,28.9682,29.2556,2792826.0
2023-01-20,29.2943,29.3426,28.6952,29.0914,3669068.0
2023-01-21,29.2943,29.3426,28.6952,29.0914,3669068.0
2023-01-22,29.2943,29.3426,28.6952,29.0914,3669068.0
2023-01-23,28.9658,29.275,28.8305,28.9851,2716850.0
2023-01-24,28.8981,29.2943,28.5117,29.1687,3016798.0
2023-01-25,29.0141,29.1107,28.7822,29.0237,3491817.0
2023-01-26,28.9271,29.0431,28.6228,28.9851,4172835.0
2023-01-27,28.9465,29.0334,28.6952,28.7339,4196313.0
2023-01-28,28.9465,29.0334,28.6952,28.7339,4196313.0
2023-01-29,28.9465,29.0334,28.6952,28.7339,4196313.0
2023-01-30,28.6373,29.1493,28.5793,28.8305,3517093.0
2023-01-31,28.9465,29.1107,28.4832,29.101,3289519.0
2023-02-01,28.9175,29.246,28.6421,29.0817,5287843.0
2023-02-02,29.101,29.3812,28.6131,28.7725,6111347.0
2023-02-03,28.6373,28.7339,27.9513,28.2122,5443988.0
2023-02-04,28.6373,28.7339,27.9513,28.2122,5443988.0
2023-02-05,28.6373,28.7339,27.9513,28.2122,5443988.0
2023-02-06,27.932,28.4585,27.932,28.3378,3572311.0
2023-02-07,28.1542,28.6663,28.0817,28.6083,4192610.0
2023-02-08,28.4827,28.4827,27.8556,28.0576,2993235.0
2023-02-09,28.2218,28.3088,27.6228,27.6808,2540982.0
2023-02-10,27.7387,28.3378,27.6711,28.3184,2614809.0
2023-02-11,27.7387,28.3378,27.6711,28.3184,2614809.0
2023-02-12,27.7387,28.3378,27.6711,28.3184,2614809.0
2023-02-13,28.3764,28.502,28.3112,28.473,1941748.0
2023-02-14,28.4924,28.531,27.9948,28.2895,2467049.0
2023-02-15,28.0658,28.3575,27.9685,28.3284,2762130.0
2023-02-16,27.9588,28.3624,27.7935,28.2506,3098159.0
2023-02-17,28.4451,28.552,27.8129,28.4062,4566934.0
2023-02-18,28.4451,28.552,27.8129,28.4062,4566934.0
2023-02-19,28.4451,28.552,27.8129,28.4062,4566934.0
2023-02-20,28.4451,28.552,27.8129,28.4062,4566934.0
2023-02-21,28.3186,28.4402,28.095,28.1144,2935131.0
2023-02-22,28.1241,28.5131,27.9977,28.0561,3012361.0
2023-02-23,28.2019,28.3235,27.9005,27.9977,3449486.0
2023-02-24,27.7449,27.9476,27.5115,27.7838,3384945.0
2023-02-25,27.7449,27.9476,27.5115,27.7838,3384945.0
2023-02-26,27.7449,27.9476,27.5115,27.7838,3384945.0
2023-02-27,28.0074,28.2603,27.6087,27.6865,3343319.0
2023-02-28,27.5406,27.6865,27.0447,27.0544,4461157.0
2023-03-01,27.0058,27.0739,26.4904,26.6071,4220309.0
2023-03-02,26.6168,27.2392,26.5293,27.2197,6016350.0
2023-03-03,27.3559,27.6379,27.0155,27.6282,4985848.0
2023-03-04,27.3559,27.6379,27.0155,27.6282,4985848.0
2023-03-05,27.3559,27.6379,27.0155,27.6282,4985848.0
2023-03-06,27.6476,27.8421,27.5309,27.7351,3854247.0
2023-03-07,27.6379,27.9685,26.855,27.0447,3848961.0
2023-03-08,27.0058,27.334,26.9863,27.21,3561192.0
2023-03-09,27.2975,27.6282,26.9183,27.1128,5010567.0
2023-03-10,27.1711,27.3462,26.6362,26.8016,6398173.0
2023-03-11,27.1711,27.3462,26.6362,26.8016,6398173.0
2023-03-12,27.1711,27.3462,26.6362,26.8016,6398173.0
2023-03-13,26.7529,27.9199,26.6849,27.4337,4941953.0
2023-03-14,27.6865,28.0852,27.599,27.9005,4695528.0
2023-03-15,27.706,28.5034,27.6428,28.2895,5337729.0
2023-03-16,28.2117,28.7028,28.1339,28.5229,6055635.0
2023-03-17,28.7951,28.7951,28.1193,28.2506,8686720.0
2023-03-18,28.7951,28.7951,28.1193,28.2506,8686720.0
2023-03-19,28.7951,28.7951,28.1193,28.2506,8686720.0
2023-03-20,28.3478,28.6979,28.2311,28.3478,5375175.0
2023-03-21,28.3673,28.5034,27.0593,27.4628,5468907.0
2023-03-22,27.3656,27.5358,26.8794,26.8891,3832076.0
2023-03-23,26.7821,27.1711,26.4661,26.5682,5062054.0
2023-03-24,26.5973,27.5795,26.5293,27.5601,3585558.0
2023-03-25,26.5973,27.5795,26.5293,27.5601,3585558.0
2023-03-26,26.5973,27.5795,26.5293,27.5601,3585558.0
2023-03-27,27.7643,28.0426,27.5795,27.7157,3213244.0
2023-03-28,27.6379,28.1533,27.5698,27.881,2276479.0
2023-03-29,28.0366,28.5715,28.0366,28.4937,4334095.0
2023-03-30,28.659,28.834,28.3964,28.5326,2187380.0
2023-03-31,28.5812,28.766,28.4159,28.6493,3914726.0
2023-04-01,28.5812,28.766,28.4159,28.6493,3914726.0
2023-04-02,28.5812,28.766,28.4159,28.6493,3914726.0
2023-04-03,28.5229,28.7806,28.3527,28.5423,2707446.0
2023-04-04,28.5812,28.6687,28.3818,28.6298,2262008.0
2023-04-05,28.7271,29.6412,28.7271,29.5537,4321502.0
2023-04-06,29.6607,29.9524,29.4564,29.9232,4792126.0
2023-04-07,29.6607,29.9524,29.4564,29.9232,4792126.0
2023-04-08,29.6607,29.9524,29.4564,29.9232,4792126.0
2023-04-09,29.6607,29.9524,29.4564,29.9232,4792126.0
2023-04-10,29.7676,29.894,29.4029,29.8357,2671256.0
2023-04-11,29.7968,29.9281,29.6558,29.7871,2432745.0
2023-04-12,29.826,30.0885,29.6218,29.826,3559129.0
2023-04-13,29.6801,29.967,29.2473,29.8649,2201434.0
2023-04-14,29.7385,29.8357,29.364,29.5634,2982023.0
2023-04-15,29.7385,29.8357,29.364,29.5634,2982023.0
2023-04-16,29.7385,29.8357,29.364,29.5634,2982023.0
2023-04-17,29.6898,29.826,29.4467,29.7968,1714383.0
2023-04-18,29.7385,29.8163,29.33,29.3981,3189935.0
2023-04-19,29.4662,29.6996,29.3738,29.6704,2372718.0
2023-04-20,29.7385,29.7676,29.4188,29.6509,2132543.0
2023-04-21,29.8649,29.9378,29.4905,29.6898,2401680.0
2023-04-22,29.8649,29.9378,29.4905,29.6898,2401680.0
2023-04-23,29.8649,29.9378,29.4905,29.6898,2401680.0
2023-04-24,29.7676,30.0302,29.4807,29.9621,2641955.0
2023-04-25,29.9524,30.0691,29.8551,29.9816,2219086.0
2023-04-26,29.7385,29.9038,29.3106,29.5148,3652503.0
2023-04-27,29.5829,30.0156,29.3495,29.9718,3332450.0
2023-04-28,29.8454,30.1129,29.3738,29.6315,3674119.0
2023-04-29,29.8454,30.1129,29.3738,29.6315,3674119.0
2023-04-30,29.8454,30.1129,29.3738,29.6315,3674119.0
2023-05-01,29.544,30.1761,29.4564,29.8357,2937066.0
2023-05-02,29.8065,29.8216,29.0091,29.223,3134113.0
2023-05-03,29.3106,29.6023,29.0966,29.1258,3510296.0
2023-05-04,29.0674,29.612,28.9216,29.3689,3204581.0
2023-05-05,29.2425,29.719,29.1841,29.6801,2936884.0
2023-05-06,29.2425,29.719,29.1841,29.6801,2936884.0
2023-05-07,29.2425,29.719,29.1841,29.6801,2936884.0
2023-05-08,29.6607,29.8503,29.3495,29.4175,3306588.0
2023-05-09,29.3786,29.5829,29.2036,29.3786,3852911.0
2023-05-10,29.5148,29.719,29.2473,29.4467,3529512.0
2023-05-11,29.4953,29.4953,28.8535,29.0869,4750453.0
2023-05-12,29.2522,29.5002,29.0091,29.223,3381098.0
2023-05-13,29.2522,29.5002,29.0091,29.223,3381098.0
2023-05-14,29.2522,29.5002,29.0091,29.223,3381098.0
2023-05-15,29.3106,29.3689,28.6104,28.6979,5047030.0
2023-05-16,28.7368,28.7757,28.1047,28.1436,4460556.0
2023-05-17,28.2513,28.3296,27.9576,28.1142,3972441.0
2023-05-18,27.9184,28.0163,27.5171,27.8401,8559569.0
2023-05-19,27.987,28.2513,27.8988,27.987,3883213.0
2023-05-20,27.987,28.2513,27.8988,27.987,3883213.0
2023-05-21,27.987,28.2513,27.8988,27.987,3883213.0
2023-05-22,27.9086,28.1827,27.8597,27.9478,5003602.0
2023-05-23,27.8988,28.3002,27.8303,28.2513,5387306.0
2023-05-24,28.2023,28.3198,27.9674,28.0163,3828431.0
2023-05-25,27.8891,27.9135,27.4045,27.6639,4308638.0
2023-05-26,27.6248,27.7618,27.4486,27.7422,4770796.0
2023-05-27,27.6248,27.7618,27.4486,27.7422,4770796.0
2023-05-28,27.6248,27.7618,27.4486,27.7422,4770796.0
2023-05-29,27.6248,27.7618,27.4486,27.7422,4770796.0
2023-05-30,27.7618,27.8401,27.5856,27.5856,3534569.0
2023-05-31,27.6345,27.7618,27.2919,27.615,5915388.0
2023-06-01,27.6835,27.7912,27.3017,27.7814,6403677.0
2023-06-02,27.6248,28.2219,27.6003,27.9967,4180269.0
2023-06-03,27.6248,28.2219,27.6003,27.9967,4180269.0
2023-06-04,27.6248,28.2219,27.6003,27.9967,4180269.0
2023-06-05,28.0359,28.3785,27.987,28.1436,3301356.0
2023-06-06,28.0946,28.2513,27.752,27.9576,3553096.0
2023-06-07,28.1338,28.4372,27.8499,28.3589,3048816.0
2023-06-08,28.2806,28.5743,28.0359,28.5253,4649939.0
2023-06-09,28.5743,28.6037,28.3296,28.3394,3529985.0
2023-06-10,28.5743,28.6037,28.3296,28.3394,3529985.0
2023-06-11,28.5743,28.6037,28.3296,28.3394,3529985.0
2023-06-12,28.7897,28.7897,28.3785,28.5058,4271255.0
2023-06-13,28.2317,28.6183,28.2023,28.5743,2802574.0
2023-06-14,28.5156,28.775,28.3296,28.4177,2843993.0
2023-06-15,28.5253,28.7652,28.3345,28.6526,2666302.0
2023-06-16,28.6624,28.8973,28.5449,28.5645,6643362.0
2023-06-17,28.6624,28.8973,28.5449,28.5645,6643362.0
2023-06-18,28.6624,28.8973,28.5449,28.5645,6643362.0
2023-06-19,28.6624,28.8973,28.5449,28.5645,6643362.0
2023-06-20,28.4764,28.6232,28.1974,28.4666,4400812.0
2023-06-21,28.4079,28.819,28.0065,28.8092,3650902.0
2023-06-22,28.8973,28.9561,28.3712,28.496,2071944.0
2023-06-23,28.5547,28.6624,27.8499,27.8695,4411383.0
2023-06-24,28.5547,28.6624,27.8499,27.8695,4411383.0
2023-06-25,28.5547,28.6624,27.8499,27.8695,4411383.0
2023-06-26,27.987,28.3296,27.8156,28.31,2349899.0
2023-06-27,28.31,28.7016,28.31,28.5939,3238374.0
2023-06-28,28.5645,28.5645,28.0799,28.124,3192529.0
2023-06-29,27.9282,28.2561,27.8107,28.1142,2504419.0
2023-06-30,28.2121,28.5351,28.1387,28.5351,4382991.0
2023-07-01,28.2121,28.5351,28.1387,28.5351,4382991.0
2023-07-02,28.2121,28.5351,28.1387,28.5351,4382991.0
