,APAM US Equity,APAM US Equity,APAM US Equity,APAM US Equity,APAM US Equity
2019-04-19,18.2409,18.3617,18.0883,18.2028,358190.0
2019-04-20,18.2409,18.3617,18.0883,18.2028,358190.0
2019-04-21,18.2409,18.3617,18.0883,18.2028,358190.0
2019-04-22,18.2409,18.3236,17.8595,17.9167,759122.0
2019-04-23,18.0311,18.7623,18.012,18.7178,574288.0
2019-04-24,18.6542,18.8958,18.6097,18.6288,341712.0
2019-04-25,18.6288,18.7559,18.2091,18.3999,577111.0
2019-04-26,18.349,18.5398,18.2282,18.3427,373497.0
2019-04-27,18.349,18.5398,18.2282,18.3427,373497.0
2019-04-28,18.349,18.5398,18.2282,18.3427,373497.0
2019-04-29,18.4126,18.5715,18.2091,18.2473,287207.0
2019-04-30,18.2854,18.3363,17.9485,18.0184,1246937.0
2019-05-01,17.8149,18.2568,17.4934,18.0248,700613.0
2019-05-02,18.0057,18.0883,17.4335,17.6814,466205.0
2019-05-03,17.7959,18.1583,17.7132,18.0883,274950.0
2019-05-04,17.7959,18.1583,17.7132,18.0883,274950.0
2019-05-05,17.7959,18.1583,17.7132,18.0883,274950.0
2019-05-06,17.7577,17.8944,17.6179,17.8277,420440.0
2019-05-07,17.7132,17.9294,17.443,17.5225,694361.0
2019-05-08,17.4716,17.6369,17.408,17.4335,344727.0
2019-05-09,17.3063,17.3254,16.8485,17.1855,599627.0
2019-05-10,17.0965,17.3349,16.6832,16.963,428267.0
2019-05-11,17.0965,17.3349,16.6832,16.963,428267.0
2019-05-12,17.0965,17.3349,16.6832,16.963,428267.0
2019-05-13,16.6451,16.6769,16.0792,16.1428,486372.0
2019-05-14,16.2445,16.3272,16.0983,16.1682,672650.0
2019-05-15,16.0284,16.1873,15.8885,16.1174,1123527.0
2019-05-16,16.1954,16.6893,16.1629,16.5268,700836.0
2019-05-17,16.3643,16.4943,16.1759,16.1759,358237.0
2019-05-18,16.3643,16.4943,16.1759,16.1759,358237.0
2019-05-19,16.3643,16.4943,16.1759,16.1759,358237.0
2019-05-20,16.0524,16.2896,15.9549,16.2344,395139.0
2019-05-21,16.4098,16.7023,16.3968,16.6633,440640.0
2019-05-22,16.5853,16.9232,16.5853,16.6438,622375.0
2019-05-23,16.4228,16.4488,16.1369,16.2928,283809.0
2019-05-24,16.4488,16.4618,16.2604,16.3773,386469.0
2019-05-25,16.4488,16.4618,16.2604,16.3773,386469.0
2019-05-26,16.4488,16.4618,16.2604,16.3773,386469.0
2019-05-27,16.4488,16.4618,16.2604,16.3773,386469.0
2019-05-28,16.3773,16.5658,16.2019,16.2149,437458.0
2019-05-29,16.0719,16.1044,15.7339,16.0069,714395.0
2019-05-30,16.0979,16.2604,15.8379,15.8964,425254.0
2019-05-31,15.6754,15.7209,15.318,15.37,467769.0
2019-06-01,15.6754,15.7209,15.318,15.37,467769.0
2019-06-02,15.6754,15.7209,15.318,15.37,467769.0
2019-06-03,15.357,15.5195,15.2075,15.3765,464175.0
2019-06-04,15.5975,16.0654,15.565,16.0264,310567.0
2019-06-05,16.0459,16.4488,15.9029,16.4358,561715.0
2019-06-06,16.4228,16.5528,16.1564,16.5268,376895.0
2019-06-07,16.5203,16.8128,16.4488,16.5918,456366.0
2019-06-08,16.5203,16.8128,16.4488,16.5918,456366.0
2019-06-09,16.5203,16.8128,16.4488,16.5918,456366.0
2019-06-10,16.7803,17.0662,16.6568,16.6958,195082.0
2019-06-11,16.7283,16.9232,16.4163,16.4618,551643.0
2019-06-12,16.5398,16.8388,16.4294,16.7348,284789.0
2019-06-13,16.8453,17.0272,16.7315,16.8972,357261.0
2019-06-14,16.9232,17.1312,16.8453,17.0532,312212.0
2019-06-15,16.9232,17.1312,16.8453,17.0532,312212.0
2019-06-16,16.9232,17.1312,16.8453,17.0532,312212.0
2019-06-17,17.0857,17.2612,16.9752,17.0792,426436.0
2019-06-18,17.1442,17.6056,17.1442,17.5601,455791.0
2019-06-19,17.6121,17.7519,17.2937,17.3977,355706.0
2019-06-20,17.5666,17.8201,17.5016,17.6771,267443.0
2019-06-21,17.6771,17.9046,17.5926,17.6706,731476.0
2019-06-22,17.6771,17.9046,17.5926,17.6706,731476.0
2019-06-23,17.6771,17.9046,17.5926,17.6706,731476.0
2019-06-24,17.6381,17.7291,17.3132,17.3132,287806.0
2019-06-25,17.3067,17.3977,16.9557,16.9687,311966.0
2019-06-26,17.0857,17.1767,16.7998,17.0857,270552.0
2019-06-27,17.2287,18.119,17.2287,18.0931,452794.0
2019-06-28,18.249,18.4505,17.8851,17.8851,1580063.0
2019-06-29,18.249,18.4505,17.8851,17.8851,1580063.0
2019-06-30,18.249,18.4505,17.8851,17.8851,1580063.0
2019-07-01,18.1126,18.587,17.8331,18.0866,555813.0
2019-07-02,18.0801,18.1061,17.7681,17.8331,228942.0
2019-07-03,17.9306,18.1515,17.9306,18.0606,77972.0
2019-07-04,17.9306,18.1515,17.9306,18.0606,77972.0
2019-07-05,18.0346,18.171,17.9566,18.0801,145662.0
2019-07-06,18.0346,18.171,17.9566,18.0801,145662.0
2019-07-07,18.0346,18.171,17.9566,18.0801,145662.0
2019-07-08,17.9306,18.0541,17.6771,17.7031,225174.0
2019-07-09,17.6771,17.8201,17.4887,17.8201,702821.0
2019-07-10,18.0021,18.2685,18.0021,18.145,374288.0
2019-07-11,18.2165,18.5415,18.171,18.4765,319890.0
2019-07-12,18.5415,18.8209,18.4375,18.7884,355304.0
2019-07-13,18.5415,18.8209,18.4375,18.7884,355304.0
2019-07-14,18.5415,18.8209,18.4375,18.7884,355304.0
2019-07-15,18.8469,18.9704,18.561,18.717,281262.0
2019-07-16,18.7235,18.9639,18.665,18.678,317116.0
2019-07-17,18.6065,18.7559,18.327,18.3725,275289.0
2019-07-18,18.3595,18.7949,18.301,18.691,323881.0
2019-07-19,18.6845,19.0094,18.6845,18.8079,368307.0
2019-07-20,18.6845,19.0094,18.6845,18.8079,368307.0
2019-07-21,18.6845,19.0094,18.6845,18.8079,368307.0
2019-07-22,18.8599,19.0224,18.6636,18.7364,388628.0
2019-07-23,18.7429,19.1199,18.6617,19.1069,464969.0
2019-07-24,19.0029,19.3733,18.8664,19.3344,311773.0
2019-07-25,19.3019,19.3409,18.9443,19.0484,223864.0
2019-07-26,19.0679,19.5618,19.0614,19.4513,607223.0
2019-07-27,19.0679,19.5618,19.0614,19.4513,607223.0
2019-07-28,19.0679,19.5618,19.0614,19.4513,607223.0
2019-07-29,19.4968,19.5293,19.2369,19.2954,306191.0
2019-07-30,19.0939,19.3473,18.9899,19.2434,375097.0
2019-07-31,19.1329,19.4578,18.8469,19.2304,542360.0
2019-08-01,19.1524,19.4578,18.613,18.7299,505968.0
2019-08-02,18.6,18.6195,18.1515,18.3205,367120.0
2019-08-03,18.6,18.6195,18.1515,18.3205,367120.0
2019-08-04,18.6,18.6195,18.1515,18.3205,367120.0
2019-08-05,17.8851,18.0541,17.4627,17.6706,414298.0
2019-08-06,17.8266,18.0541,17.6576,18.0411,287224.0
2019-08-07,17.6966,18.2165,17.5601,18.1255,373892.0
2019-08-08,18.34,18.4375,18.171,18.353,351208.0
2019-08-09,18.2165,18.301,17.9111,18.0346,228140.0
2019-08-10,18.2165,18.301,17.9111,18.0346,228140.0
2019-08-11,18.2165,18.301,17.9111,18.0346,228140.0
2019-08-12,17.8136,17.8786,17.4822,17.5276,218882.0
2019-08-13,17.5081,18.0281,17.5081,17.7746,379566.0
2019-08-14,17.3262,17.3771,16.8713,17.0402,385172.0
2019-08-15,17.1533,17.3329,16.8806,17.0203,229975.0
2019-08-16,17.1267,17.4393,17.1267,17.4193,224409.0
2019-08-17,17.1267,17.4393,17.1267,17.4193,224409.0
2019-08-18,17.1267,17.4393,17.1267,17.4193,224409.0
2019-08-19,17.7585,17.8716,17.5923,17.8051,250772.0
2019-08-20,17.7718,17.7984,17.4792,17.6787,399109.0
2019-08-21,17.9115,17.978,17.7053,17.8849,182494.0
2019-08-22,17.7918,18.1643,17.7918,17.9647,273461.0
2019-08-23,17.8982,17.9514,17.2531,17.3262,202607.0
2019-08-24,17.8982,17.9514,17.2531,17.3262,202607.0
2019-08-25,17.8982,17.9514,17.2531,17.3262,202607.0
2019-08-26,17.5457,17.712,17.2664,17.3528,187412.0
2019-08-27,17.3927,17.5856,17.1067,17.12,215200.0
2019-08-28,17.0469,17.406,16.9471,17.3994,290754.0
2019-08-29,17.6122,17.9248,17.5125,17.7785,271329.0
2019-08-30,17.8982,17.9414,17.6521,17.7186,270902.0
2019-08-31,17.8982,17.9414,17.6521,17.7186,270902.0
2019-09-01,17.8982,17.9414,17.6521,17.7186,270902.0
2019-09-02,17.8982,17.9414,17.6521,17.7186,270902.0
2019-09-03,17.5923,17.6987,17.2157,17.406,299832.0
2019-09-04,17.579,17.7848,17.4792,17.7718,244133.0
2019-09-05,18.0379,18.6298,18.0213,18.5367,619765.0
2019-09-06,18.55,18.8094,18.5401,18.6631,309612.0
2019-09-07,18.55,18.8094,18.5401,18.6631,309612.0
2019-09-08,18.55,18.8094,18.5401,18.6631,309612.0
2019-09-09,18.8294,19.0223,18.6498,18.7895,395244.0
2019-09-10,18.7828,19.0821,18.7828,18.9158,418757.0
2019-09-11,19.009,19.1553,18.6365,19.142,449753.0
2019-09-12,19.009,19.275,18.55,19.0422,450851.0
2019-09-13,19.1287,19.2218,18.9059,19.1087,570440.0
2019-09-14,19.1287,19.2218,18.9059,19.1087,570440.0
2019-09-15,19.1287,19.2218,18.9059,19.1087,570440.0
2019-09-16,18.9557,19.4213,18.9092,19.3548,426910.0
2019-09-17,19.2151,19.3149,19.0622,19.2817,478394.0
2019-09-18,19.2151,19.4612,19.1087,19.3681,906310.0
2019-09-19,19.4147,19.4679,19.1486,19.1885,407069.0
2019-09-20,19.1619,19.1619,18.7994,18.9757,549951.0
2019-09-21,19.1619,19.1619,18.7994,18.9757,549951.0
2019-09-22,19.1619,19.1619,18.7994,18.9757,549951.0
2019-09-23,18.8094,19.3216,18.8094,19.2351,249104.0
2019-09-24,19.3482,19.3548,18.6924,18.8427,320958.0
2019-09-25,18.7895,19.2218,18.7462,19.1486,257608.0
2019-09-26,19.0888,19.142,18.8294,18.9957,371294.0
2019-09-27,19.0688,19.2151,18.6764,18.8028,258187.0
2019-09-28,19.0688,19.2151,18.6764,18.8028,258187.0
2019-09-29,19.0688,19.2151,18.6764,18.8028,258187.0
2019-09-30,18.8294,18.9424,18.6897,18.7828,192046.0
2019-10-01,18.8493,18.9358,18.0512,18.1776,261923.0
2019-10-02,17.9913,18.1177,17.6721,17.8783,275354.0
2019-10-03,17.7718,17.9381,17.5191,17.7585,194133.0
2019-10-04,17.7053,17.7984,17.2996,17.6787,253484.0
2019-10-05,17.7053,17.7984,17.2996,17.6787,253484.0
2019-10-06,17.7053,17.7984,17.2996,17.6787,253484.0
2019-10-07,17.5923,17.712,17.4592,17.5324,202089.0
2019-10-08,17.2597,17.4526,17.1666,17.1799,184715.0
2019-10-09,17.3129,17.4193,17.0003,17.2996,251753.0
2019-10-10,17.3528,17.559,17.2131,17.2664,487270.0
2019-10-11,17.6388,18.2108,17.5258,17.6854,373156.0
2019-10-12,17.6388,18.2108,17.5258,17.6854,373156.0
2019-10-13,17.6388,18.2108,17.5258,17.6854,373156.0
2019-10-14,17.5258,17.6421,17.2198,17.293,201620.0
2019-10-15,17.2531,17.4725,16.9737,17.426,386543.0
2019-10-16,17.3927,17.5258,17.1333,17.1666,288068.0
2019-10-17,17.293,17.4326,17.0868,17.1865,322224.0
2019-10-18,17.1134,17.4692,17.1134,17.2863,454202.0
2019-10-19,17.1134,17.4692,17.1134,17.2863,454202.0
2019-10-20,17.1134,17.4692,17.1134,17.2863,454202.0
2019-10-21,17.5058,17.8051,17.3528,17.6721,254710.0
2019-10-22,17.6787,17.9448,17.5524,17.579,269162.0
2019-10-23,17.5524,17.9182,17.5291,17.865,627523.0
2019-10-24,18.0046,18.0046,17.579,17.6189,226269.0
2019-10-25,17.5258,17.8982,17.3994,17.7519,335664.0
2019-10-26,17.5258,17.8982,17.3994,17.7519,335664.0
2019-10-27,17.5258,17.8982,17.3994,17.7519,335664.0
2019-10-28,17.8251,18.284,17.8251,18.1709,531884.0
2019-10-29,18.1709,18.5833,18.1709,18.3771,412396.0
2019-10-30,18.2574,18.8892,18.0578,18.5567,477196.0
2019-10-31,18.4037,18.55,17.8902,18.1909,294971.0
2019-11-01,18.3571,18.8626,18.3305,18.7695,390497.0
2019-11-02,18.3571,18.8626,18.3305,18.7695,390497.0
2019-11-03,18.3571,18.8626,18.3305,18.7695,390497.0
2019-11-04,18.9557,19.2218,18.8161,19.1885,369633.0
2019-11-05,19.275,19.7539,19.275,19.5544,267943.0
2019-11-06,20.0066,20.0731,19.5577,19.6009,386358.0
2019-11-07,19.8603,19.9468,19.6275,19.714,338242.0
2019-11-08,19.6076,19.7871,19.4745,19.6076,245315.0
2019-11-09,19.6076,19.7871,19.4745,19.6076,245315.0
2019-11-10,19.6076,19.7871,19.4745,19.6076,245315.0
2019-11-11,19.4014,19.694,19.4014,19.6076,213937.0
2019-11-12,19.7805,19.7805,19.3881,19.561,392321.0
2019-11-13,19.3548,19.5078,19.2617,19.408,517281.0
2019-11-14,19.4012,19.6903,19.2992,19.408,402860.0
2019-11-15,19.5645,19.5645,19.2311,19.2311,349396.0
2019-11-16,19.5645,19.5645,19.2311,19.2311,349396.0
2019-11-17,19.5645,19.5645,19.2311,19.2311,349396.0
2019-11-18,19.1155,19.2856,18.9114,18.9522,848565.0
2019-11-19,19.0951,19.6733,19.0679,19.6529,959425.0
2019-11-20,19.6189,19.8502,19.5305,19.7686,471142.0
2019-11-21,19.8706,19.959,19.6397,19.959,473806.0
2019-11-22,20.0339,20.1699,19.9114,20.1019,360864.0
2019-11-23,20.0339,20.1699,19.9114,20.1019,360864.0
2019-11-24,20.0339,20.1699,19.9114,20.1019,360864.0
2019-11-25,20.2039,20.4964,20.0883,20.4488,362657.0
2019-11-26,20.3808,20.4148,20.1484,20.3264,334742.0
2019-11-27,20.374,20.4964,20.2243,20.4352,349909.0
2019-11-28,20.374,20.4964,20.2243,20.4352,349909.0
2019-11-29,20.374,20.442,20.1767,20.1835,135620.0
2019-11-30,20.374,20.442,20.1767,20.1835,135620.0
2019-12-01,20.374,20.442,20.1767,20.1835,135620.0
2019-12-02,20.3264,20.3468,19.9794,20.1495,471976.0
2019-12-03,19.8978,19.9862,19.7754,19.9114,371658.0
2019-12-04,19.9658,20.0883,19.8978,19.9794,288431.0
2019-12-05,20.1835,20.2583,19.9658,20.1835,410476.0
2019-12-06,20.4148,20.5168,20.272,20.4624,375892.0
2019-12-07,20.4148,20.5168,20.272,20.4624,375892.0
2019-12-08,20.4148,20.5168,20.272,20.4624,375892.0
2019-12-09,20.3468,20.6393,20.3468,20.4216,306851.0
2019-12-10,20.34,20.442,20.272,20.3944,363384.0
2019-12-11,20.5441,20.6733,20.3468,20.6733,588793.0
2019-12-12,20.7277,21.2515,20.5849,21.2039,482151.0
2019-12-13,21.2039,21.374,20.8978,21.1971,702170.0
2019-12-14,21.2039,21.374,20.8978,21.1971,702170.0
2019-12-15,21.2039,21.374,20.8978,21.1971,702170.0
2019-12-16,21.3672,21.4488,21.2243,21.34,489392.0
2019-12-17,21.3672,21.4148,21.0543,21.4148,341652.0
2019-12-18,21.4148,21.4488,21.2651,21.2924,431608.0
2019-12-19,21.442,21.7924,21.3876,21.7821,375697.0
2019-12-20,21.8774,21.936,21.6257,21.7617,692648.0
2019-12-21,21.8774,21.936,21.6257,21.7617,692648.0
2019-12-22,21.8774,21.936,21.6257,21.7617,692648.0
2019-12-23,21.7345,22.0679,21.6529,22.0611,307257.0
2019-12-24,22.1495,22.1495,21.7924,21.8842,95685.0
2019-12-25,22.1495,22.1495,21.7924,21.8842,95685.0
2019-12-26,21.891,21.9998,21.7889,21.9726,305023.0
2019-12-27,22.027,22.0338,21.823,21.9182,236245.0
2019-12-28,22.027,22.0338,21.823,21.9182,236245.0
2019-12-29,22.027,22.0338,21.823,21.9182,236245.0
2019-12-30,21.9046,21.9585,21.7549,21.8842,221393.0
2019-12-31,21.8502,22.1665,21.8414,21.9862,239354.0
2020-01-01,21.8502,22.1665,21.8414,21.9862,239354.0
2020-01-02,22.1359,22.1359,21.9182,22.1155,331125.0
2020-01-03,21.9318,22.2175,21.8366,22.0951,400513.0
2020-01-04,21.9318,22.2175,21.8366,22.0951,400513.0
2020-01-05,21.9318,22.2175,21.8366,22.0951,400513.0
2020-01-06,21.9794,22.2243,21.891,22.2243,335372.0
2020-01-07,22.2583,22.544,22.1767,22.4556,240764.0
2020-01-08,22.4284,22.7651,22.4182,22.5032,364488.0
2020-01-09,22.5849,22.7889,22.5304,22.6189,284586.0
2020-01-10,22.6597,22.7141,22.4828,22.5849,456734.0
2020-01-11,22.6597,22.7141,22.4828,22.5849,456734.0
2020-01-12,22.6597,22.7141,22.4828,22.5849,456734.0
2020-01-13,23.027,23.34,22.7855,23.34,471858.0
2020-01-14,23.408,23.5678,23.2243,23.442,292148.0
2020-01-15,23.2991,23.5508,23.2652,23.4488,303499.0
2020-01-16,23.6393,23.9454,23.5304,23.9386,269252.0
2020-01-17,24.0814,24.1359,23.6937,23.7889,251984.0
2020-01-18,24.0814,24.1359,23.6937,23.7889,251984.0
2020-01-19,24.0814,24.1359,23.6937,23.7889,251984.0
2020-01-20,24.0814,24.1359,23.6937,23.7889,251984.0
2020-01-21,23.6461,23.7141,23.3264,23.3536,406867.0
2020-01-22,23.5644,23.5781,23.1563,23.2379,230202.0
2020-01-23,23.1563,23.4148,22.8502,23.2719,334062.0
2020-01-24,23.4216,23.4216,22.6597,22.7821,304222.0
2020-01-25,23.4216,23.4216,22.6597,22.7821,304222.0
2020-01-26,23.4216,23.4216,22.6597,22.7821,304222.0
2020-01-27,22.2651,22.7005,22.1903,22.6257,299296.0
2020-01-28,22.7957,22.9794,22.7005,22.891,278274.0
2020-01-29,23.0066,23.2175,22.7345,22.9726,455960.0
2020-01-30,22.8706,23.1767,22.6121,23.1563,244082.0
2020-01-31,23.0066,23.1903,22.6257,22.7209,348722.0
2020-02-01,23.0066,23.1903,22.6257,22.7209,348722.0
2020-02-02,23.0066,23.1903,22.6257,22.7209,348722.0
2020-02-03,22.8774,23.2719,22.7957,22.891,328908.0
2020-02-04,23.2311,23.6665,23.1699,23.5168,274616.0
2020-02-05,23.9114,24.3263,23.3876,24.1359,730660.0
2020-02-06,24.4692,24.9148,24.4556,24.6257,619170.0
2020-02-07,24.6053,24.8161,24.4148,24.578,389073.0
2020-02-08,24.6053,24.8161,24.4148,24.578,389073.0
2020-02-09,24.6053,24.8161,24.4148,24.578,389073.0
2020-02-10,24.6597,25.1971,24.6325,25.1903,423576.0
2020-02-11,25.3399,25.5508,25.2243,25.5032,399694.0
2020-02-12,25.6665,25.9114,25.5848,25.9114,362506.0
2020-02-13,25.9044,25.9874,25.4402,25.4961,305862.0
2020-02-14,25.4961,25.5101,25.1441,25.3342,287692.0
2020-02-15,25.4961,25.5101,25.1441,25.3342,287692.0
2020-02-16,25.4961,25.5101,25.1441,25.3342,287692.0
2020-02-17,25.4961,25.5101,25.1441,25.3342,287692.0
2020-02-18,25.3342,25.5031,24.8766,25.123,320526.0
2020-02-19,25.13,25.3764,25.1283,25.2145,477612.0
2020-02-20,24.94,25.0596,24.412,24.8062,1454427.0
2020-02-21,24.7218,24.771,23.9404,24.0038,708286.0
2020-02-22,24.7218,24.771,23.9404,24.0038,708286.0
2020-02-23,24.7218,24.771,23.9404,24.0038,708286.0
2020-02-24,23.0183,23.2365,22.7508,22.786,804118.0
2020-02-25,22.8704,22.9338,21.5119,21.6175,582069.0
2020-02-26,21.7723,22.3566,21.7019,21.8216,715600.0
2020-02-27,21.2937,21.6527,20.5616,20.5616,891857.0
2020-02-28,19.6324,20.1251,19.4353,20.1181,1223470.0
2020-02-29,19.6324,20.1251,19.4353,20.1181,1223470.0
2020-03-01,19.6324,20.1251,19.4353,20.1181,1223470.0
2020-03-02,20.2167,21.1177,20.1111,21.0966,779254.0
2020-03-03,20.9487,21.2303,19.6887,20.0759,1116395.0
2020-03-04,20.449,20.632,20.1322,20.4349,871649.0
2020-03-05,19.7239,19.8365,18.5765,18.7595,647148.0
2020-03-06,18.0204,18.5695,17.6958,18.2738,629023.0
2020-03-07,18.0204,18.5695,17.6958,18.2738,629023.0
2020-03-08,18.0204,18.5695,17.6958,18.2738,629023.0
2020-03-09,16.697,17.401,16.4827,16.8941,1257831.0
2020-03-10,17.7177,17.8304,16.7956,17.5066,1290743.0
2020-03-11,16.7041,16.8589,15.3244,15.5285,1155634.0
2020-03-12,14.2756,15.5989,13.1493,14.0855,822066.0
2020-03-13,15.0006,15.7186,13.5576,15.6764,1264191.0
