,QTWO US Equity,QTWO US Equity,QTWO US Equity,QTWO US Equity,QTWO US Equity
2024-01-25,44.16,44.36,43.185,43.35,474978.0
2024-01-26,43.59,44.0,42.87,42.87,332460.0
2024-01-27,43.59,44.0,42.87,42.87,332460.0
2024-01-28,43.59,44.0,42.87,42.87,332460.0
2024-01-29,43.23,44.455,42.55,44.42,364799.0
2024-01-30,44.02,44.54,43.84,44.05,338426.0
2024-01-31,43.69,44.01,42.455,42.55,568310.0
2024-02-01,42.92,43.12,41.82,42.07,586466.0
2024-02-02,41.28,42.61,41.19,42.15,411666.0
2024-02-03,41.28,42.61,41.19,42.15,411666.0
2024-02-04,41.28,42.61,41.19,42.15,411666.0
2024-02-05,41.8,41.8,40.76,40.98,402306.0
2024-02-06,40.66,42.105,40.6,41.96,377684.0
2024-02-07,42.12,42.16,41.19,41.53,413917.0
2024-02-08,41.59,43.03,41.27,42.66,462473.0
2024-02-09,43.04,43.325,42.49,43.2,396018.0
2024-02-10,43.04,43.325,42.49,43.2,396018.0
2024-02-11,43.04,43.325,42.49,43.2,396018.0
2024-02-12,43.52,44.24,43.42,43.76,718076.0
2024-02-13,41.57,42.59,41.24,41.7,481729.0
2024-02-14,42.32,44.0,42.32,43.84,414164.0
2024-02-15,44.41,44.825,43.47,43.76,536521.0
2024-02-16,42.75,43.445,42.42,42.52,553566.0
2024-02-17,42.75,43.445,42.42,42.52,553566.0
2024-02-18,42.75,43.445,42.42,42.52,553566.0
2024-02-19,42.75,43.445,42.42,42.52,553566.0
2024-02-20,41.76,42.28,41.655,42.15,332282.0
2024-02-21,41.58,41.88,41.23,41.84,747926.0
2024-02-22,43.87,46.782,43.55,45.98,1451467.0
2024-02-23,46.72,47.63,46.27,47.57,1391573.0
2024-02-24,46.72,47.63,46.27,47.57,1391573.0
2024-02-25,46.72,47.63,46.27,47.57,1391573.0
2024-02-26,47.36,47.9,46.195,46.63,684925.0
2024-02-27,47.38,47.48,46.535,46.83,594053.0
2024-02-28,45.73,46.43,45.19,45.69,660043.0
2024-02-29,46.15,46.83,45.59,46.23,755567.0
2024-03-01,46.12,46.63,45.54,46.27,615076.0
2024-03-02,46.12,46.63,45.54,46.27,615076.0
2024-03-03,46.12,46.63,45.54,46.27,615076.0
2024-03-04,46.61,47.46,44.74,47.15,1204068.0
2024-03-05,46.43,46.7,45.41,45.84,811823.0
2024-03-06,46.19,46.84,45.72,46.65,1071711.0
2024-03-07,46.97,48.03,46.845,47.42,1156436.0
2024-03-08,47.84,48.99,47.84,48.94,957815.0
2024-03-09,47.84,48.99,47.84,48.94,957815.0
2024-03-10,47.84,48.99,47.84,48.94,957815.0
2024-03-11,48.75,49.42,48.555,48.88,624779.0
2024-03-12,49.03,50.12,48.635,50.0,1149501.0
2024-03-13,49.62,50.4599,49.62,50.4,796015.0
2024-03-14,50.27,50.43,48.44,48.7,762124.0
2024-03-15,47.97,48.82,47.79,48.44,798891.0
2024-03-16,47.97,48.82,47.79,48.44,798891.0
2024-03-17,47.97,48.82,47.79,48.44,798891.0
2024-03-18,48.79,49.6797,48.16,49.43,592408.0
2024-03-19,48.9,51.0,48.9,50.28,902654.0
2024-03-20,50.04,51.24,49.8,51.0,550681.0
2024-03-21,51.45,52.58,51.295,52.39,915060.0
2024-03-22,52.16,52.27,51.32,51.37,556229.0
2024-03-23,52.16,52.27,51.32,51.37,556229.0
2024-03-24,52.16,52.27,51.32,51.37,556229.0
2024-03-25,51.24,51.505,49.935,50.11,519894.0
2024-03-26,50.72,51.71,50.72,51.09,462967.0
2024-03-27,51.87,52.52,51.31,52.5,506763.0
2024-03-28,52.51,53.315,52.43,52.56,518486.0
2024-03-29,52.51,53.315,52.43,52.56,518486.0
2024-03-30,52.51,53.315,52.43,52.56,518486.0
2024-03-31,52.51,53.315,52.43,52.56,518486.0
2024-04-01,52.49,52.49,50.07,50.58,668117.0
2024-04-02,49.65,50.75,46.5,50.64,473217.0
2024-04-03,50.22,52.1,50.22,51.91,587240.0
2024-04-04,53.38,53.63,51.05,51.17,866906.0
2024-04-05,51.17,52.92,51.06,52.46,750891.0
2024-04-06,51.17,52.92,51.06,52.46,750891.0
2024-04-07,51.17,52.92,51.06,52.46,750891.0
2024-04-08,53.0,53.76,52.575,53.43,550297.0
