,SYBT US Equity,SYBT US Equity,SYBT US Equity,SYBT US Equity,SYBT US Equity
2020-07-08,33.3069,33.7395,32.3311,32.819,90897.0
2020-07-09,32.6256,33.0307,31.7235,31.926,86449.0
2020-07-10,31.8984,33.4173,31.8984,33.3161,92600.0
2020-07-11,31.8984,33.4173,31.8984,33.3161,92600.0
2020-07-12,31.8984,33.4173,31.8984,33.3161,92600.0
2020-07-13,33.758,34.4852,33.4265,34.2827,71606.0
2020-07-14,34.0618,34.4024,33.3805,33.9789,74402.0
2020-07-15,34.7154,36.2712,34.3287,35.8845,85048.0
2020-07-16,35.5163,36.4737,35.3322,35.8845,53677.0
2020-07-17,35.7556,36.3172,35.4887,35.6175,50548.0
2020-07-18,35.7556,36.3172,35.4887,35.6175,50548.0
2020-07-19,35.7556,36.3172,35.4887,35.6175,50548.0
2020-07-20,35.2493,35.682,34.9639,35.3874,87765.0
2020-07-21,35.8569,37.9743,35.8569,37.7717,105984.0
2020-07-22,35.774,38.453,35.774,38.0571,101789.0
2020-07-23,38.2504,38.591,36.9386,37.3851,74202.0
2020-07-24,37.5324,37.9374,36.7591,37.3206,92769.0
2020-07-25,37.5324,37.9374,36.7591,37.3206,92769.0
2020-07-26,37.5324,37.9374,36.7591,37.3206,92769.0
2020-07-27,37.3114,37.3114,36.4645,37.0445,35856.0
2020-07-28,36.6946,37.537,36.308,37.2194,84936.0
2020-07-29,37.5416,38.0203,37.1549,37.8546,70451.0
2020-07-30,37.2378,37.3113,36.7038,36.8972,94083.0
2020-07-31,36.8695,36.8695,35.4426,35.9858,73630.0
2020-08-01,36.8695,36.8695,35.4426,35.9858,73630.0
2020-08-02,36.8695,36.8695,35.4426,35.9858,73630.0
2020-08-03,36.2712,36.7223,36.1147,36.4553,93442.0
2020-08-04,36.2251,36.4277,35.5163,36.2712,43669.0
2020-08-05,36.4,37.2194,36.4,37.1273,72648.0
2020-08-06,37.1181,38.0666,36.8235,37.5416,34373.0
2020-08-07,37.2194,38.8212,36.8511,38.7475,36688.0
2020-08-08,37.2194,38.8212,36.8511,38.7475,36688.0
2020-08-09,37.2194,38.8212,36.8511,38.7475,36688.0
2020-08-10,38.7752,39.5853,38.4898,39.0513,84211.0
2020-08-11,39.7878,40.5611,39.5485,39.8615,43966.0
2020-08-12,40.064,41.1641,39.2539,40.1929,64905.0
2020-08-13,40.0088,40.0364,39.4105,39.7234,50207.0
2020-08-14,39.3459,39.797,38.5726,39.7234,36152.0
2020-08-15,39.3459,39.797,38.5726,39.7234,36152.0
2020-08-16,39.3459,39.797,38.5726,39.7234,36152.0
2020-08-17,39.5208,40.0548,39.4196,39.705,42943.0
2020-08-18,39.6958,39.6958,38.6279,39.1894,71650.0
2020-08-19,39.2078,39.6267,36.7913,39.3183,44864.0
2020-08-20,38.7199,39.2815,38.6831,39.0237,32938.0
2020-08-21,38.9225,39.125,38.3793,38.5634,68387.0
2020-08-22,38.9225,39.125,38.3793,38.5634,68387.0
2020-08-23,38.9225,39.125,38.3793,38.5634,68387.0
2020-08-24,38.8488,39.3643,38.6095,39.3643,78912.0
2020-08-25,39.751,39.751,38.9133,39.4196,35606.0
2020-08-26,39.4656,39.7878,38.4622,38.8856,39678.0
2020-08-27,38.8856,39.8154,38.8856,39.7418,126296.0
2020-08-28,40.0364,40.0364,39.0698,39.5899,33915.0
2020-08-29,40.0364,40.0364,39.0698,39.5899,33915.0
2020-08-30,40.0364,40.0364,39.0698,39.5899,33915.0
2020-08-31,39.4196,39.7602,39.3183,39.5208,69164.0
2020-09-01,39.5853,40.0364,39.5393,39.9075,43104.0
2020-09-02,39.9535,40.5243,39.5792,40.423,64420.0
2020-09-03,40.3862,40.5519,39.7878,40.2481,53643.0
2020-09-04,40.957,41.1779,39.9627,40.4875,76154.0
2020-09-05,40.957,41.1779,39.9627,40.4875,76154.0
2020-09-06,40.957,41.1779,39.9627,40.4875,76154.0
2020-09-07,40.957,41.1779,39.9627,40.4875,76154.0
2020-09-08,40.2481,40.2481,38.7976,39.1342,40339.0
2020-09-09,39.5024,40.1192,38.7107,38.812,70800.0
2020-09-10,39.1434,39.392,38.3149,38.3609,80623.0
2020-09-11,38.4622,38.4622,37.7441,37.9098,39281.0
2020-09-12,38.4622,38.4622,37.7441,37.9098,39281.0
2020-09-13,38.4622,38.4622,37.7441,37.9098,39281.0
2020-09-14,38.1031,38.8396,37.7533,38.5818,57518.0
2020-09-15,38.7936,39.3183,36.7223,36.7591,123372.0
2020-09-16,36.888,37.56,36.5059,37.0076,87171.0
2020-09-17,36.4553,36.7591,35.7188,35.8937,69339.0
2020-09-18,36.2831,36.2831,34.8369,35.1336,271402.0
2020-09-19,36.2831,36.2831,34.8369,35.1336,271402.0
2020-09-20,36.2831,36.2831,34.8369,35.1336,271402.0
2020-09-21,34.4661,34.8138,32.4545,32.9551,89688.0
2020-09-22,32.8531,33.1961,32.4082,33.02,90043.0
2020-09-23,30.3224,32.6214,30.3224,31.4534,92190.0
2020-09-24,31.4534,32.195,30.6654,31.509,76311.0
2020-09-25,31.6944,31.9169,31.3885,31.6666,50734.0
2020-09-26,31.6944,31.9169,31.3885,31.6666,50734.0
2020-09-27,31.6944,31.9169,31.3885,31.6666,50734.0
2020-09-28,31.9447,32.7512,31.9447,32.4638,37571.0
2020-09-29,32.4175,33.4201,31.5722,32.0188,36998.0
2020-09-30,31.7685,32.334,31.3236,31.5553,72638.0
2020-10-01,31.8983,32.4805,31.3329,31.6712,90281.0
2020-10-02,30.8601,32.6072,30.8601,32.3526,76490.0
2020-10-03,30.8601,32.6072,30.8601,32.3526,76490.0
2020-10-04,30.8601,32.6072,30.8601,32.3526,76490.0
2020-10-05,32.7141,34.0026,32.7141,33.9377,51953.0
2020-10-06,34.4012,35.1892,33.5855,34.0397,76852.0
2020-10-07,34.4383,35.4117,34.1417,35.2448,61678.0
2020-10-08,35.6064,35.6064,34.8555,35.1892,41001.0
2020-10-09,35.6712,35.6712,34.8833,34.8926,25612.0
2020-10-10,35.6712,35.6712,34.8833,34.8926,25612.0
2020-10-11,35.6712,35.6712,34.8833,34.8926,25612.0
2020-10-12,34.7721,35.6527,34.684,35.6156,23829.0
2020-10-13,35.2634,35.2634,34.5032,34.6237,23185.0
2020-10-14,34.7535,34.8416,33.6782,33.7523,49968.0
2020-10-15,33.6689,34.5218,33.5021,34.1695,105883.0
2020-10-16,34.049,34.3642,33.6689,34.0583,47370.0
2020-10-17,34.049,34.3642,33.6689,34.0583,47370.0
2020-10-18,34.049,34.3642,33.6689,34.0583,47370.0
2020-10-19,34.3456,34.6052,33.5021,33.8265,62909.0
2020-10-20,34.1046,34.9111,34.1046,34.6237,55621.0
2020-10-21,34.5403,34.9667,34.4383,34.4939,60847.0
2020-10-22,34.735,35.6527,34.1649,35.5693,46767.0
2020-10-23,35.7732,35.9123,35.1429,35.8845,52756.0
2020-10-24,35.7732,35.9123,35.1429,35.8845,52756.0
2020-10-25,35.7732,35.9123,35.1429,35.8845,52756.0
2020-10-26,35.3839,35.8288,35.0088,35.764,85863.0
2020-10-27,35.8103,35.8474,34.9111,35.3746,90891.0
2020-10-28,35.1058,35.6527,34.7072,35.2541,127349.0
2020-10-29,34.9204,35.421,34.3549,35.2077,87120.0
2020-10-30,35.217,35.6527,35.078,35.4302,92067.0
2020-10-31,35.217,35.6527,35.078,35.4302,92067.0
2020-11-01,35.217,35.6527,35.078,35.4302,92067.0
2020-11-02,35.8474,36.005,35.1985,35.9772,47201.0
2020-11-03,36.0977,37.6458,36.0235,37.3028,54397.0
2020-11-04,36.6631,36.9412,34.2344,34.4661,44113.0
2020-11-05,34.5588,35.662,34.3827,35.1429,33385.0
2020-11-06,35.4766,35.4766,34.29,34.6423,57708.0
2020-11-07,35.4766,35.4766,34.29,34.6423,57708.0
2020-11-08,35.4766,35.4766,34.29,34.6423,57708.0
2020-11-09,37.0618,40.195,36.3758,38.3874,86853.0
2020-11-10,38.9899,40.1487,38.8231,39.9911,73220.0
2020-11-11,40.0838,40.0838,37.1175,38.8972,41392.0
2020-11-12,37.173,38.4337,36.8485,37.2379,53732.0
2020-11-13,37.7199,38.5728,37.4638,38.1185,46927.0
2020-11-14,37.7199,38.5728,37.4638,38.1185,46927.0
2020-11-15,37.7199,38.5728,37.4638,38.1185,46927.0
2020-11-16,39.3515,39.7733,38.6006,39.3329,61037.0
2020-11-17,38.8694,39.3237,37.7199,39.0919,59185.0
2020-11-18,38.9807,39.4627,38.4337,38.4337,42380.0
2020-11-19,38.443,38.6516,37.2935,38.3596,31073.0
2020-11-20,37.7941,37.9239,37.173,37.8683,49051.0
2020-11-21,37.7941,37.9239,37.173,37.8683,49051.0
2020-11-22,37.7941,37.9239,37.173,37.8683,49051.0
2020-11-23,38.341,38.4059,37.2791,37.9424,45939.0
2020-11-24,38.6469,40.4453,38.3132,39.9911,70882.0
2020-11-25,39.4534,39.4998,38.7304,39.0734,46239.0
2020-11-26,39.4534,39.4998,38.7304,39.0734,46239.0
2020-11-27,38.925,39.6296,37.8126,38.2483,24619.0
2020-11-28,38.925,39.6296,37.8126,38.2483,24619.0
2020-11-29,38.925,39.6296,37.8126,38.2483,24619.0
2020-11-30,37.9702,38.1464,36.8764,36.932,75591.0
2020-12-01,37.7756,38.2669,37.4094,37.8034,41607.0
2020-12-02,37.5253,38.1834,37.2101,38.0907,50700.0
2020-12-03,37.859,37.859,37.0896,37.2008,50997.0
2020-12-04,37.3955,38.1,37.2008,38.0537,32236.0
2020-12-05,37.3955,38.1,37.2008,38.0537,32236.0
2020-12-06,37.3955,38.1,37.2008,38.0537,32236.0
2020-12-07,37.9053,38.1927,37.5623,38.1,27021.0
2020-12-08,37.7477,38.4894,37.6921,38.3688,54436.0
2020-12-09,38.8231,39.0641,38.3781,38.6748,50353.0
2020-12-10,38.5913,39.0548,38.341,39.0456,37346.0
2020-12-11,38.7489,39.2217,38.6052,38.6655,30954.0
2020-12-12,38.7489,39.2217,38.6052,38.6655,30954.0
2020-12-13,38.7489,39.2217,38.6052,38.6655,30954.0
2020-12-14,39.2866,39.3051,38.3132,38.3596,49339.0
2020-12-15,38.8231,38.9343,38.1927,38.6562,48930.0
2020-12-16,38.8972,38.9343,38.4801,38.6469,33957.0
2020-12-17,38.8972,38.8972,38.0907,38.7582,42888.0
2020-12-18,38.8981,38.8981,37.3307,37.4426,222222.0
2020-12-19,38.8981,38.8981,37.3307,37.4426,222222.0
2020-12-20,38.8981,38.8981,37.3307,37.4426,222222.0
2020-12-21,37.7505,37.7505,36.211,36.6309,59883.0
2020-12-22,36.4629,36.6589,36.211,36.2297,33089.0
2020-12-23,36.5562,37.3773,36.4069,37.2747,51728.0
2020-12-24,37.424,37.6386,37.0881,37.4799,13505.0
2020-12-25,37.424,37.6386,37.0881,37.4799,13505.0
2020-12-26,37.424,37.6386,37.0881,37.4799,13505.0
2020-12-27,37.424,37.6386,37.0881,37.4799,13505.0
2020-12-28,37.7132,38.385,37.4613,38.1797,39752.0
2020-12-29,38.1144,38.1144,36.8828,37.1814,31709.0
2020-12-30,37.1067,37.7972,36.7242,37.4799,27666.0
2020-12-31,37.7412,38.2823,37.5499,37.7692,35467.0
2021-01-01,37.7412,38.2823,37.5499,37.7692,35467.0
2021-01-02,37.7412,38.2823,37.5499,37.7692,35467.0
2021-01-03,37.7412,38.2823,37.5499,37.7692,35467.0
2021-01-04,38.0771,38.6886,37.4146,37.8532,51795.0
2021-01-05,37.9838,38.3383,37.6059,37.6759,40431.0
2021-01-06,38.6276,41.8745,38.6276,40.6896,79959.0
2021-01-07,41.1001,41.1001,39.8498,40.6802,54918.0
2021-01-08,41.0535,41.0535,38.7022,39.2807,55261.0
2021-01-09,41.0535,41.0535,38.7022,39.2807,55261.0
2021-01-10,41.0535,41.0535,38.7022,39.2807,55261.0
2021-01-11,39.1781,39.8219,38.9728,39.7379,27112.0
2021-01-12,40.1391,41.7999,38.8003,40.2977,31516.0
2021-01-13,40.0458,40.0458,38.7582,39.2807,26649.0
2021-01-14,39.8125,40.1007,39.29,39.7285,31344.0
2021-01-15,39.1781,39.7099,38.8608,39.1874,25853.0
2021-01-16,39.1781,39.7099,38.8608,39.1874,25853.0
2021-01-17,39.1781,39.7099,38.8608,39.1874,25853.0
2021-01-18,39.1781,39.7099,38.8608,39.1874,25853.0
2021-01-19,39.1874,39.9898,38.9821,39.3553,33659.0
2021-01-20,39.374,39.8032,38.8888,39.3367,32773.0
2021-01-21,39.6446,39.6446,38.3383,38.7022,29970.0
2021-01-22,38.4783,39.9991,38.3383,39.9898,52353.0
2021-01-23,38.4783,39.9991,38.3383,39.9898,52353.0
2021-01-24,38.4783,39.9991,38.3383,39.9898,52353.0
2021-01-25,39.4206,39.6912,38.4223,39.4113,41323.0
2021-01-26,39.8405,39.8778,39.1687,39.8592,41510.0
2021-01-27,38.0304,39.8405,38.0304,39.6539,103950.0
2021-01-28,44.7669,44.7669,40.1204,41.9865,105549.0
2021-01-29,42.2477,42.7329,41.8932,42.1731,124826.0
2021-01-30,42.2477,42.7329,41.8932,42.1731,124826.0
2021-01-31,42.2477,42.7329,41.8932,42.1731,124826.0
2021-02-01,41.9958,42.481,41.8465,42.0705,71433.0
2021-02-02,42.4157,42.7796,42.1358,42.4623,65742.0
2021-02-03,42.3597,42.593,41.9445,42.397,57980.0
2021-02-04,42.593,43.4327,42.5463,43.386,49379.0
2021-02-05,43.7313,43.7592,42.5947,43.7592,41951.0
2021-02-06,43.7313,43.7592,42.5947,43.7592,41951.0
2021-02-07,43.7313,43.7592,42.5947,43.7592,41951.0
2021-02-08,43.9459,44.3004,42.7982,44.2724,154548.0
2021-02-09,43.9738,44.3191,43.5447,44.1698,30051.0
2021-02-10,43.9272,45.1401,43.9085,44.7109,58427.0
2021-02-11,44.8882,44.9442,43.7873,44.5523,37503.0
2021-02-12,44.2631,44.7985,44.2444,44.7669,42456.0
2021-02-13,44.2631,44.7985,44.2444,44.7669,42456.0
2021-02-14,44.2631,44.7985,44.2444,44.7669,42456.0
2021-02-15,44.2631,44.7985,44.2444,44.7669,42456.0
2021-02-16,44.9815,45.6906,44.7949,45.3454,46848.0
2021-02-17,44.9629,45.7839,44.8322,45.1495,41160.0
2021-02-18,44.9629,45.3001,44.599,44.7949,53645.0
2021-02-19,44.9815,45.7373,44.8229,45.6067,52990.0
2021-02-20,44.9815,45.7373,44.8229,45.6067,52990.0
2021-02-21,44.9815,45.7373,44.8229,45.6067,52990.0
2021-02-22,45.2241,46.4277,45.2241,46.1571,34770.0
2021-02-23,46.0638,48.0128,45.3314,46.4277,56075.0
2021-02-24,46.4744,47.5287,46.4744,47.0529,55869.0
2021-02-25,47.3794,48.2378,46.9875,47.3141,60402.0
2021-02-26,47.1182,47.3421,45.9705,45.9705,73977.0
2021-02-27,47.1182,47.3421,45.9705,45.9705,73977.0
2021-02-28,47.1182,47.3421,45.9705,45.9705,73977.0
2021-03-01,46.9782,48.0605,46.2038,47.9019,61765.0
2021-03-02,47.8366,47.8366,46.8662,46.8756,40028.0
2021-03-03,47.1928,48.9936,47.0808,48.6297,74398.0
2021-03-04,48.9096,49.7587,47.8957,48.0979,67150.0
2021-03-05,48.5924,50.3931,48.527,50.2438,103896.0
2021-03-06,48.5924,50.3931,48.527,50.2438,103896.0
2021-03-07,48.5924,50.3931,48.527,50.2438,103896.0
2021-03-08,50.7663,51.6807,50.2252,51.1582,122766.0
2021-03-09,51.3075,51.9326,50.0386,51.0742,108794.0
2021-03-10,50.9529,52.0259,50.3185,51.3635,101165.0
2021-03-11,51.4291,51.6729,50.679,51.4479,63321.0
2021-03-12,51.5698,52.5074,50.7259,51.5698,93113.0
2021-03-13,51.5698,52.5074,50.7259,51.5698,93113.0
