,SYBT US Equity,SYBT US Equity,SYBT US Equity,SYBT US Equity,SYBT US Equity
2022-05-29,55.1308,56.3505,55.1308,56.3026,51681.0
2022-05-30,55.1308,56.3505,55.1308,56.3026,51681.0
2022-05-31,55.9965,56.7235,55.5278,56.4365,120039.0
2022-06-01,56.4652,57.5557,55.987,57.3357,102321.0
2022-06-02,57.0296,57.9766,56.9052,57.9479,77513.0
2022-06-03,58.034,58.3592,57.6992,57.9862,53543.0
2022-06-04,58.034,58.3592,57.6992,57.9862,53543.0
2022-06-05,58.034,58.3592,57.6992,57.9862,53543.0
2022-06-06,58.4453,58.4453,56.5705,56.647,84930.0
2022-06-07,56.1304,56.5035,55.6713,56.2165,74228.0
2022-06-08,55.7478,55.9487,55.48,55.5183,69929.0
2022-06-09,55.48,56.8766,55.3556,55.3748,114324.0
2022-06-10,54.6574,55.0304,53.8443,54.9443,66373.0
2022-06-11,54.6574,55.0304,53.8443,54.9443,66373.0
2022-06-12,54.6574,55.0304,53.8443,54.9443,66373.0
2022-06-13,54.2843,54.7769,53.1364,54.3417,88157.0
2022-06-14,54.1408,54.9252,53.7773,54.3991,87662.0
2022-06-15,54.753,56.0731,53.9686,55.2695,111139.0
2022-06-16,54.8274,55.9905,54.0392,55.5675,150179.0
2022-06-17,55.654,57.5092,55.654,57.2593,398367.0
2022-06-18,55.654,57.5092,55.654,57.2593,398367.0
2022-06-19,55.654,57.5092,55.654,57.2593,398367.0
2022-06-20,55.654,57.5092,55.654,57.2593,398367.0
2022-06-21,57.8456,58.2781,57.4323,58.009,122511.0
2022-06-22,57.7975,58.8356,57.7975,58.134,175171.0
2022-06-23,58.5473,58.5473,55.8607,56.298,123196.0
2022-06-24,56.7306,58.0811,55.7213,55.8078,834651.0
2022-06-25,56.7306,58.0811,55.7213,55.8078,834651.0
2022-06-26,56.7306,58.0811,55.7213,55.8078,834651.0
2022-06-27,56.3942,57.9129,56.3942,57.1727,126345.0
2022-06-28,57.3361,57.663,56.6056,57.1727,73707.0
2022-06-29,57.0286,57.4707,56.6441,57.0093,96598.0
2022-06-30,56.5191,57.7302,56.0241,57.4996,113725.0
2022-07-01,57.24,58.2012,56.4038,58.1916,80811.0
2022-07-02,57.24,58.2012,56.4038,58.1916,80811.0
2022-07-03,57.24,58.2012,56.4038,58.1916,80811.0
2022-07-04,57.24,58.2012,56.4038,58.1916,80811.0
2022-07-05,57.5861,59.5854,57.0862,59.5854,93397.0
2022-07-06,59.3162,60.0756,58.7491,59.9218,75758.0
2022-07-07,60.364,60.8061,60.2198,60.3832,67977.0
2022-07-08,60.5562,60.9003,59.9891,60.4216,93252.0
2022-07-09,60.5562,60.9003,59.9891,60.4216,93252.0
2022-07-10,60.5562,60.9003,59.9891,60.4216,93252.0
2022-07-11,59.9314,60.4216,59.7488,59.9506,38617.0
2022-07-12,59.1913,60.4601,59.1913,59.4124,59374.0
2022-07-13,59.4124,59.4124,57.8264,57.9513,120643.0
2022-07-14,57.4996,58.1243,56.2932,57.0766,89660.0
2022-07-15,57.663,58.6722,57.583,58.4223,100055.0
2022-07-16,57.663,58.6722,57.583,58.4223,100055.0
2022-07-17,57.663,58.6722,57.583,58.4223,100055.0
2022-07-18,58.778,59.2826,58.3262,58.6242,67778.0
2022-07-19,59.249,60.0083,58.778,59.6623,76995.0
2022-07-20,59.2297,59.6238,58.7299,59.2874,84312.0
2022-07-21,59.124,59.422,58.2398,59.3451,58711.0
2022-07-22,59.5373,60.0564,58.7395,59.9699,65736.0
2022-07-23,59.5373,60.0564,58.7395,59.9699,65736.0
2022-07-24,59.5373,60.0564,58.7395,59.9699,65736.0
2022-07-25,60.1237,60.9503,60.1237,60.7677,39463.0
2022-07-26,60.8446,63.3918,60.8446,63.2956,79357.0
2022-07-27,63.1707,65.9198,63.1707,65.4007,120876.0
2022-07-28,66.0351,66.8521,65.5641,65.9486,126599.0
2022-07-29,65.8429,66.9242,65.8332,66.4676,99203.0
2022-07-30,65.8429,66.9242,65.8332,66.4676,99203.0
2022-07-31,65.8429,66.9242,65.8332,66.4676,99203.0
2022-08-01,66.1504,67.573,65.1652,66.9098,162377.0
2022-08-02,66.6022,66.7656,65.3526,65.3526,82574.0
2022-08-03,65.7371,65.8236,64.9393,65.0931,55373.0
2022-08-04,64.8432,65.2854,64.6702,64.8432,42183.0
2022-08-05,64.8336,66.0928,64.8336,65.6602,36042.0
2022-08-06,64.8336,66.0928,64.8336,65.6602,36042.0
2022-08-07,64.8336,66.0928,64.8336,65.6602,36042.0
2022-08-08,65.8717,66.2658,65.1412,65.2854,71593.0
2022-08-09,65.0258,66.4869,65.0258,66.4869,47884.0
2022-08-10,66.583,67.4577,65.4728,66.9579,45108.0
2022-08-11,67.2847,67.6788,66.4484,67.3135,43786.0
2022-08-12,67.2847,68.9764,67.0684,68.9668,66457.0
2022-08-13,67.2847,68.9764,67.0684,68.9668,66457.0
2022-08-14,67.2847,68.9764,67.0684,68.9668,66457.0
2022-08-15,68.6688,69.3488,67.054,69.2071,58259.0
2022-08-16,69.1302,69.9472,69.0533,69.1686,52536.0
2022-08-17,69.111,69.1686,68.4285,69.1686,71434.0
2022-08-18,69.1879,69.4378,68.515,68.6784,53500.0
2022-08-19,68.1882,68.1882,66.929,67.8518,87270.0
2022-08-20,68.1882,68.1882,66.929,67.8518,87270.0
2022-08-21,68.1882,68.1882,66.929,67.8518,87270.0
2022-08-22,67.6019,67.6019,66.3907,66.7079,50862.0
2022-08-23,66.7079,66.8713,65.9294,65.9486,45254.0
2022-08-24,66.0543,66.0591,65.4872,65.987,28993.0
2022-08-25,65.8909,66.9002,65.8909,66.9002,44081.0
2022-08-26,66.9771,66.9771,65.6074,65.6122,37140.0
2022-08-27,66.9771,66.9771,65.6074,65.6122,37140.0
2022-08-28,66.9771,66.9771,65.6074,65.6122,37140.0
2022-08-29,65.5257,65.5257,63.9493,63.9781,48019.0
2022-08-30,64.18,64.3241,63.6032,64.0069,39257.0
2022-08-31,64.18,64.3049,63.4206,63.6897,112389.0
2022-09-01,63.584,64.3722,62.7189,63.6321,52732.0
2022-09-02,64.18,64.526,62.594,63.0553,43770.0
2022-09-03,64.18,64.526,62.594,63.0553,43770.0
2022-09-04,64.18,64.526,62.594,63.0553,43770.0
2022-09-05,64.18,64.526,62.594,63.0553,43770.0
2022-09-06,63.4975,63.9177,62.7622,63.584,77731.0
2022-09-07,63.5552,64.6894,63.2284,64.6894,57173.0
2022-09-08,64.2088,65.3142,64.1896,64.9585,47938.0
2022-09-09,65.3238,65.8986,64.8727,65.5737,36873.0
2022-09-10,65.3238,65.8986,64.8727,65.5737,36873.0
2022-09-11,65.3238,65.8986,64.8727,65.5737,36873.0
2022-09-12,65.8236,66.6983,65.7948,66.6983,36548.0
2022-09-13,65.5737,66.3138,64.5644,64.7279,60150.0
2022-09-14,64.7759,65.2277,64.5164,65.1316,61275.0
2022-09-15,65.1988,66.1504,65.1604,65.7083,65045.0
2022-09-16,65.0422,65.7276,64.714,65.4283,259684.0
2022-09-17,65.0422,65.7276,64.714,65.4283,259684.0
2022-09-18,65.0422,65.7276,64.714,65.4283,259684.0
2022-09-19,65.0808,66.635,65.0808,66.5191,54886.0
2022-09-20,66.2199,67.4651,66.2199,67.2721,46890.0
2022-09-21,67.1852,68.2277,66.9921,67.0597,62155.0
2022-09-22,67.079,67.079,65.8241,66.4902,41171.0
2022-09-23,65.7951,66.0461,65.0663,65.8145,55698.0
2022-09-24,65.7951,66.0461,65.0663,65.8145,55698.0
2022-09-25,65.7951,66.0461,65.0663,65.8145,55698.0
2022-09-26,65.7951,66.7025,65.6478,66.2392,50130.0
2022-09-27,66.4998,66.6736,65.2353,65.8048,55376.0
2022-09-28,66.0075,67.5423,65.5635,67.2238,76359.0
2022-09-29,66.6929,66.8089,65.6793,66.1427,66500.0
2022-09-30,66.1716,67.108,65.6503,65.6503,86303.0
2022-10-01,66.1716,67.108,65.6503,65.6503,86303.0
2022-10-02,66.1716,67.108,65.6503,65.6503,86303.0
2022-10-03,66.3164,66.5867,65.549,66.4612,68779.0
2022-10-04,67.0114,68.2277,66.6014,67.8899,98375.0
2022-10-05,67.3589,68.2277,67.0018,67.7258,47250.0
2022-10-06,67.6003,67.7064,67.0452,67.552,39125.0
2022-10-07,67.301,68.3049,66.2006,66.606,47201.0
2022-10-08,67.301,68.3049,66.2006,66.606,47201.0
2022-10-09,67.301,68.3049,66.2006,66.606,47201.0
2022-10-10,66.5577,68.0347,66.355,67.6003,38606.0
2022-10-11,67.6292,68.0009,67.079,67.7837,46382.0
2022-10-12,67.7933,67.7933,66.7911,66.8377,60255.0
2022-10-13,66.1427,68.8552,65.6552,68.4401,113293.0
2022-10-14,68.4401,69.2895,68.3629,68.942,50112.0
2022-10-15,68.4401,69.2895,68.3629,68.942,50112.0
2022-10-16,68.4401,69.2895,68.3629,68.942,50112.0
2022-10-17,69.6564,70.5637,69.5695,70.4962,62750.0
2022-10-18,71.2684,71.4904,69.3282,69.7143,71119.0
2022-10-19,69.222,70.0859,68.7297,69.9073,60249.0
2022-10-20,70.1197,70.3996,67.4941,68.2181,57171.0
2022-10-21,68.6138,70.1101,68.5849,69.6274,68509.0
2022-10-22,68.6138,70.1101,68.5849,69.6274,68509.0
2022-10-23,68.6138,70.1101,68.5849,69.6274,68509.0
2022-10-24,69.6467,70.8823,69.3923,70.2742,46475.0
2022-10-25,70.0039,71.5966,69.6371,70.7085,66960.0
2022-10-26,70.9499,72.3496,69.1254,70.892,77946.0
2022-10-27,71.8573,73.8313,71.6835,72.4364,75265.0
2022-10-28,72.9384,75.9791,72.1855,75.7185,108445.0
2022-10-29,72.9384,75.9791,72.1855,75.7185,108445.0
2022-10-30,72.9384,75.9791,72.1855,75.7185,108445.0
2022-10-31,75.1393,75.844,74.6711,75.4771,140004.0
2022-11-01,75.5447,75.6316,74.7773,75.1683,75808.0
2022-11-02,74.7435,74.7435,71.9248,72.1758,107487.0
2022-11-03,71.587,71.587,70.9161,70.9692,85966.0
2022-11-04,71.2781,72.3399,70.7858,72.2723,77784.0
2022-11-05,71.2781,72.3399,70.7858,72.2723,77784.0
2022-11-06,71.2781,72.3399,70.7858,72.2723,77784.0
2022-11-07,72.4654,72.977,71.838,72.0793,69002.0
2022-11-08,72.0696,72.2048,70.7858,71.2588,52803.0
2022-11-09,70.7085,71.4518,70.4479,71.0174,45018.0
2022-11-10,71.9827,73.7686,70.2993,72.9287,118435.0
2022-11-11,72.8322,73.2763,70.6313,70.6699,65774.0
2022-11-12,72.8322,73.2763,70.6313,70.6699,65774.0
2022-11-13,72.8322,73.2763,70.6313,70.6699,65774.0
2022-11-14,70.6892,72.0214,70.6699,71.336,51445.0
2022-11-15,71.7221,72.6102,71.3456,72.3206,71925.0
2022-11-16,72.3978,72.6392,71.5097,71.8766,58947.0
2022-11-17,71.6256,72.1758,70.8002,71.7704,37750.0
2022-11-18,72.6392,72.6392,71.1526,71.2395,78087.0
2022-11-19,72.6392,72.6392,71.1526,71.2395,78087.0
2022-11-20,72.6392,72.6392,71.1526,71.2395,78087.0
2022-11-21,71.1429,72.1855,71.1429,72.1179,61410.0
2022-11-22,72.3978,72.6392,71.9345,72.3496,63788.0
2022-11-23,72.1372,72.6295,71.5966,71.7511,47087.0
2022-11-24,72.1372,72.6295,71.5966,71.7511,47087.0
2022-11-25,71.9055,72.8129,71.9055,72.7839,20102.0
2022-11-26,71.9055,72.8129,71.9055,72.7839,20102.0
2022-11-27,71.9055,72.8129,71.9055,72.7839,20102.0
2022-11-28,72.6005,72.7791,71.3843,71.809,50535.0
2022-11-29,71.6063,72.1275,71.0078,71.0078,46261.0
2022-11-30,71.2974,72.4075,69.5695,71.4518,175440.0
2022-12-01,71.9345,72.1758,71.0464,71.5097,48606.0
2022-12-02,71.0464,71.7318,70.9668,71.5773,35960.0
2022-12-03,71.0464,71.7318,70.9668,71.5773,35960.0
2022-12-04,71.0464,71.7318,70.9668,71.5773,35960.0
2022-12-05,71.1236,71.2105,68.0309,68.6428,45586.0
2022-12-06,68.6042,69.0675,68.3629,68.5366,52177.0
2022-12-07,68.6524,69.4054,68.0443,68.5366,46092.0
2022-12-08,68.498,69.7413,68.054,68.527,66326.0
2022-12-09,68.3532,69.4536,68.0416,68.9324,45550.0
2022-12-10,68.3532,69.4536,68.0416,68.9324,45550.0
2022-12-11,68.3532,69.4536,68.0416,68.9324,45550.0
2022-12-12,69.3089,70.6024,68.4835,70.0907,54846.0
2022-12-13,71.0174,71.1429,68.8552,69.7143,81172.0
2022-12-14,67.9574,68.9131,64.685,64.685,149633.0
2022-12-15,64.2024,64.685,62.1559,62.8317,100048.0
2022-12-16,62.5795,64.0728,62.5795,62.8898,289423.0
2022-12-17,62.5795,64.0728,62.5795,62.8898,289423.0
2022-12-18,62.5795,64.0728,62.5795,62.8898,289423.0
2022-12-19,62.9286,63.3154,61.3675,62.1723,121622.0
2022-12-20,62.5117,63.0353,61.6778,61.6778,66376.0
2022-12-21,62.2596,63.491,61.8717,63.4134,72270.0
2022-12-22,63.2777,63.2777,62.1626,62.4923,43324.0
2022-12-23,62.4729,63.4522,62.4729,62.9868,39605.0
2022-12-24,62.4729,63.4522,62.4729,62.9868,39605.0
2022-12-25,62.4729,63.4522,62.4729,62.9868,39605.0
2022-12-26,62.4729,63.4522,62.4729,62.9868,39605.0
2022-12-27,63.2001,63.2001,62.0559,62.4535,56910.0
2022-12-28,62.6959,63.5686,61.8426,63.2195,52931.0
2022-12-29,63.268,63.7237,62.8413,63.7237,47909.0
2022-12-30,63.1419,63.6806,62.3115,63.0062,71474.0
2022-12-31,63.1419,63.6806,62.3115,63.0062,71474.0
2023-01-01,63.1419,63.6806,62.3115,63.0062,71474.0
2023-01-02,63.1419,63.6806,62.3115,63.0062,71474.0
2023-01-03,63.1516,63.5298,61.096,61.5226,78251.0
2023-01-04,61.9299,62.0608,60.1167,60.3591,61945.0
2023-01-05,60.0876,60.0876,58.8659,59.438,53378.0
2023-01-06,59.7385,61.0863,59.7191,61.0475,92383.0
2023-01-07,59.7385,61.0863,59.7191,61.0475,92383.0
2023-01-08,59.7385,61.0863,59.7191,61.0475,92383.0
2023-01-09,61.1348,62.0559,60.2233,60.4851,62222.0
2023-01-10,60.4561,62.0365,60.01,61.4742,48679.0
2023-01-11,61.736,61.736,60.1458,60.8439,92466.0
2023-01-12,61.1445,61.6778,60.65,60.97,43077.0
2023-01-13,60.5142,61.0184,59.3293,60.4367,72327.0
2023-01-14,60.5142,61.0184,59.3293,60.4367,72327.0
2023-01-15,60.5142,61.0184,59.3293,60.4367,72327.0
2023-01-16,60.5142,61.0184,59.3293,60.4367,72327.0
2023-01-17,60.4948,61.2802,59.5155,60.7857,50955.0
2023-01-18,60.65,60.65,58.7883,58.9531,44004.0
2023-01-19,58.8368,59.9228,58.032,58.575,53867.0
2023-01-20,59.4283,60.1361,58.5265,59.1277,70593.0
2023-01-21,59.4283,60.1361,58.5265,59.1277,70593.0
2023-01-22,59.4283,60.1361,58.5265,59.1277,70593.0
2023-01-23,58.8077,59.3022,58.0417,58.7495,58950.0
2023-01-24,58.798,59.0016,57.9738,58.0514,25382.0
2023-01-25,59.0113,61.4936,58.5023,60.01,81504.0
2023-01-26,58.5847,60.1167,56.0249,56.6551,96047.0
2023-01-27,56.2964,57.1351,55.86,56.8006,73711.0
2023-01-28,56.2964,57.1351,55.86,56.8006,73711.0
2023-01-29,56.2964,57.1351,55.86,56.8006,73711.0
2023-01-30,56.7327,57.6538,55.8794,56.1315,78719.0
2023-01-31,56.2382,58.1968,56.2382,58.1387,76483.0
2023-02-01,57.935,58.7883,57.4308,58.0708,77727.0
2023-02-02,58.1096,60.1943,57.9981,60.0585,69592.0
2023-02-03,59.8161,61.2415,59.1034,61.1251,56650.0
2023-02-04,59.8161,61.2415,59.1034,61.1251,56650.0
2023-02-05,59.8161,61.2415,59.1034,61.1251,56650.0
2023-02-06,60.3785,60.7372,58.9531,59.2925,82027.0
2023-02-07,58.9919,60.1361,58.5507,60.1167,64313.0
2023-02-08,59.661,59.9131,58.6235,59.0695,47920.0
2023-02-09,59.1277,59.5757,58.3326,58.7786,48689.0
2023-02-10,58.6138,58.9531,57.8565,58.3326,70144.0
2023-02-11,58.6138,58.9531,57.8565,58.3326,70144.0
2023-02-12,58.6138,58.9531,57.8565,58.3326,70144.0
2023-02-13,58.5653,58.9144,58.3859,58.9144,64589.0
2023-02-14,58.7495,59.0404,57.2369,57.3436,64070.0
2023-02-15,57.0139,57.775,56.5921,57.4987,63866.0
2023-02-16,57.0236,57.392,56.403,56.7909,56847.0
2023-02-17,57.2854,58.3908,57.2369,58.1968,63931.0
2023-02-18,57.2854,58.3908,57.2369,58.1968,63931.0
2023-02-19,57.2854,58.3908,57.2369,58.1968,63931.0
2023-02-20,57.2854,58.3908,57.2369,58.1968,63931.0
2023-02-21,57.712,57.712,56.6803,57.266,63311.0
2023-02-22,57.2466,57.6345,56.7327,56.9751,66683.0
2023-02-23,57.1302,57.363,56.6454,57.1496,50196.0
2023-02-24,56.8297,56.946,56.2382,56.6745,62341.0
2023-02-25,56.8297,56.946,56.2382,56.6745,62341.0
2023-02-26,56.8297,56.946,56.2382,56.6745,62341.0
2023-02-27,56.9557,57.4308,55.9085,56.1218,68186.0
2023-02-28,56.1412,57.2563,56.1412,56.7521,100588.0
2023-03-01,56.3739,56.8491,55.7437,56.1412,59668.0
2023-03-02,55.5692,55.8697,54.8032,55.7922,49928.0
2023-03-03,55.86,56.4127,54.9674,56.1412,64921.0
2023-03-04,55.86,56.4127,54.9674,56.1412,64921.0
2023-03-05,55.86,56.4127,54.9674,56.1412,64921.0
2023-03-06,56.1024,57.0236,56.054,56.8491,81277.0
2023-03-07,56.6939,56.6939,55.3171,55.9085,63889.0
2023-03-08,55.8988,56.4127,54.6577,54.8128,90340.0
2023-03-09,54.7644,54.7644,52.0397,52.1658,98673.0
2023-03-10,51.361,52.8251,50.2799,51.9815,111765.0
2023-03-11,51.361,52.8251,50.2799,51.9815,111765.0
2023-03-12,51.361,52.8251,50.2799,51.9815,111765.0
2023-03-13,50.8956,51.8555,48.0352,49.5672,279322.0
2023-03-14,52.0591,53.659,50.4592,50.7695,255539.0
2023-03-15,49.7126,51.5937,49.4993,51.4579,156611.0
2023-03-16,50.915,53.4651,50.0181,52.9706,168768.0
2023-03-17,51.947,52.8048,49.6172,50.9625,903355.0
2023-03-18,51.947,52.8048,49.6172,50.9625,903355.0
2023-03-19,51.947,52.8048,49.6172,50.9625,903355.0
2023-03-20,51.4109,52.4334,51.1769,51.6058,121931.0
2023-03-21,52.3759,53.341,52.2687,52.9413,107001.0
2023-03-22,52.8828,53.2727,51.2939,51.4596,93567.0
2023-03-23,51.8788,51.8788,50.4068,51.0502,81306.0
2023-03-24,50.6115,52.142,50.4946,51.986,86630.0
2023-03-25,50.6115,52.142,50.4946,51.986,86630.0
2023-03-26,50.6115,52.142,50.4946,51.986,86630.0
2023-03-27,52.7073,53.2142,51.9665,52.99,76811.0
2023-03-28,52.9023,53.263,52.3272,52.9315,97278.0
2023-03-29,53.0095,53.0095,51.7813,52.6489,109102.0
2023-03-30,52.8048,53.0778,51.7374,52.5806,194765.0
2023-03-31,52.7268,53.9843,52.5221,53.7504,217595.0
2023-04-01,52.7268,53.9843,52.5221,53.7504,217595.0
2023-04-02,52.7268,53.9843,52.5221,53.7504,217595.0
2023-04-03,53.5944,54.5843,53.068,53.1752,162978.0
2023-04-04,53.1752,53.3117,51.8788,52.7756,118209.0
2023-04-05,52.1907,53.1655,51.9178,52.1127,130307.0
2023-04-06,52.181,52.181,51.4304,51.5376,75785.0
2023-04-07,52.181,52.181,51.4304,51.5376,75785.0
2023-04-08,52.181,52.181,51.4304,51.5376,75785.0
2023-04-09,52.181,52.181,51.4304,51.5376,75785.0
2023-04-10,51.2062,51.7715,50.7967,51.2159,109994.0
2023-04-11,51.3036,51.3231,50.5043,50.6798,66353.0
2023-04-12,50.7772,50.9819,50.0559,50.4653,56975.0
2023-04-13,50.2119,50.709,49.7829,50.4848,73002.0
2023-04-14,50.9625,51.2403,49.934,50.3776,115648.0
2023-04-15,50.9625,51.2403,49.934,50.3776,115648.0
2023-04-16,50.9625,51.2403,49.934,50.3776,115648.0
2023-04-17,50.1339,50.6408,49.8024,50.4361,93305.0
2023-04-18,50.4263,50.4263,47.4239,47.6384,100830.0
2023-04-19,48.116,49.2566,47.7944,48.9154,82853.0
2023-04-20,48.5839,49.354,48.3987,49.3248,80359.0
2023-04-21,49.1201,49.4808,48.3987,48.8861,55345.0
2023-04-22,49.1201,49.4808,48.3987,48.8861,55345.0
2023-04-23,49.1201,49.4808,48.3987,48.8861,55345.0
2023-04-24,48.8276,49.2468,47.9162,48.0771,59347.0
2023-04-25,47.8626,47.8626,46.3517,46.4881,61864.0
2023-04-26,46.7903,48.1014,46.4491,47.6774,96829.0
2023-04-27,48.0576,48.5742,47.8041,48.428,58767.0
2023-04-28,48.2915,48.8179,47.2533,47.3752,92602.0
2023-04-29,48.2915,48.8179,47.2533,47.3752,92602.0
2023-04-30,48.2915,48.8179,47.2533,47.3752,92602.0
2023-05-01,47.307,47.5994,46.3322,47.0925,71700.0
2023-05-02,46.8488,48.021,44.2656,44.597,103180.0
2023-05-03,44.7822,45.6596,44.3923,44.5385,108551.0
2023-05-04,44.0316,44.792,41.5167,43.0861,148212.0
2023-05-05,44.0316,45.0747,43.7002,44.2753,86494.0
2023-05-06,44.0316,45.0747,43.7002,44.2753,86494.0
2023-05-07,44.0316,45.0747,43.7002,44.2753,86494.0
2023-05-08,44.7822,44.9285,42.9984,42.9984,78968.0
2023-05-09,42.9009,42.9886,41.9358,42.6962,69742.0
2023-05-10,43.2518,45.3476,42.2478,42.355,115570.0
2023-05-11,42.0723,42.4525,41.2535,41.4484,250877.0
2023-05-12,41.6726,42.0138,40.6832,40.9318,188585.0
2023-05-13,41.6726,42.0138,40.6832,40.9318,188585.0
2023-05-14,41.6726,42.0138,40.6832,40.9318,188585.0
2023-05-15,41.2242,42.3209,40.9025,40.9415,103017.0
2023-05-16,41.1657,41.7506,40.6588,40.6588,125577.0
2023-05-17,41.2242,43.437,41.2047,43.0958,112565.0
2023-05-18,43.1251,43.1251,42.2673,42.433,110584.0
2023-05-19,43.0373,43.6271,40.9708,41.4289,179173.0
2023-05-20,43.0373,43.6271,40.9708,41.4289,179173.0
2023-05-21,43.0373,43.6271,40.9708,41.4289,179173.0
2023-05-22,41.8286,42.8173,41.2998,42.6962,230224.0
2023-05-23,42.7936,43.9926,41.8627,42.3062,326293.0
2023-05-24,42.277,42.7888,40.5615,41.9943,181105.0
2023-05-25,41.9358,42.5353,41.0488,41.5069,94616.0
2023-05-26,41.4679,42.4768,41.3899,41.9651,109220.0
2023-05-27,41.4679,42.4768,41.3899,41.9651,109220.0
2023-05-28,41.4679,42.4768,41.3899,41.9651,109220.0
2023-05-29,41.4679,42.4768,41.3899,41.9651,109220.0
2023-05-30,42.1015,42.1308,41.3461,41.9163,77051.0
2023-05-31,41.8578,41.8578,40.8002,40.844,123773.0
2023-06-01,41.0098,41.7604,40.6978,41.3704,71714.0
2023-06-02,41.8871,45.5133,41.4777,45.3866,115186.0
2023-06-03,41.8871,45.5133,41.4777,45.3866,115186.0
2023-06-04,41.8871,45.5133,41.4777,45.3866,115186.0
2023-06-05,45.2014,45.2014,43.593,44.0609,95446.0
2023-06-06,44.1876,47.2582,44.1876,45.8253,131164.0
2023-06-07,46.2542,48.3402,45.874,47.6091,148425.0
2023-06-08,47.268,47.5449,45.6401,46.3906,120030.0
2023-06-09,46.1567,46.4394,44.9967,45.3476,137909.0
2023-06-10,46.1567,46.4394,44.9967,45.3476,137909.0
2023-06-11,46.1567,46.4394,44.9967,45.3476,137909.0
2023-06-12,45.6303,46.8293,44.9138,45.4646,111033.0
2023-06-13,45.7473,47.3849,45.7473,47.1705,175560.0
2023-06-14,47.1217,47.8918,45.991,46.4101,114140.0
2023-06-15,46.0007,47.3654,46.0007,47.2192,97400.0
2023-06-16,47.6311,47.6311,46.1699,47.0819,469510.0
2023-06-17,47.6311,47.6311,46.1699,47.0819,469510.0
2023-06-18,47.6311,47.6311,46.1699,47.0819,469510.0
2023-06-19,47.6311,47.6311,46.1699,47.0819,469510.0
2023-06-20,46.9348,46.9348,45.7777,46.062,69774.0
2023-06-21,45.8071,45.8071,45.101,45.1794,57293.0
2023-06-22,44.9833,44.9833,43.5123,43.6594,78930.0
2023-06-23,43.0318,44.4243,42.767,43.6398,332447.0
2023-06-24,43.0318,44.4243,42.767,43.6398,332447.0
2023-06-25,43.0318,44.4243,42.767,43.6398,332447.0
2023-06-26,43.6692,44.8068,43.4535,43.4927,93414.0
2023-06-27,43.8948,44.7774,43.0982,44.4538,82369.0
2023-06-28,44.4439,44.7823,43.8801,44.542,73441.0
2023-06-29,45.052,46.0817,44.8264,45.8071,75411.0
2023-06-30,46.1307,46.371,44.4047,44.493,101925.0
2023-07-01,46.1307,46.371,44.4047,44.493,101925.0
2023-07-02,46.1307,46.371,44.4047,44.493,101925.0
2023-07-03,44.493,45.5913,44.493,45.3167,57421.0
2023-07-04,44.493,45.5913,44.493,45.3167,57421.0
2023-07-05,45.1598,45.3167,44.1105,44.6695,63469.0
2023-07-06,44.1301,44.1939,42.8946,43.6006,66349.0
2023-07-07,43.424,44.4243,43.424,43.9536,58223.0
2023-07-08,43.424,44.4243,43.424,43.9536,58223.0
2023-07-09,43.424,44.4243,43.424,43.9536,58223.0
2023-07-10,43.7967,44.5714,43.1985,43.2573,124321.0
2023-07-11,43.5417,43.6202,42.718,43.2377,125550.0
2023-07-12,44.1301,44.591,43.424,43.5515,99114.0
2023-07-13,43.7379,44.5028,43.5908,44.0321,86859.0
2023-07-14,44.1301,44.1301,42.997,43.1298,96259.0
2023-07-15,44.1301,44.1301,42.997,43.1298,96259.0
2023-07-16,44.1301,44.1301,42.997,43.1298,96259.0
2023-07-17,42.9239,43.8529,42.9239,43.2475,107163.0
2023-07-18,43.2966,45.9395,43.2966,45.6796,188598.0
2023-07-19,45.709,47.0427,45.429,46.4641,84492.0
2023-07-20,46.6112,46.6623,45.4835,46.268,157305.0
2023-07-21,46.572,46.6652,45.8414,46.5622,88088.0
2023-07-22,46.572,46.6652,45.8414,46.5622,88088.0
2023-07-23,46.572,46.6652,45.8414,46.5622,88088.0
2023-07-24,46.6504,48.0332,46.6504,47.7684,68238.0
2023-07-25,47.7586,47.8322,46.7191,46.8368,91908.0
2023-07-26,46.8956,49.9357,46.8956,49.2394,110579.0
2023-07-27,49.7788,49.7788,47.2585,47.739,107262.0
2023-07-28,47.9057,48.5922,46.9054,47.1212,64872.0
2023-07-29,47.9057,48.5922,46.9054,47.1212,64872.0
2023-07-30,47.9057,48.5922,46.9054,47.1212,64872.0
2023-07-31,47.0918,47.6802,46.3955,46.8858,67832.0
2023-08-01,46.6406,46.6406,45.7102,46.3366,108573.0
2023-08-02,45.7286,46.5033,45.557,46.0719,60397.0
2023-08-03,46.0719,46.9937,45.812,46.5916,68837.0
2023-08-04,46.4543,47.131,46.4053,46.9447,43133.0
2023-08-05,46.4543,47.131,46.4053,46.9447,43133.0
2023-08-06,46.4543,47.131,46.4053,46.9447,43133.0
2023-08-07,46.9054,49.1119,46.9054,49.0139,81149.0
2023-08-08,47.9253,47.9253,46.7093,47.8371,49062.0
2023-08-09,47.5625,48.1803,47.4252,47.994,61173.0
2023-08-10,47.9842,48.5431,47.8665,48.1509,100550.0
2023-08-11,47.8763,48.5824,46.7387,48.5333,57855.0
2023-08-12,47.8763,48.5824,46.7387,48.5333,57855.0
2023-08-13,47.8763,48.5824,46.7387,48.5333,57855.0
