,CTBI US Equity,CTBI US Equity,CTBI US Equity,CTBI US Equity,CTBI US Equity
2020-02-09,36.9925,37.1429,36.6624,36.792,43578.0
2020-02-10,36.792,36.8296,36.6332,36.7585,23374.0
2020-02-11,36.934,37.2515,36.934,36.9925,21597.0
2020-02-12,37.2265,37.2265,36.7669,36.9006,15768.0
2020-02-13,36.8254,37.2515,36.675,37.1596,29277.0
2020-02-14,37.2181,37.2181,36.4828,36.7168,21964.0
2020-02-15,37.2181,37.2181,36.4828,36.7168,21964.0
2020-02-16,37.2181,37.2181,36.4828,36.7168,21964.0
2020-02-17,37.2181,37.2181,36.4828,36.7168,21964.0
2020-02-18,36.6248,37.264,36.1402,36.3324,22478.0
2020-02-19,36.4828,36.573,36.09,36.1235,11013.0
2020-02-20,36.1569,36.395,35.9563,36.2739,15025.0
2020-02-21,36.2822,36.2906,35.8332,36.1068,17593.0
2020-02-22,36.2822,36.2906,35.8332,36.1068,17593.0
2020-02-23,36.2822,36.2906,35.8332,36.1068,17593.0
2020-02-24,35.2461,35.6305,35.221,35.221,24857.0
2020-02-25,35.104,35.3238,34.2601,34.4188,30120.0
2020-02-26,34.469,34.8696,33.8088,33.9759,29876.0
2020-02-27,33.4829,34.2851,32.4551,32.522,34108.0
2020-02-28,32.0624,32.6438,31.1269,32.3214,95007.0
2020-02-29,32.0624,32.6438,31.1269,32.3214,95007.0
2020-03-01,32.0624,32.6438,31.1269,32.3214,95007.0
2020-03-02,32.4886,33.5581,32.2546,33.4829,76203.0
2020-03-03,33.4746,34.2489,32.0039,32.2629,28976.0
2020-03-04,32.4301,33.4381,31.9036,32.8144,32869.0
2020-03-05,32.1543,32.9064,30.9845,31.6613,50101.0
2020-03-06,30.7756,31.4106,29.9943,30.7254,40387.0
2020-03-07,30.7756,31.4106,29.9943,30.7254,40387.0
2020-03-08,30.7756,31.4106,29.9943,30.7254,40387.0
2020-03-09,28.979,29.1837,26.8649,27.1156,66235.0
2020-03-10,28.0013,29.9984,27.5919,29.5639,87759.0
2020-03-11,29.2547,30.3578,27.6337,28.2019,86441.0
2020-03-12,26.8243,28.2,24.4749,24.8467,92811.0
2020-03-13,26.3426,28.5737,26.2158,28.5737,84677.0
2020-03-14,26.3426,28.5737,26.2158,28.5737,84677.0
2020-03-15,26.3426,28.5737,26.2158,28.5737,84677.0
2020-03-16,28.2103,29.4949,25.489,25.6411,64525.0
2020-03-17,26.013,28.6836,25.3707,28.6329,76042.0
2020-03-18,27.3145,27.3145,24.9312,25.9623,71308.0
2020-03-19,25.7341,29.2287,25.0834,27.8385,66701.0
2020-03-20,27.6694,27.6694,25.0326,25.1341,117571.0
2020-03-21,27.6694,27.6694,25.0326,25.1341,117571.0
2020-03-22,27.6694,27.6694,25.0326,25.1341,117571.0
2020-03-23,25.5989,25.5989,23.3973,24.6692,66502.0
2020-03-24,25.489,26.9559,24.5903,26.2327,60607.0
2020-03-25,26.0637,27.1737,25.114,25.9031,59396.0
2020-03-26,26.4356,27.4793,26.2412,27.2384,64301.0
2020-03-27,26.106,26.9511,25.8186,25.8186,51464.0
2020-03-28,26.106,26.9511,25.8186,25.8186,51464.0
2020-03-29,26.106,26.9511,25.8186,25.8186,51464.0
2020-03-30,26.3088,27.2046,26.0637,27.0018,46352.0
2020-03-31,26.6046,27.0102,25.4299,26.8666,92799.0
2020-04-01,26.3003,26.3003,25.4637,25.8609,67068.0
2020-04-02,25.6327,26.8412,25.5651,26.5623,52518.0
2020-04-03,26.5792,26.7398,25.3538,26.0637,66457.0
2020-04-04,26.5792,26.7398,25.3538,26.0637,66457.0
2020-04-05,26.5792,26.7398,25.3538,26.0637,66457.0
2020-04-06,26.8919,27.4582,25.6442,27.3736,64248.0
2020-04-07,28.2272,29.5186,26.4863,27.2807,61141.0
2020-04-08,27.6779,28.2695,27.2638,27.9652,50267.0
2020-04-09,28.4723,29.5794,27.4413,29.385,64554.0
2020-04-10,28.4723,29.5794,27.4413,29.385,64554.0
2020-04-11,28.4723,29.5794,27.4413,29.385,64554.0
2020-04-12,28.4723,29.5794,27.4413,29.385,64554.0
2020-04-13,28.9709,30.4756,27.8385,28.5061,45758.0
2020-04-14,29.1822,29.1822,27.2046,27.8723,43661.0
2020-04-15,26.6468,27.1032,25.4306,26.1567,41434.0
2020-04-16,26.3679,26.4187,24.8467,25.5228,65925.0
2020-04-17,26.3172,28.1427,26.3172,27.6103,62823.0
2020-04-18,26.3172,28.1427,26.3172,27.6103,62823.0
2020-04-19,26.3172,28.1427,26.3172,27.6103,62823.0
2020-04-20,26.6046,27.3314,25.92,26.5708,43945.0
2020-04-21,25.6496,26.5849,25.6496,26.2158,34354.0
2020-04-22,26.6046,27.0018,25.8524,26.0552,33267.0
2020-04-23,25.8102,26.7905,25.5228,26.0552,53979.0
2020-04-24,26.1567,26.4905,25.8186,26.3764,25296.0
2020-04-25,26.1567,26.4905,25.8186,26.3764,25296.0
2020-04-26,26.1567,26.4905,25.8186,26.3764,25296.0
2020-04-27,26.4609,28.7343,26.2243,28.2864,41195.0
2020-04-28,29.0977,29.3893,28.5315,28.692,51868.0
2020-04-29,29.7738,30.8387,27.568,30.171,67494.0
2020-04-30,29.385,29.5752,28.5568,28.6498,40271.0
2020-05-01,27.9314,28.5653,27.399,27.9906,48173.0
2020-05-02,27.9314,28.5653,27.399,27.9906,48173.0
2020-05-03,27.9314,28.5653,27.399,27.9906,48173.0
2020-05-04,27.5765,27.7878,27.044,27.6272,34047.0
2020-05-05,28.2526,28.261,25.9876,26.2919,69199.0
2020-05-06,26.3848,26.4863,25.658,25.7341,57678.0
2020-05-07,26.3088,26.5032,25.5144,25.7341,60264.0
2020-05-08,26.2412,27.0525,26.2412,27.0525,44543.0
2020-05-09,26.2412,27.0525,26.2412,27.0525,44543.0
2020-05-10,26.2412,27.0525,26.2412,27.0525,44543.0
2020-05-11,26.6384,26.6384,25.7933,26.0299,69997.0
2020-05-12,26.0891,26.3553,24.4326,24.5171,86855.0
2020-05-13,24.5087,24.5087,23.2579,23.7903,59653.0
2020-05-14,23.4945,23.8748,22.3536,23.841,59037.0
2020-05-15,23.4861,24.4537,23.4269,24.3565,57901.0
2020-05-16,23.4861,24.4537,23.4269,24.3565,57901.0
2020-05-17,23.4861,24.4537,23.4269,24.3565,57901.0
2020-05-18,25.3115,26.3466,25.3115,26.2834,65715.0
2020-05-19,26.1398,26.3257,25.2439,25.2946,54366.0
2020-05-20,25.8947,26.7748,25.6749,26.537,37517.0
2020-05-21,26.275,26.7482,26.0299,26.2581,30268.0
2020-05-22,26.3595,26.5961,26.0299,26.444,34350.0
2020-05-23,26.3595,26.5961,26.0299,26.444,34350.0
2020-05-24,26.3595,26.5961,26.0299,26.444,34350.0
2020-05-25,26.3595,26.5961,26.0299,26.444,34350.0
2020-05-26,27.4074,28.0413,27.0102,27.7286,37148.0
2020-05-27,28.5399,30.1203,28.4131,29.9851,48121.0
2020-05-28,30.34,30.34,28.4808,28.5399,39608.0
2020-05-29,27.9821,28.3033,27.3905,27.7539,41931.0
2020-05-30,27.9821,28.3033,27.3905,27.7539,41931.0
2020-05-31,27.9821,28.3033,27.3905,27.7539,41931.0
2020-06-01,27.8554,28.1765,27.5511,27.5934,80378.0
2020-06-02,27.6779,28.2441,27.2131,27.4666,47762.0
2020-06-03,28.1005,29.3766,27.5511,28.9709,38231.0
2020-06-04,28.7089,29.4949,28.6836,29.0385,46241.0
2020-06-05,30.34,30.9992,29.7104,30.3569,80575.0
2020-06-06,30.34,30.9992,29.7104,30.3569,80575.0
2020-06-07,30.34,30.9992,29.7104,30.3569,80575.0
2020-06-08,31.0415,31.2105,30.7034,30.9147,38269.0
2020-06-09,30.2048,31.3288,29.5287,30.6358,35190.0
2020-06-10,30.5767,30.5767,28.8442,28.9287,31797.0
2020-06-11,27.2976,27.661,26.5708,26.7398,54454.0
2020-06-12,27.9887,27.9887,26.6029,27.3642,50649.0
2020-06-13,27.9887,27.9887,26.6029,27.3642,50649.0
2020-06-14,27.9887,27.9887,26.6029,27.3642,50649.0
2020-06-15,26.3549,27.886,26.2009,27.6636,37399.0
2020-06-16,28.8355,29.2418,27.4241,28.3907,51376.0
2020-06-17,28.3137,28.3137,27.0392,27.1247,28232.0
2020-06-18,26.8767,27.6037,26.7826,27.2359,56128.0
2020-06-19,27.638,27.638,26.6885,26.9708,120008.0
2020-06-20,27.638,27.638,26.6885,26.9708,120008.0
2020-06-21,27.638,27.638,26.6885,26.9708,120008.0
2020-06-22,26.7826,27.6551,26.7826,27.2701,35442.0
2020-06-23,27.5952,27.7321,27.1504,27.1675,51696.0
2020-06-24,26.8424,26.8424,26.218,26.4917,53054.0
2020-06-25,26.2608,27.4241,26.0127,27.3642,47842.0
2020-06-26,26.8938,27.1076,25.8331,26.2608,122768.0
2020-06-27,26.8938,27.1076,25.8331,26.2608,122768.0
2020-06-28,26.8938,27.1076,25.8331,26.2608,122768.0
2020-06-29,26.6628,27.9242,26.4319,27.5524,46405.0
2020-06-30,27.1589,28.0742,27.1589,28.0229,75065.0
2020-07-01,28.1598,28.1598,26.7227,26.928,49718.0
2020-07-02,27.6465,27.8518,27.052,27.1589,63891.0
2020-07-03,27.6465,27.8518,27.052,27.1589,63891.0
2020-07-04,27.6465,27.8518,27.052,27.1589,63891.0
2020-07-05,27.6465,27.8518,27.052,27.1589,63891.0
2020-07-06,27.8518,27.8989,26.8125,27.005,33373.0
2020-07-07,26.7141,26.8767,26.2023,26.2608,35543.0
2020-07-08,26.0982,26.4062,25.3712,25.9443,52470.0
2020-07-09,25.6962,25.6962,24.6355,24.6697,53802.0
2020-07-10,24.5243,25.8758,24.5243,25.8758,39365.0
2020-07-11,24.5243,25.8758,24.5243,25.8758,39365.0
2020-07-12,24.5243,25.8758,24.5243,25.8758,39365.0
2020-07-13,26.2522,26.7655,25.6877,26.2693,40362.0
2020-07-14,26.1923,26.5516,25.8331,26.2522,27885.0
2020-07-15,27.0135,29.0323,26.9708,28.5019,78117.0
2020-07-16,28.3223,28.4848,27.3557,27.9288,43609.0
2020-07-17,27.7748,28.0742,27.2787,27.3642,31991.0
2020-07-18,27.7748,28.0742,27.2787,27.3642,31991.0
2020-07-19,27.7748,28.0742,27.2787,27.3642,31991.0
2020-07-20,27.1076,27.1076,26.4661,26.7056,43780.0
2020-07-21,26.8339,28.1255,26.7312,27.9288,38785.0
2020-07-22,27.5781,27.7577,26.9536,27.2017,48765.0
2020-07-23,27.082,27.9716,27.082,27.7492,46308.0
2020-07-24,27.8005,28.0143,27.3471,27.3899,47843.0
2020-07-25,27.8005,28.0143,27.3471,27.3899,47843.0
2020-07-26,27.8005,28.0143,27.3471,27.3899,47843.0
2020-07-27,27.1589,27.1589,26.3805,26.7056,50936.0
2020-07-28,26.7141,27.2274,26.7141,26.9536,32852.0
2020-07-29,26.8938,27.5439,26.7227,27.5097,31559.0
2020-07-30,27.0905,27.0905,26.4404,26.9194,42057.0
2020-07-31,26.7483,26.7997,25.9101,26.1838,70463.0
2020-08-01,26.7483,26.7997,25.9101,26.1838,70463.0
2020-08-02,26.7483,26.7997,25.9101,26.1838,70463.0
2020-08-03,26.4746,26.9066,26.2608,26.8681,68108.0
2020-08-04,26.7398,26.9856,26.4147,26.697,37305.0
2020-08-05,26.9793,27.5353,26.7655,27.4754,42040.0
2020-08-06,27.2787,27.5524,27.1033,27.2787,41455.0
2020-08-07,27.0734,28.6388,27.0477,28.5105,46699.0
2020-08-08,27.0734,28.6388,27.0477,28.5105,46699.0
2020-08-09,27.0734,28.6388,27.0477,28.5105,46699.0
2020-08-10,28.7585,29.6653,28.6816,29.1606,40776.0
2020-08-11,29.4258,30.016,29.1264,29.3317,47618.0
2020-08-12,29.8535,29.8535,28.9724,29.2547,38332.0
2020-08-13,29.1007,29.2289,28.7414,28.8783,37919.0
2020-08-14,28.6388,29.2547,28.5233,29.0494,38569.0
2020-08-15,28.6388,29.2547,28.5233,29.0494,38569.0
2020-08-16,28.6388,29.2547,28.5233,29.0494,38569.0
2020-08-17,28.904,28.904,28.4677,28.7756,21069.0
2020-08-18,28.6901,28.6901,27.7492,27.9031,32828.0
2020-08-19,27.8518,28.3137,27.8005,27.9031,28855.0
2020-08-20,27.6294,27.8518,27.3642,27.6294,34368.0
2020-08-21,27.7064,27.8518,27.1846,27.33,37377.0
2020-08-22,27.7064,27.8518,27.1846,27.33,37377.0
2020-08-23,27.7064,27.8518,27.1846,27.33,37377.0
2020-08-24,27.6722,28.2795,27.4368,28.1683,31390.0
2020-08-25,28.5019,28.5019,27.9374,28.2367,22351.0
2020-08-26,28.1255,28.1341,27.4498,27.4583,29986.0
2020-08-27,27.4583,28.0143,27.3471,27.715,40443.0
2020-08-28,28.0314,28.0314,27.5268,27.8262,79150.0
2020-08-29,28.0314,28.0314,27.5268,27.8262,79150.0
2020-08-30,28.0314,28.0314,27.5268,27.8262,79150.0
2020-08-31,27.809,27.9716,27.5524,27.6037,71151.0
2020-09-01,27.5268,27.8689,27.1247,27.4669,42578.0
2020-09-02,27.4156,27.9117,27.176,27.3985,35003.0
2020-09-03,27.5011,28.3052,27.4156,27.4583,76788.0
2020-09-04,28.0486,28.1968,27.5011,27.8347,44123.0
2020-09-05,28.0486,28.1968,27.5011,27.8347,44123.0
2020-09-06,28.0486,28.1968,27.5011,27.8347,44123.0
2020-09-07,28.0486,28.1968,27.5011,27.8347,44123.0
2020-09-08,27.6636,27.7064,26.5602,26.9879,53938.0
2020-09-09,27.3129,27.3129,26.6543,26.7227,53474.0
2020-09-10,26.7826,26.9109,26.3891,26.4147,50276.0
2020-09-11,26.3805,26.3976,25.9101,26.2094,62770.0
2020-09-12,26.3805,26.3976,25.9101,26.2094,62770.0
2020-09-13,26.3805,26.3976,25.9101,26.2094,62770.0
2020-09-14,26.413,26.6036,26.1358,26.2398,45216.0
2020-09-15,26.3697,26.3957,25.7893,25.8066,44370.0
2020-09-16,25.9972,26.2657,25.7893,26.0578,41988.0
2020-09-17,25.9799,26.128,25.8153,25.9192,39791.0
2020-09-18,26.1098,26.1098,25.3908,25.5467,269635.0
2020-09-19,26.1098,26.1098,25.3908,25.5467,269635.0
2020-09-20,26.1098,26.1098,25.3908,25.5467,269635.0
2020-09-21,25.1309,25.4106,24.3599,24.7757,90216.0
2020-09-22,24.9836,25.1829,24.2906,24.5678,103497.0
2020-09-23,24.6025,25.1049,24.256,24.2993,45040.0
2020-09-24,24.4119,25.0703,24.256,24.4466,62998.0
2020-09-25,24.256,24.7115,24.256,24.4725,69031.0
2020-09-26,24.256,24.7115,24.256,24.4725,69031.0
2020-09-27,24.256,24.7115,24.256,24.4725,69031.0
2020-09-28,24.8017,25.4038,24.7931,25.1309,47382.0
2020-09-29,25.1049,25.2856,24.6631,25.1223,58238.0
2020-09-30,24.9143,25.1829,24.3339,24.4812,80445.0
2020-10-01,24.6285,24.793,24.0827,24.3772,99158.0
2020-10-02,24.1174,25.4774,24.0264,25.2609,100806.0
2020-10-03,24.1174,25.4774,24.0264,25.2609,100806.0
2020-10-04,24.1174,25.4774,24.0264,25.2609,100806.0
2020-10-05,24.7931,26.2905,24.7931,26.2138,46675.0
2020-10-06,26.5863,27.2273,26.2224,26.3091,66013.0
2020-10-07,26.6209,26.9848,26.3264,26.8895,46236.0
2020-10-08,27.106,27.4006,26.8115,27.236,44666.0
2020-10-09,27.5305,27.5305,26.8375,27.0367,29092.0
2020-10-10,27.5305,27.5305,26.8375,27.0367,29092.0
2020-10-11,27.5305,27.5305,26.8375,27.0367,29092.0
2020-10-12,27.0194,27.5998,26.8721,27.5392,37911.0
2020-10-13,27.2793,27.3399,26.6209,26.9848,64546.0
2020-10-14,26.6036,27.0281,26.3524,26.387,24776.0
2020-10-15,25.9885,27.106,25.9885,26.9674,34986.0
2020-10-16,26.7595,27.0454,26.5256,26.7682,39186.0
2020-10-17,26.7595,27.0454,26.5256,26.7682,39186.0
2020-10-18,26.7595,27.0454,26.5256,26.7682,39186.0
2020-10-19,26.9674,27.2879,26.413,26.4823,33548.0
2020-10-20,26.7335,27.1234,26.6674,26.8548,44911.0
2020-10-21,27.0281,27.5565,27.0281,27.4179,46237.0
2020-10-22,27.4872,28.674,27.4872,28.5441,69941.0
2020-10-23,28.5874,28.6134,27.7731,28.3102,54308.0
2020-10-24,28.5874,28.6134,27.7731,28.3102,54308.0
2020-10-25,28.5874,28.6134,27.7731,28.3102,54308.0
2020-10-26,27.8164,28.1283,27.5998,28.033,35866.0
2020-10-27,27.903,27.903,27.0974,27.1407,36098.0
2020-10-28,26.5689,27.1883,26.5689,26.8895,49492.0
2020-10-29,26.7335,27.3659,26.6296,27.1927,43067.0
2020-10-30,27.106,27.7211,26.9385,27.5652,49204.0
2020-10-31,27.106,27.7211,26.9385,27.5652,49204.0
2020-11-01,27.106,27.7211,26.9385,27.5652,49204.0
2020-11-02,27.929,28.0503,27.4671,27.8684,29668.0
2020-11-03,28.4401,28.5874,27.9983,28.5008,79604.0
2020-11-04,28.0156,28.0156,26.2917,26.4044,36503.0
2020-11-05,26.4477,27.288,26.4477,27.2013,25685.0
2020-11-06,27.4785,27.4785,26.1705,26.2224,38987.0
2020-11-07,27.4785,27.4785,26.1705,26.2224,38987.0
2020-11-08,27.4785,27.4785,26.1705,26.2224,38987.0
2020-11-09,28.1716,29.9994,27.9721,29.3324,120444.0
2020-11-10,29.7222,30.7098,29.0205,30.5452,50863.0
2020-11-11,30.7185,30.935,29.1678,29.5316,34098.0
2020-11-12,29.0379,29.5229,28.5874,28.7693,24282.0
2020-11-13,29.2025,29.8608,29.0552,29.7655,39071.0
2020-11-14,29.2025,29.8608,29.0552,29.7655,39071.0
2020-11-15,29.2025,29.8608,29.0552,29.7655,39071.0
2020-11-16,30.4846,31.1516,30.0862,30.8484,61511.0
2020-11-17,30.4412,31.0476,29.8262,30.7011,40111.0
2020-11-18,31.0043,31.1689,30.0168,30.0774,39502.0
2020-11-19,30.0861,30.2853,28.8906,29.9994,49402.0
2020-11-20,29.4797,29.6919,28.8993,29.6876,46352.0
2020-11-21,29.4797,29.6919,28.8993,29.6876,46352.0
2020-11-22,29.4797,29.6919,28.8993,29.6876,46352.0
2020-11-23,29.9821,30.2507,29.7072,29.9215,31202.0
2020-11-24,30.7271,31.5328,30.6491,31.3508,63152.0
2020-11-25,30.2853,31.1776,30.2853,30.7531,33240.0
2020-11-26,30.2853,31.1776,30.2853,30.7531,33240.0
2020-11-27,30.7011,30.7011,29.5964,30.0341,19011.0
2020-11-28,30.7011,30.7011,29.5964,30.0341,19011.0
2020-11-29,30.7011,30.7011,29.5964,30.0341,19011.0
2020-11-30,30.1467,30.1897,29.1505,29.3237,62138.0
2020-12-01,29.8348,30.6665,29.7309,29.9388,55778.0
2020-12-02,29.8695,30.3806,29.7612,30.3806,30626.0
2020-12-03,30.4932,30.4932,30.0687,30.2766,70506.0
2020-12-04,30.4759,30.974,30.3442,30.9523,24113.0
2020-12-05,30.4759,30.974,30.3442,30.9523,24113.0
2020-12-06,30.4759,30.974,30.3442,30.9523,24113.0
2020-12-07,30.2766,31.0433,30.2766,30.8657,41834.0
2020-12-08,31.065,31.1862,30.6578,31.0303,57463.0
2020-12-09,33.3433,33.352,31.9312,32.1045,64311.0
2020-12-10,32.0525,32.3297,31.732,32.2604,50361.0
2020-12-11,32.0785,32.7629,31.9139,32.3817,55714.0
2020-12-12,32.0785,32.7629,31.9139,32.3817,55714.0
2020-12-13,32.0785,32.7629,31.9139,32.3817,55714.0
2020-12-14,32.6137,32.9882,32.0535,32.2636,40981.0
2020-12-15,32.5699,32.9113,32.0535,32.7712,46002.0
2020-12-16,32.8763,33.1301,32.5658,32.7712,41655.0
2020-12-17,32.9638,33.1476,32.176,32.745,45467.0
2020-12-18,32.7012,32.7625,31.9485,32.3861,222109.0
2020-12-19,32.7012,32.7625,31.9485,32.3861,222109.0
2020-12-20,32.7012,32.7625,31.9485,32.3861,222109.0
2020-12-21,32.211,32.4649,31.3795,31.4233,56788.0
2020-12-22,31.3533,31.8522,31.1694,31.3533,85667.0
2020-12-23,31.3883,32.3686,31.3357,32.3686,42548.0
2020-12-24,32.2548,32.4474,31.9485,32.4474,20314.0
2020-12-25,32.2548,32.4474,31.9485,32.4474,20314.0
2020-12-26,32.2548,32.4474,31.9485,32.4474,20314.0
2020-12-27,32.2548,32.4474,31.9485,32.4474,20314.0
2020-12-28,32.6224,33.1564,32.5612,32.8938,43456.0
2020-12-29,32.8675,32.8675,31.6771,32.0973,28880.0
2020-12-30,32.0622,32.691,31.9747,32.211,40719.0
2020-12-31,32.1585,32.5262,31.9222,32.4299,24626.0
2021-01-01,32.1585,32.5262,31.9222,32.4299,24626.0
2021-01-02,32.1585,32.5262,31.9222,32.4299,24626.0
2021-01-03,32.1585,32.5262,31.9222,32.4299,24626.0
2021-01-04,32.4299,33.2419,31.8093,32.0973,60689.0
2021-01-05,32.2286,32.8413,31.9353,32.5262,46619.0
2021-01-06,33.2614,35.3971,33.2614,34.6444,104225.0
2021-01-07,35.1696,35.1696,34.2768,34.6794,35977.0
2021-01-08,34.6181,34.7932,33.3752,34.3293,48658.0
2021-01-09,34.6181,34.7932,33.3752,34.3293,48658.0
2021-01-10,34.6181,34.7932,33.3752,34.3293,48658.0
2021-01-11,33.9529,34.3293,33.6203,34.1717,39745.0
2021-01-12,34.163,34.9245,34.1367,34.6706,79754.0
2021-01-13,34.5744,34.5744,33.5065,33.8216,75860.0
2021-01-14,34.2067,34.373,33.791,34.0754,89030.0
2021-01-15,33.6028,34.3856,33.4365,34.198,194682.0
2021-01-16,33.6028,34.3856,33.4365,34.198,194682.0
2021-01-17,33.6028,34.3856,33.4365,34.198,194682.0
2021-01-18,33.6028,34.3856,33.4365,34.198,194682.0
2021-01-19,34.6706,34.8369,33.9991,34.5393,116627.0
2021-01-20,34.4868,34.7669,33.5415,33.8304,61470.0
2021-01-21,33.8304,34.2242,33.3752,33.9179,82236.0
2021-01-22,33.5415,34.4606,33.5415,34.4606,96712.0
2021-01-23,33.5415,34.4606,33.5415,34.4606,96712.0
2021-01-24,33.5415,34.4606,33.5415,34.4606,96712.0
2021-01-25,34.0579,34.4387,33.2614,34.3555,74581.0
2021-01-26,34.5131,34.5131,33.8741,33.8741,54090.0
2021-01-27,33.2351,33.8216,31.7997,32.3161,97564.0
2021-01-28,32.6925,32.8894,32.0097,32.2636,96074.0
2021-01-29,32.2198,32.5086,31.5283,31.9134,105132.0
2021-01-30,32.2198,32.5086,31.5283,31.9134,105132.0
2021-01-31,32.2198,32.5086,31.5283,31.9134,105132.0
2021-02-01,32.0885,32.5612,31.6859,32.3073,33173.0
2021-02-02,32.745,33.1564,32.4578,33.0863,34835.0
2021-02-03,32.9025,33.1564,32.2986,32.9638,36946.0
2021-02-04,33.0513,34.2592,32.2286,34.2067,35954.0
2021-02-05,34.268,34.3818,33.6991,34.2943,52187.0
2021-02-06,34.268,34.3818,33.6991,34.2943,52187.0
2021-02-07,34.268,34.3818,33.6991,34.2943,52187.0
2021-02-08,34.2417,35.0995,34.2155,35.0995,56260.0
2021-02-09,34.6137,35.3971,34.5989,35.3621,43805.0
2021-02-10,35.3971,35.4146,34.8019,34.942,27436.0
2021-02-11,35.0383,35.0383,33.9967,34.4518,36271.0
2021-02-12,34.303,34.6619,33.7166,34.233,38933.0
2021-02-13,34.303,34.6619,33.7166,34.233,38933.0
2021-02-14,34.303,34.6619,33.7166,34.233,38933.0
2021-02-15,34.303,34.6619,33.7166,34.233,38933.0
2021-02-16,34.2242,34.5087,33.8519,34.0667,125033.0
2021-02-17,34.0054,34.4256,33.9441,34.1192,61474.0
2021-02-18,34.0317,34.1367,33.629,33.7078,53366.0
2021-02-19,33.7866,34.5481,33.6903,34.4693,59484.0
2021-02-20,33.7866,34.5481,33.6903,34.4693,59484.0
2021-02-21,33.7866,34.5481,33.6903,34.4693,59484.0
2021-02-22,34.2592,35.2002,34.2592,34.9945,114354.0
2021-02-23,35.0645,36.5613,35.0645,35.4234,168412.0
2021-02-24,35.7298,36.2199,35.4822,36.0011,196426.0
2021-02-25,36.325,36.5989,36.0886,36.2899,111947.0
2021-02-26,36.0624,36.3118,35.2746,35.7648,113532.0
2021-02-27,36.0624,36.3118,35.2746,35.7648,113532.0
2021-02-28,36.0624,36.3118,35.2746,35.7648,113532.0
2021-03-01,36.3862,36.8414,36.0011,36.7188,90537.0
2021-03-02,36.6838,36.8151,36.0011,36.4563,47389.0
2021-03-03,36.7626,38.0493,36.1061,37.3403,69463.0
2021-03-04,37.5241,38.6533,36.9814,37.3928,75073.0
2021-03-05,37.8567,38.7933,37.2768,38.7145,96466.0
2021-03-06,37.8567,38.7933,37.2768,38.7145,96466.0
2021-03-07,37.8567,38.7933,37.2768,38.7145,96466.0
2021-03-08,38.9071,40.5964,38.9071,40.4301,67070.0
2021-03-09,40.2901,40.3688,39.266,39.8787,57651.0
2021-03-10,40.0187,41.196,39.4585,41.0166,57602.0
2021-03-11,40.7977,41.2529,40.1325,41.0341,56833.0
2021-03-12,41.4268,41.9517,40.9326,41.6474,58583.0
2021-03-13,41.4268,41.9517,40.9326,41.6474,58583.0
