,PRI US Equity,PRI US Equity,PRI US Equity,PRI US Equity,PRI US Equity
2019-04-20,117.5959,118.5924,117.4087,117.8672,140095.0
2019-04-21,117.5959,118.5924,117.4087,117.8672,140095.0
2019-04-22,117.4274,118.4006,117.2309,118.045,127685.0
2019-04-23,118.045,121.1517,117.2403,119.4112,326626.0
2019-04-24,119.2522,119.589,117.5772,119.0276,204821.0
2019-04-25,118.0731,118.6813,117.0251,118.6252,214577.0
2019-04-26,118.8311,119.7762,118.5129,119.4674,165379.0
2019-04-27,118.8311,119.7762,118.5129,119.4674,165379.0
2019-04-28,118.8311,119.7762,118.5129,119.4674,165379.0
2019-04-29,119.7668,123.0326,119.7668,122.153,175035.0
2019-04-30,122.2933,122.9764,120.9178,121.919,184112.0
2019-05-01,122.1623,122.4992,120.7868,120.8429,196048.0
2019-05-02,121.0301,122.1717,118.5971,119.9072,130613.0
2019-05-03,120.5061,122.8642,120.4406,122.7612,207025.0
2019-05-04,120.5061,122.8642,120.4406,122.7612,207025.0
2019-05-05,120.5061,122.8642,120.4406,122.7612,207025.0
2019-05-06,120.0288,123.6783,119.8042,123.1074,177948.0
2019-05-07,121.6009,122.9203,117.3619,118.4942,171878.0
2019-05-08,118.8404,121.4231,117.3526,119.5703,251670.0
2019-05-09,118.3164,119.5803,116.8005,118.4287,196307.0
2019-05-10,117.6614,119.5001,115.6495,119.2147,145826.0
2019-05-11,117.6614,119.5001,115.6495,119.2147,145826.0
2019-05-12,117.6614,119.5001,115.6495,119.2147,145826.0
2019-05-13,115.8928,116.8192,114.1991,114.6295,185864.0
2019-05-14,114.7605,116.5665,114.7605,115.3969,179338.0
2019-05-15,114.1336,115.0132,113.4786,113.7031,218380.0
2019-05-16,113.9745,118.6158,113.9277,117.2684,142977.0
2019-05-17,115.7431,117.1093,114.8073,115.1816,178530.0
2019-05-18,115.7431,117.1093,114.8073,115.1816,178530.0
2019-05-19,115.7431,117.1093,114.8073,115.1816,178530.0
2019-05-20,114.3675,116.5665,114.3675,115.4436,178978.0
2019-05-21,116.5415,117.7718,115.8847,116.0911,160777.0
2019-05-22,115.8096,115.8975,114.5335,114.693,151881.0
2019-05-23,113.1072,113.5857,111.7091,112.563,141138.0
2019-05-24,113.3793,113.7922,112.2955,112.8069,196552.0
2019-05-25,113.3793,113.7922,112.2955,112.8069,196552.0
2019-05-26,113.3793,113.7922,112.2955,112.8069,196552.0
2019-05-27,113.3793,113.7922,112.2955,112.8069,196552.0
2019-05-28,112.3096,113.004,110.2265,110.4142,199784.0
2019-05-29,109.3351,110.7989,108.8096,110.4329,169706.0
2019-05-30,110.7144,111.7748,108.5281,108.9691,180854.0
2019-05-31,107.3739,109.1474,106.1635,107.7774,159616.0
2019-06-01,107.3739,109.1474,106.1635,107.7774,159616.0
2019-06-02,107.3739,109.1474,106.1635,107.7774,159616.0
2019-06-03,107.7399,109.2788,106.8719,109.1568,314136.0
2019-06-04,110.8083,113.0697,110.6394,112.9195,154709.0
2019-06-05,112.8914,113.2136,110.8646,112.6286,192406.0
2019-06-06,112.7694,113.5951,111.4839,112.1782,254847.0
2019-06-07,112.1407,113.2761,111.878,112.4597,248984.0
2019-06-08,112.1407,113.2761,111.878,112.4597,248984.0
2019-06-09,112.1407,113.2761,111.878,112.4597,248984.0
2019-06-10,112.1689,115.5046,111.2211,114.3739,287762.0
2019-06-11,115.1621,116.1802,113.3887,114.7399,226214.0
2019-06-12,114.5053,115.0965,113.9423,114.5616,229142.0
2019-06-13,115.012,115.7721,114.0221,114.4959,144563.0
2019-06-14,114.4115,114.571,112.8307,113.1635,136837.0
2019-06-15,114.4115,114.571,112.8307,113.1635,136837.0
2019-06-16,114.4115,114.571,112.8307,113.1635,136837.0
2019-06-17,113.0884,113.9235,111.6152,111.9624,198965.0
2019-06-18,112.075,115.4061,112.075,114.5147,148332.0
2019-06-19,114.8056,115.836,113.7265,113.8391,169854.0
2019-06-20,115.1997,115.6313,112.6005,115.3592,252380.0
2019-06-21,114.815,116.3351,113.3887,113.4731,414268.0
2019-06-22,114.815,116.3351,113.3887,113.4731,414268.0
2019-06-23,114.815,116.3351,113.3887,113.4731,414268.0
2019-06-24,113.5388,114.4959,112.075,112.2158,200219.0
2019-06-25,112.3659,113.5623,111.3243,111.634,224527.0
2019-06-26,112.2158,114.5428,111.4182,111.5402,251370.0
2019-06-27,111.9906,113.9423,111.9906,113.8954,259933.0
2019-06-28,114.3552,115.1809,112.0093,112.5536,5086574.0
2019-06-29,114.3552,115.1809,112.0093,112.5536,5086574.0
2019-06-30,114.3552,115.1809,112.0093,112.5536,5086574.0
2019-07-01,113.886,115.7345,112.7037,115.6126,284630.0
2019-07-02,115.5375,116.504,113.1916,113.7922,386807.0
2019-07-03,114.205,116.2131,114.1347,116.2037,201516.0
2019-07-04,114.205,116.2131,114.1347,116.2037,201516.0
2019-07-05,115.8847,117.2922,115.6313,117.2828,213694.0
2019-07-06,115.8847,117.2922,115.6313,117.2828,213694.0
2019-07-07,115.8847,117.2922,115.6313,117.2828,213694.0
2019-07-08,116.1849,117.4705,115.6876,115.7908,189153.0
2019-07-09,115.2091,116.3445,114.9651,116.0723,252204.0
2019-07-10,116.382,117.2453,114.6461,114.815,430700.0
2019-07-11,115.0026,115.2654,113.3652,114.205,228765.0
2019-07-12,114.815,117.5268,114.4584,117.2828,412649.0
2019-07-13,114.815,117.5268,114.4584,117.2828,412649.0
2019-07-14,114.815,117.5268,114.4584,117.2828,412649.0
2019-07-15,117.0576,117.5455,115.5938,116.3445,422828.0
2019-07-16,116.4101,117.6206,115.8847,117.1045,145333.0
2019-07-17,116.7386,116.7386,113.8109,113.8672,155054.0
2019-07-18,113.5576,115.1434,113.5576,114.6836,199603.0
2019-07-19,114.8525,115.9222,113.5857,113.6702,141856.0
2019-07-20,114.8525,115.9222,113.5857,113.6702,141856.0
2019-07-21,114.8525,115.9222,113.5857,113.6702,141856.0
2019-07-22,113.764,114.6367,113.2573,114.4865,166629.0
2019-07-23,114.9745,116.0254,114.7117,115.9879,119958.0
2019-07-24,115.7158,117.5596,115.6126,117.1702,197254.0
2019-07-25,118.0335,118.3009,116.2882,116.4664,174810.0
2019-07-26,116.7573,117.888,116.4946,117.4048,118752.0
2019-07-27,116.7573,117.888,116.4946,117.4048,118752.0
2019-07-28,116.7573,117.888,116.4946,117.4048,118752.0
2019-07-29,117.0294,118.2024,115.8002,116.26,215957.0
2019-07-30,115.331,116.8418,115.331,116.8418,146387.0
2019-07-31,116.6353,117.7613,114.7117,115.1246,195588.0
2019-08-01,114.9369,115.5563,110.6769,111.1836,266012.0
2019-08-02,111.3243,111.3619,108.6032,110.0107,146657.0
2019-08-03,111.3243,111.3619,108.6032,110.0107,146657.0
2019-08-04,111.3243,111.3619,108.6032,110.0107,146657.0
2019-08-05,107.2426,107.4584,102.9731,104.39,238151.0
2019-08-06,105.0,106.2667,104.4463,106.2573,239265.0
2019-08-07,103.6863,104.5214,102.9168,104.2774,346302.0
2019-08-08,107.7024,110.386,107.6461,109.2131,434260.0
2019-08-09,109.0723,109.138,107.1581,107.2144,294516.0
2019-08-10,109.0723,109.138,107.1581,107.2144,294516.0
2019-08-11,109.0723,109.138,107.1581,107.2144,294516.0
2019-08-12,106.126,106.126,103.1327,103.8176,210139.0
2019-08-13,103.6206,107.4772,103.0764,105.7506,215447.0
2019-08-14,102.0442,103.9303,102.0442,102.8418,560042.0
2019-08-15,103.4517,104.8076,103.3297,104.6903,265418.0
2019-08-16,105.4128,109.1802,105.4128,108.4437,357629.0
2019-08-17,105.4128,109.1802,105.4128,108.4437,357629.0
2019-08-18,105.4128,109.1802,105.4128,108.4437,357629.0
2019-08-19,110.1608,111.5402,110.1355,110.7144,355769.0
2019-08-20,110.3098,111.6838,109.1241,111.1097,346024.0
2019-08-21,112.4836,112.8601,111.3167,111.3167,357299.0
2019-08-22,112.1355,112.4742,110.5545,111.392,147042.0
2019-08-23,110.4792,111.712,107.6655,107.9572,243741.0
2019-08-24,110.4792,111.712,107.6655,107.9572,243741.0
2019-08-25,110.4792,111.712,107.6655,107.9572,243741.0
2019-08-26,108.8512,109.1806,107.6467,108.3054,220989.0
2019-08-27,109.3594,110.131,107.5337,108.1736,218867.0
2019-08-28,107.6937,109.717,107.5808,109.4817,140803.0
2019-08-29,110.9497,112.4648,110.514,111.7684,131900.0
2019-08-30,112.5872,112.9259,111.5614,112.1449,175947.0
2019-08-31,112.5872,112.9259,111.5614,112.1449,175947.0
2019-09-01,112.5872,112.9259,111.5614,112.1449,175947.0
2019-09-02,112.5872,112.9259,111.5614,112.1449,175947.0
2019-09-03,111.0533,111.6273,108.8606,109.3782,183946.0
2019-09-04,110.978,111.0344,110.0463,110.8086,113658.0
2019-09-05,112.1543,114.0176,112.0931,112.3331,241046.0
2019-09-06,112.2013,112.8741,111.4014,111.5614,188972.0
2019-09-07,112.2013,112.8741,111.4014,111.5614,188972.0
2019-09-08,112.2013,112.8741,111.4014,111.5614,188972.0
2019-09-09,112.6907,113.452,111.8249,113.4247,184034.0
2019-09-10,114.0364,114.0364,112.6013,113.7729,203899.0
2019-09-11,114.1117,115.1845,112.4554,115.1845,134918.0
2019-09-12,114.4975,116.0126,113.707,115.2786,197291.0
2019-09-13,116.2667,116.9254,115.702,116.1349,153512.0
2019-09-14,116.2667,116.9254,115.702,116.1349,153512.0
2019-09-15,116.2667,116.9254,115.702,116.1349,153512.0
2019-09-16,114.921,116.6525,114.7704,115.5044,246896.0
2019-09-17,114.968,117.0242,114.3469,116.8219,272743.0
2019-09-18,116.2196,118.2899,115.0433,118.1394,201791.0
2019-09-19,117.9888,119.2874,117.3771,118.0735,221751.0
2019-09-20,118.7416,121.3952,118.4687,120.0591,588612.0
2019-09-21,118.7416,121.3952,118.4687,120.0591,588612.0
2019-09-22,118.7416,121.3952,118.4687,120.0591,588612.0
2019-09-23,119.0428,121.7624,118.8075,121.1037,233731.0
2019-09-24,121.226,122.3929,120.4167,121.5083,338977.0
2019-09-25,121.4707,122.0165,120.6896,121.3483,260969.0
2019-09-26,121.7153,122.2612,120.8496,121.0378,180645.0
2019-09-27,122.3364,122.3364,119.6357,119.8615,215939.0
2019-09-28,122.3364,122.3364,119.6357,119.8615,215939.0
2019-09-29,122.3364,122.3364,119.6357,119.8615,215939.0
2019-09-30,120.3791,120.6143,119.3527,119.7297,132999.0
2019-10-01,120.7178,121.4001,115.4291,115.7209,215450.0
2019-10-02,114.6575,115.288,111.8908,112.3895,180837.0
2019-10-03,111.5991,112.8036,110.0934,112.766,230679.0
2019-10-04,112.8318,115.4103,112.6748,115.2409,141587.0
2019-10-05,112.8318,115.4103,112.6748,115.2409,141587.0
2019-10-06,112.8318,115.4103,112.6748,115.2409,141587.0
2019-10-07,114.6669,115.9749,113.1894,113.6505,437526.0
2019-10-08,112.3613,112.8507,110.6204,110.6204,249341.0
2019-10-09,111.6461,112.4366,111.385,112.0602,202754.0
2019-10-10,112.3331,114.027,111.7779,113.1988,142827.0
2019-10-11,114.7516,116.6337,114.4128,114.5163,125010.0
2019-10-12,114.7516,116.6337,114.4128,114.5163,125010.0
2019-10-13,114.7516,116.6337,114.4128,114.5163,125010.0
2019-10-14,113.8764,114.554,113.1894,114.3093,165733.0
2019-10-15,114.4881,116.8878,114.4881,116.3796,161132.0
2019-10-16,116.0314,118.2523,115.8056,116.5678,214862.0
2019-10-17,117.3959,117.3959,116.022,116.756,120951.0
2019-10-18,116.2196,117.1418,116.0785,116.2478,127694.0
2019-10-19,116.2196,117.1418,116.0785,116.2478,127694.0
2019-10-20,116.2196,117.1418,116.0785,116.2478,127694.0
2019-10-21,117.3112,118.7322,117.3112,118.2805,94258.0
2019-10-22,117.9323,118.8922,117.1842,118.384,97297.0
2019-10-23,117.9794,118.9063,117.6594,118.337,80260.0
2019-10-24,118.5534,118.9863,118.0264,118.5722,82052.0
2019-10-25,118.5722,119.0428,117.7723,118.3464,84003.0
2019-10-26,118.5722,119.0428,117.7723,118.3464,84003.0
2019-10-27,118.5722,119.0428,117.7723,118.3464,84003.0
2019-10-28,119.118,120.8402,119.118,120.2755,133914.0
2019-10-29,120.1156,121.6401,119.8803,121.593,151853.0
2019-10-30,120.7367,121.273,119.8332,120.7931,125644.0
2019-10-31,120.2661,120.2661,117.7347,118.7416,135715.0
2019-11-01,119.4662,121.0754,119.3533,119.9932,109367.0
2019-11-02,119.4662,121.0754,119.3533,119.9932,109367.0
2019-11-03,119.4662,121.0754,119.3533,119.9932,109367.0
2019-11-04,120.8778,121.5271,120.5202,120.8872,137303.0
2019-11-05,120.906,121.6683,120.539,121.3483,101851.0
2019-11-06,121.0096,121.6306,120.699,121.6306,130654.0
2019-11-07,122.3364,122.807,120.5825,121.3954,159547.0
2019-11-08,121.546,122.28,120.3508,122.0635,98697.0
2019-11-09,121.546,122.28,120.3508,122.0635,98697.0
2019-11-10,121.546,122.28,120.3508,122.0635,98697.0
2019-11-11,121.0001,122.3003,120.5484,121.6118,249346.0
2019-11-12,121.9694,122.5105,121.3954,122.2894,202686.0
2019-11-13,121.4236,121.4236,119.6168,121.019,128985.0
2019-11-14,120.4449,122.5435,120.4449,122.5246,142975.0
2019-11-15,123.1646,124.115,122.5199,122.9199,123828.0
2019-11-16,123.1646,124.115,122.5199,122.9199,123828.0
2019-11-17,123.1646,124.115,122.5199,122.9199,123828.0
2019-11-18,122.5717,123.8045,122.2047,123.3716,102727.0
2019-11-19,123.4848,125.2208,123.3668,124.2018,145487.0
2019-11-20,123.5791,125.3246,123.5791,124.0886,182171.0
2019-11-21,124.4377,124.4377,122.8243,123.0791,111317.0
2019-11-22,123.1923,124.0414,122.6639,123.2489,98742.0
2019-11-23,123.1923,124.0414,122.6639,123.2489,98742.0
2019-11-24,123.1923,124.0414,122.6639,123.2489,98742.0
2019-11-25,123.2866,125.2114,123.2866,124.7773,113000.0
2019-11-26,124.6453,125.2255,124.1877,124.8528,115843.0
2019-11-27,125.4567,126.636,124.8151,126.5228,80762.0
2019-11-28,125.4567,126.636,124.8151,126.5228,80762.0
2019-11-29,126.4379,128.2117,125.8293,126.2775,100212.0
2019-11-30,126.4379,128.2117,125.8293,126.2775,100212.0
2019-12-01,126.4379,128.2117,125.8293,126.2775,100212.0
2019-12-02,126.7493,126.8179,125.3859,126.2775,155159.0
2019-12-03,124.4566,124.5415,122.3054,123.1074,107092.0
2019-12-04,124.1075,126.6926,123.9093,125.6642,199800.0
2019-12-05,125.9756,127.4569,125.9001,126.7115,151449.0
2019-12-06,128.4758,128.8155,127.7682,128.0135,200702.0
2019-12-07,128.4758,128.8155,127.7682,128.0135,200702.0
2019-12-08,128.4758,128.8155,127.7682,128.0135,200702.0
2019-12-09,127.4852,128.1834,127.0323,127.7022,138324.0
2019-12-10,127.4663,127.8626,127.2587,127.6267,123493.0
2019-12-11,127.1833,127.9475,126.7964,127.7965,126766.0
2019-12-12,128.1456,130.0515,127.589,128.7872,284052.0
2019-12-13,128.4758,129.9393,127.6981,128.8438,193791.0
2019-12-14,128.4758,129.9393,127.6981,128.8438,193791.0
2019-12-15,128.4758,129.9393,127.6981,128.8438,193791.0
2019-12-16,129.5231,130.2496,129.259,129.5797,196479.0
2019-12-17,129.325,130.0798,128.9759,129.0419,161825.0
2019-12-18,129.5986,129.6363,127.5229,127.6833,151642.0
2019-12-19,127.589,127.5937,126.7304,127.3153,155559.0
2019-12-20,127.9664,128.0843,125.8058,125.9095,582634.0
2019-12-21,127.9664,128.0843,125.8058,125.9095,582634.0
2019-12-22,127.9664,128.0843,125.8058,125.9095,582634.0
2019-12-23,126.0228,126.0228,124.6971,125.4189,160302.0
2019-12-24,125.2019,125.7208,125.117,125.183,45322.0
2019-12-25,125.2019,125.7208,125.117,125.183,45322.0
2019-12-26,125.5793,125.6642,124.3528,124.6075,105615.0
2019-12-27,124.683,124.683,123.1923,123.2489,176754.0
2019-12-28,124.683,124.683,123.1923,123.2489,176754.0
2019-12-29,124.683,124.683,123.1923,123.2489,176754.0
2019-12-30,123.8999,124.032,122.6545,123.1734,157651.0
2019-12-31,123.1734,124.3811,122.9753,123.1828,146097.0
2020-01-01,123.1734,124.3811,122.9753,123.1828,146097.0
2020-01-02,123.4942,124.4094,123.0319,124.3811,140467.0
2020-01-03,122.6073,124.6688,122.0223,124.2679,182182.0
2020-01-04,122.6073,124.6688,122.0223,124.2679,182182.0
2020-01-05,122.6073,124.6688,122.0223,124.2679,182182.0
2020-01-06,122.9658,123.4942,122.2582,123.2017,225777.0
2020-01-07,122.6356,123.8103,122.3431,123.1168,96831.0
2020-01-08,123.1074,124.1358,122.2205,122.3714,133351.0
2020-01-09,122.4186,124.0697,122.2771,123.4753,124419.0
2020-01-10,123.4942,123.6357,121.56,121.9374,149423.0
2020-01-11,123.4942,123.6357,121.56,121.9374,149423.0
2020-01-12,123.4942,123.6357,121.56,121.9374,149423.0
2020-01-13,122.5224,122.5224,121.343,121.8525,147675.0
2020-01-14,121.928,122.5318,121.0317,121.3525,174497.0
2020-01-15,120.4939,121.8053,119.6983,120.324,172483.0
2020-01-16,121.0411,121.7629,120.5033,121.1166,168647.0
2020-01-17,121.2392,121.9374,121.0411,121.1732,106823.0
2020-01-18,121.2392,121.9374,121.0411,121.1732,106823.0
2020-01-19,121.2392,121.9374,121.0411,121.1732,106823.0
2020-01-20,121.2392,121.9374,121.0411,121.1732,106823.0
2020-01-21,120.5977,121.0572,118.9513,119.2673,268907.0
2020-01-22,119.7768,120.291,119.2579,119.4938,160540.0
2020-01-23,118.4465,119.2296,116.2293,118.4559,296818.0
2020-01-24,118.7767,118.7767,115.2952,115.6066,167289.0
2020-01-25,118.7767,118.7767,115.2952,115.6066,167289.0
2020-01-26,118.7767,118.7767,115.2952,115.6066,167289.0
2020-01-27,112.8421,113.663,112.3326,112.3515,275347.0
2020-01-28,113.0308,114.3659,113.0308,113.8234,133469.0
2020-01-29,114.2479,115.0499,113.1629,113.2101,119906.0
2020-01-30,112.2666,114.6253,112.1722,114.5121,122318.0
2020-01-31,113.5969,114.097,111.559,111.8609,168683.0
2020-02-01,113.5969,114.097,111.559,111.8609,168683.0
2020-02-02,113.5969,114.097,111.559,111.8609,168683.0
2020-02-03,112.7006,114.7102,112.7006,114.2668,193265.0
2020-02-04,116.1349,117.4747,116.1349,116.5595,205564.0
2020-02-05,118.4371,119.8051,117.2954,119.1824,124397.0
2020-02-06,119.3994,119.6741,116.9463,117.1067,118069.0
2020-02-07,116.4557,117.6823,116.2104,116.3897,99225.0
2020-02-08,116.4557,117.6823,116.2104,116.3897,99225.0
2020-02-09,116.4557,117.6823,116.2104,116.3897,99225.0
2020-02-10,115.6726,116.6633,115.1537,116.4557,177981.0
2020-02-11,116.7671,119.5221,116.7671,118.8805,149363.0
2020-02-12,120.5222,124.9142,119.39,123.0696,284765.0
2020-02-13,124.8056,129.5986,124.5415,129.1552,254421.0
2020-02-14,129.542,129.8958,128.2871,129.108,350264.0
2020-02-15,129.542,129.8958,128.2871,129.108,350264.0
2020-02-16,129.542,129.8958,128.2871,129.108,350264.0
2020-02-17,129.542,129.8958,128.2871,129.108,350264.0
2020-02-18,128.7212,129.1646,127.2304,127.9569,157310.0
2020-02-19,128.8344,129.2495,127.9475,128.023,183128.0
2020-02-20,127.3531,129.259,126.3483,128.6929,188042.0
2020-02-21,127.8317,128.0475,125.0544,125.22,141171.0
2020-02-22,127.8317,128.0475,125.0544,125.22,141171.0
2020-02-23,127.8317,128.0475,125.0544,125.22,141171.0
2020-02-24,120.9712,121.3622,119.9634,120.148,124373.0
2020-02-25,120.6495,120.8769,114.7826,114.8962,325415.0
2020-02-26,115.7573,117.4322,113.5619,113.6849,252938.0
2020-02-27,111.4328,114.0209,108.0168,108.6129,378129.0
2020-02-28,104.3169,106.4649,101.7241,105.3578,525166.0
2020-02-29,104.3169,106.4649,101.7241,105.3578,525166.0
2020-03-01,104.3169,106.4649,101.7241,105.3578,525166.0
2020-03-02,106.0391,110.1411,105.2347,109.985,294707.0
2020-03-03,109.5308,111.9438,105.4808,106.9475,273819.0
2020-03-04,108.6792,111.1111,107.4585,110.9881,184607.0
2020-03-05,107.4301,107.4301,105.3861,106.1621,357178.0
2020-03-06,101.9228,106.0722,100.9481,104.2317,488963.0
2020-03-07,101.9228,106.0722,100.9481,104.2317,488963.0
2020-03-08,101.9228,106.0722,100.9481,104.2317,488963.0
2020-03-09,94.2769,96.2736,88.0032,94.1255,408501.0
2020-03-10,98.2039,98.2039,93.4064,97.3902,275528.0
2020-03-11,94.504,94.7974,90.6527,91.7598,316675.0
2020-03-12,84.994,87.7382,78.9852,84.5398,663156.0
2020-03-13,89.8578,94.5135,86.4702,93.4158,313238.0
2020-03-14,89.8578,94.5135,86.4702,93.4158,313238.0
