,PRI US Equity,PRI US Equity,PRI US Equity,PRI US Equity,PRI US Equity
2021-05-30,153.6744,156.0017,152.5204,155.9921,116032.0
2021-05-31,153.6744,156.0017,152.5204,155.9921,116032.0
2021-06-01,156.7518,158.562,156.444,156.7518,115639.0
2021-06-02,157.5115,157.7135,156.2517,156.8383,141638.0
2021-06-03,156.3383,157.9154,154.3572,156.8287,79456.0
2021-06-04,156.9537,158.2135,156.3575,158.0597,66042.0
2021-06-05,156.9537,158.2135,156.3575,158.0597,66042.0
2021-06-06,156.9537,158.2135,156.3575,158.0597,66042.0
2021-06-07,158.5405,158.5405,157.4201,158.2039,145127.0
2021-06-08,157.6942,158.8963,155.9151,158.5116,129600.0
2021-06-09,157.9923,158.4924,156.7999,156.7999,181138.0
2021-06-10,157.6558,157.6558,154.3572,154.3572,130052.0
2021-06-11,154.6938,155.9151,154.4053,155.7228,104321.0
2021-06-12,154.6938,155.9151,154.4053,155.7228,104321.0
2021-06-13,154.6938,155.9151,154.4053,155.7228,104321.0
2021-06-14,155.7613,156.1027,151.1453,151.8569,175439.0
2021-06-15,152.607,154.6746,150.0586,153.2609,164923.0
2021-06-16,152.3473,152.405,148.2026,148.6065,162698.0
2021-06-17,149.1835,149.1835,142.5768,143.0288,162343.0
2021-06-18,139.8361,140.9516,138.4513,139.0379,422462.0
2021-06-19,139.8361,140.9516,138.4513,139.0379,422462.0
2021-06-20,139.8361,140.9516,138.4513,139.0379,422462.0
2021-06-21,140.9708,143.6923,140.4323,143.5769,160319.0
2021-06-22,143.2884,144.2404,142.0912,143.5385,136837.0
2021-06-23,143.1442,144.6444,142.9422,143.1538,127811.0
2021-06-24,143.8077,144.279,142.6441,143.952,122926.0
2021-06-25,144.6155,149.6787,144.3751,149.4239,864801.0
2021-06-26,144.6155,149.6787,144.3751,149.4239,864801.0
2021-06-27,144.6155,149.6787,144.3751,149.4239,864801.0
2021-06-28,148.6161,148.6305,145.6205,146.4139,160836.0
2021-06-29,147.3467,149.4431,146.6447,147.2313,134407.0
2021-06-30,146.385,147.4525,145.9426,147.2697,104429.0
2021-07-01,148.0198,148.0679,145.808,146.4908,236882.0
2021-07-02,146.4908,146.4908,144.5338,145.1637,133761.0
2021-07-03,146.4908,146.4908,144.5338,145.1637,133761.0
2021-07-04,146.4908,146.4908,144.5338,145.1637,133761.0
2021-07-05,146.4908,146.4908,144.5338,145.1637,133761.0
2021-07-06,144.7694,144.7694,140.9708,141.3651,205427.0
2021-07-07,140.2111,142.0864,139.7399,141.4132,98991.0
2021-07-08,138.4513,140.1438,136.6722,137.4992,112758.0
2021-07-09,140.1053,142.0574,138.5859,141.7498,114670.0
2021-07-10,140.1053,142.0574,138.5859,141.7498,114670.0
2021-07-11,140.1053,142.0574,138.5859,141.7498,114670.0
2021-07-12,140.3169,142.3172,140.038,142.2498,93029.0
2021-07-13,141.4132,142.8268,140.3554,140.6631,73028.0
2021-07-14,140.6631,142.3845,139.4129,140.4611,87262.0
2021-07-15,138.5474,140.9852,138.5474,140.4323,95415.0
2021-07-16,141.5863,141.7017,139.6341,139.8168,103011.0
2021-07-17,141.5863,141.7017,139.6341,139.8168,103011.0
2021-07-18,141.5863,141.7017,139.6341,139.8168,103011.0
2021-07-19,136.7395,137.7396,135.2633,136.3837,149165.0
2021-07-20,136.8453,141.6151,136.8453,139.4802,189245.0
2021-07-21,141.2112,143.4422,140.9324,141.067,92518.0
2021-07-22,140.1053,141.4709,138.5186,139.2014,77145.0
2021-07-23,140.5669,141.1439,138.8359,139.6149,53094.0
2021-07-24,140.5669,141.1439,138.8359,139.6149,53094.0
2021-07-25,140.5669,141.1439,138.8359,139.6149,53094.0
2021-07-26,138.1147,140.5958,138.1147,140.5862,79419.0
2021-07-27,140.7112,141.4805,139.6053,140.3169,76046.0
2021-07-28,139.9322,141.6055,139.0956,140.4804,60740.0
2021-07-29,142.2018,142.7211,141.4036,141.9613,90475.0
2021-07-30,140.7016,143.2884,140.2303,140.615,101827.0
2021-07-31,140.7016,143.2884,140.2303,140.615,101827.0
2021-08-01,140.7016,143.2884,140.2303,140.615,101827.0
2021-08-02,141.644,144.2501,140.817,140.8458,79195.0
2021-08-03,141.0958,141.7257,138.8648,140.74,67191.0
2021-08-04,138.9994,140.7016,138.4513,139.2687,64619.0
2021-08-05,140.8073,142.1681,140.1919,141.9421,98942.0
2021-08-06,144.2886,146.1686,140.2015,142.8461,130584.0
2021-08-07,144.2886,146.1686,140.2015,142.8461,130584.0
2021-08-08,144.2886,146.1686,140.2015,142.8461,130584.0
2021-08-09,142.9038,144.5771,140.8554,144.4424,92749.0
2021-08-10,144.6444,145.7118,144.1059,145.2695,53678.0
2021-08-11,145.1925,146.3658,145.005,146.2696,74074.0
2021-08-12,146.8178,146.8178,144.4472,144.6829,57477.0
2021-08-13,145.4907,145.5311,143.7885,144.8463,69404.0
2021-08-14,145.4907,145.5311,143.7885,144.8463,69404.0
2021-08-15,145.4907,145.5311,143.7885,144.8463,69404.0
2021-08-16,143.2981,145.5484,142.8653,145.2118,149531.0
2021-08-17,143.5577,146.0965,143.5577,145.7888,137344.0
2021-08-18,145.6349,146.3417,144.3174,144.4136,83468.0
2021-08-19,142.9232,143.9409,140.0822,141.7511,94442.0
2021-08-20,141.6932,143.883,141.124,143.748,69964.0
2021-08-21,141.6932,143.883,141.124,143.748,69964.0
2021-08-22,141.6932,143.883,141.124,143.748,69964.0
2021-08-23,144.9538,146.5842,144.4329,145.9378,95495.0
2021-08-24,145.7738,148.0698,145.0697,147.4524,79566.0
2021-08-25,147.1244,148.282,146.6999,146.6999,75170.0
2021-08-26,146.6324,146.8446,144.3654,144.6259,76965.0
2021-08-27,144.375,148.4074,144.375,147.9733,172827.0
2021-08-28,144.375,148.4074,144.375,147.9733,172827.0
2021-08-29,144.375,148.4074,144.375,147.9733,172827.0
2021-08-30,147.5392,148.0023,146.5456,147.4138,53461.0
2021-08-31,146.8253,148.6197,146.7433,147.5392,91043.0
2021-09-01,147.9637,147.9637,145.6677,146.6324,72741.0
2021-09-02,147.3945,147.3945,145.9571,147.3752,68372.0
2021-09-03,146.5552,147.3849,144.7995,146.5938,60525.0
2021-09-04,146.5552,147.3849,144.7995,146.5938,60525.0
2021-09-05,146.5552,147.3849,144.7995,146.5938,60525.0
2021-09-06,146.5552,147.3849,144.7995,146.5938,60525.0
2021-09-07,145.8607,146.179,142.9859,143.1885,74413.0
2021-09-08,142.301,143.7383,141.6064,142.3299,72838.0
2021-09-09,141.616,144.0953,141.3652,142.6868,98766.0
2021-09-10,143.9988,143.9988,141.2109,141.7221,79871.0
2021-09-11,143.9988,143.9988,141.2109,141.7221,79871.0
2021-09-12,143.9988,143.9988,141.2109,141.7221,79871.0
2021-09-13,143.2464,144.6355,142.1466,144.047,99308.0
2021-09-14,144.4908,144.6836,141.9054,142.4939,92494.0
2021-09-15,141.8572,144.6162,141.8572,143.9699,108814.0
2021-09-16,144.703,144.703,143.1354,143.2849,89740.0
2021-09-17,143.7287,145.8992,143.0631,143.9795,427969.0
2021-09-18,143.7287,145.8992,143.0631,143.9795,427969.0
2021-09-19,143.7287,145.8992,143.0631,143.9795,427969.0
2021-09-20,141.2977,142.3203,135.1044,137.7476,150952.0
2021-09-21,139.6191,140.3571,137.2653,139.1947,178166.0
2021-09-22,140.0822,142.7737,139.6306,141.8958,127080.0
2021-09-23,143.5261,146.1501,143.5261,145.0407,119071.0
2021-09-24,145.0696,147.3945,144.7175,146.999,114960.0
2021-09-25,145.0696,147.3945,144.7175,146.999,114960.0
2021-09-26,145.0696,147.3945,144.7175,146.999,114960.0
2021-09-27,148.4074,151.4172,147.6936,149.9606,145836.0
2021-09-28,150.3272,151.4076,148.1562,148.3785,146651.0
2021-09-29,148.61,151.2147,148.1904,150.057,115097.0
2021-09-30,151.9189,151.9189,148.147,148.2048,121742.0
2021-10-01,148.5135,151.4558,148.3206,150.2403,110865.0
2021-10-02,148.5135,151.4558,148.3206,150.2403,110865.0
2021-10-03,148.5135,151.4558,148.3206,150.2403,110865.0
2021-10-04,149.43,151.2822,145.8799,146.1983,163968.0
2021-10-05,147.5392,148.5714,145.8028,148.4364,247347.0
2021-10-06,146.9604,150.6359,146.4973,150.5394,96597.0
2021-10-07,151.9382,154.292,151.5378,153.4817,80705.0
2021-10-08,152.98,155.2072,152.3048,152.3048,59948.0
2021-10-09,152.98,155.2072,152.3048,152.3048,59948.0
2021-10-10,152.98,155.2072,152.3048,152.3048,59948.0
2021-10-11,153.0379,154.2051,152.3144,153.0379,78886.0
2021-10-12,153.2164,156.7809,153.2164,156.5976,90629.0
2021-10-13,156.1442,157.2922,153.8193,155.8259,89456.0
2021-10-14,158.1122,160.8519,157.3018,160.6589,104769.0
2021-10-15,162.6366,163.2347,160.794,160.8037,107105.0
2021-10-16,162.6366,163.2347,160.794,160.8037,107105.0
2021-10-17,162.6366,163.2347,160.794,160.8037,107105.0
2021-10-18,159.7618,161.9034,159.7618,161.7298,81133.0
2021-10-19,162.8006,163.1671,160.0801,160.6686,64755.0
2021-10-20,160.3213,162.3906,159.9837,162.0674,44045.0
2021-10-21,161.7105,163.5048,161.0738,162.9356,67827.0
2021-10-22,163.1671,165.0531,162.6655,164.0643,90037.0
2021-10-23,163.1671,165.0531,162.6655,164.0643,90037.0
2021-10-24,163.1671,165.0531,162.6655,164.0643,90037.0
2021-10-25,164.537,164.8264,163.0321,163.8038,51666.0
2021-10-26,164.209,164.5466,162.3279,162.405,58745.0
2021-10-27,161.4114,162.9887,159.0913,159.2023,89936.0
2021-10-28,159.4241,162.3568,159.1444,162.2217,127211.0
2021-10-29,162.2314,163.1864,161.1027,162.2989,131037.0
2021-10-30,162.2314,163.1864,161.1027,162.2989,131037.0
2021-10-31,162.2314,163.1864,161.1027,162.2989,131037.0
2021-11-01,163.1285,167.6047,162.7427,167.46,161578.0
2021-11-02,167.2092,169.6112,167.1899,168.0002,128835.0
2021-11-03,168.087,171.6371,168.087,170.8846,79334.0
2021-11-04,170.4795,171.7239,166.3988,168.0388,105686.0
2021-11-05,169.7367,172.7851,169.7367,170.7496,60893.0
2021-11-06,169.7367,172.7851,169.7367,170.7496,60893.0
2021-11-07,169.7367,172.7851,169.7367,170.7496,60893.0
2021-11-08,171.1258,173.1661,168.608,168.9842,120084.0
2021-11-09,166.8812,167.3105,155.0879,157.0221,199237.0
2021-11-10,156.9256,160.2692,155.4303,157.0317,128442.0
2021-11-11,158.1122,158.2665,156.2021,157.244,105369.0
2021-11-12,157.8614,157.8614,155.4391,156.231,90242.0
2021-11-13,157.8614,157.8614,155.4391,156.231,90242.0
2021-11-14,157.8614,157.8614,155.4391,156.231,90242.0
2021-11-15,157.5527,157.8228,155.2278,155.7198,72375.0
2021-11-16,155.7873,156.5204,154.4657,154.6104,106534.0
2021-11-17,154.5139,155.2085,152.0732,154.292,100012.0
2021-11-18,157.5141,157.5141,152.9993,155.1988,132178.0
2021-11-19,153.0025,153.6411,150.0226,150.8449,142392.0
2021-11-20,153.0025,153.6411,150.0226,150.8449,142392.0
2021-11-21,153.0025,153.6411,150.0226,150.8449,142392.0
2021-11-22,151.8899,153.1089,150.3031,150.8546,157516.0
2021-11-23,150.6031,151.4593,149.6646,149.6743,76208.0
2021-11-24,148.4842,149.1905,147.1785,148.9776,113926.0
2021-11-25,148.4842,149.1905,147.1785,148.9776,113926.0
2021-11-26,143.8885,144.9818,140.4055,142.1954,99132.0
2021-11-27,143.8885,144.9818,140.4055,142.1954,99132.0
2021-11-28,143.8885,144.9818,140.4055,142.1954,99132.0
2021-11-29,144.4497,146.0364,141.3294,145.3591,141007.0
2021-11-30,142.7662,143.6079,141.1021,142.3695,191162.0
2021-12-01,145.6494,145.9784,138.2866,138.4511,141687.0
2021-12-02,138.9058,144.4884,138.6917,143.6563,82212.0
2021-12-03,143.8982,144.1401,140.2894,141.9051,91525.0
2021-12-04,143.8982,144.1401,140.2894,141.9051,91525.0
2021-12-05,143.8982,144.1401,140.2894,141.9051,91525.0
2021-12-06,143.9659,146.0654,143.3951,143.9272,108685.0
2021-12-07,145.1366,147.2126,144.8512,145.7268,74004.0
2021-12-08,145.3398,147.2264,145.2697,145.901,98255.0
2021-12-09,144.4207,146.6556,144.1885,145.3011,87339.0
2021-12-10,145.8236,147.3861,145.2866,147.2071,131379.0
2021-12-11,145.8236,147.3861,145.2866,147.2071,131379.0
2021-12-12,145.8236,147.3861,145.2866,147.2071,131379.0
2021-12-13,146.6266,148.2327,144.5319,145.4656,126986.0
2021-12-14,144.5851,147.478,143.9611,144.3723,126396.0
2021-12-15,143.7821,147.4199,143.4338,147.0233,107944.0
2021-12-16,147.7489,148.5929,144.4981,145.1366,111275.0
2021-12-17,144.7303,144.7303,141.9148,143.1339,447235.0
2021-12-18,144.7303,144.7303,141.9148,143.1339,447235.0
2021-12-19,144.7303,144.7303,141.9148,143.1339,447235.0
2021-12-20,141.3246,141.4504,137.2998,139.7766,157160.0
2021-12-21,141.0634,145.4849,141.0634,145.0882,161956.0
2021-12-22,145.3978,146.6459,145.1173,146.0654,85871.0
2021-12-23,147.5361,148.7503,146.0627,148.581,102134.0
2021-12-24,147.5361,148.7503,146.0627,148.581,102134.0
2021-12-25,147.5361,148.7503,146.0627,148.581,102134.0
2021-12-26,147.5361,148.7503,146.0627,148.581,102134.0
2021-12-27,148.2036,149.7033,147.2845,149.5678,90690.0
2021-12-28,149.1615,150.5644,148.8519,149.026,110458.0
2021-12-29,149.6065,151.3094,148.9196,149.055,75435.0
2021-12-30,149.5678,150.6853,148.4068,148.5423,68696.0
2021-12-31,148.6584,150.0322,148.2133,148.2907,63009.0
2022-01-01,148.6584,150.0322,148.2133,148.2907,63009.0
2022-01-02,148.6584,150.0322,148.2133,148.2907,63009.0
2022-01-03,149.1808,150.4386,148.4068,149.9452,113940.0
2022-01-04,151.5222,153.4282,150.7288,151.3964,189333.0
2022-01-05,151.9479,152.2672,147.6812,147.7199,130247.0
2022-01-06,148.7841,150.4386,148.1553,148.7745,168929.0
2022-01-07,149.4614,150.6224,148.3875,149.2872,178679.0
2022-01-08,149.4614,150.6224,148.3875,149.2872,178679.0
2022-01-09,149.4614,150.6224,148.3875,149.2872,178679.0
2022-01-10,149.1034,150.129,147.3716,149.8291,175302.0
2022-01-11,149.9839,150.9997,148.0779,150.7579,325934.0
2022-01-12,150.5353,152.3639,148.6922,150.0322,228430.0
2022-01-13,150.7869,152.5381,150.7869,151.5125,208720.0
2022-01-14,149.5485,152.1995,149.0221,151.8899,113889.0
2022-01-15,149.5485,152.1995,149.0221,151.8899,113889.0
2022-01-16,149.5485,152.1995,149.0221,151.8899,113889.0
2022-01-17,149.5485,152.1995,149.0221,151.8899,113889.0
2022-01-18,150.7869,151.0733,149.0067,149.4034,103322.0
2022-01-19,150.129,150.129,146.5976,146.6556,97890.0
2022-01-20,146.675,149.026,145.8062,146.1041,116611.0
2022-01-21,144.8367,146.8491,144.1111,144.769,156708.0
2022-01-22,144.8367,146.8491,144.1111,144.769,156708.0
2022-01-23,144.8367,146.8491,144.1111,144.769,156708.0
2022-01-24,142.1083,146.4234,140.3861,146.1041,196599.0
2022-01-25,144.4981,148.0392,139.525,146.346,188988.0
2022-01-26,146.2299,149.0502,143.2209,144.2272,173546.0
2022-01-27,145.9687,147.9714,141.5133,142.0406,163161.0
2022-01-28,141.6342,146.0364,140.0669,145.901,172373.0
2022-01-29,141.6342,146.0364,140.0669,145.901,172373.0
2022-01-30,141.6342,146.0364,140.0669,145.901,172373.0
2022-01-31,144.6819,149.5678,144.3674,149.3259,151607.0
2022-02-01,149.2098,150.5644,148.2714,149.413,154050.0
2022-02-02,148.9583,151.0094,148.4068,150.0419,148715.0
2022-02-03,149.4808,149.9065,146.4621,146.6459,123043.0
2022-02-04,147.0233,150.6901,146.8511,148.7067,107492.0
2022-02-05,147.0233,150.6901,146.8511,148.7067,107492.0
2022-02-06,147.0233,150.6901,146.8511,148.7067,107492.0
2022-02-07,148.8809,150.4289,148.4165,148.7551,112543.0
2022-02-08,149.5582,150.0613,146.6556,148.0295,416612.0
2022-02-09,150.3031,151.3577,149.1518,149.9839,429601.0
2022-02-10,148.6874,154.2893,148.6874,150.8449,233785.0
2022-02-11,151.2803,152.9203,147.5651,148.5519,187830.0
2022-02-12,151.2803,152.9203,147.5651,148.5519,187830.0
2022-02-13,151.2803,152.9203,147.5651,148.5519,187830.0
2022-02-14,148.9196,150.5886,145.5333,146.5589,183959.0
2022-02-15,143.1919,143.724,131.5527,132.6751,537772.0
2022-02-16,131.7946,137.232,130.7848,136.4193,308540.0
2022-02-17,135.0164,135.9259,131.8962,131.9397,292635.0
2022-02-18,131.2986,132.8674,130.6283,131.3374,158471.0
2022-02-19,131.2986,132.8674,130.6283,131.3374,158471.0
2022-02-20,131.2986,132.8674,130.6283,131.3374,158471.0
2022-02-21,131.2986,132.8674,130.6283,131.3374,158471.0
2022-02-22,129.5889,131.658,129.4784,130.2494,178066.0
2022-02-23,130.7837,131.6774,126.4997,126.5774,244714.0
2022-02-24,123.5466,126.5823,121.9146,125.8683,332363.0
2022-02-25,126.762,128.0734,124.8288,127.0146,456264.0
2022-02-26,126.762,128.0734,124.8288,127.0146,456264.0
2022-02-27,126.762,128.0734,124.8288,127.0146,456264.0
2022-02-28,124.0906,126.7814,124.0226,126.1791,316707.0
2022-03-01,125.0134,126.2521,119.6511,120.8654,345368.0
2022-03-02,122.1088,126.6454,121.9243,125.4603,268536.0
2022-03-03,125.266,126.184,123.0511,124.2071,194813.0
2022-03-04,121.5843,123.1094,120.4331,121.8466,176714.0
2022-03-05,121.5843,123.1094,120.4331,121.8466,176714.0
2022-03-06,121.5843,123.1094,120.4331,121.8466,176714.0
2022-03-07,120.846,121.2054,117.7568,118.33,210836.0
2022-03-08,119.486,124.4014,118.602,120.8654,198011.0
2022-03-09,123.8671,126.15,123.8671,124.518,235959.0
2022-03-10,123.1774,124.6151,121.4497,123.226,163486.0
2022-03-11,124.5957,125.3049,122.5168,122.7888,118120.0
2022-03-12,124.5957,125.3049,122.5168,122.7888,118120.0
2022-03-13,124.5957,125.3049,122.5168,122.7888,118120.0
2022-03-14,124.7317,126.2083,123.022,123.3328,139225.0
2022-03-15,123.8963,126.2763,121.0597,122.4294,253564.0
2022-03-16,124.7511,127.7334,124.3431,127.6071,172951.0
2022-03-17,126.7231,128.802,126.082,128.802,112885.0
2022-03-18,128.7437,129.822,127.5149,129.5694,309682.0
2022-03-19,128.7437,129.822,127.5149,129.5694,309682.0
2022-03-20,128.7437,129.822,127.5149,129.5694,309682.0
2022-03-21,130.1037,130.1134,128.5591,129.2294,134710.0
2022-03-22,130.3757,131.6483,130.1231,130.4729,175262.0
2022-03-23,130.0357,130.8906,128.1609,128.1997,149080.0
2022-03-24,128.7631,130.0649,128.1511,129.6763,122313.0
2022-03-25,129.5597,132.0854,129.5597,131.93,112388.0
2022-03-26,129.5597,132.0854,129.5597,131.93,112388.0
2022-03-27,129.5597,132.0854,129.5597,131.93,112388.0
2022-03-28,132.1729,132.1729,130.0598,130.7643,125272.0
2022-03-29,132.7072,134.4752,132.0369,133.766,162515.0
2022-03-30,133.6689,135.0629,132.6197,133.6786,175352.0
2022-03-31,133.3774,135.4369,132.8043,132.9112,152768.0
2022-04-01,134.106,135.7332,133.3629,135.5826,237288.0
2022-04-02,134.106,135.7332,133.3629,135.5826,237288.0
2022-04-03,134.106,135.7332,133.3629,135.5826,237288.0
2022-04-04,135.2329,135.5729,129.6763,130.7157,232299.0
2022-04-05,130.0649,131.8037,129.0157,129.5014,175592.0
2022-04-06,128.2289,130.9586,128.2289,129.8997,157763.0
2022-04-07,130.0357,130.1911,127.3546,129.3557,157767.0
2022-04-08,129.1129,131.3034,129.1129,130.4631,140963.0
2022-04-09,129.1129,131.3034,129.1129,130.4631,140963.0
2022-04-10,129.1129,131.3034,129.1129,130.4631,140963.0
2022-04-11,129.8609,132.202,129.7531,131.0071,139475.0
2022-04-12,130.7934,132.5517,129.3266,129.3266,129880.0
2022-04-13,128.1609,131.0946,128.1609,130.6283,107159.0
2022-04-14,130.6866,132.6489,130.1717,130.1717,132943.0
2022-04-15,130.6866,132.6489,130.1717,130.1717,132943.0
2022-04-16,130.6866,132.6489,130.1717,130.1717,132943.0
2022-04-17,130.6866,132.6489,130.1717,130.1717,132943.0
2022-04-18,129.2586,130.2446,128.6466,129.4626,110489.0
2022-04-19,129.9386,133.29,129.9386,132.9014,108322.0
2022-04-20,134.0477,136.8357,133.97,136.6123,140321.0
2022-04-21,137.3409,138.4289,134.7763,136.0197,152848.0
2022-04-22,134.8734,136.3209,130.0551,130.1523,146270.0
2022-04-23,134.8734,136.3209,130.0551,130.1523,146270.0
2022-04-24,134.8734,136.3209,130.0551,130.1523,146270.0
2022-04-25,129.21,130.3417,124.9648,130.0746,113131.0
2022-04-26,128.7923,129.3699,126.4706,126.4706,112431.0
2022-04-27,126.0723,127.8354,125.6934,126.0626,151732.0
2022-04-28,127.7334,129.5889,126.0431,129.006,94506.0
2022-04-29,127.9569,129.3849,125.6157,125.8586,131848.0
2022-04-30,127.9569,129.3849,125.6157,125.8586,131848.0
2022-05-01,127.9569,129.3849,125.6157,125.8586,131848.0
2022-05-02,127.238,128.3211,124.5471,127.0243,130377.0
2022-05-03,127.578,129.6083,127.0729,127.5586,148631.0
2022-05-04,127.1506,131.5512,127.0437,130.9683,183916.0
2022-05-05,129.6277,130.366,124.8288,125.9946,238065.0
2022-05-06,118.3688,120.3991,111.1317,112.618,457196.0
2022-05-07,118.3688,120.3991,111.1317,112.618,457196.0
2022-05-08,118.3688,120.3991,111.1317,112.618,457196.0
2022-05-09,110.7334,116.6612,110.7334,114.4248,408147.0
2022-05-10,116.1443,117.2857,113.5311,115.8528,294092.0
2022-05-11,116.2511,117.7568,114.2403,114.6677,279742.0
2022-05-12,114.2403,115.0174,112.6277,115.0077,227320.0
2022-05-13,116.29,120.2826,116.29,119.7677,195123.0
2022-05-14,116.29,120.2826,116.29,119.7677,195123.0
2022-05-15,116.29,120.2826,116.29,119.7677,195123.0
2022-05-16,118.5534,119.8648,117.1817,119.1946,139851.0
2022-05-17,121.2346,122.7306,119.4471,122.2351,142046.0
2022-05-18,120.3214,122.6431,119.7926,120.3408,173558.0
2022-05-19,117.2965,118.6577,115.3645,117.0721,137268.0
2022-05-20,117.7063,118.1356,114.7595,117.2087,166247.0
2022-05-21,117.7063,118.1356,114.7595,117.2087,166247.0
2022-05-22,117.7063,118.1356,114.7595,117.2087,166247.0
2022-05-23,118.9358,119.7164,117.7063,118.8089,189294.0
2022-05-24,117.3453,118.7894,114.3838,117.4721,200436.0
2022-05-25,117.3355,119.609,117.3355,118.7796,119426.0
2022-05-26,120.2433,122.8185,120.2433,121.9509,98531.0
2022-05-27,122.3217,124.1073,122.3021,123.3657,127984.0
2022-05-28,122.3217,124.1073,122.3021,123.3657,127984.0
2022-05-29,122.3217,124.1073,122.3021,123.3657,127984.0
2022-05-30,122.3217,124.1073,122.3021,123.3657,127984.0
2022-05-31,121.785,123.8341,121.6581,122.9462,226607.0
2022-06-01,122.5461,123.8439,119.1992,121.3361,154281.0
2022-06-02,122.4095,123.7365,121.1995,123.7072,110416.0
2022-06-03,122.3412,123.434,121.502,121.6581,104320.0
2022-06-04,122.3412,123.434,121.502,121.6581,104320.0
2022-06-05,122.3412,123.434,121.502,121.6581,104320.0
2022-06-06,122.1558,125.2782,121.3654,123.0632,167075.0
2022-06-07,122.2143,124.7025,121.7655,124.6928,107331.0
2022-06-08,123.4243,124.5366,121.5996,122.3217,97605.0
2022-06-09,122.3217,123.434,120.0774,120.1652,118167.0
2022-06-10,118.1064,118.5064,116.3793,116.4768,128495.0
2022-06-11,118.1064,118.5064,116.3793,116.4768,128495.0
2022-06-12,118.1064,118.5064,116.3793,116.4768,128495.0
2022-06-13,113.6471,114.3106,110.8369,111.5102,179307.0
2022-06-14,111.3931,113.6959,110.7198,112.0957,189157.0
2022-06-15,113.9789,116.4866,113.491,114.4277,231966.0
2022-06-16,111.8615,111.8615,107.5486,108.2414,196624.0
2022-06-17,108.7976,111.4468,108.7293,110.7003,400637.0
2022-06-18,108.7976,111.4468,108.7293,110.7003,400637.0
2022-06-19,108.7976,111.4468,108.7293,110.7003,400637.0
2022-06-20,108.7976,111.4468,108.7293,110.7003,400637.0
2022-06-21,112.4079,114.0614,111.598,113.4032,174469.0
2022-06-22,111.7249,114.4619,111.52,113.4227,150088.0
2022-06-23,113.169,114.057,112.3128,113.9008,95982.0
2022-06-24,115.1888,118.3015,114.7888,118.0673,280446.0
2022-06-25,115.1888,118.3015,114.7888,118.0673,280446.0
2022-06-26,115.1888,118.3015,114.7888,118.0673,280446.0
2022-06-27,118.7601,119.1978,117.2282,118.321,139589.0
2022-06-28,119.7164,120.8531,116.9842,116.9842,128668.0
2022-06-29,116.994,117.1599,115.8816,116.067,106787.0
2022-06-30,114.0765,117.3355,113.852,116.7891,99377.0
2022-07-01,115.7353,118.9455,115.7353,118.7406,163356.0
2022-07-02,115.7353,118.9455,115.7353,118.7406,163356.0
2022-07-03,115.7353,118.9455,115.7353,118.7406,163356.0
2022-07-04,115.7353,118.9455,115.7353,118.7406,163356.0
2022-07-05,116.7305,118.1942,114.9059,118.1064,140430.0
2022-07-06,117.033,118.6723,116.2914,117.9795,107379.0
2022-07-07,119.1407,119.9213,118.4479,119.1114,114381.0
2022-07-08,118.6626,120.4482,118.3113,118.7894,79377.0
2022-07-09,118.6626,120.4482,118.3113,118.7894,79377.0
2022-07-10,118.6626,120.4482,118.3113,118.7894,79377.0
2022-07-11,117.2379,118.604,117.1989,117.4038,100995.0
2022-07-12,116.6037,119.0577,116.6037,117.2965,120145.0
2022-07-13,115.8036,116.4964,113.8618,115.5401,95481.0
2022-07-14,113.5398,114.3496,112.2421,113.5203,122979.0
2022-07-15,114.4473,116.8671,113.852,116.0865,114237.0
2022-07-16,114.4473,116.8671,113.852,116.0865,114237.0
2022-07-17,114.4473,116.8671,113.852,116.0865,114237.0
2022-07-18,117.0916,119.3163,115.7938,115.9597,128253.0
2022-07-19,117.1111,119.8432,117.1111,118.4186,151409.0
2022-07-20,118.3503,120.736,117.0916,120.3799,118645.0
2022-07-21,120.1847,120.7312,119.209,120.7019,98653.0
2022-07-22,120.8971,121.7496,118.4576,119.7847,164535.0
2022-07-23,120.8971,121.7496,118.4576,119.7847,164535.0
2022-07-24,120.8971,121.7496,118.4576,119.7847,164535.0
2022-07-25,120.7409,121.8045,120.5067,121.0727,98853.0
2022-07-26,120.1164,121.7216,120.1164,121.4825,117527.0
2022-07-27,121.9899,124.1073,121.4532,123.4243,102881.0
2022-07-28,124.0195,125.7954,121.4288,124.5659,125047.0
2022-07-29,124.0878,127.7469,124.0878,125.571,228975.0
2022-07-30,124.0878,127.7469,124.0878,125.571,228975.0
2022-07-31,124.0878,127.7469,124.0878,125.571,228975.0
2022-08-01,124.8782,126.0979,124.5464,125.3563,147444.0
2022-08-02,124.3903,125.3953,122.468,122.6046,139898.0
2022-08-03,123.5219,127.0883,122.7022,126.859,112329.0
2022-08-04,126.6736,127.1273,123.6487,124.3805,192152.0
2022-08-05,123.9219,126.0491,123.0047,125.4831,139922.0
2022-08-06,123.9219,126.0491,123.0047,125.4831,139922.0
2022-08-07,123.9219,126.0491,123.0047,125.4831,139922.0
2022-08-08,125.3953,127.9957,125.1026,125.932,171383.0
2022-08-09,121.9704,126.4101,120.0189,125.61,258758.0
2022-08-10,127.903,132.0012,126.9956,131.045,154423.0
2022-08-11,131.4841,131.9134,130.0108,130.5766,121714.0
2022-08-12,132.7038,134.1382,131.6158,133.5527,133483.0
2022-08-13,132.7038,134.1382,131.6158,133.5527,133483.0
