,SXT US Equity,SXT US Equity,SXT US Equity,SXT US Equity,SXT US Equity
2020-09-04,52.961,53.2944,52.5025,52.9054,292870.0
2020-09-05,52.961,53.2944,52.5025,52.9054,292870.0
2020-09-06,52.961,53.2944,52.5025,52.9054,292870.0
2020-09-07,52.961,53.2944,52.5025,52.9054,292870.0
2020-09-08,52.4794,52.4794,51.4698,52.0255,363518.0
2020-09-09,52.433,52.7757,51.7384,52.1181,226974.0
2020-09-10,52.3312,52.5998,51.794,52.1089,324702.0
2020-09-11,52.3497,53.2481,51.9514,52.7572,356407.0
2020-09-12,52.3497,53.2481,51.9514,52.7572,356407.0
2020-09-13,52.3497,53.2481,51.9514,52.7572,356407.0
2020-09-14,53.1462,53.952,53.1462,53.7668,311528.0
2020-09-15,54.0354,54.8319,53.8511,54.2114,342024.0
2020-09-16,54.3688,54.8875,54.2299,54.3411,257187.0
2020-09-17,53.7298,55.3043,53.3222,55.0079,268117.0
2020-09-18,55.1746,55.5729,53.7761,54.5356,657425.0
2020-09-19,55.1746,55.5729,53.7761,54.5356,657425.0
2020-09-20,55.1746,55.5729,53.7761,54.5356,657425.0
2020-09-21,53.5445,53.5445,51.7847,52.5349,556305.0
2020-09-22,52.7943,53.137,52.3219,52.8406,462899.0
2020-09-23,52.6276,53.0536,50.9696,51.1549,278869.0
2020-09-24,51.3123,51.6643,50.6825,50.9882,420475.0
2020-09-25,50.6455,51.6828,50.4509,51.3586,398813.0
2020-09-26,50.6455,51.6828,50.4509,51.3586,398813.0
2020-09-27,50.6455,51.6828,50.4509,51.3586,398813.0
2020-09-28,51.8773,53.7298,51.8681,53.3315,540080.0
2020-09-29,53.3315,54.2855,52.9517,53.8965,531180.0
2020-09-30,54.3225,55.2024,53.2666,53.4797,368551.0
2020-10-01,53.8502,54.2206,53.4704,54.1558,264030.0
2020-10-02,53.5352,55.7165,53.5352,55.471,463314.0
2020-10-03,53.5352,55.7165,53.5352,55.471,463314.0
2020-10-04,53.5352,55.7165,53.5352,55.471,463314.0
2020-10-05,55.8693,57.4161,55.7934,57.2679,683080.0
2020-10-06,57.8699,57.8699,56.1286,56.2305,366559.0
2020-10-07,57.0456,57.7217,56.6705,57.0178,195653.0
2020-10-08,57.5828,57.8699,56.8511,57.4439,187211.0
2020-10-09,57.7403,58.1941,57.3142,58.0181,150729.0
2020-10-10,57.7403,58.1941,57.3142,58.0181,150729.0
2020-10-11,57.7403,58.1941,57.3142,58.0181,150729.0
2020-10-12,58.1107,59.5186,57.944,59.4815,229677.0
2020-10-13,58.9907,59.8752,58.8332,59.2593,296531.0
2020-10-14,59.2037,60.3615,59.2037,60.0651,222760.0
2020-10-15,59.4352,59.6436,58.5924,58.7035,520054.0
2020-10-16,58.3516,64.0663,57.9672,63.4087,567238.0
2020-10-17,58.3516,64.0663,57.9672,63.4087,567238.0
2020-10-18,58.3516,64.0663,57.9672,63.4087,567238.0
2020-10-19,63.3161,63.8903,61.9846,63.1123,649519.0
2020-10-20,63.3809,63.7699,62.8808,63.0382,333138.0
2020-10-21,62.9826,64.3257,62.8715,63.8718,379168.0
2020-10-22,64.0756,65.6687,63.9459,64.8629,298817.0
2020-10-23,65.2704,65.5297,64.4924,65.0944,132941.0
2020-10-24,65.2704,65.5297,64.4924,65.0944,132941.0
2020-10-25,65.2704,65.5297,64.4924,65.0944,132941.0
2020-10-26,64.2701,64.585,63.6125,64.1497,287260.0
2020-10-27,64.2701,64.4461,61.4081,62.2417,469262.0
2020-10-28,60.8523,62.1861,60.2503,60.2688,1294027.0
2020-10-29,59.8428,61.4636,59.4815,60.6301,427801.0
2020-10-30,60.4996,61.04,60.1921,60.9655,301482.0
2020-10-31,60.4996,61.04,60.1921,60.9655,301482.0
2020-11-01,60.4996,61.04,60.1921,60.9655,301482.0
2020-11-02,61.7761,62.857,61.04,62.7079,332532.0
2020-11-03,63.7515,64.1428,63.0154,63.826,305490.0
2020-11-04,63.3136,63.6257,61.832,62.624,185233.0
2020-11-05,63.2949,64.7951,63.2949,64.3944,168955.0
2020-11-06,64.9721,65.0839,64.1801,64.618,198506.0
2020-11-07,64.9721,65.0839,64.1801,64.618,198506.0
2020-11-08,64.9721,65.0839,64.1801,64.618,198506.0
2020-11-09,68.1867,70.162,66.1741,66.4629,463317.0
2020-11-10,67.0872,68.4942,66.6493,68.3171,368880.0
2020-11-11,68.3917,68.3917,66.3325,67.2736,241042.0
2020-11-12,66.9754,67.3108,65.0373,65.8386,228658.0
2020-11-13,66.5281,67.5997,66.3278,67.4599,184631.0
2020-11-14,66.5281,67.5997,66.3278,67.4599,184631.0
2020-11-15,66.5281,67.5997,66.3278,67.4599,184631.0
2020-11-16,68.811,69.165,67.9072,68.4383,278993.0
2020-11-17,67.637,68.0236,66.4163,67.4972,411696.0
2020-11-18,67.8606,68.182,65.5871,65.5871,247158.0
2020-11-19,65.2796,65.41,64.3571,65.3075,415631.0
2020-11-20,65.0466,65.9505,64.851,65.8386,353964.0
2020-11-21,65.0466,65.9505,64.851,65.8386,353964.0
2020-11-22,65.0466,65.9505,64.851,65.8386,353964.0
2020-11-23,66.4816,67.7954,66.3092,67.0686,319987.0
2020-11-24,67.991,69.3561,67.432,68.988,288218.0
2020-11-25,68.5221,68.8436,67.6649,67.9724,269652.0
2020-11-26,68.5221,68.8436,67.6649,67.9724,269652.0
2020-11-27,68.1308,68.3404,67.3062,67.6463,128385.0
2020-11-28,68.1308,68.3404,67.3062,67.6463,128385.0
2020-11-29,68.1308,68.3404,67.3062,67.6463,128385.0
2020-11-30,67.1897,67.8419,66.6842,66.8263,303836.0
2020-12-01,67.7394,67.9211,66.7704,67.8047,428543.0
2020-12-02,67.7488,68.0656,66.9009,67.6276,152325.0
2020-12-03,67.6183,69.0253,67.6183,68.4942,212021.0
2020-12-04,68.8389,70.0502,68.8203,69.8639,243977.0
2020-12-05,68.8389,70.0502,68.8203,69.8639,243977.0
2020-12-06,68.8389,70.0502,68.8203,69.8639,243977.0
2020-12-07,69.8825,69.9011,68.5874,68.7364,213685.0
2020-12-08,68.4103,69.4073,68.4055,69.165,437883.0
2020-12-09,69.7055,69.985,68.7364,69.1744,172334.0
2020-12-10,68.8762,68.8762,67.7115,68.2985,147868.0
2020-12-11,67.8047,68.578,67.3202,67.8233,228854.0
2020-12-12,67.8047,68.578,67.3202,67.8233,228854.0
2020-12-13,67.8047,68.578,67.3202,67.8233,228854.0
2020-12-14,68.3451,68.5221,67.1338,67.1804,238986.0
2020-12-15,67.7115,68.0935,66.7238,67.9165,276737.0
2020-12-16,68.2612,68.2612,67.0499,67.5251,156424.0
2020-12-17,67.7674,68.1587,67.1897,67.8699,328976.0
2020-12-18,68.0935,68.6666,67.8978,68.4942,994452.0
2020-12-19,68.0935,68.6666,67.8978,68.4942,994452.0
2020-12-20,68.0935,68.6666,67.8978,68.4942,994452.0
2020-12-21,67.3108,68.1215,67.0127,68.1122,281806.0
2020-12-22,68.0842,68.5687,67.6929,68.4755,228343.0
2020-12-23,68.6526,68.6992,67.8606,68.3544,247373.0
2020-12-24,68.7178,69.2769,68.1494,69.1744,54400.0
2020-12-25,68.7178,69.2769,68.1494,69.1744,54400.0
2020-12-26,68.7178,69.2769,68.1494,69.1744,54400.0
2020-12-27,68.7178,69.2769,68.1494,69.1744,54400.0
2020-12-28,69.7893,70.0036,69.1557,69.1744,139295.0
2020-12-29,69.4632,69.4912,68.1215,68.6339,153192.0
2020-12-30,68.7644,69.8499,68.7644,68.9694,116729.0
2020-12-31,68.9321,69.2769,68.3637,68.7364,153965.0
2021-01-01,68.9321,69.2769,68.3637,68.7364,153965.0
2021-01-02,68.9321,69.2769,68.3637,68.7364,153965.0
2021-01-03,68.9321,69.2769,68.3637,68.7364,153965.0
2021-01-04,68.9694,69.8452,67.8978,68.1681,370893.0
2021-01-05,68.3637,70.3111,68.3451,69.985,177853.0
2021-01-06,71.1497,73.3207,70.6279,72.6219,288252.0
2021-01-07,72.8455,73.1251,71.9324,72.2119,166316.0
2021-01-08,72.2772,72.3983,71.0472,72.0535,177259.0
2021-01-09,72.2772,72.3983,71.0472,72.0535,177259.0
2021-01-10,72.2772,72.3983,71.0472,72.0535,177259.0
2021-01-11,71.3267,72.389,71.2336,71.8858,357489.0
2021-01-12,72.1374,72.3424,71.5224,71.979,423460.0
2021-01-13,71.9044,71.979,69.2303,69.4446,245900.0
2021-01-14,69.8266,71.2895,69.4632,70.4136,336481.0
2021-01-15,69.5937,70.3577,68.7644,70.0036,265410.0
2021-01-16,69.5937,70.3577,68.7644,70.0036,265410.0
2021-01-17,69.5937,70.3577,68.7644,70.0036,265410.0
2021-01-18,69.5937,70.3577,68.7644,70.0036,265410.0
2021-01-19,70.3298,71.2336,70.0083,70.4416,159719.0
2021-01-20,70.7491,70.7491,70.2459,70.6745,185225.0
2021-01-21,70.7211,70.8003,70.1853,70.4882,257432.0
2021-01-22,69.7987,71.0752,69.3002,71.0379,270159.0
2021-01-23,69.7987,71.0752,69.3002,71.0379,270159.0
2021-01-24,69.7987,71.0752,69.3002,71.0379,270159.0
2021-01-25,70.6186,72.3331,70.6186,71.7926,280714.0
2021-01-26,72.2678,72.4169,71.2988,71.6156,342541.0
2021-01-27,69.985,70.162,66.3884,67.4226,512295.0
2021-01-28,68.0935,68.0935,66.3791,67.1338,233387.0
2021-01-29,66.8356,67.4599,65.1864,65.7175,528078.0
2021-01-30,66.8356,67.4599,65.1864,65.7175,528078.0
2021-01-31,66.8356,67.4599,65.1864,65.7175,528078.0
2021-02-01,66.0455,70.5522,65.7363,70.5053,432939.0
2021-02-02,71.5079,71.5454,69.8589,70.3835,330263.0
2021-02-03,69.9619,71.3673,69.7089,70.2992,286634.0
2021-02-04,70.0462,70.6271,69.4279,70.3554,307936.0
2021-02-05,70.6927,70.927,68.6689,69.7652,258503.0
2021-02-06,70.6927,70.927,68.6689,69.7652,258503.0
2021-02-07,70.6927,70.927,68.6689,69.7652,258503.0
2021-02-08,70.2711,70.8145,70.1212,70.3461,229082.0
2021-02-09,70.5616,71.0581,70.0369,70.6646,274278.0
2021-02-10,71.2736,72.4917,71.2736,72.1544,251028.0
2021-02-11,72.323,73.0445,72.2668,72.6135,223108.0
2021-02-12,72.9883,74.4452,71.2268,73.7003,365170.0
2021-02-13,72.9883,74.4452,71.2268,73.7003,365170.0
2021-02-14,72.9883,74.4452,71.2268,73.7003,365170.0
2021-02-15,72.9883,74.4452,71.2268,73.7003,365170.0
2021-02-16,73.2319,73.5832,70.4117,70.4304,212685.0
2021-02-17,70.0181,72.0794,70.0181,71.9951,276655.0
2021-02-18,71.8639,73.3537,71.7421,73.1382,320085.0
2021-02-19,73.5504,74.2531,72.8852,73.4005,247780.0
2021-02-20,73.5504,74.2531,72.8852,73.4005,247780.0
2021-02-21,73.5504,74.2531,72.8852,73.4005,247780.0
2021-02-22,72.8102,74.7778,72.6978,73.9439,195132.0
2021-02-23,73.7566,74.984,73.082,73.4193,311077.0
2021-02-24,73.8128,74.4124,73.3724,74.0657,171425.0
2021-02-25,73.8034,74.4031,72.9976,73.2506,132659.0
2021-02-26,73.2881,74.047,72.8852,72.9414,237347.0
2021-02-27,73.2881,74.047,72.8852,72.9414,237347.0
2021-02-28,73.2881,74.047,72.8852,72.9414,237347.0
2021-03-01,74.1969,74.4593,73.2506,73.26,331850.0
2021-03-02,73.0164,73.4099,71.5266,71.7234,369363.0
2021-03-03,71.8733,71.9764,69.9338,69.9432,196832.0
2021-03-04,69.6715,70.6459,68.4066,69.3623,324128.0
2021-03-05,70.4866,72.2481,69.381,72.2387,308759.0
2021-03-06,70.4866,72.2481,69.381,72.2387,308759.0
2021-03-07,70.4866,72.2481,69.381,72.2387,308759.0
2021-03-08,72.5198,74.0564,72.2762,73.5036,187594.0
2021-03-09,73.9721,73.9721,72.5479,72.6884,274033.0
2021-03-10,72.8665,75.9443,72.8665,75.1807,178202.0
2021-03-11,75.9022,76.8297,75.2838,75.9115,205172.0
2021-03-12,76.2395,76.5393,75.1151,75.4056,188444.0
