,CPB US Equity,CPB US Equity,CPB US Equity,CPB US Equity,CPB US Equity
2020-04-15,45.3417,45.3858,43.6752,44.5305,3471053.0
2020-04-16,44.989,45.9766,44.4776,45.0684,4353305.0
2020-04-17,45.2976,45.4035,43.3753,44.3894,3684136.0
2020-04-18,45.2976,45.4035,43.3753,44.3894,3684136.0
2020-04-19,45.2976,45.4035,43.3753,44.3894,3684136.0
2020-04-20,44.601,46.2588,44.0896,45.2359,2461115.0
2020-04-21,45.3241,45.6768,43.7369,44.4776,1679561.0
2020-04-22,44.4511,44.9802,44.072,44.795,1285332.0
2020-04-23,44.3629,45.0181,43.9397,44.5658,2428014.0
2020-04-24,44.8127,44.8744,44.0279,44.7509,2005575.0
2020-04-25,44.8127,44.8744,44.0279,44.7509,2005575.0
2020-04-26,44.8127,44.8744,44.0279,44.7509,2005575.0
2020-04-27,44.6363,45.3946,44.601,45.183,1384476.0
2020-04-28,45.2271,45.571,44.6804,44.9537,1673287.0
2020-04-29,43.8603,44.9758,43.5341,44.2483,2594677.0
2020-04-30,44.8568,44.9537,43.7253,44.072,2574053.0
2020-05-01,43.7721,44.7421,43.3665,44.4511,1911551.0
2020-05-02,43.7721,44.7421,43.3665,44.4511,1911551.0
2020-05-03,43.7721,44.7421,43.3665,44.4511,1911551.0
2020-05-04,44.5393,45.0155,43.9485,44.7774,1929010.0
2020-05-05,44.5746,45.3065,44.3189,44.8656,1555651.0
2020-05-06,44.9273,45.1477,44.5349,44.5834,1861280.0
2020-05-07,44.9361,44.9626,44.2042,44.3012,1978580.0
2020-05-08,44.7068,45.2888,44.3982,45.2007,1182601.0
2020-05-09,44.7068,45.2888,44.3982,45.2007,1182601.0
2020-05-10,44.7068,45.2888,44.3982,45.2007,1182601.0
2020-05-11,45.3065,46.2853,45.2095,45.8179,1422496.0
2020-05-12,46.0031,46.6953,45.8532,46.2059,1384062.0
2020-05-13,46.1442,46.7791,45.8003,46.2941,1535770.0
2020-05-14,46.5057,47.1935,46.3734,46.7085,2064911.0
2020-05-15,46.735,47.5462,46.735,47.2023,5584720.0
2020-05-16,46.735,47.5462,46.735,47.2023,5584720.0
2020-05-17,46.735,47.5462,46.735,47.2023,5584720.0
2020-05-18,47.3699,47.5021,44.8303,44.9185,3283134.0
2020-05-19,45.0155,45.086,43.3665,43.7545,2674638.0
2020-05-20,43.6928,43.6928,42.0174,42.4759,4663648.0
2020-05-21,42.4759,42.5024,41.356,41.6029,4266028.0
2020-05-22,41.6206,42.7405,41.5324,42.6346,1869241.0
2020-05-23,41.6206,42.7405,41.5324,42.6346,1869241.0
2020-05-24,41.6206,42.7405,41.5324,42.6346,1869241.0
2020-05-25,41.6206,42.7405,41.5324,42.6346,1869241.0
2020-05-26,42.7228,42.7228,41.4222,41.7617,2600338.0
2020-05-27,41.4442,42.9344,41.3825,42.908,2155106.0
2020-05-28,43.3224,44.0014,42.9256,43.6663,2077027.0
2020-05-29,43.6752,45.0243,43.4282,44.9537,3337867.0
2020-05-30,43.6752,45.0243,43.4282,44.9537,3337867.0
2020-05-31,43.6752,45.0243,43.4282,44.9537,3337867.0
2020-06-01,45.4035,46.244,44.5481,45.6063,3168611.0
2020-06-02,45.1477,45.9061,44.9509,45.862,3203326.0
2020-06-03,45.8179,45.8444,42.8992,43.0491,8727413.0
2020-06-04,43.2519,44.1337,42.6119,43.005,3947760.0
2020-06-05,42.5905,42.7405,41.4927,42.4847,4711200.0
2020-06-06,42.5905,42.7405,41.4927,42.4847,4711200.0
2020-06-07,42.5905,42.7405,41.4927,42.4847,4711200.0
2020-06-08,41.9204,44.0014,41.744,43.9926,3156125.0
2020-06-09,44.0896,44.1778,43.199,43.6752,2478147.0
2020-06-10,43.5958,43.9926,43.102,43.1549,2055370.0
2020-06-11,42.6699,43.4282,42.1893,42.2996,2160908.0
2020-06-12,42.4671,42.7228,41.3913,41.5059,2401420.0
2020-06-13,42.4671,42.7228,41.3913,41.5059,2401420.0
2020-06-14,42.4671,42.7228,41.3913,41.5059,2401420.0
2020-06-15,41.6735,42.6787,41.162,42.6611,2094551.0
2020-06-16,42.617,43.7545,42.4318,43.3577,2245667.0
2020-06-17,43.296,43.8295,43.1284,43.5693,1359134.0
2020-06-18,43.4459,43.8868,42.8286,43.2519,1303146.0
2020-06-19,43.4988,43.9661,43.1373,43.3313,2022537.0
2020-06-20,43.4988,43.9661,43.1373,43.3313,2022537.0
2020-06-21,43.4988,43.9661,43.1373,43.3313,2022537.0
2020-06-22,43.9397,44.3982,43.5164,43.9221,2208396.0
2020-06-23,43.9926,44.0102,43.2166,43.296,2161506.0
2020-06-24,43.2078,43.2387,42.5376,43.0843,1585892.0
2020-06-25,43.102,43.9397,43.102,43.7369,1876894.0
2020-06-26,43.7721,43.9397,42.4671,42.6787,2212966.0
2020-06-27,43.7721,43.9397,42.4671,42.6787,2212966.0
2020-06-28,43.7721,43.9397,42.4671,42.6787,2212966.0
2020-06-29,42.9168,43.9044,42.5465,43.4282,1491163.0
2020-06-30,43.6222,43.8427,43.3489,43.7633,1414222.0
2020-07-01,43.6928,43.9529,43.3586,43.4812,1434094.0
2020-07-02,43.6134,43.975,43.296,43.49,1685531.0
2020-07-03,43.6134,43.975,43.296,43.49,1685531.0
2020-07-04,43.6134,43.975,43.296,43.49,1685531.0
2020-07-05,43.6134,43.975,43.296,43.49,1685531.0
2020-07-06,43.6222,43.9661,43.2254,43.4812,1939757.0
2020-07-07,43.3577,43.9573,43.2078,43.8515,1646662.0
2020-07-08,43.7369,43.7721,43.3665,43.6752,1214439.0
2020-07-09,43.5076,43.9661,43.4371,43.5693,1180251.0
2020-07-10,43.6487,44.7509,43.6487,44.3365,2111434.0
2020-07-11,43.6487,44.7509,43.6487,44.3365,2111434.0
2020-07-12,43.6487,44.7509,43.6487,44.3365,2111434.0
2020-07-13,44.3718,44.504,43.8339,43.9397,1818466.0
2020-07-14,43.9663,44.8455,43.9663,44.6768,2213447.0
2020-07-15,44.8544,45.0231,43.5845,43.6999,1625447.0
2020-07-16,43.6644,44.2594,43.6644,44.0019,2113440.0
2020-07-17,44.2239,44.3659,43.9486,44.0463,2455366.0
2020-07-18,44.2239,44.3659,43.9486,44.0463,2455366.0
2020-07-19,44.2239,44.3659,43.9486,44.0463,2455366.0
2020-07-20,43.9575,44.0374,43.398,43.7088,1488906.0
2020-07-21,43.6466,44.3571,43.6466,43.8242,2452076.0
2020-07-22,43.9042,43.9042,42.8829,43.8154,1411421.0
2020-07-23,43.7354,44.3127,43.604,44.0729,1852996.0
2020-07-24,44.1795,44.6057,43.6999,43.8687,1076591.0
2020-07-25,44.1795,44.6057,43.6999,43.8687,1076591.0
2020-07-26,44.1795,44.6057,43.6999,43.8687,1076591.0
2020-07-27,43.6999,44.0107,43.5667,43.9486,1439732.0
2020-07-28,43.9663,44.9698,43.9663,44.6057,2220785.0
2020-07-29,44.9343,45.0941,44.3837,44.5791,1770517.0
2020-07-30,44.5347,44.5791,43.6022,43.7887,1376558.0
2020-07-31,43.7798,44.286,43.4779,44.0196,1615563.0
2020-08-01,43.7798,44.286,43.4779,44.0196,1615563.0
2020-08-02,43.7798,44.286,43.4779,44.0196,1615563.0
2020-08-03,44.1173,44.588,43.9042,44.1439,2127535.0
2020-08-04,44.0995,44.881,44.0551,44.8011,2151349.0
2020-08-05,44.659,44.81,43.8755,44.1706,1836155.0
2020-08-06,44.1795,44.4015,43.7887,44.2949,1249952.0
2020-08-07,44.3127,44.4815,43.7443,44.3748,1242469.0
2020-08-08,44.3127,44.4815,43.7443,44.3748,1242469.0
2020-08-09,44.3127,44.4815,43.7443,44.3748,1242469.0
2020-08-10,44.5613,44.81,44.215,44.7567,1104265.0
2020-08-11,44.7034,44.8988,44.1173,44.1972,1535964.0
2020-08-12,44.4015,45.5293,44.3349,45.254,1345823.0
2020-08-13,45.2806,45.6269,44.8721,45.4493,864656.0
2020-08-14,45.547,46.1287,45.325,45.849,1246928.0
2020-08-15,45.547,46.1287,45.325,45.849,1246928.0
2020-08-16,45.547,46.1287,45.325,45.849,1246928.0
2020-08-17,45.8667,46.6659,45.6536,46.4262,1550723.0
2020-08-18,46.4084,46.9057,46.0399,46.5683,1487813.0
2020-08-19,46.5949,46.8435,46.3818,46.515,1033748.0
2020-08-20,46.3019,46.919,46.213,46.5327,1490691.0
2020-08-21,46.6571,46.7903,46.213,46.6571,2132498.0
2020-08-22,46.6571,46.7903,46.213,46.6571,2132498.0
2020-08-23,46.6571,46.7903,46.213,46.6571,2132498.0
2020-08-24,46.8435,47.1544,46.3063,46.7903,1510587.0
2020-08-25,47.0656,47.2254,46.6571,47.0922,1359726.0
2020-08-26,46.9768,47.5096,46.5239,47.4918,1375462.0
2020-08-27,47.5185,48.0246,47.2964,47.3231,1432087.0
2020-08-28,47.3231,47.3231,46.1154,46.3019,1827570.0
2020-08-29,47.3231,47.3231,46.1154,46.3019,1827570.0
2020-08-30,47.3231,47.3231,46.1154,46.3019,1827570.0
2020-08-31,46.4883,46.808,46.1953,46.7192,2018768.0
2020-09-01,46.8968,46.959,45.4582,45.6447,3062246.0
2020-09-02,45.9111,46.9057,45.6003,46.5771,2801188.0
2020-09-03,44.1706,46.5017,42.4478,43.0961,6513630.0
2020-09-04,43.4335,43.5401,41.4799,42.2524,3866136.0
2020-09-05,43.4335,43.5401,41.4799,42.2524,3866136.0
2020-09-06,43.4335,43.5401,41.4799,42.2524,3866136.0
2020-09-07,43.4335,43.5401,41.4799,42.2524,3866136.0
2020-09-08,42.0304,42.1725,39.5439,40.1567,6034517.0
2020-09-09,40.6895,41.2756,40.3432,40.4853,3064397.0
2020-09-10,40.4941,40.9914,40.0546,40.2455,3364041.0
2020-09-11,40.2277,40.5829,39.931,40.4053,3330180.0
2020-09-12,40.2277,40.5829,39.931,40.4053,3330180.0
2020-09-13,40.2277,40.5829,39.931,40.4053,3330180.0
2020-09-14,40.5741,41.2312,40.281,40.6895,2785243.0
2020-09-15,40.7517,40.8316,40.2366,40.4231,3923058.0
2020-09-16,40.5208,40.8671,40.059,40.1922,2520819.0
2020-09-17,40.1656,40.6007,39.8636,40.4853,2852113.0
2020-09-18,40.4053,41.1069,40.2011,40.3521,7982901.0
2020-09-19,40.4053,41.1069,40.2011,40.3521,7982901.0
2020-09-20,40.4053,41.1069,40.2011,40.3521,7982901.0
2020-09-21,40.2277,41.7818,40.21,40.9115,3348917.0
2020-09-22,41.0092,41.1957,40.3032,40.5474,3598957.0
2020-09-23,40.725,41.0092,40.1212,40.1212,2353818.0
2020-09-24,40.0324,41.6575,39.9169,41.5687,3079162.0
2020-09-25,41.4976,42.5899,41.32,42.2347,2417152.0
2020-09-26,41.4976,42.5899,41.32,42.2347,2417152.0
2020-09-27,41.4976,42.5899,41.32,42.2347,2417152.0
2020-09-28,42.5277,42.9495,42.1326,42.6076,2128881.0
2020-09-29,42.732,42.7941,42.3768,42.6432,1693354.0
2020-09-30,42.8119,43.2717,42.51,42.954,2394619.0
2020-10-01,42.9007,43.4158,41.7285,43.0872,2396109.0
2020-10-02,42.7941,43.5401,42.51,43.3447,1298094.0
2020-10-03,42.7941,43.5401,42.51,43.3447,1298094.0
2020-10-04,42.7941,43.5401,42.51,43.3447,1298094.0
2020-10-05,43.5134,43.8509,43.0073,43.4957,3132707.0
2020-10-06,43.4158,43.6503,43.0517,43.1405,1929203.0
2020-10-07,43.1405,43.4625,42.7648,43.1584,2727766.0
2020-10-08,43.1942,43.5609,42.8095,43.3104,1697138.0
2020-10-09,43.2478,43.628,43.0063,43.3552,1467773.0
2020-10-10,43.2478,43.628,43.0063,43.3552,1467773.0
2020-10-11,43.2478,43.628,43.0063,43.3552,1467773.0
2020-10-12,43.5609,44.0439,43.3552,43.9366,1981767.0
2020-10-13,44.0528,44.5895,43.9634,44.3749,1246529.0
2020-10-14,44.2675,44.6164,43.9634,44.2407,956822.0
2020-10-15,43.9276,44.1691,43.662,43.9723,1168733.0
2020-10-16,44.187,44.4911,43.7577,43.7756,1430220.0
2020-10-17,44.187,44.4911,43.7577,43.7756,1430220.0
2020-10-18,44.187,44.4911,43.7577,43.7756,1430220.0
2020-10-19,43.6593,44.2675,43.3596,43.4983,1729161.0
2020-10-20,43.7487,43.8203,42.577,42.6396,2185828.0
2020-10-21,42.3802,43.0063,42.3555,42.7111,1664953.0
2020-10-22,42.6575,42.9884,42.407,42.8543,1486212.0
2020-10-23,43.1315,43.6861,42.9169,43.4267,1474747.0
2020-10-24,43.1315,43.6861,42.9169,43.4267,1474747.0
2020-10-25,43.1315,43.6861,42.9169,43.4267,1474747.0
2020-10-26,43.3552,43.4357,42.6843,43.1942,2015353.0
2020-10-27,43.1494,43.8113,42.9079,43.1494,1677428.0
2020-10-28,42.8453,43.1494,42.0582,42.1029,1913475.0
2020-10-29,42.1297,42.3936,41.5573,41.8346,1994052.0
2020-10-30,41.8077,42.2281,41.4589,41.7451,1458357.0
2020-10-31,41.8077,42.2281,41.4589,41.7451,1458357.0
2020-11-01,41.8077,42.2281,41.4589,41.7451,1458357.0
2020-11-02,42.1208,42.6843,42.0939,42.6485,2348752.0
2020-11-03,42.8274,43.5609,42.5949,42.8364,1089993.0
2020-11-04,43.0868,43.4491,42.5322,42.6575,1149540.0
2020-11-05,43.0689,43.2836,42.6664,42.9884,1394864.0
2020-11-06,42.9974,43.5877,42.6843,42.9258,1104652.0
2020-11-07,42.9974,43.5877,42.6843,42.9258,1104652.0
2020-11-08,42.9974,43.5877,42.6843,42.9258,1104652.0
2020-11-09,42.6127,43.0018,41.2353,41.2531,3747245.0
2020-11-10,41.2531,42.2997,40.7075,42.2997,2253157.0
2020-11-11,42.5054,43.2568,42.4875,43.1942,1882943.0
2020-11-12,43.3015,43.4446,42.7648,43.4088,1177442.0
2020-11-13,43.5251,44.1155,43.3283,43.9992,1507877.0
2020-11-14,43.5251,44.1155,43.3283,43.9992,1507877.0
2020-11-15,43.5251,44.1155,43.3283,43.9992,1507877.0
2020-11-16,43.8024,44.6969,43.6682,44.6343,2668159.0
2020-11-17,44.2854,44.6253,43.9366,44.1691,1841490.0
2020-11-18,44.2675,44.679,43.8382,43.865,2543398.0
2020-11-19,43.7129,44.1378,43.4267,44.1155,966066.0
2020-11-20,44.2049,44.518,43.5788,43.8113,1423606.0
2020-11-21,44.2049,44.518,43.5788,43.8113,1423606.0
2020-11-22,44.2049,44.518,43.5788,43.8113,1423606.0
2020-11-23,43.7129,44.2139,43.5788,43.9276,1702227.0
2020-11-24,44.1512,44.3391,43.8784,44.1602,1703882.0
2020-11-25,44.4375,44.5895,43.6816,43.7577,1466833.0
2020-11-26,44.4375,44.5895,43.6816,43.7577,1466833.0
2020-11-27,43.9992,44.196,43.5609,43.8113,434114.0
2020-11-28,43.9992,44.196,43.5609,43.8113,434114.0
2020-11-29,43.9992,44.196,43.5609,43.8113,434114.0
2020-11-30,43.8471,44.764,43.6414,44.7416,2449468.0
2020-12-01,44.7058,45.0189,44.4554,44.9473,1910238.0
2020-12-02,44.992,45.4124,43.3462,43.8918,2324321.0
2020-12-03,43.8382,44.196,43.3909,43.5967,1793122.0
2020-12-04,43.4893,43.7129,43.3462,43.382,1635258.0
2020-12-05,43.4893,43.7129,43.3462,43.382,1635258.0
2020-12-06,43.4893,43.7129,43.3462,43.382,1635258.0
2020-12-07,43.5162,43.6502,43.051,43.212,2670442.0
2020-12-08,43.2836,43.4133,42.568,43.1673,2952191.0
2020-12-09,42.8274,43.0779,41.7004,42.2907,5747122.0
2020-12-10,42.2281,42.5591,41.9329,42.3176,2810296.0
2020-12-11,42.2102,42.4875,42.0492,42.2281,2138783.0
2020-12-12,42.2102,42.4875,42.0492,42.2281,2138783.0
2020-12-13,42.2102,42.4875,42.0492,42.2281,2138783.0
2020-12-14,42.3355,42.7469,41.7004,41.7809,2239243.0
2020-12-15,41.8793,42.0403,41.5394,41.8793,1665811.0
2020-12-16,41.8703,42.3712,41.8703,42.1387,1774122.0
2020-12-17,42.3623,42.8364,42.1118,42.738,1778064.0
2020-12-18,42.729,42.89,42.3712,42.5501,4015266.0
2020-12-19,42.729,42.89,42.3712,42.5501,4015266.0
2020-12-20,42.729,42.89,42.3712,42.5501,4015266.0
2020-12-21,42.4696,43.2836,41.9956,43.221,3087864.0
2020-12-22,43.2747,43.3999,42.5233,42.7201,2198289.0
2020-12-23,42.9348,43.2423,42.7648,43.0331,956957.0
2020-12-24,42.9348,43.5251,42.9348,43.4267,673902.0
2020-12-25,42.9348,43.5251,42.9348,43.4267,673902.0
2020-12-26,42.9348,43.5251,42.9348,43.4267,673902.0
2020-12-27,42.9348,43.5251,42.9348,43.4267,673902.0
2020-12-28,43.4267,43.6324,42.9974,43.3194,993385.0
2020-12-29,43.3462,43.6772,43.2299,43.3104,1135574.0
2020-12-30,43.2657,43.4535,42.8095,42.9526,1106131.0
2020-12-31,42.9348,43.2925,42.7022,43.2478,869319.0
2021-01-01,42.9348,43.2925,42.7022,43.2478,869319.0
2021-01-02,42.9348,43.2925,42.7022,43.2478,869319.0
2021-01-03,42.9348,43.2925,42.7022,43.2478,869319.0
2021-01-04,43.1136,43.5341,42.8095,43.4088,2134068.0
2021-01-05,43.051,43.8113,43.051,43.7398,2479454.0
2021-01-06,43.7219,44.0797,42.4965,42.8543,3058752.0
2021-01-07,42.8182,43.2058,42.4757,42.5658,2339845.0
2021-01-08,42.6469,42.719,41.7906,42.2413,3143661.0
2021-01-09,42.6469,42.719,41.7906,42.2413,3143661.0
2021-01-10,42.6469,42.719,41.7906,42.2413,3143661.0
2021-01-11,42.2413,42.4261,41.3218,41.4931,1991037.0
2021-01-12,41.466,41.5832,40.6367,41.0063,3209248.0
2021-01-13,40.9973,41.2497,40.4317,40.9522,3058410.0
2021-01-14,41.2046,41.6238,40.6728,41.3489,2588099.0
2021-01-15,41.2136,41.8987,41.0424,41.8447,3477120.0
2021-01-16,41.2136,41.8987,41.0424,41.8447,3477120.0
2021-01-17,41.2136,41.8987,41.0424,41.8447,3477120.0
2021-01-18,41.2136,41.8987,41.0424,41.8447,3477120.0
2021-01-19,41.9979,42.1692,41.6644,41.8086,2570612.0
2021-01-20,41.6824,41.732,41.0874,41.5021,2519846.0
2021-01-21,41.439,42.034,41.3939,42.0249,1808469.0
2021-01-22,42.052,42.2233,41.3579,41.9889,1770642.0
2021-01-23,42.052,42.2233,41.3579,41.9889,1770642.0
2021-01-24,42.052,42.2233,41.3579,41.9889,1770642.0
2021-01-25,41.9889,44.1433,41.8438,43.2689,4226655.0
2021-01-26,43.1878,45.1078,42.9474,45.0267,3477826.0
2021-01-27,45.18,48.4702,45.0447,47.5147,5732251.0
2021-01-28,46.8747,48.2268,43.296,43.945,6513462.0
2021-01-29,44.0261,45.1619,42.9895,43.3681,4264468.0
2021-01-30,44.0261,45.1619,42.9895,43.3681,4264468.0
2021-01-31,44.0261,45.1619,42.9895,43.3681,4264468.0
2021-02-01,43.305,43.5439,42.7551,43.296,2367439.0
2021-02-02,43.332,43.332,42.4486,42.6019,2439540.0
2021-02-03,42.5027,42.6199,41.7004,42.4757,1567087.0
2021-02-04,42.4396,42.7281,42.061,42.3044,2046539.0
2021-02-05,42.3495,43.0345,42.1061,42.8182,1290113.0
2021-02-06,42.3495,43.0345,42.1061,42.8182,1290113.0
2021-02-07,42.3495,43.0345,42.1061,42.8182,1290113.0
2021-02-08,42.8993,43.0075,42.043,42.4757,1957028.0
2021-02-09,42.6469,42.665,41.9438,42.3675,1480080.0
2021-02-10,42.6289,43.1878,42.4576,42.8633,1706353.0
2021-02-11,42.8633,42.8723,42.1962,42.3404,1299860.0
2021-02-12,42.3404,42.3675,41.7725,42.1421,1694909.0
2021-02-13,42.3404,42.3675,41.7725,42.1421,1694909.0
2021-02-14,42.3404,42.3675,41.7725,42.1421,1694909.0
2021-02-15,42.3404,42.3675,41.7725,42.1421,1694909.0
2021-02-16,42.0971,42.2593,41.5111,41.5652,1982078.0
2021-02-17,41.6373,41.9528,41.3849,41.8086,1953140.0
2021-02-18,41.8086,43.0436,41.5922,42.4937,1992705.0
2021-02-19,42.4666,42.5072,41.7004,41.7545,1774680.0
2021-02-20,42.4666,42.5072,41.7004,41.7545,1774680.0
2021-02-21,42.4666,42.5072,41.7004,41.7545,1774680.0
2021-02-22,41.8086,42.034,41.0063,41.5832,2342944.0
2021-02-23,41.8086,42.2683,41.5066,41.7635,1747945.0
2021-02-24,41.7275,41.9438,41.43,41.6824,1320444.0
2021-02-25,41.5562,42.3044,41.0514,41.1505,1946458.0
2021-02-26,41.2317,41.5922,40.8621,40.9973,2433070.0
2021-02-27,41.2317,41.5922,40.8621,40.9973,2433070.0
2021-02-28,41.2317,41.5922,40.8621,40.9973,2433070.0
2021-03-01,41.0063,41.6373,40.835,41.0334,1637345.0
